Assembly No,Constituency No,Year,month,DelimID,Poll No,Position,Candidate,Sex,Party,Votes,Age of Winner,Average Age of Contestants,Candidate Type,No. of Valid Votes Casted,No. of Electors,Select Constituency,Constituency Type,District,Sub Region,No. of Candidates,Turnout Rate,Vote Share,Deposit Lost,Winning Margin,Winning Margin Percentage,ENOP,pid,Party Type TCPD,Party ID,last poll,No. of Terms Held by Winner,Last Party,Last Party ID,Last Constituency Name,Same Constituency,Same Party,No Terms,Turncoat,No. of Turncoat,% of Turncoats,Incumbent,Recontest,No. of Recontests,% of Recontests,MyNeta education,TCPD Prof Main,TCPD Prof Main Desc,TCPD Prof Second,TCPD Prof Second Desc
13,58,2019,10,4,0,6,NOTA,,NOTA,2347,,42.5833333333333,,259312,440221,Kamthi,GEN,Nagpur,Vidarbha,12,58.9,0.91,,1104,0.43,2.63,,NOTA,5897,True,,,,,,,,,0,0,,,0,0,,,,,
13,59,2019,10,4,0,7,NOTA,,NOTA,1617,,42.3333333333333,,184531,278654,Ramtek,GEN,Nagpur,Vidarbha,9,66.22,0.88,,2,0,4.35,,NOTA,5897,True,,,,,,,,,0,0,,,2,0.222222222222222,,,,,
13,60,2019,10,4,0,8,NOTA,,NOTA,1910,,47.1,,215010,303652,Tumsar,GEN,Bhandara,Vidarbha,10,70.81,0.89,,578,0.27,3.12,,NOTA,5897,True,,,,,,,,,2,0.2,,,2,0.2,,,,,
13,61,2019,10,4,0,7,NOTA,,NOTA,2494,,46.1428571428571,,234148,371088,Bhandara (SC),SC,Bhandara,Vidarbha,14,63.1,1.07,,861,0.37,3.23,,NOTA,5897,True,,,,,,,,,1,0.0714285714285714,,,1,0.0714285714285714,,,,,
13,62,2019,10,4,0,5,NOTA,,NOTA,1543,,43.8,,228700,318804,Sakoli,GEN,Bhandara,Vidarbha,15,71.74,0.67,,825,0.36,2.94,,NOTA,5897,True,,,,,,,,,2,0.133333333333333,,,1,0.0666666666666667,,,,,
13,63,2019,10,4,0,5,NOTA,,NOTA,2045,,46.5,,176274,252915,Arjuni-Morgaon (SC),SC,Gondia,Vidarbha,8,69.7,1.16,,1352,0.77,2.78,,NOTA,5897,True,,,,,,,,,0,0,,,2,0.25,,,,,
13,64,2019,10,4,0,5,NOTA,,NOTA,1841,,42.5,,169301,257918,Tirora,GEN,Gondia,Vidarbha,12,65.64,1.09,,234,0.14,3.03,,NOTA,5897,True,,,,,,,,,0,0,,,1,0.0833333333333333,,,,,
13,65,2019,10,4,0,7,NOTA,,NOTA,1857,,50.7222222222222,,209384,322248,Gondiya,GEN,Gondia,Vidarbha,18,64.98,0.89,,750,0.36,2.7,,NOTA,5897,True,,,,,,,,,1,0.0555555555555556,,,1,0.0555555555555556,,,,,
13,66,2019,10,4,0,6,NOTA,,NOTA,1884,,46,,183259,266988,Amgaon (ST),ST,Gondia,Vidarbha,9,68.64,1.03,,603,0.33,2.38,,NOTA,5897,True,,,,,,,,,0,0,,,3,0.333333333333333,,,,,
13,67,2019,10,4,0,5,NOTA,,NOTA,3650,,45.5833333333333,,181271,253349,Armori (ST),ST,Gadchiroli,Vidarbha,12,71.55,2.01,,196,0.11,3.57,,NOTA,5897,True,,,,,,,,,0,0,,,3,0.25,,,,,
13,68,2019,10,4,0,10,NOTA,,NOTA,2273,,42.9375,,196298,286057,Gadchiroli (ST),ST,Gadchiroli,Vidarbha,16,68.62,1.16,,845,0.43,2.86,,NOTA,5897,True,,,,,,,,,0,0,,,1,0.0625,,,,,
13,69,2019,10,4,0,4,NOTA,,NOTA,5765,,42.4444444444444,,166358,236478,Aheri (ST),ST,Gadchiroli,Vidarbha,9,70.35,3.47,,2142,1.29,3.7,,NOTA,5897,True,,,,,,,,,0,0,,,3,0.333333333333333,,,,,
13,70,2019,10,4,0,7,NOTA,,NOTA,1563,,49.5,,224857,316018,Rajura,GEN,Chandrapur,Vidarbha,12,71.15,0.7,,94,0.04,4.35,,NOTA,5897,True,,,,,,,,,0,0,,,2,0.166666666666667,,,,,
13,71,2019,10,4,0,7,NOTA,,NOTA,1730,,48.8333333333333,,202849,396117,Chandrapur (SC),SC,Chandrapur,Vidarbha,12,51.21,0.85,,846,0.42,2.5,,NOTA,5897,True,,,,,,,,,1,0.0833333333333333,,,4,0.333333333333333,,,,,
