District,Year,Taluka,Rural/Urban,Number,Children,Infants
Dharashiv,2021,Umaraga,Urban,1110,30,26
Dharashiv,2021,Washi,Total,11,0,0
Dharashiv,2021,Washi,Rural,700,6,5
Dharashiv,2021,Washi,Urban,682,5,4
Dhule,2011,Dhule,Total,5139,464,351
Dhule,2011,Dhule,Rural,1593,211,139
Dhule,2011,Dhule,Urban,3546,253,212
Dhule,2011,Sakri,Total,2253,203,139
Dhule,2011,Sakri,Rural,2253,203,139
Dhule,2011,Sakri,Urban,0,0,0
Dhule,2011,Shindkheda,Total,1519,198,171
Dhule,2011,Shindkheda,Rural,1202,120,93
Dhule,2011,Shindkheda,Urban,317,78,78
Dhule,2011,Shirpur,Total,1678,177,126
Dhule,2011,Shirpur,Rural,1262,174,123
Dhule,2011,Shirpur,Urban,416,3,3
Dhule,2012,Dhule,Total,5139,464,351
Dhule,2012,Dhule,Rural,1593,211,139
Dhule,2012,Dhule,Urban,3546,253,212
Dhule,2012,Sakri,Total,2253,203,139
Dhule,2012,Sakri,Rural,2253,203,139
Dhule,2012,Sakri,Urban,0,0,0
Dhule,2012,Shindkheda,Total,1519,198,171
Dhule,2012,Shindkheda,Rural,1202,120,93
Dhule,2012,Shindkheda,Urban,317,78,78
Dhule,2012,Shirpur,Total,1678,177,126
Dhule,2012,Shirpur,Rural,1262,174,123
Dhule,2012,Shirpur,Urban,416,3,3
Dhule,2013,Dhule,Total,5572,470,417
Dhule,2013,Dhule,Rural,2118,143,90
Dhule,2013,Dhule,Urban,3454,327,327
Dhule,2013,Sakri,Total,2979,178,116
Dhule,2013,Sakri,Rural,2979,178,116
Dhule,2013,Sakri,Urban,0,0,0
Dhule,2013,Shindkheda,Total,1920,74,54
Dhule,2013,Shindkheda,Rural,1484,74,54
Dhule,2013,Shindkheda,Urban,436,0,0
Dhule,2013,Shirpur,Total,2248,151,95
Dhule,2013,Shirpur,Rural,1808,149,93
Dhule,2013,Shirpur,Urban,440,2,2
Dhule,2014,Dhule,Total,5572,551,402
Dhule,2014,Dhule,Rural,2118,157,58
Dhule,2014,Dhule,Urban,3454,394,344
Dhule,2014,Sakri,Total,2864,317,130
Dhule,2014,Sakri,Rural,2864,317,130
Dhule,2014,Sakri,Urban,0,0,0
Dhule,2014,Shindkheda,Total,1920,147,44
Dhule,2014,Shindkheda,Rural,1484,147,44
Dhule,2014,Shindkheda,Urban,436,0,0
Dhule,2014,Shirpur,Total,1988,219,85
Dhule,2014,Shirpur,Rural,1706,219,85
Dhule,2014,Shirpur,Urban,282,0,0
Dhule,2015,Dhule,Total,5105,68,25
Dhule,2015,Dhule,Rural,1889,68,25
Dhule,2015,Dhule,Urban,3216,0,0
Dhule,2015,Sakri,Total,2564,79,50
Dhule,2015,Sakri,Rural,2469,79,50
Dhule,2015,Sakri,Urban,95,0,0
Dhule,2015,Shindkheda,Total,1834,43,15
Dhule,2015,Shindkheda,Rural,1432,43,15
Dhule,2015,Shindkheda,Urban,402,0,0
Dhule,2015,Shirpur,Total,2247,70,31
Dhule,2015,Shirpur,Rural,1794,70,31
Dhule,2015,Shirpur,Urban,453,0,0
Dhule,2016,Dhule,Total,7288,557,490
Dhule,2016,Dhule,Rural,2480,97,73
Dhule,2016,Dhule,Urban,4808,460,417
Dhule,2016,Sakri,Total,2289,134,96
Dhule,2016,Sakri,Rural,2289,134,96
Dhule,2016,Sakri,Urban,0,0,0
Dhule,2016,Shindkheda,Total,1858,58,40
Dhule,2016,Shindkheda,Rural,1366,58,40
Dhule,2016,Shindkheda,Urban,492,0,0
Dhule,2016,Shirpur,Total,2154,90,53
Dhule,2016,Shirpur,Rural,1689,90,53
Dhule,2016,Shirpur,Urban,465,0,0
Dhule,2017,Dhule,Total,2055,436,377
Dhule,2017,Dhule,Rural,1671,54,32
Dhule,2017,Dhule,Urban,384,382,345
Dhule,2017,Sakri,Total,1542,52,38
Dhule,2017,Sakri,Rural,1542,52,38
Dhule,2017,Sakri,Urban,0,0,0
Dhule,2017,Shindkheda,Total,1424,48,31
Dhule,2017,Shindkheda,Rural,1417,48,31
Dhule,2017,Shindkheda,Urban,7,0,0
Dhule,2017,Shirpur,Total,865,32,21
Dhule,2017,Shirpur,Rural,845,32,21
Dhule,2017,Shirpur,Urban,20,0,0
Dhule,2018,Dhule,Total,7571,545,455
Dhule,2018,Dhule,Rural,1826,78,25
Dhule,2018,Dhule,Urban,5745,467,430
Dhule,2018,Sakri,Total,1611,44,21
Dhule,2018,Sakri,Rural,1611,44,21
Dhule,2018,Sakri,Urban,0,0,0
Dhule,2018,Shindkheda,Total,1487,47,20
Dhule,2018,Shindkheda,Rural,1482,46,20
Dhule,2018,Shindkheda,Urban,5,1,0
Dhule,2018,Shirpur,Total,945,59,37
Dhule,2018,Shirpur,Rural,928,59,37
Dhule,2018,Shirpur,Urban,17,0,0
Dhule,2019,Dhule,Total,5585,520,386
Dhule,2019,Dhule,Rural,49,38,7
Dhule,2019,Dhule,Urban,5536,482,379
Dhule,2019,Sakri,Total,70,45,14
Dhule,2019,Sakri,Rural,61,45,14
Dhule,2019,Sakri,Urban,9,0,0
Dhule,2019,Shindkheda,Total,31,17,7
Dhule,2019,Shindkheda,Rural,23,17,7
Dhule,2019,Shindkheda,Urban,8,0,0
Dhule,2019,Shirpur,Total,61,38,17
Dhule,2019,Shirpur,Rural,54,38,17
Dhule,2019,Shirpur,Urban,7,0,0
Dhule,2020,Dhule,Total,8405,301,271
Dhule,2020,Dhule,Rural,2043,22,7
Dhule,2020,Dhule,Urban,6362,279,264
Dhule,2020,Sakri,Total,1823,61,20
Dhule,2020,Sakri,Rural,1815,61,20
Dhule,2020,Sakri,Urban,8,0,0
Dhule,2020,Shindkheda,Total,1575,14,10
Dhule,2020,Shindkheda,Rural,1575,14,10
Dhule,2020,Shindkheda,Urban,0,0,0
Dhule,2020,Shirpur,Total,1501,51,31
Dhule,2020,Shirpur,Rural,1432,51,31
Dhule,2020,Shirpur,Urban,69,0,0
Dhule,2021,Dhule,Total,4239,693,643
Dhule,2021,Dhule,Rural,2298,17,11
Dhule,2021,Dhule,Urban,1941,676,632
Dhule,2021,Sakri,Total,2626,40,26
Dhule,2021,Sakri,Rural,2617,40,26
Dhule,2021,Sakri,Urban,9,0,0
Dhule,2021,Shindkheda,Total,1762,16,15
Dhule,2021,Shindkheda,Rural,1762,16,15
Dhule,2021,Shindkheda,Urban,0,0,0
Dhule,2021,Shirpur,Total,1886,42,29
Dhule,2021,Shirpur,Rural,1817,42,29
Dhule,2021,Shirpur,Urban,69,0,0
Gadchiroli,2012,Aarmori,Total,625,32,2
Gadchiroli,2012,Aarmori,Rural,625,32,2
Gadchiroli,2012,Aarmori,Urban,0,0,0
Gadchiroli,2012,Aheri,Total,667,65,6
Gadchiroli,2012,Aheri,Rural,667,65,6
Gadchiroli,2012,Aheri,Urban,0,0,0
Gadchiroli,2012,Bhamragad,Total,54,35,11
Gadchiroli,2012,Bhamragad,Rural,54,35,11
Gadchiroli,2012,Bhamragad,Urban,0,0,0
Gadchiroli,2012,Chomoshi,Total,931,69,8
Gadchiroli,2012,Chomoshi,Rural,931,69,8
Gadchiroli,2012,Chomoshi,Urban,0,0,0
Gadchiroli,2012,Desaiganj,Total,559,30,12
Gadchiroli,2012,Desaiganj,Rural,336,21,4
Gadchiroli,2012,Desaiganj,Urban,223,9,8
Gadchiroli,2012,Dhanora,Total,417,48,6
Gadchiroli,2012,Dhanora,Rural,417,48,6
Gadchiroli,2012,Dhanora,Urban,0,0,0
Gadchiroli,2012,Etapalli,Total,457,47,11
Gadchiroli,2012,Etapalli,Rural,457,47,11
Gadchiroli,2012,Etapalli,Urban,0,0,0
Gadchiroli,2012,Gadchiroli,Total,2171,343,282
Gadchiroli,2012,Gadchiroli,Rural,577,19,7
Gadchiroli,2012,Gadchiroli,Urban,1594,324,275
Gadchiroli,2012,Korachi,Total,244,39,6
Gadchiroli,2012,Korachi,Rural,244,39,6
Gadchiroli,2012,Korachi,Urban,0,0,0
Gadchiroli,2012,Kurkheda,Total,559,48,7
Gadchiroli,2012,Kurkheda,Rural,559,48,7
Gadchiroli,2012,Kurkheda,Urban,0,0,0
Gadchiroli,2012,Mulchera,Total,252,19,2
Gadchiroli,2012,Mulchera,Rural,252,19,2
Gadchiroli,2012,Mulchera,Urban,0,0,0
Gadchiroli,2012,Sironcha,Total,373,47,4
Gadchiroli,2012,Sironcha,Rural,373,47,4
Gadchiroli,2012,Sironcha,Urban,0,0,0
Gadchiroli,2013,Aarmori,Total,659,7,4
Gadchiroli,2013,Aarmori,Rural,659,7,4
Gadchiroli,2013,Aarmori,Urban,0,0,0
Gadchiroli,2013,Aheri,Total,741,12,9
Gadchiroli,2013,Aheri,Rural,741,12,9
Gadchiroli,2013,Aheri,Urban,0,0,0
Gadchiroli,2013,Bhamragad,Total,98,0,0
Gadchiroli,2013,Bhamragad,Rural,98,0,0
Gadchiroli,2013,Bhamragad,Urban,0,0,0
Gadchiroli,2013,Chomoshi,Total,999,1,1
Gadchiroli,2013,Chomoshi,Rural,999,1,1
Gadchiroli,2013,Chomoshi,Urban,0,0,0
Gadchiroli,2013,Desaiganj,Total,524,9,2
Gadchiroli,2013,Desaiganj,Rural,344,4,2
Gadchiroli,2013,Desaiganj,Urban,180,5,0
Gadchiroli,2013,Dhanora,Total,328,2,2
Gadchiroli,2013,Dhanora,Rural,328,2,2
Gadchiroli,2013,Dhanora,Urban,0,0,0
Gadchiroli,2013,Etapalli,Total,356,3,2
Gadchiroli,2013,Etapalli,Rural,356,3,2
Gadchiroli,2013,Etapalli,Urban,0,0,0
Gadchiroli,2013,Gadchiroli,Total,2226,361,16
Gadchiroli,2013,Gadchiroli,Rural,577,0,0
Gadchiroli,2013,Gadchiroli,Urban,1649,361,16
Gadchiroli,2013,Korachi,Total,262,15,14
Gadchiroli,2013,Korachi,Rural,262,15,14
Gadchiroli,2013,Korachi,Urban,0,0,0
Gadchiroli,2013,Kurkheda,Total,574,17,14
Gadchiroli,2013,Kurkheda,Rural,574,17,14
Gadchiroli,2013,Kurkheda,Urban,0,0,0
Gadchiroli,2013,Mulchera,Total,265,6,4
Gadchiroli,2013,Mulchera,Rural,265,6,4
Gadchiroli,2013,Mulchera,Urban,0,0,0
Gadchiroli,2013,Sironcha,Total,339,0,0
Gadchiroli,2013,Sironcha,Rural,339,0,0
Gadchiroli,2013,Sironcha,Urban,0,0,0
Gadchiroli,2014,Aarmori,Total,687,43,6
Gadchiroli,2014,Aarmori,Rural,687,43,6
Gadchiroli,2014,Aarmori,Urban,0,0,0
Gadchiroli,2014,Aheri,Total,527,86,14
Gadchiroli,2014,Aheri,Rural,819,86,14
Gadchiroli,2014,Aheri,Urban,,0,0
Gadchiroli,2014,Bhamragad,Total,189,27,10
Gadchiroli,2014,Bhamragad,Rural,189,27,10
Gadchiroli,2014,Bhamragad,Urban,0,0,0
Gadchiroli,2014,Chomoshi,Total,926,39,8
Gadchiroli,2014,Chomoshi,Rural,926,39,8
Gadchiroli,2014,Chomoshi,Urban,0,0,0
Gadchiroli,2014,Desaiganj,Total,622,16,6
Gadchiroli,2014,Desaiganj,Rural,386,16,6
Gadchiroli,2014,Desaiganj,Urban,236,0,0
Gadchiroli,2014,Dhanora,Total,405,44,18
Gadchiroli,2014,Dhanora,Rural,405,44,18
Gadchiroli,2014,Dhanora,Urban,0,0,0
Gadchiroli,2014,Etapalli,Total,311,50,21
Gadchiroli,2014,Etapalli,Rural,311,50,21
Gadchiroli,2014,Etapalli,Urban,0,0,0
Gadchiroli,2014,Gadchiroli,Total,2374,634,33
Gadchiroli,2014,Gadchiroli,Rural,571,235,18
Gadchiroli,2014,Gadchiroli,Urban,1803,399,15
Gadchiroli,2014,Korachi,Total,303,43,16
Gadchiroli,2014,Korachi,Rural,303,43,16
Gadchiroli,2014,Korachi,Urban,0,0,0
Gadchiroli,2014,Kurkheda,Total,605,44,2
Gadchiroli,2014,Kurkheda,Rural,605,44,2
Gadchiroli,2014,Kurkheda,Urban,0,0,0
Gadchiroli,2014,Mulchera,Total,278,15,5
Gadchiroli,2014,Mulchera,Rural,278,15,5
Gadchiroli,2014,Mulchera,Urban,0,0,0
Gadchiroli,2014,Sironcha,Total,237,14,5
Gadchiroli,2014,Sironcha,Rural,237,14,5
Gadchiroli,2014,Sironcha,Urban,0,0,0
Gadchiroli,2015,Aarmori,Total,586,21,8
Gadchiroli,2015,Aarmori,Rural,586,21,8
Gadchiroli,2015,Aarmori,Urban,0,0,0
Gadchiroli,2015,Aheri,Total,709,33,11
Gadchiroli,2015,Aheri,Rural,709,33,11
Gadchiroli,2015,Aheri,Urban,0,0,0
Gadchiroli,2015,Bhamragad,Total,172,16,15
Gadchiroli,2015,Bhamragad,Rural,172,16,15
Gadchiroli,2015,Bhamragad,Urban,0,0,0
Gadchiroli,2015,Chomoshi,Total,777,36,5
Gadchiroli,2015,Chomoshi,Rural,777,36,5
Gadchiroli,2015,Chomoshi,Urban,0,0,0
Gadchiroli,2015,Desaiganj,Total,541,10,7
Gadchiroli,2015,Desaiganj,Rural,325,10,7
Gadchiroli,2015,Desaiganj,Urban,216,0,0
Gadchiroli,2015,Dhanora,Total,431,22,7
Gadchiroli,2015,Dhanora,Rural,431,22,7
Gadchiroli,2015,Dhanora,Urban,0,0,0
Gadchiroli,2015,Etapalli,Total,356,25,11
Gadchiroli,2015,Etapalli,Rural,356,25,11
Gadchiroli,2015,Etapalli,Urban,0,0,0
Gadchiroli,2015,Gadchiroli,Total,1571,345,23
Gadchiroli,2015,Gadchiroli,Rural,565,13,4
Gadchiroli,2015,Gadchiroli,Urban,1006,332,19
Gadchiroli,2015,Korachi,Total,275,10,8
Gadchiroli,2015,Korachi,Rural,275,10,8
Gadchiroli,2015,Korachi,Urban,0,0,0
Gadchiroli,2015,Kurkheda,Total,531,19,3
Gadchiroli,2015,Kurkheda,Rural,531,19,3
Gadchiroli,2015,Kurkheda,Urban,0,0,0
Gadchiroli,2015,Mulchera,Total,243,9,1
Gadchiroli,2015,Mulchera,Rural,243,9,1
Gadchiroli,2015,Mulchera,Urban,0,0,0
Gadchiroli,2015,Sironcha,Total,391,12,6
Gadchiroli,2015,Sironcha,Rural,391,12,6
Gadchiroli,2015,Sironcha,Urban,0,0,0
Gadchiroli,2016,Aarmori,Total,648,18,16
Gadchiroli,2016,Aarmori,Rural,648,18,16
Gadchiroli,2016,Aarmori,Urban,0,0,0
Gadchiroli,2016,Aheri,Total,695,52,39
Gadchiroli,2016,Aheri,Rural,695,52,39
Gadchiroli,2016,Aheri,Urban,0,0,0
Gadchiroli,2016,Bhamragad,Total,212,31,22
Gadchiroli,2016,Bhamragad,Rural,212,31,22
Gadchiroli,2016,Bhamragad,Urban,0,0,0
Gadchiroli,2016,Chomoshi,Total,950,45,38
Gadchiroli,2016,Chomoshi,Rural,950,45,38
Gadchiroli,2016,Chomoshi,Urban,0,0,0
Gadchiroli,2016,Desaiganj,Total,409,11,9
Gadchiroli,2016,Desaiganj,Rural,407,11,9
Gadchiroli,2016,Desaiganj,Urban,2,0,0
Gadchiroli,2016,Dhanora,Total,410,28,27
Gadchiroli,2016,Dhanora,Rural,410,28,27
Gadchiroli,2016,Dhanora,Urban,0,0,0
Gadchiroli,2016,Etapalli,Total,468,51,41
Gadchiroli,2016,Etapalli,Rural,468,51,41
Gadchiroli,2016,Etapalli,Urban,0,0,0
Gadchiroli,2016,Gadchiroli,Total,1498,258,237
Gadchiroli,2016,Gadchiroli,Rural,612,23,12
Gadchiroli,2016,Gadchiroli,Urban,886,235,225
Gadchiroli,2016,Korachi,Total,276,40,28
Gadchiroli,2016,Korachi,Rural,276,40,28
Gadchiroli,2016,Korachi,Urban,0,0,0
Gadchiroli,2016,Kurkheda,Total,558,38,26
Gadchiroli,2016,Kurkheda,Rural,558,38,26
Gadchiroli,2016,Kurkheda,Urban,0,0,0
Gadchiroli,2016,Mulchera,Total,311,6,4
Gadchiroli,2016,Mulchera,Rural,311,6,4
Gadchiroli,2016,Mulchera,Urban,0,0,0
Gadchiroli,2016,Sironcha,Total,485,24,18
Gadchiroli,2016,Sironcha,Rural,485,24,18
Gadchiroli,2016,Sironcha,Urban,0,0,0
Gadchiroli,2017,Aarmori,Total,583,21,19
Gadchiroli,2017,Aarmori,Rural,583,21,19
Gadchiroli,2017,Aarmori,Urban,0,0,0
Gadchiroli,2017,Aheri,Total,614,52,42
Gadchiroli,2017,Aheri,Rural,614,52,42
Gadchiroli,2017,Aheri,Urban,0,0,0
Gadchiroli,2017,Bhamragad,Total,149,19,14
Gadchiroli,2017,Bhamragad,Rural,149,19,14
Gadchiroli,2017,Bhamragad,Urban,0,0,0
Gadchiroli,2017,Chomoshi,Total,771,32,21
Gadchiroli,2017,Chomoshi,Rural,771,32,21
Gadchiroli,2017,Chomoshi,Urban,0,0,0
Gadchiroli,2017,Desaiganj,Total,264,10,8
Gadchiroli,2017,Desaiganj,Rural,264,10,8
Gadchiroli,2017,Desaiganj,Urban,0,0,0
Gadchiroli,2017,Dhanora,Total,376,28,28
Gadchiroli,2017,Dhanora,Rural,376,28,28
Gadchiroli,2017,Dhanora,Urban,0,0,0
Gadchiroli,2017,Etapalli,Total,350,25,22
Gadchiroli,2017,Etapalli,Rural,350,25,22
Gadchiroli,2017,Etapalli,Urban,0,0,0
Gadchiroli,2017,Gadchiroli,Total,1344,291,271
Gadchiroli,2017,Gadchiroli,Rural,467,21,15
Gadchiroli,2017,Gadchiroli,Urban,877,270,256
Gadchiroli,2017,Korachi,Total,207,20,17
Gadchiroli,2017,Korachi,Rural,207,20,17
Gadchiroli,2017,Korachi,Urban,0,0,0
Gadchiroli,2017,Kurkheda,Total,474,33,29
Gadchiroli,2017,Kurkheda,Rural,474,33,29
Gadchiroli,2017,Kurkheda,Urban,0,0,0
Gadchiroli,2017,Mulchera,Total,290,7,5
Gadchiroli,2017,Mulchera,Rural,290,7,5
Gadchiroli,2017,Mulchera,Urban,0,0,0
Gadchiroli,2017,Sironcha,Total,345,25,18
Gadchiroli,2017,Sironcha,Rural,345,25,18
Gadchiroli,2017,Sironcha,Urban,0,0,0
Gadchiroli,2018,Aarmori,Total,557,17,16
Gadchiroli,2018,Aarmori,Rural,557,17,16
Gadchiroli,2018,Aarmori,Urban,0,0,
Gadchiroli,2018,Aheri,Total,688,73,68
Gadchiroli,2018,Aheri,Rural,688,73,68
Gadchiroli,2018,Aheri,Urban,0,0,0
Gadchiroli,2018,Bhamragad,Total,202,19,12
Gadchiroli,2018,Bhamragad,Rural,202,19,12
Gadchiroli,2018,Bhamragad,Urban,0,0,0
Gadchiroli,2018,Chomoshi,Total,860,28,21
Gadchiroli,2018,Chomoshi,Rural,860,28,21
Gadchiroli,2018,Chomoshi,Urban,0,0,0
Gadchiroli,2018,Desaiganj,Total,298,5,5
Gadchiroli,2018,Desaiganj,Rural,298,5,5
Gadchiroli,2018,Desaiganj,Urban,0,0,0
Gadchiroli,2018,Dhanora,Total,417,34,29
Gadchiroli,2018,Dhanora,Rural,417,34,29
Gadchiroli,2018,Dhanora,Urban,0,0,0
Gadchiroli,2018,Etapalli,Total,358,35,28
Gadchiroli,2018,Etapalli,Rural,358,35,28
Gadchiroli,2018,Etapalli,Urban,0,0,0
Gadchiroli,2018,Gadchiroli,Total,1310,192,185
Gadchiroli,2018,Gadchiroli,Rural,464,8,7
Gadchiroli,2018,Gadchiroli,Urban,846,184,178
Gadchiroli,2018,Korachi,Total,208,24,19
Gadchiroli,2018,Korachi,Rural,208,24,19
Gadchiroli,2018,Korachi,Urban,0,0,0
Gadchiroli,2018,Kurkheda,Total,487,30,25
Gadchiroli,2018,Kurkheda,Rural,487,30,25
Gadchiroli,2018,Kurkheda,Urban,0,0,0
Gadchiroli,2018,Mulchera,Total,276,2,2
Gadchiroli,2018,Mulchera,Rural,276,2,2
Gadchiroli,2018,Mulchera,Urban,0,0,0
Gadchiroli,2018,Sironcha,Total,301,23,17
Gadchiroli,2018,Sironcha,Rural,301,23,17
Gadchiroli,2018,Sironcha,Urban,0,0,0
Gadchiroli,2019,Aarmori,Total,574,14,11
Gadchiroli,2019,Aarmori,Rural,574,14,11
Gadchiroli,2019,Aarmori,Urban,0,0,0
Gadchiroli,2019,Aheri,Total,720,40,36
Gadchiroli,2019,Aheri,Rural,720,40,36
Gadchiroli,2019,Aheri,Urban,0,0,0
Gadchiroli,2019,Bhamragad,Total,194,15,9
Gadchiroli,2019,Bhamragad,Rural,194,15,9
Gadchiroli,2019,Bhamragad,Urban,0,0,0
Gadchiroli,2019,Chomoshi,Total,893,16,10
Gadchiroli,2019,Chomoshi,Rural,893,16,10
Gadchiroli,2019,Chomoshi,Urban,0,0,0
Gadchiroli,2019,Desaiganj,Total,364,2,1
Gadchiroli,2019,Desaiganj,Rural,364,2,1
Gadchiroli,2019,Desaiganj,Urban,0,0,0
Gadchiroli,2019,Dhanora,Total,225,10,9
Gadchiroli,2019,Dhanora,Rural,225,10,9
Gadchiroli,2019,Dhanora,Urban,0,0,0
Gadchiroli,2019,Etapalli,Total,421,18,14
Gadchiroli,2019,Etapalli,Rural,421,18,14
Gadchiroli,2019,Etapalli,Urban,0,0,0
Gadchiroli,2019,Gadchiroli,Total,1413,160,152
Gadchiroli,2019,Gadchiroli,Rural,538,4,1
Gadchiroli,2019,Gadchiroli,Urban,875,156,151
Gadchiroli,2019,Korachi,Total,251,17,14
Gadchiroli,2019,Korachi,Rural,251,17,14
Gadchiroli,2019,Korachi,Urban,0,0,0
Gadchiroli,2019,Kurkheda,Total,411,34,26
Gadchiroli,2019,Kurkheda,Rural,411,34,26
Gadchiroli,2019,Kurkheda,Urban,0,0,0
Gadchiroli,2019,Mulchera,Total,313,2,2
Gadchiroli,2019,Mulchera,Rural,313,2,2
Gadchiroli,2019,Mulchera,Urban,0,0,0
Gadchiroli,2019,Sironcha,Total,332,25,18
Gadchiroli,2019,Sironcha,Rural,332,25,18
Gadchiroli,2019,Sironcha,Urban,0,0,0
Gadchiroli,2020,Aarmori,Total,597,18,14
Gadchiroli,2020,Aarmori,Rural,581,18,14
Gadchiroli,2020,Aarmori,Urban,16,0,0
Gadchiroli,2020,Aheri,Total,717,59,52
Gadchiroli,2020,Aheri,Rural,707,59,52
Gadchiroli,2020,Aheri,Urban,10,0,0
Gadchiroli,2020,Bhamragad,Total,195,14,12
Gadchiroli,2020,Bhamragad,Rural,195,14,12
Gadchiroli,2020,Bhamragad,Urban,0,0,0
Gadchiroli,2020,Chomoshi,Total,859,22,19
Gadchiroli,2020,Chomoshi,Rural,844,22,19
Gadchiroli,2020,Chomoshi,Urban,15,0,0
Gadchiroli,2020,Desaiganj,Total,373,4,4
Gadchiroli,2020,Desaiganj,Rural,362,3,3
Gadchiroli,2020,Desaiganj,Urban,11,1,1
Gadchiroli,2020,Dhanora,Total,409,31,29
Gadchiroli,2020,Dhanora,Rural,405,31,29
Gadchiroli,2020,Dhanora,Urban,4,0,0
Gadchiroli,2020,Etapalli,Total,504,33,27
Gadchiroli,2020,Etapalli,Rural,503,33,27
Gadchiroli,2020,Etapalli,Urban,1,0,0
Gadchiroli,2020,Gadchiroli,Total,1601,179,173
Gadchiroli,2020,Gadchiroli,Rural,569,8,7
Gadchiroli,2020,Gadchiroli,Urban,1032,171,166
Gadchiroli,2020,Korachi,Total,265,20,15
Gadchiroli,2020,Korachi,Rural,264,20,15
Gadchiroli,2020,Korachi,Urban,1,0,0
Gadchiroli,2020,Kurkheda,Total,510,19,14
Gadchiroli,2020,Kurkheda,Rural,505,19,14
Gadchiroli,2020,Kurkheda,Urban,5,0,0
Gadchiroli,2020,Mulchera,Total,332,4,4
Gadchiroli,2020,Mulchera,Rural,332,4,4
Gadchiroli,2020,Mulchera,Urban,0,0,0
Gadchiroli,2020,Sironcha,Total,361,15,13
Gadchiroli,2020,Sironcha,Rural,357,15,13
Gadchiroli,2020,Sironcha,Urban,4,0,0
Gadchiroli,2021,Aarmori,Total,801,8,5
Gadchiroli,2021,Aarmori,Rural,801,8,5
Gadchiroli,2021,Aarmori,Urban,0,0,0
Gadchiroli,2021,Aheri,Total,718,55,44
Gadchiroli,2021,Aheri,Rural,718,55,44
Gadchiroli,2021,Aheri,Urban,0,0,0
Gadchiroli,2021,Bhamragad,Total,265,18,11
Gadchiroli,2021,Bhamragad,Rural,265,18,11
Gadchiroli,2021,Bhamragad,Urban,0,0,0
Gadchiroli,2021,Chomoshi,Total,1127,23,19
Gadchiroli,2021,Chomoshi,Rural,1127,23,19
Gadchiroli,2021,Chomoshi,Urban,0,0,0
Gadchiroli,2021,Desaiganj,Total,468,4,3
Gadchiroli,2021,Desaiganj,Rural,467,4,3
Gadchiroli,2021,Desaiganj,Urban,1,0,0
Gadchiroli,2021,Dhanora,Total,593,23,19
Gadchiroli,2021,Dhanora,Rural,593,23,19
Gadchiroli,2021,Dhanora,Urban,0,0,0
Gadchiroli,2021,Etapalli,Total,464,28,20
Gadchiroli,2021,Etapalli,Rural,464,28,20
Gadchiroli,2021,Etapalli,Urban,0,0,0
Gadchiroli,2021,Gadchiroli,Total,2140,197,189
Gadchiroli,2021,Gadchiroli,Rural,670,10,8
Gadchiroli,2021,Gadchiroli,Urban,1470,187,181
Gadchiroli,2021,Korachi,Total,346,17,14
Gadchiroli,2021,Korachi,Rural,346,17,14
Gadchiroli,2021,Korachi,Urban,0,0,0
Gadchiroli,2021,Kurkheda,Total,681,23,16
Gadchiroli,2021,Kurkheda,Rural,681,23,16
Gadchiroli,2021,Kurkheda,Urban,0,0,0
Gadchiroli,2021,Mulchera,Total,427,3,3
Gadchiroli,2021,Mulchera,Rural,427,3,3
Gadchiroli,2021,Mulchera,Urban,0,0,0
Gadchiroli,2021,Sironcha,Total,588,19,15
Gadchiroli,2021,Sironcha,Rural,588,19,15
Gadchiroli,2021,Sironcha,Urban,0,0,0
Gondia,2012,Aamgaon,Total,722,44,38
Gondia,2012,Aamgaon,Rural,722,44,38
Gondia,2012,Aamgaon,Urban,0,0,0
Gondia,2012,Arjuni Morgaon,Total,1006,38,29
Gondia,2012,Arjuni Morgaon,Rural,1006,38,29
Gondia,2012,Arjuni Morgaon,Urban,0,0,0
Gondia,2012,Devari,Total,785,19,15
Gondia,2012,Devari,Rural,785,19,15
Gondia,2012,Devari,Urban,0,0,0
Gondia,2012,Gondia,Total,3785,400,393
Gondia,2012,Gondia,Rural,2182,68,64
Gondia,2012,Gondia,Urban,1603,332,329
Gondia,2012,Goregaon,Total,722,41,35
Gondia,2012,Goregaon,Rural,722,41,35
Gondia,2012,Goregaon,Urban,0,0,0
Gondia,2012,Sadak Arjuni,Total,851,50,32
Gondia,2012,Sadak Arjuni,Rural,851,50,32
Gondia,2012,Sadak Arjuni,Urban,0,0,0
Gondia,2012,Salekasa,Total,402,34,24
Gondia,2012,Salekasa,Rural,402,34,24
Gondia,2012,Salekasa,Urban,0,0,0
Gondia,2012,Tiroda,Total,1286,37,31
Gondia,2012,Tiroda,Rural,1060,37,31
Gondia,2012,Tiroda,Urban,226,0,0
Gondia,2013,Aamgaon,Total,872,47,4
Gondia,2013,Aamgaon,Rural,872,47,4
Gondia,2013,Aamgaon,Urban,0,0,0
Gondia,2013,Arjuni Morgaon,Total,993,37,4
Gondia,2013,Arjuni Morgaon,Rural,993,37,4
Gondia,2013,Arjuni Morgaon,Urban,0,0,0
Gondia,2013,Devari,Total,802,28,2
Gondia,2013,Devari,Rural,802,28,2
Gondia,2013,Devari,Urban,0,0,0
Gondia,2013,Gondia,Total,3975,332,260
Gondia,2013,Gondia,Rural,2113,67,5
Gondia,2013,Gondia,Urban,1862,265,255
Gondia,2013,Goregaon,Total,689,30,3
Gondia,2013,Goregaon,Rural,689,30,3
