District,Year,Taluka,Rural/Urban,Select Vaccine,Number,,
Gadchiroli,2020,Korachi,Rural,Measles,1495,,
Gadchiroli,2020,Korachi,Rural,Pentavalent-3,813,,
Gadchiroli,2020,Korachi,Rural,Polio,4271,,
Gadchiroli,2020,Korachi,Rural,Tetanus 10 years,930,,
Gadchiroli,2020,Korachi,Rural,Tetanus 16 years,939,,
Gadchiroli,2020,Korachi,Rural,Tetanus Pregnant Women,958,,
Gadchiroli,2020,Korachi,Total,BCG,562,,
Gadchiroli,2020,Korachi,Total,D.T,732,,
Gadchiroli,2020,Korachi,Total,Measles,1495,,
Gadchiroli,2020,Korachi,Total,Pentavalent-3,813,,
Gadchiroli,2020,Korachi,Total,Polio,4271,,
Gadchiroli,2020,Korachi,Total,Tetanus 10 years,930,,
Gadchiroli,2020,Korachi,Total,Tetanus 16 years,939,,
Gadchiroli,2020,Korachi,Total,Tetanus Pregnant Women,958,,
Gadchiroli,2020,Korachi,Urban,BCG,0,,
Gadchiroli,2020,Korachi,Urban,D.T,0,,
Gadchiroli,2020,Korachi,Urban,Measles,0,,
Gadchiroli,2020,Korachi,Urban,Pentavalent-3,0,,
Gadchiroli,2020,Korachi,Urban,Polio,0,,
Gadchiroli,2020,Korachi,Urban,Tetanus 10 years,0,,
Gadchiroli,2020,Korachi,Urban,Tetanus 16 years,0,,
Gadchiroli,2020,Korachi,Urban,Tetanus Pregnant Women,0,,
Satara,2020,Koregaon,Rural,BCG,3687,,
Satara,2020,Koregaon,Rural,D.T,0,,
Satara,2020,Koregaon,Rural,DPT,0,,
Satara,2020,Koregaon,Rural,Measles,3675,,
Satara,2020,Koregaon,Rural,Pentavalent-3,3814,,
Satara,2020,Koregaon,Rural,Polio,3556,,
Satara,2020,Koregaon,Rural,Tetanus 10 years,2476,,
Satara,2020,Koregaon,Rural,Tetanus 16 years,3047,,
Satara,2020,Koregaon,Rural,Tetanus Pregnant Women,3869,,
Satara,2020,Koregaon,Total,BCG,3687,,
Satara,2020,Koregaon,Total,D.T,0,,
Satara,2020,Koregaon,Total,DPT,0,,
Satara,2020,Koregaon,Total,Measles,3675,,
Satara,2020,Koregaon,Total,Pentavalent-3,3814,,
Satara,2020,Koregaon,Total,Polio,3556,,
Satara,2020,Koregaon,Total,Tetanus 10 years,2476,,
Satara,2020,Koregaon,Total,Tetanus 16 years,3047,,
Satara,2020,Koregaon,Total,Tetanus Pregnant Women,3869,,
Satara,2020,Koregaon,Urban,BCG,0,,
Satara,2020,Koregaon,Urban,D.T,0,,
Satara,2020,Koregaon,Urban,DPT,0,,
Satara,2020,Koregaon,Urban,Measles,0,,
Satara,2020,Koregaon,Urban,Pentavalent-3,0,,
Satara,2020,Koregaon,Urban,Polio,0,,
Satara,2020,Koregaon,Urban,Tetanus 10 years,0,,
Satara,2020,Koregaon,Urban,Tetanus 16 years,0,,
Satara,2020,Koregaon,Urban,Tetanus Pregnant Women,0,,
Chandrapur,2020,Korpana,Rural,BCG,280,,
Chandrapur,2020,Korpana,Rural,D.T,1505,,
Chandrapur,2020,Korpana,Rural,DPT,0,,
Chandrapur,2020,Korpana,Rural,Measles,1434,,
Chandrapur,2020,Korpana,Rural,Pentavalent-3,1569,,
Chandrapur,2020,Korpana,Rural,Polio,1559,,
Chandrapur,2020,Korpana,Rural,Tetanus 10 years,1555,,
Chandrapur,2020,Korpana,Rural,Tetanus 16 years,1648,,
Chandrapur,2020,Korpana,Rural,Tetanus Pregnant Women,1555,,
Chandrapur,2020,Korpana,Total,BCG,451,,
Chandrapur,2020,Korpana,Total,D.T,1506,,
Chandrapur,2020,Korpana,Total,DPT,0,,
Chandrapur,2020,Korpana,Total,Measles,1439,,
Chandrapur,2020,Korpana,Total,Pentavalent-3,1582,,
Chandrapur,2020,Korpana,Total,Polio,1572,,
Chandrapur,2020,Korpana,Total,Tetanus 10 years,1559,,
Chandrapur,2020,Korpana,Total,Tetanus 16 years,1648,,
Chandrapur,2020,Korpana,Total,Tetanus Pregnant Women,1564,,
Chandrapur,2020,Korpana,Urban,BCG,171,,
Chandrapur,2020,Korpana,Urban,D.T,1,,
Chandrapur,2020,Korpana,Urban,DPT,0,,
Chandrapur,2020,Korpana,Urban,Measles,5,,
Chandrapur,2020,Korpana,Urban,Pentavalent-3,13,,
Chandrapur,2020,Korpana,Urban,Polio,13,,
Chandrapur,2020,Korpana,Urban,Tetanus 10 years,4,,
Chandrapur,2020,Korpana,Urban,Tetanus 16 years,0,,
Chandrapur,2020,Korpana,Urban,Tetanus Pregnant Women,9,,
Sangli,2020,Ku. Mahakal,Rural,BCG,3239,,
Sangli,2020,Ku. Mahakal,Rural,D.T,0,,
Sangli,2020,Ku. Mahakal,Rural,DPT,2784,,
Sangli,2020,Ku. Mahakal,Rural,Measles,2890,,
Sangli,2020,Ku. Mahakal,Rural,Pentavalent-3,2981,,
Sangli,2020,Ku. Mahakal,Rural,Polio,3288,,
Sangli,2020,Ku. Mahakal,Rural,Tetanus 10 years,690,,
Sangli,2020,Ku. Mahakal,Rural,Tetanus 16 years,772,,
Sangli,2020,Ku. Mahakal,Rural,Tetanus Pregnant Women,2932,,
Sangli,2020,Ku. Mahakal,Total,BCG,3239,,
Sangli,2020,Ku. Mahakal,Total,D.T,0,,
Sangli,2020,Ku. Mahakal,Total,DPT,2784,,
Sangli,2020,Ku. Mahakal,Total,Measles,2890,,
Sangli,2020,Ku. Mahakal,Total,Pentavalent-3,2981,,
Sangli,2020,Ku. Mahakal,Total,Polio,3288,,
Sangli,2020,Ku. Mahakal,Total,Tetanus 10 years,690,,
Sangli,2020,Ku. Mahakal,Total,Tetanus 16 years,772,,
Sangli,2020,Ku. Mahakal,Total,Tetanus Pregnant Women,2932,,
Sangli,2020,Ku. Mahakal,Urban,BCG,0,,
Sangli,2020,Ku. Mahakal,Urban,D.T,0,,
Sangli,2020,Ku. Mahakal,Urban,DPT,0,,
Sangli,2020,Ku. Mahakal,Urban,Measles,0,,
Sangli,2020,Ku. Mahakal,Urban,Pentavalent-3,0,,
Sangli,2020,Ku. Mahakal,Urban,Polio,0,,
Sangli,2020,Ku. Mahakal,Urban,Tetanus 10 years,0,,
Sangli,2020,Ku. Mahakal,Urban,Tetanus 16 years,0,,
Sangli,2020,Ku. Mahakal,Urban,Tetanus Pregnant Women,0,,
Sindhudurg,2020,Kudal,Rural,BCG,2394,,
Sindhudurg,2020,Kudal,Rural,D.T,0,,
Sindhudurg,2020,Kudal,Rural,DPT,0,,
Sindhudurg,2020,Kudal,Rural,Measles,0,,
Sindhudurg,2020,Kudal,Rural,Pentavalent-3,1560,,
Sindhudurg,2020,Kudal,Rural,Polio,1555,,
Sindhudurg,2020,Kudal,Rural,Tetanus 10 years,1162,,
Sindhudurg,2020,Kudal,Rural,Tetanus 16 years,1503,,
Sindhudurg,2020,Kudal,Rural,Tetanus Pregnant Women,1242,,
Sindhudurg,2020,Kudal,Total,BCG,2563,,
Sindhudurg,2020,Kudal,Total,D.T,0,,
Sindhudurg,2020,Kudal,Total,DPT,0,,
Sindhudurg,2020,Kudal,Total,Measles,0,,
Sindhudurg,2020,Kudal,Total,Pentavalent-3,1560,,
Sindhudurg,2020,Kudal,Total,Polio,1555,,
Sindhudurg,2020,Kudal,Total,Tetanus 10 years,1188,,
Sindhudurg,2020,Kudal,Total,Tetanus 16 years,1514,,
Sindhudurg,2020,Kudal,Total,Tetanus Pregnant Women,1265,,
Sindhudurg,2020,Kudal,Urban,BCG,169,,
Sindhudurg,2020,Kudal,Urban,D.T,0,,
Sindhudurg,2020,Kudal,Urban,DPT,0,,
Sindhudurg,2020,Kudal,Urban,Measles,0,,
Sindhudurg,2020,Kudal,Urban,Pentavalent-3,0,,
Sindhudurg,2020,Kudal,Urban,Polio,0,,
Sindhudurg,2020,Kudal,Urban,Tetanus 10 years,26,,
Sindhudurg,2020,Kudal,Urban,Tetanus 16 years,11,,
Sindhudurg,2020,Kudal,Urban,Tetanus Pregnant Women,23,,
Nagpur,2020,Kuhi,Rural,BCG,625,,
Nagpur,2020,Kuhi,Rural,D.T,0,,
Nagpur,2020,Kuhi,Rural,DPT,0,,
Nagpur,2020,Kuhi,Rural,Measles,1566,,
Nagpur,2020,Kuhi,Rural,Pentavalent-3,1484,,
Nagpur,2020,Kuhi,Rural,Polio,1490,,
Nagpur,2020,Kuhi,Rural,Tetanus 10 years,1757,,
Nagpur,2020,Kuhi,Rural,Tetanus 16 years,1651,,
Nagpur,2020,Kuhi,Rural,Tetanus Pregnant Women,1472,,
Nagpur,2020,Kuhi,Total,BCG,849,,
Nagpur,2020,Kuhi,Total,D.T,0,,
Nagpur,2020,Kuhi,Total,DPT,0,,
Nagpur,2020,Kuhi,Total,Measles,1633,,
Nagpur,2020,Kuhi,Total,Pentavalent-3,1595,,
Nagpur,2020,Kuhi,Total,Polio,1601,,
Nagpur,2020,Kuhi,Total,Tetanus 10 years,1799,,
Nagpur,2020,Kuhi,Total,Tetanus 16 years,1676,,
Nagpur,2020,Kuhi,Total,Tetanus Pregnant Women,1575,,
Nagpur,2020,Kuhi,Urban,BCG,224,,
Nagpur,2020,Kuhi,Urban,D.T,0,,
Nagpur,2020,Kuhi,Urban,DPT,0,,
Nagpur,2020,Kuhi,Urban,Measles,67,,
Nagpur,2020,Kuhi,Urban,Pentavalent-3,111,,
Nagpur,2020,Kuhi,Urban,Polio,111,,
Nagpur,2020,Kuhi,Urban,Tetanus 10 years,42,,
Nagpur,2020,Kuhi,Urban,Tetanus 16 years,25,,
Nagpur,2020,Kuhi,Urban,Tetanus Pregnant Women,103,,
Gadchiroli,2020,Kurkheda,Rural,BCG,898,,
Gadchiroli,2020,Kurkheda,Rural,D.T,1353,,
Gadchiroli,2020,Kurkheda,Rural,Measles,2691,,
Gadchiroli,2020,Kurkheda,Rural,Pentavalent-3,1302,,
Gadchiroli,2020,Kurkheda,Rural,Polio,7498,,
Gadchiroli,2020,Kurkheda,Rural,Tetanus 10 years,1587,,
Gadchiroli,2020,Kurkheda,Rural,Tetanus 16 years,1442,,
Gadchiroli,2020,Kurkheda,Rural,Tetanus Pregnant Women,1515,,
Gadchiroli,2020,Kurkheda,Total,BCG,898,,
Gadchiroli,2020,Kurkheda,Total,D.T,1353,,
Gadchiroli,2020,Kurkheda,Total,Measles,2691,,
Gadchiroli,2020,Kurkheda,Total,Pentavalent-3,1302,,
Gadchiroli,2020,Kurkheda,Total,Polio,7498,,
Gadchiroli,2020,Kurkheda,Total,Tetanus 10 years,1587,,
Gadchiroli,2020,Kurkheda,Total,Tetanus 16 years,1442,,
Gadchiroli,2020,Kurkheda,Total,Tetanus Pregnant Women,1515,,
Gadchiroli,2020,Kurkheda,Urban,BCG,0,,
Gadchiroli,2020,Kurkheda,Urban,D.T,0,,
Gadchiroli,2020,Kurkheda,Urban,Measles,0,,
Gadchiroli,2020,Kurkheda,Urban,Pentavalent-3,0,,
Gadchiroli,2020,Kurkheda,Urban,Polio,0,,
Gadchiroli,2020,Kurkheda,Urban,Tetanus 10 years,0,,
Gadchiroli,2020,Kurkheda,Urban,Tetanus 16 years,0,,
Gadchiroli,2020,Kurkheda,Urban,Tetanus Pregnant Women,0,,
Mumbai Suburban,2020,Kurla,Total,BCG,43648,,
Mumbai Suburban,2020,Kurla,Total,D.T,47495,,
Mumbai Suburban,2020,Kurla,Total,DPT,0,,
Mumbai Suburban,2020,Kurla,Total,Measles,54000,,
Mumbai Suburban,2020,Kurla,Total,Pentavalent-3,54197,,
Mumbai Suburban,2020,Kurla,Total,Polio,54056,,
Mumbai Suburban,2020,Kurla,Total,Tetanus 10 years,40777,,
Mumbai Suburban,2020,Kurla,Total,Tetanus 16 years,33170,,
Mumbai Suburban,2020,Kurla,Total,Tetanus Pregnant Women,52944,,
Mumbai Suburban,2020,Kurla,Urban,BCG,43648,,
Mumbai Suburban,2020,Kurla,Urban,D.T,47495,,
Mumbai Suburban,2020,Kurla,Urban,DPT,0,,
Mumbai Suburban,2020,Kurla,Urban,Measles,54000,,
Mumbai Suburban,2020,Kurla,Urban,Pentavalent-3,54197,,
Mumbai Suburban,2020,Kurla,Urban,Polio,54056,,
Mumbai Suburban,2020,Kurla,Urban,Tetanus 10 years,40777,,
Mumbai Suburban,2020,Kurla,Urban,Tetanus 16 years,33170,,
Mumbai Suburban,2020,Kurla,Urban,Tetanus Pregnant Women,52944,,
Latur,2020,Latur,Rural,BCG,4257,,
Latur,2020,Latur,Rural,D.T,4879,,
Latur,2020,Latur,Rural,DPT,4759,,
Latur,2020,Latur,Rural,Measles,4780,,
Latur,2020,Latur,Rural,Pentavalent-3,5022,,
Latur,2020,Latur,Rural,Polio,5028,,
Latur,2020,Latur,Rural,Tetanus 10 years,3883,,
Latur,2020,Latur,Rural,Tetanus 16 years,3691,,
Latur,2020,Latur,Rural,Tetanus Pregnant Women,5426,,
Latur,2020,Latur,Total,BCG,19383,,
Latur,2020,Latur,Total,D.T,6971,,
Latur,2020,Latur,Total,DPT,5584,,
Latur,2020,Latur,Total,Measles,7062,,
Latur,2020,Latur,Total,Pentavalent-3,11593,,
Latur,2020,Latur,Total,Polio,16340,,
Latur,2020,Latur,Total,Tetanus 10 years,8157,,
Latur,2020,Latur,Total,Tetanus 16 years,7985,,
Latur,2020,Latur,Total,Tetanus Pregnant Women,12798,,
Latur,2020,Latur,Urban,BCG,15126,,
Latur,2020,Latur,Urban,D.T,2092,,
Latur,2020,Latur,Urban,DPT,825,,
Latur,2020,Latur,Urban,Measles,2282,,
Latur,2020,Latur,Urban,Pentavalent-3,6571,,
Latur,2020,Latur,Urban,Polio,11312,,
Latur,2020,Latur,Urban,Tetanus 10 years,4274,,
Latur,2020,Latur,Urban,Tetanus 16 years,4294,,
Latur,2020,Latur,Urban,Tetanus Pregnant Women,7372,,
Nanded,2020,Loha,Rural,BCG,4021,,
Nanded,2020,Loha,Rural,D.T,3819,,
Nanded,2020,Loha,Rural,DPT,4085,,
Nanded,2020,Loha,Rural,Measles,3995,,
Nanded,2020,Loha,Rural,Pentavalent-3,4087,,
Nanded,2020,Loha,Rural,Polio,3271,,
Nanded,2020,Loha,Rural,Tetanus 10 years,3795,,
Nanded,2020,Loha,Rural,Tetanus 16 years,3718,,
Nanded,2020,Loha,Rural,Tetanus Pregnant Women,4293,,
Nanded,2020,Loha,Total,BCG,4401,,
Nanded,2020,Loha,Total,D.T,4267,,
Nanded,2020,Loha,Total,DPT,4593,,
Nanded,2020,Loha,Total,Measles,4423,,
Nanded,2020,Loha,Total,Pentavalent-3,4595,,
Nanded,2020,Loha,Total,Polio,3842,,
Nanded,2020,Loha,Total,Tetanus 10 years,3973,,
Nanded,2020,Loha,Total,Tetanus 16 years,3936,,
Nanded,2020,Loha,Total,Tetanus Pregnant Women,4813,,
Nanded,2020,Loha,Urban,BCG,380,,
Nanded,2020,Loha,Urban,D.T,448,,
Nanded,2020,Loha,Urban,DPT,508,,
Nanded,2020,Loha,Urban,Measles,428,,
Nanded,2020,Loha,Urban,Pentavalent-3,508,,
Nanded,2020,Loha,Urban,Polio,571,,
Nanded,2020,Loha,Urban,Tetanus 10 years,178,,
Nanded,2020,Loha,Urban,Tetanus 16 years,218,,
Nanded,2020,Loha,Urban,Tetanus Pregnant Women,520,,
Dharashiv,2020,Lohara,Rural,BCG,1089,,
Dharashiv,2020,Lohara,Rural,D.T,1681,,
Dharashiv,2020,Lohara,Rural,DPT,1602,,
Dharashiv,2020,Lohara,Rural,Measles,1736,,
Dharashiv,2020,Lohara,Rural,Pentavalent-3,1816,,
Dharashiv,2020,Lohara,Rural,Polio,1530,,
Dharashiv,2020,Lohara,Rural,Tetanus 10 years,1651,,
Dharashiv,2020,Lohara,Rural,Tetanus 16 years,1633,,
Dharashiv,2020,Lohara,Rural,Tetanus Pregnant Women,1742,,
Dharashiv,2020,Lohara,Total,BCG,3912,,
Dharashiv,2020,Lohara,Total,D.T,1788,,
Dharashiv,2020,Lohara,Total,DPT,1947,,
Dharashiv,2020,Lohara,Total,Measles,2146,,
Dharashiv,2020,Lohara,Total,Pentavalent-3,2224,,
Dharashiv,2020,Lohara,Total,Polio,1799,,
Dharashiv,2020,Lohara,Total,Tetanus 10 years,1816,,
Dharashiv,2020,Lohara,Total,Tetanus 16 years,1818,,
Dharashiv,2020,Lohara,Total,Tetanus Pregnant Women,2455,,
Dharashiv,2020,Lohara,Urban,BCG,2823,,
Dharashiv,2020,Lohara,Urban,D.T,107,,
Dharashiv,2020,Lohara,Urban,DPT,345,,
Dharashiv,2020,Lohara,Urban,Measles,410,,
Dharashiv,2020,Lohara,Urban,Pentavalent-3,408,,
Dharashiv,2020,Lohara,Urban,Polio,269,,
Dharashiv,2020,Lohara,Urban,Tetanus 10 years,165,,
Dharashiv,2020,Lohara,Urban,Tetanus 16 years,185,,
Dharashiv,2020,Lohara,Urban,Tetanus Pregnant Women,713,,
Buldhana,2020,Lonar,Rural,BCG,1744,,
Buldhana,2020,Lonar,Rural,DPT,0,,
Buldhana,2020,Lonar,Rural,Measles,2049,,
Buldhana,2020,Lonar,Rural,Polio,1636,,
Buldhana,2020,Lonar,Total,BCG,2230,,
Buldhana,2020,Lonar,Total,D.T,0,,
Buldhana,2020,Lonar,Total,DPT,0,,
Buldhana,2020,Lonar,Total,Measles,2414,,
Buldhana,2020,Lonar,Total,Polio,2008,,
Buldhana,2020,Lonar,Urban,BCG,486,,
Buldhana,2020,Lonar,Urban,DPT,0,,
Buldhana,2020,Lonar,Urban,Measles,365,,
Buldhana,2020,Lonar,Urban,Polio,372,,
Satara,2020,Mahableshwar,Rural,BCG,745,,
Satara,2020,Mahableshwar,Rural,D.T,0,,
Satara,2020,Mahableshwar,Rural,DPT,0,,
Satara,2020,Mahableshwar,Rural,Measles,895,,
Satara,2020,Mahableshwar,Rural,Pentavalent-3,812,,
Satara,2020,Mahableshwar,Rural,Polio,659,,
Satara,2020,Mahableshwar,Rural,Tetanus 10 years,696,,
Satara,2020,Mahableshwar,Rural,Tetanus 16 years,918,,
Satara,2020,Mahableshwar,Rural,Tetanus Pregnant Women,835,,
Satara,2020,Mahableshwar,Total,BCG,973,,
Satara,2020,Mahableshwar,Total,D.T,0,,
Satara,2020,Mahableshwar,Total,DPT,0,,
Satara,2020,Mahableshwar,Total,Measles,1013,,
Satara,2020,Mahableshwar,Total,Pentavalent-3,1014,,
Satara,2020,Mahableshwar,Total,Polio,847,,
Satara,2020,Mahableshwar,Total,Tetanus 10 years,761,,
Satara,2020,Mahableshwar,Total,Tetanus 16 years,1040,,
Satara,2020,Mahableshwar,Total,Tetanus Pregnant Women,997,,
Satara,2020,Mahableshwar,Urban,BCG,228,,
Satara,2020,Mahableshwar,Urban,D.T,0,,
Satara,2020,Mahableshwar,Urban,DPT,0,,
Satara,2020,Mahableshwar,Urban,Measles,118,,
Satara,2020,Mahableshwar,Urban,Pentavalent-3,202,,
Satara,2020,Mahableshwar,Urban,Polio,188,,
Satara,2020,Mahableshwar,Urban,Tetanus 10 years,65,,
Satara,2020,Mahableshwar,Urban,Tetanus 16 years,122,,
Satara,2020,Mahableshwar,Urban,Tetanus Pregnant Women,162,,
Raigad,2020,Mahad,Rural,BCG,1976,,
Raigad,2020,Mahad,Rural,D.T,0,,
Raigad,2020,Mahad,Rural,DPT,0,,
Raigad,2020,Mahad,Rural,Measles,2089,,
Raigad,2020,Mahad,Rural,Pentavalent-3,2150,,
Raigad,2020,Mahad,Rural,Polio,2182,,
Raigad,2020,Mahad,Rural,Tetanus 10 years,2818,,
Raigad,2020,Mahad,Rural,Tetanus 16 years,3018,,
Raigad,2020,Mahad,Rural,Tetanus Pregnant Women,1574,,
Raigad,2020,Mahad,Total,BCG,2848,,
Raigad,2020,Mahad,Total,D.T,0,,
Raigad,2020,Mahad,Total,DPT,0,,
Raigad,2020,Mahad,Total,Measles,2442,,
Raigad,2020,Mahad,Total,Pentavalent-3,2519,,
Raigad,2020,Mahad,Total,Polio,2391,,
Raigad,2020,Mahad,Total,Tetanus 10 years,2981,,
Raigad,2020,Mahad,Total,Tetanus 16 years,3170,,
Raigad,2020,Mahad,Total,Tetanus Pregnant Women,2116,,
Raigad,2020,Mahad,Urban,BCG,872,,
Raigad,2020,Mahad,Urban,D.T,0,,
Raigad,2020,Mahad,Urban,DPT,0,,
Raigad,2020,Mahad,Urban,Measles,353,,
Raigad,2020,Mahad,Urban,Pentavalent-3,369,,
Raigad,2020,Mahad,Urban,Polio,209,,
Raigad,2020,Mahad,Urban,Tetanus 10 years,163,,
Raigad,2020,Mahad,Urban,Tetanus 16 years,152,,
Raigad,2020,Mahad,Urban,Tetanus Pregnant Women,542,,
Yavatmal,2020,Mahagaon,Rural,BCG,2831,,
Yavatmal,2020,Mahagaon,Rural,D.T,2701,,
Yavatmal,2020,Mahagaon,Rural,DPT,0,,
Yavatmal,2020,Mahagaon,Rural,Measles,2773,,
Yavatmal,2020,Mahagaon,Rural,Pentavalent-3,2922,,
Yavatmal,2020,Mahagaon,Rural,Polio,859,,
Yavatmal,2020,Mahagaon,Rural,Tetanus 10 years,1792,,
Yavatmal,2020,Mahagaon,Rural,Tetanus 16 years,1782,,
Yavatmal,2020,Mahagaon,Rural,Tetanus Pregnant Women,3709,,
Yavatmal,2020,Mahagaon,Total,BCG,3220,,
Yavatmal,2020,Mahagaon,Total,D.T,2837,,
Yavatmal,2020,Mahagaon,Total,DPT,0,,
Yavatmal,2020,Mahagaon,Total,Measles,2958,,
Yavatmal,2020,Mahagaon,Total,Pentavalent-3,3122,,
Yavatmal,2020,Mahagaon,Total,Polio,1248,,
Yavatmal,2020,Mahagaon,Total,Tetanus 10 years,1962,,
Yavatmal,2020,Mahagaon,Total,Tetanus 16 years,1933,,
Yavatmal,2020,Mahagaon,Total,Tetanus Pregnant Women,3758,,
Yavatmal,2020,Mahagaon,Urban,BCG,389,,
Yavatmal,2020,Mahagaon,Urban,D.T,136,,
Yavatmal,2020,Mahagaon,Urban,DPT,0,,
Yavatmal,2020,Mahagaon,Urban,Measles,185,,
Yavatmal,2020,Mahagaon,Urban,Pentavalent-3,200,,
Yavatmal,2020,Mahagaon,Urban,Polio,389,,
Yavatmal,2020,Mahagaon,Urban,Tetanus 10 years,170,,
Yavatmal,2020,Mahagaon,Urban,Tetanus 16 years,151,,
Yavatmal,2020,Mahagaon,Urban,Tetanus Pregnant Women,49,,
Nanded,2020,Mahur,Rural,BCG,1671,,
Nanded,2020,Mahur,Rural,D.T,1805,,
Nanded,2020,Mahur,Rural,DPT,1830,,
Nanded,2020,Mahur,Rural,Measles,1761,,
Nanded,2020,Mahur,Rural,Pentavalent-3,1829,,
Nanded,2020,Mahur,Rural,Polio,854,,
Nanded,2020,Mahur,Rural,Tetanus 10 years,1260,,
Nanded,2020,Mahur,Rural,Tetanus 16 years,1319,,
Nanded,2020,Mahur,Rural,Tetanus Pregnant Women,1859,,
Nanded,2020,Mahur,Total,BCG,1807,,
Nanded,2020,Mahur,Total,D.T,1824,,
Nanded,2020,Mahur,Total,DPT,1855,,
Nanded,2020,Mahur,Total,Measles,1789,,
Nanded,2020,Mahur,Total,Pentavalent-3,1854,,
Nanded,2020,Mahur,Total,Polio,1323,,
Nanded,2020,Mahur,Total,Tetanus 10 years,1260,,
Nanded,2020,Mahur,Total,Tetanus 16 years,1319,,
Nanded,2020,Mahur,Total,Tetanus Pregnant Women,2099,,
Nanded,2020,Mahur,Urban,BCG,136,,
Nanded,2020,Mahur,Urban,D.T,19,,
Nanded,2020,Mahur,Urban,DPT,25,,
Nanded,2020,Mahur,Urban,Measles,28,,
Nanded,2020,Mahur,Urban,Pentavalent-3,25,,
Nanded,2020,Mahur,Urban,Polio,469,,
Nanded,2020,Mahur,Urban,Tetanus 10 years,0,,
Nanded,2020,Mahur,Urban,Tetanus 16 years,0,,
Nanded,2020,Mahur,Urban,Tetanus Pregnant Women,240,,
Beed,2020,Majalgaon,Rural,BCG,2526,,
Beed,2020,Majalgaon,Rural,D.T,3476,,
Beed,2020,Majalgaon,Rural,DPT,0,,
Beed,2020,Majalgaon,Rural,Measles,3481,,
Beed,2020,Majalgaon,Rural,Pentavalent-3,3496,,
Beed,2020,Majalgaon,Rural,Polio,3489,,
Beed,2020,Majalgaon,Rural,Tetanus 10 years,3373,,
Beed,2020,Majalgaon,Rural,Tetanus 16 years,3217,,
Beed,2020,Majalgaon,Rural,Tetanus Pregnant Women,3586,,
Beed,2020,Majalgaon,Total,BCG,5342,,
Beed,2020,Majalgaon,Total,D.T,4300,,
Beed,2020,Majalgaon,Total,DPT,769,,
Beed,2020,Majalgaon,Total,Measles,6096,,
Beed,2020,Majalgaon,Total,Pentavalent-3,7492,,
Beed,2020,Majalgaon,Total,Polio,6150,,
Beed,2020,Majalgaon,Total,Tetanus 10 years,4535,,
Beed,2020,Majalgaon,Total,Tetanus 16 years,5081,,
Beed,2020,Majalgaon,Total,Tetanus Pregnant Women,4260,,
Beed,2020,Majalgaon,Urban,BCG,2816,,
Beed,2020,Majalgaon,Urban,D.T,824,,
Beed,2020,Majalgaon,Urban,DPT,769,,
Beed,2020,Majalgaon,Urban,Measles,2615,,
Beed,2020,Majalgaon,Urban,Pentavalent-3,3996,,
Beed,2020,Majalgaon,Urban,Polio,2661,,
Beed,2020,Majalgaon,Urban,Tetanus 10 years,1162,,
Beed,2020,Majalgaon,Urban,Tetanus 16 years,1864,,
Beed,2020,Majalgaon,Urban,Tetanus Pregnant Women,674,,
Nashik,2020,Malegaon,Rural,BCG,7261,,
Washim,2020,Malegaon,Rural,BCG,1649,,
Nashik,2020,Malegaon,Rural,D.T,1378,,
Washim,2020,Malegaon,Rural,D.T,2518,,
Washim,2020,Malegaon,Rural,DPT,0,,
Nashik,2020,Malegaon,Rural,Measles,7249,,
Washim,2020,Malegaon,Rural,Measles,2803,,
Nashik,2020,Malegaon,Rural,Pentavalent-3,7272,,
Washim,2020,Malegaon,Rural,Pentavalent-3,2931,,
Nashik,2020,Malegaon,Rural,Polio,7275,,
Washim,2020,Malegaon,Rural,Polio,2931,,
Nashik,2020,Malegaon,Rural,Tetanus 10 years,2224,,
Washim,2020,Malegaon,Rural,Tetanus 10 years,2191,,
Nashik,2020,Malegaon,Rural,Tetanus 16 years,1962,,
Washim,2020,Malegaon,Rural,Tetanus 16 years,2146,,
Nashik,2020,Malegaon,Rural,Tetanus Pregnant Women,7807,,
Washim,2020,Malegaon,Rural,Tetanus Pregnant Women,2990,,
Nashik,2020,Malegaon,Total,BCG,20377,,
Washim,2020,Malegaon,Total,BCG,1829,,
Nashik,2020,Malegaon,Total,D.T,7249,,
Washim,2020,Malegaon,Total,D.T,2585,,
Washim,2020,Malegaon,Total,DPT,92,,
Nashik,2020,Malegaon,Total,Measles,19103,,
Washim,2020,Malegaon,Total,Measles,2905,,
Nashik,2020,Malegaon,Total,Pentavalent-3,18721,,
Washim,2020,Malegaon,Total,Pentavalent-3,3023,,
Nashik,2020,Malegaon,Total,Polio,18736,,
Washim,2020,Malegaon,Total,Polio,3086,,
Nashik,2020,Malegaon,Total,Tetanus 10 years,4096,,
Washim,2020,Malegaon,Total,Tetanus 10 years,2191,,
Nashik,2020,Malegaon,Total,Tetanus 16 years,3180,,
Washim,2020,Malegaon,Total,Tetanus 16 years,2146,,
Nashik,2020,Malegaon,Total,Tetanus Pregnant Women,19969,,
Washim,2020,Malegaon,Total,Tetanus Pregnant Women,2996,,
Nashik,2020,Malegaon,Urban,BCG,13116,,
Washim,2020,Malegaon,Urban,BCG,180,,
Nashik,2020,Malegaon,Urban,D.T,5871,,
Washim,2020,Malegaon,Urban,D.T,67,,
Washim,2020,Malegaon,Urban,DPT,92,,
Nashik,2020,Malegaon,Urban,Measles,11854,,
Washim,2020,Malegaon,Urban,Measles,102,,
