District,Year,Taluka,Rural/Urban,Select Vaccine,Number,,
Ahilyanagar,2015,Rahuri,Total,DPT,20297,,
Ahilyanagar,2015,Rahuri,Total,Measles,13604,,
Ahilyanagar,2015,Rahuri,Total,Polio,22668,,
Ahilyanagar,2015,Rahuri,Total,Tetanus 10 years,7023,,
Ahilyanagar,2015,Rahuri,Total,Tetanus 16 years,6674,,
Ahilyanagar,2015,Rahuri,Total,Tetanus Pregnant Women,11628,,
Ratnagiri,2015,Rajapur,Rural,BCG,1130,,
Ratnagiri,2015,Rajapur,Rural,D.T,1596,,
Ratnagiri,2015,Rajapur,Rural,DPT,1696,,
Ratnagiri,2015,Rajapur,Rural,Measles,1519,,
Ratnagiri,2015,Rajapur,Rural,Polio,647,,
Ratnagiri,2015,Rajapur,Rural,Tetanus 10 years,2021,,
Ratnagiri,2015,Rajapur,Rural,Tetanus 16 years,4468,,
Ratnagiri,2015,Rajapur,Rural,Tetanus Pregnant Women,1636,,
Ratnagiri,2015,Rajapur,Total,BCG,1378,,
Ratnagiri,2015,Rajapur,Total,D.T,1714,,
Ratnagiri,2015,Rajapur,Total,DPT,1832,,
Ratnagiri,2015,Rajapur,Total,Measles,1673,,
Ratnagiri,2015,Rajapur,Total,Polio,954,,
Ratnagiri,2015,Rajapur,Total,Tetanus 10 years,2114,,
Ratnagiri,2015,Rajapur,Total,Tetanus 16 years,4874,,
Ratnagiri,2015,Rajapur,Total,Tetanus Pregnant Women,1776,,
Ratnagiri,2015,Rajapur,Urban,BCG,248,,
Ratnagiri,2015,Rajapur,Urban,D.T,118,,
Ratnagiri,2015,Rajapur,Urban,DPT,136,,
Ratnagiri,2015,Rajapur,Urban,Measles,154,,
Ratnagiri,2015,Rajapur,Urban,Polio,307,,
Ratnagiri,2015,Rajapur,Urban,Tetanus 10 years,93,,
Ratnagiri,2015,Rajapur,Urban,Tetanus 16 years,406,,
Ratnagiri,2015,Rajapur,Urban,Tetanus Pregnant Women,140,,
Chandrapur,2015,Rajura,Rural,BCG,920,,
Chandrapur,2015,Rajura,Rural,D.T,1204,,
Chandrapur,2015,Rajura,Rural,DPT,1344,,
Chandrapur,2015,Rajura,Rural,Measles,1408,,
Chandrapur,2015,Rajura,Rural,Polio,1344,,
Chandrapur,2015,Rajura,Rural,Tetanus 10 years,1177,,
Chandrapur,2015,Rajura,Rural,Tetanus 16 years,960,,
Chandrapur,2015,Rajura,Rural,Tetanus Pregnant Women,1439,,
Chandrapur,2015,Rajura,Total,BCG,1613,,
Chandrapur,2015,Rajura,Total,D.T,1677,,
Chandrapur,2015,Rajura,Total,DPT,1796,,
Chandrapur,2015,Rajura,Total,Measles,2185,,
Chandrapur,2015,Rajura,Total,Polio,1796,,
Chandrapur,2015,Rajura,Total,Tetanus 10 years,1469,,
Chandrapur,2015,Rajura,Total,Tetanus 16 years,1178,,
Chandrapur,2015,Rajura,Total,Tetanus Pregnant Women,1767,,
Yavatmal,2015,Ralegaon,Rural,BCG,1330,,
Yavatmal,2015,Ralegaon,Rural,D.T,1808,,
Yavatmal,2015,Ralegaon,Rural,DPT,1313,,
Yavatmal,2015,Ralegaon,Rural,Measles,1544,,
Yavatmal,2015,Ralegaon,Rural,Polio,1491,,
Yavatmal,2015,Ralegaon,Rural,Tetanus 10 years,1808,,
Yavatmal,2015,Ralegaon,Rural,Tetanus 16 years,2031,,
Yavatmal,2015,Ralegaon,Rural,Tetanus Pregnant Women,1694,,
Yavatmal,2015,Ralegaon,Total,BCG,1330,,
Yavatmal,2015,Ralegaon,Total,D.T,1808,,
Yavatmal,2015,Ralegaon,Total,DPT,1313,,
Yavatmal,2015,Ralegaon,Total,Measles,1544,,
Yavatmal,2015,Ralegaon,Total,Polio,1491,,
Yavatmal,2015,Ralegaon,Total,Tetanus 10 years,1808,,
Yavatmal,2015,Ralegaon,Total,Tetanus 16 years,2031,,
Yavatmal,2015,Ralegaon,Total,Tetanus Pregnant Women,1694,,
Nagpur,2015,Ramtech,Rural,BCG,1270,,
Nagpur,2015,Ramtech,Rural,D.T,151,,
Nagpur,2015,Ramtech,Rural,DPT,1578,,
Nagpur,2015,Ramtech,Rural,Measles,1576,,
Nagpur,2015,Ramtech,Rural,Polio,1592,,
Nagpur,2015,Ramtech,Rural,Tetanus 10 years,693,,
Nagpur,2015,Ramtech,Rural,Tetanus 16 years,836,,
Nagpur,2015,Ramtech,Rural,Tetanus Pregnant Women,1942,,
Nagpur,2015,Ramtech,Total,BCG,2248,,
Nagpur,2015,Ramtech,Total,D.T,403,,
Nagpur,2015,Ramtech,Total,DPT,3279,,
Nagpur,2015,Ramtech,Total,Measles,2662,,
Nagpur,2015,Ramtech,Total,Polio,3624,,
Nagpur,2015,Ramtech,Total,Tetanus 10 years,1213,,
Nagpur,2015,Ramtech,Total,Tetanus 16 years,1340,,
Nagpur,2015,Ramtech,Total,Tetanus Pregnant Women,2639,,
Ratnagiri,2015,Ratnagiri,Rural,BCG,1652,,
Ratnagiri,2015,Ratnagiri,Rural,D.T,2316,,
Ratnagiri,2015,Ratnagiri,Rural,DPT,2220,,
Ratnagiri,2015,Ratnagiri,Rural,Measles,2069,,
Ratnagiri,2015,Ratnagiri,Rural,Polio,1323,,
Ratnagiri,2015,Ratnagiri,Rural,Tetanus 10 years,2146,,
Ratnagiri,2015,Ratnagiri,Rural,Tetanus 16 years,5153,,
Ratnagiri,2015,Ratnagiri,Rural,Tetanus Pregnant Women,1928,,
Ratnagiri,2015,Ratnagiri,Total,BCG,1863,,
Ratnagiri,2015,Ratnagiri,Total,D.T,2316,,
Ratnagiri,2015,Ratnagiri,Total,DPT,2267,,
Ratnagiri,2015,Ratnagiri,Total,Measles,2130,,
Ratnagiri,2015,Ratnagiri,Total,Polio,1379,,
Ratnagiri,2015,Ratnagiri,Total,Tetanus 10 years,2488,,
Ratnagiri,2015,Ratnagiri,Total,Tetanus 16 years,5350,,
Ratnagiri,2015,Ratnagiri,Total,Tetanus Pregnant Women,2051,,
Ratnagiri,2015,Ratnagiri,Urban,BCG,211,,
Ratnagiri,2015,Ratnagiri,Urban,D.T,0,,
Ratnagiri,2015,Ratnagiri,Urban,DPT,47,,
Ratnagiri,2015,Ratnagiri,Urban,Measles,61,,
Ratnagiri,2015,Ratnagiri,Urban,Polio,56,,
Ratnagiri,2015,Ratnagiri,Urban,Tetanus 10 years,342,,
Ratnagiri,2015,Ratnagiri,Urban,Tetanus 16 years,197,,
Ratnagiri,2015,Ratnagiri,Urban,Tetanus Pregnant Women,123,,
Latur,2015,Renapur,Rural,BCG,2425,,
Latur,2015,Renapur,Rural,D.T,2665,,
Latur,2015,Renapur,Rural,DPT,2188,,
Latur,2015,Renapur,Rural,Measles,2776,,
Latur,2015,Renapur,Rural,Polio,2188,,
Latur,2015,Renapur,Rural,Tetanus 10 years,2906,,
Latur,2015,Renapur,Rural,Tetanus 16 years,2865,,
Latur,2015,Renapur,Rural,Tetanus Pregnant Women,2415,,
Latur,2015,Renapur,Total,BCG,2425,,
Latur,2015,Renapur,Total,D.T,2665,,
Latur,2015,Renapur,Total,DPT,2188,,
Latur,2015,Renapur,Total,Measles,2776,,
Latur,2015,Renapur,Total,Polio,2188,,
Latur,2015,Renapur,Total,Tetanus 10 years,2906,,
Latur,2015,Renapur,Total,Tetanus 16 years,2865,,
Latur,2015,Renapur,Total,Tetanus Pregnant Women,2415,,
Washim,2015,Resod,Rural,BCG,2565,,
Washim,2015,Resod,Rural,D.T,0,,
Washim,2015,Resod,Rural,DPT,2545,,
Washim,2015,Resod,Rural,Measles,2821,,
Washim,2015,Resod,Rural,Polio,2923,,
Washim,2015,Resod,Rural,Tetanus 10 years,3214,,
Washim,2015,Resod,Rural,Tetanus 16 years,3641,,
Washim,2015,Resod,Rural,Tetanus Pregnant Women,2782,,
Washim,2015,Resod,Total,BCG,2959,,
Washim,2015,Resod,Total,D.T,556,,
Washim,2015,Resod,Total,DPT,3132,,
Washim,2015,Resod,Total,Measles,3553,,
Washim,2015,Resod,Total,Polio,3317,,
Washim,2015,Resod,Total,Tetanus 10 years,3978,,
Washim,2015,Resod,Total,Tetanus 16 years,4334,,
Washim,2015,Resod,Total,Tetanus Pregnant Women,3225,,
Washim,2015,Resod,Urban,BCG,394,,
Washim,2015,Resod,Urban,D.T,556,,
Washim,2015,Resod,Urban,DPT,587,,
Washim,2015,Resod,Urban,Measles,732,,
Washim,2015,Resod,Urban,Polio,394,,
Washim,2015,Resod,Urban,Tetanus 10 years,764,,
Washim,2015,Resod,Urban,Tetanus 16 years,693,,
Washim,2015,Resod,Urban,Tetanus Pregnant Women,443,,
Raigad,2015,Roha,Rural,BCG,2225,,
Raigad,2015,Roha,Rural,D.T,2169,,
Raigad,2015,Roha,Rural,DPT,2225,,
Raigad,2015,Roha,Rural,Measles,2233,,
Raigad,2015,Roha,Rural,Polio,2221,,
Raigad,2015,Roha,Rural,Tetanus 10 years,2394,,
Raigad,2015,Roha,Rural,Tetanus 16 years,2784,,
Raigad,2015,Roha,Rural,Tetanus Pregnant Women,1996,,
Raigad,2015,Roha,Total,BCG,3107,,
Raigad,2015,Roha,Total,D.T,2509,,
Raigad,2015,Roha,Total,DPT,2998,,
Raigad,2015,Roha,Total,Measles,2957,,
Raigad,2015,Roha,Total,Polio,2990,,
Raigad,2015,Roha,Total,Tetanus 10 years,3204,,
Raigad,2015,Roha,Total,Tetanus 16 years,3630,,
Raigad,2015,Roha,Total,Tetanus Pregnant Women,2088,,
Gondia,2015,Sadak Arjuni,Rural,BCG,1374,,
Gondia,2015,Sadak Arjuni,Rural,D.T,1725,,
Gondia,2015,Sadak Arjuni,Rural,DPT,1338,,
Gondia,2015,Sadak Arjuni,Rural,Measles,1649,,
Gondia,2015,Sadak Arjuni,Rural,Polio,1704,,
Gondia,2015,Sadak Arjuni,Rural,Tetanus 10 years,1789,,
Gondia,2015,Sadak Arjuni,Rural,Tetanus 16 years,1867,,
Gondia,2015,Sadak Arjuni,Rural,Tetanus Pregnant Women,1679,,
Gondia,2015,Sadak Arjuni,Total,BCG,1374,,
Gondia,2015,Sadak Arjuni,Total,D.T,1725,,
Gondia,2015,Sadak Arjuni,Total,DPT,1338,,
Gondia,2015,Sadak Arjuni,Total,Measles,1649,,
Gondia,2015,Sadak Arjuni,Total,Polio,1704,,
Gondia,2015,Sadak Arjuni,Total,Tetanus 10 years,1789,,
Gondia,2015,Sadak Arjuni,Total,Tetanus 16 years,1867,,
Gondia,2015,Sadak Arjuni,Total,Tetanus Pregnant Women,1679,,
Gondia,2015,Sadak Arjuni,Urban,BCG,0,,
Gondia,2015,Sadak Arjuni,Urban,D.T,0,,
Gondia,2015,Sadak Arjuni,Urban,DPT,0,,
Gondia,2015,Sadak Arjuni,Urban,Measles,0,,
Gondia,2015,Sadak Arjuni,Urban,Polio,0,,
Gondia,2015,Sadak Arjuni,Urban,Tetanus 10 years,0,,
Gondia,2015,Sadak Arjuni,Urban,Tetanus 16 years,0,,
Gondia,2015,Sadak Arjuni,Urban,Tetanus Pregnant Women,0,,
Bhandara,2015,Sakoli,Rural,BCG,1879,,
Bhandara,2015,Sakoli,Rural,D.T,2116,,
Bhandara,2015,Sakoli,Rural,DPT,2152,,
Bhandara,2015,Sakoli,Rural,Measles,2124,,
Bhandara,2015,Sakoli,Rural,Polio,2152,,
Bhandara,2015,Sakoli,Total,BCG,1879,,
Bhandara,2015,Sakoli,Total,D.T,2116,,
Bhandara,2015,Sakoli,Total,DPT,2152,,
Bhandara,2015,Sakoli,Total,Measles,2124,,
Bhandara,2015,Sakoli,Total,Polio,2152,,
Dhule,2015,Sakri,Rural,BCG,8156,,
Dhule,2015,Sakri,Rural,D.T,6506,,
Dhule,2015,Sakri,Rural,DPT,9571,,
Dhule,2015,Sakri,Rural,Measles,8879,,
Dhule,2015,Sakri,Rural,Polio,9571,,
Dhule,2015,Sakri,Rural,Tetanus 10 years,8611,,
Dhule,2015,Sakri,Rural,Tetanus 16 years,7578,,
Dhule,2015,Sakri,Rural,Tetanus Pregnant Women,9490,,
Dhule,2015,Sakri,Total,BCG,8156,,
Dhule,2015,Sakri,Total,D.T,6506,,
Dhule,2015,Sakri,Total,DPT,9571,,
Dhule,2015,Sakri,Total,Measles,8879,,
Dhule,2015,Sakri,Total,Polio,9571,,
Dhule,2015,Sakri,Total,Tetanus 10 years,8611,,
Dhule,2015,Sakri,Total,Tetanus 16 years,7578,,
Dhule,2015,Sakri,Total,Tetanus Pregnant Women,9490,,
Dhule,2015,Sakri,Urban,BCG,0,,
Dhule,2015,Sakri,Urban,D.T,0,,
Dhule,2015,Sakri,Urban,DPT,0,,
Dhule,2015,Sakri,Urban,Measles,0,,
Dhule,2015,Sakri,Urban,Polio,0,,
Dhule,2015,Sakri,Urban,Tetanus 10 years,0,,
Dhule,2015,Sakri,Urban,Tetanus 16 years,0,,
Dhule,2015,Sakri,Urban,Tetanus Pregnant Women,0,,
Gondia,2015,Salekasa,Rural,BCG,866,,
Gondia,2015,Salekasa,Rural,D.T,1368,,
Gondia,2015,Salekasa,Rural,DPT,1014,,
Gondia,2015,Salekasa,Rural,Measles,1289,,
Gondia,2015,Salekasa,Rural,Polio,2266,,
Gondia,2015,Salekasa,Rural,Tetanus 10 years,1517,,
Gondia,2015,Salekasa,Rural,Tetanus 16 years,1677,,
Gondia,2015,Salekasa,Rural,Tetanus Pregnant Women,1384,,
Gondia,2015,Salekasa,Total,BCG,866,,
Gondia,2015,Salekasa,Total,D.T,1368,,
Gondia,2015,Salekasa,Total,DPT,1014,,
Gondia,2015,Salekasa,Total,Measles,1289,,
Gondia,2015,Salekasa,Total,Polio,2266,,
Gondia,2015,Salekasa,Total,Tetanus 10 years,1517,,
Gondia,2015,Salekasa,Total,Tetanus 16 years,1677,,
Gondia,2015,Salekasa,Total,Tetanus Pregnant Women,1384,,
Gondia,2015,Salekasa,Urban,BCG,0,,
Gondia,2015,Salekasa,Urban,D.T,0,,
Gondia,2015,Salekasa,Urban,DPT,0,,
Gondia,2015,Salekasa,Urban,Measles,0,,
Gondia,2015,Salekasa,Urban,Polio,0,,
Gondia,2015,Salekasa,Urban,Tetanus 10 years,0,,
Gondia,2015,Salekasa,Urban,Tetanus 16 years,0,,
Gondia,2015,Salekasa,Urban,Tetanus Pregnant Women,0,,
Wardha,2015,Samudrapur,Rural,BCG,855,,
Wardha,2015,Samudrapur,Rural,D.T,1802,,
Wardha,2015,Samudrapur,Rural,DPT,1598,,
Wardha,2015,Samudrapur,Rural,Measles,1692,,
Wardha,2015,Samudrapur,Rural,Polio,1598,,
Wardha,2015,Samudrapur,Rural,Tetanus 10 years,1904,,
Wardha,2015,Samudrapur,Rural,Tetanus 16 years,2005,,
Wardha,2015,Samudrapur,Rural,Tetanus Pregnant Women,1846,,
Wardha,2015,Samudrapur,Total,BCG,855,,
Wardha,2015,Samudrapur,Total,D.T,1802,,
Wardha,2015,Samudrapur,Total,DPT,1598,,
Wardha,2015,Samudrapur,Total,Measles,1692,,
Wardha,2015,Samudrapur,Total,Polio,1598,,
Wardha,2015,Samudrapur,Total,Tetanus 10 years,1904,,
Wardha,2015,Samudrapur,Total,Tetanus 16 years,2005,,
Wardha,2015,Samudrapur,Total,Tetanus Pregnant Women,1846,,
Ratnagiri,2015,Sangameshwar,Rural,BCG,2102,,
Ratnagiri,2015,Sangameshwar,Rural,D.T,2836,,
Ratnagiri,2015,Sangameshwar,Rural,DPT,2935,,
Ratnagiri,2015,Sangameshwar,Rural,Measles,3066,,
Ratnagiri,2015,Sangameshwar,Rural,Polio,1747,,
Ratnagiri,2015,Sangameshwar,Rural,Tetanus 10 years,3235,,
Ratnagiri,2015,Sangameshwar,Rural,Tetanus 16 years,8108,,
Ratnagiri,2015,Sangameshwar,Rural,Tetanus Pregnant Women,3356,,
Ratnagiri,2015,Sangameshwar,Total,BCG,6478,,
Ratnagiri,2015,Sangameshwar,Total,D.T,3729,,
Ratnagiri,2015,Sangameshwar,Total,DPT,4061,,
Ratnagiri,2015,Sangameshwar,Total,Measles,4144,,
Ratnagiri,2015,Sangameshwar,Total,Polio,5783,,
Ratnagiri,2015,Sangameshwar,Total,Tetanus 10 years,3964,,
Ratnagiri,2015,Sangameshwar,Total,Tetanus 16 years,10149,,
Ratnagiri,2015,Sangameshwar,Total,Tetanus Pregnant Women,4366,,
Ratnagiri,2015,Sangameshwar,Urban,BCG,4376,,
Ratnagiri,2015,Sangameshwar,Urban,D.T,893,,
Ratnagiri,2015,Sangameshwar,Urban,DPT,1126,,
Ratnagiri,2015,Sangameshwar,Urban,Measles,1078,,
Ratnagiri,2015,Sangameshwar,Urban,Polio,4036,,
Ratnagiri,2015,Sangameshwar,Urban,Tetanus 10 years,729,,
Ratnagiri,2015,Sangameshwar,Urban,Tetanus 16 years,2041,,
Ratnagiri,2015,Sangameshwar,Urban,Tetanus Pregnant Women,1010,,
Ahilyanagar,2015,Sangamner,Rural,BCG,7331,,
Ahilyanagar,2015,Sangamner,Rural,D.T,8981,,
Ahilyanagar,2015,Sangamner,Rural,DPT,25901,,
Ahilyanagar,2015,Sangamner,Rural,Measles,17782,,
Ahilyanagar,2015,Sangamner,Rural,Polio,29224,,
Ahilyanagar,2015,Sangamner,Rural,Tetanus 10 years,8107,,
Ahilyanagar,2015,Sangamner,Rural,Tetanus 16 years,8698,,
Ahilyanagar,2015,Sangamner,Rural,Tetanus Pregnant Women,14000,,
Ahilyanagar,2015,Sangamner,Total,BCG,8488,,
Ahilyanagar,2015,Sangamner,Total,D.T,10831,,
Ahilyanagar,2015,Sangamner,Total,DPT,27571,,
Ahilyanagar,2015,Sangamner,Total,Measles,19704,,
Ahilyanagar,2015,Sangamner,Total,Polio,30894,,
Ahilyanagar,2015,Sangamner,Total,Tetanus 10 years,9785,,
Ahilyanagar,2015,Sangamner,Total,Tetanus 16 years,10505,,
Ahilyanagar,2015,Sangamner,Total,Tetanus Pregnant Women,17151,,
Buldhana,2015,Sangrampur,Rural,BCG,2275,,
Buldhana,2015,Sangrampur,Rural,D.T,2644,,
Buldhana,2015,Sangrampur,Rural,DPT,2061,,
Buldhana,2015,Sangrampur,Rural,Measles,2505,,
Buldhana,2015,Sangrampur,Rural,Polio,2461,,
Buldhana,2015,Sangrampur,Total,BCG,2289,,
Buldhana,2015,Sangrampur,Total,D.T,2644,,
Buldhana,2015,Sangrampur,Total,DPT,2061,,
Buldhana,2015,Sangrampur,Total,Measles,2506,,
Buldhana,2015,Sangrampur,Total,Polio,2475,,
Satara,2015,Satara,Rural,BCG,4707,,
Satara,2015,Satara,Rural,D.T,5818,,
Satara,2015,Satara,Rural,DPT,4724,,
Satara,2015,Satara,Rural,Measles,5721,,
Satara,2015,Satara,Rural,Polio,5680,,
Satara,2015,Satara,Rural,Tetanus 10 years,5446,,
Satara,2015,Satara,Rural,Tetanus 16 years,5923,,
Satara,2015,Satara,Rural,Tetanus Pregnant Women,5950,,
Satara,2015,Satara,Total,BCG,12971,,
Satara,2015,Satara,Total,D.T,8768,,
Satara,2015,Satara,Total,DPT,7655,,
Satara,2015,Satara,Total,Measles,8361,,
Satara,2015,Satara,Total,Polio,8611,,
Satara,2015,Satara,Total,Tetanus 10 years,8152,,
Satara,2015,Satara,Total,Tetanus 16 years,8998,,
Satara,2015,Satara,Total,Tetanus Pregnant Women,8478,,
Chandrapur,2015,Savali,Rural,BCG,1253,,
Chandrapur,2015,Savali,Rural,D.T,1186,,
Chandrapur,2015,Savali,Rural,DPT,1517,,
Chandrapur,2015,Savali,Rural,Measles,1447,,
Chandrapur,2015,Savali,Rural,Polio,1517,,
Chandrapur,2015,Savali,Rural,Tetanus 10 years,1627,,
Chandrapur,2015,Savali,Rural,Tetanus 16 years,1733,,
Chandrapur,2015,Savali,Rural,Tetanus Pregnant Women,1574,,
Chandrapur,2015,Savali,Total,BCG,1253,,
Chandrapur,2015,Savali,Total,D.T,1186,,
Chandrapur,2015,Savali,Total,DPT,1517,,
Chandrapur,2015,Savali,Total,Measles,1447,,
Chandrapur,2015,Savali,Total,Polio,1517,,
Chandrapur,2015,Savali,Total,Tetanus 10 years,1627,,
Chandrapur,2015,Savali,Total,Tetanus 16 years,1733,,
Chandrapur,2015,Savali,Total,Tetanus Pregnant Women,1574,,
Sindhudurg,2015,Savantwadi,Rural,BCG,277,,
Sindhudurg,2015,Savantwadi,Rural,D.T,1173,,
Sindhudurg,2015,Savantwadi,Rural,DPT,932,,
Sindhudurg,2015,Savantwadi,Rural,Measles,1125,,
Sindhudurg,2015,Savantwadi,Rural,Polio,932,,
Sindhudurg,2015,Savantwadi,Rural,Tetanus 10 years,1369,,
Sindhudurg,2015,Savantwadi,Rural,Tetanus 16 years,1783,,
Sindhudurg,2015,Savantwadi,Rural,Tetanus Pregnant Women,1189,,
Sindhudurg,2015,Savantwadi,Total,BCG,2627,,
Sindhudurg,2015,Savantwadi,Total,D.T,1393,,
Sindhudurg,2015,Savantwadi,Total,DPT,1163,,
Sindhudurg,2015,Savantwadi,Total,Measles,1396,,
Sindhudurg,2015,Savantwadi,Total,Polio,1163,,
Sindhudurg,2015,Savantwadi,Total,Tetanus 10 years,1918,,
Sindhudurg,2015,Savantwadi,Total,Tetanus 16 years,2239,,
Sindhudurg,2015,Savantwadi,Total,Tetanus Pregnant Women,1442,,
Sindhudurg,2015,Savantwadi,Urban,BCG,2350,,
Sindhudurg,2015,Savantwadi,Urban,D.T,220,,
Sindhudurg,2015,Savantwadi,Urban,DPT,231,,
Sindhudurg,2015,Savantwadi,Urban,Measles,271,,
Sindhudurg,2015,Savantwadi,Urban,Polio,231,,
Sindhudurg,2015,Savantwadi,Urban,Tetanus 10 years,549,,
Sindhudurg,2015,Savantwadi,Urban,Tetanus 16 years,456,,
Sindhudurg,2015,Savantwadi,Urban,Tetanus Pregnant Women,253,,
Nagpur,2015,Sawner,Rural,BCG,1635,,
Nagpur,2015,Sawner,Rural,D.T,334,,
Nagpur,2015,Sawner,Rural,DPT,1830,,
Nagpur,2015,Sawner,Rural,Measles,2070,,
Nagpur,2015,Sawner,Rural,Polio,1830,,
Nagpur,2015,Sawner,Rural,Tetanus 10 years,1390,,
Nagpur,2015,Sawner,Rural,Tetanus 16 years,1445,,
Nagpur,2015,Sawner,Rural,Tetanus Pregnant Women,2189,,
Nagpur,2015,Sawner,Total,BCG,2335,,
Nagpur,2015,Sawner,Total,D.T,334,,
Nagpur,2015,Sawner,Total,DPT,2128,,
Nagpur,2015,Sawner,Total,Measles,2517,,
Nagpur,2015,Sawner,Total,Polio,2128,,
Nagpur,2015,Sawner,Total,Tetanus 10 years,2115,,
Nagpur,2015,Sawner,Total,Tetanus 16 years,1874,,
Nagpur,2015,Sawner,Total,Tetanus Pregnant Women,2511,,
Parbhani,2015,Selu,Rural,BCG,1920,,
Wardha,2015,Selu,Rural,BCG,728,,
Parbhani,2015,Selu,Rural,D.T,2075,,
Wardha,2015,Selu,Rural,D.T,1763,,
Parbhani,2015,Selu,Rural,DPT,2094,,
Wardha,2015,Selu,Rural,DPT,1744,,
Parbhani,2015,Selu,Rural,Measles,2242,,
Wardha,2015,Selu,Rural,Measles,1795,,
Parbhani,2015,Selu,Rural,Polio,2094,,
Wardha,2015,Selu,Rural,Polio,1744,,
Parbhani,2015,Selu,Rural,Tetanus 10 years,23412,,
Wardha,2015,Selu,Rural,Tetanus 10 years,2157,,
Parbhani,2015,Selu,Rural,Tetanus 16 years,2433,,
Wardha,2015,Selu,Rural,Tetanus 16 years,2204,,
Parbhani,2015,Selu,Rural,Tetanus Pregnant Women,2006,,
Wardha,2015,Selu,Rural,Tetanus Pregnant Women,1923,,
Parbhani,2015,Selu,Total,BCG,2540,,
Wardha,2015,Selu,Total,BCG,728,,
Parbhani,2015,Selu,Total,D.T,2163,,
Wardha,2015,Selu,Total,D.T,1763,,
Parbhani,2015,Selu,Total,DPT,2312,,
Wardha,2015,Selu,Total,DPT,1744,,
Parbhani,2015,Selu,Total,Measles,2455,,
Wardha,2015,Selu,Total,Measles,1795,,
Parbhani,2015,Selu,Total,Polio,2312,,
Wardha,2015,Selu,Total,Polio,1744,,
Parbhani,2015,Selu,Total,Tetanus 10 years,23427,,
Wardha,2015,Selu,Total,Tetanus 10 years,2157,,
Parbhani,2015,Selu,Total,Tetanus 16 years,2448,,
Wardha,2015,Selu,Total,Tetanus 16 years,2204,,
Parbhani,2015,Selu,Total,Tetanus Pregnant Women,2055,,
Wardha,2015,Selu,Total,Tetanus Pregnant Women,1923,,
Parbhani,2015,Selu,Urban,BCG,620,,
Parbhani,2015,Selu,Urban,D.T,88,,
Parbhani,2015,Selu,Urban,DPT,218,,
Parbhani,2015,Selu,Urban,Measles,213,,
Parbhani,2015,Selu,Urban,Polio,218,,
Parbhani,2015,Selu,Urban,Tetanus 10 years,15,,
Parbhani,2015,Selu,Urban,Tetanus 16 years,15,,
Parbhani,2015,Selu,Urban,Tetanus Pregnant Women,49,,
Hingoli,2015,Sengaon,Rural,BCG,3225,,
Hingoli,2015,Sengaon,Rural,D.T,3938,,
Hingoli,2015,Sengaon,Rural,DPT,4101,,
Hingoli,2015,Sengaon,Rural,Measles,4105,,
Hingoli,2015,Sengaon,Rural,Polio,4218,,
Hingoli,2015,Sengaon,Rural,Tetanus 10 years,4592,,
Hingoli,2015,Sengaon,Rural,Tetanus 16 years,4383,,
Hingoli,2015,Sengaon,Rural,Tetanus Pregnant Women,3850,,
Hingoli,2015,Sengaon,Total,BCG,3621,,
Hingoli,2015,Sengaon,Total,D.T,3942,,
Hingoli,2015,Sengaon,Total,DPT,4287,,
Hingoli,2015,Sengaon,Total,Measles,4328,,
Hingoli,2015,Sengaon,Total,Polio,4404,,
Hingoli,2015,Sengaon,Total,Tetanus 10 years,4649,,
Hingoli,2015,Sengaon,Total,Tetanus 16 years,4425,,
Hingoli,2015,Sengaon,Total,Tetanus Pregnant Women,4045,,
Hingoli,2015,Sengaon,Urban,BCG,396,,
Hingoli,2015,Sengaon,Urban,D.T,4,,
Hingoli,2015,Sengaon,Urban,DPT,186,,
Hingoli,2015,Sengaon,Urban,Measles,223,,
Hingoli,2015,Sengaon,Urban,Polio,186,,
Hingoli,2015,Sengaon,Urban,Tetanus 10 years,57,,
Hingoli,2015,Sengaon,Urban,Tetanus 16 years,42,,
Hingoli,2015,Sengaon,Urban,Tetanus Pregnant Women,195,,
Nandurbar,2015,Shahada,Rural,BCG,7480,,
Nandurbar,2015,Shahada,Rural,D.T,5399,,
Nandurbar,2015,Shahada,Rural,DPT,25005,,
Nandurbar,2015,Shahada,Rural,Measles,12843,,
Nandurbar,2015,Shahada,Rural,Polio,33773,,
Nandurbar,2015,Shahada,Rural,Tetanus 10 years,6735,,
Nandurbar,2015,Shahada,Rural,Tetanus 16 years,7214,,
Nandurbar,2015,Shahada,Rural,Tetanus Pregnant Women,12171,,
Nandurbar,2015,Shahada,Total,BCG,8916,,
Nandurbar,2015,Shahada,Total,D.T,5476,,
Nandurbar,2015,Shahada,Total,DPT,27753,,
Nandurbar,2015,Shahada,Total,Measles,14801,,
Nandurbar,2015,Shahada,Total,Polio,37721,,
Nandurbar,2015,Shahada,Total,Tetanus 10 years,6735,,
Nandurbar,2015,Shahada,Total,Tetanus 16 years,7214,,
Nandurbar,2015,Shahada,Total,Tetanus Pregnant Women,13292,,
Thane,2015,Shahapur,Rural,BCG,6446,,
Thane,2015,Shahapur,Rural,D.T,6422,,
Thane,2015,Shahapur,Rural,DPT,6105,,
Thane,2015,Shahapur,Rural,Measles,6313,,
Thane,2015,Shahapur,Rural,Polio,5885,,
Thane,2015,Shahapur,Rural,Tetanus 10 years,7614,,
Thane,2015,Shahapur,Rural,Tetanus 16 years,7127,,
Thane,2015,Shahapur,Rural,Tetanus Pregnant Women,6515,,
