District,Year,Taluka,Type,Male,Female,Children
Latur,2021,Latur,Outpatient,822400,,
Latur,2021,Renapur,Outpatient,150200,,
Latur,2021,Ahamadpur,Outpatient,248700,,
Latur,2021,Jalkot,Outpatient,114600,,
Latur,2021,Chakur,Outpatient,161000,,
Latur,2021,Shirur-Anantpal,Outpatient,104400,,
Latur,2021,Aosa,Outpatient,287800,,
Latur,2021,Nilanga,Outpatient,299200,,
Latur,2021,Devani,Outpatient,101300,,
Latur,2021,Udgir,Outpatient,214300,,
Mumbai Suburban,2016,Adheri,Outpatient,77062900,67951800,37401100
Mumbai Suburban,2016,Borivali,Outpatient,29696300,29396000,14313900
Mumbai Suburban,2016,Kurla,Outpatient,153021700,167025800,107520000
Mumbai Suburban,2017,Adheri,Outpatient,94430600,94965000,29405200
Mumbai Suburban,2017,Borivali,Outpatient,35638500,40577100,19563500
Mumbai Suburban,2017,Kurla,Outpatient,138545500,143770300,83853600
Mumbai Suburban,2018,Adheri,Outpatient,907400,934100,307300
Mumbai Suburban,2018,Borivali,Outpatient,363600,410700,203500
Mumbai Suburban,2018,Kurla,Outpatient,1309500,1395900,781900
Mumbai Suburban,2019,Adheri,Outpatient,721100,675800,302900
Mumbai Suburban,2019,Borivali,Outpatient,669200,687800,338100
Mumbai Suburban,2019,Kurla,Outpatient,1331900,1401400,766000
Mumbai Suburban,2020,Adheri,Outpatient,504500,552200,264200
Mumbai Suburban,2020,Borivali,Outpatient,630600,597100,208100
Mumbai Suburban,2020,Kurla,Outpatient,1117200,1173000,484700
Mumbai Suburban,2021,Adheri,Outpatient,525000,496200,156700
Mumbai Suburban,2021,Borivali,Outpatient,245700,278900,71700
Mumbai Suburban,2021,Kurla,Outpatient,277300,278600,85700
Mumbai,2013,Mumbai City,Outpatient,116351700,104208700,67645600
Mumbai,2014,Mumbai City,Outpatient,436181100,,
Mumbai,2015,Mumbai City,Outpatient,188893300,185984300,191174000
Mumbai,2016,Mumbai City,Outpatient,180224700,165075600,170619400
Mumbai,2017,Mumbai City,Outpatient,187577200,167918900,184891000
Mumbai,2018,Mumbai City,Outpatient,2023904,1949929,1781694
Mumbai,2019,Mumbai City,Outpatient,1419475,2860249,1379639
Mumbai,2020,Mumbai City,Outpatient,1212003,948258,1411860
Mumbai,2021,Mumbai City,Outpatient,1903235,1667328,644427
Nagpur,2012,Narkhed,Outpatient,4880000,5125300,1557300
Nagpur,2012,Katol,Outpatient,5094200,4964400,2869600
Nagpur,2012,Kalameshwar,Outpatient,6080700,6819600,3621000
Nagpur,2012,Sawner,Outpatient,3884600,3952100,1446700
Nagpur,2012,Parashivani,Outpatient,3799800,4938400,2187000
Nagpur,2012,Ramtech,Outpatient,6249900,7331900,3191700
Nagpur,2012,Mauda,Outpatient,1954700,2165500,964400
Nagpur,2012,Kamathi,Outpatient,7082900,5485200,4192200
Nagpur,2012,Nagpur (Gra),Outpatient,1954700,2165500,1840000
Nagpur,2012,Nagpur (Sh),Outpatient,60369400,85068500,24602800
Nagpur,2012,Hingana,Outpatient,5159500,6129700,3190700
Nagpur,2012,Umred,Outpatient,5682300,6834900,2898300
Nagpur,2012,Kuhi,Outpatient,4024000,4520700,2520500
Nagpur,2012,Bhiwapur,Outpatient,2960600,4542800,1094900
Nagpur,2013,Narkhed,Outpatient,5356100,4652500,2489800
Nagpur,2013,Katol,Outpatient,3217900,3743700,3315400
Nagpur,2013,Kalameshwar,Outpatient,4467600,5261700,4756500
Nagpur,2013,Sawner,Outpatient,3196900,3526100,2866400
Nagpur,2013,Parashivani,Outpatient,3461700,3978900,3743300
Nagpur,2013,Ramtech,Outpatient,4345800,5334100,4628900
Nagpur,2013,Mauda,Outpatient,1922500,2068700,1825700
Nagpur,2013,Kamathi,Outpatient,4216900,6037600,4177300
Nagpur,2013,Nagpur (Gra),Outpatient,1496200,3397100,1738800
Nagpur,2013,Nagpur (Sh),Outpatient,60482100,101603500,32323300
Nagpur,2013,Hingana,Outpatient,4399200,4607700,5314700
Nagpur,2013,Umred,Outpatient,3776000,4875400,3443900
Nagpur,2013,Kuhi,Outpatient,3501200,3718000,3854900
Nagpur,2013,Bhiwapur,Outpatient,2978700,3385900,2154900
Nagpur,2014,Narkhed,Outpatient,6105100,6694700,2722100
Nagpur,2014,Katol,Outpatient,5214500,5339600,3031900
Nagpur,2014,Kalameshwar,Outpatient,6879400,6854400,3986600
Nagpur,2014,Sawner,Outpatient,5217400,5000700,3065400
Nagpur,2014,Parashivani,Outpatient,5778200,5898100,3491400
Nagpur,2014,Ramtech,Outpatient,7122100,7662900,3753500
Nagpur,2014,Mauda,Outpatient,3762900,3679000,2232500
Nagpur,2014,Kamathi,Outpatient,3324200,3625000,2058900
Nagpur,2014,Nagpur (Gra),Outpatient,1761500,1531200,987800
Nagpur,2014,Nagpur (Sh),Outpatient,73800400,78858700,32738300
Nagpur,2014,Hingana,Outpatient,7316300,7701200,4286100
Nagpur,2014,Umred,Outpatient,7064600,5992000,4215900
Nagpur,2014,Kuhi,Outpatient,7528400,5708000,2699600
Nagpur,2014,Bhiwapur,Outpatient,4174800,4756300,3582400
Nagpur,2015,Narkhed,Outpatient,62400,71800,36900
Nagpur,2015,Katol,Outpatient,52400,56500,31700
Nagpur,2015,Kalameshwar,Outpatient,76600,93100,48200
Nagpur,2015,Sawner,Outpatient,57700,61200,23800
Nagpur,2015,Parashivani,Outpatient,67400,74000,26700
Nagpur,2015,Ramtech,Outpatient,87900,80800,43800
Nagpur,2015,Mauda,Outpatient,43900,46600,18100
Nagpur,2015,Kamathi,Outpatient,76900,68100,41300
Nagpur,2015,Nagpur (Gra),Outpatient,20400,20700,8200
Nagpur,2015,Nagpur (Sh),Outpatient,586400,793900,304800
Nagpur,2015,Hingana,Outpatient,73300,84000,41800
Nagpur,2015,Umred,Outpatient,73700,80000,45900
Nagpur,2015,Kuhi,Outpatient,68200,72400,38000
Nagpur,2015,Bhiwapur,Outpatient,45400,43700,26800
Nagpur,2016,Narkhed,Outpatient,77000,76200,2800
Nagpur,2016,Katol,Outpatient,71100,63200,7700
Nagpur,2016,Kalameshwar,Outpatient,80500,84500,16200
Nagpur,2016,Sawner,Outpatient,71100,64600,0
Nagpur,2016,Parashivani,Outpatient,75200,72700,6400
Nagpur,2016,Ramtech,Outpatient,128300,111000,24400
Nagpur,2016,Mauda,Outpatient,54600,59800,0
Nagpur,2016,Kamathi,Outpatient,76300,80900,35900
Nagpur,2016,Nagpur (Gra),Outpatient,24500,22900,0
Nagpur,2016,Nagpur (Sh),Outpatient,821500,1021400,281300
Nagpur,2016,Hingana,Outpatient,87200,80700,16600
Nagpur,2016,Umred,Outpatient,80500,78300,19800
Nagpur,2016,Kuhi,Outpatient,77100,82600,11000
Nagpur,2016,Bhiwapur,Outpatient,57200,54000,19300
Nagpur,2017,Narkhed,Outpatient,70000,84700,33400
Nagpur,2017,Katol,Outpatient,78500,90400,36300
Nagpur,2017,Kalameshwar,Outpatient,96500,120300,70000
Nagpur,2017,Sawner,Outpatient,77300,99400,44200
Nagpur,2017,Parashivani,Outpatient,76900,97300,42500
Nagpur,2017,Ramtech,Outpatient,112000,139900,66800
Nagpur,2017,Mauda,Outpatient,45100,58000,25800
Nagpur,2017,Kamathi,Outpatient,129700,160700,80500
Nagpur,2017,Nagpur (Gra),Outpatient,19100,24500,10900
Nagpur,2017,Nagpur (Sh),Outpatient,978800,1332400,402800
Nagpur,2017,Hingana,Outpatient,93000,114800,72400
Nagpur,2017,Umred,Outpatient,98100,123300,69100
Nagpur,2017,Kuhi,Outpatient,87700,111300,48700
Nagpur,2017,Bhiwapur,Outpatient,62300,74000,48100
Nagpur,2018,Narkhed,Outpatient,86100,85400,40800
Nagpur,2018,Katol,Outpatient,82600,105200,38500
Nagpur,2018,Kalameshwar,Outpatient,104400,121000,68000
Nagpur,2018,Sawner,Outpatient,75000,99000,45000
Nagpur,2018,Parashivani,Outpatient,84000,96300,48500
Nagpur,2018,Ramtech,Outpatient,107500,123000,64000
Nagpur,2018,Mauda,Outpatient,46500,61000,23000
Nagpur,2018,Kamathi,Outpatient,130100,163000,81000
Nagpur,2018,Nagpur (Gra),Outpatient,18500,25000,11000
Nagpur,2018,Nagpur (Sh),Outpatient,101000,1355000,404500
Nagpur,2018,Hingana,Outpatient,94300,113200,73300
Nagpur,2018,Umred,Outpatient,99000,125300,69500
Nagpur,2018,Kuhi,Outpatient,89000,115000,48500
Nagpur,2018,Bhiwapur,Outpatient,63000,75000,48500
Nagpur,2019,Narkhed,Outpatient,90500,103500,22800
Nagpur,2019,Katol,Outpatient,100400,96400,21800
Nagpur,2019,Kalameshwar,Outpatient,85700,109800,23500
Nagpur,2019,Sawner,Outpatient,81000,80600,28100
Nagpur,2019,Parashivani,Outpatient,77900,108600,39500
Nagpur,2019,Ramtech,Outpatient,109600,159200,39500
Nagpur,2019,Mauda,Outpatient,58800,58100,37200
Nagpur,2019,Kamathi,Outpatient,93900,142700,46200
Nagpur,2019,Nagpur (Gra),Outpatient,10300,12600,6900
Nagpur,2019,Nagpur (Sh),Outpatient,966900,1307800,392600
Nagpur,2019,Hingana,Outpatient,88000,128000,61000
Nagpur,2019,Umred,Outpatient,122500,164400,50900
Nagpur,2019,Kuhi,Outpatient,91700,120200,39300
Nagpur,2019,Bhiwapur,Outpatient,81200,101800,19800
Nagpur,2020,Narkhed,Outpatient,61100,52200,17200
Nagpur,2020,Katol,Outpatient,52200,45900,15100
Nagpur,2020,Kalameshwar,Outpatient,76100,66600,21900
Nagpur,2020,Sawner,Outpatient,70100,39400,13500
Nagpur,2020,Parashivani,Outpatient,72800,54300,18100
Nagpur,2020,Ramtech,Outpatient,86500,82900,27100
Nagpur,2020,Mauda,Outpatient,67800,51400,17100
Nagpur,2020,Kamathi,Outpatient,111600,105200,34400
Nagpur,2020,Nagpur (Gra),Outpatient,30900,17300,6000
Nagpur,2020,Nagpur (Sh),Outpatient,584600,588100,113600
Nagpur,2020,Hingana,Outpatient,82700,69800,23000
Nagpur,2020,Umred,Outpatient,118900,107000,35100
Nagpur,2020,Kuhi,Outpatient,64100,53100,17600
Nagpur,2020,Bhiwapur,Outpatient,55200,52400,17100
Nagpur,2021,Narkhed,Outpatient,99200,76400,26000
Nagpur,2021,Katol,Outpatient,76800,66100,21300
Nagpur,2021,Kalameshwar,Outpatient,87200,71300,24600
Nagpur,2021,Sawner,Outpatient,103800,58300,20000
Nagpur,2021,Parashivani,Outpatient,95400,73300,24500
Nagpur,2021,Ramtech,Outpatient,109100,100400,31300
Nagpur,2021,Mauda,Outpatient,97900,68200,21900
Nagpur,2021,Kamathi,Outpatient,169500,160100,52400
Nagpur,2021,Nagpur (Gra),Outpatient,45600,25600,8800
Nagpur,2021,Nagpur (Sh),Outpatient,584600,588100,113600
Nagpur,2021,Hingana,Outpatient,100300,90400,26900
Nagpur,2021,Umred,Outpatient,149900,128400,40500
Nagpur,2021,Kuhi,Outpatient,99400,82000,24000
Nagpur,2021,Bhiwapur,Outpatient,70800,62700,20000
Nanded,2014,Mahur,Outpatient,800,1700,1100
Nanded,2014,Kinvat,Outpatient,2500,3400,4400
Nanded,2014,Himalay Nagar,Outpatient,700,1000,700
Nanded,2014,Hadgaon,Outpatient,2300,3000,2100
Nanded,2014,Andhrapur,Outpatient,500,1800,600
Nanded,2014,Nanded,Outpatient,1700,2800,900
Nanded,2014,Mudkhed,Outpatient,400,500,700
Nanded,2014,Bhokar,Outpatient,900,1300,1100
Nanded,2014,Umari,Outpatient,400,800,100
Nanded,2014,Dharmabad,Outpatient,300,700,200
Nanded,2014,Biloli,Outpatient,1900,3000,1400
Nanded,2014,Naygaon,Outpatient,1200,2100,1700
Nanded,2014,Loha,Outpatient,1400,2400,1700
Nanded,2014,Kandhar,Outpatient,1600,2100,3000
Nanded,2014,Mukhed,Outpatient,2800,4800,9700
Nanded,2014,Deglur,Outpatient,700,1100,1200
Nanded,2015,Mahur,Outpatient,800,1600,1300
Nanded,2015,Kinvat,Outpatient,2600,3500,5600
Nanded,2015,Himalay Nagar,Outpatient,8000,900,600
Nanded,2015,Hadgaon,Outpatient,2500,3400,2000
Nanded,2015,Andhrapur,Outpatient,900,1500,800
Nanded,2015,Nanded,Outpatient,1900,3000,1500
Nanded,2015,Mudkhed,Outpatient,500,600,700
Nanded,2015,Bhokar,Outpatient,1000,1300,900
Nanded,2015,Umari,Outpatient,600,1000,200
Nanded,2015,Dharmabad,Outpatient,400,600,300
Nanded,2015,Biloli,Outpatient,1900,3000,1500
Nanded,2015,Naygaon,Outpatient,1300,2100,1600
Nanded,2015,Loha,Outpatient,1100,3000,1500
Nanded,2015,Kandhar,Outpatient,1400,2000,2200
Nanded,2015,Mukhed,Outpatient,2200,7900,8700
Nanded,2015,Deglur,Outpatient,700,1800,1500
Nanded,2016,Mahur,Outpatient,1200,6000,200
Nanded,2016,Kinvat,Outpatient,4300,2900,3400
Nanded,2016,Himalay Nagar,Outpatient,1600,800,700
Nanded,2016,Hadgaon,Outpatient,2800,1700,500
Nanded,2016,Andhrapur,Outpatient,1600,400,300
Nanded,2016,Nanded,Outpatient,2300,1300,400
Nanded,2016,Mudkhed,Outpatient,400,200,1300
Nanded,2016,Bhokar,Outpatient,1400,1100,600
Nanded,2016,Umari,Outpatient,700,100,200
Nanded,2016,Dharmabad,Outpatient,500,200,300
Nanded,2016,Biloli,Outpatient,2800,1900,900
Nanded,2016,Naygaon,Outpatient,2200,900,200
Nanded,2016,Loha,Outpatient,2900,2100,1000
Nanded,2016,Kandhar,Outpatient,2500,1700,2600
Nanded,2016,Mukhed,Outpatient,3800,3200,900
Nanded,2016,Deglur,Outpatient,1200,500,400
Nanded,2017,Mahur,Outpatient,1600,1900,700
Nanded,2017,Kinvat,Outpatient,2700,4500,2800
Nanded,2017,Himalay Nagar,Outpatient,1000,1600,1400
Nanded,2017,Hadgaon,Outpatient,1300,3400,1000
Nanded,2017,Andhrapur,Outpatient,300,1700,200
Nanded,2017,Nanded,Outpatient,1000,2400,200
Nanded,2017,Mudkhed,Outpatient,400,1000,100
Nanded,2017,Bhokar,Outpatient,600,1200,300
Nanded,2017,Umari,Outpatient,2000,700,100
Nanded,2017,Dharmabad,Outpatient,2200,400,700
Nanded,2017,Biloli,Outpatient,2000,3400,1000
Nanded,2017,Naygaon,Outpatient,1000,2000,800
Nanded,2017,Loha,Outpatient,2400,4500,1900
Nanded,2017,Kandhar,Outpatient,7600,1600,7500
Nanded,2017,Mukhed,Outpatient,1500,2700,900
Nanded,2017,Deglur,Outpatient,800,1400,100
Nanded,2018,Mahur,Outpatient,48500,61200,12200
Nanded,2018,Kinvat,Outpatient,143000,178700,35700
Nanded,2018,Himalay Nagar,Outpatient,28300,35000,7000
Nanded,2018,Hadgaon,Outpatient,88200,10200,22000
Nanded,2018,Andhrapur,Outpatient,19600,24500,4900
Nanded,2018,Nanded,Outpatient,282500,353100,70600
Nanded,2018,Mudkhed,Outpatient,49500,62000,12400
Nanded,2018,Bhokar,Outpatient,52600,65400,13500
Nanded,2018,Umari,Outpatient,42200,52700,10500
Nanded,2018,Dharmabad,Outpatient,35800,44800,9000
Nanded,2018,Biloli,Outpatient,62800,78500,1600
Nanded,2018,Naygaon,Outpatient,57000,71300,14300
Nanded,2018,Loha,Outpatient,62500,78200,15600
Nanded,2018,Kandhar,Outpatient,65800,82200,16400
Nanded,2018,Mukhed,Outpatient,103000,128800,25800
Nanded,2018,Deglur,Outpatient,60500,75600,15100
Nanded,2019,Mahur,Outpatient,60900,47400,13500
Nanded,2019,Kinvat,Outpatient,178700,139000,39700
Nanded,2019,Himalay Nagar,Outpatient,35100,27300,7800
Nanded,2019,Hadgaon,Outpatient,110200,85700,24500
Nanded,2019,Andhrapur,Outpatient,24500,19100,5400
Nanded,2019,Nanded,Outpatient,353100,274700,78500
Nanded,2019,Mudkhed,Outpatient,62000,48200,13800
Nanded,2019,Bhokar,Outpatient,65700,51100,14600
Nanded,2019,Umari,Outpatient,52700,41000,11700
Nanded,2019,Dharmabad,Outpatient,44800,34800,10000
Nanded,2019,Biloli,Outpatient,78500,61100,17500
Nanded,2019,Naygaon,Outpatient,71300,55400,15800
Nanded,2019,Loha,Outpatient,78200,60800,17400
Nanded,2019,Kandhar,Outpatient,82300,64000,18300
Nanded,2019,Mukhed,Outpatient,128800,100200,28600
Nanded,2019,Deglur,Outpatient,75600,58800,16800
Nanded,2020,Mahur,Outpatient,54600,39700,5000
Nanded,2020,Kinvat,Outpatient,137300,99900,12500
Nanded,2020,Himalay Nagar,Outpatient,37000,26900,3400
Nanded,2020,Hadgaon,Outpatient,89600,65100,8100
Nanded,2020,Andhrapur,Outpatient,34600,25200,3100
Nanded,2020,Nanded,Outpatient,290400,211100,26400
Nanded,2020,Mudkhed,Outpatient,54800,39900,5000
Nanded,2020,Bhokar,Outpatient,65800,47900,6000
Nanded,2020,Umari,Outpatient,28800,20900,2600
Nanded,2020,Dharmabad,Outpatient,37300,27100,3400
Nanded,2020,Biloli,Outpatient,56400,41000,5100
Nanded,2020,Naygaon,Outpatient,65300,47500,5900
Nanded,2020,Loha,Outpatient,88900,64700,8100
Nanded,2020,Kandhar,Outpatient,103900,75600,9400
Nanded,2020,Mukhed,Outpatient,75500,54900,6900
Nanded,2020,Deglur,Outpatient,62400,45400,5700
Nanded,2021,Mahur,Outpatient,106400,106400,106400
Nanded,2021,Kinvat,Outpatient,325600,325600,325600
Nanded,2021,Himalay Nagar,Outpatient,97400,97400,97400
Nanded,2021,Hadgaon,Outpatient,207600,207600,207600
Nanded,2021,Andhrapur,Outpatient,65700,65700,65700
Nanded,2021,Nanded,Outpatient,528900,528900,528900
Nanded,2021,Mudkhed,Outpatient,100300,100300,100300
Nanded,2021,Bhokar,Outpatient,113100,113100,113100
Nanded,2021,Umari,Outpatient,49700,49700,49700
Nanded,2021,Dharmabad,Outpatient,81800,81800,81800
Nanded,2021,Biloli,Outpatient,149300,149300,149300
Nanded,2021,Naygaon,Outpatient,140300,140300,140300
Nanded,2021,Loha,Outpatient,171400,171400,171400
Nanded,2021,Kandhar,Outpatient,215900,215900,215900
Nanded,2021,Mukhed,Outpatient,192400,192400,192400
Nanded,2021,Deglur,Outpatient,136200,136200,136200
Nandurbar,2012,Akkalkuva,Outpatient,233900,668000,346300
Nandurbar,2012,Akrani,Outpatient,1365800,1085200,820800
Nandurbar,2012,Taloda,Outpatient,1128600,1192700,604900
Nandurbar,2012,Shahada,Outpatient,430100,376300,170000
Nandurbar,2012,Nandurbar,Outpatient,3302300,3235400,1613100
Nandurbar,2012,Navapur,Outpatient,777800,1167400,526600
Nandurbar,2013,Akkalkuva,Outpatient,3416400,2050000,1366500
Nandurbar,2013,Akrani,Outpatient,850300,510200,340200
Nandurbar,2013,Taloda,Outpatient,1849100,1109500,739700
Nandurbar,2013,Shahada,Outpatient,2817600,1690600,1127100
Nandurbar,2013,Nandurbar,Outpatient,5075300,3045200,2030200
Nandurbar,2013,Navapur,Outpatient,4457600,2674600,1783100
Nandurbar,2014,Akkalkuva,Outpatient,8305800,2540600,816300
Nandurbar,2014,Akrani,Outpatient,1965300,3571700,416700
Nandurbar,2014,Taloda,Outpatient,5693500,1969400,576700
Nandurbar,2014,Shahada,Outpatient,8793700,2911700,819400
Nandurbar,2014,Nandurbar,Outpatient,9716500,5121800,116800
Nandurbar,2014,Navapur,Outpatient,4417400,4669100,683900
Nandurbar,2015,Akkalkuva,Outpatient,4373800,4658400,702000
Nandurbar,2015,Akrani,Outpatient,2495300,2657800,423200
Nandurbar,2015,Taloda,Outpatient,1866000,1986200,307100
Nandurbar,2015,Shahada,Outpatient,3392800,3615200,555300
Nandurbar,2015,Nandurbar,Outpatient,7862000,8383200,1232400
Nandurbar,2015,Navapur,Outpatient,5263500,5611600,826800
Nandurbar,2016,Akkalkuva,Outpatient,2822900,4614300,691400
Nandurbar,2016,Akrani,Outpatient,1388700,2252700,464000
Nandurbar,2016,Taloda,Outpatient,1241100,2021300,480100
Nandurbar,2016,Shahada,Outpatient,2176900,3519200,742300
Nandurbar,2016,Nandurbar,Outpatient,5404900,5410600,1497100
Nandurbar,2016,Navapur,Outpatient,3382800,4922900,734100
Nandurbar,2017,Akkalkuva,Outpatient,3158500,3410600,322900
Nandurbar,2017,Akrani,Outpatient,2386400,2433400,506600
Nandurbar,2017,Taloda,Outpatient,857700,1368800,231200
Nandurbar,2017,Shahada,Outpatient,3968900,4802400,2798200
Nandurbar,2017,Nandurbar,Outpatient,4041700,3423100,1476900
Nandurbar,2017,Navapur,Outpatient,1503200,1665200,834800
Nandurbar,2018,Akkalkuva,Outpatient,1938800,3904100,1008600
Nandurbar,2018,Akrani,Outpatient,2525800,3054600,501400
Nandurbar,2018,Taloda,Outpatient,1034800,1732700,892800
Nandurbar,2018,Shahada,Outpatient,2109900,2538700,1812100
Nandurbar,2018,Nandurbar,Outpatient,5485900,7305200,4128600
Nandurbar,2018,Navapur,Outpatient,1218200,1593500,991300
Nandurbar,2019,Akkalkuva,Outpatient,2207300,3453000,2680200
Nandurbar,2019,Akrani,Outpatient,2609200,3248000,2928600
Nandurbar,2019,Taloda,Outpatient,1227300,2310900,1522600
Nandurbar,2019,Shahada,Outpatient,2369200,3918200,2713700
Nandurbar,2019,Nandurbar,Outpatient,1730500,4391900,2011500
Nandurbar,2019,Navapur,Outpatient,1494500,3390300,1942900
Nandurbar,2020,Akkalkuva,Outpatient,8210900,10176600,7862800
Nandurbar,2020,Akrani,Outpatient,7968000,8666300,7882400
Nandurbar,2020,Taloda,Outpatient,3745900,3827000,3039000
Nandurbar,2020,Shahada,Outpatient,10793400,11034000,10039400
Nandurbar,2020,Nandurbar,Outpatient,10762500,11638400,10436100
Nandurbar,2020,Navapur,Outpatient,6907500,8030500,7173700
Nandurbar,2021,Akkalkuva,Outpatient,7079600,7819300,5919400
Nandurbar,2021,Akrani,Outpatient,6142400,6221900,5748000
Nandurbar,2021,Taloda,Outpatient,4099600,3677100,3137300
Nandurbar,2021,Shahada,Outpatient,10096100,9607600,9007500
Nandurbar,2021,Nandurbar,Outpatient,11274400,11551000,10698100
Nandurbar,2021,Navapur,Outpatient,6971900,7221000,6800700
Nashik,2012,Surgana,Outpatient,4753400,5662000,17782800
Nashik,2012,Kalwan,Outpatient,4840500,5289900,14935200
Nashik,2012,Devala,Outpatient,2415000,2157200,7281700
Nashik,2012,Baglan,Outpatient,5547400,5642600,16672400
Nashik,2012,Malegaon,Outpatient,11686400,11437800,32008800
Nashik,2012,Nandgaon,Outpatient,4609800,4345100,12228600
Nashik,2012,Chandwad,Outpatient,3481900,4677900,12375200
Nashik,2012,Dindori,Outpatient,5148000,5816300,16781500
Nashik,2012,Peth,Outpatient,3538300,3550800,13087600
Nashik,2012,Trimbak,Outpatient,3404600,3591900,10840500
Nashik,2012,Nashik,Outpatient,28182100,35221100,27114200
Nashik,2012,Igatpuri,Outpatient,4553400,5895000,15710600
Nashik,2012,Sinner,Outpatient,2766400,3341700,9353100
Nashik,2012,Nifad,Outpatient,5310100,5729600,17053100
Nashik,2012,Yewala,Outpatient,5214600,5475500,15102400
Nashik,2013,Surgana,Outpatient,4753400,5662000,17782800
Nashik,2013,Kalwan,Outpatient,4840500,5289900,14935200
Nashik,2013,Devala,Outpatient,2415000,2157200,7281700
Nashik,2013,Baglan,Outpatient,5547400,5642600,16672400
Nashik,2013,Malegaon,Outpatient,11686400,11437800,32008800
Nashik,2013,Nandgaon,Outpatient,4609800,4345100,12228600
Nashik,2013,Chandwad,Outpatient,3481900,4677900,12375200
Nashik,2013,Dindori,Outpatient,5148000,5816300,16781500
Nashik,2013,Peth,Outpatient,3538300,3550800,13087600
Nashik,2013,Trimbak,Outpatient,3404600,3591900,10840500
Nashik,2013,Nashik,Outpatient,28182100,35221100,27114200
Nashik,2013,Igatpuri,Outpatient,4553400,5895000,15710600
Nashik,2013,Sinner,Outpatient,2766400,3341700,9353100
Nashik,2013,Nifad,Outpatient,5310100,5729600,17053100
Nashik,2013,Yewala,Outpatient,5214600,5475500,15102400
Nashik,2014,Surgana,Outpatient,12428300,10684300,24102200
Nashik,2014,Kalwan,Outpatient,9331100,8272900,18502000
Nashik,2014,Devala,Outpatient,4690700,4908200,9680000
Nashik,2014,Baglan,Outpatient,12015000,11457400,25412000
Nashik,2014,Malegaon,Outpatient,24348200,24944300,38481000
Nashik,2014,Nandgaon,Outpatient,8372100,7869900,16522000
Nashik,2014,Chandwad,Outpatient,6710500,5790400,12755000
Nashik,2014,Dindori,Outpatient,11805200,11041900,23050000
Nashik,2014,Peth,Outpatient,8524600,7373000,16060500
Nashik,2014,Trimbak,Outpatient,7478100,7013600,14531700
Nashik,2014,Nashik,Outpatient,18603900,16373700,35195600
Nashik,2014,Igatpuri,Outpatient,10189600,9276500,19584200
Nashik,2014,Sinner,Outpatient,6109200,5007600,11348700
Nashik,2014,Nifad,Outpatient,11238100,10868600,22389100
Nashik,2014,Yewala,Outpatient,8760800,8508400,17564500
Nashik,2015,Surgana,Outpatient,9870900,12385100,1058700
Nashik,2015,Kalwan,Outpatient,9286800,10782500,695400
Nashik,2015,Devala,Outpatient,5388800,5378900,976900
Nashik,2015,Baglan,Outpatient,10362600,11480400,1790600
Nashik,2015,Malegaon,Outpatient,18023700,20555500,940500
Nashik,2015,Nandgaon,Outpatient,7077500,8749700,439900
Nashik,2015,Chandwad,Outpatient,6200500,7218200,748300
Nashik,2015,Dindori,Outpatient,12586800,12767000,1455600
Nashik,2015,Peth,Outpatient,8337300,9186900,410100
Nashik,2015,Trimbak,Outpatient,8311300,9834100,563500
Nashik,2015,Nashik,Outpatient,45686700,56332500,963800
Nashik,2015,Igatpuri,Outpatient,9333200,10434000,887400
Nashik,2015,Sinner,Outpatient,5909300,7622700,1843700
Nashik,2015,Nifad,Outpatient,11358700,12495900,1052500
Nashik,2015,Yewala,Outpatient,8052900,9880500,782800
Nashik,2016,Surgana,Outpatient,12429300,14086500,1104800
Nashik,2016,Kalwan,Outpatient,14228200,17645000,1723500
Nashik,2016,Devala,Outpatient,6128600,8426800,766100
Nashik,2016,Baglan,Outpatient,13492100,17025700,1606200
Nashik,2016,Malegaon,Outpatient,17528400,22261900,2816300
Nashik,2016,Nandgaon,Outpatient,8675600,10635400,706600
Nashik,2016,Chandwad,Outpatient,6874700,9054500,838400
Nashik,2016,Dindori,Outpatient,14605900,16553400,1298300
Nashik,2016,Peth,Outpatient,8872200,10327300,464100
Nashik,2016,Trimbak,Outpatient,11790200,13494600,346000
Nashik,2016,Nashik,Outpatient,54501000,71277400,1027100
Nashik,2016,Igatpuri,Outpatient,10121900,12956000,1312200
Nashik,2016,Sinner,Outpatient,7875900,9516500,1082600
Nashik,2016,Nifad,Outpatient,12489300,14760100,854400
Nashik,2016,Yewala,Outpatient,9003800,11267500,904200
Nashik,2017,Surgana,Outpatient,3169300,2371500,1604500
Nashik,2017,Kalwan,Outpatient,4131300,4133700,2089000
Nashik,2017,Devala,Outpatient,1392700,913400,1724600
Nashik,2017,Baglan,Outpatient,2252200,2004900,6662200
Nashik,2017,Malegaon,Outpatient,22112300,17309500,8933000
Nashik,2017,Nandgaon,Outpatient,2383200,2173900,686100
Nashik,2017,Chandwad,Outpatient,3214600,2545000,882300
Nashik,2017,Dindori,Outpatient,4107700,3967700,2346800
Nashik,2017,Peth,Outpatient,4432700,12959200,937700
Nashik,2017,Trimbak,Outpatient,3165400,2917300,1129400
Nashik,2017,Nashik,Outpatient,27879300,38770600,4329500
Nashik,2017,Igatpuri,Outpatient,3306900,5144400,2331200
Nashik,2017,Sinner,Outpatient,2863100,4014800,1976600
Nashik,2017,Nifad,Outpatient,6537900,6467500,2264100
Nashik,2017,Yewala,Outpatient,1922400,2373900,1273800
