District,Year,Taluka,Type,Male,Female,Children
Palghar,2017,Vikramgad,Inpatient,1000,3400,1800
Palghar,2017,Javhar,Inpatient,6300,11100,11300
Palghar,2017,Mokhada,Inpatient,3000,4900,3500
Palghar,2017,Wada,Inpatient,4100,6400,5400
Palghar,2017,Palghar,Inpatient,8400,15100,7200
Palghar,2017,Vasai,Inpatient,4500,16000,7600
Palghar,2018,Talasari,Inpatient,1300,4500,2800
Palghar,2018,Dahanu,Inpatient,4400,14200,7200
Palghar,2018,Vikramgad,Inpatient,2000,5500,2500
Palghar,2018,Javhar,Inpatient,6000,11300,11100
Palghar,2018,Mokhada,Inpatient,2700,4900,3500
Palghar,2018,Wada,Inpatient,2700,6200,3500
Palghar,2018,Palghar,Inpatient,4700,13000,4700
Palghar,2018,Vasai,Inpatient,4100,21500,2800
Palghar,2019,Talasari,Inpatient,1700,3000,1700
Palghar,2019,Dahanu,Inpatient,7500,13400,2800
Palghar,2019,Vikramgad,Inpatient,2900,7800,1400
Palghar,2019,Javhar,Inpatient,9000,10200,5800
Palghar,2019,Mokhada,Inpatient,2000,4900,2200
Palghar,2019,Wada,Inpatient,1900,5500,2300
Palghar,2019,Palghar,Inpatient,5200,14500,3500
Palghar,2019,Vasai,Inpatient,700,2200,600
Palghar,2020,Talasari,Inpatient,1007,2527,2515
Palghar,2020,Dahanu,Inpatient,4084,9464,6783
Palghar,2020,Vikramgad,Inpatient,1044,3980,2940
Palghar,2020,Javhar,Inpatient,4192,5076,5487
Palghar,2020,Mokhada,Inpatient,1579,2515,1660
Palghar,2020,Wada,Inpatient,2624,3317,2541
Palghar,2020,Palghar,Inpatient,3559,4308,3658
Palghar,2020,Vasai,Inpatient,871,7560,7886
Palghar,2021,Talasari,Inpatient,487,3132,1791
Palghar,2021,Dahanu,Inpatient,2762,12389,5552
Palghar,2021,Vikramgad,Inpatient,1169,4505,2059
Palghar,2021,Javhar,Inpatient,4470,8954,6151
Palghar,2021,Mokhada,Inpatient,1911,3529,2174
Palghar,2021,Wada,Inpatient,2104,4356,2053
Palghar,2021,Palghar,Inpatient,2358,7146,2184
Palghar,2021,Vasai,Inpatient,3210,10226,2865
Parbhani,2013,Selu,Inpatient,2513,2009,1190
Parbhani,2013,Jintur,Inpatient,1366,2563,750
Parbhani,2013,Parbhani,Inpatient,2396,3817,1083
Parbhani,2013,Manvat,Inpatient,166,453,23
Parbhani,2013,Pathari,Inpatient,775,1211,320
Parbhani,2013,Sonpeth,Inpatient,4240,5298,4042
Parbhani,2013,Gangakhed,Inpatient,1827,2177,780
Parbhani,2013,Palam,Inpatient,283,572,118
Parbhani,2013,Purna,Inpatient,980,1210,383
Parbhani,2014,Selu,Inpatient,53,94,1190
Parbhani,2014,Jintur,Inpatient,1304,1917,750
Parbhani,2014,Parbhani,Inpatient,1573,3121,1083
Parbhani,2014,Manvat,Inpatient,215,834,23
Parbhani,2014,Pathari,Inpatient,1012,2237,320
Parbhani,2014,Sonpeth,Inpatient,21,56,4042
Parbhani,2014,Gangakhed,Inpatient,1129,1234,780
Parbhani,2014,Palam,Inpatient,107,800,118
Parbhani,2014,Purna,Inpatient,1348,1210,383
Parbhani,2015,Selu,Inpatient,436,425,196
Parbhani,2015,Jintur,Inpatient,3118,5063,1373
Parbhani,2015,Parbhani,Inpatient,1972,2634,1066
Parbhani,2015,Manvat,Inpatient,1217,2146,429
Parbhani,2015,Pathari,Inpatient,1873,2150,1429
Parbhani,2015,Sonpeth,Inpatient,945,1894,173
Parbhani,2015,Gangakhed,Inpatient,2726,2975,1862
Parbhani,2015,Palam,Inpatient,1511,1711,890
Parbhani,2015,Purna,Inpatient,2739,3091,1769
Parbhani,2016,Selu,Inpatient,26621,32536,4109
Parbhani,2016,Jintur,Inpatient,60708,74198,5182
Parbhani,2016,Parbhani,Inpatient,189984,232202,44204
Parbhani,2016,Manvat,Inpatient,20124,24597,12158
Parbhani,2016,Pathari,Inpatient,37547,45890,18594
Parbhani,2016,Sonpeth,Inpatient,21726,26291,3462
Parbhani,2016,Gangakhed,Inpatient,40270,49218,21498
Parbhani,2016,Palam,Inpatient,22464,27457,3452
Parbhani,2016,Purna,Inpatient,24443,29875,3782
Parbhani,2017,Selu,Inpatient,3308,5916,2355
Parbhani,2017,Jintur,Inpatient,3513,6127,1587
Parbhani,2017,Parbhani,Inpatient,18317,35036,19753
Parbhani,2017,Manvat,Inpatient,1562,2821,1672
Parbhani,2017,Pathari,Inpatient,863,1020,636
Parbhani,2017,Sonpeth,Inpatient,773,1262,411
Parbhani,2017,Gangakhed,Inpatient,2563,4777,1556
Parbhani,2017,Palam,Inpatient,1483,1826,2049
Parbhani,2017,Purna,Inpatient,991,2072,538
Parbhani,2018,Selu,Inpatient,3825,8274,2477
Parbhani,2018,Jintur,Inpatient,4290,8153,4183
Parbhani,2018,Parbhani,Inpatient,17972,18779,9824
Parbhani,2018,Manvat,Inpatient,2719,4636,1591
Parbhani,2018,Pathari,Inpatient,1208,2711,779
Parbhani,2018,Sonpeth,Inpatient,1120,2804,247
Parbhani,2018,Gangakhed,Inpatient,3776,7345,3282
Parbhani,2018,Palam,Inpatient,2251,2984,2031
Parbhani,2018,Purna,Inpatient,1393,3518,413
Parbhani,2019,Selu,Inpatient,788,964,687
Parbhani,2019,Jintur,Inpatient,984,1963,418
Parbhani,2019,Parbhani,Inpatient,1399,2088,658
Parbhani,2019,Manvat,Inpatient,341,614,80
Parbhani,2019,Pathari,Inpatient,690,246,891
Parbhani,2019,Sonpeth,Inpatient,1121,1566,171
Parbhani,2019,Gangakhed,Inpatient,1526,1811,1041
Parbhani,2019,Palam,Inpatient,413,380,110
Parbhani,2019,Purna,Inpatient,1046,2279,613
Parbhani,2020,Selu,Inpatient,1141,5102,2031
Parbhani,2020,Jintur,Inpatient,3793,5572,2742
Parbhani,2020,Parbhani,Inpatient,8228,17908,12605
Parbhani,2020,Manvat,Inpatient,1611,1894,472
Parbhani,2020,Pathari,Inpatient,540,1556,1134
Parbhani,2020,Sonpeth,Inpatient,841,1159,209
Parbhani,2020,Gangakhed,Inpatient,1887,2767,845
Parbhani,2020,Palam,Inpatient,978,1189,1226
Parbhani,2020,Purna,Inpatient,691,1217,91
Parbhani,2021,Selu,Inpatient,1738,3722,1769
Parbhani,2021,Jintur,Inpatient,3837,5003,3054
Parbhani,2021,Parbhani,Inpatient,13526,20958,14050
Parbhani,2021,Manvat,Inpatient,937,944,484
Parbhani,2021,Pathari,Inpatient,629,1187,829
Parbhani,2021,Sonpeth,Inpatient,1129,677,451
Parbhani,2021,Gangakhed,Inpatient,2267,2876,971
Parbhani,2021,Palam,Inpatient,884,1498,326
Parbhani,2021,Purna,Inpatient,1706,1651,136
Pune,2011,Junnar,Inpatient,1500,3000,700
Pune,2011,Aambegaon,Inpatient,1000,4100,1600
Pune,2011,Shirur,Inpatient,800,1100,1500
Pune,2011,Khed,Inpatient,1400,2000,1500
Pune,2011,Maval,Inpatient,4500,4000,1400
Pune,2011,Mulashi,Inpatient,1000,1000,500
Pune,2011,Haveli,Inpatient,18700,74200,6700
Pune,2011,Pune City,Inpatient,465000,323600,214700
Pune,2011,Daund,Inpatient,1600,1900,1100
Pune,2011,Purandar,Inpatient,700,1500,300
Pune,2011,Welhe,Inpatient,900,1100,200
Pune,2011,Bhor,Inpatient,900,2600,900
Pune,2011,Baramati,Inpatient,2100,2700,2100
Pune,2011,Indapur,Inpatient,1700,3100,800
Pune,2012,Junnar,Inpatient,7500,6900,1900
Pune,2012,Aambegaon,Inpatient,6800,6900,2600
Pune,2012,Shirur,Inpatient,4700,4000,800
Pune,2012,Khed,Inpatient,4700,5200,1400
Pune,2012,Maval,Inpatient,6700,5000,900
Pune,2012,Mulashi,Inpatient,1900,3100,6900
Pune,2012,Haveli,Inpatient,28900,37400,9800
Pune,2012,Pune City,Inpatient,471400,290100,509100
Pune,2012,Daund,Inpatient,5900,8200,4400
Pune,2012,Purandar,Inpatient,6000,8300,4400
Pune,2012,Welhe,Inpatient,4800,4300,4300
Pune,2012,Bhor,Inpatient,2800,3400,1500
Pune,2012,Baramati,Inpatient,5900,7100,6900
Pune,2012,Indapur,Inpatient,5200,7200,1100
Pune,2013,Junnar,Inpatient,125700,206800,51900
Pune,2013,Aambegaon,Inpatient,303400,650200,279200
Pune,2013,Shirur,Inpatient,3423500,2793900,688500
Pune,2013,Khed,Inpatient,118200,251700,68000
Pune,2013,Maval,Inpatient,209900,346000,166600
Pune,2013,Mulashi,Inpatient,64400,119800,55100
Pune,2013,Haveli,Inpatient,957500,1008200,486900
Pune,2013,Pune City,Inpatient,175700,330500,72400
Pune,2013,Daund,Inpatient,151500,353000,107200
Pune,2013,Purandar,Inpatient,68500,108300,38500
Pune,2013,Welhe,Inpatient,50600,82800,40000
Pune,2013,Bhor,Inpatient,149800,288300,113500
Pune,2013,Baramati,Inpatient,280900,454000,196800
Pune,2013,Indapur,Inpatient,322100,433100,226500
Pune,2014,Junnar,Inpatient,767000,1513900,246700
Pune,2014,Aambegaon,Inpatient,532900,1272300,386100
Pune,2014,Shirur,Inpatient,386600,768400,130900
Pune,2014,Khed,Inpatient,553000,990800,404100
Pune,2014,Maval,Inpatient,447100,838700,457100
Pune,2014,Mulashi,Inpatient,270100,413100,148100
Pune,2014,Haveli,Inpatient,982100,1986800,689700
Pune,2014,Pune City,Inpatient,13268600,13351900,6508500
Pune,2014,Daund,Inpatient,585000,1003300,410400
Pune,2014,Purandar,Inpatient,372700,681900,176100
Pune,2014,Welhe,Inpatient,155700,195200,94900
Pune,2014,Bhor,Inpatient,253900,541200,120200
Pune,2014,Baramati,Inpatient,915900,1372600,439400
Pune,2014,Indapur,Inpatient,605900,905900,356600
Pune,2015,Junnar,Inpatient,9500,19300,2800
Pune,2015,Aambegaon,Inpatient,6800,13700,4100
Pune,2015,Shirur,Inpatient,4700,9700,2200
Pune,2015,Khed,Inpatient,11800,12600,5400
Pune,2015,Maval,Inpatient,2500,5400,1900
Pune,2015,Mulashi,Inpatient,3200,5100,2400
Pune,2015,Haveli,Inpatient,27300,52800,16500
Pune,2015,Pune City,Inpatient,185200,301000,162000
Pune,2015,Daund,Inpatient,7400,12700,5700
Pune,2015,Purandar,Inpatient,2900,6200,1300
Pune,2015,Welhe,Inpatient,1300,1800,800
Pune,2015,Bhor,Inpatient,2700,5500,1800
Pune,2015,Baramati,Inpatient,7800,14700,4900
Pune,2015,Indapur,Inpatient,5500,8600,2800
Pune,2016,Junnar,Inpatient,8300,17200,3500
Pune,2016,Aambegaon,Inpatient,5200,12300,3800
Pune,2016,Shirur,Inpatient,4500,9800,2500
Pune,2016,Khed,Inpatient,6000,9300,2800
Pune,2016,Maval,Inpatient,2100,5700,2300
Pune,2016,Mulashi,Inpatient,1800,4000,1000
Pune,2016,Haveli,Inpatient,31100,54000,19100
Pune,2016,Pune City,Inpatient,176800,205800,80600
Pune,2016,Daund,Inpatient,5300,8900,4200
Pune,2016,Purandar,Inpatient,2400,5000,1400
Pune,2016,Welhe,Inpatient,700,1600,400
Pune,2016,Bhor,Inpatient,3100,5200,1600
Pune,2016,Baramati,Inpatient,5400,12300,5100
Pune,2016,Indapur,Inpatient,6000,9100,2700
Pune,2017,Junnar,Inpatient,6900,14700,3300
Pune,2017,Aambegaon,Inpatient,6800,14600,4500
Pune,2017,Shirur,Inpatient,3800,8400,2200
Pune,2017,Khed,Inpatient,4200,8500,2700
Pune,2017,Maval,Inpatient,2500,5100,2500
Pune,2017,Mulashi,Inpatient,1600,3600,1400
Pune,2017,Haveli,Inpatient,31600,50300,21300
Pune,2017,Pune City,Inpatient,187400,211800,148900
Pune,2017,Daund,Inpatient,3100,8900,2400
Pune,2017,Purandar,Inpatient,3000,4800,1000
Pune,2017,Welhe,Inpatient,900,1400,600
Pune,2017,Bhor,Inpatient,3700,5500,1500
Pune,2017,Baramati,Inpatient,8700,20300,6400
Pune,2017,Indapur,Inpatient,5800,9800,3100
Pune,2018,Junnar,Inpatient,6300,13300,3300
Pune,2018,Aambegaon,Inpatient,9600,21700,4900
Pune,2018,Shirur,Inpatient,4466,9100,1200
Pune,2018,Khed,Inpatient,4100,8700,2500
Pune,2018,Maval,Inpatient,2700,5100,2600
Pune,2018,Mulashi,Inpatient,1000,3000,900
Pune,2018,Haveli,Inpatient,28600,49200,14000
Pune,2018,Pune City,Inpatient,202800,255400,153400
Pune,2018,Daund,Inpatient,3700,9000,2900
Pune,2018,Purandar,Inpatient,2600,4300,800
Pune,2018,Welhe,Inpatient,1400,2400,900
Pune,2018,Bhor,Inpatient,3100,4500,1400
Pune,2018,Baramati,Inpatient,18100,49800,9000
Pune,2018,Indapur,Inpatient,7100,11000,2900
Pune,2019,Junnar,Inpatient,6800,13800,2600
Pune,2019,Aambegaon,Inpatient,6200,15700,3600
Pune,2019,Shirur,Inpatient,4734,9300,1300
Pune,2019,Khed,Inpatient,4800,9100,1900
Pune,2019,Maval,Inpatient,3100,5900,2700
Pune,2019,Mulashi,Inpatient,1300,3100,700
Pune,2019,Haveli,Inpatient,27800,51400,16800
Pune,2019,Pune City,Inpatient,208100,245400,158300
Pune,2019,Daund,Inpatient,4300,9500,2500
Pune,2019,Purandar,Inpatient,2500,4300,700
Pune,2019,Welhe,Inpatient,1400,2600,700
Pune,2019,Bhor,Inpatient,6300,7800,1100
Pune,2019,Baramati,Inpatient,17300,45900,9300
Pune,2019,Indapur,Inpatient,7000,10100,2900
Pune,2020,Junnar,Inpatient,491000,1172700,304300
Pune,2020,Aambegaon,Inpatient,761100,1516700,341200
Pune,2020,Shirur,Inpatient,322300,604400,104600
Pune,2020,Khed,Inpatient,477700,824400,161100
Pune,2020,Maval,Inpatient,491600,722300,184600
Pune,2020,Mulashi,Inpatient,93800,169300,57500
Pune,2020,Haveli,Inpatient,2979900,3527400,2018600
Pune,2020,Pune City,Inpatient,15403300,19009400,12616100
Pune,2020,Daund,Inpatient,610800,1117600,160100
Pune,2020,Purandar,Inpatient,273300,397400,56900
Pune,2020,Welhe,Inpatient,106200,147400,43800
Pune,2020,Bhor,Inpatient,484400,633500,79000
Pune,2020,Baramati,Inpatient,2260000,5489600,739700
Pune,2020,Indapur,Inpatient,695700,1002600,216500
Pune,2021,Junnar,Inpatient,182100,642000,130800
Pune,2021,Aambegaon,Inpatient,117900,346400,48600
Pune,2021,Shirur,Inpatient,227200,461500,57900
Pune,2021,Khed,Inpatient,123100,274500,72500
Pune,2021,Maval,Inpatient,45000,123800,73700
Pune,2021,Mulashi,Inpatient,218700,245700,16500
Pune,2021,Haveli,Inpatient,108400,699200,155300
Pune,2021,Pune City,Inpatient,178200,230000,132600
Pune,2021,Daund,Inpatient,58500,161000,57000
Pune,2021,Purandar,Inpatient,34500,159600,27700
Pune,2021,Welhe,Inpatient,17700,32600,10800
Pune,2021,Bhor,Inpatient,45700,98400,45300
Pune,2021,Baramati,Inpatient,105300,196100,48400
Pune,2021,Indapur,Inpatient,89100,131100,21400
Raigad,2012,Uran,Inpatient,1400,1100,300
Raigad,2012,Panwel,Inpatient,1400,1300,200
Raigad,2012,Karjat,Inpatient,3900,3600,1000
Raigad,2012,Khalapur,Inpatient,200,200,0
Raigad,2012,Pen,Inpatient,2900,3200,1100
Raigad,2012,Alibag,Inpatient,9600,8500,1800
Raigad,2012,Murud,Inpatient,500,500,100
Raigad,2012,Roha,Inpatient,1500,2600,300
Raigad,2012,Sudhagad,Inpatient,0,100,0
Raigad,2012,Mangaon,Inpatient,5200,2500,1500
Raigad,2012,Tala,Inpatient,0,0,0
Raigad,2012,Shreevardhan,Inpatient,700,600,100
Raigad,2012,Mhasala,Inpatient,300,1000,100
Raigad,2012,Mahad,Inpatient,4000,3200,1300
Raigad,2012,Poladpur,Inpatient,1000,800,200
Raigad,2013,Uran,Inpatient,1600,1400,400
Raigad,2013,Panwel,Inpatient,1400,1300,300
Raigad,2013,Karjat,Inpatient,4200,3800,1000
Raigad,2013,Khalapur,Inpatient,800,1200,200
Raigad,2013,Pen,Inpatient,3500,3700,900
Raigad,2013,Alibag,Inpatient,9800,9100,1900
Raigad,2013,Murud,Inpatient,700,700,200
Raigad,2013,Roha,Inpatient,1600,2600,300
Raigad,2013,Sudhagad,Inpatient,0,100,0
Raigad,2013,Mangaon,Inpatient,5300,4700,1500
Raigad,2013,Tala,Inpatient,0,100,0
Raigad,2013,Shreevardhan,Inpatient,2000,1700,500
Raigad,2013,Mhasala,Inpatient,400,1000,100
Raigad,2013,Mahad,Inpatient,3400,2700,1200
Raigad,2013,Poladpur,Inpatient,1000,800,200
Raigad,2014,Uran,Inpatient,1700,1500,510
Raigad,2014,Panwel,Inpatient,2000,1700,460
Raigad,2014,Karjat,Inpatient,4300,4200,1100
Raigad,2014,Khalapur,Inpatient,800,1200,190
Raigad,2014,Pen,Inpatient,3600,4000,1100
Raigad,2014,Alibag,Inpatient,10600,10300,2200
Raigad,2014,Murud,Inpatient,800,790,210
Raigad,2014,Roha,Inpatient,1700,2700,360
Raigad,2014,Sudhagad,Inpatient,0,70,0
Raigad,2014,Mangaon,Inpatient,6000,5200,1600
Raigad,2014,Tala,Inpatient,100,70,20
Raigad,2014,Shreevardhan,Inpatient,2100,530,24700
Raigad,2014,Mhasala,Inpatient,400,1000,120
Raigad,2014,Mahad,Inpatient,3600,3000,1300
Raigad,2014,Poladpur,Inpatient,1200,1000,300
Raigad,2015,Uran,Inpatient,1300,3600,2000
Raigad,2015,Panwel,Inpatient,1300,2800,1100
Raigad,2015,Karjat,Inpatient,7800,10800,4300
Raigad,2015,Khalapur,Inpatient,5800,8700,2600
Raigad,2015,Pen,Inpatient,3900,6900,3900
Raigad,2015,Alibag,Inpatient,13000,17300,6700
Raigad,2015,Murud,Inpatient,1400,1900,800
Raigad,2015,Roha,Inpatient,2100,4200,600
Raigad,2015,Sudhagad,Inpatient,40,60,60
Raigad,2015,Mangaon,Inpatient,3800,9300,3900
Raigad,2015,Tala,Inpatient,300,400,50
Raigad,2015,Shreevardhan,Inpatient,2200,2800,1800
Raigad,2015,Mhasala,Inpatient,100,400,10
Raigad,2015,Mahad,Inpatient,4500,8200,3500
Raigad,2015,Poladpur,Inpatient,1300,1900,800
Raigad,2016,Uran,Inpatient,900,1800,800
Raigad,2016,Panwel,Inpatient,1200,2300,1700
Raigad,2016,Karjat,Inpatient,2600,5300,900
Raigad,2016,Khalapur,Inpatient,2500,5400,1400
Raigad,2016,Pen,Inpatient,2600,4700,2300
Raigad,2016,Alibag,Inpatient,7700,11000,800
Raigad,2016,Murud,Inpatient,700,900,500
Raigad,2016,Roha,Inpatient,2200,2900,400
Raigad,2016,Sudhagad,Inpatient,20,60,30
Raigad,2016,Mangaon,Inpatient,2400,5600,1500
Raigad,2016,Tala,Inpatient,300,400,20
Raigad,2016,Shreevardhan,Inpatient,800,2300,1200
Raigad,2016,Mhasala,Inpatient,300,600,200
Raigad,2016,Mahad,Inpatient,3500,5300,2600
Raigad,2016,Poladpur,Inpatient,600,1000,500
Raigad,2017,Uran,Inpatient,1200,2500,1100
Raigad,2017,Panwel,Inpatient,2000,3000,1400
Raigad,2017,Karjat,Inpatient,4600,7900,4000
Raigad,2017,Khalapur,Inpatient,3400,6600,1100
Raigad,2017,Pen,Inpatient,4100,7400,3500
Raigad,2017,Alibag,Inpatient,14000,80400,15900
Raigad,2017,Murud,Inpatient,1500,2300,1100
Raigad,2017,Roha,Inpatient,3300,5600,600
Raigad,2017,Sudhagad,Inpatient,400,400,200
Raigad,2017,Mangaon,Inpatient,3000,7200,2600
Raigad,2017,Tala,Inpatient,200,200,50
Raigad,2017,Shreevardhan,Inpatient,1100,3200,1400
Raigad,2017,Mhasala,Inpatient,200,300,50
Raigad,2017,Mahad,Inpatient,2900,5700,1400
Raigad,2017,Poladpur,Inpatient,1900,2500,900
Raigad,2018,Uran,Inpatient,900,1900,700
Raigad,2018,Panwel,Inpatient,1100,4300,1900
Raigad,2018,Karjat,Inpatient,4500,4900,4200
Raigad,2018,Khalapur,Inpatient,2700,2700,400
Raigad,2018,Pen,Inpatient,3200,6900,3000
Raigad,2018,Alibag,Inpatient,14000,21300,12200
Raigad,2018,Murud,Inpatient,1500,2100,800
Raigad,2018,Roha,Inpatient,3000,4900,900
Raigad,2018,Sudhagad,Inpatient,100,100,100
Raigad,2018,Mangaon,Inpatient,3600,8300,2900
Raigad,2018,Tala,Inpatient,1200,1500,50
Raigad,2018,Shreevardhan,Inpatient,100,3200,1300
Raigad,2018,Mhasala,Inpatient,3300,100,50
Raigad,2018,Mahad,Inpatient,3300,6400,1600
Raigad,2018,Poladpur,Inpatient,1400,2100,900
Raigad,2019,Uran,Inpatient,900,4200,500
Raigad,2019,Panwel,Inpatient,2100,3400,1100
Raigad,2019,Karjat,Inpatient,5200,8200,5200
Raigad,2019,Khalapur,Inpatient,3100,4100,600
Raigad,2019,Pen,Inpatient,3500,7300,3600
Raigad,2019,Alibag,Inpatient,25900,24400,16200
Raigad,2019,Murud,Inpatient,700,800,300
Raigad,2019,Roha,Inpatient,2000,3300,600
Raigad,2019,Sudhagad,Inpatient,0,0,0
Raigad,2019,Mangaon,Inpatient,5700,1100,5400
Raigad,2019,Tala,Inpatient,200,200,100
Raigad,2019,Shreevardhan,Inpatient,1000,3100,1500
Raigad,2019,Mhasala,Inpatient,500,700,200
Raigad,2019,Mahad,Inpatient,5500,7100,2000
Raigad,2019,Poladpur,Inpatient,1700,2500,1000
Raigad,2020,Uran,Inpatient,300,1100,400
Raigad,2020,Panwel,Inpatient,3900,4000,1000
Raigad,2020,Karjat,Inpatient,3800,5600,3800
Raigad,2020,Khalapur,Inpatient,1800,2600,500
Raigad,2020,Pen,Inpatient,3000,2600,2000
Raigad,2020,Alibag,Inpatient,22000,17800,8800
Raigad,2020,Murud,Inpatient,500,500,200
Raigad,2020,Roha,Inpatient,2200,3300,500
Raigad,2020,Sudhagad,Inpatient,100,200,0
Raigad,2020,Mangaon,Inpatient,4400,7700,2800
Raigad,2020,Tala,Inpatient,200,200,100
Raigad,2020,Shreevardhan,Inpatient,1000,2800,1500
Raigad,2020,Mhasala,Inpatient,500,1200,18400
Raigad,2020,Mahad,Inpatient,2200,4100,1500
Raigad,2020,Poladpur,Inpatient,1200,1700,1000
Raigad,2021,Uran,Inpatient,100,200,600
Raigad,2021,Panwel,Inpatient,300,600,5600
Raigad,2021,Karjat,Inpatient,500,1000,5900
Raigad,2021,Khalapur,Inpatient,100,200,2700
Raigad,2021,Pen,Inpatient,200,500,3700
Raigad,2021,Alibag,Inpatient,2900,6500,22600
Raigad,2021,Murud,Inpatient,0,100,600
Raigad,2021,Roha,Inpatient,200,300,4900
Raigad,2021,Sudhagad,Inpatient,0,100,200
Raigad,2021,Mangaon,Inpatient,800,1100,5800
Raigad,2021,Tala,Inpatient,100,200,200
Raigad,2021,Shreevardhan,Inpatient,400,700,3100
Raigad,2021,Mhasala,Inpatient,100,200,1700
Raigad,2021,Mahad,Inpatient,300,700,5900
Raigad,2021,Poladpur,Inpatient,200,500,1200
Ratnagiri,2012,Mandangad,Inpatient,900,1800,300
Ratnagiri,2012,Dapoli,Inpatient,1500,4000,1700
Ratnagiri,2012,Khed,Inpatient,2700,4500,700
Ratnagiri,2012,Chiplun,Inpatient,1800,2700,700
Ratnagiri,2012,Guhagar,Inpatient,800,2100,500
Ratnagiri,2012,Ratnagiri,Inpatient,12100,14400,19500
Ratnagiri,2012,Sangameshwar,Inpatient,2600,5800,1500
Ratnagiri,2012,Lanja,Inpatient,1600,3500,600
Ratnagiri,2012,Rajapur,Inpatient,2200,4000,1700
Ratnagiri,2013,Mandangad,Inpatient,0,200,0
Ratnagiri,2013,Dapoli,Inpatient,1100,1900,100
Ratnagiri,2013,Khed,Inpatient,3100,4300,1000
Ratnagiri,2013,Chiplun,Inpatient,900,1500,300
Ratnagiri,2013,Guhagar,Inpatient,500,1400,200
Ratnagiri,2013,Ratnagiri,Inpatient,1200,3800,100
Ratnagiri,2013,Sangameshwar,Inpatient,1900,3400,200
Ratnagiri,2013,Lanja,Inpatient,3100,5500,800
Ratnagiri,2013,Rajapur,Inpatient,1700,3500,100
Ratnagiri,2014,Mandangad,Inpatient,100,200,0
Ratnagiri,2014,Dapoli,Inpatient,600,1100,200
Ratnagiri,2014,Khed,Inpatient,1500,3100,500
Ratnagiri,2014,Chiplun,Inpatient,700,1400,200
Ratnagiri,2014,Guhagar,Inpatient,300,600,100
Ratnagiri,2014,Ratnagiri,Inpatient,1300,2600,500
Ratnagiri,2014,Sangameshwar,Inpatient,2100,4100,700
Ratnagiri,2014,Lanja,Inpatient,900,1900,300
Ratnagiri,2014,Rajapur,Inpatient,1900,3700,600
Ratnagiri,2015,Mandangad,Inpatient,600,600,100
Ratnagiri,2015,Dapoli,Inpatient,1300,900,600
Ratnagiri,2015,Khed,Inpatient,3300,1700,1200
Ratnagiri,2015,Chiplun,Inpatient,1900,2000,600
Ratnagiri,2015,Guhagar,Inpatient,1000,900,300
Ratnagiri,2015,Ratnagiri,Inpatient,3000,2300,300
Ratnagiri,2015,Sangameshwar,Inpatient,6800,3600,900
Ratnagiri,2015,Lanja,Inpatient,2000,1600,200
Ratnagiri,2015,Rajapur,Inpatient,2700,2700,1000
Ratnagiri,2016,Mandangad,Inpatient,900,1100,400
Ratnagiri,2016,Dapoli,Inpatient,1500,1800,600
Ratnagiri,2016,Khed,Inpatient,2300,2700,1000
Ratnagiri,2016,Chiplun,Inpatient,2900,3500,1200
Ratnagiri,2016,Guhagar,Inpatient,1200,1400,500
Ratnagiri,2016,Ratnagiri,Inpatient,2200,2700,900
Ratnagiri,2016,Sangameshwar,Inpatient,5000,6100,2100
Ratnagiri,2016,Lanja,Inpatient,1600,1900,700
Ratnagiri,2016,Rajapur,Inpatient,2200,2700,900
Ratnagiri,2017,Mandangad,Inpatient,1100,1800,500
Ratnagiri,2017,Dapoli,Inpatient,1700,2100,800
Ratnagiri,2017,Khed,Inpatient,2000,3100,900
Ratnagiri,2017,Chiplun,Inpatient,2400,3400,1800
Ratnagiri,2017,Guhagar,Inpatient,1600,1400,700
Ratnagiri,2017,Ratnagiri,Inpatient,2300,2400,1300
Ratnagiri,2017,Sangameshwar,Inpatient,5900,5900,2900
Ratnagiri,2017,Lanja,Inpatient,1400,1400,800
Ratnagiri,2017,Rajapur,Inpatient,2600,3600,1300
Ratnagiri,2018,Mandangad,Inpatient,1400,2500,400
Ratnagiri,2018,Dapoli,Inpatient,2900,6100,1700
Ratnagiri,2018,Khed,Inpatient,4900,7500,1100
Ratnagiri,2018,Chiplun,Inpatient,3900,6100,1000
Ratnagiri,2018,Guhagar,Inpatient,1400,3600,700
Ratnagiri,2018,Ratnagiri,Inpatient,5100,9500,1600
Ratnagiri,2018,Sangameshwar,Inpatient,22400,27200,15500
Ratnagiri,2018,Lanja,Inpatient,2000,4200,600
Ratnagiri,2018,Rajapur,Inpatient,3200,5500,800
Ratnagiri,2019,Mandangad,Inpatient,1600,3000,400
Ratnagiri,2019,Dapoli,Inpatient,3200,5200,1500
Ratnagiri,2019,Khed,Inpatient,4700,6500,1500
Ratnagiri,2019,Chiplun,Inpatient,3700,5800,1200
Ratnagiri,2019,Guhagar,Inpatient,1100,2600,700
Ratnagiri,2019,Ratnagiri,Inpatient,12900,17400,8000
Ratnagiri,2019,Sangameshwar,Inpatient,6300,11700,1400
Ratnagiri,2019,Lanja,Inpatient,1800,3800,400
Ratnagiri,2019,Rajapur,Inpatient,3100,5800,800
Ratnagiri,2020,Mandangad,Inpatient,,,
Ratnagiri,2020,Dapoli,Inpatient,,,
Ratnagiri,2020,Khed,Inpatient,,,
Ratnagiri,2020,Chiplun,Inpatient,,,
Ratnagiri,2020,Guhagar,Inpatient,,,
