District,Year,Select Cause,Number
Sangli,2016,Pneumonia,5
Sangli,2016,Diarrhea,0
Sangli,2016,Fever,0
Sangli,2016,Measles,0
Sangli,2016,Low Birth Weight,17
Satara,2016,Sepsis,4
Satara,2016,Asphyxia,9
Satara,2016,Pneumonia,4
Satara,2016,Diarrhea,0
Satara,2016,Fever,0
Satara,2016,Measles,0
Satara,2016,Low Birth Weight,36
Sindhudurg,2016,Sepsis,0
Sindhudurg,2016,Asphyxia,24
Sindhudurg,2016,Pneumonia,0
Sindhudurg,2016,Diarrhea,0
Sindhudurg,2016,Fever,0
Sindhudurg,2016,Measles,0
Sindhudurg,2016,Low Birth Weight,8
Solapur,2016,Sepsis,0
Solapur,2016,Asphyxia,5
Solapur,2016,Pneumonia,2
Solapur,2016,Diarrhea,0
Solapur,2016,Fever,0
Solapur,2016,Measles,0
Solapur,2016,Low Birth Weight,20
Thane,2016,Sepsis,8
Thane,2016,Asphyxia,11
Thane,2016,Pneumonia,5
Thane,2016,Diarrhea,0
Thane,2016,Fever,0
Thane,2016,Measles,0
Thane,2016,Low Birth Weight,36
Wardha,2016,Sepsis,2
Wardha,2016,Asphyxia,11
Wardha,2016,Pneumonia,5
Wardha,2016,Diarrhea,0
Wardha,2016,Fever,0
Wardha,2016,Measles,0
Wardha,2016,Low Birth Weight,26
Washim,2016,Sepsis,7
Washim,2016,Asphyxia,17
Washim,2016,Pneumonia,3
Washim,2016,Diarrhea,0
Washim,2016,Fever,0
Washim,2016,Measles,0
Washim,2016,Low Birth Weight,45
Yavatmal,2016,Sepsis,5
Yavatmal,2016,Asphyxia,6
Yavatmal,2016,Pneumonia,5
Yavatmal,2016,Diarrhea,0
Yavatmal,2016,Fever,0
Yavatmal,2016,Measles,0
Yavatmal,2016,Low Birth Weight,26
Ahilyanagar,2015,Sepsis,4
Ahilyanagar,2015,Asphyxia,12
Ahilyanagar,2015,Pneumonia,2
Ahilyanagar,2015,Diarrhea,0
Ahilyanagar,2015,Fever,0
Ahilyanagar,2015,Measles,0
Ahilyanagar,2015,Low Birth Weight,31
Akola,2015,Sepsis,17
Akola,2015,Asphyxia,17
Akola,2015,Pneumonia,1
Akola,2015,Diarrhea,0
Akola,2015,Fever,0
Akola,2015,Measles,0
Akola,2015,Low Birth Weight,33
Amravati,2015,Sepsis,3
Amravati,2015,Asphyxia,14
Amravati,2015,Pneumonia,7
Amravati,2015,Diarrhea,0
Amravati,2015,Fever,0
Amravati,2015,Measles,0
Amravati,2015,Low Birth Weight,25
Beed,2015,Sepsis,4
Beed,2015,Asphyxia,22
Beed,2015,Pneumonia,2
Beed,2015,Diarrhea,0
Beed,2015,Fever,0
Beed,2015,Measles,0
Beed,2015,Low Birth Weight,45
Bhandara,2015,Sepsis,7
Bhandara,2015,Asphyxia,11
Bhandara,2015,Pneumonia,5
Bhandara,2015,Diarrhea,0
Bhandara,2015,Fever,0
Bhandara,2015,Measles,0
Bhandara,2015,Low Birth Weight,41
Buldhana,2015,Sepsis,6
Buldhana,2015,Asphyxia,12
Buldhana,2015,Pneumonia,6
Buldhana,2015,Diarrhea,0
Buldhana,2015,Fever,0
Buldhana,2015,Measles,0
Buldhana,2015,Low Birth Weight,37
Chandrapur,2015,Sepsis,13
Chandrapur,2015,Asphyxia,24
Chandrapur,2015,Pneumonia,5
Chandrapur,2015,Diarrhea,0
Chandrapur,2015,Fever,0
Chandrapur,2015,Measles,0
Chandrapur,2015,Low Birth Weight,11
Chh. Sambhaji Nagar,2015,Sepsis,2
Chh. Sambhaji Nagar,2015,Asphyxia,10
Chh. Sambhaji Nagar,2015,Pneumonia,3
Chh. Sambhaji Nagar,2015,Diarrhea,0
Chh. Sambhaji Nagar,2015,Fever,0
Chh. Sambhaji Nagar,2015,Measles,0
Chh. Sambhaji Nagar,2015,Low Birth Weight,19
Dharashiv,2015,Sepsis,6
Dharashiv,2015,Asphyxia,13
Dharashiv,2015,Pneumonia,0
Dharashiv,2015,Diarrhea,0
Dharashiv,2015,Fever,0
Dharashiv,2015,Measles,0
Dharashiv,2015,Low Birth Weight,39
Dhule,2015,Sepsis,14
Dhule,2015,Asphyxia,8
Dhule,2015,Pneumonia,10
Dhule,2015,Diarrhea,0
Dhule,2015,Fever,0
Dhule,2015,Measles,1
Dhule,2015,Low Birth Weight,15
Gadchiroli,2015,Sepsis,8
Gadchiroli,2015,Asphyxia,12
Gadchiroli,2015,Pneumonia,5
Gadchiroli,2015,Diarrhea,0
Gadchiroli,2015,Fever,0
Gadchiroli,2015,Measles,0
Gadchiroli,2015,Low Birth Weight,31
Gondia,2015,Sepsis,7
Gondia,2015,Asphyxia,12
Gondia,2015,Pneumonia,4
Gondia,2015,Diarrhea,0
Gondia,2015,Fever,0
Gondia,2015,Measles,0
Gondia,2015,Low Birth Weight,41
Hingoli,2015,Sepsis,6
Hingoli,2015,Asphyxia,16
Hingoli,2015,Pneumonia,2
Hingoli,2015,Diarrhea,0
Hingoli,2015,Fever,0
Hingoli,2015,Measles,0
Hingoli,2015,Low Birth Weight,31
Jalgaon,2015,Sepsis,7
Jalgaon,2015,Asphyxia,18
Jalgaon,2015,Pneumonia,4
Jalgaon,2015,Diarrhea,0
Jalgaon,2015,Fever,0
Jalgaon,2015,Measles,0
Jalgaon,2015,Low Birth Weight,20
Jalna,2015,Sepsis,3
Jalna,2015,Asphyxia,10
Jalna,2015,Pneumonia,4
Jalna,2015,Diarrhea,0
Jalna,2015,Fever,0
Jalna,2015,Measles,0
Jalna,2015,Low Birth Weight,37
Kolhapur,2015,Sepsis,11
Kolhapur,2015,Asphyxia,10
Kolhapur,2015,Pneumonia,1
Kolhapur,2015,Diarrhea,0
Kolhapur,2015,Fever,0
Kolhapur,2015,Measles,0
Kolhapur,2015,Low Birth Weight,26
Latur,2015,Sepsis,6
Latur,2015,Asphyxia,9
Latur,2015,Pneumonia,3
Latur,2015,Diarrhea,0
Latur,2015,Fever,0
Latur,2015,Measles,0
Latur,2015,Low Birth Weight,29
Mumbai,2015,Sepsis,13
Mumbai,2015,Asphyxia,18
Mumbai,2015,Pneumonia,19
Mumbai,2015,Diarrhea,2
Mumbai,2015,Fever,1
Mumbai,2015,Measles,1
Mumbai,2015,Low Birth Weight,38
Nagpur,2015,Sepsis,9
Nagpur,2015,Asphyxia,15
Nagpur,2015,Pneumonia,3
Nagpur,2015,Diarrhea,0
Nagpur,2015,Fever,0
Nagpur,2015,Measles,0
Nagpur,2015,Low Birth Weight,26
Nanded,2015,Sepsis,2
Nanded,2015,Asphyxia,6
Nanded,2015,Pneumonia,3
Nanded,2015,Diarrhea,0
Nanded,2015,Fever,0
Nanded,2015,Measles,0
Nanded,2015,Low Birth Weight,32
Nandurbar,2015,Sepsis,8
Nandurbar,2015,Asphyxia,18
Nandurbar,2015,Pneumonia,7
Nandurbar,2015,Diarrhea,0
Nandurbar,2015,Fever,0
Nandurbar,2015,Measles,0
Nandurbar,2015,Low Birth Weight,36
Nashik,2015,Sepsis,4
Nashik,2015,Asphyxia,10
Nashik,2015,Pneumonia,6
Nashik,2015,Diarrhea,0
Nashik,2015,Fever,0
Nashik,2015,Measles,0
Nashik,2015,Low Birth Weight,30
Palghar,2015,Sepsis,5
Palghar,2015,Asphyxia,12
Palghar,2015,Pneumonia,7
Palghar,2015,Diarrhea,0
Palghar,2015,Fever,0
Palghar,2015,Measles,1
Palghar,2015,Low Birth Weight,22
Parbhani,2015,Sepsis,3
Parbhani,2015,Asphyxia,24
Parbhani,2015,Pneumonia,1
Parbhani,2015,Diarrhea,0
Parbhani,2015,Fever,0
Parbhani,2015,Measles,0
Parbhani,2015,Low Birth Weight,26
Pune,2015,Sepsis,5
Pune,2015,Asphyxia,7
Pune,2015,Pneumonia,3
Pune,2015,Diarrhea,0
Pune,2015,Fever,0
Pune,2015,Measles,0
Pune,2015,Low Birth Weight,19
Raigad,2015,Sepsis,3
Raigad,2015,Asphyxia,16
Raigad,2015,Pneumonia,8
Raigad,2015,Diarrhea,0
Raigad,2015,Fever,0
Raigad,2015,Measles,0
Raigad,2015,Low Birth Weight,30
Ratnagiri,2015,Sepsis,2
Ratnagiri,2015,Asphyxia,19
Ratnagiri,2015,Pneumonia,3
Ratnagiri,2015,Diarrhea,0
Ratnagiri,2015,Fever,0
Ratnagiri,2015,Measles,0
Ratnagiri,2015,Low Birth Weight,33
Sangli,2015,Sepsis,9
Sangli,2015,Asphyxia,15
Sangli,2015,Pneumonia,2
Sangli,2015,Diarrhea,0
Sangli,2015,Fever,0
Sangli,2015,Measles,0
Sangli,2015,Low Birth Weight,17
Satara,2015,Sepsis,5
Satara,2015,Asphyxia,11
Satara,2015,Pneumonia,3
Satara,2015,Diarrhea,0
Satara,2015,Fever,0
Satara,2015,Measles,0
Satara,2015,Low Birth Weight,28
Sindhudurg,2015,Sepsis,6
Sindhudurg,2015,Asphyxia,19
Sindhudurg,2015,Pneumonia,3
Sindhudurg,2015,Diarrhea,0
Sindhudurg,2015,Fever,0
Sindhudurg,2015,Measles,0
Sindhudurg,2015,Low Birth Weight,19
Solapur,2015,Sepsis,12
Solapur,2015,Asphyxia,13
Solapur,2015,Pneumonia,1
Solapur,2015,Diarrhea,0
Solapur,2015,Fever,0
Solapur,2015,Measles,0
Solapur,2015,Low Birth Weight,27
Thane,2015,Sepsis,13
Thane,2015,Asphyxia,12
Thane,2015,Pneumonia,5
Thane,2015,Diarrhea,0
Thane,2015,Fever,0
Thane,2015,Measles,0
Thane,2015,Low Birth Weight,24
Wardha,2015,Sepsis,7
Wardha,2015,Asphyxia,10
Wardha,2015,Pneumonia,5
Wardha,2015,Diarrhea,0
Wardha,2015,Fever,0
Wardha,2015,Measles,0
Wardha,2015,Low Birth Weight,35
Washim,2015,Sepsis,9
Washim,2015,Asphyxia,15
Washim,2015,Pneumonia,2
Washim,2015,Diarrhea,0
Washim,2015,Fever,0
Washim,2015,Measles,0
Washim,2015,Low Birth Weight,33
Yavatmal,2015,Sepsis,1
Yavatmal,2015,Asphyxia,3
Yavatmal,2015,Pneumonia,2
Yavatmal,2015,Diarrhea,0
Yavatmal,2015,Fever,0
Yavatmal,2015,Measles,0
Yavatmal,2015,Low Birth Weight,33
Ahilyanagar,2014,Sepsis,3
Ahilyanagar,2014,Asphyxia,13
Ahilyanagar,2014,Pneumonia,5
Ahilyanagar,2014,Diarrhea,0
Ahilyanagar,2014,Fever,0
Ahilyanagar,2014,Measles,1
Ahilyanagar,2014,Low Birth Weight,28
Akola,2014,Sepsis,12
Akola,2014,Asphyxia,17
Akola,2014,Pneumonia,2
Akola,2014,Diarrhea,0
Akola,2014,Fever,1
Akola,2014,Measles,0
Akola,2014,Low Birth Weight,36
Amravati,2014,Sepsis,1
Amravati,2014,Asphyxia,13
Amravati,2014,Pneumonia,5
Amravati,2014,Diarrhea,0
Amravati,2014,Fever,0
Amravati,2014,Measles,1
Amravati,2014,Low Birth Weight,32
Beed,2014,Sepsis,4
Beed,2014,Asphyxia,31
Beed,2014,Pneumonia,11
Beed,2014,Diarrhea,0
Beed,2014,Fever,0
Beed,2014,Measles,0
Beed,2014,Low Birth Weight,25
Bhandara,2014,Sepsis,12
Bhandara,2014,Asphyxia,18
Bhandara,2014,Pneumonia,5
Bhandara,2014,Diarrhea,0
Bhandara,2014,Fever,0
Bhandara,2014,Measles,0
Bhandara,2014,Low Birth Weight,25
Buldhana,2014,Sepsis,6
Buldhana,2014,Asphyxia,14
Buldhana,2014,Pneumonia,4
Buldhana,2014,Diarrhea,0
Buldhana,2014,Fever,0
Buldhana,2014,Measles,0
Buldhana,2014,Low Birth Weight,34
Chandrapur,2014,Sepsis,5
Chandrapur,2014,Asphyxia,18
Chandrapur,2014,Pneumonia,4
Chandrapur,2014,Diarrhea,0
Chandrapur,2014,Fever,0
Chandrapur,2014,Measles,0
Chandrapur,2014,Low Birth Weight,29
Chh. Sambhaji Nagar,2014,Sepsis,3
Chh. Sambhaji Nagar,2014,Asphyxia,9
Chh. Sambhaji Nagar,2014,Pneumonia,5
Chh. Sambhaji Nagar,2014,Diarrhea,0
Chh. Sambhaji Nagar,2014,Fever,0
Chh. Sambhaji Nagar,2014,Measles,0
Chh. Sambhaji Nagar,2014,Low Birth Weight,21
Dharashiv,2014,Sepsis,7
Dharashiv,2014,Asphyxia,15
Dharashiv,2014,Pneumonia,3
Dharashiv,2014,Diarrhea,0
Dharashiv,2014,Fever,0
Dharashiv,2014,Measles,0
Dharashiv,2014,Low Birth Weight,39
Dhule,2014,Sepsis,8
Dhule,2014,Asphyxia,11
Dhule,2014,Pneumonia,9
Dhule,2014,Diarrhea,0
Dhule,2014,Fever,0
Dhule,2014,Measles,0
Dhule,2014,Low Birth Weight,10
Gadchiroli,2014,Sepsis,13
Gadchiroli,2014,Asphyxia,14
Gadchiroli,2014,Pneumonia,4
Gadchiroli,2014,Diarrhea,0
Gadchiroli,2014,Fever,1
Gadchiroli,2014,Measles,0
Gadchiroli,2014,Low Birth Weight,37
Gondia,2014,Sepsis,11
Gondia,2014,Asphyxia,15
Gondia,2014,Pneumonia,3
Gondia,2014,Diarrhea,0
Gondia,2014,Fever,0
Gondia,2014,Measles,0
Gondia,2014,Low Birth Weight,43
Hingoli,2014,Sepsis,3
Hingoli,2014,Asphyxia,22
Hingoli,2014,Pneumonia,1
Hingoli,2014,Diarrhea,0
Hingoli,2014,Fever,0
Hingoli,2014,Measles,1
Hingoli,2014,Low Birth Weight,44
Jalgaon,2014,Sepsis,9
Jalgaon,2014,Asphyxia,13
Jalgaon,2014,Pneumonia,7
Jalgaon,2014,Diarrhea,0
Jalgaon,2014,Fever,0
Jalgaon,2014,Measles,0
Jalgaon,2014,Low Birth Weight,21
Jalna,2014,Sepsis,1
Jalna,2014,Asphyxia,14
Jalna,2014,Pneumonia,2
Jalna,2014,Diarrhea,0
Jalna,2014,Fever,0
Jalna,2014,Measles,0
Jalna,2014,Low Birth Weight,28
Kolhapur,2014,Sepsis,14
Kolhapur,2014,Asphyxia,7
Kolhapur,2014,Pneumonia,2
Kolhapur,2014,Diarrhea,0
Kolhapur,2014,Fever,0
Kolhapur,2014,Measles,0
Kolhapur,2014,Low Birth Weight,29
Latur,2014,Sepsis,0
Latur,2014,Asphyxia,9
Latur,2014,Pneumonia,0
Latur,2014,Diarrhea,0
Latur,2014,Fever,0
Latur,2014,Measles,0
Latur,2014,Low Birth Weight,34
Mumbai,2014,Sepsis,14
Mumbai,2014,Asphyxia,21
Mumbai,2014,Pneumonia,22
Mumbai,2014,Diarrhea,4
Mumbai,2014,Fever,1
Mumbai,2014,Measles,0
Mumbai,2014,Low Birth Weight,41
Nagpur,2014,Sepsis,10
Nagpur,2014,Asphyxia,9
Nagpur,2014,Pneumonia,6
Nagpur,2014,Diarrhea,0
Nagpur,2014,Fever,0
Nagpur,2014,Measles,0
Nagpur,2014,Low Birth Weight,28
Nanded,2014,Sepsis,3
Nanded,2014,Asphyxia,10
Nanded,2014,Pneumonia,3
Nanded,2014,Diarrhea,0
Nanded,2014,Fever,0
Nanded,2014,Measles,0
Nanded,2014,Low Birth Weight,29
Nandurbar,2014,Sepsis,9
Nandurbar,2014,Asphyxia,9
Nandurbar,2014,Pneumonia,12
Nandurbar,2014,Diarrhea,0
Nandurbar,2014,Fever,0
Nandurbar,2014,Measles,0
Nandurbar,2014,Low Birth Weight,26
Nashik,2014,Sepsis,5
Nashik,2014,Asphyxia,8
Nashik,2014,Pneumonia,10
Nashik,2014,Diarrhea,0
Nashik,2014,Fever,0
Nashik,2014,Measles,1
Nashik,2014,Low Birth Weight,31
Palghar,2014,Sepsis,7
Palghar,2014,Asphyxia,9
Palghar,2014,Pneumonia,9
Palghar,2014,Diarrhea,0
Palghar,2014,Fever,0
Palghar,2014,Measles,0
Palghar,2014,Low Birth Weight,33
Parbhani,2014,Sepsis,16
Parbhani,2014,Asphyxia,23
Parbhani,2014,Pneumonia,3
Parbhani,2014,Diarrhea,0
Parbhani,2014,Fever,0
Parbhani,2014,Measles,0
Parbhani,2014,Low Birth Weight,35
Pune,2014,Sepsis,5
Pune,2014,Asphyxia,5
Pune,2014,Pneumonia,4
Pune,2014,Diarrhea,0
Pune,2014,Fever,0
Pune,2014,Measles,0
Pune,2014,Low Birth Weight,22
Raigad,2014,Sepsis,4
Raigad,2014,Asphyxia,11
Raigad,2014,Pneumonia,3
Raigad,2014,Diarrhea,0
Raigad,2014,Fever,1
Raigad,2014,Measles,0
Raigad,2014,Low Birth Weight,41
Ratnagiri,2014,Sepsis,5
Ratnagiri,2014,Asphyxia,27
Ratnagiri,2014,Pneumonia,4
Ratnagiri,2014,Diarrhea,0
Ratnagiri,2014,Fever,0
Ratnagiri,2014,Measles,0
Ratnagiri,2014,Low Birth Weight,35
Sangli,2014,Sepsis,12
Sangli,2014,Asphyxia,6
Sangli,2014,Pneumonia,1
Sangli,2014,Diarrhea,0
Sangli,2014,Fever,1
Sangli,2014,Measles,0
Sangli,2014,Low Birth Weight,15
Satara,2014,Sepsis,6
Satara,2014,Asphyxia,10
Satara,2014,Pneumonia,4
Satara,2014,Diarrhea,0
Satara,2014,Fever,0
Satara,2014,Measles,0
Satara,2014,Low Birth Weight,34
Sindhudurg,2014,Sepsis,16
Sindhudurg,2014,Asphyxia,12
Sindhudurg,2014,Pneumonia,4
Sindhudurg,2014,Diarrhea,0
Sindhudurg,2014,Fever,0
Sindhudurg,2014,Measles,0
Sindhudurg,2014,Low Birth Weight,32
Solapur,2014,Sepsis,12
Solapur,2014,Asphyxia,9
Solapur,2014,Pneumonia,1
Solapur,2014,Diarrhea,0
Solapur,2014,Fever,0
Solapur,2014,Measles,0
Solapur,2014,Low Birth Weight,37
Thane,2014,Sepsis,11
Thane,2014,Asphyxia,11
Thane,2014,Pneumonia,2
Thane,2014,Diarrhea,0
Thane,2014,Fever,0
Thane,2014,Measles,0
Thane,2014,Low Birth Weight,29
Wardha,2014,Sepsis,6
Wardha,2014,Asphyxia,10
Wardha,2014,Pneumonia,7
Wardha,2014,Diarrhea,0
Wardha,2014,Fever,0
Wardha,2014,Measles,0
Wardha,2014,Low Birth Weight,31
Washim,2014,Sepsis,6
Washim,2014,Asphyxia,9
Washim,2014,Pneumonia,2
Washim,2014,Diarrhea,0
Washim,2014,Fever,0
Washim,2014,Measles,1
Washim,2014,Low Birth Weight,24
Yavatmal,2014,Sepsis,1
Yavatmal,2014,Asphyxia,6
Yavatmal,2014,Pneumonia,3
Yavatmal,2014,Diarrhea,0
Yavatmal,2014,Fever,0
Yavatmal,2014,Measles,0
Yavatmal,2014,Low Birth Weight,45
Ahilyanagar,2013,Sepsis,4
Ahilyanagar,2013,Asphyxia,15
Ahilyanagar,2013,Pneumonia,2
Ahilyanagar,2013,Diarrhea,2
Ahilyanagar,2013,Fever,2
Ahilyanagar,2013,Measles,0
Ahilyanagar,2013,Low Birth Weight,34
Akola,2013,Sepsis,11
Akola,2013,Asphyxia,15
Akola,2013,Pneumonia,1
Akola,2013,Diarrhea,0
Akola,2013,Fever,1
Akola,2013,Measles,0
Akola,2013,Low Birth Weight,52
Amravati,2013,Sepsis,7
Amravati,2013,Asphyxia,15
Amravati,2013,Pneumonia,2
Amravati,2013,Diarrhea,1
Amravati,2013,Fever,1
Amravati,2013,Measles,0
Amravati,2013,Low Birth Weight,51
Beed,2013,Sepsis,0
Beed,2013,Asphyxia,3
Beed,2013,Pneumonia,6
Beed,2013,Diarrhea,3
Beed,2013,Fever,3
Beed,2013,Measles,0
Beed,2013,Low Birth Weight,23
Bhandara,2013,Sepsis,9
Bhandara,2013,Asphyxia,22
Bhandara,2013,Pneumonia,3
Bhandara,2013,Diarrhea,0
Bhandara,2013,Fever,2
Bhandara,2013,Measles,0
Bhandara,2013,Low Birth Weight,29
Buldhana,2013,Sepsis,13
Buldhana,2013,Asphyxia,23
Buldhana,2013,Pneumonia,3
Buldhana,2013,Diarrhea,5
Buldhana,2013,Fever,2
Buldhana,2013,Measles,0
Buldhana,2013,Low Birth Weight,35
Chandrapur,2013,Sepsis,6
Chandrapur,2013,Asphyxia,24
Chandrapur,2013,Pneumonia,3
Chandrapur,2013,Diarrhea,1
Chandrapur,2013,Fever,0
Chandrapur,2013,Measles,0
Chandrapur,2013,Low Birth Weight,30
Chh. Sambhaji Nagar,2013,Sepsis,2
Chh. Sambhaji Nagar,2013,Asphyxia,8
Chh. Sambhaji Nagar,2013,Pneumonia,3
Chh. Sambhaji Nagar,2013,Diarrhea,2
Chh. Sambhaji Nagar,2013,Fever,2
Chh. Sambhaji Nagar,2013,Measles,0
Chh. Sambhaji Nagar,2013,Low Birth Weight,40
Dharashiv,2013,Sepsis,10
Dharashiv,2013,Asphyxia,16
Dharashiv,2013,Pneumonia,0
Dharashiv,2013,Diarrhea,0
Dharashiv,2013,Fever,2
Dharashiv,2013,Measles,0
Dharashiv,2013,Low Birth Weight,38
Dhule,2013,Sepsis,5
Dhule,2013,Asphyxia,24
Dhule,2013,Pneumonia,5
Dhule,2013,Diarrhea,2
Dhule,2013,Fever,0
Dhule,2013,Measles,0
Dhule,2013,Low Birth Weight,42
Gadchiroli,2013,Sepsis,7
Gadchiroli,2013,Asphyxia,23
Gadchiroli,2013,Pneumonia,6
Gadchiroli,2013,Diarrhea,0
Gadchiroli,2013,Fever,4
Gadchiroli,2013,Measles,0
Gadchiroli,2013,Low Birth Weight,19
Gondia,2013,Sepsis,10
Gondia,2013,Asphyxia,17
Gondia,2013,Pneumonia,2
Gondia,2013,Diarrhea,2
Gondia,2013,Fever,1
Gondia,2013,Measles,0
Gondia,2013,Low Birth Weight,34
Hingoli,2013,Sepsis,0
Hingoli,2013,Asphyxia,19
Hingoli,2013,Pneumonia,2
Hingoli,2013,Diarrhea,0
Hingoli,2013,Fever,1
Hingoli,2013,Measles,0
Hingoli,2013,Low Birth Weight,24
Jalgaon,2013,Sepsis,6
Jalgaon,2013,Asphyxia,18
Jalgaon,2013,Pneumonia,3
Jalgaon,2013,Diarrhea,1
Jalgaon,2013,Fever,3
Jalgaon,2013,Measles,0
Jalgaon,2013,Low Birth Weight,35
Jalna,2013,Sepsis,3
Jalna,2013,Asphyxia,11
Jalna,2013,Pneumonia,1
Jalna,2013,Diarrhea,9
Jalna,2013,Fever,3
Jalna,2013,Measles,0
Jalna,2013,Low Birth Weight,56
Kolhapur,2013,Sepsis,4
Kolhapur,2013,Asphyxia,9
Kolhapur,2013,Pneumonia,1
Kolhapur,2013,Diarrhea,5
Kolhapur,2013,Fever,1
Kolhapur,2013,Measles,0
Kolhapur,2013,Low Birth Weight,13
Latur,2013,Sepsis,6
Latur,2013,Asphyxia,23
Latur,2013,Pneumonia,0
Latur,2013,Diarrhea,0
Latur,2013,Fever,0
Latur,2013,Measles,3
Latur,2013,Low Birth Weight,25
Mumbai,2013,Sepsis,9
Mumbai,2013,Asphyxia,13
Mumbai,2013,Pneumonia,6
Mumbai,2013,Diarrhea,1
Mumbai,2013,Fever,1
Mumbai,2013,Measles,0
Mumbai,2013,Low Birth Weight,17
Nagpur,2013,Sepsis,13
Nagpur,2013,Asphyxia,20
Nagpur,2013,Pneumonia,1
Nagpur,2013,Diarrhea,1
Nagpur,2013,Fever,1
Nagpur,2013,Measles,0
Nagpur,2013,Low Birth Weight,28
Nanded,2013,Sepsis,6
Nanded,2013,Asphyxia,38
Nanded,2013,Pneumonia,1
Nanded,2013,Diarrhea,0
Nanded,2013,Fever,0
Nanded,2013,Measles,0
Nanded,2013,Low Birth Weight,32
Nandurbar,2013,Sepsis,8
Nandurbar,2013,Asphyxia,11
Nandurbar,2013,Pneumonia,8
Nandurbar,2013,Diarrhea,1
Nandurbar,2013,Fever,5
Nandurbar,2013,Measles,0
Nandurbar,2013,Low Birth Weight,27
Nashik,2013,Sepsis,5
Nashik,2013,Asphyxia,21
Nashik,2013,Pneumonia,3
Nashik,2013,Diarrhea,1
Nashik,2013,Fever,2
Nashik,2013,Measles,0
Nashik,2013,Low Birth Weight,47
Palghar,2013,Sepsis,7
Palghar,2013,Asphyxia,34
Palghar,2013,Pneumonia,0
Palghar,2013,Diarrhea,0
Palghar,2013,Fever,0
Palghar,2013,Measles,0
Palghar,2013,Low Birth Weight,20
Parbhani,2013,Sepsis,0
Parbhani,2013,Asphyxia,22
Parbhani,2013,Pneumonia,0
Parbhani,2013,Diarrhea,0
Parbhani,2013,Fever,0
Parbhani,2013,Measles,0
Parbhani,2013,Low Birth Weight,22
Pune,2013,Sepsis,10
Pune,2013,Asphyxia,22
Pune,2013,Pneumonia,6
Pune,2013,Diarrhea,7
Pune,2013,Fever,5
Pune,2013,Measles,0
Pune,2013,Low Birth Weight,30
Raigad,2013,Sepsis,4
Raigad,2013,Asphyxia,18
Raigad,2013,Pneumonia,4
Raigad,2013,Diarrhea,2
Raigad,2013,Fever,2
Raigad,2013,Measles,0
Raigad,2013,Low Birth Weight,31
Ratnagiri,2013,Sepsis,5
Ratnagiri,2013,Asphyxia,21
Ratnagiri,2013,Pneumonia,1
Ratnagiri,2013,Diarrhea,0
Ratnagiri,2013,Fever,0
Ratnagiri,2013,Measles,0
Ratnagiri,2013,Low Birth Weight,36
Sangli,2013,Sepsis,6
Sangli,2013,Asphyxia,11
Sangli,2013,Pneumonia,5
Sangli,2013,Diarrhea,0
Sangli,2013,Fever,3
Sangli,2013,Measles,0
Sangli,2013,Low Birth Weight,21
Satara,2013,Sepsis,7
Satara,2013,Asphyxia,12
Satara,2013,Pneumonia,1
Satara,2013,Diarrhea,1
Satara,2013,Fever,0
Satara,2013,Measles,0
Satara,2013,Low Birth Weight,32
Sindhudurg,2013,Sepsis,0
Sindhudurg,2013,Asphyxia,7
Sindhudurg,2013,Pneumonia,0
Sindhudurg,2013,Diarrhea,35
Sindhudurg,2013,Fever,4
Sindhudurg,2013,Measles,0
Sindhudurg,2013,Low Birth Weight,11
Solapur,2013,Sepsis,2
Solapur,2013,Asphyxia,14
Solapur,2013,Pneumonia,1
Solapur,2013,Diarrhea,0
Solapur,2013,Fever,2
Solapur,2013,Measles,0
Solapur,2013,Low Birth Weight,36
Thane,2013,Sepsis,9
Thane,2013,Asphyxia,18
Thane,2013,Pneumonia,4
Thane,2013,Diarrhea,1
Thane,2013,Fever,2
Thane,2013,Measles,0
Thane,2013,Low Birth Weight,33
Wardha,2013,Sepsis,9
Wardha,2013,Asphyxia,16
Wardha,2013,Pneumonia,3
Wardha,2013,Diarrhea,0
Wardha,2013,Fever,3
Wardha,2013,Measles,0
Wardha,2013,Low Birth Weight,39
Washim,2013,Sepsis,3
Washim,2013,Asphyxia,25
Washim,2013,Pneumonia,0
Washim,2013,Diarrhea,0
Washim,2013,Fever,4
Washim,2013,Measles,0
Washim,2013,Low Birth Weight,37
Yavatmal,2013,Sepsis,9
Yavatmal,2013,Asphyxia,21
Yavatmal,2013,Pneumonia,4
Yavatmal,2013,Diarrhea,0
Yavatmal,2013,Fever,0
Yavatmal,2013,Measles,0
Yavatmal,2013,Low Birth Weight,43
Ahilyanagar,2012,Sepsis,4
Ahilyanagar,2012,Asphyxia,11
Ahilyanagar,2012,Pneumonia,4
Ahilyanagar,2012,Diarrhea,0
Ahilyanagar,2012,Fever,1
Ahilyanagar,2012,Measles,0
Ahilyanagar,2012,Low Birth Weight,31
Akola,2012,Sepsis,13
Akola,2012,Asphyxia,12
Akola,2012,Pneumonia,1
Akola,2012,Diarrhea,0
Akola,2012,Fever,1
Akola,2012,Measles,0
Akola,2012,Low Birth Weight,39
Amravati,2012,Sepsis,8
Amravati,2012,Asphyxia,13
Amravati,2012,Pneumonia,5
Amravati,2012,Diarrhea,1
Amravati,2012,Fever,1
Amravati,2012,Measles,0
Amravati,2012,Low Birth Weight,35
Beed,2012,Sepsis,6
Beed,2012,Asphyxia,13
