District,Year,Select Cause,Number
Pune,2009,Fever,14
Pune,2009,Measles,2
Pune,2009,Low Birth Weight,17
Sangli,2009,Sepsis,1
Sangli,2009,Asphyxia,24
Sangli,2009,Pneumonia,3
Sangli,2009,Diarrhea,2
Sangli,2009,Fever,5
Sangli,2009,Measles,0
Sangli,2009,Low Birth Weight,9
Satara,2009,Sepsis,3
Satara,2009,Asphyxia,16
Satara,2009,Pneumonia,1
Satara,2009,Diarrhea,0
Satara,2009,Fever,2
Satara,2009,Measles,0
Satara,2009,Low Birth Weight,21
Sindhudurg,2009,Sepsis,2
Sindhudurg,2009,Asphyxia,20
Sindhudurg,2009,Pneumonia,3
Sindhudurg,2009,Diarrhea,0
Sindhudurg,2009,Fever,0
Sindhudurg,2009,Measles,0
Sindhudurg,2009,Low Birth Weight,39
Solapur,2009,Sepsis,3
Solapur,2009,Asphyxia,10
Solapur,2009,Pneumonia,1
Solapur,2009,Diarrhea,6
Solapur,2009,Fever,8
Solapur,2009,Measles,1
Solapur,2009,Low Birth Weight,15
Thane,2009,Sepsis,6
Thane,2009,Asphyxia,12
Thane,2009,Pneumonia,7
Thane,2009,Diarrhea,2
Thane,2009,Fever,0
Thane,2009,Measles,0
Thane,2009,Low Birth Weight,35
Washim,2009,Sepsis,0
Washim,2009,Asphyxia,0
Washim,2009,Pneumonia,0
Washim,2009,Diarrhea,0
Washim,2009,Fever,0
Washim,2009,Measles,0
Washim,2009,Low Birth Weight,0
Ahilyanagar,2008,Sepsis,0
Ahilyanagar,2008,Asphyxia,0
Ahilyanagar,2008,Pneumonia,0
Ahilyanagar,2008,Diarrhea,0
Ahilyanagar,2008,Fever,0
Ahilyanagar,2008,Measles,0
Ahilyanagar,2008,Low Birth Weight,0
Akola,2008,Sepsis,0
Akola,2008,Asphyxia,0
Akola,2008,Pneumonia,0
Akola,2008,Diarrhea,0
Akola,2008,Fever,0
Akola,2008,Measles,0
Akola,2008,Low Birth Weight,0
Amravati,2008,Sepsis,0
Amravati,2008,Asphyxia,0
Amravati,2008,Pneumonia,0
Amravati,2008,Diarrhea,0
Amravati,2008,Fever,0
Amravati,2008,Measles,0
Amravati,2008,Low Birth Weight,0
Beed,2008,Sepsis,5
Beed,2008,Asphyxia,4
Beed,2008,Pneumonia,3
Beed,2008,Diarrhea,0
Beed,2008,Fever,0
Beed,2008,Measles,0
Beed,2008,Low Birth Weight,0
Bhandara,2008,Sepsis,0
Bhandara,2008,Asphyxia,0
Bhandara,2008,Pneumonia,0
Bhandara,2008,Diarrhea,0
Bhandara,2008,Fever,0
Bhandara,2008,Measles,2
Bhandara,2008,Low Birth Weight,0
Buldhana,2008,Sepsis,0
Buldhana,2008,Asphyxia,0
Buldhana,2008,Pneumonia,0
Buldhana,2008,Diarrhea,0
Buldhana,2008,Fever,0
Buldhana,2008,Measles,0
Buldhana,2008,Low Birth Weight,0
Chandrapur,2008,Sepsis,0
Chandrapur,2008,Asphyxia,0
Chandrapur,2008,Pneumonia,0
Chandrapur,2008,Diarrhea,0
Chandrapur,2008,Fever,0
Chandrapur,2008,Measles,0
Chandrapur,2008,Low Birth Weight,0
Chh. Sambhaji Nagar,2008,Sepsis,9
Chh. Sambhaji Nagar,2008,Asphyxia,0
Chh. Sambhaji Nagar,2008,Pneumonia,0
Chh. Sambhaji Nagar,2008,Diarrhea,0
Chh. Sambhaji Nagar,2008,Fever,0
Chh. Sambhaji Nagar,2008,Measles,0
Chh. Sambhaji Nagar,2008,Low Birth Weight,0
Dharashiv,2008,Sepsis,0
Dharashiv,2008,Asphyxia,0
Dharashiv,2008,Pneumonia,0
Dharashiv,2008,Diarrhea,0
Dharashiv,2008,Fever,0
Dharashiv,2008,Measles,0
Dharashiv,2008,Low Birth Weight,0
Dhule,2008,Sepsis,0
Dhule,2008,Asphyxia,0
Dhule,2008,Pneumonia,0
Dhule,2008,Diarrhea,0
Dhule,2008,Fever,0
Dhule,2008,Measles,0
Dhule,2008,Low Birth Weight,0
Gadchiroli,2008,Sepsis,0
Gadchiroli,2008,Asphyxia,0
Gadchiroli,2008,Pneumonia,0
Gadchiroli,2008,Diarrhea,0
Gadchiroli,2008,Fever,0
Gadchiroli,2008,Measles,0
Gadchiroli,2008,Low Birth Weight,0
Gondia,2008,Sepsis,0
Gondia,2008,Asphyxia,0
Gondia,2008,Pneumonia,0
Gondia,2008,Diarrhea,0
Gondia,2008,Fever,0
Gondia,2008,Measles,0
Gondia,2008,Low Birth Weight,0
Hingoli,2008,Sepsis,0
Hingoli,2008,Asphyxia,0
Hingoli,2008,Pneumonia,0
Hingoli,2008,Diarrhea,0
Hingoli,2008,Fever,0
Hingoli,2008,Measles,0
Hingoli,2008,Low Birth Weight,0
Jalgaon,2008,Sepsis,0
Jalgaon,2008,Asphyxia,0
Jalgaon,2008,Pneumonia,0
Jalgaon,2008,Diarrhea,0
Jalgaon,2008,Fever,0
Jalgaon,2008,Measles,0
Jalgaon,2008,Low Birth Weight,0
Jalna,2008,Sepsis,0
Jalna,2008,Asphyxia,0
Jalna,2008,Pneumonia,0
Jalna,2008,Diarrhea,0
Jalna,2008,Fever,0
Jalna,2008,Measles,0
Jalna,2008,Low Birth Weight,0
Kolhapur,2008,Sepsis,0
Kolhapur,2008,Asphyxia,0
Kolhapur,2008,Pneumonia,0
Kolhapur,2008,Diarrhea,0
Kolhapur,2008,Fever,0
Kolhapur,2008,Measles,0
Kolhapur,2008,Low Birth Weight,0
Latur,2008,Sepsis,0
Latur,2008,Asphyxia,0
Latur,2008,Pneumonia,0
Latur,2008,Diarrhea,0
Latur,2008,Fever,0
Latur,2008,Measles,0
Latur,2008,Low Birth Weight,0
Nagpur,2008,Sepsis,0
Nagpur,2008,Asphyxia,0
Nagpur,2008,Pneumonia,0
Nagpur,2008,Diarrhea,0
Nagpur,2008,Fever,0
Nagpur,2008,Measles,0
Nagpur,2008,Low Birth Weight,0
Nanded,2008,Sepsis,0
Nanded,2008,Asphyxia,0
Nanded,2008,Pneumonia,0
Nanded,2008,Diarrhea,0
Nanded,2008,Fever,0
Nanded,2008,Measles,0
Nanded,2008,Low Birth Weight,2
Nandurbar,2008,Sepsis,0
Nandurbar,2008,Asphyxia,0
Nandurbar,2008,Pneumonia,0
Nandurbar,2008,Diarrhea,0
Nandurbar,2008,Fever,0
Nandurbar,2008,Measles,0
Nandurbar,2008,Low Birth Weight,0
Nashik,2008,Sepsis,0
Nashik,2008,Asphyxia,0
Nashik,2008,Pneumonia,0
Nashik,2008,Diarrhea,0
Nashik,2008,Fever,0
Nashik,2008,Measles,0
Nashik,2008,Low Birth Weight,0
Parbhani,2008,Sepsis,0
Parbhani,2008,Asphyxia,2
Parbhani,2008,Pneumonia,0
Parbhani,2008,Diarrhea,0
Parbhani,2008,Fever,0
Parbhani,2008,Measles,0
Parbhani,2008,Low Birth Weight,3
Pune,2008,Sepsis,0
Pune,2008,Asphyxia,0
Pune,2008,Pneumonia,0
Pune,2008,Diarrhea,0
Pune,2008,Fever,0
Pune,2008,Measles,0
Pune,2008,Low Birth Weight,12
Raigad,2008,Sepsis,0
Raigad,2008,Asphyxia,0
Raigad,2008,Pneumonia,0
Raigad,2008,Diarrhea,0
Raigad,2008,Fever,0
Raigad,2008,Measles,0
Raigad,2008,Low Birth Weight,0
Ratnagiri,2008,Sepsis,0
Ratnagiri,2008,Asphyxia,0
Ratnagiri,2008,Pneumonia,0
Ratnagiri,2008,Diarrhea,0
Ratnagiri,2008,Fever,0
Ratnagiri,2008,Measles,0
Ratnagiri,2008,Low Birth Weight,0
Sangli,2008,Sepsis,0
Sangli,2008,Asphyxia,0
Sangli,2008,Pneumonia,0
Sangli,2008,Diarrhea,0
Sangli,2008,Fever,0
Sangli,2008,Measles,0
Sangli,2008,Low Birth Weight,0
Satara,2008,Sepsis,0
Satara,2008,Asphyxia,0
Satara,2008,Pneumonia,0
Satara,2008,Diarrhea,0
Satara,2008,Fever,0
Satara,2008,Measles,0
Satara,2008,Low Birth Weight,0
Sindhudurg,2008,Sepsis,0
Sindhudurg,2008,Asphyxia,0
Sindhudurg,2008,Pneumonia,0
Sindhudurg,2008,Diarrhea,0
Sindhudurg,2008,Fever,0
Sindhudurg,2008,Measles,0
Sindhudurg,2008,Low Birth Weight,0
Solapur,2008,Sepsis,0
Solapur,2008,Asphyxia,0
Solapur,2008,Pneumonia,0
Solapur,2008,Diarrhea,0
Solapur,2008,Fever,0
Solapur,2008,Measles,0
Solapur,2008,Low Birth Weight,0
Thane,2008,Sepsis,0
Thane,2008,Asphyxia,0
Thane,2008,Pneumonia,0
Thane,2008,Diarrhea,0
Thane,2008,Fever,0
Thane,2008,Measles,0
Thane,2008,Low Birth Weight,0
Wardha,2008,Sepsis,0
Wardha,2008,Asphyxia,0
Wardha,2008,Pneumonia,0
Wardha,2008,Diarrhea,0
Wardha,2008,Fever,0
Wardha,2008,Measles,0
Wardha,2008,Low Birth Weight,0
Washim,2008,Sepsis,9
Washim,2008,Asphyxia,0
Washim,2008,Pneumonia,0
Washim,2008,Diarrhea,0
Washim,2008,Fever,0
Washim,2008,Measles,0
Washim,2008,Low Birth Weight,0
Yavatmal,2008,Sepsis,0
Yavatmal,2008,Asphyxia,0
Yavatmal,2008,Pneumonia,0
Yavatmal,2008,Diarrhea,0
Yavatmal,2008,Fever,0
Yavatmal,2008,Measles,0
Yavatmal,2008,Low Birth Weight,0
