District,Year,Taluka,Select Variable,Percentage
Ahilyanagar,2020,Karjat,Infants with Severe Acute Malnutrition,0.59
Ahilyanagar,2020,Jamkhed,Infants at Normal Weight,93.61
Ahilyanagar,2020,Jamkhed,Infants with Moderate Acute Malnutrition,5.55
Ahilyanagar,2020,Jamkhed,Infants with Severe Acute Malnutrition,0.84
Ahilyanagar,2021,Akole,Infants at Normal Weight,82.24
Ahilyanagar,2021,Akole,Infants with Moderate Acute Malnutrition,14.69
Ahilyanagar,2021,Akole,Infants with Severe Acute Malnutrition,3.06
Ahilyanagar,2021,Sangamner,Infants at Normal Weight,95.95
Ahilyanagar,2021,Sangamner,Infants with Moderate Acute Malnutrition,3.26
Ahilyanagar,2021,Sangamner,Infants with Severe Acute Malnutrition,0.79
Ahilyanagar,2021,Kopargaon,Infants at Normal Weight,97.28
Ahilyanagar,2021,Kopargaon,Infants with Moderate Acute Malnutrition,2.51
Ahilyanagar,2021,Kopargaon,Infants with Severe Acute Malnutrition,0.21
Ahilyanagar,2021,Rahata,Infants at Normal Weight,97.88
Ahilyanagar,2021,Rahata,Infants with Moderate Acute Malnutrition,1.8
Ahilyanagar,2021,Rahata,Infants with Severe Acute Malnutrition,0.32
Ahilyanagar,2021,Srirampur,Infants at Normal Weight,94.58
Ahilyanagar,2021,Srirampur,Infants with Moderate Acute Malnutrition,4.74
Ahilyanagar,2021,Srirampur,Infants with Severe Acute Malnutrition,0.68
Ahilyanagar,2021,Nevasa,Infants at Normal Weight,97.61
Ahilyanagar,2021,Nevasa,Infants with Moderate Acute Malnutrition,2
Ahilyanagar,2021,Nevasa,Infants with Severe Acute Malnutrition,0.39
Ahilyanagar,2021,Shevgaon,Infants at Normal Weight,96.57
Ahilyanagar,2021,Shevgaon,Infants with Moderate Acute Malnutrition,3.11
Ahilyanagar,2021,Shevgaon,Infants with Severe Acute Malnutrition,0.33
Ahilyanagar,2021,Pathardi,Infants at Normal Weight,98.19
Ahilyanagar,2021,Pathardi,Infants with Moderate Acute Malnutrition,1.63
Ahilyanagar,2021,Pathardi,Infants with Severe Acute Malnutrition,0.18
Ahilyanagar,2021,Nagar,Infants at Normal Weight,95.16
Ahilyanagar,2021,Nagar,Infants with Moderate Acute Malnutrition,4.27
Ahilyanagar,2021,Nagar,Infants with Severe Acute Malnutrition,0.57
Ahilyanagar,2021,Rahuri,Infants at Normal Weight,94.47
Ahilyanagar,2021,Rahuri,Infants with Moderate Acute Malnutrition,4.89
Ahilyanagar,2021,Rahuri,Infants with Severe Acute Malnutrition,0.65
Ahilyanagar,2021,Parner,Infants at Normal Weight,94.4
Ahilyanagar,2021,Parner,Infants with Moderate Acute Malnutrition,5.11
Ahilyanagar,2021,Parner,Infants with Severe Acute Malnutrition,0.49
Ahilyanagar,2021,Srigonda,Infants at Normal Weight,94.48
Ahilyanagar,2021,Srigonda,Infants with Moderate Acute Malnutrition,4.87
Ahilyanagar,2021,Srigonda,Infants with Severe Acute Malnutrition,0.64
Ahilyanagar,2021,Karjat,Infants at Normal Weight,96.09
Ahilyanagar,2021,Karjat,Infants with Moderate Acute Malnutrition,3.44
Ahilyanagar,2021,Karjat,Infants with Severe Acute Malnutrition,0.47
Ahilyanagar,2021,Jamkhed,Infants at Normal Weight,93.27
Ahilyanagar,2021,Jamkhed,Infants with Moderate Acute Malnutrition,5.84
Ahilyanagar,2021,Jamkhed,Infants with Severe Acute Malnutrition,0.89
Akola,2019,Telhara,Infants at Normal Weight,98.33
Akola,2019,Telhara,Infants with Moderate Acute Malnutrition,1.55
Akola,2019,Telhara,Infants with Severe Acute Malnutrition,0.12
Akola,2019,Akot,Infants at Normal Weight,98.23
Akola,2019,Akot,Infants with Moderate Acute Malnutrition,1.59
Akola,2019,Akot,Infants with Severe Acute Malnutrition,0.18
Akola,2019,Balapur,Infants at Normal Weight,99.42
Akola,2019,Balapur,Infants with Moderate Acute Malnutrition,0.47
Akola,2019,Balapur,Infants with Severe Acute Malnutrition,0.11
Akola,2019,Akola,Infants at Normal Weight,98.32
Akola,2019,Akola,Infants with Moderate Acute Malnutrition,1.49
Akola,2019,Akola,Infants with Severe Acute Malnutrition,0.19
Akola,2019,Murtijapur,Infants at Normal Weight,99.63
Akola,2019,Murtijapur,Infants with Moderate Acute Malnutrition,0.32
Akola,2019,Murtijapur,Infants with Severe Acute Malnutrition,0.05
Akola,2019,Patur,Infants at Normal Weight,99.31
Akola,2019,Patur,Infants with Moderate Acute Malnutrition,0.61
Akola,2019,Patur,Infants with Severe Acute Malnutrition,0.08
Akola,2019,Barshitakali,Infants at Normal Weight,99.24
Akola,2019,Barshitakali,Infants with Moderate Acute Malnutrition,0.65
Akola,2019,Barshitakali,Infants with Severe Acute Malnutrition,0.11
Akola,2020,Telhara,Infants at Normal Weight,98.29
Akola,2020,Telhara,Infants with Moderate Acute Malnutrition,1.98
Akola,2020,Telhara,Infants with Severe Acute Malnutrition,0.12
Akola,2020,Akot,Infants at Normal Weight,98.76
Akola,2020,Akot,Infants with Moderate Acute Malnutrition,2.2
Akola,2020,Akot,Infants with Severe Acute Malnutrition,0.36
Akola,2020,Balapur,Infants at Normal Weight,101.08
Akola,2020,Balapur,Infants with Moderate Acute Malnutrition,1.04
Akola,2020,Balapur,Infants with Severe Acute Malnutrition,0.2
Akola,2020,Akola,Infants at Normal Weight,102.25
Akola,2020,Akola,Infants with Moderate Acute Malnutrition,2.5
Akola,2020,Akola,Infants with Severe Acute Malnutrition,0.3
Akola,2020,Murtijapur,Infants at Normal Weight,103.56
Akola,2020,Murtijapur,Infants with Moderate Acute Malnutrition,1.38
Akola,2020,Murtijapur,Infants with Severe Acute Malnutrition,0.6
Akola,2020,Patur,Infants at Normal Weight,100.65
Akola,2020,Patur,Infants with Moderate Acute Malnutrition,1.6
Akola,2020,Patur,Infants with Severe Acute Malnutrition,0.09
Akola,2020,Barshitakali,Infants at Normal Weight,101.62
Akola,2020,Barshitakali,Infants with Moderate Acute Malnutrition,1
Akola,2020,Barshitakali,Infants with Severe Acute Malnutrition,0.11
Akola,2021,Telhara,Infants at Normal Weight,94.64
Akola,2021,Telhara,Infants with Moderate Acute Malnutrition,0.43
Akola,2021,Telhara,Infants with Severe Acute Malnutrition,0.07
Akola,2021,Akot,Infants at Normal Weight,94.79
Akola,2021,Akot,Infants with Moderate Acute Malnutrition,0.88
Akola,2021,Akot,Infants with Severe Acute Malnutrition,0.18
Akola,2021,Balapur,Infants at Normal Weight,95.52
Akola,2021,Balapur,Infants with Moderate Acute Malnutrition,1.28
Akola,2021,Balapur,Infants with Severe Acute Malnutrition,0.29
Akola,2021,Akola,Infants at Normal Weight,102.25
Akola,2021,Akola,Infants with Moderate Acute Malnutrition,2.5
Akola,2021,Akola,Infants with Severe Acute Malnutrition,0.3
Akola,2021,Murtijapur,Infants at Normal Weight,103.56
Akola,2021,Murtijapur,Infants with Moderate Acute Malnutrition,1.38
Akola,2021,Murtijapur,Infants with Severe Acute Malnutrition,0.6
Akola,2021,Patur,Infants at Normal Weight,100.65
Akola,2021,Patur,Infants with Moderate Acute Malnutrition,1.6
Akola,2021,Patur,Infants with Severe Acute Malnutrition,0.09
Akola,2021,Barshitakali,Infants at Normal Weight,101.62
Akola,2021,Barshitakali,Infants with Moderate Acute Malnutrition,1
Akola,2021,Barshitakali,Infants with Severe Acute Malnutrition,0.11
Amravati,2012,Dharani,Infants at Normal Weight,66.01
Amravati,2012,Dharani,Infants with Moderate Acute Malnutrition,27.42
Amravati,2012,Dharani,Infants with Severe Acute Malnutrition,6.57
Amravati,2012,Chikhraldara,Infants at Normal Weight,68.15
Amravati,2012,Chikhraldara,Infants with Moderate Acute Malnutrition,26.71
Amravati,2012,Chikhraldara,Infants with Severe Acute Malnutrition,5.14
Amravati,2012,Anjangaon Su,Infants at Normal Weight,93.46
Amravati,2012,Anjangaon Su,Infants with Moderate Acute Malnutrition,5.98
Amravati,2012,Anjangaon Su,Infants with Severe Acute Malnutrition,0.56
Amravati,2012,Achalpur,Infants at Normal Weight,88.46
Amravati,2012,Achalpur,Infants with Moderate Acute Malnutrition,10.38
Amravati,2012,Achalpur,Infants with Severe Acute Malnutrition,1.11
Amravati,2012,Chandurbazar,Infants at Normal Weight,87.03
Amravati,2012,Chandurbazar,Infants with Moderate Acute Malnutrition,11.22
Amravati,2012,Chandurbazar,Infants with Severe Acute Malnutrition,1.76
Amravati,2012,Morshi,Infants at Normal Weight,89.6
Amravati,2012,Morshi,Infants with Moderate Acute Malnutrition,9.04
Amravati,2012,Morshi,Infants with Severe Acute Malnutrition,1.37
Amravati,2012,Warud,Infants at Normal Weight,87.77
Amravati,2012,Warud,Infants with Moderate Acute Malnutrition,10.99
Amravati,2012,Warud,Infants with Severe Acute Malnutrition,1.25
Amravati,2012,Tivas,Infants at Normal Weight,86.8
Amravati,2012,Tivas,Infants with Moderate Acute Malnutrition,11.41
Amravati,2012,Tivas,Infants with Severe Acute Malnutrition,1.79
Amravati,2012,Amravati,Infants at Normal Weight,83.76
Amravati,2012,Amravati,Infants with Moderate Acute Malnutrition,14.3
Amravati,2012,Amravati,Infants with Severe Acute Malnutrition,1.94
Amravati,2012,Bhatkuli,Infants at Normal Weight,84.54
Amravati,2012,Bhatkuli,Infants with Moderate Acute Malnutrition,13.33
Amravati,2012,Bhatkuli,Infants with Severe Acute Malnutrition,2.13
Amravati,2012,Daryapur,Infants at Normal Weight,91.35
Amravati,2012,Daryapur,Infants with Moderate Acute Malnutrition,7.47
Amravati,2012,Daryapur,Infants with Severe Acute Malnutrition,1.18
Amravati,2012,Nandgaon Kh,Infants at Normal Weight,84.51
Amravati,2012,Nandgaon Kh,Infants with Moderate Acute Malnutrition,13.41
Amravati,2012,Nandgaon Kh,Infants with Severe Acute Malnutrition,2.08
Amravati,2012,Chandur Railway,Infants at Normal Weight,87.23
Amravati,2012,Chandur Railway,Infants with Moderate Acute Malnutrition,11.1
Amravati,2012,Chandur Railway,Infants with Severe Acute Malnutrition,1.67
Amravati,2012,Dhamangaon Re,Infants at Normal Weight,86.22
Amravati,2012,Dhamangaon Re,Infants with Moderate Acute Malnutrition,11.89
Amravati,2012,Dhamangaon Re,Infants with Severe Acute Malnutrition,1.89
Amravati,2013,Dharani,Infants at Normal Weight,65.73
Amravati,2013,Dharani,Infants with Moderate Acute Malnutrition,27.92
Amravati,2013,Dharani,Infants with Severe Acute Malnutrition,6.35
Amravati,2013,Chikhraldara,Infants at Normal Weight,65.53
Amravati,2013,Chikhraldara,Infants with Moderate Acute Malnutrition,27.86
Amravati,2013,Chikhraldara,Infants with Severe Acute Malnutrition,6.62
Amravati,2013,Anjangaon Su,Infants at Normal Weight,93.88
Amravati,2013,Anjangaon Su,Infants with Moderate Acute Malnutrition,4.77
Amravati,2013,Anjangaon Su,Infants with Severe Acute Malnutrition,0.71
Amravati,2013,Achalpur,Infants at Normal Weight,86.47
Amravati,2013,Achalpur,Infants with Moderate Acute Malnutrition,12.63
Amravati,2013,Achalpur,Infants with Severe Acute Malnutrition,1.32
Amravati,2013,Chandurbazar,Infants at Normal Weight,88.62
Amravati,2013,Chandurbazar,Infants with Moderate Acute Malnutrition,10.01
Amravati,2013,Chandurbazar,Infants with Severe Acute Malnutrition,1.37
Amravati,2013,Morshi,Infants at Normal Weight,90.01
Amravati,2013,Morshi,Infants with Moderate Acute Malnutrition,8.62
Amravati,2013,Morshi,Infants with Severe Acute Malnutrition,1.37
Amravati,2013,Warud,Infants at Normal Weight,88.8
Amravati,2013,Warud,Infants with Moderate Acute Malnutrition,10.04
Amravati,2013,Warud,Infants with Severe Acute Malnutrition,1.16
Amravati,2013,Tivas,Infants at Normal Weight,87.79
Amravati,2013,Tivas,Infants with Moderate Acute Malnutrition,10.72
Amravati,2013,Tivas,Infants with Severe Acute Malnutrition,1.49
Amravati,2013,Amravati,Infants at Normal Weight,85.17
Amravati,2013,Amravati,Infants with Moderate Acute Malnutrition,12.92
Amravati,2013,Amravati,Infants with Severe Acute Malnutrition,1.9
Amravati,2013,Bhatkuli,Infants at Normal Weight,83.1
Amravati,2013,Bhatkuli,Infants with Moderate Acute Malnutrition,14.48
Amravati,2013,Bhatkuli,Infants with Severe Acute Malnutrition,2.42
Amravati,2013,Daryapur,Infants at Normal Weight,92.81
Amravati,2013,Daryapur,Infants with Moderate Acute Malnutrition,7.02
Amravati,2013,Daryapur,Infants with Severe Acute Malnutrition,0.8
Amravati,2013,Nandgaon Kh,Infants at Normal Weight,86.08
Amravati,2013,Nandgaon Kh,Infants with Moderate Acute Malnutrition,11.94
Amravati,2013,Nandgaon Kh,Infants with Severe Acute Malnutrition,1.98
Amravati,2013,Chandur Railway,Infants at Normal Weight,86.41
Amravati,2013,Chandur Railway,Infants with Moderate Acute Malnutrition,11.86
Amravati,2013,Chandur Railway,Infants with Severe Acute Malnutrition,1.73
Amravati,2013,Dhamangaon Re,Infants at Normal Weight,87.23
Amravati,2013,Dhamangaon Re,Infants with Moderate Acute Malnutrition,10.85
Amravati,2013,Dhamangaon Re,Infants with Severe Acute Malnutrition,1.92
Amravati,2014,Dharani,Infants at Normal Weight,66.12
Amravati,2014,Dharani,Infants with Moderate Acute Malnutrition,27.41
Amravati,2014,Dharani,Infants with Severe Acute Malnutrition,6.47
Amravati,2014,Chikhraldara,Infants at Normal Weight,64.1
Amravati,2014,Chikhraldara,Infants with Moderate Acute Malnutrition,28.66
Amravati,2014,Chikhraldara,Infants with Severe Acute Malnutrition,7.24
Amravati,2014,Anjangaon Su,Infants at Normal Weight,94.28
Amravati,2014,Anjangaon Su,Infants with Moderate Acute Malnutrition,5.27
Amravati,2014,Anjangaon Su,Infants with Severe Acute Malnutrition,0.46
Amravati,2014,Achalpur,Infants at Normal Weight,89.48
Amravati,2014,Achalpur,Infants with Moderate Acute Malnutrition,9.61
Amravati,2014,Achalpur,Infants with Severe Acute Malnutrition,0.91
Amravati,2014,Chandurbazar,Infants at Normal Weight,90.26
Amravati,2014,Chandurbazar,Infants with Moderate Acute Malnutrition,8.68
Amravati,2014,Chandurbazar,Infants with Severe Acute Malnutrition,1.06
Amravati,2014,Morshi,Infants at Normal Weight,90.76
Amravati,2014,Morshi,Infants with Moderate Acute Malnutrition,8
Amravati,2014,Morshi,Infants with Severe Acute Malnutrition,1.24
Amravati,2014,Warud,Infants at Normal Weight,89.29
Amravati,2014,Warud,Infants with Moderate Acute Malnutrition,9.62
Amravati,2014,Warud,Infants with Severe Acute Malnutrition,1.08
Amravati,2014,Tivas,Infants at Normal Weight,89.65
Amravati,2014,Tivas,Infants with Moderate Acute Malnutrition,9.19
Amravati,2014,Tivas,Infants with Severe Acute Malnutrition,1.15
Amravati,2014,Amravati,Infants at Normal Weight,84.98
Amravati,2014,Amravati,Infants with Moderate Acute Malnutrition,13.61
Amravati,2014,Amravati,Infants with Severe Acute Malnutrition,1.41
Amravati,2014,Bhatkuli,Infants at Normal Weight,85.78
Amravati,2014,Bhatkuli,Infants with Moderate Acute Malnutrition,12.29
Amravati,2014,Bhatkuli,Infants with Severe Acute Malnutrition,1.93
Amravati,2014,Daryapur,Infants at Normal Weight,92.62
Amravati,2014,Daryapur,Infants with Moderate Acute Malnutrition,6.59
Amravati,2014,Daryapur,Infants with Severe Acute Malnutrition,0.79
Amravati,2014,Nandgaon Kh,Infants at Normal Weight,88.29
Amravati,2014,Nandgaon Kh,Infants with Moderate Acute Malnutrition,10.1
Amravati,2014,Nandgaon Kh,Infants with Severe Acute Malnutrition,1.61
Amravati,2014,Chandur Railway,Infants at Normal Weight,89.66
Amravati,2014,Chandur Railway,Infants with Moderate Acute Malnutrition,9.45
Amravati,2014,Chandur Railway,Infants with Severe Acute Malnutrition,0.9
Amravati,2014,Dhamangaon Re,Infants at Normal Weight,88.12
Amravati,2014,Dhamangaon Re,Infants with Moderate Acute Malnutrition,10.51
Amravati,2014,Dhamangaon Re,Infants with Severe Acute Malnutrition,1.37
Amravati,2015,Dharani,Infants at Normal Weight,62.3
Amravati,2015,Dharani,Infants with Moderate Acute Malnutrition,30.1
Amravati,2015,Dharani,Infants with Severe Acute Malnutrition,7.61
Amravati,2015,Chikhraldara,Infants at Normal Weight,63.76
Amravati,2015,Chikhraldara,Infants with Moderate Acute Malnutrition,29.09
Amravati,2015,Chikhraldara,Infants with Severe Acute Malnutrition,7.15
Amravati,2015,Anjangaon Su,Infants at Normal Weight,93.24
Amravati,2015,Anjangaon Su,Infants with Moderate Acute Malnutrition,6.23
Amravati,2015,Anjangaon Su,Infants with Severe Acute Malnutrition,0.53
Amravati,2015,Achalpur,Infants at Normal Weight,89.75
Amravati,2015,Achalpur,Infants with Moderate Acute Malnutrition,10.72
Amravati,2015,Achalpur,Infants with Severe Acute Malnutrition,0.71
Amravati,2015,Chandurbazar,Infants at Normal Weight,89.3
Amravati,2015,Chandurbazar,Infants with Moderate Acute Malnutrition,9.52
Amravati,2015,Chandurbazar,Infants with Severe Acute Malnutrition,1.19
Amravati,2015,Morshi,Infants at Normal Weight,91.31
Amravati,2015,Morshi,Infants with Moderate Acute Malnutrition,7.59
Amravati,2015,Morshi,Infants with Severe Acute Malnutrition,1.1
Amravati,2015,Warud,Infants at Normal Weight,75.57
Amravati,2015,Warud,Infants with Moderate Acute Malnutrition,23.65
Amravati,2015,Warud,Infants with Severe Acute Malnutrition,0.77
Amravati,2015,Tivas,Infants at Normal Weight,86.23
Amravati,2015,Tivas,Infants with Moderate Acute Malnutrition,12.36
Amravati,2015,Tivas,Infants with Severe Acute Malnutrition,1.41
Amravati,2015,Amravati,Infants at Normal Weight,82.39
Amravati,2015,Amravati,Infants with Moderate Acute Malnutrition,15.37
Amravati,2015,Amravati,Infants with Severe Acute Malnutrition,2.23
Amravati,2015,Bhatkuli,Infants at Normal Weight,86.71
Amravati,2015,Bhatkuli,Infants with Moderate Acute Malnutrition,11.61
Amravati,2015,Bhatkuli,Infants with Severe Acute Malnutrition,1.68
Amravati,2015,Daryapur,Infants at Normal Weight,92.92
Amravati,2015,Daryapur,Infants with Moderate Acute Malnutrition,6.2
Amravati,2015,Daryapur,Infants with Severe Acute Malnutrition,0.88
Amravati,2015,Nandgaon Kh,Infants at Normal Weight,89.5
Amravati,2015,Nandgaon Kh,Infants with Moderate Acute Malnutrition,9.16
Amravati,2015,Nandgaon Kh,Infants with Severe Acute Malnutrition,1.35
Amravati,2015,Chandur Railway,Infants at Normal Weight,91.08
Amravati,2015,Chandur Railway,Infants with Moderate Acute Malnutrition,8.15
Amravati,2015,Chandur Railway,Infants with Severe Acute Malnutrition,0.77
Amravati,2015,Dhamangaon Re,Infants at Normal Weight,90.68
Amravati,2015,Dhamangaon Re,Infants with Moderate Acute Malnutrition,8.44
Amravati,2015,Dhamangaon Re,Infants with Severe Acute Malnutrition,0.89
Amravati,2016,Dharani,Infants at Normal Weight,68.55
Amravati,2016,Dharani,Infants with Moderate Acute Malnutrition,25.55
Amravati,2016,Dharani,Infants with Severe Acute Malnutrition,5.9
Amravati,2016,Chikhraldara,Infants at Normal Weight,73.18
Amravati,2016,Chikhraldara,Infants with Moderate Acute Malnutrition,21.33
Amravati,2016,Chikhraldara,Infants with Severe Acute Malnutrition,5.49
Amravati,2016,Anjangaon Su,Infants at Normal Weight,95.1
Amravati,2016,Anjangaon Su,Infants with Moderate Acute Malnutrition,4.4
Amravati,2016,Anjangaon Su,Infants with Severe Acute Malnutrition,0.49
Amravati,2016,Achalpur,Infants at Normal Weight,90.53
Amravati,2016,Achalpur,Infants with Moderate Acute Malnutrition,8.74
Amravati,2016,Achalpur,Infants with Severe Acute Malnutrition,0.73
Amravati,2016,Chandurbazar,Infants at Normal Weight,90.55
Amravati,2016,Chandurbazar,Infants with Moderate Acute Malnutrition,8.67
Amravati,2016,Chandurbazar,Infants with Severe Acute Malnutrition,0.78
Amravati,2016,Morshi,Infants at Normal Weight,92.24
Amravati,2016,Morshi,Infants with Moderate Acute Malnutrition,6.84
Amravati,2016,Morshi,Infants with Severe Acute Malnutrition,0.92
Amravati,2016,Warud,Infants at Normal Weight,89.11
Amravati,2016,Warud,Infants with Moderate Acute Malnutrition,9.95
Amravati,2016,Warud,Infants with Severe Acute Malnutrition,0.94
Amravati,2016,Tivas,Infants at Normal Weight,86.49
Amravati,2016,Tivas,Infants with Moderate Acute Malnutrition,11.87
Amravati,2016,Tivas,Infants with Severe Acute Malnutrition,1.63
Amravati,2016,Amravati,Infants at Normal Weight,86.51
Amravati,2016,Amravati,Infants with Moderate Acute Malnutrition,12.18
Amravati,2016,Amravati,Infants with Severe Acute Malnutrition,1.31
Amravati,2016,Bhatkuli,Infants at Normal Weight,86.62
Amravati,2016,Bhatkuli,Infants with Moderate Acute Malnutrition,11.81
Amravati,2016,Bhatkuli,Infants with Severe Acute Malnutrition,1.57
Amravati,2016,Daryapur,Infants at Normal Weight,92.76
Amravati,2016,Daryapur,Infants with Moderate Acute Malnutrition,6.39
Amravati,2016,Daryapur,Infants with Severe Acute Malnutrition,0.85
Amravati,2016,Nandgaon Kh,Infants at Normal Weight,89.11
Amravati,2016,Nandgaon Kh,Infants with Moderate Acute Malnutrition,9.65
Amravati,2016,Nandgaon Kh,Infants with Severe Acute Malnutrition,1.24
Amravati,2016,Chandur Railway,Infants at Normal Weight,92.55
Amravati,2016,Chandur Railway,Infants with Moderate Acute Malnutrition,6.69
Amravati,2016,Chandur Railway,Infants with Severe Acute Malnutrition,0.76
Amravati,2016,Dhamangaon Re,Infants at Normal Weight,90.91
Amravati,2016,Dhamangaon Re,Infants with Moderate Acute Malnutrition,8.22
Amravati,2016,Dhamangaon Re,Infants with Severe Acute Malnutrition,0.86
Amravati,2017,Dharani,Infants at Normal Weight,68.09
Amravati,2017,Dharani,Infants with Moderate Acute Malnutrition,25.42
Amravati,2017,Dharani,Infants with Severe Acute Malnutrition,6.49
Amravati,2017,Chikhraldara,Infants at Normal Weight,67.1
