District,Year,Taluka,Select Facility,Number
Ahilyanagar,2012,Akole,Hospitals,18
Ahilyanagar,2012,Akole,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Akole,Clinics,42
Ahilyanagar,2012,Akole,Maternity Wards,14
Ahilyanagar,2012,Akole,Number of Beds,148
Ahilyanagar,2012,Sangamner,Hospitals,39
Ahilyanagar,2012,Sangamner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Sangamner,Clinics,53
Ahilyanagar,2012,Sangamner,Maternity Wards,33
Ahilyanagar,2012,Sangamner,Number of Beds,328
Ahilyanagar,2012,Kopargaon,Hospitals,21
Ahilyanagar,2012,Kopargaon,"Specialty Hospitals (Cancer, TB, etc)",2
Ahilyanagar,2012,Kopargaon,Clinics,56
Ahilyanagar,2012,Kopargaon,Maternity Wards,20
Ahilyanagar,2012,Kopargaon,Number of Beds,286
Ahilyanagar,2012,Rahata,Hospitals,23
Ahilyanagar,2012,Rahata,"Specialty Hospitals (Cancer, TB, etc)",1
Ahilyanagar,2012,Rahata,Clinics,54
Ahilyanagar,2012,Rahata,Maternity Wards,24
Ahilyanagar,2012,Rahata,Number of Beds,258
Ahilyanagar,2012,Srirampur,Hospitals,29
Ahilyanagar,2012,Srirampur,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Srirampur,Clinics,121
Ahilyanagar,2012,Srirampur,Maternity Wards,23
Ahilyanagar,2012,Srirampur,Number of Beds,249
Ahilyanagar,2012,Nevasa,Hospitals,23
Ahilyanagar,2012,Nevasa,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Nevasa,Clinics,59
Ahilyanagar,2012,Nevasa,Maternity Wards,26
Ahilyanagar,2012,Nevasa,Number of Beds,270
Ahilyanagar,2012,Shevgaon,Hospitals,15
Ahilyanagar,2012,Shevgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Shevgaon,Clinics,64
Ahilyanagar,2012,Shevgaon,Maternity Wards,15
Ahilyanagar,2012,Shevgaon,Number of Beds,168
Ahilyanagar,2012,Pathardi,Hospitals,8
Ahilyanagar,2012,Pathardi,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Pathardi,Clinics,46
Ahilyanagar,2012,Pathardi,Maternity Wards,10
Ahilyanagar,2012,Pathardi,Number of Beds,142
Ahilyanagar,2012,Nagar,Hospitals,90
Ahilyanagar,2012,Nagar,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Nagar,Clinics,361
Ahilyanagar,2012,Nagar,Maternity Wards,86
Ahilyanagar,2012,Nagar,Number of Beds,2644
Ahilyanagar,2012,Rahuri,Hospitals,17
Ahilyanagar,2012,Rahuri,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Rahuri,Clinics,36
Ahilyanagar,2012,Rahuri,Maternity Wards,17
Ahilyanagar,2012,Rahuri,Number of Beds,181
Ahilyanagar,2012,Parner,Hospitals,14
Ahilyanagar,2012,Parner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Parner,Clinics,34
Ahilyanagar,2012,Parner,Maternity Wards,14
Ahilyanagar,2012,Parner,Number of Beds,165
Ahilyanagar,2012,Srigonda,Hospitals,23
Ahilyanagar,2012,Srigonda,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Srigonda,Clinics,32
Ahilyanagar,2012,Srigonda,Maternity Wards,25
Ahilyanagar,2012,Srigonda,Number of Beds,234
Ahilyanagar,2012,Karjat,Hospitals,17
Ahilyanagar,2012,Karjat,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Karjat,Clinics,26
Ahilyanagar,2012,Karjat,Maternity Wards,16
Ahilyanagar,2012,Karjat,Number of Beds,164
Ahilyanagar,2012,Jamkhed,Hospitals,19
Ahilyanagar,2012,Jamkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2012,Jamkhed,Clinics,25
Ahilyanagar,2012,Jamkhed,Maternity Wards,18
Ahilyanagar,2012,Jamkhed,Number of Beds,168
Ahilyanagar,2013,Akole,Hospitals,21
Ahilyanagar,2013,Akole,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Akole,Clinics,46
Ahilyanagar,2013,Akole,Maternity Wards,16
Ahilyanagar,2013,Akole,Number of Beds,152
Ahilyanagar,2013,Sangamner,Hospitals,42
Ahilyanagar,2013,Sangamner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Sangamner,Clinics,49
Ahilyanagar,2013,Sangamner,Maternity Wards,33
Ahilyanagar,2013,Sangamner,Number of Beds,338
Ahilyanagar,2013,Kopargaon,Hospitals,23
Ahilyanagar,2013,Kopargaon,"Specialty Hospitals (Cancer, TB, etc)",2
Ahilyanagar,2013,Kopargaon,Clinics,63
Ahilyanagar,2013,Kopargaon,Maternity Wards,22
Ahilyanagar,2013,Kopargaon,Number of Beds,295
Ahilyanagar,2013,Rahata,Hospitals,26
Ahilyanagar,2013,Rahata,"Specialty Hospitals (Cancer, TB, etc)",1
Ahilyanagar,2013,Rahata,Clinics,59
Ahilyanagar,2013,Rahata,Maternity Wards,25
Ahilyanagar,2013,Rahata,Number of Beds,266
Ahilyanagar,2013,Srirampur,Hospitals,31
Ahilyanagar,2013,Srirampur,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Srirampur,Clinics,126
Ahilyanagar,2013,Srirampur,Maternity Wards,23
Ahilyanagar,2013,Srirampur,Number of Beds,256
Ahilyanagar,2013,Nevasa,Hospitals,24
Ahilyanagar,2013,Nevasa,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Nevasa,Clinics,66
Ahilyanagar,2013,Nevasa,Maternity Wards,26
Ahilyanagar,2013,Nevasa,Number of Beds,278
Ahilyanagar,2013,Shevgaon,Hospitals,18
Ahilyanagar,2013,Shevgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Shevgaon,Clinics,67
Ahilyanagar,2013,Shevgaon,Maternity Wards,16
Ahilyanagar,2013,Shevgaon,Number of Beds,173
Ahilyanagar,2013,Pathardi,Hospitals,11
Ahilyanagar,2013,Pathardi,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Pathardi,Clinics,49
Ahilyanagar,2013,Pathardi,Maternity Wards,11
Ahilyanagar,2013,Pathardi,Number of Beds,146
Ahilyanagar,2013,Nagar,Hospitals,96
Ahilyanagar,2013,Nagar,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Nagar,Clinics,368
Ahilyanagar,2013,Nagar,Maternity Wards,89
Ahilyanagar,2013,Nagar,Number of Beds,2723
Ahilyanagar,2013,Rahuri,Hospitals,19
Ahilyanagar,2013,Rahuri,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Rahuri,Clinics,39
Ahilyanagar,2013,Rahuri,Maternity Wards,19
Ahilyanagar,2013,Rahuri,Number of Beds,186
Ahilyanagar,2013,Parner,Hospitals,16
Ahilyanagar,2013,Parner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Parner,Clinics,38
Ahilyanagar,2013,Parner,Maternity Wards,15
Ahilyanagar,2013,Parner,Number of Beds,170
Ahilyanagar,2013,Srigonda,Hospitals,24
Ahilyanagar,2013,Srigonda,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Srigonda,Clinics,36
Ahilyanagar,2013,Srigonda,Maternity Wards,25
Ahilyanagar,2013,Srigonda,Number of Beds,241
Ahilyanagar,2013,Karjat,Hospitals,19
Ahilyanagar,2013,Karjat,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Karjat,Clinics,29
Ahilyanagar,2013,Karjat,Maternity Wards,16
Ahilyanagar,2013,Karjat,Number of Beds,169
Ahilyanagar,2013,Jamkhed,Hospitals,20
Ahilyanagar,2013,Jamkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2013,Jamkhed,Clinics,28
Ahilyanagar,2013,Jamkhed,Maternity Wards,18
Ahilyanagar,2013,Jamkhed,Number of Beds,173
Ahilyanagar,2014,Akole,Hospitals,23
Ahilyanagar,2014,Akole,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Akole,Clinics,98
Ahilyanagar,2014,Akole,Maternity Wards,17
Ahilyanagar,2014,Akole,Number of Beds,179
Ahilyanagar,2014,Sangamner,Hospitals,49
Ahilyanagar,2014,Sangamner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Sangamner,Clinics,149
Ahilyanagar,2014,Sangamner,Maternity Wards,33
Ahilyanagar,2014,Sangamner,Number of Beds,389
Ahilyanagar,2014,Kopargaon,Hospitals,29
Ahilyanagar,2014,Kopargaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Kopargaon,Clinics,79
Ahilyanagar,2014,Kopargaon,Maternity Wards,22
Ahilyanagar,2014,Kopargaon,Number of Beds,295
Ahilyanagar,2014,Rahata,Hospitals,52
Ahilyanagar,2014,Rahata,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Rahata,Clinics,63
Ahilyanagar,2014,Rahata,Maternity Wards,35
Ahilyanagar,2014,Rahata,Number of Beds,379
Ahilyanagar,2014,Srirampur,Hospitals,57
Ahilyanagar,2014,Srirampur,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Srirampur,Clinics,157
Ahilyanagar,2014,Srirampur,Maternity Wards,27
Ahilyanagar,2014,Srirampur,Number of Beds,369
Ahilyanagar,2014,Nevasa,Hospitals,35
Ahilyanagar,2014,Nevasa,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Nevasa,Clinics,79
Ahilyanagar,2014,Nevasa,Maternity Wards,39
Ahilyanagar,2014,Nevasa,Number of Beds,379
Ahilyanagar,2014,Shevgaon,Hospitals,27
Ahilyanagar,2014,Shevgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Shevgaon,Clinics,87
Ahilyanagar,2014,Shevgaon,Maternity Wards,23
Ahilyanagar,2014,Shevgaon,Number of Beds,357
Ahilyanagar,2014,Pathardi,Hospitals,17
Ahilyanagar,2014,Pathardi,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Pathardi,Clinics,93
Ahilyanagar,2014,Pathardi,Maternity Wards,25
Ahilyanagar,2014,Pathardi,Number of Beds,217
Ahilyanagar,2014,Nagar,Hospitals,125
Ahilyanagar,2014,Nagar,"Specialty Hospitals (Cancer, TB, etc)",1
Ahilyanagar,2014,Nagar,Clinics,381
Ahilyanagar,2014,Nagar,Maternity Wards,89
Ahilyanagar,2014,Nagar,Number of Beds,2879
Ahilyanagar,2014,Rahuri,Hospitals,29
Ahilyanagar,2014,Rahuri,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Rahuri,Clinics,69
Ahilyanagar,2014,Rahuri,Maternity Wards,37
Ahilyanagar,2014,Rahuri,Number of Beds,275
Ahilyanagar,2014,Parner,Hospitals,35
Ahilyanagar,2014,Parner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Parner,Clinics,103
Ahilyanagar,2014,Parner,Maternity Wards,27
Ahilyanagar,2014,Parner,Number of Beds,243
Ahilyanagar,2014,Srigonda,Hospitals,27
Ahilyanagar,2014,Srigonda,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Srigonda,Clinics,109
Ahilyanagar,2014,Srigonda,Maternity Wards,29
Ahilyanagar,2014,Srigonda,Number of Beds,279
Ahilyanagar,2014,Karjat,Hospitals,29
Ahilyanagar,2014,Karjat,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Karjat,Clinics,97
Ahilyanagar,2014,Karjat,Maternity Wards,16
Ahilyanagar,2014,Karjat,Number of Beds,227
Ahilyanagar,2014,Jamkhed,Hospitals,25
Ahilyanagar,2014,Jamkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2014,Jamkhed,Clinics,39
Ahilyanagar,2014,Jamkhed,Maternity Wards,19
Ahilyanagar,2014,Jamkhed,Number of Beds,257
Ahilyanagar,2015,Akole,Hospitals,23
Ahilyanagar,2015,Akole,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Akole,Clinics,104
Ahilyanagar,2015,Akole,Maternity Wards,17
Ahilyanagar,2015,Akole,Number of Beds,198
Ahilyanagar,2015,Sangamner,Hospitals,185
Ahilyanagar,2015,Sangamner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Sangamner,Clinics,354
Ahilyanagar,2015,Sangamner,Maternity Wards,50
Ahilyanagar,2015,Sangamner,Number of Beds,1591
Ahilyanagar,2015,Kopargaon,Hospitals,39
Ahilyanagar,2015,Kopargaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Kopargaon,Clinics,90
Ahilyanagar,2015,Kopargaon,Maternity Wards,32
Ahilyanagar,2015,Kopargaon,Number of Beds,462
Ahilyanagar,2015,Rahata,Hospitals,24
Ahilyanagar,2015,Rahata,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Rahata,Clinics,127
Ahilyanagar,2015,Rahata,Maternity Wards,30
Ahilyanagar,2015,Rahata,Number of Beds,1834
Ahilyanagar,2015,Srirampur,Hospitals,64
Ahilyanagar,2015,Srirampur,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Srirampur,Clinics,310
Ahilyanagar,2015,Srirampur,Maternity Wards,28
Ahilyanagar,2015,Srirampur,Number of Beds,1231
Ahilyanagar,2015,Nevasa,Hospitals,39
Ahilyanagar,2015,Nevasa,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Nevasa,Clinics,85
Ahilyanagar,2015,Nevasa,Maternity Wards,41
Ahilyanagar,2015,Nevasa,Number of Beds,385
Ahilyanagar,2015,Shevgaon,Hospitals,14
Ahilyanagar,2015,Shevgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Shevgaon,Clinics,97
Ahilyanagar,2015,Shevgaon,Maternity Wards,20
Ahilyanagar,2015,Shevgaon,Number of Beds,507
Ahilyanagar,2015,Pathardi,Hospitals,70
Ahilyanagar,2015,Pathardi,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Pathardi,Clinics,123
Ahilyanagar,2015,Pathardi,Maternity Wards,4
Ahilyanagar,2015,Pathardi,Number of Beds,380
Ahilyanagar,2015,Nagar,Hospitals,20
Ahilyanagar,2015,Nagar,"Specialty Hospitals (Cancer, TB, etc)",1
Ahilyanagar,2015,Nagar,Clinics,125
Ahilyanagar,2015,Nagar,Maternity Wards,12
Ahilyanagar,2015,Nagar,Number of Beds,1081
Ahilyanagar,2015,Rahuri,Hospitals,64
Ahilyanagar,2015,Rahuri,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Rahuri,Clinics,118
Ahilyanagar,2015,Rahuri,Maternity Wards,49
Ahilyanagar,2015,Rahuri,Number of Beds,580
Ahilyanagar,2015,Parner,Hospitals,38
Ahilyanagar,2015,Parner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Parner,Clinics,103
Ahilyanagar,2015,Parner,Maternity Wards,36
Ahilyanagar,2015,Parner,Number of Beds,270
Ahilyanagar,2015,Srigonda,Hospitals,51
Ahilyanagar,2015,Srigonda,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Srigonda,Clinics,149
Ahilyanagar,2015,Srigonda,Maternity Wards,41
Ahilyanagar,2015,Srigonda,Number of Beds,489
Ahilyanagar,2015,Karjat,Hospitals,22
Ahilyanagar,2015,Karjat,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Karjat,Clinics,51
Ahilyanagar,2015,Karjat,Maternity Wards,18
Ahilyanagar,2015,Karjat,Number of Beds,210
Ahilyanagar,2015,Jamkhed,Hospitals,23
Ahilyanagar,2015,Jamkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2015,Jamkhed,Clinics,38
Ahilyanagar,2015,Jamkhed,Maternity Wards,19
Ahilyanagar,2015,Jamkhed,Number of Beds,255
Ahilyanagar,2016,Akole,Hospitals,24
Ahilyanagar,2016,Akole,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Akole,Clinics,104
Ahilyanagar,2016,Akole,Maternity Wards,17
Ahilyanagar,2016,Akole,Number of Beds,198
Ahilyanagar,2016,Sangamner,Hospitals,184
Ahilyanagar,2016,Sangamner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Sangamner,Clinics,354
Ahilyanagar,2016,Sangamner,Maternity Wards,50
Ahilyanagar,2016,Sangamner,Number of Beds,1595
Ahilyanagar,2016,Kopargaon,Hospitals,39
Ahilyanagar,2016,Kopargaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Kopargaon,Clinics,94
Ahilyanagar,2016,Kopargaon,Maternity Wards,32
Ahilyanagar,2016,Kopargaon,Number of Beds,462
Ahilyanagar,2016,Rahata,Hospitals,24
Ahilyanagar,2016,Rahata,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Rahata,Clinics,127
Ahilyanagar,2016,Rahata,Maternity Wards,30
Ahilyanagar,2016,Rahata,Number of Beds,1834
Ahilyanagar,2016,Srirampur,Hospitals,64
Ahilyanagar,2016,Srirampur,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Srirampur,Clinics,310
Ahilyanagar,2016,Srirampur,Maternity Wards,28
Ahilyanagar,2016,Srirampur,Number of Beds,1231
Ahilyanagar,2016,Nevasa,Hospitals,39
Ahilyanagar,2016,Nevasa,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Nevasa,Clinics,85
Ahilyanagar,2016,Nevasa,Maternity Wards,41
Ahilyanagar,2016,Nevasa,Number of Beds,385
Ahilyanagar,2016,Shevgaon,Hospitals,14
Ahilyanagar,2016,Shevgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Shevgaon,Clinics,97
Ahilyanagar,2016,Shevgaon,Maternity Wards,20
Ahilyanagar,2016,Shevgaon,Number of Beds,507
Ahilyanagar,2016,Pathardi,Hospitals,70
Ahilyanagar,2016,Pathardi,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Pathardi,Clinics,123
Ahilyanagar,2016,Pathardi,Maternity Wards,4
Ahilyanagar,2016,Pathardi,Number of Beds,379
Ahilyanagar,2016,Nagar,Hospitals,206
Ahilyanagar,2016,Nagar,"Specialty Hospitals (Cancer, TB, etc)",2
Ahilyanagar,2016,Nagar,Clinics,557
Ahilyanagar,2016,Nagar,Maternity Wards,67
Ahilyanagar,2016,Nagar,Number of Beds,4342
Ahilyanagar,2016,Rahuri,Hospitals,64
Ahilyanagar,2016,Rahuri,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Rahuri,Clinics,118
Ahilyanagar,2016,Rahuri,Maternity Wards,49
Ahilyanagar,2016,Rahuri,Number of Beds,580
Ahilyanagar,2016,Parner,Hospitals,38
Ahilyanagar,2016,Parner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Parner,Clinics,101
Ahilyanagar,2016,Parner,Maternity Wards,36
Ahilyanagar,2016,Parner,Number of Beds,270
Ahilyanagar,2016,Srigonda,Hospitals,51
Ahilyanagar,2016,Srigonda,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Srigonda,Clinics,149
Ahilyanagar,2016,Srigonda,Maternity Wards,41
Ahilyanagar,2016,Srigonda,Number of Beds,489
Ahilyanagar,2016,Karjat,Hospitals,22
Ahilyanagar,2016,Karjat,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Karjat,Clinics,51
Ahilyanagar,2016,Karjat,Maternity Wards,18
Ahilyanagar,2016,Karjat,Number of Beds,210
Ahilyanagar,2016,Jamkhed,Hospitals,23
Ahilyanagar,2016,Jamkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2016,Jamkhed,Clinics,38
Ahilyanagar,2016,Jamkhed,Maternity Wards,19
Ahilyanagar,2016,Jamkhed,Number of Beds,255
Ahilyanagar,2017,Akole,Hospitals,24
Ahilyanagar,2017,Akole,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Akole,Clinics,104
Ahilyanagar,2017,Akole,Maternity Wards,17
Ahilyanagar,2017,Akole,Number of Beds,198
Ahilyanagar,2017,Sangamner,Hospitals,184
Ahilyanagar,2017,Sangamner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Sangamner,Clinics,354
Ahilyanagar,2017,Sangamner,Maternity Wards,50
Ahilyanagar,2017,Sangamner,Number of Beds,1595
Ahilyanagar,2017,Kopargaon,Hospitals,39
Ahilyanagar,2017,Kopargaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Kopargaon,Clinics,94
Ahilyanagar,2017,Kopargaon,Maternity Wards,32
Ahilyanagar,2017,Kopargaon,Number of Beds,462
Ahilyanagar,2017,Rahata,Hospitals,24
Ahilyanagar,2017,Rahata,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Rahata,Clinics,127
Ahilyanagar,2017,Rahata,Maternity Wards,30
Ahilyanagar,2017,Rahata,Number of Beds,1834
Ahilyanagar,2017,Srirampur,Hospitals,64
Ahilyanagar,2017,Srirampur,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Srirampur,Clinics,310
Ahilyanagar,2017,Srirampur,Maternity Wards,28
Ahilyanagar,2017,Srirampur,Number of Beds,1231
Ahilyanagar,2017,Nevasa,Hospitals,39
Ahilyanagar,2017,Nevasa,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Nevasa,Clinics,85
Ahilyanagar,2017,Nevasa,Maternity Wards,45
Ahilyanagar,2017,Nevasa,Number of Beds,390
Ahilyanagar,2017,Shevgaon,Hospitals,14
Ahilyanagar,2017,Shevgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Shevgaon,Clinics,97
Ahilyanagar,2017,Shevgaon,Maternity Wards,20
Ahilyanagar,2017,Shevgaon,Number of Beds,507
Ahilyanagar,2017,Pathardi,Hospitals,70
Ahilyanagar,2017,Pathardi,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Pathardi,Clinics,123
Ahilyanagar,2017,Pathardi,Maternity Wards,4
Ahilyanagar,2017,Pathardi,Number of Beds,379
Ahilyanagar,2017,Nagar,Hospitals,216
Ahilyanagar,2017,Nagar,"Specialty Hospitals (Cancer, TB, etc)",2
Ahilyanagar,2017,Nagar,Clinics,597
Ahilyanagar,2017,Nagar,Maternity Wards,63
Ahilyanagar,2017,Nagar,Number of Beds,4477
Ahilyanagar,2017,Rahuri,Hospitals,64
Ahilyanagar,2017,Rahuri,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Rahuri,Clinics,118
Ahilyanagar,2017,Rahuri,Maternity Wards,49
Ahilyanagar,2017,Rahuri,Number of Beds,580
Ahilyanagar,2017,Parner,Hospitals,38
Ahilyanagar,2017,Parner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Parner,Clinics,119
Ahilyanagar,2017,Parner,Maternity Wards,36
Ahilyanagar,2017,Parner,Number of Beds,270
Ahilyanagar,2017,Srigonda,Hospitals,51
Ahilyanagar,2017,Srigonda,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Srigonda,Clinics,149
Ahilyanagar,2017,Srigonda,Maternity Wards,41
Ahilyanagar,2017,Srigonda,Number of Beds,521
Ahilyanagar,2017,Karjat,Hospitals,22
Ahilyanagar,2017,Karjat,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Karjat,Clinics,51
Ahilyanagar,2017,Karjat,Maternity Wards,18
Ahilyanagar,2017,Karjat,Number of Beds,210
Ahilyanagar,2017,Jamkhed,Hospitals,23
Ahilyanagar,2017,Jamkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2017,Jamkhed,Clinics,38
Ahilyanagar,2017,Jamkhed,Maternity Wards,19
Ahilyanagar,2017,Jamkhed,Number of Beds,255
Ahilyanagar,2018,Akole,Hospitals,24
Ahilyanagar,2018,Akole,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2018,Akole,Clinics,12
Ahilyanagar,2018,Akole,Maternity Wards,23
Ahilyanagar,2018,Akole,Number of Beds,170
Ahilyanagar,2018,Sangamner,Hospitals,95
Ahilyanagar,2018,Sangamner,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2018,Sangamner,Clinics,140
Ahilyanagar,2018,Sangamner,Maternity Wards,77
Ahilyanagar,2018,Sangamner,Number of Beds,2140
Ahilyanagar,2018,Kopargaon,Hospitals,79
Ahilyanagar,2018,Kopargaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2018,Kopargaon,Clinics,30
Ahilyanagar,2018,Kopargaon,Maternity Wards,80
Ahilyanagar,2018,Kopargaon,Number of Beds,1099
Ahilyanagar,2018,Rahata,Hospitals,61
Ahilyanagar,2018,Rahata,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2018,Rahata,Clinics,71
Ahilyanagar,2018,Rahata,Maternity Wards,47
Ahilyanagar,2018,Rahata,Number of Beds,1859
Ahilyanagar,2018,Srirampur,Hospitals,73
Ahilyanagar,2018,Srirampur,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2018,Srirampur,Clinics,158
Ahilyanagar,2018,Srirampur,Maternity Wards,25
Ahilyanagar,2018,Srirampur,Number of Beds,1056
Ahilyanagar,2018,Nevasa,Hospitals,84
Ahilyanagar,2018,Nevasa,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2018,Nevasa,Clinics,44
Ahilyanagar,2018,Nevasa,Maternity Wards,83
Ahilyanagar,2018,Nevasa,Number of Beds,952
Ahilyanagar,2018,Shevgaon,Hospitals,13
Ahilyanagar,2018,Shevgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2018,Shevgaon,Clinics,4
Ahilyanagar,2018,Shevgaon,Maternity Wards,13
Ahilyanagar,2018,Shevgaon,Number of Beds,61
Ahilyanagar,2018,Pathardi,Hospitals,24
Ahilyanagar,2018,Pathardi,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2018,Pathardi,Clinics,54
Ahilyanagar,2018,Pathardi,Maternity Wards,24
Ahilyanagar,2018,Pathardi,Number of Beds,218
Ahilyanagar,2018,Nagar,Hospitals,277
Ahilyanagar,2018,Nagar,"Specialty Hospitals (Cancer, TB, etc)",2
Ahilyanagar,2018,Nagar,Clinics,496
Ahilyanagar,2018,Nagar,Maternity Wards,131
Ahilyanagar,2018,Nagar,Number of Beds,4449
Ahilyanagar,2018,Rahuri,Hospitals,85
Ahilyanagar,2018,Rahuri,"Specialty Hospitals (Cancer, TB, etc)",0
Ahilyanagar,2018,Rahuri,Clinics,64
Ahilyanagar,2018,Rahuri,Maternity Wards,26
Ahilyanagar,2018,Rahuri,Number of Beds,914
Ahilyanagar,2018,Parner,Hospitals,78
Ahilyanagar,2018,Parner,"Specialty Hospitals (Cancer, TB, etc)",0
