District,Year,Sex,Select Cause,Number
Ahilyanagar,2015,Female,Diarrhoea or Gastro,2
Ahilyanagar,2015,Female,Dengue,0
Ahilyanagar,2015,Female,Swine Flu,0
Ahilyanagar,2015,Female,AIDS,25
Ahilyanagar,2015,Female,Heart Disorder,23
Ahilyanagar,2015,Female,Cancer,4
Ahilyanagar,2015,Female,Maternal Death during Childbirth,6
Ahilyanagar,2015,Female,Paralysis,18
Ahilyanagar,2015,Female,Kidney Related,3
Ahilyanagar,2015,Female,Suicide,24
Ahilyanagar,2015,Female,Traffic,5
Ahilyanagar,2015,Female,Electric Shock,0
Ahilyanagar,2015,Female,Burns,75
Ahilyanagar,2015,Female,Other Accidents,12
Ahilyanagar,2015,Female,Other Reasons,161
Ahilyanagar,2016,Total,Winter Fever,13
Ahilyanagar,2016,Total,Typhoid Fever,5
Ahilyanagar,2016,Total,Tuberculosis,105
Ahilyanagar,2016,Total,Pneumonia/ Respiratory disorders,236
Ahilyanagar,2016,Total,Diarrhoea or Gastro,31
Ahilyanagar,2016,Total,Dengue,0
Ahilyanagar,2016,Total,Swine Flu,4
Ahilyanagar,2016,Total,AIDS,45
Ahilyanagar,2016,Total,Heart Disorder,1260
Ahilyanagar,2016,Total,Cancer,166
Ahilyanagar,2016,Total,Maternal Death during Childbirth,25
Ahilyanagar,2016,Total,Paralysis,43
Ahilyanagar,2016,Total,Kidney Related,2
Ahilyanagar,2016,Total,Suicide,99
Ahilyanagar,2016,Total,Traffic,116
Ahilyanagar,2016,Total,Electric Shock,1
Ahilyanagar,2016,Total,Burns,187
Ahilyanagar,2016,Total,Other Accidents,62
Ahilyanagar,2016,Total,Other Reasons,558
Ahilyanagar,2016,Male,Winter Fever,0
Ahilyanagar,2016,Male,Typhoid Fever,0
Ahilyanagar,2016,Male,Tuberculosis,31
Ahilyanagar,2016,Male,Pneumonia/ Respiratory disorders,48
Ahilyanagar,2016,Male,Diarrhoea or Gastro,2
Ahilyanagar,2016,Male,Dengue,0
Ahilyanagar,2016,Male,Swine Flu,0
Ahilyanagar,2016,Male,AIDS,30
Ahilyanagar,2016,Male,Heart Disorder,26
Ahilyanagar,2016,Male,Cancer,2
Ahilyanagar,2016,Male,Maternal Death during Childbirth,0
Ahilyanagar,2016,Male,Paralysis,31
Ahilyanagar,2016,Male,Kidney Related,1
Ahilyanagar,2016,Male,Suicide,38
Ahilyanagar,2016,Male,Traffic,37
Ahilyanagar,2016,Male,Electric Shock,1
Ahilyanagar,2016,Male,Burns,31
Ahilyanagar,2016,Male,Other Accidents,38
Ahilyanagar,2016,Male,Other Reasons,352
Ahilyanagar,2016,Female,Winter Fever,0
Ahilyanagar,2016,Female,Typhoid Fever,0
Ahilyanagar,2016,Female,Tuberculosis,10
Ahilyanagar,2016,Female,Pneumonia/ Respiratory disorders,27
Ahilyanagar,2016,Female,Diarrhoea or Gastro,6
Ahilyanagar,2016,Female,Dengue,0
Ahilyanagar,2016,Female,Swine Flu,0
Ahilyanagar,2016,Female,AIDS,15
Ahilyanagar,2016,Female,Heart Disorder,19
Ahilyanagar,2016,Female,Cancer,3
Ahilyanagar,2016,Female,Maternal Death during Childbirth,3
Ahilyanagar,2016,Female,Paralysis,12
Ahilyanagar,2016,Female,Kidney Related,1
Ahilyanagar,2016,Female,Suicide,6
Ahilyanagar,2016,Female,Traffic,9
Ahilyanagar,2016,Female,Electric Shock,0
Ahilyanagar,2016,Female,Burns,52
Ahilyanagar,2016,Female,Other Accidents,24
Ahilyanagar,2016,Female,Other Reasons,206
Ahilyanagar,2017,Total,Winter Fever,13
Ahilyanagar,2017,Total,Typhoid Fever,5
Ahilyanagar,2017,Total,Tuberculosis,105
Ahilyanagar,2017,Total,Pneumonia/ Respiratory disorders,236
Ahilyanagar,2017,Total,Diarrhoea or Gastro,31
Ahilyanagar,2017,Total,Dengue,0
Ahilyanagar,2017,Total,Swine Flu,4
Ahilyanagar,2017,Total,Heart Disorder,45
Ahilyanagar,2017,Total,Cancer,1260
Ahilyanagar,2017,Total,Maternal Death during Childbirth,166
Ahilyanagar,2017,Total,Paralysis,25
Ahilyanagar,2017,Total,Kidney Related,43
Ahilyanagar,2017,Total,Suicide,2
Ahilyanagar,2017,Total,Traffic,99
Ahilyanagar,2017,Total,Electric Shock,116
Ahilyanagar,2017,Total,Burns,1
Ahilyanagar,2017,Total,Other Accidents,187
Ahilyanagar,2017,Total,Other Reasons,62
Ahilyanagar,2017,Male,Winter Fever,0
Ahilyanagar,2017,Male,Typhoid Fever,0
Ahilyanagar,2017,Male,Tuberculosis,31
Ahilyanagar,2017,Male,Pneumonia/ Respiratory disorders,48
Ahilyanagar,2017,Male,Diarrhoea or Gastro,2
Ahilyanagar,2017,Male,Dengue,0
Ahilyanagar,2017,Male,Swine Flu,0
Ahilyanagar,2017,Male,Heart Disorder,30
Ahilyanagar,2017,Male,Cancer,26
Ahilyanagar,2017,Male,Maternal Death during Childbirth,2
Ahilyanagar,2017,Male,Paralysis,0
Ahilyanagar,2017,Male,Kidney Related,31
Ahilyanagar,2017,Male,Suicide,1
Ahilyanagar,2017,Male,Traffic,38
Ahilyanagar,2017,Male,Electric Shock,37
Ahilyanagar,2017,Male,Burns,1
Ahilyanagar,2017,Male,Other Accidents,31
Ahilyanagar,2017,Male,Other Reasons,38
Ahilyanagar,2017,Female,Winter Fever,0
Ahilyanagar,2017,Female,Typhoid Fever,0
Ahilyanagar,2017,Female,Tuberculosis,10
Ahilyanagar,2017,Female,Pneumonia/ Respiratory disorders,27
Ahilyanagar,2017,Female,Diarrhoea or Gastro,6
Ahilyanagar,2017,Female,Dengue,0
Ahilyanagar,2017,Female,Swine Flu,0
Ahilyanagar,2017,Female,Heart Disorder,15
Ahilyanagar,2017,Female,Cancer,19
Ahilyanagar,2017,Female,Maternal Death during Childbirth,3
Ahilyanagar,2017,Female,Paralysis,3
Ahilyanagar,2017,Female,Kidney Related,12
Ahilyanagar,2017,Female,Suicide,1
Ahilyanagar,2017,Female,Traffic,16
Ahilyanagar,2017,Female,Electric Shock,9
Ahilyanagar,2017,Female,Burns,0
Ahilyanagar,2017,Female,Other Accidents,52
Ahilyanagar,2017,Female,Other Reasons,24
Ahilyanagar,2018,Total,Winter Fever,0
Ahilyanagar,2018,Total,Typhoid Fever,1
Ahilyanagar,2018,Total,Tuberculosis,19
Ahilyanagar,2018,Total,Pneumonia/ Respiratory disorders,72
Ahilyanagar,2018,Total,Diarrhoea or Gastro,1
Ahilyanagar,2018,Total,Dengue,0
Ahilyanagar,2018,Total,Swine Flu,0
Ahilyanagar,2018,Total,AIDS,29
Ahilyanagar,2018,Total,Heart Disorder,35
Ahilyanagar,2018,Total,Cancer,2
Ahilyanagar,2018,Total,Maternal Death during Childbirth,3
Ahilyanagar,2018,Total,Paralysis,59
Ahilyanagar,2018,Total,Kidney Related,1
Ahilyanagar,2018,Total,Suicide,21
Ahilyanagar,2018,Total,Traffic,10
Ahilyanagar,2018,Total,Electric Shock,0
Ahilyanagar,2018,Total,Burns,25
Ahilyanagar,2018,Total,Other Accidents,55
Ahilyanagar,2018,Total,Other Reasons,152
Ahilyanagar,2018,Male,Winter Fever,0
Ahilyanagar,2018,Male,Typhoid Fever,0
Ahilyanagar,2018,Male,Tuberculosis,16
Ahilyanagar,2018,Male,Pneumonia/ Respiratory disorders,47
Ahilyanagar,2018,Male,Diarrhoea or Gastro,1
Ahilyanagar,2018,Male,Dengue,0
Ahilyanagar,2018,Male,Swine Flu,0
Ahilyanagar,2018,Male,AIDS,15
Ahilyanagar,2018,Male,Heart Disorder,18
Ahilyanagar,2018,Male,Cancer,1
Ahilyanagar,2018,Male,Maternal Death during Childbirth,0
Ahilyanagar,2018,Male,Paralysis,38
Ahilyanagar,2018,Male,Kidney Related,0
Ahilyanagar,2018,Male,Suicide,18
Ahilyanagar,2018,Male,Traffic,8
Ahilyanagar,2018,Male,Electric Shock,0
Ahilyanagar,2018,Male,Burns,13
Ahilyanagar,2018,Male,Other Accidents,45
Ahilyanagar,2018,Male,Other Reasons,90
Ahilyanagar,2018,Female,Winter Fever,0
Ahilyanagar,2018,Female,Typhoid Fever,1
Ahilyanagar,2018,Female,Tuberculosis,3
Ahilyanagar,2018,Female,Pneumonia/ Respiratory disorders,25
Ahilyanagar,2018,Female,Diarrhoea or Gastro,0
Ahilyanagar,2018,Female,Dengue,0
Ahilyanagar,2018,Female,Swine Flu,0
Ahilyanagar,2018,Female,AIDS,14
Ahilyanagar,2018,Female,Heart Disorder,17
Ahilyanagar,2018,Female,Cancer,1
Ahilyanagar,2018,Female,Maternal Death during Childbirth,3
Ahilyanagar,2018,Female,Paralysis,21
Ahilyanagar,2018,Female,Kidney Related,1
Ahilyanagar,2018,Female,Suicide,3
Ahilyanagar,2018,Female,Traffic,2
Ahilyanagar,2018,Female,Electric Shock,0
Ahilyanagar,2018,Female,Burns,12
Ahilyanagar,2018,Female,Other Accidents,10
Ahilyanagar,2018,Female,Other Reasons,62
Ahilyanagar,2019,Total,Winter Fever,0
Ahilyanagar,2019,Total,Typhoid Fever,0
Ahilyanagar,2019,Total,Tuberculosis,75
Ahilyanagar,2019,Total,Pneumonia/ Respiratory disorders,62
Ahilyanagar,2019,Total,Diarrhoea or Gastro,8
Ahilyanagar,2019,Total,Dengue,0
Ahilyanagar,2019,Total,Swine Flu,0
Ahilyanagar,2019,Total,AIDS,35
Ahilyanagar,2019,Total,Heart Disorder,7
Ahilyanagar,2019,Total,Cancer,0
Ahilyanagar,2019,Total,Maternal Death during Childbirth,5
Ahilyanagar,2019,Total,Paralysis,3
Ahilyanagar,2019,Total,Kidney Related,0
Ahilyanagar,2019,Total,Suicide,119
Ahilyanagar,2019,Total,Traffic,116
Ahilyanagar,2019,Total,Electric Shock,5
Ahilyanagar,2019,Total,Burns,40
Ahilyanagar,2019,Total,Other Accidents,0
Ahilyanagar,2019,Total,Other Reasons,510
Ahilyanagar,2019,Male,Winter Fever,0
Ahilyanagar,2019,Male,Typhoid Fever,0
Ahilyanagar,2019,Male,Tuberculosis,33
Ahilyanagar,2019,Male,Pneumonia/ Respiratory disorders,48
Ahilyanagar,2019,Male,Diarrhoea or Gastro,2
Ahilyanagar,2019,Male,Dengue,0
Ahilyanagar,2019,Male,Swine Flu,0
Ahilyanagar,2019,Male,AIDS,12
Ahilyanagar,2019,Male,Heart Disorder,4
Ahilyanagar,2019,Male,Cancer,0
Ahilyanagar,2019,Male,Maternal Death during Childbirth,0
Ahilyanagar,2019,Male,Paralysis,2
Ahilyanagar,2019,Male,Kidney Related,0
Ahilyanagar,2019,Male,Suicide,58
Ahilyanagar,2019,Male,Traffic,67
Ahilyanagar,2019,Male,Electric Shock,3
Ahilyanagar,2019,Male,Burns,21
Ahilyanagar,2019,Male,Other Accidents,0
Ahilyanagar,2019,Male,Other Reasons,372
Ahilyanagar,2019,Female,Winter Fever,0
Ahilyanagar,2019,Female,Typhoid Fever,0
Ahilyanagar,2019,Female,Tuberculosis,42
Ahilyanagar,2019,Female,Pneumonia/ Respiratory disorders,14
Ahilyanagar,2019,Female,Diarrhoea or Gastro,6
Ahilyanagar,2019,Female,Dengue,0
Ahilyanagar,2019,Female,Swine Flu,0
Ahilyanagar,2019,Female,AIDS,23
Ahilyanagar,2019,Female,Heart Disorder,3
Ahilyanagar,2019,Female,Cancer,0
Ahilyanagar,2019,Female,Maternal Death during Childbirth,5
Ahilyanagar,2019,Female,Paralysis,1
Ahilyanagar,2019,Female,Kidney Related,0
Ahilyanagar,2019,Female,Suicide,61
Ahilyanagar,2019,Female,Traffic,49
Ahilyanagar,2019,Female,Electric Shock,2
Ahilyanagar,2019,Female,Burns,19
Ahilyanagar,2019,Female,Other Accidents,0
Ahilyanagar,2019,Female,Other Reasons,138
Ahilyanagar,2020,Total,Winter Fever,0
Ahilyanagar,2020,Total,Typhoid Fever,0
Ahilyanagar,2020,Total,Tuberculosis,17
Ahilyanagar,2020,Total,Pneumonia/ Respiratory disorders,1998
Ahilyanagar,2020,Total,Diarrhoea or Gastro,0
Ahilyanagar,2020,Total,Dengue,0
Ahilyanagar,2020,Total,Swine Flu,0
Ahilyanagar,2020,Total,AIDS,10
Ahilyanagar,2020,Total,Heart Disorder,2400
Ahilyanagar,2020,Total,Cancer,74
Ahilyanagar,2020,Total,Maternal Death during Childbirth,23
Ahilyanagar,2020,Total,Paralysis,11
Ahilyanagar,2020,Total,Kidney Related,0
Ahilyanagar,2020,Total,Suicide,149
Ahilyanagar,2020,Total,Traffic,223
Ahilyanagar,2020,Total,Electric Shock,0
Ahilyanagar,2020,Total,Burns,15
Ahilyanagar,2020,Total,Other Accidents,81
Ahilyanagar,2020,Total,Other Reasons,2108
Ahilyanagar,2020,Male,Winter Fever,0
Ahilyanagar,2020,Male,Typhoid Fever,0
Ahilyanagar,2020,Male,Tuberculosis,13
Ahilyanagar,2020,Male,Pneumonia/ Respiratory disorders,1101
Ahilyanagar,2020,Male,Diarrhoea or Gastro,0
Ahilyanagar,2020,Male,Dengue,0
Ahilyanagar,2020,Male,Swine Flu,0
Ahilyanagar,2020,Male,AIDS,7
Ahilyanagar,2020,Male,Heart Disorder,1677
Ahilyanagar,2020,Male,Cancer,36
Ahilyanagar,2020,Male,Maternal Death during Childbirth,10
Ahilyanagar,2020,Male,Paralysis,5
Ahilyanagar,2020,Male,Kidney Related,0
Ahilyanagar,2020,Male,Suicide,100
Ahilyanagar,2020,Male,Traffic,119
Ahilyanagar,2020,Male,Electric Shock,0
Ahilyanagar,2020,Male,Burns,9
Ahilyanagar,2020,Male,Other Accidents,69
Ahilyanagar,2020,Male,Other Reasons,941
Ahilyanagar,2020,Female,Winter Fever,0
Ahilyanagar,2020,Female,Typhoid Fever,0
Ahilyanagar,2020,Female,Tuberculosis,4
Ahilyanagar,2020,Female,Pneumonia/ Respiratory disorders,897
Ahilyanagar,2020,Female,Diarrhoea or Gastro,0
Ahilyanagar,2020,Female,Dengue,0
Ahilyanagar,2020,Female,Swine Flu,0
Ahilyanagar,2020,Female,AIDS,3
Ahilyanagar,2020,Female,Heart Disorder,723
Ahilyanagar,2020,Female,Cancer,38
Ahilyanagar,2020,Female,Maternal Death during Childbirth,13
Ahilyanagar,2020,Female,Paralysis,6
Ahilyanagar,2020,Female,Kidney Related,0
Ahilyanagar,2020,Female,Suicide,49
Ahilyanagar,2020,Female,Traffic,104
Ahilyanagar,2020,Female,Electric Shock,0
Ahilyanagar,2020,Female,Burns,6
Ahilyanagar,2020,Female,Other Accidents,12
Ahilyanagar,2020,Female,Other Reasons,1167
Ahilyanagar,2021,Total,Winter Fever,0
Ahilyanagar,2021,Total,Typhoid Fever,0
Ahilyanagar,2021,Total,Tuberculosis,47
Ahilyanagar,2021,Total,Pneumonia/ Respiratory disorders,1587
Ahilyanagar,2021,Total,Diarrhoea or Gastro,25
Ahilyanagar,2021,Total,Dengue,0
Ahilyanagar,2021,Total,Swine Flu,0
Ahilyanagar,2021,Total,AIDS,1
Ahilyanagar,2021,Total,Heart Disorder,2309
Ahilyanagar,2021,Total,Cancer,205
Ahilyanagar,2021,Total,Maternal Death during Childbirth,12
Ahilyanagar,2021,Total,Paralysis,0
Ahilyanagar,2021,Total,Kidney Related,0
Ahilyanagar,2021,Total,Suicide,192
Ahilyanagar,2021,Total,Traffic,363
Ahilyanagar,2021,Total,Electric Shock,0
Ahilyanagar,2021,Total,Burns,22
Ahilyanagar,2021,Total,Other Accidents,130
Ahilyanagar,2021,Total,Other Reasons,4765
Ahilyanagar,2021,Male,Winter Fever,0
Ahilyanagar,2021,Male,Typhoid Fever,0
Ahilyanagar,2021,Male,Tuberculosis,26
Ahilyanagar,2021,Male,Pneumonia/ Respiratory disorders,1012
Ahilyanagar,2021,Male,Diarrhoea or Gastro,17
Ahilyanagar,2021,Male,Dengue,0
Ahilyanagar,2021,Male,Swine Flu,0
Ahilyanagar,2021,Male,AIDS,1
Ahilyanagar,2021,Male,Heart Disorder,1270
Ahilyanagar,2021,Male,Cancer,117
Ahilyanagar,2021,Male,Maternal Death during Childbirth,0
Ahilyanagar,2021,Male,Paralysis,0
Ahilyanagar,2021,Male,Kidney Related,0
Ahilyanagar,2021,Male,Suicide,107
Ahilyanagar,2021,Male,Traffic,107
Ahilyanagar,2021,Male,Electric Shock,0
Ahilyanagar,2021,Male,Burns,7
Ahilyanagar,2021,Male,Other Accidents,70
Ahilyanagar,2021,Male,Other Reasons,2404
Ahilyanagar,2021,Female,Winter Fever,0
Ahilyanagar,2021,Female,Typhoid Fever,0
Ahilyanagar,2021,Female,Tuberculosis,21
Ahilyanagar,2021,Female,Pneumonia/ Respiratory disorders,575
Ahilyanagar,2021,Female,Diarrhoea or Gastro,8
Ahilyanagar,2021,Female,Dengue,0
Ahilyanagar,2021,Female,Swine Flu,0
Ahilyanagar,2021,Female,AIDS,0
Ahilyanagar,2021,Female,Heart Disorder,1039
Ahilyanagar,2021,Female,Cancer,88
Ahilyanagar,2021,Female,Maternal Death during Childbirth,12
Ahilyanagar,2021,Female,Paralysis,0
Ahilyanagar,2021,Female,Kidney Related,0
Ahilyanagar,2021,Female,Suicide,85
Ahilyanagar,2021,Female,Traffic,256
Ahilyanagar,2021,Female,Electric Shock,0
Ahilyanagar,2021,Female,Burns,15
Ahilyanagar,2021,Female,Other Accidents,60
Ahilyanagar,2021,Female,Other Reasons,2361
Akola,2019,Total,Winter Fever,0
Akola,2019,Total,Typhoid Fever,0
Akola,2019,Total,Tuberculosis,57
Akola,2019,Total,Pneumonia/ Respiratory disorders,366
Akola,2019,Total,Diarrhoea or Gastro,0
Akola,2019,Total,Dengue,20
Akola,2019,Total,Swine Flu,4
Akola,2019,Total,AIDS,27
Akola,2019,Total,Heart Disorder,410
Akola,2019,Total,Cancer,163
Akola,2019,Total,Maternal Death during Childbirth,22
Akola,2019,Total,Paralysis,117
Akola,2019,Total,Kidney Related,52
Akola,2019,Total,Suicide,196
Akola,2019,Total,Traffic,145
Akola,2019,Total,Electric Shock,13
Akola,2019,Total,Burns,56
Akola,2019,Total,Other Accidents,116
Akola,2019,Total,Other Reasons,1816
Akola,2019,Male,Winter Fever,0
Akola,2019,Male,Typhoid Fever,0
Akola,2019,Male,Tuberculosis,46
Akola,2019,Male,Pneumonia/ Respiratory disorders,218
Akola,2019,Male,Diarrhoea or Gastro,0
Akola,2019,Male,Dengue,8
Akola,2019,Male,Swine Flu,3
Akola,2019,Male,AIDS,18
Akola,2019,Male,Heart Disorder,272
Akola,2019,Male,Cancer,91
Akola,2019,Male,Maternal Death during Childbirth,0
Akola,2019,Male,Paralysis,82
Akola,2019,Male,Kidney Related,27
Akola,2019,Male,Suicide,128
Akola,2019,Male,Traffic,96
Akola,2019,Male,Electric Shock,9
Akola,2019,Male,Burns,24
Akola,2019,Male,Other Accidents,77
Akola,2019,Male,Other Reasons,1018
Akola,2019,Female,Winter Fever,0
Akola,2019,Female,Typhoid Fever,0
Akola,2019,Female,Tuberculosis,11
Akola,2019,Female,Pneumonia/ Respiratory disorders,148
Akola,2019,Female,Diarrhoea or Gastro,0
Akola,2019,Female,Dengue,12
Akola,2019,Female,Swine Flu,1
Akola,2019,Female,AIDS,9
Akola,2019,Female,Heart Disorder,138
Akola,2019,Female,Cancer,72
Akola,2019,Female,Maternal Death during Childbirth,22
Akola,2019,Female,Paralysis,35
Akola,2019,Female,Kidney Related,25
Akola,2019,Female,Suicide,68
Akola,2019,Female,Traffic,49
Akola,2019,Female,Electric Shock,4
Akola,2019,Female,Burns,32
Akola,2019,Female,Other Accidents,39
Akola,2019,Female,Other Reasons,798
Akola,2020,Total,Winter Fever,0
Akola,2020,Total,Typhoid Fever,2
Akola,2020,Total,Tuberculosis,30
Akola,2020,Total,Pneumonia/ Respiratory disorders,49
Akola,2020,Total,Diarrhoea or Gastro,3
Akola,2020,Total,Dengue,0
Akola,2020,Total,Swine Flu,1
Akola,2020,Total,AIDS,5
Akola,2020,Total,Heart Disorder,533
Akola,2020,Total,Cancer,151
Akola,2020,Total,Maternal Death during Childbirth,8
Akola,2020,Total,Paralysis,78
Akola,2020,Total,Kidney Related,95
Akola,2020,Total,Suicide,168
Akola,2020,Total,Traffic,53
Akola,2020,Total,Electric Shock,19
Akola,2020,Total,Burns,6
Akola,2020,Total,Other Accidents,73
Akola,2020,Total,Other Reasons,2358
Akola,2020,Male,Winter Fever,0
Akola,2020,Male,Typhoid Fever,0
Akola,2020,Male,Tuberculosis,21
Akola,2020,Male,Pneumonia/ Respiratory disorders,28
Akola,2020,Male,Diarrhoea or Gastro,3
Akola,2020,Male,Dengue,0
Akola,2020,Male,Swine Flu,0
Akola,2020,Male,AIDS,5
Akola,2020,Male,Heart Disorder,364
Akola,2020,Male,Cancer,82
Akola,2020,Male,Maternal Death during Childbirth,0
Akola,2020,Male,Paralysis,49
Akola,2020,Male,Kidney Related,58
Akola,2020,Male,Suicide,123
Akola,2020,Male,Traffic,43
Akola,2020,Male,Electric Shock,16
Akola,2020,Male,Burns,3
Akola,2020,Male,Other Accidents,52
Akola,2020,Male,Other Reasons,1293
Akola,2020,Female,Winter Fever,0
Akola,2020,Female,Typhoid Fever,2
Akola,2020,Female,Tuberculosis,9
Akola,2020,Female,Pneumonia/ Respiratory disorders,21
Akola,2020,Female,Diarrhoea or Gastro,0
Akola,2020,Female,Dengue,0
Akola,2020,Female,Swine Flu,1
Akola,2020,Female,AIDS,0
Akola,2020,Female,Heart Disorder,169
Akola,2020,Female,Cancer,69
Akola,2020,Female,Maternal Death during Childbirth,8
Akola,2020,Female,Paralysis,29
Akola,2020,Female,Kidney Related,37
Akola,2020,Female,Suicide,45
Akola,2020,Female,Traffic,10
Akola,2020,Female,Electric Shock,3
Akola,2020,Female,Burns,3
Akola,2020,Female,Other Accidents,21
Akola,2020,Female,Other Reasons,1065
Akola,2021,Total,Winter Fever,0
Akola,2021,Total,Typhoid Fever,2
Akola,2021,Total,Tuberculosis,30
Akola,2021,Total,Pneumonia/ Respiratory disorders,49
Akola,2021,Total,Diarrhoea or Gastro,3
Akola,2021,Total,Dengue,0
Akola,2021,Total,Swine Flu,1
Akola,2021,Total,AIDS,5
Akola,2021,Total,Heart Disorder,533
Akola,2021,Total,Cancer,151
Akola,2021,Total,Maternal Death during Childbirth,8
Akola,2021,Total,Paralysis,78
Akola,2021,Total,Kidney Related,95
Akola,2021,Total,Suicide,168
Akola,2021,Total,Traffic,53
Akola,2021,Total,Electric Shock,19
Akola,2021,Total,Burns,6
Akola,2021,Total,Other Accidents,73
Akola,2021,Total,Other Reasons,2358
Akola,2021,Male,Winter Fever,0
Akola,2021,Male,Typhoid Fever,0
Akola,2021,Male,Tuberculosis,21
Akola,2021,Male,Pneumonia/ Respiratory disorders,28
Akola,2021,Male,Diarrhoea or Gastro,3
Akola,2021,Male,Dengue,0
Akola,2021,Male,Swine Flu,0
Akola,2021,Male,AIDS,5
Akola,2021,Male,Heart Disorder,364
Akola,2021,Male,Cancer,82
Akola,2021,Male,Maternal Death during Childbirth,0
Akola,2021,Male,Paralysis,49
Akola,2021,Male,Kidney Related,58
Akola,2021,Male,Suicide,123
Akola,2021,Male,Traffic,43
Akola,2021,Male,Electric Shock,16
Akola,2021,Male,Burns,3
Akola,2021,Male,Other Accidents,52
Akola,2021,Male,Other Reasons,1293
Akola,2021,Female,Winter Fever,0
Akola,2021,Female,Typhoid Fever,2
Akola,2021,Female,Tuberculosis,9
Akola,2021,Female,Pneumonia/ Respiratory disorders,21
Akola,2021,Female,Diarrhoea or Gastro,0
Akola,2021,Female,Dengue,0
Akola,2021,Female,Swine Flu,1
Akola,2021,Female,AIDS,0
Akola,2021,Female,Heart Disorder,169
Akola,2021,Female,Cancer,69
Akola,2021,Female,Maternal Death during Childbirth,8
Akola,2021,Female,Paralysis,29
Akola,2021,Female,Kidney Related,37
Akola,2021,Female,Suicide,45
Akola,2021,Female,Traffic,10
Akola,2021,Female,Electric Shock,3
Akola,2021,Female,Burns,3
Akola,2021,Female,Other Accidents,21
Akola,2021,Female,Other Reasons,1065
Amravati,2012,Total,Winter Fever,0
Amravati,2012,Total,Typhoid Fever,187
Amravati,2012,Total,Tuberculosis,154
Amravati,2012,Total,Pneumonia/ Respiratory disorders,848
Amravati,2012,Total,Diarrhoea or Gastro,48
Amravati,2012,Total,AIDS,20
Amravati,2012,Total,Heart Disorder,1094
Amravati,2012,Total,Cancer,0
Amravati,2012,Total,Maternal Death during Childbirth,0
Amravati,2012,Total,Paralysis,0
Amravati,2012,Total,Kidney Related,2551
Amravati,2012,Total,Suicide,337
Amravati,2012,Total,Traffic,181
Amravati,2012,Total,Electric Shock,11
Amravati,2012,Total,Burns,90
Amravati,2012,Total,Other Accidents,275
Amravati,2012,Total,Other Reasons,2094
Amravati,2012,Male,Winter Fever,0
Amravati,2012,Male,Typhoid Fever,104
Amravati,2012,Male,Tuberculosis,95
Amravati,2012,Male,Pneumonia/ Respiratory disorders,464
Amravati,2012,Male,Diarrhoea or Gastro,29
Amravati,2012,Male,AIDS,12
Amravati,2012,Male,Heart Disorder,629
Amravati,2012,Male,Cancer,0
Amravati,2012,Male,Maternal Death during Childbirth,0
Amravati,2012,Male,Paralysis,0
Amravati,2012,Male,Kidney Related,1536
Amravati,2012,Male,Suicide,196
Amravati,2012,Male,Traffic,102
Amravati,2012,Male,Electric Shock,5
Amravati,2012,Male,Burns,32
Amravati,2012,Male,Other Accidents,170
Amravati,2012,Male,Other Reasons,1164
Amravati,2012,Female,Winter Fever,0
Amravati,2012,Female,Typhoid Fever,83
Amravati,2012,Female,Tuberculosis,59
Amravati,2012,Female,Pneumonia/ Respiratory disorders,384
Amravati,2012,Female,Diarrhoea or Gastro,19
Amravati,2012,Female,AIDS,8
Amravati,2012,Female,Heart Disorder,465
Amravati,2012,Female,Cancer,0
Amravati,2012,Female,Maternal Death during Childbirth,0
Amravati,2012,Female,Paralysis,0
Amravati,2012,Female,Kidney Related,1015
Amravati,2012,Female,Suicide,141
Amravati,2012,Female,Traffic,79
Amravati,2012,Female,Electric Shock,6
Amravati,2012,Female,Burns,58
Amravati,2012,Female,Other Accidents,105
Amravati,2012,Female,Other Reasons,930
Amravati,2013,Total,Winter Fever,153
Amravati,2013,Total,Typhoid Fever,226
Amravati,2013,Total,Tuberculosis,152
Amravati,2013,Total,Pneumonia/ Respiratory disorders,47
Amravati,2013,Total,Diarrhoea or Gastro,32
Amravati,2013,Total,AIDS,34
Amravati,2013,Total,Heart Disorder,1635
Amravati,2013,Total,Cancer,12
Amravati,2013,Total,Maternal Death during Childbirth,14
Amravati,2013,Total,Paralysis,437
Amravati,2013,Total,Kidney Related,73
Amravati,2013,Total,Suicide,371
Amravati,2013,Total,Traffic,492
Amravati,2013,Total,Electric Shock,0
Amravati,2013,Total,Burns,20
Amravati,2013,Total,Other Accidents,200
Amravati,2013,Total,Other Reasons,4000
Amravati,2013,Male,Winter Fever,72
Amravati,2013,Male,Typhoid Fever,88
Amravati,2013,Male,Tuberculosis,70
Amravati,2013,Male,Pneumonia/ Respiratory disorders,20
Amravati,2013,Male,Diarrhoea or Gastro,15
Amravati,2013,Male,AIDS,21
Amravati,2013,Male,Heart Disorder,957
Amravati,2013,Male,Cancer,8
Amravati,2013,Male,Maternal Death during Childbirth,0
Amravati,2013,Male,Paralysis,234
Amravati,2013,Male,Kidney Related,52
Amravati,2013,Male,Suicide,216
Amravati,2013,Male,Traffic,294
Amravati,2013,Male,Electric Shock,0
Amravati,2013,Male,Burns,4
Amravati,2013,Male,Other Accidents,85
Amravati,2013,Male,Other Reasons,2316
Amravati,2013,Female,Winter Fever,81
Amravati,2013,Female,Typhoid Fever,138
Amravati,2013,Female,Tuberculosis,82
Amravati,2013,Female,Pneumonia/ Respiratory disorders,27
