District,Year,Taluka,Select Facility,Number
Amravati,2014,Tivas,Number of Beds,18
Amravati,2014,Tivas,Beds for Women,0
Amravati,2014,Tivas,Beds for Children,0
Amravati,2014,Amravati,Hospitals,4
Amravati,2014,Amravati,"Specialty Hospitals (Cancer, TB etc.)",2
Amravati,2014,Amravati,Clinics,22
Amravati,2014,Amravati,Maternity Wards,3
Amravati,2014,Amravati,Primary Health Centres,4
Amravati,2014,Amravati,Sub-Centres,23
Amravati,2014,Amravati,Doctors/Vaids,240
Amravati,2014,Amravati,Number of Beds,2052
Amravati,2014,Amravati,Beds for Women,937
Amravati,2014,Amravati,Beds for Children,132
Amravati,2014,Bhatkuli,Hospitals,1
Amravati,2014,Bhatkuli,Clinics,10
Amravati,2014,Bhatkuli,Maternity Wards,0
Amravati,2014,Bhatkuli,Primary Health Centres,3
Amravati,2014,Bhatkuli,Sub-Centres,18
Amravati,2014,Bhatkuli,Doctors/Vaids,16
Amravati,2014,Bhatkuli,Number of Beds,20
Amravati,2014,Bhatkuli,Beds for Women,0
Amravati,2014,Bhatkuli,Beds for Children,0
Amravati,2014,Daryapur,Hospitals,1
Amravati,2014,Daryapur,Clinics,10
Amravati,2014,Daryapur,Maternity Wards,0
Amravati,2014,Daryapur,Primary Health Centres,4
Amravati,2014,Daryapur,Sub-Centres,24
Amravati,2014,Daryapur,Doctors/Vaids,17
Amravati,2014,Daryapur,Number of Beds,98
Amravati,2014,Daryapur,Beds for Women,0
Amravati,2014,Daryapur,Beds for Children,0
Amravati,2014,Nandgaon Kh,Hospitals,1
Amravati,2014,Nandgaon Kh,Clinics,10
Amravati,2014,Nandgaon Kh,Maternity Wards,0
Amravati,2014,Nandgaon Kh,Primary Health Centres,5
Amravati,2014,Nandgaon Kh,Sub-Centres,20
Amravati,2014,Nandgaon Kh,Doctors/Vaids,20
Amravati,2014,Nandgaon Kh,Number of Beds,30
Amravati,2014,Nandgaon Kh,Beds for Women,0
Amravati,2014,Nandgaon Kh,Beds for Children,0
Amravati,2014,Chandur Railway,Hospitals,1
Amravati,2014,Chandur Railway,Clinics,2
Amravati,2014,Chandur Railway,Maternity Wards,0
Amravati,2014,Chandur Railway,Primary Health Centres,2
Amravati,2014,Chandur Railway,Sub-Centres,13
Amravati,2014,Chandur Railway,Doctors/Vaids,6
Amravati,2014,Chandur Railway,Number of Beds,12
Amravati,2014,Chandur Railway,Beds for Women,0
Amravati,2014,Chandur Railway,Beds for Children,0
Amravati,2014,Dhamangaon Re,Hospitals,1
Amravati,2014,Dhamangaon Re,Clinics,3
Amravati,2014,Dhamangaon Re,Maternity Wards,0
Amravati,2014,Dhamangaon Re,Primary Health Centres,4
Amravati,2014,Dhamangaon Re,Sub-Centres,18
Amravati,2014,Dhamangaon Re,Doctors/Vaids,11
Amravati,2014,Dhamangaon Re,Number of Beds,24
Amravati,2014,Dhamangaon Re,Beds for Women,0
Amravati,2014,Dhamangaon Re,Beds for Children,0
Amravati,2015,Dharani,Hospitals,1
Amravati,2015,Dharani,Clinics,9
Amravati,2015,Dharani,Maternity Wards,0
Amravati,2015,Dharani,Primary Health Centres,6
Amravati,2015,Dharani,Sub-Centres,52
Amravati,2015,Dharani,Doctors/Vaids,53
Amravati,2015,Dharani,Number of Beds,146
Amravati,2015,Dharani,Beds for Women,30
Amravati,2015,Dharani,Beds for Children,10
Amravati,2015,Chikhraldara,Hospitals,2
Amravati,2015,Chikhraldara,Clinics,9
Amravati,2015,Chikhraldara,Maternity Wards,0
Amravati,2015,Chikhraldara,Primary Health Centres,5
Amravati,2015,Chikhraldara,Sub-Centres,42
Amravati,2015,Chikhraldara,Doctors/Vaids,43
Amravati,2015,Chikhraldara,Number of Beds,104
Amravati,2015,Chikhraldara,Beds for Women,0
Amravati,2015,Chikhraldara,Beds for Children,0
Amravati,2015,Anjangaon Su,Hospitals,1
Amravati,2015,Anjangaon Su,Clinics,4
Amravati,2015,Anjangaon Su,Maternity Wards,1
Amravati,2015,Anjangaon Su,Primary Health Centres,3
Amravati,2015,Anjangaon Su,Sub-Centres,16
Amravati,2015,Anjangaon Su,Doctors/Vaids,32
Amravati,2015,Anjangaon Su,Number of Beds,48
Amravati,2015,Anjangaon Su,Beds for Women,0
Amravati,2015,Anjangaon Su,Beds for Children,0
Amravati,2015,Achalpur,Hospitals,2
Amravati,2015,Achalpur,Clinics,8
Amravati,2015,Achalpur,Maternity Wards,0
Amravati,2015,Achalpur,Primary Health Centres,3
Amravati,2015,Achalpur,Sub-Centres,23
Amravati,2015,Achalpur,Doctors/Vaids,44
Amravati,2015,Achalpur,Number of Beds,144
Amravati,2015,Achalpur,Beds for Women,60
Amravati,2015,Achalpur,Beds for Children,10
Amravati,2015,Chandurbazar,Hospitals,1
Amravati,2015,Chandurbazar,Clinics,13
Amravati,2015,Chandurbazar,Maternity Wards,2
Amravati,2015,Chandurbazar,Primary Health Centres,4
Amravati,2015,Chandurbazar,Sub-Centres,25
Amravati,2015,Chandurbazar,Doctors/Vaids,44
Amravati,2015,Chandurbazar,Number of Beds,56
Amravati,2015,Chandurbazar,Beds for Women,0
Amravati,2015,Chandurbazar,Beds for Children,0
Amravati,2015,Morshi,Hospitals,1
Amravati,2015,Morshi,Clinics,7
Amravati,2015,Morshi,Maternity Wards,0
Amravati,2015,Morshi,Primary Health Centres,5
Amravati,2015,Morshi,Sub-Centres,21
Amravati,2015,Morshi,Doctors/Vaids,52
Amravati,2015,Morshi,Number of Beds,80
Amravati,2015,Morshi,Beds for Women,0
Amravati,2015,Morshi,Beds for Children,0
Amravati,2015,Warud,Hospitals,1
Amravati,2015,Warud,Clinics,7
Amravati,2015,Warud,Maternity Wards,1
Amravati,2015,Warud,Primary Health Centres,5
Amravati,2015,Warud,Sub-Centres,22
Amravati,2015,Warud,Doctors/Vaids,37
Amravati,2015,Warud,Number of Beds,60
Amravati,2015,Warud,Beds for Women,0
Amravati,2015,Warud,Beds for Children,0
Amravati,2015,Tivas,Hospitals,1
Amravati,2015,Tivas,Clinics,5
Amravati,2015,Tivas,Maternity Wards,0
Amravati,2015,Tivas,Primary Health Centres,3
Amravati,2015,Tivas,Sub-Centres,15
Amravati,2015,Tivas,Doctors/Vaids,27
Amravati,2015,Tivas,Number of Beds,48
Amravati,2015,Tivas,Beds for Women,0
Amravati,2015,Tivas,Beds for Children,0
Amravati,2015,Amravati,Hospitals,4
Amravati,2015,Amravati,"Specialty Hospitals (Cancer, TB etc.)",2
Amravati,2015,Amravati,Clinics,22
Amravati,2015,Amravati,Maternity Wards,3
Amravati,2015,Amravati,Primary Health Centres,4
Amravati,2015,Amravati,Sub-Centres,23
Amravati,2015,Amravati,Doctors/Vaids,257
Amravati,2015,Amravati,Number of Beds,2041
Amravati,2015,Amravati,Beds for Women,888
Amravati,2015,Amravati,Beds for Children,77
Amravati,2015,Bhatkuli,Hospitals,1
Amravati,2015,Bhatkuli,Clinics,10
Amravati,2015,Bhatkuli,Maternity Wards,0
Amravati,2015,Bhatkuli,Primary Health Centres,3
Amravati,2015,Bhatkuli,Sub-Centres,18
Amravati,2015,Bhatkuli,Doctors/Vaids,31
Amravati,2015,Bhatkuli,Number of Beds,20
Amravati,2015,Bhatkuli,Beds for Women,0
Amravati,2015,Bhatkuli,Beds for Children,0
Amravati,2015,Daryapur,Hospitals,1
Amravati,2015,Daryapur,Clinics,10
Amravati,2015,Daryapur,Maternity Wards,0
Amravati,2015,Daryapur,Primary Health Centres,4
Amravati,2015,Daryapur,Sub-Centres,24
Amravati,2015,Daryapur,Doctors/Vaids,40
Amravati,2015,Daryapur,Number of Beds,98
Amravati,2015,Daryapur,Beds for Women,0
Amravati,2015,Daryapur,Beds for Children,0
Amravati,2015,Nandgaon Kh,Hospitals,1
Amravati,2015,Nandgaon Kh,Clinics,10
Amravati,2015,Nandgaon Kh,Maternity Wards,0
Amravati,2015,Nandgaon Kh,Primary Health Centres,5
Amravati,2015,Nandgaon Kh,Sub-Centres,20
Amravati,2015,Nandgaon Kh,Doctors/Vaids,42
Amravati,2015,Nandgaon Kh,Number of Beds,60
Amravati,2015,Nandgaon Kh,Beds for Women,0
Amravati,2015,Nandgaon Kh,Beds for Children,0
Amravati,2015,Chandur Railway,Hospitals,1
Amravati,2015,Chandur Railway,Clinics,2
Amravati,2015,Chandur Railway,Maternity Wards,0
Amravati,2015,Chandur Railway,Primary Health Centres,2
Amravati,2015,Chandur Railway,Sub-Centres,13
Amravati,2015,Chandur Railway,Doctors/Vaids,17
Amravati,2015,Chandur Railway,Number of Beds,42
Amravati,2015,Chandur Railway,Beds for Women,0
Amravati,2015,Chandur Railway,Beds for Children,0
Amravati,2015,Dhamangaon Re,Hospitals,1
Amravati,2015,Dhamangaon Re,Clinics,3
Amravati,2015,Dhamangaon Re,Maternity Wards,0
Amravati,2015,Dhamangaon Re,Primary Health Centres,4
Amravati,2015,Dhamangaon Re,Sub-Centres,18
Amravati,2015,Dhamangaon Re,Doctors/Vaids,25
Amravati,2015,Dhamangaon Re,Number of Beds,54
Amravati,2015,Dhamangaon Re,Beds for Women,0
Amravati,2015,Dhamangaon Re,Beds for Children,0
Amravati,2016,Dharani,Hospitals,1
Amravati,2016,Dharani,Clinics,9
Amravati,2016,Dharani,Maternity Wards,0
Amravati,2016,Dharani,Primary Health Centres,6
Amravati,2016,Dharani,Sub-Centres,52
Amravati,2016,Dharani,Doctors/Vaids,31
Amravati,2016,Dharani,Number of Beds,98
Amravati,2016,Dharani,Beds for Women,0
Amravati,2016,Dharani,Beds for Children,0
Amravati,2016,Chikhraldara,Hospitals,2
Amravati,2016,Chikhraldara,Clinics,9
Amravati,2016,Chikhraldara,Maternity Wards,0
Amravati,2016,Chikhraldara,Primary Health Centres,5
Amravati,2016,Chikhraldara,Sub-Centres,42
Amravati,2016,Chikhraldara,Doctors/Vaids,28
Amravati,2016,Chikhraldara,Number of Beds,104
Amravati,2016,Chikhraldara,Beds for Women,0
Amravati,2016,Chikhraldara,Beds for Children,0
Amravati,2016,Anjangaon Su,Hospitals,1
Amravati,2016,Anjangaon Su,Clinics,4
Amravati,2016,Anjangaon Su,Maternity Wards,1
Amravati,2016,Anjangaon Su,Primary Health Centres,3
Amravati,2016,Anjangaon Su,Sub-Centres,16
Amravati,2016,Anjangaon Su,Doctors/Vaids,13
Amravati,2016,Anjangaon Su,Number of Beds,48
Amravati,2016,Anjangaon Su,Beds for Women,0
Amravati,2016,Anjangaon Su,Beds for Children,0
Amravati,2016,Achalpur,Hospitals,2
Amravati,2016,Achalpur,Clinics,8
Amravati,2016,Achalpur,Maternity Wards,0
Amravati,2016,Achalpur,Primary Health Centres,3
Amravati,2016,Achalpur,Sub-Centres,23
Amravati,2016,Achalpur,Doctors/Vaids,29
Amravati,2016,Achalpur,Number of Beds,122
Amravati,2016,Achalpur,Beds for Women,40
Amravati,2016,Achalpur,Beds for Children,10
Amravati,2016,Chandurbazar,Hospitals,1
Amravati,2016,Chandurbazar,Clinics,13
Amravati,2016,Chandurbazar,Maternity Wards,2
Amravati,2016,Chandurbazar,Primary Health Centres,4
Amravati,2016,Chandurbazar,Sub-Centres,25
Amravati,2016,Chandurbazar,Doctors/Vaids,23
Amravati,2016,Chandurbazar,Number of Beds,56
Amravati,2016,Chandurbazar,Beds for Women,0
Amravati,2016,Chandurbazar,Beds for Children,0
Amravati,2016,Morshi,Hospitals,1
Amravati,2016,Morshi,Clinics,7
Amravati,2016,Morshi,Maternity Wards,0
Amravati,2016,Morshi,Primary Health Centres,5
Amravati,2016,Morshi,Sub-Centres,21
Amravati,2016,Morshi,Doctors/Vaids,28
Amravati,2016,Morshi,Number of Beds,80
Amravati,2016,Morshi,Beds for Women,0
Amravati,2016,Morshi,Beds for Children,0
Amravati,2016,Warud,Hospitals,1
Amravati,2016,Warud,Clinics,7
Amravati,2016,Warud,Maternity Wards,1
Amravati,2016,Warud,Primary Health Centres,5
Amravati,2016,Warud,Sub-Centres,22
Amravati,2016,Warud,Doctors/Vaids,23
Amravati,2016,Warud,Number of Beds,60
Amravati,2016,Warud,Beds for Women,0
Amravati,2016,Warud,Beds for Children,0
Amravati,2016,Tivas,Hospitals,1
Amravati,2016,Tivas,Clinics,5
Amravati,2016,Tivas,Maternity Wards,0
Amravati,2016,Tivas,Primary Health Centres,3
Amravati,2016,Tivas,Sub-Centres,15
Amravati,2016,Tivas,Doctors/Vaids,17
Amravati,2016,Tivas,Number of Beds,48
Amravati,2016,Tivas,Beds for Women,0
Amravati,2016,Tivas,Beds for Children,0
Amravati,2016,Amravati,Hospitals,4
Amravati,2016,Amravati,"Specialty Hospitals (Cancer, TB etc.)",2
Amravati,2016,Amravati,Clinics,22
Amravati,2016,Amravati,Maternity Wards,3
Amravati,2016,Amravati,Primary Health Centres,4
Amravati,2016,Amravati,Sub-Centres,23
Amravati,2016,Amravati,Doctors/Vaids,176
Amravati,2016,Amravati,Number of Beds,1346
Amravati,2016,Amravati,Beds for Women,411
Amravati,2016,Amravati,Beds for Children,147
Amravati,2016,Bhatkuli,Hospitals,1
Amravati,2016,Bhatkuli,Clinics,10
Amravati,2016,Bhatkuli,Maternity Wards,0
Amravati,2016,Bhatkuli,Primary Health Centres,3
Amravati,2016,Bhatkuli,Sub-Centres,18
Amravati,2016,Bhatkuli,Doctors/Vaids,21
Amravati,2016,Bhatkuli,Number of Beds,20
Amravati,2016,Bhatkuli,Beds for Women,0
Amravati,2016,Bhatkuli,Beds for Children,0
Amravati,2016,Daryapur,Hospitals,1
Amravati,2016,Daryapur,Clinics,10
Amravati,2016,Daryapur,Maternity Wards,0
Amravati,2016,Daryapur,Primary Health Centres,4
Amravati,2016,Daryapur,Sub-Centres,24
Amravati,2016,Daryapur,Doctors/Vaids,25
Amravati,2016,Daryapur,Number of Beds,74
Amravati,2016,Daryapur,Beds for Women,0
Amravati,2016,Daryapur,Beds for Children,0
Amravati,2016,Nandgaon Kh,Hospitals,1
Amravati,2016,Nandgaon Kh,Clinics,10
Amravati,2016,Nandgaon Kh,Maternity Wards,0
Amravati,2016,Nandgaon Kh,Primary Health Centres,5
Amravati,2016,Nandgaon Kh,Sub-Centres,20
Amravati,2016,Nandgaon Kh,Doctors/Vaids,24
Amravati,2016,Nandgaon Kh,Number of Beds,60
Amravati,2016,Nandgaon Kh,Beds for Women,0
Amravati,2016,Nandgaon Kh,Beds for Children,0
Amravati,2016,Chandur Railway,Hospitals,1
Amravati,2016,Chandur Railway,Clinics,2
Amravati,2016,Chandur Railway,Maternity Wards,0
Amravati,2016,Chandur Railway,Primary Health Centres,2
Amravati,2016,Chandur Railway,Sub-Centres,13
Amravati,2016,Chandur Railway,Doctors/Vaids,14
Amravati,2016,Chandur Railway,Number of Beds,42
Amravati,2016,Chandur Railway,Beds for Women,0
Amravati,2016,Chandur Railway,Beds for Children,0
Amravati,2016,Dhamangaon Re,Hospitals,1
Amravati,2016,Dhamangaon Re,Clinics,3
Amravati,2016,Dhamangaon Re,Maternity Wards,0
Amravati,2016,Dhamangaon Re,Primary Health Centres,4
Amravati,2016,Dhamangaon Re,Sub-Centres,18
Amravati,2016,Dhamangaon Re,Doctors/Vaids,14
Amravati,2016,Dhamangaon Re,Number of Beds,54
Amravati,2016,Dhamangaon Re,Beds for Women,0
Amravati,2016,Dhamangaon Re,Beds for Children,0
Amravati,2017,Dharani,Hospitals,1
Amravati,2017,Dharani,Clinics,9
Amravati,2017,Dharani,Maternity Wards,0
Amravati,2017,Dharani,Primary Health Centres,6
Amravati,2017,Dharani,Sub-Centres,52
Amravati,2017,Dharani,Doctors/Vaids,31
Amravati,2017,Dharani,Number of Beds,98
Amravati,2017,Dharani,Beds for Women,0
Amravati,2017,Dharani,Beds for Children,0
Amravati,2017,Chikhraldara,Hospitals,2
Amravati,2017,Chikhraldara,Clinics,9
Amravati,2017,Chikhraldara,Maternity Wards,0
Amravati,2017,Chikhraldara,Primary Health Centres,5
Amravati,2017,Chikhraldara,Sub-Centres,42
Amravati,2017,Chikhraldara,Doctors/Vaids,28
Amravati,2017,Chikhraldara,Number of Beds,104
Amravati,2017,Chikhraldara,Beds for Women,0
Amravati,2017,Chikhraldara,Beds for Children,0
Amravati,2017,Anjangaon Su,Hospitals,1
Amravati,2017,Anjangaon Su,Clinics,4
Amravati,2017,Anjangaon Su,Maternity Wards,1
Amravati,2017,Anjangaon Su,Primary Health Centres,3
Amravati,2017,Anjangaon Su,Sub-Centres,16
Amravati,2017,Anjangaon Su,Doctors/Vaids,11
Amravati,2017,Anjangaon Su,Number of Beds,48
Amravati,2017,Anjangaon Su,Beds for Women,0
Amravati,2017,Anjangaon Su,Beds for Children,0
Amravati,2017,Achalpur,Hospitals,2
Amravati,2017,Achalpur,Clinics,8
Amravati,2017,Achalpur,Maternity Wards,0
Amravati,2017,Achalpur,Primary Health Centres,3
Amravati,2017,Achalpur,Sub-Centres,23
Amravati,2017,Achalpur,Doctors/Vaids,29
Amravati,2017,Achalpur,Number of Beds,122
Amravati,2017,Achalpur,Beds for Women,40
Amravati,2017,Achalpur,Beds for Children,10
Amravati,2017,Chandurbazar,Hospitals,1
Amravati,2017,Chandurbazar,Clinics,13
Amravati,2017,Chandurbazar,Maternity Wards,2
Amravati,2017,Chandurbazar,Primary Health Centres,4
Amravati,2017,Chandurbazar,Sub-Centres,25
Amravati,2017,Chandurbazar,Doctors/Vaids,21
Amravati,2017,Chandurbazar,Number of Beds,56
Amravati,2017,Chandurbazar,Beds for Women,0
Amravati,2017,Chandurbazar,Beds for Children,0
Amravati,2017,Morshi,Hospitals,1
Amravati,2017,Morshi,Clinics,7
Amravati,2017,Morshi,Maternity Wards,0
Amravati,2017,Morshi,Primary Health Centres,5
Amravati,2017,Morshi,Sub-Centres,21
Amravati,2017,Morshi,Doctors/Vaids,26
Amravati,2017,Morshi,Number of Beds,80
Amravati,2017,Morshi,Beds for Women,0
Amravati,2017,Morshi,Beds for Children,0
Amravati,2017,Warud,Hospitals,1
Amravati,2017,Warud,Clinics,7
Amravati,2017,Warud,Maternity Wards,1
Amravati,2017,Warud,Primary Health Centres,5
Amravati,2017,Warud,Sub-Centres,22
Amravati,2017,Warud,Doctors/Vaids,22
Amravati,2017,Warud,Number of Beds,60
Amravati,2017,Warud,Beds for Women,0
Amravati,2017,Warud,Beds for Children,0
Amravati,2017,Tivas,Hospitals,1
Amravati,2017,Tivas,Clinics,5
Amravati,2017,Tivas,Maternity Wards,0
Amravati,2017,Tivas,Primary Health Centres,3
Amravati,2017,Tivas,Sub-Centres,15
Amravati,2017,Tivas,Doctors/Vaids,15
Amravati,2017,Tivas,Number of Beds,48
Amravati,2017,Tivas,Beds for Women,0
Amravati,2017,Tivas,Beds for Children,0
Amravati,2017,Amravati,Hospitals,4
Amravati,2017,Amravati,"Specialty Hospitals (Cancer, TB etc.)",2
Amravati,2017,Amravati,Clinics,22
Amravati,2017,Amravati,Maternity Wards,3
Amravati,2017,Amravati,Primary Health Centres,4
Amravati,2017,Amravati,Sub-Centres,23
Amravati,2017,Amravati,Doctors/Vaids,220
Amravati,2017,Amravati,Number of Beds,1357
Amravati,2017,Amravati,Beds for Women,427
Amravati,2017,Amravati,Beds for Children,147
Amravati,2017,Bhatkuli,Hospitals,1
Amravati,2017,Bhatkuli,Clinics,10
Amravati,2017,Bhatkuli,Maternity Wards,0
Amravati,2017,Bhatkuli,Primary Health Centres,3
Amravati,2017,Bhatkuli,Sub-Centres,18
Amravati,2017,Bhatkuli,Doctors/Vaids,19
Amravati,2017,Bhatkuli,Number of Beds,20
Amravati,2017,Bhatkuli,Beds for Women,0
Amravati,2017,Bhatkuli,Beds for Children,0
Amravati,2017,Daryapur,Hospitals,1
Amravati,2017,Daryapur,Clinics,10
Amravati,2017,Daryapur,Maternity Wards,0
Amravati,2017,Daryapur,Primary Health Centres,4
Amravati,2017,Daryapur,Sub-Centres,24
Amravati,2017,Daryapur,Doctors/Vaids,23
Amravati,2017,Daryapur,Number of Beds,74
Amravati,2017,Daryapur,Beds for Women,0
Amravati,2017,Daryapur,Beds for Children,0
Amravati,2017,Nandgaon Kh,Hospitals,1
Amravati,2017,Nandgaon Kh,Clinics,10
Amravati,2017,Nandgaon Kh,Maternity Wards,0
Amravati,2017,Nandgaon Kh,Primary Health Centres,5
Amravati,2017,Nandgaon Kh,Sub-Centres,20
Amravati,2017,Nandgaon Kh,Doctors/Vaids,22
Amravati,2017,Nandgaon Kh,Number of Beds,60
Amravati,2017,Nandgaon Kh,Beds for Women,0
Amravati,2017,Nandgaon Kh,Beds for Children,0
Amravati,2017,Chandur Railway,Hospitals,1
Amravati,2017,Chandur Railway,Clinics,2
Amravati,2017,Chandur Railway,Maternity Wards,0
Amravati,2017,Chandur Railway,Primary Health Centres,2
Amravati,2017,Chandur Railway,Sub-Centres,13
Amravati,2017,Chandur Railway,Doctors/Vaids,12
Amravati,2017,Chandur Railway,Number of Beds,42
Amravati,2017,Chandur Railway,Beds for Women,0
Amravati,2017,Chandur Railway,Beds for Children,0
Amravati,2017,Dhamangaon Re,Hospitals,1
Amravati,2017,Dhamangaon Re,Clinics,3
Amravati,2017,Dhamangaon Re,Maternity Wards,0
Amravati,2017,Dhamangaon Re,Primary Health Centres,4
Amravati,2017,Dhamangaon Re,Sub-Centres,18
Amravati,2017,Dhamangaon Re,Doctors/Vaids,13
Amravati,2017,Dhamangaon Re,Number of Beds,54
Amravati,2017,Dhamangaon Re,Beds for Women,0
Amravati,2017,Dhamangaon Re,Beds for Children,0
Amravati,2018,Dharani,Hospitals,1
Amravati,2018,Dharani,Clinics,9
Amravati,2018,Dharani,Maternity Wards,0
Amravati,2018,Dharani,Primary Health Centres,6
Amravati,2018,Dharani,Sub-Centres,52
Amravati,2018,Dharani,Doctors/Vaids,33
Amravati,2018,Dharani,Number of Beds,98
Amravati,2018,Dharani,Beds for Women,20
Amravati,2018,Dharani,Beds for Children,5
Amravati,2018,Chikhraldara,Hospitals,2
Amravati,2018,Chikhraldara,Clinics,9
Amravati,2018,Chikhraldara,Maternity Wards,0
Amravati,2018,Chikhraldara,Primary Health Centres,5
Amravati,2018,Chikhraldara,Sub-Centres,42
Amravati,2018,Chikhraldara,Doctors/Vaids,24
Amravati,2018,Chikhraldara,Number of Beds,74
Amravati,2018,Chikhraldara,Beds for Women,15
Amravati,2018,Chikhraldara,Beds for Children,2
Amravati,2018,Anjangaon Su,Hospitals,1
Amravati,2018,Anjangaon Su,Clinics,4
Amravati,2018,Anjangaon Su,Maternity Wards,1
Amravati,2018,Anjangaon Su,Primary Health Centres,3
Amravati,2018,Anjangaon Su,Sub-Centres,16
Amravati,2018,Anjangaon Su,Doctors/Vaids,13
Amravati,2018,Anjangaon Su,Number of Beds,48
Amravati,2018,Anjangaon Su,Beds for Women,15
Amravati,2018,Anjangaon Su,Beds for Children,2
Amravati,2018,Achalpur,Hospitals,2
Amravati,2018,Achalpur,Clinics,8
Amravati,2018,Achalpur,Maternity Wards,0
Amravati,2018,Achalpur,Primary Health Centres,3
Amravati,2018,Achalpur,Sub-Centres,23
Amravati,2018,Achalpur,Doctors/Vaids,32
Amravati,2018,Achalpur,Number of Beds,122
Amravati,2018,Achalpur,Beds for Women,60
Amravati,2018,Achalpur,Beds for Children,10
Amravati,2018,Chandurbazar,Hospitals,1
Amravati,2018,Chandurbazar,Clinics,13
Amravati,2018,Chandurbazar,Maternity Wards,2
Amravati,2018,Chandurbazar,Primary Health Centres,4
Amravati,2018,Chandurbazar,Sub-Centres,25
Amravati,2018,Chandurbazar,Doctors/Vaids,23
Amravati,2018,Chandurbazar,Number of Beds,62
Amravati,2018,Chandurbazar,Beds for Women,15
Amravati,2018,Chandurbazar,Beds for Children,2
Amravati,2018,Morshi,Hospitals,1
Amravati,2018,Morshi,Clinics,7
Amravati,2018,Morshi,Maternity Wards,0
Amravati,2018,Morshi,Primary Health Centres,5
Amravati,2018,Morshi,Sub-Centres,21
Amravati,2018,Morshi,Doctors/Vaids,28
Amravati,2018,Morshi,Number of Beds,80
Amravati,2018,Morshi,Beds for Women,20
Amravati,2018,Morshi,Beds for Children,5
Amravati,2018,Warud,Hospitals,1
Amravati,2018,Warud,Clinics,7
Amravati,2018,Warud,Maternity Wards,1
Amravati,2018,Warud,Primary Health Centres,6
Amravati,2018,Warud,Sub-Centres,22
Amravati,2018,Warud,Doctors/Vaids,23
Amravati,2018,Warud,Number of Beds,60
Amravati,2018,Warud,Beds for Women,15
Amravati,2018,Warud,Beds for Children,2
Amravati,2018,Tivas,Hospitals,1
Amravati,2018,Tivas,Clinics,5
Amravati,2018,Tivas,Maternity Wards,0
Amravati,2018,Tivas,Primary Health Centres,3
Amravati,2018,Tivas,Sub-Centres,15
Amravati,2018,Tivas,Doctors/Vaids,18
Amravati,2018,Tivas,Number of Beds,48
Amravati,2018,Tivas,Beds for Women,15
Amravati,2018,Tivas,Beds for Children,2
Amravati,2018,Amravati,Hospitals,4
Amravati,2018,Amravati,"Specialty Hospitals (Cancer, TB etc.)",2
Amravati,2018,Amravati,Clinics,22
Amravati,2018,Amravati,Maternity Wards,3
Amravati,2018,Amravati,Primary Health Centres,4
Amravati,2018,Amravati,Sub-Centres,23
Amravati,2018,Amravati,Doctors/Vaids,207
Amravati,2018,Amravati,Number of Beds,1450
Amravati,2018,Amravati,Beds for Women,463
Amravati,2018,Amravati,Beds for Children,179
Amravati,2018,Bhatkuli,Hospitals,1
Amravati,2018,Bhatkuli,Clinics,10
Amravati,2018,Bhatkuli,Maternity Wards,0
Amravati,2018,Bhatkuli,Primary Health Centres,3
Amravati,2018,Bhatkuli,Sub-Centres,18
Amravati,2018,Bhatkuli,Doctors/Vaids,21
Amravati,2018,Bhatkuli,Number of Beds,50
Amravati,2018,Bhatkuli,Beds for Women,15
Amravati,2018,Bhatkuli,Beds for Children,2
Amravati,2018,Daryapur,Hospitals,1
Amravati,2018,Daryapur,Clinics,10
Amravati,2018,Daryapur,Maternity Wards,0
Amravati,2018,Daryapur,Primary Health Centres,4
Amravati,2018,Daryapur,Sub-Centres,24
Amravati,2018,Daryapur,Doctors/Vaids,27
Amravati,2018,Daryapur,Number of Beds,74
Amravati,2018,Daryapur,Beds for Women,20
Amravati,2018,Daryapur,Beds for Children,5
Amravati,2018,Nandgaon Kh,Hospitals,1
Amravati,2018,Nandgaon Kh,Clinics,10
Amravati,2018,Nandgaon Kh,Maternity Wards,0
Amravati,2018,Nandgaon Kh,Primary Health Centres,5
Amravati,2018,Nandgaon Kh,Sub-Centres,20
Amravati,2018,Nandgaon Kh,Doctors/Vaids,24
Amravati,2018,Nandgaon Kh,Number of Beds,60
Amravati,2018,Nandgaon Kh,Beds for Women,15
Amravati,2018,Nandgaon Kh,Beds for Children,2
Amravati,2018,Chandur Railway,Hospitals,1
Amravati,2018,Chandur Railway,Clinics,2
Amravati,2018,Chandur Railway,Maternity Wards,0
Amravati,2018,Chandur Railway,Primary Health Centres,3
Amravati,2018,Chandur Railway,Sub-Centres,13
Amravati,2018,Chandur Railway,Doctors/Vaids,14
Amravati,2018,Chandur Railway,Number of Beds,48
Amravati,2018,Chandur Railway,Beds for Women,15
Amravati,2018,Chandur Railway,Beds for Children,2
Amravati,2018,Dhamangaon Re,Hospitals,1
Amravati,2018,Dhamangaon Re,Clinics,3
Amravati,2018,Dhamangaon Re,Maternity Wards,0
Amravati,2018,Dhamangaon Re,Primary Health Centres,4
Amravati,2018,Dhamangaon Re,Sub-Centres,18
Amravati,2018,Dhamangaon Re,Doctors/Vaids,14
Amravati,2018,Dhamangaon Re,Number of Beds,54
Amravati,2018,Dhamangaon Re,Beds for Women,15
Amravati,2018,Dhamangaon Re,Beds for Children,2
Amravati,2019,Dharani,Hospitals,1
Amravati,2019,Dharani,Clinics,9
Amravati,2019,Dharani,Maternity Wards,0
