District,Year,Taluka,Select Facility,Number
Nanded,2019,Nanded,Clinics,0
Nanded,2019,Nanded,Maternity Wards,0
Nanded,2019,Nanded,Primary Health Centres,6
Nanded,2019,Nanded,Sub-Centres,18
Nanded,2019,Nanded,Doctors/Vaids,24
Nanded,2019,Nanded,Number of Beds,224
Nanded,2019,Nanded,Beds for Women,112
Nanded,2019,Nanded,Beds for Children,10
Nanded,2019,Mudkhed,Hospitals,2
Nanded,2019,Mudkhed,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Mudkhed,Clinics,2
Nanded,2019,Mudkhed,Maternity Wards,0
Nanded,2019,Mudkhed,Primary Health Centres,2
Nanded,2019,Mudkhed,Sub-Centres,13
Nanded,2019,Mudkhed,Doctors/Vaids,14
Nanded,2019,Mudkhed,Number of Beds,80
Nanded,2019,Mudkhed,Beds for Women,40
Nanded,2019,Mudkhed,Beds for Children,10
Nanded,2019,Bhokar,Hospitals,1
Nanded,2019,Bhokar,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Bhokar,Clinics,3
Nanded,2019,Bhokar,Maternity Wards,0
Nanded,2019,Bhokar,Primary Health Centres,3
Nanded,2019,Bhokar,Sub-Centres,17
Nanded,2019,Bhokar,Doctors/Vaids,12
Nanded,2019,Bhokar,Number of Beds,52
Nanded,2019,Bhokar,Beds for Women,26
Nanded,2019,Bhokar,Beds for Children,5
Nanded,2019,Umari,Hospitals,1
Nanded,2019,Umari,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Umari,Clinics,1
Nanded,2019,Umari,Maternity Wards,0
Nanded,2019,Umari,Primary Health Centres,1
Nanded,2019,Umari,Sub-Centres,12
Nanded,2019,Umari,Doctors/Vaids,10
Nanded,2019,Umari,Number of Beds,40
Nanded,2019,Umari,Beds for Women,20
Nanded,2019,Umari,Beds for Children,5
Nanded,2019,Dharmabad,Hospitals,1
Nanded,2019,Dharmabad,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Dharmabad,Clinics,1
Nanded,2019,Dharmabad,Maternity Wards,0
Nanded,2019,Dharmabad,Primary Health Centres,1
Nanded,2019,Dharmabad,Sub-Centres,9
Nanded,2019,Dharmabad,Doctors/Vaids,10
Nanded,2019,Dharmabad,Number of Beds,40
Nanded,2019,Dharmabad,Beds for Women,20
Nanded,2019,Dharmabad,Beds for Children,5
Nanded,2019,Biloli,Hospitals,1
Nanded,2019,Biloli,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Biloli,Clinics,1
Nanded,2019,Biloli,Maternity Wards,0
Nanded,2019,Biloli,Primary Health Centres,5
Nanded,2019,Biloli,Sub-Centres,20
Nanded,2019,Biloli,Doctors/Vaids,20
Nanded,2019,Biloli,Number of Beds,70
Nanded,2019,Biloli,Beds for Women,35
Nanded,2019,Biloli,Beds for Children,5
Nanded,2019,Naygaon,Hospitals,1
Nanded,2019,Naygaon,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Naygaon,Clinics,1
Nanded,2019,Naygaon,Maternity Wards,0
Nanded,2019,Naygaon,Primary Health Centres,3
Nanded,2019,Naygaon,Sub-Centres,22
Nanded,2019,Naygaon,Doctors/Vaids,12
Nanded,2019,Naygaon,Number of Beds,60
Nanded,2019,Naygaon,Beds for Women,30
Nanded,2019,Naygaon,Beds for Children,5
Nanded,2019,Loha,Hospitals,1
Nanded,2019,Loha,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Loha,Clinics,1
Nanded,2019,Loha,Maternity Wards,0
Nanded,2019,Loha,Primary Health Centres,5
Nanded,2019,Loha,Sub-Centres,29
Nanded,2019,Loha,Doctors/Vaids,17
Nanded,2019,Loha,Number of Beds,68
Nanded,2019,Loha,Beds for Women,34
Nanded,2019,Loha,Beds for Children,5
Nanded,2019,Kandhar,Hospitals,1
Nanded,2019,Kandhar,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Kandhar,Clinics,2
Nanded,2019,Kandhar,Maternity Wards,0
Nanded,2019,Kandhar,Primary Health Centres,5
Nanded,2019,Kandhar,Sub-Centres,31
Nanded,2019,Kandhar,Doctors/Vaids,15
Nanded,2019,Kandhar,Number of Beds,68
Nanded,2019,Kandhar,Beds for Women,34
Nanded,2019,Kandhar,Beds for Children,5
Nanded,2019,Mukhed,Hospitals,1
Nanded,2019,Mukhed,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Mukhed,Clinics,4
Nanded,2019,Mukhed,Maternity Wards,0
Nanded,2019,Mukhed,Primary Health Centres,7
Nanded,2019,Mukhed,Sub-Centres,34
Nanded,2019,Mukhed,Doctors/Vaids,25
Nanded,2019,Mukhed,Number of Beds,150
Nanded,2019,Mukhed,Beds for Women,75
Nanded,2019,Mukhed,Beds for Children,5
Nanded,2019,Deglur,Hospitals,1
Nanded,2019,Deglur,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2019,Deglur,Clinics,2
Nanded,2019,Deglur,Maternity Wards,0
Nanded,2019,Deglur,Primary Health Centres,3
Nanded,2019,Deglur,Sub-Centres,24
Nanded,2019,Deglur,Doctors/Vaids,12
Nanded,2019,Deglur,Number of Beds,80
Nanded,2019,Deglur,Beds for Women,40
Nanded,2019,Deglur,Beds for Children,5
Nanded,2020,Mahur,Hospitals,1
Nanded,2020,Mahur,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Mahur,Clinics,4
Nanded,2020,Mahur,Maternity Wards,0
Nanded,2020,Mahur,Primary Health Centres,5
Nanded,2020,Mahur,Sub-Centres,27
Nanded,2020,Mahur,Doctors/Vaids,15
Nanded,2020,Mahur,Number of Beds,60
Nanded,2020,Mahur,Beds for Women,30
Nanded,2020,Mahur,Beds for Children,15
Nanded,2020,Kinvat,Hospitals,2
Nanded,2020,Kinvat,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Kinvat,Clinics,8
Nanded,2020,Kinvat,Maternity Wards,0
Nanded,2020,Kinvat,Primary Health Centres,9
Nanded,2020,Kinvat,Sub-Centres,65
Nanded,2020,Kinvat,Doctors/Vaids,28
Nanded,2020,Kinvat,Number of Beds,150
Nanded,2020,Kinvat,Beds for Women,75
Nanded,2020,Kinvat,Beds for Children,30
Nanded,2020,Himalay Nagar,Hospitals,1
Nanded,2020,Himalay Nagar,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Himalay Nagar,Clinics,1
Nanded,2020,Himalay Nagar,Maternity Wards,0
Nanded,2020,Himalay Nagar,Primary Health Centres,2
Nanded,2020,Himalay Nagar,Sub-Centres,14
Nanded,2020,Himalay Nagar,Doctors/Vaids,11
Nanded,2020,Himalay Nagar,Number of Beds,50
Nanded,2020,Himalay Nagar,Beds for Women,25
Nanded,2020,Himalay Nagar,Beds for Children,15
Nanded,2020,Hadgaon,Hospitals,1
Nanded,2020,Hadgaon,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Hadgaon,Clinics,2
Nanded,2020,Hadgaon,Maternity Wards,0
Nanded,2020,Hadgaon,Primary Health Centres,6
Nanded,2020,Hadgaon,Sub-Centres,31
Nanded,2020,Hadgaon,Doctors/Vaids,14
Nanded,2020,Hadgaon,Number of Beds,110
Nanded,2020,Hadgaon,Beds for Women,50
Nanded,2020,Hadgaon,Beds for Children,25
Nanded,2020,Andhrapur,Hospitals,0
Nanded,2020,Andhrapur,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Andhrapur,Clinics,2
Nanded,2020,Andhrapur,Maternity Wards,0
Nanded,2020,Andhrapur,Primary Health Centres,2
Nanded,2020,Andhrapur,Sub-Centres,11
Nanded,2020,Andhrapur,Doctors/Vaids,4
Nanded,2020,Andhrapur,Number of Beds,20
Nanded,2020,Andhrapur,Beds for Women,10
Nanded,2020,Andhrapur,Beds for Children,5
Nanded,2020,Nanded,Hospitals,6
Nanded,2020,Nanded,"Specialty Hospitals (Cancer, TB etc.)",1
Nanded,2020,Nanded,Clinics,0
Nanded,2020,Nanded,Maternity Wards,0
Nanded,2020,Nanded,Primary Health Centres,6
Nanded,2020,Nanded,Sub-Centres,18
Nanded,2020,Nanded,Doctors/Vaids,35
Nanded,2020,Nanded,Number of Beds,1300
Nanded,2020,Nanded,Beds for Women,650
Nanded,2020,Nanded,Beds for Children,330
Nanded,2020,Mudkhed,Hospitals,2
Nanded,2020,Mudkhed,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Mudkhed,Clinics,2
Nanded,2020,Mudkhed,Maternity Wards,0
Nanded,2020,Mudkhed,Primary Health Centres,2
Nanded,2020,Mudkhed,Sub-Centres,13
Nanded,2020,Mudkhed,Doctors/Vaids,14
Nanded,2020,Mudkhed,Number of Beds,80
Nanded,2020,Mudkhed,Beds for Women,40
Nanded,2020,Mudkhed,Beds for Children,20
Nanded,2020,Bhokar,Hospitals,1
Nanded,2020,Bhokar,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Bhokar,Clinics,3
Nanded,2020,Bhokar,Maternity Wards,0
Nanded,2020,Bhokar,Primary Health Centres,3
Nanded,2020,Bhokar,Sub-Centres,17
Nanded,2020,Bhokar,Doctors/Vaids,11
Nanded,2020,Bhokar,Number of Beds,60
Nanded,2020,Bhokar,Beds for Women,30
Nanded,2020,Bhokar,Beds for Children,15
Nanded,2020,Umari,Hospitals,1
Nanded,2020,Umari,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Umari,Clinics,1
Nanded,2020,Umari,Maternity Wards,0
Nanded,2020,Umari,Primary Health Centres,1
Nanded,2020,Umari,Sub-Centres,12
Nanded,2020,Umari,Doctors/Vaids,6
Nanded,2020,Umari,Number of Beds,40
Nanded,2020,Umari,Beds for Women,20
Nanded,2020,Umari,Beds for Children,10
Nanded,2020,Dharmabad,Hospitals,1
Nanded,2020,Dharmabad,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Dharmabad,Clinics,1
Nanded,2020,Dharmabad,Maternity Wards,0
Nanded,2020,Dharmabad,Primary Health Centres,1
Nanded,2020,Dharmabad,Sub-Centres,9
Nanded,2020,Dharmabad,Doctors/Vaids,6
Nanded,2020,Dharmabad,Number of Beds,40
Nanded,2020,Dharmabad,Beds for Women,20
Nanded,2020,Dharmabad,Beds for Children,10
Nanded,2020,Biloli,Hospitals,1
Nanded,2020,Biloli,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Biloli,Clinics,1
Nanded,2020,Biloli,Maternity Wards,0
Nanded,2020,Biloli,Primary Health Centres,5
Nanded,2020,Biloli,Sub-Centres,21
Nanded,2020,Biloli,Doctors/Vaids,11
Nanded,2020,Biloli,Number of Beds,80
Nanded,2020,Biloli,Beds for Women,40
Nanded,2020,Biloli,Beds for Children,20
Nanded,2020,Naygaon,Hospitals,1
Nanded,2020,Naygaon,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Naygaon,Clinics,1
Nanded,2020,Naygaon,Maternity Wards,0
Nanded,2020,Naygaon,Primary Health Centres,3
Nanded,2020,Naygaon,Sub-Centres,22
Nanded,2020,Naygaon,Doctors/Vaids,11
Nanded,2020,Naygaon,Number of Beds,60
Nanded,2020,Naygaon,Beds for Women,30
Nanded,2020,Naygaon,Beds for Children,15
Nanded,2020,Loha,Hospitals,1
Nanded,2020,Loha,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Loha,Clinics,1
Nanded,2020,Loha,Maternity Wards,0
Nanded,2020,Loha,Primary Health Centres,5
Nanded,2020,Loha,Sub-Centres,29
Nanded,2020,Loha,Doctors/Vaids,15
Nanded,2020,Loha,Number of Beds,80
Nanded,2020,Loha,Beds for Women,40
Nanded,2020,Loha,Beds for Children,20
Nanded,2020,Kandhar,Hospitals,1
Nanded,2020,Kandhar,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Kandhar,Clinics,2
Nanded,2020,Kandhar,Maternity Wards,0
Nanded,2020,Kandhar,Primary Health Centres,5
Nanded,2020,Kandhar,Sub-Centres,31
Nanded,2020,Kandhar,Doctors/Vaids,15
Nanded,2020,Kandhar,Number of Beds,170
Nanded,2020,Kandhar,Beds for Women,40
Nanded,2020,Kandhar,Beds for Children,20
Nanded,2020,Mukhed,Hospitals,1
Nanded,2020,Mukhed,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Mukhed,Clinics,4
Nanded,2020,Mukhed,Maternity Wards,0
Nanded,2020,Mukhed,Primary Health Centres,7
Nanded,2020,Mukhed,Sub-Centres,34
Nanded,2020,Mukhed,Doctors/Vaids,24
Nanded,2020,Mukhed,Number of Beds,80
Nanded,2020,Mukhed,Beds for Women,85
Nanded,2020,Mukhed,Beds for Children,40
Nanded,2020,Deglur,Hospitals,1
Nanded,2020,Deglur,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2020,Deglur,Clinics,2
Nanded,2020,Deglur,Maternity Wards,0
Nanded,2020,Deglur,Primary Health Centres,3
Nanded,2020,Deglur,Sub-Centres,24
Nanded,2020,Deglur,Doctors/Vaids,11
Nanded,2020,Deglur,Number of Beds,80
Nanded,2020,Deglur,Beds for Women,40
Nanded,2020,Deglur,Beds for Children,20
Nanded,2021,Mahur,Hospitals,1
Nanded,2021,Mahur,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Mahur,Clinics,4
Nanded,2021,Mahur,Maternity Wards,0
Nanded,2021,Mahur,Primary Health Centres,5
Nanded,2021,Mahur,Sub-Centres,27
Nanded,2021,Mahur,Doctors/Vaids,15
Nanded,2021,Mahur,Number of Beds,60
Nanded,2021,Mahur,Beds for Women,30
Nanded,2021,Mahur,Beds for Children,15
Nanded,2021,Kinvat,Hospitals,2
Nanded,2021,Kinvat,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Kinvat,Clinics,8
Nanded,2021,Kinvat,Maternity Wards,0
Nanded,2021,Kinvat,Primary Health Centres,9
Nanded,2021,Kinvat,Sub-Centres,65
Nanded,2021,Kinvat,Doctors/Vaids,28
Nanded,2021,Kinvat,Number of Beds,150
Nanded,2021,Kinvat,Beds for Women,75
Nanded,2021,Kinvat,Beds for Children,30
Nanded,2021,Himalay Nagar,Hospitals,1
Nanded,2021,Himalay Nagar,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Himalay Nagar,Clinics,1
Nanded,2021,Himalay Nagar,Maternity Wards,0
Nanded,2021,Himalay Nagar,Primary Health Centres,2
Nanded,2021,Himalay Nagar,Sub-Centres,14
Nanded,2021,Himalay Nagar,Doctors/Vaids,11
Nanded,2021,Himalay Nagar,Number of Beds,50
Nanded,2021,Himalay Nagar,Beds for Women,25
Nanded,2021,Himalay Nagar,Beds for Children,15
Nanded,2021,Hadgaon,Hospitals,1
Nanded,2021,Hadgaon,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Hadgaon,Clinics,2
Nanded,2021,Hadgaon,Maternity Wards,0
Nanded,2021,Hadgaon,Primary Health Centres,6
Nanded,2021,Hadgaon,Sub-Centres,31
Nanded,2021,Hadgaon,Doctors/Vaids,14
Nanded,2021,Hadgaon,Number of Beds,110
Nanded,2021,Hadgaon,Beds for Women,50
Nanded,2021,Hadgaon,Beds for Children,25
Nanded,2021,Andhrapur,Hospitals,0
Nanded,2021,Andhrapur,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Andhrapur,Clinics,2
Nanded,2021,Andhrapur,Maternity Wards,0
Nanded,2021,Andhrapur,Primary Health Centres,2
Nanded,2021,Andhrapur,Sub-Centres,11
Nanded,2021,Andhrapur,Doctors/Vaids,4
Nanded,2021,Andhrapur,Number of Beds,20
Nanded,2021,Andhrapur,Beds for Women,10
Nanded,2021,Andhrapur,Beds for Children,5
Nanded,2021,Nanded,Hospitals,6
Nanded,2021,Nanded,"Specialty Hospitals (Cancer, TB etc.)",1
Nanded,2021,Nanded,Clinics,0
Nanded,2021,Nanded,Maternity Wards,0
Nanded,2021,Nanded,Primary Health Centres,6
Nanded,2021,Nanded,Sub-Centres,18
Nanded,2021,Nanded,Doctors/Vaids,35
Nanded,2021,Nanded,Number of Beds,1300
Nanded,2021,Nanded,Beds for Women,650
Nanded,2021,Nanded,Beds for Children,330
Nanded,2021,Mudkhed,Hospitals,2
Nanded,2021,Mudkhed,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Mudkhed,Clinics,2
Nanded,2021,Mudkhed,Maternity Wards,0
Nanded,2021,Mudkhed,Primary Health Centres,2
Nanded,2021,Mudkhed,Sub-Centres,13
Nanded,2021,Mudkhed,Doctors/Vaids,14
Nanded,2021,Mudkhed,Number of Beds,80
Nanded,2021,Mudkhed,Beds for Women,40
Nanded,2021,Mudkhed,Beds for Children,20
Nanded,2021,Bhokar,Hospitals,1
Nanded,2021,Bhokar,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Bhokar,Clinics,3
Nanded,2021,Bhokar,Maternity Wards,0
Nanded,2021,Bhokar,Primary Health Centres,3
Nanded,2021,Bhokar,Sub-Centres,17
Nanded,2021,Bhokar,Doctors/Vaids,11
Nanded,2021,Bhokar,Number of Beds,60
Nanded,2021,Bhokar,Beds for Women,30
Nanded,2021,Bhokar,Beds for Children,15
Nanded,2021,Umari,Hospitals,1
Nanded,2021,Umari,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Umari,Clinics,1
Nanded,2021,Umari,Maternity Wards,0
Nanded,2021,Umari,Primary Health Centres,1
Nanded,2021,Umari,Sub-Centres,12
Nanded,2021,Umari,Doctors/Vaids,6
Nanded,2021,Umari,Number of Beds,40
Nanded,2021,Umari,Beds for Women,20
Nanded,2021,Umari,Beds for Children,10
Nanded,2021,Dharmabad,Hospitals,1
Nanded,2021,Dharmabad,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Dharmabad,Clinics,1
Nanded,2021,Dharmabad,Maternity Wards,0
Nanded,2021,Dharmabad,Primary Health Centres,1
Nanded,2021,Dharmabad,Sub-Centres,9
Nanded,2021,Dharmabad,Doctors/Vaids,6
Nanded,2021,Dharmabad,Number of Beds,40
Nanded,2021,Dharmabad,Beds for Women,20
Nanded,2021,Dharmabad,Beds for Children,10
Nanded,2021,Biloli,Hospitals,1
Nanded,2021,Biloli,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Biloli,Clinics,1
Nanded,2021,Biloli,Maternity Wards,0
Nanded,2021,Biloli,Primary Health Centres,5
Nanded,2021,Biloli,Sub-Centres,21
Nanded,2021,Biloli,Doctors/Vaids,11
Nanded,2021,Biloli,Number of Beds,80
Nanded,2021,Biloli,Beds for Women,40
Nanded,2021,Biloli,Beds for Children,20
Nanded,2021,Naygaon,Hospitals,1
Nanded,2021,Naygaon,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Naygaon,Clinics,1
Nanded,2021,Naygaon,Maternity Wards,0
Nanded,2021,Naygaon,Primary Health Centres,3
Nanded,2021,Naygaon,Sub-Centres,22
Nanded,2021,Naygaon,Doctors/Vaids,11
Nanded,2021,Naygaon,Number of Beds,60
Nanded,2021,Naygaon,Beds for Women,30
Nanded,2021,Naygaon,Beds for Children,15
Nanded,2021,Loha,Hospitals,1
Nanded,2021,Loha,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Loha,Clinics,1
Nanded,2021,Loha,Maternity Wards,0
Nanded,2021,Loha,Primary Health Centres,5
Nanded,2021,Loha,Sub-Centres,29
Nanded,2021,Loha,Doctors/Vaids,15
Nanded,2021,Loha,Number of Beds,80
Nanded,2021,Loha,Beds for Women,40
Nanded,2021,Loha,Beds for Children,20
Nanded,2021,Kandhar,Hospitals,1
Nanded,2021,Kandhar,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Kandhar,Clinics,2
Nanded,2021,Kandhar,Maternity Wards,0
Nanded,2021,Kandhar,Primary Health Centres,5
Nanded,2021,Kandhar,Sub-Centres,31
Nanded,2021,Kandhar,Doctors/Vaids,15
Nanded,2021,Kandhar,Number of Beds,170
Nanded,2021,Kandhar,Beds for Women,40
Nanded,2021,Kandhar,Beds for Children,20
Nanded,2021,Mukhed,Hospitals,1
Nanded,2021,Mukhed,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Mukhed,Clinics,4
Nanded,2021,Mukhed,Maternity Wards,0
Nanded,2021,Mukhed,Primary Health Centres,7
Nanded,2021,Mukhed,Sub-Centres,34
Nanded,2021,Mukhed,Doctors/Vaids,24
Nanded,2021,Mukhed,Number of Beds,80
Nanded,2021,Mukhed,Beds for Women,85
Nanded,2021,Mukhed,Beds for Children,40
Nanded,2021,Deglur,Hospitals,1
Nanded,2021,Deglur,"Specialty Hospitals (Cancer, TB etc.)",0
Nanded,2021,Deglur,Clinics,2
Nanded,2021,Deglur,Maternity Wards,0
Nanded,2021,Deglur,Primary Health Centres,3
Nanded,2021,Deglur,Sub-Centres,24
Nanded,2021,Deglur,Doctors/Vaids,11
Nanded,2021,Deglur,Number of Beds,80
Nanded,2021,Deglur,Beds for Women,40
Nanded,2021,Deglur,Beds for Children,20
Nandurbar,2012,Akkalkuva,Hospitals,1
Nandurbar,2012,Akkalkuva,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2012,Akkalkuva,Clinics,7
Nandurbar,2012,Akkalkuva,Maternity Wards,1
Nandurbar,2012,Akkalkuva,Primary Health Centres,13
Nandurbar,2012,Akkalkuva,Sub-Centres,61
Nandurbar,2012,Akkalkuva,Doctors/Vaids,30
Nandurbar,2012,Akkalkuva,Number of Beds,72
Nandurbar,2012,Akkalkuva,Beds for Women,10
Nandurbar,2012,Akkalkuva,Beds for Children,10
Nandurbar,2012,Akrani,Hospitals,1
Nandurbar,2012,Akrani,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2012,Akrani,Clinics,1
Nandurbar,2012,Akrani,Maternity Wards,1
Nandurbar,2012,Akrani,Primary Health Centres,13
Nandurbar,2012,Akrani,Sub-Centres,50
Nandurbar,2012,Akrani,Doctors/Vaids,26
Nandurbar,2012,Akrani,Number of Beds,54
Nandurbar,2012,Akrani,Beds for Women,10
Nandurbar,2012,Akrani,Beds for Children,10
Nandurbar,2012,Taloda,Hospitals,1
Nandurbar,2012,Taloda,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2012,Taloda,Clinics,3
Nandurbar,2012,Taloda,Maternity Wards,1
Nandurbar,2012,Taloda,Primary Health Centres,4
Nandurbar,2012,Taloda,Sub-Centres,27
Nandurbar,2012,Taloda,Doctors/Vaids,13
Nandurbar,2012,Taloda,Number of Beds,74
Nandurbar,2012,Taloda,Beds for Women,20
Nandurbar,2012,Taloda,Beds for Children,25
Nandurbar,2012,Shahada,Hospitals,1
Nandurbar,2012,Shahada,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2012,Shahada,Clinics,3
Nandurbar,2012,Shahada,Maternity Wards,1
Nandurbar,2012,Shahada,Primary Health Centres,12
Nandurbar,2012,Shahada,Sub-Centres,63
Nandurbar,2012,Shahada,Doctors/Vaids,27
Nandurbar,2012,Shahada,Number of Beds,102
Nandurbar,2012,Shahada,Beds for Women,10
Nandurbar,2012,Shahada,Beds for Children,10
Nandurbar,2012,Nandurbar,Hospitals,1
Nandurbar,2012,Nandurbar,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2012,Nandurbar,Clinics,1
Nandurbar,2012,Nandurbar,Maternity Wards,1
Nandurbar,2012,Nandurbar,Primary Health Centres,7
Nandurbar,2012,Nandurbar,Sub-Centres,43
Nandurbar,2012,Nandurbar,Doctors/Vaids,15
Nandurbar,2012,Nandurbar,Number of Beds,142
Nandurbar,2012,Nandurbar,Beds for Women,35
Nandurbar,2012,Nandurbar,Beds for Children,35
Nandurbar,2012,Navapur,Hospitals,1
Nandurbar,2012,Navapur,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2012,Navapur,Clinics,3
Nandurbar,2012,Navapur,Maternity Wards,1
Nandurbar,2012,Navapur,Primary Health Centres,9
Nandurbar,2012,Navapur,Sub-Centres,46
Nandurbar,2012,Navapur,Doctors/Vaids,22
Nandurbar,2012,Navapur,Number of Beds,92
Nandurbar,2012,Navapur,Beds for Women,20
Nandurbar,2012,Navapur,Beds for Children,25
Nandurbar,2013,Akkalkuva,Hospitals,1
Nandurbar,2013,Akkalkuva,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2013,Akkalkuva,Clinics,7
Nandurbar,2013,Akkalkuva,Maternity Wards,1
Nandurbar,2013,Akkalkuva,Primary Health Centres,13
Nandurbar,2013,Akkalkuva,Sub-Centres,61
Nandurbar,2013,Akkalkuva,Doctors/Vaids,29
Nandurbar,2013,Akkalkuva,Number of Beds,178
Nandurbar,2013,Akkalkuva,Beds for Women,110
Nandurbar,2013,Akkalkuva,Beds for Children,38
Nandurbar,2013,Akrani,Hospitals,1
Nandurbar,2013,Akrani,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2013,Akrani,Clinics,2
Nandurbar,2013,Akrani,Maternity Wards,1
Nandurbar,2013,Akrani,Primary Health Centres,13
Nandurbar,2013,Akrani,Sub-Centres,50
Nandurbar,2013,Akrani,Doctors/Vaids,24
Nandurbar,2013,Akrani,Number of Beds,149
Nandurbar,2013,Akrani,Beds for Women,92
Nandurbar,2013,Akrani,Beds for Children,25
Nandurbar,2013,Taloda,Hospitals,1
Nandurbar,2013,Taloda,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2013,Taloda,Clinics,4
Nandurbar,2013,Taloda,Maternity Wards,1
Nandurbar,2013,Taloda,Primary Health Centres,4
Nandurbar,2013,Taloda,Sub-Centres,27
Nandurbar,2013,Taloda,Doctors/Vaids,12
Nandurbar,2013,Taloda,Number of Beds,105
Nandurbar,2013,Taloda,Beds for Women,47
Nandurbar,2013,Taloda,Beds for Children,25
Nandurbar,2013,Shahada,Hospitals,1
Nandurbar,2013,Shahada,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2013,Shahada,Clinics,4
Nandurbar,2013,Shahada,Maternity Wards,1
Nandurbar,2013,Shahada,Primary Health Centres,12
Nandurbar,2013,Shahada,Sub-Centres,63
Nandurbar,2013,Shahada,Doctors/Vaids,29
Nandurbar,2013,Shahada,Number of Beds,198
Nandurbar,2013,Shahada,Beds for Women,130
Nandurbar,2013,Shahada,Beds for Children,38
Nandurbar,2013,Nandurbar,Hospitals,1
Nandurbar,2013,Nandurbar,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2013,Nandurbar,Clinics,2
Nandurbar,2013,Nandurbar,Maternity Wards,1
Nandurbar,2013,Nandurbar,Primary Health Centres,7
Nandurbar,2013,Nandurbar,Sub-Centres,43
Nandurbar,2013,Nandurbar,Doctors/Vaids,15
Nandurbar,2013,Nandurbar,Number of Beds,203
Nandurbar,2013,Nandurbar,Beds for Women,73
Nandurbar,2013,Nandurbar,Beds for Children,30
Nandurbar,2013,Navapur,Hospitals,1
Nandurbar,2013,Navapur,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2013,Navapur,Clinics,3
Nandurbar,2013,Navapur,Maternity Wards,1
Nandurbar,2013,Navapur,Primary Health Centres,9
Nandurbar,2013,Navapur,Sub-Centres,46
Nandurbar,2013,Navapur,Doctors/Vaids,22
Nandurbar,2013,Navapur,Number of Beds,157
Nandurbar,2013,Navapur,Beds for Women,77
Nandurbar,2013,Navapur,Beds for Children,30
Nandurbar,2014,Akkalkuva,Hospitals,3
Nandurbar,2014,Akkalkuva,"Specialty Hospitals (Cancer, TB etc.)",0
Nandurbar,2014,Akkalkuva,Clinics,7
Nandurbar,2014,Akkalkuva,Maternity Wards,3
