District,Year,Taluka,Pollution Category ,Number of Industries 
Gondia,2014,Salekasa,Orange,16
Gondia,2014,Sadak Arjuni,Orange,19
Gondia,2014,Arjuni Morgaon,Orange,42
Gondia,2014,Devari,Orange,14
Gondia,2014,Tiroda,Green,13
Gondia,2014,Goregaon,Green,19
Gondia,2014,Gondia,Green,181
Gondia,2014,Aamgaon,Green,19
Gondia,2014,Salekasa,Green,2
Gondia,2014,Sadak Arjuni,Green,5
Gondia,2014,Arjuni Morgaon,Green,14
Gondia,2014,Devari,Green,9
Gondia,2015,Tiroda,Red,24
Gondia,2015,Goregaon,Red,35
Gondia,2015,Gondia,Red,161
Gondia,2015,Aamgaon,Red,41
Gondia,2015,Salekasa,Red,13
Gondia,2015,Sadak Arjuni,Red,19
Gondia,2015,Arjuni Morgaon,Red,26
Gondia,2015,Devari,Red,25
Gondia,2015,Tiroda,Orange,38
Gondia,2015,Goregaon,Orange,39
Gondia,2015,Gondia,Orange,232
Gondia,2015,Aamgaon,Orange,55
Gondia,2015,Salekasa,Orange,19
Gondia,2015,Sadak Arjuni,Orange,21
Gondia,2015,Arjuni Morgaon,Orange,45
Gondia,2015,Devari,Orange,17
Gondia,2015,Tiroda,Green,17
Gondia,2015,Goregaon,Green,21
Gondia,2015,Gondia,Green,195
Gondia,2015,Aamgaon,Green,21
Gondia,2015,Salekasa,Green,4
Gondia,2015,Sadak Arjuni,Green,8
Gondia,2015,Arjuni Morgaon,Green,17
Gondia,2015,Devari,Green,11
Gondia,2016,Tiroda,Red,3
Gondia,2016,Goregaon,Red,13
Gondia,2016,Gondia,Red,60
Gondia,2016,Aamgaon,Red,6
Gondia,2016,Salekasa,Red,7
Gondia,2016,Sadak Arjuni,Red,12
Gondia,2016,Arjuni Morgaon,Red,10
Gondia,2016,Devari,Red,2
Gondia,2016,Tiroda,Orange,6
Gondia,2016,Goregaon,Orange,18
Gondia,2016,Gondia,Orange,41
Gondia,2016,Aamgaon,Orange,18
Gondia,2016,Salekasa,Orange,20
Gondia,2016,Sadak Arjuni,Orange,25
Gondia,2016,Arjuni Morgaon,Orange,18
Gondia,2016,Devari,Orange,20
Gondia,2016,Tiroda,Green,7
Gondia,2016,Goregaon,Green,18
Gondia,2016,Gondia,Green,40
Gondia,2016,Aamgaon,Green,48
Gondia,2016,Salekasa,Green,12
Gondia,2016,Sadak Arjuni,Green,24
Gondia,2016,Arjuni Morgaon,Green,20
Gondia,2016,Devari,Green,12
Gondia,2017,Tiroda,Red,3
Gondia,2017,Goregaon,Red,13
Gondia,2017,Gondia,Red,62
Gondia,2017,Aamgaon,Red,6
Gondia,2017,Salekasa,Red,7
Gondia,2017,Sadak Arjuni,Red,12
Gondia,2017,Arjuni Morgaon,Red,10
Gondia,2017,Devari,Red,4
Gondia,2017,Tiroda,Orange,8
Gondia,2017,Goregaon,Orange,20
Gondia,2017,Gondia,Orange,45
Gondia,2017,Aamgaon,Orange,20
Gondia,2017,Salekasa,Orange,20
Gondia,2017,Sadak Arjuni,Orange,27
Gondia,2017,Arjuni Morgaon,Orange,20
Gondia,2017,Devari,Orange,22
Gondia,2017,Tiroda,Green,10
Gondia,2017,Goregaon,Green,21
Gondia,2017,Gondia,Green,48
Gondia,2017,Aamgaon,Green,50
Gondia,2017,Salekasa,Green,12
Gondia,2017,Sadak Arjuni,Green,28
Gondia,2017,Arjuni Morgaon,Green,22
Gondia,2017,Devari,Green,15
Gondia,2018,Tiroda,Red,5
Gondia,2018,Goregaon,Red,16
Gondia,2018,Gondia,Red,62
Gondia,2018,Aamgaon,Red,9
Gondia,2018,Salekasa,Red,10
Gondia,2018,Sadak Arjuni,Red,15
Gondia,2018,Arjuni Morgaon,Red,13
Gondia,2018,Devari,Red,5
Gondia,2018,Tiroda,Orange,9
Gondia,2018,Goregaon,Orange,20
Gondia,2018,Gondia,Orange,45
Gondia,2018,Aamgaon,Orange,21
Gondia,2018,Salekasa,Orange,24
Gondia,2018,Sadak Arjuni,Orange,28
Gondia,2018,Arjuni Morgaon,Orange,21
Gondia,2018,Devari,Orange,23
Gondia,2018,Tiroda,Green,11
Gondia,2018,Goregaon,Green,22
Gondia,2018,Gondia,Green,45
Gondia,2018,Aamgaon,Green,52
Gondia,2018,Salekasa,Green,16
Gondia,2018,Sadak Arjuni,Green,28
Gondia,2018,Arjuni Morgaon,Green,25
Gondia,2018,Devari,Green,17
Gondia,2019,Tiroda,Red,5
Gondia,2019,Goregaon,Red,17
Gondia,2019,Gondia,Red,63
Gondia,2019,Aamgaon,Red,10
Gondia,2019,Salekasa,Red,10
Gondia,2019,Sadak Arjuni,Red,16
Gondia,2019,Arjuni Morgaon,Red,14
Gondia,2019,Devari,Red,6
Gondia,2019,Tiroda,Orange,11
Gondia,2019,Goregaon,Orange,23
Gondia,2019,Gondia,Orange,48
Gondia,2019,Aamgaon,Orange,23
Gondia,2019,Salekasa,Orange,26
Gondia,2019,Sadak Arjuni,Orange,29
Gondia,2019,Arjuni Morgaon,Orange,23
Gondia,2019,Devari,Orange,25
Gondia,2019,Tiroda,Green,14
Gondia,2019,Goregaon,Green,26
Gondia,2019,Gondia,Green,48
Gondia,2019,Aamgaon,Green,56
Gondia,2019,Salekasa,Green,19
Gondia,2019,Sadak Arjuni,Green,32
Gondia,2019,Arjuni Morgaon,Green,29
Gondia,2019,Devari,Green,20
Gondia,2020,Tiroda,Red,5
Gondia,2020,Goregaon,Red,17
Gondia,2020,Gondia,Red,64
Gondia,2020,Aamgaon,Red,10
Gondia,2020,Salekasa,Red,10
Gondia,2020,Sa/Arguni,Red,16
Gondia,2020,Arguni/Mor,Red,14
Gondia,2020,Devari,Red,6
Gondia,2020,Tiroda,Orange,11
Gondia,2020,Goregaon,Orange,24
Gondia,2020,Gondia,Orange,50
Gondia,2020,Aamgaon,Orange,22
Gondia,2020,Salekasa,Orange,26
Gondia,2020,Sa/Arguni,Orange,30
Gondia,2020,Arguni/Mor,Orange,25
Gondia,2020,Devari,Orange,25
Gondia,2020,Tiroda,Green,18
Gondia,2020,Goregaon,Green,28
Gondia,2020,Gondia,Green,51
Gondia,2020,Aamgaon,Green,57
Gondia,2020,Salekasa,Green,20
Gondia,2020,Sa/Arguni,Green,33
Gondia,2020,Arguni/Mor,Green,30
Gondia,2020,Devari,Green,22
Gondia,2021,Tiroda,Red,2
Gondia,2021,Goregaon,Red,1
Gondia,2021,Gondia,Red,17
Gondia,2021,Aamgaon,Red,4
Gondia,2021,Salekasa,Red,0
Gondia,2021,Sa/Arguni,Red,0
Gondia,2021,Arguni/Mor,Red,0
Gondia,2021,Devari,Red,5
Gondia,2021,Tiroda,Orange,15
Gondia,2021,Goregaon,Orange,33
Gondia,2021,Gondia,Orange,194
Gondia,2021,Aamgaon,Orange,53
Gondia,2021,Salekasa,Orange,6
Gondia,2021,Sa/Arguni,Orange,7
Gondia,2021,Arguni/Mor,Orange,29
Gondia,2021,Devari,Orange,11
Gondia,2021,Tiroda,Green,44
Gondia,2021,Goregaon,Green,60
Gondia,2021,Gondia,Green,336
Gondia,2021,Aamgaon,Green,59
Gondia,2021,Salekasa,Green,21
Gondia,2021,Sa/Arguni,Green,36
Gondia,2021,Arguni/Mor,Green,45
Gondia,2021,Devari,Green,34
Gondia,2021,Tiroda,White,26
Gondia,2021,Goregaon,White,4
Gondia,2021,Gondia,White,44
Gondia,2021,Aamgaon,White,3
Gondia,2021,Salekasa,White,0
Gondia,2021,Sa/Arguni,White,1
Gondia,2021,Arguni/Mor,White,2
Gondia,2021,Devari,White,2
Hingoli,2012,Sengaon,Red,0
Hingoli,2012,Hingoli,Red,0
Hingoli,2012,Aundha Na,Red,0
Hingoli,2012,Kalamanuri,Red,0
Hingoli,2012,Vasamat,Red,0
Hingoli,2012,Sengaon,Orange,0
Hingoli,2012,Hingoli,Orange,0
Hingoli,2012,Aundha Na,Orange,0
Hingoli,2012,Kalamanuri,Orange,0
Hingoli,2012,Vasamat,Orange,0
Hingoli,2012,Sengaon,Green,30
Hingoli,2012,Hingoli,Green,116
Hingoli,2012,Aundha Na,Green,16
Hingoli,2012,Kalamanuri,Green,37
Hingoli,2012,Vasamat,Green,70
Hingoli,2013,Hingoli,Red,4
Hingoli,2013,Sengaon,Green,30
Hingoli,2013,Hingoli,Green,116
Hingoli,2013,Aundha Na,Green,16
Hingoli,2013,Kalamanuri,Green,37
Hingoli,2013,Vasamat,Green,70
Hingoli,2014,Hingoli,Red,4
Hingoli,2014,Sengaon,Green,30
Hingoli,2014,Hingoli,Green,116
Hingoli,2014,Aundha Na,Green,16
Hingoli,2014,Kalamanuri,Green,37
Hingoli,2014,Vasamat,Green,70
Hingoli,2015,Hingoli,Red,3
Hingoli,2015,Aundha Na,Red,1
Hingoli,2015,Kalamanuri,Red,1
Hingoli,2015,Vasamat,Red,3
Hingoli,2015,Sengaon,Orange,12
Hingoli,2015,Hingoli,Orange,47
Hingoli,2015,Aundha Na,Orange,12
Hingoli,2015,Kalamanuri,Orange,21
Hingoli,2015,Vasamat,Orange,22
Hingoli,2015,Sengaon,Green,18
Hingoli,2015,Hingoli,Green,106
Hingoli,2015,Aundha Na,Green,10
Hingoli,2015,Kalamanuri,Green,26
Hingoli,2015,Vasamat,Green,41
Hingoli,2016,Hingoli,Red,4
Hingoli,2016,Aundha Na,Red,1
Hingoli,2016,Kalamanuri,Red,1
Hingoli,2016,Vasamat,Red,4
Hingoli,2016,Sengaon,Orange,13
Hingoli,2016,Hingoli,Orange,49
Hingoli,2016,Aundha Na,Orange,13
Hingoli,2016,Kalamanuri,Orange,23
Hingoli,2016,Vasamat,Orange,24
Hingoli,2016,Sengaon,Green,20
Hingoli,2016,Hingoli,Green,114
Hingoli,2016,Aundha Na,Green,12
Hingoli,2016,Kalamanuri,Green,29
Hingoli,2016,Vasamat,Green,45
Hingoli,2017,Sengaon,Red,0
Hingoli,2017,Hingoli,Red,4
Hingoli,2017,Aundha Na,Red,1
Hingoli,2017,Kalamanuri,Red,2
Hingoli,2017,Vasamat,Red,4
Hingoli,2017,Sengaon,Orange,14
Hingoli,2017,Hingoli,Orange,50
Hingoli,2017,Aundha Na,Orange,14
Hingoli,2017,Kalamanuri,Orange,23
Hingoli,2017,Vasamat,Orange,26
Hingoli,2017,Sengaon,Green,20
Hingoli,2017,Hingoli,Green,114
Hingoli,2017,Aundha Na,Green,12
Hingoli,2017,Kalamanuri,Green,29
Hingoli,2017,Vasamat,Green,45
Hingoli,2018,Sengaon,Red,0
Hingoli,2018,Hingoli,Red,4
Hingoli,2018,Aundha Na,Red,2
Hingoli,2018,Kalamanuri,Red,3
Hingoli,2018,Vasamat,Red,5
Hingoli,2018,Sengaon,Orange,16
Hingoli,2018,Hingoli,Orange,55
Hingoli,2018,Aundha Na,Orange,15
Hingoli,2018,Kalamanuri,Orange,24
Hingoli,2018,Vasamat,Orange,28
Hingoli,2018,Sengaon,Green,22
Hingoli,2018,Hingoli,Green,119
Hingoli,2018,Aundha Na,Green,14
Hingoli,2018,Kalamanuri,Green,31
Hingoli,2018,Vasamat,Green,47
Hingoli,2018,Sengaon,White,0
Hingoli,2018,Hingoli,White,2
Hingoli,2018,Aundha Na,White,0
Hingoli,2018,Kalamanuri,White,0
Hingoli,2018,Vasamat,White,1
Hingoli,2019,Sengaon,Red,0
Hingoli,2019,Hingoli,Red,3
Hingoli,2019,Aundha Na,Red,2
Hingoli,2019,Kalamanuri,Red,2
Hingoli,2019,Vasamat,Red,3
Hingoli,2019,Sengaon,Orange,18
Hingoli,2019,Hingoli,Orange,60
Hingoli,2019,Aundha Na,Orange,16
Hingoli,2019,Kalamanuri,Orange,26
Hingoli,2019,Vasamat,Orange,30
Hingoli,2019,Sengaon,Green,24
Hingoli,2019,Hingoli,Green,123
Hingoli,2019,Aundha Na,Green,16
Hingoli,2019,Kalamanuri,Green,35
Hingoli,2019,Vasamat,Green,51
Hingoli,2019,Hingoli,White,3
Hingoli,2019,Vasamat,White,2
Hingoli,2020,Sengaon,Red,0
Hingoli,2020,Hingoli,Red,1
Hingoli,2020,Aundha Na,Red,1
Hingoli,2020,Kalamanuri,Red,1
Hingoli,2020,Vasamat,Red,2
Hingoli,2020,Sengaon,Orange,11
Hingoli,2020,Hingoli,Orange,27
Hingoli,2020,Aundha Na,Orange,18
Hingoli,2020,Kalamanuri,Orange,16
Hingoli,2020,Vasamat,Orange,19
Hingoli,2020,Sengaon,Green,14
Hingoli,2020,Hingoli,Green,88
Hingoli,2020,Aundha Na,Green,16
Hingoli,2020,Kalamanuri,Green,24
Hingoli,2020,Vasamat,Green,39
Hingoli,2020,Sengaon,White,0
Hingoli,2020,Hingoli,White,3
Hingoli,2020,Aundha Na,White,0
Hingoli,2020,Kalamanuri,White,0
Hingoli,2020,Vasamat,White,2
Hingoli,2021,Sengaon,Red,0
Hingoli,2021,Hingoli,Red,1
Hingoli,2021,Aundha Na,Red,1
Hingoli,2021,Kalamanuri,Red,1
Hingoli,2021,Vasamat,Red,2
Hingoli,2021,Sengaon,Orange,11
Hingoli,2021,Hingoli,Orange,24
Hingoli,2021,Aundha Na,Orange,15
Hingoli,2021,Kalamanuri,Orange,14
Hingoli,2021,Vasamat,Orange,19
Hingoli,2021,Sengaon,Green,14
Hingoli,2021,Hingoli,Green,91
Hingoli,2021,Aundha Na,Green,16
Hingoli,2021,Kalamanuri,Green,24
Hingoli,2021,Vasamat,Green,41
Hingoli,2021,Sengaon,White,0
Hingoli,2021,Hingoli,White,3
Hingoli,2021,Aundha Na,White,0
Hingoli,2021,Kalamanuri,White,0
Hingoli,2021,Vasamat,White,2
Jalna,2013,Bhokardan,Red,14
Jalna,2013,Jalna,Red,95
Jalna,2013,Badnapur,Red,8
Jalna,2013,Ambad,Red,12
Jalna,2013,Ghansawangi,Red,8
Jalna,2013,Partur,Red,4
Jalna,2013,Mantha,Red,8
Jalna,2013,Bhokardan,Orange,17
Jalna,2013,Jaffrabad,Orange,17
Jalna,2013,Jalna,Orange,73
Jalna,2013,Badnapur,Orange,18
Jalna,2013,Ambad,Orange,22
Jalna,2013,Ghansawangi,Orange,15
Jalna,2013,Partur,Orange,18
Jalna,2013,Mantha,Orange,13
Jalna,2013,Bhokardan,Green,35
Jalna,2013,Jaffrabad,Green,32
Jalna,2013,Jalna,Green,518
Jalna,2013,Badnapur,Green,38
Jalna,2013,Ambad,Green,44
Jalna,2013,Ghansawangi,Green,32
Jalna,2013,Partur,Green,42
Jalna,2013,Mantha,Green,35
Jalna,2014,Bhokardan,Red,14
Jalna,2014,Jalna,Red,95
Jalna,2014,Badnapur,Red,8
Jalna,2014,Ambad,Red,12
Jalna,2014,Ghansawangi,Red,8
Jalna,2014,Partur,Red,4
Jalna,2014,Mantha,Red,8
Jalna,2014,Bhokardan,Orange,17
Jalna,2014,Jaffrabad,Orange,17
Jalna,2014,Jalna,Orange,73
Jalna,2014,Badnapur,Orange,18
Jalna,2014,Ambad,Orange,22
Jalna,2014,Ghansawangi,Orange,15
Jalna,2014,Partur,Orange,18
Jalna,2014,Mantha,Orange,13
Jalna,2014,Bhokardan,Green,35
Jalna,2014,Jaffrabad,Green,32
Jalna,2014,Jalna,Green,518
Jalna,2014,Badnapur,Green,38
Jalna,2014,Ambad,Green,44
Jalna,2014,Ghansawangi,Green,32
Jalna,2014,Partur,Green,42
Jalna,2014,Mantha,Green,35
Jalna,2015,Bhokardan,Red,6
Jalna,2015,Jaffrabad,Red,0
Jalna,2015,Jalna,Red,88
Jalna,2015,Badnapur,Red,5
Jalna,2015,Ambad,Red,8
Jalna,2015,Ghansawangi,Red,4
Jalna,2015,Partur,Red,3
Jalna,2015,Mantha,Red,4
Jalna,2015,Bhokardan,Orange,27
Jalna,2015,Jaffrabad,Orange,19
Jalna,2015,Jalna,Orange,76
Jalna,2015,Badnapur,Orange,22
Jalna,2015,Ambad,Orange,27
Jalna,2015,Ghansawangi,Orange,20
Jalna,2015,Partur,Orange,21
Jalna,2015,Mantha,Orange,18
Jalna,2015,Bhokardan,Green,38
Jalna,2015,Jaffrabad,Green,32
Jalna,2015,Jalna,Green,523
Jalna,2015,Badnapur,Green,39
Jalna,2015,Ambad,Green,46
Jalna,2015,Ghansawangi,Green,34
Jalna,2015,Partur,Green,43
Jalna,2015,Mantha,Green,42
Jalna,2016,Bhokardan,Red,6
Jalna,2016,Jaffrabad,Red,0
Jalna,2016,Jalna,Red,96
Jalna,2016,Badnapur,Red,6
Jalna,2016,Ambad,Red,9
Jalna,2016,Ghansawangi,Red,4
Jalna,2016,Partur,Red,5
Jalna,2016,Mantha,Red,4
Jalna,2016,Bhokardan,Orange,28
Jalna,2016,Jaffrabad,Orange,19
Jalna,2016,Jalna,Orange,92
Jalna,2016,Badnapur,Orange,24
Jalna,2016,Ambad,Orange,31
Jalna,2016,Ghansawangi,Orange,21
Jalna,2016,Partur,Orange,24
Jalna,2016,Mantha,Orange,19
Jalna,2016,Bhokardan,Green,51
Jalna,2016,Jaffrabad,Green,36
Jalna,2016,Jalna,Green,578
Jalna,2016,Badnapur,Green,46
Jalna,2016,Ambad,Green,56
Jalna,2016,Ghansawangi,Green,38
Jalna,2016,Partur,Green,62
Jalna,2016,Mantha,Green,49
Jalna,2017,Bhokardan,Red,6
Jalna,2017,Jalna,Red,98
Jalna,2017,Badnapur,Red,5
Jalna,2017,Ambad,Red,10
Jalna,2017,Ghansawangi,Red,5
Jalna,2017,Partur,Red,4
Jalna,2017,Mantha,Red,4
Jalna,2017,Bhokardan,Orange,31
Jalna,2017,Jaffrabad,Orange,20
Jalna,2017,Jalna,Orange,97
Jalna,2017,Badnapur,Orange,23
Jalna,2017,Ambad,Orange,31
Jalna,2017,Ghansawangi,Orange,20
Jalna,2017,Partur,Orange,27
Jalna,2017,Mantha,Orange,20
Jalna,2017,Bhokardan,Green,40
Jalna,2017,Jaffrabad,Green,33
Jalna,2017,Jalna,Green,543
Jalna,2017,Badnapur,Green,43
Jalna,2017,Ambad,Green,54
Jalna,2017,Ghansawangi,Green,35
Jalna,2017,Partur,Green,53
Jalna,2017,Mantha,Green,44
Jalna,2018,Bhokardan,Red,6
Jalna,2018,Jaffrabad,Red,0
Jalna,2018,Jalna,Red,100
Jalna,2018,Badnapur,Red,5
Jalna,2018,Ambad,Red,10
Jalna,2018,Ghansawangi,Red,5
Jalna,2018,Partur,Red,4
Jalna,2018,Mantha,Red,4
Jalna,2018,Bhokardan,Orange,37
Jalna,2018,Jaffrabad,Orange,21
Jalna,2018,Jalna,Orange,108
Jalna,2018,Badnapur,Orange,27
Jalna,2018,Ambad,Orange,32
Jalna,2018,Ghansawangi,Orange,21
Jalna,2018,Partur,Orange,29
Jalna,2018,Mantha,Orange,21
Jalna,2018,Bhokardan,Green,41
Jalna,2018,Jaffrabad,Green,33
Jalna,2018,Jalna,Green,569
Jalna,2018,Badnapur,Green,44
Jalna,2018,Ambad,Green,58
Jalna,2018,Ghansawangi,Green,36
Jalna,2018,Partur,Green,59
Jalna,2018,Mantha,Green,46
Jalna,2018,Bhokardan,White,0
Jalna,2018,Jaffrabad,White,0
Jalna,2018,Jalna,White,2
Jalna,2018,Badnapur,White,0
Jalna,2018,Ambad,White,0
Jalna,2018,Ghansawangi,White,0
Jalna,2018,Partur,White,0
Jalna,2018,Mantha,White,0
Jalna,2019,Bhokardan,Red,6
Jalna,2019,Jaffrabad,Red,0
Jalna,2019,Jalna,Red,105
Jalna,2019,Badnapur,Red,5
Jalna,2019,Ambad,Red,11
Jalna,2019,Ghansawangi,Red,5
Jalna,2019,Partur,Red,4
Jalna,2019,Mantha,Red,4
Jalna,2019,Bhokardan,Orange,37
Jalna,2019,Jaffrabad,Orange,22
Jalna,2019,Jalna,Orange,114
Jalna,2019,Badnapur,Orange,29
Jalna,2019,Ambad,Orange,35
Jalna,2019,Ghansawangi,Orange,22
Jalna,2019,Partur,Orange,29
Jalna,2019,Mantha,Orange,22
Jalna,2019,Bhokardan,Green,41
Jalna,2019,Jaffrabad,Green,33
Jalna,2019,Jalna,Green,697
Jalna,2019,Badnapur,Green,44
Jalna,2019,Ambad,Green,59
Jalna,2019,Ghansawangi,Green,36
Jalna,2019,Partur,Green,60
Jalna,2019,Mantha,Green,47
Jalna,2019,Bhokardan,White,0
Jalna,2019,Jaffrabad,White,2
Jalna,2019,Jalna,White,2
Jalna,2019,Badnapur,White,0
Jalna,2019,Ambad,White,0
Jalna,2019,Ghansawangi,White,0
Jalna,2019,Partur,White,0
Jalna,2019,Mantha,White,0
Jalna,2020,Bhokardan,Red,6
Jalna,2020,Jaffrabad,Red,2
Jalna,2020,Jalna,Red,111
Jalna,2020,Badnapur,Red,5
Jalna,2020,Ambad,Red,11
Jalna,2020,Ghansawangi,Red,6
Jalna,2020,Partur,Red,7
Jalna,2020,Mantha,Red,4
Jalna,2020,Bhokardan,Orange,41
Jalna,2020,Jaffrabad,Orange,25
Jalna,2020,Jalna,Orange,141
Jalna,2020,Badnapur,Orange,37
Jalna,2020,Ambad,Orange,38
Jalna,2020,Ghansawangi,Orange,25
Jalna,2020,Partur,Orange,31
Jalna,2020,Mantha,Orange,24
Jalna,2020,Bhokardan,Green,46
Jalna,2020,Jaffrabad,Green,33
Jalna,2020,Jalna,Green,729
Jalna,2020,Badnapur,Green,48
Jalna,2020,Ambad,Green,63
Jalna,2020,Ghansawangi,Green,39
Jalna,2020,Partur,Green,68
Jalna,2020,Mantha,Green,50
Jalna,2020,Bhokardan,White,0
Jalna,2020,Jaffrabad,White,3
Jalna,2020,Jalna,White,4
Jalna,2020,Badnapur,White,0
Jalna,2020,Ambad,White,0
Jalna,2020,Ghansawangi,White,0
Jalna,2020,Partur,White,0
Jalna,2020,Mantha,White,0
Jalna,2021,Bhokardan,Red,1
Jalna,2021,Jaffrabad,Red,0
Jalna,2021,Jalna,Red,16
Jalna,2021,Badnapur,Red,0
Jalna,2021,Ambad,Red,2
Jalna,2021,Ghansawangi,Red,2
Jalna,2021,Partur,Red,1
Jalna,2021,Mantha,Red,0
Jalna,2021,Bhokardan,Orange,42
Jalna,2021,Jaffrabad,Orange,26
Jalna,2021,Jalna,Orange,155
Jalna,2021,Badnapur,Orange,37
Jalna,2021,Ambad,Orange,40
Jalna,2021,Ghansawangi,Orange,25
Jalna,2021,Partur,Orange,32
Jalna,2021,Mantha,Orange,25
Jalna,2021,Bhokardan,Green,47
Jalna,2021,Jaffrabad,Green,36
Jalna,2021,Jalna,Green,758
Jalna,2021,Badnapur,Green,50
Jalna,2021,Ambad,Green,63
Jalna,2021,Ghansawangi,Green,40
Jalna,2021,Partur,Green,69
Jalna,2021,Mantha,Green,53
Jalna,2021,Bhokardan,White,0
Jalna,2021,Jaffrabad,White,3
Jalna,2021,Jalna,White,4
Jalna,2021,Badnapur,White,0
Jalna,2021,Ambad,White,0
Jalna,2021,Ghansawangi,White,0
Jalna,2021,Partur,White,0
Jalna,2021,Mantha,White,0
Kolhapur,2012,Shahuwadi,Red,8
Kolhapur,2012,Panhala,Red,11
Kolhapur,2012,Hatkanangale,Red,514
Kolhapur,2012,Shirol,Red,129
Kolhapur,2012,Karveer,Red,245
Kolhapur,2012,Gaganbavada,Red,2
Kolhapur,2012,Radhanagari,Red,10
Kolhapur,2012,Kagal,Red,75
Kolhapur,2012,Bhudargad,Red,9
Kolhapur,2012,Ajara,Red,11
Kolhapur,2012,Gadhinglaj,Red,8
Kolhapur,2012,Chandgad,Red,25
Kolhapur,2012,Shahuwadi,Orange,9
Kolhapur,2012,Panhala,Orange,16
Kolhapur,2012,Hatkanangale,Orange,95
Kolhapur,2012,Shirol,Orange,69
Kolhapur,2012,Karveer,Orange,48
Kolhapur,2012,Gaganbavada,Orange,10
Kolhapur,2012,Radhanagari,Orange,12
Kolhapur,2012,Kagal,Orange,71
Kolhapur,2012,Bhudargad,Orange,24
Kolhapur,2012,Ajara,Orange,47
Kolhapur,2012,Gadhinglaj,Orange,46
Kolhapur,2012,Chandgad,Orange,62
Kolhapur,2012,Shahuwadi,Green,55
Kolhapur,2012,Panhala,Green,89
Kolhapur,2012,Hatkanangale,Green,1812
Kolhapur,2012,Shirol,Green,1076
Kolhapur,2012,Karveer,Green,1524
Kolhapur,2012,Gaganbavada,Green,36
Kolhapur,2012,Radhanagari,Green,91
Kolhapur,2012,Kagal,Green,1254
Kolhapur,2012,Bhudargad,Green,75
Kolhapur,2012,Ajara,Green,96
Kolhapur,2012,Gadhinglaj,Green,126
Kolhapur,2012,Chandgad,Green,92
Kolhapur,2013,Shahuwadi,Red,18
Kolhapur,2013,Panhala,Red,32
Kolhapur,2013,Hatkanangale,Red,566
Kolhapur,2013,Shirol,Red,159
Kolhapur,2013,Karveer,Red,308
Kolhapur,2013,Gaganbavada,Red,7
Kolhapur,2013,Radhanagari,Red,25
Kolhapur,2013,Kagal,Red,197
Kolhapur,2013,Bhudargad,Red,39
Kolhapur,2013,Ajara,Red,56
Kolhapur,2013,Gadhinglaj,Red,32
Kolhapur,2013,Chandgad,Red,35
Kolhapur,2013,Shahuwadi,Orange,9
Kolhapur,2013,Panhala,Orange,18
Kolhapur,2013,Hatkanangale,Orange,107
Kolhapur,2013,Shirol,Orange,70
Kolhapur,2013,Karveer,Orange,58
Kolhapur,2013,Gaganbavada,Orange,10
Kolhapur,2013,Radhanagari,Orange,14
Kolhapur,2013,Kagal,Orange,85
Kolhapur,2013,Bhudargad,Orange,24
Kolhapur,2013,Ajara,Orange,52
Kolhapur,2013,Gadhinglaj,Orange,48
Kolhapur,2013,Chandgad,Orange,64
Kolhapur,2013,Shahuwadi,Green,55
Kolhapur,2013,Panhala,Green,89
Kolhapur,2013,Hatkanangale,Green,1812
Kolhapur,2013,Shirol,Green,1076
Kolhapur,2013,Karveer,Green,1524
Kolhapur,2013,Gaganbavada,Green,36
Kolhapur,2013,Radhanagari,Green,91
Kolhapur,2013,Kagal,Green,1254
Kolhapur,2013,Bhudargad,Green,75
Kolhapur,2013,Ajara,Green,96
Kolhapur,2013,Gadhinglaj,Green,126
Kolhapur,2013,Chandgad,Green,92
Kolhapur,2014,Shahuwadi,Red,18
Kolhapur,2014,Panhala,Red,32
Kolhapur,2014,Hatkanangale,Red,566
Kolhapur,2014,Shirol,Red,159
Kolhapur,2014,Karveer,Red,308
Kolhapur,2014,Gaganbavada,Red,7
Kolhapur,2014,Radhanagari,Red,25
Kolhapur,2014,Kagal,Red,197
Kolhapur,2014,Bhudargad,Red,39
Kolhapur,2014,Ajara,Red,56
Kolhapur,2014,Gadhinglaj,Red,32
Kolhapur,2014,Chandgad,Red,35
Kolhapur,2014,Shahuwadi,Orange,9
Kolhapur,2014,Panhala,Orange,18
Kolhapur,2014,Hatkanangale,Orange,107
Kolhapur,2014,Shirol,Orange,70
Kolhapur,2014,Karveer,Orange,58
Kolhapur,2014,Gaganbavada,Orange,10
Kolhapur,2014,Radhanagari,Orange,14
Kolhapur,2014,Kagal,Orange,85
Kolhapur,2014,Bhudargad,Orange,24
Kolhapur,2014,Ajara,Orange,52
Kolhapur,2014,Gadhinglaj,Orange,48
Kolhapur,2014,Chandgad,Orange,64
Kolhapur,2014,Shahuwadi,Green,55
Kolhapur,2014,Panhala,Green,89
Kolhapur,2014,Hatkanangale,Green,1812
Kolhapur,2014,Shirol,Green,1076
Kolhapur,2014,Karveer,Green,1524
Kolhapur,2014,Gaganbavada,Green,36
Kolhapur,2014,Radhanagari,Green,91
Kolhapur,2014,Kagal,Green,1254
Kolhapur,2014,Bhudargad,Green,75
Kolhapur,2014,Ajara,Green,96
Kolhapur,2014,Gadhinglaj,Green,126
Kolhapur,2014,Chandgad,Green,92
Kolhapur,2015,Shahuwadi,Red,15
Kolhapur,2015,Panhala,Red,21
Kolhapur,2015,Hatkanangale,Red,475
Kolhapur,2015,Shirol,Red,94
