District,Year,Taluka,Industrial Power Consumption
Nagpur,2016,Parashivani,40230000
Nagpur,2016,Ramtech,32330000
Nagpur,2016,Mauda,199490000
Nagpur,2016,Kamathi,25700000
Nagpur,2016,Nagpur (Gra),548890000
Nagpur,2016,Nagpur (Sh),133280000
Nagpur,2016,Hingana,310460000
Nagpur,2016,Umred,44880000
Nagpur,2016,Kuhi,2030000
Nagpur,2016,Bhiwapur,4080000
Nagpur,2017,Narkhed,6230000
Nagpur,2017,Katol,41000000
Nagpur,2017,Kalameshwar,128260000
Nagpur,2017,Sawner,160190000
Nagpur,2017,Parashivani,45830000
Nagpur,2017,Ramtech,52820000
Nagpur,2017,Mauda,254190000
Nagpur,2017,Kamathi,29320000
Nagpur,2017,Nagpur (Gra),510770000
Nagpur,2017,Nagpur (Sh),221630000
Nagpur,2017,Hingana,311150000
Nagpur,2017,Umred,59510000
Nagpur,2017,Kuhi,2880000
Nagpur,2017,Bhiwapur,5090000
Nagpur,2018,Narkhed,6150000
Nagpur,2018,Katol,12050000
Nagpur,2018,Kalameshwar,146920000
Nagpur,2018,Sawner,155330000
Nagpur,2018,Parashivani,48840000
Nagpur,2018,Ramtech,52030000
Nagpur,2018,Mauda,291080
Nagpur,2018,Kamathi,30910000
Nagpur,2018,Nagpur (Gra),620070000
Nagpur,2018,Nagpur (Sh),445370000
Nagpur,2018,Hingana,33190000
Nagpur,2018,Umred,67500000
Nagpur,2018,Kuhi,4030000
Nagpur,2018,Bhiwapur,5780000
Nagpur,2019,Narkhed,1330000
Nagpur,2019,Katol,3280000
Nagpur,2019,Kalameshwar,5320000
Nagpur,2019,Sawner,4570000
Nagpur,2019,Parashivani,2220000
Nagpur,2019,Ramtech,4050000
Nagpur,2019,Mauda,20730000
Nagpur,2019,Kamathi,4390000
Nagpur,2019,Nagpur (Gra),580640000
Nagpur,2019,Nagpur (Sh),433160000
Nagpur,2019,Hingana,37050000
Nagpur,2019,Umred,7300000
Nagpur,2019,Kuhi,2280000
Nagpur,2019,Bhiwapur,760000
Nagpur,2020,Narkhed,1790000
Nagpur,2020,Katol,4940000
Nagpur,2020,Kalameshwar,5440000
Nagpur,2020,Sawner,6670000
Nagpur,2020,Parashivani,3310000
Nagpur,2020,Ramtech,4550000
Nagpur,2020,Mauda,24090000
Nagpur,2020,Kamathi,5400000
Nagpur,2020,Nagpur (Gra),632690000
Nagpur,2020,Nagpur (Sh),565250000
Nagpur,2020,Hingana,60950000
Nagpur,2020,Umred,6480000
Nagpur,2020,Kuhi,2520000
Nagpur,2020,Bhiwapur,1410000
Nagpur,2021,Narkhed,5110000
Nagpur,2021,Katol,173400000
Nagpur,2021,Kalameshwar,136030000
Nagpur,2021,Sawner,160240000
Nagpur,2021,Parashivani,61690000
Nagpur,2021,Ramtech,98600000
Nagpur,2021,Mauda,424470000
Nagpur,2021,Kamathi,35060000
Nagpur,2021,Nagpur (Gra),882390000
Nagpur,2021,Nagpur (Sh),499953000
Nagpur,2021,Hingana,52770000
Nagpur,2021,Umred,93170000
Nagpur,2021,Kuhi,4200000
Nagpur,2021,Bhiwapur,11280000
Nanded,2014,Mahur,700000
Nanded,2014,Kinvat,1560000
Nanded,2014,Himalay Nagar,1000000
Nanded,2014,Hadgaon,2710000
Nanded,2014,Andhrapur,1500000
Nanded,2014,Nanded,54740000
Nanded,2014,Mudkhed,1060000
Nanded,2014,Bhokar,3490000
Nanded,2014,Umari,1030000
Nanded,2014,Dharmabad,6950000
Nanded,2014,Biloli,1180000
Nanded,2014,Naygaon,25800000
Nanded,2014,Loha,2930000
Nanded,2014,Kandhar,1770000
Nanded,2014,Mukhed,1860000
Nanded,2014,Deglur,5230000
Nanded,2015,Mahur,700000
Nanded,2015,Kinvat,1560000
Nanded,2015,Himalay Nagar,1000000
Nanded,2015,Hadgaon,2710000
Nanded,2015,Andhrapur,1500000
Nanded,2015,Nanded,54740000
Nanded,2015,Mudkhed,1060000
Nanded,2015,Bhokar,3490000
Nanded,2015,Umari,1030000
Nanded,2015,Dharmabad,6950000
Nanded,2015,Biloli,1180000
Nanded,2015,Naygaon,25800000
Nanded,2015,Loha,2930000
Nanded,2015,Kandhar,1770000
Nanded,2015,Mukhed,1860000
Nanded,2015,Deglur,7460000
Nanded,2016,Mahur,620000
Nanded,2016,Kinvat,1530000
Nanded,2016,Himalay Nagar,1030000
Nanded,2016,Hadgaon,2390000
Nanded,2016,Andhrapur,1520000
Nanded,2016,Nanded,24270000
Nanded,2016,Mudkhed,1060000
Nanded,2016,Bhokar,1660000
Nanded,2016,Umari,720000
Nanded,2016,Dharmabad,2320000
Nanded,2016,Biloli,1070000
Nanded,2016,Naygaon,320000
Nanded,2016,Loha,2180000
Nanded,2016,Kandhar,1700000
Nanded,2016,Mukhed,2150000
Nanded,2016,Deglur,360000
Nanded,2017,Mahur,500000
Nanded,2017,Kinvat,400000
Nanded,2017,Himalay Nagar,700000
Nanded,2017,Hadgaon,3000000
Nanded,2017,Andhrapur,1200000
Nanded,2017,Nanded,44300000
Nanded,2017,Mudkhed,800000
Nanded,2017,Bhokar,6600000
Nanded,2017,Umari,600000
Nanded,2017,Dharmabad,1300000
Nanded,2017,Biloli,1100000
Nanded,2017,Naygaon,23300000
Nanded,2017,Loha,1300000
Nanded,2017,Kandhar,700000
Nanded,2017,Mukhed,700000
Nanded,2017,Deglur,2900000
Nanded,2018,Mahur,344000
Nanded,2018,Kinvat,905000
Nanded,2018,Himalay Nagar,786000
Nanded,2018,Hadgaon,1335000
Nanded,2018,Andhrapur,856000
Nanded,2018,Nanded,17008000
Nanded,2018,Mudkhed,485000
Nanded,2018,Bhokar,995000
Nanded,2018,Umari,351000
Nanded,2018,Dharmabad,1616000
Nanded,2018,Biloli,815000
Nanded,2018,Naygaon,2294000
Nanded,2018,Loha,1143000
Nanded,2018,Kandhar,816000
Nanded,2018,Mukhed,740000
Nanded,2018,Deglur,2991000
Nanded,2019,Mahur,662000
Nanded,2019,Kinvat,1496000
Nanded,2019,Himalay Nagar,1187000
Nanded,2019,Hadgaon,2447000
Nanded,2019,Andhrapur,989000
Nanded,2019,Nanded,15062000
Nanded,2019,Mudkhed,947000
Nanded,2019,Bhokar,1145000
Nanded,2019,Umari,947000
Nanded,2019,Dharmabad,2198000
Nanded,2019,Biloli,938000
Nanded,2019,Naygaon,3607000
Nanded,2019,Loha,2786000
Nanded,2019,Kandhar,1539000
Nanded,2019,Mukhed,2651000
Nanded,2019,Deglur,14516000
Nanded,2020,Mahur,1055000
Nanded,2020,Kinvat,1525000
Nanded,2020,Himalay Nagar,1509000
Nanded,2020,Hadgaon,3012000
Nanded,2020,Andhrapur,1232000
Nanded,2020,Nanded,28527000
Nanded,2020,Mudkhed,1421000
Nanded,2020,Bhokar,2018000
Nanded,2020,Umari,1260000
Nanded,2020,Dharmabad,2526000
Nanded,2020,Biloli,1651000
Nanded,2020,Naygaon,4075000
Nanded,2020,Loha,3710000
Nanded,2020,Kandhar,1952000
Nanded,2020,Mukhed,2411000
Nanded,2020,Deglur,6008000
Nanded,2021,Mahur,600000
Nanded,2021,Kinvat,1728000
Nanded,2021,Himalay Nagar,1525000
Nanded,2021,Hadgaon,2626000
Nanded,2021,Andhrapur,1296000
Nanded,2021,Nanded,23788000
Nanded,2021,Mudkhed,1128000
Nanded,2021,Bhokar,1538000
Nanded,2021,Umari,940000
Nanded,2021,Dharmabad,1919000
Nanded,2021,Biloli,956000
Nanded,2021,Naygaon,4096000
Nanded,2021,Loha,3033000
Nanded,2021,Kandhar,2311000
Nanded,2021,Mukhed,1989000
Nanded,2021,Deglur,4823000
Nandurbar,2012,Akkalkuva,2240000
Nandurbar,2012,Akrani,760000
Nandurbar,2012,Taloda,4612000
Nandurbar,2012,Shahada,19540000
Nandurbar,2012,Nandurbar,33120000
Nandurbar,2012,Navapur,11260000
Nandurbar,2013,Akkalkuva,184000
Nandurbar,2013,Akrani,1160000
Nandurbar,2013,Taloda,4870000
Nandurbar,2013,Shahada,23130000
Nandurbar,2013,Nandurbar,20710000
Nandurbar,2013,Navapur,11300000
Nandurbar,2014,Akkalkuva,1710000
Nandurbar,2014,Akrani,1180000
Nandurbar,2014,Taloda,4500000
Nandurbar,2014,Shahada,23300000
Nandurbar,2014,Nandurbar,37240000
Nandurbar,2014,Navapur,1003000
Nandurbar,2015,Akkalkuva,1975000
Nandurbar,2015,Akrani,1220000
Nandurbar,2015,Taloda,4710000
Nandurbar,2015,Shahada,24349000
Nandurbar,2015,Nandurbar,42112000
Nandurbar,2015,Navapur,12604000
Nandurbar,2016,Akkalkuva,2907000
Nandurbar,2016,Akrani,1482000
Nandurbar,2016,Taloda,5048000
Nandurbar,2016,Shahada,25450000
Nandurbar,2016,Nandurbar,41300000
Nandurbar,2016,Navapur,13070000
Nandurbar,2017,Akkalkuva,2810000
Nandurbar,2017,Akrani,2023000
Nandurbar,2017,Taloda,5779000
Nandurbar,2017,Shahada,26473000
Nandurbar,2017,Nandurbar,43463000
Nandurbar,2017,Navapur,13287000
Nandurbar,2018,Akkalkuva,2800000
Nandurbar,2018,Akrani,2540000
Nandurbar,2018,Taloda,5680000
Nandurbar,2018,Shahada,26350000
Nandurbar,2018,Nandurbar,43240000
Nandurbar,2018,Navapur,11150000
Nandurbar,2019,Akkalkuva,461000
Nandurbar,2019,Akrani,241000
Nandurbar,2019,Taloda,852000
Nandurbar,2019,Shahada,5455000
Nandurbar,2019,Nandurbar,3899000
Nandurbar,2019,Navapur,2607000
Nandurbar,2020,Akkalkuva,1080000
Nandurbar,2020,Akrani,270000
Nandurbar,2020,Taloda,1720000
Nandurbar,2020,Shahada,35670000
Nandurbar,2020,Nandurbar,13100000
Nandurbar,2020,Navapur,27670000
Nandurbar,2021,Akkalkuva,0
Nandurbar,2021,Akrani,0
Nandurbar,2021,Taloda,0
Nandurbar,2021,Shahada,0
Nandurbar,2021,Nandurbar,0
Nandurbar,2021,Navapur,0
Nashik,2012,Surgana,2000
Nashik,2012,Kalwan,20000
Nashik,2012,Devala,11000
Nashik,2012,Baglan,41000
Nashik,2012,Malegaon,246000
Nashik,2012,Nandgaon,44000
Nashik,2012,Chandwad,40000
Nashik,2012,Dindori,45000
Nashik,2012,Peth,6000
Nashik,2012,Trimbak,21000
Nashik,2012,Nashik,1149000
Nashik,2012,Igatpuri,21000
Nashik,2012,Sinner,194000
Nashik,2012,Nifad,106000
Nashik,2012,Yewala,28000
Nashik,2013,Surgana,2040
Nashik,2013,Kalwan,20040
Nashik,2013,Devala,11040
Nashik,2013,Baglan,41040
Nashik,2013,Malegaon,246040
Nashik,2013,Nandgaon,44040
Nashik,2013,Chandwad,40040
Nashik,2013,Dindori,45040
Nashik,2013,Peth,6040
Nashik,2013,Trimbak,21040
Nashik,2013,Nashik,1149040
Nashik,2013,Igatpuri,21040
Nashik,2013,Sinner,194040
Nashik,2013,Nifad,106040
Nashik,2013,Yewala,28040
Nashik,2014,Surgana,2340
Nashik,2014,Kalwan,18210
Nashik,2014,Devala,14100
Nashik,2014,Baglan,29600
Nashik,2014,Malegaon,319330
Nashik,2014,Nandgaon,30130
Nashik,2014,Chandwad,30710
Nashik,2014,Dindori,67740
Nashik,2014,Peth,12320
Nashik,2014,Trimbak,40640
Nashik,2014,Nashik,1486620
Nashik,2014,Igatpuri,100060
Nashik,2014,Sinner,263560
Nashik,2014,Nifad,23380
Nashik,2014,Yewala,36020
Nashik,2015,Surgana,239000
Nashik,2015,Kalwan,1834000
Nashik,2015,Devala,1426000
Nashik,2015,Baglan,4712000
Nashik,2015,Malegaon,29168000
Nashik,2015,Nandgaon,2633000
Nashik,2015,Chandwad,3145000
Nashik,2015,Dindori,6761000
Nashik,2015,Peth,1068000
Nashik,2015,Trimbak,2886000
Nashik,2015,Nashik,148254000
Nashik,2015,Igatpuri,10099000
Nashik,2015,Sinner,26062000
Nashik,2015,Nifad,2409000
Nashik,2015,Yewala,3595000
Nashik,2016,Surgana,190000
Nashik,2016,Kalwan,1840000
Nashik,2016,Devala,3633000
Nashik,2016,Baglan,5215000
Nashik,2016,Malegaon,46871000
Nashik,2016,Nandgaon,14317000
Nashik,2016,Chandwad,14801000
Nashik,2016,Dindori,149263000
Nashik,2016,Peth,7760000
Nashik,2016,Trimbak,2617000
Nashik,2016,Nashik,609919000
Nashik,2016,Igatpuri,154766000
Nashik,2016,Sinner,526018000
Nashik,2016,Nifad,59219000
Nashik,2016,Yewala,5091000
Nashik,2017,Surgana,146000
Nashik,2017,Kalwan,1833000
Nashik,2017,Devala,3734000
Nashik,2017,Baglan,3991000
Nashik,2017,Malegaon,417119000
Nashik,2017,Nandgaon,11772000
Nashik,2017,Chandwad,12637000
Nashik,2017,Dindori,185605000
Nashik,2017,Peth,6777000
Nashik,2017,Trimbak,2499000
Nashik,2017,Nashik,641330000
Nashik,2017,Igatpuri,356259000
Nashik,2017,Sinner,576739000
Nashik,2017,Nifad,55466000
Nashik,2017,Yewala,4663000
Nashik,2018,Surgana,146000
Nashik,2018,Kalwan,1443000
Nashik,2018,Devala,982000
Nashik,2018,Baglan,3555000
Nashik,2018,Malegaon,24594000
Nashik,2018,Nandgaon,3838000
Nashik,2018,Chandwad,2085000
Nashik,2018,Dindori,6973000
Nashik,2018,Peth,694000
Nashik,2018,Trimbak,1892000
Nashik,2018,Nashik,160377000
Nashik,2018,Igatpuri,11149000
Nashik,2018,Sinner,34162000
Nashik,2018,Nifad,15450000
Nashik,2018,Yewala,2746000
Nashik,2019,Surgana,140000
Nashik,2019,Kalwan,1968000
Nashik,2019,Devala,3496000
Nashik,2019,Baglan,4697000
Nashik,2019,Malegaon,213915000
Nashik,2019,Nandgaon,12666000
Nashik,2019,Chandwad,15300000
Nashik,2019,Dindori,246900000
Nashik,2019,Peth,8200000
Nashik,2019,Trimbak,3400000
Nashik,2019,Nashik,886120000
Nashik,2019,Igatpuri,455000000
Nashik,2019,Sinner,723300000
Nashik,2019,Nifad,1640000
Nashik,2019,Yewala,5789000
Nashik,2020,Surgana,518000
Nashik,2020,Kalwan,3751000
Nashik,2020,Devala,5733000
Nashik,2020,Baglan,8229000
Nashik,2020,Malegaon,32677000
Nashik,2020,Nandgaon,17660000
Nashik,2020,Chandwad,15482000
Nashik,2020,Dindori,208187000
Nashik,2020,Peth,10030000
Nashik,2020,Trimbak,4245000
Nashik,2020,Nashik,746622000
Nashik,2020,Igatpuri,463617000
Nashik,2020,Sinner,591122000
Nashik,2020,Nifad,59577000
Nashik,2020,Yewala,9873000
Nashik,2021,Surgana,695000
Nashik,2021,Kalwan,3525000
Nashik,2021,Devala,6331000
Nashik,2021,Baglan,8325000
Nashik,2021,Malegaon,78428000
Nashik,2021,Nandgaon,16915000
Nashik,2021,Chandwad,37433000
Nashik,2021,Dindori,241080000
Nashik,2021,Peth,11630000
Nashik,2021,Trimbak,5655000
Nashik,2021,Nashik,930484000
Nashik,2021,Igatpuri,552834000
Nashik,2021,Sinner,709880000
Nashik,2021,Nifad,4040000
Nashik,2021,Yewala,9562000
Dharashiv,2012,Paranda,1923000
Dharashiv,2012,Bhum,1417000
Dharashiv,2012,Washi,833000
Dharashiv,2012,Kalamb,2547000
Dharashiv,2012,Dharashiv,6641000
Dharashiv,2012,Tuljapur,4490000
Dharashiv,2012,Lohara,1115000
Dharashiv,2012,Umaraga,3239000
Dharashiv,2013,Paranda,2040000
Dharashiv,2013,Bhum,1888000
Dharashiv,2013,Washi,1086000
Dharashiv,2013,Kalamb,2840000
Dharashiv,2013,Dharashiv,7454000
Dharashiv,2013,Tuljapur,5617000
Dharashiv,2013,Lohara,1422000
Dharashiv,2013,Umaraga,4259000
Dharashiv,2014,Paranda,1647000
Dharashiv,2014,Bhum,2108000
Dharashiv,2014,Washi,1509000
Dharashiv,2014,Kalamb,2600000
Dharashiv,2014,Dharashiv,7309000
Dharashiv,2014,Tuljapur,4054000
Dharashiv,2014,Lohara,1036000
Dharashiv,2014,Umaraga,3826000
Dharashiv,2015,Paranda,1259000
Dharashiv,2015,Bhum,1506000
Dharashiv,2015,Washi,1254000
Dharashiv,2015,Kalamb,1547000
Dharashiv,2015,Dharashiv,8599000
Dharashiv,2015,Tuljapur,3517000
Dharashiv,2015,Lohara,5462000
Dharashiv,2015,Umaraga,3629000
Dharashiv,2016,Paranda,3593000
Dharashiv,2016,Bhum,2100000
Dharashiv,2016,Washi,1207000
Dharashiv,2016,Kalamb,6479000
Dharashiv,2016,Dharashiv,12014000
Dharashiv,2016,Tuljapur,18106000
Dharashiv,2016,Lohara,2674000
Dharashiv,2016,Umaraga,5870000
Dharashiv,2017,Paranda,1520000
Dharashiv,2017,Bhum,1540000
Dharashiv,2017,Washi,630000
Dharashiv,2017,Kalamb,2720000
Dharashiv,2017,Dharashiv,7300000
Dharashiv,2017,Tuljapur,4340000
Dharashiv,2017,Lohara,830000
Dharashiv,2017,Umaraga,3590000
Dharashiv,2018,Paranda,1395000
Dharashiv,2018,Bhum,1306000
Dharashiv,2018,Washi,434000
Dharashiv,2018,Kalamb,2848000
Dharashiv,2018,Dharashiv,6223000
Dharashiv,2018,Tuljapur,4110000
Dharashiv,2018,Lohara,578000
Dharashiv,2018,Umaraga,3493000
Dharashiv,2019,Paranda,1388000
Dharashiv,2019,Bhum,1214000
Dharashiv,2019,Washi,569000
Dharashiv,2019,Kalamb,2621000
Dharashiv,2019,Dharashiv,6489000
Dharashiv,2019,Tuljapur,4060000
Dharashiv,2019,Lohara,647000
Dharashiv,2019,Umaraga,3560000
Dharashiv,2020,Paranda,2771100
Dharashiv,2020,Bhum,3395600
Dharashiv,2020,Washi,1801700
Dharashiv,2020,Kalamb,4628000
Dharashiv,2020,Dharashiv,11789100
Dharashiv,2020,Tuljapur,6563400
Dharashiv,2020,Lohara,2182800
Dharashiv,2020,Umaraga,5780400
Dharashiv,2021,Paranda,2972800
Dharashiv,2021,Bhum,2567600
Dharashiv,2021,Washi,1335200
Dharashiv,2021,Kalamb,5791100
Dharashiv,2021,Dharashiv,11874400
Dharashiv,2021,Tuljapur,7455000
Dharashiv,2021,Lohara,2260500
Dharashiv,2021,Umaraga,6882500
Palghar,2014,Talasari,1781990000
Palghar,2014,Dahanu,491800000
Palghar,2014,Vikramgad,45500000
Palghar,2014,Javhar,1440000
Palghar,2014,Mokhada,30770000
Palghar,2014,Wada,260000
Palghar,2014,Palghar,2360000
Palghar,2014,Vasai,720900000
Palghar,2015,Talasari,1117967000
Palghar,2015,Dahanu,684510000
Palghar,2015,Vikramgad,46570000
Palghar,2015,Javhar,1343000
Palghar,2015,Mokhada,33673000
Palghar,2015,Wada,354000
Palghar,2015,Palghar,2906000
Palghar,2015,Vasai,586058000
Palghar,2016,Talasari,35920000
Palghar,2016,Dahanu,20340000
Palghar,2016,Vikramgad,3150000
Palghar,2016,Javhar,1440000
Palghar,2016,Mokhada,420000
Palghar,2016,Wada,61143000
Palghar,2016,Palghar,1118000000
Palghar,2016,Vasai,1134168000
Palghar,2017,Talasari,35090000
Palghar,2017,Dahanu,22510000
Palghar,2017,Vikramgad,3450000
Palghar,2017,Javhar,1160000
Palghar,2017,Mokhada,400000
Palghar,2017,Wada,663680000
Palghar,2017,Palghar,1326760000
Palghar,2017,Vasai,658430000
Palghar,2018,Talasari,36360000
Palghar,2018,Dahanu,29290000
Palghar,2018,Vikramgad,4470000
Palghar,2018,Javhar,1170000
Palghar,2018,Mokhada,290000
Palghar,2018,Wada,802000000
Palghar,2018,Palghar,1236730000
Palghar,2018,Vasai,745370000
Palghar,2019,Talasari,36982000
Palghar,2019,Dahanu,43099000
Palghar,2019,Vikramgad,4819000
Palghar,2019,Javhar,1202000
Palghar,2019,Mokhada,326000
Palghar,2019,Wada,23220000
Palghar,2019,Palghar,1263925000
Palghar,2019,Vasai,527720000
Palghar,2020,Talasari,33797000
Palghar,2020,Dahanu,48496000
Palghar,2020,Vikramgad,6633000
Palghar,2020,Javhar,1787000
Palghar,2020,Mokhada,772000
Palghar,2020,Wada,23260000
Palghar,2020,Palghar,1161726000
Palghar,2020,Vasai,470640000
Palghar,2021,Talasari,40381000
Palghar,2021,Dahanu,63966000
Palghar,2021,Vikramgad,8151000
Palghar,2021,Javhar,1976000
Palghar,2021,Mokhada,901000
Palghar,2021,Wada,864000000
Palghar,2021,Palghar,1615521000
Palghar,2021,Vasai,929000000
Parbhani,2013,Selu,325000
Parbhani,2013,Jintur,401000
Parbhani,2013,Parbhani,1195000
Parbhani,2013,Manvat,215000
Parbhani,2013,Pathari,196000
Parbhani,2013,Sonpeth,139000
Parbhani,2013,Gangakhed,336000
Parbhani,2013,Palam,134000
Parbhani,2013,Purna,251000
Parbhani,2014,Selu,2220000
Parbhani,2014,Jintur,2170000
Parbhani,2014,Parbhani,9750000
Parbhani,2014,Manvat,1230000
Parbhani,2014,Pathari,1080000
Parbhani,2014,Sonpeth,960000
Parbhani,2014,Gangakhed,2360000
Parbhani,2014,Palam,580000
Parbhani,2014,Purna,1610000
Parbhani,2015,Selu,1926000
Parbhani,2015,Jintur,2223000
Parbhani,2015,Parbhani,10627000
Parbhani,2015,Manvat,1255000
Parbhani,2015,Pathari,1051000
Parbhani,2015,Sonpeth,764000
Parbhani,2015,Gangakhed,2237000
Parbhani,2015,Palam,761000
Parbhani,2015,Purna,1702000
Parbhani,2016,Selu,1706000
Parbhani,2016,Jintur,2486000
Parbhani,2016,Parbhani,11102000
Parbhani,2016,Manvat,1490000
Parbhani,2016,Pathari,1273000
Parbhani,2016,Sonpeth,978000
Parbhani,2016,Gangakhed,2288000
Parbhani,2016,Palam,707000
Parbhani,2016,Purna,1728000
Parbhani,2017,Selu,15729000
Parbhani,2017,Jintur,5914000
Parbhani,2017,Parbhani,38018000
Parbhani,2017,Manvat,4945000
Parbhani,2017,Pathari,2424000
Parbhani,2017,Sonpeth,1824000
Parbhani,2017,Gangakhed,8085000
Parbhani,2017,Palam,1393000
Parbhani,2017,Purna,3016000
Parbhani,2018,Selu,2405000
Parbhani,2018,Jintur,2860000
Parbhani,2018,Parbhani,9743000
Parbhani,2018,Manvat,1482000
Parbhani,2018,Pathari,1844000
Parbhani,2018,Sonpeth,776000
Parbhani,2018,Gangakhed,2287000
Parbhani,2018,Palam,641000
Parbhani,2018,Purna,1877000
Parbhani,2019,Selu,2845000
Parbhani,2019,Jintur,3559000
Parbhani,2019,Parbhani,11476000
Parbhani,2019,Manvat,1665000
Parbhani,2019,Pathari,2043000
Parbhani,2019,Sonpeth,1011000
Parbhani,2019,Gangakhed,2803000
Parbhani,2019,Palam,926000
Parbhani,2019,Purna,2299000
Parbhani,2020,Selu,19555000
Parbhani,2020,Jintur,8370000
Parbhani,2020,Parbhani,40098000
Parbhani,2020,Manvat,7241000
Parbhani,2020,Pathari,2938000
Parbhani,2020,Sonpeth,2677000
Parbhani,2020,Gangakhed,13647000
Parbhani,2020,Palam,1824000
Parbhani,2020,Purna,8489000
Parbhani,2021,Selu,14143000
Parbhani,2021,Jintur,6904000
Parbhani,2021,Parbhani,34063000
Parbhani,2021,Manvat,7210000
Parbhani,2021,Pathari,3087000
Parbhani,2021,Sonpeth,1894000
Parbhani,2021,Gangakhed,7804000
Parbhani,2021,Palam,3160000
Parbhani,2021,Purna,9826000
Pune,2011,Junnar,11570000
Pune,2011,Aambegaon,27060000
Pune,2011,Shirur,827420000
Pune,2011,Khed,10650000
Pune,2011,Maval,431880000
Pune,2011,Mulashi,117860000
Pune,2011,Haveli,141680000
Pune,2011,Pune City,2948930000
Pune,2011,Daund,197380000
Pune,2011,Purandar,306960000
Pune,2011,Welhe,32300000
Pune,2011,Bhor,22060000
Pune,2011,Baramati,222010000
Pune,2011,Indapur,39190000
Pune,2012,Junnar,11780
Pune,2012,Aambegaon,31250
Pune,2012,Shirur,879910
Pune,2012,Khed,1100000
Pune,2012,Maval,429360
Pune,2012,Mulashi,130039.99999999999
Pune,2012,Haveli,149340
Pune,2012,Pune City,2960120
Pune,2012,Daund,214330
Pune,2012,Purandar,200920
Pune,2012,Welhe,39860
Pune,2012,Bhor,40940
Pune,2012,Baramati,222800
Pune,2012,Indapur,47320
Pune,2013,Junnar,11780
Pune,2013,Aambegaon,31250
Pune,2013,Shirur,879910
Pune,2013,Khed,1100000
Pune,2013,Maval,429360
Pune,2013,Mulashi,130039.99999999999
Pune,2013,Haveli,149340
Pune,2013,Pune City,2960120
Pune,2013,Daund,214330
Pune,2013,Purandar,200920
Pune,2013,Welhe,39860
Pune,2013,Bhor,40940
Pune,2013,Baramati,222800
Pune,2013,Indapur,47320
Pune,2014,Junnar,11780
Pune,2014,Aambegaon,31250
Pune,2014,Shirur,879910
Pune,2014,Khed,1100000
Pune,2014,Maval,429360
Pune,2014,Mulashi,130039.99999999999
Pune,2014,Haveli,149340
Pune,2014,Pune City,2960120
Pune,2014,Daund,214330
Pune,2014,Purandar,200920
Pune,2014,Welhe,39860
Pune,2014,Bhor,40940
Pune,2014,Baramati,222800
Pune,2014,Indapur,47320
Pune,2015,Junnar,11780
Pune,2015,Aambegaon,31250
Pune,2015,Shirur,879910
Pune,2015,Khed,1100000
Pune,2015,Maval,429360
Pune,2015,Mulashi,130039.99999999999
Pune,2015,Haveli,149340
Pune,2015,Pune City,2960120
Pune,2015,Daund,214330
Pune,2015,Purandar,200920
Pune,2015,Welhe,39860
Pune,2015,Bhor,40940
Pune,2015,Baramati,222800
Pune,2015,Indapur,47320
Pune,2016,Junnar,8690
Pune,2016,Aambegaon,5060
Pune,2016,Shirur,2960
Pune,2016,Khed,90290
Pune,2016,Maval,23700
Pune,2016,Mulashi,24510
Pune,2016,Haveli,27820
Pune,2016,Pune City,641310
Pune,2016,Daund,1510
Pune,2016,Purandar,600
Pune,2016,Welhe,11880
Pune,2016,Bhor,200
Pune,2016,Baramati,1210
Pune,2016,Indapur,380
Pune,2017,Junnar,66703000
Pune,2017,Aambegaon,45926000
Pune,2017,Shirur,40840000
Pune,2017,Khed,868575000
Pune,2017,Maval,218393000
Pune,2017,Mulashi,225246000
Pune,2017,Haveli,259425000
Pune,2017,Pune City,3056571000
Pune,2017,Daund,20480000
Pune,2017,Purandar,8370000
Pune,2017,Welhe,126274000
Pune,2017,Bhor,2870000
Pune,2017,Baramati,16430000
Pune,2017,Indapur,6060000
Pune,2018,Junnar,14464160
Pune,2018,Aambegaon,56974060
Pune,2018,Shirur,1213250000
Pune,2018,Khed,1662612310
Pune,2018,Maval,586532810
Pune,2018,Mulashi,148772220
Pune,2018,Haveli,177569970
Pune,2018,Pune City,3165820000
Pune,2018,Daund,338650000
Pune,2018,Purandar,289550000
Pune,2018,Welhe,66045590
Pune,2018,Bhor,11250000
Pune,2018,Baramati,283640000
Pune,2018,Indapur,95130000
Pune,2019,Junnar,8610000
Pune,2019,Aambegaon,7650000
Pune,2019,Shirur,1118140000
Pune,2019,Khed,131860000
Pune,2019,Maval,25690000
Pune,2019,Mulashi,28980000
Pune,2019,Haveli,34120000
Pune,2019,Pune City,3065550000
Pune,2019,Daund,352490000
Pune,2019,Purandar,221380000
Pune,2019,Welhe,18910000
Pune,2019,Bhor,12680000
Pune,2019,Baramati,359540000
Pune,2019,Indapur,112030000
Pune,2020,Junnar,2452000
Pune,2020,Aambegaon,6650000
Pune,2020,Shirur,1127023000
Pune,2020,Khed,135350000
Pune,2020,Maval,26320000
Pune,2020,Mulashi,29030000
Pune,2020,Haveli,1526790000
Pune,2020,Pune City,1317900000
Pune,2020,Daund,352580000
Pune,2020,Purandar,227350000
Pune,2020,Welhe,3080000
Pune,2020,Bhor,13752000
Pune,2020,Baramati,369600000
Pune,2020,Indapur,113130000
Pune,2021,Junnar,12510000
Pune,2021,Aambegaon,3030000
Pune,2021,Shirur,1723140000
Pune,2021,Khed,176500000
Pune,2021,Maval,31210000
