District,Year,Taluka,Industrial Power Consumption
Chandrapur,2018,Sindevahi,2182000
Chandrapur,2018,Bhadravati,15637000
Chandrapur,2018,Chandrapur,475052000
Chandrapur,2018,Mul,12641000
Chandrapur,2018,Ponbhurna,476000
Chandrapur,2018,Ballarpur,13915000
Chandrapur,2018,Korpana,16324000
Chandrapur,2018,Rajura,45196000
Chandrapur,2018,Gondpipari,1547000
Chandrapur,2018,Jivati,256000
Chandrapur,2019,Varora,45207000
Chandrapur,2019,Chimur,7513000
Chandrapur,2019,Nagbhid,7398000
Chandrapur,2019,Bramhapuri,21926000
Chandrapur,2019,Savali,3382000
Chandrapur,2019,Sindevahi,2073000
Chandrapur,2019,Bhadravati,15341000
Chandrapur,2019,Chandrapur,410573000
Chandrapur,2019,Mul,34520000
Chandrapur,2019,Ponbhurna,475000
Chandrapur,2019,Ballarpur,13307000
Chandrapur,2019,Korpana,29302000
Chandrapur,2019,Rajura,42689000
Chandrapur,2019,Gondpipari,2432000
Chandrapur,2019,Jivati,209000
Chandrapur,2020,Varora,45711000
Chandrapur,2020,Chimur,10543000
Chandrapur,2020,Nagbhid,8597000
Chandrapur,2020,Bramhapuri,22836000
Chandrapur,2020,Savali,3792000
Chandrapur,2020,Sindevahi,2381000
Chandrapur,2020,Bhadravati,16213000
Chandrapur,2020,Chandrapur,524024000
Chandrapur,2020,Mul,17931000
Chandrapur,2020,Ponbhurna,599000
Chandrapur,2020,Ballarpur,17557000
Chandrapur,2020,Korpana,33586000
Chandrapur,2020,Rajura,51457000
Chandrapur,2020,Gondpipari,3615000
Chandrapur,2020,Jivati,235000
Chandrapur,2021,Varora,42513000
Chandrapur,2021,Chimur,11319000
Chandrapur,2021,Nagbhid,8530000
Chandrapur,2021,Bramhapuri,21295000
Chandrapur,2021,Savali,3794000
Chandrapur,2021,Sindevahi,2563000
Chandrapur,2021,Bhadravati,17068000
Chandrapur,2021,Chandrapur,592128000
Chandrapur,2021,Mul,17409000
Chandrapur,2021,Ponbhurna,629000
Chandrapur,2021,Ballarpur,29991000
Chandrapur,2021,Korpana,31316000
Chandrapur,2021,Rajura,51876000
Chandrapur,2021,Gondpipari,2347000
Chandrapur,2021,Jivati,320000
Dhule,2011,Shirpur,80700000
Dhule,2011,Shindkheda,63970000
Dhule,2011,Sakri,7920000
Dhule,2011,Dhule,133450000
Dhule,2012,Shirpur,49280000
Dhule,2012,Shindkheda,54220000
Dhule,2012,Sakri,50020000
Dhule,2012,Dhule,143200000
Dhule,2013,Shirpur,91950000
Dhule,2013,Shindkheda,69530000
Dhule,2013,Sakri,52200000
Dhule,2013,Dhule,144130000
Dhule,2014,Shirpur,50610000
Dhule,2014,Shindkheda,26570000
Dhule,2014,Sakri,5640000
Dhule,2014,Dhule,133210000
Dhule,2015,Shirpur,46610000
Dhule,2015,Shindkheda,35170000
Dhule,2015,Sakri,6030000
Dhule,2015,Dhule,105470000
Dhule,2016,Shirpur,4988000
Dhule,2016,Shindkheda,8181000
Dhule,2016,Sakri,4451000
Dhule,2016,Dhule,25474000
Dhule,2017,Shirpur,60963000
Dhule,2017,Shindkheda,65063000
Dhule,2017,Sakri,5590000
Dhule,2017,Dhule,156391000
Dhule,2018,Shirpur,80757000
Dhule,2018,Shindkheda,70634000
Dhule,2018,Sakri,5963000
Dhule,2018,Dhule,1522234000
Dhule,2019,Shirpur,54652000
Dhule,2019,Shindkheda,77097000
Dhule,2019,Sakri,5143000
Dhule,2019,Dhule,125723000
Dhule,2020,Shirpur,77145000
Dhule,2020,Shindkheda,92681000
Dhule,2020,Sakri,13188000
Dhule,2020,Dhule,148213000
Dhule,2021,Shirpur,83584000
Dhule,2021,Shindkheda,92767000
Dhule,2021,Sakri,11719000
Dhule,2021,Dhule,148807000
Gadchiroli,2012,Desaiganj,9320000
Gadchiroli,2012,Aarmori,1920000
Gadchiroli,2012,Kurkheda,670000
Gadchiroli,2012,Korachi,120000
Gadchiroli,2012,Dhanora,360000
Gadchiroli,2012,Gadchiroli,2990000
Gadchiroli,2012,Chomoshi,2130000
Gadchiroli,2012,Mulchera,13000
Gadchiroli,2012,Etapalli,240000
Gadchiroli,2012,Bhamragad,155000
Gadchiroli,2012,Aheri,850000
Gadchiroli,2012,Sironcha,320000
Gadchiroli,2013,Desaiganj,2065000
Gadchiroli,2013,Aarmori,1106000
Gadchiroli,2013,Kurkheda,682000
Gadchiroli,2013,Korachi,116000
Gadchiroli,2013,Dhanora,362000
Gadchiroli,2013,Gadchiroli,2515000
Gadchiroli,2013,Chomoshi,2260000
Gadchiroli,2013,Mulchera,140000
Gadchiroli,2013,Etapalli,210000
Gadchiroli,2013,Bhamragad,120000
Gadchiroli,2013,Aheri,940000
Gadchiroli,2013,Sironcha,320000
Gadchiroli,2014,Desaiganj,2116000
Gadchiroli,2014,Aarmori,944000
Gadchiroli,2014,Kurkheda,739000
Gadchiroli,2014,Korachi,132000
Gadchiroli,2014,Dhanora,356000
Gadchiroli,2014,Gadchiroli,2469000
Gadchiroli,2014,Chomoshi,2108000
Gadchiroli,2014,Mulchera,136000
Gadchiroli,2014,Etapalli,178000
Gadchiroli,2014,Bhamragad,136000
Gadchiroli,2014,Aheri,900000
Gadchiroli,2014,Sironcha,293000
Gadchiroli,2015,Desaiganj,2030000
Gadchiroli,2015,Aarmori,970000
Gadchiroli,2015,Kurkheda,640000
Gadchiroli,2015,Korachi,120000
Gadchiroli,2015,Dhanora,370000
Gadchiroli,2015,Gadchiroli,2240000
Gadchiroli,2015,Chomoshi,2132000
Gadchiroli,2015,Mulchera,131000
Gadchiroli,2015,Etapalli,173000
Gadchiroli,2015,Bhamragad,144000
Gadchiroli,2015,Aheri,912000
Gadchiroli,2015,Sironcha,278000
Gadchiroli,2016,Desaiganj,2212000
Gadchiroli,2016,Aarmori,1005000
Gadchiroli,2016,Kurkheda,688000
Gadchiroli,2016,Korachi,130000
Gadchiroli,2016,Dhanora,382000
Gadchiroli,2016,Gadchiroli,2306000
Gadchiroli,2016,Chomoshi,2340000
Gadchiroli,2016,Mulchera,136000
Gadchiroli,2016,Etapalli,219000
Gadchiroli,2016,Bhamragad,135000
Gadchiroli,2016,Aheri,945000
Gadchiroli,2016,Sironcha,266000
Gadchiroli,2017,Desaiganj,2010000
Gadchiroli,2017,Aarmori,940000
Gadchiroli,2017,Kurkheda,820000
Gadchiroli,2017,Korachi,130000
Gadchiroli,2017,Dhanora,330000
Gadchiroli,2017,Gadchiroli,2010000
Gadchiroli,2017,Chomoshi,2210000
Gadchiroli,2017,Mulchera,130000
Gadchiroli,2017,Etapalli,240000
Gadchiroli,2017,Bhamragad,150000
Gadchiroli,2017,Aheri,980000
Gadchiroli,2017,Sironcha,300000
Gadchiroli,2018,Desaiganj,8340000
Gadchiroli,2018,Aarmori,2560000
Gadchiroli,2018,Kurkheda,910000
Gadchiroli,2018,Korachi,120000
Gadchiroli,2018,Dhanora,340000
Gadchiroli,2018,Gadchiroli,3770000
Gadchiroli,2018,Chomoshi,9800000
Gadchiroli,2018,Mulchera,170000
Gadchiroli,2018,Etapalli,250000
Gadchiroli,2018,Bhamragad,200000
Gadchiroli,2018,Aheri,1040000
Gadchiroli,2018,Sironcha,430000
Gadchiroli,2019,Desaiganj,2329000
Gadchiroli,2019,Aarmori,1027000
Gadchiroli,2019,Kurkheda,1050000
Gadchiroli,2019,Korachi,170000
Gadchiroli,2019,Dhanora,367000
Gadchiroli,2019,Gadchiroli,2360000
Gadchiroli,2019,Chomoshi,2827000
Gadchiroli,2019,Mulchera,238000
Gadchiroli,2019,Etapalli,264000
Gadchiroli,2019,Bhamragad,219000
Gadchiroli,2019,Aheri,1134000
Gadchiroli,2019,Sironcha,619000
Gadchiroli,2020,Desaiganj,9420000
Gadchiroli,2020,Aarmori,2710000
Gadchiroli,2020,Kurkheda,1250000
Gadchiroli,2020,Korachi,220000
Gadchiroli,2020,Dhanora,550000
Gadchiroli,2020,Gadchiroli,5240000
Gadchiroli,2020,Chomoshi,9420000
Gadchiroli,2020,Mulchera,230000
Gadchiroli,2020,Etapalli,290000
Gadchiroli,2020,Bhamragad,240000
Gadchiroli,2020,Aheri,1260000
Gadchiroli,2020,Sironcha,690000
Gadchiroli,2021,Desaiganj,10270000
Gadchiroli,2021,Aarmori,3020000
Gadchiroli,2021,Kurkheda,1310000
Gadchiroli,2021,Korachi,1280000
Gadchiroli,2021,Dhanora,570000
Gadchiroli,2021,Gadchiroli,6400000
Gadchiroli,2021,Chomoshi,6710000
Gadchiroli,2021,Mulchera,300000
Gadchiroli,2021,Etapalli,350000
Gadchiroli,2021,Bhamragad,260000
Gadchiroli,2021,Aheri,1410000
Gadchiroli,2021,Sironcha,600000
Gondia,2012,Tiroda,3220000
Gondia,2012,Goregaon,3780000
Gondia,2012,Gondia,27300000
Gondia,2012,Aamgaon,6060000
Gondia,2012,Salekasa,1810000
Gondia,2012,Sadak Arjuni,1600000
Gondia,2012,Arjuni Morgaon,2460000
Gondia,2012,Devari,1690000
Gondia,2013,Tiroda,3240000
Gondia,2013,Goregaon,4620000
Gondia,2013,Gondia,27210000
Gondia,2013,Aamgaon,4080000
Gondia,2013,Salekasa,1980000
Gondia,2013,Sadak Arjuni,1780000
Gondia,2013,Arjuni Morgaon,2370000
Gondia,2013,Devari,1770000
Gondia,2014,Tiroda,58190000
Gondia,2014,Goregaon,6390000
Gondia,2014,Gondia,50480000
Gondia,2014,Aamgaon,48170000
Gondia,2014,Salekasa,3940000
Gondia,2014,Sadak Arjuni,1900000
Gondia,2014,Arjuni Morgaon,3830000
Gondia,2014,Devari,1660000
Gondia,2015,Tiroda,37350000
Gondia,2015,Goregaon,6020000
Gondia,2015,Gondia,39440000
Gondia,2015,Aamgaon,9970000
Gondia,2015,Salekasa,3420000
Gondia,2015,Sadak Arjuni,2070000
Gondia,2015,Arjuni Morgaon,3680000
Gondia,2015,Devari,1750000
Gondia,2016,Tiroda,56210000
Gondia,2016,Goregaon,6420000
Gondia,2016,Gondia,38970000
Gondia,2016,Aamgaon,9990000
Gondia,2016,Salekasa,3380000
Gondia,2016,Sadak Arjuni,2260000
Gondia,2016,Arjuni Morgaon,3680000
Gondia,2016,Devari,1630000
Gondia,2017,Tiroda,7570000
Gondia,2017,Goregaon,6200000
Gondia,2017,Gondia,48430000
Gondia,2017,Aamgaon,9580000
Gondia,2017,Salekasa,4040000
Gondia,2017,Sadak Arjuni,2070000
Gondia,2017,Arjuni Morgaon,4180000
Gondia,2017,Devari,2270000
Gondia,2018,Tiroda,3950000
Gondia,2018,Goregaon,2760000
Gondia,2018,Gondia,26570000
Gondia,2018,Aamgaon,3990000
Gondia,2018,Salekasa,1380000
Gondia,2018,Sadak Arjuni,1700000
Gondia,2018,Arjuni Morgaon,1640000
Gondia,2018,Devari,1870000
Gondia,2019,Tiroda,4976000
Gondia,2019,Goregaon,4000000
Gondia,2019,Gondia,27590000
Gondia,2019,Aamgaon,7649000
Gondia,2019,Salekasa,1275000
Gondia,2019,Sadak Arjuni,2103000
Gondia,2019,Arjuni Morgaon,1831000
Gondia,2019,Devari,2091000
Gondia,2020,Tiroda,5020000
Gondia,2020,Goregaon,4120000
Gondia,2020,Gondia,37716000
Gondia,2020,Aamgaon,7952000
Gondia,2020,Salekasa,1331000
Gondia,2020,Sadak Arjuni,2532000
Gondia,2020,Arjuni Morgaon,1987000
Gondia,2020,Devari,2154000
Gondia,2021,Tiroda,5602000
Gondia,2021,Goregaon,5295000
Gondia,2021,Gondia,52486000
Gondia,2021,Aamgaon,8340000
Gondia,2021,Salekasa,1471000
Gondia,2021,Sadak Arjuni,3395000
Gondia,2021,Arjuni Morgaon,3002000
Gondia,2021,Devari,2916000
Hingoli,2012,Sengaon,2258000
Hingoli,2012,Hingoli,12376000
Hingoli,2012,Aundha Na,2737000
Hingoli,2012,Kalamanuri,2963000
Hingoli,2012,Vasamat,14716000
Hingoli,2013,Sengaon,1320
Hingoli,2013,Hingoli,4570
Hingoli,2013,Aundha Na,1550
Hingoli,2013,Kalamanuri,2370
Hingoli,2013,Vasamat,4520
Hingoli,2014,Sengaon,1270000
Hingoli,2014,Hingoli,5140000
Hingoli,2014,Aundha Na,1440000
Hingoli,2014,Kalamanuri,2760000
Hingoli,2014,Vasamat,4590000
Hingoli,2015,Sengaon,1230000
Hingoli,2015,Hingoli,4970000
Hingoli,2015,Aundha Na,980000
Hingoli,2015,Kalamanuri,2830000
Hingoli,2015,Vasamat,7910000
Hingoli,2016,Sengaon,1480000
Hingoli,2016,Hingoli,6070000
Hingoli,2016,Aundha Na,1310000
Hingoli,2016,Kalamanuri,2560000
Hingoli,2016,Vasamat,3720000
Hingoli,2017,Sengaon,1020000
Hingoli,2017,Hingoli,4670000
Hingoli,2017,Aundha Na,930000
Hingoli,2017,Kalamanuri,2140000
Hingoli,2017,Vasamat,8620000
Hingoli,2018,Sengaon,740000
Hingoli,2018,Hingoli,8280000
Hingoli,2018,Aundha Na,1860000
Hingoli,2018,Kalamanuri,2460000
Hingoli,2018,Vasamat,4050000
Hingoli,2019,Sengaon,891000
Hingoli,2019,Hingoli,4019000
Hingoli,2019,Aundha Na,740000
Hingoli,2019,Kalamanuri,2318000
Hingoli,2019,Vasamat,3918000
Hingoli,2020,Sengaon,1221000
Hingoli,2020,Hingoli,4651000
Hingoli,2020,Aundha Na,1373000
Hingoli,2020,Kalamanuri,2548000
Hingoli,2020,Vasamat,4649000
Hingoli,2021,Sengaon,4039000
Hingoli,2021,Hingoli,9133000
Hingoli,2021,Aundha Na,3971000
Hingoli,2021,Kalamanuri,5590000
Hingoli,2021,Vasamat,9559000
Jalna,2013,Bhokardan,397000
Jalna,2013,Jaffrabad,209000
Jalna,2013,Jalna,98538000
Jalna,2013,Badnapur,759000
Jalna,2013,Ambad,769000
Jalna,2013,Ghansawangi,517000
Jalna,2013,Partur,253000
Jalna,2013,Mantha,261000
Jalna,2014,Bhokardan,2920000
Jalna,2014,Jaffrabad,1340000
Jalna,2014,Jalna,16870000
Jalna,2014,Badnapur,1240000
Jalna,2014,Ambad,2680000
Jalna,2014,Ghansawangi,1660000
Jalna,2014,Partur,2130000
Jalna,2014,Mantha,1370000
Jalna,2015,Bhokardan,3310000
Jalna,2015,Jaffrabad,1350000
Jalna,2015,Jalna,17080000
Jalna,2015,Badnapur,1260000
Jalna,2015,Ambad,2790000
Jalna,2015,Ghansawangi,1490000
Jalna,2015,Partur,1960000
Jalna,2015,Mantha,1240000
Jalna,2016,Bhokardan,3046000
Jalna,2016,Jaffrabad,1273000
Jalna,2016,Jalna,17062000
Jalna,2016,Badnapur,1396000
Jalna,2016,Ambad,2788000
Jalna,2016,Ghansawangi,1461000
Jalna,2016,Partur,1855000
Jalna,2016,Mantha,1189000
Jalna,2017,Bhokardan,3130
Jalna,2017,Jaffrabad,1330
Jalna,2017,Jalna,1638660
Jalna,2017,Badnapur,2300
Jalna,2017,Ambad,9100
Jalna,2017,Ghansawangi,5400
Jalna,2017,Partur,2690
Jalna,2017,Mantha,2540
Jalna,2018,Bhokardan,3430000
Jalna,2018,Jaffrabad,1650000
Jalna,2018,Jalna,2045800000
Jalna,2018,Badnapur,4080000
Jalna,2018,Ambad,4630000
Jalna,2018,Ghansawangi,5590000
Jalna,2018,Partur,2590000
Jalna,2018,Mantha,2480000
Jalna,2019,Bhokardan,4156000
Jalna,2019,Jaffrabad,2379000
Jalna,2019,Jalna,2147713000
Jalna,2019,Badnapur,10961000
Jalna,2019,Ambad,12961000
Jalna,2019,Ghansawangi,5599000
Jalna,2019,Partur,3803000
Jalna,2019,Mantha,3024000
Jalna,2020,Bhokardan,4447000
Jalna,2020,Jaffrabad,2546000
Jalna,2020,Jalna,2298053000
Jalna,2020,Badnapur,11728000
Jalna,2020,Ambad,13868000
Jalna,2020,Ghansawangi,5991000
Jalna,2020,Partur,4069000
Jalna,2020,Mantha,3236000
Jalna,2021,Bhokardan,7054000
Jalna,2021,Jaffrabad,3800000
Jalna,2021,Jalna,2689885000
Jalna,2021,Badnapur,9853000
Jalna,2021,Ambad,13390000
Jalna,2021,Ghansawangi,6629000
Jalna,2021,Partur,3875000
Jalna,2021,Mantha,4345000
Kolhapur,2012,Shahuwadi,4223000
Kolhapur,2012,Panhala,31698000
Kolhapur,2012,Hatkanangale,974351000
Kolhapur,2012,Shirol,41773000
Kolhapur,2012,Karveer,521284000
Kolhapur,2012,Gaganbavada,675000
Kolhapur,2012,Radhanagari,6352000
Kolhapur,2012,Kagal,637677000
Kolhapur,2012,Bhudargad,10181000
Kolhapur,2012,Ajara,9713000
Kolhapur,2012,Gadhinglaj,9147000
Kolhapur,2012,Chandgad,42468000
Kolhapur,2013,Shahuwadi,4909000
Kolhapur,2013,Panhala,36841000
Kolhapur,2013,Hatkanangale,1132434000
Kolhapur,2013,Shirol,48551000
Kolhapur,2013,Karveer,605859000
Kolhapur,2013,Gaganbavada,784000
Kolhapur,2013,Radhanagari,7382000
Kolhapur,2013,Kagal,741136000
Kolhapur,2013,Bhudargad,11833000
Kolhapur,2013,Ajara,11289000
Kolhapur,2013,Gadhinglaj,10631000
Kolhapur,2013,Chandgad,49358000
Kolhapur,2014,Shahuwadi,5125000
Kolhapur,2014,Panhala,38464000
Kolhapur,2014,Hatkanangale,1182349000
Kolhapur,2014,Shirol,50691000
Kolhapur,2014,Karveer,632564000
Kolhapur,2014,Gaganbavada,819000
Kolhapur,2014,Radhanagari,7708000
Kolhapur,2014,Kagal,773804000
Kolhapur,2014,Bhudargad,12354000
Kolhapur,2014,Ajara,11786000
Kolhapur,2014,Gadhinglaj,11099000
Kolhapur,2014,Chandgad,51533000
Kolhapur,2015,Shahuwadi,6150000
Kolhapur,2015,Panhala,46155000
Kolhapur,2015,Hatkanangale,1418762000
Kolhapur,2015,Shirol,60827000
Kolhapur,2015,Karveer,759047000
Kolhapur,2015,Gaganbavada,983000
Kolhapur,2015,Radhanagari,9249000
Kolhapur,2015,Kagal,928528000
Kolhapur,2015,Bhudargad,14825000
Kolhapur,2015,Ajara,1414000
Kolhapur,2015,Gadhinglaj,13319000
Kolhapur,2015,Chandgad,61838000
Kolhapur,2016,Shahuwadi,3996000
Kolhapur,2016,Panhala,73652000
Kolhapur,2016,Hatkanangale,283025000
Kolhapur,2016,Shirol,83242000
Kolhapur,2016,Karveer,248101000
Kolhapur,2016,Gaganbavada,623000
Kolhapur,2016,Radhanagari,3202000
Kolhapur,2016,Kagal,334553000
Kolhapur,2016,Bhudargad,6008000
Kolhapur,2016,Ajara,11663000
Kolhapur,2016,Gadhinglaj,7717000
Kolhapur,2016,Chandgad,31961000
Kolhapur,2017,Shahuwadi,4469000
Kolhapur,2017,Panhala,141009000
Kolhapur,2017,Hatkanangale,492987000
Kolhapur,2017,Shirol,136999000
Kolhapur,2017,Karveer,495724000
Kolhapur,2017,Gaganbavada,947000
Kolhapur,2017,Radhanagari,2673000
Kolhapur,2017,Kagal,791487000
Kolhapur,2017,Bhudargad,10252000
Kolhapur,2017,Ajara,14136000
Kolhapur,2017,Gadhinglaj,9939000
Kolhapur,2017,Chandgad,55122000
Kolhapur,2018,Shahuwadi,4297000
Kolhapur,2018,Panhala,102462000
Kolhapur,2018,Hatkanangale,469477000
Kolhapur,2018,Shirol,166728000
Kolhapur,2018,Karveer,505349000
Kolhapur,2018,Gaganbavada,976000
Kolhapur,2018,Radhanagari,2704000
Kolhapur,2018,Kagal,791044000
Kolhapur,2018,Bhudargad,10975000
Kolhapur,2018,Ajara,13486000
Kolhapur,2018,Gadhinglaj,10536000
Kolhapur,2018,Chandgad,56420000
Kolhapur,2019,Shahuwadi,4499000
Kolhapur,2019,Panhala,95095000
Kolhapur,2019,Hatkanangale,413043000
Kolhapur,2019,Shirol,153140000
Kolhapur,2019,Karveer,462792000
Kolhapur,2019,Gaganbavada,828000
Kolhapur,2019,Radhanagari,6255000
Kolhapur,2019,Kagal,732314000
Kolhapur,2019,Bhudargad,15524000
Kolhapur,2019,Ajara,13015000
Kolhapur,2019,Gadhinglaj,11087000
Kolhapur,2019,Chandgad,49524000
Kolhapur,2020,Shahuwadi,7950000
Kolhapur,2020,Panhala,76676000
Kolhapur,2020,Hatkanangale,438122000
Kolhapur,2020,Shirol,129475000
Kolhapur,2020,Karveer,391744000
Kolhapur,2020,Gaganbavada,1922000
Kolhapur,2020,Radhanagari,7165000
Kolhapur,2020,Kagal,703771000
Kolhapur,2020,Bhudargad,17404000
Kolhapur,2020,Ajara,13618000
Kolhapur,2020,Gadhinglaj,14087000
Kolhapur,2020,Chandgad,47872000
Kolhapur,2021,Shahuwadi,7679000
Kolhapur,2021,Panhala,68873000
Kolhapur,2021,Hatkanangale,748664000
Kolhapur,2021,Shirol,135849000
Kolhapur,2021,Karveer,298178000
Kolhapur,2021,Gaganbavada,1247000
Kolhapur,2021,Radhanagari,11471000
Kolhapur,2021,Kagal,682304000
Kolhapur,2021,Bhudargad,17678000
Kolhapur,2021,Ajara,15383000
Kolhapur,2021,Gadhinglaj,15400000
Kolhapur,2021,Chandgad,51368000
Latur,2012,Latur,46943000
Latur,2012,Renapur,1499000
Latur,2012,Ahamadpur,2817000
Latur,2012,Jalkot,1442000
Latur,2012,Chakur,1934000
Latur,2012,Shirur-Anantpal,675000
Latur,2012,Aosa,8299000
Latur,2012,Nilanga,4317000
Latur,2012,Devani,805000
Latur,2012,Udgir,13026000
Latur,2013,Latur,35340000
Latur,2013,Renapur,1520000
Latur,2013,Ahamadpur,2380000
Latur,2013,Jalkot,1360000
Latur,2013,Chakur,1790000
Latur,2013,Shirur-Anantpal,460000
Latur,2013,Aosa,4640000
Latur,2013,Nilanga,3700000
Latur,2013,Devani,850000
Latur,2013,Udgir,8310000
Latur,2014,Latur,18892000
Latur,2014,Renapur,372000
Latur,2014,Ahamadpur,338000
Latur,2014,Jalkot,161000
Latur,2014,Chakur,193000
Latur,2014,Shirur-Anantpal,80000
Latur,2014,Aosa,672000
Latur,2014,Nilanga,539000
Latur,2014,Devani,158000
Latur,2014,Udgir,1145000
Latur,2015,Latur,16751000
Latur,2015,Renapur,350000
Latur,2015,Ahamadpur,316000
Latur,2015,Jalkot,158000
Latur,2015,Chakur,176000
Latur,2015,Shirur-Anantpal,76000
Latur,2015,Aosa,769000
Latur,2015,Nilanga,518000
Latur,2015,Devani,162000
Latur,2015,Udgir,1468000
Latur,2016,Latur,11151000
Latur,2016,Renapur,361000
Latur,2016,Ahamadpur,291000
Latur,2016,Jalkot,175000
Latur,2016,Chakur,191000
Latur,2016,Shirur-Anantpal,68000
Latur,2016,Aosa,947000
Latur,2016,Nilanga,539000
Latur,2016,Devani,168000
Latur,2016,Udgir,1645000
Latur,2017,Latur,3341000
Latur,2017,Renapur,105000
Latur,2017,Ahamadpur,147000
Latur,2017,Jalkot,80000
Latur,2017,Chakur,105000
Latur,2017,Shirur-Anantpal,39000
Latur,2017,Aosa,370000
Latur,2017,Nilanga,265000
Latur,2017,Devani,43000
Latur,2017,Udgir,883000
Latur,2018,Latur,36000000
Latur,2018,Renapur,1000000
Latur,2018,Ahamadpur,1000000
Latur,2018,Jalkot,1000000
Latur,2018,Chakur,1000000
Latur,2018,Shirur-Anantpal,1000000
Latur,2018,Aosa,3000000
Latur,2018,Nilanga,3000000
Latur,2018,Devani,1000000
Latur,2018,Udgir,10000000
Latur,2019,Latur,133462000
Latur,2019,Renapur,4498000
Latur,2019,Ahamadpur,2639000
Latur,2019,Jalkot,2285000
Latur,2019,Chakur,1113000
Latur,2019,Shirur-Anantpal,341000
Latur,2019,Aosa,6532000
Latur,2019,Nilanga,8978000
Latur,2019,Devani,948000
Latur,2019,Udgir,17572000
Latur,2020,Latur,156619000
Latur,2020,Renapur,6675000
Latur,2020,Ahamadpur,4853000
Latur,2020,Jalkot,5025000
Latur,2020,Chakur,2839000
Latur,2020,Shirur-Anantpal,962000
Latur,2020,Aosa,14911000
Latur,2020,Nilanga,10359000
Latur,2020,Devani,2143000
Latur,2020,Udgir,22648000
Latur,2021,Latur,155442000
Latur,2021,Renapur,6208000
Latur,2021,Ahamadpur,4833000
Latur,2021,Jalkot,5603000
Latur,2021,Chakur,4589000
Latur,2021,Shirur-Anantpal,1293000
Latur,2021,Aosa,18367000
Latur,2021,Nilanga,11251000
Latur,2021,Devani,2127000
Latur,2021,Udgir,22936000
Mumbai City,2013,Mumbai City,323918860
Mumbai City,2014,Mumbai City,328818210
Mumbai City,2015,Mumbai City,342728960
Mumbai City,2016,Mumbai City,338952290
Mumbai City,2017,Mumbai City,319731660
Mumbai City,2018,Mumbai City,335234010
Mumbai City,2019,Mumbai City,355233320
Mumbai City,2020,Mumbai City,295211080
Mumbai City,2021,Mumbai City,321098060
Mumbai Suburban,2016,Adheri,447433020
Mumbai Suburban,2016,Borivali,330440260
Mumbai Suburban,2016,Kurla,161703570
Mumbai Suburban,2017,Adheri,445273850
Mumbai Suburban,2017,Borivali,417762390
Mumbai Suburban,2017,Kurla,143843870
Mumbai Suburban,2018,Adheri,439677800
Mumbai Suburban,2018,Borivali,409194470
Mumbai Suburban,2018,Kurla,148611130
Mumbai Suburban,2019,Adheri,427272630
Mumbai Suburban,2019,Borivali,288311450
Mumbai Suburban,2019,Kurla,157120250
Mumbai Suburban,2020,Adheri,316709930
Mumbai Suburban,2020,Borivali,276600080
Mumbai Suburban,2020,Kurla,259371620
Mumbai Suburban,2021,Adheri,469008060
Mumbai Suburban,2021,Borivali,305348560
Mumbai Suburban,2021,Kurla,308401820
Nagpur,2012,Narkhed,7890
Nagpur,2012,Katol,59120
Nagpur,2012,Kalameshwar,245710
Nagpur,2012,Sawner,198890
Nagpur,2012,Parashivani,55120
Nagpur,2012,Ramtech,78120
Nagpur,2012,Mauda,212050
Nagpur,2012,Kamathi,38740
Nagpur,2012,Nagpur (Gra),158520
Nagpur,2012,Nagpur (Sh),551540
Nagpur,2012,Hingana,391420
Nagpur,2012,Umred,48520
Nagpur,2012,Kuhi,4950
Nagpur,2012,Bhiwapur,3410
Nagpur,2013,Narkhed,6714000
Nagpur,2013,Katol,50311000
Nagpur,2013,Kalameshwar,209099000
Nagpur,2013,Sawner,169255000
Nagpur,2013,Parashivani,46907000
Nagpur,2013,Ramtech,66480000
Nagpur,2013,Mauda,180455000
Nagpur,2013,Kamathi,32968000
Nagpur,2013,Nagpur (Gra),134901000
Nagpur,2013,Nagpur (Sh),469361000
Nagpur,2013,Hingana,333098000
Nagpur,2013,Umred,41291000
Nagpur,2013,Kuhi,4212000
Nagpur,2013,Bhiwapur,2902000
Nagpur,2014,Narkhed,7000000
Nagpur,2014,Katol,50422000
Nagpur,2014,Kalameshwar,209127000
Nagpur,2014,Sawner,168236000
Nagpur,2014,Parashivani,46914000
Nagpur,2014,Ramtech,66485000
Nagpur,2014,Mauda,180502000
Nagpur,2014,Kamathi,32972000
Nagpur,2014,Nagpur (Gra),135468000
Nagpur,2014,Nagpur (Sh),469375000
Nagpur,2014,Hingana,333042000
Nagpur,2014,Umred,41295000
Nagpur,2014,Kuhi,4236000
Nagpur,2014,Bhiwapur,2915000
Nagpur,2015,Narkhed,6510000
Nagpur,2015,Katol,25070000
Nagpur,2015,Kalameshwar,96470000
Nagpur,2015,Sawner,92960000
Nagpur,2015,Parashivani,42650000
Nagpur,2015,Ramtech,27110000
Nagpur,2015,Mauda,167430000
Nagpur,2015,Kamathi,55970000
Nagpur,2015,Nagpur (Gra),151080000
Nagpur,2015,Nagpur (Sh),413440000
Nagpur,2015,Hingana,37120000
Nagpur,2015,Umred,35360000
Nagpur,2015,Kuhi,1740000
Nagpur,2015,Bhiwapur,2210000
Nagpur,2016,Narkhed,9510000
Nagpur,2016,Katol,34580000
Nagpur,2016,Kalameshwar,114210000
Nagpur,2016,Sawner,130860000
