District,Year,Taluka,Manufacturing Category,No. of Workers
Mumbai City,2023,,Automotive & Transport,50
Mumbai City,2023,"Mahalaxmi Over Bridge,",Automotive & Transport,10
Mumbai City,2023,"Agra Road,",Metal & Engineering,20
Mumbai City,2023,,Others,20
Mumbai City,2023,G. B. Road,Machinery & Equipment,10
Mumbai City,2023,Ghatkopar Mahul Road,Automotive & Transport,20
Mumbai City,2023,,Automotive & Transport,15
Mumbai City,2023,L. B. S. Marg,Food & Beverages,20
Mumbai City,2023,Dr. Rajendra Prasad Road,Others,20
Mumbai City,2023,Kondivita Road,Textile & Apparel,12
Mumbai City,2023,,Wood & Paper Products,4
Mumbai City,2023,,Food & Beverages,20
Mumbai City,2023,S. V. Road,Metal & Engineering,25
Mumbai City,2023,,Textile & Apparel,
Mumbai City,2023,,Machinery & Equipment,20
Mumbai City,2023,Ram Mandir Road,Metal & Engineering,20
Mumbai City,2023,"S.V.Road,",Metal & Engineering,9
Mumbai City,2023,,Automotive & Transport,48
Mumbai City,2023,Dumping Road,Machinery & Equipment,10
Mumbai City,2023,,Wood & Paper Products,3
Mumbai City,2023,Dumping Road,Wood & Paper Products,10
Mumbai City,2023,,Automotive & Transport,20
Mumbai City,2023,Old Agra Road,Food & Beverages,50
Mumbai City,2023,,Metal & Engineering,35
Mumbai City,2023,Express Highway Road,Textile & Apparel,10
Mumbai City,2023,"Sarojini Naidu Road,",Textile & Apparel,19
Mumbai City,2023,Off R.A. Kidwai Road,Automotive & Transport,139
Mumbai City,2023,Opp. R.A.Kidwai Road,Automotive & Transport,155
Mumbai City,2023,Kalina,Automotive & Transport,68
Mumbai City,2023,,Automotive & Transport,147
Mumbai City,2023,,Automotive & Transport,20
Mumbai City,2023,,Automotive & Transport,128
Mumbai City,2023,,Automotive & Transport,174
Mumbai City,2023,"S.V. Rd.,",Metal & Engineering,20
Mumbai City,2023,"Tokersi Jivraj Road,",Construction & Building Materials,50
Mumbai City,2023,,Automotive & Transport,93
Mumbai City,2023,L. B. S. Marg,Machinery & Equipment,21
Mumbai City,2023,,Automotive & Transport,50
Mumbai City,2023,"Bal Rajeshwar Road,",Machinery & Equipment,60
Mumbai City,2023,Andheri Kurla Rd. Saki Naka,Food & Beverages,12
Mumbai City,2023,,Metal & Engineering,50
Mumbai City,2023,L. B. S. Marg,Food & Beverages,540
Mumbai City,2023,,Metal & Engineering,145
Mumbai City,2023,"Ferguson Road,",Metal & Engineering,10
Mumbai City,2023,"Kherani Road, Sakinaka",Textile & Apparel,20
Mumbai City,2023,,Metal & Engineering,10
Mumbai City,2023,,Machinery & Equipment,106
Mumbai City,2023,,Textile & Apparel,25
Mumbai City,2023,Off Mahakali Caves Road,Metal & Engineering,175
Mumbai City,2023,Near Papar Box Factory,Others,90
Mumbai City,2023,,Others,10
Mumbai City,2023,D.M.G.Rd,Metal & Engineering,24
Mumbai City,2023,,Machinery & Equipment,
Mumbai City,2023,,Metal & Engineering,150
Mumbai City,2023,,Textile & Apparel,145
Mumbai City,2023,"Off Sayani Road,",Textile & Apparel,19
Mumbai City,2023,"164, Tardeo Rd.",Food & Beverages,14
Mumbai City,2023,Sr. M.V. Road,Wood & Paper Products,50
Mumbai City,2023,Novelty Silk Mill Compd,Metal & Engineering,52
Mumbai City,2023,Walbhat Road,Metal & Engineering,50
Mumbai City,2023,,Automotive & Transport,21
Mumbai City,2023,,Wood & Paper Products,9
Mumbai City,2023,Kotkar Road,Metal & Engineering,14
Mumbai City,2023,,Textile & Apparel,12
Mumbai City,2023,,Textile & Apparel,20
Mumbai City,2023,,Textile & Apparel,31
Mumbai City,2023,Andheri - Kurla Road,Metal & Engineering,4
Mumbai City,2023,"Shri Bombay Cotton Mill Estate, Dattaram Lad Marg,",Others,60
Mumbai City,2023,S. V. Road,Wood & Paper Products,2
Mumbai City,2023,"Ishwarbhai Patel Road,",Metal & Engineering,12
Mumbai City,2023,,Food & Beverages,5
Mumbai City,2023,"New Cross Road,",Metal & Engineering,10
Mumbai City,2023,,Others,20
Mumbai City,2023,,Plastic & Rubber,169
Mumbai City,2023,,Others,143
Mumbai City,2023,Walbhat Road,Machinery & Equipment,19
Mumbai City,2023,,Textile & Apparel,12
Mumbai City,2023,Jerabhai Wadia Road,Automotive & Transport,20
Mumbai City,2023,Babasaheb Ambedkar Road - 186,Automotive & Transport,20
Mumbai City,2023,,Textile & Apparel,335
Mumbai City,2023,,Metal & Engineering,20
Mumbai City,2023,L. B. S. Marg,Wood & Paper Products,9
Mumbai City,2023,"L. B. S. Marg,",Wood & Paper Products,10
Mumbai City,2023,S.J. Marg,Others,35
Mumbai City,2023,Caves Road,Textile & Apparel,16
Mumbai City,2023,"Sitaram Jadhav Marg.,",Textile & Apparel,20
Mumbai City,2023,Sion - Trombay Road,Textile & Apparel,10
Mumbai City,2023,,Others,20
Mumbai City,2023,,Automotive & Transport,20
Mumbai City,2023,,Metal & Engineering,19
Mumbai City,2023,,Metal & Engineering,150
Mumbai City,2023,,Wood & Paper Products,5
Mumbai City,2023,121- S.V.Road,Others,6
Mumbai City,2023,"Cross Road ""B""",Metal & Engineering,110
Mumbai City,2023,"Marol Maroshi Road,",Metal & Engineering,12
Mumbai City,2023,,Others,20
Mumbai City,2023,Station Road,Wood & Paper Products,9
Mumbai City,2023,,Plastic & Rubber,15
Mumbai City,2023,Chandivali,Textile & Apparel,19
Mumbai City,2023,"Chandivali Road,",Textile & Apparel,21
Mumbai City,2023,,Wood & Paper Products,12
Mumbai City,2023,L. B. S. Marg,Textile & Apparel,50
Mumbai City,2023,"Agra Road,",Wood & Paper Products,4
Mumbai City,2023,,Textile & Apparel,20
Mumbai City,2023,,Machinery & Equipment,39
Mumbai City,2023,Rani Sati Marg,Textile & Apparel,16
Mumbai City,2023,"Road No. 22,",Wood & Paper Products,9
Mumbai City,2023,"Madhukar T.Kadam Marg,Mandhurd Link Rd.",Metal & Engineering,18
Mumbai City,2023,Charkop,Automotive & Transport,202
Mumbai City,2023,,Construction & Building Materials,20
Mumbai City,2023,Near Shoppers Stop,Automotive & Transport,150
Mumbai City,2023,,Automotive & Transport,27
Mumbai City,2023,Kurla - Andheri Road,Textile & Apparel,20
Mumbai City,2023,Sion - Trombay Road,Metal & Engineering,10
Mumbai City,2023,Saikrupa Indl. Estate,Others,25
Mumbai City,2023,Asalfa Village,Textile & Apparel,110
Mumbai City,2023,"S.V. Rd.,",Metal & Engineering,10
Mumbai City,2023,Andheri Kurla Rd. Saki Naka,Textile & Apparel,20
Mumbai City,2023,,Wood & Paper Products,2
Mumbai City,2023,"L. B. S. Marg,",Textile & Apparel,50
Mumbai City,2023,"Ishwarbhai Patel Road,",Wood & Paper Products,24
Mumbai City,2023,"Ishwarbhai Patel Road,",Wood & Paper Products,50
Mumbai City,2023,M.G. Road,Textile & Apparel,10
Mumbai City,2023,,Textile & Apparel,30
Mumbai City,2023,"N.M. Joshi Marg,",Textile & Apparel,10
Mumbai City,2023,,Textile & Apparel,13
Mumbai City,2023,Western Express Highway,Others,10
Mumbai City,2023,Naigaum Cross Road,Food & Beverages,57
Mumbai City,2023,,Others,50
Mumbai City,2023,M. G. Cross Road No. 1,Metal & Engineering,145
Mumbai City,2023,,Wood & Paper Products,150
Mumbai City,2023,New Nagardas Rd.,Wood & Paper Products,9
Mumbai City,2023,Near Kamath Club,Automotive & Transport,18
Mumbai City,2023,Aarey Road,Plastic & Rubber,20
Mumbai City,2023,,Others,18
Mumbai City,2023,Next To Cpe Office,Others,50
Mumbai City,2023,,Automotive & Transport,40
Mumbai City,2023,,Construction & Building Materials,9
Mumbai City,2023,S.V. Rd.,Metal & Engineering,20
Mumbai City,2023,,Wood & Paper Products,9
Mumbai City,2023,Off S.V. Road,Metal & Engineering,36
Mumbai City,2023,Dholkar Street,Construction & Building Materials,25
Mumbai City,2023,,Textile & Apparel,20
Mumbai City,2023,,Metal & Engineering,50
Mumbai City,2023,,Metal & Engineering,46
Mumbai City,2023,,Wood & Paper Products,6
Mumbai City,2023,,Metal & Engineering,9
Mumbai City,2023,Veer Savarkar Marg,Textile & Apparel,50
Mumbai City,2023,,Others,20
Mumbai City,2023,"Tokersi Jivraj Road,",Textile & Apparel,21
Mumbai City,2023,Caves Road,Textile & Apparel,10
Mumbai City,2023,,Textile & Apparel,50
Mumbai City,2023,Suhasini Pawaskar Marg,Metal & Engineering,5
Mumbai City,2023,,Metal & Engineering,1
Mumbai City,2023,,Textile & Apparel,50
Mumbai City,2023,,Automotive & Transport,150
Mumbai City,2023,,Textile & Apparel,90
Mumbai City,2023,Saki Naka,Metal & Engineering,24
Mumbai City,2023,"Near Triveni Nagar,",Food & Beverages,12
Mumbai City,2023,Balashet Madhurkar Road,Textile & Apparel,31
Mumbai City,2023,,Textile & Apparel,20
Mumbai City,2023,"Ishwarbhai Patel Road,",Wood & Paper Products,20
Mumbai City,2023,,Wood & Paper Products,2
Mumbai City,2023,,Wood & Paper Products,10
Mumbai City,2023,"Saki Vihar Road,",Textile & Apparel,27
Mumbai City,2023,,Wood & Paper Products,2
Mumbai City,2023,,Wood & Paper Products,3
Mumbai City,2023,"Veer Savarkar Marg,",Automotive & Transport,28
Mumbai City,2023,"Sewree Bunder Rd.,",Textile & Apparel,21
Mumbai City,2023,"Khairani Road, Sakinaka",Textile & Apparel,20
Mumbai City,2023,Off W.E. Highway,Textile & Apparel,5
Mumbai City,2023,,Metal & Engineering,5
Mumbai City,2023,"Opp. Patel Indl. Estate,",Others,47
Mumbai City,2023,"Mogra Village Road,",Automotive & Transport,10
Mumbai City,2023,"Tokersi Jivraj Road,",Wood & Paper Products,50
Mumbai City,2023,L. B. S. Marg,Textile & Apparel,20
Mumbai City,2023,"Dr. Annie Besant Road,",Automotive & Transport,13
Mumbai City,2023,,Metal & Engineering,9
Mumbai City,2023,,Automotive & Transport,21
Mumbai City,2023,"Oshiwara Bridge, S.V.Road",Automotive & Transport,141
Mumbai City,2023,,Others,20
Mumbai City,2023,,Automotive & Transport,150
Mumbai City,2023,,Automotive & Transport,12
Mumbai City,2023,L. B. S. Marg,Textile & Apparel,44
Mumbai City,2023,,Textile & Apparel,20
Mumbai City,2023,,Machinery & Equipment,10
Mumbai City,2023,,Metal & Engineering,162
Mumbai City,2023,Parsi Panchayat Road,Metal & Engineering,74
Mumbai City,2023,,Metal & Engineering,23
Mumbai City,2023,,Metal & Engineering,50
Mumbai City,2023,,Wood & Paper Products,23
Mumbai City,2023,,Metal & Engineering,38
Mumbai City,2023,,Metal & Engineering,438
Mumbai City,2023,,Metal & Engineering,301
Mumbai City,2023,,Textile & Apparel,20
Mumbai City,2023,,Metal & Engineering,50
Mumbai City,2023,,Textile & Apparel,20
Mumbai City,2023,"N. S. S. Road,",Textile & Apparel,50
Mumbai City,2023,"Ishwarbhai Patel Road,",Metal & Engineering,18
Mumbai City,2023,Opp.Andheri Kurla Road,Machinery & Equipment,114
Mumbai City,2023,,Textile & Apparel,31
Mumbai City,2023,,Others,7
Mumbai City,2023,,Textile & Apparel,50
Mumbai City,2023,Sussex 'X ' Rd,Wood & Paper Products,9
Mumbai City,2023,S. V. Road,Wood & Paper Products,7
Mumbai City,2023,Saki Vihar Road,Textile & Apparel,50
Mumbai City,2023,Reay Road,Food & Beverages,20
Mumbai City,2023,,Construction & Building Materials,21
Mumbai City,2023,,Metal & Engineering,4
Mumbai City,2023,Matharpakhadi Rd,Food & Beverages,50
Mumbai City,2023,,Metal & Engineering,135
Mumbai City,2023,,Others,60
Mumbai City,2023,Sakinaka,Textile & Apparel,12
Mumbai City,2023,,Food & Beverages,18
Mumbai City,2023,Deonar,Food & Beverages,32
Mumbai City,2023,,Plastic & Rubber,20
Mumbai City,2023,,Wood & Paper Products,7
Mumbai City,2023,"Ganpatrao Kadam Marg,",Metal & Engineering,28
Mumbai City,2023,,Others,2
Mumbai City,2023,Saki Vihar Road,Textile & Apparel,
Mumbai City,2023,Chakala Road,Plastic & Rubber,10
Mumbai City,2023,,Textile & Apparel,10
Mumbai City,2023,Mahul Road,Automotive & Transport,20
Mumbai City,2023,Kale Marg,Textile & Apparel,45
Mumbai City,2023,Mohili Village,Chemical & Pharmaceutical,250
Mumbai City,2023,,Chemical & Pharmaceutical,65
Mumbai City,2023,Ram Mandir Road,Textile & Apparel,120
Mumbai City,2023,,Metal & Engineering,15
Mumbai City,2023,New Link Road,Others,10
Mumbai City,2023,"Ishwarbhai Patel Road,",Chemical & Pharmaceutical,2
Mumbai City,2023,Saki Vihar Road,Machinery & Equipment,115
Mumbai City,2023,,Automotive & Transport,20
Mumbai City,2023,"Bunder Road,",Food & Beverages,21
Mumbai City,2023,"Off.Gavandi Road, Govendi",Machinery & Equipment,14
Mumbai City,2023,,Food & Beverages,10
Mumbai City,2023,Khairani Road,Textile & Apparel,9
Mumbai City,2023,"Asalpha Village,",Construction & Building Materials,20
Mumbai City,2023,"S.V. Rd.,",Metal & Engineering,20
Mumbai City,2023,Chincoli Bunder Road,Plastic & Rubber,10
Mumbai City,2023,,Plastic & Rubber,17
Mumbai City,2023,"Ramchandra Extension Lane,",Metal & Engineering,6
Mumbai City,2023,Senapati Bapat Road,Textile & Apparel,18
Mumbai City,2023,,Others,45
Mumbai City,2023,Ashok Chakravarty Road,Metal & Engineering,250
Mumbai City,2023,,Others,8
Mumbai City,2023,,Others,400
Mumbai City,2023,,Metal & Engineering,174
Mumbai City,2023,"Sitaram Jadhav Marg,",Wood & Paper Products,12
Mumbai City,2023,Walbhat Road,Textile & Apparel,21
Mumbai City,2023,,Machinery & Equipment,150
Mumbai City,2023,"Off; Mahakali Caves Road,",Machinery & Equipment,16
Mumbai City,2023,,Automotive & Transport,10
Mumbai City,2023,,Metal & Engineering,40
Mumbai City,2023,,Metal & Engineering,512
Mumbai City,2023,,Automotive & Transport,31
Mumbai City,2023,,Others,110
Mumbai City,2023,,Textile & Apparel,150
Mumbai City,2023,"Sj Marg,",Others,45
Mumbai City,2023,New Link Road,Textile & Apparel,58
Mumbai City,2023,Naigaum Cross Road,Textile & Apparel,49
Mumbai City,2023,,Metal & Engineering,20
Mumbai City,2023,Saki Vihar Road,Metal & Engineering,9
Mumbai City,2023,Marol,Others,8
Mumbai City,2023,Ketakipada Road,Metal & Engineering,163
Mumbai City,2023,"Senapati Bapat Marg,",Textile & Apparel,49
Mumbai City,2023,,Machinery & Equipment,35
Mumbai City,2023,Dumping Road,Others,20
Mumbai City,2023,,Textile & Apparel,21
Mumbai City,2023,,Construction & Building Materials,21
Mumbai City,2023,,Textile & Apparel,15
Mumbai City,2023,"Senapati Bapat Marg,",Others,23
Mumbai City,2023,"Ferguson Road,",Textile & Apparel,10
Mumbai City,2023,L.B.S.Marg,Automotive & Transport,47
Mumbai City,2023,,Others,160
Mumbai City,2023,,Textile & Apparel,42
Mumbai City,2023,,Metal & Engineering,55
Mumbai City,2023,,Metal & Engineering,86
Mumbai City,2023,,Metal & Engineering,30
Mumbai City,2023,"J.R.Boricha Marg,",Textile & Apparel,92
Mumbai City,2023,"K. Khadye Marg,",Machinery & Equipment,22
Mumbai City,2023,,Machinery & Equipment,10
Mumbai City,2023,,Others,43
Mumbai City,2023,"Approach Road,Marol,",Food & Beverages,883
Mumbai City,2023,,Wood & Paper Products,30
Mumbai City,2023,"Sitaram Jadhav Marg,",Others,30
Mumbai City,2023,Dr. A.B. Road,Construction & Building Materials,50
Mumbai City,2023,,Others,
Mumbai City,2023,,Construction & Building Materials,150
Mumbai City,2023,Tulsiwadi,Others,50
Mumbai City,2023,"New Joghehwari Vikholi Link Road,",Automotive & Transport,56
Mumbai City,2023,Near Liberty Garden,Textile & Apparel,25
Mumbai City,2023,,Others,45
Mumbai City,2023,,Construction & Building Materials,22
Mumbai City,2023,Near Model Town,Others,50
Mumbai City,2023,,Others,50
Mumbai City,2023,,Textile & Apparel,35
Mumbai City,2023,,Machinery & Equipment,19
Mumbai City,2023,"Kurla Andheri Road, Saki Naka",Others,15
Mumbai City,2023,"Gokhale Road, (South)",Textile & Apparel,50
Mumbai City,2023,,Textile & Apparel,12
Mumbai City,2023,G. D. Ambekar Marg - 13,Machinery & Equipment,21
Mumbai City,2023,Ghatkopar Mulund Link Road,Metal & Engineering,150
Mumbai City,2023,"Shukhlaji Street,",Wood & Paper Products,20
Mumbai City,2023,S.V.Road,Metal & Engineering,25
Mumbai City,2023,W.E.Highway,Food & Beverages,125
Mumbai City,2023,,Metal & Engineering,138
Mumbai City,2023,L. B. S. Marg,Textile & Apparel,20
Mumbai City,2023,"Bombay Agra Road,",Chemical & Pharmaceutical,250
Mumbai City,2023,,Metal & Engineering,25
Mumbai City,2023,,Others,12
Mumbai City,2023,L. B. S. Marg,Metal & Engineering,20
Mumbai City,2023,Aarey Road,Machinery & Equipment,2
Mumbai City,2023,Veera Desai Road,Automotive & Transport,12
Mumbai City,2023,,Machinery & Equipment,10
Mumbai City,2023,Guru Narayan Road No. 11,Metal & Engineering,36
Mumbai City,2023,"D.P. Road,",Wood & Paper Products,20
Mumbai City,2023,"Bal Rajeshwar Road,",Chemical & Pharmaceutical,8
Mumbai City,2023,,Textile & Apparel,13
Mumbai City,2023,,Others,35
Mumbai City,2023,"L.B.S.Marg,",Textile & Apparel,20
Mumbai City,2023,,Plastic & Rubber,20
Mumbai City,2023,V. N. Purav Marg,Textile & Apparel,10
Mumbai City,2023,"N. M. Joshi Marg,",Automotive & Transport,40
Mumbai City,2023,,Textile & Apparel,10
Mumbai City,2023,,Others,8
Mumbai City,2023,,Others,43
Mumbai City,2023,,Machinery & Equipment,250
Mumbai City,2023,Mahakali Caves Road,Machinery & Equipment,40
Mumbai City,2023,"Krishad Marwah Marg,",Automotive & Transport,50
Mumbai City,2023,,Others,10
Mumbai City,2023,"Senapati Bapat Marg,",Automotive & Transport,10
Mumbai City,2023,Dr Mascrechenhas Orad,Others,10
Mumbai City,2023,,Automotive & Transport,18
Mumbai City,2023,Mahakali Caves Road,Metal & Engineering,75
Mumbai City,2023,Tulsi Pipe Road,Textile & Apparel,27
Mumbai City,2023,Veera Desai Road,Machinery & Equipment,21
Mumbai City,2023,New Link Road,Machinery & Equipment,13
Mumbai City,2023,,Automotive & Transport,21
Mumbai City,2023,"Militery Road Marol,",Textile & Apparel,20
Mumbai City,2023,Road No.16,Others,21
Mumbai City,2023,Walbhat Road (Pahadi),Machinery & Equipment,16
Mumbai City,2023,,Metal & Engineering,10
Mumbai City,2023,"S.V.Road,",Metal & Engineering,150
Mumbai City,2023,Andheri Kurla Rd. Saki Naka,Machinery & Equipment,50
Mumbai City,2023,,Others,35
Mumbai City,2023,,Chemical & Pharmaceutical,9
Mumbai City,2023,Andheri - Kurla Road,Textile & Apparel,33
Mumbai City,2023,,Wood & Paper Products,34
Mumbai City,2023,Ghatla Village,Automotive & Transport,38
Mumbai City,2023,Opp Chandawarkar Road,Others,42
Mumbai City,2023,W. E. Highway,Automotive & Transport,187
Mumbai City,2023,"Ramchandra Lane,",Automotive & Transport,48
Mumbai City,2023,L. B. S. Marg,Automotive & Transport,82
Mumbai City,2023,,Automotive & Transport,144
Mumbai City,2023,,Wood & Paper Products,50
Mumbai City,2023,,Others,21
Mumbai City,2023,Ramchandra Rd.,Food & Beverages,41
Mumbai City,2023,Saki Vihar Road,Plastic & Rubber,14
Mumbai City,2023,Andheri Kurla Rd.,Machinery & Equipment,39
Mumbai City,2023,"Bora Bazar Street,",Others,10
Mumbai City,2023,"N,.M. Joshi ;Marg,",Textile & Apparel,150
Mumbai City,2023,"78, Clare Road,",Textile & Apparel,50
Mumbai City,2023,,Machinery & Equipment,20
Mumbai City,2023,,Textile & Apparel,25
Mumbai City,2023,"Patanwadi Road,",Textile & Apparel,18
Mumbai City,2023,,Others,36
Mumbai City,2023,Next To Sewree Polich Sgtation,Food & Beverages,45
Mumbai City,2023,"Near S.T. Bus Depo,",Wood & Paper Products,150
Mumbai City,2023,Western Express Highway,Plastic & Rubber,20
Mumbai City,2023,,Others,15
Mumbai City,2023,,Automotive & Transport,20
Mumbai City,2023,"Sane Guruji Rd,",Others,11
Mumbai City,2023,,Textile & Apparel,7
Mumbai City,2023,Link Road,Textile & Apparel,15
Mumbai City,2023,,Automotive & Transport,22
Mumbai City,2023,,Machinery & Equipment,50
Mumbai City,2023,,Metal & Engineering,16
Mumbai City,2023,Andheri - Kurla Road,Metal & Engineering,18
Mumbai City,2023,Mount Rd.,Textile & Apparel,15
Mumbai City,2023,,Metal & Engineering,7
Mumbai City,2023,"M. Vasanji Road,",Automotive & Transport,30
Mumbai City,2023,"L. B. S. Marg,",Wood & Paper Products,16
Mumbai City,2023,N. M. Joshi Marg,Textile & Apparel,10
Mumbai City,2023,Kurla Andheri Rd.,Machinery & Equipment,20
Mumbai City,2023,Aarey Road,Machinery & Equipment,50
Mumbai City,2023,Saki Vihar Road,Metal & Engineering,50
Mumbai City,2023,,Metal & Engineering,50
Mumbai City,2023,,Machinery & Equipment,
Mumbai City,2023,Opp. B.R.Road,Others,13
Mumbai City,2023,Sir M. V. Road,Metal & Engineering,4
Mumbai City,2023,,Others,45
Mumbai City,2023,I.B. Patel Road,Metal & Engineering,150
Mumbai City,2023,"S.V.Road,",Metal & Engineering,24
Mumbai City,2023,,Metal & Engineering,25
Mumbai City,2023,,Others,12
Mumbai City,2023,Dr. Rajendra Prasad Road,Others,20
Mumbai City,2023,"Bhavani Shankar ""X"" Road",Chemical & Pharmaceutical,10
Mumbai City,2023,,Wood & Paper Products,1
Mumbai City,2023,L. B. S. Marg,Automotive & Transport,22
Mumbai City,2023,,Metal & Engineering,75
Mumbai City,2023,"Dr. Annie Besant Road,",Others,60
Mumbai City,2023,Bellasis Rd,Automotive & Transport,75
