Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non-Workers,Non-Workers Seeking Work,People Seeking Work
2001,Dhule,Urban,10-14,135,132,25817,213,32
2001,Dhule,Urban,15-19,554,483,21906,1405,115
2001,Dhule,Urban,20-24,1106,673,18301,1823,175
2001,Dhule,Urban,25-29,1760,880,15651,1183,241
2001,Dhule,Urban,30-34,2187,970,12862,695,218
2001,Dhule,Urban,35-39,2386,1012,12108,486,248
2001,Dhule,Urban,40-49,3463,1120,15972,404,267
2001,Dhule,Urban,50-59,1519,463,9751,161,89
2001,Dhule,Urban,60-69,864,490,10832,77,90
2001,Dhule,Urban,70-79,178,109,4749,24,11
2001,Dhule,Urban,80+,41,11,1580,6,1
2001,Jalgaon,Total,05-09,745,546,189669,867,61
2001,Jalgaon,Total,10-14,6859,5521,200385,1825,821
2001,Jalgaon,Total,15-19,29547,16834,123709,8364,4017
2001,Jalgaon,Total,20-24,49383,21742,79196,7294,5200
2001,Jalgaon,Total,25-29,55884,21309,63541,4760,5006
2001,Jalgaon,Total,30-34,59607,20347,51382,2852,4596
2001,Jalgaon,Total,35-39,61024,20430,48527,2296,4399
2001,Jalgaon,Total,40-49,79995,26562,67371,2421,4947
2001,Jalgaon,Total,50-59,40599,15116,50012,1127,2280
2001,Jalgaon,Total,60-69,31456,14897,86972,1885,1660
2001,Jalgaon,Total,70-79,4442,2639,44332,601,240
2001,Jalgaon,Total,80+,839,353,14435,70,46
2001,Jalgaon,Rural,05-09,673,505,138147,608,54
2001,Jalgaon,Rural,10-14,6548,5287,141059,1278,779
2001,Jalgaon,Rural,15-19,28092,15786,74002,5840,3808
2001,Jalgaon,Rural,20-24,46510,20206,36349,3855,4842
2001,Jalgaon,Rural,25-29,51479,19423,25847,2346,4614
2001,Jalgaon,Rural,30-34,54131,18198,19795,1404,4134
2001,Jalgaon,Rural,35-39,54762,18073,18721,1147,3928
2001,Jalgaon,Rural,40-49,71377,23522,28324,1380,4328
2001,Jalgaon,Rural,50-59,36440,13805,25654,777,2039
2001,Jalgaon,Rural,60-69,29117,13825,60765,1488,1480
2001,Jalgaon,Rural,70-79,4003,2414,32566,503,206
2001,Jalgaon,Rural,80+,753,328,10387,54,41
2001,Jalgaon,Urban,05-09,72,41,51522,259,7
2001,Jalgaon,Urban,10-14,311,234,59326,547,42
2001,Jalgaon,Urban,15-19,1455,1048,49707,2524,209
2001,Jalgaon,Urban,20-24,2873,1536,42847,3439,358
2001,Jalgaon,Urban,25-29,4405,1886,37694,2414,392
2001,Jalgaon,Urban,30-34,5476,2149,31587,1448,462
2001,Jalgaon,Urban,35-39,6262,2357,29806,1149,471
2001,Jalgaon,Urban,40-49,8618,3040,39047,1041,619
2001,Jalgaon,Urban,50-59,4159,1311,24358,350,241
2001,Jalgaon,Urban,60-69,2339,1072,26207,397,180
2001,Jalgaon,Urban,70-79,439,225,11766,98,34
2001,Jalgaon,Urban,80+,86,25,4048,16,5
2001,Buldhana,Total,05-09,384,412,120148,314,24
2001,Buldhana,Total,10-14,6505,4903,127544,883,510
2001,Buldhana,Total,15-19,30044,9415,64679,3082,1675
2001,Buldhana,Total,20-24,42046,8107,35877,2584,1499
2001,Buldhana,Total,25-29,45281,7583,29420,1636,1429
2001,Buldhana,Total,30-34,47149,6945,23149,902,1262
2001,Buldhana,Total,35-39,47836,6598,20894,657,1210
2001,Buldhana,Total,40-49,64799,9037,28801,727,1310
2001,Buldhana,Total,50-59,35831,6211,23245,357,668
2001,Buldhana,Total,60-69,27422,6889,45053,438,569
2001,Buldhana,Total,70-79,3689,1382,25624,126,111
2001,Buldhana,Total,80+,522,182,8971,24,15
2001,Buldhana,Rural,05-09,366,404,95447,258,24
2001,Buldhana,Rural,10-14,6356,4791,99007,705,496
2001,Buldhana,Rural,15-19,29060,8908,42678,2057,1534
2001,Buldhana,Rural,20-24,40340,7388,18157,1315,1335
2001,Buldhana,Rural,25-29,42831,6697,13648,810,1249
2001,Buldhana,Rural,30-34,44113,5991,10174,467,1082
2001,Buldhana,Rural,35-39,44390,5508,8779,339,982
2001,Buldhana,Rural,40-49,60144,7727,12788,398,1112
2001,Buldhana,Rural,50-59,33546,5535,12835,231,577
2001,Buldhana,Rural,60-69,25973,6360,33679,370,490
2001,Buldhana,Rural,70-79,3465,1289,20349,105,102
2001,Buldhana,Rural,80+,489,174,7021,21,15
2001,Buldhana,Urban,05-09,18,8,24701,56,0
2001,Buldhana,Urban,10-14,149,112,28537,178,14
2001,Buldhana,Urban,15-19,984,507,22001,1025,141
2001,Buldhana,Urban,20-24,1706,719,17720,1269,164
2001,Buldhana,Urban,25-29,2450,886,15772,826,180
2001,Buldhana,Urban,30-34,3036,954,12975,435,180
2001,Buldhana,Urban,35-39,3446,1090,12115,318,228
2001,Buldhana,Urban,40-49,4655,1310,16013,329,198
2001,Buldhana,Urban,50-59,2285,676,10410,126,91
2001,Buldhana,Urban,60-69,1449,529,11374,68,79
2001,Buldhana,Urban,70-79,224,93,5275,21,9
2001,Buldhana,Urban,80+,33,8,1950,3,0
2001,Akola,Total,05-09,130,129,82344,249,1
2001,Akola,Total,10-14,1822,1523,94325,629,137
2001,Akola,Total,15-19,10623,4133,64943,3319,890
2001,Akola,Total,20-24,17283,4430,43022,3600,962
2001,Akola,Total,25-29,22339,4867,37273,2348,999
2001,Akola,Total,30-34,24748,4689,28809,1222,862
2001,Akola,Total,35-39,26150,4521,26503,865,868
2001,Akola,Total,40-49,34022,5858,35524,728,870
2001,Akola,Total,50-59,18639,3609,24572,306,442
2001,Akola,Total,60-69,15562,3830,34905,281,309
2001,Akola,Total,70-79,2267,713,17335,81,49
2001,Akola,Total,80+,363,90,6235,18,4
2001,Akola,Rural,05-09,106,116,51053,139,1
2001,Akola,Rural,10-14,1614,1412,57623,362,113
2001,Akola,Rural,15-19,9763,3783,34424,1889,783
2001,Akola,Rural,20-24,15557,3915,17521,1540,812
2001,Akola,Rural,25-29,19423,4190,14515,991,812
2001,Akola,Rural,30-34,20895,3876,10355,489,657
2001,Akola,Rural,35-39,21737,3636,9448,331,637
2001,Akola,Rural,40-49,28061,4806,12733,300,612
2001,Akola,Rural,50-59,15637,3080,9980,166,337
2001,Akola,Rural,60-69,14013,3381,19937,183,228
2001,Akola,Rural,70-79,1981,625,10618,61,33
2001,Akola,Rural,80+,305,76,3649,10,3
2001,Akola,Urban,05-09,24,13,31291,110,0
2001,Akola,Urban,10-14,208,111,36702,267,24
2001,Akola,Urban,15-19,860,350,30519,1430,107
2001,Akola,Urban,20-24,1726,515,25501,2060,150
2001,Akola,Urban,25-29,2916,677,22758,1357,187
2001,Akola,Urban,30-34,3853,813,18454,733,205
2001,Akola,Urban,35-39,4413,885,17055,534,231
2001,Akola,Urban,40-49,5961,1052,22791,428,258
2001,Akola,Urban,50-59,3002,529,14592,140,105
2001,Akola,Urban,60-69,1549,449,14968,98,81
2001,Akola,Urban,70-79,286,88,6717,20,16
2001,Akola,Urban,80+,58,14,2586,8,1
2001,Washim,Total,05-09,157,144,55869,168,16
2001,Washim,Total,10-14,2545,1819,58567,464,268
2001,Washim,Total,15-19,11204,4699,29530,1594,1055
2001,Washim,Total,20-24,17475,5189,16250,1207,1164
2001,Washim,Total,25-29,20300,5180,13701,830,1231
2001,Washim,Total,30-34,20804,4761,10533,452,1105
2001,Washim,Total,35-39,20136,4293,9080,303,979
2001,Washim,Total,40-49,26439,5545,12520,288,1021
2001,Washim,Total,50-59,15027,3668,10316,156,529
2001,Washim,Total,60-69,11634,3785,20627,184,425
2001,Washim,Total,70-79,1641,700,11351,78,75
2001,Washim,Total,80+,297,100,4215,9,8
2001,Washim,Rural,05-09,146,140,46222,137,16
2001,Washim,Rural,10-14,2464,1789,47609,381,265
2001,Washim,Rural,15-19,10809,4579,21184,1237,1033
2001,Washim,Rural,20-24,16806,5001,9744,775,1116
2001,Washim,Rural,25-29,19389,4935,7733,537,1163
2001,Washim,Rural,30-34,19725,4503,5426,301,1052
2001,Washim,Rural,35-39,18936,4020,4477,207,936
2001,Washim,Rural,40-49,24836,5231,6681,206,962
2001,Washim,Rural,50-59,14170,3512,6618,132,497
2001,Washim,Rural,60-69,11119,3635,16256,158,396
2001,Washim,Rural,70-79,1539,672,9335,68,71
2001,Washim,Rural,80+,287,95,3442,7,7
2001,Washim,Urban,05-09,11,4,9647,31,0
2001,Washim,Urban,10-14,81,30,10958,83,3
2001,Washim,Urban,15-19,395,120,8346,357,22
2001,Washim,Urban,20-24,669,188,6506,432,48
2001,Washim,Urban,25-29,911,245,5968,293,68
2001,Washim,Urban,30-34,1079,258,5107,151,53
2001,Washim,Urban,35-39,1200,273,4603,96,43
2001,Washim,Urban,40-49,1603,314,5839,82,59
2001,Washim,Urban,50-59,857,156,3698,24,32
2001,Washim,Urban,60-69,515,150,4371,26,29
2001,Washim,Urban,70-79,102,28,2016,10,4
2001,Washim,Urban,80+,10,5,773,2,1
2001,Amravati,Total,05-09,607,676,126256,590,34
2001,Amravati,Total,10-14,2798,5740,143041,1408,766
2001,Amravati,Total,15-19,14388,12210,101758,8711,3664
2001,Amravati,Total,20-24,22211,13057,72969,9907,4148
2001,Amravati,Total,25-29,31450,13933,59152,6394,4174
2001,Amravati,Total,30-34,38046,13461,42935,3064,3752
2001,Amravati,Total,35-39,40250,12739,37065,2069,3312
2001,Amravati,Total,40-49,53058,16394,51143,1758,3436
2001,Amravati,Total,50-59,29410,10402,37703,847,1654
2001,Amravati,Total,60-69,23210,10250,53958,1079,1109
2001,Amravati,Total,70-79,3453,1971,29203,354,181
2001,Amravati,Total,80+,745,331,10590,64,36
2001,Amravati,Rural,05-09,540,635,85046,449,33
2001,Amravati,Rural,10-14,2582,5523,92198,1022,748
2001,Amravati,Rural,15-19,13150,11412,57258,6128,3463
2001,Amravati,Rural,20-24,19762,11983,34586,5509,3863
2001,Amravati,Rural,25-29,27175,12560,26137,3460,3856
2001,Amravati,Rural,30-34,32064,11843,16723,1675,3344
2001,Amravati,Rural,35-39,33502,10881,13536,1125,2837
2001,Amravati,Rural,40-49,43713,14128,19085,984,2926
2001,Amravati,Rural,50-59,24649,9268,16528,566,1485
2001,Amravati,Rural,60-69,20739,9356,32875,940,993
2001,Amravati,Rural,70-79,2974,1762,19065,315,151
2001,Amravati,Rural,80+,656,301,6827,44,31
2001,Amravati,Urban,05-09,67,41,41210,141,1
2001,Amravati,Urban,10-14,216,217,50843,386,18
2001,Amravati,Urban,15-19,1238,798,44500,2583,201
2001,Amravati,Urban,20-24,2449,1074,38383,4398,285
2001,Amravati,Urban,25-29,4275,1373,33015,2934,318
2001,Amravati,Urban,30-34,5982,1618,26212,1389,408
2001,Amravati,Urban,35-39,6748,1858,23529,944,475
2001,Amravati,Urban,40-49,9345,2266,32058,774,510
2001,Amravati,Urban,50-59,4761,1134,21175,281,169
2001,Amravati,Urban,60-69,2471,894,21083,139,116
2001,Amravati,Urban,70-79,479,209,10138,39,30
2001,Amravati,Urban,80+,89,30,3763,20,5
2001,Wardha,Total,05-09,123,89,55133,212,5
2001,Wardha,Total,10-14,779,1327,64189,544,169
2001,Wardha,Total,15-19,5514,6265,49481,5227,1724
2001,Wardha,Total,20-24,10396,7716,34022,5538,2117
2001,Wardha,Total,25-29,15737,9402,26196,3393,2625
2001,Wardha,Total,30-34,18548,9102,17571,1566,2467
2001,Wardha,Total,35-39,20110,8950,14725,908,2250
2001,Wardha,Total,40-49,27816,11841,20686,898,2530
2001,Wardha,Total,50-59,15891,7708,15306,382,1244
2001,Wardha,Total,60-69,12620,7950,25146,375,859
2001,Wardha,Total,70-79,1848,1483,15006,153,120
2001,Wardha,Total,80+,237,170,5238,23,22
2001,Wardha,Rural,05-09,114,84,41843,158,4
2001,Wardha,Rural,10-14,757,1262,47382,414,150
2001,Wardha,Rural,15-19,5264,5927,33243,3925,1625
2001,Wardha,Rural,20-24,9760,7261,19599,3359,1970
2001,Wardha,Rural,25-29,14531,8634,13771,1899,2360
2001,Wardha,Rural,30-34,16764,8080,7931,815,2114
2001,Wardha,Rural,35-39,18041,7821,6002,442,1868
2001,Wardha,Rural,40-49,24749,10318,8457,490,2086
2001,Wardha,Rural,50-59,14401,6841,7322,252,1043
2001,Wardha,Rural,60-69,11918,7344,16685,306,750
2001,Wardha,Rural,70-79,1686,1366,10758,129,99
2001,Wardha,Rural,80+,214,157,3841,20,16
2001,Wardha,Urban,05-09,9,5,13290,54,1
2001,Wardha,Urban,10-14,22,65,16807,130,19
2001,Wardha,Urban,15-19,250,338,16238,1302,99
2001,Wardha,Urban,20-24,636,455,14423,2179,147
2001,Wardha,Urban,25-29,1206,768,12425,1494,265
2001,Wardha,Urban,30-34,1784,1022,9640,751,353
2001,Wardha,Urban,35-39,2069,1129,8723,466,382
2001,Wardha,Urban,40-49,3067,1523,12229,408,444
2001,Wardha,Urban,50-59,1490,867,7984,130,201
2001,Wardha,Urban,60-69,702,606,8461,69,109
2001,Wardha,Urban,70-79,162,117,4248,24,21
2001,Wardha,Urban,80+,23,13,1397,3,6
2001,Nagpur,Total,05-09,526,539,188703,841,30
2001,Nagpur,Total,10-14,2319,4635,215400,2080,578
2001,Nagpur,Total,15-19,14070,13795,171479,15302,4234
2001,Nagpur,Total,20-24,26147,15721,147296,22372,5214
2001,Nagpur,Total,25-29,38868,17141,124823,15243,5589
2001,Nagpur,Total,30-34,46916,16897,92583,7636,5510
2001,Nagpur,Total,35-39,49538,16067,78290,4781,4999
2001,Nagpur,Total,40-49,70638,20747,107622,4156,5155
2001,Nagpur,Total,50-59,37794,12685,71153,1265,2076
2001,Nagpur,Total,60-69,22404,11859,80247,875,1406
2001,Nagpur,Total,70-79,3537,2305,41203,325,207
2001,Nagpur,Total,80+,696,311,15030,80,42
2001,Nagpur,Rural,05-09,259,474,71509,321,24
2001,Nagpur,Rural,10-14,1669,4250,76488,743,519
2001,Nagpur,Rural,15-19,11120,11954,48264,5096,3677
2001,Nagpur,Rural,20-24,18754,12633,28401,4836,4062
2001,Nagpur,Rural,25-29,25316,12868,20072,2853,4055
2001,Nagpur,Rural,30-34,28517,11747,12140,1289,3810
2001,Nagpur,Rural,35-39,28793,10650,9234,762,3278
2001,Nagpur,Rural,40-49,41218,14255,12264,840,3433
2001,Nagpur,Rural,50-59,24425,9570,10148,298,1474
2001,Nagpur,Rural,60-69,17126,9670,22830,395,1063
2001,Nagpur,Rural,70-79,2444,1893,14640,132,154
2001,Nagpur,Rural,80+,417,225,5455,27,24
2001,Nagpur,Urban,05-09,267,65,117194,520,6
2001,Nagpur,Urban,10-14,650,385,138912,1337,59
2001,Nagpur,Urban,15-19,2950,1841,123215,10206,557
2001,Nagpur,Urban,20-24,7393,3088,118895,17536,1152
2001,Nagpur,Urban,25-29,13552,4273,104751,12390,1534
2001,Nagpur,Urban,30-34,18399,5150,80443,6347,1700
2001,Nagpur,Urban,35-39,20745,5417,69056,4019,1721
2001,Nagpur,Urban,40-49,29420,6492,95358,3316,1722
2001,Nagpur,Urban,50-59,13369,3115,61005,967,602
2001,Nagpur,Urban,60-69,5278,2189,57417,480,343
2001,Nagpur,Urban,70-79,1093,412,26563,193,53
2001,Nagpur,Urban,80+,279,86,9575,53,18
2001,Bhandara,Total,05-09,56,98,53751,143,12
2001,Bhandara,Total,10-14,283,917,62121,380,163
2001,Bhandara,Total,15-19,5237,9240,43645,3484,3049
2001,Bhandara,Total,20-24,12443,14234,21229,4193,5414
2001,Bhandara,Total,25-29,15835,13870,14482,2448,5373
2001,Bhandara,Total,30-34,18417,12671,9761,1002,4744
2001,Bhandara,Total,35-39,20243,13173,8347,594,4744
2001,Bhandara,Total,40-49,30311,19251,12943,561,5343
2001,Bhandara,Total,50-59,16387,12327,12807,270,2246
2001,Bhandara,Total,60-69,8036,8489,21989,177,1025
2001,Bhandara,Total,70-79,901,1163,11509,46,112
2001,Bhandara,Total,80+,118,103,3030,7,14
2001,Bhandara,Rural,05-09,50,96,46100,106,12
2001,Bhandara,Rural,10-14,263,894,52414,297,157
2001,Bhandara,Rural,15-19,5030,9038,34742,2828,2988
2001,Bhandara,Rural,20-24,11934,13753,13649,2788,5241
2001,Bhandara,Rural,25-29,14877,13231,8469,1574,5166
2001,Bhandara,Rural,30-34,16978,12030,5221,651,4570
2001,Bhandara,Rural,35-39,18537,12409,4296,396,4525
2001,Bhandara,Rural,40-49,27743,18201,6980,406,5118
2001,Bhandara,Rural,50-59,14957,11786,8724,218,2152
2001,Bhandara,Rural,60-69,7438,8172,18145,163,991
2001,Bhandara,Rural,70-79,807,1108,9579,36,106
2001,Bhandara,Rural,80+,104,96,2436,6,12
2001,Bhandara,Urban,05-09,6,2,7651,37,0
2001,Bhandara,Urban,10-14,20,23,9707,83,6
2001,Bhandara,Urban,15-19,207,202,8903,656,61
2001,Bhandara,Urban,20-24,509,481,7580,1405,173
2001,Bhandara,Urban,25-29,958,639,6013,874,207
2001,Bhandara,Urban,30-34,1439,641,4540,351,174
2001,Bhandara,Urban,35-39,1706,764,4051,198,219
2001,Bhandara,Urban,40-49,2568,1050,5963,155,225
2001,Bhandara,Urban,50-59,1430,541,4083,52,94
2001,Bhandara,Urban,60-69,598,317,3844,14,34
2001,Bhandara,Urban,70-79,94,55,1930,10,6
2001,Bhandara,Urban,80+,14,7,594,1,2
2001,Gondia,Total,05-09,58,97,60852,124,5
2001,Gondia,Total,10-14,431,1605,67532,443,224
2001,Gondia,Total,15-19,6946,12220,41863,3902,3934
2001,Gondia,Total,20-24,14787,16702,18608,3435,5980
2001,Gondia,Total,25-29,18000,16179,12960,1777,5578
2001,Gondia,Total,30-34,20621,15614,9603,1012,5431
2001,Gondia,Total,35-39,21708,14708,7716,513,4884
2001,Gondia,Total,40-49,31872,21113,12544,558,5438
2001,Gondia,Total,50-59,17208,13627,14167,308,2240
2001,Gondia,Total,60-69,7305,7602,22880,259,827
2001,Gondia,Total,70-79,859,1022,11037,76,82
2001,Gondia,Total,80+,126,110,3102,11,18
2001,Gondia,Rural,05-09,54,96,54571,91,5
2001,Gondia,Rural,10-14,400,1580,60127,348,221
2001,Gondia,Rural,15-19,6680,12036,34878,3426,3900
2001,Gondia,Rural,20-24,14143,16383,12489,2619,5942
2001,Gondia,Rural,25-29,17086,15836,8011,1260,5528
2001,Gondia,Rural,30-34,19490,15252,5560,762,5378
2001,Gondia,Rural,35-39,20299,14321,4304,411,4833
2001,Gondia,Rural,40-49,29619,20553,7323,454,5399
2001,Gondia,Rural,50-59,15993,13274,10478,279,2216
2001,Gondia,Rural,60-69,6758,7432,19483,240,813
2001,Gondia,Rural,70-79,767,983,9511,66,80
2001,Gondia,Rural,80+,118,102,2596,9,17
2001,Gondia,Urban,05-09,4,1,6281,33,0
2001,Gondia,Urban,10-14,31,25,7405,95,3
2001,Gondia,Urban,15-19,266,184,6985,476,34
2001,Gondia,Urban,20-24,644,319,6119,816,38
2001,Gondia,Urban,25-29,914,343,4949,517,50
2001,Gondia,Urban,30-34,1131,362,4043,250,53
2001,Gondia,Urban,35-39,1409,387,3412,102,51
2001,Gondia,Urban,40-49,2253,560,5221,104,39
2001,Gondia,Urban,50-59,1215,353,3689,29,24
2001,Gondia,Urban,60-69,547,170,3397,19,14
2001,Gondia,Urban,70-79,92,39,1526,10,2
2001,Gondia,Urban,80+,8,8,506,2,1
2001,Gadchiroli,Total,05-09,268,1015,54968,173,89
2001,Gadchiroli,Total,10-14,2094,5401,49550,581,810
2001,Gadchiroli,Total,15-19,8705,12186,24413,3534,5150
2001,Gadchiroli,Total,20-24,14509,13757,11888,2479,6254
2001,Gadchiroli,Total,25-29,17656,14020,9979,1542,6159
2001,Gadchiroli,Total,30-34,18212,12425,6653,723,5529
2001,Gadchiroli,Total,35-39,17886,11424,5542,538,4898
2001,Gadchiroli,Total,40-49,23663,14479,7328,523,5129
2001,Gadchiroli,Total,50-59,12383,9070,7567,433,2249
2001,Gadchiroli,Total,60-69,5767,5982,13718,340,928
2001,Gadchiroli,Total,70-79,754,1018,7165,91,105
2001,Gadchiroli,Total,80+,119,190,2128,16,27
2001,Gadchiroli,Rural,05-09,265,1012,51562,166,88
2001,Gadchiroli,Rural,10-14,2076,5367,45785,549,804
2001,Gadchiroli,Rural,15-19,8586,11914,21263,3221,5010
2001,Gadchiroli,Rural,20-24,14215,13341,9371,2080,6041
2001,Gadchiroli,Rural,25-29,17212,13527,7792,1339,5916
2001,Gadchiroli,Rural,30-34,17600,11882,4933,608,5266
2001,Gadchiroli,Rural,35-39,17294,10889,4136,458,4622
2001,Gadchiroli,Rural,40-49,22895,13818,5641,467,4839
2001,Gadchiroli,Rural,50-59,12059,8702,6533,407,2089
2001,Gadchiroli,Rural,60-69,5578,5763,12575,320,877
2001,Gadchiroli,Rural,70-79,723,987,6632,87,93
2001,Gadchiroli,Rural,80+,111,184,1951,12,25
2001,Gadchiroli,Urban,05-09,3,3,3406,7,1
2001,Gadchiroli,Urban,10-14,18,34,3765,32,6
2001,Gadchiroli,Urban,15-19,119,272,3150,313,140
2001,Gadchiroli,Urban,20-24,294,416,2517,399,213
2001,Gadchiroli,Urban,25-29,444,493,2187,203,243
2001,Gadchiroli,Urban,30-34,612,543,1720,115,263
2001,Gadchiroli,Urban,35-39,592,535,1406,80,276
2001,Gadchiroli,Urban,40-49,768,661,1687,56,290
2001,Gadchiroli,Urban,50-59,324,368,1034,26,160
2001,Gadchiroli,Urban,60-69,189,219,1143,20,51
2001,Gadchiroli,Urban,70-79,31,31,533,4,12
2001,Gadchiroli,Urban,80+,8,6,177,4,2
2001,Chandrapur,Total,05-09,242,286,101603,402,22
2001,Chandrapur,Total,10-14,1446,2923,114747,1024,494
2001,Chandrapur,Total,15-19,10563,14654,76014,6740,5009
2001,Chandrapur,Total,20-24,21679,19616,47357,6685,7644
2001,Chandrapur,Total,25-29,28727,21277,39521,4245,8286
2001,Chandrapur,Total,30-34,30345,18920,28664,2248,7467
2001,Chandrapur,Total,35-39,31529,18265,25172,1569,7104
2001,Chandrapur,Total,40-49,44363,24460,33953,1318,7885
2001,Chandrapur,Total,50-59,24918,15875,23194,669,3770
2001,Chandrapur,Total,60-69,15086,12735,34943,736,2109
2001,Chandrapur,Total,70-79,2218,2218,19138,219,283
2001,Chandrapur,Total,80+,309,337,6253,35,64
2001,Chandrapur,Rural,05-09,201,264,70133,300,21
2001,Chandrapur,Rural,10-14,1324,2809,76953,743,474
2001,Chandrapur,Rural,15-19,9894,14127,42336,4408,4851
2001,Chandrapur,Rural,20-24,20052,18519,18136,3206,7260
2001,Chandrapur,Rural,25-29,25728,19481,13159,1850,7683
2001,Chandrapur,Rural,30-34,26402,17108,8356,904,6886
2001,Chandrapur,Rural,35-39,27268,16304,6485,636,6541
2001,Chandrapur,Rural,40-49,38355,22241,8902,612,7382
2001,Chandrapur,Rural,50-59,22124,14740,9877,416,3555
2001,Chandrapur,Rural,60-69,13927,12016,22972,594,1986
2001,Chandrapur,Rural,70-79,1975,2061,13678,173,264
2001,Chandrapur,Rural,80+,280,311,4339,24,61
2001,Chandrapur,Urban,05-09,41,22,31470,102,1
2001,Chandrapur,Urban,10-14,122,114,37794,281,20
2001,Chandrapur,Urban,15-19,669,527,33678,2332,158
2001,Chandrapur,Urban,20-24,1627,1097,29221,3479,384
2001,Chandrapur,Urban,25-29,2999,1796,26362,2395,603
2001,Chandrapur,Urban,30-34,3943,1812,20308,1344,581
2001,Chandrapur,Urban,35-39,4261,1961,18687,933,563
2001,Chandrapur,Urban,40-49,6008,2219,25051,706,503
2001,Chandrapur,Urban,50-59,2794,1135,13317,253,215
2001,Chandrapur,Urban,60-69,1159,719,11971,142,123
2001,Chandrapur,Urban,70-79,243,157,5460,46,19
2001,Chandrapur,Urban,80+,29,26,1914,11,3
2001,Yavatmal,Total,05-09,326,305,131829,389,29
2001,Yavatmal,Total,10-14,5634,4482,135265,1092,753
2001,Yavatmal,Total,15-19,24518,12576,78968,6035,3602
2001,Yavatmal,Total,20-24,35992,13770,49478,5436,3834
2001,Yavatmal,Total,25-29,44990,14274,39432,3195,4058
2001,Yavatmal,Total,30-34,48424,12525,28002,1358,3689
2001,Yavatmal,Total,35-39,47466,11884,23769,878,3313
2001,Yavatmal,Total,40-49,63321,15482,33251,951,3462
2001,Yavatmal,Total,50-59,35173,10322,25804,486,1853
2001,Yavatmal,Total,60-69,25832,9719,45489,542,1243
2001,Yavatmal,Total,70-79,3606,1793,24195,208,175
2001,Yavatmal,Total,80+,735,291,8799,40,25
2001,Yavatmal,Rural,05-09,310,296,109940,338,26
2001,Yavatmal,Rural,10-14,5484,4418,109662,948,738
2001,Yavatmal,Rural,15-19,23826,12304,56462,5027,3527
2001,Yavatmal,Rural,20-24,34474,13390,29904,3742,3725
2001,Yavatmal,Rural,25-29,42449,13721,22445,2197,3878
2001,Yavatmal,Rural,30-34,45028,11868,14611,950,3521
2001,Yavatmal,Rural,35-39,43879,11168,11877,615,3103
2001,Yavatmal,Rural,40-49,58245,14622,16645,717,3245
2001,Yavatmal,Rural,50-59,32762,9850,15720,404,1739
2001,Yavatmal,Rural,60-69,24502,9395,35105,480,1193
2001,Yavatmal,Rural,70-79,3350,1737,19473,180,165
2001,Yavatmal,Rural,80+,679,278,7038,35,24
2001,Yavatmal,Urban,05-09,16,9,21889,51,3
2001,Yavatmal,Urban,10-14,150,64,25603,144,15
2001,Yavatmal,Urban,15-19,692,272,22506,1008,75
2001,Yavatmal,Urban,20-24,1518,380,19574,1694,109
2001,Yavatmal,Urban,25-29,2541,553,16987,998,180
2001,Yavatmal,Urban,30-34,3396,657,13391,408,168
2001,Yavatmal,Urban,35-39,3587,716,11892,263,210
2001,Yavatmal,Urban,40-49,5076,860,16606,234,217
2001,Yavatmal,Urban,50-59,2411,472,10084,82,114
2001,Yavatmal,Urban,60-69,1330,324,10384,62,50
2001,Yavatmal,Urban,70-79,256,56,4722,28,10
2001,Yavatmal,Urban,80+,56,13,1761,5,1
2001,Nanded,Total,05-09,1282,1005,183765,1267,97
2001,Nanded,Total,10-14,7837,7883,170351,2443,1066
2001,Nanded,Total,15-19,21386,14691,84323,8563,3369
2001,Nanded,Total,20-24,39159,20176,48922,5812,5082
2001,Nanded,Total,25-29,46682,21970,42192,3835,5227
2001,Nanded,Total,30-34,47240,20060,32828,2280,4938
2001,Nanded,Total,35-39,43187,17858,29576,1871,4157
2001,Nanded,Total,40-49,54298,21918,37566,1735,4626
2001,Nanded,Total,50-59,30375,14156,27915,896,2417
2001,Nanded,Total,60-69,25184,14557,55838,1578,2034
2001,Nanded,Total,70-79,3690,2389,29517,644,254
2001,Nanded,Total,80+,1181,676,14438,78,76
2001,Nanded,Rural,05-09,1160,926,141379,888,89
2001,Nanded,Rural,10-14,7421,7538,127314,1644,1026
2001,Nanded,Rural,15-19,20331,13986,51578,5349,3197
2001,Nanded,Rural,20-24,36858,19092,22909,2810,4808
2001,Nanded,Rural,25-29,43141,20470,18866,1907,4879
2001,Nanded,Rural,30-34,43250,18563,14689,1153,4554
2001,Nanded,Rural,35-39,39214,16385,12702,937,3834
2001,Nanded,Rural,40-49,49006,20237,16727,951,4313
2001,Nanded,Rural,50-59,27698,13239,15319,610,2248
2001,Nanded,Rural,60-69,23628,13767,40875,1273,1891
2001,Nanded,Rural,70-79,3426,2248,23239,549,234
2001,Nanded,Rural,80+,1090,650,11511,54,72
2001,Nanded,Urban,05-09,122,79,42386,379,8
2001,Nanded,Urban,10-14,416,345,43037,799,40
2001,Nanded,Urban,15-19,1055,705,32745,3214,172
2001,Nanded,Urban,20-24,2301,1084,26013,3002,274
2001,Nanded,Urban,25-29,3541,1500,23326,1928,348
2001,Nanded,Urban,30-34,3990,1497,18139,1127,384
2001,Nanded,Urban,35-39,3973,1473,16874,934,323
