Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non-Workers,Non-Workers Seeking Work,People Seeking Work
2011,Solapur,Urban,35-39,44244,2028,2348,553,729
2011,Solapur,Urban,40-49,74660,3231,4176,662,1022
2011,Solapur,Urban,50-59,47814,2104,7975,467,533
2011,Solapur,Urban,60-69,17838,1285,18197,348,263
2011,Solapur,Urban,70-79,5425,499,11391,104,78
2011,Solapur,Urban,80+,1582,147,4803,51,24
2011,Satara,Total,05-09,1586,852,123903,616,76
2011,Satara,Total,10-14,3640,1931,138256,1401,272
2011,Satara,Total,15-19,22902,6825,114599,13402,3444
2011,Satara,Total,20-24,70026,10937,54249,17786,7136
2011,Satara,Total,25-29,96973,8572,14294,5744,5056
2011,Satara,Total,30-34,93960,5910,5058,1334,2912
2011,Satara,Total,35-39,95478,5328,3939,738,2453
2011,Satara,Total,40-49,167947,8249,7081,788,3090
2011,Satara,Total,50-59,119386,5745,11589,445,1433
2011,Satara,Total,60-69,70218,5295,28717,454,702
2011,Satara,Total,70-79,28629,3169,28170,227,321
2011,Satara,Total,80+,6222,805,15167,147,96
2011,Satara,Rural,05-09,1353,752,99133,501,55
2011,Satara,Rural,10-14,3065,1731,109812,1174,237
2011,Satara,Rural,15-19,19378,5950,90784,11326,3054
2011,Satara,Rural,20-24,58366,9445,40695,14225,6315
2011,Satara,Rural,25-29,77976,7292,10280,4288,4438
2011,Satara,Rural,30-34,74467,4863,3673,971,2475
2011,Satara,Rural,35-39,75590,4371,2893,540,2088
2011,Satara,Rural,40-49,133859,6829,5105,562,2640
2011,Satara,Rural,50-59,98167,4879,7664,318,1214
2011,Satara,Rural,60-69,63156,4711,19963,340,616
2011,Satara,Rural,70-79,26439,2922,22530,186,293
2011,Satara,Rural,80+,5594,746,12940,121,91
2011,Satara,Urban,05-09,233,100,24770,115,21
2011,Satara,Urban,10-14,575,200,28444,227,35
2011,Satara,Urban,15-19,3524,875,23815,2076,390
2011,Satara,Urban,20-24,11660,1492,13554,3561,821
2011,Satara,Urban,25-29,18997,1280,4014,1456,618
2011,Satara,Urban,30-34,19493,1047,1385,363,437
2011,Satara,Urban,35-39,19888,957,1046,198,365
2011,Satara,Urban,40-49,34088,1420,1976,226,450
2011,Satara,Urban,50-59,21219,866,3925,127,219
2011,Satara,Urban,60-69,7062,584,8754,114,86
2011,Satara,Urban,70-79,2190,247,5640,41,28
2011,Satara,Urban,80+,628,59,2227,26,5
2011,Ratnagiri,Total,05-09,296,311,64638,227,30
2011,Ratnagiri,Total,10-14,959,1696,79690,584,200
2011,Ratnagiri,Total,15-19,9303,5914,60304,8015,3030
2011,Ratnagiri,Total,20-24,27500,7893,20966,8690,5789
2011,Ratnagiri,Total,25-29,38033,6764,5649,3065,4733
2011,Ratnagiri,Total,30-34,40358,5731,2425,1094,3636
2011,Ratnagiri,Total,35-39,45041,5748,1825,694,3463
2011,Ratnagiri,Total,40-49,85043,10472,3693,775,5110
2011,Ratnagiri,Total,50-59,55538,7953,7975,531,2466
2011,Ratnagiri,Total,60-69,29764,6749,21739,322,981
2011,Ratnagiri,Total,70-79,10389,3129,20698,101,262
2011,Ratnagiri,Total,80+,1509,497,8393,20,30
2011,Ratnagiri,Rural,05-09,244,294,53712,188,27
2011,Ratnagiri,Rural,10-14,820,1663,67187,494,190
2011,Ratnagiri,Rural,15-19,8093,5650,49324,6906,2896
2011,Ratnagiri,Rural,20-24,22673,7142,14872,6605,5319
2011,Ratnagiri,Rural,25-29,30114,6015,3946,2150,4291
2011,Ratnagiri,Rural,30-34,31764,5088,1727,768,3258
2011,Ratnagiri,Rural,35-39,35524,5163,1341,499,3133
2011,Ratnagiri,Rural,40-49,68231,9558,2745,583,4685
2011,Ratnagiri,Rural,50-59,46177,7384,5836,401,2286
2011,Ratnagiri,Rural,60-69,27431,6455,17124,266,926
2011,Ratnagiri,Rural,70-79,9726,3042,17977,84,247
2011,Ratnagiri,Rural,80+,1373,480,7421,18,29
2011,Ratnagiri,Urban,05-09,52,17,10926,39,3
2011,Ratnagiri,Urban,10-14,139,33,12503,90,10
2011,Ratnagiri,Urban,15-19,1210,264,10980,1109,134
2011,Ratnagiri,Urban,20-24,4827,751,6094,2085,470
2011,Ratnagiri,Urban,25-29,7919,749,1703,915,442
2011,Ratnagiri,Urban,30-34,8594,643,698,326,378
2011,Ratnagiri,Urban,35-39,9517,585,484,195,330
2011,Ratnagiri,Urban,40-49,16812,914,948,192,425
2011,Ratnagiri,Urban,50-59,9361,569,2139,130,180
2011,Ratnagiri,Urban,60-69,2333,294,4615,56,55
2011,Ratnagiri,Urban,70-79,663,87,2721,17,15
2011,Ratnagiri,Urban,80+,136,17,972,2,1
2011,Sindhudurg,Total,05-09,200,200,29875,120,18
2011,Sindhudurg,Total,10-14,566,589,37261,325,105
2011,Sindhudurg,Total,15-19,3512,3176,31818,5251,2031
2011,Sindhudurg,Total,20-24,11541,7387,13156,6774,5687
2011,Sindhudurg,Total,25-29,17581,7755,4554,2786,5628
2011,Sindhudurg,Total,30-34,19744,7048,2239,1080,4545
2011,Sindhudurg,Total,35-39,21834,7031,1708,635,4093
2011,Sindhudurg,Total,40-49,42584,13358,3219,744,6168
2011,Sindhudurg,Total,50-59,28077,9098,5427,418,2742
2011,Sindhudurg,Total,60-69,13492,6280,14192,310,1010
2011,Sindhudurg,Total,70-79,4336,2361,13081,106,216
2011,Sindhudurg,Total,80+,815,450,5072,41,64
2011,Sindhudurg,Rural,05-09,174,187,25828,111,18
2011,Sindhudurg,Rural,10-14,482,554,32808,289,100
2011,Sindhudurg,Rural,15-19,3022,2976,27902,4797,1947
2011,Sindhudurg,Rural,20-24,9853,6895,10916,5835,5369
2011,Sindhudurg,Rural,25-29,14663,7138,3767,2320,5265
2011,Sindhudurg,Rural,30-34,16404,6466,1879,905,4254
2011,Sindhudurg,Rural,35-39,18126,6510,1466,535,3859
2011,Sindhudurg,Rural,40-49,35527,12486,2693,606,5868
2011,Sindhudurg,Rural,50-59,23907,8540,4521,360,2631
2011,Sindhudurg,Rural,60-69,12368,5981,12204,274,982
2011,Sindhudurg,Rural,70-79,4027,2285,11780,98,215
2011,Sindhudurg,Rural,80+,735,436,4627,38,63
2011,Sindhudurg,Urban,05-09,26,13,4047,9,0
2011,Sindhudurg,Urban,10-14,84,35,4453,36,5
2011,Sindhudurg,Urban,15-19,490,200,3916,454,84
2011,Sindhudurg,Urban,20-24,1688,492,2240,939,318
2011,Sindhudurg,Urban,25-29,2918,617,787,466,363
2011,Sindhudurg,Urban,30-34,3340,582,360,175,291
2011,Sindhudurg,Urban,35-39,3708,521,242,100,234
2011,Sindhudurg,Urban,40-49,7057,872,526,138,300
2011,Sindhudurg,Urban,50-59,4170,558,906,58,111
2011,Sindhudurg,Urban,60-69,1124,299,1988,36,28
2011,Sindhudurg,Urban,70-79,309,76,1301,8,1
2011,Sindhudurg,Urban,80+,80,14,445,3,1
2011,Kolhapur,Total,05-09,1535,784,162903,737,80
2011,Kolhapur,Total,10-14,4076,1946,179929,1516,302
2011,Kolhapur,Total,15-19,31139,8300,151064,16159,4035
2011,Kolhapur,Total,20-24,99449,12546,70599,20228,7655
2011,Kolhapur,Total,25-29,137169,10080,18327,6574,5458
2011,Kolhapur,Total,30-34,131723,7238,6433,1442,3192
2011,Kolhapur,Total,35-39,132198,6359,4852,726,2398
2011,Kolhapur,Total,40-49,231747,10077,9060,742,2789
2011,Kolhapur,Total,50-59,155482,7040,14600,501,1286
2011,Kolhapur,Total,60-69,85747,6254,36249,526,622
2011,Kolhapur,Total,70-79,28991,3318,29990,228,182
2011,Kolhapur,Total,80+,6325,769,14061,118,61
2011,Kolhapur,Rural,05-09,1134,628,111464,537,64
2011,Kolhapur,Rural,10-14,2816,1664,124331,1112,239
2011,Kolhapur,Rural,15-19,20830,6963,103112,12846,3531
2011,Kolhapur,Rural,20-24,67177,9981,44173,14428,6655
2011,Kolhapur,Rural,25-29,89767,7541,10780,4324,4611
2011,Kolhapur,Rural,30-34,85977,5192,3669,859,2680
2011,Kolhapur,Rural,35-39,87731,4453,2709,399,1973
2011,Kolhapur,Rural,40-49,156577,7232,5033,424,2357
2011,Kolhapur,Rural,50-59,108129,5087,7127,281,1023
2011,Kolhapur,Rural,60-69,68580,5065,19084,355,526
2011,Kolhapur,Rural,70-79,24383,2908,19763,169,156
2011,Kolhapur,Rural,80+,5120,676,10440,98,56
2011,Kolhapur,Urban,05-09,401,156,51439,200,16
2011,Kolhapur,Urban,10-14,1260,282,55598,404,63
2011,Kolhapur,Urban,15-19,10309,1337,47952,3313,504
2011,Kolhapur,Urban,20-24,32272,2565,26426,5800,1000
2011,Kolhapur,Urban,25-29,47402,2539,7547,2250,847
2011,Kolhapur,Urban,30-34,45746,2046,2764,583,512
2011,Kolhapur,Urban,35-39,44467,1906,2143,327,425
2011,Kolhapur,Urban,40-49,75170,2845,4027,318,432
2011,Kolhapur,Urban,50-59,47353,1953,7473,220,263
2011,Kolhapur,Urban,60-69,17167,1189,17165,171,96
2011,Kolhapur,Urban,70-79,4608,410,10227,59,26
2011,Kolhapur,Urban,80+,1205,93,3621,20,5
2011,Sangli,Total,05-09,1493,884,120957,748,171
2011,Sangli,Total,10-14,3823,1757,135983,1524,387
2011,Sangli,Total,15-19,26937,5755,106467,11947,2894
2011,Sangli,Total,20-24,72786,8489,49172,13862,5240
2011,Sangli,Total,25-29,94624,6356,12957,4628,3436
2011,Sangli,Total,30-34,89249,4709,4912,992,2122
2011,Sangli,Total,35-39,90477,4333,3699,550,1792
2011,Sangli,Total,40-49,158263,6640,6957,634,2240
2011,Sangli,Total,50-59,110300,4738,10384,349,1186
2011,Sangli,Total,60-69,64598,3907,26097,519,650
2011,Sangli,Total,70-79,26421,2374,24557,217,250
2011,Sangli,Total,80+,6350,708,14270,89,80
2011,Sangli,Rural,05-09,1114,665,90432,548,113
2011,Sangli,Rural,10-14,2917,1418,102288,1134,291
2011,Sangli,Rural,15-19,21367,4714,78106,9254,2441
2011,Sangli,Rural,20-24,55793,6619,32859,10096,4373
2011,Sangli,Rural,25-29,69722,4546,7908,3018,2687
2011,Sangli,Rural,30-34,65121,3260,2956,620,1613
2011,Sangli,Rural,35-39,66848,3029,2196,317,1381
2011,Sangli,Rural,40-49,117567,4633,4170,371,1691
2011,Sangli,Rural,50-59,84005,3385,5810,189,883
2011,Sangli,Rural,60-69,54866,3121,15708,352,499
2011,Sangli,Rural,70-79,23346,2092,18059,178,203
2011,Sangli,Rural,80+,5373,602,11446,72,70
2011,Sangli,Urban,05-09,379,219,30525,200,58
2011,Sangli,Urban,10-14,906,339,33695,390,96
2011,Sangli,Urban,15-19,5570,1041,28361,2693,453
2011,Sangli,Urban,20-24,16993,1870,16313,3766,867
2011,Sangli,Urban,25-29,24902,1810,5049,1610,749
2011,Sangli,Urban,30-34,24128,1449,1956,372,509
2011,Sangli,Urban,35-39,23629,1304,1503,233,411
2011,Sangli,Urban,40-49,40696,2007,2787,263,549
2011,Sangli,Urban,50-59,26295,1353,4574,160,303
2011,Sangli,Urban,60-69,9732,786,10389,167,151
2011,Sangli,Urban,70-79,3075,282,6498,39,47
2011,Sangli,Urban,80+,977,106,2824,17,10
2011,Nandurbar,Total,05-09,2363,827,88602,625,161
2011,Nandurbar,Total,10-14,6904,3901,85242,1122,1022
2011,Nandurbar,Total,15-19,23484,10005,51551,4566,3918
2011,Nandurbar,Total,20-24,35266,11924,28432,4027,4694
2011,Nandurbar,Total,25-29,33036,9817,19686,2242,3665
2011,Nandurbar,Total,30-34,31950,8591,15949,1219,2869
2011,Nandurbar,Total,35-39,30865,7813,14381,889,2550
2011,Nandurbar,Total,40-49,50150,12805,23066,1053,3858
2011,Nandurbar,Total,50-59,29746,7641,17962,500,1941
2011,Nandurbar,Total,60-69,18010,5347,20958,469,1125
2011,Nandurbar,Total,70-79,4512,1656,13324,155,297
2011,Nandurbar,Total,80+,1085,376,4572,26,52
2011,Nandurbar,Rural,05-09,1987,760,77083,579,143
2011,Nandurbar,Rural,10-14,6289,3720,72435,980,960
2011,Nandurbar,Rural,15-19,22328,9564,38892,3735,3693
2011,Nandurbar,Rural,20-24,33701,11338,17510,2771,4434
2011,Nandurbar,Rural,25-29,31073,9253,10658,1393,3413
2011,Nandurbar,Rural,30-34,29888,7964,8389,775,2618
2011,Nandurbar,Rural,35-39,28614,7221,7465,560,2318
2011,Nandurbar,Rural,40-49,46849,11929,12765,738,3537
2011,Nandurbar,Rural,50-59,27993,7203,11224,417,1803
2011,Nandurbar,Rural,60-69,16990,5070,15405,378,1057
2011,Nandurbar,Rural,70-79,4213,1576,10485,126,272
2011,Nandurbar,Rural,80+,980,358,3490,17,50
2011,Nandurbar,Urban,05-09,376,67,11519,46,18
2011,Nandurbar,Urban,10-14,615,181,12807,142,62
2011,Nandurbar,Urban,15-19,1156,441,12659,831,225
2011,Nandurbar,Urban,20-24,1565,586,10922,1256,260
2011,Nandurbar,Urban,25-29,1963,564,9028,849,252
2011,Nandurbar,Urban,30-34,2062,627,7560,444,251
2011,Nandurbar,Urban,35-39,2251,592,6916,329,232
2011,Nandurbar,Urban,40-49,3301,876,10301,315,321
2011,Nandurbar,Urban,50-59,1753,438,6738,83,138
2011,Nandurbar,Urban,60-69,1020,277,5553,91,68
2011,Nandurbar,Urban,70-79,299,80,2839,29,25
2011,Nandurbar,Urban,80+,105,18,1082,9,2
2011,Dhule,Total,05-09,1901,1131,95959,573,145
2011,Dhule,Total,10-14,5865,3105,92463,967,486
2011,Dhule,Total,15-19,19433,6009,65858,3721,1657
2011,Dhule,Total,20-24,34902,8028,46297,4211,2101
2011,Dhule,Total,25-29,38049,8006,35544,2675,2002
2011,Dhule,Total,30-34,37614,7317,28664,1303,1672
2011,Dhule,Total,35-39,36484,6967,25899,963,1615
2011,Dhule,Total,40-49,57398,10683,42741,1150,2005
2011,Dhule,Total,50-59,35447,6989,32910,561,1007
2011,Dhule,Total,60-69,22487,5406,37643,543,680
2011,Dhule,Total,70-79,5721,1645,23007,211,174
2011,Dhule,Total,80+,1724,427,8139,61,51
2011,Dhule,Rural,05-09,1692,986,72455,442,129
2011,Dhule,Rural,10-14,5470,2847,66829,740,454
2011,Dhule,Rural,15-19,18294,5592,39830,2723,1544
2011,Dhule,Rural,20-24,32474,7431,21643,2161,1891
2011,Dhule,Rural,25-29,34609,7339,15113,1253,1816
2011,Dhule,Rural,30-34,33863,6633,11681,634,1522
2011,Dhule,Rural,35-39,32375,6239,10097,479,1448
2011,Dhule,Rural,40-49,51198,9657,17695,619,1795
2011,Dhule,Rural,50-59,31910,6434,16044,322,917
2011,Dhule,Rural,60-69,21048,5006,23997,403,616
2011,Dhule,Rural,70-79,5276,1506,16276,164,157
2011,Dhule,Rural,80+,1561,379,5290,34,47
2011,Dhule,Urban,05-09,209,145,23504,131,16
2011,Dhule,Urban,10-14,395,258,25634,227,32
2011,Dhule,Urban,15-19,1139,417,26028,998,113
2011,Dhule,Urban,20-24,2428,597,24654,2050,210
2011,Dhule,Urban,25-29,3440,667,20431,1422,186
2011,Dhule,Urban,30-34,3751,684,16983,669,150
2011,Dhule,Urban,35-39,4109,728,15802,484,167
2011,Dhule,Urban,40-49,6200,1026,25046,531,210
2011,Dhule,Urban,50-59,3537,555,16866,239,90
2011,Dhule,Urban,60-69,1439,400,13646,140,64
2011,Dhule,Urban,70-79,445,139,6731,47,17
2011,Dhule,Urban,80+,163,48,2849,27,4
2011,Jalgaon,Total,05-09,2448,1541,176140,1041,270
2011,Jalgaon,Total,10-14,7024,3714,184448,1826,730
2011,Jalgaon,Total,15-19,32090,9512,145397,8855,3001
2011,Jalgaon,Total,20-24,62932,14272,110215,10287,4550
2011,Jalgaon,Total,25-29,71173,14283,86132,6558,4470
2011,Jalgaon,Total,30-34,71236,12915,68185,3584,3973
2011,Jalgaon,Total,35-39,71505,12416,61045,2755,3813
2011,Jalgaon,Total,40-49,112957,19559,100293,3046,5110
2011,Jalgaon,Total,50-59,66068,12345,76917,1501,2700
2011,Jalgaon,Total,60-69,44871,10412,90122,1816,2117
2011,Jalgaon,Total,70-79,11475,3278,55467,584,589
2011,Jalgaon,Total,80+,3087,882,20279,164,154
2011,Jalgaon,Rural,05-09,1839,1094,123263,713,204
2011,Jalgaon,Rural,10-14,6092,3108,127493,1250,608
2011,Jalgaon,Rural,15-19,29481,8225,88307,5876,2561
2011,Jalgaon,Rural,20-24,57232,12250,53776,5335,3843
2011,Jalgaon,Rural,25-29,62814,11915,37921,3145,3659
2011,Jalgaon,Rural,30-34,62107,10589,28383,1643,3264
2011,Jalgaon,Rural,35-39,61652,10083,24459,1288,3066
2011,Jalgaon,Rural,40-49,97838,16172,41663,1531,4222
2011,Jalgaon,Rural,50-59,57388,10404,37155,874,2252
2011,Jalgaon,Rural,60-69,40585,9103,56197,1306,1801
2011,Jalgaon,Rural,70-79,10257,2836,38319,441,502
2011,Jalgaon,Rural,80+,2572,711,13132,100,126
2011,Jalgaon,Urban,05-09,609,447,52877,328,66
2011,Jalgaon,Urban,10-14,932,606,56955,576,122
2011,Jalgaon,Urban,15-19,2609,1287,57090,2979,440
2011,Jalgaon,Urban,20-24,5700,2022,56439,4952,707
2011,Jalgaon,Urban,25-29,8359,2368,48211,3413,811
2011,Jalgaon,Urban,30-34,9129,2326,39802,1941,709
2011,Jalgaon,Urban,35-39,9853,2333,36586,1467,747
2011,Jalgaon,Urban,40-49,15119,3387,58630,1515,888
2011,Jalgaon,Urban,50-59,8680,1941,39762,627,448
2011,Jalgaon,Urban,60-69,4286,1309,33925,510,316
2011,Jalgaon,Urban,70-79,1218,442,17148,143,87
2011,Jalgaon,Urban,80+,515,171,7147,64,28
2011,Buldhana,Total,05-09,2860,451,106585,354,48
2011,Buldhana,Total,10-14,5332,1400,121043,756,230
2011,Buldhana,Total,15-19,24663,5051,89968,4497,1490
2011,Buldhana,Total,20-24,53066,8085,56641,5158,2611
2011,Buldhana,Total,25-29,54941,7624,41211,3027,2332
2011,Buldhana,Total,30-34,51966,6954,31991,1609,2113
2011,Buldhana,Total,35-39,50427,6284,28371,1186,1840
2011,Buldhana,Total,40-49,82727,10033,45079,1268,2685
2011,Buldhana,Total,50-59,52202,6807,36881,745,1523
2011,Buldhana,Total,60-69,35897,5897,49589,597,1080
2011,Buldhana,Total,70-79,8579,1691,33984,229,231
2011,Buldhana,Total,80+,1633,313,12204,50,42
2011,Buldhana,Rural,05-09,2336,392,84131,286,31
2011,Buldhana,Rural,10-14,4573,1302,95651,606,193
2011,Buldhana,Rural,15-19,23125,4723,65830,3662,1371
2011,Buldhana,Rural,20-24,50261,7471,33709,3453,2367
2011,Buldhana,Rural,25-29,51104,6910,22208,1910,2073
2011,Buldhana,Rural,30-34,47786,6183,16133,1001,1844
2011,Buldhana,Rural,35-39,46083,5520,13700,736,1598
2011,Buldhana,Rural,40-49,75769,8843,22629,797,2289
2011,Buldhana,Rural,50-59,48282,6073,21560,510,1292
2011,Buldhana,Rural,60-69,33676,5383,35374,479,924
2011,Buldhana,Rural,70-79,7976,1538,26399,198,185
2011,Buldhana,Rural,80+,1480,292,9545,42,35
2011,Buldhana,Urban,05-09,524,59,22454,68,17
2011,Buldhana,Urban,10-14,759,98,25392,150,37
2011,Buldhana,Urban,15-19,1538,328,24138,835,119
2011,Buldhana,Urban,20-24,2805,614,22932,1705,244
2011,Buldhana,Urban,25-29,3837,714,19003,1117,259
2011,Buldhana,Urban,30-34,4180,771,15858,608,269
2011,Buldhana,Urban,35-39,4344,764,14671,450,242
2011,Buldhana,Urban,40-49,6958,1190,22450,471,396
2011,Buldhana,Urban,50-59,3920,734,15321,235,231
2011,Buldhana,Urban,60-69,2221,514,14215,118,156
2011,Buldhana,Urban,70-79,603,153,7585,31,46
2011,Buldhana,Urban,80+,153,21,2659,8,7
2011,Akola,Total,05-09,2015,301,72113,304,21
2011,Akola,Total,10-14,3082,847,83939,626,147
2011,Akola,Total,15-19,9737,2637,74625,4313,1016
2011,Akola,Total,20-24,20821,4462,58273,6042,1782
2011,Akola,Total,25-29,24440,4749,44852,3786,1755
2011,Akola,Total,30-34,25761,4391,35967,1993,1488
2011,Akola,Total,35-39,27801,4297,32270,1371,1452
2011,Akola,Total,40-49,46363,6890,51714,1414,2181
2011,Akola,Total,50-59,27162,4385,37788,636,1159
2011,Akola,Total,60-69,17023,3363,38187,460,826
2011,Akola,Total,70-79,4505,1083,22937,156,212
2011,Akola,Total,80+,914,189,8292,44,41
2011,Akola,Rural,05-09,1345,246,43758,201,18
2011,Akola,Rural,10-14,2156,760,51153,395,135
2011,Akola,Rural,15-19,8129,2378,41895,2838,923
2011,Akola,Rural,20-24,17956,4013,26952,3160,1578
2011,Akola,Rural,25-29,20142,4144,18845,1581,1497
2011,Akola,Rural,30-34,20622,3738,14103,751,1246
2011,Akola,Rural,35-39,21697,3577,11924,519,1195
2011,Akola,Rural,40-49,36407,5839,19626,582,1831
2011,Akola,Rural,50-59,21984,3810,15876,359,982
2011,Akola,Rural,60-69,14539,2996,19997,307,718
2011,Akola,Rural,70-79,3825,973,13731,110,192
2011,Akola,Rural,80+,731,168,4707,30,34
2011,Akola,Urban,05-09,670,55,28355,103,3
2011,Akola,Urban,10-14,926,87,32786,231,12
2011,Akola,Urban,15-19,1608,259,32730,1475,93
2011,Akola,Urban,20-24,2865,449,31321,2882,204
2011,Akola,Urban,25-29,4298,605,26007,2205,258
2011,Akola,Urban,30-34,5139,653,21864,1242,242
2011,Akola,Urban,35-39,6104,720,20346,852,257
2011,Akola,Urban,40-49,9956,1051,32088,832,350
2011,Akola,Urban,50-59,5178,575,21912,277,177
2011,Akola,Urban,60-69,2484,367,18190,153,108
2011,Akola,Urban,70-79,680,110,9206,46,20
2011,Akola,Urban,80+,183,21,3585,14,7
2011,Washim,Total,05-09,1459,197,51515,217,32
2011,Washim,Total,10-14,2927,737,58508,507,161
2011,Washim,Total,15-19,11043,2748,42194,3130,1191
2011,Washim,Total,20-24,23180,4584,23782,2772,2055
2011,Washim,Total,25-29,24949,4557,17950,1572,1991
2011,Washim,Total,30-34,24677,4314,14710,988,1893
2011,Washim,Total,35-39,24358,4140,12534,647,1859
2011,Washim,Total,40-49,37657,6038,18973,824,2434
2011,Washim,Total,50-59,22592,4043,15254,463,1478
2011,Washim,Total,60-69,15865,3374,22127,450,1029
2011,Washim,Total,70-79,3747,956,14285,161,215
2011,Washim,Total,80+,863,215,5778,29,50
2011,Washim,Rural,05-09,1193,173,42283,188,27
2011,Washim,Rural,10-14,2516,688,47951,426,153
2011,Washim,Rural,15-19,10401,2605,32484,2669,1139
2011,Washim,Rural,20-24,22082,4353,15237,2078,1949
2011,Washim,Rural,25-29,23527,4244,10659,1087,1861
2011,Washim,Rural,30-34,23174,3990,8325,680,1757
2011,Washim,Rural,35-39,22785,3831,6888,440,1741
2011,Washim,Rural,40-49,35291,5616,10844,600,2264
2011,Washim,Rural,50-59,21300,3795,9895,394,1386
2011,Washim,Rural,60-69,15035,3154,16732,381,967
2011,Washim,Rural,70-79,3517,894,11634,138,199
2011,Washim,Rural,80+,806,202,4588,22,46
2011,Washim,Urban,05-09,266,24,9232,29,5
2011,Washim,Urban,10-14,411,49,10557,81,8
2011,Washim,Urban,15-19,642,143,9710,461,52
2011,Washim,Urban,20-24,1098,231,8545,694,106
2011,Washim,Urban,25-29,1422,313,7291,485,130
2011,Washim,Urban,30-34,1503,324,6385,308,136
2011,Washim,Urban,35-39,1573,309,5646,207,118
2011,Washim,Urban,40-49,2366,422,8129,224,170
2011,Washim,Urban,50-59,1292,248,5359,69,92
2011,Washim,Urban,60-69,830,220,5395,69,62
2011,Washim,Urban,70-79,230,62,2651,23,16
2011,Washim,Urban,80+,57,13,1190,7,4
2011,Amravati,Total,05-09,508,459,111207,479,68
2011,Amravati,Total,10-14,1675,1892,134833,1171,455
2011,Amravati,Total,15-19,12075,7607,118944,10757,3412
2011,Amravati,Total,20-24,25760,10834,97570,15037,5076
2011,Amravati,Total,25-29,32765,10256,73229,9760,4364
2011,Amravati,Total,30-34,38640,10679,56975,4984,4443
2011,Amravati,Total,35-39,43816,10546,50346,3542,4164
2011,Amravati,Total,40-49,74558,16786,79193,3600,5853
2011,Amravati,Total,50-59,41164,10283,57553,1557,2931
2011,Amravati,Total,60-69,27673,8140,63929,1350,1906
2011,Amravati,Total,70-79,6616,2505,40660,420,452
2011,Amravati,Total,80+,1223,484,14548,100,103
2011,Amravati,Rural,05-09,361,327,72707,322,48
2011,Amravati,Rural,10-14,1364,1650,88767,756,390
2011,Amravati,Rural,15-19,10941,6975,71984,7642,3137
2011,Amravati,Rural,20-24,22465,9687,51953,9144,4484
2011,Amravati,Rural,25-29,27098,8928,34810,5147,3771
2011,Amravati,Rural,30-34,31412,9147,24381,2399,3797
2011,Amravati,Rural,35-39,35278,8851,20286,1731,3447
2011,Amravati,Rural,40-49,59782,14167,32001,1826,4911
2011,Amravati,Rural,50-59,33804,8860,25966,933,2462
2011,Amravati,Rural,60-69,24367,7266,35610,863,1626
2011,Amravati,Rural,70-79,5864,2281,26153,314,390
2011,Amravati,Rural,80+,1025,418,9014,73,84
2011,Amravati,Urban,05-09,147,132,38500,157,20
2011,Amravati,Urban,10-14,311,242,46066,415,65
2011,Amravati,Urban,15-19,1134,632,46960,3115,275
2011,Amravati,Urban,20-24,3295,1147,45617,5893,592
2011,Amravati,Urban,25-29,5667,1328,38419,4613,593
2011,Amravati,Urban,30-34,7228,1532,32594,2585,646
2011,Amravati,Urban,35-39,8538,1695,30060,1811,717
2011,Amravati,Urban,40-49,14776,2619,47192,1774,942
2011,Amravati,Urban,50-59,7360,1423,31587,624,469
2011,Amravati,Urban,60-69,3306,874,28319,487,280
2011,Amravati,Urban,70-79,752,224,14507,106,62
2011,Amravati,Urban,80+,198,66,5534,27,19
2011,Wardha,Total,05-09,130,123,45964,184,32
2011,Wardha,Total,10-14,475,459,54625,482,120
2011,Wardha,Total,15-19,4442,2650,50507,5345,1203
2011,Wardha,Total,20-24,12569,4849,42761,8164,1996
2011,Wardha,Total,25-29,18539,5197,31053,5207,1949
2011,Wardha,Total,30-34,22181,5164,22067,2598,1908
2011,Wardha,Total,35-39,25284,5503,18903,1651,2010
2011,Wardha,Total,40-49,42516,8384,30033,1446,2728
2011,Wardha,Total,50-59,24356,5315,22587,589,1270
2011,Wardha,Total,60-69,17006,4908,27600,439,997
2011,Wardha,Total,70-79,3709,1380,19545,165,215
2011,Wardha,Total,80+,456,188,7053,35,38
2011,Wardha,Rural,05-09,98,95,31345,124,25
2011,Wardha,Rural,10-14,389,399,37618,314,97
2011,Wardha,Rural,15-19,4022,2367,32915,3842,1076
2011,Wardha,Rural,20-24,11216,4333,23720,4820,1731
2011,Wardha,Rural,25-29,15926,4439,14926,2522,1563
2011,Wardha,Rural,30-34,18594,4265,9028,1140,1476
2011,Wardha,Rural,35-39,20900,4322,7031,717,1466
2011,Wardha,Rural,40-49,35301,6753,10961,633,2019
2011,Wardha,Rural,50-59,20769,4420,9832,332,949
2011,Wardha,Rural,60-69,15457,4345,16225,297,820
2011,Wardha,Rural,70-79,3354,1248,13329,125,167
2011,Wardha,Rural,80+,400,163,4743,25,29
2011,Wardha,Urban,05-09,32,28,14619,60,7
2011,Wardha,Urban,10-14,86,60,17007,168,23
2011,Wardha,Urban,15-19,420,283,17592,1503,127
2011,Wardha,Urban,20-24,1353,516,19041,3344,265
2011,Wardha,Urban,25-29,2613,758,16127,2685,386
2011,Wardha,Urban,30-34,3587,899,13039,1458,432
2011,Wardha,Urban,35-39,4384,1181,11872,934,544
2011,Wardha,Urban,40-49,7215,1631,19072,813,709
2011,Wardha,Urban,50-59,3587,895,12755,257,321
