District,Year,Group,Approved Posts,Positions Filled,Number of women
Mumbai City,2020,Class B,12587.0,7390.0,2557.0
Mumbai City,2020,Class C,57270.0,42293.0,9959.0
Mumbai City,2020,Class D,13192.0,8440.0,1524.0
Mumbai City,2021,Class A,5487.0,3341.0,762.0
Mumbai City,2021,Class B,12704.0,7165.0,2480.0
Mumbai City,2021,Class C,58157.0,41269.0,9929.0
Mumbai City,2021,Class D,12892.0,7990.0,1424.0
Mumbai Suburban,2016,Class A,1216.0,763.0,160.0
Mumbai Suburban,2016,Class B,4110.0,2988.0,573.0
Mumbai Suburban,2016,Class C,23664.0,19349.0,3528.0
Mumbai Suburban,2016,Class D,4280.0,2755.0,605.0
Mumbai Suburban,2017,Class A,1216.0,763.0,160.0
Mumbai Suburban,2017,Class B,4110.0,2988.0,573.0
Mumbai Suburban,2017,Class C,23664.0,19349.0,3528.0
Mumbai Suburban,2017,Class D,4280.0,2755.0,605.0
Mumbai Suburban,2018,Class A,1221.0,751.0,166.0
Mumbai Suburban,2018,Class B,4012.0,2526.0,573.0
Mumbai Suburban,2018,Class C,24102.0,18775.0,3782.0
Mumbai Suburban,2018,Class D,4044.0,2318.0,534.0
Mumbai Suburban,2019,Class A,1243.0,621.0,153.0
Mumbai Suburban,2019,Class B,4334.0,2002.0,451.0
Mumbai Suburban,2019,Class C,23765.0,12997.0,2762.0
Mumbai Suburban,2019,Class D,4049.0,2026.0,471.0
Mumbai Suburban,2020,Class A,1265.0,712.0,198.0
Mumbai Suburban,2020,Class B,4416.0,2442.0,563.0
Mumbai Suburban,2020,Class C,24893.0,18361.0,3871.0
Mumbai Suburban,2020,Class D,4025.0,1935.0,474.0
Mumbai Suburban,2021,Class A,1224.0,683.0,192.0
Mumbai Suburban,2021,Class B,4313.0,2280.0,563.0
Mumbai Suburban,2021,Class C,24051.0,16858.0,3643.0
Mumbai Suburban,2021,Class D,3996.0,1789.0,448.0
Nagpur,2012,Class A,2149.0,1760.0,380.0
Nagpur,2012,Class B,3864.0,3041.0,843.0
Nagpur,2012,Class C,26252.0,22067.0,3542.0
Nagpur,2012,Class D,9738.0,8586.0,1602.0
Nagpur,2013,Class A,2149.0,1760.0,
Nagpur,2013,Class B,3864.0,3041.0,843.0
Nagpur,2013,Class C,26252.0,22067.0,3542.0
Nagpur,2013,Class D,9738.0,8586.0,1602.0
Nagpur,2014,Class A,2555.0,1851.0,420.0
Nagpur,2014,Class B,3976.0,2835.0,746.0
Nagpur,2014,Class C,25720.0,,5700.0
Nagpur,2014,Class D,9469.0,7347.0,1359.0
Nagpur,2015,Class A,2555.0,1591.0,407.0
Nagpur,2015,Class B,3976.0,3084.0,759.0
Nagpur,2015,Class C,30710.0,25671.0,5686.0
Nagpur,2015,Class D,9469.0,7348.0,1355.0
Nagpur,2016,Class A,2555.0,1591.0,407.0
Nagpur,2016,Class B,3976.0,3080.0,759.0
Nagpur,2016,Class C,30710.0,25673.0,5686.0
Nagpur,2016,Class D,9469.0,7347.0,1355.0
Nagpur,2017,Class A,2528.0,1860.0,454.0
Nagpur,2017,Class B,4086.0,2915.0,711.0
Nagpur,2017,Class C,30425.0,25068.0,6027.0
Nagpur,2017,Class D,8713.0,6534.0,1236.0
Nagpur,2018,Class A,2654.0,1778.0,468.0
Nagpur,2018,Class B,4232.0,2752.0,677.0
Nagpur,2018,Class C,30917.0,24705.0,6143.0
Nagpur,2018,Class D,8334.0,5916.0,1105.0
Nagpur,2019,Class A,2680.0,1771.0,485.0
Nagpur,2019,Class B,4197.0,2710.0,700.0
Nagpur,2019,Class C,30309.0,24272.0,6265.0
Nagpur,2019,Class D,8208.0,5555.0,1052.0
Nagpur,2020,Class A,2588.0,1771.0,498.0
Nagpur,2020,Class B,4426.0,2848.0,765.0
Nagpur,2020,Class C,30616.0,23600.0,6299.0
Nagpur,2020,Class D,8098.0,5119.0,977.0
Nagpur,2021,Class A,2626.0,1690.0,529.0
Nagpur,2021,Class B,4550.0,2784.0,810.0
Nagpur,2021,Class C,30562.0,22266.0,6250.0
Nagpur,2021,Class D,7808.0,4692.0,911.0
Nanded,2014,,,,
Nanded,2014,,,,
Nanded,2014,,,,
Nanded,2014,,,,
Nanded,2015,,,,
Nanded,2015,,,,
Nanded,2015,,,,
Nanded,2015,,,,
Nanded,2016,,,,
Nanded,2016,,,,
Nanded,2016,,,,
Nanded,2016,,,,
Nanded,2017,,,,
Nanded,2017,,,,
Nanded,2017,,,,
Nanded,2017,,,,
Nanded,2018,,,,
Nanded,2018,,,,
Nanded,2018,,,,
Nanded,2018,,,,
Nanded,2019,,,,
Nanded,2019,,,,
Nanded,2019,,,,
Nanded,2019,,,,
Nanded,2020,,,,
Nanded,2020,,,,
Nanded,2020,,,,
Nanded,2020,,,,
Nanded,2021,,,,
Nanded,2021,,,,
Nanded,2021,,,,
Nanded,2021,,,,
Nandurbar,2006,Class A,211.0,180.0,8.0
Nandurbar,2006,Class B,1163.0,1018.0,85.0
Nandurbar,2006,Class C,3523.0,3089.0,462.0
Nandurbar,2006,Class D,1748.0,1476.0,246.0
Nandurbar,2008,Class A,225.0,191.0,12.0
Nandurbar,2008,Class B,598.0,476.0,22.0
Nandurbar,2008,Class C,4777.0,3718.0,559.0
Nandurbar,2008,Class D,2172.0,1507.0,195.0
Nandurbar,2009,Class A,219.0,185.0,14.0
Nandurbar,2009,Class B,601.0,507.0,29.0
Nandurbar,2009,Class C,4872.0,3670.0,393.0
Nandurbar,2009,Class D,2548.0,1803.0,382.0
Nandurbar,2010,Class A,219.0,185.0,14.0
Nandurbar,2010,Class B,601.0,507.0,29.0
Nandurbar,2010,Class C,4872.0,3670.0,393.0
Nandurbar,2010,Class D,2548.0,1803.0,382.0
Nandurbar,2011,Class A,219.0,185.0,14.0
Nandurbar,2011,Class B,601.0,507.0,29.0
Nandurbar,2011,Class C,4872.0,3670.0,393.0
Nandurbar,2011,Class D,2548.0,1803.0,382.0
Nandurbar,2012,Class A,219.0,185.0,14.0
Nandurbar,2012,Class B,601.0,507.0,29.0
Nandurbar,2012,Class C,4872.0,3670.0,393.0
Nandurbar,2012,Class D,2548.0,1803.0,382.0
Nandurbar,2013,Class A,219.0,185.0,14.0
Nandurbar,2013,Class B,601.0,507.0,29.0
Nandurbar,2013,Class C,4872.0,3670.0,393.0
Nandurbar,2013,Class D,2548.0,1803.0,382.0
Nandurbar,2014,Class A,386.0,235.0,21.0
Nandurbar,2014,Class B,1197.0,854.0,68.0
Nandurbar,2014,Class C,5833.0,4329.0,671.0
Nandurbar,2014,Class D,2874.0,1682.0,385.0
Nandurbar,2015,Class A,386.0,220.0,20.0
Nandurbar,2015,Class B,1197.0,872.0,71.0
Nandurbar,2015,Class C,5833.0,4307.0,668.0
Nandurbar,2015,Class D,2874.0,1687.0,386.0
Nandurbar,2016,Class A,386.0,220.0,20.0
Nandurbar,2016,Class B,1197.0,872.0,71.0
Nandurbar,2016,Class C,5833.0,4306.0,668.0
Nandurbar,2016,Class D,2874.0,1687.0,386.0
Nandurbar,2017,Class A,359.0,234.0,14.0
Nandurbar,2017,Class B,1311.0,804.0,63.0
Nandurbar,2017,Class C,5657.0,4140.0,629.0
Nandurbar,2017,Class D,2551.0,1503.0,343.0
Nandurbar,2018,Class A,372.0,234.0,21.0
Nandurbar,2018,Class B,1253.0,742.0,71.0
Nandurbar,2018,Class C,5690.0,4049.0,658.0
Nandurbar,2018,Class D,2486.0,1404.0,336.0
Nandurbar,2019,Class A,399.0,267.0,20.0
Nandurbar,2019,Class B,1172.0,671.0,66.0
Nandurbar,2019,Class C,5758.0,3931.0,658.0
Nandurbar,2019,Class D,2504.0,1350.0,307.0
Nandurbar,2020,Class A,452.0,289.0,22.0
Nandurbar,2020,Class B,1220.0,728.0,89.0
Nandurbar,2020,Class C,5752.0,3892.0,687.0
Nandurbar,2020,Class D,2541.0,1262.0,287.0
Nandurbar,2021,Class A,,,
Nandurbar,2021,Class B,,,
Nandurbar,2021,Class C,,,
Nandurbar,2021,Class D,,,
Nashik,2012,Class A,1844.0,1559.0,164.0
Nashik,2012,Class B,2610.0,2188.0,239.0
Nashik,2012,Class C,17628.0,14664.0,2124.0
Nashik,2012,Class D,7307.0,6145.0,806.0
Nashik,2013,Class A,1844.0,1559.0,164.0
Nashik,2013,Class B,2610.0,2188.0,239.0
Nashik,2013,Class C,17628.0,14664.0,2124.0
Nashik,2013,Class D,7307.0,6145.0,806.0
Nashik,2014,Class A,1778.0,1412.0,208.0
Nashik,2014,Class B,3378.0,2709.0,411.0
Nashik,2014,Class C,19237.0,16199.0,3116.0
Nashik,2014,Class D,7166.0,5475.0,794.0
Nashik,2015,Class A,1778.0,1210.0,192.0
Nashik,2015,Class B,3378.0,2902.0,423.0
Nashik,2015,Class C,19237.0,16182.0,3112.0
Nashik,2015,Class D,7166.0,5482.0,798.0
Nashik,2016,Class A,1778.0,1210.0,192.0
Nashik,2016,Class B,3378.0,2902.0,423.0
Nashik,2016,Class C,19237.0,16182.0,3112.0
Nashik,2016,Class D,7166.0,5482.0,798.0
Nashik,2017,Class A,1954.0,1478.0,256.0
Nashik,2017,Class B,3421.0,2557.0,423.0
Nashik,2017,Class C,19522.0,15894.0,3239.0
Nashik,2017,Class D,6517.0,4687.0,748.0
Nashik,2018,Class A,1962.0,1359.0,240.0
Nashik,2018,Class B,3665.0,2518.0,449.0
Nashik,2018,Class C,19955.0,15726.0,3327.0
Nashik,2018,Class D,6884.0,4131.0,683.0
Nashik,2019,Class A,2028.0,1336.0,246.0
Nashik,2019,Class B,3420.0,2397.0,486.0
Nashik,2019,Class C,19349.0,15247.0,3357.0
Nashik,2019,Class D,6671.0,3854.0,666.0
Nashik,2020,Class A,2110.0,1405.0,277.0
Nashik,2020,Class B,3493.0,2428.0,522.0
Nashik,2020,Class C,19402.0,15400.0,3523.0
Nashik,2020,Class D,6675.0,3542.0,600.0
Nashik,2021,Class A,2117.0,1380.0,278.0
Nashik,2021,Class B,3547.0,2452.0,566.0
Nashik,2021,Class C,19851.0,15231.0,3612.0
Nashik,2021,Class D,6820.0,3211.0,552.0
Dharashiv,2012,Class A,337.0,265.0,35.0
Dharashiv,2012,Class B,1028.0,791.0,118.0
Dharashiv,2012,Class C,4971.0,3997.0,363.0
Dharashiv,2012,Class D,1935.0,1655.0,259.0
Dharashiv,2013,Class A,337.0,265.0,35.0
Dharashiv,2013,Class B,1028.0,791.0,118.0
Dharashiv,2013,Class C,4971.0,3997.0,363.0
Dharashiv,2013,Class D,1935.0,1655.0,259.0
Dharashiv,2014,Class A,566.0,422.0,70.0
Dharashiv,2014,Class B,831.0,555.0,50.0
Dharashiv,2014,Class C,6187.0,5000.0,892.0
Dharashiv,2014,Class D,2172.0,1576.0,256.0
Dharashiv,2015,Class A,566.0,383.0,66.0
Dharashiv,2015,Class B,831.0,597.0,54.0
Dharashiv,2015,Class C,6187.0,4986.0,892.0
Dharashiv,2015,Class D,2172.0,1563.0,256.0
Dharashiv,2016,Class A,566.0,384.0,66.0
Dharashiv,2016,Class B,831.0,596.0,54.0
Dharashiv,2016,Class C,6187.0,4992.0,894.0
Dharashiv,2016,Class D,2172.0,1557.0,254.0
Dharashiv,2017,Class A,574.0,428.0,72.0
Dharashiv,2017,Class B,855.0,625.0,61.0
Dharashiv,2017,Class C,6027.0,4849.0,900.0
Dharashiv,2017,Class D,1872.0,1365.0,227.0
Dharashiv,2018,Class A,598.0,416.0,76.0
Dharashiv,2018,Class B,898.0,562.0,80.0
Dharashiv,2018,Class C,6156.0,4772.0,909.0
Dharashiv,2018,Class D,1890.0,1290.0,230.0
Dharashiv,2019,Class A,595.0,405.0,82.0
Dharashiv,2019,Class B,904.0,551.0,82.0
Dharashiv,2019,Class C,5994.0,4557.0,898.0
Dharashiv,2019,Class D,1811.0,1180.0,207.0
Dharashiv,2020,Class A,596.0,410.0,80.0
Dharashiv,2020,Class B,907.0,595.0,90.0
Dharashiv,2020,Class C,5992.0,4557.0,906.0
Dharashiv,2020,Class D,1718.0,1107.0,196.0
Dharashiv,2021,Class A,574.0,405.0,78.0
Dharashiv,2021,Class B,883.0,535.0,85.0
Dharashiv,2021,Class C,5760.0,4372.0,901.0
Dharashiv,2021,Class D,1572.0,973.0,176.0
Palghar,2014,Class A,304.0,214.0,28.0
Palghar,2014,Class B,914.0,659.0,131.0
Palghar,2014,Class C,3942.0,2829.0,650.0
Palghar,2014,Class D,2339.0,1636.0,337.0
Palghar,2015,Class A,304.0,200.0,24.0
Palghar,2015,Class B,914.0,672.0,134.0
Palghar,2015,Class C,3942.0,2816.0,648.0
Palghar,2015,Class D,2339.0,1633.0,336.0
Palghar,2016,Class A,304.0,200.0,24.0
Palghar,2016,Class B,914.0,668.0,132.0
Palghar,2016,Class C,3942.0,2822.0,649.0
Palghar,2016,Class D,2339.0,1633.0,336.0
Palghar,2017,Class A,304.0,200.0,24.0
Palghar,2017,Class B,914.0,668.0,132.0
Palghar,2017,Class C,3942.0,2822.0,649.0
Palghar,2017,Class D,2339.0,1633.0,336.0
Palghar,2018,Class A,487.0,338.0,44.0
Palghar,2018,Class B,1160.0,732.0,121.0
Palghar,2018,Class C,7489.0,5821.0,1204.0
Palghar,2018,Class D,2425.0,1367.0,256.0
Palghar,2019,Class A,512.0,308.0,45.0
Palghar,2019,Class B,1161.0,710.0,151.0
Palghar,2019,Class C,7521.0,5605.0,1165.0
Palghar,2019,Class D,2355.0,1259.0,238.0
Palghar,2020,Class A,519.0,331.0,53.0
Palghar,2020,Class B,1309.0,804.0,173.0
Palghar,2020,Class C,7540.0,5501.0,1165.0
Palghar,2020,Class D,2283.0,1154.0,215.0
Palghar,2021,Class A,588.0,318.0,56.0
Palghar,2021,Class B,1306.0,791.0,171.0
Palghar,2021,Class C,7640.0,5524.0,1199.0
Palghar,2021,Class D,2265.0,1069.0,191.0
Parbhani,2013,Class A,358.0,276.0,25.0
Parbhani,2013,Class B,873.0,61.0,87.0
Parbhani,2013,Class C,5128.0,3957.0,358.0
Parbhani,2013,Class D,2067.0,1762.0,204.0
Parbhani,2014,Class A,475.0,323.0,38.0
Parbhani,2014,Class B,685.0,483.0,52.0
Parbhani,2014,Class C,6037.0,4675.0,771.0
Parbhani,2014,Class D,2042.0,1426.0,208.0
Parbhani,2015,Class A,475.0,301.0,38.0
Parbhani,2015,Class B,685.0,502.0,52.0
Parbhani,2015,Class C,6037.0,4667.0,770.0
Parbhani,2015,Class D,2042.0,1427.0,208.0
Parbhani,2016,Class A,475.0,301.0,38.0
Parbhani,2016,Class B,685.0,497.0,51.0
Parbhani,2016,Class C,6037.0,4667.0,770.0
Parbhani,2016,Class D,2042.0,1428.0,208.0
Parbhani,2017,Class A,377.0,272.0,45.0
Parbhani,2017,Class B,826.0,548.0,65.0
Parbhani,2017,Class C,5771.0,4477.0,768.0
Parbhani,2017,Class D,1745.0,1282.0,194.0
Parbhani,2018,Class A,411.0,282.0,50.0
Parbhani,2018,Class B,902.0,555.0,60.0
Parbhani,2018,Class C,5852.0,4320.0,767.0
Parbhani,2018,Class D,1752.0,1122.0,181.0
Parbhani,2019,Class A,410.0,252.0,56.0
Parbhani,2019,Class B,912.0,461.0,60.0
Parbhani,2019,Class C,5810.0,2505.0,501.0
Parbhani,2019,Class D,1660.0,1025.0,170.0
Parbhani,2020,Class A,410.0,274.0,58.0
Parbhani,2020,Class B,912.0,569.0,79.0
Parbhani,2020,Class C,5860.0,4163.0,757.0
Parbhani,2020,Class D,1667.0,987.0,173.0
Parbhani,2021,Class A,420.0,263.0,55.0
Parbhani,2021,Class B,910.0,518.0,69.0
Parbhani,2021,Class C,5828.0,4102.0,780.0
Parbhani,2021,Class D,1639.0,903.0,159.0
Raigad,2012,Class A,489.0,362.0,47.0
Raigad,2012,Class B,1478.0,1122.0,197.0
Raigad,2012,Class C,6996.0,5647.0,962.0
Raigad,2012,Class D,3006.0,2657.0,251.0
Raigad,2013,Class A,489.0,362.0,47.0
Raigad,2013,Class B,1478.0,1122.0,197.0
Raigad,2013,Class C,6996.0,5647.0,962.0
Raigad,2013,Class D,3006.0,2657.0,251.0
Raigad,2014,Class A,718.0,473.0,88.0
Raigad,2014,Class B,1129.0,823.0,169.0
Raigad,2014,Class C,8913.0,6971.0,1466.0
Raigad,2014,Class D,2666.0,2108.0,257.0
Raigad,2015,Class A,719.0,397.0,87.0
Raigad,2015,Class B,1129.0,867.0,170.0
Raigad,2015,Class C,8913.0,7001.0,1465.0
Raigad,2015,Class D,2666.0,2112.0,258.0
Raigad,2016,Class A,719.0,396.0,86.0
Raigad,2016,Class B,1129.0,867.0,171.0
Raigad,2016,Class C,8913.0,7002.0,1465.0
Raigad,2016,Class D,2666.0,2112.0,258.0
Raigad,2017,Class A,677.0,448.0,92.0
Raigad,2017,Class B,1072.0,702.0,132.0
Raigad,2017,Class C,8813.0,6728.0,1477.0
Raigad,2017,Class D,2375.0,1741.0,214.0
Raigad,2018,Class A,750.0,452.0,112.0
Raigad,2018,Class B,1086.0,648.0,127.0
Raigad,2018,Class C,8711.0,6553.0,1539.0
Raigad,2018,Class D,2524.0,1571.0,206.0
Raigad,2019,Class A,767.0,435.0,105.0
Raigad,2019,Class B,1125.0,613.0,135.0
Raigad,2019,Class C,8621.0,6008.0,1399.0
Raigad,2019,Class D,2548.0,1231.0,192.0
Raigad,2020,Class A,714.0,468.0,113.0
Raigad,2020,Class B,1131.0,715.0,167.0
Raigad,2020,Class C,8621.0,6351.0,1519.0
Raigad,2020,Class D,2512.0,1336.0,200.0
Raigad,2021,Class A,731.0,450.0,118.0
Raigad,2021,Class B,1155.0,658.0,158.0
Raigad,2021,Class C,9059.0,6254.0,1540.0
Raigad,2021,Class D,3046.0,1259.0,201.0
Ratnagiri,2006,Class A,490.0,382.0,32.0
Ratnagiri,2006,Class B,1208.0,827.0,150.0
Ratnagiri,2006,Class C,6235.0,5071.0,708.0
Ratnagiri,2006,Class D,2710.0,2350.0,214.0
Ratnagiri,2008,Class A,463.0,334.0,21.0
Ratnagiri,2008,Class B,696.0,440.0,87.0
Ratnagiri,2008,Class C,6867.0,5220.0,822.0
Ratnagiri,2008,Class D,2719.0,2243.0,224.0
Ratnagiri,2009,Class A,452.0,348.0,14.0
Ratnagiri,2009,Class B,835.0,549.0,105.0
Ratnagiri,2009,Class C,6813.0,5195.0,858.0
Ratnagiri,2009,Class D,2721.0,2281.0,237.0
Ratnagiri,2010,Class A,452.0,348.0,14.0
Ratnagiri,2010,Class B,835.0,549.0,105.0
Ratnagiri,2010,Class C,6813.0,5195.0,858.0
Ratnagiri,2010,Class D,2721.0,2281.0,237.0
Ratnagiri,2011,Class A,452.0,348.0,14.0
Ratnagiri,2011,Class B,835.0,549.0,105.0
Ratnagiri,2011,Class C,6813.0,5195.0,858.0
Ratnagiri,2011,Class D,2721.0,2281.0,237.0
Ratnagiri,2012,Class A,452.0,348.0,14.0
Ratnagiri,2012,Class B,835.0,549.0,105.0
Ratnagiri,2012,Class C,6813.0,5195.0,858.0
Ratnagiri,2012,Class D,2721.0,2281.0,237.0
Ratnagiri,2013,Class A,452.0,348.0,14.0
Ratnagiri,2013,Class B,835.0,549.0,105.0
Ratnagiri,2013,Class C,6813.0,5195.0,858.0
Ratnagiri,2013,Class D,2721.0,2281.0,237.0
Ratnagiri,2014,Class A,650.0,423.0,56.0
Ratnagiri,2014,Class B,1082.0,673.0,118.0
Ratnagiri,2014,Class C,7521.0,5341.0,1186.0
Ratnagiri,2014,Class D,2947.0,1918.0,213.0
Ratnagiri,2015,Class A,650.0,372.0,54.0
Ratnagiri,2015,Class B,1082.0,706.0,117.0
Ratnagiri,2015,Class C,7521.0,5355.0,1188.0
Ratnagiri,2015,Class D,2947.0,1911.0,213.0
Ratnagiri,2016,Class A,650.0,374.0,54.0
Ratnagiri,2016,Class B,1082.0,704.0,117.0
Ratnagiri,2016,Class C,7521.0,5355.0,1188.0
Ratnagiri,2016,Class D,2947.0,1911.0,213.0
Ratnagiri,2017,Class A,631.0,381.0,65.0
Ratnagiri,2017,Class B,994.0,564.0,98.0
Ratnagiri,2017,Class C,6791.0,5049.0,1175.0
Ratnagiri,2017,Class D,2497.0,1673.0,220.0
Ratnagiri,2018,Class A,699.0,357.0,68.0
Ratnagiri,2018,Class B,944.0,475.0,89.0
Ratnagiri,2018,Class C,6745.0,4440.0,1072.0
Ratnagiri,2018,Class D,2251.0,1491.0,206.0
Ratnagiri,2019,Class A,699.0,336.0,68.0
Ratnagiri,2019,Class B,983.0,486.0,106.0
Ratnagiri,2019,Class C,6702.0,4430.0,1119.0
Ratnagiri,2019,Class D,2203.0,1371.0,185.0
Ratnagiri,2020,Class A,,,
Ratnagiri,2020,Class B,,,
Ratnagiri,2020,Class C,,,
Ratnagiri,2020,Class D,,,
Ratnagiri,2021,Class A,708.0,332.0,72.0
Ratnagiri,2021,Class B,973.0,476.0,102.0
Ratnagiri,2021,Class C,6785.0,4330.0,1163.0
Ratnagiri,2021,Class D,2466.0,1167.0,158.0
Sindhudurg,2012,Class A,262.0,153.0,13.0
Sindhudurg,2012,Class B,644.0,404.0,77.0
Sindhudurg,2012,Class C,4215.0,3227.0,627.0
Sindhudurg,2012,Class D,1543.0,1227.0,112.0
Sindhudurg,2013,Class A,262.0,153.0,13.0
Sindhudurg,2013,Class B,644.0,404.0,77.0
Sindhudurg,2013,Class C,4215.0,3227.0,627.0
Sindhudurg,2013,Class D,1543.0,1227.0,112.0
Sindhudurg,2014,Class A,522.0,281.0,29.0
Sindhudurg,2014,Class B,604.0,350.0,61.0
Sindhudurg,2014,Class C,4799.0,3796.0,929.0
Sindhudurg,2014,Class D,1614.0,1097.0,97.0
Sindhudurg,2015,Class A,521.0,241.0,27.0
Sindhudurg,2015,Class B,604.0,390.0,63.0
Sindhudurg,2015,Class C,4790.0,3791.0,928.0
Sindhudurg,2015,Class D,1610.0,1095.0,96.0
Sindhudurg,2016,Class A,521.0,253.0,27.0
Sindhudurg,2016,Class B,604.0,377.0,63.0
Sindhudurg,2016,Class C,4790.0,3792.0,928.0
Sindhudurg,2016,Class D,1610.0,1095.0,96.0
Sindhudurg,2017,Class A,508.0,265.0,34.0
Sindhudurg,2017,Class B,678.0,343.0,63.0
Sindhudurg,2017,Class C,4655.0,3582.0,893.0
Sindhudurg,2017,Class D,1592.0,971.0,113.0
Sindhudurg,2018,Class A,516.0,256.0,39.0
Sindhudurg,2018,Class B,691.0,333.0,68.0
Sindhudurg,2018,Class C,4779.0,3463.0,904.0
Sindhudurg,2018,Class D,1615.0,928.0,117.0
Sindhudurg,2019,Class A,520.0,245.0,39.0
Sindhudurg,2019,Class B,689.0,337.0,78.0
Sindhudurg,2019,Class C,4771.0,3404.0,928.0
Sindhudurg,2019,Class D,1544.0,845.0,112.0
Sindhudurg,2020,Class A,533.0,242.0,42.0
Sindhudurg,2020,Class B,683.0,344.0,95.0
Sindhudurg,2020,Class C,4775.0,3293.0,919.0
Sindhudurg,2020,Class D,1540.0,795.0,105.0
Sindhudurg,2021,Class A,553.0,221.0,44.0
Sindhudurg,2021,Class B,690.0,321.0,94.0
Sindhudurg,2021,Class C,4713.0,3159.0,909.0
Sindhudurg,2021,Class D,1493.0,734.0,93.0
Thane,2012,Class A,1609.0,1282.0,176.0
Thane,2012,Class B,3774.0,3130.0,570.0
Thane,2012,Class C,27924.0,23367.0,4194.0
Thane,2012,Class D,8390.0,7338.0,1310.0
Thane,2013,Class A,1609.0,1282.0,176.0
Thane,2013,Class B,3774.0,3130.0,570.0
Thane,2013,Class C,27924.0,23367.0,4194.0
Thane,2013,Class D,8390.0,7338.0,1310.0
Thane,2014,Class A,1926.0,1478.0,294.0
Thane,2014,Class B,4218.0,2937.0,663.0
Thane,2014,Class C,35104.0,26716.0,5437.0
Thane,2014,Class D,5400.0,4414.0,818.0
Thane,2015,Class A,304.0,204.0,24.0
Thane,2015,Class B,914.0,672.0,134.0
Thane,2015,Class C,3942.0,2816.0,648.0
Thane,2015,Class D,2339.0,1633.0,336.0
Thane,2016,Class A,1926.0,1082.0,250.0
Thane,2016,Class B,4218.0,3259.0,690.0
Thane,2016,Class C,35104.0,26685.0,5438.0
Thane,2016,Class D,5400.0,4423.0,817.0
Thane,2017,Class A,1829.0,1377.0,309.0
Thane,2017,Class B,3777.0,2682.0,646.0
Thane,2017,Class C,29125.0,24103.0,5101.0
Thane,2017,Class D,5469.0,3966.0,775.0
Thane,2018,Class A,1840.0,1286.0,334.0
Thane,2018,Class B,3476.0,2494.0,665.0
Thane,2018,Class C,28436.0,24233.0,5520.0
Thane,2018,Class D,5479.0,3583.0,685.0
Thane,2019,Class A,1828.0,1178.0,318.0
Thane,2019,Class B,3571.0,2113.0,663.0
Thane,2019,Class C,28530.0,19786.0,4785.0
Thane,2019,Class D,5635.0,3451.0,674.0
Thane,2020,Class A,1852.0,1249.0,330.0
Thane,2020,Class B,3599.0,2478.0,731.0
Thane,2020,Class C,28628.0,24304.0,5747.0
Thane,2020,Class D,5488.0,3229.0,643.0
Thane,2021,Class A,1961.0,1249.0,345.0
Thane,2021,Class B,4062.0,2469.0,723.0
Thane,2021,Class C,31689.0,23887.0,5769.0
Thane,2021,Class D,5623.0,3155.0,640.0
Wardha,2012,Class A,377.0,304.0,47.0
Wardha,2012,Class B,816.0,677.0,156.0
Wardha,2012,Class C,4720.0,4148.0,606.0
Wardha,2012,Class D,2285.0,1974.0,242.0
Wardha,2013,Class A,377.0,304.0,47.0
Wardha,2013,Class B,816.0,677.0,156.0
Wardha,2013,Class C,4720.0,4148.0,606.0
Wardha,2013,Class D,2285.0,1974.0,242.0
Wardha,2014,Class A,487.0,328.0,49.0
Wardha,2014,Class B,731.0,532.0,124.0
Wardha,2014,Class C,6019.0,4888.0,1002.0
Wardha,2014,Class D,2080.0,1557.0,221.0
Wardha,2015,Class A,487.0,298.0,48.0
Wardha,2015,Class B,730.0,565.0,123.0
Wardha,2015,Class C,6018.0,4867.0,1002.0
Wardha,2015,Class D,2080.0,1563.0,221.0
Wardha,2016,Class A,487.0,298.0,48.0
Wardha,2016,Class B,730.0,565.0,123.0
Wardha,2016,Class C,6018.0,4867.0,1002.0
Wardha,2016,Class D,2080.0,1563.0,221.0
Wardha,2017,Class A,461.0,333.0,63.0
Wardha,2017,Class B,714.0,474.0,105.0
Wardha,2017,Class C,5818.0,4764.0,1010.0
Wardha,2017,Class D,1737.0,1264.0,207.0
Wardha,2018,Class A,494.0,339.0,77.0
Wardha,2018,Class B,748.0,473.0,101.0
Wardha,2018,Class C,5935.0,4594.0,1019.0
Wardha,2018,Class D,1677.0,1107.0,192.0
Wardha,2019,Class A,526.0,342.0,82.0
Wardha,2019,Class B,698.0,466.0,109.0
Wardha,2019,Class C,5924.0,4597.0,1042.0
Wardha,2019,Class D,1610.0,1052.0,192.0
Wardha,2020,Class A,533.0,341.0,79.0
Wardha,2020,Class B,747.0,494.0,129.0
Wardha,2020,Class C,5939.0,4594.0,1081.0
Wardha,2020,Class D,1589.0,968.0,177.0
Wardha,2021,Class A,549.0,340.0,77.0
Wardha,2021,Class B,733.0,489.0,128.0
Wardha,2021,Class C,5989.0,4524.0,1121.0
Wardha,2021,Class D,1541.0,867.0,162.0
Washim,2008,Class A,,,
Washim,2008,Class B,,,
Washim,2008,Class C,,,
Washim,2008,Class D,,,
Washim,2009,Class A,201.0,156.0,13.0
Washim,2009,Class B,369.0,263.0,18.0
Washim,2009,Class C,3478.0,2970.0,251.0
Washim,2009,Class D,941.0,771.0,72.0
Washim,2010,Class A,201.0,156.0,13.0
Washim,2010,Class B,369.0,263.0,18.0
Washim,2010,Class C,3478.0,2970.0,251.0
Washim,2010,Class D,941.0,771.0,72.0
Washim,2011,Class A,201.0,156.0,13.0
Washim,2011,Class B,369.0,263.0,18.0
