Year,District,Number of Workers,Number of Establishments,Houses used for Commercial Purposes,Houses used for Residential cum Commercial Purposes,Govt / PSU,Private Proprietary,Private Partnership,Private Company,Private Self Help Group,Co-operative,Private Non-profit Institution,Private Other,Private Sector,Self-Financed,Borrowing from Institutions,Borrowing from Non-Institutions, Financial Assistance from Govt. sources,Loans from SHGs,Donations/Transfers,Other SOF,Perennial,Non-Perennial,SC,ST,OBC,Others,Hindu,Islam,Christian,Sikh,Buddhist,Zoroastrian,Jain,Others.1
1990,Nanded,118372,51987,,,26213,,,,,6597,,,85562,,,,,,,,48580,3407,4309,2172,,45506,,,,,,,,
1990,Thane,806295,169524,,,96564,,,,,22721,,,687010,,,,,,,,159976,9548,6011,5638,,157875,,,,,,,,
1990,Dharashiv,79739,36520,,,21814,,,,,2669,,,55256,,,,,,,,34478,2042,3952,839,,31729,,,,,,,,
1990,Latur,103545,42885,,,26915,,,,,6517,,,70113,,,,,,,,40449,2436,4584,811,,37490,,,,,,,,
1990,Buldhana,109068,49911,,,24964,,,,,6460,,,77644,,,,,,,,45810,4101,4109,763,,45039,,,,,,,,
1990,Akola,155120,65311,,,44323,,,,,9546,,,101251,,,,,,,,60637,4674,4318,1582,,59411,,,,,,,,
1990,Amravati,164132,64693,,,53669,,,,,7653,,,102810,,,,,,,,60555,4138,4892,2392,,57409,,,,,,,,
1990,Yavatmal,137258,58370,,,43770,,,,,8024,,,85464,,,,,,,,54647,3723,3622,3595,,51153,,,,,,,,
1990,Wardha,84795,33264,,,22997,,,,,7072,,,54726,,,,,,,,30724,2540,2452,1745,,29067,,,,,,,,
1990,Nagpur,405738,113877,,,117069,,,,,28109,,,260560,,,,,,,,108876,5001,10418,12646,,90813,,,,,,,,
1990,Bhandara,170485,73857,,,29979,,,,,6810,,,133696,,,,,,,,65282,8575,16108,7711,,50038,,,,,,,,
1990,Chandrapur,150487,54478,,,47133,,,,,11743,,,91611,,,,,,,,49267,5211,5107,4809,,44562,,,,,,,,
1990,Raigad,176643,50287,,,44451,,,,,17358,,,114834,,,,,,,,43287,7000,1967,1971,,46349,,,,,,,,
1990,Gadchiroli,48739,22105,,,15842,,,,,1472,,,31425,,,,,,,,19050,3055,2181,2820,,17104,,,,,,,,
