Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non Workers
2011,Chandrapur,Total,15-19,9635,8920,85397
2011,Chandrapur,Total,20-24,27173,18440,60913
2011,Chandrapur,Total,25-29,32919,18023,43888
2011,Chandrapur,Total,30-34,34134,16768,33752
2011,Chandrapur,Total,35-39,36450,16764,30802
2011,Chandrapur,Total,40-49,62196,27228,48963
2011,Chandrapur,Total,50-59,36728,17191,34517
2011,Chandrapur,Total,60-69,20265,12536,39065
2011,Chandrapur,Total,70-79,4434,3034,25237
2011,Chandrapur,Total,80+,885,544,8894
2011,Chandrapur,Rural,05-09,419,398,54544
2011,Chandrapur,Rural,10-14,1052,1176,63256
2011,Chandrapur,Rural,15-19,8736,8226,50642
2011,Chandrapur,Rural,20-24,24355,16905,24253
2011,Chandrapur,Rural,25-29,28382,16165,14043
2011,Chandrapur,Rural,30-34,28400,14767,9537
2011,Chandrapur,Rural,35-39,29806,14545,7820
2011,Chandrapur,Rural,40-49,51001,23865,11967
2011,Chandrapur,Rural,50-59,31224,15632,11620
2011,Chandrapur,Rural,60-69,18371,11614,22824
2011,Chandrapur,Rural,70-79,3989,2780,17178
2011,Chandrapur,Rural,80+,760,488,5597
2011,Chandrapur,Urban,05-09,176,138,27543
2011,Chandrapur,Urban,10-14,275,204,32500
2011,Chandrapur,Urban,15-19,899,694,34755
2011,Chandrapur,Urban,20-24,2818,1535,36660
2011,Chandrapur,Urban,25-29,4537,1858,29845
2011,Chandrapur,Urban,30-34,5734,2001,24215
2011,Chandrapur,Urban,35-39,6644,2219,22982
2011,Chandrapur,Urban,40-49,11195,3363,36996
2011,Chandrapur,Urban,50-59,5504,1559,22897
2011,Chandrapur,Urban,60-69,1894,922,16241
2011,Chandrapur,Urban,70-79,445,254,8059
2011,Chandrapur,Urban,80+,125,56,3297
2011,Yavatmal,Total,05-09,3210,529,112817
2011,Yavatmal,Total,10-14,6798,1992,130119
2011,Yavatmal,Total,15-19,26532,7710,99405
2011,Yavatmal,Total,20-24,49388,11368,65010
2011,Yavatmal,Total,25-29,56246,11492,48224
2011,Yavatmal,Total,30-34,56293,10420,36398
2011,Yavatmal,Total,35-39,58456,9611,31604
2011,Yavatmal,Total,40-49,91762,15119,48473
2011,Yavatmal,Total,50-59,54821,9809,37037
2011,Yavatmal,Total,60-69,36302,8101,47491
2011,Yavatmal,Total,70-79,8864,2279,30292
2011,Yavatmal,Total,80+,1776,441,11387
2011,Yavatmal,Rural,05-09,2667,449,90104
2011,Yavatmal,Rural,10-14,6081,1885,103288
2011,Yavatmal,Rural,15-19,25103,7411,72777
2011,Yavatmal,Rural,20-24,46665,10738,39333
2011,Yavatmal,Rural,25-29,52120,10715,25811
2011,Yavatmal,Rural,30-34,51337,9487,17573
2011,Yavatmal,Rural,35-39,52657,8639,14389
2011,Yavatmal,Rural,40-49,82945,13664,22775
2011,Yavatmal,Rural,50-59,50399,9119,19856
2011,Yavatmal,Rural,60-69,34002,7582,32424
2011,Yavatmal,Rural,70-79,8208,2131,23009
2011,Yavatmal,Rural,80+,1637,413,8566
2011,Yavatmal,Urban,05-09,543,80,22713
2011,Yavatmal,Urban,10-14,717,107,26831
2011,Yavatmal,Urban,15-19,1429,299,26628
2011,Yavatmal,Urban,20-24,2723,630,25677
2011,Yavatmal,Urban,25-29,4126,777,22413
2011,Yavatmal,Urban,30-34,4956,933,18825
2011,Yavatmal,Urban,35-39,5799,972,17215
2011,Yavatmal,Urban,40-49,8817,1455,25698
2011,Yavatmal,Urban,50-59,4422,690,17181
2011,Yavatmal,Urban,60-69,2300,519,15067
2011,Yavatmal,Urban,70-79,656,148,7283
2011,Yavatmal,Urban,80+,139,28,2821
2011,Nanded,Total,05-09,1799,958,162982
2011,Nanded,Total,10-14,6153,2911,169625
2011,Nanded,Total,15-19,30038,8951,123395
2011,Nanded,Total,20-24,59699,13979,80617
2011,Nanded,Total,25-29,63979,13496,60994
2011,Nanded,Total,30-34,61523,12036,48120
2011,Nanded,Total,35-39,59427,11201,41327
2011,Nanded,Total,40-49,86010,15915,59410
2011,Nanded,Total,50-59,51808,10326,45234
2011,Nanded,Total,60-69,36396,8709,62887
2011,Nanded,Total,70-79,7406,2060,35647
2011,Nanded,Total,80+,1917,582,17561
2011,Nanded,Rural,05-09,1414,593,120183
2011,Nanded,Rural,10-14,5386,2291,123684
2011,Nanded,Rural,15-19,27668,7760,79952
2011,Nanded,Rural,20-24,54855,12274,40855
2011,Nanded,Rural,25-29,57317,11707,28791
2011,Nanded,Rural,30-34,54324,10366,22457
2011,Nanded,Rural,35-39,52168,9547,18797
2011,Nanded,Rural,40-49,75547,13684,27521
2011,Nanded,Rural,50-59,46289,9048,24102
2011,Nanded,Rural,60-69,33476,7836,42382
2011,Nanded,Rural,70-79,6744,1800,26463
2011,Nanded,Rural,80+,1719,507,13187
2011,Nanded,Urban,05-09,385,365,42799
2011,Nanded,Urban,10-14,767,620,45941
2011,Nanded,Urban,15-19,2370,1191,43443
2011,Nanded,Urban,20-24,4844,1705,39762
2011,Nanded,Urban,25-29,6662,1789,32203
2011,Nanded,Urban,30-34,7199,1670,25663
2011,Nanded,Urban,35-39,7259,1654,22530
2011,Nanded,Urban,40-49,10463,2231,31889
2011,Nanded,Urban,50-59,5519,1278,21132
2011,Nanded,Urban,60-69,2920,873,20505
2011,Nanded,Urban,70-79,662,260,9184
2011,Nanded,Urban,80+,198,75,4374
2011,Hingoli,Total,05-09,1732,285,56693
2011,Hingoli,Total,10-14,3589,961,58035
2011,Hingoli,Total,15-19,13391,2817,36451
2011,Hingoli,Total,20-24,26205,4395,19984
2011,Hingoli,Total,25-29,27307,4112,15206
2011,Hingoli,Total,30-34,26130,3705,12816
2011,Hingoli,Total,35-39,25338,3469,10870
2011,Hingoli,Total,40-49,36095,4965,15361
2011,Hingoli,Total,50-59,23338,3507,12866
2011,Hingoli,Total,60-69,17830,2960,20670
2011,Hingoli,Total,70-79,3923,799,13152
2011,Hingoli,Total,80+,979,203,6345
2011,Hingoli,Rural,05-09,1463,236,48044
2011,Hingoli,Rural,10-14,3249,892,48599
2011,Hingoli,Rural,15-19,12764,2685,27835
2011,Hingoli,Rural,20-24,25312,4172,12613
2011,Hingoli,Rural,25-29,26198,3890,9217
2011,Hingoli,Rural,30-34,24975,3486,7403
2011,Hingoli,Rural,35-39,24080,3228,6257
2011,Hingoli,Rural,40-49,34324,4637,9058
2011,Hingoli,Rural,50-59,22379,3298,8719
2011,Hingoli,Rural,60-69,17137,2810,16252
2011,Hingoli,Rural,70-79,3729,764,11143
2011,Hingoli,Rural,80+,927,195,5458
2011,Hingoli,Urban,05-09,269,49,8649
2011,Hingoli,Urban,10-14,340,69,9436
2011,Hingoli,Urban,15-19,627,132,8616
2011,Hingoli,Urban,20-24,893,223,7371
2011,Hingoli,Urban,25-29,1109,222,5989
2011,Hingoli,Urban,30-34,1155,219,5413
2011,Hingoli,Urban,35-39,1258,241,4613
2011,Hingoli,Urban,40-49,1771,328,6303
2011,Hingoli,Urban,50-59,959,209,4147
2011,Hingoli,Urban,60-69,693,150,4418
2011,Hingoli,Urban,70-79,194,35,2009
2011,Hingoli,Urban,80+,52,8,887
2011,Parbhani,Total,05-09,909,502,88824
2011,Parbhani,Total,10-14,3153,1406,91289
2011,Parbhani,Total,15-19,18102,3692,63014
2011,Parbhani,Total,20-24,35649,4851,41501
2011,Parbhani,Total,25-29,36835,4625,30669
2011,Parbhani,Total,30-34,36297,4297,24247
2011,Parbhani,Total,35-39,35558,3947,21367
2011,Parbhani,Total,40-49,52057,5906,31980
2011,Parbhani,Total,50-59,31197,3888,25156
2011,Parbhani,Total,60-69,25699,3723,36635
2011,Parbhani,Total,70-79,5300,930,20872
2011,Parbhani,Total,80+,1423,266,10039
2011,Parbhani,Rural,05-09,595,323,61230
2011,Parbhani,Rural,10-14,2600,1061,62034
2011,Parbhani,Rural,15-19,16558,3044,36700
2011,Parbhani,Rural,20-24,32664,3919,17150
2011,Parbhani,Rural,25-29,32960,3644,11435
2011,Parbhani,Rural,30-34,32138,3324,8957
2011,Parbhani,Rural,35-39,31329,2981,7703
2011,Parbhani,Rural,40-49,45606,4538,11689
2011,Parbhani,Rural,50-59,27668,3095,11148
2011,Parbhani,Rural,60-69,23385,3083,22677
2011,Parbhani,Rural,70-79,4841,790,14655
2011,Parbhani,Rural,80+,1260,223,7246
2011,Parbhani,Urban,05-09,314,179,27594
2011,Parbhani,Urban,10-14,553,345,29255
2011,Parbhani,Urban,15-19,1544,648,26314
2011,Parbhani,Urban,20-24,2985,932,24351
2011,Parbhani,Urban,25-29,3875,981,19234
2011,Parbhani,Urban,30-34,4159,973,15290
2011,Parbhani,Urban,35-39,4229,966,13664
2011,Parbhani,Urban,40-49,6451,1368,20291
2011,Parbhani,Urban,50-59,3529,793,14008
2011,Parbhani,Urban,60-69,2314,640,13958
2011,Parbhani,Urban,70-79,459,140,6217
2011,Parbhani,Urban,80+,163,43,2793
2011,Jalna,Total,05-09,1215,760,94511
2011,Jalna,Total,10-14,3619,2161,91949
2011,Jalna,Total,15-19,21100,5152,58524
2011,Jalna,Total,20-24,45182,6538,35906
2011,Jalna,Total,25-29,45532,5951,26456
2011,Jalna,Total,30-34,41805,5121,20536
2011,Jalna,Total,35-39,39959,4742,17643
2011,Jalna,Total,40-49,58987,7018,27255
2011,Jalna,Total,50-59,36189,4942,22043
2011,Jalna,Total,60-69,31180,5000,35263
2011,Jalna,Total,70-79,7130,1508,22982
2011,Jalna,Total,80+,2319,448,11378
2011,Jalna,Rural,05-09,1052,529,76690
2011,Jalna,Rural,10-14,3312,1797,73817
2011,Jalna,Rural,15-19,20066,4595,41695
2011,Jalna,Rural,20-24,42966,5738,19776
2011,Jalna,Rural,25-29,42528,5128,13692
2011,Jalna,Rural,30-34,38660,4376,10214
2011,Jalna,Rural,35-39,36890,4022,8599
2011,Jalna,Rural,40-49,54577,5994,13966
2011,Jalna,Rural,50-59,33857,4356,13685
2011,Jalna,Rural,60-69,29917,4563,27082
2011,Jalna,Rural,70-79,6779,1387,19193
2011,Jalna,Rural,80+,2209,398,9573
2011,Jalna,Urban,05-09,163,231,17821
2011,Jalna,Urban,10-14,307,364,18132
2011,Jalna,Urban,15-19,1034,557,16829
2011,Jalna,Urban,20-24,2216,800,16130
2011,Jalna,Urban,25-29,3004,823,12764
2011,Jalna,Urban,30-34,3145,745,10322
2011,Jalna,Urban,35-39,3069,720,9044
2011,Jalna,Urban,40-49,4410,1024,13289
2011,Jalna,Urban,50-59,2332,586,8358
2011,Jalna,Urban,60-69,1263,437,8181
2011,Jalna,Urban,70-79,351,121,3789
2011,Jalna,Urban,80+,110,50,1805
2011,Chhatrapati Sambhaji Nagar,Total,05-09,1187,1341,173880
2011,Chhatrapati Sambhaji Nagar,Total,10-14,4688,3573,171957
2011,Chhatrapati Sambhaji Nagar,Total,15-19,29399,7363,131469
2011,Chhatrapati Sambhaji Nagar,Total,20-24,64219,9730,106998
2011,Chhatrapati Sambhaji Nagar,Total,25-29,66907,8921,83463
2011,Chhatrapati Sambhaji Nagar,Total,30-34,64283,7709,63418
2011,Chhatrapati Sambhaji Nagar,Total,35-39,62797,7130,54655
2011,Chhatrapati Sambhaji Nagar,Total,40-49,89897,10281,77800
2011,Chhatrapati Sambhaji Nagar,Total,50-59,51803,6453,54686
2011,Chhatrapati Sambhaji Nagar,Total,60-69,40103,5948,65987
2011,Chhatrapati Sambhaji Nagar,Total,70-79,9511,1934,38820
2011,Chhatrapati Sambhaji Nagar,Total,80+,2377,525,18646
2011,Chhatrapati Sambhaji Nagar,Rural,05-09,688,734,99745
2011,Chhatrapati Sambhaji Nagar,Rural,10-14,3807,2727,98010
2011,Chhatrapati Sambhaji Nagar,Rural,15-19,26118,5882,61417
2011,Chhatrapati Sambhaji Nagar,Rural,20-24,54981,6965,30807
2011,Chhatrapati Sambhaji Nagar,Rural,25-29,53560,6054,20551
2011,Chhatrapati Sambhaji Nagar,Rural,30-34,50171,5155,15489
2011,Chhatrapati Sambhaji Nagar,Rural,35-39,48489,4753,12773
2011,Chhatrapati Sambhaji Nagar,Rural,40-49,71124,7207,20009
2011,Chhatrapati Sambhaji Nagar,Rural,50-59,42916,4939,18421
2011,Chhatrapati Sambhaji Nagar,Rural,60-69,36265,4921,34216
2011,Chhatrapati Sambhaji Nagar,Rural,70-79,8657,1636,24169
2011,Chhatrapati Sambhaji Nagar,Rural,80+,2002,394,11850
2011,Chhatrapati Sambhaji Nagar,Urban,05-09,499,607,74135
2011,Chhatrapati Sambhaji Nagar,Urban,10-14,881,846,73947
2011,Chhatrapati Sambhaji Nagar,Urban,15-19,3281,1481,70052
2011,Chhatrapati Sambhaji Nagar,Urban,20-24,9238,2765,76191
2011,Chhatrapati Sambhaji Nagar,Urban,25-29,13347,2867,62912
2011,Chhatrapati Sambhaji Nagar,Urban,30-34,14112,2554,47929
2011,Chhatrapati Sambhaji Nagar,Urban,35-39,14308,2377,41882
2011,Chhatrapati Sambhaji Nagar,Urban,40-49,18773,3074,57791
2011,Chhatrapati Sambhaji Nagar,Urban,50-59,8887,1514,36265
2011,Chhatrapati Sambhaji Nagar,Urban,60-69,3838,1027,31771
2011,Chhatrapati Sambhaji Nagar,Urban,70-79,854,298,14651
2011,Chhatrapati Sambhaji Nagar,Urban,80+,375,131,6796
2011,Nashik,Total,05-09,7138,1613,273050
2011,Nashik,Total,10-14,15501,5561,277984
2011,Nashik,Total,15-19,58294,14578,207243
2011,Nashik,Total,20-24,117729,19166,160563
2011,Nashik,Total,25-29,124422,17410,128151
2011,Nashik,Total,30-34,114781,14763,99363
2011,Nashik,Total,35-39,108737,13429,84678
2011,Nashik,Total,40-49,165845,20202,134555
2011,Nashik,Total,50-59,96758,13646,99348
2011,Nashik,Total,60-69,56549,9956,105401
2011,Nashik,Total,70-79,12832,2689,60888
2011,Nashik,Total,80+,2979,549,22664
2011,Nashik,Rural,05-09,5317,1140,163323
2011,Nashik,Rural,10-14,12859,4810,164009
2011,Nashik,Rural,15-19,51454,12587,98353
2011,Nashik,Rural,20-24,102144,15842,45188
2011,Nashik,Rural,25-29,102026,13705,28784
2011,Nashik,Rural,30-34,91349,11243,20921
2011,Nashik,Rural,35-39,85041,10088,17812
2011,Nashik,Rural,40-49,132263,15808,30651
2011,Nashik,Rural,50-59,80352,11442,30761
2011,Nashik,Rural,60-69,50078,8717,52678
2011,Nashik,Rural,70-79,11212,2353,36215
2011,Nashik,Rural,80+,2458,464,12989
2011,Nashik,Urban,05-09,1821,473,109727
2011,Nashik,Urban,10-14,2642,751,113975
2011,Nashik,Urban,15-19,6840,1991,108890
2011,Nashik,Urban,20-24,15585,3324,115375
2011,Nashik,Urban,25-29,22396,3705,99367
2011,Nashik,Urban,30-34,23432,3520,78442
2011,Nashik,Urban,35-39,23696,3341,66866
2011,Nashik,Urban,40-49,33582,4394,103904
2011,Nashik,Urban,50-59,16406,2204,68587
2011,Nashik,Urban,60-69,6471,1239,52723
2011,Nashik,Urban,70-79,1620,336,24673
2011,Nashik,Urban,80+,521,85,9675
2011,Thane,Total,05-09,5295,5311,458365
2011,Thane,Total,10-14,10884,9178,451313
2011,Thane,Total,15-19,43353,22815,380280
2011,Thane,Total,20-24,114585,37978,382971
2011,Thane,Total,25-29,144340,35860,362651
2011,Thane,Total,30-34,125124,31015,301898
2011,Thane,Total,35-39,118820,29014,267587
2011,Thane,Total,40-49,174358,42968,411901
2011,Thane,Total,50-59,89272,25269,277283
2011,Thane,Total,60-69,30193,13040,187383
2011,Thane,Total,70-79,7029,3500,83590
2011,Thane,Total,80+,3449,1243,36147
2011,Thane,Rural,05-09,1654,1180,131039
2011,Thane,Rural,10-14,4965,4135,121924
2011,Thane,Rural,15-19,21560,14118,77962
2011,Thane,Rural,20-24,39999,22290,62508
2011,Thane,Rural,25-29,39674,19816,50180
2011,Thane,Rural,30-34,36923,17462,38701
2011,Thane,Rural,35-39,36595,16657,33633
2011,Thane,Rural,40-49,57632,26414,54158
2011,Thane,Rural,50-59,32108,16167,41569
2011,Thane,Rural,60-69,14479,8709,39197
2011,Thane,Rural,70-79,2983,2093,20081
2011,Thane,Rural,80+,899,477,7212
2011,Thane,Urban,05-09,3641,4131,327326
2011,Thane,Urban,10-14,5919,5043,329389
2011,Thane,Urban,15-19,21793,8697,302318
2011,Thane,Urban,20-24,74586,15688,320463
2011,Thane,Urban,25-29,104666,16044,312471
2011,Thane,Urban,30-34,88201,13553,263197
2011,Thane,Urban,35-39,82225,12357,233954
2011,Thane,Urban,40-49,116726,16554,357743
2011,Thane,Urban,50-59,57164,9102,235714
2011,Thane,Urban,60-69,15714,4331,148186
2011,Thane,Urban,70-79,4046,1407,63509
2011,Thane,Urban,80+,2550,766,28935
2011,Mumbai Suburban,Total,05-09,3045,3164,326049
2011,Mumbai Suburban,Total,10-14,5531,4247,351136
2011,Mumbai Suburban,Total,15-19,25729,7800,338642
2011,Mumbai Suburban,Total,20-24,93538,13264,328700
2011,Mumbai Suburban,Total,25-29,126574,12068,304926
2011,Mumbai Suburban,Total,30-34,104627,9619,267262
2011,Mumbai Suburban,Total,35-39,96187,9136,250474
2011,Mumbai Suburban,Total,40-49,142875,13207,408502
2011,Mumbai Suburban,Total,50-59,74565,7492,291235
2011,Mumbai Suburban,Total,60-69,20904,3772,207826
2011,Mumbai Suburban,Total,70-79,5392,1335,97934
2011,Mumbai Suburban,Total,80+,2702,658,40957
2011,Mumbai Suburban,Rural,05-09,0,0,0
2011,Mumbai Suburban,Rural,10-14,0,0,0
2011,Mumbai Suburban,Rural,15-19,0,0,0
2011,Mumbai Suburban,Rural,20-24,0,0,0
2011,Mumbai Suburban,Rural,25-29,0,0,0
2011,Mumbai Suburban,Rural,30-34,0,0,0
2011,Mumbai Suburban,Rural,35-39,0,0,0
2011,Mumbai Suburban,Rural,40-49,0,0,0
2011,Mumbai Suburban,Rural,50-59,0,0,0
2011,Mumbai Suburban,Rural,60-69,0,0,0
2011,Mumbai Suburban,Rural,70-79,0,0,0
2011,Mumbai Suburban,Rural,80+,0,0,0
2011,Mumbai Suburban,Urban,05-09,3045,3164,326049
2011,Mumbai Suburban,Urban,10-14,5531,4247,351136
2011,Mumbai Suburban,Urban,15-19,25729,7800,338642
2011,Mumbai Suburban,Urban,20-24,93538,13264,328700
2011,Mumbai Suburban,Urban,25-29,126574,12068,304926
2011,Mumbai Suburban,Urban,30-34,104627,9619,267262
2011,Mumbai Suburban,Urban,35-39,96187,9136,250474
2011,Mumbai Suburban,Urban,40-49,142875,13207,408502
2011,Mumbai Suburban,Urban,50-59,74565,7492,291235
2011,Mumbai Suburban,Urban,60-69,20904,3772,207826
2011,Mumbai Suburban,Urban,70-79,5392,1335,97934
2011,Mumbai Suburban,Urban,80+,2702,658,40957
2011,Mumbai City,Total,05-09,1077,1014,97380
2011,Mumbai City,Total,10-14,1822,1352,105174
2011,Mumbai City,Total,15-19,7246,2336,105409
2011,Mumbai City,Total,20-24,28634,4404,103008
2011,Mumbai City,Total,25-29,39305,4054,95086
2011,Mumbai City,Total,30-34,32531,3180,83569
2011,Mumbai City,Total,35-39,30354,2980,79386
2011,Mumbai City,Total,40-49,49322,4687,134594
2011,Mumbai City,Total,50-59,29129,2797,99029
2011,Mumbai City,Total,60-69,9108,1534,76489
2011,Mumbai City,Total,70-79,2824,698,42312
2011,Mumbai City,Total,80+,1271,317,20265
2011,Mumbai City,Rural,05-09,0,0,0
2011,Mumbai City,Rural,10-14,0,0,0
2011,Mumbai City,Rural,15-19,0,0,0
2011,Mumbai City,Rural,20-24,0,0,0
2011,Mumbai City,Rural,25-29,0,0,0
2011,Mumbai City,Rural,30-34,0,0,0
2011,Mumbai City,Rural,35-39,0,0,0
2011,Mumbai City,Rural,40-49,0,0,0
2011,Mumbai City,Rural,50-59,0,0,0
2011,Mumbai City,Rural,60-69,0,0,0
2011,Mumbai City,Rural,70-79,0,0,0
2011,Mumbai City,Rural,80+,0,0,0
2011,Mumbai City,Urban,05-09,1077,1014,97380
2011,Mumbai City,Urban,10-14,1822,1352,105174
2011,Mumbai City,Urban,15-19,7246,2336,105409
2011,Mumbai City,Urban,20-24,28634,4404,103008
2011,Mumbai City,Urban,25-29,39305,4054,95086
2011,Mumbai City,Urban,30-34,32531,3180,83569
2011,Mumbai City,Urban,35-39,30354,2980,79386
2011,Mumbai City,Urban,40-49,49322,4687,134594
2011,Mumbai City,Urban,50-59,29129,2797,99029
2011,Mumbai City,Urban,60-69,9108,1534,76489
2011,Mumbai City,Urban,70-79,2824,698,42312
2011,Mumbai City,Urban,80+,1271,317,20265
2011,Raigad,Total,05-09,1507,979,103631
2011,Raigad,Total,10-14,2494,1969,112560
2011,Raigad,Total,15-19,8877,6698,98340
2011,Raigad,Total,20-24,22291,12387,89368
2011,Raigad,Total,25-29,28514,12687,78756
2011,Raigad,Total,30-34,28278,12425,65173
2011,Raigad,Total,35-39,29516,12431,59489
2011,Raigad,Total,40-49,47570,19742,91018
2011,Raigad,Total,50-59,28425,12436,64090
2011,Raigad,Total,60-69,14023,7224,56605
2011,Raigad,Total,70-79,3740,2099,32575
2011,Raigad,Total,80+,1103,530,13097
2011,Raigad,Rural,05-09,903,558,66622
2011,Raigad,Rural,10-14,1640,1365,74473
2011,Raigad,Rural,15-19,6935,5607,62148
2011,Raigad,Rural,20-24,15546,10088,50405
2011,Raigad,Rural,25-29,18325,10412,41033
2011,Raigad,Rural,30-34,19122,10406,32533
2011,Raigad,Rural,35-39,20592,10541,29721
2011,Raigad,Rural,40-49,35009,17124,47452
2011,Raigad,Rural,50-59,22470,11062,37852
2011,Raigad,Rural,60-69,12326,6608,39600
2011,Raigad,Rural,70-79,3300,1905,24486
2011,Raigad,Rural,80+,841,449,9491
2011,Raigad,Urban,05-09,604,421,37009
2011,Raigad,Urban,10-14,854,604,38087
2011,Raigad,Urban,15-19,1942,1091,36192
2011,Raigad,Urban,20-24,6745,2299,38963
2011,Raigad,Urban,25-29,10189,2275,37723
2011,Raigad,Urban,30-34,9156,2019,32640
2011,Raigad,Urban,35-39,8924,1890,29768
2011,Raigad,Urban,40-49,12561,2618,43566
2011,Raigad,Urban,50-59,5955,1374,26238
2011,Raigad,Urban,60-69,1697,616,17005
2011,Raigad,Urban,70-79,440,194,8089
2011,Raigad,Urban,80+,262,81,3606
2011,Pune,Total,05-09,4796,2525,348555
2011,Pune,Total,10-14,9133,4159,357494
2011,Pune,Total,15-19,39994,10795,329878
2011,Pune,Total,20-24,122638,21274,346479
2011,Pune,Total,25-29,165174,20534,291196
2011,Pune,Total,30-34,151104,17013,216778
2011,Pune,Total,35-39,148276,15928,177707
2011,Pune,Total,40-49,223534,23725,277271
2011,Pune,Total,50-59,129630,14977,208996
2011,Pune,Total,60-69,70906,10897,183645
2011,Pune,Total,70-79,18481,3431,100831
2011,Pune,Total,80+,4958,917,44292
2011,Pune,Rural,05-09,2660,845,140575
2011,Pune,Rural,10-14,5596,2092,151233
2011,Pune,Rural,15-19,27104,6788,126045
2011,Pune,Rural,20-24,71320,12066,97053
2011,Pune,Rural,25-29,79828,11018,68381
2011,Pune,Rural,30-34,76192,9323,46970
2011,Pune,Rural,35-39,79721,9419,38607
2011,Pune,Rural,40-49,129652,14765,62001
2011,Pune,Rural,50-59,82872,10249,49828
2011,Pune,Rural,60-69,56288,8245,62676
2011,Pune,Rural,70-79,14812,2569,44078
2011,Pune,Rural,80+,3356,571,19890
2011,Pune,Urban,05-09,2136,1680,207980
2011,Pune,Urban,10-14,3537,2067,206261
2011,Pune,Urban,15-19,12890,4007,203833
2011,Pune,Urban,20-24,51318,9208,249426
2011,Pune,Urban,25-29,85346,9516,222815
2011,Pune,Urban,30-34,74912,7690,169808
2011,Pune,Urban,35-39,68555,6509,139100
2011,Pune,Urban,40-49,93882,8960,215270
2011,Pune,Urban,50-59,46758,4728,159168
2011,Pune,Urban,60-69,14618,2652,120969
2011,Pune,Urban,70-79,3669,862,56753
2011,Pune,Urban,80+,1602,346,24402
2011,Ahilyanagar,Total,05-09,2161,1129,182267
2011,Ahilyanagar,Total,10-14,6413,2968,197667
2011,Ahilyanagar,Total,15-19,39779,8372,152498
2011,Ahilyanagar,Total,20-24,98342,12348,101551
2011,Ahilyanagar,Total,25-29,104666,11148,69453
2011,Ahilyanagar,Total,30-34,101306,9867,52687
2011,Ahilyanagar,Total,35-39,102348,9336,46963
2011,Ahilyanagar,Total,40-49,161088,14283,78374
2011,Ahilyanagar,Total,50-59,101306,9685,62868
2011,Ahilyanagar,Total,60-69,70845,8957,83859
2011,Ahilyanagar,Total,70-79,17056,2947,56775
2011,Ahilyanagar,Total,80+,4104,731,24994
2011,Ahilyanagar,Rural,05-09,1895,971,146446
2011,Ahilyanagar,Rural,10-14,5862,2677,158904
2011,Ahilyanagar,Rural,15-19,37626,7579,113942
2011,Ahilyanagar,Rural,20-24,91923,10745,62850
2011,Ahilyanagar,Rural,25-29,95590,9444,38638
2011,Ahilyanagar,Rural,30-34,91470,8199,28355
2011,Ahilyanagar,Rural,35-39,91946,7703,25047
2011,Ahilyanagar,Rural,40-49,145396,11965,42184
2011,Ahilyanagar,Rural,50-59,92850,8431,38386
2011,Ahilyanagar,Rural,60-69,66798,8116,62383
2011,Ahilyanagar,Rural,70-79,16036,2691,45697
2011,Ahilyanagar,Rural,80+,3836,646,20695
2011,Ahilyanagar,Urban,05-09,266,158,35821
2011,Ahilyanagar,Urban,10-14,551,291,38763
2011,Ahilyanagar,Urban,15-19,2153,793,38556
2011,Ahilyanagar,Urban,20-24,6419,1603,38701
2011,Ahilyanagar,Urban,25-29,9076,1704,30815
2011,Ahilyanagar,Urban,30-34,9836,1668,24332
2011,Ahilyanagar,Urban,35-39,10402,1633,21916
2011,Ahilyanagar,Urban,40-49,15692,2318,36190
2011,Ahilyanagar,Urban,50-59,8456,1254,24482
2011,Ahilyanagar,Urban,60-69,4047,841,21476
2011,Ahilyanagar,Urban,70-79,1020,256,11078
2011,Ahilyanagar,Urban,80+,268,85,4299
2011,Beed,Total,05-09,3822,596,113628
2011,Beed,Total,10-14,6217,1931,115316
2011,Beed,Total,15-19,25715,5077,81415
2011,Beed,Total,20-24,56379,7347,48938
2011,Beed,Total,25-29,57727,6642,34296
2011,Beed,Total,30-34,55428,6162,26563
2011,Beed,Total,35-39,55641,5723,23508
2011,Beed,Total,40-49,86619,8596,35231
2011,Beed,Total,50-59,55725,5874,26498
2011,Beed,Total,60-69,51766,7097,44989
2011,Beed,Total,70-79,12300,2023,31662
2011,Beed,Total,80+,2561,433,15713
2011,Beed,Rural,05-09,3091,487,90588
2011,Beed,Rural,10-14,5416,1766,91337
2011,Beed,Rural,15-19,24095,4653,58573
