District,Year,Select Industry,Govt. Employees,Semi-Govt. Employees,Private Employees
Sindhudurg,2015,"Electricity Generation, Gas, Water And Sewage Services",212.0,2,13
Sindhudurg,2015,Construction,111.0,332,155
Sindhudurg,2015,Wholesale And Retail Trade And Hotel Business,982.0,2559,607
Sindhudurg,2015,"Transportation, Warehousing And Transportation",0.0,225,0
Sindhudurg,2015,"Finance, Insurance, Real Estate And Trade Services",30.0,1022,1163
Sindhudurg,2015,"Collective, Social And Individual Service",3080.0,6581,4216
Sindhudurg,2016,Agriculture,604.0,31,145
Sindhudurg,2016,Mining,19.0,0,1416
Sindhudurg,2016,Commodity Manufacturing,0.0,494,761
Sindhudurg,2016,"Electricity Generation, Gas, Water And Sewage Services",212.0,2,13
Sindhudurg,2016,Construction,111.0,332,155
Sindhudurg,2016,Wholesale And Retail Trade And Hotel Business,982.0,2559,607
Sindhudurg,2016,"Transportation, Warehousing And Transportation",0.0,225,0
Sindhudurg,2016,"Finance, Insurance, Real Estate And Trade Services",30.0,1022,1163
Sindhudurg,2016,"Collective, Social And Individual Service",3080.0,6581,4216
Sindhudurg,2017,Agriculture,1573.0,422,304
Sindhudurg,2017,Mining,13.0,0,1364
Sindhudurg,2017,Commodity Manufacturing,1.0,680,688
Sindhudurg,2017,"Electricity Generation, Gas, Water And Sewage Services",169.0,2,13
Sindhudurg,2017,Construction,0.0,0,164
Sindhudurg,2017,Wholesale And Retail Trade And Hotel Business,982.0,2287,163
Sindhudurg,2017,"Transportation, Warehousing And Transportation",0.0,212,0
Sindhudurg,2017,"Finance, Insurance, Real Estate And Trade Services",23.0,893,1037
Sindhudurg,2017,"Collective, Social And Individual Service",3176.0,6437,4763
Sindhudurg,2018,Agriculture,575.0,33,199
Sindhudurg,2018,Mining,2.0,0,84
Sindhudurg,2018,Commodity Manufacturing,0.0,4,2035
Sindhudurg,2018,"Electricity Generation, Gas, Water And Sewage Services",0.0,683,0
Sindhudurg,2018,Construction,410.0,391,19
Sindhudurg,2018,Wholesale And Retail Trade And Hotel Business,0.0,0,573
Sindhudurg,2018,"Transportation, Warehousing And Transportation",964.0,2349,167
Sindhudurg,2018,"Finance, Insurance, Real Estate And Trade Services",0.0,1119,1151
Sindhudurg,2018,"Collective, Social And Individual Service",3839.0,6220,4272
Sindhudurg,2019,Agriculture,626.0,33,253
Sindhudurg,2019,Mining,12.0,0,1381
Sindhudurg,2019,Commodity Manufacturing,1.0,580,790
Sindhudurg,2019,"Electricity Generation, Gas, Water And Sewage Services",431.0,324,11
Sindhudurg,2019,Construction,0.0,0,215
Sindhudurg,2019,Wholesale And Retail Trade And Hotel Business,925.0,2343,526
Sindhudurg,2019,"Transportation, Warehousing And Transportation",0.0,64,35
Sindhudurg,2019,"Finance, Insurance, Real Estate And Trade Services",28.0,918,1152
Sindhudurg,2019,"Collective, Social And Individual Service",4655.0,5254,4222
Sindhudurg,2020,Agriculture,547.0,29,245
Sindhudurg,2020,Mining,10.0,0,1433
Sindhudurg,2020,Commodity Manufacturing,1.0,555,705
Sindhudurg,2020,"Electricity Generation, Gas, Water And Sewage Services",375.0,291,11
Sindhudurg,2020,Construction,0.0,0,597
Sindhudurg,2020,Wholesale And Retail Trade And Hotel Business,928.0,2271,136
Sindhudurg,2020,"Transportation, Warehousing And Transportation",0.0,47,13
Sindhudurg,2020,"Finance, Insurance, Real Estate And Trade Services",24.0,938,1143
Sindhudurg,2020,"Collective, Social And Individual Service",4451.0,5131,4269
Sindhudurg,2021,Agriculture,567.0,29,238
Sindhudurg,2021,Mining,8.0,0,1397
Sindhudurg,2021,Commodity Manufacturing,499.0,0,863
Sindhudurg,2021,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,11
Sindhudurg,2021,Construction,0.0,0,601
Sindhudurg,2021,Wholesale And Retail Trade And Hotel Business,3189.0,0,136
Sindhudurg,2021,"Transportation, Warehousing And Transportation",47.0,0,13
Sindhudurg,2021,"Finance, Insurance, Real Estate And Trade Services",936.0,0,1101
Sindhudurg,2021,"Collective, Social And Individual Service",5129.0,5056,4269
Thane,2014,Agriculture,3527.0,268,184
Thane,2014,Mining,0.0,0,179
Thane,2014,Commodity Manufacturing,176.0,519,80167
Thane,2014,"Electricity Generation, Gas, Water And Sewage Services",367.0,5551,3151
Thane,2014,Construction,2664.0,3287,1427
Thane,2014,Wholesale And Retail Trade And Hotel Business,84.0,0,7059
Thane,2014,"Transportation, Warehousing And Transportation",317.0,13892,778
Thane,2014,"Finance, Insurance, Real Estate And Trade Services",3276.0,9097,47879
Thane,2014,"Collective, Social And Individual Service",40385.0,38291,41777
Thane,2015,Agriculture,3547.0,264,187
Thane,2015,Mining,0.0,0,184
Thane,2015,Commodity Manufacturing,179.0,531,80238
Thane,2015,"Electricity Generation, Gas, Water And Sewage Services",396.0,5564,3188
Thane,2015,Construction,2679.0,3308,2008
Thane,2015,Wholesale And Retail Trade And Hotel Business,0.0,0,7069
Thane,2015,"Transportation, Warehousing And Transportation",352.0,14021,804
Thane,2015,"Finance, Insurance, Real Estate And Trade Services",3362.0,9463,48209
Thane,2015,"Collective, Social And Individual Service",40392.0,37992,42174
Thane,2016,Agriculture,3547.0,364,371
Thane,2016,Mining,0.0,0,0
Thane,2016,Commodity Manufacturing,179.0,630,83733
Thane,2016,"Electricity Generation, Gas, Water And Sewage Services",396.0,5665,4688
Thane,2016,Construction,2679.0,3408,3009
Thane,2016,Wholesale And Retail Trade And Hotel Business,0.0,0,8569
Thane,2016,"Transportation, Warehousing And Transportation",352.0,15021,804
Thane,2016,"Finance, Insurance, Real Estate And Trade Services",3362.0,8663,49709
Thane,2016,"Collective, Social And Individual Service",40665.0,38476,44674
Thane,2017,Agriculture,3747.0,414,421
Thane,2017,Mining,0.0,0,0
Thane,2017,Commodity Manufacturing,679.0,1130,92864
Thane,2017,"Electricity Generation, Gas, Water And Sewage Services",596.0,5965,5088
Thane,2017,Construction,2729.0,3508,3220
Thane,2017,Wholesale And Retail Trade And Hotel Business,0.0,0,9169
Thane,2017,"Transportation, Warehousing And Transportation",402.0,15421,954
Thane,2017,"Finance, Insurance, Real Estate And Trade Services",3462.0,8863,50009
Thane,2017,"Collective, Social And Individual Service",40715.0,38526,45174
Thane,2018,Agriculture,3700.0,410,421
Thane,2018,Mining,0.0,0,0
Thane,2018,Commodity Manufacturing,669.0,1115,91864
Thane,2018,"Electricity Generation, Gas, Water And Sewage Services",590.0,5902,4988
Thane,2018,Construction,2721.0,3501,3209
Thane,2018,Wholesale And Retail Trade And Hotel Business,0.0,0,10115
Thane,2018,"Transportation, Warehousing And Transportation",508.0,15421,989
Thane,2018,"Finance, Insurance, Real Estate And Trade Services",3438.0,8812,49849
Thane,2018,"Collective, Social And Individual Service",40710.0,38500,45274
Thane,2019,Agriculture,3001.0,210,421
Thane,2019,Mining,0.0,0,0
Thane,2019,Commodity Manufacturing,660.0,1101,88864
Thane,2019,"Electricity Generation, Gas, Water And Sewage Services",590.0,5302,4987
Thane,2019,Construction,2721.0,3501,2920
Thane,2019,Wholesale And Retail Trade And Hotel Business,0.0,0,11125
Thane,2019,"Transportation, Warehousing And Transportation",408.0,1501,989
Thane,2019,"Finance, Insurance, Real Estate And Trade Services",3238.0,8812,49840
Thane,2019,"Collective, Social And Individual Service",40210.0,38002,45274
Thane,2020,Agriculture,553.0,321,347
Thane,2020,Mining,0.0,0,0
Thane,2020,Commodity Manufacturing,2978.0,1098,87765
Thane,2020,"Electricity Generation, Gas, Water And Sewage Services",650.0,4520,5055
Thane,2020,Construction,2832.0,3501,3002
Thane,2020,Wholesale And Retail Trade And Hotel Business,0.0,0,12005
Thane,2020,"Transportation, Warehousing And Transportation",498.0,2028,979
Thane,2020,"Finance, Insurance, Real Estate And Trade Services",3326.0,8912,50843
Thane,2020,"Collective, Social And Individual Service",45220.0,38002,46274
Thane,2021,Agriculture,545.0,321,340
Thane,2021,Mining,0.0,0,0
Thane,2021,Commodity Manufacturing,3045.0,1108,88700
Thane,2021,"Electricity Generation, Gas, Water And Sewage Services",670.0,4625,5254
Thane,2021,Construction,2825.0,4550,4400
Thane,2021,Wholesale And Retail Trade And Hotel Business,0.0,0,11040
Thane,2021,"Transportation, Warehousing And Transportation",645.0,2540,1035
Thane,2021,"Finance, Insurance, Real Estate And Trade Services",3296.0,9205,51598
Thane,2021,"Collective, Social And Individual Service",46002.0,39056,47274
Wardha,2012,Agriculture,629.0,541,0
Wardha,2012,Mining,104.0,0,0
Wardha,2012,Commodity Manufacturing,1651.0,83,7221
Wardha,2012,"Electricity Generation, Gas, Water And Sewage Services",0.0,1381,0
Wardha,2012,Construction,1703.0,504,0
Wardha,2012,Wholesale And Retail Trade And Hotel Business,0.0,11,776
Wardha,2012,"Transportation, Warehousing And Transportation",310.0,1632,0
Wardha,2012,"Finance, Insurance, Real Estate And Trade Services",47.0,849,1578
Wardha,2012,"Collective, Social And Individual Service",3677.0,6353,10330
Wardha,2013,Agriculture,628.0,540,0
Wardha,2013,Mining,0.0,0,0
Wardha,2013,Commodity Manufacturing,1670.0,82,7220
Wardha,2013,"Electricity Generation, Gas, Water And Sewage Services",0.0,1385,0
Wardha,2013,Construction,1712.0,505,0
Wardha,2013,Wholesale And Retail Trade And Hotel Business,0.0,10,775
Wardha,2013,"Transportation, Warehousing And Transportation",313.0,1635,0
Wardha,2013,"Finance, Insurance, Real Estate And Trade Services",48.0,853,1577
Wardha,2013,"Collective, Social And Individual Service",3766.0,6443,10325
Wardha,2014,Agriculture,617.0,529,0
Wardha,2014,Mining,0.0,0,0
Wardha,2014,Commodity Manufacturing,1659.0,71,7229
Wardha,2014,"Electricity Generation, Gas, Water And Sewage Services",0.0,11374,0
Wardha,2014,Construction,1701.0,494,0
Wardha,2014,Wholesale And Retail Trade And Hotel Business,0.0,0,786
Wardha,2014,"Transportation, Warehousing And Transportation",302.0,1624,0
Wardha,2014,"Finance, Insurance, Real Estate And Trade Services",37.0,864,1588
Wardha,2014,"Collective, Social And Individual Service",3755.0,6432,10336
Wardha,2015,Agriculture,609.0,510,0
Wardha,2015,Mining,0.0,0,0
Wardha,2015,Commodity Manufacturing,1607.0,69,7229
Wardha,2015,"Electricity Generation, Gas, Water And Sewage Services",0.0,11254,0
Wardha,2015,Construction,1654.0,410,0
Wardha,2015,Wholesale And Retail Trade And Hotel Business,0.0,0,786
Wardha,2015,"Transportation, Warehousing And Transportation",275.0,1618,0
Wardha,2015,"Finance, Insurance, Real Estate And Trade Services",34.0,837,1588
Wardha,2015,"Collective, Social And Individual Service",3601.0,6400,10336
Wardha,2016,Agriculture,609.0,510,0
Wardha,2016,Mining,0.0,0,0
Wardha,2016,Commodity Manufacturing,1607.0,69,7229
Wardha,2016,"Electricity Generation, Gas, Water And Sewage Services",0.0,11254,0
Wardha,2016,Construction,1654.0,410,0
Wardha,2016,Wholesale And Retail Trade And Hotel Business,0.0,0,786
Wardha,2016,"Transportation, Warehousing And Transportation",275.0,1618,0
Wardha,2016,"Finance, Insurance, Real Estate And Trade Services",34.0,837,1588
Wardha,2016,"Collective, Social And Individual Service",3601.0,6400,10686
Wardha,2017,Agriculture,590.0,501,0
Wardha,2017,Mining,0.0,0,0
Wardha,2017,Commodity Manufacturing,1570.0,58,7192
Wardha,2017,"Electricity Generation, Gas, Water And Sewage Services",0.0,11245,0
Wardha,2017,Construction,1645.0,401,0
Wardha,2017,Wholesale And Retail Trade And Hotel Business,0.0,0,797
Wardha,2017,"Transportation, Warehousing And Transportation",257.0,1581,0
Wardha,2017,"Finance, Insurance, Real Estate And Trade Services",43.0,873,1599
Wardha,2017,"Collective, Social And Individual Service",3631.0,6411,10697
Wardha,2018,Agriculture,591.0,502,0
Wardha,2018,Mining,0.0,0,0
Wardha,2018,Commodity Manufacturing,1570.0,58,7210
Wardha,2018,"Electricity Generation, Gas, Water And Sewage Services",0.0,11245,0
Wardha,2018,Construction,1646.0,400,0
Wardha,2018,Wholesale And Retail Trade And Hotel Business,0.0,0,879
Wardha,2018,"Transportation, Warehousing And Transportation",257.0,1581,0
Wardha,2018,"Finance, Insurance, Real Estate And Trade Services",45.0,875,1599
Wardha,2018,"Collective, Social And Individual Service",3633.0,6412,10699
Wardha,2019,Agriculture,590.0,501,0
Wardha,2019,Mining,0.0,0,0
Wardha,2019,Commodity Manufacturing,1570.0,58,7192
Wardha,2019,"Electricity Generation, Gas, Water And Sewage Services",0.0,11245,0
Wardha,2019,Construction,1645.0,401,0
Wardha,2019,Wholesale And Retail Trade And Hotel Business,0.0,0,797
Wardha,2019,"Transportation, Warehousing And Transportation",257.0,1581,0
Wardha,2019,"Finance, Insurance, Real Estate And Trade Services",43.0,873,1599
Wardha,2019,"Collective, Social And Individual Service",3631.0,6411,10697
Wardha,2020,Agriculture,591.0,502,0
Wardha,2020,Mining,0.0,0,0
Wardha,2020,Commodity Manufacturing,1580.0,59,7194
Wardha,2020,"Electricity Generation, Gas, Water And Sewage Services",0.0,11249,0
Wardha,2020,Construction,1646.0,403,0
Wardha,2020,Wholesale And Retail Trade And Hotel Business,0.0,0,799
Wardha,2020,"Transportation, Warehousing And Transportation",258.0,1582,0
Wardha,2020,"Finance, Insurance, Real Estate And Trade Services",44.0,875,1600
Wardha,2020,"Collective, Social And Individual Service",3635.0,6415,10699
Wardha,2021,Agriculture,591.0,502,0
Wardha,2021,Mining,0.0,0,0
Wardha,2021,Commodity Manufacturing,1580.0,59,7194
Wardha,2021,"Electricity Generation, Gas, Water And Sewage Services",0.0,11249,0
Wardha,2021,Construction,1646.0,403,0
Wardha,2021,Wholesale And Retail Trade And Hotel Business,0.0,0,799
Wardha,2021,"Transportation, Warehousing And Transportation",258.0,1582,0
Wardha,2021,"Finance, Insurance, Real Estate And Trade Services",44.0,875,1600
Wardha,2021,"Collective, Social And Individual Service",3635.0,6415,10699
Washim,2009,Agriculture,152.0,,127
Washim,2009,Mining,0.0,0,0
Washim,2009,Commodity Manufacturing,0.0,0,0
Washim,2009,"Electricity Generation, Gas, Water And Sewage Services",509.0,821,
Washim,2009,Construction,120.0,,
Washim,2009,Wholesale And Retail Trade And Hotel Business,,81,
Washim,2009,"Transportation, Warehousing And Transportation",,11,
Washim,2009,"Finance, Insurance, Real Estate And Trade Services",,80,292
Washim,2009,"Collective, Social And Individual Service",2330.0,1858,3239
Washim,2010,Agriculture,167.0,0,60
Washim,2010,Mining,0.0,0,0
Washim,2010,Commodity Manufacturing,7.0,602,352
Washim,2010,"Electricity Generation, Gas, Water And Sewage Services",110.0,67,0
Washim,2010,Construction,482.0,0,0
Washim,2010,Wholesale And Retail Trade And Hotel Business,0.0,83,41
Washim,2010,"Transportation, Warehousing And Transportation",0.0,11,0
Washim,2010,"Finance, Insurance, Real Estate And Trade Services",2244.0,1717,368
Washim,2010,"Collective, Social And Individual Service",400.0,54,3053
Washim,2011,Agriculture,206.0,0,51
Washim,2011,Mining,0.0,0,0
Washim,2011,Commodity Manufacturing,7.0,602,282
Washim,2011,"Electricity Generation, Gas, Water And Sewage Services",110.0,68,0
Washim,2011,Construction,472.0,0,0
Washim,2011,Wholesale And Retail Trade And Hotel Business,0.0,85,68
Washim,2011,"Transportation, Warehousing And Transportation",0.0,9,0
Washim,2011,"Finance, Insurance, Real Estate And Trade Services",2321.0,1801,403
Washim,2011,"Collective, Social And Individual Service",404.0,54,4443
Washim,2012,Agriculture,206.0,0,51
Washim,2012,Mining,0.0,0,0
Washim,2012,Commodity Manufacturing,7.0,602,282
Washim,2012,"Electricity Generation, Gas, Water And Sewage Services",110.0,68,0
Washim,2012,Construction,472.0,0,0
Washim,2012,Wholesale And Retail Trade And Hotel Business,0.0,85,68
Washim,2012,"Transportation, Warehousing And Transportation",0.0,9,0
Washim,2012,"Finance, Insurance, Real Estate And Trade Services",2326.0,1811,423
Washim,2012,"Collective, Social And Individual Service",410.0,54,4444
Washim,2013,Agriculture,206.0,0,56
Washim,2013,Mining,0.0,0,0
Washim,2013,Commodity Manufacturing,7.0,595,315
Washim,2013,"Electricity Generation, Gas, Water And Sewage Services",115.0,75,0
Washim,2013,Construction,577.0,0,0
Washim,2013,Wholesale And Retail Trade And Hotel Business,0.0,85,89
Washim,2013,"Transportation, Warehousing And Transportation",0.0,9,0
Washim,2013,"Finance, Insurance, Real Estate And Trade Services",2326.0,1817,516
Washim,2013,"Collective, Social And Individual Service",415.0,55,4595
Washim,2014,Agriculture,207.0,0,58
Washim,2014,Mining,0.0,0,0
Washim,2014,Commodity Manufacturing,8.0,598,318
Washim,2014,"Electricity Generation, Gas, Water And Sewage Services",105.0,92,6
Washim,2014,Construction,0.0,96,223
Washim,2014,Wholesale And Retail Trade And Hotel Business,0.0,0,324
Washim,2014,"Transportation, Warehousing And Transportation",6.0,19,201
Washim,2014,"Finance, Insurance, Real Estate And Trade Services",2365.0,1902,541
Washim,2014,"Collective, Social And Individual Service",455.0,61,4706
Washim,2015,Agriculture,199.0,0,56
Washim,2015,Mining,0.0,0,0
Washim,2015,Commodity Manufacturing,0.0,23,42
Washim,2015,"Electricity Generation, Gas, Water And Sewage Services",109.0,13,2
Washim,2015,Construction,0.0,59,241
Washim,2015,Wholesale And Retail Trade And Hotel Business,0.0,0,428
Washim,2015,"Transportation, Warehousing And Transportation",41.0,28,193
Washim,2015,"Finance, Insurance, Real Estate And Trade Services",365.0,902,54
Washim,2015,"Collective, Social And Individual Service",12.0,62,4819
Washim,2016,Agriculture,156.0,8,147
Washim,2016,Mining,0.0,0,0
Washim,2016,Commodity Manufacturing,0.0,23,42
Washim,2016,"Electricity Generation, Gas, Water And Sewage Services",78.0,29,152
Washim,2016,Construction,0.0,52,478
Washim,2016,Wholesale And Retail Trade And Hotel Business,0.0,0,455
Washim,2016,"Transportation, Warehousing And Transportation",467.0,28,281
Washim,2016,"Finance, Insurance, Real Estate And Trade Services",367.0,781,54
Washim,2016,"Collective, Social And Individual Service",7.0,63,4712
Washim,2017,Agriculture,335.0,0,133
Washim,2017,Mining,0.0,0,0
Washim,2017,Commodity Manufacturing,21.0,1040,63
Washim,2017,"Electricity Generation, Gas, Water And Sewage Services",175.0,201,39
Washim,2017,Construction,0.0,196,439
Washim,2017,Wholesale And Retail Trade And Hotel Business,0.0,0,642
Washim,2017,"Transportation, Warehousing And Transportation",15.0,31,270
Washim,2017,"Finance, Insurance, Real Estate And Trade Services",3502.0,2112,2296
Washim,2017,"Collective, Social And Individual Service",1054.0,3808,4463
Washim,2019,Agriculture,303.0,0,72
Washim,2019,Mining,0.0,0,0
Washim,2019,Commodity Manufacturing,28.0,842,58
Washim,2019,"Electricity Generation, Gas, Water And Sewage Services",105.0,191,32
Washim,2019,Construction,14.0,152,316
Washim,2019,Wholesale And Retail Trade And Hotel Business,0.0,0,147
Washim,2019,"Transportation, Warehousing And Transportation",32.0,86,142
Washim,2019,"Finance, Insurance, Real Estate And Trade Services",3103.0,1842,1779
Washim,2019,"Collective, Social And Individual Service",917.0,2804,3603
Washim,2020,Agriculture,305.0,8,80
Washim,2020,Mining,0.0,0,0
Washim,2020,Commodity Manufacturing,30.0,840,60
Washim,2020,"Electricity Generation, Gas, Water And Sewage Services",110.0,195,35
Washim,2020,Construction,16.0,155,320
Washim,2020,Wholesale And Retail Trade And Hotel Business,0.0,0,150
Washim,2020,"Transportation, Warehousing And Transportation",36.0,80,145
Washim,2020,"Finance, Insurance, Real Estate And Trade Services",3105.0,1845,1780
Washim,2020,"Collective, Social And Individual Service",920.0,2840,3636
Washim,2021,Agriculture,296.0,12,164
Washim,2021,Mining,0.0,0,0
Washim,2021,Commodity Manufacturing,28.0,912,72
Washim,2021,"Electricity Generation, Gas, Water And Sewage Services",97.0,224,38
Washim,2021,Construction,14.0,216,327
Washim,2021,Wholesale And Retail Trade And Hotel Business,0.0,0,289
Washim,2021,"Transportation, Warehousing And Transportation",42.0,171,92
Washim,2021,"Finance, Insurance, Real Estate And Trade Services",2736.0,1717,1559
Washim,2021,"Collective, Social And Individual Service",902.0,2360,3942
Yavatmal,2012,Agriculture,2281.0,567,739
Yavatmal,2012,Mining,1374.0,,3359
Yavatmal,2012,Commodity Manufacturing,81.0,,371
Yavatmal,2012,"Electricity Generation, Gas, Water And Sewage Services",3337.0,643,31
Yavatmal,2012,Construction,39.0,,581
Yavatmal,2012,Wholesale And Retail Trade And Hotel Business,4812.0,,1761
Yavatmal,2012,"Transportation, Warehousing And Transportation",7221.0,5315,74
Yavatmal,2012,"Finance, Insurance, Real Estate And Trade Services",4241.0,21375,12019
Yavatmal,2012,"Collective, Social And Individual Service",585.0,13,1522
Yavatmal,2013,Agriculture,2867.0,0,709
Yavatmal,2013,Mining,1278.0,0,1273
Yavatmal,2013,Commodity Manufacturing,339.0,0,367
Yavatmal,2013,"Electricity Generation, Gas, Water And Sewage Services",3235.0,0,17
Yavatmal,2013,Construction,49.0,0,523
Yavatmal,2013,Wholesale And Retail Trade And Hotel Business,1991.0,0,1872
Yavatmal,2013,"Transportation, Warehousing And Transportation",12995.0,0,70
Yavatmal,2013,"Finance, Insurance, Real Estate And Trade Services",17197.0,0,12034
Yavatmal,2013,"Collective, Social And Individual Service",574.0,0,1475
Yavatmal,2014,Agriculture,4795.0,,1497
Yavatmal,2014,Mining,92.0,,1318
Yavatmal,2014,Commodity Manufacturing,991.0,,783
Yavatmal,2014,"Electricity Generation, Gas, Water And Sewage Services",1320.0,,451
Yavatmal,2014,Construction,3378.0,,239
Yavatmal,2014,Wholesale And Retail Trade And Hotel Business,2154.0,,2756
Yavatmal,2014,"Transportation, Warehousing And Transportation",1570.0,,0
Yavatmal,2014,"Finance, Insurance, Real Estate And Trade Services",30634.0,,16356
Yavatmal,2014,"Collective, Social And Individual Service",573.0,,2071
Yavatmal,2015,Agriculture,4462.0,,991
Yavatmal,2015,Mining,134.0,,372
Yavatmal,2015,Commodity Manufacturing,1098.0,,1406
Yavatmal,2015,"Electricity Generation, Gas, Water And Sewage Services",925.0,,1361
Yavatmal,2015,Construction,3218.0,,208
Yavatmal,2015,Wholesale And Retail Trade And Hotel Business,1968.0,,1882
Yavatmal,2015,"Transportation, Warehousing And Transportation",1160.0,,0
Yavatmal,2015,"Finance, Insurance, Real Estate And Trade Services",29241.0,,11385
Yavatmal,2015,"Collective, Social And Individual Service",515.0,,1465
Yavatmal,2016,Agriculture,4512.0,,993
Yavatmal,2016,Mining,132.0,,347
Yavatmal,2016,Commodity Manufacturing,1102.0,,1369
Yavatmal,2016,"Electricity Generation, Gas, Water And Sewage Services",967.0,,1210
Yavatmal,2016,Construction,3320.0,,217
Yavatmal,2016,Wholesale And Retail Trade And Hotel Business,1957.0,,1903
Yavatmal,2016,"Transportation, Warehousing And Transportation",1219.0,,0
Yavatmal,2016,"Finance, Insurance, Real Estate And Trade Services",28257.0,,12030
Yavatmal,2016,"Collective, Social And Individual Service",1255.0,,1001
Yavatmal,2017,Agriculture,4501.0,,996
Yavatmal,2017,Mining,132.0,,349
Yavatmal,2017,Commodity Manufacturing,1102.0,,1374
Yavatmal,2017,"Electricity Generation, Gas, Water And Sewage Services",945.0,,1214
Yavatmal,2017,Construction,3325.0,,219
Yavatmal,2017,Wholesale And Retail Trade And Hotel Business,1859.0,,1911
Yavatmal,2017,"Transportation, Warehousing And Transportation",1207.0,,0
Yavatmal,2017,"Finance, Insurance, Real Estate And Trade Services",26841.0,,12929
Yavatmal,2017,"Collective, Social And Individual Service",1201.0,,1012
Yavatmal,2018,Agriculture,3242.0,55,2171
Yavatmal,2018,Mining,1278.0,1278,260
Yavatmal,2018,Commodity Manufacturing,908.0,341,5919
Yavatmal,2018,"Electricity Generation, Gas, Water And Sewage Services",1206.0,592,159
Yavatmal,2018,Construction,1429.0,0,46
Yavatmal,2018,Wholesale And Retail Trade And Hotel Business,40.0,20,508
Yavatmal,2018,"Transportation, Warehousing And Transportation",3448.0,2831,102
Yavatmal,2018,"Finance, Insurance, Real Estate And Trade Services",1796.0,1649,3074
Yavatmal,2018,"Collective, Social And Individual Service",4602.0,0,618
Yavatmal,2019,Agriculture,6579.0,100,2305
Yavatmal,2019,Mining,1291.0,1291,261
Yavatmal,2019,Commodity Manufacturing,1002.0,443,6009
Yavatmal,2019,"Electricity Generation, Gas, Water And Sewage Services",1911.0,652,159
Yavatmal,2019,Construction,1498.0,40,74
Yavatmal,2019,Wholesale And Retail Trade And Hotel Business,160.0,60,759
Yavatmal,2019,"Transportation, Warehousing And Transportation",3988.0,2012,291
Yavatmal,2019,"Finance, Insurance, Real Estate And Trade Services",2319.0,1409,5746
Yavatmal,2019,"Collective, Social And Individual Service",10169.0,705,919
Yavatmal,2020,Agriculture,3123.0,184,1987
Yavatmal,2020,Mining,1278.0,260,3
Yavatmal,2020,Commodity Manufacturing,916.0,5367,314
Yavatmal,2020,"Electricity Generation, Gas, Water And Sewage Services",1195.0,114,45
Yavatmal,2020,Construction,1394.0,25,21
Yavatmal,2020,Wholesale And Retail Trade And Hotel Business,38.0,507,107
Yavatmal,2020,"Transportation, Warehousing And Transportation",4017.0,200,303
Yavatmal,2020,"Finance, Insurance, Real Estate And Trade Services",2045.0,368,2963
Yavatmal,2020,"Collective, Social And Individual Service",14783.0,600,1506
Yavatmal,2021,Agriculture,3145.0,196,2003
Yavatmal,2021,Mining,1281.0,275,5
Yavatmal,2021,Commodity Manufacturing,919.0,5371,314
Yavatmal,2021,"Electricity Generation, Gas, Water And Sewage Services",1199.0,115,46
Yavatmal,2021,Construction,1394.0,25,21
Yavatmal,2021,Wholesale And Retail Trade And Hotel Business,38.0,507,108
Yavatmal,2021,"Transportation, Warehousing And Transportation",4018.0,201,304
Yavatmal,2021,"Finance, Insurance, Real Estate And Trade Services",2045.0,368,2969
Yavatmal,2021,"Collective, Social And Individual Service",14784.0,605,1525
