Year,District,Taluka,Daily,Weekly,Fortnightly,Monthly,Quarterly,Yearly
2012,Chandrapur,Rajura,,1.0,,,,
2012,Chandrapur,Gondpipari,,1.0,,,,
2012,Chandrapur,Jivati,,,,,,
2013,Chandrapur,Varora,,1.0,,,,
2013,Chandrapur,Chimur,,1.0,,,,
2013,Chandrapur,Nagbhid,,2.0,,,,
2013,Chandrapur,Bramhapuri,,5.0,,,,
2013,Chandrapur,Savali,,,,,,
2013,Chandrapur,Sindevahi,,,,,,
2013,Chandrapur,Bhadravati,,2.0,,,,
2013,Chandrapur,Chandrapur,16.0,115.0,2.0,1.0,,
2013,Chandrapur,Mul,,1.0,,,,
2013,Chandrapur,Ponbhurna,,,,,,
2013,Chandrapur,Ballarpur,1.0,2.0,,,,
2013,Chandrapur,Korpana,,,,,,
2013,Chandrapur,Rajura,,1.0,,,,
2013,Chandrapur,Gondpipari,,,,,,
2013,Chandrapur,Jivati,,,,,,
2014,Chandrapur,Varora,,1.0,,,,
2014,Chandrapur,Chimur,,2.0,,,,
2014,Chandrapur,Nagbhid,,1.0,,,,
2014,Chandrapur,Bramhapuri,,5.0,,,,
2014,Chandrapur,Savali,,,,,,
2014,Chandrapur,Sindevahi,,,,,,
2014,Chandrapur,Bhadravati,,1.0,,,,
2014,Chandrapur,Chandrapur,17.0,117.0,2.0,1.0,,
2014,Chandrapur,Mul,,1.0,,,,
2014,Chandrapur,Ponbhurna,,,,,,
2014,Chandrapur,Ballarpur,1.0,5.0,,,,
2014,Chandrapur,Korpana,,,,,,
2014,Chandrapur,Rajura,,1.0,,,,
2014,Chandrapur,Gondpipari,,,,,,
2014,Chandrapur,Jivati,,,,,,
2015,Chandrapur,Varora,,1.0,,,,
2015,Chandrapur,Chimur,,2.0,,,,
2015,Chandrapur,Nagbhid,,1.0,,,,
2015,Chandrapur,Bramhapuri,,6.0,,,,
2015,Chandrapur,Savali,,,,,,
2015,Chandrapur,Sindevahi,,,,,,
2015,Chandrapur,Bhadravati,,1.0,,,,
2015,Chandrapur,Chandrapur,18.0,119.0,2.0,1.0,,
2015,Chandrapur,Mul,,1.0,,,,
2015,Chandrapur,Ponbhurna,,,,,,
2015,Chandrapur,Ballarpur,1.0,5.0,,,,
2015,Chandrapur,Korpana,,,,,,
2015,Chandrapur,Rajura,,1.0,,,,
2015,Chandrapur,Gondpipari,,,,,,
2015,Chandrapur,Jivati,,,,,,
2016,Chandrapur,Varora,,1.0,,,,
2016,Chandrapur,Chimur,,2.0,,,,
2016,Chandrapur,Nagbhid,,1.0,,,,
2016,Chandrapur,Bramhapuri,,5.0,,,,
2016,Chandrapur,Savali,,,,,,
2016,Chandrapur,Sindevahi,,,,,,
2016,Chandrapur,Bhadravati,,1.0,,,,
2016,Chandrapur,Chandrapur,18.0,122.0,2.0,1.0,,
2016,Chandrapur,Mul,,1.0,,,,
2016,Chandrapur,Ponbhurna,,,,,,
2016,Chandrapur,Ballarpur,1.0,5.0,,,,
2016,Chandrapur,Korpana,,,,,,
2016,Chandrapur,Rajura,,1.0,,,,
2016,Chandrapur,Gondpipari,,,,,,
2016,Chandrapur,Jivati,,,,,,
2017,Chandrapur,Varora,,0.0,,,,
2017,Chandrapur,Chimur,,3.0,,,,
2017,Chandrapur,Nagbhid,,1.0,,,,
2017,Chandrapur,Bramhapuri,,5.0,,,,
2017,Chandrapur,Savali,,,,,,
2017,Chandrapur,Sindevahi,,1.0,,,,
2017,Chandrapur,Bhadravati,,1.0,,,,
2017,Chandrapur,Chandrapur,15.0,112.0,1.0,1.0,,
2017,Chandrapur,Mul,,2.0,,,,
2017,Chandrapur,Ponbhurna,,,,,,
2017,Chandrapur,Ballarpur,1.0,4.0,,,,
2017,Chandrapur,Korpana,,,,,,
2017,Chandrapur,Rajura,,1.0,,,,
2017,Chandrapur,Gondpipari,,1.0,,,,
2017,Chandrapur,Jivati,,,,,,
2018,Chandrapur,Varora,0.0,1.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Chimur,0.0,1.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Nagbhid,0.0,3.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Bramhapuri,0.0,3.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Savali,0.0,0.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Sindevahi,0.0,1.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Bhadravati,0.0,1.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Chandrapur,15.0,112.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Mul,0.0,2.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Ponbhurna,0.0,0.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Ballarpur,1.0,7.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Korpana,0.0,0.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Rajura,0.0,1.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Gondpipari,0.0,0.0,0.0,0.0,0.0,0.0
2018,Chandrapur,Jivati,0.0,0.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Varora,0.0,1.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Chimur,0.0,1.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Nagbhid,0.0,3.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Bramhapuri,0.0,3.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Savali,0.0,0.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Sindevahi,0.0,1.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Bhadravati,0.0,1.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Chandrapur,15.0,112.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Mul,0.0,2.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Ponbhurna,0.0,0.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Ballarpur,1.0,7.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Korpana,0.0,0.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Rajura,0.0,1.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Gondpipari,0.0,0.0,0.0,0.0,0.0,0.0
2019,Chandrapur,Jivati,0.0,0.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Varora,0.0,1.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Chimur,0.0,1.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Nagbhid,0.0,3.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Bramhapuri,0.0,3.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Savali,0.0,0.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Sindevahi,0.0,1.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Bhadravati,0.0,1.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Chandrapur,15.0,112.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Mul,0.0,2.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Ponbhurna,0.0,0.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Ballarpur,1.0,7.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Korpana,0.0,0.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Rajura,0.0,1.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Gondpipari,0.0,0.0,0.0,0.0,0.0,0.0
2020,Chandrapur,Jivati,0.0,0.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Varora,0.0,0.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Chimur,0.0,1.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Nagbhid,0.0,1.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Bramhapuri,0.0,1.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Savali,0.0,0.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Sindevahi,0.0,0.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Bhadravati,0.0,0.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Chandrapur,15.0,33.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Mul,0.0,1.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Ponbhurna,0.0,0.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Ballarpur,1.0,1.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Korpana,0.0,0.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Rajura,0.0,1.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Gondpipari,0.0,0.0,0.0,0.0,0.0,0.0
2021,Chandrapur,Jivati,0.0,0.0,0.0,0.0,0.0,0.0
2012,Dhule,Shirpur,1.0,17.0,0.0,0.0,0.0,0.0
2012,Dhule,Shindkheda,0.0,15.0,0.0,0.0,0.0,0.0
2012,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2012,Dhule,Dhule,26.0,25.0,1.0,2.0,0.0,0.0
2012,Dhule,Shirpur,1.0,17.0,0.0,0.0,0.0,0.0
2012,Dhule,Shindkheda,0.0,15.0,0.0,0.0,0.0,0.0
2012,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2012,Dhule,Dhule,26.0,25.0,1.0,2.0,0.0,0.0
2013,Dhule,Shirpur,1.0,17.0,0.0,0.0,0.0,0.0
2013,Dhule,Shindkheda,0.0,15.0,0.0,0.0,0.0,0.0
2013,Dhule,Sakri,0.0,1.0,1.0,0.0,0.0,0.0
2013,Dhule,Dhule,26.0,25.0,1.0,1.0,0.0,0.0
2013,Dhule,Shirpur,1.0,17.0,0.0,0.0,0.0,0.0
2013,Dhule,Shindkheda,0.0,15.0,0.0,0.0,0.0,0.0
2013,Dhule,Sakri,0.0,1.0,1.0,0.0,0.0,0.0
2013,Dhule,Dhule,26.0,25.0,1.0,1.0,0.0,0.0
2014,Dhule,Shirpur,0.0,1.0,0.0,0.0,0.0,0.0
2014,Dhule,Shindkheda,0.0,3.0,0.0,0.0,0.0,0.0
2014,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2014,Dhule,Dhule,14.0,6.0,0.0,0.0,0.0,0.0
2014,Dhule,Shirpur,0.0,1.0,0.0,0.0,0.0,0.0
2014,Dhule,Shindkheda,0.0,3.0,0.0,0.0,0.0,0.0
2014,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2014,Dhule,Dhule,14.0,6.0,0.0,0.0,0.0,0.0
2015,Dhule,Shirpur,0.0,1.0,0.0,0.0,0.0,0.0
2015,Dhule,Shindkheda,0.0,3.0,0.0,0.0,0.0,0.0
2015,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2015,Dhule,Dhule,14.0,6.0,0.0,0.0,0.0,0.0
2015,Dhule,Shirpur,0.0,1.0,0.0,0.0,0.0,0.0
2015,Dhule,Shindkheda,0.0,3.0,0.0,0.0,0.0,0.0
2015,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2015,Dhule,Dhule,14.0,6.0,0.0,0.0,0.0,0.0
2016,Dhule,Shirpur,0.0,1.0,0.0,0.0,0.0,0.0
2016,Dhule,Shindkheda,0.0,4.0,0.0,0.0,0.0,0.0
2016,Dhule,Sakri,0.0,2.0,0.0,0.0,0.0,0.0
2016,Dhule,Dhule,15.0,8.0,0.0,0.0,0.0,0.0
2016,Dhule,Shirpur,0.0,1.0,0.0,0.0,0.0,0.0
2016,Dhule,Shindkheda,0.0,4.0,0.0,0.0,0.0,0.0
2016,Dhule,Sakri,0.0,2.0,0.0,0.0,0.0,0.0
2016,Dhule,Dhule,15.0,8.0,0.0,0.0,0.0,0.0
2017,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2017,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2017,Dhule,Sakri,0.0,2.0,0.0,0.0,0.0,0.0
2017,Dhule,Dhule,14.0,5.0,0.0,0.0,0.0,0.0
2017,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2017,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2017,Dhule,Sakri,0.0,2.0,0.0,0.0,0.0,0.0
2017,Dhule,Dhule,14.0,5.0,0.0,0.0,0.0,0.0
2018,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2018,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2018,Dhule,Sakri,0.0,2.0,0.0,0.0,0.0,0.0
2018,Dhule,Dhule,15.0,5.0,0.0,0.0,0.0,0.0
2018,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2018,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2018,Dhule,Sakri,0.0,2.0,0.0,0.0,0.0,0.0
2018,Dhule,Dhule,15.0,5.0,0.0,0.0,0.0,0.0
2019,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2019,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2019,Dhule,Sakri,0.0,2.0,0.0,0.0,0.0,0.0
2019,Dhule,Dhule,15.0,5.0,0.0,0.0,0.0,0.0
2019,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2019,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2019,Dhule,Sakri,0.0,2.0,0.0,0.0,0.0,0.0
2019,Dhule,Dhule,15.0,5.0,0.0,0.0,0.0,0.0
2020,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2020,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2020,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2020,Dhule,Dhule,16.0,10.0,0.0,0.0,0.0,0.0
2020,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2020,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2020,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2020,Dhule,Dhule,0.0,10.0,0.0,0.0,0.0,0.0
2021,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2021,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2021,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2021,Dhule,Dhule,16.0,10.0,0.0,0.0,0.0,0.0
2021,Dhule,Shirpur,0.0,0.0,0.0,0.0,0.0,0.0
2021,Dhule,Shindkheda,0.0,1.0,0.0,0.0,0.0,0.0
2021,Dhule,Sakri,0.0,1.0,0.0,0.0,0.0,0.0
2021,Dhule,Dhule,16.0,10.0,0.0,0.0,0.0,0.0
2012,Gadchiroli,Desaiganj,,2.0,,,,
2012,Gadchiroli,rmori,,,,,,
2012,Gadchiroli,Kurkheda,,,,,,
2012,Gadchiroli,Korachi,,,,,,
2012,Gadchiroli,Dhanora,,,,,,
2012,Gadchiroli,Gadchiroli,4.0,10.0,,,,
2012,Gadchiroli,Chomoshi,,1.0,,,,
2012,Gadchiroli,Mulchera,,,,,,
2012,Gadchiroli,Etapalli,,,,,,
2012,Gadchiroli,Bhamragad,,,,,,
2012,Gadchiroli,Aheri,,1.0,,,,
2012,Gadchiroli,Sironcha,,,,,,
2013,Gadchiroli,Desaiganj,,2.0,,,,
2013,Gadchiroli,rmori,,,,,,
2013,Gadchiroli,Kurkheda,,,,,,
2013,Gadchiroli,Korachi,,,,,,
2013,Gadchiroli,Dhanora,,,,,,
2013,Gadchiroli,Gadchiroli,4.0,11.0,,,,
2013,Gadchiroli,Chomoshi,,1.0,,,,
2013,Gadchiroli,Mulchera,,,,,,
2013,Gadchiroli,Etapalli,,,,,,
2013,Gadchiroli,Bhamragad,,,,,,
2013,Gadchiroli,Aheri,,1.0,,,,
2013,Gadchiroli,Sironcha,,,,,,
2014,Gadchiroli,Desaiganj,,2.0,,,,
2014,Gadchiroli,rmori,,,,,,
2014,Gadchiroli,Kurkheda,,,,,,
2014,Gadchiroli,Korachi,,,,,,
2014,Gadchiroli,Dhanora,,,,,,
2014,Gadchiroli,Gadchiroli,6.0,11.0,,,,
2014,Gadchiroli,Chomoshi,,1.0,,,,
2014,Gadchiroli,Mulchera,,,,,,
2014,Gadchiroli,Etapalli,,,,,,
2014,Gadchiroli,Bhamragad,,,,,,
2014,Gadchiroli,Aheri,,1.0,,,,
2014,Gadchiroli,Sironcha,,,,,,
2015,Gadchiroli,Desaiganj,,2.0,,,,
2015,Gadchiroli,rmori,,,,,,
2015,Gadchiroli,Kurkheda,,,,,,
2015,Gadchiroli,Korachi,,,,,,
2015,Gadchiroli,Dhanora,,,,,,
2015,Gadchiroli,Gadchiroli,6.0,11.0,,,,
2015,Gadchiroli,Chomoshi,,1.0,,,,
2015,Gadchiroli,Mulchera,,,,,,
2015,Gadchiroli,Etapalli,,,,,,
2015,Gadchiroli,Bhamragad,,,,,,
2015,Gadchiroli,Aheri,,1.0,,,,
2015,Gadchiroli,Sironcha,,,,,,
2016,Gadchiroli,Desaiganj,,2.0,,,,
2016,Gadchiroli,rmori,,,,,,
2016,Gadchiroli,Kurkheda,,,,,,
2016,Gadchiroli,Korachi,,,,,,
2016,Gadchiroli,Dhanora,,,,,,
2016,Gadchiroli,Gadchiroli,6.0,11.0,,,,
2016,Gadchiroli,Chomoshi,,1.0,,,,
2016,Gadchiroli,Mulchera,,,,,,
2016,Gadchiroli,Etapalli,,,,,,
2016,Gadchiroli,Bhamragad,,,,,,
2016,Gadchiroli,Aheri,,1.0,,,,
2016,Gadchiroli,Sironcha,,,,,,
2017,Gadchiroli,Desaiganj,,2.0,,,,
2017,Gadchiroli,rmori,,,,,,
2017,Gadchiroli,Kurkheda,,,,,,
2017,Gadchiroli,Korachi,,,,,,
2017,Gadchiroli,Dhanora,,,,,,
2017,Gadchiroli,Gadchiroli,5.0,11.0,,,,
2017,Gadchiroli,Chomoshi,,1.0,,,,
2017,Gadchiroli,Mulchera,,,,,,
2017,Gadchiroli,Etapalli,,,,,,
2017,Gadchiroli,Bhamragad,,,,,,
2017,Gadchiroli,Aheri,,1.0,,,,
2017,Gadchiroli,Sironcha,,,,,,
2018,Gadchiroli,Desaiganj,,2.0,,,,
2018,Gadchiroli,rmori,,,,,,
2018,Gadchiroli,Kurkheda,,,,,,
2018,Gadchiroli,Korachi,,,,,,
2018,Gadchiroli,Dhanora,,,,,,
2018,Gadchiroli,Gadchiroli,5.0,11.0,,,,
2018,Gadchiroli,Chomoshi,,1.0,,,,
2018,Gadchiroli,Mulchera,,,,,,
2018,Gadchiroli,Etapalli,,,,,,
2018,Gadchiroli,Bhamragad,,,,,,
2018,Gadchiroli,Aheri,,1.0,,,,
2018,Gadchiroli,Sironcha,,,,,,
2019,Gadchiroli,Desaiganj,,2.0,,,,
2019,Gadchiroli,Aarmori,,,,,,
2019,Gadchiroli,Kurkheda,,,,,,
2019,Gadchiroli,Korachi,,,,,,
2019,Gadchiroli,Dhanora,,,,,,
2019,Gadchiroli,Gadchiroli,5.0,11.0,,,,
2019,Gadchiroli,Chomoshi,,1.0,,,,
2019,Gadchiroli,Mulchera,,,,,,
2019,Gadchiroli,Etapalli,,,,,,
2019,Gadchiroli,Bhamragad,,,,,,
2019,Gadchiroli,Aheri,,1.0,,,,
2019,Gadchiroli,Sironcha,,,,,,
2020,Gadchiroli,Desaiganj,,2.0,,,,
2020,Gadchiroli,Aarmori,,,,,,
2020,Gadchiroli,Kurkheda,,,,,,
2020,Gadchiroli,Korachi,,,,,,
2020,Gadchiroli,Dhanora,,,,,,
2020,Gadchiroli,Gadchiroli,5.0,11.0,,,,
2020,Gadchiroli,Chomoshi,,1.0,,,,
2020,Gadchiroli,Mulchera,,,,,,
2020,Gadchiroli,Etapalli,,,,,,
2020,Gadchiroli,Bhamragad,,,,,,
2020,Gadchiroli,Aheri,,1.0,,,,
2020,Gadchiroli,Sironcha,,,,,,
2021,Gadchiroli,Desaiganj,,2.0,,,,
2021,Gadchiroli,Aarmori,,,,,,
2021,Gadchiroli,Kurkheda,,,,,,
2021,Gadchiroli,Korachi,,,,,,
2021,Gadchiroli,Dhanora,,,,,,
2021,Gadchiroli,Gadchiroli,5.0,11.0,,,,
2021,Gadchiroli,Chomoshi,,1.0,,,,
2021,Gadchiroli,Mulchera,,,,,,
2021,Gadchiroli,Etapalli,,,,,,
2021,Gadchiroli,Bhamragad,,,,,,
2021,Gadchiroli,Aheri,,1.0,,,,
2021,Gadchiroli,Sironcha,,,,,,
2012,Gondia,Tiroda,0.0,1.0,0.0,0.0,0.0,0.0
2012,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2012,Gondia,Gondia,8.0,11.0,0.0,0.0,0.0,0.0
2012,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2012,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2012,Gondia,Sadak Arjuni,0.0,2.0,0.0,0.0,0.0,0.0
2012,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2012,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2013,Gondia,Tiroda,0.0,2.0,0.0,0.0,0.0,0.0
2013,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2013,Gondia,Gondia,9.0,21.0,0.0,2.0,0.0,0.0
2013,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2013,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2013,Gondia,Sadak Arjuni,0.0,2.0,0.0,0.0,0.0,0.0
2013,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2013,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2014,Gondia,Tiroda,0.0,1.0,0.0,0.0,0.0,0.0
2014,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2014,Gondia,Gondia,8.0,14.0,0.0,0.0,0.0,0.0
2014,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2014,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2014,Gondia,Sadak Arjuni,0.0,2.0,0.0,0.0,0.0,0.0
2014,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2014,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2015,Gondia,Tiroda,0.0,1.0,0.0,0.0,0.0,0.0
2015,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2015,Gondia,Gondia,8.0,12.0,0.0,0.0,0.0,0.0
2015,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2015,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2015,Gondia,Sadak Arjuni,0.0,0.0,0.0,0.0,0.0,0.0
2015,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2015,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2016,Gondia,Tiroda,0.0,1.0,0.0,0.0,0.0,0.0
2016,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2016,Gondia,Gondia,9.0,13.0,0.0,0.0,0.0,0.0
2016,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2016,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2016,Gondia,Sadak Arjuni,0.0,2.0,0.0,0.0,0.0,0.0
2016,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2016,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2017,Gondia,Tiroda,0.0,1.0,0.0,0.0,0.0,0.0
2017,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2017,Gondia,Gondia,8.0,9.0,0.0,0.0,0.0,0.0
2017,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2017,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2017,Gondia,Sadak Arjuni,0.0,0.0,0.0,0.0,0.0,0.0
2017,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2017,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2018,Gondia,Tiroda,0.0,1.0,0.0,0.0,0.0,0.0
2018,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2018,Gondia,Gondia,8.0,10.0,0.0,0.0,0.0,0.0
2018,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2018,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2018,Gondia,Sadak Arjuni,0.0,0.0,0.0,0.0,0.0,0.0
2018,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2018,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2019,Gondia,Tiroda,0.0,1.0,0.0,0.0,0.0,0.0
2019,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2019,Gondia,Gondia,8.0,10.0,0.0,0.0,0.0,0.0
2019,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2019,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2019,Gondia,Sadak Arjuni,0.0,0.0,0.0,0.0,0.0,0.0
2019,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2019,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gondia,Tiroda,0.0,1.0,0.0,0.0,0.0,0.0
2020,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gondia,Gondia,8.0,10.0,0.0,0.0,0.0,0.0
2020,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gondia,Sadak Arjuni,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2021,Gondia,Tiroda,0.0,1.0,0.0,0.0,0.0,0.0
2021,Gondia,Goregaon,0.0,0.0,0.0,0.0,0.0,0.0
2021,Gondia,Gondia,8.0,10.0,0.0,0.0,0.0,0.0
2021,Gondia,Aamgaon,0.0,0.0,0.0,0.0,0.0,0.0
2021,Gondia,Salekasa,0.0,0.0,0.0,0.0,0.0,0.0
2021,Gondia,Sadak Arjuni,0.0,0.0,0.0,0.0,0.0,0.0
2021,Gondia,Arjuni Morgaon,0.0,0.0,0.0,0.0,0.0,0.0
2021,Gondia,Devari,0.0,0.0,0.0,0.0,0.0,0.0
2012,Hingoli,Sengaon,0.0,0.0,0.0,0.0,0.0,0.0
2012,Hingoli,Hingoli,7.0,6.0,0.0,0.0,0.0,0.0
2012,Hingoli,Aundha na,0.0,0.0,0.0,0.0,0.0,0.0
2012,Hingoli,Kalamanuri,0.0,1.0,0.0,0.0,0.0,0.0
2012,Hingoli,vasamat,3.0,2.0,0.0,0.0,0.0,0.0
2013,Hingoli,Sengaon,,,,,,
2013,Hingoli,Hingoli,8.0,7.0,,,,
2013,Hingoli,Aundha na,,,,,,
2013,Hingoli,Kalamanuri,,1.0,,,,
2013,Hingoli,vasamat,3.0,2.0,,,,
2014,Hingoli,Sengaon,,,,,,
2014,Hingoli,Hingoli,10.0,8.0,,,,
2014,Hingoli,Aundha na,,,,,,
2014,Hingoli,Kalamanuri,,1.0,,,,
2014,Hingoli,vasamat,2.0,3.0,,,,
2015,Hingoli,Sengaon,,,,,,
2015,Hingoli,Hingoli,10.0,8.0,,,,
2015,Hingoli,Aundha na,,,,,,
2015,Hingoli,Kalamanuri,,1.0,,,,
2015,Hingoli,vasamat,2.0,3.0,,,,
