Year,District,Taluka,Road Type,Length
2013,Sangli ,Miraj,Other district roads,1001.0
2013,Sangli ,Miraj,District Roads,1434.0
2013,Sangli ,Miraj,Rural roads,788.0
2013,Sangli ,Kavathe Mahankal,National Highways,0.0
2013,Sangli ,Kavathe Mahankal,Expressway,0.0
2013,Sangli ,Kavathe Mahankal,Major State Highways,35.0
2013,Sangli ,Kavathe Mahankal,State highways,82.0
2013,Sangli ,Kavathe Mahankal,Major district roads,611.0
2013,Sangli ,Kavathe Mahankal,Other district roads,332.0
2013,Sangli ,Kavathe Mahankal,District Roads,943.0
2013,Sangli ,Kavathe Mahankal,Rural roads,513.0
2013,Sangli ,Jath,National Highways,0.0
2013,Sangli ,Jath,Expressway,0.0
2013,Sangli ,Jath,Major State Highways,40.0
2013,Sangli ,Jath,State highways,226.0
2013,Sangli ,Jath,Major district roads,593.0
2013,Sangli ,Jath,Other district roads,538.0
2013,Sangli ,Jath,District Roads,1131.0
2013,Sangli ,Jath,Rural roads,932.0
2014,Sangli ,Shirala,National Highways,0.0
2014,Sangli ,Shirala,Expressway,0.0
2014,Sangli ,Shirala,Major State Highways,0.0
2014,Sangli ,Shirala,State highways,131.9
2014,Sangli ,Shirala,Major district roads,123.8
2014,Sangli ,Shirala,Other district roads,261.6
2014,Sangli ,Shirala,District Roads,385.4
2014,Sangli ,Shirala,Rural roads,437.86
2014,Sangli ,Walwa,National Highways,29.57
2014,Sangli ,Walwa,Expressway,0.0
2014,Sangli ,Walwa,Major State Highways,0.0
2014,Sangli ,Walwa,State highways,136.1
2014,Sangli ,Walwa,Major district roads,197.13
2014,Sangli ,Walwa,Other district roads,312.97
2014,Sangli ,Walwa,District Roads,510.1
2014,Sangli ,Walwa,Rural roads,744.16
2014,Sangli ,Palus,National Highways,0.0
2014,Sangli ,Palus,Expressway,0.0
2014,Sangli ,Palus,Major State Highways,0.0
2014,Sangli ,Palus,State highways,77.38
2014,Sangli ,Palus,Major district roads,106.1
2014,Sangli ,Palus,Other district roads,122.69
2014,Sangli ,Palus,District Roads,228.79
2014,Sangli ,Palus,Rural roads,232.6
2014,Sangli ,Kadegaon,National Highways,0.0
2014,Sangli ,Kadegaon,Expressway,0.0
2014,Sangli ,Kadegaon,Major State Highways,0.0
2014,Sangli ,Kadegaon,State highways,84.0
2014,Sangli ,Kadegaon,Major district roads,112.05
2014,Sangli ,Kadegaon,Other district roads,149.12
2014,Sangli ,Kadegaon,District Roads,261.17
2014,Sangli ,Kadegaon,Rural roads,604.38
2014,Sangli ,Khapur,National Highways,0.0
2014,Sangli ,Khapur,Expressway,0.0
2014,Sangli ,Khapur,Major State Highways,0.0
2014,Sangli ,Khapur,State highways,101.58
2014,Sangli ,Khapur,Major district roads,145.2
2014,Sangli ,Khapur,Other district roads,203.38
2014,Sangli ,Khapur,District Roads,348.58
2014,Sangli ,Khapur,Rural roads,471.19
2014,Sangli ,Atpadi,National Highways,0.0
2014,Sangli ,Atpadi,Expressway,0.0
2014,Sangli ,Atpadi,Major State Highways,0.0
2014,Sangli ,Atpadi,State highways,106.23
2014,Sangli ,Atpadi,Major district roads,218.26
2014,Sangli ,Atpadi,Other district roads,256.75
2014,Sangli ,Atpadi,District Roads,475.01
2014,Sangli ,Atpadi,Rural roads,466.55
2014,Sangli ,Tasgaon,National Highways,0.0
2014,Sangli ,Tasgaon,Expressway,0.0
2014,Sangli ,Tasgaon,Major State Highways,0.0
2014,Sangli ,Tasgaon,State highways,128.56
2014,Sangli ,Tasgaon,Major district roads,201.35
2014,Sangli ,Tasgaon,Other district roads,312.28
2014,Sangli ,Tasgaon,District Roads,513.63
2014,Sangli ,Tasgaon,Rural roads,774.15
2014,Sangli ,Miraj,National Highways,29.1
2014,Sangli ,Miraj,Expressway,0.0
2014,Sangli ,Miraj,Major State Highways,0.0
2014,Sangli ,Miraj,State highways,163.56
2014,Sangli ,Miraj,Major district roads,203.58
2014,Sangli ,Miraj,Other district roads,404.08
2014,Sangli ,Miraj,District Roads,607.66
2014,Sangli ,Miraj,Rural roads,788.05
2014,Sangli ,Kavathe Mahankal,National Highways,35.0
2014,Sangli ,Kavathe Mahankal,Expressway,0.0
2014,Sangli ,Kavathe Mahankal,Major State Highways,0.0
2014,Sangli ,Kavathe Mahankal,State highways,85.49
2014,Sangli ,Kavathe Mahankal,Major district roads,229.36
2014,Sangli ,Kavathe Mahankal,Other district roads,329.48
2014,Sangli ,Kavathe Mahankal,District Roads,558.84
2014,Sangli ,Kavathe Mahankal,Rural roads,513.3
2014,Sangli ,Jath,National Highways,0.0
2014,Sangli ,Jath,Expressway,0.0
2014,Sangli ,Jath,Major State Highways,40.0
2014,Sangli ,Jath,State highways,231.0
2014,Sangli ,Jath,Major district roads,381.28
2014,Sangli ,Jath,Other district roads,563.4
2014,Sangli ,Jath,District Roads,944.68
2014,Sangli ,Jath,Rural roads,932.13
2015,Sangli ,Shirala,National Highways,0.0
2015,Sangli ,Shirala,Expressway,0.0
2015,Sangli ,Shirala,Major State Highways,0.0
2015,Sangli ,Shirala,Major district roads,123.8
2015,Sangli ,Shirala,Other district roads,261.6
2015,Sangli ,Shirala,District Roads,385.4
2015,Sangli ,Shirala,Rural roads,437.86
2015,Sangli ,Walwa,National Highways,29.5
2015,Sangli ,Walwa,Expressway,0.0
2015,Sangli ,Walwa,Major State Highways,0.0
2015,Sangli ,Walwa,State highways,131.9
2015,Sangli ,Walwa,Major district roads,197.13
2015,Sangli ,Walwa,Other district roads,318.17
2015,Sangli ,Walwa,District Roads,515.3
2015,Sangli ,Walwa,Rural roads,744.16
2015,Sangli ,Palus,National Highways,0.0
2015,Sangli ,Palus,Expressway,0.0
2015,Sangli ,Palus,Major State Highways,0.0
2015,Sangli ,Palus,State highways,130.9
2015,Sangli ,Palus,Major district roads,106.1
2015,Sangli ,Palus,Other district roads,126.17
2015,Sangli ,Palus,District Roads,232.27
2015,Sangli ,Palus,Rural roads,232.6
2015,Sangli ,Kadegaon,National Highways,0.0
2015,Sangli ,Kadegaon,Expressway,0.0
2015,Sangli ,Kadegaon,Major State Highways,0.0
2015,Sangli ,Kadegaon,State highways,73.28
2015,Sangli ,Kadegaon,Major district roads,112.05
2015,Sangli ,Kadegaon,Other district roads,154.12
2015,Sangli ,Kadegaon,District Roads,266.17
2015,Sangli ,Kadegaon,Rural roads,604.38
2015,Sangli ,Khapur,National Highways,0.0
2015,Sangli ,Khapur,Expressway,0.0
2015,Sangli ,Khapur,Major State Highways,0.0
2015,Sangli ,Khapur,State highways,79.0
2015,Sangli ,Khapur,Major district roads,145.2
2015,Sangli ,Khapur,Other district roads,214.38
2015,Sangli ,Khapur,District Roads,359.58
2015,Sangli ,Khapur,Rural roads,471.19
2015,Sangli ,Atpadi,National Highways,0.0
2015,Sangli ,Atpadi,Expressway,0.0
2015,Sangli ,Atpadi,Major State Highways,0.0
2015,Sangli ,Atpadi,State highways,90.58
2015,Sangli ,Atpadi,Major district roads,218.26
2015,Sangli ,Atpadi,Other district roads,256.74
2015,Sangli ,Atpadi,District Roads,475.0
2015,Sangli ,Atpadi,Rural roads,466.55
2015,Sangli ,Tasgaon,National Highways,0.0
2015,Sangli ,Tasgaon,Expressway,0.0
2015,Sangli ,Tasgaon,Major State Highways,0.0
2015,Sangli ,Tasgaon,State highways,106.23
2015,Sangli ,Tasgaon,Major district roads,201.35
2015,Sangli ,Tasgaon,Other district roads,317.48
2015,Sangli ,Tasgaon,District Roads,518.83
2015,Sangli ,Tasgaon,Rural roads,774.14
2015,Sangli ,Miraj,National Highways,31.3
2015,Sangli ,Miraj,Expressway,0.0
2015,Sangli ,Miraj,Major State Highways,0.0
2015,Sangli ,Miraj,State highways,123.36
2015,Sangli ,Miraj,Major district roads,210.35
2015,Sangli ,Miraj,Other district roads,410.28
2015,Sangli ,Miraj,District Roads,620.63
2015,Sangli ,Miraj,Rural roads,781.25
2015,Sangli ,Kavathe Mahankal,National Highways,35.0
2015,Sangli ,Kavathe Mahankal,Expressway,0.0
2015,Sangli ,Kavathe Mahankal,Major State Highways,0.0
2015,Sangli ,Kavathe Mahankal,State highways,157.36
2015,Sangli ,Kavathe Mahankal,Major district roads,229.36
2015,Sangli ,Kavathe Mahankal,Other district roads,332.48
2015,Sangli ,Kavathe Mahankal,District Roads,561.84
2015,Sangli ,Kavathe Mahankal,Rural roads,513.3
2015,Sangli ,Jath,National Highways,0.0
2015,Sangli ,Jath,Expressway,0.0
2015,Sangli ,Jath,Major State Highways,40.0
2015,Sangli ,Jath,State highways,82.49
2015,Sangli ,Jath,Major district roads,381.28
2015,Sangli ,Jath,Other district roads,538.4
2015,Sangli ,Jath,District Roads,919.68
2015,Sangli ,Jath,Rural roads,932.123
2016,Sangli ,Shirala,National Highways,0.0
2016,Sangli ,Shirala,Expressway,0.0
2016,Sangli ,Shirala,Major State Highways,0.0
2016,Sangli ,Shirala,State highways,126.8
2016,Sangli ,Shirala,Major district roads,110.1
2016,Sangli ,Shirala,Other district roads,244.7
2016,Sangli ,Shirala,District Roads,354.8
2016,Sangli ,Shirala,Rural roads,435.16
2016,Sangli ,Walwa,National Highways,29.5
2016,Sangli ,Walwa,Expressway,0.0
2016,Sangli ,Walwa,Major State Highways,0.0
2016,Sangli ,Walwa,State highways,134.2
2016,Sangli ,Walwa,Major district roads,176.35
2016,Sangli ,Walwa,Other district roads,306.97
2016,Sangli ,Walwa,District Roads,483.32
2016,Sangli ,Walwa,Rural roads,741.16
2016,Sangli ,Palus,National Highways,0.0
2016,Sangli ,Palus,Expressway,0.0
2016,Sangli ,Palus,Major State Highways,0.0
2016,Sangli ,Palus,State highways,78.88
2016,Sangli ,Palus,Major district roads,111.16
2016,Sangli ,Palus,Other district roads,126.79
2016,Sangli ,Palus,District Roads,237.95
2016,Sangli ,Palus,Rural roads,232.6
2016,Sangli ,Kadegaon,National Highways,0.0
2016,Sangli ,Kadegaon,Expressway,0.0
2016,Sangli ,Kadegaon,Major State Highways,0.0
2016,Sangli ,Kadegaon,State highways,89.4
2016,Sangli ,Kadegaon,Major district roads,113.05
2016,Sangli ,Kadegaon,Other district roads,154.12
2016,Sangli ,Kadegaon,District Roads,267.17
2016,Sangli ,Kadegaon,Rural roads,604.38
2016,Sangli ,Khapur,National Highways,0.0
2016,Sangli ,Khapur,Expressway,0.0
2016,Sangli ,Khapur,Major State Highways,0.0
2016,Sangli ,Khapur,State highways,90.19
2016,Sangli ,Khapur,Major district roads,124.9
2016,Sangli ,Khapur,Other district roads,214.38
2016,Sangli ,Khapur,District Roads,339.28
2016,Sangli ,Khapur,Rural roads,471.19
2016,Sangli ,Atpadi,National Highways,0.0
2016,Sangli ,Atpadi,Expressway,0.0
2016,Sangli ,Atpadi,Major State Highways,0.0
2016,Sangli ,Atpadi,State highways,90.6
2016,Sangli ,Atpadi,Major district roads,190.6
2016,Sangli ,Atpadi,Other district roads,256.75
2016,Sangli ,Atpadi,District Roads,447.35
2016,Sangli ,Atpadi,Rural roads,466.55
2016,Sangli ,Tasgaon,National Highways,0.0
2016,Sangli ,Tasgaon,Expressway,0.0
2016,Sangli ,Tasgaon,Major State Highways,0.0
2016,Sangli ,Tasgaon,State highways,128.4
2016,Sangli ,Tasgaon,Major district roads,190.63
2016,Sangli ,Tasgaon,Other district roads,317.48
2016,Sangli ,Tasgaon,District Roads,508.11
2016,Sangli ,Tasgaon,Rural roads,774.15
2016,Sangli ,Miraj,National Highways,31.3
2016,Sangli ,Miraj,Expressway,0.0
2016,Sangli ,Miraj,Major State Highways,0.0
2016,Sangli ,Miraj,State highways,142.94
2016,Sangli ,Miraj,Major district roads,192.6
2016,Sangli ,Miraj,Other district roads,394.78
2016,Sangli ,Miraj,District Roads,587.38
2016,Sangli ,Miraj,Rural roads,799.15
2016,Sangli ,Kavathe Mahankal,National Highways,35.0
2016,Sangli ,Kavathe Mahankal,Expressway,0.0
2016,Sangli ,Kavathe Mahankal,Major State Highways,0.0
2016,Sangli ,Kavathe Mahankal,State highways,79.59
2016,Sangli ,Kavathe Mahankal,Major district roads,204.63
2016,Sangli ,Kavathe Mahankal,Other district roads,332.48
2016,Sangli ,Kavathe Mahankal,District Roads,537.11
2016,Sangli ,Kavathe Mahankal,Rural roads,513.3
2016,Sangli ,Jath,National Highways,0.0
2016,Sangli ,Jath,Expressway,0.0
2016,Sangli ,Jath,Major State Highways,40.0
2016,Sangli ,Jath,State highways,225.66
2016,Sangli ,Jath,Major district roads,400.2
2016,Sangli ,Jath,Other district roads,568.4
2016,Sangli ,Jath,District Roads,968.6
2016,Sangli ,Jath,Rural roads,932.13
2017,Sangli ,Shirala,National Highways,0.0
2017,Sangli ,Shirala,Expressway,0.0
2017,Sangli ,Shirala,Major State Highways,0.0
2017,Sangli ,Shirala,State highways,126.8
2017,Sangli ,Shirala,Major district roads,110.1
2017,Sangli ,Shirala,Other district roads,244.7
2017,Sangli ,Shirala,District Roads,354.8
2017,Sangli ,Shirala,Rural roads,435.16
2017,Sangli ,Walwa,National Highways,29.5
2017,Sangli ,Walwa,Expressway,0.0
2017,Sangli ,Walwa,Major State Highways,0.0
2017,Sangli ,Walwa,State highways,134.2
2017,Sangli ,Walwa,Major district roads,188.05
2017,Sangli ,Walwa,Other district roads,297.37
2017,Sangli ,Walwa,District Roads,485.42
2017,Sangli ,Walwa,Rural roads,741.16
2017,Sangli ,Palus,National Highways,0.0
2017,Sangli ,Palus,Expressway,0.0
2017,Sangli ,Palus,Major State Highways,0.0
2017,Sangli ,Palus,State highways,78.89
2017,Sangli ,Palus,Major district roads,129.2
2017,Sangli ,Palus,Other district roads,105.79
2017,Sangli ,Palus,District Roads,234.99
2017,Sangli ,Palus,Rural roads,232.6
2017,Sangli ,Kadegaon,National Highways,0.0
2017,Sangli ,Kadegaon,Expressway,0.0
2017,Sangli ,Kadegaon,Major State Highways,0.0
2017,Sangli ,Kadegaon,State highways,89.4
2017,Sangli ,Kadegaon,Major district roads,231.35
2017,Sangli ,Kadegaon,Other district roads,48.3
2017,Sangli ,Kadegaon,District Roads,279.65
2017,Sangli ,Kadegaon,Rural roads,578.68
2017,Sangli ,Khapur,National Highways,0.0
2017,Sangli ,Khapur,Expressway,0.0
2017,Sangli ,Khapur,Major State Highways,0.0
2017,Sangli ,Khapur,State highways,90.19
2017,Sangli ,Khapur,Major district roads,266.1
2017,Sangli ,Khapur,Other district roads,142.79
2017,Sangli ,Khapur,District Roads,408.89
2017,Sangli ,Khapur,Rural roads,434.49
2017,Sangli ,Atpadi,National Highways,0.0
2017,Sangli ,Atpadi,Expressway,0.0
2017,Sangli ,Atpadi,Major State Highways,0.0
2017,Sangli ,Atpadi,State highways,90.6
2017,Sangli ,Atpadi,Major district roads,190.6
2017,Sangli ,Atpadi,Other district roads,256.75
2017,Sangli ,Atpadi,District Roads,447.35
2017,Sangli ,Atpadi,Rural roads,466.55
2017,Sangli ,Tasgaon,National Highways,0.0
2017,Sangli ,Tasgaon,Expressway,0.0
2017,Sangli ,Tasgaon,Major State Highways,0.0
2017,Sangli ,Tasgaon,State highways,128.4
2017,Sangli ,Tasgaon,Major district roads,406.93
2017,Sangli ,Tasgaon,Other district roads,100.66
2017,Sangli ,Tasgaon,District Roads,507.59
2017,Sangli ,Tasgaon,Rural roads,765.35
2017,Sangli ,Miraj,National Highways,31.3
2017,Sangli ,Miraj,Expressway,0.0
2017,Sangli ,Miraj,Major State Highways,0.0
2017,Sangli ,Miraj,State highways,142.94
2017,Sangli ,Miraj,Major district roads,372.22
2017,Sangli ,Miraj,Other district roads,227.23
2017,Sangli ,Miraj,District Roads,599.45
2017,Sangli ,Miraj,Rural roads,784.55
2017,Sangli ,Kavathe Mahankal,National Highways,35.0
2017,Sangli ,Kavathe Mahankal,Expressway,0.0
2017,Sangli ,Kavathe Mahankal,Major State Highways,0.0
2017,Sangli ,Kavathe Mahankal,State highways,79.59
2017,Sangli ,Kavathe Mahankal,Major district roads,204.63
2017,Sangli ,Kavathe Mahankal,Other district roads,325.28
2017,Sangli ,Kavathe Mahankal,District Roads,529.91
2017,Sangli ,Kavathe Mahankal,Rural roads,513.3
2017,Sangli ,Jath,National Highways,0.0
2017,Sangli ,Jath,Expressway,0.0
2017,Sangli ,Jath,Major State Highways,40.0
2017,Sangli ,Jath,State highways,225.66
2017,Sangli ,Jath,Major district roads,496.78
2017,Sangli ,Jath,Other district roads,167.78
2017,Sangli ,Jath,District Roads,664.56
2017,Sangli ,Jath,Rural roads,928.28
2018,Sangli ,Shirala,National Highways,0.0
2018,Sangli ,Shirala,Expressway,0.0
2018,Sangli ,Shirala,Major State Highways,0.0
2018,Sangli ,Shirala,State highways,126.8
2018,Sangli ,Shirala,Major district roads,181.0
2018,Sangli ,Shirala,Other district roads,171.0
2018,Sangli ,Shirala,District Roads,352.0
2018,Sangli ,Shirala,Rural roads,434.36
2018,Sangli ,Walwa,National Highways,29.5
2018,Sangli ,Walwa,Expressway,0.0
2018,Sangli ,Walwa,Major State Highways,0.0
2018,Sangli ,Walwa,State highways,134.2
2018,Sangli ,Walwa,Major district roads,266.52
2018,Sangli ,Walwa,Other district roads,233.62
2018,Sangli ,Walwa,District Roads,500.14
2018,Sangli ,Walwa,Rural roads,729.36
2018,Sangli ,Palus,National Highways,0.0
2018,Sangli ,Palus,Expressway,0.0
2018,Sangli ,Palus,Major State Highways,0.0
2018,Sangli ,Palus,State highways,78.88
2018,Sangli ,Palus,Major district roads,157.31
2018,Sangli ,Palus,Other district roads,70.18
2018,Sangli ,Palus,District Roads,227.49
2018,Sangli ,Palus,Rural roads,232.6
2018,Sangli ,Kadegaon,National Highways,0.0
2018,Sangli ,Kadegaon,Expressway,0.0
2018,Sangli ,Kadegaon,Major State Highways,0.0
2018,Sangli ,Kadegaon,State highways,89.4
2018,Sangli ,Kadegaon,Major district roads,227.75
2018,Sangli ,Kadegaon,Other district roads,48.3
2018,Sangli ,Kadegaon,District Roads,276.05
2018,Sangli ,Kadegaon,Rural roads,578.68
2018,Sangli ,Khapur,National Highways,0.0
2018,Sangli ,Khapur,Expressway,0.0
2018,Sangli ,Khapur,Major State Highways,0.0
2018,Sangli ,Khapur,State highways,90.19
2018,Sangli ,Khapur,Major district roads,274.1
2018,Sangli ,Khapur,Other district roads,142.79
2018,Sangli ,Khapur,District Roads,416.89
2018,Sangli ,Khapur,Rural roads,434.49
2018,Sangli ,Atpadi,National Highways,0.0
2018,Sangli ,Atpadi,Expressway,0.0
2018,Sangli ,Atpadi,Major State Highways,0.0
2018,Sangli ,Atpadi,State highways,90.6
2018,Sangli ,Atpadi,Major district roads,190.6
2018,Sangli ,Atpadi,Other district roads,256.75
2018,Sangli ,Atpadi,District Roads,447.35
2018,Sangli ,Atpadi,Rural roads,466.55
2018,Sangli ,Tasgaon,National Highways,0.0
2018,Sangli ,Tasgaon,Expressway,0.0
2018,Sangli ,Tasgaon,Major State Highways,0.0
2018,Sangli ,Tasgaon,State highways,128.4
2018,Sangli ,Tasgaon,Major district roads,409.27
2018,Sangli ,Tasgaon,Other district roads,97.66
2018,Sangli ,Tasgaon,District Roads,506.93
2018,Sangli ,Tasgaon,Rural roads,767.35
2018,Sangli ,Miraj,National Highways,31.3
2018,Sangli ,Miraj,Expressway,0.0
2018,Sangli ,Miraj,Major State Highways,0.0
2018,Sangli ,Miraj,State highways,142.94
2018,Sangli ,Miraj,Major district roads,373.22
2018,Sangli ,Miraj,Other district roads,227.23
2018,Sangli ,Miraj,District Roads,600.45
2018,Sangli ,Miraj,Rural roads,1010.05
2018,Sangli ,Kavathe Mahankal,National Highways,35.0
2018,Sangli ,Kavathe Mahankal,Expressway,0.0
2018,Sangli ,Kavathe Mahankal,Major State Highways,0.0
2018,Sangli ,Kavathe Mahankal,State highways,79.59
2018,Sangli ,Kavathe Mahankal,Major district roads,210.82
2018,Sangli ,Kavathe Mahankal,Other district roads,325.28
2018,Sangli ,Kavathe Mahankal,District Roads,536.1
2018,Sangli ,Kavathe Mahankal,Rural roads,513.3
2018,Sangli ,Jath,National Highways,0.0
2018,Sangli ,Jath,Expressway,0.0
2018,Sangli ,Jath,Major State Highways,40.0
2018,Sangli ,Jath,State highways,284.76
2018,Sangli ,Jath,Major district roads,438.68
2018,Sangli ,Jath,Other district roads,467.6
2018,Sangli ,Jath,District Roads,906.28
2018,Sangli ,Jath,Rural roads,928.28
2019,Sangli ,Shirala,National Highways,12.2
2019,Sangli ,Shirala,Expressway,0.0
2019,Sangli ,Shirala,Major State Highways,0.0
2019,Sangli ,Shirala,State highways,138.3
2019,Sangli ,Shirala,Major district roads,159.94
2019,Sangli ,Shirala,Other district roads,171.0
2019,Sangli ,Shirala,District Roads,330.94
2019,Sangli ,Shirala,Rural roads,434.36
2019,Sangli ,Walwa,National Highways,47.55
2019,Sangli ,Walwa,Expressway,0.0
2019,Sangli ,Walwa,Major State Highways,0.0
2019,Sangli ,Walwa,State highways,106.3
2019,Sangli ,Walwa,Major district roads,270.02
2019,Sangli ,Walwa,Other district roads,215.32
2019,Sangli ,Walwa,District Roads,485.34
2019,Sangli ,Walwa,Rural roads,729.36
2019,Sangli ,Palus,National Highways,33.42
2019,Sangli ,Palus,Expressway,0.0
2019,Sangli ,Palus,Major State Highways,0.0
2019,Sangli ,Palus,State highways,53.88
2019,Sangli ,Palus,Major district roads,147.48
2019,Sangli ,Palus,Other district roads,70.18
2019,Sangli ,Palus,District Roads,217.66
2019,Sangli ,Palus,Rural roads,232.6
2019,Sangli ,Kadegaon,National Highways,43.2
2019,Sangli ,Kadegaon,Expressway,0.0
2019,Sangli ,Kadegaon,Major State Highways,0.0
2019,Sangli ,Kadegaon,State highways,66.2
2019,Sangli ,Kadegaon,Major district roads,311.5
2019,Sangli ,Kadegaon,Other district roads,27.6
2019,Sangli ,Kadegaon,District Roads,339.1
2019,Sangli ,Kadegaon,Rural roads,522.88
2019,Sangli ,Khapur,National Highways,17.88
2019,Sangli ,Khapur,Expressway,0.0
2019,Sangli ,Khapur,Major State Highways,0.0
2019,Sangli ,Khapur,State highways,46.99
2019,Sangli ,Khapur,Major district roads,254.05
2019,Sangli ,Khapur,Other district roads,142.79
2019,Sangli ,Khapur,District Roads,396.84
2019,Sangli ,Khapur,Rural roads,434.49
2019,Sangli ,Atpadi,National Highways,47.67
2019,Sangli ,Atpadi,Expressway,0.0
2019,Sangli ,Atpadi,Major State Highways,0.0
2019,Sangli ,Atpadi,State highways,140.5
2019,Sangli ,Atpadi,Major district roads,186.45
2019,Sangli ,Atpadi,Other district roads,256.75
2019,Sangli ,Atpadi,District Roads,443.2
2019,Sangli ,Atpadi,Rural roads,466.55
2019,Sangli ,Tasgaon,National Highways,0.0
2019,Sangli ,Tasgaon,Expressway,0.0
2019,Sangli ,Tasgaon,Major State Highways,0.0
2019,Sangli ,Tasgaon,State highways,72.6
2019,Sangli ,Tasgaon,Major district roads,404.63
2019,Sangli ,Tasgaon,Other district roads,97.66
2019,Sangli ,Tasgaon,District Roads,502.29
2019,Sangli ,Tasgaon,Rural roads,770.1
2019,Sangli ,Miraj,National Highways,0.0
2019,Sangli ,Miraj,Expressway,0.0
2019,Sangli ,Miraj,Major State Highways,0.0
2019,Sangli ,Miraj,State highways,160.24
2019,Sangli ,Miraj,Major district roads,452.86
2019,Sangli ,Miraj,Other district roads,160.63
2019,Sangli ,Miraj,District Roads,613.49
2019,Sangli ,Miraj,Rural roads,980.55
2019,Sangli ,Kavathe Mahankal,National Highways,71.87
2019,Sangli ,Kavathe Mahankal,Expressway,0.0
2019,Sangli ,Kavathe Mahankal,Major State Highways,0.0
2019,Sangli ,Kavathe Mahankal,State highways,36.5
2019,Sangli ,Kavathe Mahankal,Major district roads,206.7
2019,Sangli ,Kavathe Mahankal,Other district roads,325.28
2019,Sangli ,Kavathe Mahankal,District Roads,531.98
2019,Sangli ,Kavathe Mahankal,Rural roads,513.3
2019,Sangli ,Jath,National Highways,0.0
2019,Sangli ,Jath,Expressway,0.0
2019,Sangli ,Jath,Major State Highways,0.0
2019,Sangli ,Jath,State highways,213.46
2019,Sangli ,Jath,Major district roads,438.78
2019,Sangli ,Jath,Other district roads,467.6
2019,Sangli ,Jath,District Roads,906.38
2019,Sangli ,Jath,Rural roads,928.28
2020,Sangli ,Shirala,National Highways,0.0
2020,Sangli ,Shirala,Expressway,0.0
2020,Sangli ,Shirala,Major State Highways,0.0
2020,Sangli ,Shirala,State highways,138.3
2020,Sangli ,Shirala,Major district roads,159.94
2020,Sangli ,Shirala,Other district roads,171.0
2020,Sangli ,Shirala,District Roads,330.94
2020,Sangli ,Shirala,Rural roads,434.36
2020,Sangli ,Walwa,National Highways,0.0
2020,Sangli ,Walwa,Expressway,0.0
2020,Sangli ,Walwa,Major State Highways,0.0
2020,Sangli ,Walwa,State highways,97.6
2020,Sangli ,Walwa,Major district roads,270.02
2020,Sangli ,Walwa,Other district roads,215.32
2020,Sangli ,Walwa,District Roads,485.34
2020,Sangli ,Walwa,Rural roads,729.36
2020,Sangli ,Palus,National Highways,0.0
2020,Sangli ,Palus,Expressway,0.0
2020,Sangli ,Palus,Major State Highways,0.0
2020,Sangli ,Palus,State highways,46.48
2020,Sangli ,Palus,Major district roads,150.08
2020,Sangli ,Palus,Other district roads,67.88
2020,Sangli ,Palus,District Roads,217.96
2020,Sangli ,Palus,Rural roads,232.6
2020,Sangli ,Kadegaon,National Highways,0.0
2020,Sangli ,Kadegaon,Expressway,0.0
2020,Sangli ,Kadegaon,Major State Highways,0.0
2020,Sangli ,Kadegaon,State highways,73.6
2020,Sangli ,Kadegaon,Major district roads,330.7
2020,Sangli ,Kadegaon,Other district roads,8.4
2020,Sangli ,Kadegaon,District Roads,339.1
2020,Sangli ,Kadegaon,Rural roads,522.88
2020,Sangli ,Khapur,National Highways,0.0
2020,Sangli ,Khapur,Expressway,0.0
2020,Sangli ,Khapur,Major State Highways,0.0
2020,Sangli ,Khapur,State highways,19.08
2020,Sangli ,Khapur,Major district roads,341.13
2020,Sangli ,Khapur,Other district roads,96.96
2020,Sangli ,Khapur,District Roads,438.09
2020,Sangli ,Khapur,Rural roads,399.59
2020,Sangli ,Atpadi,National Highways,0.0
2020,Sangli ,Atpadi,Expressway,0.0
2020,Sangli ,Atpadi,Major State Highways,0.0
2020,Sangli ,Atpadi,State highways,91.9
2020,Sangli ,Atpadi,Major district roads,186.45
2020,Sangli ,Atpadi,Other district roads,256.75
2020,Sangli ,Atpadi,District Roads,443.2
2020,Sangli ,Atpadi,Rural roads,466.55
2020,Sangli ,Tasgaon,National Highways,0.0
2020,Sangli ,Tasgaon,Expressway,0.0
2020,Sangli ,Tasgaon,Major State Highways,0.0
2020,Sangli ,Tasgaon,State highways,71.6
2020,Sangli ,Tasgaon,Major district roads,480.13
2020,Sangli ,Tasgaon,Other district roads,65.2
2020,Sangli ,Tasgaon,District Roads,545.33
2020,Sangli ,Tasgaon,Rural roads,739.6
2020,Sangli ,Miraj,National Highways,0.0
2020,Sangli ,Miraj,Expressway,0.0
2020,Sangli ,Miraj,Major State Highways,0.0
2020,Sangli ,Miraj,State highways,163.54
2020,Sangli ,Miraj,Major district roads,452.86
2020,Sangli ,Miraj,Other district roads,160.63
2020,Sangli ,Miraj,District Roads,613.49
2020,Sangli ,Miraj,Rural roads,980.55
2020,Sangli ,Kavathe Mahankal,National Highways,0.0
2020,Sangli ,Kavathe Mahankal,Expressway,0.0
2020,Sangli ,Kavathe Mahankal,Major State Highways,0.0
2020,Sangli ,Kavathe Mahankal,State highways,36.5
2020,Sangli ,Kavathe Mahankal,Major district roads,206.7
2020,Sangli ,Kavathe Mahankal,Other district roads,325.28
2020,Sangli ,Kavathe Mahankal,District Roads,531.98
2020,Sangli ,Kavathe Mahankal,Rural roads,513.3
2020,Sangli ,Jath,National Highways,0.0
