Year,District,Taluka,Road Material,Length
2016,Sangli ,Kavathe Mahankal,Rock,194.63
2016,Sangli ,Kavathe Mahankal,Asphalt/Cement/Concrete,635.32
2016,Sangli ,Jath,Unpaved,850.92
2016,Sangli ,Jath,Rock,203.5
2016,Sangli ,Jath,Asphalt/Cement/Concrete,1111.96
2017,Sangli ,Shirala,Unpaved,247.53
2017,Sangli ,Shirala,Rock,68.4
2017,Sangli ,Shirala,Asphalt/Cement/Concrete,600.83
2017,Sangli ,Walwa,Unpaved,449.99
2017,Sangli ,Walwa,Rock,110.73
2017,Sangli ,Walwa,Asphalt/Cement/Concrete,829.56
2017,Sangli ,Palus,Unpaved,115.82
2017,Sangli ,Palus,Rock,51.5
2017,Sangli ,Palus,Asphalt/Cement/Concrete,379.15
2017,Sangli ,Kadegaon,Unpaved,345.52
2017,Sangli ,Kadegaon,Rock,59.09
2017,Sangli ,Kadegaon,Asphalt/Cement/Concrete,543.12
2017,Sangli ,Khapur,Unpaved,272.6
2017,Sangli ,Khapur,Rock,54.85
2017,Sangli ,Khapur,Asphalt/Cement/Concrete,606.12
2017,Sangli ,Atpadi,Unpaved,400.08
2017,Sangli ,Atpadi,Rock,84.17
2017,Sangli ,Atpadi,Asphalt/Cement/Concrete,520.25
2017,Sangli ,Tasgaon,Unpaved,540.08
2017,Sangli ,Tasgaon,Rock,36.5
2017,Sangli ,Tasgaon,Asphalt/Cement/Concrete,824.76
2017,Sangli ,Miraj,Unpaved,555.86
2017,Sangli ,Miraj,Rock,157.52
2017,Sangli ,Miraj,Asphalt/Cement/Concrete,844.86
2017,Sangli ,Kavathe Mahankal,Unpaved,332.45
2017,Sangli ,Kavathe Mahankal,Rock,193.53
2017,Sangli ,Kavathe Mahankal,Asphalt/Cement/Concrete,631.82
2017,Sangli ,Jath,Unpaved,835.67
2017,Sangli ,Jath,Rock,188.74
2017,Sangli ,Jath,Asphalt/Cement/Concrete,1133.91
2018,Sangli ,Shirala,Unpaved,227.93
2018,Sangli ,Shirala,Rock,62.2
2018,Sangli ,Walwa,Unpaved,447.48
2018,Sangli ,Walwa,Rock,111.49
2018,Sangli ,Palus,Unpaved,107.5
2018,Sangli ,Palus,Rock,43.2
2018,Sangli ,Kadegaon,Unpaved,323.52
2018,Sangli ,Kadegaon,Rock,57.89
2018,Sangli ,Khapur,Unpaved,267.32
2018,Sangli ,Khapur,Rock,53.01
2018,Sangli ,Atpadi,Unpaved,395.93
2018,Sangli ,Atpadi,Rock,83.46
2018,Sangli ,Tasgaon,Unpaved,537.08
2018,Sangli ,Tasgaon,Rock,36.5
2018,Sangli ,Miraj,Unpaved,769.9
2018,Sangli ,Miraj,Rock,146.32
2018,Sangli ,Kavathe Mahankal,Unpaved,333.05
2018,Sangli ,Kavathe Mahankal,Rock,192.13
2018,Sangli ,Jath,Unpaved,797.53
2018,Sangli ,Jath,Rock,179.77
2019,Sangli ,Shirala,Unpaved,221.63
2019,Sangli ,Shirala,Rock,53.3
2019,Sangli ,Walwa,Unpaved,391.26
2019,Sangli ,Walwa,Rock,86.23
2019,Sangli ,Palus,Unpaved,102.15
2019,Sangli ,Palus,Rock,43.7
2019,Sangli ,Kadegaon,Unpaved,316.74
2019,Sangli ,Kadegaon,Rock,48.19
2019,Sangli ,Khapur,Unpaved,262.29
2019,Sangli ,Khapur,Rock,60.47
2019,Sangli ,Atpadi,Unpaved,376.89
2019,Sangli ,Atpadi,Rock,80.16
2019,Sangli ,Tasgaon,Unpaved,496.09
2019,Sangli ,Tasgaon,Rock,37.1
2019,Sangli ,Miraj,Unpaved,786.44
2019,Sangli ,Miraj,Rock,96.25
2019,Sangli ,Kavathe Mahankal,Unpaved,324
2019,Sangli ,Kavathe Mahankal,Rock,195.13
2019,Sangli ,Jath,Unpaved,779.96
2019,Sangli ,Jath,Rock,158.59
2020,Sangli ,Shirala,Unpaved,221.63
2020,Sangli ,Shirala,Rock,52.3
2020,Sangli ,Walwa,Unpaved,384.08
2020,Sangli ,Walwa,Rock,84.53
2020,Sangli ,Palus,Unpaved,99.38
2020,Sangli ,Palus,Rock,46.47
2020,Sangli ,Kadegaon,Unpaved,323.64
2020,Sangli ,Kadegaon,Rock,43.45
2020,Sangli ,Khapur,Unpaved,265.89
2020,Sangli ,Khapur,Rock,55.34
2020,Sangli ,Atpadi,Unpaved,370.88
2020,Sangli ,Atpadi,Rock,80.16
2020,Sangli ,Tasgaon,Unpaved,496.43
2020,Sangli ,Tasgaon,Rock,28.2
2020,Sangli ,Miraj,Unpaved,775.24
2020,Sangli ,Miraj,Rock,86.1
2020,Sangli ,Kavathe Mahankal,Unpaved,301.85
2020,Sangli ,Kavathe Mahankal,Rock,185.78
2020,Sangli ,Jath,Unpaved,769.42
2020,Sangli ,Jath,Rock,149.49
2021,Sangli ,Shirala,Unpaved,214.73
2021,Sangli ,Shirala,Rock,54.1
2021,Sangli ,Walwa,Unpaved,370.93
2021,Sangli ,Walwa,Rock,123.93
2021,Sangli ,Palus,Unpaved,94.58
2021,Sangli ,Palus,Rock,40.68
2021,Sangli ,Kadegaon,Unpaved,309.54
2021,Sangli ,Kadegaon,Rock,38.99
2021,Sangli ,Khapur,Unpaved,258.56
2021,Sangli ,Khapur,Rock,95.34
2021,Sangli ,Atpadi,Unpaved,335.88
2021,Sangli ,Atpadi,Rock,80.16
2021,Sangli ,Tasgaon,Unpaved,491.03
2021,Sangli ,Tasgaon,Rock,27.2
2021,Sangli ,Miraj,Unpaved,805.19
2021,Sangli ,Miraj,Rock,83
2021,Sangli ,Kavathe Mahankal,Unpaved,290.1
2021,Sangli ,Kavathe Mahankal,Rock,181.73
2021,Sangli ,Jath,Unpaved,816.08
2021,Sangli ,Jath,Rock,140.41
2012,Satara,Mahableshwar,Unpaved,66.5
2012,Satara,Mahableshwar,Rock,109.15
2012,Satara,Mahableshwar,Asphalt/Cement/Concrete,396.14
2012,Satara,Wai,Unpaved,191.55
2012,Satara,Wai,Rock,111.63
2012,Satara,Wai,Asphalt/Cement/Concrete,493.08
2012,Satara,Khandala,Unpaved,93.8
2012,Satara,Khandala,Rock,155.05
2012,Satara,Khandala,Asphalt/Cement/Concrete,369.82
2012,Satara,Phaltan,Unpaved,225
2012,Satara,Phaltan,Rock,612.69
2012,Satara,Phaltan,Asphalt/Cement/Concrete,740.26
2012,Satara,Man,Unpaved,363.75
2012,Satara,Man,Rock,289.98
2012,Satara,Man,Asphalt/Cement/Concrete,699.44
2012,Satara,Khatav,Unpaved,296.05
2012,Satara,Khatav,Rock,349.35
2012,Satara,Khatav,Asphalt/Cement/Concrete,1056.41
2012,Satara,Koregaon,Unpaved,144.75
2012,Satara,Koregaon,Rock,208.98
2012,Satara,Koregaon,Asphalt/Cement/Concrete,617.1
2012,Satara,Satara,Unpaved,318.67
2012,Satara,Satara,Rock,108.82
2012,Satara,Satara,Asphalt/Cement/Concrete,819.75
2012,Satara,Javli,Unpaved,71.63
2012,Satara,Javli,Rock,89.03
2012,Satara,Javli,Asphalt/Cement/Concrete,415.6
2012,Satara,Patan,Unpaved,511.09
2012,Satara,Patan,Rock,197.16
2012,Satara,Patan,Asphalt/Cement/Concrete,879.99
2012,Satara,Karad,Unpaved,148.38
2012,Satara,Karad,Rock,250.6
2012,Satara,Karad,Asphalt/Cement/Concrete,1051.43
2013,Satara,Mahableshwar,Unpaved,66.5
2013,Satara,Mahableshwar,Rock,94.25
2013,Satara,Mahableshwar,Asphalt/Cement/Concrete,411.04
2013,Satara,Wai,Unpaved,177.85
2013,Satara,Wai,Rock,109.23
2013,Satara,Wai,Asphalt/Cement/Concrete,509.18
2013,Satara,Khandala,Unpaved,79.05
2013,Satara,Khandala,Rock,132.8
2013,Satara,Khandala,Asphalt/Cement/Concrete,402.92
2013,Satara,Phaltan,Unpaved,196.05
2013,Satara,Phaltan,Rock,592.08
2013,Satara,Phaltan,Asphalt/Cement/Concrete,802.82
2013,Satara,Man,Unpaved,356.93
2013,Satara,Man,Rock,321.58
2013,Satara,Man,Asphalt/Cement/Concrete,674.66
2013,Satara,Khatav,Unpaved,214.52
2013,Satara,Khatav,Rock,414.3
2013,Satara,Khatav,Asphalt/Cement/Concrete,1068.47
2013,Satara,Koregaon,Unpaved,139.77
2013,Satara,Koregaon,Rock,206.56
2013,Satara,Koregaon,Asphalt/Cement/Concrete,613.5
2013,Satara,Satara,Unpaved,303.07
2013,Satara,Satara,Rock,116.22
2013,Satara,Satara,Asphalt/Cement/Concrete,827.45
2013,Satara,Javli,Unpaved,61.77
2013,Satara,Javli,Rock,91.98
2013,Satara,Javli,Asphalt/Cement/Concrete,422.51
2013,Satara,Patan,Unpaved,488.29
2013,Satara,Patan,Rock,192.14
2013,Satara,Patan,Asphalt/Cement/Concrete,909.11
2013,Satara,Karad,Unpaved,135.84
2013,Satara,Karad,Rock,250.81
2013,Satara,Karad,Asphalt/Cement/Concrete,1067.34
2014,Satara,Mahableshwar,Unpaved,50.61
2014,Satara,Mahableshwar,Rock,100.59
2014,Satara,Mahableshwar,Asphalt/Cement/Concrete,425.24
2014,Satara,Wai,Unpaved,174.08
2014,Satara,Wai,Rock,110.64
2014,Satara,Wai,Asphalt/Cement/Concrete,513.36
2014,Satara,Khandala,Unpaved,85.5
2014,Satara,Khandala,Rock,139.9
2014,Satara,Khandala,Asphalt/Cement/Concrete,400.97
2014,Satara,Phaltan,Unpaved,195.55
2014,Satara,Phaltan,Rock,591.64
2014,Satara,Phaltan,Asphalt/Cement/Concrete,802.46
2014,Satara,Man,Unpaved,357.43
2014,Satara,Man,Rock,292.96
2014,Satara,Man,Asphalt/Cement/Concrete,706.38
2014,Satara,Khatav,Unpaved,200.12
2014,Satara,Khatav,Rock,426.3
2014,Satara,Khatav,Asphalt/Cement/Concrete,1066.47
2014,Satara,Koregaon,Unpaved,138.51
2014,Satara,Koregaon,Rock,194.66
2014,Satara,Koregaon,Asphalt/Cement/Concrete,630.67
2014,Satara,Satara,Unpaved,299.82
2014,Satara,Satara,Rock,111.52
2014,Satara,Satara,Asphalt/Cement/Concrete,821.04
2014,Satara,Javli,Unpaved,59.94
2014,Satara,Javli,Rock,89.68
2014,Satara,Javli,Asphalt/Cement/Concrete,425.64
2014,Satara,Patan,Unpaved,480.29
2014,Satara,Patan,Rock,191.14
2014,Satara,Patan,Asphalt/Cement/Concrete,944.25
2014,Satara,Karad,Unpaved,127.73
2014,Satara,Karad,Rock,202.07
2014,Satara,Karad,Asphalt/Cement/Concrete,1121.18
2015,Satara,Mahableshwar,Unpaved,50.61
2015,Satara,Mahableshwar,Rock,97.39
2015,Satara,Mahableshwar,Asphalt/Cement/Concrete,492.48
2015,Satara,Wai,Unpaved,174.08
2015,Satara,Wai,Rock,108.36
2015,Satara,Wai,Asphalt/Cement/Concrete,570.72
2015,Satara,Khandala,Unpaved,82.44
2015,Satara,Khandala,Rock,135.08
2015,Satara,Khandala,Asphalt/Cement/Concrete,406.25
2015,Satara,Phaltan,Unpaved,143.93
2015,Satara,Phaltan,Rock,472.44
2015,Satara,Phaltan,Asphalt/Cement/Concrete,991.03
2015,Satara,Man,Unpaved,359.03
2015,Satara,Man,Rock,212.65
2015,Satara,Man,Asphalt/Cement/Concrete,614.92
2015,Satara,Khatav,Unpaved,201.32
2015,Satara,Khatav,Rock,382.2
2015,Satara,Khatav,Asphalt/Cement/Concrete,1036.91
2015,Satara,Koregaon,Unpaved,135.51
2015,Satara,Koregaon,Rock,188.97
2015,Satara,Koregaon,Asphalt/Cement/Concrete,590.45
2015,Satara,Satara,Unpaved,291.97
2015,Satara,Satara,Rock,157.52
2015,Satara,Satara,Asphalt/Cement/Concrete,893.78
2015,Satara,Javli,Unpaved,55.24
2015,Satara,Javli,Rock,109.48
2015,Satara,Javli,Asphalt/Cement/Concrete,477.99
2015,Satara,Patan,Unpaved,476.08
2015,Satara,Patan,Rock,184.74
2015,Satara,Patan,Asphalt/Cement/Concrete,965.46
2015,Satara,Karad,Unpaved,120.95
2015,Satara,Karad,Rock,180.32
2015,Satara,Karad,Asphalt/Cement/Concrete,1133.11
2016,Satara,Mahableshwar,Unpaved,48.5
2016,Satara,Mahableshwar,Rock,82.73
2016,Satara,Mahableshwar,Asphalt/Cement/Concrete,447.87
2016,Satara,Wai,Unpaved,174.08
2016,Satara,Wai,Rock,111.16
2016,Satara,Wai,Asphalt/Cement/Concrete,514.34
2016,Satara,Khandala,Unpaved,82.44
2016,Satara,Khandala,Rock,135.08
2016,Satara,Khandala,Asphalt/Cement/Concrete,406.25
2016,Satara,Phaltan,Unpaved,120.5
2016,Satara,Phaltan,Rock,447.12
2016,Satara,Phaltan,Asphalt/Cement/Concrete,1034.58
2016,Satara,Man,Unpaved,399.25
2016,Satara,Man,Rock,283.7
2016,Satara,Man,Asphalt/Cement/Concrete,807.84
2016,Satara,Khatav,Unpaved,172.72
2016,Satara,Khatav,Rock,336.7
2016,Satara,Khatav,Asphalt/Cement/Concrete,1112.68
2016,Satara,Koregaon,Unpaved,130.43
2016,Satara,Koregaon,Rock,179.32
2016,Satara,Koregaon,Asphalt/Cement/Concrete,608.51
2016,Satara,Satara,Unpaved,290.5
2016,Satara,Satara,Rock,113.14
2016,Satara,Satara,Asphalt/Cement/Concrete,827.41
2016,Satara,Javli,Unpaved,64.74
2016,Satara,Javli,Rock,87.98
2016,Satara,Javli,Asphalt/Cement/Concrete,431.28
2016,Satara,Patan,Unpaved,468.48
2016,Satara,Patan,Rock,155.15
2016,Satara,Patan,Asphalt/Cement/Concrete,1055.15
2016,Satara,Karad,Unpaved,120.95
2016,Satara,Karad,Rock,163.97
2016,Satara,Karad,Asphalt/Cement/Concrete,1149.46
2017,Satara,Mahableshwar,Unpaved,98.39
2017,Satara,Mahableshwar,Rock,100.4
2017,Satara,Mahableshwar,Asphalt/Cement/Concrete,528.82
2017,Satara,Wai,Unpaved,174.08
2017,Satara,Wai,Rock,109.66
2017,Satara,Wai,Asphalt/Cement/Concrete,517.56
2017,Satara,Khandala,Unpaved,86.04
2017,Satara,Khandala,Rock,131.2
2017,Satara,Khandala,Asphalt/Cement/Concrete,408.18
2017,Satara,Phaltan,Unpaved,122.7
2017,Satara,Phaltan,Rock,433.82
2017,Satara,Phaltan,Asphalt/Cement/Concrete,1052.73
2017,Satara,Man,Unpaved,337.99
2017,Satara,Man,Rock,247.3
2017,Satara,Man,Asphalt/Cement/Concrete,726.33
2017,Satara,Khatav,Unpaved,205.16
2017,Satara,Khatav,Rock,341.07
2017,Satara,Khatav,Asphalt/Cement/Concrete,1116.37
2017,Satara,Koregaon,Unpaved,127.93
2017,Satara,Koregaon,Rock,175.05
2017,Satara,Koregaon,Asphalt/Cement/Concrete,615.45
2017,Satara,Satara,Unpaved,292.2
2017,Satara,Satara,Rock,105.18
2017,Satara,Satara,Asphalt/Cement/Concrete,828.81
2017,Satara,Javli,Unpaved,113.87
2017,Satara,Javli,Rock,72.57
2017,Satara,Javli,Asphalt/Cement/Concrete,462.34
2017,Satara,Patan,Unpaved,468.99
2017,Satara,Patan,Rock,147.64
2017,Satara,Patan,Asphalt/Cement/Concrete,1052.65
2017,Satara,Karad,Unpaved,129.02
2017,Satara,Karad,Rock,160.96
2017,Satara,Karad,Asphalt/Cement/Concrete,1162.71
2018,Satara,Mahableshwar,Unpaved,56.44
2018,Satara,Mahableshwar,Rock,78.1
2018,Satara,Mahableshwar,Asphalt/Cement/Concrete,447.17
2018,Satara,Wai,Unpaved,165.2
2018,Satara,Wai,Rock,98.7
2018,Satara,Wai,Asphalt/Cement/Concrete,531.65
2018,Satara,Khandala,Unpaved,82.45
2018,Satara,Khandala,Rock,131.2
2018,Satara,Khandala,Asphalt/Cement/Concrete,411.37
2018,Satara,Phaltan,Unpaved,88.3
2018,Satara,Phaltan,Rock,467.12
2018,Satara,Phaltan,Asphalt/Cement/Concrete,1052.02
2018,Satara,Man,Unpaved,375.96
2018,Satara,Man,Rock,230.97
2018,Satara,Man,Asphalt/Cement/Concrete,775.54
2018,Satara,Khatav,Unpaved,228.37
2018,Satara,Khatav,Rock,357.8
2018,Satara,Khatav,Asphalt/Cement/Concrete,1116.32
2018,Satara,Koregaon,Unpaved,130.78
2018,Satara,Koregaon,Rock,156.15
2018,Satara,Koregaon,Asphalt/Cement/Concrete,687.4
2018,Satara,Satara,Unpaved,292.2
2018,Satara,Satara,Rock,97.18
2018,Satara,Satara,Asphalt/Cement/Concrete,843.42
2018,Satara,Javli,Unpaved,115.08
2018,Satara,Javli,Rock,73.87
2018,Satara,Javli,Asphalt/Cement/Concrete,461.34
2018,Satara,Patan,Unpaved,470.1
2018,Satara,Patan,Rock,140.16
2018,Satara,Patan,Asphalt/Cement/Concrete,1055.03
2018,Satara,Karad,Unpaved,147.26
2018,Satara,Karad,Rock,184.71
2018,Satara,Karad,Asphalt/Cement/Concrete,1157.94
2019,Satara,Mahableshwar,Unpaved,179.29
2019,Satara,Mahableshwar,Rock,80.49
2019,Satara,Mahableshwar,Asphalt/Cement/Concrete,490.07
2019,Satara,Wai,Unpaved,101.43
2019,Satara,Wai,Rock,101.72
2019,Satara,Wai,Asphalt/Cement/Concrete,582.66
2019,Satara,Khandala,Unpaved,172.57
2019,Satara,Khandala,Rock,135.21
2019,Satara,Khandala,Asphalt/Cement/Concrete,450.84
2019,Satara,Phaltan,Unpaved,3.09
2019,Satara,Phaltan,Rock,481.4
2019,Satara,Phaltan,Asphalt/Cement/Concrete,1152.95
2019,Satara,Man,Unpaved,332.99
2019,Satara,Man,Rock,238.03
2019,Satara,Man,Asphalt/Cement/Concrete,849.95
2019,Satara,Khatav,Unpaved,243.29
2019,Satara,Khatav,Rock,368.74
2019,Satara,Khatav,Asphalt/Cement/Concrete,1223.42
2019,Satara,Koregaon,Unpaved,132.33
2019,Satara,Koregaon,Rock,160.92
2019,Satara,Koregaon,Asphalt/Cement/Concrete,753.35
2019,Satara,Satara,Unpaved,405.72
2019,Satara,Satara,Rock,100.15
2019,Satara,Satara,Asphalt/Cement/Concrete,924.34
2019,Satara,Javli,Unpaved,207.36
2019,Satara,Javli,Rock,76.13
2019,Satara,Javli,Asphalt/Cement/Concrete,505.6
2019,Satara,Patan,Unpaved,474.5
2019,Satara,Patan,Rock,144.44
2019,Satara,Patan,Asphalt/Cement/Concrete,1256.25
2019,Satara,Karad,Unpaved,76.19
2019,Satara,Karad,Rock,190.36
2019,Satara,Karad,Asphalt/Cement/Concrete,1169.03
2020,Satara,Mahableshwar,Unpaved,179.6
2020,Satara,Mahableshwar,Rock,80.49
2020,Satara,Mahableshwar,Asphalt/Cement/Concrete,489.37
2020,Satara,Wai,Unpaved,101.6
2020,Satara,Wai,Rock,101.72
2020,Satara,Wai,Asphalt/Cement/Concrete,581.82
2020,Satara,Khandala,Unpaved,172.87
2020,Satara,Khandala,Rock,135.21
2020,Satara,Khandala,Asphalt/Cement/Concrete,450.19
2020,Satara,Phaltan,Unpaved,3.1
2020,Satara,Phaltan,Rock,481.4
2020,Satara,Phaltan,Asphalt/Cement/Concrete,1151.3
2020,Satara,Man,Unpaved,333.57
2020,Satara,Man,Rock,238.03
2020,Satara,Man,Asphalt/Cement/Concrete,848.73
2020,Satara,Khatav,Unpaved,243.71
2020,Satara,Khatav,Rock,368.74
2020,Satara,Khatav,Asphalt/Cement/Concrete,1221.66
2020,Satara,Koregaon,Unpaved,132.55
2020,Satara,Koregaon,Rock,160.92
2020,Satara,Koregaon,Asphalt/Cement/Concrete,752.27
2020,Satara,Satara,Unpaved,406.42
2020,Satara,Satara,Rock,100.15
2020,Satara,Satara,Asphalt/Cement/Concrete,923.01
2020,Satara,Javli,Unpaved,207.72
2020,Satara,Javli,Rock,76.13
2020,Satara,Javli,Asphalt/Cement/Concrete,504.88
2020,Satara,Patan,Unpaved,475.31
2020,Satara,Patan,Rock,144.44
2020,Satara,Patan,Asphalt/Cement/Concrete,1254.45
2020,Satara,Karad,Unpaved,76.32
2020,Satara,Karad,Rock,190.36
2020,Satara,Karad,Asphalt/Cement/Concrete,1167.36
2021,Satara,Mahableshwar,Unpaved,176.4
2021,Satara,Mahableshwar,Rock,80.49
2021,Satara,Mahableshwar,Asphalt/Cement/Concrete,492.57
2021,Satara,Wai,Unpaved,97.5
2021,Satara,Wai,Rock,101.72
2021,Satara,Wai,Asphalt/Cement/Concrete,585.93
2021,Satara,Khandala,Unpaved,162.65
2021,Satara,Khandala,Rock,135.22
2021,Satara,Khandala,Asphalt/Cement/Concrete,460.4
2021,Satara,Phaltan,Unpaved,3.1
2021,Satara,Phaltan,Rock,458.7
2021,Satara,Phaltan,Asphalt/Cement/Concrete,1174
2021,Satara,Man,Unpaved,317.25
2021,Satara,Man,Rock,238.03
2021,Satara,Man,Asphalt/Cement/Concrete,865.05
2021,Satara,Khatav,Unpaved,223.25
2021,Satara,Khatav,Rock,347.54
2021,Satara,Khatav,Asphalt/Cement/Concrete,1269.56
2021,Satara,Koregaon,Unpaved,132.56
2021,Satara,Koregaon,Rock,160.93
2021,Satara,Koregaon,Asphalt/Cement/Concrete,752.25
2021,Satara,Satara,Unpaved,392.3
2021,Satara,Satara,Rock,100.16
2021,Satara,Satara,Asphalt/Cement/Concrete,937.13
2021,Satara,Javli,Unpaved,207.72
2021,Satara,Javli,Rock,76.13
2021,Satara,Javli,Asphalt/Cement/Concrete,504.87
2021,Satara,Patan,Unpaved,457.13
2021,Satara,Patan,Rock,144.4
2021,Satara,Patan,Asphalt/Cement/Concrete,1278.11
2021,Satara,Karad,Unpaved,76.33
2021,Satara,Karad,Rock,179.26
2021,Satara,Karad,Asphalt/Cement/Concrete,1180.85
2012,Sindhudurg,Devgad,Unpaved,32
2012,Sindhudurg,Devgad,Rock,105
2012,Sindhudurg,Devgad,Asphalt/Cement/Concrete,586
2012,Sindhudurg,Vaibhavwadi,Unpaved,53
2012,Sindhudurg,Vaibhavwadi,Rock,25
2012,Sindhudurg,Vaibhavwadi,Asphalt/Cement/Concrete,294
2012,Sindhudurg,Kankavali,Unpaved,224
2012,Sindhudurg,Kankavali,Rock,50
2012,Sindhudurg,Kankavali,Asphalt/Cement/Concrete,668
2012,Sindhudurg,Malvan,Unpaved,67
2012,Sindhudurg,Malvan,Rock,80
2012,Sindhudurg,Malvan,Asphalt/Cement/Concrete,643
2012,Sindhudurg,Vengurla,Unpaved,132
2012,Sindhudurg,Vengurla,Rock,53
2012,Sindhudurg,Vengurla,Asphalt/Cement/Concrete,325
2012,Sindhudurg,Kudal,Unpaved,355
2012,Sindhudurg,Kudal,Rock,132
2012,Sindhudurg,Kudal,Asphalt/Cement/Concrete,631
2012,Sindhudurg,Sawantwadi,Unpaved,116
2012,Sindhudurg,Sawantwadi,Rock,151
2012,Sindhudurg,Sawantwadi,Asphalt/Cement/Concrete,482
2012,Sindhudurg,Dodamarg,Unpaved,20
2012,Sindhudurg,Dodamarg,Rock,52
2012,Sindhudurg,Dodamarg,Asphalt/Cement/Concrete,219
2013,Sindhudurg,Devgad,Unpaved,41
2013,Sindhudurg,Devgad,Rock,118
2013,Sindhudurg,Devgad,Asphalt/Cement/Concrete,669
2013,Sindhudurg,Vaibhavwadi,Unpaved,174
2013,Sindhudurg,Vaibhavwadi,Rock,29
2013,Sindhudurg,Vaibhavwadi,Asphalt/Cement/Concrete,360
2013,Sindhudurg,Kankavali,Unpaved,387
2013,Sindhudurg,Kankavali,Rock,58
2013,Sindhudurg,Kankavali,Asphalt/Cement/Concrete,792
2013,Sindhudurg,Malvan,Unpaved,134
2013,Sindhudurg,Malvan,Rock,184
2013,Sindhudurg,Malvan,Asphalt/Cement/Concrete,912
2013,Sindhudurg,Vengurla,Unpaved,0
2013,Sindhudurg,Vengurla,Rock,88
2013,Sindhudurg,Vengurla,Asphalt/Cement/Concrete,390
2013,Sindhudurg,Kudal,Unpaved,418
2013,Sindhudurg,Kudal,Rock,63
2013,Sindhudurg,Kudal,Asphalt/Cement/Concrete,859
2013,Sindhudurg,Sawantwadi,Unpaved,266
2013,Sindhudurg,Sawantwadi,Rock,156
2013,Sindhudurg,Sawantwadi,Asphalt/Cement/Concrete,606
2013,Sindhudurg,Dodamarg,Unpaved,110
2013,Sindhudurg,Dodamarg,Rock,63
2013,Sindhudurg,Dodamarg,Asphalt/Cement/Concrete,229
2014,Sindhudurg,Devgad,Unpaved,273
2014,Sindhudurg,Devgad,Rock,119
2014,Sindhudurg,Devgad,Asphalt/Cement/Concrete,728
2014,Sindhudurg,Vaibhavwadi,Unpaved,161
2014,Sindhudurg,Vaibhavwadi,Rock,29
2014,Sindhudurg,Vaibhavwadi,Asphalt/Cement/Concrete,400
2014,Sindhudurg,Kankavali,Unpaved,406
2014,Sindhudurg,Kankavali,Rock,55
2014,Sindhudurg,Kankavali,Asphalt/Cement/Concrete,724
2014,Sindhudurg,Malvan,Unpaved,211
2014,Sindhudurg,Malvan,Rock,187
2014,Sindhudurg,Malvan,Asphalt/Cement/Concrete,929
2014,Sindhudurg,Vengurla,Unpaved,63
2014,Sindhudurg,Vengurla,Rock,87
2014,Sindhudurg,Vengurla,Asphalt/Cement/Concrete,407
2014,Sindhudurg,Kudal,Unpaved,557
2014,Sindhudurg,Kudal,Rock,62
2014,Sindhudurg,Kudal,Asphalt/Cement/Concrete,749
2014,Sindhudurg,Sawantwadi,Unpaved,411
2014,Sindhudurg,Sawantwadi,Rock,145
2014,Sindhudurg,Sawantwadi,Asphalt/Cement/Concrete,653
2014,Sindhudurg,Dodamarg,Unpaved,213
2014,Sindhudurg,Dodamarg,Rock,61
2014,Sindhudurg,Dodamarg,Asphalt/Cement/Concrete,274
2015,Sindhudurg,Devgad,Unpaved,270
2015,Sindhudurg,Devgad,Rock,114
2015,Sindhudurg,Devgad,Asphalt/Cement/Concrete,736
2015,Sindhudurg,Vaibhavwadi,Unpaved,170
2015,Sindhudurg,Vaibhavwadi,Rock,34
2015,Sindhudurg,Vaibhavwadi,Asphalt/Cement/Concrete,384
2015,Sindhudurg,Kankavali,Unpaved,406
2015,Sindhudurg,Kankavali,Rock,53
2015,Sindhudurg,Kankavali,Asphalt/Cement/Concrete,728
2015,Sindhudurg,Malvan,Unpaved,207
2015,Sindhudurg,Malvan,Rock,189
2015,Sindhudurg,Malvan,Asphalt/Cement/Concrete,932
2015,Sindhudurg,Vengurla,Unpaved,61
2015,Sindhudurg,Vengurla,Rock,74
2015,Sindhudurg,Vengurla,Asphalt/Cement/Concrete,425
2015,Sindhudurg,Kudal,Unpaved,562
2015,Sindhudurg,Kudal,Rock,59
2015,Sindhudurg,Kudal,Asphalt/Cement/Concrete,750
2015,Sindhudurg,Sawantwadi,Unpaved,405
2015,Sindhudurg,Sawantwadi,Rock,152
2015,Sindhudurg,Sawantwadi,Asphalt/Cement/Concrete,644
2015,Sindhudurg,Dodamarg,Unpaved,215
2015,Sindhudurg,Dodamarg,Rock,54
2015,Sindhudurg,Dodamarg,Asphalt/Cement/Concrete,279
2016,Sindhudurg,Devgad,Unpaved,250.15
2016,Sindhudurg,Devgad,Rock,107
2016,Sindhudurg,Devgad,Asphalt/Cement/Concrete,748
2016,Sindhudurg,Vaibhavwadi,Unpaved,170.6
2016,Sindhudurg,Vaibhavwadi,Rock,30
2016,Sindhudurg,Vaibhavwadi,Asphalt/Cement/Concrete,407
2016,Sindhudurg,Kankavali,Unpaved,428
2016,Sindhudurg,Kankavali,Rock,51
2016,Sindhudurg,Kankavali,Asphalt/Cement/Concrete,735
2016,Sindhudurg,Malvan,Unpaved,208
2016,Sindhudurg,Malvan,Rock,185
2016,Sindhudurg,Malvan,Asphalt/Cement/Concrete,904
2016,Sindhudurg,Vengurla,Unpaved,103
2016,Sindhudurg,Vengurla,Rock,67
2016,Sindhudurg,Vengurla,Asphalt/Cement/Concrete,377
