Year,District,Taluka,Road Material,Length
2021,Chandrapur,Rajura,Unpaved,73.07
2021,Chandrapur,Rajura,Rock,76.71
2021,Chandrapur,Rajura,Asphalt/Cement/Concrete,0
2021,Chandrapur,Gondpipari,Unpaved,108.65
2021,Chandrapur,Gondpipari,Rock,157.49
2021,Chandrapur,Gondpipari,Asphalt/Cement/Concrete,0
2021,Chandrapur,Jivati,Unpaved,85.7
2021,Chandrapur,Jivati,Rock,97.7
2021,Chandrapur,Jivati,Asphalt/Cement/Concrete,0
2012,Dhule,Shirpur,Unpaved,79.58
2012,Dhule,Shirpur,Rock,54.99
2012,Dhule,Shirpur,Asphalt/Cement/Concrete,869.01
2012,Dhule,Shindkheda,Unpaved,225.12
2012,Dhule,Shindkheda,Rock,456.72
2012,Dhule,Shindkheda,Asphalt/Cement/Concrete,664.73
2012,Dhule,Sakri,Unpaved,104.95
2012,Dhule,Sakri,Rock,247.8
2012,Dhule,Sakri,Asphalt/Cement/Concrete,1061.56
2012,Dhule,Dhule,Unpaved,255.35
2012,Dhule,Dhule,Rock,618.59
2012,Dhule,Dhule,Asphalt/Cement/Concrete,1097.92
2013,Dhule,Shirpur,Unpaved,434.92
2013,Dhule,Shirpur,Rock,187.53
2013,Dhule,Shirpur,Asphalt/Cement/Concrete,941.48
2013,Dhule,Shindkheda,Unpaved,351.38
2013,Dhule,Shindkheda,Rock,362.1
2013,Dhule,Shindkheda,Asphalt/Cement/Concrete,692.65
2013,Dhule,Sakri,Unpaved,254.05
2013,Dhule,Sakri,Rock,576.03
2013,Dhule,Sakri,Asphalt/Cement/Concrete,1216.55
2013,Dhule,Dhule,Unpaved,284.43
2013,Dhule,Dhule,Rock,851.75
2013,Dhule,Dhule,Asphalt/Cement/Concrete,1103.5
2014,Dhule,Shirpur,Unpaved,459.61
2014,Dhule,Shirpur,Rock,182.94
2014,Dhule,Shirpur,Asphalt/Cement/Concrete,915.92
2014,Dhule,Shindkheda,Unpaved,376.69
2014,Dhule,Shindkheda,Rock,359.01
2014,Dhule,Shindkheda,Asphalt/Cement/Concrete,733.66
2014,Dhule,Sakri,Unpaved,336.05
2014,Dhule,Sakri,Rock,576.03
2014,Dhule,Sakri,Asphalt/Cement/Concrete,1134.55
2014,Dhule,Dhule,Unpaved,138.74
2014,Dhule,Dhule,Rock,852.86
2014,Dhule,Dhule,Asphalt/Cement/Concrete,1249.83
2015,Dhule,Shirpur,Unpaved,458.5
2015,Dhule,Shirpur,Rock,182.94
2015,Dhule,Shirpur,Asphalt/Cement/Concrete,927.03
2015,Dhule,Shindkheda,Unpaved,376.69
2015,Dhule,Shindkheda,Rock,359.01
2015,Dhule,Shindkheda,Asphalt/Cement/Concrete,741.6
2015,Dhule,Sakri,Unpaved,336.05
2015,Dhule,Sakri,Rock,576.03
2015,Dhule,Sakri,Asphalt/Cement/Concrete,1102.75
2015,Dhule,Dhule,Unpaved,136.91
2015,Dhule,Dhule,Rock,851.71
2015,Dhule,Dhule,Asphalt/Cement/Concrete,1267.05
2016,Dhule,Shirpur,Unpaved,455.5
2016,Dhule,Shirpur,Rock,181.42
2016,Dhule,Shirpur,Asphalt/Cement/Concrete,996.4
2016,Dhule,Shindkheda,Unpaved,376.69
2016,Dhule,Shindkheda,Rock,359.01
2016,Dhule,Shindkheda,Asphalt/Cement/Concrete,708.07
2016,Dhule,Sakri,Unpaved,336.05
2016,Dhule,Sakri,Rock,576.03
2016,Dhule,Sakri,Asphalt/Cement/Concrete,1115.42
2016,Dhule,Dhule,Unpaved,136.91
2016,Dhule,Dhule,Rock,851.71
2016,Dhule,Dhule,Asphalt/Cement/Concrete,1210.2
2017,Dhule,Shirpur,Unpaved,264.1
2017,Dhule,Shirpur,Rock,217.72
2017,Dhule,Shirpur,Asphalt/Cement/Concrete,898.09
2017,Dhule,Shindkheda,Unpaved,409.28
2017,Dhule,Shindkheda,Rock,399.67
2017,Dhule,Shindkheda,Asphalt/Cement/Concrete,833.2
2017,Dhule,Sakri,Unpaved,131.63
2017,Dhule,Sakri,Rock,619.7
2017,Dhule,Sakri,Asphalt/Cement/Concrete,1311.92
2017,Dhule,Dhule,Unpaved,538.32
2017,Dhule,Dhule,Rock,758.4
2017,Dhule,Dhule,Asphalt/Cement/Concrete,1028.4
2018,Dhule,Shirpur,Unpaved,476.94
2018,Dhule,Shirpur,Rock,174.75
2018,Dhule,Shindkheda,Unpaved,398.74
2018,Dhule,Shindkheda,Rock,423.93
2018,Dhule,Sakri,Unpaved,350.64
2018,Dhule,Sakri,Rock,475.96
2018,Dhule,Dhule,Unpaved,383.38
2018,Dhule,Dhule,Rock,748.75
2019,Dhule,Shirpur,Unpaved,401.02
2019,Dhule,Shirpur,Rock,138.13
2019,Dhule,Shindkheda,Unpaved,529.17
2019,Dhule,Shindkheda,Rock,223.69
2019,Dhule,Sakri,Unpaved,293.53
2019,Dhule,Sakri,Rock,435.8
2019,Dhule,Dhule,Unpaved,288.6
2019,Dhule,Dhule,Rock,888.9
2020,Dhule,Shirpur,Unpaved,449.72
2020,Dhule,Shirpur,Rock,138.1
2020,Dhule,Shindkheda,Unpaved,284.02
2020,Dhule,Shindkheda,Rock,284.07
2020,Dhule,Sakri,Unpaved,314.76
2020,Dhule,Sakri,Rock,432.39
2020,Dhule,Dhule,Unpaved,436.22
2020,Dhule,Dhule,Rock,700.7
2021,Dhule,Shirpur,Unpaved,382.6
2021,Dhule,Shirpur,Rock,134.68
2021,Dhule,Shindkheda,Unpaved,598.7
2021,Dhule,Shindkheda,Rock,272.78
2021,Dhule,Sakri,Unpaved,343.98
2021,Dhule,Sakri,Rock,414.49
2021,Dhule,Dhule,Unpaved,270.35
2021,Dhule,Dhule,Rock,596.25
2012,Gadchiroli,Desaiganj,Unpaved,66
2012,Gadchiroli,Desaiganj,Rock,215
2012,Gadchiroli,Desaiganj,Asphalt/Cement/Concrete,313
2012,Gadchiroli,rmori,Unpaved,243
2012,Gadchiroli,rmori,Rock,267
2012,Gadchiroli,rmori,Asphalt/Cement/Concrete,460
2012,Gadchiroli,Kurkheda,Unpaved,215
2012,Gadchiroli,Kurkheda,Rock,317
2012,Gadchiroli,Kurkheda,Asphalt/Cement/Concrete,382
2012,Gadchiroli,Korachi,Unpaved,270
2012,Gadchiroli,Korachi,Rock,191
2012,Gadchiroli,Korachi,Asphalt/Cement/Concrete,331
2012,Gadchiroli,Dhanora,Unpaved,598
2012,Gadchiroli,Dhanora,Rock,397
2012,Gadchiroli,Dhanora,Asphalt/Cement/Concrete,581
2012,Gadchiroli,Gadchiroli,Unpaved,246
2012,Gadchiroli,Gadchiroli,Rock,242
2012,Gadchiroli,Gadchiroli,Asphalt/Cement/Concrete,483
2012,Gadchiroli,Chomoshi,Unpaved,307
2012,Gadchiroli,Chomoshi,Rock,282
2012,Gadchiroli,Chomoshi,Asphalt/Cement/Concrete,648
2012,Gadchiroli,Mulchera,Unpaved,228
2012,Gadchiroli,Mulchera,Rock,179
2012,Gadchiroli,Mulchera,Asphalt/Cement/Concrete,339
2012,Gadchiroli,Etapalli,Unpaved,785
2012,Gadchiroli,Etapalli,Rock,365
2012,Gadchiroli,Etapalli,Asphalt/Cement/Concrete,365
2012,Gadchiroli,Bhamragad,Unpaved,459
2012,Gadchiroli,Bhamragad,Rock,196
2012,Gadchiroli,Bhamragad,Asphalt/Cement/Concrete,341
2012,Gadchiroli,Aheri,Unpaved,346
2012,Gadchiroli,Aheri,Rock,461
2012,Gadchiroli,Aheri,Asphalt/Cement/Concrete,476
2012,Gadchiroli,Sironcha,Unpaved,245
2012,Gadchiroli,Sironcha,Rock,295
2012,Gadchiroli,Sironcha,Asphalt/Cement/Concrete,344
2013,Gadchiroli,Desaiganj,Unpaved,114
2013,Gadchiroli,Desaiganj,Rock,227
2013,Gadchiroli,Desaiganj,Asphalt/Cement/Concrete,327
2013,Gadchiroli,rmori,Unpaved,227
2013,Gadchiroli,rmori,Rock,279
2013,Gadchiroli,rmori,Asphalt/Cement/Concrete,474
2013,Gadchiroli,Kurkheda,Unpaved,228
2013,Gadchiroli,Kurkheda,Rock,329
2013,Gadchiroli,Kurkheda,Asphalt/Cement/Concrete,396
2013,Gadchiroli,Korachi,Unpaved,290
2013,Gadchiroli,Korachi,Rock,203
2013,Gadchiroli,Korachi,Asphalt/Cement/Concrete,345
2013,Gadchiroli,Dhanora,Unpaved,591
2013,Gadchiroli,Dhanora,Rock,409
2013,Gadchiroli,Dhanora,Asphalt/Cement/Concrete,595
2013,Gadchiroli,Gadchiroli,Unpaved,277
2013,Gadchiroli,Gadchiroli,Rock,254
2013,Gadchiroli,Gadchiroli,Asphalt/Cement/Concrete,497
2013,Gadchiroli,Chomoshi,Unpaved,231
2013,Gadchiroli,Chomoshi,Rock,294
2013,Gadchiroli,Chomoshi,Asphalt/Cement/Concrete,662
2013,Gadchiroli,Mulchera,Unpaved,312
2013,Gadchiroli,Mulchera,Rock,191
2013,Gadchiroli,Mulchera,Asphalt/Cement/Concrete,353
2013,Gadchiroli,Etapalli,Unpaved,814
2013,Gadchiroli,Etapalli,Rock,377
2013,Gadchiroli,Etapalli,Asphalt/Cement/Concrete,379
2013,Gadchiroli,Bhamragad,Unpaved,383
2013,Gadchiroli,Bhamragad,Rock,208
2013,Gadchiroli,Bhamragad,Asphalt/Cement/Concrete,355
2013,Gadchiroli,Aheri,Unpaved,328
2013,Gadchiroli,Aheri,Rock,475
2013,Gadchiroli,Aheri,Asphalt/Cement/Concrete,490
2013,Gadchiroli,Sironcha,Unpaved,346
2013,Gadchiroli,Sironcha,Rock,307
2013,Gadchiroli,Sironcha,Asphalt/Cement/Concrete,360
2014,Gadchiroli,Desaiganj,Unpaved,116
2014,Gadchiroli,Desaiganj,Rock,228
2014,Gadchiroli,Desaiganj,Asphalt/Cement/Concrete,335
2014,Gadchiroli,rmori,Unpaved,229
2014,Gadchiroli,rmori,Rock,281
2014,Gadchiroli,rmori,Asphalt/Cement/Concrete,479
2014,Gadchiroli,Kurkheda,Unpaved,230
2014,Gadchiroli,Kurkheda,Rock,330
2014,Gadchiroli,Kurkheda,Asphalt/Cement/Concrete,404
2014,Gadchiroli,Korachi,Unpaved,292
2014,Gadchiroli,Korachi,Rock,204
2014,Gadchiroli,Korachi,Asphalt/Cement/Concrete,351
2014,Gadchiroli,Dhanora,Unpaved,593
2014,Gadchiroli,Dhanora,Rock,411
2014,Gadchiroli,Dhanora,Asphalt/Cement/Concrete,603
2014,Gadchiroli,Gadchiroli,Unpaved,279
2014,Gadchiroli,Gadchiroli,Rock,256
2014,Gadchiroli,Gadchiroli,Asphalt/Cement/Concrete,508
2014,Gadchiroli,Chomoshi,Unpaved,233
2014,Gadchiroli,Chomoshi,Rock,296
2014,Gadchiroli,Chomoshi,Asphalt/Cement/Concrete,671
2014,Gadchiroli,Mulchera,Unpaved,314
2014,Gadchiroli,Mulchera,Rock,192
2014,Gadchiroli,Mulchera,Asphalt/Cement/Concrete,359
2014,Gadchiroli,Etapalli,Unpaved,816
2014,Gadchiroli,Etapalli,Rock,379
2014,Gadchiroli,Etapalli,Asphalt/Cement/Concrete,383
2014,Gadchiroli,Bhamragad,Unpaved,385
2014,Gadchiroli,Bhamragad,Rock,210
2014,Gadchiroli,Bhamragad,Asphalt/Cement/Concrete,360
2014,Gadchiroli,Aheri,Unpaved,330
2014,Gadchiroli,Aheri,Rock,478
2014,Gadchiroli,Aheri,Asphalt/Cement/Concrete,498
2014,Gadchiroli,Sironcha,Unpaved,348
2014,Gadchiroli,Sironcha,Rock,311
2014,Gadchiroli,Sironcha,Asphalt/Cement/Concrete,368
2015,Gadchiroli,Desaiganj,Unpaved,110.18
2015,Gadchiroli,Desaiganj,Rock,112.16
2015,Gadchiroli,Desaiganj,Asphalt/Cement/Concrete,325.63
2015,Gadchiroli,rmori,Unpaved,149.2
2015,Gadchiroli,rmori,Rock,117.8
2015,Gadchiroli,rmori,Asphalt/Cement/Concrete,408.5
2015,Gadchiroli,Kurkheda,Unpaved,146.03
2015,Gadchiroli,Kurkheda,Rock,138.8
2015,Gadchiroli,Kurkheda,Asphalt/Cement/Concrete,360.51
2015,Gadchiroli,Korachi,Unpaved,211.41
2015,Gadchiroli,Korachi,Rock,125.12
2015,Gadchiroli,Korachi,Asphalt/Cement/Concrete,181
2015,Gadchiroli,Dhanora,Unpaved,537.79
2015,Gadchiroli,Dhanora,Rock,287.56
2015,Gadchiroli,Dhanora,Asphalt/Cement/Concrete,412
2015,Gadchiroli,Gadchiroli,Unpaved,327.72
2015,Gadchiroli,Gadchiroli,Rock,191.55
2015,Gadchiroli,Gadchiroli,Asphalt/Cement/Concrete,449.76
2015,Gadchiroli,Chomoshi,Unpaved,163.51
2015,Gadchiroli,Chomoshi,Rock,201.87
2015,Gadchiroli,Chomoshi,Asphalt/Cement/Concrete,569.3
2015,Gadchiroli,Mulchera,Unpaved,107.66
2015,Gadchiroli,Mulchera,Rock,54.65
2015,Gadchiroli,Mulchera,Asphalt/Cement/Concrete,231
2015,Gadchiroli,Etapalli,Unpaved,694.65
2015,Gadchiroli,Etapalli,Rock,284.95
2015,Gadchiroli,Etapalli,Asphalt/Cement/Concrete,223
2015,Gadchiroli,Bhamragad,Unpaved,394.05
2015,Gadchiroli,Bhamragad,Rock,110.05
2015,Gadchiroli,Bhamragad,Asphalt/Cement/Concrete,115
2015,Gadchiroli,Aheri,Unpaved,354.35
2015,Gadchiroli,Aheri,Rock,228.75
2015,Gadchiroli,Aheri,Asphalt/Cement/Concrete,395
2015,Gadchiroli,Sironcha,Unpaved,124.3
2015,Gadchiroli,Sironcha,Rock,229.83
2015,Gadchiroli,Sironcha,Asphalt/Cement/Concrete,252.51
2016,Gadchiroli,Desaiganj,Unpaved,99.49
2016,Gadchiroli,Desaiganj,Rock,104.98
2016,Gadchiroli,Desaiganj,Asphalt/Cement/Concrete,342
2016,Gadchiroli,rmori,Unpaved,138.2
2016,Gadchiroli,rmori,Rock,113.15
2016,Gadchiroli,rmori,Asphalt/Cement/Concrete,404.1
2016,Gadchiroli,Kurkheda,Unpaved,142.63
2016,Gadchiroli,Kurkheda,Rock,134.3
2016,Gadchiroli,Kurkheda,Asphalt/Cement/Concrete,367.04
2016,Gadchiroli,Korachi,Unpaved,215.76
2016,Gadchiroli,Korachi,Rock,121.77
2016,Gadchiroli,Korachi,Asphalt/Cement/Concrete,182.15
2016,Gadchiroli,Dhanora,Unpaved,537.79
2016,Gadchiroli,Dhanora,Rock,293.31
2016,Gadchiroli,Dhanora,Asphalt/Cement/Concrete,404.28
2016,Gadchiroli,Gadchiroli,Unpaved,326.01
2016,Gadchiroli,Gadchiroli,Rock,194.96
2016,Gadchiroli,Gadchiroli,Asphalt/Cement/Concrete,474.14
2016,Gadchiroli,Chomoshi,Unpaved,163.51
2016,Gadchiroli,Chomoshi,Rock,199.72
2016,Gadchiroli,Chomoshi,Asphalt/Cement/Concrete,572.25
2016,Gadchiroli,Mulchera,Unpaved,104.67
2016,Gadchiroli,Mulchera,Rock,52.5
2016,Gadchiroli,Mulchera,Asphalt/Cement/Concrete,245.68
2016,Gadchiroli,Etapalli,Unpaved,692.6
2016,Gadchiroli,Etapalli,Rock,299.23
2016,Gadchiroli,Etapalli,Asphalt/Cement/Concrete,200.22
2016,Gadchiroli,Bhamragad,Unpaved,394.05
2016,Gadchiroli,Bhamragad,Rock,107.9
2016,Gadchiroli,Bhamragad,Asphalt/Cement/Concrete,115.55
2016,Gadchiroli,Aheri,Unpaved,337.65
2016,Gadchiroli,Aheri,Rock,216.65
2016,Gadchiroli,Aheri,Asphalt/Cement/Concrete,402.9
2016,Gadchiroli,Sironcha,Unpaved,153.6
2016,Gadchiroli,Sironcha,Rock,221.38
2016,Gadchiroli,Sironcha,Asphalt/Cement/Concrete,227.48
2017,Gadchiroli,Desaiganj,Unpaved,102.09
2017,Gadchiroli,Desaiganj,Rock,105.18
2017,Gadchiroli,Desaiganj,Asphalt/Cement/Concrete,340.2
2017,Gadchiroli,rmori,Unpaved,144.2
2017,Gadchiroli,rmori,Rock,114.65
2017,Gadchiroli,rmori,Asphalt/Cement/Concrete,395.6
2017,Gadchiroli,Kurkheda,Unpaved,142.62
2017,Gadchiroli,Kurkheda,Rock,134.3
2017,Gadchiroli,Kurkheda,Asphalt/Cement/Concrete,367.04
2017,Gadchiroli,Korachi,Unpaved,215.76
2017,Gadchiroli,Korachi,Rock,121.77
2017,Gadchiroli,Korachi,Asphalt/Cement/Concrete,182.15
2017,Gadchiroli,Dhanora,Unpaved,537.79
2017,Gadchiroli,Dhanora,Rock,293.31
2017,Gadchiroli,Dhanora,Asphalt/Cement/Concrete,404.28
2017,Gadchiroli,Gadchiroli,Unpaved,321.44
2017,Gadchiroli,Gadchiroli,Rock,197.36
2017,Gadchiroli,Gadchiroli,Asphalt/Cement/Concrete,478.65
2017,Gadchiroli,Chomoshi,Unpaved,163.51
2017,Gadchiroli,Chomoshi,Rock,199.72
2017,Gadchiroli,Chomoshi,Asphalt/Cement/Concrete,572.25
2017,Gadchiroli,Mulchera,Unpaved,104.67
2017,Gadchiroli,Mulchera,Rock,52.5
2017,Gadchiroli,Mulchera,Asphalt/Cement/Concrete,245.68
2017,Gadchiroli,Etapalli,Unpaved,694.65
2017,Gadchiroli,Etapalli,Rock,297.18
2017,Gadchiroli,Etapalli,Asphalt/Cement/Concrete,200.22
2017,Gadchiroli,Bhamragad,Unpaved,394.05
2017,Gadchiroli,Bhamragad,Rock,107.9
2017,Gadchiroli,Bhamragad,Asphalt/Cement/Concrete,115.55
2017,Gadchiroli,Aheri,Unpaved,339.35
2017,Gadchiroli,Aheri,Rock,215.2
2017,Gadchiroli,Aheri,Asphalt/Cement/Concrete,402.4
2017,Gadchiroli,Sironcha,Unpaved,148.6
2017,Gadchiroli,Sironcha,Rock,227.38
2017,Gadchiroli,Sironcha,Asphalt/Cement/Concrete,232.01
2018,Gadchiroli,Desaiganj,Unpaved,96.42
2018,Gadchiroli,Desaiganj,Rock,105.51
2018,Gadchiroli,rmori,Unpaved,146.8
2018,Gadchiroli,rmori,Rock,115.1
2018,Gadchiroli,Kurkheda,Unpaved,132.67
2018,Gadchiroli,Kurkheda,Rock,112.66
2018,Gadchiroli,Korachi,Unpaved,204.71
2018,Gadchiroli,Korachi,Rock,115.59
2018,Gadchiroli,Dhanora,Unpaved,478.69
2018,Gadchiroli,Dhanora,Rock,311.51
2018,Gadchiroli,Gadchiroli,Unpaved,321.11
2018,Gadchiroli,Gadchiroli,Rock,187.28
2018,Gadchiroli,Chomoshi,Unpaved,152.26
2018,Gadchiroli,Chomoshi,Rock,194.59
2018,Gadchiroli,Mulchera,Unpaved,103.97
2018,Gadchiroli,Mulchera,Rock,52.5
2018,Gadchiroli,Etapalli,Unpaved,710.9
2018,Gadchiroli,Etapalli,Rock,282.43
2018,Gadchiroli,Bhamragad,Unpaved,377.65
2018,Gadchiroli,Bhamragad,Rock,115.73
2018,Gadchiroli,Aheri,Unpaved,355.35
2018,Gadchiroli,Aheri,Rock,198.15
2018,Gadchiroli,Sironcha,Unpaved,116.4
2018,Gadchiroli,Sironcha,Rock,219.81
2019,Gadchiroli,Desaiganj,Unpaved,99.42
2019,Gadchiroli,Desaiganj,Rock,104.93
2019,Gadchiroli,Aarmori,Unpaved,146.2
2019,Gadchiroli,Aarmori,Rock,115.1
2019,Gadchiroli,Kurkheda,Unpaved,132.67
2019,Gadchiroli,Kurkheda,Rock,112.36
2019,Gadchiroli,Korachi,Unpaved,204.71
2019,Gadchiroli,Korachi,Rock,115.59
2019,Gadchiroli,Dhanora,Unpaved,478.69
2019,Gadchiroli,Dhanora,Rock,308.76
2019,Gadchiroli,Gadchiroli,Unpaved,323.11
2019,Gadchiroli,Gadchiroli,Rock,183.35
2019,Gadchiroli,Chomoshi,Unpaved,152.26
2019,Gadchiroli,Chomoshi,Rock,194.59
2019,Gadchiroli,Mulchera,Unpaved,103.97
2019,Gadchiroli,Mulchera,Rock,52.5
2019,Gadchiroli,Etapalli,Unpaved,703.45
2019,Gadchiroli,Etapalli,Rock,273.28
2019,Gadchiroli,Bhamragad,Unpaved,379.25
2019,Gadchiroli,Bhamragad,Rock,117.13
2019,Gadchiroli,Aheri,Unpaved,356.95
2019,Gadchiroli,Aheri,Rock,180.35
2019,Gadchiroli,Sironcha,Unpaved,116.4
2019,Gadchiroli,Sironcha,Rock,219.81
2020,Gadchiroli,Desaiganj,Unpaved,95.84
2020,Gadchiroli,Desaiganj,Rock,92.35
2020,Gadchiroli,Aarmori,Unpaved,142.2
2020,Gadchiroli,Aarmori,Rock,92.05
2020,Gadchiroli,Kurkheda,Unpaved,136.07
2020,Gadchiroli,Kurkheda,Rock,109.86
2020,Gadchiroli,Korachi,Unpaved,204.71
2020,Gadchiroli,Korachi,Rock,115.55
2020,Gadchiroli,Dhanora,Unpaved,478.69
2020,Gadchiroli,Dhanora,Rock,304.76
2020,Gadchiroli,Gadchiroli,Unpaved,324.04
2020,Gadchiroli,Gadchiroli,Rock,186.14
2020,Gadchiroli,Chomoshi,Unpaved,144.81
2020,Gadchiroli,Chomoshi,Rock,193.92
2020,Gadchiroli,Mulchera,Unpaved,104.67
2020,Gadchiroli,Mulchera,Rock,54.15
2020,Gadchiroli,Etapalli,Unpaved,702.91
2020,Gadchiroli,Etapalli,Rock,284.33
2020,Gadchiroli,Bhamragad,Unpaved,380.65
2020,Gadchiroli,Bhamragad,Rock,123.83
2020,Gadchiroli,Aheri,Unpaved,358.15
2020,Gadchiroli,Aheri,Rock,180.9
2020,Gadchiroli,Sironcha,Unpaved,116.4
2020,Gadchiroli,Sironcha,Rock,206.91
2021,Gadchiroli,Desaiganj,Unpaved,91.05
2021,Gadchiroli,Desaiganj,Rock,92.36
2021,Gadchiroli,Aarmori,Unpaved,156.4
2021,Gadchiroli,Aarmori,Rock,115.05
2021,Gadchiroli,Kurkheda,Unpaved,136.07
2021,Gadchiroli,Kurkheda,Rock,109.86
2021,Gadchiroli,Korachi,Unpaved,204.71
2021,Gadchiroli,Korachi,Rock,115.55
2021,Gadchiroli,Dhanora,Unpaved,478.69
2021,Gadchiroli,Dhanora,Rock,289.01
2021,Gadchiroli,Gadchiroli,Unpaved,324.05
2021,Gadchiroli,Gadchiroli,Rock,175.17
2021,Gadchiroli,Chomoshi,Unpaved,144.81
2021,Gadchiroli,Chomoshi,Rock,188.92
2021,Gadchiroli,Mulchera,Unpaved,104.66
2021,Gadchiroli,Mulchera,Rock,54.15
2021,Gadchiroli,Etapalli,Unpaved,702.9
2021,Gadchiroli,Etapalli,Rock,284.33
2021,Gadchiroli,Bhamragad,Unpaved,384
2021,Gadchiroli,Bhamragad,Rock,123.68
2021,Gadchiroli,Aheri,Unpaved,358.15
2021,Gadchiroli,Aheri,Rock,180.9
2021,Gadchiroli,Sironcha,Unpaved,116.4
2021,Gadchiroli,Sironcha,Rock,190.91
2012,Gondia,Tiroda,Unpaved,131
2012,Gondia,Tiroda,Rock,276
2012,Gondia,Tiroda,Asphalt/Cement/Concrete,556
2012,Gondia,Goregaon,Unpaved,71
2012,Gondia,Goregaon,Rock,187
2012,Gondia,Goregaon,Asphalt/Cement/Concrete,314
2012,Gondia,Gondia,Unpaved,90
2012,Gondia,Gondia,Rock,230
2012,Gondia,Gondia,Asphalt/Cement/Concrete,797
2012,Gondia,Aamgaon,Unpaved,66
2012,Gondia,Aamgaon,Rock,143
2012,Gondia,Aamgaon,Asphalt/Cement/Concrete,382
2012,Gondia,Salekasa,Unpaved,96
2012,Gondia,Salekasa,Rock,49
2012,Gondia,Salekasa,Asphalt/Cement/Concrete,360
2012,Gondia,Sadak Arjuni,Unpaved,175
2012,Gondia,Sadak Arjuni,Rock,106
2012,Gondia,Sadak Arjuni,Asphalt/Cement/Concrete,436
2012,Gondia,Arjuni Morgaon,Unpaved,235
2012,Gondia,Arjuni Morgaon,Rock,105
2012,Gondia,Arjuni Morgaon,Asphalt/Cement/Concrete,558
2012,Gondia,Devari,Unpaved,224
2012,Gondia,Devari,Rock,207
2012,Gondia,Devari,Asphalt/Cement/Concrete,391
2013,Gondia,Tiroda,Unpaved,322
2013,Gondia,Tiroda,Rock,311
2013,Gondia,Tiroda,Asphalt/Cement/Concrete,534
2013,Gondia,Goregaon,Unpaved,208
2013,Gondia,Goregaon,Rock,176
2013,Gondia,Goregaon,Asphalt/Cement/Concrete,334
2013,Gondia,Gondia,Unpaved,241
2013,Gondia,Gondia,Rock,233
2013,Gondia,Gondia,Asphalt/Cement/Concrete,779
2013,Gondia,Aamgaon,Unpaved,21
2013,Gondia,Aamgaon,Rock,235
2013,Gondia,Aamgaon,Asphalt/Cement/Concrete,437
2013,Gondia,Salekasa,Unpaved,227
2013,Gondia,Salekasa,Rock,44
2013,Gondia,Salekasa,Asphalt/Cement/Concrete,326
2013,Gondia,Sadak Arjuni,Unpaved,199
2013,Gondia,Sadak Arjuni,Rock,138
2013,Gondia,Sadak Arjuni,Asphalt/Cement/Concrete,537
2013,Gondia,Arjuni Morgaon,Unpaved,357
2013,Gondia,Arjuni Morgaon,Rock,121
2013,Gondia,Arjuni Morgaon,Asphalt/Cement/Concrete,550
2013,Gondia,Devari,Unpaved,455
2013,Gondia,Devari,Rock,179
2013,Gondia,Devari,Asphalt/Cement/Concrete,387
2014,Gondia,Tiroda,Unpaved,322
2014,Gondia,Tiroda,Rock,313
2014,Gondia,Tiroda,Asphalt/Cement/Concrete,527
2014,Gondia,Goregaon,Unpaved,190
2014,Gondia,Goregaon,Rock,175
2014,Gondia,Goregaon,Asphalt/Cement/Concrete,336
2014,Gondia,Gondia,Unpaved,223
2014,Gondia,Gondia,Rock,228
2014,Gondia,Gondia,Asphalt/Cement/Concrete,844
2014,Gondia,Aamgaon,Unpaved,33
2014,Gondia,Aamgaon,Rock,259
2014,Gondia,Aamgaon,Asphalt/Cement/Concrete,472
2014,Gondia,Salekasa,Unpaved,251
2014,Gondia,Salekasa,Rock,64
2014,Gondia,Salekasa,Asphalt/Cement/Concrete,353
2014,Gondia,Sadak Arjuni,Unpaved,198
2014,Gondia,Sadak Arjuni,Rock,129
2014,Gondia,Sadak Arjuni,Asphalt/Cement/Concrete,547
2014,Gondia,Arjuni Morgaon,Unpaved,347
2014,Gondia,Arjuni Morgaon,Rock,105
2014,Gondia,Arjuni Morgaon,Asphalt/Cement/Concrete,576
2014,Gondia,Devari,Unpaved,473
2014,Gondia,Devari,Rock,182
2014,Gondia,Devari,Asphalt/Cement/Concrete,364
2015,Gondia,Tiroda,Unpaved,311.44
2015,Gondia,Tiroda,Rock,315.83
2015,Gondia,Tiroda,Asphalt/Cement/Concrete,542.06
2015,Gondia,Goregaon,Unpaved,179.84
2015,Gondia,Goregaon,Rock,173.72
2015,Gondia,Goregaon,Asphalt/Cement/Concrete,368.05
2015,Gondia,Gondia,Unpaved,222.64
2015,Gondia,Gondia,Rock,224.55
2015,Gondia,Gondia,Asphalt/Cement/Concrete,779.73
2015,Gondia,Aamgaon,Unpaved,31.3
2015,Gondia,Aamgaon,Rock,257.42
2015,Gondia,Aamgaon,Asphalt/Cement/Concrete,503.55
2015,Gondia,Salekasa,Unpaved,243.76
2015,Gondia,Salekasa,Rock,43.85
2015,Gondia,Salekasa,Asphalt/Cement/Concrete,395.02
2015,Gondia,Sadak Arjuni,Unpaved,192.78
2015,Gondia,Sadak Arjuni,Rock,131.42
2015,Gondia,Sadak Arjuni,Asphalt/Cement/Concrete,555.42
2015,Gondia,Arjuni Morgaon,Unpaved,335.68
2015,Gondia,Arjuni Morgaon,Rock,103.11
2015,Gondia,Arjuni Morgaon,Asphalt/Cement/Concrete,592.72
2015,Gondia,Devari,Unpaved,439.71
2015,Gondia,Devari,Rock,171.52
