Year,District,Taluka,Length of roads per 100 sq.km
2017,Sindhudurg,Kankavali,152.41
2017,Sindhudurg,Malvan,195.54
2017,Sindhudurg,Vengurla,159.8
2017,Sindhudurg,Kudal,182.55
2017,Sindhudurg,Sawantwadi,140.0
2017,Sindhudurg,Dodamarg,176.0
2018,Sindhudurg,Devgad,149.97
2018,Sindhudurg,Vaibhavwadi,145.9
2018,Sindhudurg,Kankavali,152.41
2018,Sindhudurg,Malvan,195.54
2018,Sindhudurg,Vengurla,159.8
2018,Sindhudurg,Kudal,182.55
2018,Sindhudurg,Sawantwadi,139.5
2018,Sindhudurg,Dodamarg,176.3
2019,Sindhudurg,Devgad,147.0
2019,Sindhudurg,Vaibhavwadi,145.0
2019,Sindhudurg,Kankawali,153.0
2019,Sindhudurg,Malwan,202.0
2019,Sindhudurg,Vengurli,197.0
2019,Sindhudurg,Kulad,181.0
2019,Sindhudurg,Savantwadi,139.0
2019,Sindhudurg,Dodamarg,116.0
2020,Sindhudurg,Devgad,148.0
2020,Sindhudurg,Vaibhavwadi,136.0
2020,Sindhudurg,Kankawali,152.0
2020,Sindhudurg,Malwan,212.0
2020,Sindhudurg,Vengurli,200.0
2020,Sindhudurg,Kulad,178.0
2020,Sindhudurg,Savantwadi,141.0
2020,Sindhudurg,Dodamarg,119.0
2021,Sindhudurg,Devgad,148.0
2021,Sindhudurg,Vaibhavwadi,137.0
2021,Sindhudurg,Kankawali,152.0
2021,Sindhudurg,Malwan,215.0
2021,Sindhudurg,Vengurli,198.0
2021,Sindhudurg,Kulad,174.0
2021,Sindhudurg,Savantwadi,144.0
2021,Sindhudurg,Dodamarg,116.0
2012,Solapur,Karmala,76.68
2012,Solapur,Madha,90.83
2012,Solapur,Barsi,99.88
2012,Solapur,North Solapur,267.59
2012,Solapur,Mohol,72.56
2012,Solapur,Pandharpur,97.94
2012,Solapur,Malsiras,95.33
2012,Solapur,Sangola,96.46
2012,Solapur,Mangal Vedha,98.11
2012,Solapur,South Solapur,88.28
2012,Solapur,Akalkot,90.13
2013,Solapur,Karmala,72.38
2013,Solapur,Madha,94.21
2013,Solapur,Barsi,91.24
2013,Solapur,North Solapur,72.39
2013,Solapur,Mohol,79.12
2013,Solapur,Pandharpur,81.88
2013,Solapur,Malsiras,150.36
2013,Solapur,Sangola,83.56
2013,Solapur,Mangal Vedha,106.19
2013,Solapur,South Solapur,74.6
2013,Solapur,Akalkot,83.61
2014,Solapur,Karmala,95.36
2014,Solapur,Madha,98.28
2014,Solapur,Barsi,117.79
2014,Solapur,North Solapur,99.78
2014,Solapur,Mohol,108.69
2014,Solapur,Pandharpur,107.26
2014,Solapur,Malsiras,154.14
2014,Solapur,Sangola,119.14
2014,Solapur,Mangal Vedha,127.77
2014,Solapur,South Solapur,104.93
2014,Solapur,Akalkot,107.89
2015,Solapur,Karmala,96.0
2015,Solapur,Madha,123.0
2015,Solapur,Barsi,132.86
2015,Solapur,North Solapur,359.13
2015,Solapur,Mohol,107.18
2015,Solapur,Pandharpur,127.36
2015,Solapur,Malsiras,152.01
2015,Solapur,Sangola,130.65
2015,Solapur,Mangal Vedha,131.21
2015,Solapur,South Solapur,105.56
2015,Solapur,Akalkot,113.57
2016,Solapur,Karmala,98.51
2016,Solapur,Madha,121.98
2016,Solapur,Barsi,128.51
2016,Solapur,North Solapur,358.32
2016,Solapur,Mohol,113.14
2016,Solapur,Pandharpur,129.1
2016,Solapur,Malsiras,152.01
2016,Solapur,Sangola,133.0
2016,Solapur,Mangal Vedha,128.71
2016,Solapur,South Solapur,105.47
2016,Solapur,Akalkot,112.03
2017,Solapur,Karmala,98.51
2017,Solapur,Madha,121.98
2017,Solapur,Barsi,128.51
2017,Solapur,North Solapur,358.32
2017,Solapur,Mohol,113.14
2017,Solapur,Pandharpur,129.1
2017,Solapur,Malsiras,152.01
2017,Solapur,Sangola,133.0
2017,Solapur,Mangal Vedha,128.71
2017,Solapur,South Solapur,105.47
2017,Solapur,Akalkot,112.03
2018,Solapur,Karmala,95.95
2018,Solapur,Madha,126.23
2018,Solapur,Barsi,122.68
2018,Solapur,North Solapur,360.5
2018,Solapur,Mohol,109.52
2018,Solapur,Pandharpur,140.57
2018,Solapur,Malsiras,155.79
2018,Solapur,Sangola,135.06
2018,Solapur,Mangal Vedha,129.21
2018,Solapur,South Solapur,105.32
2018,Solapur,Akalkot,114.95
2019,Solapur,Karmala,102.8
2019,Solapur,Madha,134.83
2019,Solapur,Barsi,128.35
2019,Solapur,North Solapur,360.44
2019,Solapur,Mohol,113.93
2019,Solapur,Pandharpur,144.97
2019,Solapur,Malsiras,162.59
2019,Solapur,Sangola,132.07
2019,Solapur,Mangal Vedha,129.03
2019,Solapur,South Solapur,115.41
2019,Solapur,Akalkot,118.63
2020,Solapur,Karmala,102.8
2020,Solapur,Madha,134.83
2020,Solapur,Barsi,128.35
2020,Solapur,North Solapur,360.44
2020,Solapur,Mohol,113.93
2020,Solapur,Pandharpur,144.97
2020,Solapur,Malsiras,162.59
2020,Solapur,Sangola,132.07
2020,Solapur,Mangal Vedha,129.03
2020,Solapur,South Solapur,115.41
2020,Solapur,Akalkot,118.63
2021,Solapur,Karmala,98.64
2021,Solapur,Madha,134.24
2021,Solapur,Barsi,136.73
2021,Solapur,North Solapur,361.82
2021,Solapur,Mohol,116.12
2021,Solapur,Pandharpur,137.67
2021,Solapur,Malsiras,169.47
2021,Solapur,Sangola,140.03
2021,Solapur,Mangal Vedha,127.92
2021,Solapur,South Solapur,115.41
2021,Solapur,Akalkot,120.83
2014,Thane,Thane,390.98
2014,Thane,Bhivandi,119.85
2014,Thane,Shahapur,85.93
2014,Thane,Kalyan,200.77
2014,Thane,Ulhasnagar,993.08
2014,Thane,Ambarnath,219.62
2014,Thane,Murbad,80.31
2015,Thane,Thane,390.98
2015,Thane,Bhivandi,133.28
2015,Thane,Shahapur,85.87
2015,Thane,Kalyan,267.86
2015,Thane,Ulhasnagar,993.08
2015,Thane,Ambarnath,222.13
2015,Thane,Murbad,92.31
2016,Thane,Thane,414.31
2016,Thane,Bhivandi,144.99
2016,Thane,Shahapur,89.78
2016,Thane,Kalyan,252.52
2016,Thane,Ulhasnagar,968.54
2016,Thane,Ambarnath,231.5
2016,Thane,Murbad,91.8
2017,Thane,Thane,414.31
2017,Thane,Bhivandi,139.75
2017,Thane,Shahapur,86.47
2017,Thane,Kalyan,240.03
2017,Thane,Ulhasnagar,972.0
2017,Thane,Ambarnath,253.03
2017,Thane,Murbad,91.8
2018,Thane,Thane,415.84
2018,Thane,Bhivandi,141.86
2018,Thane,Shahapur,81.6
2018,Thane,Kalyan,194.55
2018,Thane,Ulhasnagar,968.54
2018,Thane,Ambarnath,242.1
2018,Thane,Murbad,90.33
2019,Thane,Thane,4.26
2019,Thane,Bhivandi,124.16
2019,Thane,Shahapur,84.67
2019,Thane,Kalyan,161.2
2019,Thane,Ulhasnagar,11.15
2019,Thane,Ambarnath,123.56
2019,Thane,Murbad,100.89
2020,Thane,Thane,4.26
2020,Thane,Bhivandi,124.16
2020,Thane,Shahapur,84.12
2020,Thane,Kalyan,174.41
2020,Thane,Ulhasnagar,17.31
2020,Thane,Ambarnath,123.86
2020,Thane,Murbad,102.8
2021,Thane,Thane,1053.98
2021,Thane,Bhivandi,181.51
2021,Thane,Shahapur,101.83
2021,Thane,Kalyan,182.47
2021,Thane,Ulhasnagar,11.15
2021,Thane,Ambarnath,132.81
2021,Thane,Murbad,6.92
2012,Wardha,Ashti,
2012,Wardha,Karanja,
2012,Wardha,Aarvi,
2012,Wardha,Selu,
2012,Wardha,Wardha,
2012,Wardha,Devali,
2012,Wardha,Hinganghat,
2012,Wardha,Samudrapur,
2013,Wardha,Ashti,6.0
2013,Wardha,Karanja,7.0
2013,Wardha,Aarvi,7.0
2013,Wardha,Selu,8.0
2013,Wardha,Wardha,10.0
2013,Wardha,Devali,9.0
2013,Wardha,Hinganghat,11.0
2013,Wardha,Samudrapur,10.0
2014,Wardha,Ashti,67.88
2014,Wardha,Karanja,69.74
2014,Wardha,Aarvi,69.92
2014,Wardha,Selu,87.85
2014,Wardha,Wardha,95.11
2014,Wardha,Devali,104.34
2014,Wardha,Hinganghat,115.48
2014,Wardha,Samudrapur,61.01
2015,Wardha,Ashti,74.29
2015,Wardha,Karanja,69.94
2015,Wardha,Aarvi,99.84
2015,Wardha,Selu,80.24
2015,Wardha,Wardha,102.98
2015,Wardha,Devali,94.11
2015,Wardha,Hinganghat,125.78
2015,Wardha,Samudrapur,65.24
2016,Wardha,Ashti,71.7
2016,Wardha,Karanja,74.2
2016,Wardha,Aarvi,111.82
2016,Wardha,Selu,92.26
2016,Wardha,Wardha,118.82
2016,Wardha,Devali,100.83
2016,Wardha,Hinganghat,126.03
2016,Wardha,Samudrapur,65.58
2017,Wardha,Ashti,66.13
2017,Wardha,Karanja,72.68
2017,Wardha,Aarvi,113.5
2017,Wardha,Selu,103.22
2017,Wardha,Wardha,130.17
2017,Wardha,Devali,116.58
2017,Wardha,Hinganghat,136.38
2017,Wardha,Samudrapur,82.11
2018,Wardha,Ashti,66.13
2018,Wardha,Karanja,72.68
2018,Wardha,Aarvi,113.94
2018,Wardha,Selu,103.22
2018,Wardha,Wardha,130.94
2018,Wardha,Devali,116.87
2018,Wardha,Hinganghat,136.93
2018,Wardha,Samudrapur,82.11
2019,Wardha,Ashti,69.69
2019,Wardha,Karanja,76.19
2019,Wardha,Aarvi,116.98
2019,Wardha,Selu,102.89
2019,Wardha,Wardha,132.68
2019,Wardha,Devali,120.29
2019,Wardha,Hinganghat,133.2
2019,Wardha,Samudrapur,82.11
2020,Wardha,Ashti,104.37
2020,Wardha,Karanja,70.05
2020,Wardha,Aarvi,105.26
2020,Wardha,Selu,108.01
2020,Wardha,Wardha,143.32
2020,Wardha,Devali,118.68
2020,Wardha,Hinganghat,108.56
2020,Wardha,Samudrapur,90.3
2021,Wardha,Ashti,104.37
2021,Wardha,Karanja,70.05
2021,Wardha,Aarvi,105.26
2021,Wardha,Selu,108.01
2021,Wardha,Wardha,143.32
2021,Wardha,Devali,118.68
2021,Wardha,Hinganghat,108.56
2021,Wardha,Samudrapur,90.3
2009,Washim,Malegaon,391.12
2009,Washim,Mangrulpir,492.02
2009,Washim,Karanja,480.2
2009,Washim,Manora,387.5
2009,Washim,Washim,513.74
2009,Washim,Resod,404.17
2010,Washim,Malegaon,402.62
2010,Washim,Mangrulpir,415.51
2010,Washim,Karanja,474.25
2010,Washim,Manora,390.0
2010,Washim,Washim,457.82
2010,Washim,Resod,496.87
2011,Washim,Malegaon,482.42
2011,Washim,Mangrulpir,420.01
2011,Washim,Karanja,458.75
2011,Washim,Manora,428.85
2011,Washim,Washim,546.04
2011,Washim,Resod,437.37
2012,Washim,Malegaon,55.9
2012,Washim,Mangrulpir,64.15
2012,Washim,Karanja,60.01
2012,Washim,Manora,67.16
2012,Washim,Washim,66.18
2012,Washim,Resod,51.69
2013,Washim,Malegaon,83.3
2013,Washim,Mangrulpir,99.94
2013,Washim,Karanja,89.01
2013,Washim,Manora,89.79
2013,Washim,Washim,122.19
2013,Washim,Resod,91.49
2014,Washim,Malegaon,84.25
2014,Washim,Mangrulpir,102.04
2014,Washim,Karanja,98.85
2014,Washim,Manora,89.8
2014,Washim,Washim,119.46
2014,Washim,Resod,91.49
2015,Washim,Malegaon,101.5
2015,Washim,Mangrulpir,107.41
2015,Washim,Karanja,104.91
2015,Washim,Manora,99.81
2015,Washim,Washim,106.34
2015,Washim,Resod,95.32
2016,Washim,Malegaon,65.92
2016,Washim,Mangrulpir,69.45
2016,Washim,Karanja,75.76
2016,Washim,Manora,56.09
2016,Washim,Washim,74.86
2016,Washim,Resod,66.24
2017,Washim,Malegaon,61.62
2017,Washim,Mangrulpir,60.75
2017,Washim,Karanja,78.44
2017,Washim,Manora,48.99
2017,Washim,Washim,73.27
2017,Washim,Resod,70.26
2018,Washim,Malegaon,66.11
2018,Washim,Mangrulpir,53.11
2018,Washim,Karanja,76.65
2018,Washim,Manora,51.19
2018,Washim,Washim,79.42
2018,Washim,Resod,66.89
2019,Washim,Malegaon,59.23
2019,Washim,Mangrulpir,56.14
2019,Washim,Karanja,74.88
2019,Washim,Manora,52.17
2019,Washim,Washim,90.17
2019,Washim,Resod,64.07
2020,Washim,Malegaon,65.85
2020,Washim,Mangrulpir,71.82
2020,Washim,Karanja,81.85
2020,Washim,Manora,52.34
2020,Washim,Washim,72.67
2020,Washim,Resod,61.26
2021,Washim,Malegaon,71.29
2021,Washim,Mangrulpir,68.0
2021,Washim,Karanja,77.93
2021,Washim,Manora,58.14
2021,Washim,Washim,79.69
2021,Washim,Resod,74.85
2012,Yavatmal,Ner,60.13
2012,Yavatmal,Babhulgaon,63.76
2012,Yavatmal,Kalamb,59.28
2012,Yavatmal,Yavatmal,53.75
2012,Yavatmal,Darvha,64.02
2012,Yavatmal,Digras,58.2
2012,Yavatmal,Pusad,57.75
2012,Yavatmal,Umarkhed,50.32
2012,Yavatmal,Mahagaon,46.99
2012,Yavatmal,Aarni,51.79
2012,Yavatmal,Ghantaji,54.9
2012,Yavatmal,Kelapur,48.92
2012,Yavatmal,Ralegaon,54.44
2012,Yavatmal,Maregaon,110.58
2012,Yavatmal,Zari Jamani,86.81
2012,Yavatmal,Vani,48.29
2013,Yavatmal,Ner,116.27
2013,Yavatmal,Babhulgaon,89.7
2013,Yavatmal,Kalamb,105.46
2013,Yavatmal,Yavatmal,82.81
2013,Yavatmal,Darvha,106.04
2013,Yavatmal,Digras,97.0
2013,Yavatmal,Pusad,102.9
2013,Yavatmal,Umarkhed,84.62
2013,Yavatmal,Mahagaon,94.07
2013,Yavatmal,Aarni,108.2
2013,Yavatmal,Ghantaji,100.95
2013,Yavatmal,Kelapur,89.64
2013,Yavatmal,Ralegaon,102.13
2013,Yavatmal,Maregaon,110.58
2013,Yavatmal,Zari Jamani,87.28
2013,Yavatmal,Vani,80.95
2014,Yavatmal,Ner,116.27
2014,Yavatmal,Babhulgaon,89.7
2014,Yavatmal,Kalamb,100.92
2014,Yavatmal,Yavatmal,79.26
2014,Yavatmal,Darvha,105.58
2014,Yavatmal,Digras,96.1
2014,Yavatmal,Pusad,102.9
2014,Yavatmal,Umarkhed,134.7
2014,Yavatmal,Mahagaon,90.35
2014,Yavatmal,Aarni,103.89
2014,Yavatmal,Ghantaji,100.84
2014,Yavatmal,Kelapur,89.64
2014,Yavatmal,Ralegaon,102.13
2014,Yavatmal,Maregaon,110.22
2014,Yavatmal,Zari Jamani,86.54
2014,Yavatmal,Vani,80.3
2015,Yavatmal,Ner,119.17
2015,Yavatmal,Babhulgaon,87.77
2015,Yavatmal,Kalamb,96.34
2015,Yavatmal,Yavatmal,76.47
2015,Yavatmal,Darvha,109.27
2015,Yavatmal,Digras,96.25
2015,Yavatmal,Pusad,102.1
2015,Yavatmal,Umarkhed,80.76
2015,Yavatmal,Mahagaon,88.45
2015,Yavatmal,Aarni,94.36
2015,Yavatmal,Ghantaji,98.82
2015,Yavatmal,Kelapur,84.27
2015,Yavatmal,Ralegaon,105.89
2015,Yavatmal,Maregaon,102.81
2015,Yavatmal,Zari Jamani,96.13
2015,Yavatmal,Vani,88.35
2016,Yavatmal,Ner,114.11
2016,Yavatmal,Babhulgaon,91.03
2016,Yavatmal,Kalamb,103.07
2016,Yavatmal,Yavatmal,71.81
2016,Yavatmal,Darvha,105.67
2016,Yavatmal,Digras,100.97
2016,Yavatmal,Pusad,102.02
2016,Yavatmal,Umarkhed,74.33
2016,Yavatmal,Mahagaon,94.98
2016,Yavatmal,Aarni,93.41
2016,Yavatmal,Ghantaji,100.08
2016,Yavatmal,Kelapur,80.33
2016,Yavatmal,Ralegaon,107.54
2016,Yavatmal,Maregaon,107.88
2016,Yavatmal,Zari Jamani,92.58
2016,Yavatmal,Vani,92.81
2017,Yavatmal,Ner,114.11
2017,Yavatmal,Babhulgaon,91.03
2017,Yavatmal,Kalamb,103.07
2017,Yavatmal,Yavatmal,71.81
2017,Yavatmal,Darvha,105.67
2017,Yavatmal,Digras,100.97
2017,Yavatmal,Pusad,102.02
2017,Yavatmal,Umarkhed,74.33
2017,Yavatmal,Mahagaon,94.98
2017,Yavatmal,Aarni,93.41
2017,Yavatmal,Ghantaji,100.08
2017,Yavatmal,Kelapur,80.33
2017,Yavatmal,Ralegaon,107.54
2017,Yavatmal,Maregaon,107.88
2017,Yavatmal,Zari Jamani,92.58
2017,Yavatmal,Vani,92.81
2018,Yavatmal,Ner,125.11
2018,Yavatmal,Babhulgaon,93.9
2018,Yavatmal,Kalamb,106.92
2018,Yavatmal,Yavatmal,113.86
2018,Yavatmal,Darvha,104.31
2018,Yavatmal,Digras,118.5
2018,Yavatmal,Pusad,117.12
2018,Yavatmal,Umarkhed,82.77
2018,Yavatmal,Mahagaon,96.21
2018,Yavatmal,Aarni,87.12
2018,Yavatmal,Ghantaji,111.04
2018,Yavatmal,Kelapur,94.54
2018,Yavatmal,Ralegaon,106.83
2018,Yavatmal,Maregaon,103.41
2018,Yavatmal,Zari Jamani,90.67
2018,Yavatmal,Vani,108.91
2019,Yavatmal,Ner,134.69
2019,Yavatmal,Babhulgaon,94.2
2019,Yavatmal,Kalamb,106.48
2019,Yavatmal,Yavatmal,120.18
2019,Yavatmal,Darvha,123.23
2019,Yavatmal,Digras,121.38
2019,Yavatmal,Pusad,115.74
2019,Yavatmal,Umarkhed,81.68
2019,Yavatmal,Mahagaon,81.58
2019,Yavatmal,Aarni,96.0
2019,Yavatmal,Ghantaji,98.71
2019,Yavatmal,Kelapur,87.1
2019,Yavatmal,Ralegaon,115.35
2019,Yavatmal,Maregaon,115.49
2019,Yavatmal,Zari Jamani,84.69
2019,Yavatmal,Vani,108.15
2020,Yavatmal,Ner,135.37
2020,Yavatmal,Babhulgaon,94.2
2020,Yavatmal,Kalamb,109.23
2020,Yavatmal,Yavatmal,129.78
2020,Yavatmal,Darvha,118.61
2020,Yavatmal,Digras,119.39
2020,Yavatmal,Pusad,116.93
2020,Yavatmal,Umarkhed,82.84
2020,Yavatmal,Mahagaon,82.74
2020,Yavatmal,Aarni,102.35
2020,Yavatmal,Ghantaji,99.9
2020,Yavatmal,Kelapur,93.06
2020,Yavatmal,Ralegaon,117.42
2020,Yavatmal,Maregaon,109.64
2020,Yavatmal,Zari Jamani,84.2
2020,Yavatmal,Vani,106.37
2021,Yavatmal,Ner,137.6
2021,Yavatmal,Babhulgaon,95.2
2021,Yavatmal,Kalamb,109.13
2021,Yavatmal,Yavatmal,124.39
2021,Yavatmal,Darvha,125.27
2021,Yavatmal,Digras,122.33
2021,Yavatmal,Pusad,117.33
2021,Yavatmal,Umarkhed,83.98
2021,Yavatmal,Mahagaon,83.85
2021,Yavatmal,Aarni,102.24
2021,Yavatmal,Ghantaji,100.03
2021,Yavatmal,Kelapur,100.22
2021,Yavatmal,Ralegaon,119.67
2021,Yavatmal,Maregaon,106.58
2021,Yavatmal,Zari Jamani,92.77
2021,Yavatmal,Vani,106.86
