District,Year,Taluka,Dairy Development Cooperative Societies,Memberships in Dairy Co-op Societies,Milk collected across the year,Average milk collected per day,Number of cold storage units,Cold Storage Capacity,Unnamed: 9,Unnamed: 10,Unnamed: 11
Bhandara,2016,Pavani,39.0,1989.0,1436000.0,3930.0,1.0,20000.0,,,
Bhandara,2016,Lakhandur,19.0,950.0,550000.0,1510.0,,,,,
Bhandara,2017,Tumsar,21.0,1071.0,1267000.0,3470.0,,,,,
Bhandara,2017,Mohadi,34.0,1734.0,5197000.0,14240.0,,,,,
Bhandara,2017,Bhandara,52.0,2652.0,6596000.0,18070.0,1.0,180000.0,,,
Bhandara,2017,Sakoli,25.0,1275.0,5110000.0,14000.0,,,,,
Bhandara,2017,Lakhani,34.0,1734.0,2785000.0,7530.0,,,,,
Bhandara,2017,Pavani,31.0,1581.0,1924000.0,5270.0,1.0,20000.0,,,
Bhandara,2017,Lakhandur,15.0,765.0,1035000.0,2840.0,,,,,
Bhandara,2018,Tumsar,30.0,1091.0,1234000.0,3380.0,,,,,
Bhandara,2018,Mohadi,48.0,2234.0,4757000.0,13030.0,,,,,
Bhandara,2018,Bhandara,62.0,3065.0,6736000.0,18450.0,2.0,200000.0,,,
Bhandara,2018,Sakoli,37.0,1536.0,4104000.0,11240.0,,,,,
Bhandara,2018,Lakhani,40.0,1871.0,2902000.0,7950.0,,,,,
Bhandara,2018,Pavani,41.0,1824.0,2328000.0,6380.0,1.0,20000.0,,,
Bhandara,2018,Lakhandur,25.0,951.0,992000.0,2720.0,,,,,
Bhandara,2019,Tumsar,30.0,1400.0,423270.0,1160.0,,,,,
Bhandara,2019,Mohadi,48.0,3300.0,1740170.0,4770.0,,,,,
Bhandara,2019,Bhandara,62.0,4000.0,2347970.0,6430.0,2.0,200000.0,,,
Bhandara,2019,Sakoli,37.0,1650.0,1105510.0,3030.0,,,,,
Bhandara,2019,Lakhani,40.0,1900.0,1264650.0,3460.0,,,,,
Bhandara,2019,Pavani,41.0,2050.0,1107750.0,3030.0,1.0,20000.0,,,
Bhandara,2019,Lakhandur,25.0,1100.0,490530.0,1340.0,,,,,
Bhandara,2020,Tumsar,30.0,1400.0,733000.0,2000.0,,,,,
Bhandara,2020,Mohadi,48.0,3300.0,2695000.0,7380.0,,,,,
Bhandara,2020,Bhandara,62.0,4000.0,3891000.0,10660.0,2.0,200000.0,,,
Bhandara,2020,Sakoli,37.0,1650.0,2257000.0,6180.0,,,,,
Bhandara,2020,Lakhani,40.0,1900.0,2752000.0,7540.0,,,,,
Bhandara,2020,Pavani,41.0,2050.0,1279000.0,3500.0,1.0,20000.0,,,
Bhandara,2020,Lakhandur,25.0,1100.0,708000.0,1940.0,,,,,
Bhandara,2021,Tumsar,30.0,1400.0,853790.0,2340.0,,,,,
Bhandara,2021,Mohadi,48.0,3300.0,3537620.0,9690.0,,,,,
Bhandara,2021,Bhandara,62.0,4000.0,5091860.0,13950.0,2.0,200000.0,,,
Bhandara,2021,Sakoli,37.0,1650.0,1936010.0,5300.0,,,,,
Bhandara,2021,Lakhani,40.0,1900.0,3484060.0,9550.0,,,,,
Bhandara,2021,Pavani,41.0,2050.0,1677700.0,4600.0,1.0,20000.0,,,
Bhandara,2021,Lakhandur,25.0,1100.0,946760.0,2590.0,,,,,
Buldhana,2013,Jalgaon Jamod,13.0,403.0,,0.0,,,,,
Buldhana,2013,Sangrampur,10.0,1264.0,,146.0,,,,,
Buldhana,2013,Shegaon,5.0,311.0,,,,,,,
Buldhana,2013,Nandura,27.0,1485.0,,,,,,,
Buldhana,2013,Malkapur,12.0,874.0,,,,,,,
Buldhana,2013,Motala,37.0,3320.0,305140.0,836.0,,,,,
Buldhana,2013,Khamgaon,26.0,1488.0,65330.0,179.0,,,,,
Buldhana,2013,Mehkar,26.0,950.0,8029.999999999999,22.0,,,,,
Buldhana,2013,Chikhali,29.0,1921.0,7300.0,20.0,1.0,10000.0,,,
Buldhana,2013,Buldana,30.0,1827.0,1100.0,3.0,,,,,
Buldhana,2013,Deulgaon Raja,60.0,4799.0,1087340.0,2979.0,,,,,
Buldhana,2013,Sindkhed Raja,43.0,1535.0,5470.0,15.0,,,,,
Buldhana,2013,Lonar,20.0,665.0,,,,,,,
Buldhana,2014,Jalgaon Jamod,1.0,27.0,,,,,,,
Buldhana,2014,Sangrampur,3.0,326.0,,,,,,,
Buldhana,2014,Shegaon,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2014,Nandura,2.0,648.0,48900.0,130.0,,,,,
Buldhana,2014,Malkapur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2014,Motala,6.0,892.0,,,,,,,
Buldhana,2014,Khamgaon,5.0,135.0,244900.0,670.0,,,,,
Buldhana,2014,Mehkar,4.0,201.0,11300.0,30.0,,,,,
Buldhana,2014,Chikhali,3.0,85.0,2200.0,10.0,1.0,3000.0,,,
Buldhana,2014,Buldana,10.0,667.0,,,,,,,
Buldhana,2014,Deulgaon Raja,20.0,1358.0,1337300.0,3660.0,,,,,
Buldhana,2014,Sindkhed Raja,4.0,163.0,120500.0,330.0,,,,,
Buldhana,2014,Lonar,1.0,67.0,55500.0,150.0,,,,,
Buldhana,2015,Jalgaon Jamod,1.0,27.0,,,,,,,
Buldhana,2015,Sangrampur,3.0,327.0,7660.0,20.0,,,,,
Buldhana,2015,Shegaon,,,,,,,,,
Buldhana,2015,Nandura,2.0,648.0,85770.0,230.0,,,,,
Buldhana,2015,Malkapur,,,,,,,,,
Buldhana,2015,Motala,6.0,876.0,,,,,,,
Buldhana,2015,Khamgaon,5.0,176.0,225930.0,620.0,,,,,
Buldhana,2015,Mehkar,4.0,225.0,178900.0,490.0,,,,,
Buldhana,2015,Chikhali,3.0,85.0,41610.0,110.0,1.0,3000.0,,,
Buldhana,2015,Buldana,10.0,511.0,390.0,0.0,,,,,
Buldhana,2015,Deulgaon Raja,25.0,1489.0,1447950.0,3970.0,,,,,
Buldhana,2015,Sindkhed Raja,4.0,138.0,349300.0,960.0,,,,,
Buldhana,2015,Lonar,4.0,158.0,244550.0,670.0,,,,,
Buldhana,2016,Jalgaon Jamod,1.0,27.0,,,,,,,
Buldhana,2016,Sangrampur,3.0,327.0,7700.0,20.0,,,,,
Buldhana,2016,Shegaon,0.0,0.0,,,,,,,
Buldhana,2016,Nandura,2.0,648.0,,,,,,,
Buldhana,2016,Malkapur,0.0,0.0,,,,,,,
Buldhana,2016,Motala,6.0,876.0,,,,,,,
Buldhana,2016,Khamgaon,6.0,202.0,107700.0,300.0,,,,,
Buldhana,2016,Mehkar,5.0,225.0,91900.0,250.0,,,,,
Buldhana,2016,Chikhali,3.0,85.0,31400.0,90.0,1.0,3000.0,,,
Buldhana,2016,Buldana,11.0,541.0,22600.0,60.0,,,,,
Buldhana,2016,Deulgaon Raja,27.0,1574.0,735800.0,2020.0,,,,,
Buldhana,2016,Sindkhed Raja,4.0,138.0,211700.0,580.0,,,,,
Buldhana,2016,Lonar,4.0,158.0,76700.0,210.0,,,,,
Buldhana,2017,Jalgaon Jamod,1.0,27.0,,,,,,,
Buldhana,2017,Sangrampur,3.0,327.0,31300.0,90.0,,,,,
Buldhana,2017,Shegaon,,,,,,,,,
Buldhana,2017,Nandura,2.0,648.0,,,,,,,
Buldhana,2017,Malkapur,,,,,,,,,
Buldhana,2017,Motala,6.0,876.0,,,,,,,
Buldhana,2017,Khamgaon,6.0,202.0,79900.0,220.0,,,,,
Buldhana,2017,Mehkar,5.0,225.0,71500.0,200.0,,,,,
Buldhana,2017,Chikhali,3.0,85.0,36500.0,100.0,1.0,3000.0,,,
Buldhana,2017,Buldana,11.0,541.0,,,,,,,
Buldhana,2017,Deulgaon Raja,27.0,1574.0,945000.0,2590.0,,,,,
Buldhana,2017,Sindkhed Raja,4.0,138.0,105800.0,290.0,,,,,
Buldhana,2017,Lonar,4.0,158.0,,,,,,,
Buldhana,2018,Jalgaon Jamod,1.0,27.0,0.0,0.0,0.0,0.0,,,
Buldhana,2018,Sangrampur,3.0,327.0,63640.0,200.0,0.0,0.0,,,
Buldhana,2018,Shegaon,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2018,Nandura,2.0,648.0,0.0,0.0,0.0,0.0,,,
Buldhana,2018,Malkapur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2018,Motala,6.0,876.0,0.0,0.0,0.0,0.0,,,
Buldhana,2018,Khamgaon,6.0,202.0,216080.0,590.0,0.0,0.0,,,
Buldhana,2018,Mehkar,5.0,225.0,180660.0,490.0,0.0,0.0,,,
Buldhana,2018,Chikhali,6.0,166.0,181440.0,500.0,1.0,3000.0,,,
Buldhana,2018,Buldana,13.0,604.0,13780.0,40.0,0.0,0.0,,,
Buldhana,2018,Deulgaon Raja,28.0,1625.0,1410220.0,3830.0,0.0,0.0,,,
Buldhana,2018,Sindkhed Raja,4.0,138.0,137610.0,380.0,0.0,0.0,,,
Buldhana,2018,Lonar,4.0,158.0,10660.0,30.0,0.0,0.0,,,
Buldhana,2019,Jalgaon Jamod,1.0,27.0,0.0,0.0,0.0,0.0,,,
Buldhana,2019,Sangrampur,3.0,327.0,32850.0,90.0,0.0,0.0,,,
Buldhana,2019,Shegaon,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2019,Nandura,2.0,648.0,0.0,0.0,0.0,0.0,,,
Buldhana,2019,Malkapur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2019,Motala,6.0,876.0,0.0,0.0,0.0,0.0,,,
Buldhana,2019,Khamgaon,7.0,233.0,19710.0,60.0,0.0,0.0,,,
Buldhana,2019,Mehkar,5.0,225.0,37600.0,100.0,0.0,0.0,,,
Buldhana,2019,Chikhali,6.0,166.0,46360.0,130.0,1.0,3000.0,,,
Buldhana,2019,Buldana,11.0,541.0,10950.0,30.0,0.0,0.0,,,
Buldhana,2019,Deulgaon Raja,29.0,1676.0,331050.0,910.0,0.0,0.0,,,
Buldhana,2019,Sindkhed Raja,5.0,190.0,113510.0,310.0,0.0,0.0,,,
Buldhana,2019,Lonar,4.0,158.0,2550.0,10.0,0.0,0.0,,,
Buldhana,2020,Jalgaon Jamod,1.0,27.0,0.0,0.0,0.0,0.0,,,
Buldhana,2020,Sangrampur,3.0,78.0,17000.0,50.0,0.0,0.0,,,
Buldhana,2020,Shegaon,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2020,Nandura,2.0,648.0,0.0,0.0,0.0,0.0,,,
Buldhana,2020,Malkapur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2020,Motala,6.0,854.0,0.0,0.0,0.0,0.0,,,
Buldhana,2020,Khamgaon,7.0,227.0,2000.0,10.0,0.0,0.0,,,
Buldhana,2020,Mehkar,5.0,225.0,57000.0,160.0,0.0,0.0,,,
Buldhana,2020,Chikhali,6.0,168.0,15000.0,40.0,1.0,3000.0,,,
Buldhana,2020,Buldana,11.0,699.0,22000.0,60.0,0.0,0.0,,,
Buldhana,2020,Deulgaon Raja,29.0,1729.0,548000.0,1500.0,0.0,0.0,,,
Buldhana,2020,Sindkhed Raja,6.0,240.0,121000.0,330.0,0.0,0.0,,,
Buldhana,2020,Lonar,4.0,145.0,7000.0,20.0,0.0,0.0,,,
Buldhana,2021,Jalgaon Jamod,1.0,27.0,0.0,0.0,0.0,0.0,,,
Buldhana,2021,Sangrampur,3.0,327.0,0.0,0.0,0.0,0.0,,,
Buldhana,2021,Shegaon,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2021,Nandura,2.0,648.0,0.0,0.0,0.0,0.0,,,
Buldhana,2021,Malkapur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Buldhana,2021,Motala,6.0,854.0,0.0,0.0,0.0,0.0,,,
Buldhana,2021,Khamgaon,7.0,228.0,0.0,0.0,0.0,0.0,,,
Buldhana,2021,Mehkar,5.0,227.0,142860.0,391.0,0.0,0.0,,,
Buldhana,2021,Chikhali,6.0,168.0,0.0,0.0,0.0,0.0,,,
Buldhana,2021,Buldana,11.0,699.0,132020.0,362.0,0.0,0.0,,,
Buldhana,2021,Deulgaon Raja,30.0,1729.0,303580.0,832.0,0.0,0.0,,,
Buldhana,2021,Sindkhed Raja,6.0,240.0,35790.0,98.0,0.0,0.0,,,
Buldhana,2021,Lonar,4.0,145.0,620.0,2.0,0.0,0.0,,,
Chandrapur,2012,Varora,29.0,1758.0,0.0,0.0,1.0,5000.0,,,
Chandrapur,2012,Chimur,28.0,1445.0,0.0,0.0,1.0,5000.0,,,
Chandrapur,2012,Nagbhid,42.0,4237.0,484000.0,1300.0,0.0,0.0,,,
Chandrapur,2012,Bramhapuri,22.0,2769.0,71400.0,200.0,0.0,0.0,,,
Chandrapur,2012,Savali,8.0,718.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2012,Sindevahi,13.0,987.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2012,Bhadravati,15.0,798.0,6100.0,100.0,0.0,0.0,,,
Chandrapur,2012,Chandrapur,23.0,558.0,2700.0,100.0,1.0,50000.0,,,
Chandrapur,2012,Mul,24.0,1471.0,29200.0,100.0,0.0,0.0,,,
Chandrapur,2012,Ponbhurna,2.0,101.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2012,Ballarpur,8.0,190.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2012,Korpana,4.0,215.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2012,Rajura,19.0,1282.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2012,Gondpipari,9.0,557.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2012,Jivati,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2013,Varora,29.0,1758.0,0.0,0.0,1.0,5000.0,,,
Chandrapur,2013,Chimur,28.0,1445.0,0.0,0.0,1.0,5000.0,,,
Chandrapur,2013,Nagbhid,41.0,4237.0,483000.0,1000.0,0.0,0.0,,,
Chandrapur,2013,Bramhapuri,23.0,2763.0,70000.0,0.0,0.0,0.0,,,
Chandrapur,2013,Savali,8.0,718.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2013,Sindevahi,13.0,987.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2013,Bhadravati,15.0,798.0,6000.0,0.0,0.0,0.0,,,
Chandrapur,2013,Chandrapur,27.0,558.0,2000.0,0.0,1.0,50000.0,,,
Chandrapur,2013,Mul,24.0,1471.0,29000.0,0.0,0.0,0.0,,,
Chandrapur,2013,Ponbhurna,1.0,98.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2013,Ballarpur,4.0,190.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2013,Korpana,4.0,215.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2013,Rajura,19.0,1282.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2013,Gondpipari,10.0,557.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2013,Jivati,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2014,Varora,29.0,1758.0,0.0,0.0,1.0,5000.0,,,
Chandrapur,2014,Chimur,28.0,1445.0,0.0,0.0,1.0,5000.0,,,
Chandrapur,2014,Nagbhid,41.0,4237.0,490700.0,1300.0,0.0,0.0,,,
Chandrapur,2014,Bramhapuri,23.0,2763.0,89900.0,200.0,0.0,0.0,,,
Chandrapur,2014,Savali,8.0,718.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2014,Sindevahi,13.0,987.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2014,Bhadravati,15.0,798.0,18300.0,100.0,0.0,0.0,,,
Chandrapur,2014,Chandrapur,27.0,558.0,39400.0,100.0,1.0,50000.0,,,
Chandrapur,2014,Mul,24.0,1471.0,0.0,100.0,0.0,0.0,,,
Chandrapur,2014,Ponbhurna,1.0,98.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2014,Ballarpur,4.0,190.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2014,Korpana,4.0,215.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2014,Rajura,19.0,1282.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2014,Gondpipari,10.0,557.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2014,Jivati,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Varora,29.0,1758.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Chimur,28.0,1445.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Nagbhid,41.0,4237.0,612900.0,1700.0,0.0,0.0,,,
Chandrapur,2015,Bramhapuri,23.0,2763.0,108100.0,300.0,0.0,0.0,,,
Chandrapur,2015,Savali,8.0,718.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Sindevahi,13.0,987.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Bhadravati,15.0,798.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Chandrapur,27.0,558.0,165600.0,500.0,1.0,50000.0,,,
Chandrapur,2015,Mul,24.0,1471.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Ponbhurna,1.0,98.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Ballarpur,4.0,190.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Korpana,4.0,215.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Rajura,19.0,1282.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Gondpipari,10.0,557.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2015,Jivati,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Varora,14.0,790.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Chimur,9.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Nagbhid,26.0,2629.0,612800.0,1700.0,0.0,0.0,,,
Chandrapur,2016,Bramhapuri,17.0,2091.0,128770.00000000001,400.0,0.0,0.0,,,
Chandrapur,2016,Savali,4.0,365.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Sindevahi,6.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Bhadravati,3.0,171.0,4380.0,0.0,0.0,0.0,,,
Chandrapur,2016,Chandrapur,8.0,192.0,123440.0,300.0,1.0,50000.0,,,
Chandrapur,2016,Mul,10.0,594.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Ponbhurna,1.0,98.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Ballarpur,5.0,260.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Korpana,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Rajura,7.0,441.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Gondpipari,3.0,178.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2016,Jivati,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Varora,14.0,790.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Chimur,9.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Nagbhid,26.0,2629.0,574380.0,1600.0,0.0,0.0,,,
Chandrapur,2017,Bramhapuri,17.0,2091.0,135960.0,400.0,0.0,0.0,,,
Chandrapur,2017,Savali,4.0,365.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Sindevahi,6.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Bhadravati,3.0,171.0,2630.0,0.0,0.0,0.0,,,
Chandrapur,2017,Chandrapur,8.0,192.0,119640.0,300.0,1.0,50000.0,,,
Chandrapur,2017,Mul,10.0,594.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Ponbhurna,1.0,98.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Ballarpur,5.0,260.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Korpana,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Rajura,7.0,441.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Gondpipari,3.0,178.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2017,Jivati,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Varora,14.0,790.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Chimur,9.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Nagbhid,26.0,2629.0,817700.0,2240.0,1.0,5000.0,,,
Chandrapur,2018,Bramhapuri,17.0,2091.0,234340.0,640.0,0.0,0.0,,,
Chandrapur,2018,Savali,4.0,365.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Sindevahi,6.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Bhadravati,3.0,171.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Chandrapur,8.0,192.0,0.0,0.0,1.0,50000.0,,,
Chandrapur,2018,Mul,10.0,594.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Ponbhurna,1.0,98.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Ballarpur,5.0,260.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Korpana,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Rajura,7.0,441.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Gondpipari,3.0,178.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2018,Jivati,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Varora,14.0,790.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Chimur,9.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Nagbhid,26.0,2629.0,678610.0,1860.0,1.0,5000.0,,,
Chandrapur,2019,Bramhapuri,17.0,2091.0,40020.0,110.0,0.0,0.0,,,
Chandrapur,2019,Savali,4.0,365.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Sindevahi,6.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Bhadravati,3.0,171.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Chandrapur,8.0,192.0,0.0,0.0,1.0,50000.0,,,
Chandrapur,2019,Mul,10.0,594.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Ponbhurna,1.0,98.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Ballarpur,5.0,160.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Korpana,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Rajura,7.0,441.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Gondpipari,3.0,178.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2019,Jivati,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Varora,14.0,790.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Chimur,9.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Nagbhid,26.0,2629.0,643930.0,1760.0,1.0,5000.0,,,
Chandrapur,2020,Bramhapuri,17.0,2091.0,47430.0,130.0,0.0,0.0,,,
Chandrapur,2020,Savali,4.0,365.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Sindevahi,6.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Bhadravati,3.0,171.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Chandrapur,8.0,192.0,83070.0,230.0,1.0,50000.0,,,
Chandrapur,2020,Mul,10.0,594.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Ponbhurna,1.0,98.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Ballarpur,5.0,160.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Korpana,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Rajura,7.0,441.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Gondpipari,3.0,178.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2020,Jivati,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2021,Varora,14.0,790.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2021,Chimur,9.0,468.0,0.0,0.0,0.0,0.0,,,
Chandrapur,2021,Nagbhid,26.0,2629.0,557170.0,1540.0,1.0,5000.0,,,
