District,Year,Taluka,Annual Target for Artificial Insemination,Actual Artificial Insemination Numbers,Percentage of Artificial Insemination Target Achieved
Yavatmal,2016,Kalamb,10945.0,,31.0
Yavatmal,2016,Yavatmal,11940.0,,14.000000000000002
Yavatmal,2016,Darvha,18915.0,,13.0
Yavatmal,2016,Digras,10945.0,,15.0
Yavatmal,2016,Pusad,17920.0,,21.0
Yavatmal,2016,Umarkhed,14935.0,,35.0
Yavatmal,2016,Mahagaon,10945.0,,21.0
Yavatmal,2016,Aarni,10945.0,,17.0
Yavatmal,2016,Ghantaji,11940.0,,11.0
Yavatmal,2016,Kelapur,12935.0,,15.0
Yavatmal,2016,Ralegaon,8955.0,,19.0
Yavatmal,2016,Maregaon,7960.0,,17.0
Yavatmal,2016,Zari Jamani,10945.0,,8.0
Yavatmal,2016,Vani,12935.0,,17.0
Yavatmal,2017,Ner,15750.0,,12.0
Yavatmal,2017,Babhulgaon,12750.0,,14.000000000000002
Yavatmal,2017,Kalamb,17250.0,,20.0
Yavatmal,2017,Yavatmal,18750.0,,10.0
Yavatmal,2017,Darvha,29250.0,,9.0
Yavatmal,2017,Digras,17250.0,,9.0
Yavatmal,2017,Pusad,27750.0,,13.0
Yavatmal,2017,Umarkhed,23250.0,,24.0
Yavatmal,2017,Mahagaon,17250.0,,16.0
Yavatmal,2017,Aarni,17250.0,,10.0
Yavatmal,2017,Ghantaji,18750.0,,7.000000000000001
Yavatmal,2017,Kelapur,20250.0,,11.0
Yavatmal,2017,Ralegaon,14250.0,,13.0
Yavatmal,2017,Maregaon,12750.0,,12.0
Yavatmal,2017,Zari Jamani,17250.0,,6.0
Yavatmal,2017,Vani,20250.0,,12.0
Yavatmal,2018,Ner,19523.0,,12.5
Yavatmal,2018,Babhulgaon,8960.0,,14.3
Yavatmal,2018,Kalamb,17859.0,,20.4
Yavatmal,2018,Yavatmal,19430.0,,10.0
Yavatmal,2018,Darvha,19122.0,,8.6
Yavatmal,2018,Digras,11357.0,,9.3
Yavatmal,2018,Pusad,31418.0,,12.6
Yavatmal,2018,Umarkhed,41917.0,,24.0
Yavatmal,2018,Mahagaon,16589.0,,15.7
Yavatmal,2018,Aarni,23439.0,,10.0
Yavatmal,2018,Ghantaji,20204.0,,7.1
Yavatmal,2018,Kelapur,19044.0,,11.5
Yavatmal,2018,Ralegaon,11268.0,,12.8
Yavatmal,2018,Maregaon,16589.0,,12.3
Yavatmal,2018,Zari Jamani,18455.0,,5.7
Yavatmal,2018,Vani,10116.0,,11.9
Yavatmal,2019,Ner,2999.0,,86.0
Yavatmal,2019,Babhulgaon,2840.0,,78.5
Yavatmal,2019,Kalamb,4089.0,,76.7
Yavatmal,2019,Yavatmal,3890.0,,68.9
Yavatmal,2019,Darvha,4734.0,,67.6
Yavatmal,2019,Digras,2529.0,,75.2
Yavatmal,2019,Pusad,6395.0,,60.0
Yavatmal,2019,Umarkhed,9385.0,,76.0
Yavatmal,2019,Mahagaon,3841.0,,72.0
Yavatmal,2019,Aarni,3055.0,,80.0
Yavatmal,2019,Ghantaji,3255.0,,82.9
Yavatmal,2019,Kelapur,4090.0,,82.5
Yavatmal,2019,Ralegaon,1801.0,,104.4
Yavatmal,2019,Maregaon,2273.0,,90.8
Yavatmal,2019,Zari Jamani,1164.0,,86.3
Yavatmal,2019,Vani,3046.0,,60.4
Yavatmal,2020,Ner,3545.0,,71.9
Yavatmal,2020,Babhulgaon,2994.0,,77.7
Yavatmal,2020,Kalamb,3898.0,,74.3
Yavatmal,2020,Yavatmal,2332.0,,87.2
Yavatmal,2020,Darvha,3691.0,,61.8
Yavatmal,2020,Digras,2134.0,,57.10000000000001
Yavatmal,2020,Pusad,5294.0,,52.300000000000004
Yavatmal,2020,Umarkhed,8074.0,,71.2
Yavatmal,2020,Mahagaon,3943.0,,54.29999999999999
Yavatmal,2020,Aarni,3139.0,,71.3
Yavatmal,2020,Ghantaji,2499.0,,85.5
Yavatmal,2020,Kelapur,3445.0,,65.6
Yavatmal,2020,Ralegaon,2051.0,,79.1
Yavatmal,2020,Maregaon,2303.0,,76.3
Yavatmal,2020,Zari Jamani,1167.0,,82.5
Yavatmal,2020,Vani,1772.0,,75.8
Yavatmal,2021,Ner,3545.0,,52.400000000000006
Yavatmal,2021,Babhulgaon,2994.0,,74.0
Yavatmal,2021,Kalamb,3898.0,,56.3
Yavatmal,2021,Yavatmal,2872.0,,56.49999999999999
Yavatmal,2021,Darvha,3681.0,,48.2
Yavatmal,2021,Digras,2169.0,,40.4
Yavatmal,2021,Pusad,5294.0,,48.1
Yavatmal,2021,Umarkhed,7356.0,,69.5
Yavatmal,2021,Mahagaon,3943.0,,53.5
Yavatmal,2021,Aarni,3139.0,,59.5
Yavatmal,2021,Ghantaji,2499.0,,77.4
Yavatmal,2021,Kelapur,3445.0,,53.1
Yavatmal,2021,Ralegaon,2051.0,,59.699999999999996
Yavatmal,2021,Maregaon,2273.0,,42.4
Yavatmal,2021,Zari Jamani,1164.0,,56.00000000000001
Yavatmal,2021,Vani,2636.0,,55.60000000000001
Kolhapur,2017,Shahuwadi,11009.0,,68.7
Kolhapur,2017,Panhala,16504.0,,54.7
Kolhapur,2017,Hatkanangale,26140.0,,64.1
Kolhapur,2017,Shirol,27361.0,,64.0
Kolhapur,2017,Karveer,24745.0,,64.4
Kolhapur,2017,Gaganbawda,1506.0,,64.1
Kolhapur,2017,Radhanagari,10026.0,,64.2
Kolhapur,2017,Kagal,24156.0,,64.5
Kolhapur,2017,Bhudargad,6254.0,,64.4
Kolhapur,2017,Ajra,6402.0,,64.0
Kolhapur,2017,Gadhinglaj,16646.0,,64.4
Kolhapur,2017,Chandgad,7865.0,,64.3
Kolhapur,2018,Shahuwadi,50090.0,,34.1
Kolhapur,2018,Panhala,60137.0,,68.3
Kolhapur,2018,Hatkanangale,72772.0,,15.2
Kolhapur,2018,Shirol,67434.0,,36.5
Kolhapur,2018,Karveer,110108.0,,84.0
Kolhapur,2018,Gaganbawda,6892.0,,18.8
Kolhapur,2018,Radhanagari,39143.0,,99.1
Kolhapur,2018,Kagal,65498.0,,102.1
Kolhapur,2018,Bhudargad,33536.0,,43.0
Kolhapur,2018,Ajra,28751.0,,80.3
Kolhapur,2018,Gadhinglaj,59606.0,,68.7
Kolhapur,2018,Chandgad,39300.0,,40.3
Kolhapur,2019,Shahuwadi,16171.0,,32.28
Kolhapur,2019,Panhala,27875.0,,46.35
Kolhapur,2019,Hatkanangale,56911.0,,78.2
Kolhapur,2019,Shirol,26564.0,,39.39
Kolhapur,2019,Karveer,40466.0,,36.75
Kolhapur,2019,Gaganbawda,1572.0,,22.81
Kolhapur,2019,Radhanagari,13077.0,,33.41
Kolhapur,2019,Kagal,26000.0,,39.7
Kolhapur,2019,Bhudargad,9329.0,,27.82
Kolhapur,2019,Ajra,10422.0,,36.25
Kolhapur,2019,Gadhinglaj,18942.0,,31.78
Kolhapur,2019,Chandgad,14279.0,,36.33
Kolhapur,2020,Shahuwadi,15337.0,,28.999999999999996
Kolhapur,2020,Panhala,21005.0,,71.0
Kolhapur,2020,Hatkanangale,57100.0,,23.0
Kolhapur,2020,Shirol,27281.0,,56.00000000000001
Kolhapur,2020,Karveer,41151.0,,63.0
Kolhapur,2020,Gaganbawda,1729.0,,104.0
Kolhapur,2020,Radhanagari,13385.0,,180.0
Kolhapur,2020,Kagal,23995.0,,78.0
Kolhapur,2020,Bhudargad,10262.0,,77.0
Kolhapur,2020,Ajra,10464.0,,197.0
Kolhapur,2020,Gadhinglaj,13816.0,,128.0
Kolhapur,2020,Chandgad,13707.0,,46.0
Kolhapur,2021,Shahuwadi,7890.0,,159.0
Kolhapur,2021,Panhala,14289.0,,155.0
Kolhapur,2021,Hatkanangale,65272.0,,21.0
Kolhapur,2021,Shirol,31467.0,,44.0
Kolhapur,2021,Karveer,20997.0,,153.0
Kolhapur,2021,Gaganbavada,1752.0,,96.0
Kolhapur,2021,Radhanagari,17292.0,,128.0
Kolhapur,2021,Kagal,39952.0,,74.0
Kolhapur,2021,Bhudargad,17268.0,,105.0
Kolhapur,2021,Ajara,10464.0,,229.0
Kolhapur,2021,Gadhinglaj,14872.0,,119.0
Kolhapur,2021,Chandgad,10262.0,,100.0
Jalgaon,2008,Chopda,3747.0,,31.3
Jalgaon,2008,Yawal,5188.0,,79.33
Jalgaon,2008,Raver,5463.0,,82.59
Jalgaon,2008,Muktainagar,3930.0,,49.44
Jalgaon,2008,Bodvad,2817.0,,54.24
Jalgaon,2008,Bhusawal,2861.0,,57.70000000000001
Jalgaon,2008,Jalgaon,4067.0,,71.44
Jalgaon,2008,Erandol,2035.0,,45.99
Jalgaon,2008,Dharangoan,6663.0,,52.76
Jalgaon,2008,Amalner,3934.0,,56.96
Jalgaon,2008,Parola,1679.0,,24.48
Jalgaon,2008,Bhadgoan,3694.0,,62.36999999999999
Jalgaon,2008,Chalisgoan,11370.0,,74.3
Jalgaon,2008,Pachora,3965.0,,65.57
Jalgaon,2008,Jamner,4346.0,,47.42
Jalgaon,2009,Chopda,3747.0,,32.79
Jalgaon,2009,Yawal,5188.0,,83.69
Jalgaon,2009,Raver,5463.0,,83.34
Jalgaon,2009,Muktainagar,3930.0,,50.89
Jalgaon,2009,Bodvad,2817.0,,56.08
Jalgaon,2009,Bhusawal,2861.0,,55.47
Jalgaon,2009,Jalgaon,4067.0,,77.4
Jalgaon,2009,Erandol,2035.0,,64.32
Jalgaon,2009,Dharangoan,6663.0,,53.56999999999999
Jalgaon,2009,Amalner,3934.0,,55.87
Jalgaon,2009,Parola,1679.0,,43.95
Jalgaon,2009,Bhadgoan,3694.0,,57.440000000000005
Jalgaon,2009,Chalisgoan,11370.0,,78.33
Jalgaon,2009,Pachora,3965.0,,66.96
Jalgaon,2009,Jamner,4346.0,,54.56999999999999
Jalgaon,2010,Chopda,3754.0,,40.49
Jalgaon,2010,Yawal,5250.0,,77.2
Jalgaon,2010,Raver,5417.0,,83.77
Jalgaon,2010,Muktainagar,3719.0,,65.01
Jalgaon,2010,Bodvad,2200.0,,57.59000000000001
Jalgaon,2010,Bhusawal,2900.0,,60.480000000000004
Jalgaon,2010,Jalgaon,4049.0,,82.02
Jalgaon,2010,Erandol,2400.0,,65.08
Jalgaon,2010,Dharangoan,6421.0,,56.92
Jalgaon,2010,Amalner,4000.0,,58.07
Jalgaon,2010,Parola,1700.0,,48.47
Jalgaon,2010,Bhadgoan,3500.0,,56.61999999999999
Jalgaon,2010,Chalisgoan,11852.0,,70.3
Jalgaon,2010,Pachora,3900.0,,59.12
Jalgaon,2010,Jamner,4697.0,,56.26
Jalgaon,2012,Chopda,3526.0,,75.04
Jalgaon,2012,Yawal,5943.0,,96.31
Jalgaon,2012,Raver,7257.0,,86.42
Jalgaon,2012,Muktainagar,4423.0,,68.84
Jalgaon,2012,Bodvad,2539.0,,55.169999999999995
Jalgaon,2012,Bhusawal,3328.0,,73.37
Jalgaon,2012,Jalgaon,4821.0,,89.93
Jalgaon,2012,Erandol,2760.0,,78.11
Jalgaon,2012,Dharangoan,7936.0,,49.33
Jalgaon,2012,Amalner,4578.0,,84.29
Jalgaon,2012,Parola,1960.0,,71.78
Jalgaon,2012,Bhadgoan,3953.0,,57.82000000000001
Jalgaon,2012,Chalisgoan,10354.0,,99.22
Jalgaon,2012,Pachora,4499.0,,83.5
Jalgaon,2012,Jamner,5361.0,,58.58
Jalgaon,2013,Chopda,3526.0,,89.0
Jalgaon,2013,Yawal,5943.0,,95.6
Jalgaon,2013,Raver,7257.0,,75.5
Jalgaon,2013,Muktainagar,4423.0,,83.0
Jalgaon,2013,Bodvad,2539.0,,57.8
Jalgaon,2013,Bhusawal,3328.0,,84.9
Jalgaon,2013,Jalgaon,4821.0,,91.5
Jalgaon,2013,Erandol,2760.0,,104.0
Jalgaon,2013,Dharangoan,7936.0,,51.83
Jalgaon,2013,Amalner,4578.0,,78.8
Jalgaon,2013,Parola,1960.0,,61.68
Jalgaon,2013,Bhadgoan,3953.0,,49.7
Jalgaon,2013,Chalisgoan,10354.0,,99.7
Jalgaon,2013,Pachora,4499.0,,93.7
Jalgaon,2013,Jamner,5361.0,,63.5
Jalgaon,2014,Chopda,3897.0,,76.72
Jalgaon,2014,Yawal,5943.0,,67.96
Jalgaon,2014,Raver,7257.0,,71.86
Jalgaon,2014,Muktainagar,4390.0,,73.16
Jalgaon,2014,Bodvad,2539.0,,63.88
Jalgaon,2014,Bhusawal,3328.0,,89.51
Jalgaon,2014,Jalgaon,6762.0,,73.23
Jalgaon,2014,Erandol,3730.0,,86.89
Jalgaon,2014,Dharangoan,9387.0,,43.11
Jalgaon,2014,Amalner,4578.0,,75.68
Jalgaon,2014,Parola,1960.0,,67.7
Jalgaon,2014,Bhadgoan,3952.0,,53.68999999999999
Jalgaon,2014,Chalisgoan,12825.0,,78.23
Jalgaon,2014,Pachora,4499.0,,96.77
Jalgaon,2014,Jamner,5465.0,,65.69
Jalgaon,2015,Chopda,4470.0,,70.22
Jalgaon,2015,Yawal,5943.0,,78.59
Jalgaon,2015,Raver,7880.0,,56.72999999999999
Jalgaon,2015,Muktainagar,4963.0,,57.99999999999999
Jalgaon,2015,Bodvad,2539.0,,58.76
Jalgaon,2015,Bhusawal,3328.0,,83.5
Jalgaon,2015,Jalgaon,6762.0,,70.31
Jalgaon,2015,Erandol,3730.0,,69.32
Jalgaon,2015,Dharangoan,9960.0,,32.56
Jalgaon,2015,Amalner,4578.0,,73.39
Jalgaon,2015,Parola,1960.0,,72.85
Jalgaon,2015,Bhadgoan,3952.0,,58.93000000000001
Jalgaon,2015,Chalisgoan,13398.0,,66.89
Jalgaon,2015,Pachora,4499.0,,108.69
Jalgaon,2015,Jamner,6038.0,,56.82000000000001
Jalgaon,2016,Chopda,4400.0,,74.0
Jalgaon,2016,Yawal,6680.0,,75.0
Jalgaon,2016,Raver,13000.0,,69.0
Jalgaon,2016,Muktainagar,1800.0,,70.0
Jalgaon,2016,Bodvad,1760.0,,75.0
Jalgaon,2016,Bhusawal,2900.0,,67.0
Jalgaon,2016,Jalgaon,3100.0,,79.0
Jalgaon,2016,Erandol,0.0,,0.0
Jalgaon,2016,Dharangoan,2140.0,,77.0
Jalgaon,2016,Amalner,2540.0,,78.0
Jalgaon,2016,Parola,3400.0,,73.0
Jalgaon,2016,Bhadgoan,5700.0,,83.0
Jalgaon,2016,Chalisgoan,7240.0,,80.0
Jalgaon,2016,Pachora,8000.0,,74.0
Jalgaon,2016,Jamner,6300.0,,85.0
Jalgaon,2017,Chopda,5330.0,,87.0
Jalgaon,2017,Yawal,5330.0,,104.0
Jalgaon,2017,Raver,9770.0,,96.0
Jalgaon,2017,Muktainagar,1782.0,,88.0
Jalgaon,2017,Bodvad,2660.0,,70.0
Jalgaon,2017,Bhusawal,2660.0,,79.0
Jalgaon,2017,Jalgaon,3550.0,,82.0
Jalgaon,2017,Erandol,888.0,,81.0
Jalgaon,2017,Dharangoan,1780.0,,123.0
Jalgaon,2017,Amalner,3550.0,,76.0
Jalgaon,2017,Parola,3550.0,,75.0
Jalgaon,2017,Bhadgoan,5330.0,,108.0
Jalgaon,2017,Chalisgoan,10660.0,,90.0
Jalgaon,2017,Pachora,5330.0,,139.0
Jalgaon,2017,Jamner,5330.0,,107.0
Jalgaon,2018,Chopda,25039.0,,18.7
Jalgaon,2018,Yawal,25039.0,,19.8
Jalgaon,2018,Raver,31523.0,,15.8
Jalgaon,2018,Muktainagar,21976.0,,19.7
Jalgaon,2018,Bodvad,11202.0,,8.6
Jalgaon,2018,Bhusawal,16103.0,,15.9
Jalgaon,2018,Jalgaon,26653.0,,24.2
Jalgaon,2018,Erandol,15938.0,,19.0
Jalgaon,2018,Dharangoan,17003.0,,14.6
Jalgaon,2018,Amalner,21138.0,,15.4
Jalgaon,2018,Parola,20306.0,,13.3
Jalgaon,2018,Bhadgoan,21960.0,,16.9
Jalgaon,2018,Chalisgoan,49825.0,,20.3
Jalgaon,2018,Pachora,30124.0,,22.5
Jalgaon,2018,Jamner,33242.0,,16.6
Jalgaon,2019,Chopda,18835.0,,64.76
Jalgaon,2019,Yawal,22376.0,,65.24
Jalgaon,2019,Raver,26787.0,,71.37
Jalgaon,2019,Muktainagar,16317.0,,52.47999999999999
Jalgaon,2019,Bodvad,7156.0,,53.63
Jalgaon,2019,Bhusawal,10710.0,,62.84
Jalgaon,2019,Jalgaon,2015.0,,68.58
Jalgaon,2019,Erandol,12175.0,,39.94
Jalgaon,2019,Dharangoan,9385.0,,66.88
Jalgaon,2019,Amalner,12672.0,,69.94
Jalgaon,2019,Parola,10848.0,,52.629999999999995
Jalgaon,2019,Bhadgoan,16864.0,,72.62
Jalgaon,2019,Chalisgoan,35964.0,,70.5
Jalgaon,2019,Pachora,23548.0,,78.51
Jalgaon,2019,Jamner,21805.0,,59.54999999999999
Jalgaon,2020,Chopda,18367.0,,60.53999999999999
Jalgaon,2020,Yawal,21830.0,,65.67
Jalgaon,2020,Raver,25929.0,,72.71
Jalgaon,2020,Muktainagar,16005.0,,52.57999999999999
Jalgaon,2020,Bodvad,5836.0,,61.21
Jalgaon,2020,Bhusawal,9468.0,,62.74999999999999
Jalgaon,2020,Jalgaon,19961.0,,63.24999999999999
Jalgaon,2020,Erandol,11016.0,,42.39
Jalgaon,2020,Dharangoan,8143.0,,74.86
Jalgaon,2020,Amalner,11430.0,,72.63
Jalgaon,2020,Parola,13638.0,,40.89
Jalgaon,2020,Bhadgoan,16396.0,,64.08
Jalgaon,2020,Chalisgoan,35880.0,,73.64
Jalgaon,2020,Pachora,24220.0,,72.86
Jalgaon,2020,Jamner,21337.0,,56.49999999999999
Jalgaon,2021,Chopda,40.7,,4077.0000000000005
Jalgaon,2021,Yawal,53.9,,9724.0
Jalgaon,2021,Raver,62.4,,3619.0
Jalgaon,2021,Muktainagar,42.7,,2675.0
Jalgaon,2021,Bodvad,42.3,,791.0
Jalgaon,2021,Bhusawal,53.4,,1543.0
Jalgaon,2021,Jalgaon,50.9,,2022.0
Jalgaon,2021,Erandol,40.4,,4587.0
Jalgaon,2021,Dharangoan,60.3,,4185.0
Jalgaon,2021,Amalner,53.6,,1404.0
Jalgaon,2021,Parola,49.5,,3269.0
Jalgaon,2021,Bhadgoan,41.4,,6117.0
Jalgaon,2021,Chalisgoan,58.1,,22162.0
Jalgaon,2021,Pachora,63.1,,8895.0
Jalgaon,2021,Jamner,44.4,,5634.0
Sangli,2012,Shirala,26978.0,,76.0
Sangli,2012,Valava,57571.0,,72.0
Sangli,2012,Palus,9488.0,,63.0
Sangli,2012,Kadegaon,11817.0,,96.0
Sangli,2012,Khanapur,15131.0,,75.0
Sangli,2012,Aatpadi,10761.0,,99.0
Sangli,2012,Tasgaon,36626.0,,82.0
Sangli,2012,Miraj,40203.0,,83.0
Sangli,2012,Ku. Mahakal,19329.0,,79.0
Sangli,2012,Jat,31856.0,,43.0
Sangli,2013,Shirala,26978.0,,80.6
Sangli,2013,Valava,57571.0,,81.0
Sangli,2013,Palus,9488.0,,73.0
Sangli,2013,Kadegaon,11817.0,,103.49999999999999
Sangli,2013,Khanapur,15131.0,,105.0
Sangli,2013,Aatpadi,10761.0,,111.6
Sangli,2013,Tasgaon,36626.0,,88.0
Sangli,2013,Miraj,40203.0,,92.0
Sangli,2013,Ku. Mahakal,19326.0,,92.0
Sangli,2013,Jat,31856.0,,92.0
Sangli,2014,Shirala,26978.0,,81.1
Sangli,2014,Valava,57571.0,,82.5
Sangli,2014,Palus,9488.0,,74.0
Sangli,2014,Kadegaon,11817.0,,104.1
Sangli,2014,Khanapur,15131.0,,103.0
Sangli,2014,Aatpadi,10761.0,,112.1
Sangli,2014,Tasgaon,36626.0,,89.1
Sangli,2014,Miraj,40203.0,,94.0
Sangli,2014,Ku. Mahakal,19326.0,,94.0
Sangli,2014,Jat,31856.0,,59.0
Sangli,2015,Shirala,27869.0,,61.3
Sangli,2015,Valava,61283.0,,61.4
Sangli,2015,Palus,11972.0,,28.300000000000004
Sangli,2015,Kadegaon,19092.0,,58.8
Sangli,2015,Khanapur,19612.0,,71.4
Sangli,2015,Aatpadi,20469.0,,39.4
Sangli,2015,Tasgaon,38983.0,,60.9
Sangli,2015,Miraj,46970.0,,60.8
Sangli,2015,Ku. Mahakal,27738.0,,57.3
Sangli,2015,Jat,45812.0,,35.3
Sangli,2016,Shirala,18204.0,,80.0
Sangli,2016,Valava,40009.0,,66.0
Sangli,2016,Palus,6993.0,,85.0
Sangli,2016,Kadegaon,11955.0,,76.0
Sangli,2016,Khanapur,14910.0,,85.0
Sangli,2016,Aatpadi,8532.0,,79.0
Sangli,2016,Tasgaon,21840.0,,73.0
Sangli,2016,Miraj,30369.0,,73.0
Sangli,2016,Ku. Mahakal,16823.0,,91.0
Sangli,2016,Jat,17065.0,,80.0
Sangli,2017,Shirala,42789.0,,34.6
Sangli,2017,Valava,87118.0,,31.2
Sangli,2017,Palus,19063.0,,17.6
Sangli,2017,Kadegaon,31712.0,,26.899999999999995
Sangli,2017,Khanapur,33232.0,,32.3
Sangli,2017,Aatpadi,33124.0,,20.0
Sangli,2017,Tasgaon,68568.0,,20.2
Sangli,2017,Miraj,76932.0,,30.5
Sangli,2017,Ku. Mahakal,41425.0,,36.6
Sangli,2017,Jat,73182.0,,22.4
Sangli,2018,Shirala,50466.0,,27.6
Sangli,2018,Valava,100433.0,,22.3
Sangli,2018,Palus,22390.0,,26.8
Sangli,2018,Kadegaon,37735.0,,24.9
Sangli,2018,Khanapur,38197.0,,30.099999999999998
Sangli,2018,Aatpadi,40714.0,,14.400000000000002
Sangli,2018,Tasgaon,81843.0,,15.299999999999999
Sangli,2018,Miraj,63378.0,,37.1
Sangli,2018,Ku. Mahakal,49643.0,,29.5
Sangli,2018,Jat,92323.0,,17.7
Sangli,2019,Shirala,23805.0,,50.5
Sangli,2019,Valava,38071.0,,52.6
Sangli,2019,Palus,10134.0,,57.2
Sangli,2019,Kadegaon,16010.0,,59.9
Sangli,2019,Khanapur,19232.0,,57.10000000000001
Sangli,2019,Aatpadi,9614.0,,81.1
Sangli,2019,Tasgaon,21166.0,,56.10000000000001
Sangli,2019,Miraj,39714.0,,60.5
Sangli,2019,Ku. Mahakal,24828.0,,58.599999999999994
Sangli,2019,Jat,26862.0,,67.2
Sangli,2020,Shirala,20529.0,,37.8
Sangli,2020,Valava,34080.0,,38.7
Sangli,2020,Palus,9874.0,,56.49999999999999
Sangli,2020,Kadegaon,16260.0,,53.0
Sangli,2020,Khanapur,18504.0,,44.8
Sangli,2020,Aatpadi,12830.0,,31.5
Sangli,2020,Tasgaon,20122.0,,41.2
Sangli,2020,Miraj,40603.0,,47.6
Sangli,2020,Ku. Mahakal,24618.0,,43.7
Sangli,2020,Jat,29983.0,,43.1
Sangli,2021,Shirala,13183.0,,28.58
Sangli,2021,Valava,23275.0,,28.63
Sangli,2021,Palus,9368.0,,19.84
Sangli,2021,Kadegaon,13806.0,,35.12
Sangli,2021,Khanapur,13858.0,,35.82
Sangli,2021,Aatpadi,6675.0,,23.2
Sangli,2021,Tasgaon,14035.0,,14.279999999999998
Sangli,2021,Miraj,32561.0,,37.21
Sangli,2021,Ku. Mahakal,18215.0,,39.22
Sangli,2021,Jat,21311.0,,31.53
Pune,2011,Junnar,23200.0,,65.0
Pune,2011,Aambegaon,23500.0,,40.0
Pune,2011,Shirur,39506.0,,53.0
Pune,2011,Khed,58874.0,,54.0
Pune,2011,Maval,3100.0,,53.0
Pune,2011,Mulashi,2400.0,,85.0
Pune,2011,Haveli,10100.0,,51.0
Pune,2011,Pune City,31874.0,,39.0
Pune,2011,Daund,33043.0,,76.0
Pune,2011,Purandar,11250.0,,93.0
Pune,2011,Welhe,3200.0,,43.0
Pune,2011,Bhor,39015.0,,54.0
Pune,2011,Baramati,23994.0,,57.99999999999999
Pune,2011,Indapur,15694.0,,87.0
Pune,2012,Junnar,23200.0,,84.0
Pune,2012,Aambegaon,23500.0,,65.0
Pune,2012,Shirur,39506.0,,75.0
Pune,2012,Khed,58874.0,,67.0
Pune,2012,Maval,3100.0,,95.0
Pune,2012,Mulashi,2400.0,,93.0
Pune,2012,Haveli,10100.0,,60.0
Pune,2012,Pune City,31874.0,,62.0
Pune,2012,Daund,33043.0,,88.0
Pune,2012,Purandar,11250.0,,95.0
Pune,2012,Welhe,3200.0,,57.99999999999999
Pune,2012,Bhor,39015.0,,56.00000000000001
Pune,2012,Baramati,23994.0,,77.0
Pune,2012,Indapur,15694.0,,99.0
Pune,2013,Junnar,27069.0,,75.0
Pune,2013,Aambegaon,17980.0,,88.0
Pune,2013,Shirur,29506.0,,98.0
Pune,2013,Khed,38874.0,,102.0
Pune,2013,Maval,5021.0,,89.0
Pune,2013,Mulashi,2788.0,,93.0
Pune,2013,Haveli,10100.0,,81.0
Pune,2013,Pune City,31874.0,,56.00000000000001
Pune,2013,Daund,47705.0,,76.0
Pune,2013,Purandar,11250.0,,111.00000000000001
Pune,2013,Welhe,2596.0,,99.0
Pune,2013,Bhor,36538.0,,59.0
Pune,2013,Baramati,23928.0,,94.0
Pune,2013,Indapur,33521.0,,80.0
Pune,2014,Junnar,27000.0,,67.0
Pune,2014,Aambegaon,23500.0,,77.0
Pune,2014,Shirur,29506.0,,103.0
Pune,2014,Khed,38874.0,,112.00000000000001
Pune,2014,Maval,5882.0,,84.0
Pune,2014,Mulashi,3010.0,,92.0
Pune,2014,Haveli,10956.0,,85.0
Pune,2014,Pune City,31874.0,,61.0
Pune,2014,Daund,47705.0,,67.0
Pune,2014,Purandar,14500.0,,90.0
Pune,2014,Welhe,3484.0,,86.0
Pune,2014,Bhor,36538.0,,56.99999999999999
Pune,2014,Baramati,25870.0,,88.0
Pune,2014,Indapur,33521.0,,83.0
Pune,2015,Junnar,28006.0,,46.0
Pune,2015,Aambegaon,26201.0,,44.0
Pune,2015,Shirur,37462.0,,53.0
Pune,2015,Khed,51817.0,,63.0
Pune,2015,Maval,7439.0,,86.0
Pune,2015,Mulashi,4625.0,,80.0
Pune,2015,Haveli,12454.0,,67.0
Pune,2015,Pune City,29252.0,,52.0
Pune,2015,Daund,47705.0,,49.0
Pune,2015,Purandar,20577.0,,49.0
Pune,2015,Welhe,4446.0,,83.0
Pune,2015,Bhor,32221.0,,57.99999999999999
Pune,2015,Baramati,34182.0,,54.0
Pune,2015,Indapur,38731.0,,57.99999999999999
Pune,2016,Junnar,17005.0,,92.0
Pune,2016,Aambegaon,15396.0,,104.0
Pune,2016,Shirur,23248.0,,111.00000000000001
Pune,2016,Khed,36446.0,,107.0
Pune,2016,Maval,4946.0,,150.0
Pune,2016,Mulashi,2840.0,,103.0
Pune,2016,Haveli,7968.0,,103.0
Pune,2016,Pune City,18460.0,,90.0
Pune,2016,Daund,27401.0,,87.0
Pune,2016,Purandar,11087.0,,106.0
Pune,2016,Welhe,2814.0,,130.0
Pune,2016,Bhor,19360.0,,87.0
Pune,2016,Baramati,18879.0,,110.00000000000001
Pune,2016,Indapur,24150.0,,98.0
Pune,2017,Junnar,36450.0,,49.0
Pune,2017,Aambegaon,39950.0,,50.0
Pune,2017,Shirur,67519.0,,35.0
Pune,2017,Khed,96440.0,,40.0
Pune,2017,Maval,16500.0,,48.0
Pune,2017,Mulashi,12500.0,,22.0
Pune,2017,Haveli,28500.0,,31.0
Pune,2017,Pune City,39004.0,,44.0
Pune,2017,Daund,49500.0,,52.0
Pune,2017,Purandar,26500.0,,52.0
Pune,2017,Welhe,11240.0,,32.0
Pune,2017,Bhor,75980.0,,22.0
Pune,2017,Baramati,45020.0,,49.0
Pune,2017,Indapur,47190.0,,51.0
Pune,2018,Junnar,51986.0,,39.0
Pune,2018,Aambegaon,44656.0,,41.0
Pune,2018,Shirur,78066.0,,31.0
