District,Year,Taluka,Annual Target for Artificial Insemination,Actual Artificial Insemination Numbers,Percentage of Artificial Insemination Target Achieved
Ahilyanagar,2012,Akole,16721.0,12206.33,73.0
Ahilyanagar,2012,Sangamner,25000.0,18250.0,83.0
Ahilyanagar,2012,Kopargaon,13000.0,9490.0,73.0
Ahilyanagar,2012,Rahata,17000.0,12410.0,78.0
Ahilyanagar,2012,Srirampur,11500.0,8395.0,78.0
Ahilyanagar,2012,Nevasa,23000.0,16790.0,82.0
Ahilyanagar,2012,Shevgaon,17500.0,12775.0,88.0
Ahilyanagar,2012,Pathardi,20000.0,14600.0,82.0
Ahilyanagar,2012,Nagar,26529.0,19366.17,91.0
Ahilyanagar,2012,Rahuri,19500.0,14235.0,82.0
Ahilyanagar,2012,Parner,21400.0,15622.0,96.0
Ahilyanagar,2012,Srigonda,26000.0,18980.0,82.0
Ahilyanagar,2012,Karjat,13091.0,9556.43,88.0
Ahilyanagar,2012,Jamkhed,11870.0,8665.1,94.0
Ahilyanagar,2013,Akole,17668.0,12897.64,73.89
Ahilyanagar,2013,Sangamner,27050.0,19746.5,80.01
Ahilyanagar,2013,Kopargaon,14030.0,10241.9,65.42
Ahilyanagar,2013,Rahata,17310.0,12636.3,79.8
Ahilyanagar,2013,Srirampur,14890.0,10869.7,58.489999999999995
Ahilyanagar,2013,Nevasa,24680.0,18016.4,77.61
Ahilyanagar,2013,Shevgaon,20110.0,14680.3,81.57
Ahilyanagar,2013,Pathardi,21590.0,15760.7,81.74
Ahilyanagar,2013,Nagar,26759.0,19534.07,90.29
Ahilyanagar,2013,Rahuri,23800.0,17374.0,64.52
Ahilyanagar,2013,Parner,24320.0,17753.6,95.24
Ahilyanagar,2013,Srigonda,27210.0,19863.3,84.35
Ahilyanagar,2013,Karjat,17000.0,12410.0,64.14
Ahilyanagar,2013,Jamkhed,13280.0,9694.4,88.52
Ahilyanagar,2014,Akole,17668.0,12897.64,84.33
Ahilyanagar,2014,Sangamner,27050.0,19746.5,80.82
Ahilyanagar,2014,Kopargaon,14030.0,10241.9,66.4
Ahilyanagar,2014,Rahata,17310.0,12636.3,78.51
Ahilyanagar,2014,Srirampur,14890.0,10869.7,64.37
Ahilyanagar,2014,Nevasa,24680.0,18016.4,82.26
Ahilyanagar,2014,Shevgaon,20110.0,14680.3,92.5
Ahilyanagar,2014,Pathardi,21590.0,15760.7,88.93
Ahilyanagar,2014,Nagar,26759.0,19534.07,93.08
Ahilyanagar,2014,Rahuri,23800.0,17374.0,70.69
Ahilyanagar,2014,Parner,24320.0,17753.6,106.37
Ahilyanagar,2014,Srigonda,27210.0,19863.3,87.52
Ahilyanagar,2014,Karjat,17000.0,12410.0,63.83
Ahilyanagar,2014,Jamkhed,13280.0,9694.4,90.8
Ahilyanagar,2015,Akole,26740.0,19520.2,66.3
Ahilyanagar,2015,Sangamner,30424.0,22209.52,67.45
Ahilyanagar,2015,Kopargaon,17499.0,12774.27,58.81000000000001
Ahilyanagar,2015,Rahata,21354.0,15588.42,67.36
Ahilyanagar,2015,Srirampur,18100.0,13213.0,60.29
Ahilyanagar,2015,Nevasa,28135.0,20538.55,58.18
Ahilyanagar,2015,Shevgaon,22388.0,16343.24,77.69
Ahilyanagar,2015,Pathardi,24067.0,17568.91,72.56
Ahilyanagar,2015,Nagar,31493.0,22989.89,71.53
Ahilyanagar,2015,Rahuri,27797.0,20291.81,65.2
Ahilyanagar,2015,Parner,29325.0,21407.25,83.5
Ahilyanagar,2015,Srigonda,30437.0,22219.01,68.29
Ahilyanagar,2015,Karjat,19380.0,14147.4,46.2
Ahilyanagar,2015,Jamkhed,15061.0,10994.53,73.81
Ahilyanagar,2016,Akole,25200.0,18396.0,60.150000000000006
Ahilyanagar,2016,Sangamner,29859.0,21797.07,65.29
Ahilyanagar,2016,Kopargaon,15749.0,11496.77,54.230000000000004
Ahilyanagar,2016,Rahata,19104.0,13945.92,61.59
Ahilyanagar,2016,Srirampur,16541.0,12074.93,50.2
Ahilyanagar,2016,Nevasa,28135.0,20538.55,49.87
Ahilyanagar,2016,Shevgaon,22388.0,16343.24,66.18
Ahilyanagar,2016,Pathardi,24067.0,17568.91,61.1
Ahilyanagar,2016,Nagar,30298.0,22117.54,64.24
Ahilyanagar,2016,Rahuri,26166.0,19101.18,57.489999999999995
Ahilyanagar,2016,Parner,26975.0,19691.75,77.48
Ahilyanagar,2016,Srigonda,30437.0,22219.01,62.33
Ahilyanagar,2016,Karjat,19380.0,14147.4,45.49
Ahilyanagar,2016,Jamkhed,15061.0,10994.53,70.83
Ahilyanagar,2017,Akole,45369.0,33119.37,40.42
Ahilyanagar,2017,Sangamner,111745.0,81573.85,18.44
Ahilyanagar,2017,Kopargaon,45008.0,32855.84,22.0
Ahilyanagar,2017,Rahata,53027.0,38709.71,26.69
Ahilyanagar,2017,Srirampur,52915.0,38627.95,17.95
Ahilyanagar,2017,Nevasa,66922.0,48853.06,24.86
Ahilyanagar,2017,Shevgaon,40772.0,29763.56,37.97
Ahilyanagar,2017,Pathardi,56582.0,41304.86,29.69
Ahilyanagar,2017,Nagar,77019.0,56223.87,24.4
Ahilyanagar,2017,Rahuri,86378.0,63055.94,18.58
Ahilyanagar,2017,Parner,80042.0,58430.66,26.6
Ahilyanagar,2017,Srigonda,88359.0,64502.07,21.95
Ahilyanagar,2017,Karjat,61899.0,45186.27,12.710000000000003
Ahilyanagar,2017,Jamkhed,34368.0,25088.64,35.04
Ahilyanagar,2018,Akole,52205.0,38109.65,30.29
Ahilyanagar,2018,Sangamner,132478.0,96708.94,16.14
Ahilyanagar,2018,Kopargaon,45756.0,33401.88,18.31
Ahilyanagar,2018,Rahata,50912.0,37165.76,22.78
Ahilyanagar,2018,Srirampur,52486.0,38314.78,17.75
Ahilyanagar,2018,Nevasa,79979.0,58384.67,21.55
Ahilyanagar,2018,Shevgaon,48570.0,35456.1,29.2
Ahilyanagar,2018,Pathardi,64418.0,47025.14,26.979999999999997
Ahilyanagar,2018,Nagar,75695.0,55257.35,25.71
Ahilyanagar,2018,Rahuri,85189.0,62187.97,18.55
Ahilyanagar,2018,Parner,87934.0,64191.82,24.62
Ahilyanagar,2018,Srigonda,101030.0,73751.9,18.47
Ahilyanagar,2018,Karjat,73850.0,53910.5,8.66
Ahilyanagar,2018,Jamkhed,41106.0,30007.38,27.62
Ahilyanagar,2019,Akole,25705.0,18764.65,59.24
Ahilyanagar,2019,Sangamner,32759.0,23914.07,61.8
Ahilyanagar,2019,Kopargaon,13257.0,9677.61,58.96
Ahilyanagar,2019,Rahata,18528.0,13525.44,59.39
Ahilyanagar,2019,Srirampur,15554.0,11354.42,55.279999999999994
Ahilyanagar,2019,Nevasa,26623.0,19434.79,51.190000000000005
Ahilyanagar,2019,Shevgaon,21678.0,15824.94,74.37
Ahilyanagar,2019,Pathardi,26049.0,19015.77,79.31
Ahilyanagar,2019,Nagar,30894.0,22552.62,79.17
Ahilyanagar,2019,Rahuri,26214.0,19136.22,64.23
Ahilyanagar,2019,Parner,37839.0,27622.47,62.51
Ahilyanagar,2019,Srigonda,28659.0,20921.07,66.01
Ahilyanagar,2019,Karjat,9100.0,6643.0,112.75
Ahilyanagar,2019,Jamkhed,18500.0,13505.0,41.69
Ahilyanagar,2020,Akole,25705.0,18764.65,54.89999999999999
Ahilyanagar,2020,Sangamner,32759.0,23914.07,56.39999999999999
Ahilyanagar,2020,Kopargaon,13257.0,9677.61,40.7
Ahilyanagar,2020,Rahata,18528.0,13525.44,56.00000000000001
Ahilyanagar,2020,Srirampur,15554.0,11354.42,45.8
Ahilyanagar,2020,Nevasa,26623.0,19434.79,52.400000000000006
Ahilyanagar,2020,Shevgaon,21678.0,15824.94,59.4
Ahilyanagar,2020,Pathardi,26049.0,19015.77,60.199999999999996
Ahilyanagar,2020,Nagar,30894.0,22552.62,56.7
Ahilyanagar,2020,Rahuri,26214.0,19136.22,63.0
Ahilyanagar,2020,Parner,37839.0,27622.47,47.9
Ahilyanagar,2020,Srigonda,28659.0,20921.07,45.7
Ahilyanagar,2020,Karjat,9100.0,6643.0,64.8
Ahilyanagar,2020,Jamkhed,18500.0,13505.0,29.4
Ahilyanagar,2021,Akole,25705.0,18764.65,47.8
Ahilyanagar,2021,Sangamner,32759.0,23914.07,47.8
Ahilyanagar,2021,Kopargaon,13257.0,9677.61,36.1
Ahilyanagar,2021,Rahata,18528.0,13525.44,56.8
Ahilyanagar,2021,Srirampur,15554.0,11354.42,43.5
Ahilyanagar,2021,Nevasa,26623.0,19434.79,48.5
Ahilyanagar,2021,Shevgaon,21678.0,15824.94,47.7
Ahilyanagar,2021,Pathardi,26049.0,19015.77,50.7
Ahilyanagar,2021,Nagar,30894.0,22552.62,47.4
Ahilyanagar,2021,Rahuri,26214.0,19136.22,57.9
Ahilyanagar,2021,Parner,37839.0,27622.47,44.6
Ahilyanagar,2021,Srigonda,28659.0,20921.07,33.7
Ahilyanagar,2021,Karjat,9100.0,6643.0,42.5
Ahilyanagar,2021,Jamkhed,18500.0,13505.0,25.3
Akola,2012,Telhara,5457.0,3983.61,62.0
Akola,2012,Akot,7556.0,5515.88,53.0
Akola,2012,Balapur,5971.0,4358.83,51.0
Akola,2012,Akola,10198.0,7444.54,63.0
Akola,2012,Murtijapur,4737.0,3458.01,64.0
Akola,2012,Patur,4153.0,3031.69,47.0
Akola,2012,Barshitakali,5634.0,4112.82,47.0
Akola,2013,Telhara,5457.0,3983.61,59.040000000000006
Akola,2013,Akot,7556.0,5515.88,50.54
Akola,2013,Balapur,5971.0,4358.83,51.129999999999995
Akola,2013,Akola,10198.0,7444.54,54.6
Akola,2013,Murtijapur,4737.0,3458.01,65.17
Akola,2013,Patur,4153.0,3031.69,50.13999999999999
Akola,2013,Barshitakali,5634.0,4112.82,58.20000000000001
Akola,2014,Telhara,5457.0,3983.61,61.0
Akola,2014,Akot,7556.0,5515.88,51.0
Akola,2014,Balapur,5971.0,4358.83,52.0
Akola,2014,Akola,10198.0,7444.54,56.00000000000001
Akola,2014,Murtijapur,4737.0,3458.01,67.0
Akola,2014,Patur,4153.0,3031.69,52.0
Akola,2014,Barshitakali,5634.0,4112.82,56.99999999999999
Akola,2015,Telhara,5400.0,3942.0,68.0
Akola,2015,Akot,9900.0,7227.0,44.0
Akola,2015,Balapur,9000.0,6570.0,35.0
Akola,2015,Akola,18900.0,13797.0,44.0
Akola,2015,Murtijapur,8100.0,5913.0,20.0
Akola,2015,Patur,7200.0,5256.0,25.0
Akola,2015,Barshitakali,7200.0,5256.0,28.999999999999996
Akola,2016,Telhara,5400.0,3942.0,64.0
Akola,2016,Akot,9900.0,7227.0,42.0
Akola,2016,Balapur,9000.0,6570.0,34.0
Akola,2016,Akola,18900.0,13797.0,44.0
Akola,2016,Murtijapur,8100.0,5913.0,19.0
Akola,2016,Patur,7200.0,5256.0,23.0
Akola,2016,Barshitakali,8100.0,5913.0,25.0
Akola,2017,Telhara,5400.0,3942.0,63.29
Akola,2017,Akot,9900.0,7227.0,38.69
Akola,2017,Balapur,9000.0,6570.0,26.14
Akola,2017,Akola,18900.0,13797.0,38.71
Akola,2017,Murtijapur,8100.0,5913.0,18.71
Akola,2017,Patur,7200.0,5256.0,22.15
Akola,2017,Barshitakali,8100.0,5913.0,29.87
Akola,2018,Telhara,15576.0,11370.48,25.180000000000003
Akola,2018,Akot,18828.0,13744.44,24.81
Akola,2018,Balapur,15161.0,11067.53,15.049999999999999
Akola,2018,Akola,16128.0,11773.44,43.75
Akola,2018,Murtijapur,16793.0,12258.89,8.85
Akola,2018,Patur,11021.0,8045.33,11.89
Akola,2018,Barshitakali,14943.0,10908.39,13.140000000000002
Akola,2019,Telhara,5498.0,4013.54,76.45
Akola,2019,Akot,4631.0,3380.63,86.35
Akola,2019,Balapur,3402.0,2483.46,70.31
Akola,2019,Akola,9620.0,7022.6,71.15
Akola,2019,Murtijapur,2156.0,1573.88,58.26
Akola,2019,Patur,2146.0,1566.58,55.59
Akola,2019,Barshitakali,2746.0,2004.58,62.31
Akola,2020,Telhara,5830.0,4255.9,78.71
Akola,2020,Akot,5596.0,4085.08,86.76
Akola,2020,Balapur,3310.0,2416.3,63.629999999999995
Akola,2020,Akola,11056.0,8070.88,68.3
Akola,2020,Murtijapur,2179.0,1590.67,70.35
Akola,2020,Patur,1893.0,1381.89,61.480000000000004
Akola,2020,Barshitakali,4081.0,2979.13,77.85
Akola,2021,Telhara,5000.0,3650.0,37.02
Akola,2021,Akot,5500.0,4015.0,46.33
Akola,2021,Balapur,4000.0,2920.0,21.23
Akola,2021,Akola,8500.0,6205.0,71.5
Akola,2021,Murtijapur,3500.0,2555.0,15.960000000000003
Akola,2021,Patur,3000.0,2190.0,11.74
Akola,2021,Barshitakali,4395.0,3208.35,29.15
Amravati,2012,Dharani,300.0,219.0,28.999999999999996
Amravati,2012,Chikhraldara,200.0,146.0,15.0
Amravati,2012,Anjangaon Su,2500.0,1825.0,64.0
Amravati,2012,Achalpur,3000.0,2190.0,44.0
Amravati,2012,Chandurbazar,3000.0,2190.0,78.0
Amravati,2012,Morshi,1300.0,949.0,71.0
Amravati,2012,Warud,3100.0,2263.0,70.0
Amravati,2012,Tivas,2000.0,1460.0,68.0
Amravati,2012,Amravati,2500.0,1825.0,60.0
Amravati,2012,Bhatkuli,1900.0,1387.0,50.0
Amravati,2012,Daryapur,2800.0,2044.0,68.0
Amravati,2012,Nandgaon Kh,2000.0,1460.0,50.0
Amravati,2012,Chandur Railway,1200.0,876.0,108.0
Amravati,2012,Dhamangaon Re,2300.0,1679.0,35.0
Amravati,2013,Dharani,300.0,219.0,46.5
Amravati,2013,Chikhraldara,200.0,146.0,25.0
Amravati,2013,Anjangaon Su,4000.0,2920.0,56.49999999999999
Amravati,2013,Achalpur,3000.0,2190.0,70.36
Amravati,2013,Chandurbazar,5000.0,3650.0,81.06
Amravati,2013,Morshi,1800.0,1314.0,76.77
Amravati,2013,Warud,5000.0,3650.0,82.32
Amravati,2013,Tivas,2500.0,1825.0,82.0
Amravati,2013,Amravati,3800.0,2774.0,61.0
Amravati,2013,Bhatkuli,2500.0,1825.0,55.00000000000001
Amravati,2013,Daryapur,4200.0,3066.0,71.0
Amravati,2013,Nandgaon Kh,2500.0,1825.0,57.71999999999999
Amravati,2013,Chandur Railway,1500.0,1095.0,67.53
Amravati,2013,Dhamangaon Re,2000.0,1460.0,54.04
Amravati,2014,Dharani,335.0,244.55,30.45
Amravati,2014,Chikhraldara,335.0,244.55,17.91
Amravati,2014,Anjangaon Su,3779.0,2758.67,61.970000000000006
Amravati,2014,Achalpur,2925.0,2135.25,70.15
Amravati,2014,Chandurbazar,4795.0,3500.35,81.69
Amravati,2014,Morshi,1865.0,1361.45,81.39
Amravati,2014,Warud,4835.0,3529.55,89.89
Amravati,2014,Tivas,2785.0,2033.05,71.17
Amravati,2014,Amravati,3335.0,2434.55,81.44
Amravati,2014,Bhatkuli,2015.0,1470.95,75.03
Amravati,2014,Daryapur,3435.0,2507.55,91.67
Amravati,2014,Nandgaon Kh,2682.0,1957.86,62.75999999999999
Amravati,2014,Chandur Railway,1785.0,1303.05,64.2
Amravati,2014,Dhamangaon Re,2280.0,1664.4,51.800000000000004
Amravati,2015,Dharani,14400.0,10512.0,3.5000000000000004
Amravati,2015,Chikhraldara,16200.0,11826.0,0.72
Amravati,2015,Anjangaon Su,9900.0,7227.0,37.53
Amravati,2015,Achalpur,11700.0,8541.0,26.200000000000003
Amravati,2015,Chandurbazar,11700.0,8541.0,29.24
Amravati,2015,Morshi,9900.0,7227.0,35.1
Amravati,2015,Warud,11700.0,8541.0,42.82
Amravati,2015,Tivas,8100.0,5913.0,36.11
Amravati,2015,Amravati,11700.0,8541.0,40.1
Amravati,2015,Bhatkuli,7200.0,5256.0,28.970000000000002
Amravati,2015,Daryapur,15300.0,11169.0,38.23
Amravati,2015,Nandgaon Kh,9000.0,6570.0,20.05
Amravati,2015,Chandur Railway,7200.0,5256.0,39.15
Amravati,2015,Dhamangaon Re,7200.0,5256.0,20.55
Amravati,2016,Dharani,14400.0,10512.0,2.3
Amravati,2016,Chikhraldara,16200.0,11826.0,0.65
Amravati,2016,Anjangaon Su,9900.0,7227.0,37.2
Amravati,2016,Achalpur,11700.0,8541.0,35.6
Amravati,2016,Chandurbazar,11700.0,8541.0,33.1
Amravati,2016,Morshi,9900.0,7227.0,33.2
Amravati,2016,Warud,11700.0,8541.0,43.4
Amravati,2016,Tivas,8100.0,5913.0,39.0
Amravati,2016,Amravati,11700.0,8541.0,38.6
Amravati,2016,Bhatkuli,7200.0,5256.0,46.0
Amravati,2016,Daryapur,15300.0,11169.0,34.8
Amravati,2016,Nandgaon Kh,9000.0,6570.0,27.500000000000004
Amravati,2016,Chandur Railway,7200.0,5256.0,38.2
Amravati,2016,Dhamangaon Re,7200.0,5256.0,35.4
Amravati,2017,Dharani,20000.0,14600.0,2.0
Amravati,2017,Chikhraldara,21600.0,15768.0,0.52
Amravati,2017,Anjangaon Su,15500.0,11315.0,26.76
Amravati,2017,Achalpur,23000.0,16790.0,21.97
Amravati,2017,Chandurbazar,16890.0,12329.7,26.729999999999997
Amravati,2017,Morshi,21000.0,15330.0,16.0
Amravati,2017,Warud,15700.0,11461.0,35.97
Amravati,2017,Tivas,12500.0,9125.0,29.92
Amravati,2017,Amravati,26500.0,19345.0,18.84
Amravati,2017,Bhatkuli,12600.0,9198.0,21.4
Amravati,2017,Daryapur,23000.0,16790.0,21.28
Amravati,2017,Nandgaon Kh,12000.0,8760.0,23.09
Amravati,2017,Chandur Railway,26000.0,18980.0,10.22
Amravati,2017,Dhamangaon Re,12000.0,8760.0,25.420000000000005
Amravati,2018,Dharani,25000.0,18250.0,1.42
Amravati,2018,Chikhraldara,23600.0,17228.0,0.3
Amravati,2018,Anjangaon Su,18500.0,13505.0,21.76
Amravati,2018,Achalpur,27500.0,20075.0,17.5
Amravati,2018,Chandurbazar,21500.0,15695.0,21.5
Amravati,2018,Morshi,23000.0,16790.0,13.320000000000002
Amravati,2018,Warud,17000.0,12410.0,31.97
Amravati,2018,Tivas,15000.0,10950.0,22.89
Amravati,2018,Amravati,28500.0,20805.0,15.839999999999998
Amravati,2018,Bhatkuli,14500.0,10585.0,18.45
Amravati,2018,Daryapur,24000.0,17520.0,19.38
Amravati,2018,Nandgaon Kh,14328.0,10459.44,19.36
Amravati,2018,Chandur Railway,27000.0,19710.0,8.87
Amravati,2018,Dhamangaon Re,14500.0,10585.0,20.42
Amravati,2019,Dharani,6366.0,4647.18,45.5
Amravati,2019,Chikhraldara,3530.0,2576.9,42.5
Amravati,2019,Anjangaon Su,3390.0,2474.7,78.25
Amravati,2019,Achalpur,5717.0,4173.41,82.3
Amravati,2019,Chandurbazar,6221.0,4541.33,79.7
Amravati,2019,Morshi,4923.0,3593.79,87.2
Amravati,2019,Warud,6941.0,5066.93,82.3
Amravati,2019,Tivas,3460.0,2525.8,79.2
Amravati,2019,Amravati,5927.0,4326.71,87.9
Amravati,2019,Bhatkuli,2674.0,1952.02,86.6
Amravati,2019,Daryapur,4773.0,3484.29,74.3
Amravati,2019,Nandgaon Kh,5044.0,3682.12,62.8
Amravati,2019,Chandur Railway,2481.0,1811.13,81.3
Amravati,2019,Dhamangaon Re,4501.0,3285.73,79.7
Amravati,2020,Dharani,6366.0,4647.18,3.05
Amravati,2020,Chikhraldara,3530.0,2576.9,4.99
Amravati,2020,Anjangaon Su,3390.0,2474.7,153.78
Amravati,2020,Achalpur,5717.0,4173.41,71.84
Amravati,2020,Chandurbazar,6221.0,4541.33,48.55
Amravati,2020,Morshi,4923.0,3593.79,76.52
Amravati,2020,Warud,6941.0,5066.93,76.06
Amravati,2020,Tivas,3460.0,2525.8,71.76
Amravati,2020,Amravati,5927.0,4326.71,96.32
Amravati,2020,Bhatkuli,2674.0,1952.02,55.05
Amravati,2020,Daryapur,4773.0,3484.29,100.51999999999998
Amravati,2020,Nandgaon Kh,5044.0,3682.12,39.95
Amravati,2020,Chandur Railway,2481.0,1811.13,193.23
Amravati,2020,Dhamangaon Re,4501.0,3285.73,50.61
Amravati,2021,Dharani,3926.0,2865.98,5.04
Amravati,2021,Chikhraldara,2304.0,1681.92,3.9
Amravati,2021,Anjangaon Su,3917.0,2859.41,128.9
Amravati,2021,Achalpur,3989.0,2911.97,54.02
Amravati,2021,Chandurbazar,5999.0,4379.27,59.0
Amravati,2021,Morshi,3505.0,2558.65,124.9
Amravati,2021,Warud,6043.0,4411.39,65.05
Amravati,2021,Tivas,4114.0,3003.22,118.02
Amravati,2021,Amravati,4065.0,2967.45,95.0
Amravati,2021,Bhatkuli,3651.0,2665.23,104.5
Amravati,2021,Daryapur,3790.0,2766.7,98.9
Amravati,2021,Nandgaon Kh,4940.0,3606.2,70.0
Amravati,2021,Chandur Railway,2567.0,1873.91,110.1
Amravati,2021,Dhamangaon Re,4230.0,3087.9,78.9
Beed,2013,Ashti,18187.0,13276.51,72.97
Beed,2013,Patoda,8445.0,6164.85,72.49
Beed,2013,Shirur Kasar,3890.0,2839.7,95.16
Beed,2013,Gevrai,3670.0,2679.1,76.29
Beed,2013,Majalgaon,3360.0,2452.8,56.38999999999999
Beed,2013,Wadwani,2000.0,1460.0,39.0
Beed,2013,Beed,16419.0,11985.87,50.84000000000001
Beed,2013,Cage,8690.0,6343.7,98.42
Beed,2013,Dharur,1700.0,1241.0,20.17
Beed,2013,Parli,3670.0,2679.1,73.46
Beed,2013,Ambajogai,7060.0,5153.8,106.0
Beed,2014,Ashti,19791.0,14447.43,72.49
Beed,2014,Patoda,8840.0,6453.2,66.98
Beed,2014,Shirur Kasar,4598.0,3356.54,93.39
Beed,2014,Gevrai,3115.0,2273.95,87.77
Beed,2014,Majalgaon,2810.0,2051.3,72.6
Beed,2014,Wadwani,830.0,605.9,99.64
Beed,2014,Beed,18326.0,13377.98,51.080000000000005
Beed,2014,Cage,12394.0,9047.62,75.21
Beed,2014,Dharur,770.0,562.1,72.99
Beed,2014,Parli,2815.0,2054.95,132.61
Beed,2014,Ambajogai,10505.0,7668.65,82.3
Beed,2015,Ashti,18900.0,13797.0,62.480000000000004
Beed,2015,Patoda,10800.0,7884.0,52.17
Beed,2015,Shirur Kasar,7200.0,5256.0,59.01
Beed,2015,Gevrai,9900.0,7227.0,29.080000000000002
Beed,2015,Majalgaon,9000.0,6570.0,31.97
Beed,2015,Wadwani,5400.0,3942.0,16.89
Beed,2015,Beed,17100.0,12483.0,53.67999999999999
Beed,2015,Cage,15300.0,11169.0,62.13000000000001
Beed,2015,Dharur,4500.0,3285.0,12.04
Beed,2015,Parli,9900.0,7227.0,34.06
Beed,2015,Ambajogai,18000.0,13140.0,46.69
Beed,2016,Ashti,18900.0,13797.0,79.39
Beed,2016,Patoda,10800.0,7884.0,49.55
Beed,2016,Shirur Kasar,7200.0,5256.0,56.00000000000001
Beed,2016,Gevrai,9900.0,7227.0,35.69
Beed,2016,Majalgaon,9000.0,6570.0,35.35
Beed,2016,Wadwani,5400.0,3942.0,14.7
Beed,2016,Beed,17100.0,12483.0,42.1
Beed,2016,Cage,15300.0,11169.0,56.230000000000004
Beed,2016,Dharur,4500.0,3285.0,16.57
Beed,2016,Parli,9900.0,7227.0,38.16
Beed,2016,Ambajogai,18000.0,13140.0,45.62
Beed,2017,Ashti,54321.0,39654.33,31.11
Beed,2017,Patoda,21721.0,15856.33,21.06
Beed,2017,Shirur Kasar,22579.0,16482.67,17.53
Beed,2017,Gevrai,9564.0,6981.72,39.67
Beed,2017,Majalgaon,21687.0,15831.51,20.66
Beed,2017,Wadwani,8931.0,6519.63,11.23
Beed,2017,Beed,35962.0,26252.26,19.95
Beed,2017,Cage,34855.0,25444.15,26.32
Beed,2017,Dharur,16416.0,11983.68,4.32
Beed,2017,Parli,23482.0,17141.86,16.03
Beed,2017,Ambajogai,28519.0,20818.87,16.68
Beed,2018,Ashti,60989.0,44521.97,28.000000000000004
Beed,2018,Patoda,25014.0,18260.22,16.0
Beed,2018,Shirur Kasar,24925.0,18195.25,19.0
Beed,2018,Gevrai,12935.0,9442.55,35.0
Beed,2018,Majalgaon,23470.0,17133.1,20.0
Beed,2018,Wadwani,10004.0,7302.92,12.0
Beed,2018,Beed,41139.0,30031.47,22.0
Beed,2018,Cage,39508.0,28840.84,24.0
Beed,2018,Dharur,17790.0,12986.7,9.0
Beed,2018,Parli,26822.0,19580.06,19.0
Beed,2018,Ambajogai,33595.0,24524.35,28.999999999999996
Beed,2019,Ashti,29010.0,21177.3,73.0
Beed,2019,Patoda,6532.0,4768.36,76.0
Beed,2019,Shirur Kasar,7573.0,5528.29,52.0
Beed,2019,Gevrai,6132.0,4476.36,35.0
Beed,2019,Majalgaon,6187.0,4516.51,61.0
Beed,2019,Wadwani,1735.0,1266.55,85.0
Beed,2019,Beed,13802.0,10075.46,63.0
Beed,2019,Cage,15377.0,11225.21,59.0
Beed,2019,Dharur,2215.0,1616.95,61.0
Beed,2019,Parli,7140.0,5212.2,69.0
Beed,2019,Ambajogai,14191.0,10359.43,68.0
Beed,2020,Ashti,29010.0,21177.3,37.0
Beed,2020,Patoda,6532.0,4768.36,65.0
Beed,2020,Shirur Kasar,7573.0,5528.29,51.0
Beed,2020,Gevrai,6132.0,4476.36,80.0
Beed,2020,Majalgaon,6187.0,4516.51,54.0
Beed,2020,Wadwani,1735.0,1266.55,59.0
Beed,2020,Beed,13802.0,10075.46,59.0
Beed,2020,Cage,15377.0,11225.21,53.0
Beed,2020,Dharur,2215.0,1616.95,31.0
Beed,2020,Parli,7140.0,5212.2,66.0
Beed,2020,Ambajogai,14191.0,10359.43,70.0
Beed,2021,Ashti,29010.0,21177.3,38.8
Beed,2021,Patoda,6532.0,4768.36,60.15999999999999
Beed,2021,Shirur Kasar,7573.0,5528.29,53.0
Beed,2021,Gevrai,6132.0,4476.36,80.0
Beed,2021,Majalgaon,6187.0,4516.51,44.52
Beed,2021,Wadwani,1735.0,1266.55,35.21
Beed,2021,Beed,13802.0,10075.46,53.0
Beed,2021,Cage,15377.0,11225.21,50.0
Beed,2021,Dharur,2215.0,1616.95,46.0
Beed,2021,Parli,7140.0,5212.2,49.0
Beed,2021,Ambajogai,14191.0,10359.43,52.300000000000004
Bhandara,2012,Tumsar,4047.0,2954.31,80.8
Bhandara,2012,Mohadi,5826.0,4252.98,104.5
Bhandara,2012,Bhandara,6648.0,4853.04,120.30000000000001
Bhandara,2012,Sakoli,5152.0,3760.96,98.4
Bhandara,2012,Lakhani,3406.0,2486.38,122.9
Bhandara,2012,Pavani,6962.0,5082.26,117.30000000000001
Bhandara,2012,Lakhandur,4149.0,3028.77,113.7
Bhandara,2013,Tumsar,6521.0,4760.33,58.599999999999994
Bhandara,2013,Mohadi,8379.0,6116.67,88.5
Bhandara,2013,Bhandara,12300.0,8979.0,76.3
Bhandara,2013,Sakoli,9350.0,6825.5,86.3
Bhandara,2013,Lakhani,4900.0,3577.0,61.9
Bhandara,2013,Pavani,13300.0,9709.0,90.6
Bhandara,2013,Lakhandur,7850.0,5730.5,89.2
Bhandara,2014,Tumsar,7530.0,5496.9,51.300000000000004
Bhandara,2014,Mohadi,8115.0,5923.95,97.9
Bhandara,2014,Bhandara,14527.0,10604.71,79.3
Bhandara,2014,Sakoli,8279.0,6043.67,95.2
Bhandara,2014,Lakhani,6825.0,4982.25,84.0
Bhandara,2014,Pavani,13040.0,9519.2,93.3
Bhandara,2014,Lakhandur,8134.0,5937.82,85.5
Bhandara,2015,Tumsar,5600.0,4088.0,75.9
Bhandara,2015,Mohadi,7125.0,5201.25,132.4
Bhandara,2015,Bhandara,12470.0,9103.1,88.2
Bhandara,2015,Sakoli,8325.0,6077.25,84.1
Bhandara,2015,Lakhani,6625.0,4836.25,76.8
