District,Year,Opening Balance,Self-Generated,Purposive Grants,Establishment Grants,Grants for Plan Schemes,Other Statutory Grants,Statutory Grants,For Agency Schemes,Government Subsidies,Other Income,Revenue Income,Capital Income,All Receipts,Revenue,General Administration,Education,Public Works,Irrigation,Agriculture,Animal Husbandary,Forests,Public Health,Social Welfare,Other Expenses,Revenue Expenditure,Capital Expenditure,Expenditure,Economic Services,Social Services,Non-Developmental
Thane,2019,58615.81,6056.46,80096.57,80096.57,80096.57,788.53,241078.24,4864.38,245942.62,2065.54,254064.62,4330.85,258395.47,317011.28,3919.02,42091.21,14394.27,1756.15,1270.43,1179.68,,5507.79,1125.93,32266.04,103510.52,4815.29,108325.81,18600.53,48724.93,36185.06
Thane,2020,48491.33,1458.81,75366.66,75366.66,75366.66,2415.29,228515.27,5705.15,234220.42,362.21,236041.44,1928.08,237969.52,286460.85,9778.75,42034.97,10249.45,1803.38,589.69,1203.85,8.46,5462.03,2087.36,24056.15,97274.09,1814.36,99088.45,13854.83,49584.36,33834.9
Thane,2021,38277.65,3641.49,74136.3,74136.3,74136.3,3855.29,226264.19,5166.21,231430.4,1088.96,236160.85,6735.1,242895.95,281173.6,11405.05,39257.68,9379.75,1453.26,1009.37,1153.54,1.99,6381.97,2319.3,20081.52,92443.43000000001,4159.33,96602.76000000001,12997.91,47958.95,31486.57
Wardha,2012,10346.0,526.0,19056.0,7583.0,11382.0,,38021.0,2388.0,40409.0,,40935.0,800.0,41735.0,52081.0,1822.0,888.0,1944.0,513.0,268.0,188.0,23.0,219.0,938.0,4017.0,10820.0,121.0,10941.0,2936.0,2045.0,5839.0
Wardha,2013,41140.0,1454.0,22241.0,9597.0,12596.0,,44434.0,2620.0,47054.0,,48508.0,197.0,48705.0,89845.0,394.0,624.0,1789.0,488.0,397.0,215.0,,631.0,431.0,7615.0,12584.0,216.0,12800.0,2889.0,1686.0,8009.0
Wardha,2014,20236.31,1356.51,,,,,0.0,2418.31,2418.31,,3774.82,2281.01,6055.83,26292.14,5984.45,20849.76,4609.1,587.78,1074.52,820.11,,2700.38,1298.67,9249.65,47174.41999999999,,47174.41999999999,7091.509999999999,24848.81,15234.1
Wardha,2015,22101.64,1357.18,,,,,0.0,4358.65,4358.65,,5715.83,,5715.83,27817.47,565.4,1368.36,4387.7,983.65,302.42,336.98,,732.2,764.02,4316.94,13757.67,,13757.67,6010.75,2864.58,4882.339999999999
Wardha,2016,17469.98,6751.0,,28603.18,8421.32,,37024.5,829.02,37853.52,31472.28,76076.79999999999,3245.27,79322.06999999999,96792.04999999999,6296.04,21199.36,4912.06,3524.81,656.29,681.15,,3988.43,3454.13,33120.63,77832.9,,77832.9,9774.31,28641.92,39416.67
Wardha,2017,18959.15,2906.77,,28981.5,13436.6,,42418.1,4017.78,46435.88,,49342.64999999999,4400.0,53742.64999999999,72701.79999999999,251.33,1015.55,2486.55,2182.08,48.6,235.42,,2070.69,1209.73,30853.55,40353.5,,40353.5,4952.650000000001,4295.969999999999,31104.88
Wardha,2018,22203.17,1875.9,,39964.44,13323.44,,53287.88,1038.25,54326.13,,56202.03000000001,5208.92,61410.95,83614.12,2915.71,608.28,3080.68,1096.63,260.54,783.74,,3038.61,751.29,47071.55,59607.03,3286.15,62893.18,5221.589999999999,4398.18,49987.26
Wardha,2019,29124.18,195.37,,28029.18,36782.69,,64811.87,1851.73,66663.6,1530.45,68389.42,3310.13,71699.55,100823.73,1768.2,728.31,1226.19,310.48,233.29,1099.88,,3195.04,1016.79,61917.05,71495.23000000001,889.21,72384.44000000002,2869.84,4940.139999999999,63685.25
Wardha,2020,29309.08,1571.48,,80178.64,53.01,,80231.65,140.03,80371.68,1294.25,83237.40999999999,7650.08,90887.48999999999,120196.57,10259.07,36298.98,4293.07,1864.41,2151.29,1546.71,7.12,5740.55,2386.02,1167.03,65714.25000000001,21206.48,86920.73000000001,9862.6,44425.55,11426.1
Wardha,2021,33275.82,16207.51,,47801.34,106.29,,47907.63,220.34,48127.96999999999,2030.24,66365.72,6185.29,72551.01,105826.83,1110.52,5502.3,4362.46,1595.36,1597.1,1466.23,,2865.72,1873.25,1493.36,21866.3,60383.21,82249.51,9021.15,10241.27,2603.88
Washim,2008,4749.81,86.04,9609.28,7392.73,,,17002.01,,17002.01,16137.78,33225.83,783.04,34008.87,38758.68,203.87,1.79,850.69,789.07,367.6,189.42,,2243.72,242.17,25080.97,29969.3,369.7,30339.0,2196.78,2487.68,25284.84
Washim,2009,5812.27,156.23,7236.03,16221.15,,,23457.18,,23457.18,19503.36,43116.77,1859.12,44975.89000000001,50788.16,1615.0,12725.79,1138.16,1117.69,503.82,396.63,,3464.62,1566.73,21422.52,43950.96,468.71,44419.67,3156.300000000001,17757.14,23037.52
Washim,2010,6368.5,291.41,7109.46,17946.39,,,25055.85,,25055.85,358.19,25705.45,25705.45,51410.89999999999,57779.39999999999,1331.5,12490.69,773.48,1711.78,65.38,,282.96,1580.75,886.64,4278.24,23401.42,229.43,23630.85,2833.6,14958.08,5609.74
Washim,2011,8199.83,436.09,8843.78,19062.37,,,27906.15,,27906.15,291.16,28633.4,22267.91,50901.31,59101.14,1869.39,14170.33,1655.95,988.93,598.64,304.67,,1884.28,1183.93,4266.02,26922.14,22785.01,49707.14999999999,3548.19,17238.54,6135.410000000001
Washim,2012,9394.79,314.37,10890.91,22619.73,,,33510.64,,33510.64,582.0,34407.01,26492.44,60899.45,70294.23999999999,2916.26,17949.16,1805.7,632.46,558.36,429.16,,2351.83,1326.95,4414.84,32384.72,26711.73,59096.45,3425.68,21627.94,7331.1
Washim,2013,11204.89,1109.44,6469.94,25597.46,,,32067.4,1135.08,33202.48,1400.72,35712.64,1548.07,37260.71,48465.6,4013.1,18794.2,1318.55,330.56,978.05,614.67,,1931.72,1772.16,3955.51,33708.52,4124.15,37832.67,3241.83,22498.08,7968.610000000001
Washim,2014,10632.56,1555.04,,25985.91,,,25985.91,2068.65,28054.56,8209.48,37819.08,7811.34,45630.42,56262.98,4327.33,20237.2,255.53,1218.97,117.59,971.7,,2425.55,1774.18,17061.49,48389.54,6946.93,55336.47,2563.79,24436.93,21388.82
Washim,2015,10632.56,1555.04,,25985.91,,,25985.91,2068.65,28054.56,8209.48,37819.08,7811.34,45630.42,56262.98,4327.33,20237.2,255.53,1218.97,117.59,971.7,,2425.55,1774.18,17061.49,48389.54,6946.93,55336.47,2563.79,24436.93,21388.82
Washim,2016,12526.46,2186.92,,50282.4,,,50282.4,2055.09,52337.49000000001,11080.94,65605.35,8222.57,73827.92000000001,86354.38,4163.39,20406.32,166.08,1906.18,63.71,506.17,,1133.46,2246.84,10372.94,40965.09,14010.29,54975.38,2642.14,23786.62,14536.33
Washim,2017,14933.86,106.5,,26875.97,,,26875.97,2889.8,29765.77,14858.39,44730.66,10371.3,55101.96000000001,70035.82,2521.65,10521.45,3015.79,699.85,1456.02,227.42,,755.66,1904.53,6129.43,27231.8,6945.86,34177.66,5399.08,13181.64,8651.08
Washim,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washim,2019,9897.7,1010.72,,58197.96,,,58197.96,3651.12,61849.08,29884.0,92743.8,10158.32,102902.12,112799.82,3856.18,30159.95,26.03,2872.02,15.16,162.72,,207.71,1960.31,13326.18,52586.25999999999,8666.75,61253.00999999999,3075.93,32327.97,17182.36
Washim,2020,51546.81,2415.43,,63732.82,,5920.48,69653.3,2195.11,71848.41,,74263.84,2689.77,76953.61,128500.42,4786.21,27579.37,1939.37,1444.7,2176.26,503.63,,2279.15,1625.11,52916.27,95250.06999999999,13118.18,108368.25,6063.96,31483.63,57702.48
Washim,2021,20132.17,3869.26,,36580.39,24495.3,,61075.69,2323.49,63399.18,,67268.44,2805.73,70074.17,90206.34,9355.69,30891.27,7341.67,2523.99,78.13,662.55,,808.25,2634.45,26930.27,81226.26999999999,243.26,81469.52999999998,10606.34,34333.97,36285.96
Yavatmal,2012,14433.0,23.0,,,,,0.0,6788.0,6788.0,32269.0,39080.0,2044.0,41124.0,55557.0,1134.0,1522.0,3357.0,232.0,527.0,524.0,,1973.0,102.0,104222.0,113593.0,589.0,114182.0,4640.0,3597.0,105356.0
Yavatmal,2013,12815.0,,,,,244.0,244.0,8085.0,8329.0,2142.0,10471.0,164.0,10635.0,23450.0,6525.0,32816.0,550.0,157.0,574.0,859.0,,3966.0,2297.0,14179.0,61923.0,144.0,62067.0,2140.0,39079.0,20704.0
Yavatmal,2014,2827.86,1830.1,,,,37.4,37.4,,37.4,338.93,2206.43,1081.95,3288.38,6116.24,71.76,1409.46,1623.4,196.5,271.37,45.0,143.68,111.0,202.59,1210.01,5284.77,108.1,5392.87,2279.95,1723.05,1281.77
Yavatmal,2015,34811.11,30015.15,,9502.34,,1245.48,10747.82,15650.03,26397.85,29303.57,85716.57,1329.17,87045.74,121856.85,18080.88,53645.57,9822.59,5686.55,2172.63,1607.07,,8501.11,22236.34,3135.9,124888.64,1262.8,126151.44,19288.84,84383.02,21216.78
Yavatmal,2016,50383.09,3057.0,13689.75,45089.76,35612.86,821.87,95214.23999999999,12154.12,107368.36,1156.96,111582.32,1784.62,113366.94,163750.03,56780.5,64017.7,8989.06,8203.44,1365.81,1712.93,,5905.43,4358.38,4644.26,155977.51,1479.62,157457.13,20271.24,74281.51000000001,61424.76
Yavatmal,2017,53331.73,1577.69,5378.92,69203.07,20708.28,,95290.27,1992.88,97283.15000000001,1333.37,100194.21,3698.74,103892.95,157224.68,32785.23,64953.87,7241.72,6757.01,983.81,1284.24,,4779.11,2149.55,175.72,121110.26,2621.35,123731.61,16266.78,71882.53,32960.95
Yavatmal,2018,34283.93,707.5,6679.45,111306.62,14414.26,,132400.33,6994.69,139395.02,,140102.52,739.0,140841.52,175125.45,14439.26,64463.23,7403.36,1266.78,1627.2,2729.31,121.54,8732.01,2271.54,20586.72,123640.95,2801.08,126442.03,13148.19,75466.78,35025.98
Yavatmal,2019,48683.42,4180.41,5879.63,116735.53,22594.67,,145209.83,9339.25,154549.08,,158729.49,630.43,159359.92,208043.34,26109.28,63463.94,11528.89,1573.64,2123.57,3563.98,185.45,1676.6,2044.92,23641.89,135912.16,2423.44,138335.6,18975.53,67185.46,49751.17
Yavatmal,2020,69707.74,1827.46,5285.71,122152.71,29248.74,,156687.16,8172.83,164859.99,,166687.45,5457.1,172144.55,241852.29,40201.82,88110.6,1082.48,461.98,619.32,3115.83,81.61,8060.09,243.08,32918.14,174894.95,9432.49,184327.4399999999,5361.22,96413.77,73119.95999999999
Yavatmal,2021,69707.73,2017.49,5820.98,141117.87,32176.87,,179115.72,8990.88,188106.6,3645.66,193769.75,5524.2,199293.95,269001.68,44251.82,96932.08,1192.45,511.99,689.23,3465.88,120.66,8948.01,273.75,37138.41,193524.28,10410.94,203935.22,5980.21,106153.84,81390.23000000001
