District,Year,"Receipts and Loans
","From Commercial Activities
",Government Subsidy,"Other Sources
",Rents and Taxes,"Revenue
",Administration (Establishment),Administration (Others),Construction,Drainage and Sewage,Education,Expenditure on Weak Components,Others,Public Health,Public Lighting,Public Security,Special Expenses and Loans,Tax Recovery,Transportation,Water Supply,Expenditure,Social Services,Economic Services,Developmental,Non-Developmental
Nanded,2014,,,1762379000.0,2783422000.0,357467000.0,4903268000.0,549344000.0,339746000.0,104997000.0,17291000.0,1861000.0,216838000.0,1464599000.0,164656000.0,43117000.0,13967000.0,188292000.0,,,78118000.0,3182826000.0,461473000.0000001,165405000.0,626878000.0000001,2555948000.0
Nanded,2015,,57625000.0,1164392000.0,282959000.0,794435000.0,2299411000.0,11717000.0,393558000.0,174056000.0,24492000.0,47807000.0,174100000.0,2399609000.0,19507000.0,31780000.0,9089000.0,,18920000.0,,132143000.0,3436778000.0,373557000.0000001,230328000.0,603885000.0,2832893000.0
Nanded,2016,,,2370319000.0,452183000.0,640437000.0,3462939000.0,5406000.0,765000.0,261338000.0,25634000.0,47346000.0,24292000.0,627222000.0,96811000.0,11083000.0,59513000.0,1895154000.0,384385000.0,,135035000.0,3573984000.0,303484000.0,298055000.0,601539000.0,2972445000.0
Nanded,2017,684493000.0,,1799628000.0,226045000.0,839954999.9999999,3550121000.0,9258000.0,,366695000.0,195857000.0,44954000.0,153237000.0,1926308000.0,103916000.0,65047000.0,264000.0,231578000.0,188898000.0,,264000.0,3286277000.0,302370999.9999999,627599000.0,929969999.9999999,2356306000.0
Nanded,2018,5323000.0,14389000.0,2246278000.0,703864000.0,616080000.0,3585934000.0,12652000.0,2989000.0,1056137000.0,528708000.0,67588000.0,270723000.0,140330000.0,106852000.0,33100000.0,146453000.0,284305000.0,457720000.0,,290660000.0,3398217000.0,735823000.0,1617945000.0,2353768000.0,1044449000.0
Nanded,2019,145853000.0,39849000.0,2298910000.0,141272000.0,940802000.0,3566686000.0,12652000.0,2989000.0,1056137000.0,528708000.0,67588000.0,270723000.0,140330000.0,106852000.0,33100000.0,146453000.0,284305000.0,457720000.0,,290660000.0,3398217000.0,735823000.0,1617945000.0,2353768000.0,1044449000.0
Nanded,2020,,,1760899000.0,93512000.0,702665000.0,2557076000.0,,,,,,,,,,,,,,,,,,,
Nanded,2021,15906000.0,36162000.0,3469246000.0,161881000.0,586465000.0,4269660000.0,,,,,,,,,,,,,,,,,,,
Nandurbar,2020,,,,,,,14438000.0,401999.9999999999,43124000.0,2433000.0,2344000.0,4740000.0,37432000.0,9804000.0,5173000.0,679000.0,1708000.0,2158000.0,498000.0000000001,9812000.0,134745000.0,26700000.0,51228000.0,77928000.0,56817000.00000001
Nandurbar,2021,,,,,,,14456000.0,276000.0,40166000.0,2939000.0,2702000.0,5905000.0,31289000.0,11018000.0,4923000.0,1404000.0,1490000.0,2211000.0,457000.0,10122000.0,129360000.0,29747000.0,48485000.0,78232000.0,51126000.0
Nashik,2012,3892000.0,262000.0,10874000.0,19916000.0,88171000.0,123115000.0,17105000.0,1015000.0,51989000.0,3511000.0,2194000.0,4598000.0,69159000.0,5424000.0,5724000.0,848000.0,583000.0,2141000.0,821000.0000000001,7648000.0,172760000.0,19864000.0,62045000.00000001,81909000.0,90851000.00000001
Nashik,2013,3708000.0,409999.9999999999,10176000.0,19468000.0,80166000.0,113928000.0,1566200000.0,75300000.0,4454400000.0,510200000.0,317800000.0,414600000.0,6754600000.0,1480300000.0,490600000.0,90500000.0,56400000.0,236800000.0,104700000.0,1153100000.0,17705500000.0,3365800000.0,5559900000.0,8925700000.0,8779800000.0
Nashik,2014,3279000.0,447000.0,22286000.0,19135000.0,83604000.0,128751000.0,1652355000.0,65100000.0,4339449000.0,456181000.0000001,264171000.0,980007000.0,4606321000.0,1625111000.0,531227000.0000001,110889000.0,87569000.0,287270000.0,86209000.0,1671441000.0,16763300000.0,4540730000.0,5413065999.999999,9953796000.0,6809503999.999999
Nashik,2015,501400000.0,60200000.0,1155600000.0,1691200000.0,9475200000.0,12883600000.0,1775700000.0,200000.0,4793000000.0,455100000.0,369600000.0,680900000.0,4583900000.0,1620700000.0,581200000.0,114000000.0,66400000.0,361000000.0,103200000.0,1674200000.0,17179100000.0,4345400000.0,5932500000.0,10277900000.0,6901200000.0
Nashik,2016,416091000.0,61730999.99999999,1901379000.0,2325031000.0,8886100000.0,13590332000.0,2254855000.0,252155000.0,3651670000.0,546551000.0,815703000.0,174717000.0,8321694000.0,1915886000.0,133000000.0,589671000.0,2127506000.0,4500000.0,,1882384000.0,22670292000.0,4788690000.0,4331221000.0,9119911000.0,13550381000.0
Nashik,2017,489700000.0,85500000.0,2551100000.0,3015500000.0,10241800000.0,16383600000.0,3628005000.0,173500000.0,3200223000.0,2177219000.0,927749000.0,244084000.0,1568991000.0,612709000.0,104100000.0,1900000.0,1694659000.0,1200000.0,,1746777000.0,16081115000.0,3531319000.0,5481542000.0,9012861000.0,7068255000.0
Nashik,2018,489463000.0,1596099000.0,11633419000.0,232200000.0,3098518000.0,17049699000.0,6234476000.0,134100000.0,3056467000.0,1184068000.0,998054999.9999999,528613000.0,947051000.0,2242166000.0,595788000.0,284226000.0,1271663000.0,213594000.0,292049000.0,1884895000.0,19867211000.0,5653728999.999999,5128371999.999999,10782101000.0,9085110000.0
Nashik,2019,866910000.0,43500000.0,11886048000.0,1069905000.0,5228028000.0,19094391000.0,4081794000.0,1200300000.0,4373300000.0,1388944000.0,956814000.0,512708000.0,9419839000.0,766853000.0,750883000.0,839000.0,139623000.0,217321000.0,599598000.0,919944000.0,25328760000.0,3156319000.0,7112725000.0,10269044000.0,15059716000.0
Nashik,2020,744972000.0,2217725000.0,2044565000.0,1346794000.0,11938723000.0,18292779000.0,,,,,,,,,,,,,,,,,,,
Nashik,2021,275426000.0,16302637000.0,308083000.0,3119975000.0,2374961000.0,22381082000.0,,,,,,,,,,,,,,,,,,,
Dharashiv,2020,,,,,,,702300000.0,179600000.0,4197200000.0,1732500000.0,7400000.0,27100000.0,2776200000.0,988300000.0,230200000.0,10000000.0,901100000.0,83300000.0,18900000.0,2003900000.0,13858000000.0,3026700000.0,6178800000.0,9205500000.0,4652500000.0
Dharashiv,2021,,,,,,,354870000.0,,,,55154999.99999999,,6541168000.0,1388092000.0,,,,,,,8339285000.000001,1443247000.0,0.0,1443247000.0,6896038000.0
Palghar,2014,1636399000.0,,1367966000.0,5521893000.0,3090068000.0,11616326000.0,808065000.0,,1352131000.0,854254000.0000001,72000.0,120423000.0,3071594000.0,213052000.0,,,,,,1119786000.0,7539377000.0,1453333000.0,2206385000.0,3659718000.0,3879659000.0
Palghar,2015,2969262000.0,2685857000.0,3104986000.0,,,8760105000.0,924595000.0000001,,1016106000.0,737456000.0,5247000.0,129905000.0,1744686000.0,223209000.0,,,1300722000.0,,,1258870000.0,7340796000.000001,1617231000.0,1753562000.0,3370793000.0,3970003000.0
Palghar,2016,760436000.0,135960000.0,3656169000.0,800559000.0,2242592000.0,7595716000.0,1092805000.0,,1503451000.0,626623000.0,2540000.0,217292000.0,2991293000.0,382970000.0,,,417093999.9999999,,,914436000.0,8148503999.999999,1517238000.0,2130074000.0,3647312000.0,4501192000.0
Palghar,2017,867479999.9999999,322010000.0,3770186000.0,923469000.0,2109107000.0,7992252000.0,1035902000.0,,1587994000.0,1023411000.0,5209000.0,174739000.0,3297681000.0,362668000.0,,,364260000.0,,,1044118000.0,8895982000.0,1586734000.0,2611405000.0,4198139000.0,4697843000.0
Palghar,2018,900418000.0,334316000.0,4309073000.0,946370000.0000001,3234756000.0,9724933000.0,1108122000.0,,1672408000.0,922127000.0,8248000.0,121313000.0,2001442000.0,572140000.0,,,1339599000.0,,,1227340000.0,8972739000.0,1929041000.0,2594535000.0,4523576000.0,4449163000.0
Palghar,2019,1487135000.0,296785000.0,3911327000.0,860765000.0,3598485000.0,10154497000.0,1320168000.0,,1731211000.0,897161000.0,4806000.0,117147000.0,4839333000.0,729032000.0,,,373184000.0,,,1000967000.0,11013009000.0,1851952000.0,2628372000.0,4480324000.000001,6532685000.000001
Palghar,2020,1646613000.0,437043000.0,4075739000.0,779183000.0,3385239000.0,10323817000.0,164502000.0,46068000.0,145170000.0,153627000.0,35211000.0,16202000.0,34873000.0,6192000.0,,12692000.0,5124000.0,,,200173000.0,819834000.0,257778000.0,298797000.0,556575000.0,263259000.0
Palghar,2021,2553199000.0,273447000.0,4617646000.0,1015599000.0,4888277000.0,13348168000.0,164502000.0,46068000.0,145170000.0,153627000.0,35211000.0,16202000.0,34873000.0,6192000.0,,12692000.0,5124000.0,,,200173000.0,819834000.0,257778000.0,298797000.0,556575000.0,263259000.0
Parbhani,2013,856000.0,,786251000.0,28803000.0,329893000.0,1145803000.0,342274000.0,1127000.0,53441999.99999999,9315000.0,10333000.0,2677000.0,5350000.0,12350000.0,54091000.0,56770000.00000001,,9302000.0,,113578000.0,670609000.0,138938000.0,116848000.0,255786000.0,414823000.0000001
Parbhani,2014,1001000.0,8613000.0,216925000.0,10905000.0,247295000.0,484738999.9999999,295814000.0,111847000.0,66045000.00000001,100000.0,21705000.0,,144641000.0,31663000.0,38164000.0,,1328659000.0,3909000.0,,67290000.0,2109837000.0,120658000.0,104309000.0,224967000.0,1884870000.0
Parbhani,2015,,6604000.000000001,565205000.0,24453000.0,194698000.0,790960000.0,267846000.0,116670000.0,29996000.0,,11292000.0,14400000.0,667000.0,91000000.0,26681000.0,33586000.0,103199000.0,42780000.0,,69335000.0,807452000.0,186027000.0,56677000.0,242704000.0,564748000.0
Parbhani,2016,85873000.0,875837999.9999999,549980000.0,307519000.0,179002000.0,1998212000.0,197500000.0,110000000.0,12858000.0,20500000.0,21000000.0,858000.0,76762000.0,76868000.0,29100000.0,276000.0,,12753000.0,,52300000.0,610774000.0,151026000.0,62458000.00000001,213484000.0,397291000.0000001
Parbhani,2017,188600000.0,114257000.0,263786000.0,4546000.0,126838000.0,698027000.0,362675000.0,,790000.0,,111000.0,86000.0,24445000.0,41868000.0,52000000.0,,530000.0,,,66707000.00000001,549213000.0,108772000.0,52790000.0,161562000.0,387650000.0
Parbhani,2018,50437000.0,3064000.0,240000000.0,18500000.0,74200000.0,386201000.0,137658000.0,12000.0,29834831.0,1300000.0,19100000.0,1500000.0,14223000.0,26076165.0,7087611.0,13035250.0,2100000.0,3343730.0,,22838532.0,278109000.0,69514697.0,38222442.0,107737139.0,170371980.0
Parbhani,2019,,31190000.0,365693000.0,165968000.0,55253000.0,618104000.0,257172000.0,330109000.0,22640000.0,,290000.0,7500000.0,46000.0,28661000.0,166562000.0,539000.0,1189000.0,50052000.0,,82371000.0,947131000.0,118822000.0,189202000.0,308024000.0,639107000.0
Parbhani,2020,1535000.0,2059000.0,934000.0,791377000.0,3343730.0,799248730.0,9950867000.0,,9820172000.0,1741119000.0,3963162000.0,721995000.0,5496663000.0,3618849000.0,2120654000.0,264189000.0,1319474000.0,,1608215000.0,5103528000.0,48121636000.0,13407534000.0,15290160000.0,28697694000.0,17031193000.0
Parbhani,2021,4006000.0,1603000.0,450839999.9999999,259889000.0,124249000.0,840586999.9999999,13053886000.0,,11739942000.0,1850531000.0,4085579000.0,832045000.0000001,14016763000.0,4162899000.0,1817939000.0,569601000.0,,,1689868000.0,5464331000.0,59283384000.0,14544854000.0,17098280000.0,31643134000.0,27640250000.0
Pune,2014,931699000.0,690776000.0,1103512000.0,16133386000.0,32231687000.0,51091060000.0,11381901000.0,,13668955000.0,2547778000.0,4368358000.0,1077192000.0,11950806000.0,5232545000.0,2375668000.0,590020000.0,,,1577040000.0,5819548000.0,227278215000.0,16497643000.0,20169441000.0,36667084000.0,23922727000.0
Pune,2015,827508000.0,1450382000.0,1288347000.0,19050183000.0,39702647000.0,62319066999.99999,18697890000.0,6388000.0,11708460000.0,2194912000.0,597883000.0,769341000.0,11505698000.0,3130835000.0,1631196000.0,1427840000.0,2777220000.0,,568014000.0,5527800000.0,60543477000.0,10025859000.0,16102582000.0,26128441000.0,34415036000.00001
Pune,2016,827679999.9999999,1298157000.0,3588907000.0,12647789000.0,40028075000.0,58390608000.00001,20626828000.0,114821000.0,16871500000.0,2804945000.0,1054249000.0,1112802000.0,63812581999.99999,1822575000.0,1607278000.0,694232000.0,150000000.0,,566600000.0,6833248000.0,118071660000.0,10822874000.0,21850323000.0,32673197000.0,85398462999.99998
Pune,2017,5006905000.0,5300028000.0,1654349000.0,12981248000.0,47884467000.0,72826997000.0,26012277000.0,1137410000.0,15961203000.0,2570339000.0,924061000.0,867906000.0,70240296000.0,2865236000.0,2189019000.0,528910999.9999999,76955000.0,,662300000.0,8124378000.0,132160291000.0,12781581000.0,21382861000.0,34164442000.0,97995849000.0
Pune,2018,1146764000.0,3997585000.0,2230998000.0,74126942000.0,49427022000.0,130929311000.0,19851961000.0,,19514171000.0,3780629000.0,2122893000.0,1797412000.0,71184130000.0,11670967000.0,3117093000.0,720281000.0,,225739000.0,2554759000.0,7403367999.999999,143943403000.0,22994640000.0,28966652000.0,51961292000.00001,91982111000.00002
Pune,2019,367983000.0,544480000.0,2339173000.0,77655981000.0,51867020000.0,132774637000.0,19851961000.0,,19514171000.0,3780629000.0,2122893000.0,1797412000.0,71184130000.0,11670967000.0,3117093000.0,720281000.0,,225739000.0,2554759000.0,7403367999.999999,143943403000.0,22994640000.0,28966652000.0,51961292000.00001,91982111000.00002
Pune,2020,26765000000.0,,20758192000.0,49315222000.0,37555348000.0,134393762000.0,,,,,,,,,,,,,,,,,,,
Pune,2021,26765000000.0,,20758192000.0,49315222000.0,37555348000.0,134393762000.0,,,,,,,,,,,,,,,,,,,
Raigad,2014,,,,,,,4992000.0,31894000.0,8992000.0,17934000.0,6260000.0,268000.0,433260000.0000001,48850000.0,6797000.0,3902000.0,,3064000.0,,38939000.0,605152000.0,94317000.0,33723000.0,128040000.0,477112000.0000001
Raigad,2015,,,,,,,165513000.0,51423000.0,27259000.0,31574000.0,14968000.0,15544000.0,363139000.0,33838000.0,20414000.0,2715000.0,,567000.0,,92681000.0,819635000.0,157031000.0,79246999.99999999,236278000.0,583357000.0
Raigad,2016,57750000.0,84347000.0,260673000.0,43451000.0,316253000.0,762474000.0,171566000.0,60949000.0,933723000.0,68491000.0,16400000.0,10920000.0,907633000.0,189766000.0,63469000.00000001,7537000.0,,18172000.0,,114879000.0,2563505000.0,331965000.0,1065683000.0,1397648000.0,1165857000.0
Raigad,2017,,382162000.0,445287000.0,194559000.0,1014545000.0,2036553000.0,188723000.0,54989000.0,999745999.9999999,72606000.0,17372000.0,10927000.0,951529999.9999999,213165000.0,67277000.0,7989000.0,,19261000.0,,121726000.0,2725311000.0,363190000.0000001,1139629000.0,1502819000.0,1222492000.0
Raigad,2018,,649107000.0,1487202000.0,500839999.9999999,323254000.0,2960403000.0,240100000.0,228900000.0,563300000.0,86854000.0,15105000.0,26300000.0,1688300000.0,100200000.0,108900000.0,31200000.0,,27600000.0,300000.0,308000000.0,3425059000.0,449605000.0,759354000.0,1208959000.0,2216100000.0
Raigad,2019,,694865000.0,1591306000.0,535579000.0,345882000.0,3167632000.0,226820000.0,237194000.0,785995000.0,71077000.0,116717000.0,11609000.0,1294183000.0,480827000.0000001,106859000.0,7831000.0,,35155000.0,,225245000.0,3599512000.0,834398000.0,963931000.0,1798329000.0,1801183000.0
Raigad,2020,,454745000.0,1967100000.0,329200000.0,322700000.0,3073745000.0,,,,,,,,,,,,,,,,,,,
Raigad,2021,,1470701000.0,1763633000.0,441101000.0,845171999.9999999,4520607000.000001,,,,,,,,,,,,,,,,,,,
Ratnagiri,2020,,,,,,,443100000.0,97700000.0,175500000.0,24400000.0,100200000.0,100000.0,86100000.0,22600000.0,51600000.0,2300000.0,7300000.0,1700000.0,,159000000.0,1170500000.0,281900000.0,251500000.0,533400000.0,638200000.0
Ratnagiri,2021,,,,,,,479100000.0,23200000.0,37400000.0,14600000.0,106900000.0,700000.0,616300000.0,100000.0,64800000.0,1500000.0,,1700000.0,,109800000.0,1456100000.0,217500000.0,116800000.0,334300000.0,1121800000.0
Sangli,2011,,,7400000.0,85200000.0,1266900000.0,1359500000.0,617100000.0,49700000.0,34900000.0,13900000.0,101800000.0,,122300000.0,8500000.0,79500000.0,2000000.0,,13000.0,,208700000.0,1238713000.0,319000000.0,128300000.0,447300000.0,791113000.0
Sangli,2012,,,3200000.0,79900000.0,1290500000.0,1373600000.0,579331000.0,24165000.0,80313000.0,14284000.0,100665000.0,,336016000.0,89000.0,77602000.0,13000.0,,3000.0,,123425000.0,1335906000.0,224179000.0,172199000.0,396378000.0,939527999.9999999
Sangli,2013,,,2600000.0,581200000.0,854400000.0,1438200000.0,85233000.0,28319000.0,235909000.0,53429000.0,122866000.0,,863429999.9999999,3693000.0,107782000.0,26972000.0,,24001000.0,,222759000.0,1774385000.0,349318000.0,397120000.0,746438000.0,1027955000.0
Sangli,2014,,,40365000.0,217961000.0,1032857000.0,1291183000.0,79785000.0,27991000.0,221241000.0,56559000.0,122580000.0,,1017879000.0,2640000.0,93355000.0,24830000.0,,22388000.0,,231285000.0,1900500000.0,356505000.0,371155000.0,727660000.0,1172873000.0
Sangli,2015,,,34338000.0,211502000.0,1501785000.0,1747625000.0,451837000.0,30669000.0,353685000.0,62084000.0,122355000.0,,431562000.0,276428000.0,103078000.0,25834000.0,,26033000.0,,251080000.0,2134645000.0,649863000.0,518846999.9999999,1168710000.0,965935000.0
Sangli,2016,,,90260000.0,293396000.0,1655258000.0,2038914000.0,832911000.0,63495000.00000001,238096000.0,71582000.0,12224000.0,,662694000.0,49759000.0,93404000.0,1184000.0,,1093000.0,,193789000.0,2220230000.0,255772000.0,403082000.0,658854000.0000001,1561377000.0
Sangli,2017,,,38793000.0,189786000.0,1878895000.0,2107474000.0,865312999.9999999,284515000.0,365571000.0,35339000.0,132238000.0,,304927000.0,107939000.0,118790000.0,1089000.0,,1296000.0,,8574000.0,2225591000.0,248751000.0,519700000.0,768451000.0,1457140000.0
Sangli,2018,,,97905000.0,1776282000.0,386121000.0,2260308000.0,947640000.0,,243161000.0,33148000.0,155324000.0,,547678000.0,133867000.0,103104000.0,1424000.0,,1112000.0,,222712000.0,2389170000.0,511903000.0,379413000.0,891316000.0,1497854000.0
Sangli,2019,,,55928000.0,1714314000.0,432088000.0,2202330000.0,947640000.0,3279000.0,243161000.0,33148000.0,155324000.0,,547678000.0,133867000.0,103404000.0,1424000.0,,1112000.0,,222712000.0,2392749000.0,511903000.0,379713000.0,891616000.0,1501133000.0
Sangli,2020,,,43943000.0,1912992000.0,535514999.9999999,2492450000.0,,,,,,,,,,,,,,,,,,,
Sangli,2021,,,44123000.0,1994063000.0,565162000.0,2603348000.0,,,,,,,,,,,,,,,,,,,
Sindhudurg,2020,,,,,,,1598020000.0,6856000.0,55764000.0,4196000.0,56978000.0,27110000.0,254666000.0,114351000.0,122609000.0,1436000.0,,,65777000.0,405282000.0,2713052000.0,603721000.0,248346000.0,852067000.0,1860978000.0
Sindhudurg,2021,,,,,,,1625563000.0,6689000.0,140854000.0,,136739000.0,,1123785000.0,84513000.0,139336000.0,1517000.0,,,88622000.0,416792000.0,3464410000.0,638044000.0,368812000.0,1006856000.0,2757554000.0
Solapur,2016,,,1463936000.0,695763000.0,1055352000.0,3215051000.0,1787922000.0,12254000.0,228368000.0,32779000.0,148210000.0,,526731000.0000001,112130000.0,174042000.0,2386000.0,,,83938000.0,431231000.0000001,3539991000.0,691571000.0,519126999.9999999,1210698000.0,2329293000.0
Solapur,2017,,53879999.99999999,2133417000.0,500539000.0000001,1076574000.0,3764410000.0,1787922000.0,12254000.0,228368000.0,32779000.0,148210000.0,,526731000.0000001,112130000.0,174042000.0,2386000.0,,,83938000.0,431231000.0000001,3539991000.0,691571000.0,519126999.9999999,1210698000.0,2329293000.0
Solapur,2018,,81116000.0,1847732000.0,431233000.0,1179910000.0,3539991000.0,1782000000.0,51878000.0,36241000.0,25671000.0,160324000.0,,1009836000.0,51838000.0,125023000.0,2252000.0,,,138003000.0,474052000.0000001,3857118000.0,686214000.0,324938000.0,1011152000.0,2845966000.0
Solapur,2019,,81116000.0,1847732000.0,431233000.0,1179910000.0,3539991000.0,1869207000.0,63089000.0,61774000.0,58649000.0,171158000.0,,330320000.0,142176000.0,144837000.0,2175000.0,,,70805000.0,516635000.0000001,3430825000.0,829969000.0,336064999.9999999,1166034000.0,2264791000.0
Solapur,2020,,76658000.0,2174896000.0,421520000.0,1184044000.0,3857118000.0,5948073000.0,368010000.0,12031466000.0,1847144000.0,1177407000.0,2392968000.0,7905988000.0,3563819000.0,1320268000.0,1769514000.0,3323307000.0,463809000.0,706031000.0,5554167000.0,48371971000.0,12688361000.0,15904909000.0,28593270000.0,19778701000.0
Solapur,2021,,52399000.0,2425992000.0,347082000.0,1132688000.0,3958161000.0,7829386000.0,901582000.0,10443619000.0,1908843000.0,2728495000.0,2191522000.0,10138505000.0,5077785000.0,1748628000.0,487752000.0000001,2470372000.0,880012000.0000001,910954000.0000001,5569850000.0,53287305000.00001,15567652000.0,15012044000.0,30579696000.0,22707609000.0
Thane,2012,3460470000.0,2253875000.0,5134326000.0,11862841000.0,30437849000.0,53149361000.0,5836592000.0,804539000.0,13686126000.0,2390804000.0,3154352000.0,1690049000.0,6098321000.0,5419102000.0,1302904000.0,612051000.0,1709053000.0,953162000.0000001,1347044000.0,5577717000.0,50581816000.0,15841220000.0,18726878000.0,34568098000.00001,16013718000.0
Thane,2013,2251507000.0,1999316000.0,4725828000.0,2287816000.0,32504192000.0,43768659000.0,7199521000.000001,1027507000.0,15929143000.0,2961754000.0,3075332000.0,2050150000.0,5259458000.0,4372708000.0,1452182000.0,522903000.0,1451740000.0,1019487000.0,1628750000.0,6131282000.0,54081917000.00001,15629472000.0,21971829000.0,37601301000.0,16480616000.0
Thane,2014,3348808000.0,632289000.0,2078297000.0,5405812000.0,36698710000.0,48163916000.0,8571871000.000001,1453057000.0,11942142000.0,2471077000.0,3119510000.0,2316469000.0,7627825000.0,5573143000.0,1593366000.0,704426000.0,1313536000.0,918850000.0,2281257000.0,6474981000.0,56361510000.0,17484103000.0,18287842000.0,35771945000.0,20589565000.0
Thane,2015,1937515000.0,235670000.0,4863219000.0,8751111000.0,42298539000.0,58086054000.0,6356888000.0,3273015000.0,9747700000.0,2422843000.0,2781216000.0,2530572000.0,13878991000.0,6273700000.0,1833260000.0,823820000.0000001,2224632000.0,1016913000.0,2477923000.0,6744497000.0,62385969999.99999,18329985000.0,16481726000.0,34811711000.0,27574259000.0
Thane,2016,3533453000.0,2924643000.0,4184885000.0,9069112000.0,46934097000.0,66646189999.99999,8767574000.0,2591196000.0,10805371000.0,3569326000.0,3904667000.0,3084685000.0,12159677000.0,9171481000.0,2171199000.0,1054292000.0,1407814000.0,1052788000.0,2310599000.0,6757128000.0,68807797000.0,22917961000.0,18856495000.0,41774455999.99999,27033341000.0
Thane,2017,533607000.0,101859000.0,9459885000.0,6108394000.0,51691298000.0,67895042999.99999,10311329000.0,1859517000.0,11412098000.0,2677645000.0,3787925000.0,1370955000.0,14352143000.0,7114839000.0,2165360000.0,898204000.0000001,1268689000.0,1180263000.0,2771892000.0,6632358000.0,67803217000.00001,18906077000.0,19026995000.0,37933072000.0,29870145000.0
Thane,2018,1172315000.0,825082000.0,17677604000.0,9941791000.0,42836974000.0,72453766000.0,11303510000.0,2205541000.0,12095190000.0,3382302000.0,3303257000.0,1126938000.0,14692936000.0,8994404000.0,2302592000.0,1596710000.0,1011261000.0,1081047000.0,2787952000.0,6032970000.0,71916610000.0,19457569000.0,20568036000.0,40025604999.99999,31891004999.99999
Thane,2019,1388455000.0,631957000.0,19535276000.0,9840486000.0,43320118000.0,74716292000.0,14832830000.0,2595379000.0,15415158000.0,3977059000.0,3939187000.0,2145435000.0,15621866000.0,14090794000.0,2661626000.0,1113913000.0,1425773000.0,1308215000.0,4081191000.0,7483144000.0,90691570000.0,27658560000.0,26135034000.0,53793593999.99999,36897976000.0
Thane,2020,1627701000.0,422549000.0,15726611000.0,15266150000.0,34331961000.0,67374972000.0,,,,,,,,,,,,,,,,,,,
Thane,2021,547754000.0,4114661000.0,24362023000.0,21325114000.0,46839294000.0,97188846000.0,,,,,,,,,,,,,,,,,,,
