Year,District,Taluka Old,Taluka,Deposits
2016,Gadchiroli,Bhamragad,Bhamragad,587000000.0
2016,Gadchiroli,Aheri,Aheri,3158700000.0
2016,Gadchiroli,Sironcha,Sironcha,2984500000.0
2017,Gadchiroli,Desaiganj,Desaiganj,4081000000.0
2017,Gadchiroli,rmori,Rmori,3487600000.0
2017,Gadchiroli,Kurkheda,Kurkheda,2097800000.0
2017,Gadchiroli,Korachi,Korachi,752700000.0
2017,Gadchiroli,Dhanora,Dhanora,1766000000.0
2017,Gadchiroli,Gadchiroli,Gadchiroli,15360500000.0
2017,Gadchiroli,Chomoshi,Chomoshi,4439000000.0
2017,Gadchiroli,Mulchera,Mulchera,738300000.0
2017,Gadchiroli,Etapalli,Etapalli,1423800000.0
2017,Gadchiroli,Bhamragad,Bhamragad,1030200000.0
2017,Gadchiroli,Aheri,Aheri,4493600000.0
2017,Gadchiroli,Sironcha,Sironcha,1855300000.0
2018,Gadchiroli,Desaiganj,Desaiganj,301200000.0
2018,Gadchiroli,rmori,Rmori,2152000000.0
2018,Gadchiroli,Kurkheda,Kurkheda,1395400000.0
2018,Gadchiroli,Korachi,Korachi,493300000.0
2018,Gadchiroli,Dhanora,Dhanora,1198600000.0
2018,Gadchiroli,Gadchiroli,Gadchiroli,9834900000.0
2018,Gadchiroli,Chomoshi,Chomoshi,2984500000.0
2018,Gadchiroli,Mulchera,Mulchera,377300000.0
2018,Gadchiroli,Etapalli,Etapalli,910200000.0
2018,Gadchiroli,Bhamragad,Bhamragad,742500000.0
2018,Gadchiroli,Aheri,Aheri,3665500000.0
2018,Gadchiroli,Sironcha,Sironcha,966000000.0
2019,Gadchiroli,Desaiganj,Desaiganj,395400000.0
2019,Gadchiroli,rmori,Rmori,2573500000.0
2019,Gadchiroli,Kurkheda,Kurkheda,2895100000.0
2019,Gadchiroli,Korachi,Korachi,564600000.0
2019,Gadchiroli,Dhanora,Dhanora,1984100000.0
2019,Gadchiroli,Gadchiroli,Gadchiroli,10954400000.0
2019,Gadchiroli,Chomoshi,Chomoshi,3934800000.0
2019,Gadchiroli,Mulchera,Mulchera,384700000.0
2019,Gadchiroli,Etapalli,Etapalli,2583100000.0
2019,Gadchiroli,Bhamragad,Bhamragad,964800000.0
2019,Gadchiroli,Aheri,Aheri,3715300000.0
2019,Gadchiroli,Sironcha,Sironcha,1195700000.0
2020,Gadchiroli,Desaiganj,Desaiganj,4059000000.0
2020,Gadchiroli,rmori,Rmori,2734200000.0
2020,Gadchiroli,Kurkheda,Kurkheda,1657200000.0
2020,Gadchiroli,Korachi,Korachi,586300000.0
2020,Gadchiroli,Dhanora,Dhanora,832500000.0
2020,Gadchiroli,Gadchiroli,Gadchiroli,18830900000.0
2020,Gadchiroli,Chomoshi,Chomoshi,3523100000.0
2020,Gadchiroli,Mulchera,Mulchera,453100000.0
2020,Gadchiroli,Etapalli,Etapalli,806100000.0
2020,Gadchiroli,Bhamragad,Bhamragad,792000000.0
2020,Gadchiroli,Aheri,Aheri,4850200000.0
2020,Gadchiroli,Sironcha,Sironcha,1112100000.0
2021,Gadchiroli,Desaiganj,Desaiganj,3858500000.0
2021,Gadchiroli,rmori,Rmori,3899500000.0
2021,Gadchiroli,Kurkheda,Kurkheda,3407000000.0
2021,Gadchiroli,Korachi,Korachi,3324900000.0
2021,Gadchiroli,Dhanora,Dhanora,3283800000.0
2021,Gadchiroli,Gadchiroli,Gadchiroli,3940600000.0
2021,Gadchiroli,Chomoshi,Chomoshi,3694300000.0
2021,Gadchiroli,Mulchera,Mulchera,2709100000.0
2021,Gadchiroli,Etapalli,Etapalli,3037500000.0
2021,Gadchiroli,Bhamragad,Bhamragad,3242800000.0
2021,Gadchiroli,Aheri,Aheri,3119600000.0
2021,Gadchiroli,Sironcha,Sironcha,3530100000.0
2018,Gondia,Tiroda,Tiroda,3113400000.0
2018,Gondia,Goregaon,Goregaon,1219300000.0
2018,Gondia,Gondia,Gondia,7859500000.0
2018,Gondia,Aamgaon,Aamgaon,1761600000.0
2018,Gondia,Salekasa,Salekasa,677500000.0
2018,Gondia,Sadak Arjuni,Sadak Arjuni,1629700000.0
2018,Gondia,Arjuni Morgaon,Arjuni Morgaon,2303600000.0
2018,Gondia,Devari,Devari,1626100000.0
2019,Gondia,Tiroda,Tiroda,7343700000.0
2019,Gondia,Goregaon,Goregaon,2937500000.0
2019,Gondia,Gondia,Gondia,19583300000.0
2019,Gondia,Aamgaon,Aamgaon,4406300000.0
2019,Gondia,Salekasa,Salekasa,1958300000.0
2019,Gondia,Sadak Arjuni,Sadak Arjuni,3916600000.0
2019,Gondia,Arjuni Morgaon,Arjuni Morgaon,5385400000.0
2019,Gondia,Devari,Devari,3427300000.0
2020,Gondia,Tiroda,Tiroda,8271300000.0
2020,Gondia,Goregaon,Goregaon,3308500000.0
2020,Gondia,Gondia,Gondia,22608300000.0
2020,Gondia,Aamgaon,Aamgaon,5514200000.0
2020,Gondia,Salekasa,Salekasa,2205700000.0
2020,Gondia,Sadak Arjuni,Sadak Arjuni,4411400000.0
2020,Gondia,Arjuni Morgaon,Arjuni Morgaon,5515600000.0
2020,Gondia,Devari,Devari,3307400000.0
2021,Gondia,Tiroda,Tiroda,9159400000.0
2021,Gondia,Goregaon,Goregaon,4196600000.0
2021,Gondia,Gondia,Gondia,23496800000.0
2021,Gondia,Aamgaon,Aamgaon,6402300000.0
2021,Gondia,Salekasa,Salekasa,3093800000.0
2021,Gondia,Sadak Arjuni,Sadak Arjuni,5299500000.0
2021,Gondia,Arjuni Morgaon,Arjuni Morgaon,6403700000.0
2021,Gondia,Devari,Devari,4195500000.0
2020,Hingoli,Sengaon,Sengaon,4556600000.0
2020,Hingoli,Hingoli,Hingoli,9681300000.0
2020,Hingoli,Aundha na,Aundha Na,4536600000.0
2020,Hingoli,Kalamanuri,Kalamanuri,5518700000.0
2020,Hingoli,vasamat,Vasamat,8111100000.0
2021,Hingoli,Sengaon,Sengaon,5804900000.0
2021,Hingoli,Hingoli,Hingoli,11609700000.0
2021,Hingoli,Aundha na,Aundha Na,5030900000.0
2021,Hingoli,Kalamanuri,Kalamanuri,3869900000.0
2021,Hingoli,vasamat,Vasamat,12383700000.0
2016,Jalna,Bhokardan,Bhokardan,34659200000.0
2017,Jalna,Bhokardan,Bhokardan,57075600000.0
2017,Jalna,Jaffrabad,Jaffrabad,57075600000.0
2017,Jalna,Jalna,Jalna,57075600000.0
2017,Jalna,Badnapur,Badnapur,57075600000.0
2017,Jalna,Ambad,Ambad,57075600000.0
2017,Jalna,Ghansawangi,Ghansawangi,57075600000.0
2017,Jalna,Partur,Partur,57075600000.0
2017,Jalna,Mantha,Mantha,57075600000.0
2018,Jalna,Bhokardan,Bhokardan,37313800000.0
2020,Jalna,Bhokardan,Bhokardan,3430000000.0
2020,Jalna,Jaffrabad,Jaffrabad,2260000000.0
2020,Jalna,Jalna,Jalna,35880000000.0
2020,Jalna,Badnapur,Badnapur,2600000000.0
2020,Jalna,Ambad,Ambad,5180000000.0
2020,Jalna,Ghansawangi,Ghansawangi,2160000000.0
2020,Jalna,Partur,Partur,4020000000.0
2020,Jalna,Mantha,Mantha,1960000000.0
2021,Jalna,Bhokardan,Bhokardan,5284100000.0
2021,Jalna,Jaffrabad,Jaffrabad,3069100000.0
2021,Jalna,Jalna,Jalna,42334400000.0
2021,Jalna,Badnapur,Badnapur,3246300000.0
2021,Jalna,Ambad,Ambad,6395300000.0
2021,Jalna,Ghansawangi,Ghansawangi,2966800000.0
2021,Jalna,Partur,Partur,5113200000.0
2021,Jalna,Mantha,Mantha,2372200000.0
2012,Latur,Latur,Latur,6032100000.0
2012,Latur,Renapur,Renapur,584000000.0
2012,Latur,Ahamadpur,Ahamadpur,1091400000.0
2012,Latur,Jalkot,Jalkot,302500000.0
2012,Latur,Chakur,Chakur,602700000.0
2012,Latur,Shirur-Anantpal,Shirur-Anantpal,253000000.0
2012,Latur,Aosa,Aosa,1405000000.0
2012,Latur,Nilanga,Nilanga,1586400000.0
2012,Latur,Devani,Devani,278400000.0
2012,Latur,Udgir,Udgir,2052600000.0
2013,Latur,Latur,Latur,18128100000.0
2013,Latur,Renapur,Renapur,2336000000.0
2013,Latur,Ahamadpur,Ahamadpur,4365600000.0
2013,Latur,Jalkot,Jalkot,1210000000.0
2013,Latur,Chakur,Chakur,2109400000.0
2013,Latur,Shirur-Anantpal,Shirur-Anantpal,885500000.0
2013,Latur,Aosa,Aosa,5632000000.0
2013,Latur,Nilanga,Nilanga,6345600000.0
2013,Latur,Devani,Devani,1113600000.0
2013,Latur,Udgir,Udgir,8210400000.0
2014,Latur,Latur,Latur,18128100000.0
2014,Latur,Renapur,Renapur,2336000000.0
2014,Latur,Ahamadpur,Ahamadpur,4365600000.0
2014,Latur,Jalkot,Jalkot,1210000000.0
2014,Latur,Chakur,Chakur,2109400000.0
2014,Latur,Shirur-Anantpal,Shirur-Anantpal,885500000.0
2014,Latur,Aosa,Aosa,5632000000.0
2014,Latur,Nilanga,Nilanga,6345600000.0
2014,Latur,Devani,Devani,1113600000.0
2014,Latur,Udgir,Udgir,8510400000.0
2015,Latur,Latur,Latur,20580300000.0
2015,Latur,Renapur,Renapur,3873900000.0
2015,Latur,Ahamadpur,Ahamadpur,5326700000.0
2015,Latur,Jalkot,Jalkot,1694800000.0
2015,Latur,Chakur,Chakur,4600300000.0
2015,Latur,Shirur-Anantpal,Shirur-Anantpal,3147600000.0
2015,Latur,Aosa,Aosa,6779400000.0
2015,Latur,Nilanga,Nilanga,6537300000.0
2015,Latur,Devani,Devani,3147600000.0
2015,Latur,Udgir,Udgir,8716300000.0
2016,Latur,Latur,Latur,25553000000.0
2016,Latur,Renapur,Renapur,4809900000.0
2016,Latur,Ahamadpur,Ahamadpur,6613700000.0
2016,Latur,Jalkot,Jalkot,2104300000.0
2016,Latur,Chakur,Chakur,5711800000.0
2016,Latur,Shirur-Anantpal,Shirur-Anantpal,3908100000.0
2016,Latur,Aosa,Aosa,8417500000.0
2016,Latur,Nilanga,Nilanga,8116900000.0
2016,Latur,Devani,Devani,3908100000.0
2016,Latur,Udgir,Udgir,10822400000.0
2017,Latur,Latur,Latur,31796600000.0
2017,Latur,Renapur,Renapur,4809900000.0
2017,Latur,Ahamadpur,Ahamadpur,6613700000.0
2017,Latur,Jalkot,Jalkot,5113200000.0
2017,Latur,Chakur,Chakur,8720700000.0
2017,Latur,Shirur-Anantpal,Shirur-Anantpal,6917000000.0
2017,Latur,Aosa,Aosa,13382300000.0
2017,Latur,Nilanga,Nilanga,12856000000.0
2017,Latur,Devani,Devani,6014300000.0
2017,Latur,Udgir,Udgir,13831300000.0
2018,Latur,Latur,Latur,18128100000.0
2018,Latur,Renapur,Renapur,2336000000.0
2018,Latur,Ahamadpur,Ahamadpur,4365600000.0
2018,Latur,Jalkot,Jalkot,1210000000.0
2018,Latur,Chakur,Chakur,2109400000.0
2018,Latur,Shirur-Anantpal,Shirur-Anantpal,885500000.0
2018,Latur,Aosa,Aosa,5632000000.0
2018,Latur,Nilanga,Nilanga,6345600000.0
2018,Latur,Devani,Devani,1113600000.0
2018,Latur,Udgir,Udgir,8510400000.0
2019,Latur,Latur,Latur,59041100000.0
2019,Latur,Renapur,Renapur,4076600000.0
2019,Latur,Ahamadpur,Ahamadpur,15463100000.0
2019,Latur,Jalkot,Jalkot,2811500000.0
2019,Latur,Chakur,Chakur,7731600000.0
2019,Latur,Shirur-Anantpal,Shirur-Anantpal,6325800000.0
2019,Latur,Aosa,Aosa,8434400000.0
2019,Latur,Nilanga,Nilanga,11245900000.0
2019,Latur,Devani,Devani,4357800000.0
2019,Latur,Udgir,Udgir,21086400000.0
2020,Latur,Latur,Latur,58358100000.0
2020,Latur,Renapur,Renapur,4029500000.0
2020,Latur,Ahamadpur,Ahamadpur,15284300000.0
2020,Latur,Jalkot,Jalkot,2779000000.0
2020,Latur,Chakur,Chakur,7642100000.0
2020,Latur,Shirur-Anantpal,Shirur-Anantpal,6252700000.0
2020,Latur,Aosa,Aosa,8336900000.0
2020,Latur,Nilanga,Nilanga,11115800000.0
2020,Latur,Devani,Devani,4307400000.0
2020,Latur,Udgir,Udgir,20842200000.0
2021,Latur,Latur,Latur,50444600000.0
2021,Latur,Renapur,Renapur,6878800000.0
2021,Latur,Ahamadpur,Ahamadpur,16050500000.0
2021,Latur,Jalkot,Jalkot,6114500000.0
2021,Latur,Chakur,Chakur,8407400000.0
2021,Latur,Shirur-Anantpal,Shirur-Anantpal,5350200000.0
2021,Latur,Aosa,Aosa,15286200000.0
2021,Latur,Nilanga,Nilanga,16814800000.0
2021,Latur,Devani,Devani,7643100000.0
2021,Latur,Udgir,Udgir,19872100000.0
2016,Nagpur,Narkhed,Narkhed,8088200000.0
2016,Nagpur,Katol,Katol,4743800000.0
2016,Nagpur,Kalameshwar,Kalameshwar,6076900000.0
2016,Nagpur,Sawner,Sawner,7210100000.0
2016,Nagpur,Parashivani,Parashivani,1737600000.0
2016,Nagpur,Ramtech,Ramtech,3055000000.0
2016,Nagpur,Mauda,Mauda,6798600000.0
2016,Nagpur,Kamathi,Kamathi,5137700000.0
2016,Nagpur,Nagpur (Gra),Nagpur (Gra),31404800000.0
2016,Nagpur,Nagpur (Sh),Nagpur (Sh),458822500000.0
2016,Nagpur,Hingana,Hingana,3517500000.0
2016,Nagpur,Umred,Umred,3056000000.0
2016,Nagpur,Kuhi,Kuhi,1449500000.0
2016,Nagpur,Bhiwapur,Bhiwapur,9650600000.0
2017,Nagpur,Narkhed,Narkhed,3104100000.0
2017,Nagpur,Katol,Katol,4223200000.0
2017,Nagpur,Kalameshwar,Kalameshwar,3211500000.0
2017,Nagpur,Sawner,Sawner,4623100000.0
2017,Nagpur,Parashivani,Parashivani,2856400000.0
2017,Nagpur,Ramtech,Ramtech,3312600000.0
2017,Nagpur,Mauda,Mauda,3863200000.0
2017,Nagpur,Kamathi,Kamathi,4496400000.0
2017,Nagpur,Nagpur (Gra),Nagpur (Gra),56321300000.0
2017,Nagpur,Nagpur (Sh),Nagpur (Sh),526926900000.0
2017,Nagpur,Hingana,Hingana,4163300000.0
2017,Nagpur,Umred,Umred,4956200000.0
2017,Nagpur,Kuhi,Kuhi,3061300000.0
2017,Nagpur,Bhiwapur,Bhiwapur,2858400000.0
2018,Nagpur,Narkhed,Narkhed,41381100000.0
2018,Nagpur,Katol,Katol,48277400000.0
2018,Nagpur,Kalameshwar,Kalameshwar,44829500000.0
2018,Nagpur,Sawner,Sawner,56554200000.0
2018,Nagpur,Parashivani,Parashivani,29656500000.0
2018,Nagpur,Ramtech,Ramtech,53795400000.0
2018,Nagpur,Mauda,Mauda,44139800000.0
2018,Nagpur,Kamathi,Kamathi,37243000000.0
2018,Nagpur,Nagpur (Gra),Nagpur (Gra),80003400000.0
2018,Nagpur,Nagpur (Sh),Nagpur (Sh),133109000000.0
2018,Nagpur,Hingana,Hingana,40111900000.0
2018,Nagpur,Umred,Umred,43340900000.0
2018,Nagpur,Kuhi,Kuhi,22069900000.0
2018,Nagpur,Bhiwapur,Bhiwapur,15173000000.0
2019,Nagpur,Narkhed,Narkhed,41876500000.0
2019,Nagpur,Katol,Katol,42290200000.0
2019,Nagpur,Kalameshwar,Kalameshwar,43260200000.0
2019,Nagpur,Sawner,Sawner,51125600000.0
2019,Nagpur,Parashivani,Parashivani,32819800000.0
2019,Nagpur,Ramtech,Ramtech,53757300000.0
2019,Nagpur,Mauda,Mauda,50644400000.0
2019,Nagpur,Kamathi,Kamathi,44669600000.0
2019,Nagpur,Nagpur (Gra),Nagpur (Gra),98004800000.0
2019,Nagpur,Nagpur (Sh),Nagpur (Sh),203409500000.0
2019,Nagpur,Hingana,Hingana,41098700000.0
2019,Nagpur,Umred,Umred,46112300000.0
2019,Nagpur,Kuhi,Kuhi,28862300000.0
2019,Nagpur,Bhiwapur,Bhiwapur,37286000000.0
2020,Nagpur,Narkhed,Narkhed,46070500000.0
2020,Nagpur,Katol,Katol,47913300000.0
2020,Nagpur,Kalameshwar,Kalameshwar,48834700000.0
2020,Nagpur,Sawner,Sawner,50677500000.0
2020,Nagpur,Parashivani,Parashivani,36856400000.0
2020,Nagpur,Ramtech,Ramtech,64498600000.0
2020,Nagpur,Mauda,Mauda,55284600000.0
2020,Nagpur,Kamathi,Kamathi,55284600000.0
2020,Nagpur,Nagpur (Gra),Nagpur (Gra),110569100000.0
2020,Nagpur,Nagpur (Sh),Nagpur (Sh),230352300000.0
2020,Nagpur,Hingana,Hingana,46070500000.0
2020,Nagpur,Umred,Umred,55284600000.0
2020,Nagpur,Kuhi,Kuhi,36856400000.0
2020,Nagpur,Bhiwapur,Bhiwapur,36856400000.0
2021,Nagpur,Narkhed,Narkhed,52160300000.0
2021,Nagpur,Katol,Katol,53183000000.0
2021,Nagpur,Kalameshwar,Kalameshwar,49092000000.0
2021,Nagpur,Sawner,Sawner,50114800000.0
2021,Nagpur,Parashivani,Parashivani,40910000000.0
2021,Nagpur,Ramtech,Ramtech,70569800000.0
2021,Nagpur,Mauda,Mauda,62387800000.0
2021,Nagpur,Kamathi,Kamathi,71592500000.0
2021,Nagpur,Nagpur (Gra),Nagpur (Gra),124775500000.0
2021,Nagpur,Nagpur (Sh),Nagpur (Sh),253642000000.0
2021,Nagpur,Hingana,Hingana,51137500000.0
2021,Nagpur,Umred,Umred,61365000000.0
2021,Nagpur,Kuhi,Kuhi,41932800000.0
2021,Nagpur,Bhiwapur,Bhiwapur,39887300000.0
2014,Nanded,Mahur,Mahur,63832000000.0
2015,Nanded,Mahur,Mahur,89900200000.0
2016,Nanded,Mahur,Mahur,92916400000.0
2017,Nanded,Mahur,Mahur,120928200000.0
2018,Nanded,Mahur,Mahur,171258200000.0
2019,Nanded,Mahur,Mahur,118024800000.0
2020,Nanded,Mahur,Mahur,133771500000.0
2021,Nanded,Mahur,Mahur,141850000000.0
2006,Nandurbar,Akkalkuva,Akkalkuva,462400000.0
2006,Nandurbar,Akrani,Akrani,191500000.0
2006,Nandurbar,Taloda,Taloda,245100000.0
2006,Nandurbar,Shahada,Shahada,972200000.0
2006,Nandurbar,Nandurbar,Nandurbar,3879200000.0
2006,Nandurbar,Navapur,Navapur,872600000.0
2008,Nandurbar,Akkalkuva,Akkalkuva,567300000.0
2008,Nandurbar,Akrani,Akrani,186900000.0
2008,Nandurbar,Taloda,Taloda,800400000.0
2008,Nandurbar,Shahada,Shahada,1794400000.0
2008,Nandurbar,Nandurbar,Nandurbar,3353500000.0
2008,Nandurbar,Navapur,Navapur,818000000.0
2009,Nandurbar,Akkalkuva,Akkalkuva,446600000.0
2009,Nandurbar,Akrani,Akrani,227300000.0
2009,Nandurbar,Taloda,Taloda,404800000.0
2009,Nandurbar,Shahada,Shahada,1620800000.0
2009,Nandurbar,Nandurbar,Nandurbar,3974700000.0
2009,Nandurbar,Navapur,Navapur,1695100000.0
2010,Nandurbar,Akkalkuva,Akkalkuva,76500000.0
2010,Nandurbar,Akrani,Akrani,17800000.0
2010,Nandurbar,Taloda,Taloda,266000000.0
2010,Nandurbar,Shahada,Shahada,2690900000.0
2010,Nandurbar,Nandurbar,Nandurbar,1273200000.0
2010,Nandurbar,Navapur,Navapur,1319100000.0
2011,Nandurbar,Akkalkuva,Akkalkuva,156500000.0
2011,Nandurbar,Akrani,Akrani,11000000.0
2011,Nandurbar,Taloda,Taloda,195900000.0
2011,Nandurbar,Shahada,Shahada,1453300000.0
2011,Nandurbar,Nandurbar,Nandurbar,5893000000.0
2011,Nandurbar,Navapur,Navapur,1226100000.0
2012,Nandurbar,Akkalkuva,Akkalkuva,1009800000.0
2012,Nandurbar,Akrani,Akrani,568800000.0
2012,Nandurbar,Taloda,Taloda,1779800000.0
2012,Nandurbar,Shahada,Shahada,3894100000.0
2012,Nandurbar,Nandurbar,Nandurbar,8468200000.0
2012,Nandurbar,Navapur,Navapur,2354900000.0
2013,Nandurbar,Akkalkuva,Akkalkuva,4200000.0
2013,Nandurbar,Akrani,Akrani,9000000.0
2013,Nandurbar,Taloda,Taloda,6800000.0
2013,Nandurbar,Shahada,Shahada,29100000.0
2013,Nandurbar,Nandurbar,Nandurbar,171600000.0
2013,Nandurbar,Navapur,Navapur,18800000.0
2015,Nandurbar,Akkalkuva,Akkalkuva,1434000000.0
2015,Nandurbar,Akrani,Akrani,828900000.0
2015,Nandurbar,Taloda,Taloda,2662800000.0
2015,Nandurbar,Shahada,Shahada,5432700000.0
2015,Nandurbar,Nandurbar,Nandurbar,12856600000.0
2015,Nandurbar,Navapur,Navapur,3385300000.0
2016,Nandurbar,Akkalkuva,Akkalkuva,1527000000.0
2016,Nandurbar,Akrani,Akrani,842900000.0
2016,Nandurbar,Taloda,Taloda,2693000000.0
2016,Nandurbar,Shahada,Shahada,5748700000.0
2016,Nandurbar,Nandurbar,Nandurbar,21821600000.0
2016,Nandurbar,Navapur,Navapur,3796000000.0
2021,Nandurbar,Akkalkuva,Akkalkuva,2582900000.0
2021,Nandurbar,Akrani,Akrani,1740900000.0
2021,Nandurbar,Taloda,Taloda,3657800000.0
2021,Nandurbar,Shahada,Shahada,13739200000.0
2021,Nandurbar,Nandurbar,Nandurbar,25274000000.0
2021,Nandurbar,Navapur,Navapur,6583500000.0
2012,Nashik,Surgana,Surgana,0.0
2012,Nashik,Kalwan,Kalwan,0.0
2012,Nashik,Devala,Devala,0.0
2012,Nashik,Baglan,Baglan,0.0
2012,Nashik,Malegaon,Malegaon,0.0
2012,Nashik,Nandgaon,Nandgaon,0.0
2012,Nashik,Chandwad,Chandwad,0.0
2012,Nashik,Dindori,Dindori,0.0
2012,Nashik,Peth,Peth,0.0
2012,Nashik,Trimbak,Trimbak,0.0
2012,Nashik,Nashik,Nashik,0.0
2012,Nashik,Igatpuri,Igatpuri,0.0
2012,Nashik,Sinner,Sinner,0.0
2012,Nashik,Nifad,Nifad,0.0
2012,Nashik,Yewala,Yewala,0.0
2013,Nashik,Surgana,Surgana,0.0
2013,Nashik,Kalwan,Kalwan,0.0
2013,Nashik,Devala,Devala,0.0
2013,Nashik,Baglan,Baglan,0.0
2013,Nashik,Malegaon,Malegaon,0.0
2013,Nashik,Nandgaon,Nandgaon,0.0
2013,Nashik,Chandwad,Chandwad,0.0
2013,Nashik,Dindori,Dindori,0.0
2013,Nashik,Peth,Peth,0.0
2013,Nashik,Trimbak,Trimbak,0.0
2013,Nashik,Nashik,Nashik,0.0
2013,Nashik,Igatpuri,Igatpuri,0.0
2013,Nashik,Sinner,Sinner,0.0
2013,Nashik,Nifad,Nifad,0.0
2013,Nashik,Yewala,Yewala,0.0
2014,Nashik,Surgana,Surgana,0.0
2014,Nashik,Kalwan,Kalwan,0.0
2014,Nashik,Devala,Devala,0.0
2014,Nashik,Baglan,Baglan,0.0
2014,Nashik,Malegaon,Malegaon,0.0
2014,Nashik,Nandgaon,Nandgaon,0.0
2014,Nashik,Chandwad,Chandwad,0.0
2014,Nashik,Dindori,Dindori,0.0
2014,Nashik,Peth,Peth,0.0
2014,Nashik,Trimbak,Trimbak,0.0
2014,Nashik,Nashik,Nashik,0.0
2014,Nashik,Igatpuri,Igatpuri,0.0
2014,Nashik,Sinner,Sinner,0.0
2014,Nashik,Nifad,Nifad,0.0
2014,Nashik,Yewala,Yewala,0.0
2015,Nashik,Surgana,Surgana,0.0
2015,Nashik,Kalwan,Kalwan,0.0
2015,Nashik,Devala,Devala,0.0
2015,Nashik,Baglan,Baglan,0.0
2015,Nashik,Malegaon,Malegaon,0.0
2015,Nashik,Nandgaon,Nandgaon,0.0
2015,Nashik,Chandwad,Chandwad,0.0
2015,Nashik,Dindori,Dindori,0.0
2015,Nashik,Peth,Peth,0.0
2015,Nashik,Trimbak,Trimbak,0.0
2015,Nashik,Nashik,Nashik,0.0
2015,Nashik,Igatpuri,Igatpuri,0.0
2015,Nashik,Sinner,Sinner,0.0
2015,Nashik,Nifad,Nifad,0.0
2015,Nashik,Yewala,Yewala,0.0
2016,Nashik,Surgana,Surgana,0.0
2016,Nashik,Kalwan,Kalwan,0.0
2016,Nashik,Devala,Devala,0.0
2016,Nashik,Baglan,Baglan,0.0
2016,Nashik,Malegaon,Malegaon,0.0
2016,Nashik,Nandgaon,Nandgaon,0.0
2016,Nashik,Chandwad,Chandwad,0.0
2016,Nashik,Dindori,Dindori,0.0
2016,Nashik,Peth,Peth,0.0
2016,Nashik,Trimbak,Trimbak,0.0
2016,Nashik,Nashik,Nashik,0.0
2016,Nashik,Igatpuri,Igatpuri,0.0
2016,Nashik,Sinner,Sinner,0.0
2016,Nashik,Nifad,Nifad,0.0
2016,Nashik,Yewala,Yewala,0.0
2017,Nashik,Surgana,Surgana,0.0
2017,Nashik,Kalwan,Kalwan,0.0
2017,Nashik,Devala,Devala,0.0
2017,Nashik,Baglan,Baglan,0.0
2017,Nashik,Malegaon,Malegaon,0.0
2017,Nashik,Nandgaon,Nandgaon,0.0
2017,Nashik,Chandwad,Chandwad,0.0
2017,Nashik,Dindori,Dindori,0.0
2017,Nashik,Peth,Peth,0.0
2017,Nashik,Trimbak,Trimbak,0.0
2017,Nashik,Nashik,Nashik,0.0
2017,Nashik,Igatpuri,Igatpuri,0.0
2017,Nashik,Sinner,Sinner,0.0
2017,Nashik,Nifad,Nifad,0.0
2017,Nashik,Yewala,Yewala,0.0
2018,Nashik,Surgana,Surgana,0.0
2018,Nashik,Kalwan,Kalwan,0.0
2018,Nashik,Devala,Devala,0.0
2018,Nashik,Baglan,Baglan,0.0
2018,Nashik,Malegaon,Malegaon,0.0
2018,Nashik,Nandgaon,Nandgaon,0.0
2018,Nashik,Chandwad,Chandwad,0.0
2018,Nashik,Dindori,Dindori,0.0
2018,Nashik,Peth,Peth,0.0
2018,Nashik,Trimbak,Trimbak,0.0
2018,Nashik,Nashik,Nashik,0.0
2018,Nashik,Igatpuri,Igatpuri,0.0
2018,Nashik,Sinner,Sinner,0.0
2018,Nashik,Nifad,Nifad,0.0
2018,Nashik,Yewala,Yewala,0.0
2019,Nashik,Surgana,Surgana,543126100000.0
2020,Nashik,Surgana,Surgana,6540500000.0
2020,Nashik,Kalwan,Kalwan,6696900000.0
2020,Nashik,Devala,Devala,4746200000.0
2020,Nashik,Baglan,Baglan,15852000000.0
2020,Nashik,Malegaon,Malegaon,32166800000.0
2020,Nashik,Nandgaon,Nandgaon,13944800000.0
2020,Nashik,Chandwad,Chandwad,7460300000.0
2020,Nashik,Dindori,Dindori,12853000000.0
2020,Nashik,Peth,Peth,1626800000.0
2020,Nashik,Trimbak,Trimbak,5815400000.0
2020,Nashik,Nashik,Nashik,229524700000.0
2020,Nashik,Igatpuri,Igatpuri,9442100000.0
2020,Nashik,Sinner,Sinner,17568500000.0
2020,Nashik,Nifad,Nifad,23091800000.0
2020,Nashik,Yewala,Yewala,11624800000.0
2021,Nashik,Surgana,Surgana,2778600000.0
2021,Nashik,Kalwan,Kalwan,9173200000.0
2021,Nashik,Devala,Devala,6080900000.0
2021,Nashik,Baglan,Baglan,21495400000.0
2021,Nashik,Malegaon,Malegaon,34005000000.0
2021,Nashik,Nandgaon,Nandgaon,13451500000.0
2021,Nashik,Chandwad,Chandwad,12121200000.0
2021,Nashik,Dindori,Dindori,16278500000.0
2021,Nashik,Peth,Peth,2160900000.0
2021,Nashik,Trimbak,Trimbak,8786100000.0
2021,Nashik,Nashik,Nashik,446218700000.0
2021,Nashik,Igatpuri,Igatpuri,12200200000.0
2021,Nashik,Sinner,Sinner,21291300000.0
2021,Nashik,Nifad,Nifad,39727700000.0
2021,Nashik,Yewala,Yewala,12386400000.0
2012,Dharashiv,Paranda,Paranda,20612200000.0
2013,Dharashiv,Paranda,Paranda,20612200000.0
2014,Dharashiv,Paranda,Paranda,3839200000.0
