Year,District,Taluka Old,Taluka,Deposits
2011,Pune,Bhor,Bhor,9408800000.0
2011,Pune,Baramati,Baramati,29453100000.0
2011,Pune,Indapur,Indapur,18954500000.0
2012,Pune,Junnar,Junnar,32639400000.0
2012,Pune,Aambegaon,Aambegaon,20299800000.0
2012,Pune,Shirur,Shirur,35359400000.0
2012,Pune,Khed,Khed,55759600000.0
2012,Pune,Maval,Maval,53039600000.0
2012,Pune,Mulashi,Mulashi,32639800000.0
2012,Pune,Haveli,Haveli,881976700000.0
2012,Pune,Daund,Daund,25539800000.0
2012,Pune,Purandar,Purandar,17677800000.0
2012,Pune,Welhe,Welhe,6700200000.0
2012,Pune,Bhor,Bhor,17479900000.0
2012,Pune,Baramati,Baramati,48959600000.0
2012,Pune,Indapur,Indapur,31279800000.0
2013,Pune,Junnar,Junnar,35658500000.0
2013,Pune,Aambegaon,Aambegaon,22177500000.0
2013,Pune,Shirur,Shirur,38855600000.0
2013,Pune,Khed,Khed,60917300000.0
2013,Pune,Maval,Maval,57945700000.0
2013,Pune,Mulashi,Mulashi,35658900000.0
2013,Pune,Haveli,Haveli,963559500000.0
2013,Pune,Daund,Daund,27902200000.0
2013,Pune,Purandar,Purandar,19312700000.0
2013,Pune,Welhe,Welhe,7319900000.0
2013,Pune,Bhor,Bhor,19096700000.0
2013,Pune,Baramati,Baramati,53488300000.0
2013,Pune,Indapur,Indapur,34173100000.0
2014,Pune,Junnar,Junnar,36135800000.0
2014,Pune,Aambegaon,Aambegaon,22147700000.0
2014,Pune,Shirur,Shirur,39233100000.0
2014,Pune,Khed,Khed,62416400000.0
2014,Pune,Maval,Maval,59702600000.0
2014,Pune,Mulashi,Mulashi,36135800000.0
2014,Pune,Haveli,Haveli,19080400000.0
2014,Pune,Pune City,Pune City,961213000000.0
2014,Pune,Daund,Daund,28023700000.0
2014,Pune,Purandar,Purandar,19340300000.0
2014,Pune,Welhe,Welhe,7343100000.0
2014,Pune,Bhor,Bhor,13731600000.0
2014,Pune,Baramati,Baramati,41194800000.0
2014,Pune,Indapur,Indapur,27463200000.0
2015,Pune,Junnar,Junnar,41372700000.0
2015,Pune,Aambegaon,Aambegaon,25357400000.0
2015,Pune,Shirur,Shirur,44918900000.0
2015,Pune,Khed,Khed,71462100000.0
2015,Pune,Maval,Maval,68355000000.0
2015,Pune,Mulashi,Mulashi,41372700000.0
2015,Pune,Haveli,Haveli,21845600000.0
2015,Pune,Pune City,Pune City,1100516900000.0
2015,Pune,Daund,Daund,32085000000.0
2015,Pune,Purandar,Purandar,22143100000.0
2015,Pune,Welhe,Welhe,8407300000.0
2015,Pune,Bhor,Bhor,15721600000.0
2015,Pune,Baramati,Baramati,47164900000.0
2015,Pune,Indapur,Indapur,31443300000.0
2016,Pune,Junnar,Junnar,35722700000.0
2016,Pune,Aambegaon,Aambegaon,21894500000.0
2016,Pune,Shirur,Shirur,38784600000.0
2016,Pune,Khed,Khed,61702900000.0
2016,Pune,Maval,Maval,59020200000.0
2016,Pune,Mulashi,Mulashi,35722700000.0
2016,Pune,Haveli,Haveli,18862300000.0
2016,Pune,Pune City,Pune City,950225700000.0
2016,Pune,Daund,Daund,27703300000.0
2016,Pune,Purandar,Purandar,19119100000.0
2016,Pune,Welhe,Welhe,7259200000.0
2016,Pune,Bhor,Bhor,13574600000.0
2016,Pune,Baramati,Baramati,40723900000.0
2016,Pune,Indapur,Indapur,27149300000.0
2017,Pune,Junnar,Junnar,55075900000.0
2017,Pune,Aambegaon,Aambegaon,33756100000.0
2017,Pune,Shirur,Shirur,59796700000.0
2017,Pune,Khed,Khed,95131300000.0
2017,Pune,Maval,Maval,90995100000.0
2017,Pune,Mulashi,Mulashi,55075900000.0
2017,Pune,Haveli,Haveli,29081200000.0
2017,Pune,Pune City,Pune City,1465023100000.0
2017,Pune,Daund,Daund,42712000000.0
2017,Pune,Purandar,Purandar,29477200000.0
2017,Pune,Welhe,Welhe,11191900000.0
2017,Pune,Bhor,Bhor,20928800000.0
2017,Pune,Baramati,Baramati,62786600000.0
2017,Pune,Indapur,Indapur,41857800000.0
2018,Pune,Junnar,Junnar,53359100000.0
2018,Pune,Aambegaon,Aambegaon,32703900000.0
2018,Pune,Shirur,Shirur,57932700000.0
2018,Pune,Khed,Khed,92165900000.0
2018,Pune,Maval,Maval,88158600000.0
2018,Pune,Mulashi,Mulashi,53359100000.0
2018,Pune,Haveli,Haveli,28174700000.0
2018,Pune,Pune City,Pune City,1419355600000.0
2018,Pune,Daund,Daund,41380600000.0
2018,Pune,Purandar,Purandar,28558300000.0
2018,Pune,Welhe,Welhe,10843000000.0
2018,Pune,Bhor,Bhor,20276400000.0
2018,Pune,Baramati,Baramati,60829400000.0
2018,Pune,Indapur,Indapur,40553000000.0
2019,Pune,Junnar,Junnar,72455300000.0
2019,Pune,Aambegaon,Aambegaon,44408000000.0
2019,Pune,Shirur,Shirur,78665700000.0
2019,Pune,Khed,Khed,125150200000.0
2019,Pune,Maval,Maval,119708800000.0
2019,Pune,Mulashi,Mulashi,72455300000.0
2019,Pune,Haveli,Haveli,38257900000.0
2019,Pune,Pune City,Pune City,1927314800000.0
2019,Pune,Daund,Daund,56189900000.0
2019,Pune,Purandar,Purandar,38778700000.0
2019,Pune,Welhe,Welhe,14723500000.0
2019,Pune,Bhor,Bhor,27532900000.0
2019,Pune,Baramati,Baramati,82599000000.0
2019,Pune,Indapur,Indapur,55066100000.0
2020,Pune,Junnar,Junnar,87783800000.0
2020,Pune,Aambegaon,Aambegaon,53802900000.0
2020,Pune,Shirur,Shirur,95308100000.0
2020,Pune,Khed,Khed,151626800000.0
2020,Pune,Maval,Maval,145034200000.0
2020,Pune,Mulashi,Mulashi,87783800000.0
2020,Pune,Haveli,Haveli,46351700000.0
2020,Pune,Pune City,Pune City,2335055000000.0
2020,Pune,Daund,Daund,68077400000.0
2020,Pune,Purandar,Purandar,46982700000.0
2020,Pune,Welhe,Welhe,17838400000.0
2020,Pune,Bhor,Bhor,33357700000.0
2020,Pune,Baramati,Baramati,100073500000.0
2020,Pune,Indapur,Indapur,66715800000.0
2021,Pune,Junnar,Junnar,27336700000.0
2021,Pune,Aambegaon,Aambegaon,21660100000.0
2021,Pune,Shirur,Shirur,34150900000.0
2021,Pune,Khed,Khed,48982300000.0
2021,Pune,Maval,Maval,75196200000.0
2021,Pune,Mulashi,Mulashi,61544100000.0
2021,Pune,Haveli,Haveli,533828100000.0
2021,Pune,Pune City,Pune City,2788264900000.0
2021,Pune,Daund,Daund,24467400000.0
2021,Pune,Purandar,Purandar,15971700000.0
2021,Pune,Welhe,Welhe,14452800000.0
2021,Pune,Bhor,Bhor,9329700000.0
2021,Pune,Baramati,Baramati,49597100000.0
2021,Pune,Indapur,Indapur,21116200000.0
2012,Kolhapur,Shahuwadi,Shahuwadi,1129300000.0
2012,Kolhapur,Panhala,Panhala,945500000.0
2012,Kolhapur,Hatkanangale,Hatkanangale,1436600000.0
2012,Kolhapur,Shirol,Shirol,1710500000.0
2012,Kolhapur,Karveer,Karveer,6275000000.0
2012,Kolhapur,Gaganbavada,Gaganbavada,211900000.0
2012,Kolhapur,Radhanagari,Radhanagari,405500000.0
2012,Kolhapur,Kagal,Kagal,1193700000.0
2012,Kolhapur,Bhudargad,Bhudargad,812300000.0
2012,Kolhapur,Ajara,Ajara,922900000.0
2012,Kolhapur,Gadhinglaj,Gadhinglaj,1217800000.0
2012,Kolhapur,Chandgad,Chandgad,978300000.0
2013,Kolhapur,Shahuwadi,Shahuwadi,10953000000.0
2013,Kolhapur,Panhala,Panhala,8917000000.0
2013,Kolhapur,Hatkanangale,Hatkanangale,13862000000.0
2013,Kolhapur,Shirol,Shirol,16788000000.0
2013,Kolhapur,Karveer,Karveer,45688000000.0
2013,Kolhapur,Gaganbavada,Gaganbavada,1827000000.0
2013,Kolhapur,Radhanagari,Radhanagari,3805000000.0
2013,Kolhapur,Kagal,Kagal,11341000000.0
2013,Kolhapur,Bhudargad,Bhudargad,7804000000.0
2013,Kolhapur,Ajara,Ajara,8969000000.0
2013,Kolhapur,Gadhinglaj,Gadhinglaj,11630000000.0
2013,Kolhapur,Chandgad,Chandgad,9412000000.0
2014,Kolhapur,Shahuwadi,Shahuwadi,11293000000.0
2014,Kolhapur,Panhala,Panhala,3455000000.0
2014,Kolhapur,Hatkanangale,Hatkanangale,14366000000.0
2014,Kolhapur,Shirol,Shirol,18621000000.0
2014,Kolhapur,Karveer,Karveer,64266000000.0
2014,Kolhapur,Gaganbavada,Gaganbavada,2119000000.0
2014,Kolhapur,Radhanagari,Radhanagari,4055000000.0
2014,Kolhapur,Kagal,Kagal,12695000000.0
2014,Kolhapur,Bhudargad,Bhudargad,8123000000.0
2014,Kolhapur,Ajara,Ajara,9229000000.0
2014,Kolhapur,Gadhinglaj,Gadhinglaj,12936000000.0
2014,Kolhapur,Chandgad,Chandgad,9783000000.0
2015,Kolhapur,Shahuwadi,Shahuwadi,12707000000.0
2015,Kolhapur,Panhala,Panhala,10869000000.0
2015,Kolhapur,Hatkanangale,Hatkanangale,15780000000.0
2015,Kolhapur,Shirol,Shirol,20035000000.0
2015,Kolhapur,Karveer,Karveer,65680600000.0
2015,Kolhapur,Gaganbavada,Gaganbavada,3533000000.0
2015,Kolhapur,Radhanagari,Radhanagari,5469000000.0
2015,Kolhapur,Kagal,Kagal,14109000000.0
2015,Kolhapur,Bhudargad,Bhudargad,9537000000.0
2015,Kolhapur,Ajara,Ajara,10643000000.0
2015,Kolhapur,Gadhinglaj,Gadhinglaj,14350000000.0
2015,Kolhapur,Chandgad,Chandgad,11197000000.0
2016,Kolhapur,Shahuwadi,Shahuwadi,15656500000.0
2016,Kolhapur,Panhala,Panhala,13419800000.0
2016,Kolhapur,Hatkanangale,Hatkanangale,17893100000.0
2016,Kolhapur,Shirol,Shirol,22366400000.0
2016,Kolhapur,Karveer,Karveer,76045800000.0
2016,Kolhapur,Gaganbavada,Gaganbavada,4473300000.0
2016,Kolhapur,Radhanagari,Radhanagari,6709900000.0
2016,Kolhapur,Kagal,Kagal,15231500000.0
2016,Kolhapur,Bhudargad,Bhudargad,11608200000.0
2016,Kolhapur,Ajara,Ajara,11496300000.0
2016,Kolhapur,Gadhinglaj,Gadhinglaj,15343400000.0
2016,Kolhapur,Chandgad,Chandgad,13419900000.0
2017,Kolhapur,Shahuwadi,Shahuwadi,17023300000.0
2017,Kolhapur,Panhala,Panhala,14786600000.0
2017,Kolhapur,Hatkanangale,Hatkanangale,19259900000.0
2017,Kolhapur,Shirol,Shirol,23733200000.0
2017,Kolhapur,Karveer,Karveer,77412600000.0
2017,Kolhapur,Gaganbavada,Gaganbavada,5449600000.0
2017,Kolhapur,Radhanagari,Radhanagari,7686200000.0
2017,Kolhapur,Kagal,Kagal,16207800000.0
2017,Kolhapur,Bhudargad,Bhudargad,12584500000.0
2017,Kolhapur,Ajara,Ajara,12472600000.0
2017,Kolhapur,Gadhinglaj,Gadhinglaj,14367100000.0
2017,Kolhapur,Chandgad,Chandgad,14396200000.0
2018,Kolhapur,Shahuwadi,Shahuwadi,19576800000.0
2018,Kolhapur,Panhala,Panhala,17152500000.0
2018,Kolhapur,Hatkanangale,Hatkanangale,22919300000.0
2018,Kolhapur,Shirol,Shirol,26750700000.0
2018,Kolhapur,Karveer,Karveer,94155300000.0
2018,Kolhapur,Gaganbavada,Gaganbavada,6158000000.0
2018,Kolhapur,Radhanagari,Radhanagari,8762300000.0
2018,Kolhapur,Kagal,Kagal,19125200000.0
2018,Kolhapur,Bhudargad,Bhudargad,14975600000.0
2018,Kolhapur,Ajara,Ajara,14717700000.0
2018,Kolhapur,Gadhinglaj,Gadhinglaj,16953200000.0
2018,Kolhapur,Chandgad,Chandgad,16987500000.0
2019,Kolhapur,Shahuwadi,Shahuwadi,20275700000.0
2019,Kolhapur,Panhala,Panhala,17764800000.0
2019,Kolhapur,Hatkanangale,Hatkanangale,23737500000.0
2019,Kolhapur,Shirol,Shirol,27705700000.0
2019,Kolhapur,Karveer,Karveer,102530600000.0
2019,Kolhapur,Gaganbavada,Gaganbavada,1377800000.0
2019,Kolhapur,Radhanagari,Radhanagari,9075100000.0
2019,Kolhapur,Kagal,Kagal,19808000000.0
2019,Kolhapur,Bhudargad,Bhudargad,15510200000.0
2019,Kolhapur,Ajara,Ajara,15243100000.0
2019,Kolhapur,Gadhinglaj,Gadhinglaj,17558400000.0
2019,Kolhapur,Chandgad,Chandgad,17594000000.0
2020,Kolhapur,Shahuwadi,Shahuwadi,22303300000.0
2020,Kolhapur,Panhala,Panhala,19541300000.0
2020,Kolhapur,Hatkanangale,Hatkanangale,26111300000.0
2020,Kolhapur,Shirol,Shirol,30476300000.0
2020,Kolhapur,Karveer,Karveer,113113800000.0
2020,Kolhapur,Gaganbavada,Gaganbavada,1515600000.0
2020,Kolhapur,Radhanagari,Radhanagari,9982600000.0
2020,Kolhapur,Kagal,Kagal,21788800000.0
2020,Kolhapur,Bhudargad,Bhudargad,17061200000.0
2020,Kolhapur,Ajara,Ajara,16767400000.0
2020,Kolhapur,Gadhinglaj,Gadhinglaj,19314200000.0
2020,Kolhapur,Chandgad,Chandgad,19353400000.0
2021,Kolhapur,Shahuwadi,Shahuwadi,7037600000.0
2021,Kolhapur,Panhala,Panhala,12472500000.0
2021,Kolhapur,Hatkanangale,Hatkanangale,59354600000.0
2021,Kolhapur,Shirol,Shirol,27725000000.0
2021,Kolhapur,Karveer,Karveer,193429800000.0
2021,Kolhapur,Gaganbavada,Gaganbavada,2063600000.0
2021,Kolhapur,Radhanagari,Radhanagari,7705400000.0
2021,Kolhapur,Kagal,Kagal,16873300000.0
2021,Kolhapur,Bhudargad,Bhudargad,7831200000.0
2021,Kolhapur,Ajara,Ajara,6352000000.0
2021,Kolhapur,Gadhinglaj,Gadhinglaj,15815700000.0
2021,Kolhapur,Chandgad,Chandgad,8399500000.0
2011,Solapur,Karmala,Karmala,5506200000.0
2011,Solapur,Madha,Madha,8474100000.0
2011,Solapur,Barsi,Barsi,10385800000.0
2011,Solapur,North Solapur,North Solapur,18861100000.0
2011,Solapur,Mohol,Mohol,7414900000.0
2011,Solapur,Pandharpur,Pandharpur,8981100000.0
2011,Solapur,Malsiras,Malsiras,12291400000.0
2011,Solapur,Sangola,Sangola,7205000000.0
2011,Solapur,Mangal Vedha,Mangal Vedha,5086300000.0
2011,Solapur,South Solapur,South Solapur,4876400000.0
2011,Solapur,Akalkot,Akalkot,6355600000.0
2012,Solapur,Karmala,Karmala,6442300000.0
2012,Solapur,Madha,Madha,9914700000.0
2012,Solapur,Barsi,Barsi,12199800000.0
2012,Solapur,North Solapur,North Solapur,22240700000.0
2012,Solapur,Mohol,Mohol,8675500000.0
2012,Solapur,Pandharpur,Pandharpur,10507900000.0
2012,Solapur,Malsiras,Malsiras,14503600000.0
2012,Solapur,Sangola,Sangola,8429900000.0
2012,Solapur,Mangal Vedha,Mangal Vedha,5951000000.0
2012,Solapur,South Solapur,South Solapur,5705400000.0
2012,Solapur,Akalkot,Akalkot,7436100000.0
2013,Solapur,Karmala,Karmala,6939600000.0
2013,Solapur,Madha,Madha,11823000000.0
2013,Solapur,Barsi,Barsi,13879100000.0
2013,Solapur,North Solapur,North Solapur,25445100000.0
2013,Solapur,Mohol,Mohol,9509800000.0
2013,Solapur,Pandharpur,Pandharpur,13365100000.0
2013,Solapur,Malsiras,Malsiras,16706400000.0
2013,Solapur,Sangola,Sangola,10023800000.0
2013,Solapur,Mangal Vedha,Mangal Vedha,6939500000.0
2013,Solapur,South Solapur,South Solapur,6425500000.0
2013,Solapur,Akalkot,Akalkot,7967700000.0
2014,Solapur,Karmala,Karmala,6939600000.0
2014,Solapur,Madha,Madha,11823000000.0
2014,Solapur,Barshi,Barshi,13879100000.0
2014,Solapur,North Solapur,North Solapur,25445100000.0
2014,Solapur,Mohol,Mohol,9509800000.0
2014,Solapur,Pandharpur,Pandharpur,13365100000.0
2014,Solapur,Malshiras,Malshiras,16706400000.0
2014,Solapur,Sangola,Sangola,10023800000.0
2014,Solapur,Mangalvedha,Mangalvedha,6939500000.0
2014,Solapur,South Solapur,South Solapur,6425500000.0
2014,Solapur,Akkalkot,Akkalkot,7967700000.0
2015,Solapur,Karmala,Karmala,7727800000.0
2015,Solapur,Madha,Madha,13523700000.0
2015,Solapur,Barsi,Barsi,15179700000.0
2015,Solapur,North Solapur,North Solapur,28427400000.0
2015,Solapur,Mohol,Mohol,10763800000.0
2015,Solapur,Pandharpur,Pandharpur,15179700000.0
2015,Solapur,Malsiras,Malsiras,19319600000.0
2015,Solapur,Sangola,Sangola,10763800000.0
2015,Solapur,Mangal Vedha,Mangal Vedha,7727700000.0
2015,Solapur,South Solapur,South Solapur,8555800000.0
2015,Solapur,Akalkot,Akalkot,9107800000.0
2016,Solapur,Karmala,Karmala,7727800000.0
2016,Solapur,Madha,Madha,13523700000.0
2016,Solapur,Barshi,Barshi,15179700000.0
2016,Solapur,North Solapur,North Solapur,28427400000.0
2016,Solapur,Mohol,Mohol,10763800000.0
2016,Solapur,Pandharpur,Pandharpur,15179700000.0
2016,Solapur,Malshiras,Malshiras,19319600000.0
2016,Solapur,Sangola,Sangola,10763800000.0
2016,Solapur,Mangalvedha,Mangalvedha,7727700000.0
2016,Solapur,South Solapur,South Solapur,8555800000.0
2016,Solapur,Akkalkot,Akkalkot,9107800000.0
2017,Solapur,Karmala,Karmala,8874300000.0
2017,Solapur,Madha,Madha,14143400000.0
2017,Solapur,Barsi,Barsi,14420700000.0
2017,Solapur,North Solapur,North Solapur,27732100000.0
2017,Solapur,Mohol,Mohol,11092800000.0
2017,Solapur,Pandharpur,Pandharpur,14975300000.0
2017,Solapur,Malsiras,Malsiras,19689800000.0
2017,Solapur,Sangola,Sangola,11647500000.0
2017,Solapur,Mangal Vedha,Mangal Vedha,7210300000.0
2017,Solapur,South Solapur,South Solapur,8042300000.0
2017,Solapur,Akalkot,Akalkot,8042300000.0
2018,Solapur,Karmala,Karmala,9144237000.0
2018,Solapur,Madha,Madha,15043740000.0
2018,Solapur,Barsi,Barsi,15338720000.0
2018,Solapur,North Solapur,North Solapur,27432710000.0
2018,Solapur,Mohol,Mohol,11504040000.0
2018,Solapur,Pandharpur,Pandharpur,16223650000.0
2018,Solapur,Malsiras,Malsiras,20058330000.0
2018,Solapur,Sangola,Sangola,11504040000.0
2018,Solapur,Mangal Vedha,Mangal Vedha,7964335000.000001
2018,Solapur,South Solapur,South Solapur,9734188000.0
2018,Solapur,Akalkot,Akalkot,8849300000.0
2019,Solapur,Karmala,Karmala,9144200000.0
2019,Solapur,Madha,Madha,15043700000.0
2019,Solapur,Barshi,Barshi,15338700000.0
2019,Solapur,North Solapur,North Solapur,27432700000.0
2019,Solapur,Mohol,Mohol,11504000000.0
2019,Solapur,Pandharpur,Pandharpur,16223700000.0
2019,Solapur,Malshiras,Malshiras,20058300000.0
2019,Solapur,Sangola,Sangola,11504000000.0
2019,Solapur,Mangalvedha,Mangalvedha,7964300000.0
2019,Solapur,South Solapur,South Solapur,9734200000.0
2019,Solapur,Akkalkot,Akkalkot,8849300000.0
2020,Solapur,Karmala,Karmala,12101600000.0
2020,Solapur,Madha,Madha,19107800000.0
2020,Solapur,Barshi,Barshi,17197000000.0
2020,Solapur,North Solapur,North Solapur,56049600000.0
2020,Solapur,Mohol,Mohol,11464700000.0
2020,Solapur,Pandharpur,Pandharpur,24203200000.0
2020,Solapur,Malshiras,Malshiras,23566300000.0
2020,Solapur,Sangola,Sangola,12738500000.0
2020,Solapur,Mangalvedha,Mangalvedha,8280100000.0
2020,Solapur,South Solapur,South Solapur,8917000000.0
2020,Solapur,Akkalkot,Akkalkot,12101600000.0
2021,Solapur,Karmala,Karmala,15099800000.0
2021,Solapur,Madha,Madha,23841800000.0
2021,Solapur,Barshi,Barshi,21457600000.0
2021,Solapur,North Solapur,North Solapur,69935800000.0
2021,Solapur,Mohol,Mohol,14305100000.0
2021,Solapur,Pandharpur,Pandharpur,30199600000.0
2021,Solapur,Malshiras,Malshiras,29404800000.0
2021,Solapur,Sangola,Sangola,15894500000.0
2021,Solapur,Mangalvedha,Mangalvedha,10331400000.0
2021,Solapur,South Solapur,South Solapur,11126200000.0
2021,Solapur,Akkalkot,Akkalkot,15099800000.0
2016,Mumbai Suburban,Adheri,Adheri,6330092800000.0
2017,Mumbai Suburban,Adheri,Adheri,4871604500000.0
2018,Mumbai Suburban,Adheri,Adheri,2862068400000.0
2019,Mumbai Suburban,Adheri,Adheri,5291269700000.0
2020,Mumbai Suburban,Adheri,Adheri,6442677200000.0
2021,Mumbai Suburban,Adheri,Adheri,6859187000000.0
