District,Year,Taluka,Aggregate Current Demand,Arrears,Aggregate Demand,Discount,Amount of suspended recovery,Amount Eligible for Recovery,Value Recovery,Number of Account Holders
Chandrapur,2015,Mul,1400000.0,38000.0,1438000.0,0.0,0.0,1438000.0,1921000.0,21964
Chandrapur,2015,Ponbhurna,342000.0,7000.0,349000.0,0.0,0.0,349000.0,757000.0,12003
Chandrapur,2015,Ballarpur,3220000.0,35000.0,3255000.0,0.0,0.0,3255000.0,15588000.0,6773
Chandrapur,2015,Korpana,5406000.0,1058000.0,6464000.0,0.0,0.0,6464000.0,4998000.0,15590
Chandrapur,2015,Rajura,3717000.0,1617000.0,5334000.0,0.0,0.0,5334000.0,13699000.0,21242
Chandrapur,2015,Gondpipari,918000.0,150000.0,1068000.0,0.0,0.0,1068000.0,1499000.0,14097
Chandrapur,2015,Jivati,110000.0,26000.0,136000.0,0.0,0.0,136000.0,196000.0,6210
Chandrapur,2016,Varora,6294000.0,1059000.0,7353000.0,0.0,0.0,7353000.0,12051000.0,31575
Chandrapur,2016,Chimur,3257000.0,2825000.0,6082000.0,0.0,0.0,6082000.0,4231000.0,37172
Chandrapur,2016,Nagbhid,1723000.0,368000.0,2091000.0,0.0,0.0,2091000.0,3517000.0,26446
Chandrapur,2016,Bramhapuri,3432000.0,42000.0,3474000.0,0.0,0.0,3474000.0,5490000.0,29055
Chandrapur,2016,Savali,690000.0,120000.0,810000.0,0.0,0.0,810000.0,2943000.0,25470
Chandrapur,2016,Sindevahi,1566000.0,611000.0,2177000.0,0.0,0.0,2177000.0,1472000.0,18205
Chandrapur,2016,Bhadravati,47926000.0,7407000.0,55333000.0,0.0,0.0,55333000.0,42071000.0,24136
Chandrapur,2016,Chandrapur,32776000.0,1629000.0,34405000.0,0.0,0.0,34405000.0,85748000.0,17353
Chandrapur,2016,Mul,1434000.0,37000.0,1471000.0,0.0,0.0,1471000.0,1797000.0,21883
Chandrapur,2016,Ponbhurna,373000.0,0.0,373000.0,0.0,0.0,373000.0,736000.0,12010
Chandrapur,2016,Ballarpur,3269000.0,149000.0,3418000.0,0.0,0.0,3418000.0,7357000.0,6767
Chandrapur,2016,Korpana,5449000.0,1226000.0,6675000.0,0.0,0.0,6675000.0,7148000.0,15680
Chandrapur,2016,Rajura,3018000.0,1035000.0,4053000.0,0.0,0.0,4053000.0,23808000.0,21542
Chandrapur,2016,Gondpipari,927000.0,0.0,927000.0,0.0,0.0,927000.0,1342000.0,17338
Chandrapur,2016,Jivati,110000.0,0.0,110000.0,0.0,0.0,110000.0,84000.0,6210
Chandrapur,2017,Varora,6341000.0,770000.0,7111000.0,0.0,0.0,7111000.0,13588000.0,10314
Chandrapur,2017,Chimur,3382000.0,2382000.0,5764000.0,0.0,0.0,5764000.0,7135000.0,10805
Chandrapur,2017,Nagbhid,1772000.0,275000.0,2047000.0,0.0,0.0,2047000.0,7255000.0,11383
Chandrapur,2017,Bramhapuri,3452000.0,110000.0,3562000.0,0.0,0.0,3562000.0,8695000.0,17722
Chandrapur,2017,Savali,715000.0,6000.0,721000.0,0.0,0.0,721000.0,6803000.0,4539
Chandrapur,2017,Sindevahi,1577000.0,722000.0,2299000.0,0.0,0.0,2299000.0,1970000.0,9405
Chandrapur,2017,Bhadravati,46868000.0,17356000.0,64224000.0,0.0,0.0,64224000.0,40281000.0,7430
Chandrapur,2017,Chandrapur,33227000.0,1299000.0,34526000.0,0.0,0.0,34526000.0,43591000.0,64226
Chandrapur,2017,Mul,1467000.0,36000.0,1503000.0,0.0,0.0,1503000.0,9782000.0,6321
Chandrapur,2017,Ponbhurna,345000.0,28000.0,373000.0,0.0,0.0,373000.0,976000.0,3438
Chandrapur,2017,Ballarpur,4081000.0,40000.0,4121000.0,0.0,0.0,4121000.0,7838000.0,4377
Chandrapur,2017,Korpana,4519000.0,1445000.0,5964000.0,0.0,0.0,5964000.0,14498000.0,7409
Chandrapur,2017,Rajura,3082000.0,1152000.0,4234000.0,0.0,0.0,4234000.0,15088000.0,6317
Chandrapur,2017,Gondpipari,920000.0,57000.0,977000.0,0.0,0.0,977000.0,2165000.0,5497
Chandrapur,2017,Jivati,122000.0,21000.0,143000.0,0.0,0.0,143000.0,289000.0,650
Chandrapur,2018,Varora,6643000.0,948000.0,7591000.0,0.0,0.0,7591000.0,4941000.0,31609
Chandrapur,2018,Chimur,3519000.0,540000.0,4059000.0,0.0,0.0,4059000.0,1818000.0,37678
Chandrapur,2018,Nagbhid,1245000.0,369000.0,1614000.0,0.0,0.0,1614000.0,2849000.0,26663
Chandrapur,2018,Bramhapuri,3900000.0,170000.0,4070000.0,0.0,0.0,4070000.0,4083000.0,29080
Chandrapur,2018,Savali,4430000.0,18348000.0,22778000.0,0.0,0.0,22778000.0,4388000.0,25874
Chandrapur,2018,Sindevahi,1653000.0,800000.0,2453000.0,0.0,0.0,2453000.0,4552000.0,20471
Chandrapur,2018,Bhadravati,47291000.0,26580000.0,73871000.0,0.0,0.0,73871000.0,36563000.0,24088
Chandrapur,2018,Chandrapur,33796000.0,3984000.0,37780000.0,0.0,0.0,37780000.0,26627000.0,17260
Chandrapur,2018,Mul,14224000.0,38000.0,14262000.0,0.0,0.0,14262000.0,13486000.0,21963
Chandrapur,2018,Ponbhurna,472000.0,7000.0,479000.0,0.0,0.0,479000.0,319000.0,12010
Chandrapur,2018,Ballarpur,4108000.0,0.0,4108000.0,0.0,0.0,4108000.0,4650000.0,6749
Chandrapur,2018,Korpana,4719000.0,0.0,4719000.0,0.0,0.0,4719000.0,4326000.0,17786
Chandrapur,2018,Rajura,7576000.0,647000.0,8223000.0,0.0,0.0,8223000.0,6780000.0,21688
Chandrapur,2018,Gondpipari,956000.0,25000.0,981000.0,0.0,0.0,981000.0,529000.0,17527
Chandrapur,2018,Jivati,122000.0,27000.0,149000.0,0.0,0.0,149000.0,425000.0,6207
Chandrapur,2019,Varora,7290000.0,3192000.0,10482000.0,0.0,0.0,10482000.0,5247000.0,32105
Chandrapur,2019,Chimur,3628000.0,533000.0,4161000.0,0.0,0.0,4161000.0,16105000.0,37702
Chandrapur,2019,Nagbhid,8700000.0,510000.0,9210000.0,0.0,0.0,9210000.0,6072000.0,26655
Chandrapur,2019,Bramhapuri,4010000.0,467000.0,4477000.0,0.0,0.0,4477000.0,8766000.0,29119
Chandrapur,2019,Savali,1255000.0,27000.0,1282000.0,0.0,0.0,1282000.0,1640000.0,26017
Chandrapur,2019,Sindevahi,1650000.0,1297000.0,2947000.0,0.0,0.0,2947000.0,3305000.0,20470
Chandrapur,2019,Bhadravati,47388000.0,32738000.0,80126000.0,0.0,0.0,80126000.0,40460000.0,24826
Chandrapur,2019,Chandrapur,34010000.0,8725000.0,42735000.0,0.0,0.0,42735000.0,58519000.0,17233
Chandrapur,2019,Mul,9806000.0,36000.0,9842000.0,0.0,0.0,9842000.0,6088000.0,22228
Chandrapur,2019,Ponbhurna,510000.0,91000.0,601000.0,0.0,0.0,601000.0,408000.0,12011
Chandrapur,2019,Ballarpur,4112000.0,72000.0,4184000.0,0.0,0.0,4184000.0,7255000.0,6748
Chandrapur,2019,Korpana,4713000.0,571000.0,5284000.0,0.0,0.0,5284000.0,5769000.0,18046
Chandrapur,2019,Rajura,12382000.0,500000.0,12882000.0,0.0,0.0,12882000.0,12481000.0,22832
Chandrapur,2019,Gondpipari,977000.0,360000.0,1337000.0,0.0,0.0,1337000.0,563000.0,17528
Chandrapur,2019,Jivati,122000.0,26000.0,148000.0,0.0,0.0,148000.0,935000.0,6207
Chandrapur,2020,Varora,6788000.0,7258000.0,14046000.0,0.0,0.0,14046000.0,7219000.0,32105
Chandrapur,2020,Chimur,3723000.0,1140000.0,4863000.0,0.0,0.0,4863000.0,6408000.0,37702
Chandrapur,2020,Nagbhid,1849000.0,595000.0,2444000.0,0.0,0.0,2444000.0,2448000.0,26655
Chandrapur,2020,Bramhapuri,4463000.0,507000.0,4970000.0,0.0,0.0,4970000.0,4303000.0,29119
Chandrapur,2020,Savali,765000.0,285000.0,1050000.0,0.0,0.0,1050000.0,795000.0,26017
Chandrapur,2020,Sindevahi,1670000.0,1152000.0,2822000.0,0.0,0.0,2822000.0,2251000.0,20470
Chandrapur,2020,Bhadravati,47473000.0,42884000.0,90357000.0,0.0,0.0,90357000.0,38757000.0,24826
Chandrapur,2020,Chandrapur,34009000.0,16812000.0,50821000.0,0.0,0.0,50821000.0,35733000.0,17233
Chandrapur,2020,Mul,1732000.0,2436000.0,4168000.0,0.0,0.0,4168000.0,3208000.0,22228
Chandrapur,2020,Ponbhurna,374000.0,56000.0,430000.0,0.0,0.0,430000.0,619000.0,12011
Chandrapur,2020,Ballarpur,4113000.0,154000.0,4267000.0,0.0,0.0,4267000.0,919000.0,6748
Chandrapur,2020,Korpana,6140000.0,982000.0,7122000.0,0.0,0.0,7122000.0,7122000.0,18046
Chandrapur,2020,Rajura,3048000.0,245000.0,3293000.0,0.0,0.0,3293000.0,3305000.0,22832
Chandrapur,2020,Gondpipari,958000.0,499000.0,1457000.0,0.0,0.0,1457000.0,1403000.0,17528
Chandrapur,2020,Jivati,45000.0,82000.0,127000.0,0.0,0.0,127000.0,123000.0,6207
Chandrapur,2021,Varora,6811000.0,6619000.0,13430000.0,0.0,0.0,13430000.0,32789000.0,25264
Chandrapur,2021,Chimur,3964000.0,1014000.0,4978000.0,0.0,0.0,4978000.0,25028000.0,20339
Chandrapur,2021,Nagbhid,1786000.0,51000.0,1837000.0,0.0,0.0,1837000.0,20482000.0,40553
Chandrapur,2021,Bramhapuri,4574000.0,447000.0,5021000.0,0.0,0.0,5021000.0,21226000.0,29181
Chandrapur,2021,Savali,775000.0,7000.0,782000.0,0.0,0.0,782000.0,5265000.0,24538
Chandrapur,2021,Sindevahi,3008000.0,876000.0,3884000.0,0.0,0.0,3884000.0,10121000.0,36296
Chandrapur,2021,Bhadravati,40181000.0,1412000.0,41593000.0,0.0,0.0,41593000.0,70478000.0,30766
Chandrapur,2021,Chandrapur,36136000.0,13614000.0,49750000.0,0.0,0.0,49750000.0,131199000.0,17243
Chandrapur,2021,Mul,2409000.0,65000.0,2474000.0,0.0,0.0,2474000.0,10254000.0,35838
Chandrapur,2021,Ponbhurna,429000.0,120000.0,549000.0,0.0,0.0,549000.0,1057000.0,23839
Chandrapur,2021,Ballarpur,3598000.0,3000.0,3601000.0,0.0,0.0,3601000.0,24260000.0,7293
Chandrapur,2021,Korpana,7376000.0,0.0,7376000.0,0.0,0.0,7376000.0,20272000.0,17986
Chandrapur,2021,Rajura,3115000.0,199000.0,3314000.0,0.0,0.0,3314000.0,64367000.0,22507
Chandrapur,2021,Gondpipari,957000.0,43000.0,1000000.0,0.0,0.0,1000000.0,2730000.0,12436
Chandrapur,2021,Jivati,54000.0,5000.0,59000.0,0.0,0.0,59000.0,132000.0,6207
Dhule,2012,Shirpur,7212000.0,0.0,7212000.0,0.0,0.0,7212000.0,32525000.0,41548
Dhule,2012,Shindkheda,12125000.0,0.0,12125000.0,0.0,0.0,12125000.0,13580000.0,72565
Dhule,2012,Sakri,14215000.0,0.0,14215000.0,0.0,0.0,14215000.0,19254000.0,93184
Dhule,2012,Dhule,14181000.0,2553000.0,16734000.0,0.0,0.0,16734000.0,32565000.0,90842
Dhule,2013,Shirpur,7212000.0,0.0,7212000.0,0.0,0.0,7212000.0,32525000.0,41548
Dhule,2013,Shindkheda,12125000.0,0.0,12125000.0,0.0,0.0,12125000.0,13580000.0,72565
Dhule,2013,Sakri,14215000.0,0.0,14215000.0,0.0,0.0,14215000.0,19254000.0,93184
Dhule,2013,Dhule,14181000.0,2553000.0,16734000.0,0.0,0.0,16734000.0,32565000.0,90842
Dhule,2014,Shirpur,13100000.0,0.0,13100000.0,0.0,0.0,13100000.0,28528000.0,22337
Dhule,2014,Shindkheda,11935000.0,0.0,11935000.0,0.0,0.0,11935000.0,30583000.0,69348
Dhule,2014,Sakri,8119000.0,0.0,8119000.0,0.0,0.0,8119000.0,29601000.0,80526
Dhule,2014,Dhule,31614000.0,0.0,31614000.0,0.0,0.0,31614000.0,92343000.0,94919
Dhule,2015,Shirpur,1736000.0,0.0,1736000.0,0.0,0.0,1736000.0,3974000.0,22337
Dhule,2015,Shindkheda,1521000.0,0.0,1521000.0,0.0,0.0,1521000.0,3823000.0,69348
Dhule,2015,Sakri,833000.0,0.0,833000.0,0.0,0.0,833000.0,6729000.0,80526
Dhule,2015,Dhule,4098000.0,0.0,4098000.0,0.0,0.0,4098000.0,14814000.0,94919
Dhule,2016,Shirpur,19000000.0,0.0,19000000.0,0.0,0.0,19000000.0,30073000.0,33007
Dhule,2016,Shindkheda,20132000.0,0.0,20132000.0,0.0,0.0,20132000.0,26115000.0,83028
Dhule,2016,Sakri,11800000.0,0.0,11800000.0,0.0,0.0,11800000.0,41196000.0,98772
Dhule,2016,Dhule,46600000.0,0.0,46600000.0,0.0,0.0,46600000.0,137063000.0,119859
Dhule,2017,Shirpur,26568000.0,0.0,26568000.0,882000.0,0.0,25686000.0,25686000.0,184171
Dhule,2017,Shindkheda,30813000.0,0.0,30813000.0,262000.0,0.0,30551000.0,30551000.0,73251
Dhule,2017,Sakri,50632000.0,0.0,50632000.0,1714000.0,0.0,48918000.0,48918000.0,142541
Dhule,2017,Dhule,64386000.0,0.0,64386000.0,176000.0,0.0,64210000.0,64210000.0,109502
Dhule,2018,Shirpur,24040000.0,0.0,24040000.0,635280.0,0.0,23404720.0,23401000.0,43424
Dhule,2018,Shindkheda,21340000.0,0.0,21340000.0,825530.0,0.0,20514470.0,20508000.0,75544
Dhule,2018,Sakri,39325000.0,0.0,39325000.0,1044670.0,0.0,38280330.0,38277000.0,53466
Dhule,2018,Dhule,45087000.0,0.0,45087000.0,5120.0,0.0,45081880.0,45081000.0,98362
Dhule,2019,Shirpur,24040000.0,0.0,24040000.0,635280.0,0.0,23404720.0,23401000.0,43424
Dhule,2019,Shindkheda,21340000.0,0.0,21340000.0,825530.0,0.0,20514470.0,20508000.0,75544
Dhule,2019,Sakri,39325000.0,0.0,39325000.0,1044670.0,0.0,38280330.0,38277000.0,53466
Dhule,2019,Dhule,45087000.0,0.0,45087000.0,5120.0,0.0,45081880.0,45081000.0,98362
Dhule,2020,Shirpur,10746000.0,2606000.0,13352000.0,684000.0,0.0,12668000.0,0.0,45907
Dhule,2020,Shindkheda,12444000.0,0.0,12444000.0,1032000.0,0.0,11412000.0,11444000.0,76918
Dhule,2020,Sakri,9958000.0,1552000.0,11510000.0,1176000.0,0.0,10334000.0,9185000.0,75747
Dhule,2020,Dhule,24222000.0,7222000.0,31444000.0,446000.0,0.0,30998000.0,28347000.0,159559
Dhule,2021,Shirpur,10746000.0,2606000.0,13352000.0,684000.0,0.0,12668000.0,0.0,45907
Dhule,2021,Shindkheda,12444000.0,0.0,12444000.0,1032000.0,0.0,11412000.0,11444000.0,76918
Dhule,2021,Sakri,9958000.0,1552000.0,11510000.0,1176000.0,0.0,10334000.0,9185000.0,75747
Dhule,2021,Dhule,24222000.0,7222000.0,31444000.0,446000.0,0.0,30998000.0,28347000.0,159559
Gadchiroli,2012,Desaiganj,88790.0,,88790.0,,,88790.0,88790.0,10754
Gadchiroli,2012,Rmori,2740.0,,2740.0,,,2740.0,2740.0,3805
Gadchiroli,2012,Kurkheda,18820.0,,18820.0,,,18820.0,18820.0,7009
Gadchiroli,2012,Korachi,750.0,,750.0,,,750.0,750.0,4633
Gadchiroli,2012,Dhanora,85100.0,,85100.0,,,85100.0,85100.0,4538
Gadchiroli,2012,Gadchiroli,27020.0,,27020.0,,,27020.0,27020.0,4590
Gadchiroli,2012,Chomoshi,8029.999999999999,,8029.999999999999,,,8029.999999999999,8029.999999999999,3192
Gadchiroli,2012,Mulchera,2330.0,,2330.0,,,2330.0,2330.0,1452
Gadchiroli,2012,Etapalli,13100.0,,13100.0,,,13100.0,13100.0,5107
Gadchiroli,2012,Bhamragad,2020.0,,2020.0,,,2020.0,2020.0,2956
Gadchiroli,2012,Aheri,1420.0,,1420.0,,,1420.0,1420.0,3911
Gadchiroli,2012,Sironcha,7060.0,,7060.0,,,7060.0,7060.0,7246
Gadchiroli,2013,Desaiganj,2561060.0,,2561060.0,,,2561060.0,2561060.0,4538
Gadchiroli,2013,Rmori,999470.0,,999470.0,,,999470.0,999470.0,4590
Gadchiroli,2013,Kurkheda,629790.0,,629790.0,,,629790.0,629790.0,3192
Gadchiroli,2013,Korachi,272870.0,,272870.0,,,272870.0,272870.0,1452
Gadchiroli,2013,Dhanora,283750.0,,283750.0,,,283750.0,283750.0,3805
Gadchiroli,2013,Gadchiroli,5164710.0,,5164710.0,,,5164710.0,5164710.0,10754
Gadchiroli,2013,Chomoshi,2045590.0,,2045590.0,,,2045590.0,2045590.0,7009
Gadchiroli,2013,Mulchera,141640.0,,141640.0,,,141640.0,141640.0,4633
Gadchiroli,2013,Etapalli,291210.0,,291210.0,,,291210.0,291210.0,2956
Gadchiroli,2013,Bhamragad,153240.0,,153240.0,,,153240.0,153240.0,3911
Gadchiroli,2013,Aheri,930990.0,,930990.0,,,930990.0,930990.0,5107
Gadchiroli,2013,Sironcha,564570.0,,564570.0,,,564570.0,564570.0,7246
Gadchiroli,2014,Desaiganj,2008520.0,700640.0,2709160.0,0.0,0.0,2709160.0,2709160.0,14213
Gadchiroli,2014,Rmori,738700.0,200310.0,939010.0,0.0,0.0,939010.0,939010.0,16671
Gadchiroli,2014,Kurkheda,409830.0,47140.0,456970.0,0.0,0.0,456970.0,456970.0,10541
Gadchiroli,2014,Korachi,167380.0,0.0,167380.0,0.0,0.0,167380.0,167380.0,6553
Gadchiroli,2014,Dhanora,253540.0,0.0,253540.0,0.0,0.0,253540.0,253540.0,12914
Gadchiroli,2014,Gadchiroli,4350810.0,223450.0,4574260.0,0.0,0.0,4574260.0,4574260.0,13351
Gadchiroli,2014,Chomoshi,1746640.0,218900.0,1965540.0,0.0,0.0,1965540.0,1965540.0,31837
Gadchiroli,2014,Mulchera,62760.0,0.0,62760.0,0.0,0.0,62760.0,62760.0,4633
Gadchiroli,2014,Etapalli,151290.0,0.0,151290.0,0.0,0.0,151290.0,151290.0,7933
Gadchiroli,2014,Bhamragad,109150.0,1210.0,110360.0,0.0,0.0,110360.0,110360.0,3943
Gadchiroli,2014,Aheri,646100.0,219770.0,865870.0,0.0,0.0,865870.0,865870.0,12173
Gadchiroli,2014,Sironcha,428470.0,0.0,428470.0,0.0,0.0,428470.0,428470.0,17045
Gadchiroli,2015,Desaiganj,7429000.0,0.0,7429000.0,0.0,0.0,7429000.0,7429000.0,14213
Gadchiroli,2015,Rmori,2756000.0,0.0,2756000.0,0.0,0.0,2756000.0,2756000.0,16671
Gadchiroli,2015,Kurkheda,2781000.0,0.0,2781000.0,0.0,0.0,2781000.0,2781000.0,10541
Gadchiroli,2015,Korachi,2772000.0,0.0,2772000.0,0.0,0.0,2772000.0,2772000.0,6553
Gadchiroli,2015,Dhanora,39221000.0,0.0,39221000.0,0.0,0.0,39221000.0,39221000.0,12914
Gadchiroli,2015,Gadchiroli,5711000.0,0.0,5711000.0,0.0,0.0,5711000.0,5711000.0,13351
Gadchiroli,2015,Chomoshi,8786000.0,0.0,8786000.0,0.0,0.0,8786000.0,8786000.0,31837
Gadchiroli,2015,Mulchera,730000.0,0.0,730000.0,0.0,0.0,730000.0,730000.0,4633
Gadchiroli,2015,Etapalli,41143000.0,0.0,41143000.0,0.0,0.0,41143000.0,41143000.0,7933
Gadchiroli,2015,Bhamragad,117000.0,0.0,117000.0,0.0,0.0,117000.0,117000.0,3943
Gadchiroli,2015,Aheri,2207000.0,0.0,2207000.0,0.0,0.0,2207000.0,2207000.0,12173
Gadchiroli,2015,Sironcha,1502000.0,0.0,1502000.0,0.0,0.0,1502000.0,1502000.0,17045
Gadchiroli,2016,Desaiganj,6864000.0,0.0,6864000.0,0.0,0.0,6864000.0,6864000.0,15405
Gadchiroli,2016,Rmori,18059000.0,0.0,18059000.0,0.0,0.0,18059000.0,18059000.0,16656
Gadchiroli,2016,Kurkheda,9789000.0,0.0,9789000.0,0.0,0.0,9789000.0,9789000.0,9972
Gadchiroli,2016,Korachi,387000.0,0.0,387000.0,0.0,0.0,387000.0,387000.0,6575
Gadchiroli,2016,Dhanora,1050000.0,0.0,1050000.0,0.0,0.0,1050000.0,1050000.0,12022
Gadchiroli,2016,Gadchiroli,14854000.0,0.0,14854000.0,0.0,0.0,14854000.0,14854000.0,18060
Gadchiroli,2016,Chomoshi,9026000.0,0.0,9026000.0,0.0,0.0,9026000.0,9026000.0,32568
Gadchiroli,2016,Mulchera,603000.0,0.0,603000.0,0.0,0.0,603000.0,603000.0,4886
Gadchiroli,2016,Etapalli,349000.0,0.0,349000.0,0.0,0.0,349000.0,349000.0,8084
Gadchiroli,2016,Bhamragad,175000.0,0.0,175000.0,0.0,0.0,175000.0,175000.0,3950
Gadchiroli,2016,Aheri,1884000.0,0.0,1884000.0,0.0,0.0,1884000.0,1884000.0,11740
Gadchiroli,2016,Sironcha,2407000.0,0.0,2407000.0,0.0,0.0,2407000.0,2407000.0,18172
Gadchiroli,2017,Desaiganj,2835000.0,6282000.0,9117000.0,0.0,0.0,9117000.0,32489000.0,15573
Gadchiroli,2017,Rmori,446000.0,0.0,446000.0,0.0,0.0,446000.0,4171000.0,19281
Gadchiroli,2017,Kurkheda,304000.0,63000.0,367000.0,0.0,0.0,367000.0,1475000.0,12912
Gadchiroli,2017,Korachi,115000.0,0.0,115000.0,0.0,0.0,115000.0,562000.0,7847
Gadchiroli,2017,Dhanora,257000.0,0.0,257000.0,0.0,0.0,257000.0,646000.0,12525
Gadchiroli,2017,Gadchiroli,5055000.0,5209000.0,10264000.0,0.0,0.0,10264000.0,15970000.0,25567
Gadchiroli,2017,Chomoshi,5181000.0,3389000.0,8570000.0,0.0,0.0,8570000.0,8167000.0,38241
Gadchiroli,2017,Mulchera,550000.0,0.0,550000.0,0.0,0.0,550000.0,1720000.0,21687
Gadchiroli,2017,Etapalli,193000.0,0.0,193000.0,0.0,0.0,193000.0,1091000.0,8084
Gadchiroli,2017,Bhamragad,75000.0,0.0,75000.0,0.0,0.0,75000.0,289000.0,4129
Gadchiroli,2017,Aheri,693000.0,193000.0,886000.0,0.0,0.0,886000.0,4678000.0,12539
Gadchiroli,2017,Sironcha,438000.0,0.0,438000.0,0.0,0.0,438000.0,3615000.0,17152
Gadchiroli,2018,Desaiganj,3068000.0,6267000.0,9335000.0,0.0,0.0,9335000.0,23311000.0,16197
Gadchiroli,2018,Rmori,503000.0,0.0,503000.0,0.0,0.0,503000.0,1749000.0,19770
Gadchiroli,2018,Kurkheda,275000.0,66000.0,341000.0,0.0,0.0,341000.0,17155000.0,13011
Gadchiroli,2018,Korachi,115000.0,0.0,115000.0,0.0,0.0,115000.0,457000.0,7689
Gadchiroli,2018,Dhanora,260000.0,0.0,260000.0,0.0,0.0,260000.0,993000.0,12525
Gadchiroli,2018,Gadchiroli,5245000.0,5396000.0,10641000.0,0.0,0.0,10641000.0,8900000.0,27552
Gadchiroli,2018,Chomoshi,1886000.0,4536000.0,6422000.0,0.0,0.0,6422000.0,16759000.0,31655
Gadchiroli,2018,Mulchera,177000.0,0.0,177000.0,0.0,0.0,177000.0,27191000.0,9952
Gadchiroli,2018,Etapalli,63000.0,630000.0,693000.0,0.0,0.0,693000.0,1412000.0,4756
Gadchiroli,2018,Bhamragad,52000.0,0.0,52000.0,0.0,0.0,52000.0,201000.0,3752
Gadchiroli,2018,Aheri,693000.0,186000.0,879000.0,0.0,0.0,879000.0,1879000.0,12539
Gadchiroli,2018,Sironcha,438000.0,0.0,438000.0,0.0,0.0,438000.0,3458000.0,18836
Gadchiroli,2019,Desaiganj,3129000.0,5962000.0,9091000.0,0.0,0.0,9091000.0,4457000.0,16197
Gadchiroli,2019,Rmori,507000.0,30000.0,537000.0,0.0,0.0,537000.0,3095000.0,19437
Gadchiroli,2019,Kurkheda,274000.0,119000.0,393000.0,0.0,0.0,393000.0,1697000.0,13049
Gadchiroli,2019,Korachi,116000.0,0.0,116000.0,0.0,0.0,116000.0,1686000.0,7354
Gadchiroli,2019,Dhanora,260000.0,0.0,260000.0,0.0,0.0,260000.0,478000.0,12525
Gadchiroli,2019,Gadchiroli,5810000.0,4703000.0,10513000.0,0.0,0.0,10513000.0,15906000.0,27554
Gadchiroli,2019,Chomoshi,1912000.0,2740000.0,4652000.0,0.0,0.0,4652000.0,9695000.0,31655
Gadchiroli,2019,Mulchera,63000.0,382000.0,445000.0,0.0,0.0,445000.0,1633000.0,4756
Gadchiroli,2019,Etapalli,181000.0,0.0,181000.0,0.0,0.0,181000.0,2175000.0,8021
Gadchiroli,2019,Bhamragad,84000.0,0.0,84000.0,0.0,0.0,84000.0,87000.0,3752
Gadchiroli,2019,Aheri,696000.0,278000.0,974000.0,0.0,0.0,974000.0,2606000.0,14667
Gadchiroli,2019,Sironcha,434000.0,0.0,434000.0,0.0,0.0,434000.0,10740000.0,18560
Gadchiroli,2020,Desaiganj,3840000.0,8407000.0,12247000.0,0.0,0.0,12247000.0,19281000.0,16363
Gadchiroli,2020,Rmori,515000.0,95000.0,610000.0,0.0,0.0,610000.0,5185000.0,25197
Gadchiroli,2020,Kurkheda,286000.0,127000.0,413000.0,0.0,0.0,413000.0,4706000.0,13049
Gadchiroli,2020,Korachi,116000.0,18000.0,134000.0,0.0,0.0,134000.0,770000.0,7951
Gadchiroli,2020,Dhanora,260000.0,0.0,260000.0,0.0,0.0,260000.0,1624000.0,10388
Gadchiroli,2020,Gadchiroli,6222000.0,3257000.0,9479000.0,0.0,0.0,9479000.0,14693000.0,28307
Gadchiroli,2020,Chomoshi,2273000.0,2883000.0,5156000.0,0.0,0.0,5156000.0,9191000.0,30377
Gadchiroli,2020,Mulchera,103000.0,236000.0,339000.0,0.0,0.0,339000.0,1586000.0,4730
Gadchiroli,2020,Etapalli,185000.0,0.0,185000.0,0.0,0.0,185000.0,1680000.0,8021
Gadchiroli,2020,Bhamragad,51000.0,0.0,51000.0,0.0,0.0,51000.0,111000.0,3752
Gadchiroli,2020,Aheri,1415000.0,322000.0,1737000.0,0.0,0.0,1737000.0,3995000.0,11260
Gadchiroli,2020,Sironcha,434000.0,0.0,434000.0,0.0,0.0,434000.0,2625000.0,19663
Gadchiroli,2021,Desaiganj,3988000.0,8875000.0,12863000.0,0.0,0.0,12863000.0,16566000.0,17257
Gadchiroli,2021,Rmori,599000.0,21000.0,620000.0,0.0,0.0,620000.0,11132000.0,25197
Gadchiroli,2021,Kurkheda,285000.0,35000.0,320000.0,0.0,0.0,320000.0,26549000.0,13547
Gadchiroli,2021,Korachi,99000.0,0.0,98000.0,0.0,0.0,98000.0,6375000.0,6694
Gadchiroli,2021,Dhanora,260000.0,0.0,260000.0,0.0,0.0,260000.0,7672000.0,10712
Gadchiroli,2021,Gadchiroli,7600000.0,3994000.0,11594000.0,0.0,0.0,11594000.0,22809000.0,29559
Gadchiroli,2021,Chomoshi,3331000.0,1022000.0,4353000.0,0.0,0.0,4353000.0,11395000.0,34623
Gadchiroli,2021,Mulchera,64000.0,180000.0,245000.0,0.0,0.0,245000.0,2128000.0,4777
Gadchiroli,2021,Etapalli,185000.0,0.0,186000.0,0.0,0.0,186000.0,4951000.0,8110
Gadchiroli,2021,Bhamragad,51000.0,0.0,51000.0,0.0,0.0,51000.0,323000.0,3972
Gadchiroli,2021,Aheri,720000.0,316000.0,1037000.0,0.0,0.0,1037000.0,6144000.0,11690
Gadchiroli,2021,Sironcha,438000.0,2543000.0,2980000.0,0.0,0.0,2980000.0,2678000.0,19083
Gondia,2012,Tiroda,2175000.0,428000.0,2603000.0,0.0,0.0,2603000.0,7541000.0,7305
