District,Year,"Receipts and Loans
","From Commercial Activities
",Government Subsidies,"Other Sources
",Rents and Taxes,"Revenue
",Administration (Establishment),Administration (Others),Construction,Drainage and Sewage,Education,Expenditure on Weak Sectors,Others,Public Health,Public Lighting,Public Security,Special Expenses and Loans,Tax Recovery,Transportation,Water Supply,Expenditure,Social Services,Economic Services,Non-Developmental
Gadchiroli,2012,43120000.0,,215563000.0,10496000.0,35266000.0,304445000.0,27036000.0,18394000.0,99466000.0,88400000.0,22633000.0,765000.0,35100000.0,11935000.0,8152000.0,1481000.0,1300000.0,2529000.0,,11935000.0,329126000.0,47268000.00000001,196018000.0,85839999.99999999
Gadchiroli,2013,55736000.0,,371599000.0,24829000.0,33152000.0,485316000.0,30884000.0,25183000.0,88133000.0,74700000.0,30076000.0,952000.0,49174000.0,16535000.0,9741000.0,1513000.0,1095000.0,2104000.0,,11895000.0,341985000.0,59458000.00000001,172574000.0,109953000.0
Gadchiroli,2014,56067999.99999999,,269683000.0,31252000.0,36791000.0,393794000.0,29049000.0,53161000.0,205309000.0,1800000.0,22215000.0,6731000.0,76988000.0,18908000.0,7209000.0,1098000.0,690000.0,240000.0,,8205000.0,431603000.0,56059000.0,214318000.0,161226000.0
Gadchiroli,2015,66164000.0,,409176000.0,75853000.0,23930000.0,575123000.0,57557000.00000001,12449000.0,118401000.0,,33830000.0,1324000.0,142700000.0,7313000.0,10361000.0,132000.0,552000.0,334000.0,,23555000.0,408508000.0,66022000.0,128762000.0,213724000.0
Gadchiroli,2016,245652000.0,,360513000.0,129849000.0,63842999.99999999,799857000.0,34830000.0,12341000.0,230963000.0,,29171000.0,149000.0,377850000.0,32392000.0,12938000.0,434999.9999999999,,2155000.0,,18823000.0,752047000.0,80535000.0,243901000.0,427611000.0000001
Gadchiroli,2017,192347000.0,,531989000.0000001,137258000.0,65057000.00000001,926651000.0,34003000.0,15800000.0,161444000.0,,37815000.0,1730000.0,336407000.0,29966000.0,18749000.0,1722000.0,312000.0,2104000.0,,30599000.0,670651000.0,100110000.0,180193000.0,390348000.0
Gadchiroli,2018,180828000.0,,841775000.0,120852000.0,56408000.00000001,1199863000.0,66655999.99999999,17433000.0,127585000.0,1296000.0,41255000.0,1900000.0,636926000.0,13358000.0,10713000.0,233000.0,256000.0,200000.0,,26005000.0,943816000.0,82518000.0,139594000.0,721704000.0000001
Gadchiroli,2019,547700000.0,,723106000.0,176140000.0,32229000.0,1479175000.0,79992000.0,25602000.0,197082000.0,287000.0,56500000.0,900000.0,1112485000.0,12800000.0,5700000.0,200000.0,1000000.0,200000.0,,22813000.0,1515561000.0,93013000.0,203069000.0,1219479000.0
Gadchiroli,2020,459330000.0,,802734000.0,203788000.0,41283000.0,1507135000.0,111833000.0,31533000.0,352746000.0,21092000.0,64896000.0,1547000.0,798134000.0,26800000.0,8100000.0,100000.0,,215000.0,,28323000.0,1445319000.0,121566000.0,381938000.0,941815000.0
Gadchiroli,2021,345016000.0,28780000.0,1202852000.0,198697000.0,98136000.0,1873481000.0,76898000.0,25906000.0,492309000.0,380647000.0,54789000.0,2237000.0,650938000.0,67549000.0,25678000.0,3456000.0,,5771000.0,,42518000.0,1828696000.0,167093000.0,898634000.0,762969000.0
Gondia,2012,306000.0,,1213347000.0,40512000.0,64064000.0,1318229000.0,144246000.0,5279000.0,252995000.0,49306000.0,60879000.0,669000.0,853745999.9999999,2713000.0,8488000.0,5083000.0,,4048000.0,,5770000.0,1393222000.0,70031000.0,310789000.0,1012402000.0
Gondia,2013,355000.0,,327104000.0,1088504000.0,4130000.0,1420093000.0,74646000.0,2210000.0,182916000.0,8188000.0,64491000.0,2703000.0,1181376000.0,2336000.0,6128000.0,5081000.0,,5403000.0,,9142000.0,1544620000.0,78671999.99999999,197232000.0,1268716000.0
Gondia,2014,479000.0,,360297000.0,1925330000.0,86571000.0,2372677000.0,372598000.0,24046000.0,77948000.0,9703000.0,76270000.0,936000.0,1681610000.0,18131000.0,6768000.000000001,4684000.0,,3400000.0,,7876000.000000001,2283970000.0,103213000.0,94419000.0,2086338000.0
Gondia,2015,190000.0,,360628000.0,1406821000.0,49229000.0,1816868000.0,192738000.0,26353000.0,177442000.0,10860000.0,80400000.0,916000.0,1111247000.0,90228000.0,4293000.0,5645000.0,,3700000.0,,9760000.0,1713582000.0,181304000.0,192595000.0,1339683000.0
Gondia,2016,175000.0,,439525000.0,1038599000.0,44517000.0,1522816000.0,200257000.0,98277000.0,175207000.0,5213000.0,117070000.0,,453218999.9999999,101608000.0,3790000.0,544000.0,,381000.0,,5621000.0,1161187000.0,224299000.0,184210000.0,752678000.0
Gondia,2017,25600000.0,,591453000.0,170496000.0,96875000.0,884425000.0,149441000.0,32064000.0,138174000.0,11967000.0,32361000.0,645000.0,447705000.0,71046000.0,6889000.0,5392000.0,,3488000.0,,16861000.0,916033000.0,120913000.0,157030000.0,638090000.0
Gondia,2018,45286000.0,,1147406000.0,175689000.0,83601000.0,1451982000.0,293828000.0,11831000.0,225970000.0,8665000.0,11696000.0,163000.0,704121000.0,8377000.0,6530000.0,531000.0,,242000.0,,19268000.0,1291222000.0,39504000.0,241165000.0,1010553000.0
Gondia,2019,115932000.0,11933000.0,988659000.0,141132000.0,73982000.0,1331638000.0,89604000.0,100755000.0,347808000.0,9042000.0,33750000.0,1601000.0,616302000.0,93760000.0,12906000.0,4655000.0,15287000.0,7492000.0,,18745000.0,1351707000.0,147856000.0,369756000.0,834095000.0000001
Gondia,2020,28232000.0,12279000.0,784503000.0,188025000.0,76648000.0,1089687000.0,67873000.0,105036000.0,214053000.0,17544000.0,15997000.0,2340000.0,568397000.0,108772000.0,12181000.0,4719000.0,4590000.0,8150000.0,,42307000.0,1171959000.0,169416000.0,243778000.0,758765000.0
Gondia,2021,40318000.0,9497000.0,1237431000.0,364349000.0,63421000.0,1715016000.0,157073000.0,133255000.0,208112000.0,21331000.0,39478000.0,16504000.0,638540000.0,142525000.0,13268000.0,4878000.0,341000.0,10931000.0,,34377000.0,1420613000.0,232884000.0,242711000.0,945018000.0
Hingoli,2012,78000.0,9151000.0,301196000.0,8205000.0,51203000.0,369833000.0,976000.0,62098000.0,106871000.0,,1493000.0,4238000.0,20605000.0,49946000.0,15828000.0,37243000.0,2352000.0,,,267190000.0,568840000.0,322867000.0,122699000.0,123274000.0
Hingoli,2013,10179000.0,7651000.000000001,383166000.0,24418000.0,32370000.0,457784000.0,47445000.0,16559000.0,58504000.0,1126000.0,1897000.0,71063000.0,80892000.0,28189000.0,9272000.0,2696000.0,525000.0,2526000.0,,111331000.0,432025000.0,212480000.0,68902000.0,150643000.0
Hingoli,2014,1404000.0,6412000.0,313640000.0,12347000.0,45354000.0,379157000.0,68260000.0,5748000.0,110234000.0,1012000.0,2564000.0,1202000.0,170268000.0,9240000.0,6709999.999999999,457000.0,,9129000.0,,112507000.0,497331000.0000001,125513000.0,117956000.0,253862000.0
Hingoli,2015,1250000.0,7755000.0,399293000.0,18110000.0,43581000.0,469989000.0000001,78517000.0,8756000.0,195793000.0,795000.0,1816000.0,,124177000.0,20207000.0,6656999.999999999,968000.0,,7079000.000000001,552000.0,74581000.0,519897999.9999999,96604000.0,203797000.0,219497000.0
Hingoli,2016,2872000.0,6185000.0,678420000.0,14658000.0,53959000.0,756094000.0,44177000.0,28055000.0,57735000.0,877000.0,1363000.0,,43674000.0,135370000.0,4915000.0,4165000.0,,16164000.0,409999.9999999999,19063000.0,355968000.0,155796000.0,63937000.0,136235000.0
Hingoli,2017,3207000.0,15766000.0,431977000.0000001,3360000.0,82212000.0,536522000.0,103244000.0,2996000.0,192133000.0,147350000.0,17169000.0,,116754000.0,116836000.0,15875000.0,1434000.0,,6815000.000000001,1776000.0,92739000.0,815121000.0,226744000.0,357134000.0,231243000.0
Hingoli,2018,44494000.0,9104000.0,1141731000.0,9367000.0,45341000.0,1250037000.0,133972000.0,13292000.0,197115000.0,480950000.0,261000.0,51786000.0,7681000.0,25128000.0,23193000.0,1553000.0,200000.0,2227000.0,,35013000.0,972370999.9999999,112188000.0,701258000.0,158925000.0
Hingoli,2019,20537000.0,7080000.0,1297308000.0,47498000.0,59945000.00000001,1432368000.0,159449000.0,13930000.0,887349000.0,225133000.0,233000.0,8079000.000000001,20560000.0,46216000.0,48663000.0,3910000.0,168000.0,1324000.0,,22826000.0,1437840000.0,77354000.0,1161145000.0,199341000.0
Hingoli,2020,8255000.0,39797000.0,836736000.0,16307000.0,65342999.99999999,966437999.9999999,140652000.0,5232000.0,350674000.0,22239000.0,503000.0,6343000.0,529082000.0,3550000.0,5452000.0,2152000.0,1450000.0,7945999.999999999,150000.0,17417000.0,1092842000.0,27813000.0,378514999.9999999,686514000.0
Hingoli,2021,2000000.0,18373000.0,442949000.0,29915000.0,43383000.0,536620000.0,132050000.0,9128000.0,256763000.0,59537000.0,80000.0,2761000.0,120321000.0,3211000.0,8333000.0,100000.0,60109000.0,1040000.0,350000.0,20606000.0,674389000.0,26658000.0,324983000.0,322748000.0
Jalgaon,2009,90600000.0,3700000.0,682500000.0,83400000.0,365800000.0,1226000000.0,48500000.0,58700000.0,74000000.0,129600000.0,64300000.0,17800000.0,481400000.0,104800000.0,28100000.0,31200000.0,40600000.0,48700000.0,,113800000.0,1241500000.0,300700000.0,231700000.0,709100000.0
Jalgaon,2010,61407000.00000001,14072000.0,968464000.0,114165000.0,358125000.0,1516233000.0,79632000.0,43594000.0,99626000.0,170508000.0,94045000.0,61213000.0,377366000.0,139512000.0,32002000.0,11212000.0,19944000.0,62692999.99999999,2261000.0,142799000.0,1336467000.0,437568999.9999999,304397000.0,594441000.0
Jalgaon,2011,89936000.0,40825000.0,1752108000.0,174358000.0,371280000.0,2428507000.0,480827000.0000001,50531000.0,340607000.0,86063000.0,11009000.0,8939000.0,885726000.0,102350000.0,39853000.0,13742000.0,21157000.0,48033000.0,,152583000.0,2241420000.0,274881000.0,466522999.9999999,1500016000.0
Jalgaon,2012,47722000.0,48452000.0,1459738000.0,286447000.0,345316000.0,2187674000.0,507330000.0,132649000.0,271672000.0,16710000.0,39374000.0,7686000.0,755402000.0,231799000.0,71993000.0,14105000.0,23135000.0,37899000.0,3749000.0,115379000.0,2228883000.0,394237999.9999999,364123999.9999999,1470520000.0
Jalgaon,2013,47722000.0,48452000.0,1459738000.0,286447000.0,345316000.0,2187674000.0,498585000.0000001,136725000.0,186843000.0,11607000.0,29430000.0,5524000.0,737985000.0,153534000.0,37723000.0,14030000.0,87035000.0,106243000.0,,120131000.0,2125395000.0,308618999.9999999,236173000.0,1580603000.0
Jalgaon,2014,93389000.0,44982000.0,1352528000.0,208787000.0,381831000.0,1973081000.0,598350000.0,113998000.0,176806000.0,15142000.0,12314000.0,8530000.0,622781000.0,67531000.0,31663000.0,71686000.0,87288000.0,60559000.0,,117063000.0,1983711000.0,205438000.0,223611000.0,1554662000.0
Jalgaon,2015,60130999.99999999,30106000.0,1376129000.0,277367000.0,326204000.0,2069937000.0,659746000.0,40544000.0,446802000.0000001,13712000.0,12883000.0,3250000.0,648513000.0,118882000.0,21427000.0,5890000.0,84594000.0,41923000.0,,86580000.0,2148746000.0,221595000.0,481941000.0000001,1481210000.0
Jalgaon,2016,69600000.0,33310000.0,2362410000.0,250495000.0,312419000.0,328234000.0,589326000.0,377616000.0,195106000.0,114946000.0,11654000.0,4022000.0,1720010000.0,233667000.0,53539000.0,36598000.0,71150000.0,35771000.0,,155148000.0,3598553000.0,404491000.0000001,363591000.0,2830471000.0
Jalgaon,2017,87370000.0,57424000.0,1796359000.0,696941000.0,606535000.0,3244629000.0,843804000.0000001,40008000.0,577842000.0,240750000.0,31044000.0,18173000.0,1205905000.0,142068000.0,56063000.0,59838000.0,91324000.0,35146000.0,,184450000.0,3526414000.0,375735000.0,874654999.9999999,2276025000.0
Jalgaon,2018,176969000.0,48244000.0,2482776000.0,945816000.0,531382000.0,4185188000.0,1075565000.0,91435000.0,876523000.0,106811000.0,27090000.0,7394000.0,1465862000.0,279388000.0,36311000.0,39500000.0,18632000.0,35214000.0,,168783000.0,4228508000.0,482655000.0,1019645000.0,2726208000.0
Jalgaon,2019,140176000.0,44268000.0,2803580000.0,546496000.0,831482000.0,4366002000.0,1363041000.0,222292000.0,885596999.9999999,817550000.0,24567000.0,9261000.0,1266690000.0,158769000.0,25785000.0,39051000.0,43535000.0,50310000.0,,469934000.0,5376382000.0,662531000.0,1728932000.0,2984919000.0
Jalgaon,2020,187337000.0,57258000.00000001,2932792000.0,187337000.0,648583000.0,4013307000.0,225633000.0,5535000.0,721248000.0,1000000.0,56207000.00000001,720000.0,15398000.0,46398000.0,14223000.0,5834000.0,,6722000.0,,86065000.0,1184983000.0,189390000.0,736470999.9999999,259122000.0
Jalna,2013,4690000.0,47483000.0,783413000.0,69028000.0,348645000.0,1253259000.0,202693000.0,3350000.0,466045000.0,43736000.0,57464000.0,236000.0,557091000.0,88874000.0,20849000.0,10426000.0,,3895000.0,,60676000.0,1515335000.0,207250000.0,530629999.9999999,777455000.0
Jalna,2014,,46231000.0,940264000.0,63213000.0,271275000.0,1320983000.0,370334000.0,55459000.0,257550000.0,7600000.0,106460000.0,18300000.0,249359000.0,133800000.0,39700000.0,9342000.0,5000000.0,13550000.0,,146460000.0,1412914000.0,405020000.0,304850000.0,703044000.0
Jalna,2015,278000.0,114033000.0,1095228000.0,37079000.0,645756000.0,1892374000.0,330662000.0,4552000.0,172070000.0,2345000.0,16300000.0,12974000.0,345779000.0,18852000.0,16639000.0,1149000.0,15000000.0,6090000.0,,19589000.0,959125000.0,67715000.0,191054000.0,703232000.0
Jalna,2016,8000000.0,,926441000.0,22116000.0,404303000.0,1360860000.0,40405000.0,,103744000.0,16603000.0,62900000.0,6042000.0,1043635000.0,51515000.0,13460000.0,29008000.0,3538000.0,4921000.0,,44466000.0,1420237000.0,164923000.0,133807000.0,1121507000.0
Jalna,2017,130000000.0,1034000.0,596504000.0,64089000.0,405287000.0,1196914000.0,376275000.0,18292000.0,133769000.0,48853000.0,200000.0,181000.0,737911000.0,16364000.0,20373000.0,6502000.0,,5595000.0,,16880000.0,1381195000.0,33625000.0,202995000.0,1144575000.0
Jalna,2018,2244000.0,21563000.0,1029705000.0,63262000.0,445813000.0,1562587000.0,45674000.0,384055000.0,225784000.0,78779000.0,285000.0,1121000.0,557095000.0,80000.0,23773000.0,15511000.0,1016000.0,5581000.0,,22890000.0,1361644000.0,24376000.0,328336000.0,1008932000.0
Jalna,2019,2244000.0,10096000.0,1109732000.0,36523000.0,386750000.0,1545345000.0,452968000.0,14549000.0,219215000.0,72797000.0,173000.0,423000.0000000001,538940000.0,16287000.0,16663000.0,15117000.0,138000.0,6350000.0,,25848000.0,1379468000.0,42731000.00000001,308675000.0,1028062000.0
Jalna,2020,,17539000.0,804369000.0,9236000.0,455117000.0,1286261000.0,493345000.0,40000.0,307060000.0,83815000.0,21602000.0,1357000.0,457963000.0,19390000.0,23929000.0,4367000.0,40691000.0,639000.0,,32721000.0,1486919000.0,75070000.0,414804000.0,997044999.9999999
Jalna,2021,2515000.0,20405000.0,783167000.0,10930000.0,541081000.0,1358098000.0,496500000.0,170500000.0,472400000.0,20000000.0,59200000.0,7500000.0,643300000.0,92100000.0,33900000.0,4900000.0,93500000.0,10800000.0,7900000.0,148400000.0,2261000000.0,307200000.0,534200000.0,1419500000.0
Kolhapur,2012,68400000.0,41200000.0,831800000.0,1163400000.0,148800000.0,2253600000.0,671900000.0,199300000.0,213000000.0,29400000.0,91300000.0,9300000.0,891900000.0,134800000.0,44100000.0,6900000.0,266400000.0,9600000.0,7900000.0,192400000.0,2768300000.0,427800000.0,294400000.0,2046000000.0
Kolhapur,2013,351200000.0,108500000.0,1754000000.0,775200000.0,174100000.0,3163000000.0,590400000.0,301700000.0,302800000.0,37700000.0,84100000.0,9100000.0,979300000.0,135300000.0,44900000.0,8600000.0,54800000.0,6700000.0,4700000.0,383600000.0,2943600000.0,612100000.0,390100000.0,1941500000.0
Kolhapur,2014,423500000.0,93400000.0,2070900000.0,256400000.0,319200000.0,3163400000.0,235000000.0,286800000.0,586300000.0,277600000.0,110800000.0,6200000.0,762100000.0,435500000.0,60800000.0,8600000.0,129800000.0,12300000.0,6500000.0,277800000.0,3196100000.0,830300000.0,931200000.0,1434600000.0
Kolhapur,2015,395300000.0,91300000.0,1851100000.0,343600000.0,380600000.0,3061900000.0,654400000.0,141500000.0,459200000.0,196700000.0,70200000.0,3300000.0,937800000.0,124300000.0,54100000.0,9000000.0,61700000.0,11100000.0,400000.0,323300000.0,3047000000.0,521100000.0,710400000.0,1815500000.0
Kolhapur,2016,119400000.0,47500000.0,1674100000.0,1815200000.0,207800000.0,3864000000.0,957400000.0,8400000.0,754900000.0,52300000.0,79000000.0,16400000.0,1251400000.0,95100000.0,60900000.0,5900000.0,75700000.0,21500000.0,900000.0,298400000.0,,488900000.0,869000000.0,2320300000.0
Kolhapur,2017,105600000.0,177600000.0,2685100000.0,670900000.0,432900000.0,4072100000.0,889600000.0,24700000.0,465500000.0,126100000.0,116200000.0,22000000.0,1207500000.0,262700000.0,141900000.0,16600000.0,127600000.0,105400000.0,500000.0,253200000.0,7437700000.0,654100000.0,734000000.0,2371400000.0
Kolhapur,2018,320400000.0,58300000.0,3272800000.0,441400000.0,523600000.0,4616600000.0,1084300000.0,43400000.0,954300000.0,71600000.0,92600000.0,14000000.0,875900000.0,315100000.0,40600000.0,14800000.0,149200000.0,66200000.0,,261900000.0,3983800000.0,683600000.0,1066500000.0,2233800000.0
Kolhapur,2019,533300000.0,145800000.0,3150300000.0,603400000.0,447800000.0,4880700000.0,1252100000.0,70700000.0,1210200000.0,39200000.0,40100000.0,21800000.0,2356000000.0,332200000.0,190600000.0,25400000.0,192900000.0,381200000.0,,158900000.0,6271400000.0,553000000.0,1440000000.0,4278300000.0
Kolhapur,2020,478300000.0,86100000.0,2878200000.0,1727700000.0,452300000.0,5622700000.0,1448400000.0,84900000.0,1096400000.0,82200000.0,25000000.0,16900000.0,1460100000.0,428500000.0,187300000.0,118600000.0,189700000.0,120600000.0,1300000.0,140600000.0,5400500000.0,611000000.0,1367200000.0,3422300000.0
Kolhapur,2021,424800000.0,75200000.0,3263200000.0,1359500000.0,542100000.0,5664700000.0,86288000.0,,102329000.0,62919000.00000001,3208000.0,10514000.0,37659000.0,170000.0,,,37277000.0,,,56580999.99999999,656684000.0,70472999.99999999,165248000.0,161224000.0
Latur,2012,48954000.0,4144000.0,399150000.0,11076000.0,87425000.0,550749000.0,91728000.0,6979000.000000001,416730000.0,1645000.0,331000.0,361000.0,257822000.0,64049000.0,15086000.0,2334000.0,3726000.0,6755000.0,,46841000.0,914387000.0000001,111582000.0,433460999.9999999,369344000.0000001
Latur,2013,14083000.0,2465000.0,859735000.0,173821000.0,63428000.0,1113532000.0,137083000.0,8459000.0,690425000.0,5750000.0,88000.0,1449000.0,28692000.0,7194000.0,24367000.0,18072000.0,102393000.0,8774000.0,,54389000.0,1087135000.0,63120000.00000001,720542000.0,303472999.9999999
Latur,2014,40165000.0,5965000.0,672437000.0,58476000.0,94243000.0,871286000.0,89247000.0,27289000.0,128364000.0,217000.0,165000.0,971000.0000000001,528092000.0,50089000.0,9579000.0,2546000.0,4721000.0,9766000.0,,38259000.0,889304999.9999999,89483999.99999999,138160000.0,661661000.0
Latur,2015,3185000.0,40911000.0,476632000.0,217497000.0,162988000.0,901212999.9999999,177219000.0,4262000.0,126571000.0,953999.9999999999,172000.0,475000.0,432624000.0,32693000.0,3818000.0,1694000.0,3585000.0,4978000.0,,31607000.0,820652000.0,64947000.0,131343000.0,624361999.9999999
Latur,2016,,26911000.0,358270000.0,328355000.0,90625000.0,804161000.0,125491000.0,51037000.0,70690000.0,86818000.0,,1808000.0,114046000.0,80787000.0,17500000.0,7070000.0,2896000.0,4360000.0,,28953000.0,591456000.0,111548000.0,175008000.0,304900000.0
Latur,2017,5368000.0,10194000.0,782063000.0,312280000.0,81128000.0,1191033000.0,193840000.0,17334000.0,84594000.0,23675000.0,10000.0,2239000.0,870610000.0,28172000.0,24491000.0,6652000.0,77483000.0,5310000.0,,183833000.0,1518243000.0,214254000.0,132760000.0,1171229000.0
Latur,2018,14403000.0,5998000.0,933570999.9999999,338870000.0,47131000.0,1608912000.0,188288000.0,7579000.000000001,201825000.0,30316000.0,20000.0,1062000.0,1455846000.0,32348000.0,18717000.0,5789000.0,92231000.0,8013000.0,,205932000.0,2247966000.0,239362000.0,250858000.0,1757746000.0
Latur,2019,116891000.0,7168000.000000001,1759901000.0,333611000.0,36688000.0,2254259000.0,193889000.0,51615000.0,546383000.0,14000.0,40000.0,767000.0,848564000.0,102578000.0,18465000.0,4272000.0,1000000.0,7439000.0,,369194000.0,2144220000.0,472579000.0,564862000.0,1106779000.0
Latur,2020,39461000.0,10643000.0,1280824000.0,807264000.0,46588000.0,2184780000.0,326767000.0,9827000.0,525685000.0000001,54687000.0,95000.0,1292000.0,522797000.0,36966000.0,28269000.0,4416000.0,134803000.0,14646000.0,,153846000.0,1814096000.0,192199000.0,608641000.0,1013256000.0
Latur,2021,38250000.0,11300000.0,1282053000.0,265967000.0,65462000.0,1663032000.0,,,,,,,,,,,,,,,,,,
Mumbai,2020,,,,,,,191000000.0,62700000.0,137900000.0,16100000.0,84300000.0,63400000.0,612900000.0,78800000.0,23700000.0,7300000.0,62300000.0,29600000.0,,60100000.0,1430100000.0,286600000.0,177700000.0,965800000.0
Mumbai,2021,,,,,,,240700000.0,52300000.0,62100000.0,16100000.0,138800000.0,9800000.0,872400000.0,96700000.0,28200000.0,6200000.0,99700000.0,19300000.0,,54200000.0,1696500000.0,299500000.0,106400000.0,1290600000.0
Nagpur,2012,166700000.0,24100000.0,1028700000.0,160000000.0,164000000.0,1543500000.0,294800000.0,44800000.0,122100000.0,24600000.0,85200000.0,17100000.0,1121900000.0,72700000.0,22900000.0,37300000.0,84900000.0,17900000.0,,62500000.0,2008700000.0,237500000.0,169600000.0,1601600000.0
Nagpur,2013,173600000.0,12600000.0,1386100000.0,220800000.0,247400000.0,2040300000.0,368100000.0,64300000.0,471200000.0,17900000.0,112900000.0,16400000.0,567000000.0,85900000.0,30700000.0,6200000.0,34100000.0,18700000.0,,75600000.0,1869000000.0,290800000.0,519800000.0,1058400000.0
Nagpur,2014,80200000.0,21000000.0,1460000000.0,220800000.0,150300000.0,1932300000.0,431800000.0,148300000.0,374700000.0,29200000.0,100000000.0,19900000.0,578200000.0,63900000.0,26200000.0,6400000.0,8100000.0,16000000.0,,86600000.0,1889300000.0,270400000.0,430100000.0,1188800000.0
Nagpur,2015,157800000.0,25300000.0,1023900000.0,542300000.0,149100000.0,1898400000.0,445300000.0,39800000.0,509400000.0,63700000.0,157000000.0,62400000.0,752200000.0,85200000.0,35500000.0,10100000.0,14500000.0,17700000.0,,104500000.0,2297300000.0,409100000.0,608600000.0,1279600000.0
Nagpur,2016,129100000.0,27600000.0,1693300000.0,435900000.0,119300000.0,2405200000.0,684400000.0,110600000.0,1240000000.0,31400000.0,25800000.0,26000000.0,909200000.0,107400000.0,47300000.0,5000000.0,153100000.0,5900000.0,800000.0,101600000.0,3448500000.0,260800000.0,1319500000.0,1868200000.0
Nagpur,2017,165000000.0,46600000.0,1637000000.0,455000000.0,141300000.0,2444900000.0,588600000.0,86600000.0,1203000000.0,61200000.0,90000000.0,25700000.0,1167900000.0,146000000.0,38200000.0,14300000.0,74500000.0,15100000.0,,155100000.0,3666200000.0,416800000.0,1302400000.0,1947000000.0
Nagpur,2018,253300000.0,53400000.0,2458800000.0,958800000.0,208400000.0,3932700000.0,762200000.0,563500000.0,738100000.0,46800000.0,139100000.0,47700000.0,836300000.0,159300000.0,44800000.0,31200000.0,30700000.0,18500000.0,,135000000.0,3553200000.0,481100000.0,829700000.0,2242400000.0
Nagpur,2019,194100000.0,23700000.0,3079500000.0,280700000.0,220600000.0,3798600000.0,791000000.0,588900000.0,949900000.0,174600000.0,114100000.0,22700000.0,742400000.0,188000000.0,77100000.0,34400000.0,43800000.0,28800000.0,29600000.0,192900000.0,3978200000.0,517700000.0,1231200000.0,2229300000.0
Nagpur,2020,192200000.0,40500000.0,2146300000.0,625500000.0,211300000.0,3215800000.0,132692000.0,17708000.0,549603000.0,4060000.0,7620000.0,334000.0,334579000.0,115619000.0,22944000.0,4134000.0,696000.0,8792000.0,,36118000.0,1234898000.0,159691000.0,576607000.0,498601000.0
Nagpur,2021,154200000.0,19900000.0,1986700000.0,516400000.0,360600000.0,3037800000.0,132400000.0,20010000.0,757200000.0,5651000.0,12218000.0,434999.9999999999,759177000.0,203161000.0,23629000.0,5795000.0,705000.0,147575000.0,,37060000.0,2105016000.0,252874000.0,786480000.0,1065662000.0
Nanded,2014,2185000.0,44670000.0,1113783000.0,641878000.0,70492000.0,1873008000.0,205100000.0,37590000.0,536500000.0,46650000.0,10047000.0,2533000.0,265894000.0,8383000.0,73359000.0,19160000.0,171981000.0,94602000.0,,169948000.0,1641842000.0,190911000.0,656509000.0,794327000.0
Nanded,2015,23566000.0,8885000.0,1414769000.0,824506000.0,147875000.0,2419601000.0,171510000.0,111730000.0,306935000.0,227509000.0,63179999.99999999,15473000.0,2642288000.0,85776000.0,353948000.0,21774000.0,238228000.0,28982000.0,821885000.0,20253000.0,668437000.0,184682000.0,1710277000.0,3214512000.0
Nanded,2016,46629000.0,20030000.0,1414769000.0,51216999.99999999,201398000.0,3003960000.0,152120000.0,104425000.0,357148000.0,349400000.0,10185000.0,97359000.0,87641000.0,,39573000.0,76250000.0,20401000.0,178543000.0,,144731000.0,1617776000.0,252275000.0,746120999.9999999,619380000.0
Nanded,2017,78144000.0,,1455104000.0,112554000.0,113966000.0,1759768000.0,2008000.0,,482864999.9999999,332527000.0,4926000.0,161460000.0,188978000.0,16905000.0,23451000.0,,130041000.0,227558000.0,,100005000.0,1670725000.0,283296000.0,838843000.0,548585000.0
Nanded,2018,112625000.0,,1181687000.0,140006000.0,122723000.0,1557041000.0,141000.0,317000.0,124755000.0,42999000.0,18338000.0,4812000.0,124828000.0,33651000.0,,2230000.0,4500000.0,98329000.0,,172036000.0,626936000.0,228837000.0,167754000.0,230345000.0
Nanded,2019,105135000.0,15257000.0,2002629000.0,101996000.0,96484000.0,2321499000.0,1533000.0,483000.0,465779000.0,321650000.0,256099000.0,109370000.0,281748000.0,5663000.0,44770000.0,65249000.0,71992000.0,334507000.0,,100633000.0,2059476000.0,471764999.9999999,832199000.0,755512000.0000001
Nanded,2020,112297000.0,65338000.0,2330941000.0,94034000.0,124703000.0,2727314000.0,,,,,1190000.0,,128859000.0,112544000.0,,,,,,,265554000.0,113734000.0,,128859000.0
Nanded,2021,52248000.0,12991000.0,1394915000.0,82844000.0,162689000.0,1705687000.0,,,,,877000.0,,139348000.0,96474000.0,,,,,,,261629000.0,97351000.0,,139348000.0
Nandurbar,2006,,59116999.99999999,123070000.0,72552000.0,,254739000.0,,,,,,,,,,,,,,,,,,
Nandurbar,2008,,78547000.0,118779000.0,66779999.99999999,,264106000.0,,,,,,,,,,,,,,,,,,
Nandurbar,2009,,,,,,,,,,,,,,,,,,,,,,,,
Nandurbar,2010,,,,,,,136094000.0,27478000.0,94134000.0,1068000.0,2603000.0,2109000.0,41293000.0,27060000.0,24111000.0,8558000.0,23417000.0,11822000.0,,33075000.0,432822000.0,64847000.0,119313000.0,248662000.0
Nandurbar,2011,,,,,,,161151000.0,7103000.0,100642000.0,20848000.0,3747000.0,4997000.0,69325000.0,17971000.0,21679000.0,3152000.0,25800000.0,11709000.0,,32217000.0,480341000.0,58931999.99999999,143169000.0,278240000.0
