Year,District,Taluka,Towns and cities where banks have offices,Classified Banks,Branch Offices of Classified Banks
2016,Nandurbar,Nandurbar,14.0,11,22.0
2016,Nandurbar,Navapur,9.0,5,9.0
2017,Nandurbar,Akkalkuva,5.0,5,10.0
2017,Nandurbar,Akrani,3.0,3,4.0
2017,Nandurbar,Taloda,5.0,5,10.0
2017,Nandurbar,Shahada,15.0,12,34.0
2017,Nandurbar,Nandurbar,14.0,15,35.0
2017,Nandurbar,Navapur,9.0,7,15.0
2018,Nandurbar,Akkalkuva,5.0,5,10.0
2018,Nandurbar,Akrani,3.0,3,4.0
2018,Nandurbar,Taloda,5.0,5,10.0
2018,Nandurbar,Shahada,14.0,12,31.0
2018,Nandurbar,Nandurbar,13.0,15,35.0
2018,Nandurbar,Navapur,8.0,7,15.0
2019,Nandurbar,Akkalkuva,5.0,5,10.0
2019,Nandurbar,Akrani,3.0,3,4.0
2019,Nandurbar,Taloda,5.0,5,10.0
2019,Nandurbar,Shahada,14.0,12,31.0
2019,Nandurbar,Nandurbar,13.0,15,35.0
2019,Nandurbar,Navapur,8.0,7,15.0
2020,Nandurbar,Akkalkuva,5.0,5,10.0
2020,Nandurbar,Akrani,3.0,3,4.0
2020,Nandurbar,Taloda,5.0,5,10.0
2020,Nandurbar,Shahada,14.0,12,31.0
2020,Nandurbar,Nandurbar,13.0,15,34.0
2020,Nandurbar,Navapur,8.0,7,15.0
2021,Nandurbar,Akkalkuva,5.0,5,10.0
2021,Nandurbar,Akrani,4.0,4,5.0
2021,Nandurbar,Taloda,5.0,5,10.0
2021,Nandurbar,Shahada,14.0,12,31.0
2021,Nandurbar,Nandurbar,13.0,14,36.0
2021,Nandurbar,Navapur,8.0,7,15.0
2012,Nashik,Surgana,7.0,3,3.0
2012,Nashik,Kalwan,22.0,3,10.0
2012,Nashik,Devala,16.0,3,4.0
2012,Nashik,Baglan,38.0,6,17.0
2012,Nashik,Malegaon,59.0,11,30.0
2012,Nashik,Nandgaon,24.0,8,14.0
2012,Nashik,Chandwad,22.0,2,8.0
2012,Nashik,Dindori,35.0,11,19.0
2012,Nashik,Peth,7.0,3,4.0
2012,Nashik,Trimbak,10.0,5,6.0
2012,Nashik,Nashik,193.0,38,146.0
2012,Nashik,Igatpuri,23.0,9,13.0
2012,Nashik,Sinner,43.0,13,23.0
2012,Nashik,Nifad,85.0,14,37.0
2012,Nashik,Yewala,25.0,8,13.0
2013,Nashik,Surgana,1.0,3,3.0
2013,Nashik,Kalwan,7.0,3,9.0
2013,Nashik,Devala,1.0,3,6.0
2013,Nashik,Baglan,9.0,9,24.0
2013,Nashik,Malegaon,4.0,13,32.0
2013,Nashik,Nandgaon,8.0,9,14.0
2013,Nashik,Chandwad,10.0,2,8.0
2013,Nashik,Dindori,13.0,13,24.0
2013,Nashik,Peth,3.0,3,5.0
2013,Nashik,Trimbak,3.0,6,9.0
2013,Nashik,Nashik,30.0,37,179.0
2013,Nashik,Igatpuri,7.0,9,15.0
2013,Nashik,Sinner,24.0,13,26.0
2013,Nashik,Nifad,15.0,15,47.0
2013,Nashik,Yewala,3.0,9,16.0
2014,Nashik,Surgana,1.0,3,4.0
2014,Nashik,Kalwan,7.0,3,9.0
2014,Nashik,Devala,1.0,3,6.0
2014,Nashik,Baglan,9.0,10,25.0
2014,Nashik,Malegaon,4.0,15,35.0
2014,Nashik,Nandgaon,8.0,9,14.0
2014,Nashik,Chandwad,10.0,3,9.0
2014,Nashik,Dindori,13.0,15,29.0
2014,Nashik,Peth,3.0,4,6.0
2014,Nashik,Trimbak,3.0,5,8.0
2014,Nashik,Nashik,30.0,38,199.0
2014,Nashik,Igatpuri,7.0,11,18.0
2014,Nashik,Sinner,24.0,17,27.0
2014,Nashik,Nifad,15.0,18,50.0
2014,Nashik,Yewala,3.0,9,16.0
2015,Nashik,Surgana,1.0,3,4.0
2015,Nashik,Kalwan,7.0,3,9.0
2015,Nashik,Devala,1.0,3,6.0
2015,Nashik,Baglan,9.0,10,25.0
2015,Nashik,Malegaon,4.0,15,35.0
2015,Nashik,Nandgaon,8.0,9,14.0
2015,Nashik,Chandwad,10.0,3,9.0
2015,Nashik,Dindori,13.0,15,29.0
2015,Nashik,Peth,3.0,4,6.0
2015,Nashik,Trimbak,3.0,5,8.0
2015,Nashik,Nashik,30.0,38,199.0
2015,Nashik,Igatpuri,7.0,11,18.0
2015,Nashik,Sinner,24.0,17,27.0
2015,Nashik,Nifad,15.0,18,50.0
2015,Nashik,Yewala,3.0,9,16.0
2016,Nashik,Surgana,1.0,3,4.0
2016,Nashik,Kalwan,7.0,3,9.0
2016,Nashik,Devala,1.0,3,6.0
2016,Nashik,Baglan,9.0,10,25.0
2016,Nashik,Malegaon,4.0,15,35.0
2016,Nashik,Nandgaon,8.0,9,14.0
2016,Nashik,Chandwad,10.0,3,9.0
2016,Nashik,Dindori,13.0,15,29.0
2016,Nashik,Peth,3.0,4,6.0
2016,Nashik,Trimbak,3.0,5,8.0
2016,Nashik,Nashik,30.0,38,199.0
2016,Nashik,Igatpuri,7.0,11,18.0
2016,Nashik,Sinner,24.0,17,27.0
2016,Nashik,Nifad,15.0,18,50.0
2016,Nashik,Yewala,3.0,9,16.0
2017,Nashik,Surgana,4.0,3,4.0
2017,Nashik,Kalwan,11.0,5,11.0
2017,Nashik,Devala,12.0,4,8.0
2017,Nashik,Baglan,23.0,8,25.0
2017,Nashik,Malegaon,24.0,12,33.0
2017,Nashik,Nandgaon,8.0,7,14.0
2017,Nashik,Chandwad,14.0,4,10.0
2017,Nashik,Dindori,22.0,12,26.0
2017,Nashik,Peth,5.0,4,7.0
2017,Nashik,Trimbak,4.0,4,7.0
2017,Nashik,Nashik,17.0,21,162.0
2017,Nashik,Igatpuri,10.0,8,14.0
2017,Nashik,Sinner,25.0,13,27.0
2017,Nashik,Nifad,28.0,13,46.0
2017,Nashik,Yewala,11.0,5,12.0
2018,Nashik,Surgana,4.0,3,8.0
2018,Nashik,Kalwan,11.0,5,25.0
2018,Nashik,Devala,12.0,4,24.0
2018,Nashik,Baglan,23.0,8,53.0
2018,Nashik,Malegaon,24.0,12,70.0
2018,Nashik,Nandgaon,8.0,7,27.0
2018,Nashik,Chandwad,14.0,4,24.0
2018,Nashik,Dindori,22.0,12,46.0
2018,Nashik,Peth,5.0,4,9.0
2018,Nashik,Trimbak,4.0,4,29.0
2018,Nashik,Nashik,17.0,21,280.0
2018,Nashik,Igatpuri,10.0,8,30.0
2018,Nashik,Sinner,25.0,13,48.0
2018,Nashik,Nifad,28.0,13,124.0
2018,Nashik,Yewala,11.0,5,12.0
2019,Nashik,Surgana,4.0,3,9.0
2019,Nashik,Kalwan,11.0,5,25.0
2019,Nashik,Devala,12.0,4,25.0
2019,Nashik,Baglan,23.0,8,54.0
2019,Nashik,Malegaon,24.0,12,70.0
2019,Nashik,Nandgaon,8.0,7,27.0
2019,Nashik,Chandwad,14.0,4,24.0
2019,Nashik,Dindori,22.0,12,46.0
2019,Nashik,Peth,5.0,4,9.0
2019,Nashik,Trimbak,4.0,4,28.0
2019,Nashik,Nashik,17.0,21,276.0
2019,Nashik,Igatpuri,10.0,8,30.0
2019,Nashik,Sinner,25.0,13,47.0
2019,Nashik,Nifad,28.0,13,128.0
2019,Nashik,Yewala,11.0,5,13.0
2020,Nashik,Surgana,7.0,4,8.0
2020,Nashik,Kalwan,11.0,9,25.0
2020,Nashik,Devala,9.0,9,25.0
2020,Nashik,Baglan,23.0,14,54.0
2020,Nashik,Malegaon,33.0,19,70.0
2020,Nashik,Nandgaon,12.0,12,27.0
2020,Nashik,Chandwad,5.0,7,24.0
2020,Nashik,Dindori,21.0,16,46.0
2020,Nashik,Peth,3.0,5,9.0
2020,Nashik,Trimbak,6.0,9,28.0
2020,Nashik,Nashik,96.0,42,277.0
2020,Nashik,Igatpuri,10.0,16,30.0
2020,Nashik,Sinner,18.0,17,47.0
2020,Nashik,Nifad,37.0,24,128.0
2020,Nashik,Yewala,17.0,8,13.0
2021,Nashik,Surgana,7.0,4,8.0
2021,Nashik,Kalwan,11.0,9,25.0
2021,Nashik,Devala,9.0,9,25.0
2021,Nashik,Baglan,23.0,14,54.0
2021,Nashik,Malegaon,33.0,16,64.0
2021,Nashik,Nandgaon,12.0,11,27.0
2021,Nashik,Chandwad,5.0,5,22.0
2021,Nashik,Dindori,21.0,15,46.0
2021,Nashik,Peth,3.0,5,9.0
2021,Nashik,Trimbak,6.0,9,24.0
2021,Nashik,Nashik,96.0,36,295.0
2021,Nashik,Igatpuri,10.0,15,30.0
2021,Nashik,Sinner,18.0,15,45.0
2021,Nashik,Nifad,37.0,22,124.0
2021,Nashik,Yewala,17.0,8,13.0
2012,Dharashiv,Paranda,4.0,2,14.0
2012,Dharashiv,Bhum,5.0,3,16.0
2012,Dharashiv,Washi,4.0,3,11.0
2012,Dharashiv,Kalamb,5.0,3,22.0
2012,Dharashiv,Dharashiv,11.0,11,48.0
2012,Dharashiv,Tuljapur,5.0,3,28.0
2012,Dharashiv,Lohara,5.0,3,17.0
2012,Dharashiv,Umaraga,6.0,4,30.0
2013,Dharashiv,Paranda,4.0,2,14.0
2013,Dharashiv,Bhum,5.0,3,16.0
2013,Dharashiv,Washi,4.0,3,11.0
2013,Dharashiv,Kalamb,5.0,3,22.0
2013,Dharashiv,Dharashiv,11.0,11,48.0
2013,Dharashiv,Tuljapur,5.0,3,28.0
2013,Dharashiv,Lohara,5.0,3,17.0
2013,Dharashiv,Umaraga,6.0,4,30.0
2014,Dharashiv,Paranda,4.0,8,14.0
2014,Dharashiv,Bhum,5.0,7,16.0
2014,Dharashiv,Washi,4.0,6,11.0
2014,Dharashiv,Kalamb,5.0,13,22.0
2014,Dharashiv,Dharashiv,11.0,34,48.0
2014,Dharashiv,Tuljapur,5.0,13,28.0
2014,Dharashiv,Lohara,5.0,9,17.0
2014,Dharashiv,Umaraga,6.0,13,30.0
2015,Dharashiv,Paranda,4.0,8,14.0
2015,Dharashiv,Bhum,5.0,7,16.0
2015,Dharashiv,Washi,4.0,6,11.0
2015,Dharashiv,Kalamb,5.0,13,22.0
2015,Dharashiv,Dharashiv,11.0,34,48.0
2015,Dharashiv,Tuljapur,5.0,13,28.0
2015,Dharashiv,Lohara,5.0,9,17.0
2015,Dharashiv,Umaraga,6.0,13,30.0
2016,Dharashiv,Paranda,4.0,8,14.0
2016,Dharashiv,Bhum,5.0,7,16.0
2016,Dharashiv,Washi,4.0,6,11.0
2016,Dharashiv,Kalamb,5.0,13,22.0
2016,Dharashiv,Dharashiv,11.0,34,48.0
2016,Dharashiv,Tuljapur,5.0,13,28.0
2016,Dharashiv,Lohara,5.0,9,17.0
2016,Dharashiv,Umaraga,6.0,13,30.0
2017,Dharashiv,Paranda,10.0,5,17.0
2017,Dharashiv,Bhum,8.0,6,15.0
2017,Dharashiv,Washi,8.0,4,11.0
2017,Dharashiv,Kalamb,13.0,7,26.0
2017,Dharashiv,Dharashiv,20.0,18,50.0
2017,Dharashiv,Tuljapur,16.0,8,30.0
2017,Dharashiv,Lohara,10.0,5,18.0
2017,Dharashiv,Umaraga,17.0,7,31.0
2018,Dharashiv,Paranda,4.0,5,7.0
2018,Dharashiv,Bhum,4.0,6,7.0
2018,Dharashiv,Washi,5.0,3,6.0
2018,Dharashiv,Kalamb,9.0,5,13.0
2018,Dharashiv,Dharashiv,13.0,17,30.0
2018,Dharashiv,Tuljapur,10.0,7,14.0
2018,Dharashiv,Lohara,7.0,4,10.0
2018,Dharashiv,Umaraga,12.0,6,21.0
2019,Dharashiv,Paranda,5.0,4,8.0
2019,Dharashiv,Bhum,4.0,6,8.0
2019,Dharashiv,Washi,4.0,3,5.0
2019,Dharashiv,Kalamb,8.0,6,13.0
2019,Dharashiv,Dharashiv,11.0,17,33.0
2019,Dharashiv,Tuljapur,8.0,8,17.0
2019,Dharashiv,Lohara,5.0,3,7.0
2019,Dharashiv,Umaraga,12.0,8,22.0
2020,Dharashiv,Paranda,5.0,4,8.0
2020,Dharashiv,Bhum,4.0,6,8.0
2020,Dharashiv,Washi,4.0,3,5.0
2020,Dharashiv,Kalamb,8.0,6,13.0
2020,Dharashiv,Dharashiv,11.0,17,33.0
2020,Dharashiv,Tuljapur,8.0,8,17.0
2020,Dharashiv,Lohara,5.0,3,7.0
2020,Dharashiv,Umaraga,12.0,8,22.0
2021,Dharashiv,Paranda,5.0,4,8.0
2021,Dharashiv,Bhum,4.0,6,8.0
2021,Dharashiv,Washi,4.0,3,5.0
2021,Dharashiv,Kalamb,8.0,6,13.0
2021,Dharashiv,Dharashiv,11.0,18,34.0
2021,Dharashiv,Tuljapur,8.0,8,17.0
2021,Dharashiv,Lohara,5.0,3,7.0
2021,Dharashiv,Umaraga,12.0,8,22.0
2014,Palghar,Talasari,63.0,22,63.0
2014,Palghar,Dahanu,138.0,27,138.0
2014,Palghar,Vikramgad,37.0,16,37.0
2014,Palghar,Javhar,6.0,6,6.0
2014,Palghar,Mokhada,7.0,7,7.0
2014,Palghar,Wada,9.0,7,9.0
2014,Palghar,Palghar,5.0,5,5.0
2014,Palghar,Vasai,23.0,16,23.0
2015,Palghar,Talasari,63.0,22,63.0
2015,Palghar,Dahanu,138.0,27,138.0
2015,Palghar,Vikramgad,37.0,16,37.0
2015,Palghar,Javhar,6.0,6,6.0
2015,Palghar,Mokhada,7.0,7,7.0
2015,Palghar,Wada,9.0,7,9.0
2015,Palghar,Palghar,5.0,5,5.0
2015,Palghar,Vasai,23.0,16,23.0
2016,Palghar,Talasari,63.0,22,63.0
2016,Palghar,Dahanu,138.0,27,138.0
2016,Palghar,Vikramgad,37.0,16,37.0
2016,Palghar,Javhar,6.0,6,6.0
2016,Palghar,Mokhada,7.0,7,7.0
2016,Palghar,Wada,9.0,7,9.0
2016,Palghar,Palghar,5.0,5,5.0
2016,Palghar,Vasai,23.0,16,23.0
2017,Palghar,Talasari,8.0,3,8.0
2017,Palghar,Dahanu,36.0,8,36.0
2017,Palghar,Vikramgad,6.0,3,6.0
2017,Palghar,Javhar,5.0,3,5.0
2017,Palghar,Mokhada,8.0,4,8.0
2017,Palghar,Wada,22.0,6,22.0
2017,Palghar,Palghar,64.0,6,64.0
2017,Palghar,Vasai,148.0,11,148.0
2018,Palghar,Talasari,8.0,3,8.0
2018,Palghar,Dahanu,37.0,8,37.0
2018,Palghar,Vikramgad,6.0,3,6.0
2018,Palghar,Javhar,5.0,3,5.0
2018,Palghar,Mokhada,8.0,4,8.0
2018,Palghar,Wada,22.0,6,22.0
2018,Palghar,Palghar,67.0,6,67.0
2018,Palghar,Vasai,145.0,11,145.0
2019,Palghar,Talasari,8.0,4,8.0
2019,Palghar,Dahanu,37.0,8,37.0
2019,Palghar,Vikramgad,6.0,3,6.0
2019,Palghar,Javhar,5.0,3,5.0
2019,Palghar,Mokhada,8.0,4,8.0
2019,Palghar,Wada,22.0,6,22.0
2019,Palghar,Palghar,67.0,6,67.0
2019,Palghar,Vasai,145.0,11,145.0
2020,Palghar,Talasari,7.0,3,7.0
2020,Palghar,Dahanu,37.0,8,37.0
2020,Palghar,Vikramgad,5.0,3,5.0
2020,Palghar,Javhar,6.0,3,6.0
2020,Palghar,Mokhada,9.0,4,9.0
2020,Palghar,Wada,23.0,6,23.0
2020,Palghar,Palghar,71.0,6,71.0
2020,Palghar,Vasai,139.0,11,139.0
2021,Palghar,Talasari,7.0,5,7.0
2021,Palghar,Dahanu,31.0,14,31.0
2021,Palghar,Vikramgad,5.0,4,5.0
2021,Palghar,Javhar,6.0,4,6.0
2021,Palghar,Mokhada,5.0,4,5.0
2021,Palghar,Wada,14.0,10,14.0
2021,Palghar,Palghar,80.0,28,80.0
2021,Palghar,Vasai,152.0,27,152.0
2013,Parbhani,Selu,4.0,6,8.0
2013,Parbhani,Jintur,12.0,3,11.0
2013,Parbhani,Parbhani,12.0,18,36.0
2013,Parbhani,Manvat,3.0,5,5.0
2013,Parbhani,Pathari,5.0,4,4.0
2013,Parbhani,Sonpeth,7.0,3,6.0
2013,Parbhani,Gangakhed,5.0,6,9.0
2013,Parbhani,Palam,4.0,2,4.0
2013,Parbhani,Purna,6.0,4,10.0
2014,Parbhani,Selu,4.0,6,8.0
2014,Parbhani,Jintur,12.0,3,11.0
2014,Parbhani,Parbhani,12.0,18,36.0
2014,Parbhani,Manvat,3.0,5,5.0
2014,Parbhani,Pathari,5.0,4,4.0
2014,Parbhani,Sonpeth,7.0,3,6.0
2014,Parbhani,Gangakhed,5.0,6,9.0
2014,Parbhani,Palam,4.0,2,4.0
2014,Parbhani,Purna,6.0,4,10.0
2015,Parbhani,Selu,8.0,8,16.0
2015,Parbhani,Jintur,11.0,3,15.0
2015,Parbhani,Parbhani,16.0,21,56.0
2015,Parbhani,Manvat,7.0,6,13.0
2015,Parbhani,Pathari,5.0,5,9.0
2015,Parbhani,Sonpeth,5.0,4,10.0
2015,Parbhani,Gangakhed,6.0,7,14.0
2015,Parbhani,Palam,6.0,4,9.0
2015,Parbhani,Purna,10.0,5,18.0
2016,Parbhani,Selu,8.0,8,16.0
2016,Parbhani,Jintur,11.0,3,15.0
2016,Parbhani,Parbhani,16.0,21,56.0
2016,Parbhani,Manvat,7.0,6,13.0
2016,Parbhani,Pathari,5.0,5,9.0
2016,Parbhani,Sonpeth,5.0,4,10.0
2016,Parbhani,Gangakhed,6.0,7,14.0
2016,Parbhani,Palam,6.0,4,9.0
2016,Parbhani,Purna,10.0,5,18.0
2017,Parbhani,Selu,8.0,8,16.0
2017,Parbhani,Jintur,11.0,3,15.0
2017,Parbhani,Parbhani,16.0,21,56.0
2017,Parbhani,Manvat,7.0,6,13.0
2017,Parbhani,Pathari,5.0,5,9.0
2017,Parbhani,Sonpeth,4.0,3,9.0
2017,Parbhani,Gangakhed,6.0,7,14.0
2017,Parbhani,Palam,5.0,3,8.0
2017,Parbhani,Purna,9.0,4,17.0
2018,Parbhani,Selu,8.0,7,15.0
2018,Parbhani,Jintur,11.0,2,14.0
2018,Parbhani,Parbhani,16.0,19*,54.0
2018,Parbhani,Manvat,7.0,5,12.0
2018,Parbhani,Pathari,5.0,3,9.0
2018,Parbhani,Sonpeth,4.0,2,9.0
2018,Parbhani,Gangakhed,6.0,8,14.0
2018,Parbhani,Palam,5.0,2,8.0
2018,Parbhani,Purna,9.0,3,17.0
2019,Parbhani,Selu,8.0,7,15.0
2019,Parbhani,Jintur,11.0,2,14.0
2019,Parbhani,Parbhani,16.0,19,54.0
2019,Parbhani,Manvat,7.0,5,12.0
2019,Parbhani,Pathari,5.0,3,9.0
2019,Parbhani,Sonpeth,4.0,2,9.0
2019,Parbhani,Gangakhed,6.0,8,14.0
2019,Parbhani,Palam,5.0,2,8.0
2019,Parbhani,Purna,9.0,3,17.0
2020,Parbhani,Selu,8.0,7,15.0
2020,Parbhani,Jintur,11.0,2,14.0
2020,Parbhani,Parbhani,16.0,16,54.0
2020,Parbhani,Manvat,7.0,5,12.0
2020,Parbhani,Pathari,5.0,3,9.0
2020,Parbhani,Sonpeth,4.0,2,9.0
2020,Parbhani,Gangakhed,6.0,8,14.0
2020,Parbhani,Palam,5.0,2,8.0
2020,Parbhani,Purna,9.0,3,17.0
2021,Parbhani,Selu,8.0,7,10.0
2021,Parbhani,Jintur,11.0,2,10.0
2021,Parbhani,Parbhani,16.0,16,40.0
2021,Parbhani,Manvat,7.0,5,8.0
2021,Parbhani,Pathari,5.0,3,4.0
2021,Parbhani,Sonpeth,4.0,2,5.0
2021,Parbhani,Gangakhed,6.0,8,12.0
2021,Parbhani,Palam,5.0,2,4.0
2021,Parbhani,Purna,9.0,3,9.0
2012,Raigad,Uran,9.0,8,23.0
2012,Raigad,Panwel,16.0,25,101.0
2012,Raigad,Karjat,8.0,9,22.0
2012,Raigad,Khalapur,7.0,12,25.0
2012,Raigad,Pen,8.0,10,25.0
2012,Raigad,Alibag,15.0,15,34.0
2012,Raigad,Murud,5.0,4,10.0
2012,Raigad,Roha,10.0,6,17.0
2012,Raigad,Sudhagad,5.0,4,5.0
2012,Raigad,Mangaon,11.0,7,24.0
2012,Raigad,Tala,1.0,3,3.0
2012,Raigad,Shreevardhan,6.0,6,12.0
2012,Raigad,Mhasala,6.0,3,7.0
2012,Raigad,Mahad,8.0,6,13.0
2012,Raigad,Poladpur,4.0,4,7.0
2013,Raigad,Uran,12.0,11,27.0
2013,Raigad,Panwel,37.0,25,106.0
2013,Raigad,Karjat,10.0,12,22.0
2013,Raigad,Khalapur,9.0,12,22.0
2013,Raigad,Pen,10.0,13,25.0
2013,Raigad,Alibag,18.0,15,37.0
2013,Raigad,Murud,8.0,4,12.0
2013,Raigad,Roha,10.0,7,17.0
2013,Raigad,Sudhagad,3.0,4,6.0
2013,Raigad,Mangaon,13.0,9,24.0
2013,Raigad,Tala,1.0,3,3.0
2013,Raigad,Shreevardhan,7.0,6,15.0
2013,Raigad,Mhasala,8.0,3,10.0
2013,Raigad,Mahad,11.0,7,18.0
2013,Raigad,Poladpur,4.0,4,7.0
2014,Raigad,Uran,16.0,13,28.0
2014,Raigad,Panwel,37.0,25,121.0
2014,Raigad,Karjat,11.0,14,28.0
2014,Raigad,Khalapur,12.0,14,31.0
2014,Raigad,Pen,16.0,13,30.0
2014,Raigad,Alibag,21.0,15,43.0
2014,Raigad,Murud,8.0,4,12.0
2014,Raigad,Roha,10.0,10,20.0
2014,Raigad,Sudhagad,4.0,4,6.0
2014,Raigad,Mangaon,13.0,10,29.0
2014,Raigad,Tala,1.0,3,3.0
2014,Raigad,Shreevardhan,7.0,6,14.0
2014,Raigad,Mhasala,8.0,3,10.0
2014,Raigad,Mahad,11.0,8,17.0
2014,Raigad,Poladpur,6.0,8,8.0
2015,Raigad,Uran,17.0,13,29.0
2015,Raigad,Panwel,26.0,25,133.0
2015,Raigad,Karjat,13.0,14,30.0
2015,Raigad,Khalapur,15.0,14,32.0
2015,Raigad,Pen,16.0,13,31.0
2015,Raigad,Alibag,20.0,15,45.0
2015,Raigad,Murud,7.0,4,13.0
2015,Raigad,Roha,8.0,11,23.0
2015,Raigad,Sudhagad,6.0,5,7.0
2015,Raigad,Mangaon,15.0,10,31.0
2015,Raigad,Tala,1.0,3,3.0
2015,Raigad,Shreevardhan,6.0,6,14.0
2015,Raigad,Mhasala,6.0,3,8.0
2015,Raigad,Mahad,8.0,10,20.0
2015,Raigad,Poladpur,5.0,6,8.0
2016,Raigad,Uran,17.0,13,29.0
2016,Raigad,Panwel,26.0,25,133.0
2016,Raigad,Karjat,13.0,14,30.0
2016,Raigad,Khalapur,15.0,14,32.0
2016,Raigad,Pen,16.0,13,31.0
2016,Raigad,Alibag,20.0,15,45.0
2016,Raigad,Murud,7.0,4,13.0
2016,Raigad,Roha,8.0,11,23.0
2016,Raigad,Sudhagad,6.0,5,7.0
2016,Raigad,Mangaon,15.0,10,31.0
2016,Raigad,Tala,1.0,3,3.0
2016,Raigad,Shreevardhan,6.0,6,14.0
2016,Raigad,Mhasala,6.0,3,8.0
2016,Raigad,Mahad,8.0,10,20.0
2016,Raigad,Poladpur,5.0,6,8.0
2017,Raigad,Uran,18.0,13,29.0
2017,Raigad,Panwel,45.0,27,145.0
2017,Raigad,Karjat,13.0,15,28.0
2017,Raigad,Khalapur,15.0,14,26.0
2017,Raigad,Pen,16.0,13,28.0
2017,Raigad,Alibag,23.0,14,38.0
2017,Raigad,Murud,8.0,4,8.0
2017,Raigad,Roha,8.0,11,18.0
2017,Raigad,Sudhagad,6.0,4,5.0
2017,Raigad,Mangaon,21.0,10,29.0
2017,Raigad,Tala,1.0,2,2.0
2017,Raigad,Shreevardhan,6.0,5,12.0
2017,Raigad,Mhasala,5.0,2,6.0
2017,Raigad,Mahad,8.0,11,18.0
2017,Raigad,Poladpur,7.0,6,9.0
2018,Raigad,Uran,18.0,13,29.0
2018,Raigad,Panwel,45.0,27,145.0
2018,Raigad,Karjat,13.0,15,28.0
2018,Raigad,Khalapur,15.0,14,26.0
2018,Raigad,Pen,16.0,13,28.0
2018,Raigad,Alibag,23.0,14,38.0
2018,Raigad,Murud,8.0,4,8.0
2018,Raigad,Roha,8.0,11,18.0
2018,Raigad,Sudhagad,6.0,4,5.0
2018,Raigad,Mangaon,21.0,10,29.0
2018,Raigad,Tala,1.0,2,2.0
2018,Raigad,Shreevardhan,6.0,5,12.0
2018,Raigad,Mhasala,5.0,2,6.0
2018,Raigad,Mahad,8.0,11,18.0
2018,Raigad,Poladpur,7.0,6,9.0
2019,Raigad,Uran,18.0,13,31.0
2019,Raigad,Panwel,45.0,28,140.0
2019,Raigad,Karjat,13.0,14,28.0
2019,Raigad,Khalapur,15.0,14,26.0
2019,Raigad,Pen,16.0,14,27.0
2019,Raigad,Alibag,23.0,15,37.0
2019,Raigad,Murud,8.0,4,8.0
2019,Raigad,Roha,8.0,12,19.0
2019,Raigad,Sudhagad,6.0,4,5.0
2019,Raigad,Mangaon,21.0,8,24.0
2019,Raigad,Tala,1.0,2,2.0
2019,Raigad,Shreevardhan,6.0,5,12.0
2019,Raigad,Mhasala,5.0,2,7.0
2019,Raigad,Mahad,8.0,10,16.0
2019,Raigad,Poladpur,7.0,5,7.0
2020,Raigad,Uran,18.0,13,29.0
2020,Raigad,Panwel,45.0,27,145.0
2020,Raigad,Karjat,13.0,15,28.0
2020,Raigad,Khalapur,15.0,14,26.0
2020,Raigad,Pen,16.0,13,28.0
2020,Raigad,Alibag,23.0,14,38.0
2020,Raigad,Murud,8.0,4,8.0
2020,Raigad,Roha,8.0,11,18.0
2020,Raigad,Sudhagad,6.0,4,5.0
2020,Raigad,Mangaon,21.0,10,29.0
2020,Raigad,Tala,1.0,2,2.0
2020,Raigad,Shreevardhan,6.0,5,12.0
2020,Raigad,Mhasala,5.0,2,6.0
2020,Raigad,Mahad,8.0,11,18.0
2020,Raigad,Poladpur,7.0,6,9.0
2021,Raigad,Uran,18.0,13,29.0
2021,Raigad,Panwel,45.0,30,187.0
2021,Raigad,Karjat,13.0,15,32.0
2021,Raigad,Khalapur,15.0,14,23.0
2021,Raigad,Pen,16.0,16,32.0
2021,Raigad,Alibag,23.0,15,40.0
2021,Raigad,Murud,8.0,3,7.0
2021,Raigad,Roha,8.0,11,20.0
2021,Raigad,Sudhagad,6.0,4,5.0
2021,Raigad,Mangaon,21.0,10,31.0
2021,Raigad,Tala,1.0,2,2.0
2021,Raigad,Shreevardhan,6.0,5,12.0
2021,Raigad,Mhasala,5.0,2,6.0
2021,Raigad,Mahad,8.0,13,21.0
2021,Raigad,Poladpur,7.0,6,9.0
2006,Ratnagiri,Mandangad,9.0,1,4.0
2006,Ratnagiri,Dapoli,13.0,6,12.0
2006,Ratnagiri,Khed,16.0,4,11.0
2006,Ratnagiri,Chiplun,16.0,8,16.0
2006,Ratnagiri,Guhagar,11.0,4,6.0
2006,Ratnagiri,Ratnagiri,19.0,13,30.0
2006,Ratnagiri,Sangameshwar,15.0,3,10.0
2006,Ratnagiri,Lanja,8.0,1,4.0
2006,Ratnagiri,Rajapur,16.0,4,9.0
2008,Ratnagiri,Mandangad,9.0,1,4.0
2008,Ratnagiri,Dapoli,13.0,6,12.0
2008,Ratnagiri,Khed,16.0,7,14.0
2008,Ratnagiri,Chiplun,16.0,10,19.0
2008,Ratnagiri,Guhagar,11.0,5,7.0
2008,Ratnagiri,Ratnagiri,19.0,18,38.0
2008,Ratnagiri,Sangameshwar,15.0,3,10.0
2008,Ratnagiri,Lanja,8.0,3,6.0
2008,Ratnagiri,Rajapur,16.0,5,10.0
2009,Ratnagiri,Mandangad,9.0,2,5.0
2009,Ratnagiri,Dapoli,13.0,7,13.0
2009,Ratnagiri,Khed,16.0,8,15.0
2009,Ratnagiri,Chiplun,16.0,11,20.0
