Year,District,Taluka,Towns and cities where banks have offices,Classified Banks,Branch Offices of Classified Banks,Deposits,Agriculture Loans,Non-Agriculture Loans,Total Loans
2015,Sangli,Kavathe Mahakal,8.0,6,10.0,20851,20293.0,20917.0,41210.0
2015,Sangli,Jat,12.0,6,18.0,19229,33976.0,16437.0,50413.0
2016,Sangli,Shirala,7.0,5,10.0,44971,21073.0,9167.0,30240.0
2016,Sangli,Walwa,19.0,13,40.0,59958,47780.0,8317.0,56097.0
2016,Sangli,Palus,13.0,12,19.0,30597,27982.0,3590.0,31572.0
2016,Sangli,Kadegaon,6.0,5,7.0,30438,20351.0,2221.0,22572.0
2016,Sangli,Khanapur,5.0,10,12.0,28675,15263.0,3478.0,18741.0
2016,Sangli,Atpadi,6.0,6,9.0,44203,10175.0,3016.0,13191.0
2016,Sangli,Tasgaon,14.0,13,23.0,58886,35612.0,4980.0,40592.0
2016,Sangli,Miraj,29.0,29,105.0,1140020,249408.0,166519.0,415927.0
2016,Sangli,Kavathe Mahakal,8.0,6,10.0,31878,30351.0,11415.0,41766.0
2016,Sangli,Jat,12.0,6,19.0,29398,50815.0,8965.0,59780.0
2017,Sangli,Shirala,7.0,5,10.0,13264,2025.0,15311.0,17336.0
2017,Sangli,Walwa,19.0,13,40.0,10602,1458.0,12132.0,13590.0
2017,Sangli,Palus,13.0,122,19.0,12852,1350.0,14246.0,15596.0
2017,Sangli,Kadegaon,6.0,5,7.0,11793,1922.0,13733.0,15655.0
2017,Sangli,Khanapur,5.0,10,12.0,14183,2155.0,16365.0,18520.0
2017,Sangli,Atpadi,6.0,6,9.0,11638,1966.0,13625.0,15591.0
2017,Sangli,Tasgaon,14.0,13,23.0,15233,2234.0,17517.0,19751.0
2017,Sangli,Miraj,29.0,29,105.0,15754,2265.0,18182.0,20447.0
2017,Sangli,Kavathe Mahakal,8.0,6,10.0,12411,2083.0,14518.0,16601.0
2017,Sangli,Jat,12.0,6,19.0,7759,1163.0,8959.0,10122.0
2018,Sangli,Shirala,95.0,6,10.0,5386,1371.0,770.0,2141.0
2018,Sangli,Walwa,91.0,12,35.0,28672,9849.0,35561.0,45410.0
2018,Sangli,Palus,37.0,10,19.0,13450,9325.0,3679.0,13004.0
2018,Sangli,Kadegaon,54.0,5,8.0,8767,11053.0,1843.0,12896.0
2018,Sangli,Khanapur,65.0,9,12.0,19574,1294.0,3356.0,4650.0
2018,Sangli,Atpadi,59.0,65,11.0,3519,1045.0,671.0,1716.0
2018,Sangli,Tasgaon,67.0,13,21.0,2416,4656.0,4707.0,9363.0
2018,Sangli,Miraj,64.0,27,99.0,1138,191.0,1203.0,1394.0
2018,Sangli,Kavathe Mahakal,59.0,6,10.0,2596,2264.0,1504.0,3768.0
2018,Sangli,Jat,125.0,6,18.0,5325,3205.0,4205.0,7410.0
2019,Sangli,Shirala,7.0,7,10.0,,,,0.0
2019,Sangli,Walwa,25.0,14,38.0,,,,0.0
2019,Sangli,Palus,11.0,11,20.0,,,,0.0
2019,Sangli,Kadegaon,5.0,5,7.0,,,,0.0
2019,Sangli,Khanapur,4.0,9,1.0,,,,0.0
2019,Sangli,Atpadi,8.0,5,10.0,,,,0.0
2019,Sangli,Tasgaon,13.0,15,25.0,,,,0.0
2019,Sangli,Miraj,11.0,27,73.0,,,,0.0
2019,Sangli,Kavathe Mahakal,7.0,6,9.0,,,,0.0
2019,Sangli,Jat,10.0,6,16.0,,,,0.0
2020,Sangli,Shirala,7.0,6,10.0,,,,0.0
2020,Sangli,Walwa,26.0,14,41.0,,,,0.0
2020,Sangli,Palus,15.0,9,21.0,,,,0.0
2020,Sangli,Kadegaon,6.0,7,10.0,,,,0.0
2020,Sangli,Khanapur,5.0,10,14.0,,,,0.0
2020,Sangli,Atpadi,8.0,5,11.0,,,,0.0
2020,Sangli,Tasgaon,14.0,14,27.0,,,,0.0
2020,Sangli,Miraj,30.0,23,99.0,,,,0.0
2020,Sangli,Kavathe Mahakal,8.0,6,10.0,,,,0.0
2020,Sangli,Jat,12.0,6,17.0,,,,0.0
2021,Sangli,Shirala,27.0,7,32.0,91598,16500.0,44055.0,60555.0
2021,Sangli,Walwa,49.0,16,76.0,303351,57426.0,100429.0,157855.0
2021,Sangli,Palus,25.0,11,36.0,131801,40006.0,78548.0,118554.0
2021,Sangli,Kadegaon,20.0,7,25.0,92910,17466.0,71389.0,88855.0
2021,Sangli,Khanapur,16.0,12,27.0,144136,17168.0,56906.0,74074.0
2021,Sangli,Atpadi,20.0,9,30.0,74530,20453.0,37813.0,58266.0
2021,Sangli,Tasgaon,35.0,18,53.0,198597,44075.0,37294.0,81369.0
2021,Sangli,Miraj,57.0,35,170.0,1397982,91456.0,559496.0,650952.0
2021,Sangli,Kavathe Mahakal,29.0,10,36.0,116508,22213.0,45442.0,67655.0
2021,Sangli,Jat,35.0,7,43.0,133341,39189.0,31130.0,70319.0
2014,Satara,Mahableshwar,4.0,4,8.0,,,,0.0
2014,Satara,Wai,6.0,9,14.0,,,,0.0
2014,Satara,Khandala,4.0,7,15.0,,,,0.0
2014,Satara,Phaltan,9.0,11,22.0,,,,0.0
2014,Satara,Man,10.0,6,16.0,,,,0.0
2014,Satara,Khatav,13.0,5,17.0,,,,0.0
2014,Satara,Koregaon,12.0,6,17.0,,,,0.0
2014,Satara,Satara,16.0,24,48.0,,,,0.0
2014,Satara,Javli,5.0,3,6.0,,,,0.0
2014,Satara,Patan,10.0,4,12.0,,,,0.0
2014,Satara,Karad,17.0,20,44.0,,,,0.0
2015,Satara,Mahableshwar,4.0,4,10.0,,,,0.0
2015,Satara,Wai,6.0,11,19.0,,,,0.0
2015,Satara,Khandala,4.0,10,23.0,,,,0.0
2015,Satara,Phaltan,9.0,23,26.0,,,,0.0
2015,Satara,Man,10.0,6,19.0,,,,0.0
2015,Satara,Khatav,13.0,7,22.0,,,,0.0
2015,Satara,Koregaon,12.0,6,20.0,,,,0.0
2015,Satara,Satara,16.0,29,58.0,,,,0.0
2015,Satara,Javli,5.0,4,8.0,,,,0.0
2015,Satara,Patan,10.0,4,14.0,,,,0.0
2015,Satara,Karad,17.0,22,53.0,,,,0.0
2016,Satara,Mahableshwar,4.0,4,10.0,20402,7819.0,5241.0,13060.0
2016,Satara,Wai,6.0,11,20.0,85903,32921.0,22066.0,54987.0
2016,Satara,Khandala,4.0,10,25.0,66575,25513.0,17101.0,42614.0
2016,Satara,Phaltan,9.0,11,26.0,118117,45265.0,30340.0,75605.0
2016,Satara,Man,10.0,6,18.0,64428,24690.0,16549.0,41239.0
2016,Satara,Khatav,13.0,5,23.0,67649,25925.0,17378.0,43303.0
2016,Satara,Koregaon,12.0,6,22.0,102011,39502.0,26203.0,65705.0
2016,Satara,Satara,16.0,24,64.0,236233,90531.0,60681.0,151212.0
2016,Satara,Javli,5.0,3,7.0,25771,9877.0,6620.0,16497.0
2016,Satara,Patan,10.0,4,13.0,71944,27570.0,18481.0,46051.0
2016,Satara,Karad,17.0,20,57.0,214757,82301.0,53949.0,136250.0
2017,Satara,Mahableshwar,4.0,4,16.0,34756,13901.0,9267.0,23168.0
2017,Satara,Wai,10.0,12,37.0,146342,58530.0,39020.0,97549.0
2017,Satara,Khandala,5.0,13,47.0,113416,45359.0,30239.0,75598.0
2017,Satara,Phaltan,12.0,12,51.0,201221,80476.0,53651.0,134127.0
2017,Satara,Man,6.0,7,37.0,109757,43896.0,29264.0,73160.0
2017,Satara,Khatav,8.0,9,49.0,115245,46092.0,30728.0,76820.0
2017,Satara,Koregaon,7.0,8,50.0,173783,69938.0,46625.0,116563.0
2017,Satara,Satara,31.0,31,109.0,402440,160952.0,107301.0,268253.0
2017,Satara,Javli,4.0,5,19.0,43902,17559.0,11706.0,29265.0
2017,Satara,Patan,3.0,5,38.0,122562,49018.0,32678.0,81696.0
2017,Satara,Karad,22.0,26,120.0,365854,145026.0,96684.0,241710.0
2018,Satara,Mahableshwar,4.0,4,16.0,35006,14900.0,8023.0,22923.0
2018,Satara,Wai,10.0,12,37.0,147394,62737.0,33781.0,96518.0
2018,Satara,Khandala,5.0,13,47.0,114230,48619.0,26180.0,74799.0
2018,Satara,Phaltan,12.0,12,51.0,202666,86261.0,46448.0,132709.0
2018,Satara,Man,6.0,7,37.0,110544,47051.0,25335.0,72386.0
2018,Satara,Khatav,8.0,9,49.0,116073,49405.0,26603.0,76008.0
2018,Satara,Koregaon,7.0,8,50.0,175032,74965.0,40366.0,115331.0
2018,Satara,Satara,31.0,31,109.0,405326,172521.0,92896.0,265417.0
2018,Satara,Javli,4.0,5,19.0,44217,18821.0,10134.0,28955.0
2018,Satara,Patan,3.0,5,38.0,123442,52541.0,28291.0,80832.0
2018,Satara,Karad,22.0,26,120.0,368482,155451.0,83704.0,239155.0
2019,Satara,Mahableshwar,4.0,4,16.0,43346,18247.0,9825.0,28072.0
2019,Satara,Wai,10.0,12,37.0,182508,76828.0,41369.0,118197.0
2019,Satara,Khandala,5.0,14,48.0,141444,59540.0,32060.0,91600.0
2019,Satara,Phaltan,12.0,12,51.0,250949,105635.0,56881.0,162516.0
2019,Satara,Man,6.0,7,37.0,136882,57619.0,31026.0,88645.0
2019,Satara,Khatav,8.0,9,49.0,143726,60502.0,32578.0,93080.0
2019,Satara,Koregaon,7.0,8,50.0,216730,91802.0,49432.0,141234.0
2019,Satara,Satara,31.0,33,110.0,501895,211271.0,113761.0,325032.0
2019,Satara,Javli,4.0,5,19.0,54751,23048.0,12411.0,35459.0
2019,Satara,Patan,3.0,5,38.0,152851,64342.0,34646.0,98988.0
2019,Satara,Karad,22.0,26,120.0,456267,190366.0,102505.0,292871.0
2020,Satara,Mahableshwar,5.0,6,16.0,48129,19163.0,10561.0,29724.0
2020,Satara,Wai,7.0,11,37.0,203163,81269.0,46119.0,127388.0
2020,Satara,Khandala,5.0,14,48.0,157869,51328.0,36323.0,87651.0
2020,Satara,Phaltan,13.0,13,51.0,209324,108644.0,64174.0,172818.0
2020,Satara,Man,6.0,7,37.0,134156,58186.0,32945.0,91131.0
2020,Satara,Khatav,7.0,9,49.0,152987,59321.0,34614.0,93935.0
2020,Satara,Koregaon,7.0,8,50.0,242654,94678.0,56287.0,150965.0
2020,Satara,Satara,31.0,32,113.0,596080,208778.0,119059.0,327837.0
2020,Satara,Javli,4.0,8,19.0,61304,24638.0,13887.0,38525.0
2020,Satara,Patan,3.0,5,38.0,165846,64113.0,38112.0,102225.0
2020,Satara,Karad,22.0,24,122.0,519132,194852.0,114647.0,309499.0
2021,Satara,Mahableshwar,5.0,6,16.0,55974,19994.0,11743.0,31737.0
2021,Satara,Wai,7.0,11,37.0,236279,85690.0,50326.0,136016.0
2021,Satara,Khandala,5.0,14,48.0,183602,58960.0,34628.0,93588.0
2021,Satara,Phaltan,13.0,13,51.0,243444,116249.0,68274.0,184523.0
2021,Satara,Man,6.0,7,37.0,156023,61301.0,36002.0,97303.0
2021,Satara,Khatav,7.0,9,49.0,177924,63187.0,37110.0,100297.0
2021,Satara,Koregaon,7.0,8,50.0,282207,101550.0,59640.0,161190.0
2021,Satara,Satara,27.0,27,105.0,693354,220530.0,129518.0,350048.0
2021,Satara,Javli,4.0,8,19.0,71297,25914.0,15220.0,41134.0
2021,Satara,Patan,3.0,5,38.0,192879,68764.0,40385.0,109149.0
2021,Satara,Karad,22.0,24,122.0,603751,208190.0,122271.0,330461.0
2009,Jalgaon,Chopda,8.0,6,10.0,12310,467672.0,194036.0,661708.0
2009,Jalgaon,Yawal,8.0,6,14.0,17525,302054.0,579128.0,881182.0
2009,Jalgaon,Raver,9.0,5,12.0,21229,483216.0,91713.0,574929.0
2009,Jalgaon,Muktainagar (Edlabad),5.0,4,7.0,6323,265411.0,54352.0,319763.0
2009,Jalgaon,Bodvad,4.0,4,5.0,1494,49695.0,41372.0,91067.0
2009,Jalgaon,Bhusawal,7.0,1,19.0,922081,170040.0,161756.0,331796.0
2009,Jalgaon,Jalgaon,9.0,25,64.0,228485,2080113.0,1910962.0,3991075.0
2009,Jalgaon,Erandol,6.0,5,7.0,6176,193760.0,66923.0,260683.0
2009,Jalgaon,Dharangaon,8.0,4,8.0,3450,285612.0,52426.0,338038.0
2009,Jalgaon,Amalner,7.0,7,13.0,33683,530887.0,71639.0,602526.0
2009,Jalgaon,Parola,4.0,2,5.0,4665,322380.0,17470.0,339850.0
2009,Jalgaon,Bhadgaon,6.0,4,8.0,7627,310627.0,849.0,311476.0
2009,Jalgaon,Chalisgaon,13.0,7,18.0,61034,805068.0,615765.0,1420833.0
2009,Jalgaon,Pachora,9.0,6,12.0,15066,507239.0,151605.0,658844.0
2009,Jalgaon,Jamner,12.0,6,16.0,34457,832853.0,139876.0,972729.0
2010,Jalgaon,Chopda,8.0,6,12.0,29878,19316.0,9164.0,28480.0
2010,Jalgaon,Yawal,8.0,6,14.0,47520,32623.0,11928.0,44551.0
2010,Jalgaon,Raver,9.0,5,14.0,69368,44433.0,19723.0,64156.0
2010,Jalgaon,Muktainagar (Edlabad),5.0,4,7.0,19833,16267.0,9019.0,25286.0
2010,Jalgaon,Bodvad,4.0,4,5.0,14241,11809.0,6825.0,18634.0
2010,Jalgaon,Bhusawal,7.0,11,19.0,173003,24253.0,24681.0,48934.0
2010,Jalgaon,Jalgaon,9.0,25,65.0,352922,23715.0,67189.0,90904.0
2010,Jalgaon,Erandol,6.0,5,6.0,19898,13725.0,11443.0,25168.0
2010,Jalgaon,Dharangaon,8.0,4,7.0,18863,12634.0,11209.0,23843.0
2010,Jalgaon,Amalner,7.0,7,13.0,44560,25425.0,16907.0,42332.0
2010,Jalgaon,Parola,4.0,2,6.0,23286,19022.0,10324.0,29346.0
2010,Jalgaon,Bhadgaon,6.0,4,8.0,16649,15077.0,8629.0,23706.0
2010,Jalgaon,Chalisgaon,13.0,7,18.0,69434,26908.0,13611.0,40519.0
2010,Jalgaon,Pachora,9.0,6,13.0,46283,20742.0,14270.0,35012.0
2010,Jalgaon,Jamner,12.0,6,17.0,39132,17636.0,11234.0,28870.0
2011,Jalgaon,Chopda,7.0,8,13.0,31976,23761.0,9816.0,33577.0
2011,Jalgaon,Yawal,9.0,7,13.0,50861,40130.0,12871.0,53001.0
2011,Jalgaon,Raver,9.0,8,16.0,74212,55841.0,21117.0,76958.0
2011,Jalgaon,Muktainagar (Edlabad),4.0,5,7.0,22176,20112.0,9753.0,29865.0
2011,Jalgaon,Bodvad,2.0,3,3.0,15180,14624.0,7312.0,21936.0
2011,Jalgaon,Bhusawal,6.0,11,20.0,185254,29415.0,26757.0,56172.0
2011,Jalgaon,Jalgaon,10.0,23,48.0,378461,28170.0,70913.0,99083.0
2011,Jalgaon,Erandol,4.0,4,6.0,21317,16981.0,12456.0,29437.0
2011,Jalgaon,Dharangaon,6.0,2,6.0,20180,15644.0,12115.0,27759.0
2011,Jalgaon,Amalner,7.0,8,14.0,47582,31265.0,18193.0,49458.0
2011,Jalgaon,Parola,3.0,2,4.0,24810,23414.0,11250.0,34664.0
2011,Jalgaon,Bhadgaon,6.0,4,8.0,17813,18645.0,9347.0,27992.0
2011,Jalgaon,Chalisgaon,12.0,8,20.0,74219,33194.0,14707.0,47901.0
2011,Jalgaon,Pachora,9.0,8,15.0,49501,24312.0,15274.0,39586.0
2011,Jalgaon,Jamner,5.0,6,11.0,42019,21705.0,12929.0,34634.0
2012,Jalgaon,Chopda,7.0,8,13.0,,17571.0,686.0,18257.0
2012,Jalgaon,Yawal,9.0,7,15.0,,8462.0,874.0,9336.0
2012,Jalgaon,Raver,9.0,8,17.0,,16527.0,877.0,17404.0
2012,Jalgaon,Muktainagar (Edlabad),4.0,5,8.0,,6142.0,216.0,6358.0
2012,Jalgaon,Bodvad,2.0,3,3.0,,2290.0,998.0,3288.0
2012,Jalgaon,Bhusawal,6.0,11,20.0,,4390.0,2417.0,6807.0
2012,Jalgaon,Jalgaon,10.0,23,50.0,,43236.0,11119.0,54355.0
2012,Jalgaon,Erandol,4.0,4,6.0,,6220.0,3470.0,9690.0
2012,Jalgaon,Dharangaon,6.0,2,7.0,,10081.0,518.0,10599.0
2012,Jalgaon,Amalner,7.0,8,15.0,,12561.0,1352.0,13913.0
2012,Jalgaon,Parola,3.0,2,5.0,,10789.0,1009.0,11798.0
2012,Jalgaon,Bhadgaon,6.0,4,8.0,,8503.0,857.0,9360.0
2012,Jalgaon,Chalisgaon,12.0,8,20.0,,18813.0,4278.0,23091.0
2012,Jalgaon,Pachora,9.0,8,16.0,,22587.0,3309.0,25896.0
2012,Jalgaon,Jamner,5.0,6,12.0,,16531.0,2552.0,19083.0
2013,Jalgaon,Chopda,8.0,8,15.0,,,,0.0
2013,Jalgaon,Yawal,9.0,8,16.0,,,,0.0
2013,Jalgaon,Raver,8.0,8,17.0,,,,0.0
2013,Jalgaon,Muktainagar (Edlabad),4.0,4,17.0,,,,0.0
2013,Jalgaon,Bodvad,4.0,4,5.0,,,,0.0
2013,Jalgaon,Bhusawal,6.0,12,20.0,,,,0.0
2013,Jalgaon,Jalgaon,9.0,20,44.0,,,,0.0
2013,Jalgaon,Erandol,5.0,4,7.0,,,,0.0
2013,Jalgaon,Dharangaon,7.0,3,7.0,,,,0.0
2013,Jalgaon,Amalner,7.0,9,15.0,,,,
2013,Jalgaon,Parola,4.0,4,7.0,,,,0.0
2013,Jalgaon,Bhadgaon,6.0,4,8.0,,,,0.0
2013,Jalgaon,Chalisgaon,12.0,7,19.0,,,,0.0
2013,Jalgaon,Pachora,9.0,6,13.0,,,,0.0
2013,Jalgaon,Jamner,12.0,6,16.0,,,,0.0
2014,Jalgaon,Chopda,9.0,8,15.0,,,,0.0
2014,Jalgaon,Yawal,11.0,8,14.0,,,,0.0
2014,Jalgaon,Raver,9.0,8,13.0,,,,0.0
2014,Jalgaon,Muktainagar (Edlabad),5.0,4,5.0,,,,0.0
2014,Jalgaon,Bodvad,3.0,4,4.0,,,,0.0
2014,Jalgaon,Bhusawal,6.0,12,21.0,,,,0.0
2014,Jalgaon,Jalgaon,11.0,20,34.0,,,,0.0
2014,Jalgaon,Erandol,4.0,4,7.0,,,,0.0
2014,Jalgaon,Dharangaon,6.0,3,6.0,,,,0.0
2014,Jalgaon,Amalner,7.0,9,15.0,,,,0.0
2014,Jalgaon,Parola,5.0,4,6.0,,,,0.0
2014,Jalgaon,Bhadgaon,6.0,4,8.0,,,,0.0
2014,Jalgaon,Chalisgaon,11.0,7,19.0,,,,0.0
2014,Jalgaon,Pachora,9.0,6,12.0,,,,0.0
2014,Jalgaon,Jamner,12.0,6,14.0,,,,0.0
2015,Jalgaon,Chopda,25.0,32,32.0,,,,0.0
2015,Jalgaon,Yawal,28.0,42,42.0,,,,0.0
2015,Jalgaon,Raver,38.0,45,45.0,,,,0.0
2015,Jalgaon,Muktainagar (Edlabad),16.0,20,20.0,,,,0.0
2015,Jalgaon,Bodvad,30.0,32,32.0,,,,0.0
2015,Jalgaon,Bhusawal,23.0,39,39.0,,,,0.0
2015,Jalgaon,Jalgaon,35.0,82,82.0,,,,0.0
2015,Jalgaon,Erandol,14.0,17,17.0,,,,0.0
2015,Jalgaon,Dharangaon,15.0,16,16.0,,,,0.0
2015,Jalgaon,Amalner,20.0,30,30.0,,,,0.0
2015,Jalgaon,Parola,16.0,20,20.0,,,,0.0
2015,Jalgaon,Bhadgaon,18.0,21,21.0,,,,0.0
2015,Jalgaon,Chalisgaon,35.0,46,46.0,,,,0.0
2015,Jalgaon,Pachora,30.0,42,42.0,,,,0.0
2015,Jalgaon,Jamner,34.0,37,37.0,,,,0.0
2016,Jalgaon,Chopda,25.0,3,32.0,105456,30456.0,21247.0,51703.0
2016,Jalgaon,Yawal,28.0,4,42.0,115890,37102.0,25758.0,62860.0
2016,Jalgaon,Raver,38.0,4,48.0,133901,45864.0,30421.0,76285.0
2016,Jalgaon,Muktainagar (Edlabad),16.0,4,21.0,136321,32145.0,25970.0,58115.0
2016,Jalgaon,Bodvad,30.0,3,32.0,98536,33154.0,22134.0,55288.0
2016,Jalgaon,Bhusawal,23.0,4,39.0,116580,32105.0,28982.0,61087.0
2016,Jalgaon,Jalgaon,35.0,4,85.0,121456,28942.0,32869.0,61811.0
2016,Jalgaon,Erandol,14.0,4,17.0,75241,28371.0,20369.0,48740.0
2016,Jalgaon,Dharangaon,15.0,3,17.0,60421,28145.0,21456.0,49601.0
2016,Jalgaon,Amalner,20.0,3,30.0,110670,31982.0,23963.0,55945.0
2016,Jalgaon,Parola,16.0,3,21.0,121365,30874.0,24125.0,54999.0
2016,Jalgaon,Bhadgaon,18.0,2,22.0,101253,30832.0,23654.0,54486.0
2016,Jalgaon,Chalisgaon,35.0,3,46.0,128963,34110.0,24987.0,59097.0
2016,Jalgaon,Pachora,30.0,4,42.0,132745,31469.0,26456.0,57925.0
2016,Jalgaon,Jamner,34.0,4,37.0,101254,30147.0,25478.0,55625.0
2017,Jalgaon,Chopda,25.0,3,32.0,133493,46108.0,27079.0,73187.0
2017,Jalgaon,Yawal,28.0,4,42.0,175210,60517.0,35542.0,96059.0
2017,Jalgaon,Raver,38.0,4,49.0,204412,70603.0,41465.0,112068.0
2017,Jalgaon,Muktainagar (Edlabad),16.0,4,22.0,91777,31702.0,18618.0,50320.0
2017,Jalgaon,Bodvad,30.0,3,33.0,137665,47549.0,27925.0,75474.0
2017,Jalgaon,Bhusawal,23.0,4,41.0,171038,59076.0,34695.0,93771.0
2017,Jalgaon,Jalgaon,35.0,4,91.0,379623,131121.0,77807.0,208928.0
2017,Jalgaon,Erandol,14.0,4,17.0,70918,24495.0,14386.0,38881.0
2017,Jalgaon,Dharangaon,15.0,3,17.0,69511,21512.0,15567.0,37079.0
2017,Jalgaon,Amalner,20.0,3,31.0,129321,44667.0,26233.0,70900.0
2017,Jalgaon,Parola,16.0,3,21.0,87605,30258.0,17771.0,48029.0
2017,Jalgaon,Bhadgaon,18.0,2,22.0,92829,32103.0,17504.0,49607.0
2017,Jalgaon,Chalisgaon,35.0,3,48.0,200240,69675.0,41619.0,111294.0
2017,Jalgaon,Pachora,30.0,4,43.0,179382,61958.0,36389.0,98347.0
2017,Jalgaon,Jamner,34.0,4,37.0,171398,61143.0,32830.0,93973.0
2018,Jalgaon,Chopda,25.0,3,31.0,162365,45325.0,31253.0,76578.0
2018,Jalgaon,Yawal,28.0,4,44.0,198520,58652.0,39215.0,97867.0
2018,Jalgaon,Raver,38.0,4,47.0,264123,68253.0,42351.0,110604.0
2018,Jalgaon,Muktainagar (Edlabad),16.0,4,23.0,98100,31520.0,21503.0,53023.0
2018,Jalgaon,Bodvad,30.0,3,33.0,162632,49852.0,29012.0,78864.0
2018,Jalgaon,Bhusawal,25.0,4,43.0,199025,61205.0,37621.0,98826.0
2018,Jalgaon,Jalgaon,35.0,4,97.0,425260,127215.0,81209.0,208424.0
2018,Jalgaon,Erandol,14.0,4,18.0,81025,26548.0,16522.0,43070.0
2018,Jalgaon,Dharangaon,15.0,3,17.0,77582,23102.0,16230.0,39332.0
2018,Jalgaon,Amalner,20.0,3,31.0,146521,47025.0,31200.0,78225.0
2018,Jalgaon,Parola,16.0,3,21.0,86952,27523.0,17201.0,44724.0
2018,Jalgaon,Bhadgaon,18.0,2,22.0,111253,31208.0,19204.0,50412.0
2018,Jalgaon,Chalisgaon,35.0,3,45.0,229201,71253.0,42365.0,113618.0
2018,Jalgaon,Pachora,30.0,4,43.0,192530,61542.0,41201.0,102743.0
2018,Jalgaon,Jamner,32.0,4,37.0,209749,58521.0,34521.0,93042.0
2019,Jalgaon,Chopda,25.0,3,31.0,132561,45309.0,31253.0,76562.0
2019,Jalgaon,Yawal,28.0,4,44.0,159652,58652.0,39215.0,97867.0
2019,Jalgaon,Raver,38.0,4,47.0,240103,63253.0,42351.0,105604.0
2019,Jalgaon,Muktainagar (Edlabad),16.0,4,23.0,89610,31520.0,21503.0,53023.0
2019,Jalgaon,Bodvad,30.0,3,33.0,140002,44852.0,29012.0,73864.0
2019,Jalgaon,Bhusawal,25.0,4,43.0,172259,61205.0,36555.0,97760.0
2019,Jalgaon,Jalgaon,35.0,4,97.0,301595,102956.0,74209.0,177165.0
2019,Jalgaon,Erandol,14.0,4,18.0,77868,21548.0,11522.0,33070.0
2019,Jalgaon,Dharangaon,15.0,3,17.0,68898,23102.0,11230.0,34332.0
2019,Jalgaon,Amalner,20.0,3,31.0,140358,45235.0,26200.0,71435.0
2019,Jalgaon,Parola,16.0,3,21.0,77356,27523.0,17201.0,44724.0
2019,Jalgaon,Bhadgaon,18.0,2,22.0,102986,31208.0,18888.0,50096.0
2019,Jalgaon,Chalisgaon,35.0,3,45.0,175926,71253.0,37365.0,108618.0
2019,Jalgaon,Pachora,30.0,4,43.0,132995,56542.0,41201.0,97743.0
2019,Jalgaon,Jamner,32.0,4,37.0,188652,58521.0,29521.0,88042.0
2020,Jalgaon,Chopda,25.0,3,31.0,135365,25324.0,71253.0,96577.0
2020,Jalgaon,Yawal,28.0,4,44.0,197220,32652.0,89215.0,121867.0
2020,Jalgaon,Raver,38.0,4,47.0,206123,41253.0,92351.0,133604.0
2020,Jalgaon,Muktainagar (Edlabad),16.0,4,23.0,98100,31520.0,71503.0,103023.0
2020,Jalgaon,Bodvad,30.0,3,33.0,131932,36852.0,39250.0,76102.0
2020,Jalgaon,Bhusawal,25.0,4,43.0,194025,41205.0,67621.0,108826.0
2020,Jalgaon,Jalgaon,35.0,4,97.0,421560,67214.0,131209.0,198423.0
2020,Jalgaon,Erandol,14.0,4,18.0,81045,26546.0,82522.0,109068.0
2020,Jalgaon,Dharangaon,15.0,3,17.0,77582,23102.0,92230.0,115332.0
2020,Jalgaon,Amalner,20.0,3,31.0,146521,46025.0,101200.0,147225.0
2020,Jalgaon,Parola,16.0,3,21.0,86952,27523.0,100201.0,127724.0
2020,Jalgaon,Bhadgaon,18.0,2,22.0,110895,31208.0,82204.0,113412.0
2020,Jalgaon,Chalisgaon,35.0,3,45.0,223425,41252.0,103365.0,144617.0
2020,Jalgaon,Pachora,30.0,4,43.0,192530,33442.0,111201.0,144643.0
2020,Jalgaon,Jamner,32.0,4,37.0,179749,33521.0,104521.0,138042.0
2021,Jalgaon,Chopda,25.0,3,31.0,135365,24324.0,71253.0,95577.0
2021,Jalgaon,Yawal,28.0,4,44.0,197225,32652.0,89205.0,121857.0
2021,Jalgaon,Raver,38.0,4,47.0,196023,41253.0,82351.0,123604.0
2021,Jalgaon,Muktainagar (Edlabad),16.0,4,23.0,138199,31020.0,71503.0,102523.0
2021,Jalgaon,Bodvad,30.0,3,33.0,131932,36852.0,39250.0,76102.0
2021,Jalgaon,Bhusawal,25.0,4,43.0,194075,30205.0,67421.0,97626.0
2021,Jalgaon,Jalgaon,35.0,4,97.0,314560,57214.0,85209.0,142423.0
2021,Jalgaon,Erandol,14.0,4,18.0,311045,20540.0,72522.0,93062.0
2021,Jalgaon,Dharangaon,15.0,3,17.0,103582,16102.0,82230.0,98332.0
2021,Jalgaon,Amalner,20.0,3,31.0,146534,42025.0,77200.0,119225.0
2021,Jalgaon,Parola,16.0,3,21.0,104952,13523.0,77101.0,90624.0
2021,Jalgaon,Bhadgaon,18.0,2,22.0,150895,23208.0,62204.0,85412.0
2021,Jalgaon,Chalisgaon,35.0,3,45.0,203425,41252.0,61365.0,102617.0
2021,Jalgaon,Pachora,30.0,4,43.0,202531,33442.0,49201.0,82643.0
2021,Jalgaon,Jamner,32.0,4,37.0,179749,33521.0,57521.0,91042.0
2014,Beed,Ashti,11.0,9,28.0,52485,17903.0,6260.0,24163.0
2014,Beed,Patoda,4.0,6,11.0,28988,6444.0,1708.0,8152.0
2014,Beed,Shirur Kasar,2.0,6,10.0,24062,8442.0,763.0,9205.0
2014,Beed,Gevrai,13.0,12,32.0,62174,30566.0,22102.0,52668.0
