District,Year,Opening Balance,Self-Generated,Purposive Grants,Establishment Grants,Grants for Plan Schemes,Other Statutory Grants,Statutory Grants,For Agency Schemes,Total Grants,Other Income,Revenue Income,Capital Income,All Receipts,Revenue,General Administration,Education,Public Works,Irrigation,Agriculture,Animal Husbandary,Forests,Public Health,Social Welfare,Other Expenses,Revenue Expenditure,Capital Expenditure,Expenditure,Economic Services,Social Services,Non-Developmental
Ahilyanagar,2012,2255800000.0,21500000.0,7994900000.0,1164400000.0,2513300000.0,,11672600000.0,8200000.0,11680800000.0,104500000.0,11806800000.0,322100000.0,12128900000.0,14384700000.0,668600000.0,4938600000.0,669200000.0,194500000.0,77500000.0,163500000.0,,701100000.0,385400000.0,3648500000.0,11446900000.0,341600000.0,11788500000.0,1104700000.0,6025100000.0,4317100000.0
Ahilyanagar,2013,2756035000.0,506893000.0,7585675000.0,1375678000.0,2279175000.0,10467237000.0,21707765000.0,822549000.0,22530314000.0,,23037207000.0,1221654000.0,24258861000.0,27014896000.0,75502000.0,5487885000.0,671003000.0,213160000.0,74540000.0,268463000.0,,722380000.0,294240000.0,14435548000.0,22242721000.0,1744006000.0,23986727000.0,1227166000.0,6504505000.0,14511050000.0
Ahilyanagar,2014,3028169000.0,1277488000.0,8831066000.0,1397025000.0,2756726000.0,9866511000.0,22851328000.0,880614000.0,23731942000.0,,25009430000.0,5922580000.0,30932010000.0,33960179000.0,791509000.0,6033478000.0,686052000.0,179822000.0,126834000.0,299549000.0,,725461000.0,590117000.0,5240348000.0,14673170000.0,15940934000.0,30614104000.0,1292257000.0,7349056000.0,6031857000.000001
Ahilyanagar,2015,3266066000.0,637776000.0,9771692000.0,2164634000.0,3017629000.0,3062515000.0,18016470000.0,1335705000.0,19352175000.0,,19989951000.0,5209523000.0,25199474000.0,28465540000.0,1380381000.0,8104009000.0,621306000.0,60265000.0,150893000.0,297209000.0,498466000.0,735495000.0,518717000.0,1192705000.0,13559446000.0,11031628000.0,24591074000.0,1628139000.0,9358221000.0,2573086000.0
Ahilyanagar,2016,3874465000.0,541874000.0,10736273000.0,1754454000.0,2962268000.0,,15452995000.0,1006851000.0,16459846000.0,9220058000.0,26221778000.0,1151202000.0,27372980000.0,31247445000.0,1551610000.0,8528157000.000001,553107000.0,81241000.0,144040000.0,344723000.0,101716000.0,733421000.0,1158844000.0,12807165000.0,26004024000.0,1172742000.0,27176766000.0,1224827000.0,10420422000.0,14358775000.0
Ahilyanagar,2017,4070679000.0,276726000.0,3973321000.0,1734682000.0,11029573000.0,,16737576000.0,556703000.0,17294279000.0,7032960000.000001,24603965000.0,1605065000.0,26209030000.0,30279709000.0,1527895000.0,8999368000.0,190822000.0,91133000.0,163416000.0,261557000.0,168012000.0,781992000.0,911010000.0,11589190000.0,24684395000.0,909203000.0000001,25593598000.0,874940000.0000001,10692370000.0,13117085000.0
Ahilyanagar,2018,4686111000.0,299359000.0,3052758000.0,1832766000.0,12061688000.0,,16947212000.0,757007000.0,17704219000.0,5301820000.0,23305398000.0,7177220000.0,30482618000.0,35168729000.0,1849886000.0,9560674000.0,647243000.0,367021000.0,89741000.0,322786000.0,549303000.0,886742000.0,999306000.0,6590081000.0,21862783000.0,6686886000.0,28549669000.0,1976094000.0,11446722000.0,8439967000.0
Ahilyanagar,2019,4686111000.0,216528000.0,2875686000.0,2489173000.0,16636980000.0,,22001839000.0,895609000.0,22897448000.0,5824769000.0,28938745000.0,5056622000.0,33995366999.99999,38681477999.99999,2418049000.0,12278495000.0,948965000.0,406207000.0,99471000.0,423004000.0,1344773000.0,1144633000.0,1839981000.0,5524953000.0,26428531000.0,9614800000.0,36043331000.0,3222420000.0,15263109000.0,7943002000.0
Ahilyanagar,2020,4571096000.0,324704000.0,3445049000.0,12238527000.0,5769841000.0,,21453417000.0,907149000.0,22360566000.0,4969955000.0,27655225000.0,4988050000.0,32643275000.0,37214371000.0,2081344000.0,11795645000.0,581090000.0,190884000.0,77988000.0,300270000.0,400924000.0,1025264000.0,1814942000.0,2771025000.0,21039376000.0,10450792000.0,31490167999.99999,1551156000.0,14635851000.0,4852369000.0
Ahilyanagar,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akola,2012,1098841000.0,,2701760000.0,472693000.0,1299999000.0,17936000.0,4492388000.0,261312000.0,4753700000.0,,4753700000.0,5006340000.0,9760040000.0,10858881000.0,197610000.0,2425041000.0,254090000.0,60123000.0,85080000.0,65000000.0,300000.0,285000000.0,191795000.0,1078897000.0,4642936000.0,5185216000.0,9828152000.0,464593000.0,2901836000.0,1276507000.0
Akola,2013,1307392000.0,392053000.0,2821205000.0,506206000.0000001,1145146000.0,1136000.0,4473693000.0,268086000.0,4741779000.0,13113000.0,5146945000.0,4957917000.0,10104862000.0,11412254000.0,223021000.0,2588129000.0,215508000.0,41600000.0,65980999.99999999,75125000.0,,261649000.0,196401000.0,891524000.0,4558938000.0,4949320000.0,9508258000.0,398214000.0,3046179000.0,1114545000.0
Akola,2014,1903992000.0,394869000.0,2786728000.0,917573000.0,1305825000.0,4550000.0,5014675999.999999,373817000.0,5388492999.999999,,5783362000.0,5154949000.0,10938311000.0,12842303000.0,556449000.0,2694805000.0,342823000.0,93549000.0,81869000.0,78833000.0,,315712000.0,233220000.0,798052000.0,5195312000.000001,5230955000.0,10426267000.0,597074000.0,3243737000.0,1354501000.0
Akola,2015,1819436000.0,441200000.0,2745839000.0,1072054000.0,1505425000.0,5050000.0,5328368000.0,407194000.0,5735562000.0,,6176762000.0,4660675000.0,10837437000.0,12656873000.0,896617000.0,2761455000.0,473639999.9999999,79072000.0,94328000.0,104070000.0,,401400000.0,170781000.0,347974000.0,5329337000.0,5035813000.0,10365150000.0,751110000.0,3333636000.0,1244591000.0
Akola,2016,2291746000.0,245200000.0,2657245000.0,457999000.0,1930956000.0,29462000.0,5075662000.0,161024000.0,5236686000.0,,5481886000.0,1588296000.0,7070182000.000001,9361928000.0,425400000.0,163034000.0,142060000.0,47387000.0,20248000.0,26270000.0,,369170000.0,66253000.0,1016719000.0,2276541000.0,5033440000.0,7309981000.0,235965000.0,598457000.0,1442119000.0
Akola,2017,2051947000.0,522274000.0,3430245000.0,475534000.0,1187723000.0,733899000.0,5827400999.999999,113995000.0,5941395999.999998,59753000.0,6523422999.999998,164359000.0,6687781999.999998,8739728999.999998,159500000.0,158706000.0,209209000.0,315554000.0,9458000.0,43904000.0,,119100000.0,99683000.0,641882000.0,1756996000.0,5319291000.0,7076287000.0,578125000.0,377489000.0,801382000.0
Akola,2018,1663442000.0,603897000.0,3675374000.0,433849000.0,392905000.0,744790000.0,5246918000.0,,5246918000.0,18710000.0,5869525000.0,714025000.0,6583550000.0,8246992000.0,9461000.0,120622000.0,129059000.0,257615000.0,4155000.0,78467000.0,,48369000.0,89786000.0,697503000.0,1435037000.0,,1435037000.0,469296000.0,258777000.0,706964000.0
Akola,2019,6811955000.0,411342000.0,5326000000.0,632100000.0,1204000000.0,16300000.0,7178400000.0,230451000.0,7408850999.999999,,7820192999.999999,7218400000.0,15038593000.0,21850548000.0,624351000.0,4193867000.0,124944000.0,72849000.0,41263000.0,112938000.0,,61330999.99999999,391671000.0,1154912000.0,6778125999.999999,7209670000.0,13987796000.0,351994000.0,4646868999.999999,1779263000.0
Akola,2020,7862752000.0,327740000.0,4559028000.0,369905000.0,702710000.0,905411000.0,6537054000.0,132553000.0,6669607000.000001,13245000.0,7010592000.0,2815192000.0,9825784000.0,17688536000.0,14892000.0,95395000.0,119236000.0,32532000.0,17819000.0,12156000.0,,132202000.0,71020000.0,1074078000.0,1569330000.0,8634474000.0,10203804000.0,181743000.0,298617000.0,1088970000.0
Akola,2021,7484732000.000001,348831000.0,132098000.0,4801130000.0,1085933000.0,116573000.0,6135734000.000001,185493000.0,6321227000.000001,13260000.0,6683318000.000002,1503852000.0,8187170000.000003,15671902000.0,12222000.0,141496000.0,135560000.0,42720000.0,7662000.0,154772000.0,,88741000.0,99855000.0,453599000.0,1136627000.0,6807730000.0,7944357000.000001,340714000.0000001,330092000.0,465821000.0
Amravati,2012,6226176000.0,190347000.0,,4713385000.0,2114750000.0,,6828135000.000001,414389999.9999999,7242525000.0,,7432872000.0,14737000.0,7447609000.0,13673785000.0,999806000.0,4124283000.0,367707000.0,139367000.0,91686000.0,84841000.0,6565000.000000001,521551000.0,277630000.0,793448000.0,7406884000.0,104006000.0,7510889999.999999,690165999.9999999,4923464000.000001,1793254000.0
Amravati,2013,6362883000.0,209382000.0,,5184724000.0,2326225000.0,,7510948999.999999,455817000.0,7966765999.999999,,8176148000.0,16211000.0,8192359000.0,14555242000.0,1149776000.0,4742925000.0,422864000.0000001,160272000.0,105439000.0,97568000.0,7550000.0,599784000.0,319274000.0,912465000.0,8517917000.0,119607000.0,8637524000.0,793693000.0000001,5661982999.999999,2062241000.0
Amravati,2014,5917719000.0,144069000.0,,6236190000.0,2830907000.0,,9067097000.0,515072000.0,9582169000.0,,9726238000.0,87738000.0,9813976000.0,15731695000.0,1264753000.0,3958098000.0,465150000.0,176299000.0,115982000.0,107324000.0,8305000.0,565592000.0,351201000.0,2647198000.0,9659901999.999998,77430000.0,9737332000.0,873059999.9999999,4874891000.0,3911951000.0
Amravati,2015,5994363000.0,73827000.0,,6753295000.0,3703450000.0,,10456745000.0,162550000.0,10619295000.0,,10693122000.0,80506000.0,10773628000.0,16767991000.0,1391228000.0,4368704000.0,511664999.9999999,193928000.0,127580000.0,118056000.0,9135000.0,622623000.0,386321000.0,2818023000.0,10547263000.0,77229000.0,10624492000.0,960364000.0,5377648000.0,4209251000.0
Amravati,2016,6143499000.0,268461000.0,,7185513000.0,3345290000.0,,10530803000.0,9051000.0,10539854000.0,,10808315000.0,100481000.0,10908796000.0,17052295000.0,1056551000.0,4825904000.0,754471000.0,161197000.0,201112000.0,134002000.0,8501000.0,636067000.0,442927000.0000001,2467664000.0,10688396000.0,98145000.0,10786541000.0,1259283000.0,5904898000.0,3524215000.0
Amravati,2017,6265754000.0,240518000.0,,7522441000.0,3073712000.0,,10596153000.0,9500000.0,10605653000.0,,10846171000.0,113728000.0,10959899000.0,17225653000.0,12825000.0,5678622000.0,804698000.0,177316000.0,221223000.0,147402000.0,9351000.0,670685000.0,487218999.9999999,2591047000.0,10800388000.0,71277000.0,10871665000.0,1359990000.0,6836525999.999999,2603872000.0
Amravati,2018,6353988000.0,180629000.0,,8109984000.0,3117119000.0,,11227103000.0,861251000.0,12088354000.0,,12268983000.0,152079000.0,12421062000.0,18775050000.0,5377940000.0,772639000.0,182609000.0,169593000.0,145011000.0,48017000.0,886229999.9999999,532793000.0,2811343000.0,10939182000.0,21865357000.0,13487351000.0,35352708000.0,1431460000.0,4116775000.0,16317122000.0
Amravati,2019,5287699000.0,192753000.0,,8515483000.0,3272974000.0,,11788457000.0,904312999.9999999,12692770000.0,,12885523000.0,163958000.0,13049481000.0,18337180000.0,26832000.0,5646837000.0,757304000.0,191739000.0,178072000.0,152261000.0,50417000.0,930536000.0,559432000.0,2951910000.0,11445340000.0,2420760000.0,13866100000.0,1329793000.0,7136805000.000002,2978742000.0
Amravati,2020,4471080000.0,73604000.0,,10737140000.0,3238500000.0,,13975640000.0,890957000.0,14866597000.0,,14940201000.0,195989000.0,15136190000.0,19607270000.0,25616000.0,6211521000.0,833035000.0,210913000.0,195880000.0,167488000.0,14954000.0,1023590000.0,615376000.0,3247101000.0,12545474000.0,2195989000.0,14741463000.0,1422270000.0,7850487000.0,3272717000.0
Amravati,2021,4865807000.0,184365000.0,,11148848000.0,2938998000.0,,14087846000.0,798136000.0,14885982000.0,,15070347000.0,186214000.0,15256561000.0,20122368000.0,30910000.0,7502673000.0,1335506000.0,125016000.0,65467999.99999999,164236000.0,15083000.0,1125949000.0,196914000.0,3686753000.0,14248508000.0,978053000.0000001,15226561000.0,1705309000.0,8825536000.0,3717663000.0
Beed,2013,2264000.0,223414000.0,,,,16997000.0,16997000.0,,16997000.0,18172000.0,258582999.9999999,68072000.0,326654999.9999999,328918999.9999999,32133000.0,21679000.0,92337000.0,5500000.0,570000.0,2600000.0,40000.0,18854000.0,43975000.0,40893000.0,258581000.0,68072000.0,326653000.0,101047000.0,84508000.0,73026000.0
Beed,2014,4703156000.0,,,3892522000.0,4373432000.0,212490000.0,8478444000.0,720658000.0,9199102000.0,6989649000.000001,16188751000.0,204692000.0,16393443000.0,21096599000.0,852627000.0,4871663000.0,738233000.0,229913000.0,83757000.0,122345000.0,,349821000.0,349718000.0,8762716000.0,16360793000.0,153441000.0,16514234000.0,1174248000.0,5571202000.0,9615343000.0
Beed,2015,4582400000.0,92500000.0,1141200000.0,5706000000.0,1426500000.0,3930200000.0,12203900000.0,2072700000.0,14276600000.0,107500000.0,14476600000.0,192300000.0,14668900000.0,19251300000.0,876100000.0,5436100000.0,266400000.0,181400000.0,23500000.0,119000000.0,,1087700000.0,,10201300000.0,18191500000.0,113500000.0,18305000000.0,590300000.0,6523800000.0,11077400000.0
Beed,2016,5528600000.0,8300000.0,456900000.0,6000600000.0,1320000000.0,227300000.0,8004800000.0,2176300000.0,10181100000.0,109000000.0,10298400000.0,8410400000.0,18708800000.0,24237400000.0,809000000.0,5567200000.0,208100000.0,405300000.0,15200000.0,123200000.0,,899300000.0,,1148800000.0,9176100000.0,8407300000.0,17583400000.0,751800000.0,6466500000.0,1957800000.0
Beed,2017,-266500000.0,115200000.0,11300000.0,6800000.0,12700000.0,21500000.0,52300000.0,10800000.0,63100000.0,36800000.0,215100000.0,226300000.0,441400000.0,174900000.0,68000000.0,4800000.0,19500000.0,1700000.0,200000.0,3900000.0,100000.0,3100000.0,32800000.0,8400000.0,142500000.0,226300000.0,368800000.0,25400000.0,40700000.0,76400000.0
Beed,2018,7664500000.0,147600000.0,78800000.0,9188400000.0,3476400000.0,,12743600000.0,1923800000.0,14667400000.0,55000000.0,14870000000.0,9435800000.0,24305800000.0,31970300000.0,1039300000.0,7936700000.0,471300000.0,226600000.0,1500000.0,50900000.0,,141400000.0,542100000.0,4859600000.0,15269400000.0,9787000000.0,25056400000.0,750300000.0,8620200000.0,5898900000.0
Beed,2019,-133800000.0,140000000.0,500000.0,,35800000.0,3600000.0,39900000.0,,39900000.0,3000000.0,182900000.0,185500000.0,368400000.0,234600000.0,74300000.0,9300000.0,19600000.0,200000.0,5100000.0,2500000.0,,2700000.0,24200000.0,,137900000.0,185500000.0,323400000.0,27400000.0,36200000.0,74300000.0
Beed,2020,6163300000.0,88000000.0,939700000.0,21139400000.0,,,22079100000.0,1388400000.0,23467500000.0,,23555500000.0,48400000.0,23603900000.0,29767200000.0,1062000000.0,7945600000.0,1759200000.0,102200000.0,20000.0,86200000.0,,97300000.0,153600000.0,2422700000.0,13628820000.0,9533600000.0,23162420000.0,1947620000.0,8196500000.0,3484700000.0
Beed,2021,-88800000.0,34000000.0,,,95200000.0,2900000.0,98100000.0,,98100000.0,,132100000.0,119400000.0,251500000.0,162700000.0,42700000.0,16500000.0,13100000.0,,5500000.0,5300000.0,,3700000.0,35200000.0,10100000.0,132100000.0,119300000.0,251400000.0,23900000.0,55400000.0,52800000.0
Bhandara,2012,1364200000.0,,,,,,0.0,,0.0,321300000.0,321300000.0,189900000.0,511200000.0,1875400000.0,180500000.0,1948200000.0,195400000.0,137700000.0,43100000.0,34300000.0,2200000.0,243700000.0,145400000.0,606400000.0,3536900000.0,197700000.0,3734600000.0,412700000.0,2337300000.0,786900000.0
Bhandara,2013,1743400000.0,,,,,,0.0,,0.0,49500000.0,49500000.0,190800000.0,240300000.0,1983700000.0,487300000.0,2350500000.0,302300000.0,114000000.0,55400000.0,58300000.0,1300000.0,337300000.0,258700000.0,862900000.0,4828000000.0,180900000.0,5008900000.0,531300000.0,2946500000.0,1350200000.0
Bhandara,2014,1481200000.0,,,,,,0.0,,0.0,79900000.0,79900000.0,242000000.0,321900000.0,1803100000.0,546700000.0,2474800000.0,503800000.0,81400000.0,61200000.0,57900000.0,500000.0,449900000.0,238600000.0,605100000.0,5019900000.0,253100000.0,5273000000.0,704800000.0,3163300000.0,1151800000.0
Bhandara,2015,1317700000.0,,,,,,0.0,194100000.0,194100000.0,104300000.0,298400000.0,249900000.0,548300000.0,1866000000.0,626400000.0,2499500000.0,365900000.0,180500000.0,60100000.0,64700000.0,800000.0,333900000.0,304900000.0,701200000.0,5137900000.0,217400000.0,5355300000.0,672000000.0,3138300000.0,1327600000.0
Bhandara,2016,1359900000.0,69700000.0,,,,,0.0,164200000.0,164200000.0,29500000.0,263400000.0,397500000.0,660900000.0,2020800000.0,693800000.0,2788700000.0,319200000.0,124900000.0,78100000.0,64700000.0,600000.0,369300000.0,306600000.0,936100000.0,5682000000.0,404000000.0,6086000000.0,587500000.0,3464600000.0,1629900000.0
Bhandara,2017,1729200000.0,69700000.0,,3842000000.0,1578900000.0,97300000.0,5518200000.0,268300000.0,5786500000.0,4400000.0,5860600000.0,398400000.0,6259000000.0,7988200000.0,660700000.0,2924900000.0,60100000.0,72500000.0,55400000.0,60600000.0,3000000.0,422300000.0,271800000.0,1697400000.0,6228700000.0,447000000.0,6675700000.0,251600000.0,3619000000.0,2358100000.0
Bhandara,2018,1264100000.0,93100000.0,,3923900000.0,1850700000.0,5600000.0,5780200000.0,327000000.0,6107200000.0,7300000.0,6207600000.0,398400000.0,6606000000.0,7870100000.0,691100000.0,3128300000.0,66200000.0,78500000.0,54300000.0,68300000.0,600000.0,476700000.0,290700000.0,1439000000.0,6293700000.0,281700000.0,6575400000.0,267900000.0,3895700000.0,2130100000.0
Bhandara,2019,1294700000.0,112700000.0,,4663700000.0,1798300000.0,1700000.0,6463700000.0,327000000.0,6790700000.0,,6903400000.0,273300000.0,7176700000.0,8471400000.0,732200000.0,3306100000.0,78500000.0,84800000.0,75400000.0,64600000.0,600000.0,479800000.0,300200000.0,1688400000.0,6810600000.0,319300000.0,7129900000.0,303900000.0,4086100000.0,2420600000.0
Bhandara,2020,1318000000.0,87800000.0,,5694100000.0,1701400000.0,12200000.0,7407700000.0,371400000.0,7779100000.0,,7866900000.0,219000000.0,8085900000.0,9403900000.0,1136300000.0,4180500000.0,338400000.0,50900000.0,34200000.0,74100000.0,600000.0,509200000.0,234000000.0,1457000000.0,8015200000.0,219400000.0,8234600000.0,498200000.0,4923700000.0,2593300000.0
Bhandara,2021,1341500000.0,101500000.0,,4896900000.0,1870200000.0,1800000.0,6768900000.0,343400000.0,7112300000.0,,7213800000.0,281500000.0,7495300000.0,8836800000.0,768800000.0,3943900000.0,103400000.0,89000000.0,79200000.0,67800000.0,600000.0,506200000.0,315200000.0,1352800000.0,7226900000.0,291900000.0,7518800000.0,340000000.0,4765300000.0,2121600000.0
Buldana,2013,2445600000.0,349700000.0,4746700000.0,867000000.0,924800000.0,577100000.0,7115600000.0,429800000.0,7545400000.0,,7895100000.0,213200000.0,8108300000.0,10553900000.0,712500000.0,4472200000.0,317400000.0,99900000.0,104200000.0,124800000.0,,449000000.0,209200000.0,100200000.0,6589400000.0,264000000.0,6853400000.0,646300000.0,5130400000.0,812700000.0
Buldana,2014,2558600000.0,203300000.0,4958400000.0,1304800000.0,1219200000.0,469700000.0,7952100000.0,574300000.0,8526400000.0,,8729700000.0,323300000.0,9053000000.0,11611600000.0,862900000.0,4605300000.0,419100000.0,176200000.0,107600000.0,104600000.0,,446400000.0,333400000.0,1423400000.0,8478900000.0,110400000.0,8589300000.0,807500000.0,5385100000.0,2286300000.0
Buldana,2015,2908300000.0,117200000.0,,6023100000.0,3089000000.0,,9112100000.0,367900000.0,9480000000.0,,9597200000.0,461800000.0,10059000000.0,12967300000.0,1039500000.0,4808200000.0,277800000.0,119500000.0,127200000.0,122300000.0,,481400000.0,214100000.0,1788700000.0,8978700000.0,242900000.0,9221600000.0,646800000.0,5503700000.0,2828200000.0
Buldana,2016,3612100000.0,249400000.0,1614500000.0,6206200000.0,161400000.0,1117200000.0,9099300000.0,605400000.0,9704700000.0,,9954100000.0,603900000.0,10558000000.0,14170100000.0,1029000000.0,5330500000.0,429200000.0,166200000.0,143700000.0,153800000.0,,512400000.0,444700000.0,1627300000.0,9836800000.0,646000000.0,10482800000.0,892900000.0,6287600000.0,2656300000.0
Buldana,2017,1781400000.0,,818000000.0,6555300000.0,1860800000.0,1133200000.0,10367300000.0,345200000.0,10712500000.0,,10712500000.0,10712600000.0,21425100000.0,23206500000.0,,907500000.0,5533800000.0,1986700000.0,878300000.0,208800000.0,124800000.0,,344000000.0,39700000.0,10023600000.0,10023600000.0,20047200000.0,8732400000.0,1251500000.0,39700000.0
Buldana,2018,4771100000.0,307400000.0,847800000.0,7401500000.0,1950500000.0,1159600000.0,11359400000.0,322500000.0,11681900000.0,,11989300000.0,259500000.0,12248800000.0,17019900000.0,1664800000.0,5751200000.0,213000000.0,596000000.0,280400000.0,105900000.0,,675300000.0,361200000.0,75300000.0,9723100000.0,432500000.0,10155600000.0,1195300000.0,6787700000.0,1740100000.0
Buldana,2019,6864300000.0,122300000.0,663800000.0,9709300000.0,1664300000.0,1187500000.0,13224900000.0,717900000.0,13942800000.0,,14065100000.0,226700000.0,14291800000.0,21156100000.0,1204400000.0,6615100000.0,1003500000.0,157600000.0,322700000.0,99300000.0,,298300000.0,5009600000.0,1060200000.0,15770700000.0,192600000.0,15963300000.0,1583100000.0,11923000000.0,2264600000.0
Buldana,2020,5192600000.0,35100000.0,836700000.0,10291800000.0,1127000000.0,1506300000.0,13761800000.0,,13761800000.0,,13796900000.0,654600000.0,14451500000.0,19644100000.0,1666500000.0,7471200000.0,558200000.0,150600000.0,107400000.0,108000000.0,,760500000.0,20200000.0,143400000.0,10986000000.0,103400000.0,11089400000.0,924200000.0,8251900000.0,1809900000.0
Buldana,2021,8554700000.0,1800000.0,56700000.0,11282200000.0,1269200000.0,1500000.0,12609600000.0,396000000.0,13005600000.0,,13007400000.0,3274600000.0,16282000000.0,24836700000.0,2027800000.0,8245800000.0,502000000.0,172200000.0,78600000.0,114000000.0,,828100000.0,436900000.0,442600000.0,12848000000.0,113700000.0,12961700000.0,866800000.0,9510800000.0,2470400000.0
Chandrapur,2012,2232170000.0,26920000.0,1034310000.0,3805580000.0,953440000.0,,5793330000.0,485260000.0000001,6278590000.0,502620000.0,6808130000.0,8017930000.0,14826060000.0,17058230000.0,299080000.0,2881510000.0,303790000.0,204980000.0,155600000.0,153150000.0,330000.0,452310000.0000001,156950000.0,1657390000.0,6265090000.0,8099660000.000001,14364750000.0,817850000.0000001,3490770000.0,1956470000.0
Chandrapur,2013,2693450000.0,44310000.0,623800000.0,32343310000.0,782540000.0,,33749650000.0,205970000.0,33955620000.0,265760000.0,34265690000.0,2328770000.0,36594460000.0,39287910000.0,383510000.0,3382260000.0,402780000.0,180130000.0,129470000.0,135970000.0,440000.0000000001,498320000.0,136250000.0,200010000.0,5449139999.999999,7430110000.000001,12879250000.0,848790000.0,4016830000.0,583520000.0
Chandrapur,2014,26408660000.0,41050000.0,169090000.0,3738270000.0,1700080000.0,,5607439999.999999,295650000.0,5903089999.999999,,5944139999.999999,1861660000.0,7805800000.0,34214460000.0,790580000.0,3728810000.0,591450000.0,156560000.0,142800000.0,159900000.0,4840000.0,560000000.0,233430000.0,24412640000.0,30781010000.0,1718950000.0,32499960000.0,1055550000.0,4522240000.0,25203220000.0
Chandrapur,2015,1714488000.0,71236000.0,129176000.0,6202375000.0,2243900000.0,,8575451000.000001,310126000.0,8885577000.0,,8956813000.0,606258000.0,9563071000.0,11277559000.0,922131000.0,4402488000.0,757703000.0,146101000.0,127973000.0,160076000.0,7438000.0,581320000.0,227767000.0,912129000.0000001,8245126000.000001,672873000.0,8917999000.0,1199291000.0,5211574999.999999,1834260000.0
Chandrapur,2016,2359572000.0,257877000.0,5905600000.0,1347005000.0,1824422000.0,136572000.0,9213599000.0,376670000.0,9590269000.0,,9848146000.0,446799000.0,10294945000.0,12654517000.0,964342000.0,4397585000.0,622857000.0,113840000.0,97952000.0,144174000.0,8700000.0,607222000.0,321641000.0,1559811000.0,8838124000.0,625813000.0,9463937000.0,987523000.0,5326448000.0,2524153000.0
Chandrapur,2017,3957170000.0,402232000.0,,5102157000.0,3987359000.0,,9089516000.0,490282000.0,9579798000.000002,,9982030000.000002,2530830000.0,12512860000.0,16470030000.0,1062448000.0,4806292000.0,209566000.0,106954000.0,152632000.0,150016000.0,3954000.0,666693000.0,55423000.0,2669412000.0,9883390000.0,2593004000.0,12476394000.0,623121999.9999999,5528408000.0,3731860000.0
Chandrapur,2018,3993636000.0,493353000.0,,7829678999.999999,1745981000.0,154313000.0,9729973000.0,901701000.0,10631674000.0,,11125027000.0,3286044000.0,14411071000.0,18404707000.0,1483737000.0,5147138000.0,477477000.0000001,104381000.0,206548000.0,179699000.0,3478000.0,888235000.0,96651000.0,1086419000.0,9673763000.0,5602344000.0,15276107000.0,971583000.0,6132024000.0,2570156000.0
Chandrapur,2019,5131208000.0,384155000.0,,4078135000.0,1960879000.0,1176000000.0,7215014000.0,744493000.0,7959507000.000001,,8343662000.000001,3846120000.0,12189782000.0,17320990000.0,1941522000.0,6166984000.0,1094959000.0,181920000.0,408944000.0,207903000.0,10143000.0,856310000.0,102687000.0,2103654000.0,13075026000.0,1939822000.0,15014848000.0,1903869000.0,7125981000.0,4045176000.0
Chandrapur,2020,5421909000.0,306913000.0,,8845476000.0,1025143000.0,15103000.0,9885722000.0,,9885722000.0,785117000.0,10977752000.0,38921785000.0,49899537000.0,55321446000.0,1562658000.0,5956697000.0,460742000.0,144780000.0,458543000.0,196879000.0,2000000.0,807106000.0,287140000.0,639547000.0,10516092000.0,6239035000.0,16755127000.0,1262944000.0,7050942999.999999,2202205000.0
Chandrapur,2021,5421909000.0,306913000.0,,8845476000.0,1025143000.0,15103000.0,9885722000.0,,9885722000.0,785117000.0,10977752000.0,38921785000.0,49899537000.0,55321446000.0,1562658000.0,5956697000.0,460742000.0,144780000.0,458543000.0,196879000.0,2000000.0,807106000.0,287140000.0,639547000.0,10516092000.0,6239035000.0,16755127000.0,1262944000.0,7050942999.999999,2202205000.0
Dhule,2012,1150725000.0,81251000.0,2642371000.0,596387000.0,1127410000.0,23523000.0,4389691000.0,890991000.0,5280682000.000001,,5361933000.000001,282718000.0,5644651000.000001,6795376000.000001,322631000.0,1639637000.0,326570000.0,115571000.0,37428000.0,75184000.0,300000.0,297874000.0,146015000.0,1104336000.0,4065546000.0,255723000.0,4321269000.0,555053000.0,2083526000.0,1426967000.0
Dhule,2013,1674108000.0,171603000.0,2778821000.0,610087000.0,995302000.0,16516000.0,4400726000.000001,541282000.0,4942008000.000001,,5113611000.000001,314278000.0,5427889000.000001,7101997000.0,366916000.0,1775212000.0,467991000.0,223650000.0,54275000.0,73719000.0,290000.0,314423000.0,149304000.0,1821347000.0,5247127000.0,299681000.0,5546807999.999999,819925000.0,2238939000.0,2188263000.0
Dhule,2014,150836000.0,649000.0,,,,25377000.0,25377000.0,2746000.0,28123000.0,,28772000.0,203014000.0,231786000.0,382622000.0,13197000.0,2871000.0,8156999.999999999,2191000.0,4098000.0,3379000.0,299000.0,3759000.0,18963000.0,77685000.0,134599000.0,191677000.0,326276000.0,18124000.0,25593000.0,90882000.0
Dhule,2015,27505000.0,1993000.0,,,,30048000.0,30048000.0,3000000.0,33048000.0,,35041000.0,247520000.0,282560999.9999999,310066000.0,16182000.0,2375000.0,11800000.0,6300000.0,1507000.0,775000.0,300000.0,2900000.0,6850000.0,35100000.0,84089000.0,244530000.0,328619000.0,20682000.0,12125000.0,51281999.99999999
