District,Year,Opening Balance,Self-Generated,Purposive Grants,Establishment Grants,Grants for Plan Schemes,Other Statutory Grants,Statutory Grants,For Agency Schemes,Total Grants,Other Income,Revenue Income,Capital Income,All Receipts,Revenue,General Administration,Education,Public Works,Irrigation,Agriculture,Animal Husbandary,Forests,Public Health,Social Welfare,Other Expenses,Revenue Expenditure,Capital Expenditure,Expenditure,Economic Services,Social Services,Non-Developmental
Satara,2014,2531995000.0,746072000.0,6506178000.0,1283721000.0,2290011000.0,551616000.0,10631526000.0,745799000.0,11377325000.0,62484000.0,12185881000.0,8632783000.0,20818664000.0,23350659000.0,500930000.0,4447649000.0,1583101000.0,208674000.0,95365000.0,163262000.0,186000.0,552644000.0,183959000.0,3759034000.0,11494804000.0,8523402000.0,20018206000.0,2050588000.0,5184252000.0,4259964000.0
Satara,2015,3354312000.0,347648000.0,4949500000.0,1382521000.0,1578440000.0,536289000.0000001,8446750000.0,717931000.0,9164681000.0,246694000.0,9759023000.0,4996220000.0,14755243000.0,18109555000.0,535452000.0000001,2775170000.0,1366488000.0,261082000.0,81670000.0,190902000.0,651000.0,648104000.0,192948000.0,4412198000.0,10464665000.0,4948440000.0,15413105000.0,1900793000.0,3616222000.0,4947650000.0
Satara,2016,2696450000.0,531728000.0,2574863000.0,6734489000.0,392395000.0,2213921000.0,11915668000.0,483446000.0,12399114000.0,127546000.0,13058388000.0,8736066000.0,21794454000.0,24490904000.0,678980000.0,5293065000.0,1223532000.0,296014000.0,55502000.0,197752000.0,500000.0,678474000.0,219664000.0,4389055000.0,13032538000.0,8688631000.0,21721169000.0,1773300000.0,6191203000.0,5068035000.000001
Satara,2017,2769735000.0,527985999.9999999,3015212000.0,5972438000.0,3289279000.0,23241000.0,12300170000.0,544336000.0,12844506000.0,102211000.0,13474703000.0,4421247000.0,17895950000.0,20665685000.0,1800924000.0,6709257000.000001,739528000.0,328726000.0,48706000.0,78983000.0,,372671000.0,291500000.0,2474545000.0,12844840000.0,4350415000.0,17195255000.0,1195943000.0,7373428000.000001,4275469000.0
Satara,2018,3470430000.0,365283000.0,8055059000.0,1782532000.0,11022112000.0,3102000.0,20862805000.0,207643000.0,21070448000.0,313708000.0,21749439000.0,298545000.0,22047984000.0,25518414000.0,1865102000.0,7349164000.0,985620999.9999999,579821000.0,189289000.0,121512000.0,,639935000.0,411525000.0,4119736000.0,16261705000.0,5998544000.0,22260249000.0,1876243000.0,8400624000.000001,5984838000.0
Satara,2019,3258164000.0,582446000.0,8907425000.0,3059161000.0,2907595000.0,,14874181000.0,755847000.0,15630028000.0,3000.0,16212477000.0,198973000.0,16411450000.0,19669614000.0,2127859000.0,8783729000.0,1004110000.0,826637000.0000001,203594000.0,281191000.0,,1097188000.0,476485999.9999999,1700180000.0,16500974000.0,164033000.0,16665006999.99999,2315532000.0,10357403000.0,3828039000.0
Satara,2020,3004607000.0,352906000.0,2297542000.0,12313920000.0,1936377000.0,,16547839000.0,798892000.0,17346731000.0,,17699637000.0,151683000.0,17851320000.0,20855927000.0,1989834000.0,9394567000.0,817491000.0,188678000.0,43340000.0,197615000.0,,862670000.0000001,84451000.0,2913387000.0,16492033000.0,230814000.0,16722847000.0,1247124000.0,10341688000.0,4903221000.0
Satara,2021,4133080000.0,428014000.0000001,2786523000.0,14934667000.0,2348492000.0,,20069682000.0,968919000.0,21038601000.0,,21466615000.0,183965000.0,21650580000.0,25783660000.0,2615694000.0,12349426000.0,1074615000.0,248023000.0,56972000.0,259771000.0,,1134004000.0,111013000.0,3829730000.0,21679248000.0,303412000.0,21982660000.0,1639381000.0,13594443000.0,6445424000.000001
Sindhudurg,2012,754054000.0,,,3078836000.0,718414000.0,402337000.0,4199587000.0,310300000.0,4509887000.0,192453000.0,4702340000.0,3365611000.0,8067951000.000001,8822005000.0,260082000.0,2444697000.0,356824000.0,46864000.0,63029000.0,68760000.0,376000.0,331630000.0,65179999.99999999,963301000.0,4600743000.0,3495392000.0,8096135000.000001,535853000.0000001,2841507000.0,1223383000.0
Sindhudurg,2013,725870000.0,,,3576960000.0,834645999.9999999,467431000.0000001,4879037000.0,360503000.0,5239539999.999999,100249000.0,5339788999.999999,84700000.0,5424488999.999999,6150358999.999999,286100000.0,2636800000.0,115290000.0,15142000.0,20365000.0,22216000.0,121000.0,368700000.0,21060000.0,311243000.0,3797037000.0,1129363000.0,4926399999.999999,173134000.0,3026560000.0,597343000.0
Sindhudurg,2014,1175628000.0,,40368000.0,3696986000.0,1489633000.0,157055000.0,5384042000.000001,124223000.0,5508265000.000001,,5508265000.000001,3889180000.0,9397445000.000002,10573073000.0,437810999.9999999,2754115000.0,460466000.0,60094000.00000001,72319000.0,85805000.0,350000.0,452826000.0,62209000.0,928992000.0,5314987000.0,4143016000.0,9458003000.0,679034000.0000001,3269150000.0,1366803000.0
Sindhudurg,2015,1187891000.0,,70086000.0,4010838000.0,1443279000.0,161922000.0,5686125000.0,143997000.0,5830122000.0,,5830122000.0,4315915000.0,10146037000.0,11333928000.0,506893000.0,2944950000.0,284410000.0,87841000.0,76866000.0,88234000.0,143000.0,504063000.0,91937000.0,1019718000.0,5605055000.0,4531033000.0,10136088000.0,537494000.0,3540950000.0,1526611000.0
Sindhudurg,2016,1239376000.0,,46865000.0,4320209000.0,1644074000.0,138867000.0,6150014999.999999,140692000.0,6290706999.999999,,6290706999.999999,3847241000.0,10137948000.0,11377324000.0,554920000.0,3170663000.0,387730000.0,111988000.0,64267999.99999999,92010000.0,236000.0,567388000.0,84493000.0,613641000.0,5647337000.0,4207082000.0,9854419000.0,656232000.0000001,3822544000.0,1168561000.0
Sindhudurg,2017,1587317000.0,,35753000.0,4466622000.0,1141875000.0,499322000.0,6143572000.0,105279000.0,6248851000.0,146518000.0,6395369000.0,3893330000.0,10288699000.0,11876016000.0,594297000.0,3288183000.0,301280000.0,157743000.0,5517000.0,94976000.0,193000.0,476885000.0000001,72974000.0,1154746000.0,6146794000.0,3897968000.0,10044762000.0,559709000.0000001,3838042000.0,1749043000.0
Sindhudurg,2018,1838602000.0,,43925000.0,4655665000.0,1346973000.0,420326000.0,6466889000.000001,121160000.0,6588049000.000001,191327000.0,6779376000.000001,3863080000.0,10642456000.0,12481058000.0,654590000.0,3434979000.0,404856000.0,195797000.0,63254000.0,91354000.0,107000.0,482303000.0,63813000.0,1268376000.0,6659428999.999999,3876867000.0,10536296000.0,755367999.9999999,3981095000.0,1922966000.0
Sindhudurg,2019,2002847000.0,,28246000.0,6189540000.0,1230084000.0,611671000.0,8059541000.0,115529000.0,8175070000.0,126483000.0,8301553000.0,5237501000.0,13539054000.0,15541901000.0,967745999.9999999,4403256000.0,502108000.0,225844000.0,59584000.0,106692000.0,,584552000.0,103258000.0,1210552000.0,8163592000.0,5153324000.0,13316916000.0,894228000.0000001,5091066000.0,2178298000.0
Sindhudurg,2020,453068999.9999999,,,,,,,,,,,102447000.0,102447000.0,555516000.0,12984000.0,9917000.0,29661000.0,3023000.0,19236000.0,9855000.0,,13220000.0,22519000.0,22849000.0,143264000.0,47521000.0,190785000.0,61775000.0,45656000.0,35833000.00000001
Sindhudurg,2021,502429000.0,,,,,,,,,,,103822000.0,103822000.0,606251000.0,14270000.0,7286000.0,5722000.0,,9018000.0,10713000.0,,11859000.0,20499000.0,24208000.0,103575000.0,124782000.0,228357000.0,25453000.0,39644000.0,38478000.0
Thane,2012,2936296000.0,8657000.0,7942666000.0,,2509723000.0,112710000.0,10565099000.0,797676000.0,11362775000.0,1177338000.0,12548770000.0,387166000.0,12935936000.0,15872232000.0,701137000.0,4610703000.0,719687000.0,201596000.0,113726000.0,158732000.0,1792000.0,735115000.0,344550000.0,3169192000.0,10756230000.0,343652000.0,11099882000.0,1195533000.0,5690368000.0,3870329000.0
Thane,2013,4728840000.0,1191957000.0,9529121000.0,,,73436000.0,9602557000.0,816021000.0,10418578000.0,181744000.0,11792279000.0,8273192000.0,20065471000.0,24794311000.0,794749000.0,5122892000.0,1090021000.0,253102000.0,234184000.0,183961000.0,496000.0,871109000.0,380225000.0,3180854000.0,12111593000.0,9371557000.0,21483150000.0,1761764000.0,6374225999.999999,3975603000.0
Thane,2014,3311162000.0,1218900000.0,11835827000.0,,,113953000.0,11949780000.0,627022000.0,12576802000.0,60112000.0,13855814000.0,1565045000.0,15420859000.0,18732021000.0,509676000.0,5868011000.0,1382147000.0,252733000.0,282782000.0,180647000.0,,910229999.9999999,333898000.0,3397218000.0,13117342000.0,306600000.0,13423942000.0,2098309000.0,7112139000.0,3906894000.0
Thane,2015,4792596000.0,643258000.0,5392140000.0,,,31247000.0,5423387000.0,241552000.0,5664939000.0,186591000.0,6494788000.0,508934000.0,7003722000.0,11796318000.0,277996000.0,3000113000.0,559785000.0,211703000.0,98556000.0,84678000.0,2996000.0,434612000.0,238739000.0,2189013000.0,7098191000.0,473122000.0,7571313000.0,957718000.0,3673464000.0,2467009000.0
Thane,2016,4225006000.0,544168000.0,5919168000.0,,,57312000.0,5976480000.0,262352000.0,6238832000.0,203048000.0,6986048000.0,338938000.0,7324986000.0,11549992000.0,297217000.0,3142047000.0,610220000.0,209335000.0,100723000.0,80256000.0,206666000.0,47020000.0,270721000.0,1907608000.0,6871813000.0,503892000.0,7375705000.0,1207200000.0,3459788000.0,2204825000.0
Thane,2017,4174287000.0,436051000.0,11207966000.0,,,54240000.0,11262206000.0,250178000.0,11512384000.0,116940000.0,12065375000.0,188779000.0,12254154000.0,16428441000.0,275707000.0,3238041000.0,1076323000.0,122609000.0,74033000.0,79588000.0,1000000.0,449333000.0,136250000.0,2119543000.0,7572427000.0,193275000.0,7765702000.0,1353553000.0,3823624000.0,2395250000.0
Thane,2018,8662741000.0,596505000.0,7731906000.0,,,87943000.0,7819848999.999999,319156000.0,8139004999.999999,175616000.0,8911126000.0,396525000.0,9307651000.0,17970392000.0,307266000.0,3277873000.0,1356289000.0,156649000.0,78399000.0,86742000.0,628000.0,464855000.0,129992000.0,5903437000.0,11762130000.0,346781000.0,12108911000.0,1678707000.0,3872720000.0,6210703000.0
Thane,2019,5861581000.0,605646000.0,8009657000.000001,8009657000.000001,8009657000.000001,78853000.0,24107824000.0,486438000.0,24594262000.0,206554000.0,25406462000.0,433085000.0000001,25839547000.0,31701128000.0,391902000.0,4209121000.0,1439427000.0,175615000.0,127043000.0,117968000.0,,550779000.0,112593000.0,3226604000.0,10351052000.0,481529000.0,10832581000.0,1860053000.0,4872493000.0,3618506000.0
Thane,2020,4849133000.0,145881000.0,7536666000.0,7536666000.0,7536666000.0,241529000.0,22851527000.0,570515000.0,23422042000.0,36221000.0,23604144000.0,192808000.0,23796952000.0,28646085000.0,977875000.0,4203497000.0,1024945000.0,180338000.0,58969000.00000001,120385000.0,846000.0000000001,546203000.0,208736000.0,2405615000.0,9727409000.0,181436000.0,9908845000.0,1385483000.0,4958436000.0,3383490000.0
Thane,2021,3827765000.0,364149000.0,7413630000.0,7413630000.0,7413630000.0,385529000.0,22626419000.0,516621000.0,23143040000.0,108896000.0,23616085000.0,673510000.0,24289595000.0,28117360000.0,1140505000.0,3925768000.0,937975000.0,145326000.0,100937000.0,115354000.0,199000.0,638197000.0,231930000.0,2008152000.0,9244343000.0,415933000.0,9660276000.0,1299791000.0,4795895000.0,3148657000.0
Wardha,2012,1034600000.0,52600000.0,1905600000.0,758300000.0,1138200000.0,,3802100000.0,238800000.0,4040900000.0,,4093500000.0,80000000.0,4173500000.0,5208100000.0,182200000.0,88800000.0,194400000.0,51300000.0,26800000.0,18800000.0,2300000.0,21900000.0,93800000.0,401700000.0,1082000000.0,12100000.0,1094100000.0,293600000.0,204500000.0,583900000.0
Wardha,2013,4114000000.0,145400000.0,2224100000.0,959700000.0,1259600000.0,,4443400000.0,262000000.0,4705400000.0,,4850800000.0,19700000.0,4870500000.0,8984500000.0,39400000.0,62400000.0,178900000.0,48800000.0,39700000.0,21500000.0,,63100000.0,43100000.0,761500000.0,1258400000.0,21600000.0,1280000000.0,288900000.0,168600000.0,800900000.0
Wardha,2014,2023631000.0,135651000.0,,,,,0.0,241831000.0,241831000.0,,377482000.0,228101000.0,605583000.0,2629214000.0,598445000.0,2084976000.0,460910000.0000001,58778000.0,107452000.0,82011000.0,,270038000.0,129867000.0,924965000.0,4717441999.999999,,4717441999.999999,709150999.9999999,2484881000.0,1523410000.0
Wardha,2015,2210164000.0,135718000.0,,,,,0.0,435864999.9999999,435864999.9999999,,571583000.0,,571583000.0,2781747000.0,56540000.0,136836000.0,438770000.0,98365000.0,30242000.0,33698000.0,,73220000.0,76402000.0,431693999.9999999,1375767000.0,,1375767000.0,601075000.0,286458000.0,488233999.9999999
Wardha,2016,1746998000.0,675100000.0,,2860318000.0,842132000.0,,3702450000.0,82902000.0,3785352000.0,3147228000.0,7607679999.999999,324527000.0,7932206999.999999,9679204999.999998,629604000.0,2119936000.0,491206000.0000001,352481000.0,65629000.0,68115000.0,,398843000.0,345413000.0,3312063000.0,7783289999.999999,,7783289999.999999,977431000.0,2864192000.0,3941667000.0
Wardha,2017,1895915000.0,290677000.0,,2898150000.0,1343660000.0,,4241810000.0,401778000.0,4643588000.0,,4934264999.999999,440000000.0,5374264999.999999,7270179999.999999,25133000.0,101555000.0,248655000.0,218208000.0,4860000.0,23542000.0,,207069000.0,120973000.0,3085355000.0,4035350000.0,,4035350000.0,495265000.0000001,429596999.9999999,3110488000.0
Wardha,2018,2220317000.0,187590000.0,,3996444000.0,1332344000.0,,5328788000.0,103825000.0,5432613000.0,,5620203000.000001,520892000.0,6141095000.0,8361412000.0,291571000.0,60828000.0,308068000.0,109663000.0,26054000.0,78374000.0,,303861000.0,75129000.0,4707155000.0,5960703000.0,328615000.0,6289318000.0,522158999.9999999,439818000.0,4998726000.0
Wardha,2019,2912418000.0,19537000.0,,2802918000.0,3678269000.0,,6481187000.0,185173000.0,6666360000.000001,153045000.0,6838942000.0,331013000.0,7169955000.0,10082373000.0,176820000.0,72831000.0,122619000.0,31048000.0,23329000.0,109988000.0,,319504000.0,101679000.0,6191705000.0,7149523000.000001,88921000.0,7238444000.000002,286984000.0,494013999.9999999,6368525000.0
Wardha,2020,2930908000.0,157148000.0,,8017864000.0,5301000.0,,8023164999.999999,14003000.0,8037167999.999999,129425000.0,8323740999.999999,765008000.0,9088749000.0,12019657000.0,1025907000.0,3629898000.0,429307000.0,186441000.0,215129000.0,154671000.0,712000.0,574055000.0,238602000.0,116703000.0,6571425000.000002,2120648000.0,8692073000.000002,986260000.0,4442555000.0,1142610000.0
Wardha,2021,3327582000.0,1620751000.0,,4780134000.0,10629000.0,,4790763000.0,22034000.0,4812796999.999999,203024000.0,6636572000.0,618529000.0,7255100999.999999,10582683000.0,111052000.0,550230000.0,436246000.0,159536000.0,159710000.0,146623000.0,,286572000.0,187325000.0,149336000.0,2186630000.0,6038321000.0,8224950999.999999,902115000.0,1024127000.0,260388000.0
Washim,2008,474981000.0000001,8604000.0,960928000.0000001,739273000.0,,,1700201000.0,,1700201000.0,1613778000.0,3322583000.0,78304000.0,3400887000.0,3875868000.0,20387000.0,179000.0,85069000.0,78907000.0,36760000.0,18942000.0,,224372000.0,24217000.0,2508097000.0,2996930000.0,36970000.0,3033900000.0,219678000.0,248768000.0,2528484000.0
Washim,2009,581227000.0,15623000.0,723603000.0,1622115000.0,,,2345718000.0,,2345718000.0,1950336000.0,4311677000.0,185912000.0,4497589000.000001,5078816000.0,161500000.0,1272579000.0,113816000.0,111769000.0,50382000.0,39663000.0,,346462000.0,156673000.0,2142252000.0,4395096000.0,46871000.0,4441967000.0,315630000.0000001,1775714000.0,2303752000.0
Washim,2010,636850000.0,29141000.0,710946000.0,1794639000.0,,,2505585000.0,,2505585000.0,35819000.0,2570545000.0,2570545000.0,5141089999.999999,5777939999.999999,133150000.0,1249069000.0,77348000.0,171178000.0,6538000.0,,28296000.0,158075000.0,88664000.0,427824000.0,2340142000.0,22943000.0,2363085000.0,283360000.0000001,1495808000.0,560974000.0
Washim,2011,819983000.0,43609000.0,884378000.0000001,1906237000.0,,,2790615000.0,,2790615000.0,29116000.0,2863340000.0,2226791000.0,5090131000.0,5910114000.0,186939000.0,1417033000.0,165595000.0,98893000.0,59864000.0,30467000.0,,188428000.0,118393000.0,426602000.0000001,2692214000.0,2278501000.0,4970714999.999999,354819000.0,1723854000.0,613541000.0000001
Washim,2012,939479000.0000001,31437000.0,1089091000.0,2261973000.0,,,3351064000.0,,3351064000.0,58200000.0,3440701000.0,2649244000.0,6089945000.0,7029423999.999999,291626000.0,1794916000.0,180570000.0,63246000.0,55836000.0,42916000.0,,235183000.0,132695000.0,441484000.0,3238472000.0,2671173000.0,5909645000.0,342568000.0,2162794000.0,733110000.0
Washim,2013,1120489000.0,110944000.0,646994000.0,2559746000.0,,,3206740000.0,113508000.0,3320248000.0,140072000.0,3571264000.0,154807000.0,3726071000.0,4846560000.0,401310000.0,1879420000.0,131855000.0,33056000.0,97805000.0,61466999.99999999,,193172000.0,177216000.0,395551000.0,3370852000.0,412414999.9999999,3783267000.0,324183000.0,2249808000.0,796861000.0
Washim,2014,1063256000.0,155504000.0,,2598591000.0,,,2598591000.0,206865000.0,2805456000.0,820948000.0,3781908000.0,781134000.0,4563042000.0,5626298000.0,432733000.0,2023720000.0,25553000.0,121897000.0,11759000.0,97170000.0,,242555000.0,177418000.0,1706149000.0,4838954000.0,694693000.0,5533647000.0,256379000.0,2443693000.0,2138882000.0
Washim,2015,1063256000.0,155504000.0,,2598591000.0,,,2598591000.0,206865000.0,2805456000.0,820948000.0,3781908000.0,781134000.0,4563042000.0,5626298000.0,432733000.0,2023720000.0,25553000.0,121897000.0,11759000.0,97170000.0,,242555000.0,177418000.0,1706149000.0,4838954000.0,694693000.0,5533647000.0,256379000.0,2443693000.0,2138882000.0
Washim,2016,1252646000.0,218692000.0,,5028240000.0,,,5028240000.0,205509000.0,5233749000.000001,1108094000.0,6560535000.000001,822257000.0,7382792000.000001,8635438000.0,416339000.0000001,2040632000.0,16608000.0,190618000.0,6371000.0,50617000.0,,113346000.0,224684000.0,1037294000.0,4096509000.0,1401029000.0,5497538000.0,264214000.0,2378662000.0,1453633000.0
Washim,2017,1493386000.0,10650000.0,,2687597000.0,,,2687597000.0,288980000.0,2976577000.0,1485839000.0,4473066000.0,1037130000.0,5510196000.000001,7003582000.000001,252165000.0,1052145000.0,301579000.0,69985000.0,145602000.0,22742000.0,,75566000.0,190453000.0,612943000.0,2723180000.0,694586000.0,3417766000.0,539908000.0,1318164000.0,865108000.0
Washim,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washim,2019,989770000.0000001,101072000.0,,5819796000.0,,,5819796000.0,365112000.0,6184908000.0,2988400000.0,9274380000.0,1015832000.0,10290212000.0,11279982000.0,385618000.0,3015995000.0,2603000.0,287202000.0,1516000.0,16272000.0,,20771000.0,196031000.0,1332618000.0,5258625999.999999,866675000.0,6125300999.999999,307593000.0,3232797000.0,1718236000.0
Washim,2020,5154681000.0,241543000.0,,6373282000.0,,592048000.0,6965330000.0,219511000.0,7184841000.0,,7426384000.0,268977000.0,7695361000.0,12850042000.0,478621000.0,2757937000.0,193937000.0,144470000.0,217626000.0,50363000.0,,227915000.0,162511000.0,5291627000.0,9525007000.0,1311818000.0,10836825000.0,606396000.0,3148363000.0,5770248000.0
Washim,2021,2013217000.0,386926000.0,,3658039000.0,2449530000.0,,6107569000.0,232349000.0,6339918000.0,,6726844000.0,280573000.0,7007417000.0,9020634000.0,935569000.0,3089127000.0,734167000.0,252399000.0,7813000.0,66254999.99999999,,80825000.0,263445000.0,2693027000.0,8122626999.999999,24326000.0,8146952999.999998,1060634000.0,3433397000.0,3628596000.0
Yavatmal,2012,1443300000.0,2300000.0,,,,,0.0,678800000.0,678800000.0,3226900000.0,3908000000.0,204400000.0,4112400000.0,5555700000.0,113400000.0,152200000.0,335700000.0,23200000.0,52700000.0,52400000.0,,197300000.0,10200000.0,10422200000.0,11359300000.0,58900000.0,11418200000.0,464000000.0,359700000.0,10535600000.0
Yavatmal,2013,1281500000.0,,,,,24400000.0,24400000.0,808500000.0,832900000.0,214200000.0,1047100000.0,16400000.0,1063500000.0,2345000000.0,652500000.0,3281600000.0,55000000.0,15700000.0,57400000.0,85900000.0,,396600000.0,229700000.0,1417900000.0,6192300000.0,14400000.0,6206700000.0,214000000.0,3907900000.0,2070400000.0
Yavatmal,2014,282786000.0,183010000.0,,,,3740000.0,3740000.0,,3740000.0,33893000.0,220643000.0,108195000.0,328838000.0,611624000.0,7176000.000000001,140946000.0,162340000.0,19650000.0,27137000.0,4500000.0,14368000.0,11100000.0,20259000.0,121001000.0,528476999.9999999,10810000.0,539287000.0,227995000.0,172305000.0,128177000.0
Yavatmal,2015,3481111000.0,3001515000.0,,950234000.0,,124548000.0,1074782000.0,1565003000.0,2639785000.0,2930357000.0,8571657000.000001,132917000.0,8704574000.0,12185685000.0,1808088000.0,5364557000.0,982259000.0,568655000.0,217263000.0,160707000.0,,850111000.0,2223634000.0,313590000.0,12488864000.0,126280000.0,12615144000.0,1928884000.0,8438302000.0,2121678000.0
Yavatmal,2016,5038309000.0,305700000.0,1368975000.0,4508976000.0,3561286000.0,82187000.0,9521424000.0,1215412000.0,10736836000.0,115696000.0,11158232000.0,178462000.0,11336694000.0,16375003000.0,5678050000.0,6401770000.0,898906000.0,820344000.0,136581000.0,171293000.0,,590543000.0,435838000.0,464426000.0,15597751000.0,147962000.0,15745713000.0,2027124000.0,7428151000.000001,6142476000.0
Yavatmal,2017,5333173000.0,157769000.0,537892000.0,6920307000.000001,2070828000.0,,9529027000.0,199288000.0,9728315000.0,133337000.0,10019421000.0,369874000.0,10389295000.0,15722468000.0,3278523000.0,6495387000.0,724172000.0,675701000.0,98381000.0,128424000.0,,477910999.9999999,214955000.0,17572000.0,12111026000.0,262135000.0,12373161000.0,1626678000.0,7188253000.0,3296095000.0
Yavatmal,2018,3428393000.0,70750000.0,667945000.0,11130662000.0,1441426000.0,,13240033000.0,699469000.0,13939502000.0,,14010252000.0,73900000.0,14084152000.0,17512545000.0,1443926000.0,6446323000.0,740336000.0,126678000.0,162720000.0,272931000.0,12154000.0,873201000.0,227154000.0,2058672000.0,12364095000.0,280108000.0,12644203000.0,1314819000.0,7546678000.0,3502598000.0
Yavatmal,2019,4868342000.0,418041000.0,587963000.0,11673553000.0,2259467000.0,,14520983000.0,933925000.0,15454908000.0,,15872949000.0,63042999.99999999,15935992000.0,20804334000.0,2610928000.0,6346394000.0,1152889000.0,157364000.0,212357000.0,356398000.0,18545000.0,167660000.0,204492000.0,2364189000.0,13591216000.0,242344000.0,13833560000.0,1897553000.0,6718546000.000001,4975117000.0
Yavatmal,2020,6970774000.000001,182746000.0,528571000.0,12215271000.0,2924874000.0,,15668716000.0,817283000.0,16485999000.0,,16668745000.0,545710000.0,17214455000.0,24185229000.0,4020182000.0,8811060000.0,108248000.0,46198000.0,61932000.00000001,311583000.0,8161000.0,806009000.0,24308000.0,3291814000.0,17489495000.0,943249000.0,18432744000.0,536122000.0,9641377000.0,7311995999.999999
Yavatmal,2021,6970773000.0,201749000.0,582098000.0,14111787000.0,3217687000.0,,17911572000.0,899087999.9999999,18810660000.0,364566000.0,19376975000.0,552420000.0,19929395000.0,26900168000.0,4425182000.0,9693208000.0,119245000.0,51199000.0,68923000.0,346588000.0,12066000.0,894801000.0,27375000.0,3713841000.0,19352428000.0,1041094000.0,20393522000.0,598021000.0,10615384000.0,8139023000.000001
