District,Year,Receipts and Loans,"From Commercial Activities
",Government Subsidies,Other Sources,Rents and Taxes,Revenue,Administration (Establishment),Administration (Others),Construction,Drainage and Sewage,Education,Expenditure on Weak Components,Others,Public Health,Public Lighting,Public Security,Special Expenses and Loans,Tax Recovery,Transportation,Water Supply,Expenditure,Social Services,Economic Services,Non-Developmental
Ahilyanagar,2012,337000.0,297000.0,1814000.0,90000.0,334000.0,2872000.0,154000.0,21000.0,776000.0,917000.0,,,317000.0,1000.0,2000.0,,4000.0,,,5000.0,2197000.0,6000.000000000001,1695000.0,496000.0
Ahilyanagar,2013,10646000.0,12339000.0,72728000.0,81569000.0,11838000.0,189120000.0,15132000.0,9401000.0,6951000.000000001,19388000.0,482000.0,408000.0,28009000.0,15956000.0,,38942000.0,2289000.0,19196000.0,,9538000.0,165692000.0,26384000.0,26339000.0,112969000.0
Ahilyanagar,2014,16550000.0,11549000.0,94241000.0,47457000.0,31987000.0,201784000.0,21534000.0,9429000.0,9638000.0,21036000.0,754000.0,569000.0,66498000.0,17827000.0,,42735000.0,2784000.0,24563000.0,,11735000.0,229102000.0,30885000.0,30674000.0,167543000.0
Ahilyanagar,2015,35656000.0,16694000.0,257061000.0,18530000.0,42345000.0,370286000.0,13135000.0,3988000.0,22518000.0,11713000.0,,159000.0,37698000.0,19553000.0,9190000.0,5424000.0,62024000.0,7050000.0,,16547000.0,208999000.0,36259000.0,43421000.0,129319000.0
Ahilyanagar,2016,95449000.0,17434000.0,158196000.0,48895000.0,82828000.0,402802000.0,26877000.0,7648000.0,139824000.0,12166000.0,84000.0,71000.0,42814000.0,15223000.0,9051000.0,5468000.0,52744000.00000001,7340000.000000001,362000.0,36039000.0,355712000.0,51416999.99999999,161403000.0,142891000.0
Ahilyanagar,2017,30160000.0,55309000.0,528413000.0,27000.0,112911000.0,726820000.0,55132000.00000001,82437000.0,40381000.0,15564000.0,317000.0,3187000.0,145172000.0,20353000.0,11236000.0,885000.0,,1868000.0,,137180000.0,516712000.0,161037000.0,67181000.0,285494000.0
Ahilyanagar,2018,133547000.0,34172000.0,1942960000.0,84022000.0,88754000.0,2283455000.0,69400000.0,23719000.0,435031000.0000001,18795000.0,17000.0,165000.0,742007000.0,372701000.0,15393000.0,598000.0,,6415000.000000001,,472595000.0,2156836000.0,845478000.0000001,469219000.0000001,842139000.0
Ahilyanagar,2019,44699000.0,30797000.0,670333000.0,34559000.0,154930000.0,935318000.0,98928000.0,19239000.0,214291000.0,8297000.0,,8819000.0,136554000.0,132120000.0,33902000.0,3766000.0,151615000.0,1497000.0,,37284000.0,846312000.0000001,178223000.0,256490000.0,411599000.0
Ahilyanagar,2020,79289000.0,6697000.0,469157000.0,67232000.0,105404000.0,727778000.0,117679000.0,10040000.0,454491000.0,34251000.0,,1778000.0,107627000.0,57257000.00000001,27865000.0,877999.9999999999,,1671000.0,,37728000.0,851265000.0,96763000.0,516607000.0,237895000.0
Ahilyanagar,2021,89429000.0,11535000.0,424664999.9999999,59266000.0,100393000.0,685288000.0,125057000.0,12992000.0,325184000.0,38670000.0,,1641000.0,158828000.0,81445000.0,32901000.0,244000.0,37708000.0,29702000.0,,88249000.0,932620999.9999999,171335000.0,396755000.0,364530999.9999999
Akola,2017,3417000.0,1714000.0,66815000.0,568000.0,42000.0,72556000.0,1309000.0,235000.0,36796000.0,,,,5059000.0,351000.0,213000.0,,,,,65000.0,44028000.0,416000.0,37009000.0,6603000.0
Akola,2018,1445000.0,,25353000.0,51000.0,2357000.0,29206000.0,651000.0,3626000.0,5394000.0,2322000.0,8222000.0,303000.0,178000.0,6202000.0,4009000.0,3402000.0,,13604000.0,56999.99999999999,3102000.0,,17829000.0,11782000.0,21461000.0
Akola,2019,1965000.0,,25720000.0,126000.0,2598000.0,30409000.0,669000.0,3102000.0,5466000.0,2226000.0,8302000.0,265000.0,216000.0,6314000.0,3810000.0,3309000.0,,13518000.0,42000.0,2819000.0,101130000.0,17700000.0,11544000.0,20814000.0
Akola,2020,2145000.0,,29468000.0,194000.0,2756000.0,34563000.0,731000.0,2356000.0,4148000.0,2337000.0,5302000.0,295000.0,284000.0,6742000.0,2517000.0,3512000.0,,12018000.0,69000.0,3021000.0,43332000.0,15360000.0,9071000.0,18901000.0
Akola,2021,5370000.0,2135000.0,21947000.0,45320000.0,1663000.0,76435000.0,10481000.0,1556000.0,144650000.0,108000.0,10310000.0,787000.0,2538000.0,15251000.0,9767000.0,1219000.0,499000.0,16010000.0,49000.0,614000.0,213839000.0,26962000.0,154574000.0,32303000.0
Amravati,2016,5118000.0,3717000.0,945610000.0,1736000.0,10584000.0,966765000.0,3633000.0,160000.0,38131000.0,250000.0,,5000.0,44698000.0,5228000.0,114000.0,167000.0,,198000.0,,1471000.0,94055000.0,6703999.999999999,38495000.0,48856000.0
Amravati,2017,832000.0,1520000.0,326120000.0,3948000.0,8317000.0,340737000.0,5178000.0,2998000.0,86375000.0,40000.0,,,15964000.0,4003000.0,513000.0,104000.0,6945000.0,3554000.0,,11188000.0,136862000.0,15191000.0,86928000.0,34742999.99999999
Amravati,2018,699000.0,5817000.0,297068000.0,25709000.0,9402000.0,338695000.0,21150000.0,2629000.0,75714000.0,3133000.0,179000.0,220000.0,16909000.0,35706000.0,1505000.0,5187000.0,4282000.0,50000.0,,14577000.0,181239000.0,50682000.00000001,80352000.0,50206999.99999999
Amravati,2019,2107000.0,8814000.0,312536000.0,16129000.0,6684000.0,346270000.0,29862000.0,2488000.0,153689000.0,6275000.0,107000.0,1096000.0,9085000.0,4293000.0,1953000.0,6934000.0,156000.0,42000.0,,8880000.0,224859000.0,14376000.0,161917000.0,48567000.00000001
Amravati,2020,7286000.0,2399000.0,177098000.0,22578000.0,8715000.0,218076000.0,24656000.0,1990000.0,220205000.0,5288000.0,,479000.0,4954000.0,12029000.0,6870000.0,1765000.0,450000.0,613000.0,,12060000.0,291357000.0,24568000.0,232363000.0,34428000.0
Amravati,2021,6618000.000000001,3887000.0,317134000.0,28302000.0,10074000.0,366015000.0,23047000.0,4535000.0,264918000.0,27920000.0,,501000.0,3663000.0,15962000.0,5259000.0,4585000.0,632000.0,373000.0,,10169000.0,361564000.0,26632000.0,298097000.0,36835000.0
Chh. Sambhaji Nagar,2017,,,62911000.0,556000.0,5405000.0,68872000.0,4705000.0,10699000.0,31422000.0,1934000.0,,80000.0,,,454000.0,,,,,944000.0,50238000.0,1024000.0,33810000.0,15404000.0
Chh. Sambhaji Nagar,2018,3212000.0,,128522000.0,1444000.0,4386000.0,137564000.0,6798999.999999999,165000.0,82514000.0,2595000.0,,279000.0,495000.0,13853000.0,405999.9999999999,188000.0,8148999.999999999,,,1375000.0,116818000.0,15507000.0,85515000.0,15796000.0
Chh. Sambhaji Nagar,2019,207600000.0,9569000.0,202952000.0,3821000.0,4265000.0,428207000.0,18846000.0,1416000.0,25020000.0,2904000.0,26000.0,1488000.0,80566000.0,12502000.0,428000.0,42000.0,,148000.0,,7569000.0,150955000.0,21585000.0,28352000.0,101018000.0
Chh. Sambhaji Nagar,2020,,,62054000.0,12834000.0,7293000.000000001,82181000.0,11893000.0,415000.0000000001,57071000.0,547000.0,49000.0,7147000.0,36588000.0,10456000.0,12953000.0,90000.0,394000.0,126000.0,,11149000.0,148878000.0,28801000.0,70571000.0,49506000.0
Chh. Sambhaji Nagar,2021,12225000.0,468000.0,75157000.0,9962000.0,8439000.0,106251000.0,14807000.0,1938000.0,51074000.0,1937000.0,49000.0,3662000.0,9415000.0,6324000.0,9960000.0,12479000.0,657000.0,2246000.0,122000.0,14272000.0,128942000.0,24307000.0,63093000.00000001,41541999.99999999
Beed,2014,1000000.0,,94200000.0,68171000.0,3000000.0,,9960000.0,,138690000.0,4500000.0,,,21033000.0,3925000.0,7575000.0,5985000.0,,,,26840000.0,218508000.0,30765000.0,150765000.0,36978000.0
Beed,2015,2200000.0,,178700000.0,108162000.0,6800000.0,,8430000.0,4480000.0,211900000.0,3000000.0,,,19240000.0,10830000.0,2810000.0,50000.0,,,,11280000.0,272020000.0,22110000.0,217710000.0,32200000.0
Beed,2016,,,86249000.0,88696000.0,9605000.0,,14004000.0,30434000.0,65733000.00000001,4800000.0,,,27224000.0,11530000.0,1772000.0,60000.0,,,,12512000.0,168069000.0,24042000.0,72305000.0,71722000.0
Beed,2017,2167000.0,816000.0,247882000.0,73907000.0,15943000.0,,117195000.0,213000.0,187895000.0,13646000.0,,,33923000.0,1912000.0,4451000.0,226000.0,,3590000.0,,10084000.0,373135000.0,11996000.0,205992000.0,155147000.0
Beed,2018,2550000.0,948000.0,426771000.0,94103000.0,15494000.0,,40525000.0,28761000.0,270063000.0,17638000.0,,11596000.0,40599000.0,3878000.0,15777000.0,,932000.0,75000.0,,24321000.0,454164999.9999999,39795000.00000001,303478000.0,110892000.0
Beed,2019,2522000.0,1043000.0,449171000.0,103231000.0,17470000.0,,42519000.0,35197000.0,266664000.0,19162000.0,,11557000.0,46431000.0,12101000.0,18477000.0,,932000.0,75000.0,,26636000.0,479751000.0,50294000.0,304303000.0,125154000.0
Beed,2020,5420000.0,1043000.0,548304000.0,87271000.0,21247000.0,,41223000.0,12510000.0,352385000.0,9750000.0,,967000.0,96923000.0,29350000.0,18556000.0,,,36000.0,,93855000.0,655555000.0,124172000.0,380691000.0,150692000.0
Beed,2021,90000.0,,300015000.0,16461000.0,11447000.0,,25951000.0,6211000.0,183750000.0,11740000.0,,313000.0,6362000.0,21097000.0,1500000.0,,102000.0,230000.0,,65227000.0,322483000.0,86637000.0,196990000.0,38856000.0
Bhandara,2015,69000.0,279000.0,59071000.0,3859000.0,11314000.0,74592000.0,4938000.0,2744000.0,11427000.0,,,1384000.0,10346000.0,1197000.0,476000.0,,,,43000.0,2443000.0,34998000.0,5024000.0,11946000.0,18028000.0
Bhandara,2016,,,95563000.0,62841000.0,77586000.0,235990000.0,4746000.0,740000.0,31102000.0,,,,26088000.0,8391000.0,869999.9999999999,,29500000.0,,,2612000.0,104049000.0,11003000.0,31972000.0,61074000.0
Bhandara,2017,4461000.0,1402000.0,222451000.0,9061000.0,12634000.0,250009000.0,4007000.0,4986000.0,50393000.0,1757000.0,37458000.0,243000.0,25221000.0,11121000.0,1225000.0,,,41000.0,,7658000.0,144110000.0,56479999.99999999,53375000.0,34255000.0
Bhandara,2018,4143000.0,,257214000.0,8684000.0,11795000.0,281836000.0,22615000.0,60000.0,90931000.0,1740000.0,,24691000.0,4694000.0,,,,8830000.0,,,12020000.0,165581000.0,36711000.0,92670999.99999999,36199000.0
Bhandara,2019,6958000.0,267000.0,247045000.0,4617000.0,8581000.0,267468000.0,19289000.0,8459000.0,214009000.0,5246000.0,,732000.0,19843000.0,2470000.0,6511000.0,,3418000.0,,,10184000.0,290161000.0,13386000.0,225766000.0,51009000.0
Bhandara,2020,19826000.0,,132701000.0,7759000.0,10973000.0,171259000.0,38936000.0,3744000.0,112255000.0,22027000.0,,320000.0,19334000.0,1108000.0,8758000.0,,,,,13581000.0,220063000.0,15009000.0,143040000.0,62014000.0
Bhandara,2021,14613000.0,2008000.0,80524000.0,7465000.000000001,15894000.0,120504000.0,24585000.0,17541000.0,64828000.0,10571000.0,,508000.0,17298000.0,1444000.0,5377000.0,7480000.0,3991000.0,417000.0,251000.0,3597000.0,157888000.0,5548999.999999999,81027000.0,71312000.0
Buldhana,2018,,,52500000.0,700000.0,3500000.0,56700000.0,2500000.0,2200000.0,42500000.0,7000000.0,,1900000.0,,1600000.0,800000.0,1200000.0,10000000.0,,30000000.0,1800000.0,101500000.0,5300000.0,80300000.0,15900000.0
Buldhana,2019,,3000000.0,63100000.0,350000.0,3400000.0,69850000.0,9300000.0,400000.0,57200000.0,5350000.0,,1600000.0,2200000.0,3070000.0,2700000.0,200000.0,,,,2900000.0,84920000.0,7570000.0,65250000.0,12100000.0
Buldhana,2020,300000.0,21083000.0,38857000.0,2654000.0,80050000.0,142944000.0,9983000.0,1020000.0,42399000.0,6088000.0,,313000.0,212000.0,1652000.0,3054000.0,300000.0,,,,1320000.0,66341000.0,3285000.0,51541000.0,11515000.0
Buldhana,2021,,,16213000.0,450000.0,884000.0,24354000.0,2188000.0,2190000.0,2887000.0,3844000.0,,,5607000.0,,21000.0,,,,,115000.0,16852000.0,115000.0,6752000.0,9985000.0
Chandrapur,2016,463000.0,3479000.0,39877000.0,6668000.000000001,9362000.0,59849000.0,5710000.0,2659000.0,3424000.0,25000.0,,,14431000.0,4318000.0,976000.0,,,306000.0,,916000.0,32765000.0,5234000.0,4425000.0,23106000.0
Chandrapur,2017,7353000.0,7859999.999999999,303826000.0,16504000.0,21240000.0,356783000.0,11108000.0,9734000.0,36103000.0,22599000.0,750000.0,5672000.0,44236000.0,697000.0,613000.0,818000.0,85000.0,270000.0,,2426000.0,135110000.0,9545000.0,59315000.0,66251000.0
Chandrapur,2018,9673000.0,13966000.0,350211000.0,18069000.0,15807000.0,407726000.0,16272000.0,12213000.0,64332000.00000001,34216000.0,1022000.0,6919000.0,72406000.0,1946000.0,884000.0,1648000.0,1214000.0,525000.0,,4200000.0,217818000.0,14087000.0,99432000.0,104278000.0
Chandrapur,2019,7298000.0,896000.0000000001,305045000.0,16128000.0,17854000.0,347221000.0,30272000.0,16549000.0,25065000.0,5798000.0,116000.0,291000.0,149876000.0,5737000.0,1912000.0,1621000.0,61614000.0,157000.0,1558000.0,11086000.0,311651000.0,17230000.0,34333000.0,260089000.0
Chandrapur,2020,8979000.0,5964000.0,116139000.0,25334000.0,29372000.0,185788000.0,56516000.0,1979000.0,50554000.0,8031999.999999999,,931000.0,88571000.0,9037000.0,19156000.0,841000.0,75000.0,191000.0,30000.0,17047000.0,252961000.0,27015000.0,77772000.0,148173000.0
Chandrapur,2021,8984000.0,1767000.0,219794000.0,51823000.0,146696000.0,429064000.0000001,24430000.0,13314000.0,93983000.0,18316000.0,,5314000.0,140006000.0,11046000.0,11887000.0,29043000.0,1074000.0,2301000.0,8156000.0,13258000.0,372128000.0,29618000.0,132342000.0,210168000.0
Dhule,2013,,,,2068000.0,2973000.0,5042000.0,1177000.0,,,,,,824000.0,566000.0,76000.0,,,,,1963000.0,4607000.0,2529000.0,76000.0,2001000.0
Dhule,2014,,101000.0,58779000.0,3468000.0,1962000.0,64310000.0,1140000.0,,29155000.0,1125000.0,,,7520999.999999999,1913000.0,1126000.0,,,,,4128000.0,46108000.0,6041000.0,31406000.0,8661000.0
Dhule,2015,150000.0,549000.0,56146000.0,4758000.0,6488000.0,68091000.0,702000.0,30000.0,,1130000.0,,,702000.0,,14132000.0,11937000.0,4191000.0,408000.0,,,33232000.0,,15262000.0,17970000.0
Dhule,2016,316000.0,842000.0,48691000.0,2291000.0,6384000.0,58524000.0,2411000.0,8000.0,245000.0,,,,7358000.0,301000.0,2157000.0,11000.0,,,,1091000.0,13582000.0,1392000.0,2402000.0,9788000.0
Dhule,2017,18173000.0,3957000.0,92073000.0,27709000.0,9081000.0,150993000.0,18839000.0,3366000.0,19946000.0,5710000.0,,15000.0,95372000.0,7275000.0,5966000.0,1551000.0,2477000.0,,,52315000.0,212832000.0,59604999.99999999,31622000.0,121605000.0
Dhule,2018,5682000.0,5334000.0,177516000.0,44936000.0,5656000.0,239124000.0,21759000.0,1348000.0,69397000.0,41726000.0,,,43128000.0,29054000.0,2776000.0,62000.0,,66000.0,,8318000.000000001,217634000.0,37372000.0,113899000.0,66363000.0
Dhule,2019,30736000.0,1052000.0,211546000.0,26679000.0,5624000.0,378218000.0,18208000.0,1883000.0,69287000.0,66233000.00000001,,,62830999.99999999,23843000.0,4031000.0,210000.0,280000.0,821000.0000000001,,4504000.0,252131000.0,28347000.0,139551000.0,84233000.0
Dhule,2020,46736000.0,3782000.0,168262000.0,31714000.0,9780000.0,260274000.0,26971000.0,1886000.0,92185000.0,1222000.0,,308000.0,75186000.0,26203000.0,4645000.0,966000.0,,19000.0,,25667000.0,255258000.0,52178000.0,98052000.00000001,105028000.0
Dhule,2021,8891000.0,6350000.0,121111000.0,16426000.0,6803000.0,159581000.0,27828000.0,1398000.0,67902000.0,26676000.0,,,71952000.0,24889000.0,3402000.0,78000.0,,1000.0,,8180000.0,232306000.0,33069000.0,97980000.0,101257000.0
Gadchiroli,2015,81000.0,2934000.0,63275000.0,1498000.0,13573000.0,81361000.0,4495000.0,490000.0000000001,1567000.0,849000.0,,216000.0,2289000.0,1947000.0,4760000.0,211000.0,224000.0,46000.0,15000.0,4006000.0,21115000.0,6169000.0,7191000.000000001,7755000.000000001
Gadchiroli,2016,2249000.0,2269000.0,238168000.0,12338000.0,18846000.0,273870000.0,9369000.0,1983000.0,44507000.0,602000.0,34000.0,467000.0,5593000.0,8133000.0,4465000.0,37000.0,306000.0,102000.0,,5848000.0,81446000.0,14482000.0,49573999.99999999,17390000.0
Gadchiroli,2017,2599000.0,,314500000.0,13127000.0,29793000.0,360019000.0,8228000.0,70716000.0,49622000.0,18610000.0,304000.0,215000.0,196591000.0,1260000.0,,,60000.0,,,14497000.0,360103000.0,16276000.0,68232000.0,275595000.0
Gadchiroli,2018,12131000.0,,499012000.0,36583000.0,24263000.0,571989000.0,14232000.0,14012000.0,98805000.0,37590000.0,662000.0,77588000.0,147044000.0,7594000.0,,,,,,6642000.0,404169000.0,92486000.0,136395000.0,175288000.0
Gadchiroli,2019,6559999.999999999,,513797999.9999999,24109000.0,15192000.0,559659000.0,44520000.0,7036000.0,179628000.0,13729000.0,,225000.0,12254000.0,16131000.0,4930000.0,3044000.0,,378000.0,6000000.0,2513000.0,290388000.0,18869000.0,204287000.0,67232000.0
Gadchiroli,2020,45443000.0,1106000.0,566234000.0,60041000.0,11831000.0,684655000.0,48244000.0,6537000.0,299427000.0,23813000.0,86000.0,681000.0,46308000.0,5262000.0,10501000.0,370000.0,1756000.0,440000.0000000001,,10761000.0,454185999.9999999,16790000.0,333741000.0000001,103655000.0
Gadchiroli,2021,12900000.0,5147000.0,493864000.0000001,41585000.0,27350000.0,580846000.0,61749000.0,9900000.0,565664000.0,7536000.0,,881000.0,91087000.0,30730000.0,8106000.0,16212000.0,1926000.0,322000.0,,3409000.0,797522000.0,35020000.00000001,581306000.0,181196000.0
Gondia,2017,217000.0,,137301000.0,7838000.0,14651000.0,160008000.0,4811000.0,1439000.0,13896000.0,34069000.0,147000.0,443000.0,21052000.0,1059000.0,1216000.0,24000.0,93000.0,2966000.0,289000.0,1538000.0,83042000.0,3187000.0,49470000.0,30385000.0
Gondia,2018,22721000.0,48278000.0,156678000.0,15438000.0,15027000.0,258142000.0,19753000.0,1873000.0,98420000.0,2698000.0,,536000.0,46826000.0,328000.0,8020000.0,1501000.0,283000.0,207000.0,,3395000.0,183840000.0,4259000.0,109138000.0,70443000.0
Gondia,2019,1935000.0,4030000.0,219300000.0,6059000.0,10366000.0,241690000.0,18576000.0,585000.0,108110000.0,5752000.0,,9647000.0,5077000.0,340000.0,556000.0,,55000.00000000001,3156000.0,,3338000.0,155190000.0,13325000.0,114418000.0,27449000.0
Gondia,2020,7500000.0,732000.0,255707000.0,18140000.0,13465000.0,295544000.0,16190000.0,455000.0,133033000.0,7470000.0,,9666000.0,39509000.0,41000.0,1780000.0,852999.9999999999,,605000.0,,3874000.0,213476000.0,13581000.0,142283000.0,57612000.0
Gondia,2021,5302000.0,1939000.0,133171000.0,7191000.0,14758000.0,162361000.0,19319000.0,856000.0,118062000.0,3230000.0,554000.0,41106000.0,6656999.999999999,14392000.0,1687000.0,26000.0,,2805000.0,,2732000.0,211426000.0,58784000.0,122979000.0,29663000.0
Hingoli,2020,,,174373000.0,327000.0,8829000.0,183529000.0,13605000.0,107000.0,139464000.0,2045000.0,,355000.0,205000.0,835000.0,325000.0,101000.0,,150000.0,,1175000.0,158367000.0,2365000.0,141834000.0,14168000.0
Hingoli,2021,420000.0,,144886000.0,6378000.0,7281000.0,158965000.0,16361000.0,1013000.0,130489000.0,165000.0,,370000.0,1935000.0,,725000.0,255000.0,,275000.0,,1271000.0,152859000.0,1641000.0,131379000.0,19839000.0
Jalgaon,2016,353405000.0,312419000.0,2362410000.0,3028234000.0,441087000.0,3469321000.0,2875000.0,,1605000.0,,,,,13119000.0,1695000.0,40000.0,,,,809000.0,20143000.0,13928000.0,3300000.0,2915000.0
Jalgaon,2017,,332000.0,11867000.0,227000.0,9288000.0,21714000.0,13918000.0,4391000.0,138288000.0,120000.0,,330000.0,1950000.0,5973000.0,3733000.0,52000.0,,800000.0,,4782000.0,174336000.0,11085000.0,142141000.0,21111000.0
Jalgaon,2018,2705000.0,4913000.0,332248000.0,4051000.0,24789000.0,368706000.0,7436000.0,5178000.0,295598000.0,112901000.0,,468000.0,3110000.0,9839000.0,6545000.0,60000.0,8900000.0,900000.0,,6273000.0,457208000.0,16580000.0,415043999.9999999,25584000.0
Jalgaon,2019,,589000.0,367649000.0,5230000.0,24300000.0,397768000.0,33734000.0,1903000.0,281626000.0,19200000.0,,1955000.0,4000000.0,12046000.0,4915000.0,5101000.0,1972000.0,1070000.0,,19705000.0,387227000.0,33706000.0,305741000.0000001,47780000.0
Jalgaon,2020,,100000.0,217189000.0,4238000.0,86500000.0,308027000.0,,,,,,,,,,,,,,,,,,
Jalna,2015,,,,,,,22558000.0,6090000.0,22291000.0,9810000.0,,30000.0,141288000.0,26716000.0,1029000.0,5530000.0,,4374000.0,,13938000.0,253714000.0,40684000.0,33130000.0,179840000.0
Jalna,2016,1637000.0,736000.0,266645000.0,27776000.0,30853000.0,327647000.0,9417000.0,4463000.0,49667000.0,6836000.0,,100000.0,34969000.0,35197000.0,14575000.0,362000.0,50000.0,337000.0,75000.0,6228000.0,162276000.0,41525000.0,71153000.0,49598000.0
Jalna,2017,4098000.0,1744000.0,135182000.0,16791000.0,11496000.0,169311000.0,17030000.0,1129000.0,36464000.0,10855000.0,,1142000.0,87432000.0,10105000.0,6679000.000000001,,,242000.0,,12221000.0,183299000.0,23468000.0,53998000.0,105833000.0
Jalna,2018,,,245054000.0,37474000.0,13680000.0,296208000.0,31359000.0,2325000.0,94951000.0,18804000.0,,12217000.0,12688000.0,16167000.0,4656000.0,6723999.999999999,96642000.0,423000.0000000001,,13766000.0,310722000.0,42150000.0,118411000.0,150161000.0
Jalna,2019,4078000.0,516000.0,352668000.0,13197000.0,14109000.0,384568000.0,25365000.0,503000.0,67386000.0,16182000.0,,38355000.0,4347000.0,16448000.0,2086000.0,200000.0,,342000.0,,10372000.0,181586000.0,65175000.0,85654000.00000001,30757000.0
Jalna,2020,,,279411000.0,2084000.0,7881999.999999999,289377000.0,23163000.0,2233000.0,40779000.0,9106000.0,,105000.0,97483000.0,21510000.0,2695000.0,,,4741000.0,149000.0,19100000.0,221064000.0,40715000.0,52729000.00000001,127620000.0
Jalna,2021,150000.0,621000.0,370026000.0,9017000.0,11601000.0,391415000.0,,,,,,,,,,,,,,,,,,
Kolhapur,2017,,,,,,,2200000.0,900000.0,,,,,400000.0,,1900000.0,,,300000.0,,100000.0,5600000.0,100000.0,1900000.0,3800000.0
Kolhapur,2018,,100000.0,300000.0,800000.0,4400000.0,5500000.0,10400000.0,500000.0,3500000.0,300000.0,300000.0,1200000.0,7600000.0,2700000.0,800000.0,,1900000.0,,,6200000.0,35300000.0,10400000.0,4600000.0,20400000.0
Kolhapur,2019,3100000.0,2200000.0,42200000.0,5400000.0,13100000.0,66000000.0,19200000.0,1300000.0,15600000.0,400000.0,300000.0,700000.0,26900000.0,11500000.0,6700000.0,600000.0,5100000.0,,,5100000.0,93400000.0,17600000.0,22700000.0,53100000.0
Kolhapur,2020,4000000.0,4300000.0,61500000.0,20500000.0,27000000.0,117300000.0,25200000.0,3700000.0,68500000.0,500000.0,,1300000.0,28100000.0,31100000.0,10100000.0,300000.0,21000000.0,,200000.0,8600000.0,198600000.0,41000000.0,79300000.0,78300000.0
Kolhapur,2021,13800000.0,6800000.0,131600000.0,9600000.0,35500000.0,197200000.0,,,,,,,,,,,,,,,,,,
Latur,2014,,,,,,,5920000.0,936000.0,4924000.0,1101000.0,,150000.0,2316000.0,1663000.0,1254000.0,224000.0,,667000.0,7000.000000000001,4262000.0,23424000.0,6075000.0,7285999.999999998,10063000.0
Latur,2015,1814000.0,167000.0,62213000.0,4533000.0,7365000.000000001,76092000.0,6916000.0,533000.0,133280000.0,11490000.0,110000.0,,17425000.0,17607000.0,1619000.0,827000.0,,10000.0,,4441000.0,194258000.0,22158000.0,146389000.0,25711000.0
Latur,2016,,,262968000.0,16189000.0,12377000.0,291534000.0,8113000.0,1776000.0,52396000.0,11400000.0,,,21161000.0,22431000.0,22436000.0,,156000.0,1340000.0,,22253000.0,163462000.0,44684000.0,86232000.0,32546000.0
Latur,2017,1453000.0,,221474000.0,35133000.0,9794000.0,267854000.0,28689000.0,5200000.0,80296000.0,23614000.0,,2401000.0,29840000.0,7714000.0,9629000.0,3090000.0,819999.9999999999,449000.0,,28495000.0,220237000.0,38610000.0,113539000.0,68087999.99999999
Latur,2018,,1482000.0,291144000.0,13249000.0,13511000.0,319386000.0,35310000.0,16154000.0,174068000.0,10673000.0,,1525000.0,64297000.0,10695000.0,10553000.0,7003000.0,1385000.0,25000.0,,35866000.0,367554000.0,48086000.0,195294000.0,124174000.0
Latur,2019,10120000.0,632000.0,349728000.0,46480000.0,10680000.0,417639999.9999999,41807000.0,2380000.0,176643000.0,38665000.0,,5620000.0,72775000.0,31799000.0,23622000.0,6606999.999999999,518000.0,6705000.0,,22054000.0,429195000.0,59473000.0,238930000.0,130792000.0
Latur,2020,932000.0,816000.0,417229000.0,38865000.0,15775000.0,473617000.0,54491999.99999999,13533000.0,125196000.0,33163000.0,,38000.0,128852000.0,9350000.0,13836000.0,,,39000.0,,6826000.000000001,385325000.0,16214000.0,172195000.0,196916000.0
Latur,2021,5100000.0,116000.0,250441000.0,38010000.0,13592000.0,307259000.0,,,,,,,,,,,,,,,,,,
Nagpur,2012,,,,,,,1900000.0,900000.0,1900000.0,600000.0,,,1200000.0,200000.0,2900000.0,200000.0,,,,6600000.0,16400000.0,6800000.0,5400000.0,4200000.0
Nagpur,2013,,,,,,,3300000.0,700000.0,1400000.0,600000.0,,,22800000.0,200000.0,900000.0,200000.0,,,,3000000.0,33100000.0,3200000.0,2900000.0,27000000.0
Nagpur,2014,,,27900000.0,3800000.0,4900000.0,36600000.0,5200000.0,300000.0,33600000.0,,,,2800000.0,4100000.0,1000000.0,,700000.0,,,1000000.0,48700000.0,5100000.0,34600000.0,9000000.0
Nagpur,2015,,,84600000.0,7500000.0,5400000.0,97500000.0,7500000.0,1300000.0,36500000.0,1500000.0,5000000.0,3500000.0,3500000.0,5100000.0,1300000.0,,1000000.0,500000.0,,1200000.0,67900000.0,14800000.0,39300000.0,13800000.0
Nagpur,2016,200000.0,100000.0,103700000.0,6500000.0,15400000.0,125900000.0,20200000.0,9200000.0,164800000.0,9900000.0,,600000.0,263200000.0,34400000.0,5200000.0,2000000.0,3300000.0,1200000.0,,43500000.0,557400000.0,78500000.0,179900000.0,299100000.0
Nagpur,2017,3500000.0,2500000.0,113500000.0,8500000.0,16500000.0,144500000.0,33800000.0,23200000.0,400900000.0,39300000.0,,30600000.0,138300000.0,36500000.0,10700000.0,800000.0,8300000.0,8100000.0,,83600000.0,814100000.0,150700000.0,450900000.0,212500000.0
Nagpur,2018,24800000.0,3300000.0,378600000.0,151200000.0,21400000.0,579400000.0,52900000.0,15000000.0,165700000.0,29700000.0,,19900000.0,58600000.0,10400000.0,19100000.0,9400000.0,14500000.0,27100000.0,,55800000.0,478100000.0,86100000.0,214500000.0,177500000.0
