District,Year,Land and Property taxes,Other taxes and charges,Tax,Government Grants,"Contribution, donations and other grants",Grants,Other Sources,Revenue,"Administration
","Health and Hygiene
","Public Works
","Public Lighting
","Education
","Public Welfare
","Other Expenses
",Developmental,Non-Developmental,Expenditure,Total Deposit
Washim,2011,35623000.0,16587000.0,52210000.0,72791000.0,62155999.99999999,134947000.0,118000.0,187275000.0,44088000.0,16958000.0,68545000.0,6664000.0,316000.0,11741000.0,80456000.0,104224000.0,124544000.0,228768000.0,187275000.0
Washim,2012,47808000.0,91671000.0,139479000.0,190015000.0,86420000.0,276435000.0000001,17789000.0,433703000.0000001,2116000.0,30751000.0,171604000.0,5998000.0,25000.0,24007000.0,89127000.0,232385000.0,91243000.0,323628000.0,433703000.0
Washim,2013,50762000.0,19112000.0,69874000.0,352165000.0,45657000.0,397822000.0,24104000.0,491800000.0,29603000.0,27085000.0,256419000.0,13082000.0,1724000.0,27603000.0,191312000.0,325913000.0,220915000.0,546828000.0,491800000.0
Washim,2014,91928000.0,11360000.0,103288000.0,364009000.0,82888000.0,446897000.0,34588000.0,584773000.0,45659000.0,29590000.0,299326000.0,12935000.0,4916000.0,35025000.0,161675000.0,381792000.0,207334000.0,589126000.0,584773000.0
Washim,2015,77101000.0,9917000.0,87018000.0,688641000.0,6787000.0,695428000.0,46660000.0,829106000.0,111135000.0,36140000.0,342012000.0,19536000.0,3949000.0,27979000.0,196122000.0,429616000.0,307257000.0,736873000.0,829106000.0
Washim,2016,87865000.0,48365000.0,136230000.0,649566000.0,9643000.0,659209000.0,141981000.0,937420000.0000001,90581000.0,45418000.0,476253000.0,21251000.0,1178000.0,22276000.0,473525000.0,566376000.0,564106000.0,1130482000.0,937420000.0000001
Washim,2017,124548000.0,18550000.0,143098000.0,1011312000.0,19585000.0,1030897000.0,51611000.0,1225606000.0,60076000.0,28982000.0,871102000.0,14587000.0,606000.0,11397000.0,142458000.0,926674000.0,202534000.0,1129208000.0,1225606000.0
Washim,2018,,,,,,,,,,,,,,,,0.0,0.0,,
Washim,2019,115687000.0,24948000.0,140635000.0,1040270000.0,6024000.0,1046294000.0,83871000.0,1270800000.0,50693000.0,35406000.0,465721000.0,104436000.0,1197000.0,14135000.0,249574000.0,620895000.0000001,300266999.9999999,921161999.9999999,1270800000.0
Washim,2020,79815000.0,43686000.0,123501000.0,613230000.0,128544000.0,741774000.0,160266000.0,1025541000.0,72843000.0,33067000.0,415534000.0,8719000.0,1739000.0,7702000.0,75185000.0,466761000.0000001,148028000.0,614789000.0000001,1025541000.0
Washim,2021,135955000.0,52366999.99999999,188322000.0,711894000.0,7159999.999999999,719054000.0,65890000.0,973266000.0,29119000.0,44319000.0,357309000.0,180288000.0,2501000.0,12316000.0,321025000.0,596733000.0,350144000.0,946877000.0,973266000.0
Yavatmal,2012,105500000.0,11200000.0,116700000.0,208600000.0,49700000.0,258300000.0,93000000.0,468000000.0,47500000.0,49500000.0,34000000.0,45600000.0,52100000.0,28200000.0,70700000.0,209400000.0,118200000.0,327600000.0,468000000.0
Yavatmal,2013,292133000.0,41492000.0,333625000.0,469418999.9999999,129893000.0,599312000.0,192061000.0,1124998000.0,116627000.0,171658000.0,417052000.0000001,84240000.0,35660000.0,27687000.0,164094000.0,736297000.0,280721000.0,1017018000.0,1124998000.0
Yavatmal,2014,219127000.0,51512000.0,270639000.0,242618000.0,137762000.0,380380000.0,27552000.0,678570999.9999999,66869000.00000001,114163000.0,225012000.0,94412000.0,14993000.0,38889000.0,93956000.0,487469000.0000001,160825000.0,648294000.0,678571000.0
Yavatmal,2015,124666000.0,64057000.00000001,188723000.0,479264999.9999999,123497000.0,602762000.0,177912000.0,969397000.0000001,130558000.0,163339000.0,324122000.0,39895000.0,34436000.0,23981000.0,92361000.0,585773000.0,222919000.0,808692000.0,969396999.9999999
Yavatmal,2016,458689000.0000001,32451000.0,491140000.0000001,817936000.0,233049000.0,1050985000.0,37608000.0,1579733000.0,191312000.0,198579000.0,559201000.0,73559000.0,31558000.0,56411000.0,251611000.0,919308000.0,442922999.9999999,1362231000.0,1579733000.0
Yavatmal,2017,109230000.0,189804000.0,299034000.0,1100062000.0,254259000.0,1354321000.0,206440000.0,1859795000.0,157588000.0,309396000.0,225034000.0,52190000.0,85736000.0,18196000.0,865400000.0,690552000.0,1022988000.0,1713540000.0,1859795000.0
Yavatmal,2018,187294000.0,112916000.0,300210000.0000001,1335341000.0,122076000.0,1457417000.0,50844000.0,1808471000.0,120875000.0,254464000.0,485542000.0,106906000.0,173476000.0,225211000.0,288382000.0,1245599000.0,409257000.0,1654856000.0,1808471000.0
Yavatmal,2019,200004000.0,114810000.0,314814000.0,1846503000.0,50620000.0,1897123000.0,144220000.0,2356157000.0,109382000.0,265478000.0,823915000.0,37166000.0,240871000.0,27689000.0,1450135000.0,1395119000.0,1559517000.0,2954636000.0,2356157000.0
Yavatmal,2020,233271000.0,148830000.0,382101000.0,1256283000.0,76368000.0,1332651000.0,91498000.0,1806250000.0,132068000.0,255038000.0,510353000.0,73985000.0,114171000.0,52621000.0,519809000.0,1006168000.0,651877000.0,1658045000.0,1806250000.0
Yavatmal,2021,385226000.0,188386000.0,573612000.0,1229458000.0,780788000.0,2010246000.0,136302000.0,2720160000.0,111238000.0,239642000.0,670037000.0,120220000.0,143329000.0,206941000.0,502879000.0,1380169000.0,614117000.0,1994286000.0,2720160000.0
