District,Year,Land and Property taxes,Other taxes and charges,Tax,Government Grants,"Contribution, donations and other grants",Grants,Other Sources,Revenue,"Administration
","Health and Hygiene
","Public Works
","Public Lighting
","Education
","Public Welfare
","Other Expenses
",Developmental,Non-Developmental,Expenditure,Total Deposit
Ahilyanagar,2009,86800000.0,128700000.0,215500000.0,250500000.0,186700000.0,437200000.0,,761700000.0,268700000.0,161200000.0,179200000.0,20300000.0,3800000.0,1900000.0,1500000.0,366400000.0,270200000.0,636600000.0,
Ahilyanagar,2010,173800000.0,83700000.0,257500000.0,230200000.0,217200000.0,447400000.0,6800000.0,711700000.0,221200000.0,182000000.0,196000000.0,29600000.0,23500000.0,6600000.0,1600000.0,437700000.0,222800000.0,660500000.0,
Ahilyanagar,2011,112500000.0,157600000.0,270100000.0,456100000.0,275900000.0,732000000.0,6100000.0,1008200000.0,276700000.0,211100000.0,299600000.0,33600000.0,24600000.0,2800000.0,5800000.0,571700000.0,282500000.0,854300000.0,
Ahilyanagar,2012,200480000.0,197004000.0,397484000.0,543686000.0,314118000.0,857803999.9999999,94511000.0,1349799000.0,419782000.0,364574000.0,273802000.0,48396000.0,67947000.0,44270000.0,58278000.0,798989000.0,478059999.9999999,1277049000.0,
Ahilyanagar,2013,231500000.0,253700000.0,485200000.0,449400000.0,303100000.0,752500000.0,100000.0,1237800000.0,386400000.0,291100000.0,400600000.0,45100000.0,39000000.0,4000000.0,9600000.0,779800000.0,396000000.0,1175800000.0,
Ahilyanagar,2014,268000000.0,252600000.0,520600000.0,491100000.0,414100000.0,905200000.0,200000.0,1426000000.0,457700000.0,322500000.0,376600000.0,45500000.0,56400000.0,14900000.0,42800000.0,815900000.0,500500000.0,1316400000.0,
Ahilyanagar,2015,180100000.0,238200000.0,418300000.0,334000000.0,346000000.0,680000000.0,200000.0,1098500000.0,475900000.0,303800000.0,347500000.0,50000000.0,49200000.0,18100000.0,2000000.0,768600000.0,477900000.0,1246500000.0,
Ahilyanagar,2016,285747000.0,267579000.0,553326000.0,286661000.0,368548000.0,655209000.0,8495000.0,1217030000.0,417700000.0,316924000.0,316919000.0,45824000.0,42238000.0,19984000.0,1640000.0,741889000.0,419339999.9999999,1161229000.0,
Ahilyanagar,2017,320582000.0,272982000.0,593564000.0,292079000.0,321775000.0,613854000.0,10165000.0,1217583000.0,454772999.9999999,318685000.0,314232000.0,47729000.0,46278000.0,20768000.0,2274000.0,747692000.0,457046999.9999999,1204739000.0,
Ahilyanagar,2018,317840000.0,104078000.0,421918000.0,422697999.9999999,328648000.0,751345999.9999999,11172000.0,1184436000.0,357512000.0,197669000.0,330686000.0,54398000.0,47527000.0,35662000.0,26356000.0,665942000.0000001,383868000.0,1049810000.0,
Ahilyanagar,2019,277728000.0,248926000.0,526654000.0000001,525608000.0,242491000.0,768099000.0,9643000.0,1304396000.0,370377000.0,379167000.0,515801000.0,,44169000.0,34755000.0,6509999.999999999,,376887000.0,,
Ahilyanagar,2020,292114000.0,261372000.0,553486000.0,552227000.0,255166000.0,807393000.0,10225000.0,1371104000.0,389096000.0,398525000.0,541791000.0,55467999.99999999,46577000.0,36793000.0,7136000.0,1079154000.0,396232000.0,1475386000.0,
Ahilyanagar,2021,,,,,,,,,,,,,,,,,,,
Akola,2012,76533000.0,15094000.0,91627000.0,48154000.0,1084000.0,49238000.0,129808000.0,270673000.0,41773000.0,60246000.0,48867000.0,20763000.0,20400000.0,15699000.0,47051000.0,165975000.0,88824000.0,254799000.0000001,270673000.0
Akola,2013,127777000.0,0.0,127777000.0,53962000.0,0.0,53962000.0,148468000.0,330207000.0,45057000.0,95590000.0,75949000.0,14051000.0,27932000.0,0.0,71628000.0,213522000.0,116685000.0,330207000.0000001,330207000.0
Akola,2014,130757000.0,0.0,130757000.0,74459000.0,0.0,74459000.0,125009000.0,330225000.0,55679999.99999999,29535000.0,150245000.0,15593000.0,99000.0,23322000.0,63195000.00000001,218794000.0,118875000.0,337668999.9999999,330225000.0
Akola,2015,21874000.0,138445000.0,160319000.0,129552000.0,561000.0,130113000.0,21293000.0,311724999.9999999,56895000.00000001,34964000.0,65537000.0,18110000.0,164000.0,15179000.0,75741000.0,133954000.0,132636000.0,266590000.0,311725000.0
Akola,2016,10241000.0,111068000.0,121309000.0,80125000.0,2465000.0,82590000.0,36379000.0,240278000.0,65121000.0,43204000.0,65537000.0,18110000.0,2162000.0,15179000.0,75741000.0,144192000.0,140862000.0,285053999.9999999,240278000.0
Akola,2017,8565000.0,46578000.0,55142999.99999999,269890000.0,1720000.0,271610000.0,54971000.0,381724000.0,75095000.0,40486000.0,136140000.0,20826000.0,748000.0,65620000.00000001,92376000.0,263820000.0,167471000.0,431291000.0000001,381724000.0
Akola,2018,87627000.0,56509000.0,144136000.0,131310000.0,24517000.0,155827000.0,118704000.0,418667000.0,51760000.0,36105000.0,225740000.0,13372000.0,12187000.0,8865000.0,60866999.99999999,296269000.0,112627000.0,408896000.0,418667000.0
Akola,2019,97552000.0,190168000.0,287720000.0,204180000.0,17659000.0,221839000.0,119102000.0,628661000.0,66162000.0,48504000.0,374897000.0,21182000.0,19465000.0,13715000.0,31139000.0,477762999.9999999,97301000.0,575064000.0,628661000.0
Akola,2020,93441000.0,42606000.0,136047000.0,191097000.0,126465000.0,317562000.0,99989000.0,553598000.0,101702000.0,29536000.0,334153000.0,15294000.0,9794000.0,4030000.0,76128000.0,392807000.0000001,177830000.0,570636999.9999999,553598000.0
Akola,2021,100157000.0,48867000.0,149024000.0,411939999.9999999,8841000.0,420780999.9999999,91770000.0,661574999.9999999,44950000.0,43279000.0,261489000.0,13738000.0,1689000.0,16046000.0,121116000.0,336241000.0,166066000.0,502307000.0,661574000.0
Amravati,2011,73102000.0,78312000.0,151414000.0,60090000.0,73155000.0,133245000.0,88349000.0,373008000.0,66979999.99999999,139567000.0,53304000.0,23742000.0,941000.0,8315000.000000001,9250000.0,225869000.0,76230000.0,302099000.0,373008000.0
Amravati,2012,102076000.0,87499000.0,189575000.0,80133000.0,90580000.0,170713000.0,57729999.99999999,418018000.0,85492000.0,71624000.0,88834000.0,26222000.0,1164000.0,15311000.0,13045000.0,203155000.0,98536999.99999999,301692000.0,418018000.0
Amravati,2013,125853000.0,129967000.0,255820000.0,361837000.0,108831000.0,470668000.0,18996000.0,745484000.0,72443000.0,56966999.99999999,149227000.0,36992000.0,787000.0,23085000.0,64308000.00000001,267058000.0,136751000.0,403808999.9999999,745484000.0
Amravati,2014,109033000.0,36663000.0,145696000.0,69512000.0,208989000.0,278501000.0,69421000.0,493617999.9999999,118038000.0,83124000.0,119494000.0,37100000.0,1341000.0,10701000.0,33401000.0,251760000.0,151439000.0,403199000.0000001,493618000.0
Amravati,2015,52902000.0,27872000.0,80774000.0,143619000.0,59494000.00000001,203113000.0,121170000.0,405057000.0,130522000.0,58899000.0,74075000.0,40565000.0,4338000.0,15858000.0,83149000.0,193735000.0,213671000.0,407406000.0000001,405057000.0
Amravati,2016,240299000.0,170854000.0,411153000.0,108967000.0,39289000.0,148256000.0,51897000.0,611306000.0,162673000.0,72990000.0,125268000.0,48206000.0,2913000.0,24169000.0,68809000.0,273546000.0,231482000.0,505028000.0,611306000.0
Amravati,2017,224698000.0,106208000.0,330906000.0,134730000.0,48706000.0,183436000.0,118842000.0,633184000.0,178143000.0,103966000.0,157459000.0,85280000.0,5538000.0,25384000.0,110309000.0,377627000.0000001,288452000.0,666079000.0000001,633184000.0
Amravati,2018,178358000.0,130381000.0,308739000.0,127512000.0,86939000.0,214451000.0,128050000.0,651240000.0,197953000.0,117067000.0,117273000.0,98478000.0,7020999.999999999,27583000.0,135182000.0,367422000.0,333135000.0,700557000.0,651240000.0
Amravati,2019,210407000.0,123171000.0,333578000.0,144446000.0,19534000.0,163980000.0,199037000.0,696595000.0,197589000.0,124659000.0,146052000.0,64015000.0,15682000.0,32461000.0,202831000.0,382869000.0,400420000.0,783289000.0,696595000.0
Amravati,2020,319355000.0,125334000.0,444689000.0000001,96373000.0,20991000.0,117364000.0,82325000.0,644378000.0000001,171732000.0,120877000.0,125035000.0,62301000.0,22296000.0,59732000.00000001,76558000.0,390241000.0000001,248290000.0,638531000.0,644378000.0
Amravati,2021,298428000.0,262897000.0,561325000.0,90542000.0,20760000.0,111302000.0,58657000.00000001,731284000.0,150819000.0,128556000.0,157164000.0,57570000.00000001,13333000.0,47004000.0,149373000.0,403626999.9999999,300192000.0,703819000.0,731284000.0
Beed,2013,61112000.0,83696000.0,144808000.0,84311000.0,16451000.0,100762000.0,53676000.0,299246000.0,34757000.0,66307000.00000001,138643000.0,1093000.0,2434000.0,2652000.0,132085000.0,211129000.0,166842000.0,377971000.0,299246000.0
Beed,2014,59740000.0,0.0,59740000.0,376770000.0,0.0,376770000.0,,436509999.9999999,275680000.0,84506000.0,1796000.0,0.0,69035000.0,508000.0,4952000.0,155845000.0,280632000.0,436477000.0000001,436510000.0000001
Beed,2015,34118000.0,127144000.0,161262000.0,148422000.0,26473000.0,174895000.0,,336157000.0,117468000.0,83470000.0,57904000.0,17932000.0,3438000.0,14213000.0,56746000.0,176957000.0,174214000.0,351171000.0000001,336157000.0
Beed,2016,148897000.0,110996000.0,259893000.0,107651000.0,88294000.0,195945000.0,,455838000.0,149670000.0,106855000.0,64041999.99999999,0.0,44577000.0,8903000.0,807000.0,224377000.0,150477000.0,374854000.0000001,455838000.0
Beed,2017,112586000.0,105378000.0,217964000.0,78171000.0,31792000.0,109963000.0,,327927000.0,104800000.0,119127000.0,17414000.0,29523000.0,4940000.0,25917000.0,356000.0,196921000.0,105156000.0,302077000.0,327927000.0
Beed,2018,116933000.0,110366000.0,227299000.0,170549000.0,70292000.0,240841000.0,,468139999.9999999,72339000.0,124880000.0,45297000.0,22793000.0,10818000.0,50923000.0,33240000.0,254711000.0,105579000.0,360289999.9999999,468139999.9999999
Beed,2019,109059000.0,155093000.0,264152000.0,172141000.0,87801000.0,259942000.0,,524094000.0000001,69776000.0,124230000.0,100415000.0,23931000.0,11212000.0,26512000.0,34041000.0,286299999.9999999,103817000.0,390116999.9999999,524093999.9999999
Beed,2020,132447000.0,116753000.0,249200000.0,53070000.00000001,23561000.0,76631000.0,13814000.0,339645000.0,41843000.0,89870000.0,90066000.0,53454999.99999999,36705000.0,43784000.0,28310000.0,313880000.0,70153000.0,384033000.0000001,339645000.0
Beed,2021,206809000.0,84754000.0,291563000.0,114829000.0,41175000.0,156004000.0,10812000.0,458379000.0,56120000.00000001,60716999.99999999,101137000.0,33837000.0,32595000.0,57464000.0,23859000.0,285749999.9999999,79979000.00000001,365728999.9999999,458379000.0
Bhandara,2012,94673000.0,61794000.00000001,156467000.0,244884000.0,163691000.0,408575000.0,,565042000.0,67321000.0,118370000.0,273904000.0,24553000.0,1444000.0,15120000.0,47894000.0,433390999.9999999,115215000.0,548605999.9999999,565042000.0
Bhandara,2013,145887000.0,111098000.0,256985000.0,832182000.0,166060000.0,998242000.0,9459000.0,1264686000.0,263798000.0,70724000.0,201652000.0,23719000.0,12005000.0,13952000.0,671463000.0,322052000.0000001,935261000.0,1257313000.0,1264686000.0
Bhandara,2014,106102000.0,115889000.0,221991000.0,1139041000.0,233871000.0,1372912000.0,16179000.0,1611082000.0,268126000.0,85281000.0,263836000.0,20969000.0,8138000.0,16226000.0,831840000.0,394450000.0,1099966000.0,1494416000.0,1611082000.0
Bhandara,2015,75231000.0,103964000.0,179195000.0,976024000.0,253939000.0,1229963000.0,37110000.0,1446268000.0,215199000.0,95869000.0,260965000.0,4263000.0,11353000.0,24683000.0,809866000.0,397133000.0000001,1025065000.0,1422198000.0,1446268000.0
Bhandara,2016,189945000.0,136553000.0,326498000.0,1095692000.0,90106000.0,1185798000.0,448289000.0000001,1960585000.0,325789000.0,30345000.0,295788000.0,11016000.0,11844000.0,106582000.0,895387000.0000001,455575000.0,1221176000.0,1676751000.0,1960585000.0
Bhandara,2017,188098000.0,139808000.0,327906000.0,1464049000.0,162407000.0,1626456000.0,15693000.0,1970055000.0,343671000.0,131955000.0,229968000.0,29547000.0,11747000.0,399648000.0,1044838000.0,802865000.0,1388509000.0,2191374000.0,1970055000.0
Bhandara,2018,247079000.0,169159000.0,416238000.0,948434000.0,32633000.0,981067000.0,316927000.0,1714232000.0,102505000.0,20196000.0,45147000.0,15122000.0,3336000.0,18681000.0,1297625000.0,102482000.0,1400130000.0,1502612000.0,1714232000.0
Bhandara,2019,188265000.0,144332000.0,332597000.0,1653166000.0,82620000.0,1735786000.0,165170000.0,2233553000.0,93282000.0,17291000.0,40396000.0,21071000.0,6142000.0,8758000.0,471918999.9999999,93658000.0,565200999.9999999,658859000.0,2233553000.0
Bhandara,2020,224486000.0,230470000.0,454955999.9999999,1238375000.0,235098000.0,1473473000.0,88689000.0,2017118000.0,145189000.0,85378000.0,200129000.0,53851000.0,48643000.0,28317000.0,1485748000.0,416317999.9999999,1630937000.0,2047255000.0,2017118000.0
Bhandara,2021,431685000.0000001,1262722000.0,1694407000.0,2308416000.0,1102300000.0,3410716000.0,1157561000.0,6262684000.0,212190000.0,139509000.0,3859180000.0,30853000.0,32220000.0,26481000.0,2217857000.0,4088243000.0,2430047000.0,6518289999.999999,6262684000.0
Buldana,2013,215696000.0,126281000.0,341977000.0,523764999.9999999,95835000.0,619600000.0,4900000.0,966477000.0,98761000.0,248606000.0,521613000.0,31244000.0,4054000.0,22703000.0,67703000.0,828220000.0000001,166464000.0,994684000.0000002,966477000.0
Buldana,2014,127003000.0,159058000.0,286060999.9999999,786713000.0,238048000.0,1024761000.0,10141000.0,1320963000.0,105392000.0,563362000.0,612484000.0,25030000.0,4535000.0,98524000.0,31903000.0,1303935000.0,137295000.0,1441230000.0,1320963000.0
Buldana,2015,28948000.0,307785000.0,336733000.0,1103471000.0,0.0,1103471000.0,762975000.0,2203179000.0,83417000.0,28407000.0,57226000.0,21260000.0,914000.0,0.0,1402316000.0,107807000.0,1485733000.0,1593540000.0,2203179000.0
Buldana,2016,172270000.0,193741000.0,366011000.0,126127000.0,0.0,126127000.0,377931000.0,870069000.0,92570000.0,1772000.0,12820000.0,17891000.0,1463000.0,0.0,964418000.0,33946000.0,1056988000.0,1090934000.0,870069000.0
Buldana,2017,153088000.0,193742000.0,346830000.0,1887173000.0,0.0,1887173000.0,358058000.0,2592061000.0,114234000.0,8027000.0,22224000.0,17156000.0,1188000.0,0.0,2537746000.0,48595000.0,2651980000.0,2700575000.0,2592061000.0
Buldana,2018,178536000.0,107375000.0,285910999.9999999,638310000.0,0.0,638310000.0,952693000.0,1876914000.0,158057000.0,41512000.0,17725000.0,19822000.0,2153000.0,0.0,1858508000.0,81212000.0,2016565000.0,2097777000.0,1591003000.0
Buldana,2019,156051000.0,100074000.0,256125000.0,1909929000.0,0.0,1909929000.0,,2166054000.0,107255000.0,28690000.0,13495000.0,17454000.0,2590000.0,0.0,1692396000.0,62229000.0,1799651000.0,1861880000.0,2166054000.0
Buldana,2020,156703000.0,325223000.0,481926000.0,1481691000.0,0.0,1481691000.0,4129000.0,1967746000.0,133781000.0,35647000.0,25235000.0,23942000.0,5804000.0,0.0,1659731000.0,90628000.0,1793512000.0,1884140000.0,1967746000.0
Buldana,2021,189560000.0,247329000.0,436888999.9999999,1614375000.0,0.0,1614375000.0,8870439000.0,10921703000.0,106647000.0,27524000.0,43515000.0,23942000.0,5971000.0,0.0,1365701000.0,100952000.0,1472348000.0,1573300000.0,10921703000.0
Chandrapur,2012,167410000.0,115460000.0,282870000.0,180170000.0,58390000.0,238560000.0,0.0,521429999.9999999,77770000.0,121610000.0,212570000.0,32150000.0,1210000.0,7000000.0,52020000.00000001,374539999.9999999,129790000.0,504330000.0,521430000.0
Chandrapur,2013,224560000.0,151520000.0,376080000.0,349020000.0,90100000.0,439120000.0,0.0,815200000.0,99180000.0,226320000.0,399480000.0,38530000.0,2830000.0,49430000.0,63960000.0,716590000.0,163140000.0,879730000.0000001,815200000.0
Chandrapur,2014,146010000.0,311550000.0,457560000.0000001,7824800000.0,108610000.0,7933410000.000001,0.0,8390970000.000001,692230000.0,136290000.0,972410000.0,102400000.0,5600000.0,303790000.0,3332170000.0,1520490000.0,4024400000.0,5544890000.0,8390970000.0
Chandrapur,2015,111840000.0,134764000.0,246604000.0,1394893000.0,79701000.0,1474594000.0,0.0,1721198000.0,237930000.0,4462000.0,1456268000.0,31790000.0,722000.0,20550000.0,1579855000.0,1513792000.0,1817785000.0,3331577000.0,1721198000.0
Chandrapur,2016,248272000.0,167499000.0,415771000.0,1590592000.0,44560000.0,1635152000.0,0.0,2050923000.0,168482000.0,31841000.0,1701660000.0,46495000.0,11275000.0,37238000.0,585615000.0,1828509000.0,754096999.9999999,2582606000.0,2050923000.0
Chandrapur,2017,345189000.0,76137000.0,421326000.0,1436251000.0,30934000.0,1467185000.0,0.0,1888511000.0,229916000.0,23075000.0,106242000.0,30710000.0,2756000.0,26706000.0,1157996000.0,189489000.0,1387912000.0,1577401000.0,1888511000.0
Chandrapur,2018,208316000.0,102069000.0,310385000.0,1126746000.0,63179999.99999999,1189926000.0,133483000.0,1633794000.0,181534000.0,33680000.0,119650000.0,49147000.0,6617000.0,64519000.00000001,1426740000.0,273613000.0,1608274000.0,1881887000.0,1633794000.0
Chandrapur,2019,226908000.0,119683000.0,346591000.0,1782159000.0,41734000.0,1823893000.0,127394000.0,2297878000.0,174444000.0,33600000.0,192916000.0,84398000.0,10290000.0,82886000.0,1288039000.0,404090000.0,1462483000.0,1866573000.0,
Chandrapur,2020,287593000.0,278487000.0,566079999.9999999,1407681000.0,47729000.0,1455410000.0,63791000.0,2085281000.0,194167000.0,313100000.0,1163889000.0,51504000.0,6731000.0,102588000.0,363735000.0,1637812000.0,557902000.0,2195714000.0,
Chandrapur,2021,342811000.0,142442000.0,485253000.0000001,1405054000.0,1008000.0,1406062000.0,264241000.0,2155556000.0,193409000.0,205200000.0,1504319000.0,50214000.0,2372000.0,95399000.0,71018000.0,1857504000.0,264427000.0,2121931000.0,
Dhule,2012,74014000.0,107013000.0,181027000.0,243024000.0,118963000.0,361987000.0,173000.0,543186999.9999999,44723000.0,94757000.0,244560000.0,67928000.0,5777000.0,20439000.0,27404000.0,433461000.0000001,72127000.0,505588000.0000001,510320000.0
Dhule,2013,94117000.0,20956000.0,115073000.0,183701000.0,131852000.0,315553000.0,77635000.0,508261000.0000001,47991000.0,92984000.0,294227000.0,109000.0,30355000.0,1517000.0,37337000.0,419192000.0,85328000.0,504520000.0000001,508260999.9999999
Dhule,2014,84349000.0,10607000.0,94956000.0,22632000.0,21364000.0,43996000.0,54797000.0,193749000.0,71517000.0,137198000.0,300204000.0,20730000.0,26898000.0,2791000.0,44290000.0,487821000.0000001,115807000.0,603628000.0000001,193749000.0
Dhule,2015,31081000.0,129222000.0,160303000.0,200988000.0,405789000.0,606777000.0,62780999.99999999,829861000.0,91366000.0,282846000.0,303533000.0,20376000.0,26086000.0,153000.0,100285000.0,632994000.0,191651000.0,824644999.9999999,829861000.0
Dhule,2016,110698000.0,269793000.0,380491000.0,136603000.0,477087000.0,613690000.0,119000.0,994300000.0,84076000.0,352394000.0,413022000.0,2729000.0,27284000.0,2177000.0,14302000.0,797606000.0,98378000.0,895984000.0000002,994300000.0
Dhule,2017,123692000.0,275439000.0,399131000.0,25251000.0,504160000.0000001,529411000.0000001,120000.0,928662000.0000001,120868000.0,355439000.0,379511000.0,4317000.0,37784000.0,5863000.0,15184000.0,782914000.0,136052000.0,918966000.0,928662999.9999999
Dhule,2018,112695000.0,375469000.0,488164000.0000001,46101000.0,470306000.0000001,516407000.0000001,310000.0,1004881000.0,87766000.0,551969000.0,282727000.0,4530000.0,43579000.0,4732000.0,16231000.0,887536999.9999999,103997000.0,991533999.9999999,1004881000.0
Dhule,2019,118848000.0,192700000.0,311548000.0,41815000.0,435576000.0,477391000.0,566000.0,789504999.9999999,82601000.0,190006000.0,347017000.0,2878000.0,44249000.0,7891000.0,12806000.0,592040999.9999999,95407000.0,687448000.0,789504000.0
Dhule,2020,146471000.0,180165000.0,326636000.0,29928000.0,231414000.0,261342000.0,984000.0,588962000.0000001,83767000.0,168945000.0,229108000.0,3060000.0,51609000.0,7423000.0,18960000.0,460144999.9999999,102727000.0,562872000.0,588961000.0
Dhule,2021,146471000.0,180165000.0,326636000.0,29928000.0,231414000.0,261342000.0,984000.0,588962000.0000001,83767000.0,168945000.0,229108000.0,3060000.0,51609000.0,7423000.0,18960000.0,460144999.9999999,102727000.0,562872000.0,588961000.0
Gadchiroli,2012,51525000.0,42836000.0,94361000.0,8302000.0,22510000.0,30812000.0,0.0,125173000.0,36531000.0,28702000.0,15567000.0,12105000.0,7501000.000000001,1231000.0,2513000.0,65105999.99999999,39044000.0,104150000.0,125173000.0
Gadchiroli,2013,54211000.0,23364000.0,77575000.0,772910000.0,5222000.0,778132000.0000001,92247000.0,947953999.9999999,28588000.0,30585000.0,5994000.0,14550000.0,81000.0,2189000.0,1545048000.0,53399000.0,1573636000.0,1627035000.0,947954000.0000001
Gadchiroli,2014,87307000.0,18503000.0,105810000.0,919644000.0,8403000.0,928047000.0000001,332849000.0,1366706000.0,45039000.0,39504000.0,6210000.0,15357000.0,1344000.0,4645000.0,1145154000.0,67060000.00000001,1190193000.0,1257253000.0,1366706000.0
Gadchiroli,2015,72942000.0,6331000.0,79273000.0,709590000.0,5463000.0,715053000.0,251157000.0,1045483000.0,68151000.0,26377000.0,27780000.0,16084000.0,1181000.0,2727000.0,825628000.0000001,74148999.99999999,893779000.0000001,967928000.0000001,1045483000.0
Gadchiroli,2016,78622000.0,31397000.0,110019000.0,1014105000.0,2351000.0,1016456000.0,37942000.0,1164417000.0,101560000.0,219818000.0,143272000.0,60999000.0,7042000.0,20950000.0,582917000.0,452080999.9999999,684477000.0,1136558000.0,1164418000.0
Gadchiroli,2017,95093000.0,72556000.0,167649000.0,1281747000.0,6886000.0,1288633000.0,82242000.0,1538524000.0,156423000.0,186231000.0,165532000.0,41035000.0,3880000.0,27066000.0,660350000.0,423744000.0000001,816773000.0,1240517000.0,1538524000.0
Gadchiroli,2018,132159000.0,68964000.0,201123000.0,1529124000.0,3594000.0,1532718000.0,52583000.00000001,1786424000.0,118632000.0,157753000.0,217367000.0,27160000.0,1592000.0,308433000.0,841007000.0,712304999.9999999,959639000.0,1671944000.0,1786424000.0
Gadchiroli,2019,102824000.0,27741000.0,130565000.0,1550816000.0,5603000.0,1556419000.0,65982000.00000001,1752966000.0,99698000.0,93600000.0,143935000.0,23417000.0,2059000.0,164758000.0,1184547000.0,427769000.0000001,1284245000.0,1712014000.0,
Gadchiroli,2020,96840000.0,57229000.0,154069000.0,921370000.0000001,13592000.0,934962000.0000001,49750000.0,1138781000.0,71574000.0,57600000.0,92715000.0,30430000.0,2901000.0,146253000.0,738370000.0,329899000.0,809944000.0,1139843000.0,
Gadchiroli,2021,110423000.0,17500000.0,127923000.0,1183093000.0,58683000.00000001,1241776000.0,143300000.0,1512999000.0,82349000.0,71300000.0,87731000.0,36133000.0,5304000.0,89080000.0,1062127000.0,289547999.9999999,1144476000.0,1434024000.0,
Gondia,2012,61097000.0,6644000.0,67741000.00000001,201297000.0,45548000.0,246845000.0,20361000.0,334947000.0,43125000.0,52041000.0,199941000.0,5814000.0,457000.0,5145000.0,19382000.0,263398000.0,62506999.99999999,325905000.0,334947000.0
Gondia,2013,89168000.0,47246000.0,136414000.0,260980000.0,59841999.99999999,320822000.0,136366000.0,593602000.0,47365000.0,40750000.0,232902000.0,9198000.0,824000.0,6798999.999999999,120924000.0,290472999.9999999,168289000.0,458762000.0,593602000.0
Gondia,2014,82073000.0,124194000.0,206267000.0,784260000.0,155444000.0,939704000.0000001,54577000.0,1200548000.0,89466000.0,24020000.0,504862000.0,7513000.0,2264000.0,20633000.0,577994000.0,559292000.0,667460000.0,1226752000.0,1200550000.0
Gondia,2015,54235000.0,53092999.99999999,107328000.0,1094523000.0,2026000.0,1096549000.0,290688000.0,1494565000.0,92828000.0,18524000.0,1242427000.0,15154000.0,5445000.0,9260000.0,9326000.0,1290810000.0,102154000.0,1392964000.0,1494565000.0
Gondia,2016,74760000.0,40117000.0,114877000.0,601534000.0,98904000.0,700438000.0,113448000.0,928762999.9999999,171108000.0,36827000.0,335897000.0,19187000.0,1673000.0,13246000.0,168495000.0,406830000.0,339603000.0,746432999.9999999,928762999.9999999
Gondia,2017,68312000.0,30718000.0,99030000.0,611766000.0,43320000.0,655086000.0,24483000.0,778599000.0,104626000.0,30016000.0,335897000.0,7102000.0,1761000.0,9917000.0,392044000.0,384693000.0,496670000.0,881362999.9999999,778599000.0
Gondia,2018,148623000.0,72299000.0,220922000.0,1123534000.0,32808000.0,1156342000.0,15087000.0,1392351000.0,109407000.0,133809000.0,406789000.0,2395000.0,2032000.0,10115000.0,410472000.0,555139999.9999999,519879000.0,1075019000.0,1392351000.0
Gondia,2019,203897000.0,117649000.0,321546000.0,1339575000.0,27312000.0,1366887000.0,14386000.0,1702819000.0,191438000.0,205600000.0,531870000.0,6855000.0,7240000.000000001,19657000.0,481707000.0,771221999.9999999,673145000.0,1444367000.0,
Gondia,2020,206647000.0,108857000.0,315504000.0,1621031000.0,79968000.0,1700999000.0,77408000.0,2093911000.0,210756000.0,366900000.0,371383000.0,35246000.0,33357000.0,57150000.0,494443000.0,864036000.0,705199000.0,1569235000.0,
Gondia,2021,185772000.0,95211000.0,280983000.0,1764505000.0,86955000.0,1851460000.0,88405000.0,2220848000.0,213535000.0,371700000.0,503821000.0,40500000.0,224640000.0,67045000.00000001,433128000.0,1207706000.0,646662999.9999999,1854369000.0,
Hingoli,2012,33248000.0,23230000.0,56478000.0,424913000.0,97116000.0,522029000.0,52076000.0,630583000.0,116695000.0,229951000.0,273449000.0,825000.0,40378000.0,1852000.0,37149000.0,546455000.0,153844000.0,700299000.0,630583000.0
Hingoli,2013,58030999.99999999,28385000.0,86416000.0,783428000.0,6493000.000000001,789921000.0,1330000.0,877667000.0,18119000.0,484000.0,410260999.9999999,19197000.0,1528000.0,938000.0000000001,313171000.0,432408000.0,331290000.0,763698000.0,877667000.0
Hingoli,2014,28004000.0,28095000.0,56099000.0,641714000.0,2858000.0,644572000.0,42580000.0,743251000.0,37131000.0,6626000.000000001,362742000.0,5885000.0,536000.0,8148000.0,147642000.0,383937000.0000001,184773000.0,568710000.0,743252000.0
Hingoli,2015,16074000.0,32298000.0,48372000.0,759994000.0,2172000.0,762166000.0,198000.0,810736000.0,57239000.0,61470000.00000001,997158000.0,3725000.0,4020000.0,1457000.0,7198999.999999999,1067830000.0,64438000.0,1132268000.0,810736000.0
Hingoli,2016,60948000.0,24377000.0,85325000.0,808141000.0,8782000.0,816923000.0,27070000.0,929318000.0,41802000.0,13431000.0,796275000.0,4241000.0,3841000.0,13076000.0,95935000.0,830864000.0,137737000.0,968601000.0,929318000.0
Hingoli,2017,66954000.0,19243000.0,86197000.0,805783000.0,5568000.0,811351000.0,6998000.0,904545999.9999999,44596000.0,40288000.0,827801000.0,17406000.0,11426000.0,14386000.0,2082000.0,911307000.0,46678000.0,957985000.0,904545999.9999999
Hingoli,2018,52111000.0,33167000.0,85278000.0,1209229000.0,5409000.0,1214638000.0,9137000.0,1309053000.0,72151000.0,44232000.0,1187468000.0,37582000.0,5320000.0,3973000.0,14067000.0,1278575000.0,86218000.0,1364793000.0,1309053000.0
Hingoli,2019,81646000.0,2853000.0,84499000.0,1694086000.0,3226000.0,1697312000.0,3447000.0,1785258000.0,49202000.0,51675000.0,557284000.0,42973000.0,5947000.0,780661000.0,6116000.0,1438540000.0,55317999.99999999,1493858000.0,1785258000.0
