Year,District,Taluka,Select Banks/ Bank Branches,Number
2006,Nandurbar,Akkalkuva,Branch Offices of Classified Banks,6
2006,Nandurbar,Akkalkuva,Classified Banks,3
2006,Nandurbar,Akrani,Branch Offices of Classified Banks,3
2006,Nandurbar,Akrani,Classified Banks,2
2006,Nandurbar,Nandurbar,Branch Offices of Classified Banks,12
2006,Nandurbar,Nandurbar,Classified Banks,7
2006,Nandurbar,Navapur,Branch Offices of Classified Banks,7
2006,Nandurbar,Navapur,Classified Banks,4
2006,Nandurbar,Shahada,Branch Offices of Classified Banks,12
2006,Nandurbar,Shahada,Classified Banks,5
2006,Nandurbar,Taloda,Branch Offices of Classified Banks,5
2006,Nandurbar,Taloda,Classified Banks,2
2006,Ratnagiri,Chiplun,Branch Offices of Classified Banks,16
2006,Ratnagiri,Chiplun,Classified Banks,8
2006,Ratnagiri,Dapoli,Branch Offices of Classified Banks,12
2006,Ratnagiri,Dapoli,Classified Banks,6
2006,Ratnagiri,Guhagar,Branch Offices of Classified Banks,6
2006,Ratnagiri,Guhagar,Classified Banks,4
2006,Ratnagiri,Khed,Branch Offices of Classified Banks,11
2006,Ratnagiri,Khed,Classified Banks,4
2006,Ratnagiri,Lanja,Branch Offices of Classified Banks,4
2006,Ratnagiri,Lanja,Classified Banks,1
2006,Ratnagiri,Mandangad,Branch Offices of Classified Banks,4
2006,Ratnagiri,Mandangad,Classified Banks,1
2006,Ratnagiri,Rajapur,Branch Offices of Classified Banks,9
2006,Ratnagiri,Rajapur,Classified Banks,4
2006,Ratnagiri,Ratnagiri,Branch Offices of Classified Banks,30
2006,Ratnagiri,Ratnagiri,Classified Banks,13
2006,Ratnagiri,Sangameshwar,Branch Offices of Classified Banks,10
2006,Ratnagiri,Sangameshwar,Classified Banks,3
2008,Nandurbar,Akkalkuva,Branch Offices of Classified Banks,6
2008,Nandurbar,Akkalkuva,Classified Banks,3
2008,Nandurbar,Akrani,Branch Offices of Classified Banks,3
2008,Nandurbar,Akrani,Classified Banks,2
2008,Nandurbar,Nandurbar,Branch Offices of Classified Banks,15
2008,Nandurbar,Nandurbar,Classified Banks,8
2008,Nandurbar,Navapur,Branch Offices of Classified Banks,7
2008,Nandurbar,Navapur,Classified Banks,4
2008,Nandurbar,Shahada,Branch Offices of Classified Banks,12
2008,Nandurbar,Shahada,Classified Banks,5
2008,Nandurbar,Taloda,Branch Offices of Classified Banks,7
2008,Nandurbar,Taloda,Classified Banks,3
2008,Ratnagiri,Chiplun,Branch Offices of Classified Banks,19
2008,Ratnagiri,Chiplun,Classified Banks,10
2008,Ratnagiri,Dapoli,Branch Offices of Classified Banks,12
2008,Ratnagiri,Dapoli,Classified Banks,6
2008,Ratnagiri,Guhagar,Branch Offices of Classified Banks,7
2008,Ratnagiri,Guhagar,Classified Banks,5
2008,Ratnagiri,Khed,Branch Offices of Classified Banks,14
2008,Ratnagiri,Khed,Classified Banks,7
2008,Ratnagiri,Lanja,Branch Offices of Classified Banks,6
2008,Ratnagiri,Lanja,Classified Banks,3
2008,Ratnagiri,Mandangad,Branch Offices of Classified Banks,4
2008,Ratnagiri,Mandangad,Classified Banks,1
2008,Ratnagiri,Rajapur,Branch Offices of Classified Banks,10
2008,Ratnagiri,Rajapur,Classified Banks,5
2008,Ratnagiri,Ratnagiri,Branch Offices of Classified Banks,38
2008,Ratnagiri,Ratnagiri,Classified Banks,18
2008,Ratnagiri,Sangameshwar,Branch Offices of Classified Banks,10
2008,Ratnagiri,Sangameshwar,Classified Banks,3
2009,Jalgaon,Amalner,Branch Offices of Classified Banks,13
2009,Jalgaon,Amalner,Classified Banks,7
2009,Jalgaon,Bhadgaon,Branch Offices of Classified Banks,8
2009,Jalgaon,Bhadgaon,Classified Banks,4
2009,Jalgaon,Bhusawal,Branch Offices of Classified Banks,19
2009,Jalgaon,Bhusawal,Classified Banks,1
2009,Jalgaon,Bodvad,Branch Offices of Classified Banks,5
2009,Jalgaon,Bodvad,Classified Banks,4
2009,Jalgaon,Chalisgaon,Branch Offices of Classified Banks,18
2009,Jalgaon,Chalisgaon,Classified Banks,7
2009,Jalgaon,Chopda,Branch Offices of Classified Banks,10
2009,Jalgaon,Chopda,Classified Banks,6
2009,Jalgaon,Dharangaon,Branch Offices of Classified Banks,8
2009,Jalgaon,Dharangaon,Classified Banks,4
2009,Jalgaon,Erandol,Branch Offices of Classified Banks,7
2009,Jalgaon,Erandol,Classified Banks,5
2009,Jalgaon,Jalgaon,Branch Offices of Classified Banks,64
2009,Jalgaon,Jalgaon,Classified Banks,25
2009,Jalgaon,Jamner,Branch Offices of Classified Banks,16
2009,Jalgaon,Jamner,Classified Banks,6
2009,Jalgaon,Muktainagar (Edlabad),Branch Offices of Classified Banks,7
2009,Jalgaon,Muktainagar (Edlabad),Classified Banks,4
2009,Jalgaon,Pachora,Branch Offices of Classified Banks,12
2009,Jalgaon,Pachora,Classified Banks,6
2009,Jalgaon,Parola,Branch Offices of Classified Banks,5
2009,Jalgaon,Parola,Classified Banks,2
2009,Jalgaon,Raver,Branch Offices of Classified Banks,12
2009,Jalgaon,Raver,Classified Banks,5
2009,Jalgaon,Yawal,Branch Offices of Classified Banks,14
2009,Jalgaon,Yawal,Classified Banks,6
2009,Nandurbar,Akkalkuva,Branch Offices of Classified Banks,6
2009,Nandurbar,Akkalkuva,Classified Banks,3
2009,Nandurbar,Akrani,Branch Offices of Classified Banks,4
2009,Nandurbar,Akrani,Classified Banks,2
2009,Nandurbar,Nandurbar,Branch Offices of Classified Banks,15
2009,Nandurbar,Nandurbar,Classified Banks,10
2009,Nandurbar,Navapur,Branch Offices of Classified Banks,7
2009,Nandurbar,Navapur,Classified Banks,4
2009,Nandurbar,Shahada,Branch Offices of Classified Banks,14
2009,Nandurbar,Shahada,Classified Banks,11
2009,Nandurbar,Taloda,Branch Offices of Classified Banks,5
2009,Nandurbar,Taloda,Classified Banks,2
2009,Ratnagiri,Chiplun,Branch Offices of Classified Banks,20
2009,Ratnagiri,Chiplun,Classified Banks,11
2009,Ratnagiri,Dapoli,Branch Offices of Classified Banks,13
2009,Ratnagiri,Dapoli,Classified Banks,7
2009,Ratnagiri,Guhagar,Branch Offices of Classified Banks,7
2009,Ratnagiri,Guhagar,Classified Banks,5
2009,Ratnagiri,Khed,Branch Offices of Classified Banks,15
2009,Ratnagiri,Khed,Classified Banks,8
2009,Ratnagiri,Lanja,Branch Offices of Classified Banks,6
2009,Ratnagiri,Lanja,Classified Banks,3
2009,Ratnagiri,Mandangad,Branch Offices of Classified Banks,5
2009,Ratnagiri,Mandangad,Classified Banks,2
2009,Ratnagiri,Rajapur,Branch Offices of Classified Banks,10
2009,Ratnagiri,Rajapur,Classified Banks,5
2009,Ratnagiri,Ratnagiri,Branch Offices of Classified Banks,41
2009,Ratnagiri,Ratnagiri,Classified Banks,21
2009,Ratnagiri,Sangameshwar,Branch Offices of Classified Banks,10
2009,Ratnagiri,Sangameshwar,Classified Banks,3
2009,Washim,Karanja,Branch Offices of Classified Banks,7
2009,Washim,Karanja,Classified Banks,5
2009,Washim,Malegaon,Branch Offices of Classified Banks,5
2009,Washim,Malegaon,Classified Banks,3
2009,Washim,Mangrulpir,Branch Offices of Classified Banks,5
2009,Washim,Mangrulpir,Classified Banks,3
2009,Washim,Manora,Branch Offices of Classified Banks,3
2009,Washim,Manora,Classified Banks,2
2009,Washim,Resod,Branch Offices of Classified Banks,5
2009,Washim,Resod,Classified Banks,2
2009,Washim,Washim,Branch Offices of Classified Banks,9
2009,Washim,Washim,Classified Banks,4
2010,Jalgaon,Amalner,Branch Offices of Classified Banks,13
2010,Jalgaon,Amalner,Classified Banks,7
2010,Jalgaon,Bhadgaon,Branch Offices of Classified Banks,8
2010,Jalgaon,Bhadgaon,Classified Banks,4
2010,Jalgaon,Bhusawal,Branch Offices of Classified Banks,19
2010,Jalgaon,Bhusawal,Classified Banks,11
2010,Jalgaon,Bodvad,Branch Offices of Classified Banks,5
2010,Jalgaon,Bodvad,Classified Banks,4
2010,Jalgaon,Chalisgaon,Branch Offices of Classified Banks,18
2010,Jalgaon,Chalisgaon,Classified Banks,7
2010,Jalgaon,Chopda,Branch Offices of Classified Banks,12
2010,Jalgaon,Chopda,Classified Banks,6
2010,Jalgaon,Dharangaon,Branch Offices of Classified Banks,7
2010,Jalgaon,Dharangaon,Classified Banks,4
2010,Jalgaon,Erandol,Branch Offices of Classified Banks,6
2010,Jalgaon,Erandol,Classified Banks,5
2010,Jalgaon,Jalgaon,Branch Offices of Classified Banks,65
2010,Jalgaon,Jalgaon,Classified Banks,25
2010,Jalgaon,Jamner,Branch Offices of Classified Banks,17
2010,Jalgaon,Jamner,Classified Banks,6
2010,Jalgaon,Muktainagar (Edlabad),Branch Offices of Classified Banks,7
2010,Jalgaon,Muktainagar (Edlabad),Classified Banks,4
2010,Jalgaon,Pachora,Branch Offices of Classified Banks,13
2010,Jalgaon,Pachora,Classified Banks,6
2010,Jalgaon,Parola,Branch Offices of Classified Banks,6
2010,Jalgaon,Parola,Classified Banks,2
2010,Jalgaon,Raver,Branch Offices of Classified Banks,14
2010,Jalgaon,Raver,Classified Banks,5
2010,Jalgaon,Yawal,Branch Offices of Classified Banks,14
2010,Jalgaon,Yawal,Classified Banks,6
2010,Nandurbar,Akkalkuva,Branch Offices of Classified Banks,6
2010,Nandurbar,Akkalkuva,Classified Banks,3
2010,Nandurbar,Akrani,Branch Offices of Classified Banks,3
2010,Nandurbar,Akrani,Classified Banks,2
2010,Nandurbar,Nandurbar,Branch Offices of Classified Banks,16
2010,Nandurbar,Nandurbar,Classified Banks,7
2010,Nandurbar,Navapur,Branch Offices of Classified Banks,7
2010,Nandurbar,Navapur,Classified Banks,4
2010,Nandurbar,Shahada,Branch Offices of Classified Banks,16
2010,Nandurbar,Shahada,Classified Banks,6
2010,Nandurbar,Taloda,Branch Offices of Classified Banks,6
2010,Nandurbar,Taloda,Classified Banks,3
2010,Ratnagiri,Chiplun,Branch Offices of Classified Banks,21
2010,Ratnagiri,Chiplun,Classified Banks,11
2010,Ratnagiri,Dapoli,Branch Offices of Classified Banks,14
2010,Ratnagiri,Dapoli,Classified Banks,6
2010,Ratnagiri,Guhagar,Branch Offices of Classified Banks,8
2010,Ratnagiri,Guhagar,Classified Banks,5
2010,Ratnagiri,Khed,Branch Offices of Classified Banks,15
2010,Ratnagiri,Khed,Classified Banks,8
2010,Ratnagiri,Lanja,Branch Offices of Classified Banks,8
2010,Ratnagiri,Lanja,Classified Banks,3
2010,Ratnagiri,Mandangad,Branch Offices of Classified Banks,5
2010,Ratnagiri,Mandangad,Classified Banks,2
2010,Ratnagiri,Rajapur,Branch Offices of Classified Banks,10
2010,Ratnagiri,Rajapur,Classified Banks,5
2010,Ratnagiri,Ratnagiri,Branch Offices of Classified Banks,43
2010,Ratnagiri,Ratnagiri,Classified Banks,21
2010,Ratnagiri,Sangameshwar,Branch Offices of Classified Banks,11
2010,Ratnagiri,Sangameshwar,Classified Banks,3
2010,Washim,Karanja,Branch Offices of Classified Banks,17
2010,Washim,Karanja,Classified Banks,3
2010,Washim,Malegaon,Branch Offices of Classified Banks,15
2010,Washim,Malegaon,Classified Banks,3
2010,Washim,Mangrulpir,Branch Offices of Classified Banks,13
2010,Washim,Mangrulpir,Classified Banks,3
2010,Washim,Manora,Branch Offices of Classified Banks,9
2010,Washim,Manora,Classified Banks,2
2010,Washim,Resod,Branch Offices of Classified Banks,16
2010,Washim,Resod,Classified Banks,3
2010,Washim,Washim,Branch Offices of Classified Banks,18
2010,Washim,Washim,Classified Banks,5
2011,Jalgaon,Amalner,Branch Offices of Classified Banks,14
2011,Jalgaon,Amalner,Classified Banks,8
2011,Jalgaon,Bhadgaon,Branch Offices of Classified Banks,8
2011,Jalgaon,Bhadgaon,Classified Banks,4
2011,Jalgaon,Bhusawal,Branch Offices of Classified Banks,20
2011,Jalgaon,Bhusawal,Classified Banks,11
2011,Jalgaon,Bodvad,Branch Offices of Classified Banks,3
2011,Jalgaon,Bodvad,Classified Banks,3
2011,Jalgaon,Chalisgaon,Branch Offices of Classified Banks,20
2011,Jalgaon,Chalisgaon,Classified Banks,8
2011,Jalgaon,Chopda,Branch Offices of Classified Banks,13
2011,Jalgaon,Chopda,Classified Banks,8
2011,Jalgaon,Dharangaon,Branch Offices of Classified Banks,6
2011,Jalgaon,Dharangaon,Classified Banks,2
2011,Jalgaon,Erandol,Branch Offices of Classified Banks,6
2011,Jalgaon,Erandol,Classified Banks,4
2011,Jalgaon,Jalgaon,Branch Offices of Classified Banks,48
2011,Jalgaon,Jalgaon,Classified Banks,23
2011,Jalgaon,Jamner,Branch Offices of Classified Banks,11
2011,Jalgaon,Jamner,Classified Banks,6
2011,Jalgaon,Muktainagar (Edlabad),Branch Offices of Classified Banks,7
2011,Jalgaon,Muktainagar (Edlabad),Classified Banks,5
2011,Jalgaon,Pachora,Branch Offices of Classified Banks,15
2011,Jalgaon,Pachora,Classified Banks,8
2011,Jalgaon,Parola,Branch Offices of Classified Banks,4
2011,Jalgaon,Parola,Classified Banks,2
2011,Jalgaon,Raver,Branch Offices of Classified Banks,16
2011,Jalgaon,Raver,Classified Banks,8
2011,Jalgaon,Yawal,Branch Offices of Classified Banks,13
2011,Jalgaon,Yawal,Classified Banks,7
2011,Nandurbar,Akkalkuva,Branch Offices of Classified Banks,6
2011,Nandurbar,Akkalkuva,Classified Banks,3
2011,Nandurbar,Akrani,Branch Offices of Classified Banks,3
2011,Nandurbar,Akrani,Classified Banks,2
2011,Nandurbar,Nandurbar,Branch Offices of Classified Banks,15
2011,Nandurbar,Nandurbar,Classified Banks,7
2011,Nandurbar,Navapur,Branch Offices of Classified Banks,7
2011,Nandurbar,Navapur,Classified Banks,4
2011,Nandurbar,Shahada,Branch Offices of Classified Banks,15
2011,Nandurbar,Shahada,Classified Banks,6
2011,Nandurbar,Taloda,Branch Offices of Classified Banks,6
2011,Nandurbar,Taloda,Classified Banks,3
2011,Pune,Aambegaon,Branch Offices of Classified Banks,15
2011,Pune,Aambegaon,Classified Banks,8
2011,Pune,Baramati,Branch Offices of Classified Banks,34
2011,Pune,Baramati,Classified Banks,18
2011,Pune,Bhor,Branch Offices of Classified Banks,13
2011,Pune,Bhor,Classified Banks,8
2011,Pune,Daund,Branch Offices of Classified Banks,19
2011,Pune,Daund,Classified Banks,9
2011,Pune,Haveli,Branch Offices of Classified Banks,550
2011,Pune,Haveli,Classified Banks,49
2011,Pune,Indapur,Branch Offices of Classified Banks,23
2011,Pune,Indapur,Classified Banks,10
2011,Pune,Junnar,Branch Offices of Classified Banks,23
2011,Pune,Junnar,Classified Banks,11
2011,Pune,Khed,Branch Offices of Classified Banks,36
2011,Pune,Khed,Classified Banks,12
2011,Pune,Maval,Branch Offices of Classified Banks,34
2011,Pune,Maval,Classified Banks,14
2011,Pune,Mulashi,Branch Offices of Classified Banks,20
2011,Pune,Mulashi,Classified Banks,10
2011,Pune,Purandar,Branch Offices of Classified Banks,13
2011,Pune,Purandar,Classified Banks,6
2011,Pune,Shirur,Branch Offices of Classified Banks,24
2011,Pune,Shirur,Classified Banks,12
2011,Pune,Welhe,Branch Offices of Classified Banks,5
2011,Pune,Welhe,Classified Banks,4
2011,Ratnagiri,Chiplun,Branch Offices of Classified Banks,27
2011,Ratnagiri,Chiplun,Classified Banks,11
2011,Ratnagiri,Dapoli,Branch Offices of Classified Banks,15
2011,Ratnagiri,Dapoli,Classified Banks,6
2011,Ratnagiri,Guhagar,Branch Offices of Classified Banks,9
2011,Ratnagiri,Guhagar,Classified Banks,5
2011,Ratnagiri,Khed,Branch Offices of Classified Banks,15
2011,Ratnagiri,Khed,Classified Banks,8
2011,Ratnagiri,Lanja,Branch Offices of Classified Banks,6
2011,Ratnagiri,Lanja,Classified Banks,3
2011,Ratnagiri,Mandangad,Branch Offices of Classified Banks,5
2011,Ratnagiri,Mandangad,Classified Banks,2
2011,Ratnagiri,Rajapur,Branch Offices of Classified Banks,10
2011,Ratnagiri,Rajapur,Classified Banks,4
2011,Ratnagiri,Ratnagiri,Branch Offices of Classified Banks,47
2011,Ratnagiri,Ratnagiri,Classified Banks,22
2011,Ratnagiri,Sangameshwar,Branch Offices of Classified Banks,11
2011,Ratnagiri,Sangameshwar,Classified Banks,3
2011,Sangli,Atpadi,Branch Offices of Classified Banks,7
2011,Sangli,Atpadi,Classified Banks,3
2011,Sangli,Jat,Branch Offices of Classified Banks,17
2011,Sangli,Jat,Classified Banks,6
2011,Sangli,Kadegaon,Branch Offices of Classified Banks,6
2011,Sangli,Kadegaon,Classified Banks,5
2011,Sangli,Kavathe Mahakal,Branch Offices of Classified Banks,7
2011,Sangli,Kavathe Mahakal,Classified Banks,5
2011,Sangli,Khanapur,Branch Offices of Classified Banks,10
2011,Sangli,Khanapur,Classified Banks,6
2011,Sangli,Miraj,Branch Offices of Classified Banks,93
2011,Sangli,Miraj,Classified Banks,32
2011,Sangli,Palus,Branch Offices of Classified Banks,15
2011,Sangli,Palus,Classified Banks,7
2011,Sangli,Shirala,Branch Offices of Classified Banks,8
2011,Sangli,Shirala,Classified Banks,4
2011,Sangli,Tasgaon,Branch Offices of Classified Banks,19
2011,Sangli,Tasgaon,Classified Banks,6
2011,Sangli,Walwa,Branch Offices of Classified Banks,28
2011,Sangli,Walwa,Classified Banks,11
2011,Solapur,Akalkot,Branch Offices of Classified Banks,30
2011,Solapur,Akalkot,Classified Banks,7
2011,Solapur,Barsi,Branch Offices of Classified Banks,51
2011,Solapur,Barsi,Classified Banks,13
2011,Solapur,Karmala,Branch Offices of Classified Banks,26
2011,Solapur,Karmala,Classified Banks,6
2011,Solapur,Madha,Branch Offices of Classified Banks,42
2011,Solapur,Madha,Classified Banks,7
2011,Solapur,Malsiras,Branch Offices of Classified Banks,61
2011,Solapur,Malsiras,Classified Banks,11
2011,Solapur,Mangal Vedha,Branch Offices of Classified Banks,21
2011,Solapur,Mangal Vedha,Classified Banks,5
2011,Solapur,Mohol,Branch Offices of Classified Banks,35
2011,Solapur,Mohol,Classified Banks,6
2011,Solapur,North Solapur,Branch Offices of Classified Banks,96
2011,Solapur,North Solapur,Classified Banks,32
2011,Solapur,Pandharpur,Branch Offices of Classified Banks,41
2011,Solapur,Pandharpur,Classified Banks,12
2011,Solapur,Sangola,Branch Offices of Classified Banks,37
2011,Solapur,Sangola,Classified Banks,8
2011,Solapur,South Solapur,Branch Offices of Classified Banks,22
2011,Solapur,South Solapur,Classified Banks,4
2011,Washim,Karanja,Branch Offices of Classified Banks,17
2011,Washim,Karanja,Classified Banks,5
2011,Washim,Malegaon,Branch Offices of Classified Banks,15
2011,Washim,Malegaon,Classified Banks,5
2011,Washim,Mangrulpir,Branch Offices of Classified Banks,14
2011,Washim,Mangrulpir,Classified Banks,5
2011,Washim,Manora,Branch Offices of Classified Banks,9
2011,Washim,Manora,Classified Banks,4
2011,Washim,Resod,Branch Offices of Classified Banks,18
2011,Washim,Resod,Classified Banks,5
2011,Washim,Washim,Branch Offices of Classified Banks,22
2011,Washim,Washim,Classified Banks,8
2012,Ahilyanagar,Akole,Branch Offices of Classified Banks,33
2012,Ahilyanagar,Akole,Classified Banks,5
2012,Ahilyanagar,Jamkhed,Branch Offices of Classified Banks,16
2012,Ahilyanagar,Jamkhed,Classified Banks,6
2012,Ahilyanagar,Karjat,Branch Offices of Classified Banks,27
2012,Ahilyanagar,Karjat,Classified Banks,7
2012,Ahilyanagar,Kopargaon,Branch Offices of Classified Banks,40
2012,Ahilyanagar,Kopargaon,Classified Banks,13
2012,Ahilyanagar,Nagar,Branch Offices of Classified Banks,97
2012,Ahilyanagar,Nagar,Classified Banks,28
2012,Ahilyanagar,Nevasa,Branch Offices of Classified Banks,43
2012,Ahilyanagar,Nevasa,Classified Banks,7
2012,Ahilyanagar,Parner,Branch Offices of Classified Banks,39
2012,Ahilyanagar,Parner,Classified Banks,4
2012,Ahilyanagar,Pathardi,Branch Offices of Classified Banks,28
2012,Ahilyanagar,Pathardi,Classified Banks,9
2012,Ahilyanagar,Rahata,Branch Offices of Classified Banks,47
2012,Ahilyanagar,Rahata,Classified Banks,19
2012,Ahilyanagar,Rahuri,Branch Offices of Classified Banks,41
2012,Ahilyanagar,Rahuri,Classified Banks,9
2012,Ahilyanagar,Sangamner,Branch Offices of Classified Banks,72
2012,Ahilyanagar,Sangamner,Classified Banks,21
2012,Ahilyanagar,Shevgaon,Branch Offices of Classified Banks,29
2012,Ahilyanagar,Shevgaon,Classified Banks,4
2012,Ahilyanagar,Srigonda,Branch Offices of Classified Banks,37
2012,Ahilyanagar,Srigonda,Classified Banks,9
2012,Ahilyanagar,Srirampur,Branch Offices of Classified Banks,35
2012,Ahilyanagar,Srirampur,Classified Banks,14
2012,Akola,Akola,Branch Offices of Classified Banks,84
2012,Akola,Akola,Classified Banks,20
2012,Akola,Akot,Branch Offices of Classified Banks,24
2012,Akola,Akot,Classified Banks,11
2012,Akola,Balapur,Branch Offices of Classified Banks,19
2012,Akola,Balapur,Classified Banks,6
2012,Akola,Barshitakali,Branch Offices of Classified Banks,12
2012,Akola,Barshitakali,Classified Banks,4
2012,Akola,Murtijapur,Branch Offices of Classified Banks,16
2012,Akola,Murtijapur,Classified Banks,9
2012,Akola,Patur,Branch Offices of Classified Banks,11
2012,Akola,Patur,Classified Banks,2
2012,Akola,Telhara,Branch Offices of Classified Banks,20
2012,Akola,Telhara,Classified Banks,8
2012,Amravati,Achalpur,Branch Offices of Classified Banks,22
2012,Amravati,Achalpur,Classified Banks,15
2012,Amravati,Amravati,Branch Offices of Classified Banks,86
2012,Amravati,Amravati,Classified Banks,67
2012,Amravati,Anjangaon Su,Branch Offices of Classified Banks,17
2012,Amravati,Anjangaon Su,Classified Banks,10
2012,Amravati,Bhatkuli,Branch Offices of Classified Banks,13
2012,Amravati,Bhatkuli,Classified Banks,7
2012,Amravati,Chandur Railway,Branch Offices of Classified Banks,11
2012,Amravati,Chandur Railway,Classified Banks,7
2012,Amravati,Chandurbazar,Branch Offices of Classified Banks,19
2012,Amravati,Chandurbazar,Classified Banks,11
2012,Amravati,Chikhraldara,Branch Offices of Classified Banks,8
2012,Amravati,Chikhraldara,Classified Banks,5
2012,Amravati,Daryapur,Branch Offices of Classified Banks,18
2012,Amravati,Daryapur,Classified Banks,10
2012,Amravati,Dhamangaon Re,Branch Offices of Classified Banks,15
2012,Amravati,Dhamangaon Re,Classified Banks,9
2012,Amravati,Dharani,Branch Offices of Classified Banks,8
2012,Amravati,Dharani,Classified Banks,6
2012,Amravati,Morshi,Branch Offices of Classified Banks,21
2012,Amravati,Morshi,Classified Banks,11
2012,Amravati,Nandgaon Kh,Branch Offices of Classified Banks,15
2012,Amravati,Nandgaon Kh,Classified Banks,10
2012,Amravati,Tivas,Branch Offices of Classified Banks,12
2012,Amravati,Tivas,Classified Banks,7
2012,Amravati,Warud,Branch Offices of Classified Banks,25
2012,Amravati,Warud,Classified Banks,16
2012,Bhandara,Bhandara,Branch Offices of Classified Banks,32
2012,Bhandara,Bhandara,Classified Banks,18
2012,Bhandara,Lakhandur,Branch Offices of Classified Banks,7
2012,Bhandara,Lakhandur,Classified Banks,3
2012,Bhandara,Lakhani,Branch Offices of Classified Banks,6
2012,Bhandara,Lakhani,Classified Banks,3
2012,Bhandara,Mohadi,Branch Offices of Classified Banks,7
2012,Bhandara,Mohadi,Classified Banks,4
2012,Bhandara,Pavani,Branch Offices of Classified Banks,10
2012,Bhandara,Pavani,Classified Banks,5
2012,Bhandara,Sakoli,Branch Offices of Classified Banks,13
2012,Bhandara,Sakoli,Classified Banks,7
2012,Bhandara,Tumsar,Branch Offices of Classified Banks,18
2012,Bhandara,Tumsar,Classified Banks,10
2012,Chandrapur,Ballarpur,Branch Offices of Classified Banks,12
2012,Chandrapur,Ballarpur,Classified Banks,8
2012,Chandrapur,Bhadravati,Branch Offices of Classified Banks,21
2012,Chandrapur,Bhadravati,Classified Banks,6
2012,Chandrapur,Bramhapuri,Branch Offices of Classified Banks,20
2012,Chandrapur,Bramhapuri,Classified Banks,5
2012,Chandrapur,Chandrapur,Branch Offices of Classified Banks,66
2012,Chandrapur,Chandrapur,Classified Banks,23
2012,Chandrapur,Chimur,Branch Offices of Classified Banks,16
2012,Chandrapur,Chimur,Classified Banks,5
2012,Chandrapur,Gondpipari,Branch Offices of Classified Banks,11
2012,Chandrapur,Gondpipari,Classified Banks,3
2012,Chandrapur,Jivati,Branch Offices of Classified Banks,4
2012,Chandrapur,Jivati,Classified Banks,3
2012,Chandrapur,Korpana,Branch Offices of Classified Banks,11
2012,Chandrapur,Korpana,Classified Banks,4
2012,Chandrapur,Mul,Branch Offices of Classified Banks,14
2012,Chandrapur,Mul,Classified Banks,6
2012,Chandrapur,Nagbhid,Branch Offices of Classified Banks,15
2012,Chandrapur,Nagbhid,Classified Banks,5
2012,Chandrapur,Ponbhurna,Branch Offices of Classified Banks,6
2012,Chandrapur,Ponbhurna,Classified Banks,4
2012,Chandrapur,Rajura,Branch Offices of Classified Banks,13
2012,Chandrapur,Rajura,Classified Banks,4
2012,Chandrapur,Savali,Branch Offices of Classified Banks,10
2012,Chandrapur,Savali,Classified Banks,4
2012,Chandrapur,Sindevahi,Branch Offices of Classified Banks,11
2012,Chandrapur,Sindevahi,Classified Banks,5
2012,Chandrapur,Varora,Branch Offices of Classified Banks,27
2012,Chandrapur,Varora,Classified Banks,8
2012,Chhatrapati Sambhajinagar,Chhatrapati Sambhaji Nagar,Branch Offices of Classified Banks,163
2012,Chhatrapati Sambhajinagar,Chhatrapati Sambhaji Nagar,Classified Banks,39
2012,Chhatrapati Sambhajinagar,Gangapur,Branch Offices of Classified Banks,39
2012,Chhatrapati Sambhajinagar,Gangapur,Classified Banks,10
2012,Chhatrapati Sambhajinagar,Kannad,Branch Offices of Classified Banks,33
2012,Chhatrapati Sambhajinagar,Kannad,Classified Banks,8
2012,Chhatrapati Sambhajinagar,Khultabad,Branch Offices of Classified Banks,11
2012,Chhatrapati Sambhajinagar,Khultabad,Classified Banks,6
2012,Chhatrapati Sambhajinagar,Paithan,Branch Offices of Classified Banks,33
2012,Chhatrapati Sambhajinagar,Paithan,Classified Banks,7
2012,Chhatrapati Sambhajinagar,Phulambri,Branch Offices of Classified Banks,11
2012,Chhatrapati Sambhajinagar,Phulambri,Classified Banks,7
2012,Chhatrapati Sambhajinagar,Sillod,Branch Offices of Classified Banks,42
2012,Chhatrapati Sambhajinagar,Sillod,Classified Banks,10
2012,Chhatrapati Sambhajinagar,Soyegaon,Branch Offices of Classified Banks,14
2012,Chhatrapati Sambhajinagar,Soyegaon,Classified Banks,3
2012,Chhatrapati Sambhajinagar,Vaijapur,Branch Offices of Classified Banks,33
2012,Chhatrapati Sambhajinagar,Vaijapur,Classified Banks,7
2012,Dharashiv,Bhum,Branch Offices of Classified Banks,16
2012,Dharashiv,Bhum,Classified Banks,3
2012,Dharashiv,Dharashiv,Branch Offices of Classified Banks,48
2012,Dharashiv,Dharashiv,Classified Banks,11
2012,Dharashiv,Kalamb,Branch Offices of Classified Banks,22
2012,Dharashiv,Kalamb,Classified Banks,3
2012,Dharashiv,Lohara,Branch Offices of Classified Banks,17
2012,Dharashiv,Lohara,Classified Banks,3
2012,Dharashiv,Paranda,Branch Offices of Classified Banks,14
2012,Dharashiv,Paranda,Classified Banks,2
2012,Dharashiv,Tuljapur,Branch Offices of Classified Banks,28
2012,Dharashiv,Tuljapur,Classified Banks,3
2012,Dharashiv,Umaraga,Branch Offices of Classified Banks,30
2012,Dharashiv,Umaraga,Classified Banks,4
2012,Dharashiv,Washi,Branch Offices of Classified Banks,11
2012,Dharashiv,Washi,Classified Banks,3
2012,Dhule,Dhule,Branch Offices of Classified Banks,81
