Year,District,Taluka Old,Taluka,Agriculture Loans,Non-Agriculture Loans,Total Loans
2021,Nagpur,Umred,Umred,4634300000.0,36104200000.0,40738500000.0
2021,Nagpur,Kuhi,Kuhi,5373100000.0,14776000000.0,20149100000.0
2021,Nagpur,Bhiwapur,Bhiwapur,4835800000.0,16746100000.0,21581900000.0
2014,Nanded,Mahur,Mahur,23555600000.0,20885000000.0,44440600000.0
2015,Nanded,Mahur,Mahur,17264800000.0,50960400000.0,68225200000.0
2016,Nanded,Mahur,Mahur,21400000000.0,7847300000.0,29247300000.0
2017,Nanded,Mahur,Mahur,45400000000.0,55469100000.0,100869100000.0
2018,Nanded,Mahur,Mahur,87798900000.0,3811800000.0,91610700000.0
2019,Nanded,Mahur,Mahur,81527400000.0,1346200000.0,82873600000.0
2020,Nanded,Mahur,Mahur,20614000000.0,9997800000.0,30611800000.0
2021,Nanded,Mahur,Mahur,16054400000.0,16148900000.0,32203300000.0
2006,Nandurbar,Akkalkuva,Akkalkuva,,,
2006,Nandurbar,Akrani,Akrani,,,
2006,Nandurbar,Taloda,Taloda,,,
2006,Nandurbar,Shahada,Shahada,,,
2006,Nandurbar,Nandurbar,Nandurbar,,,
2006,Nandurbar,Navapur,Navapur,,,
2008,Nandurbar,Akkalkuva,Akkalkuva,,,
2008,Nandurbar,Akrani,Akrani,,,
2008,Nandurbar,Taloda,Taloda,,,
2008,Nandurbar,Shahada,Shahada,,,
2008,Nandurbar,Nandurbar,Nandurbar,,,
2008,Nandurbar,Navapur,Navapur,,,
2009,Nandurbar,Akkalkuva,Akkalkuva,114300000.0,94000000.0,208300000.0
2009,Nandurbar,Akrani,Akrani,27700000.0,35900000.0,63600000.0
2009,Nandurbar,Taloda,Taloda,219300000.0,187600000.0,406900000.0
2009,Nandurbar,Shahada,Shahada,7200000.0,623500000.0,630700000.0
2009,Nandurbar,Nandurbar,Nandurbar,636500000.0,933400000.0,1569900000.0
2009,Nandurbar,Navapur,Navapur,316700000.0,469500000.0,786200000.0
2010,Nandurbar,Akkalkuva,Akkalkuva,46100000.0,21100000.0,67200000.0
2010,Nandurbar,Akrani,Akrani,9800000.0,20400000.0,30200000.0
2010,Nandurbar,Taloda,Taloda,108200000.0,13500000.0,121700000.0
2010,Nandurbar,Shahada,Shahada,1165200000.0,1395800000.0,2561000000.0
2010,Nandurbar,Nandurbar,Nandurbar,638700000.0,276000000.0,914700000.0
2010,Nandurbar,Navapur,Navapur,209400000.0,101100000.0,310500000.0
2011,Nandurbar,Akkalkuva,Akkalkuva,99300000.0,105000000.0,204300000.0
2011,Nandurbar,Akrani,Akrani,18000000.0,0.0,18000000.0
2011,Nandurbar,Taloda,Taloda,182200000.0,57700000.0,239900000.0
2011,Nandurbar,Shahada,Shahada,832600000.0,1573700000.0,2406300000.0
2011,Nandurbar,Nandurbar,Nandurbar,847100000.0,1758100000.0,2605200000.0
2011,Nandurbar,Navapur,Navapur,245700000.0,429600000.0,675300000.0
2012,Nandurbar,Akkalkuva,Akkalkuva,64700000.0,66600000.0,131300000.0
2012,Nandurbar,Akrani,Akrani,16700000.0,32100000.0,48800000.0
2012,Nandurbar,Taloda,Taloda,280800000.0,351100000.0,631900000.0
2012,Nandurbar,Shahada,Shahada,971900000.0,1308100000.0,2280000000.0
2012,Nandurbar,Nandurbar,Nandurbar,879200000.0,1696100000.0,2575300000.0
2012,Nandurbar,Navapur,Navapur,312800000.0,704200000.0,1017000000.0
2013,Nandurbar,Akkalkuva,Akkalkuva,1700000.0,700000.0,2400000.0
2013,Nandurbar,Akrani,Akrani,700000.0,700000.0,1400000.0
2013,Nandurbar,Taloda,Taloda,500000.0,4900000.0,5400000.0
2013,Nandurbar,Shahada,Shahada,11600000.0,29100000.0,40700000.0
2013,Nandurbar,Nandurbar,Nandurbar,22900000.0,31300000.0,54200000.0
2013,Nandurbar,Navapur,Navapur,2900000.0,3600000.0,6500000.0
2015,Nandurbar,Akkalkuva,Akkalkuva,,,
2015,Nandurbar,Akrani,Akrani,,,
2015,Nandurbar,Taloda,Taloda,,,
2015,Nandurbar,Shahada,Shahada,,,
2015,Nandurbar,Nandurbar,Nandurbar,,,
2015,Nandurbar,Navapur,Navapur,,,
2016,Nandurbar,Akkalkuva,Akkalkuva,,,
2016,Nandurbar,Akrani,Akrani,,,
2016,Nandurbar,Taloda,Taloda,,,
2016,Nandurbar,Shahada,Shahada,,,
2016,Nandurbar,Nandurbar,Nandurbar,,,
2016,Nandurbar,Navapur,Navapur,,,
2017,Nandurbar,Akkalkuva,Akkalkuva,9400000.0,4100000.0,13600000.0
2017,Nandurbar,Akrani,Akrani,800000.0,1700000.0,2500000.0
2017,Nandurbar,Taloda,Taloda,10100000.0,4000000.0,14100000.0
2017,Nandurbar,Shahada,Shahada,89500000.0,6600000.0,96100000.0
2017,Nandurbar,Nandurbar,Nandurbar,85500000.0,95200000.0,180800000.0
2017,Nandurbar,Navapur,Navapur,25300000.0,27700000.0,53000000.0
2018,Nandurbar,Akkalkuva,Akkalkuva,24100000.0,46300000.0,70400000.0
2018,Nandurbar,Akrani,Akrani,9900000.0,12000000.0,21900000.0
2018,Nandurbar,Taloda,Taloda,11400000.0,24200000.0,35600000.0
2018,Nandurbar,Shahada,Shahada,303400000.0,417900000.0,721300000.0
2018,Nandurbar,Nandurbar,Nandurbar,431800000.0,920900000.0,1352700000.0
2018,Nandurbar,Navapur,Navapur,116600000.0,281800000.0,398400000.0
2019,Nandurbar,Akkalkuva,Akkalkuva,32500000.0,24300000.0,56800000.0
2019,Nandurbar,Akrani,Akrani,21400000.0,19400000.0,40700000.0
2019,Nandurbar,Taloda,Taloda,122600000.0,87300000.0,209900000.0
2019,Nandurbar,Shahada,Shahada,731900000.0,1088800000.0,1820700000.0
2019,Nandurbar,Nandurbar,Nandurbar,1003300000.0,2646400000.0,3649700000.0
2019,Nandurbar,Navapur,Navapur,148500000.0,244700000.0,393200000.0
2020,Nandurbar,Akkalkuva,Akkalkuva,266700000.0,92200000.0,358900000.0
2020,Nandurbar,Akrani,Akrani,135600000.0,69300000.0,204900000.0
2020,Nandurbar,Taloda,Taloda,477700000.0,137600000.0,615300000.0
2020,Nandurbar,Shahada,Shahada,1007900000.0,1090900000.0,2098800000.0
2020,Nandurbar,Nandurbar,Nandurbar,1036600000.0,2930700000.0,3967300000.0
2020,Nandurbar,Navapur,Navapur,697900000.0,298600000.0,996500000.0
2021,Nandurbar,Akkalkuva,Akkalkuva,138400000.0,3400000.0,141800000.0
2021,Nandurbar,Akrani,Akrani,108400000.0,48800000.0,157200000.0
2021,Nandurbar,Taloda,Taloda,702800000.0,98500000.0,801300000.0
2021,Nandurbar,Shahada,Shahada,3653400000.0,1260600000.0,4914000000.0
2021,Nandurbar,Nandurbar,Nandurbar,2361600000.0,2201400000.0,4563000000.0
2021,Nandurbar,Navapur,Navapur,754900000.0,468900000.0,1223800000.0
2012,Nashik,Surgana,Surgana,1716300000.0,100600000.0,1816900000.0
2012,Nashik,Kalwan,Kalwan,2874200000.0,1761800000.0,4636000000.0
2012,Nashik,Devala,Devala,1646000000.0,1510900000.0,3156900000.0
2012,Nashik,Baglan,Baglan,4495800000.0,3667800000.0,8163600000.0
2012,Nashik,Malegaon,Malegaon,5623300000.0,3919800000.0,9543100000.0
2012,Nashik,Nandgaon,Nandgaon,3037700000.0,1520200000.0,4557900000.0
2012,Nashik,Chandwad,Chandwad,3544200000.0,2599500000.0,6143700000.0
2012,Nashik,Dindori,Dindori,6749300000.0,6046300000.0,12795600000.0
2012,Nashik,Peth,Peth,1589200000.0,244800000.0,1834000000.0
2012,Nashik,Trimbak,Trimbak,1217700000.0,614300000.0,1832000000.0
2012,Nashik,Nashik,Nashik,8828400000.0,21825300000.0,30653700000.0
2012,Nashik,Igatpuri,Igatpuri,2457400000.0,1207500000.0,3664900000.0
2012,Nashik,Sinner,Sinner,3745400000.0,4217900000.0,7963300000.0
2012,Nashik,Nifad,Nifad,7659000000.0,7234000000.0,14893000000.0
2012,Nashik,Yewala,Yewala,3295600000.0,3792700000.0,7088300000.0
2013,Nashik,Surgana,Surgana,34700000.0,4200000.0,38900000.0
2013,Nashik,Kalwan,Kalwan,715100000.0,171400000.0,886500000.0
2013,Nashik,Devala,Devala,724600000.0,139800000.0,864400000.0
2013,Nashik,Baglan,Baglan,2324800000.0,405000000.0,2729800000.0
2013,Nashik,Malegaon,Malegaon,3147000000.0,956100000.0,4103100000.0
2013,Nashik,Nandgaon,Nandgaon,749500000.0,217600000.0,967100000.0
2013,Nashik,Chandwad,Chandwad,1983300000.0,293300000.0,2276600000.0
2013,Nashik,Dindori,Dindori,3417200000.0,594600000.0,4011800000.0
2013,Nashik,Peth,Peth,65100000.0,15100000.0,80200000.0
2013,Nashik,Trimbak,Trimbak,315600000.0,39900000.0,355500000.0
2013,Nashik,Nashik,Nashik,8769500000.0,24566900000.0,33336400000.0
2013,Nashik,Igatpuri,Igatpuri,416100000.0,182000000.0,598100000.0
2013,Nashik,Sinner,Sinner,1951500000.0,638900000.0,2590400000.0
2013,Nashik,Nifad,Nifad,7304700000.0,2598100000.0,9902800000.0
2013,Nashik,Yewala,Yewala,1994100000.0,704400000.0,2698500000.0
2014,Nashik,Surgana,Surgana,32200000.0,3000000.0,35200000.0
2014,Nashik,Kalwan,Kalwan,638200000.0,127100000.0,765300000.0
2014,Nashik,Devala,Devala,690400000.0,166000000.0,856400000.0
2014,Nashik,Baglan,Baglan,2055300000.0,587400000.0,2642700000.0
2014,Nashik,Malegaon,Malegaon,2311700000.0,918000000.0,3229700000.0
2014,Nashik,Nandgaon,Nandgaon,646200000.0,179500000.0,825700000.0
2014,Nashik,Chandwad,Chandwad,1975100000.0,296900000.0,2272000000.0
2014,Nashik,Dindori,Dindori,3479700000.0,903400000.0,4383100000.0
2014,Nashik,Peth,Peth,104200000.0,22800000.0,127000000.0
2014,Nashik,Trimbak,Trimbak,330000000.0,68100000.0,398100000.0
2014,Nashik,Nashik,Nashik,5673300000.0,38837200000.0,44510500000.0
2014,Nashik,Igatpuri,Igatpuri,421400000.0,266100000.0,687500000.0
2014,Nashik,Sinner,Sinner,2004400000.0,730700000.0,2735100000.0
2014,Nashik,Nifad,Nifad,6531700000.0,2297800000.0,8829500000.0
2014,Nashik,Yewala,Yewala,1694700000.0,463600000.0,2158300000.0
2015,Nashik,Surgana,Surgana,28400000.0,15400000.0,43700000.0
2015,Nashik,Kalwan,Kalwan,705900000.0,222600000.0,928500000.0
2015,Nashik,Devala,Devala,687600000.0,150200000.0,837800000.0
2015,Nashik,Baglan,Baglan,2369200000.0,768500000.0,3137600000.0
2015,Nashik,Malegaon,Malegaon,2651600000.0,1356800000.0,4008400000.0
2015,Nashik,Nandgaon,Nandgaon,806600000.0,215000000.0,1021600000.0
2015,Nashik,Chandwad,Chandwad,2269300000.0,254600000.0,2523900000.0
2015,Nashik,Dindori,Dindori,4053200000.0,753000000.0,4806200000.0
2015,Nashik,Peth,Peth,107100000.0,22500000.0,129600000.0
2015,Nashik,Trimbak,Trimbak,241600000.0,147000000.0,388600000.0
2015,Nashik,Nashik,Nashik,7959400000.0,26659200000.0,34618600000.0
2015,Nashik,Igatpuri,Igatpuri,507900000.0,299000000.0,806900000.0
2015,Nashik,Sinner,Sinner,1933400000.0,898100000.0,2831500000.0
2015,Nashik,Nifad,Nifad,9134900000.0,2222400000.0,11357300000.0
2015,Nashik,Yewala,Yewala,1959200000.0,614400000.0,2573500000.0
2016,Nashik,Surgana,Surgana,42600000.0,59200000.0,101800000.0
2016,Nashik,Kalwan,Kalwan,940700000.0,404300000.0,1345000000.0
2016,Nashik,Devala,Devala,842700000.0,214200000.0,1056900000.0
2016,Nashik,Baglan,Baglan,2157600000.0,1132300000.0,3289800000.0
2016,Nashik,Malegaon,Malegaon,2896800000.0,1415300000.0,4312100000.0
2016,Nashik,Nandgaon,Nandgaon,1202000000.0,663700000.0,1865700000.0
2016,Nashik,Chandwad,Chandwad,2582900000.0,193100000.0,2775900000.0
2016,Nashik,Dindori,Dindori,3120800000.0,647100000.0,3767900000.0
2016,Nashik,Peth,Peth,165500000.0,26200000.0,191700000.0
2016,Nashik,Trimbak,Trimbak,176400000.0,67300000.0,243800000.0
2016,Nashik,Nashik,Nashik,9557800000.0,35652000000.0,45209800000.0
2016,Nashik,Igatpuri,Igatpuri,464400000.0,580200000.0,1044600000.0
2016,Nashik,Sinner,Sinner,2412800000.0,1291900000.0,3704800000.0
2016,Nashik,Nifad,Nifad,8085300000.0,2245200000.0,10330500000.0
2016,Nashik,Yewala,Yewala,2716500000.0,692400000.0,3409000000.0
2017,Nashik,Surgana,Surgana,39700000.0,66700000.0,106300000.0
2017,Nashik,Kalwan,Kalwan,467200000.0,706800000.0,1174000000.0
2017,Nashik,Devala,Devala,309000000.0,291500000.0,600500000.0
2017,Nashik,Baglan,Baglan,936500000.0,656300000.0,1592700000.0
2017,Nashik,Malegaon,Malegaon,1210900000.0,1432300000.0,2643200000.0
2017,Nashik,Nandgaon,Nandgaon,361300000.0,692000000.0,1053200000.0
2017,Nashik,Chandwad,Chandwad,667000000.0,138700000.0,805800000.0
2017,Nashik,Dindori,Dindori,2223800000.0,896700000.0,3120500000.0
2017,Nashik,Peth,Peth,39300000.0,56400000.0,95700000.0
2017,Nashik,Trimbak,Trimbak,109300000.0,506500000.0,615700000.0
2017,Nashik,Nashik,Nashik,4769400000.0,38754400000.0,43523800000.0
2017,Nashik,Igatpuri,Igatpuri,315200000.0,1245500000.0,1560700000.0
2017,Nashik,Sinner,Sinner,1009200000.0,1597700000.0,2606900000.0
2017,Nashik,Nifad,Nifad,3741400000.0,2864200000.0,6605700000.0
2017,Nashik,Yewala,Yewala,583900000.0,801400000.0,1385300000.0
2018,Nashik,Surgana,Surgana,56200000.0,44900000.0,101100000.0
2018,Nashik,Kalwan,Kalwan,550800000.0,476500000.0,1027300000.0
2018,Nashik,Devala,Devala,587400000.0,763100000.0,1350500000.0
2018,Nashik,Baglan,Baglan,1493000000.0,682500000.0,2175500000.0
2018,Nashik,Malegaon,Malegaon,1397200000.0,1573700000.0,2970900000.0
2018,Nashik,Nandgaon,Nandgaon,468100000.0,579300000.0,1047400000.0
2018,Nashik,Chandwad,Chandwad,1144100000.0,143500000.0,1287600000.0
2018,Nashik,Dindori,Dindori,2578300000.0,1114700000.0,3693000000.0
2018,Nashik,Peth,Peth,76300000.0,34700000.0,111000000.0
2018,Nashik,Trimbak,Trimbak,106500000.0,55600000.0,162100000.0
2018,Nashik,Nashik,Nashik,9695700000.0,53136400000.0,62832100000.0
2018,Nashik,Igatpuri,Igatpuri,366200000.0,205000000.0,571200000.0
2018,Nashik,Sinner,Sinner,1392300000.0,1055800000.0,2448100000.0
2018,Nashik,Nifad,Nifad,5512700000.0,2047000000.0,7559700000.0
2018,Nashik,Yewala,Yewala,681300000.0,628300000.0,1309600000.0
2019,Nashik,Surgana,Surgana,8200000.0,23600000.0,31800000.0
2019,Nashik,Kalwan,Kalwan,227600000.0,658000000.0,885500000.0
2019,Nashik,Devala,Devala,143400000.0,414700000.0,558100000.0
2019,Nashik,Baglan,Baglan,793800000.0,2295200000.0,3089000000.0
2019,Nashik,Malegaon,Malegaon,1106200000.0,3198700000.0,4304900000.0
2019,Nashik,Nandgaon,Nandgaon,329600000.0,952900000.0,1282500000.0
2019,Nashik,Chandwad,Chandwad,258900000.0,748500000.0,1007400000.0
2019,Nashik,Dindori,Dindori,830600000.0,2401500000.0,3232100000.0
2019,Nashik,Peth,Peth,20800000.0,60100000.0,80900000.0
2019,Nashik,Trimbak,Trimbak,295600000.0,854900000.0,1150500000.0
2019,Nashik,Nashik,Nashik,18859100000.0,54530000000.0,73389100000.0
2019,Nashik,Igatpuri,Igatpuri,191700000.0,554300000.0,746000000.0
2019,Nashik,Sinner,Sinner,894700000.0,2586800000.0,3481500000.0
2019,Nashik,Nifad,Nifad,1819200000.0,5260200000.0,7079400000.0
2019,Nashik,Yewala,Yewala,465400000.0,1345800000.0,1811200000.0
2020,Nashik,Surgana,Surgana,151300000.0,355000000.0,506300000.0
2020,Nashik,Kalwan,Kalwan,1490900000.0,1322600000.0,2813500000.0
2020,Nashik,Devala,Devala,986700000.0,671000000.0,1657700000.0
2020,Nashik,Baglan,Baglan,3817500000.0,2086700000.0,5904200000.0
2020,Nashik,Malegaon,Malegaon,6521400000.0,8212200000.0,14733600000.0
2020,Nashik,Nandgaon,Nandgaon,1306000000.0,2416900000.0,3723000000.0
2020,Nashik,Chandwad,Chandwad,2224700000.0,1909800000.0,4134500000.0
2020,Nashik,Dindori,Dindori,7134900000.0,3086100000.0,10221000000.0
2020,Nashik,Peth,Peth,283400000.0,212100000.0,495500000.0
2020,Nashik,Trimbak,Trimbak,318400000.0,592200000.0,910600000.0
2020,Nashik,Nashik,Nashik,14617800000.0,54647300000.0,69265100000.0
2020,Nashik,Igatpuri,Igatpuri,633400000.0,1401700000.0,2035100000.0
2020,Nashik,Sinner,Sinner,4140200000.0,5168700000.0,9308900000.0
2020,Nashik,Nifad,Nifad,9766800000.0,5606300000.0,15373100000.0
2020,Nashik,Yewala,Yewala,2683500000.0,2145900000.0,4829500000.0
2021,Nashik,Surgana,Surgana,20900000.0,398900000.0,419700000.0
2021,Nashik,Kalwan,Kalwan,2744300000.0,2537800000.0,5282100000.0
2021,Nashik,Devala,Devala,2159500000.0,1525100000.0,3684600000.0
2021,Nashik,Baglan,Baglan,6582700000.0,5005700000.0,11588400000.0
2021,Nashik,Malegaon,Malegaon,10876200000.0,15239800000.0,26116000000.0
2021,Nashik,Nandgaon,Nandgaon,2868900000.0,3455700000.0,6324600000.0
2021,Nashik,Chandwad,Chandwad,3865500000.0,3720100000.0,7585600000.0
2021,Nashik,Dindori,Dindori,12552400000.0,6669500000.0,19222000000.0
2021,Nashik,Peth,Peth,513700000.0,354400000.0,868100000.0
2021,Nashik,Trimbak,Trimbak,958300000.0,267600000.0,1225900000.0
2021,Nashik,Nashik,Nashik,26476500000.0,263328200000.0,289804700000.0
2021,Nashik,Igatpuri,Igatpuri,7235800000.0,4545700000.0,11781500000.0
2021,Nashik,Sinner,Sinner,5139700000.0,657700000.0,5797400000.0
2021,Nashik,Nifad,Nifad,20961300000.0,1583500000.0,22544700000.0
2021,Nashik,Yewala,Yewala,4156300000.0,3025300000.0,7181700000.0
2012,Dharashiv,Paranda,Paranda,409100000.0,11100000.0,420200000.0
2012,Dharashiv,Bhum,Bhum,1174300000.0,40000000.0,1214300000.0
2012,Dharashiv,Washi,Washi,198400000.0,27300000.0,225700000.0
2012,Dharashiv,Kalamb,Kalamb,1072900000.0,139300000.0,1212200000.0
2012,Dharashiv,Dharashiv,Dharashiv,3312500000.0,386700000.0,3699200000.0
2012,Dharashiv,Tuljapur,Tuljapur,872400000.0,217400000.0,1089800000.0
2012,Dharashiv,Lohara,Lohara,298000000.0,12400000.0,310400000.0
2012,Dharashiv,Umaraga,Umaraga,808500000.0,195600000.0,1004100000.0
2013,Dharashiv,Paranda,Paranda,501200000.0,40500000.0,541700000.0
2013,Dharashiv,Bhum,Bhum,713700000.0,90900000.0,804600000.0
2013,Dharashiv,Washi,Washi,336600000.0,45800000.0,382400000.0
2013,Dharashiv,Kalamb,Kalamb,1237600000.0,251800000.0,1489400000.0
2013,Dharashiv,Dharashiv,Dharashiv,2757000000.0,800800000.0,3557800000.0
2013,Dharashiv,Tuljapur,Tuljapur,1205100000.0,240800000.0,1445900000.0
2013,Dharashiv,Lohara,Lohara,482600000.0,27100000.0,509700000.0
2013,Dharashiv,Umaraga,Umaraga,1080400000.0,455000000.0,1535400000.0
2014,Dharashiv,Paranda,Paranda,545900000.0,4539600000.0,5085500000.0
2014,Dharashiv,Bhum,Bhum,449700000.0,330100000.0,779700000.0
2014,Dharashiv,Washi,Washi,519100000.0,399900000.0,919000000.0
2014,Dharashiv,Kalamb,Kalamb,1203200000.0,742900000.0,1946200000.0
2014,Dharashiv,Dharashiv,Dharashiv,3652100000.0,2667600000.0,6319700000.0
2014,Dharashiv,Tuljapur,Tuljapur,1397400000.0,975000000.0,2372400000.0
2014,Dharashiv,Lohara,Lohara,524100000.0,457400000.0,981500000.0
2014,Dharashiv,Umaraga,Umaraga,1500100000.0,1034600000.0,2534700000.0
2015,Dharashiv,Paranda,Paranda,614100000.0,580200000.0,1194300000.0
2015,Dharashiv,Bhum,Bhum,401100000.0,786900000.0,1188000000.0
2015,Dharashiv,Washi,Washi,494200000.0,630300000.0,1124500000.0
2015,Dharashiv,Kalamb,Kalamb,932800000.0,2270400000.0,3203200000.0
2015,Dharashiv,Dharashiv,Dharashiv,4959100000.0,7539200000.0,12498300000.0
2015,Dharashiv,Tuljapur,Tuljapur,1536100000.0,2315100000.0,3851200000.0
2015,Dharashiv,Lohara,Lohara,401900000.0,384700000.0,786600000.0
2015,Dharashiv,Umaraga,Umaraga,5078000000.0,2515500000.0,7593500000.0
2016,Dharashiv,Paranda,Paranda,355000000.0,151300000.0,506300000.0
2016,Dharashiv,Bhum,Bhum,340400000.0,310500000.0,650900000.0
2016,Dharashiv,Washi,Washi,396500000.0,312000000.0,708500000.0
2016,Dharashiv,Kalamb,Kalamb,893700000.0,3640500000.0,4534200000.0
2016,Dharashiv,Dharashiv,Dharashiv,5151700000.0,3252600000.0,8404300000.0
2016,Dharashiv,Tuljapur,Tuljapur,1524000000.0,829600000.0,2353600000.0
2016,Dharashiv,Lohara,Lohara,222200000.0,101000000.0,323200000.0
2016,Dharashiv,Umaraga,Umaraga,1053700000.0,947300000.0,2001000000.0
2017,Dharashiv,Paranda,Paranda,227700000.0,131900000.0,359600000.0
2017,Dharashiv,Bhum,Bhum,240700000.0,414300000.0,655000000.0
2017,Dharashiv,Washi,Washi,177100000.0,323100000.0,500200000.0
2017,Dharashiv,Kalamb,Kalamb,592200000.0,938300000.0,1530500000.0
2017,Dharashiv,Dharashiv,Dharashiv,2005900000.0,3446200000.0,5452100000.0
2017,Dharashiv,Tuljapur,Tuljapur,1081000000.0,812900000.0,1893900000.0
2017,Dharashiv,Lohara,Lohara,255600000.0,141800000.0,397400000.0
2017,Dharashiv,Umaraga,Umaraga,558300000.0,1004300000.0,1562600000.0
2018,Dharashiv,Paranda,Paranda,305700000.0,155500000.0,461200000.0
2018,Dharashiv,Bhum,Bhum,323200000.0,488400000.0,811600000.0
2018,Dharashiv,Washi,Washi,237800000.0,380900000.0,618700000.0
2018,Dharashiv,Kalamb,Kalamb,795100000.0,1106200000.0,1901300000.0
2018,Dharashiv,Dharashiv,Dharashiv,2693300000.0,4062900000.0,6756200000.0
2018,Dharashiv,Tuljapur,Tuljapur,1451400000.0,958400000.0,2409800000.0
2018,Dharashiv,Lohara,Lohara,343200000.0,167200000.0,510400000.0
2018,Dharashiv,Umaraga,Umaraga,749600000.0,1184000000.0,1933600000.0
2019,Dharashiv,Paranda,Paranda,1392100000.0,573100000.0,1965200000.0
2019,Dharashiv,Bhum,Bhum,1570400000.0,1100500000.0,2670900000.0
2019,Dharashiv,Washi,Washi,603200000.0,618400000.0,1221600000.0
2019,Dharashiv,Kalamb,Kalamb,2311600000.0,1644300000.0,3955900000.0
2019,Dharashiv,Dharashiv,Dharashiv,5190900000.0,5190700000.0,10381600000.0
2019,Dharashiv,Tuljapur,Tuljapur,3205300000.0,2751400000.0,5956700000.0
2019,Dharashiv,Lohara,Lohara,415700000.0,398800000.0,814500000.0
2019,Dharashiv,Umaraga,Umaraga,2882400000.0,3320300000.0,6202700000.0
2020,Dharashiv,Paranda,Paranda,2024200000.0,833300000.0,2857500000.0
2020,Dharashiv,Bhum,Bhum,2283500000.0,1600200000.0,3883700000.0
2020,Dharashiv,Washi,Washi,877100000.0,899200000.0,1776300000.0
2020,Dharashiv,Kalamb,Kalamb,3361200000.0,2390900000.0,5752100000.0
2020,Dharashiv,Dharashiv,Dharashiv,7547900000.0,7547600000.0,15095500000.0
2020,Dharashiv,Tuljapur,Tuljapur,4660700000.0,4000700000.0,8661400000.0
2020,Dharashiv,Lohara,Lohara,604500000.0,579900000.0,1184400000.0
2020,Dharashiv,Umaraga,Umaraga,4191200000.0,4827900000.0,9019100000.0
2021,Dharashiv,Paranda,Paranda,2611700000.0,1368600000.0,3980300000.0
2021,Dharashiv,Bhum,Bhum,2935100000.0,1597600000.0,4532700000.0
2021,Dharashiv,Washi,Washi,2332900000.0,1380000000.0,3712900000.0
2021,Dharashiv,Kalamb,Kalamb,3711200000.0,3432400000.0,7143600000.0
2021,Dharashiv,Dharashiv,Dharashiv,9775400000.0,6891100000.0,16666500000.0
2021,Dharashiv,Tuljapur,Tuljapur,5845600000.0,2979200000.0,8824800000.0
2021,Dharashiv,Lohara,Lohara,2319500000.0,1158700000.0,3478200000.0
2021,Dharashiv,Umaraga,Umaraga,4371400000.0,2837600000.0,7209000000.0
2014,Palghar,Talasari,Talasari,298100000.0,1430100000.0,1728200000.0
2014,Palghar,Dahanu,Dahanu,179000000.0,2016000000.0,2195000000.0
2014,Palghar,Vikramgad,Vikramgad,591200000.0,640900000.0,1232100000.0
2014,Palghar,Javhar,Javhar,224000000.0,585300000.0,809300000.0
2014,Palghar,Mokhada,Mokhada,186000000.0,520200000.0,706200000.0
2014,Palghar,Wada,Wada,123000000.0,455200000.0,578200000.0
2014,Palghar,Palghar,Palghar,303600000.0,510600000.0,814200000.0
2014,Palghar,Vasai,Vasai,323300000.0,345200000.0,668500000.0
2015,Palghar,Talasari,Talasari,357700000.0,1716100000.0,2073800000.0
2015,Palghar,Dahanu,Dahanu,214800000.0,2419200000.0,2634000000.0
2015,Palghar,Vikramgad,Vikramgad,709400000.0,769000000.0,1478400000.0
2015,Palghar,Javhar,Javhar,268800000.0,702300000.0,971100000.0
2015,Palghar,Mokhada,Mokhada,223200000.0,624200000.0,847400000.0
2015,Palghar,Wada,Wada,147600000.0,546200000.0,693800000.0
2015,Palghar,Palghar,Palghar,364300000.0,612700000.0,977000000.0
2015,Palghar,Vasai,Vasai,387900000.0,414200000.0,802100000.0
2016,Palghar,Talasari,Talasari,357700000.0,1716100000.0,2073800000.0
2016,Palghar,Dahanu,Dahanu,214800000.0,2419200000.0,2634000000.0
2016,Palghar,Vikramgad,Vikramgad,709400000.0,769000000.0,1478400000.0
2016,Palghar,Javhar,Javhar,268800000.0,702300000.0,971100000.0
2016,Palghar,Mokhada,Mokhada,223200000.0,624200000.0,847400000.0
2016,Palghar,Wada,Wada,147600000.0,546200000.0,693800000.0
2016,Palghar,Palghar,Palghar,364300000.0,612700000.0,977000000.0
2016,Palghar,Vasai,Vasai,387900000.0,414200000.0,802100000.0
2017,Palghar,Talasari,Talasari,1086900000.0,577400000.0,1664300000.0
2017,Palghar,Dahanu,Dahanu,5156400000.0,4422000000.0,9578400000.0
2017,Palghar,Vikramgad,Vikramgad,1018600000.0,501500000.0,1520100000.0
2017,Palghar,Javhar,Javhar,909300000.0,647600000.0,1556900000.0
2017,Palghar,Mokhada,Mokhada,992400000.0,969700000.0,1962100000.0
2017,Palghar,Wada,Wada,2259400000.0,2506200000.0,4765600000.0
2017,Palghar,Palghar,Palghar,6885000000.0,10457800000.0,17342800000.0
2017,Palghar,Vasai,Vasai,2530800000.0,50466300000.0,52997100000.0
2018,Palghar,Talasari,Talasari,1116500000.0,598400000.0,1714900000.0
2018,Palghar,Dahanu,Dahanu,5234100000.0,4444500000.0,9678600000.0
2018,Palghar,Vikramgad,Vikramgad,1039800000.0,541600000.0,1581400000.0
2018,Palghar,Javhar,Javhar,928400000.0,668700000.0,1597100000.0
2018,Palghar,Mokhada,Mokhada,1013500000.0,988700000.0,2002200000.0
2018,Palghar,Wada,Wada,1888200000.0,885900000.0,2774100000.0
