Year,District,Taluka Old,Taluka,Agriculture Loans,Non-Agriculture Loans,Total Loans
2018,Palghar,Palghar,Palghar,7075000000.0,11542200000.0,18617200000.0
2018,Palghar,Vasai,Vasai,2571600000.0,51563700000.0,54135300000.0
2019,Palghar,Talasari,Talasari,914500000.0,5271200000.0,6185700000.0
2019,Palghar,Dahanu,Dahanu,4142300000.0,3327000000.0,7469300000.0
2019,Palghar,Vikramgad,Vikramgad,826500000.0,4562300000.0,5388800000.0
2019,Palghar,Javhar,Javhar,5149700000.0,5360200000.0,10509900000.0
2019,Palghar,Mokhada,Mokhada,1042200000.0,8689100000.0,9731300000.0
2019,Palghar,Wada,Wada,1746300000.0,6260300000.0,8006600000.0
2019,Palghar,Palghar,Palghar,6431200000.0,9162300000.0,15593500000.0
2019,Palghar,Vasai,Vasai,5592300000.0,5042200000.0,10634500000.0
2020,Palghar,Talasari,Talasari,434500000.0,1058100000.0,1492600000.0
2020,Palghar,Dahanu,Dahanu,705800000.0,6451800000.0,7157600000.0
2020,Palghar,Vikramgad,Vikramgad,155100000.0,1696700000.0,1851800000.0
2020,Palghar,Javhar,Javhar,355200000.0,698800000.0,1054000000.0
2020,Palghar,Mokhada,Mokhada,403500000.0,1080000000.0,1483500000.0
2020,Palghar,Wada,Wada,234200000.0,1968600000.0,2202800000.0
2020,Palghar,Palghar,Palghar,808100000.0,33374600000.0,34182700000.0
2020,Palghar,Vasai,Vasai,512700000.0,60362500000.0,60875200000.0
2021,Palghar,Talasari,Talasari,202200000.0,368200000.0,570400000.0
2021,Palghar,Dahanu,Dahanu,1261300000.0,11632300000.0,12893600000.0
2021,Palghar,Vikramgad,Vikramgad,488900000.0,194100000.0,683000000.0
2021,Palghar,Javhar,Javhar,240400000.0,738300000.0,978700000.0
2021,Palghar,Mokhada,Mokhada,221900000.0,968300000.0,1190200000.0
2021,Palghar,Wada,Wada,1024800000.0,1216700000.0,2241500000.0
2021,Palghar,Palghar,Palghar,1397600000.0,36646900000.0,38044500000.0
2021,Palghar,Vasai,Vasai,1442400000.0,100717900000.0,102160300000.0
2013,Parbhani,Selu,Selu,1668600000.0,1192100000.0,2860700000.0
2013,Parbhani,Jintur,Jintur,1521100000.0,394300000.0,1915400000.0
2013,Parbhani,Parbhani,Parbhani,3564300000.0,3579800000.0,7144100000.0
2013,Parbhani,Manvat,Manvat,1018500000.0,645400000.0,1663900000.0
2013,Parbhani,Pathari,Pathari,1327600000.0,247300000.0,1574900000.0
2013,Parbhani,Sonpeth,Sonpeth,541800000.0,75400000.0,617200000.0
2013,Parbhani,Gangakhed,Gangakhed,917600000.0,822200000.0,1739800000.0
2013,Parbhani,Palam,Palam,345600000.0,18200000.0,363800000.0
2013,Parbhani,Purna,Purna,1223700000.0,91600000.0,1315300000.0
2014,Parbhani,Selu,Selu,589600000.0,803900000.0,1393400000.0
2014,Parbhani,Jintur,Jintur,537500000.0,265900000.0,803300000.0
2014,Parbhani,Parbhani,Parbhani,1259400000.0,2414000000.0,3673300000.0
2014,Parbhani,Manvat,Manvat,359900000.0,435200000.0,795100000.0
2014,Parbhani,Pathari,Pathari,469100000.0,166800000.0,635800000.0
2014,Parbhani,Sonpeth,Sonpeth,191400000.0,50800000.0,242300000.0
2014,Parbhani,Gangakhed,Gangakhed,324200000.0,554400000.0,878700000.0
2014,Parbhani,Palam,Palam,122100000.0,12300000.0,134400000.0
2014,Parbhani,Purna,Purna,432400000.0,61800000.0,494100000.0
2015,Parbhani,Selu,Selu,615900000.0,813800000.0,1429700000.0
2015,Parbhani,Jintur,Jintur,605800000.0,293400000.0,899200000.0
2015,Parbhani,Parbhani,Parbhani,1589300000.0,2741200000.0,4330500000.0
2015,Parbhani,Manvat,Manvat,389900000.0,480800000.0,870700000.0
2015,Parbhani,Pathari,Pathari,503700000.0,197500000.0,701200000.0
2015,Parbhani,Sonpeth,Sonpeth,249100000.0,71700000.0,320800000.0
2015,Parbhani,Gangakhed,Gangakhed,380100000.0,572000000.0,952100000.0
2015,Parbhani,Palam,Palam,193100000.0,12500000.0,205600000.0
2015,Parbhani,Purna,Purna,502800000.0,62500000.0,565300000.0
2016,Parbhani,Selu,Selu,5125100000.0,6214500000.0,11339600000.0
2016,Parbhani,Jintur,Jintur,5948200000.0,2142500000.0,8090700000.0
2016,Parbhani,Parbhani,Parbhani,16220600000.0,20173800000.0,36394400000.0
2016,Parbhani,Manvat,Manvat,3758200000.0,3314200000.0,7072400000.0
2016,Parbhani,Pathari,Pathari,4984100000.0,1645800000.0,6629900000.0
2016,Parbhani,Sonpeth,Sonpeth,2341600000.0,654100000.0,2995700000.0
2016,Parbhani,Gangakhed,Gangakhed,3710900000.0,5124100000.0,8835000000.0
2016,Parbhani,Palam,Palam,1842500000.0,113800000.0,1956300000.0
2016,Parbhani,Purna,Purna,4945800000.0,571200000.0,5517000000.0
2017,Parbhani,Selu,Selu,5271500000.0,6312700000.0,11584200000.0
2017,Parbhani,Jintur,Jintur,6043200000.0,2152700000.0,8195900000.0
2017,Parbhani,Parbhani,Parbhani,17150700000.0,20551300000.0,37702000000.0
2017,Parbhani,Manvat,Manvat,3769900000.0,3517100000.0,7287000000.0
2017,Parbhani,Pathari,Pathari,5154200000.0,1657800000.0,6812000000.0
2017,Parbhani,Sonpeth,Sonpeth,2771700000.0,713200000.0,3484900000.0
2017,Parbhani,Gangakhed,Gangakhed,3851300000.0,5233100000.0,9084400000.0
2017,Parbhani,Palam,Palam,1875200000.0,154700000.0,2029900000.0
2017,Parbhani,Purna,Purna,5275600000.0,582900000.0,5858500000.0
2018,Parbhani,Selu,Selu,5351200000.0,6153800000.0,11505000000.0
2018,Parbhani,Jintur,Jintur,6125800000.0,2183500000.0,8309300000.0
2018,Parbhani,Parbhani,Parbhani,17592700000.0,21432100000.0,39024800000.0
2018,Parbhani,Manvat,Manvat,3497600000.0,3651000000.0,7148600000.0
2018,Parbhani,Pathari,Pathari,4575800000.0,1455800000.0,6031600000.0
2018,Parbhani,Sonpeth,Sonpeth,2751200000.0,758300000.0,3509500000.0
2018,Parbhani,Gangakhed,Gangakhed,3985700000.0,5134800000.0,9120500000.0
2018,Parbhani,Palam,Palam,1788800000.0,1281300000.0,3070100000.0
2018,Parbhani,Purna,Purna,4799800000.0,753800000.0,5553600000.0
2019,Parbhani,Selu,Selu,5389900000.0,6243000000.0,11632900000.0
2019,Parbhani,Jintur,Jintur,6211300000.0,2344300000.0,8555600000.0
2019,Parbhani,Parbhani,Parbhani,17958700000.0,22043100000.0,40001800000.0
2019,Parbhani,Manvat,Manvat,3513400000.0,3731300000.0,7244700000.0
2019,Parbhani,Pathari,Pathari,4853900000.0,1728900000.0,6582800000.0
2019,Parbhani,Sonpeth,Sonpeth,2832400000.0,765700000.0,3598100000.0
2019,Parbhani,Gangakhed,Gangakhed,4145200000.0,5293800000.0,9439000000.0
2019,Parbhani,Palam,Palam,2952400000.0,2091800000.0,5044200000.0
2019,Parbhani,Purna,Purna,4855900000.0,894700000.0,5750600000.0
2020,Parbhani,Selu,Selu,5480400000.0,6347500000.0,11827900000.0
2020,Parbhani,Jintur,Jintur,6321500000.0,2478400000.0,8799900000.0
2020,Parbhani,Parbhani,Parbhani,18124500000.0,22154000000.0,40278500000.0
2020,Parbhani,Manvat,Manvat,3785400000.0,3814700000.0,7600100000.0
2020,Parbhani,Pathari,Pathari,5124500000.0,1896300000.0,7020800000.0
2020,Parbhani,Sonpeth,Sonpeth,3198700000.0,784400000.0,3983100000.0
2020,Parbhani,Gangakhed,Gangakhed,4287500000.0,5358700000.0,9646200000.0
2020,Parbhani,Palam,Palam,3178400000.0,2194700000.0,5373100000.0
2020,Parbhani,Purna,Purna,5098000000.0,924500000.0,6022500000.0
2021,Parbhani,Selu,Selu,5542500000.0,6425400000.0,11967900000.0
2021,Parbhani,Jintur,Jintur,6428500000.0,2548700000.0,8977200000.0
2021,Parbhani,Parbhani,Parbhani,18345700000.0,22245800000.0,40591500000.0
2021,Parbhani,Manvat,Manvat,3896600000.0,3925700000.0,7822300000.0
2021,Parbhani,Pathari,Pathari,5247500000.0,1954100000.0,7201600000.0
2021,Parbhani,Sonpeth,Sonpeth,3345700000.0,945500000.0,4291200000.0
2021,Parbhani,Gangakhed,Gangakhed,4386600000.0,5452100000.0,9838700000.0
2021,Parbhani,Palam,Palam,3285700000.0,2266400000.0,5552100000.0
2021,Parbhani,Purna,Purna,5178000000.0,937700000.0,6115700000.0
2012,Raigad,Uran,Uran,160100000.0,12755100000.0,12915200000.0
2012,Raigad,Panwel,Panwel,840700000.0,66964100000.0,67804800000.0
2012,Raigad,karjat,Karjat,360300000.0,28698900000.0,29059200000.0
2012,Raigad,khalapur,Khalapur,350300000.0,27901700000.0,28252000000.0
2012,Raigad,pen,Pen,480400000.0,38265200000.0,38745600000.0
2012,Raigad,alibag,Alibag,920800000.0,73341700000.0,74262500000.0
2012,Raigad,murud,Murud,70100000.0,5580300000.0,5650400000.0
2012,Raigad,roha,Roha,140100000.0,11160700000.0,11300800000.0
2012,Raigad,sudhagad,Sudhagad,30000000.0,2391600000.0,2421600000.0
2012,Raigad,mangaon,Mangaon,170100000.0,13552300000.0,13722400000.0
2012,Raigad,tala,Tala,50000000.0,3986000000.0,4036000000.0
2012,Raigad,shreevardhan,Shreevardhan,120100000.0,9566300000.0,9686400000.0
2012,Raigad,mhasala,Mhasala,30000000.0,2391600000.0,2421600000.0
2012,Raigad,mahad,Mahad,240200000.0,19132600000.0,19372800000.0
2012,Raigad,poladpur,Poladpur,40100000.0,3188800000.0,3228900000.0
2013,Raigad,Uran,Uran,46200000.0,1074200000.0,1120400000.0
2013,Raigad,Panwel,Panwel,420900000.0,7060800000.0,7481700000.0
2013,Raigad,karjat,Karjat,202600000.0,558500000.0,761100000.0
2013,Raigad,khalapur,Khalapur,134200000.0,967400000.0,1101600000.0
2013,Raigad,pen,Pen,191200000.0,1261200000.0,1452400000.0
2013,Raigad,alibag,Alibag,650300000.0,2985200000.0,3635500000.0
2013,Raigad,murud,Murud,116000000.0,184300000.0,300300000.0
2013,Raigad,roha,Roha,227100000.0,719100000.0,946200000.0
2013,Raigad,sudhagad,Sudhagad,104400000.0,267100000.0,371500000.0
2013,Raigad,mangaon,Mangaon,209100000.0,545600000.0,754700000.0
2013,Raigad,tala,Tala,32200000.0,10200000.0,42400000.0
2013,Raigad,shreevardhan,Shreevardhan,113400000.0,318500000.0,431900000.0
2013,Raigad,mhasala,Mhasala,106000000.0,175900000.0,281900000.0
2013,Raigad,mahad,Mahad,176600000.0,760500000.0,937100000.0
2013,Raigad,poladpur,Poladpur,80000000.0,153400000.0,233400000.0
2014,Raigad,Uran,Uran,83800000.0,1306400000.0,1390200000.0
2014,Raigad,Panwel,Panwel,214900000.0,12767800000.0,12982700000.0
2014,Raigad,karjat,Karjat,213600000.0,722400000.0,936000000.0
2014,Raigad,khalapur,Khalapur,158000000.0,1176000000.0,1334000000.0
2014,Raigad,pen,Pen,256500000.0,1385300000.0,1641800000.0
2014,Raigad,alibag,Alibag,1043000000.0,6316600000.0,7359600000.0
2014,Raigad,murud,Murud,161900000.0,301300000.0,463200000.0
2014,Raigad,roha,Roha,192400000.0,1044700000.0,1237100000.0
2014,Raigad,sudhagad,Sudhagad,108100000.0,240500000.0,348600000.0
2014,Raigad,mangaon,Mangaon,250000000.0,616000000.0,866000000.0
2014,Raigad,tala,Tala,29900000.0,32100000.0,62000000.0
2014,Raigad,shreevardhan,Shreevardhan,105600000.0,386300000.0,491900000.0
2014,Raigad,mhasala,Mhasala,121000000.0,167800000.0,288800000.0
2014,Raigad,mahad,Mahad,128400000.0,2847800000.0,2976200000.0
2014,Raigad,poladpur,Poladpur,58900000.0,97900000.0,156800000.0
2015,Raigad,Uran,Uran,75300000.0,2405100000.0,2480400000.0
2015,Raigad,Panwel,Panwel,332400000.0,12546500000.0,12878900000.0
2015,Raigad,karjat,Karjat,334100000.0,887300000.0,1221400000.0
2015,Raigad,khalapur,Khalapur,216400000.0,1334200000.0,1550600000.0
2015,Raigad,pen,Pen,324700000.0,2423500000.0,2748200000.0
2015,Raigad,alibag,Alibag,980500000.0,7512000000.0,8492500000.0
2015,Raigad,murud,Murud,151000000.0,306800000.0,457800000.0
2015,Raigad,roha,Roha,228200000.0,1310200000.0,1538400000.0
2015,Raigad,sudhagad,Sudhagad,122500000.0,291000000.0,413500000.0
2015,Raigad,mangaon,Mangaon,223500000.0,1698200000.0,1921700000.0
2015,Raigad,tala,Tala,35200000.0,19700000.0,54900000.0
2015,Raigad,shreevardhan,Shreevardhan,169100000.0,412600000.0,581700000.0
2015,Raigad,mhasala,Mhasala,128000000.0,214800000.0,342800000.0
2015,Raigad,mahad,Mahad,132200000.0,2401200000.0,2533400000.0
2015,Raigad,poladpur,Poladpur,83100000.0,151000000.0,234100000.0
2016,Raigad,Uran,Uran,75300000.0,2405100000.0,2480400000.0
2016,Raigad,Panwel,Panwel,332400000.0,12546500000.0,12878900000.0
2016,Raigad,karjat,Karjat,334100000.0,887300000.0,1221400000.0
2016,Raigad,khalapur,Khalapur,216400000.0,1334200000.0,1550600000.0
2016,Raigad,pen,Pen,324700000.0,2423500000.0,2748200000.0
2016,Raigad,alibag,Alibag,980500000.0,7512000000.0,8492500000.0
2016,Raigad,murud,Murud,151000000.0,306800000.0,457800000.0
2016,Raigad,roha,Roha,228200000.0,1310200000.0,1538400000.0
2016,Raigad,sudhagad,Sudhagad,122500000.0,291000000.0,413500000.0
2016,Raigad,mangaon,Mangaon,223500000.0,1698200000.0,1921700000.0
2016,Raigad,tala,Tala,35200000.0,19700000.0,54900000.0
2016,Raigad,shreevardhan,Shreevardhan,169100000.0,412600000.0,581700000.0
2016,Raigad,mhasala,Mhasala,128000000.0,214800000.0,342800000.0
2016,Raigad,mahad,Mahad,132200000.0,2401200000.0,2533400000.0
2016,Raigad,poladpur,Poladpur,83100000.0,151000000.0,234100000.0
2013,Sindhudurg,Devgad,Devgad,530400000.0,1356600000.0,1887000000.0
2013,Sindhudurg,Vaibhavwadi,Vaibhavwadi,147500000.0,398400000.0,545900000.0
2013,Sindhudurg,Kankavali,Kankavali,717600000.0,1829100000.0,2546700000.0
2013,Sindhudurg,Malvan,Malvan,541700000.0,1381400000.0,1923100000.0
2013,Sindhudurg,Vengurla,Vengurla,468000000.0,1175700000.0,1643700000.0
2013,Sindhudurg,Kudal,Kudal,958400000.0,2473900000.0,3432300000.0
2013,Sindhudurg,Sawantwadi,Sawantwadi,728500000.0,1835800000.0,2564300000.0
2013,Sindhudurg,Dodamarg,Dodamarg,218400000.0,568700000.0,787100000.0
2014,Sindhudurg,Devgad,Devgad,530400000.0,1356600000.0,1887000000.0
2014,Sindhudurg,Vaibhavwadi,Vaibhavwadi,147500000.0,398400000.0,545900000.0
2014,Sindhudurg,Kankavali,Kankavali,717600000.0,1829100000.0,2546700000.0
2014,Sindhudurg,Malvan,Malvan,541700000.0,1381400000.0,1923100000.0
2014,Sindhudurg,Vengurla,Vengurla,468000000.0,1175700000.0,1643700000.0
2014,Sindhudurg,Kudal,Kudal,958400000.0,2473900000.0,3432300000.0
2014,Sindhudurg,Sawantwadi,Sawantwadi,728500000.0,1835800000.0,2564300000.0
2014,Sindhudurg,Dodamarg,Dodamarg,218400000.0,568700000.0,787100000.0
2015,Sindhudurg,Devgad,Devgad,590400000.0,1556600000.0,2147000000.0
2015,Sindhudurg,Vaibhavwadi,Vaibhavwadi,197500000.0,598400000.0,795900000.0
2015,Sindhudurg,Kankavali,Kankavali,817600000.0,2029100000.0,2846700000.0
2015,Sindhudurg,Malvan,Malvan,611700000.0,1571400000.0,2183100000.0
2015,Sindhudurg,Vengurla,Vengurla,538000000.0,1372700000.0,1910700000.0
2015,Sindhudurg,Kudal,Kudal,999400000.0,2571800000.0,3571200000.0
2015,Sindhudurg,Sawantwadi,Sawantwadi,798500000.0,2035800000.0,2834300000.0
2015,Sindhudurg,Dodamarg,Dodamarg,299100000.0,668700000.0,967800000.0
2016,Sindhudurg,Devgad,Devgad,914900000.0,1124500000.0,2039400000.0
2016,Sindhudurg,Vaibhavwadi,Vaibhavwadi,289600000.0,531100000.0,820700000.0
2016,Sindhudurg,Kankavali,Kankavali,238900000.0,2064600000.0,2303500000.0
2016,Sindhudurg,Malvan,Malvan,587900000.0,9418600000.0,10006500000.0
2016,Sindhudurg,Vengurla,Vengurla,514200000.0,7741500000.0,8255700000.0
2016,Sindhudurg,Kudal,Kudal,1145600000.0,2415600000.0,3561200000.0
2016,Sindhudurg,Sawantwadi,Sawantwadi,805900000.0,1151800000.0,1957700000.0
2016,Sindhudurg,Dodamarg,Dodamarg,492600000.0,445800000.0,938400000.0
2017,Sindhudurg,Devgad,Devgad,1007300000.0,1224700000.0,2232000000.0
2017,Sindhudurg,Vaibhavwadi,Vaibhavwadi,335800000.0,585100000.0,920900000.0
2017,Sindhudurg,Kankavali,Kankavali,279800000.0,2517500000.0,2797300000.0
2017,Sindhudurg,Malvan,Malvan,671500000.0,10069700000.0,10741200000.0
2017,Sindhudurg,Vengurla,Vengurla,562100000.0,8436800000.0,8998900000.0
2017,Sindhudurg,Kudal,Kudal,1287100000.0,2639900000.0,3927000000.0
2017,Sindhudurg,Sawantwadi,Sawantwadi,895400000.0,1251900000.0,2147300000.0
2017,Sindhudurg,Dodamarg,Dodamarg,557100000.0,489900000.0,1047000000.0
2019,Sindhudurg,Devgad,Devgad,596400000.0,759600000.0,1356000000.0
2019,Sindhudurg,Vaibhavwadi,Vaibhavwadi,172500000.0,257700000.0,430200000.0
2019,Sindhudurg,Kankawali,Kankawali,640500000.0,764700000.0,1405200000.0
2019,Sindhudurg,Malwan,Malwan,482500000.0,707100000.0,1189600000.0
2019,Sindhudurg,Vengurla,Vengurla,745600000.0,879500000.0,1625100000.0
2019,Sindhudurg,Kudal,Kudal,408300000.0,1008100000.0,1416400000.0
2019,Sindhudurg,Savantwadi,Savantwadi,632500000.0,852500000.0,1485000000.0
2019,Sindhudurg,Dodamarg,Dodamarg,147000000.0,205600000.0,352600000.0
2020,Sindhudurg,Devgad,Devgad,607400000.0,943400000.0,1550800000.0
2020,Sindhudurg,Vaibhavwadi,Vaibhavwadi,216900000.0,336900000.0,553800000.0
2020,Sindhudurg,Kankawali,Kankawali,694200000.0,1078200000.0,1772400000.0
2020,Sindhudurg,Malwan,Malwan,564000000.0,876000000.0,1440000000.0
2020,Sindhudurg,Vengurla,Vengurla,390500000.0,606500000.0,997000000.0
2020,Sindhudurg,Kudal,Kudal,838800000.0,1302800000.0,2141600000.0
2020,Sindhudurg,Savantwadi,Savantwadi,665300000.0,1033300000.0,1698600000.0
2020,Sindhudurg,Dodamarg,Dodamarg,173500000.0,269600000.0,443100000.0
2021,Sindhudurg,Devgad,Devgad,1871400000.0,2085600000.0,3957000000.0
2021,Sindhudurg,Vaibhavwadi,Vaibhavwadi,207100000.0,808100000.0,1015200000.0
2021,Sindhudurg,Kankawali,Kankawali,1463800000.0,7109700000.0,8573500000.0
2021,Sindhudurg,Malwan,Malwan,917200000.0,3398600000.0,4315800000.0
2021,Sindhudurg,Vengurla,Vengurla,1078700000.0,2238100000.0,3316800000.0
2021,Sindhudurg,Kudal,Kudal,1572800000.0,16884700000.0,18457500000.0
2021,Sindhudurg,Savantwadi,Savantwadi,1858800000.0,6565100000.0,8423900000.0
2021,Sindhudurg,Dodamarg,Dodamarg,325800000.0,850800000.0,1176600000.0
2013,Thane,Thane,Thane,652900000.0,245718600000.0,246371500000.0
2013,Thane,Bhivandi,Bhivandi,6274100000.0,46818200000.0,53092300000.0
2013,Thane,Shahapur,Shahapur,2031700000.0,9779600000.0,11811300000.0
2013,Thane,Kalyan,Kalyan,1567900000.0,37795700000.0,39363600000.0
2013,Thane,Ulhasnagar,Ulhasnagar,0.0,3733900000.0,3733900000.0
2013,Thane,Ambarnath,Ambarnath,586500000.0,34021800000.0,34608300000.0
2013,Thane,Murbad,Murbad,954900000.0,2095400000.0,3050300000.0
2014,Thane,Thane,Thane,475800000.0,260812100000.0,261287900000.0
2014,Thane,Bhivandi,Bhivandi,4752200000.0,46607100000.0,51359300000.0
2014,Thane,Shahapur,Shahapur,1791700000.0,9818700000.0,11610400000.0
2014,Thane,Kalyan,Kalyan,1607400000.0,38237400000.0,39844800000.0
2014,Thane,Ulhasnagar,Ulhasnagar,0.0,3905100000.0,3905100000.0
2014,Thane,Ambarnath,Ambarnath,657900000.0,34251700000.0,34909600000.0
2014,Thane,Murbad,Murbad,1457900000.0,2257600000.0,3715500000.0
2015,Thane,Thane,Thane,395300000.0,365210800000.0,365606100000.0
2015,Thane,Bhivandi,Bhivandi,4431000000.0,53193900000.0,57624900000.0
2015,Thane,Shahapur,Shahapur,1625400000.0,12783700000.0,14409100000.0
2015,Thane,Kalyan,Kalyan,1306900000.0,45273700000.0,46580600000.0
2015,Thane,Ulhasnagar,Ulhasnagar,0.0,40183500000.0,40183500000.0
2015,Thane,Ambarnath,Ambarnath,503700000.0,27303500000.0,27807200000.0
2015,Thane,Murbad,Murbad,1311700000.0,3703700000.0,5015400000.0
2016,Thane,Thane,Thane,483900000.0,38445500000.0,38929400000.0
2016,Thane,Bhivandi,Bhivandi,477000000.0,2761100000.0,3238100000.0
2016,Thane,Shahapur,Shahapur,517900000.0,275100000.0,793000000.0
2016,Thane,Kalyan,Kalyan,408200000.0,5988000000.0,6396200000.0
2016,Thane,Ulhasnagar,Ulhasnagar,0.0,1896600000.0,1896600000.0
2016,Thane,Ambarnath,Ambarnath,104000000.0,1907100000.0,2011100000.0
2016,Thane,Murbad,Murbad,275600000.0,153400000.0,429000000.0
2017,Thane,Thane,Thane,7060100000.0,631275100000.0,638335200000.0
2017,Thane,Bhivandi,Bhivandi,6959400000.0,45337300000.0,52296700000.0
2017,Thane,Shahapur,Shahapur,7556200000.0,4517100000.0,12073300000.0
2017,Thane,Kalyan,Kalyan,5955600000.0,98323000000.0,104278600000.0
2017,Thane,Ulhasnagar,Ulhasnagar,1523200000.0,29427900000.0,30951100000.0
2017,Thane,Ambarnath,Ambarnath,1517400000.0,31314600000.0,32832000000.0
2017,Thane,Murbad,Murbad,4021000000.0,2518800000.0,6539800000.0
2018,Thane,Thane,Thane,5916900000.0,381549500000.0,387466400000.0
2018,Thane,Bhivandi,Bhivandi,898500000.0,12221600000.0,13120100000.0
2018,Thane,Shahapur,Shahapur,801600000.0,926800000.0,1728400000.0
2018,Thane,Kalyan,Kalyan,2083700000.0,45938700000.0,48022400000.0
2018,Thane,Ulhasnagar,Ulhasnagar,463100000.0,12494200000.0,12957300000.0
2018,Thane,Ambarnath,Ambarnath,1360000000.0,16694600000.0,18054600000.0
2018,Thane,Murbad,Murbad,463100000.0,766200000.0,1229300000.0
2019,Thane,Thane,Thane,7345100000.0,729166600000.0,736511700000.0
2019,Thane,Bhivandi,Bhivandi,662000000.0,37402700000.0,38064700000.0
2019,Thane,Shahapur,Shahapur,720300000.0,10236600000.0,10956900000.0
2019,Thane,Kalyan,Kalyan,1769900000.0,99385100000.0,101155000000.0
2019,Thane,Ulhasnagar,Ulhasnagar,315700000.0,94480300000.0,94796000000.0
2019,Thane,Ambarnath,Ambarnath,1246300000.0,55611400000.0,56857700000.0
2019,Thane,Murbad,Murbad,431600000.0,9682500000.0,10114100000.0
2020,Thane,Thane,Thane,7353400000.0,786958600000.0,794312000000.0
2020,Thane,Bhivandi,Bhivandi,673000000.0,37402700000.0,38075700000.0
2020,Thane,Shahapur,Shahapur,890500000.0,10756600000.0,11647100000.0
2020,Thane,Kalyan,Kalyan,1769900000.0,107485100000.0,109255000000.0
2020,Thane,Ulhasnagar,Ulhasnagar,326000000.0,98780300000.0,99106300000.0
2020,Thane,Ambarnath,Ambarnath,1296700000.0,65611400000.0,66908100000.0
2020,Thane,Murbad,Murbad,549900000.0,10463000000.0,11012900000.0
2021,Thane,Thane,Thane,8554800000.0,761635000000.0,770189800000.0
2021,Thane,Bhivandi,Bhivandi,7711600000.0,43002500000.0,50714100000.0
2021,Thane,Shahapur,Shahapur,978100000.0,135366300000.0,136344400000.0
2021,Thane,Kalyan,Kalyan,1898200000.0,139564600000.0,141462800000.0
2021,Thane,Ulhasnagar,Ulhasnagar,491600000.0,102345100000.0,102836700000.0
2021,Thane,Ambarnath,Ambarnath,1323000000.0,86032500000.0,87355500000.0
2021,Thane,Murbad,Murbad,682700000.0,15321400000.0,16004100000.0
2009,Washim,Malegaon,Malegaon,850500000.0,74000000.0,924500000.0
2009,Washim,Mangrulpir,Mangrulpir,913800000.0,90400000.0,1004200000.0
2009,Washim,Karanja,Karanja,1200800000.0,118800000.0,1319600000.0
2009,Washim,Manora,Manora,650500000.0,41500000.0,692000000.0
2009,Washim,Washim,Washim,1310800000.0,307900000.0,1618700000.0
2009,Washim,Resod,Resod,962300000.0,118700000.0,1081000000.0
2010,Washim,Malegaon,Malegaon,539600000.0,46700000.0,586300000.0
2010,Washim,Mangrulpir,Mangrulpir,462200000.0,75100000.0,537300000.0
2010,Washim,Karanja,Karanja,465700000.0,102500000.0,568200000.0
2010,Washim,Manora,Manora,351900000.0,20600000.0,372500000.0
2010,Washim,Washim,Washim,700000000.0,185600000.0,885600000.0
2010,Washim,Resod,Resod,417100000.0,41100000.0,458200000.0
2011,Washim,Malegaon,Malegaon,574100000.0,94600000.0,668700000.0
2011,Washim,Mangrulpir,Mangrulpir,637600000.0,90100000.0,727700000.0
2011,Washim,Karanja,Karanja,784900000.0,95600000.0,880500000.0
2011,Washim,Manora,Manora,359100000.0,72300000.0,431400000.0
2011,Washim,Washim,Washim,834500000.0,111300000.0,945800000.0
2011,Washim,Resod,Resod,787200000.0,104600000.0,891800000.0
2012,Washim,Malegaon,Malegaon,1365200000.0,278000000.0,1643200000.0
2012,Washim,Mangrulpir,Mangrulpir,1516600000.0,264700000.0,1781300000.0
2012,Washim,Karanja,Karanja,1866700000.0,280900000.0,2147600000.0
2012,Washim,Manora,Manora,853400000.0,212400000.0,1065800000.0
2012,Washim,Washim,Washim,2106400000.0,351100000.0,2457500000.0
2012,Washim,Resod,Resod,1753100000.0,284100000.0,2037200000.0
2013,Washim,Malegaon,Malegaon,1374800000.0,291200000.0,1666000000.0
2013,Washim,Mangrulpir,Mangrulpir,1610100000.0,285900000.0,1896000000.0
2013,Washim,Karanja,Karanja,1884200000.0,291100000.0,2175300000.0
2013,Washim,Manora,Manora,1812300000.0,296200000.0,2108500000.0
2013,Washim,Washim,Washim,2211100000.0,366200000.0,2577300000.0
2013,Washim,Resod,Resod,821100000.0,224800000.0,1045900000.0
2014,Washim,Malegaon,Malegaon,899500000.0,1043700000.0,1943200000.0
2014,Washim,Mangrulpir,Mangrulpir,1049400000.0,1130700000.0,2180100000.0
2014,Washim,Karanja,Karanja,1499200000.0,1826500000.0,3325700000.0
2014,Washim,Manora,Manora,1199400000.0,1217700000.0,2417100000.0
2014,Washim,Washim,Washim,1874000000.0,2609200000.0,4483200000.0
2014,Washim,Resod,Resod,974500000.0,869700000.0,1844200000.0
2015,Washim,Malegaon,Malegaon,1214000000.0,125500000.0,1339500000.0
2015,Washim,Mangrulpir,Mangrulpir,751900000.0,129500000.0,881400000.0
2015,Washim,Karanja,Karanja,1589400000.0,146000000.0,1735400000.0
2015,Washim,Manora,Manora,898400000.0,112500000.0,1010900000.0
2015,Washim,Washim,Washim,2111400000.0,203200000.0,2314600000.0
2015,Washim,Resod,Resod,1243900000.0,156300000.0,1400200000.0
2016,Washim,Malegaon,Malegaon,1513000000.0,141800000.0,1654800000.0
2016,Washim,Mangrulpir,Mangrulpir,936200000.0,146800000.0,1083000000.0
2016,Washim,Karanja,Karanja,1980100000.0,165000000.0,2145100000.0
2016,Washim,Manora,Manora,1556800000.0,176700000.0,1733500000.0
