Year,District,Rural/Urban,Select School Management Type,Primary School (I-V),Upper Primary School (I-VIII),Higher Secondary School (I-XII),Secondary School (I-X),Secondary School (VI-X)
2016,Thane,Urban,Others,27,59,0,6,7
2016,Thane,Urban,Private Unaided (Recognized),158,680,35,78,451
2017,Thane,Rural,Government Aided,8,26,30,49,48
2017,Thane,Rural,Local Body,972,325,0,0,0
2017,Thane,Rural,Others,21,22,10,11,1
2017,Thane,Rural,Private Unaided (Recognized),44,58,10,29,25
2017,Thane,Urban,Government Aided,133,328,70,94,173
2017,Thane,Urban,Local Body,77,384,0,3,14
2017,Thane,Urban,Others,30,78,5,10,8
2017,Thane,Urban,Private Unaided (Recognized),133,678,65,94,404
2018,Thane,Rural,Government Aided,8,26,30,50,48
2018,Thane,Rural,Local Body,973,324,0,0,0
2018,Thane,Rural,Others,19,13,10,12,1
2018,Thane,Rural,Private Unaided (Recognized),53,61,14,33,26
2018,Thane,Urban,Government Aided,131,325,69,93,174
2018,Thane,Urban,Local Body,77,382,0,3,13
2018,Thane,Urban,Others,34,58,3,8,10
2018,Thane,Urban,Private Unaided (Recognized),161,693,74,94,403
2019,Thane,Rural,Government Aided,8,27,30,49,50
2019,Thane,Rural,Local Body,969,325,0,0,0
2019,Thane,Rural,Others,23,14,9,14,1
2019,Thane,Rural,Private Unaided (Recognized),49,58,24,39,25
2019,Thane,Urban,Government Aided,130,326,69,93,171
2019,Thane,Urban,Local Body,74,381,0,3,15
2019,Thane,Urban,Others,46,54,3,7,6
2019,Thane,Urban,Private Unaided (Recognized),156,690,89,102,396
2020,Thane,Rural,Government Aided,7,25,27,49,49
2020,Thane,Rural,Local Body,965,315,0,0,0
2020,Thane,Rural,Others,18,15,8,14,0
2020,Thane,Rural,Private Unaided (Recognized),45,51,22,33,21
2020,Thane,Urban,Government Aided,133,330,71,93,174
2020,Thane,Urban,Local Body,76,390,0,5,15
2020,Thane,Urban,Others,46,51,3,8,6
2020,Thane,Urban,Private Unaided (Recognized),153,705,101,110,400
2021,Thane,Rural,Government Aided,10,40,29,51,57
2021,Thane,Rural,Local Body,976,333,0,0,0
2021,Thane,Rural,Others,16,14,8,14,0
2021,Thane,Rural,Private Unaided (Recognized),45,98,37,46,44
2021,Thane,Urban,Government Aided,129,315,69,91,167
2021,Thane,Urban,Local Body,64,374,0,5,15
2021,Thane,Urban,Others,37,42,3,5,2
2021,Thane,Urban,Private Unaided (Recognized),142,655,96,100,374
2012,Wardha,Rural,Government Aided,9,4,53,80,37
2012,Wardha,Rural,Local Body,630,296,0,0,0
2012,Wardha,Rural,Others,14,10,2,8,3
2012,Wardha,Rural,Private Unaided (Recognized),19,18,2,11,10
2012,Wardha,Urban,Government Aided,24,16,15,21,3
2012,Wardha,Urban,Local Body,53,3,8,1,0
2012,Wardha,Urban,Others,16,4,2,1,0
2012,Wardha,Urban,Private Unaided (Recognized),25,23,3,5,7
2013,Wardha,Rural,Government Aided,16,11,55,84,0
2013,Wardha,Rural,Central Govt,0,0,0,0,0
2013,Wardha,Rural,Local Body,627,296,0,0,0
2013,Wardha,Rural,Others,4,4,0,5,53
2013,Wardha,Rural,Private Unaided (Recognized),26,19,3,11,0
2013,Wardha,Urban,Government Aided,25,17,15,21,0
2013,Wardha,Urban,Central Govt,0,0,1,0,0
2013,Wardha,Urban,Local Body,53,3,8,1,0
2013,Wardha,Urban,Others,3,1,1,0,10
2013,Wardha,Urban,Private Unaided (Recognized),36,24,3,5,0
2014,Wardha,Rural,Government Aided,16,11,55,84,43
2014,Wardha,Rural,Central Govt,0,0,0,0,0
2014,Wardha,Rural,Local Body,628,296,0,0,0
2014,Wardha,Rural,Others,2,4,0,5,0
2014,Wardha,Rural,Private Unaided (Recognized),40,21,3,11,11
2014,Wardha,Urban,Government Aided,25,17,15,21,3
2014,Wardha,Urban,Central Govt,0,0,1,0,0
2014,Wardha,Urban,Local Body,52,3,8,1,0
2014,Wardha,Urban,Others,3,0,0,0,0
2014,Wardha,Urban,Private Unaided (Recognized),35,24,4,5,7
2015,Wardha,Rural,Government Aided,17,11,55,84,43
2015,Wardha,Rural,Central Govt,1,1,0,0,0
2015,Wardha,Rural,Local Body,624,296,0,0,0
2015,Wardha,Rural,Others,3,1,0,5,1
2015,Wardha,Rural,Private Unaided (Recognized),43,20,3,12,10
2015,Wardha,Urban,Government Aided,25,17,15,21,3
2015,Wardha,Urban,Central Govt,1,0,1,0,0
2015,Wardha,Urban,Local Body,52,3,8,1,0
2015,Wardha,Urban,Others,2,0,0,0,0
2015,Wardha,Urban,Private Unaided (Recognized),36,25,4,5,7
2016,Wardha,Rural,Government Aided,16,10,54,83,43
2016,Wardha,Rural,Central Govt,0,1,0,0,0
2016,Wardha,Rural,Local Body,621,295,0,0,0
2016,Wardha,Rural,Others,3,2,0,4,1
2016,Wardha,Rural,Private Unaided (Recognized),47,20,3,13,10
2016,Wardha,Urban,Government Aided,25,18,16,22,3
2016,Wardha,Urban,Central Govt,0,0,1,0,0
2016,Wardha,Urban,Local Body,54,4,8,1,0
2016,Wardha,Urban,Others,1,0,0,0,0
2016,Wardha,Urban,Private Unaided (Recognized),36,27,4,5,7
2017,Wardha,Rural,Government Aided,17,13,52,74,50
2017,Wardha,Rural,Local Body,618,296,0,0,0
2017,Wardha,Rural,Others,4,3,0,3,1
2017,Wardha,Rural,Private Unaided (Recognized),45,24,6,17,9
2017,Wardha,Urban,Government Aided,26,17,16,20,6
2017,Wardha,Urban,Local Body,53,4,5,2,0
2017,Wardha,Urban,Others,1,1,1,0,0
2017,Wardha,Urban,Private Unaided (Recognized),28,20,5,19,6
2018,Wardha,Rural,Government Aided,17,12,51,74,50
2018,Wardha,Rural,Local Body,614,296,0,0,0
2018,Wardha,Rural,Others,5,3,0,2,2
2018,Wardha,Rural,Private Unaided (Recognized),40,26,6,20,10
2018,Wardha,Urban,Government Aided,25,17,17,20,6
2018,Wardha,Urban,Local Body,53,4,5,2,0
2018,Wardha,Urban,Others,0,1,1,0,0
2018,Wardha,Urban,Private Unaided (Recognized),28,20,5,20,6
2019,Wardha,Rural,Government Aided,17,14,53,74,53
2019,Wardha,Rural,Local Body,607,297,0,0,0
2019,Wardha,Rural,Others,4,2,0,3,2
2019,Wardha,Rural,Private Unaided (Recognized),44,28,7,23,8
2019,Wardha,Urban,Government Aided,25,15,16,19,6
2019,Wardha,Urban,Local Body,52,3,5,2,0
2019,Wardha,Urban,Others,0,1,1,0,0
2019,Wardha,Urban,Private Unaided (Recognized),24,17,6,20,6
2020,Wardha,Rural,Government Aided,17,14,52,74,53
2020,Wardha,Rural,Local Body,607,297,0,0,0
2020,Wardha,Rural,Others,3,2,0,3,2
2020,Wardha,Rural,Private Unaided (Recognized),46,28,8,23,7
2020,Wardha,Urban,Government Aided,25,15,16,19,5
2020,Wardha,Urban,Local Body,51,3,5,2,0
2020,Wardha,Urban,Others,0,0,1,0,0
2020,Wardha,Urban,Private Unaided (Recognized),22,17,6,20,6
2021,Wardha,Rural,Government Aided,16,14,46,69,52
2021,Wardha,Rural,Local Body,597,293,0,0,0
2021,Wardha,Rural,Others,1,0,1,3,2
2021,Wardha,Rural,Private Unaided (Recognized),36,32,6,22,7
2021,Wardha,Urban,Government Aided,25,15,22,23,6
2021,Wardha,Urban,Local Body,62,7,5,2,0
2021,Wardha,Urban,Others,1,1,0,0,0
2021,Wardha,Urban,Private Unaided (Recognized),25,14,8,21,6
2012,Washim,Rural,Government Aided,2,4,73,46,25
2012,Washim,Rural,Local Body,464,308,3,0,1
2012,Washim,Rural,Others,18,23,4,10,5
2012,Washim,Rural,Private Unaided (Recognized),28,14,13,11,23
2012,Washim,Urban,Government Aided,10,16,13,18,0
2012,Washim,Urban,Local Body,33,6,5,1,0
2012,Washim,Urban,Others,7,3,0,0,0
2012,Washim,Urban,Private Unaided (Recognized),28,19,1,10,4
2013,Washim,Rural,Government Aided,13,24,77,50,4
2013,Washim,Rural,Local Body,465,308,3,0,0
2013,Washim,Rural,Others,0,3,1,1,49
2013,Washim,Rural,Private Unaided (Recognized),38,13,12,15,1
2013,Washim,Urban,Government Aided,13,25,13,18,0
2013,Washim,Urban,Central Govt,0,0,0,0,0
2013,Washim,Urban,Local Body,33,6,5,1,0
2013,Washim,Urban,Others,1,1,0,0,3
2013,Washim,Urban,Private Unaided (Recognized),31,12,1,10,1
2014,Washim,Rural,Government Aided,14,25,86,58,32
2014,Washim,Rural,Central Govt,0,1,0,0,0
2014,Washim,Rural,Local Body,466,308,3,0,0
2014,Washim,Rural,Others,4,3,1,1,0
2014,Washim,Rural,Private Unaided (Recognized),54,13,3,7,23
2014,Washim,Urban,Government Aided,16,29,14,19,0
2014,Washim,Urban,Central Govt,0,0,0,0,0
2014,Washim,Urban,Local Body,33,6,5,1,0
2014,Washim,Urban,Others,2,1,0,0,0
2014,Washim,Urban,Private Unaided (Recognized),31,8,0,10,4
2015,Washim,Rural,Government Aided,14,25,83,57,32
2015,Washim,Rural,Central Govt,5,0,0,0,0
2015,Washim,Rural,Local Body,465,308,3,0,0
2015,Washim,Rural,Others,2,3,1,1,0
2015,Washim,Rural,Private Unaided (Recognized),59,17,6,9,22
2015,Washim,Urban,Government Aided,15,27,14,19,1
2015,Washim,Urban,Central Govt,2,0,0,0,0
2015,Washim,Urban,Local Body,34,6,5,1,0
2015,Washim,Urban,Others,1,1,0,0,0
2015,Washim,Urban,Private Unaided (Recognized),38,10,0,9,3
2016,Washim,Rural,Government Aided,14,25,87,60,38
2016,Washim,Rural,Local Body,465,308,3,0,0
2016,Washim,Rural,Others,9,4,1,1,0
2016,Washim,Rural,Private Unaided (Recognized),65,15,2,8,16
2016,Washim,Urban,Government Aided,16,28,14,20,1
2016,Washim,Urban,Central Govt,0,0,0,0,0
2016,Washim,Urban,Local Body,33,6,5,1,0
2016,Washim,Urban,Others,4,1,0,0,1
2016,Washim,Urban,Private Unaided (Recognized),38,10,0,8,3
2017,Washim,Rural,Government Aided,12,25,94,55,33
2017,Washim,Rural,Local Body,473,299,2,0,0
2017,Washim,Rural,Others,7,3,1,2,2
2017,Washim,Rural,Private Unaided (Recognized),67,13,12,13,19
2017,Washim,Urban,Government Aided,14,33,15,21,2
2017,Washim,Urban,Local Body,31,8,5,1,0
2017,Washim,Urban,Others,3,1,0,0,1
2017,Washim,Urban,Private Unaided (Recognized),32,20,1,14,2
2018,Washim,Rural,Government Aided,11,24,94,54,38
2018,Washim,Rural,Local Body,469,300,2,0,0
2018,Washim,Rural,Others,5,2,1,2,2
2018,Washim,Rural,Private Unaided (Recognized),60,17,13,11,12
2018,Washim,Urban,Government Aided,13,33,15,22,2
2018,Washim,Urban,Local Body,29,8,5,1,0
2018,Washim,Urban,Others,2,2,0,0,0
2018,Washim,Urban,Private Unaided (Recognized),28,22,2,15,2
2019,Washim,Rural,Government Aided,12,24,95,54,42
2019,Washim,Rural,Local Body,468,301,2,0,0
2019,Washim,Rural,Others,4,2,1,2,2
2019,Washim,Rural,Private Unaided (Recognized),55,18,14,10,8
2019,Washim,Urban,Government Aided,14,33,15,24,2
2019,Washim,Urban,Local Body,29,8,5,1,0
2019,Washim,Urban,Others,2,2,0,0,0
2019,Washim,Urban,Private Unaided (Recognized),28,16,3,17,2
2020,Washim,Rural,Government Aided,12,24,95,54,42
2020,Washim,Rural,Local Body,468,301,2,0,0
2020,Washim,Rural,Others,4,1,1,3,2
2020,Washim,Rural,Private Unaided (Recognized),55,17,16,11,8
2020,Washim,Urban,Government Aided,14,33,16,23,2
2020,Washim,Urban,Local Body,29,8,5,1,0
2020,Washim,Urban,Others,2,2,0,0,0
2020,Washim,Urban,Private Unaided (Recognized),26,15,4,19,2
2021,Washim,Rural,Government Aided,12,20,89,52,42
2021,Washim,Rural,Local Body,463,300,2,0,0
2021,Washim,Rural,Others,1,1,1,3,2
2021,Washim,Rural,Private Unaided (Recognized),44,15,18,15,7
2021,Washim,Urban,Government Aided,15,40,22,24,2
2021,Washim,Urban,Local Body,33,10,5,1,0
2021,Washim,Urban,Others,4,1,0,1,0
2021,Washim,Urban,Private Unaided (Recognized),30,20,3,17,4
2012,Yavatmal,Rural,Government Aided,14,20,96,100,81
2012,Yavatmal,Rural,Local Body,1341,776,5,17,4
2012,Yavatmal,Rural,Others,30,83,13,33,26
2012,Yavatmal,Rural,Private Unaided (Recognized),86,27,16,25,32
2012,Yavatmal,Urban,Government Aided,23,18,29,26,6
2012,Yavatmal,Urban,Local Body,31,71,5,6,3
2012,Yavatmal,Urban,Others,9,6,0,1,0
2012,Yavatmal,Urban,Private Unaided (Recognized),34,20,6,11,9
2013,Yavatmal,Rural,Government Aided,29,84,94,100,1
2013,Yavatmal,Rural,Central Govt,0,0,0,1,0
2013,Yavatmal,Rural,Local Body,1334,775,5,17,0
2013,Yavatmal,Rural,Others,6,10,7,18,146
2013,Yavatmal,Rural,Private Unaided (Recognized),91,33,19,35,0
2013,Yavatmal,Urban,Government Aided,31,25,33,28,0
2013,Yavatmal,Urban,Local Body,39,72,5,6,0
2013,Yavatmal,Urban,Others,2,1,0,0,20
2013,Yavatmal,Urban,Private Unaided (Recognized),41,18,7,13,0
2014,Yavatmal,Rural,Government Aided,33,86,98,106,110
2014,Yavatmal,Rural,Central Govt,0,0,0,1,0
2014,Yavatmal,Rural,Local Body,1336,776,5,17,4
2014,Yavatmal,Rural,Others,6,9,7,18,0
2014,Yavatmal,Rural,Private Unaided (Recognized),108,30,15,28,37
2014,Yavatmal,Urban,Government Aided,32,27,34,28,7
2014,Yavatmal,Urban,Local Body,39,72,5,6,3
2014,Yavatmal,Urban,Others,1,1,0,0,0
2014,Yavatmal,Urban,Private Unaided (Recognized),43,17,6,13,9
2015,Yavatmal,Rural,Government Aided,35,86,102,110,108
2015,Yavatmal,Rural,Central Govt,1,0,0,1,0
2015,Yavatmal,Rural,Local Body,1333,774,5,17,4
2015,Yavatmal,Rural,Others,7,9,7,18,0
2015,Yavatmal,Rural,Private Unaided (Recognized),127,29,11,24,35
2015,Yavatmal,Urban,Government Aided,33,28,35,28,8
2015,Yavatmal,Urban,Central Govt,1,0,0,0,0
2015,Yavatmal,Urban,Local Body,40,69,5,6,3
2015,Yavatmal,Urban,Others,1,1,0,0,0
2015,Yavatmal,Urban,Private Unaided (Recognized),53,16,5,13,9
2016,Yavatmal,Rural,Government Aided,28,83,102,109,106
2016,Yavatmal,Rural,Central Govt,0,0,0,1,0
2016,Yavatmal,Rural,Local Body,1327,770,4,17,4
2016,Yavatmal,Rural,Others,5,9,7,18,0
2016,Yavatmal,Rural,Private Unaided (Recognized),131,31,10,19,28
2016,Yavatmal,Urban,Government Aided,41,34,35,31,10
2016,Yavatmal,Urban,Local Body,38,72,6,6,3
2016,Yavatmal,Urban,Others,3,1,0,0,0
2016,Yavatmal,Urban,Private Unaided (Recognized),59,20,6,18,13
2017,Yavatmal,Rural,Government Aided,29,82,103,102,119
2017,Yavatmal,Rural,Local Body,1299,787,2,9,10
2017,Yavatmal,Rural,Others,5,4,5,10,13
2017,Yavatmal,Rural,Private Unaided (Recognized),96,50,6,23,20
2017,Yavatmal,Urban,Government Aided,39,36,39,35,13
2017,Yavatmal,Urban,Local Body,35,76,5,3,6
2017,Yavatmal,Urban,Others,3,1,1,0,1
2017,Yavatmal,Urban,Private Unaided (Recognized),39,30,9,27,9
2018,Yavatmal,Rural,Government Aided,28,83,105,102,123
2018,Yavatmal,Rural,Local Body,1287,788,1,8,11
2018,Yavatmal,Rural,Others,5,3,5,10,12
2018,Yavatmal,Rural,Private Unaided (Recognized),93,50,4,27,14
2018,Yavatmal,Urban,Government Aided,40,36,39,35,14
2018,Yavatmal,Urban,Local Body,34,73,5,5,5
2018,Yavatmal,Urban,Others,3,1,1,0,1
2018,Yavatmal,Urban,Private Unaided (Recognized),42,31,11,28,9
2019,Yavatmal,Rural,Government Aided,30,84,105,102,126
2019,Yavatmal,Rural,Local Body,1287,784,1,8,11
2019,Yavatmal,Rural,Others,3,3,5,12,10
2019,Yavatmal,Rural,Private Unaided (Recognized),82,55,5,33,12
2019,Yavatmal,Urban,Government Aided,40,37,37,37,14
2019,Yavatmal,Urban,Local Body,33,71,5,7,5
2019,Yavatmal,Urban,Others,3,1,1,0,1
2019,Yavatmal,Urban,Private Unaided (Recognized),36,33,12,31,9
2020,Yavatmal,Rural,Government Aided,28,85,104,102,126
2020,Yavatmal,Rural,Local Body,1287,784,1,8,11
2020,Yavatmal,Rural,Others,2,0,6,15,9
2020,Yavatmal,Rural,Private Unaided (Recognized),75,55,10,31,12
2020,Yavatmal,Urban,Government Aided,40,37,37,37,14
2020,Yavatmal,Urban,Local Body,32,70,5,8,4
2020,Yavatmal,Urban,Others,3,0,1,0,1
2020,Yavatmal,Urban,Private Unaided (Recognized),35,35,14,31,9
2021,Yavatmal,Rural,Government Aided,22,73,90,91,119
2021,Yavatmal,Rural,Local Body,1265,768,1,8,10
2021,Yavatmal,Rural,Others,1,0,7,14,7
2021,Yavatmal,Rural,Private Unaided (Recognized),51,37,7,23,9
2021,Yavatmal,Urban,Government Aided,45,50,51,48,21
2021,Yavatmal,Urban,Local Body,54,85,5,8,5
2021,Yavatmal,Urban,Others,1,0,1,0,3
2021,Yavatmal,Urban,Private Unaided (Recognized),51,57,21,37,12
2024,Ahilyanagar,Rural,Government Aided,28,43,183,337,135
2024,Ahilyanagar,Rural,Local Body,2840,529,0,0,0
2024,Ahilyanagar,Rural,Others,0,2,8,16,1
2024,Ahilyanagar,Rural,Private Unaided (Recognized),82,60,107,68,42
2024,Ahilyanagar,Urban,Government Aided,55,63,56,46,27
2024,Ahilyanagar,Urban,Local Body,156,59,0,1,0
2024,Ahilyanagar,Urban,Others,1,0,0,0,2
2024,Ahilyanagar,Urban,Private Unaided (Recognized),44,43,28,27,13
2024,Akola,Rural,Government Aided,6,21,79,60,76
2024,Akola,Rural,Local Body,524,337,2,1,1
2024,Akola,Rural,Others,0,0,1,1,4
2024,Akola,Rural,Private Unaided (Recognized),65,17,8,17,8
2024,Akola,Urban,Government Aided,28,59,43,46,26
2024,Akola,Urban,Local Body,48,63,3,6,0
2024,Akola,Urban,Others,4,2,0,0,0
2024,Akola,Urban,Private Unaided (Recognized),49,53,24,30,11
2024,Amravati,Rural,Government Aided,28,26,104,135,119
2024,Amravati,Rural,Local Body,882,652,4,5,5
2024,Amravati,Rural,Others,0,1,9,10,6
2024,Amravati,Rural,Private Unaided (Recognized),54,23,22,36,9
2024,Amravati,Urban,Government Aided,64,50,67,67,20
2024,Amravati,Urban,Local Body,86,59,8,16,2
2024,Amravati,Urban,Others,0,0,0,1,2
2024,Amravati,Urban,Private Unaided (Recognized),59,40,28,58,6
2024,Beed,Rural,Government Aided,19,53,134,198,47
2024,Beed,Rural,Local Body,1756,529,0,38,5
2024,Beed,Rural,Others,0,0,0,3,0
2024,Beed,Rural,Private Unaided (Recognized),60,59,67,38,9
2024,Beed,Urban,Government Aided,43,112,32,68,19
2024,Beed,Urban,Local Body,73,46,1,16,3
2024,Beed,Urban,Others,1,0,0,0,3
2024,Beed,Urban,Private Unaided (Recognized),27,57,33,26,7
2024,Bhandara,Rural,Government Aided,40,26,54,80,33
2024,Bhandara,Rural,Local Body,504,246,15,8,1
2024,Bhandara,Rural,Others,0,0,1,1,1
2024,Bhandara,Rural,Private Unaided (Recognized),10,23,15,20,8
2024,Bhandara,Urban,Government Aided,25,18,14,11,3
2024,Bhandara,Urban,Local Body,20,6,10,2,0
2024,Bhandara,Urban,Others,1,0,0,0,0
2024,Bhandara,Urban,Private Unaided (Recognized),5,15,11,11,1
2024,Buldhana,Rural,Government Aided,26,38,107,115,76
2024,Buldhana,Rural,Local Body,821,563,6,14,9
2024,Buldhana,Rural,Others,0,0,0,3,3
2024,Buldhana,Rural,Private Unaided (Recognized),65,31,50,36,2
2024,Buldhana,Urban,Government Aided,26,39,42,22,4
2024,Buldhana,Urban,Local Body,83,23,5,6,3
2024,Buldhana,Urban,Others,0,0,0,0,2
2024,Buldhana,Urban,Private Unaided (Recognized),28,24,20,30,5
2024,Chandrapur,Rural,Government Aided,18,35,66,79,96
2024,Chandrapur,Rural,Local Body,908,547,0,8,6
2024,Chandrapur,Rural,Others,0,0,5,6,6
2024,Chandrapur,Rural,Private Unaided (Recognized),27,12,27,27,9
2024,Chandrapur,Urban,Government Aided,31,34,37,33,8
2024,Chandrapur,Urban,Local Body,93,31,3,5,2
2024,Chandrapur,Urban,Others,0,0,2,0,1
2024,Chandrapur,Urban,Private Unaided (Recognized),40,42,24,66,8
2024,Chh. Sambhaji Nagar,Rural,Government Aided,27,92,117,78,79
2024,Chh. Sambhaji Nagar,Rural,Local Body,1220,738,6,63,1
2024,Chh. Sambhaji Nagar,Rural,Others,1,0,0,5,0
2024,Chh. Sambhaji Nagar,Rural,Private Unaided (Recognized),85,148,204,67,26
2024,Chh. Sambhaji Nagar,Urban,Government Aided,74,261,46,91,76
2024,Chh. Sambhaji Nagar,Urban,Local Body,63,66,5,8,1
2024,Chh. Sambhaji Nagar,Urban,Others,0,0,1,0,2
2024,Chh. Sambhaji Nagar,Urban,Private Unaided (Recognized),72,230,71,58,46
2024,Dharashiv,Rural,Government Aided,15,40,47,102,111
2024,Dharashiv,Rural,Local Body,561,422,2,35,0
2024,Dharashiv,Rural,Others,0,0,0,2,2
2024,Dharashiv,Rural,Private Unaided (Recognized),37,11,18,11,12
2024,Dharashiv,Urban,Government Aided,34,47,14,24,16
2024,Dharashiv,Urban,Local Body,51,26,2,11,1
2024,Dharashiv,Urban,Others,1,0,0,0,1
2024,Dharashiv,Urban,Private Unaided (Recognized),27,23,10,8,11
2024,Dhule,Rural,Government Aided,45,56,97,183,28
2024,Dhule,Rural,Local Body,1027,52,0,0,0
2024,Dhule,Rural,Others,0,8,7,7,2
2024,Dhule,Rural,Private Unaided (Recognized),40,29,9,34,0
2024,Dhule,Urban,Government Aided,51,65,40,39,10
2024,Dhule,Urban,Local Body,42,16,1,1,0
2024,Dhule,Urban,Others,0,0,1,1,1
2024,Dhule,Urban,Private Unaided (Recognized),23,17,10,17,9
2024,Gadchiroli,Rural,Government Aided,8,24,50,59,33
2024,Gadchiroli,Rural,Local Body,1017,385,3,1,2
2024,Gadchiroli,Rural,Others,1,2,20,26,31
2024,Gadchiroli,Rural,Private Unaided (Recognized),11,9,3,12,6
2024,Gadchiroli,Urban,Government Aided,9,14,27,10,3
2024,Gadchiroli,Urban,Local Body,54,17,4,0,6
2024,Gadchiroli,Urban,Others,1,2,1,5,7
2024,Gadchiroli,Urban,Private Unaided (Recognized),13,22,8,15,1
2024,Gondia,Rural,Government Aided,17,45,64,40,57
2024,Gondia,Rural,Local Body,565,414,13,4,0
2024,Gondia,Rural,Others,1,0,8,4,3
2024,Gondia,Rural,Private Unaided (Recognized),28,26,18,16,0
2024,Gondia,Urban,Government Aided,13,21,18,11,6
2024,Gondia,Urban,Local Body,41,12,6,6,0
2024,Gondia,Urban,Private Unaided (Recognized),7,32,29,14,4
2024,Hingoli,Rural,Government Aided,6,21,37,37,21
2024,Hingoli,Rural,Local Body,484,314,0,34,1
2024,Hingoli,Rural,Others,0,0,1,4,0
2024,Hingoli,Rural,Private Unaided (Recognized),18,22,32,18,4
2024,Hingoli,Urban,Government Aided,17,39,10,13,6
2024,Hingoli,Urban,Local Body,21,15,0,6,3
2024,Hingoli,Urban,Others,0,0,1,0,1
2024,Hingoli,Urban,Private Unaided (Recognized),11,20,17,7,7
2024,Jalgaon,Rural,Government Aided,39,55,106,331,39
2024,Jalgaon,Rural,Local Body,1327,398,0,0,0
2024,Jalgaon,Rural,Others,1,5,5,11,0
2024,Jalgaon,Rural,Private Unaided (Recognized),77,45,43,53,11
2024,Jalgaon,Urban,Government Aided,92,99,68,100,18
2024,Jalgaon,Urban,Local Body,50,98,5,4,4
2024,Jalgaon,Urban,Others,1,0,0,0,0
2024,Jalgaon,Urban,Private Unaided (Recognized),46,81,21,36,15
2024,Jalna,Rural,Government Aided,9,24,72,79,37
2024,Jalna,Rural,Local Body,884,532,1,28,4
2024,Jalna,Rural,Others,1,0,1,0,0
2024,Jalna,Rural,Private Unaided (Recognized),77,36,82,34,7
2024,Jalna,Urban,Government Aided,33,69,16,29,13
2024,Jalna,Urban,Local Body,26,22,0,10,3
2024,Jalna,Urban,Others,0,1,0,0,3
2024,Jalna,Urban,Private Unaided (Recognized),43,36,33,39,7
2024,Kolhapur,Rural,Government Aided,39,37,103,203,282
2024,Kolhapur,Rural,Local Body,1057,845,1,1,0
2024,Kolhapur,Rural,Others,1,0,0,4,4
2024,Kolhapur,Rural,Private Unaided (Recognized),95,81,42,65,34
2024,Kolhapur,Urban,Government Aided,92,56,49,62,34
2024,Kolhapur,Urban,Local Body,49,116,2,2,0
2024,Kolhapur,Urban,Private Unaided (Recognized),52,57,7,28,17
2024,Latur,Rural,Government Aided,50,75,104,167,102
2024,Latur,Rural,Local Body,692,494,0,37,1
2024,Latur,Rural,Others,0,1,1,0,5
2024,Latur,Rural,Private Unaided (Recognized),52,37,42,19,13
2024,Latur,Urban,Government Aided,75,217,40,63,34
2024,Latur,Urban,Local Body,37,12,0,13,0
2024,Latur,Urban,Others,1,0,1,0,2
2024,Latur,Urban,Private Unaided (Recognized),37,46,29,24,27
2024,Mumbai,Urban,Government Aided,0,3,165,436,98
2024,Mumbai,Urban,Others,0,0,9,5,0
2024,Mumbai,Urban,Private Unaided (Recognized),7,8,238,481,55
2024,Mumbai Suburban,Urban,Government Aided,399,18,0,0,0
2024,Mumbai Suburban,Urban,Local Body,123,735,0,108,11
2024,Mumbai Suburban,Urban,Others,71,46,0,7,0
2024,Mumbai Suburban,Urban,Private Unaided (Recognized),608,66,0,10,0
2024,Nagpur,Rural,Government Aided,36,49,95,120,64
2024,Nagpur,Rural,Local Body,981,479,6,7,2
2024,Nagpur,Rural,Others,1,1,3,8,3
2024,Nagpur,Rural,Private Unaided (Recognized),83,64,75,95,4
2024,Nagpur,Urban,Government Aided,200,202,140,159,52
2024,Nagpur,Urban,Local Body,90,86,8,12,10
2024,Nagpur,Urban,Others,0,0,4,3,2
2024,Nagpur,Urban,Private Unaided (Recognized),155,195,95,127,71
2024,Nanded,Rural,Government Aided,71,110,83,170,81
2024,Nanded,Rural,Local Body,1383,611,0,58,8
2024,Nanded,Rural,Others,2,4,8,9,1
2024,Nanded,Rural,Private Unaided (Recognized),79,29,63,43,15
2024,Nanded,Urban,Government Aided,101,189,43,64,34
2024,Nanded,Urban,Local Body,63,55,0,22,5
2024,Nanded,Urban,Others,1,0,2,2,3
2024,Nanded,Urban,Private Unaided (Recognized),53,37,39,35,13
2024,Nandurbar,Rural,Government Aided,26,58,43,162,33
2024,Nandurbar,Rural,Local Body,1214,150,0,1,5
2024,Nandurbar,Rural,Others,1,15,15,42,2
2024,Nandurbar,Rural,Private Unaided (Recognized),41,17,6,30,2
2024,Nandurbar,Urban,Government Aided,28,16,21,18,3
2024,Nandurbar,Urban,Local Body,53,12,1,1,1
2024,Nandurbar,Urban,Others,1,0,0,3,0
2024,Nandurbar,Urban,Private Unaided (Recognized),10,10,2,6,3
2024,Nashik,Rural,Government Aided,24,104,146,213,221
2024,Nashik,Rural,Local Body,2532,656,0,0,4
2024,Nashik,Rural,Others,0,3,24,56,8
2024,Nashik,Rural,Private Unaided (Recognized),122,71,67,73,32
2024,Nashik,Urban,Government Aided,100,112,58,83,39
2024,Nashik,Urban,Local Body,74,182,1,2,10
2024,Nashik,Urban,Others,2,2,6,4,0
2024,Nashik,Urban,Private Unaided (Recognized),66,86,51,77,32
2024,Palghar,Rural,Government Aided,9,48,20,49,53
2024,Palghar,Rural,Local Body,1461,424,0,39,4
2024,Palghar,Rural,Others,0,9,31,31,1
