Year,District,Select Schooling Level,Social Category,Overall,Boys,Girls
2021,Buldhana,Secondary (IX-X),ST,20.58,21.88,18.95
2021,Chandrapur,Primary (I-V),Overall,0.0,0.0,0.0
2021,Chandrapur,Primary (I-V),General,0.0,0.0,0.0
2021,Chandrapur,Primary (I-V),OBC,0.54,0.85,0.22
2021,Chandrapur,Primary (I-V),SC,0.0,0.0,0.0
2021,Chandrapur,Primary (I-V),ST,1.27,1.17,1.38
2021,Chandrapur,Upper Primary (VI-VIII),Overall,0.0,0.0,0.02
2021,Chandrapur,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Chandrapur,Upper Primary (VI-VIII),OBC,0.69,0.06,1.36
2021,Chandrapur,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2021,Chandrapur,Upper Primary (VI-VIII),ST,1.63,1.43,1.85
2021,Chandrapur,Secondary (IX-X),Overall,7.08,8.51,5.51
2021,Chandrapur,Secondary (IX-X),General,1.54,3.48,0.0
2021,Chandrapur,Secondary (IX-X),OBC,6.73,8.38,4.95
2021,Chandrapur,Secondary (IX-X),SC,6.01,7.82,4.02
2021,Chandrapur,Secondary (IX-X),ST,11.42,11.74,11.06
2021,Chh. Sambhaji Nagar,Primary (I-V),Overall,0.0,0.03,0.0
2021,Chh. Sambhaji Nagar,Primary (I-V),General,0.0,0.0,0.0
2021,Chh. Sambhaji Nagar,Primary (I-V),OBC,1.26,0.68,1.96
2021,Chh. Sambhaji Nagar,Primary (I-V),SC,1.31,1.39,1.21
2021,Chh. Sambhaji Nagar,Primary (I-V),ST,0.0,0.01,0.0
2021,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),Overall,3.54,3.43,3.66
2021,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),General,3.54,3.21,3.92
2021,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),OBC,3.68,4.07,3.2
2021,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),SC,3.42,3.71,3.09
2021,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),ST,3.13,1.48,5.02
2021,Chh. Sambhaji Nagar,Secondary (IX-X),Overall,10.9,9.82,12.22
2021,Chh. Sambhaji Nagar,Secondary (IX-X),General,10.61,9.53,11.89
2021,Chh. Sambhaji Nagar,Secondary (IX-X),OBC,10.26,9.07,11.74
2021,Chh. Sambhaji Nagar,Secondary (IX-X),SC,10.77,9.85,11.8
2021,Chh. Sambhaji Nagar,Secondary (IX-X),ST,18.01,16.59,19.83
2021,Dharashiv,Primary (I-V),Overall,0.0,0.0,0.0
2021,Dharashiv,Primary (I-V),General,0.0,0.0,0.0
2021,Dharashiv,Primary (I-V),OBC,2.79,3.15,2.39
2021,Dharashiv,Primary (I-V),SC,0.0,0.03,0.0
2021,Dharashiv,Primary (I-V),ST,0.0,0.0,0.0
2021,Dharashiv,Upper Primary (VI-VIII),Overall,0.0,0.0,0.0
2021,Dharashiv,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Dharashiv,Upper Primary (VI-VIII),OBC,0.64,0.2,1.12
2021,Dharashiv,Upper Primary (VI-VIII),SC,0.0,0.0,0.26
2021,Dharashiv,Upper Primary (VI-VIII),ST,0.0,0.0,1.34
2021,Dharashiv,Secondary (IX-X),Overall,14.88,14.55,15.28
2021,Dharashiv,Secondary (IX-X),General,15.34,15.59,15.05
2021,Dharashiv,Secondary (IX-X),OBC,14.34,12.92,15.92
2021,Dharashiv,Secondary (IX-X),SC,14.7,14.39,15.07
2021,Dharashiv,Secondary (IX-X),ST,13.45,12.9,14.17
2021,Dhule,Primary (I-V),Overall,0.0,0.0,0.0
2021,Dhule,Primary (I-V),General,0.0,0.0,0.0
2021,Dhule,Primary (I-V),OBC,0.0,0.0,0.0
2021,Dhule,Primary (I-V),SC,0.91,0.0,2.32
2021,Dhule,Primary (I-V),ST,0.09,0.11,0.05
2021,Dhule,Upper Primary (VI-VIII),Overall,1.34,1.25,1.45
2021,Dhule,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Dhule,Upper Primary (VI-VIII),OBC,2.61,1.64,3.74
2021,Dhule,Upper Primary (VI-VIII),SC,2.76,2.38,3.19
2021,Dhule,Upper Primary (VI-VIII),ST,2.45,2.65,2.24
2021,Dhule,Secondary (IX-X),Overall,18.28,18.0,18.61
2021,Dhule,Secondary (IX-X),General,0.0,0.0,0.14
2021,Dhule,Secondary (IX-X),OBC,12.2,11.87,12.61
2021,Dhule,Secondary (IX-X),SC,12.86,14.81,10.55
2021,Dhule,Secondary (IX-X),ST,31.72,31.0,32.61
2021,Gadchiroli,Primary (I-V),Overall,1.18,1.3,1.06
2021,Gadchiroli,Primary (I-V),General,0.0,0.0,0.0
2021,Gadchiroli,Primary (I-V),OBC,0.0,0.0,0.0
2021,Gadchiroli,Primary (I-V),SC,1.57,1.66,1.48
2021,Gadchiroli,Primary (I-V),ST,3.95,4.04,3.87
2021,Gadchiroli,Upper Primary (VI-VIII),Overall,0.35,0.14,0.57
2021,Gadchiroli,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Gadchiroli,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2021,Gadchiroli,Upper Primary (VI-VIII),SC,1.21,1.61,0.79
2021,Gadchiroli,Upper Primary (VI-VIII),ST,2.08,1.44,2.72
2021,Gadchiroli,Secondary (IX-X),Overall,8.94,9.25,8.6
2021,Gadchiroli,Secondary (IX-X),General,4.13,5.59,2.48
2021,Gadchiroli,Secondary (IX-X),OBC,3.76,4.21,3.26
2021,Gadchiroli,Secondary (IX-X),SC,4.12,2.69,5.66
2021,Gadchiroli,Secondary (IX-X),ST,16.17,16.59,15.72
2021,Gondia,Primary (I-V),Overall,0.0,0.0,0.0
2021,Gondia,Primary (I-V),General,0.0,0.0,0.0
2021,Gondia,Primary (I-V),OBC,0.0,0.0,0.0
2021,Gondia,Primary (I-V),SC,0.0,0.0,0.0
2021,Gondia,Primary (I-V),ST,4.63,4.32,4.95
2021,Gondia,Upper Primary (VI-VIII),Overall,0.0,0.0,0.01
2021,Gondia,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Gondia,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2021,Gondia,Upper Primary (VI-VIII),SC,0.45,0.0,0.92
2021,Gondia,Upper Primary (VI-VIII),ST,5.83,5.21,6.46
2021,Gondia,Secondary (IX-X),Overall,1.96,2.11,1.79
2021,Gondia,Secondary (IX-X),General,0.0,0.0,0.0
2021,Gondia,Secondary (IX-X),OBC,0.8,0.18,1.46
2021,Gondia,Secondary (IX-X),SC,4.02,4.54,3.46
2021,Gondia,Secondary (IX-X),ST,6.24,8.08,4.28
2021,Hingoli,Primary (I-V),Overall,0.26,0.43,0.07
2021,Hingoli,Primary (I-V),General,0.0,0.0,0.0
2021,Hingoli,Primary (I-V),OBC,0.32,0.86,0.0
2021,Hingoli,Primary (I-V),SC,0.65,0.65,0.64
2021,Hingoli,Primary (I-V),ST,1.86,1.79,1.94
2021,Hingoli,Upper Primary (VI-VIII),Overall,2.25,1.24,3.35
2021,Hingoli,Upper Primary (VI-VIII),General,0.0,0.0,2.69
2021,Hingoli,Upper Primary (VI-VIII),OBC,5.28,5.63,4.9
2021,Hingoli,Upper Primary (VI-VIII),SC,3.4,2.91,3.94
2021,Hingoli,Upper Primary (VI-VIII),ST,0.4,0.97,0.0
2021,Hingoli,Secondary (IX-X),Overall,8.84,5.95,12.02
2021,Hingoli,Secondary (IX-X),General,6.82,3.81,10.22
2021,Hingoli,Secondary (IX-X),OBC,9.7,7.34,12.26
2021,Hingoli,Secondary (IX-X),SC,10.29,7.98,12.76
2021,Hingoli,Secondary (IX-X),ST,11.39,6.06,17.18
2021,Jalgaon,Primary (I-V),Overall,0.0,0.0,0.0
2021,Jalgaon,Primary (I-V),General,0.0,0.0,0.0
2021,Jalgaon,Primary (I-V),OBC,0.86,0.6,1.16
2021,Jalgaon,Primary (I-V),SC,0.0,0.0,0.0
2021,Jalgaon,Primary (I-V),ST,1.73,1.97,1.46
2021,Jalgaon,Upper Primary (VI-VIII),Overall,1.81,1.62,2.04
2021,Jalgaon,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Jalgaon,Upper Primary (VI-VIII),OBC,2.84,2.76,2.93
2021,Jalgaon,Upper Primary (VI-VIII),SC,0.0,0.0,1.01
2021,Jalgaon,Upper Primary (VI-VIII),ST,4.27,4.32,4.22
2021,Jalgaon,Secondary (IX-X),Overall,18.07,17.99,18.17
2021,Jalgaon,Secondary (IX-X),General,10.61,8.74,12.8
2021,Jalgaon,Secondary (IX-X),OBC,16.11,17.27,14.59
2021,Jalgaon,Secondary (IX-X),SC,14.32,13.98,14.69
2021,Jalgaon,Secondary (IX-X),ST,31.82,30.14,33.91
2021,Jalna,Primary (I-V),Overall,1.13,1.02,1.27
2021,Jalna,Primary (I-V),General,0.0,0.0,0.41
2021,Jalna,Primary (I-V),OBC,1.92,2.23,1.57
2021,Jalna,Primary (I-V),SC,1.64,1.88,1.36
2021,Jalna,Primary (I-V),ST,7.88,5.83,10.13
2021,Jalna,Upper Primary (VI-VIII),Overall,0.22,0.0,1.65
2021,Jalna,Upper Primary (VI-VIII),General,0.22,0.0,2.31
2021,Jalna,Upper Primary (VI-VIII),OBC,0.0,0.0,0.73
2021,Jalna,Upper Primary (VI-VIII),SC,0.89,0.18,1.64
2021,Jalna,Upper Primary (VI-VIII),ST,4.55,6.43,2.38
2021,Jalna,Secondary (IX-X),Overall,7.06,3.9,10.74
2021,Jalna,Secondary (IX-X),General,6.85,4.62,9.46
2021,Jalna,Secondary (IX-X),OBC,6.13,1.54,11.36
2021,Jalna,Secondary (IX-X),SC,9.16,6.03,12.85
2021,Jalna,Secondary (IX-X),ST,10.55,10.1,11.07
2021,Kolhapur,Primary (I-V),Overall,0.0,0.0,0.0
2021,Kolhapur,Primary (I-V),General,0.0,0.0,0.0
2021,Kolhapur,Primary (I-V),OBC,1.52,1.55,1.5
2021,Kolhapur,Primary (I-V),SC,0.0,0.0,0.16
2021,Kolhapur,Primary (I-V),ST,0.0,0.0,0.0
2021,Kolhapur,Upper Primary (VI-VIII),Overall,0.24,0.0,0.71
2021,Kolhapur,Upper Primary (VI-VIII),General,0.13,0.0,0.43
2021,Kolhapur,Upper Primary (VI-VIII),OBC,1.36,0.85,1.98
2021,Kolhapur,Upper Primary (VI-VIII),SC,0.0,0.0,0.55
2021,Kolhapur,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2021,Kolhapur,Secondary (IX-X),Overall,7.49,8.48,6.29
2021,Kolhapur,Secondary (IX-X),General,6.24,7.08,5.2
2021,Kolhapur,Secondary (IX-X),OBC,10.71,12.18,8.86
2021,Kolhapur,Secondary (IX-X),SC,9.1,10.04,8.04
2021,Kolhapur,Secondary (IX-X),ST,0.0,0.0,0.0
2021,Latur,Primary (I-V),Overall,0.53,0.7,0.33
2021,Latur,Primary (I-V),General,0.37,0.73,0.0
2021,Latur,Primary (I-V),OBC,0.8,0.75,0.86
2021,Latur,Primary (I-V),SC,0.67,0.77,0.57
2021,Latur,Primary (I-V),ST,0.0,0.0,0.0
2021,Latur,Upper Primary (VI-VIII),Overall,2.35,2.79,1.82
2021,Latur,Upper Primary (VI-VIII),General,2.88,3.93,1.61
2021,Latur,Upper Primary (VI-VIII),OBC,2.18,1.73,2.75
2021,Latur,Upper Primary (VI-VIII),SC,1.29,1.96,0.51
2021,Latur,Upper Primary (VI-VIII),ST,2.93,1.98,4.13
2021,Latur,Secondary (IX-X),Overall,11.62,12.02,11.14
2021,Latur,Secondary (IX-X),General,10.12,10.89,9.2
2021,Latur,Secondary (IX-X),OBC,13.21,13.89,12.32
2021,Latur,Secondary (IX-X),SC,11.86,11.07,12.76
2021,Latur,Secondary (IX-X),ST,15.31,14.39,16.6
2021,Mumbai,Primary (I-V),Overall,0.0,0.0,0.0
2021,Mumbai,Primary (I-V),General,0.0,0.0,0.0
2021,Mumbai,Primary (I-V),OBC,0.0,0.0,0.0
2021,Mumbai,Primary (I-V),SC,0.0,0.0,0.0
2021,Mumbai,Primary (I-V),ST,0.0,0.0,0.0
2021,Mumbai,Upper Primary (VI-VIII),Overall,0.0,0.0,0.0
2021,Mumbai,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Mumbai,Upper Primary (VI-VIII),OBC,0.0,0.11,0.0
2021,Mumbai,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2021,Mumbai,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2021,Mumbai,Secondary (IX-X),Overall,0.0,0.0,0.0
2021,Mumbai,Secondary (IX-X),General,0.0,0.27,0.0
2021,Mumbai,Secondary (IX-X),OBC,0.0,0.0,0.0
2021,Mumbai,Secondary (IX-X),SC,0.0,0.0,0.0
2021,Mumbai,Secondary (IX-X),ST,0.0,0.0,0.0
2021,Mumbai Suburban,Primary (I-V),Overall,15.76,15.94,15.57
2021,Mumbai Suburban,Primary (I-V),General,15.59,15.81,15.33
2021,Mumbai Suburban,Primary (I-V),OBC,21.27,20.97,21.58
2021,Mumbai Suburban,Primary (I-V),SC,14.36,14.36,14.35
2021,Mumbai Suburban,Primary (I-V),ST,3.33,3.4,3.24
2021,Mumbai Suburban,Upper Primary (VI-VIII),Overall,10.38,9.86,10.92
2021,Mumbai Suburban,Upper Primary (VI-VIII),General,8.65,8.15,9.17
2021,Mumbai Suburban,Upper Primary (VI-VIII),OBC,25.22,25.46,24.99
2021,Mumbai Suburban,Upper Primary (VI-VIII),SC,14.55,14.06,15.01
2021,Mumbai Suburban,Upper Primary (VI-VIII),ST,16.0,15.49,16.49
2021,Mumbai Suburban,Secondary (IX-X),Overall,47.2,46.53,47.92
2021,Mumbai Suburban,Secondary (IX-X),General,47.06,46.33,47.85
2021,Mumbai Suburban,Secondary (IX-X),OBC,49.34,49.16,49.52
2021,Mumbai Suburban,Secondary (IX-X),SC,46.32,46.5,46.13
2021,Mumbai Suburban,Secondary (IX-X),ST,55.9,49.99,61.41
2021,Nagpur,Primary (I-V),Overall,0.0,0.0,0.09
2021,Nagpur,Primary (I-V),General,0.0,0.0,0.0
2021,Nagpur,Primary (I-V),OBC,0.28,0.33,0.22
2021,Nagpur,Primary (I-V),SC,0.0,0.0,0.0
2021,Nagpur,Primary (I-V),ST,4.17,3.71,4.66
2021,Nagpur,Upper Primary (VI-VIII),Overall,1.04,1.41,0.64
2021,Nagpur,Upper Primary (VI-VIII),General,2.19,4.28,0.0
2021,Nagpur,Upper Primary (VI-VIII),OBC,0.95,1.1,0.8
2021,Nagpur,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2021,Nagpur,Upper Primary (VI-VIII),ST,4.29,3.68,4.95
2021,Nagpur,Secondary (IX-X),Overall,6.24,7.75,4.6
2021,Nagpur,Secondary (IX-X),General,2.45,4.22,0.53
2021,Nagpur,Secondary (IX-X),OBC,5.83,7.35,4.16
2021,Nagpur,Secondary (IX-X),SC,4.84,6.46,3.11
2021,Nagpur,Secondary (IX-X),ST,18.96,19.58,18.29
2021,Nanded,Primary (I-V),Overall,0.59,0.72,0.45
2021,Nanded,Primary (I-V),General,0.0,0.0,0.0
2021,Nanded,Primary (I-V),OBC,1.33,1.41,1.23
2021,Nanded,Primary (I-V),SC,1.42,1.59,1.24
2021,Nanded,Primary (I-V),ST,0.24,0.46,0.01
2021,Nanded,Upper Primary (VI-VIII),Overall,2.18,1.65,2.75
2021,Nanded,Upper Primary (VI-VIII),General,1.28,0.99,1.6
2021,Nanded,Upper Primary (VI-VIII),OBC,3.23,2.37,4.14
2021,Nanded,Upper Primary (VI-VIII),SC,3.28,2.66,3.92
2021,Nanded,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2021,Nanded,Secondary (IX-X),Overall,12.98,10.88,15.27
2021,Nanded,Secondary (IX-X),General,10.72,9.55,12.02
2021,Nanded,Secondary (IX-X),OBC,14.96,11.99,18.18
2021,Nanded,Secondary (IX-X),SC,12.91,11.03,14.97
2021,Nanded,Secondary (IX-X),ST,13.48,10.94,16.07
2021,Nandurbar,Primary (I-V),Overall,0.33,0.18,0.5
2021,Nandurbar,Primary (I-V),General,0.0,0.0,0.0
2021,Nandurbar,Primary (I-V),OBC,0.0,0.03,0.0
2021,Nandurbar,Primary (I-V),SC,0.0,0.0,0.0
2021,Nandurbar,Primary (I-V),ST,1.67,1.65,1.69
2021,Nandurbar,Upper Primary (VI-VIII),Overall,1.44,1.25,1.64
2021,Nandurbar,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Nandurbar,Upper Primary (VI-VIII),OBC,4.65,6.46,2.58
2021,Nandurbar,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2021,Nandurbar,Upper Primary (VI-VIII),ST,3.47,3.4,3.54
2021,Nandurbar,Secondary (IX-X),Overall,19.3,18.33,20.37
2021,Nandurbar,Secondary (IX-X),General,0.0,0.0,2.69
2021,Nandurbar,Secondary (IX-X),OBC,11.62,13.24,9.59
2021,Nandurbar,Secondary (IX-X),SC,0.0,0.0,0.35
2021,Nandurbar,Secondary (IX-X),ST,24.26,23.08,25.54
2021,Nashik,Primary (I-V),Overall,0.0,0.0,0.0
2021,Nashik,Primary (I-V),General,0.0,0.81,0.0
2021,Nashik,Primary (I-V),OBC,0.0,0.0,0.0
2021,Nashik,Primary (I-V),SC,0.0,0.0,0.0
2021,Nashik,Primary (I-V),ST,0.08,0.21,0.0
2021,Nashik,Upper Primary (VI-VIII),Overall,1.5,1.48,1.53
2021,Nashik,Upper Primary (VI-VIII),General,0.49,0.6,0.36
2021,Nashik,Upper Primary (VI-VIII),OBC,2.99,3.15,2.81
2021,Nashik,Upper Primary (VI-VIII),SC,1.18,1.63,0.69
2021,Nashik,Upper Primary (VI-VIII),ST,1.19,0.69,1.71
2021,Nashik,Secondary (IX-X),Overall,16.45,15.98,17.0
2021,Nashik,Secondary (IX-X),General,12.12,12.29,11.92
2021,Nashik,Secondary (IX-X),OBC,13.52,13.89,13.08
2021,Nashik,Secondary (IX-X),SC,15.67,16.33,14.93
2021,Nashik,Secondary (IX-X),ST,24.1,21.92,26.47
2021,Palghar,Primary (I-V),Overall,3.57,3.73,3.4
2021,Palghar,Primary (I-V),General,7.5,7.62,7.36
2021,Palghar,Primary (I-V),OBC,0.0,0.0,0.0
2021,Palghar,Primary (I-V),SC,9.49,7.96,11.13
2021,Palghar,Primary (I-V),ST,0.0,0.0,0.0
2021,Palghar,Upper Primary (VI-VIII),Overall,5.16,5.2,5.11
2021,Palghar,Upper Primary (VI-VIII),General,5.69,6.0,5.31
2021,Palghar,Upper Primary (VI-VIII),OBC,1.29,1.15,1.44
2021,Palghar,Upper Primary (VI-VIII),SC,5.0,5.23,4.75
2021,Palghar,Upper Primary (VI-VIII),ST,5.83,5.51,6.15
2021,Palghar,Secondary (IX-X),Overall,15.14,14.77,15.57
2021,Palghar,Secondary (IX-X),General,11.9,11.87,11.91
2021,Palghar,Secondary (IX-X),OBC,13.95,14.08,13.81
2021,Palghar,Secondary (IX-X),SC,16.45,17.67,15.15
2021,Palghar,Secondary (IX-X),ST,20.39,19.37,21.48
2021,Parbhani,Primary (I-V),Overall,0.0,0.12,0.0
2021,Parbhani,Primary (I-V),General,1.48,1.92,0.99
2021,Parbhani,Primary (I-V),OBC,0.0,0.0,0.0
2021,Parbhani,Primary (I-V),SC,0.0,0.0,0.0
2021,Parbhani,Primary (I-V),ST,0.0,0.0,0.0
2021,Parbhani,Upper Primary (VI-VIII),Overall,0.41,0.99,0.0
2021,Parbhani,Upper Primary (VI-VIII),General,1.82,2.86,0.61
2021,Parbhani,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2021,Parbhani,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2021,Parbhani,Upper Primary (VI-VIII),ST,0.16,0.66,0.0
2021,Parbhani,Secondary (IX-X),Overall,10.91,10.09,11.86
2021,Parbhani,Secondary (IX-X),General,12.54,12.8,12.23
2021,Parbhani,Secondary (IX-X),OBC,9.73,7.4,12.49
2021,Parbhani,Secondary (IX-X),SC,9.91,9.32,10.64
2021,Parbhani,Secondary (IX-X),ST,6.22,6.43,5.96
2021,Pune,Primary (I-V),Overall,0.0,0.0,0.0
2021,Pune,Primary (I-V),General,0.0,0.0,0.0
2021,Pune,Primary (I-V),OBC,0.91,1.13,0.67
2021,Pune,Primary (I-V),SC,0.0,0.0,0.0
2021,Pune,Primary (I-V),ST,1.82,1.76,1.89
2021,Pune,Upper Primary (VI-VIII),Overall,2.71,2.89,2.51
2021,Pune,Upper Primary (VI-VIII),General,1.41,1.87,0.87
2021,Pune,Upper Primary (VI-VIII),OBC,6.03,5.86,6.22
2021,Pune,Upper Primary (VI-VIII),SC,2.01,1.83,2.21
2021,Pune,Upper Primary (VI-VIII),ST,2.36,2.31,2.41
2021,Pune,Secondary (IX-X),Overall,9.81,11.05,8.35
2021,Pune,Secondary (IX-X),General,6.54,8.19,4.58
2021,Pune,Secondary (IX-X),OBC,13.83,14.94,12.48
2021,Pune,Secondary (IX-X),SC,13.71,14.25,13.11
2021,Pune,Secondary (IX-X),ST,12.88,12.6,13.2
2021,Raigad,Primary (I-V),Overall,0.04,0.1,0.0
2021,Raigad,Primary (I-V),General,0.2,0.0,0.51
2021,Raigad,Primary (I-V),OBC,0.05,0.53,0.0
2021,Raigad,Primary (I-V),SC,0.0,0.0,0.0
2021,Raigad,Primary (I-V),ST,0.17,0.57,0.0
2021,Raigad,Upper Primary (VI-VIII),Overall,1.93,2.08,1.77
2021,Raigad,Upper Primary (VI-VIII),General,1.51,1.92,1.05
2021,Raigad,Upper Primary (VI-VIII),OBC,1.95,1.91,2.0
2021,Raigad,Upper Primary (VI-VIII),SC,0.84,1.05,0.6
2021,Raigad,Upper Primary (VI-VIII),ST,3.56,3.47,3.65
2021,Raigad,Secondary (IX-X),Overall,12.28,13.5,10.91
2021,Raigad,Secondary (IX-X),General,9.5,10.72,8.16
2021,Raigad,Secondary (IX-X),OBC,9.86,11.8,7.75
2021,Raigad,Secondary (IX-X),SC,11.54,11.91,11.11
2021,Raigad,Secondary (IX-X),ST,28.97,28.06,30.04
2021,Ratnagiri,Primary (I-V),Overall,0.0,0.0,0.0
2021,Ratnagiri,Primary (I-V),General,2.35,2.5,2.19
2021,Ratnagiri,Primary (I-V),OBC,0.0,0.0,0.0
2021,Ratnagiri,Primary (I-V),SC,0.0,0.0,0.44
2021,Ratnagiri,Primary (I-V),ST,0.0,0.0,0.0
2021,Ratnagiri,Upper Primary (VI-VIII),Overall,0.53,0.62,0.44
2021,Ratnagiri,Upper Primary (VI-VIII),General,2.3,2.47,2.11
2021,Ratnagiri,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2021,Ratnagiri,Upper Primary (VI-VIII),SC,0.11,0.17,0.04
2021,Ratnagiri,Upper Primary (VI-VIII),ST,9.91,11.8,7.9
2021,Ratnagiri,Secondary (IX-X),Overall,9.67,10.85,8.41
2021,Ratnagiri,Secondary (IX-X),General,8.2,10.39,5.91
2021,Ratnagiri,Secondary (IX-X),OBC,10.3,10.84,9.72
2021,Ratnagiri,Secondary (IX-X),SC,7.9,9.37,6.35
2021,Ratnagiri,Secondary (IX-X),ST,24.44,28.2,18.99
2021,Sangli,Primary (I-V),Overall,0.0,0.0,0.0
2021,Sangli,Primary (I-V),General,0.0,0.0,0.0
2021,Sangli,Primary (I-V),OBC,0.0,0.0,0.0
2021,Sangli,Primary (I-V),SC,0.0,0.0,0.0
2021,Sangli,Primary (I-V),ST,4.28,2.57,6.43
2021,Sangli,Upper Primary (VI-VIII),Overall,0.0,0.0,0.03
2021,Sangli,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Sangli,Upper Primary (VI-VIII),OBC,0.76,0.42,1.15
2021,Sangli,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2021,Sangli,Upper Primary (VI-VIII),ST,0.0,0.0,3.21
2021,Sangli,Secondary (IX-X),Overall,9.95,10.84,8.88
2021,Sangli,Secondary (IX-X),General,8.42,10.18,6.3
2021,Sangli,Secondary (IX-X),OBC,12.18,11.24,13.29
2021,Sangli,Secondary (IX-X),SC,9.78,11.96,7.25
2021,Sangli,Secondary (IX-X),ST,8.12,14.73,0.0
2021,Satara,Primary (I-V),Overall,0.0,0.0,0.0
2021,Satara,Primary (I-V),General,0.0,0.0,0.0
2021,Satara,Primary (I-V),OBC,0.0,0.14,0.0
2021,Satara,Primary (I-V),SC,0.0,0.0,0.0
2021,Satara,Primary (I-V),ST,9.96,10.82,8.97
2021,Satara,Upper Primary (VI-VIII),Overall,0.04,0.0,0.08
2021,Satara,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Satara,Upper Primary (VI-VIII),OBC,0.09,0.43,0.0
2021,Satara,Upper Primary (VI-VIII),SC,0.01,0.0,0.67
2021,Satara,Upper Primary (VI-VIII),ST,17.71,18.72,16.43
2021,Satara,Secondary (IX-X),Overall,7.17,7.05,7.3
2021,Satara,Secondary (IX-X),General,5.11,4.7,5.56
2021,Satara,Secondary (IX-X),OBC,8.79,9.17,8.36
2021,Satara,Secondary (IX-X),SC,7.47,6.87,8.12
2021,Satara,Secondary (IX-X),ST,31.77,31.23,32.51
2021,Sindhudurg,Primary (I-V),Overall,0.0,0.0,0.0
2021,Sindhudurg,Primary (I-V),General,0.0,0.0,0.0
2021,Sindhudurg,Primary (I-V),OBC,0.0,0.0,0.0
2021,Sindhudurg,Primary (I-V),SC,0.0,0.0,0.07
2021,Sindhudurg,Primary (I-V),ST,0.0,0.0,0.0
2021,Sindhudurg,Upper Primary (VI-VIII),Overall,0.28,0.78,0.0
2021,Sindhudurg,Upper Primary (VI-VIII),General,0.18,0.73,0.0
2021,Sindhudurg,Upper Primary (VI-VIII),OBC,0.0,0.2,0.0
2021,Sindhudurg,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2021,Sindhudurg,Upper Primary (VI-VIII),ST,20.67,21.76,19.5
2021,Sindhudurg,Secondary (IX-X),Overall,6.5,8.35,4.49
2021,Sindhudurg,Secondary (IX-X),General,8.6,10.15,6.92
2021,Sindhudurg,Secondary (IX-X),OBC,1.34,3.69,0.0
2021,Sindhudurg,Secondary (IX-X),SC,8.08,11.14,4.57
2021,Sindhudurg,Secondary (IX-X),ST,39.18,35.03,43.64
2021,Solapur,Primary (I-V),Overall,0.0,0.0,0.0
2021,Solapur,Primary (I-V),General,0.0,0.0,0.0
2021,Solapur,Primary (I-V),OBC,0.37,0.37,0.37
2021,Solapur,Primary (I-V),SC,0.0,0.0,0.0
2021,Solapur,Primary (I-V),ST,0.0,0.0,0.0
2021,Solapur,Upper Primary (VI-VIII),Overall,0.79,0.46,1.18
2021,Solapur,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2021,Solapur,Upper Primary (VI-VIII),OBC,2.68,1.79,3.67
2021,Solapur,Upper Primary (VI-VIII),SC,0.17,0.11,0.25
2021,Solapur,Upper Primary (VI-VIII),ST,7.98,7.1,9.04
2021,Solapur,Secondary (IX-X),Overall,14.01,12.85,15.38
2021,Solapur,Secondary (IX-X),General,10.3,10.43,10.15
2021,Solapur,Secondary (IX-X),OBC,16.63,14.08,19.64
2021,Solapur,Secondary (IX-X),SC,15.45,13.92,17.22
2021,Solapur,Secondary (IX-X),ST,31.24,33.28,28.34
2021,Thane,Primary (I-V),Overall,0.88,0.93,0.84
2021,Thane,Primary (I-V),General,1.87,1.82,1.92
2021,Thane,Primary (I-V),OBC,0.0,0.0,0.0
2021,Thane,Primary (I-V),SC,0.0,0.0,0.0
2021,Thane,Primary (I-V),ST,0.0,0.0,0.0
2021,Thane,Upper Primary (VI-VIII),Overall,3.35,3.39,3.31
