Year,District,Select Schooling Level,Social Category,Overall,Boys,Girls
2014,Raigad,Secondary (IX-X),OBC,17.31,19.62,14.75
2014,Raigad,Secondary (IX-X),SC,20.82,25.49,15.57
2014,Raigad,Secondary (IX-X),ST,31.72,33.23,29.56
2014,Ratnagiri,Primary (I-V),Overall,0.29,0.59,0.0
2014,Ratnagiri,Primary (I-V),General,0.9,1.48,0.28
2014,Ratnagiri,Primary (I-V),OBC,0.0,0.07,0.0
2014,Ratnagiri,Primary (I-V),SC,0.38,0.41,0.34
2014,Ratnagiri,Primary (I-V),ST,4.38,4.47,4.29
2014,Ratnagiri,Upper Primary (VI-VIII),Overall,0.66,0.0,1.52
2014,Ratnagiri,Upper Primary (VI-VIII),General,2.19,1.67,2.75
2014,Ratnagiri,Upper Primary (VI-VIII),OBC,0.0,0.0,0.73
2014,Ratnagiri,Upper Primary (VI-VIII),SC,0.0,0.0,0.17
2014,Ratnagiri,Upper Primary (VI-VIII),ST,18.87,15.96,22.02
2014,Ratnagiri,Secondary (IX-X),Overall,17.12,17.88,16.27
2014,Ratnagiri,Secondary (IX-X),General,17.24,19.37,14.87
2014,Ratnagiri,Secondary (IX-X),OBC,16.99,17.07,16.9
2014,Ratnagiri,Secondary (IX-X),SC,16.54,17.77,15.19
2014,Ratnagiri,Secondary (IX-X),ST,28.81,29.15,28.37
2014,Sangli,Primary (I-V),Overall,0.14,0.09,0.2
2014,Sangli,Primary (I-V),General,0.51,0.68,0.31
2014,Sangli,Primary (I-V),OBC,0.0,0.0,0.0
2014,Sangli,Primary (I-V),SC,0.55,0.1,1.03
2014,Sangli,Primary (I-V),ST,0.0,0.0,4.51
2014,Sangli,Upper Primary (VI-VIII),Overall,0.23,0.0,0.81
2014,Sangli,Upper Primary (VI-VIII),General,0.58,0.44,0.76
2014,Sangli,Upper Primary (VI-VIII),OBC,0.0,0.0,0.8
2014,Sangli,Upper Primary (VI-VIII),SC,0.0,0.0,1.16
2014,Sangli,Upper Primary (VI-VIII),ST,2.26,7.53,0.0
2014,Sangli,Secondary (IX-X),Overall,12.2,12.65,11.62
2014,Sangli,Secondary (IX-X),General,11.11,12.04,9.94
2014,Sangli,Secondary (IX-X),OBC,12.96,12.49,13.58
2014,Sangli,Secondary (IX-X),SC,14.61,15.34,13.74
2014,Sangli,Secondary (IX-X),ST,7.31,18.4,0.0
2014,Satara,Primary (I-V),Overall,0.78,0.89,0.67
2014,Satara,Primary (I-V),General,1.13,1.3,0.94
2014,Satara,Primary (I-V),OBC,0.0,0.0,0.0
2014,Satara,Primary (I-V),SC,0.44,0.21,0.69
2014,Satara,Primary (I-V),ST,10.24,10.87,9.52
2014,Satara,Upper Primary (VI-VIII),Overall,0.0,0.0,0.0
2014,Satara,Upper Primary (VI-VIII),General,0.0,0.0,0.27
2014,Satara,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2014,Satara,Upper Primary (VI-VIII),SC,0.0,0.0,0.09
2014,Satara,Upper Primary (VI-VIII),ST,0.0,0.0,3.27
2014,Satara,Secondary (IX-X),Overall,11.25,12.12,10.17
2014,Satara,Secondary (IX-X),General,10.35,10.85,9.74
2014,Satara,Secondary (IX-X),OBC,10.58,11.31,9.68
2014,Satara,Secondary (IX-X),SC,16.54,19.06,13.51
2014,Satara,Secondary (IX-X),ST,17.53,25.16,6.11
2014,Sindhudurg,Primary (I-V),Overall,0.63,0.85,0.39
2014,Sindhudurg,Primary (I-V),General,2.17,2.5,1.82
2014,Sindhudurg,Primary (I-V),OBC,0.0,0.0,0.0
2014,Sindhudurg,Primary (I-V),SC,1.57,1.63,1.52
2014,Sindhudurg,Primary (I-V),ST,0.0,0.0,3.82
2014,Sindhudurg,Upper Primary (VI-VIII),Overall,0.32,0.18,0.47
2014,Sindhudurg,Upper Primary (VI-VIII),General,3.35,3.0,3.73
2014,Sindhudurg,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2014,Sindhudurg,Upper Primary (VI-VIII),SC,0.2,0.0,0.51
2014,Sindhudurg,Upper Primary (VI-VIII),ST,10.79,9.71,11.9
2014,Sindhudurg,Secondary (IX-X),Overall,11.21,11.82,10.54
2014,Sindhudurg,Secondary (IX-X),General,14.92,15.28,14.52
2014,Sindhudurg,Secondary (IX-X),OBC,4.33,5.47,3.07
2014,Sindhudurg,Secondary (IX-X),SC,12.61,13.8,11.24
2014,Sindhudurg,Secondary (IX-X),ST,11.06,0.0,21.82
2014,Solapur,Primary (I-V),Overall,1.35,1.28,1.44
2014,Solapur,Primary (I-V),General,1.06,1.18,0.92
2014,Solapur,Primary (I-V),OBC,1.04,0.83,1.28
2014,Solapur,Primary (I-V),SC,2.16,2.21,2.11
2014,Solapur,Primary (I-V),ST,6.04,3.86,8.49
2014,Solapur,Upper Primary (VI-VIII),Overall,0.4,0.0,1.84
2014,Solapur,Upper Primary (VI-VIII),General,0.29,0.0,1.72
2014,Solapur,Upper Primary (VI-VIII),OBC,0.01,0.0,1.21
2014,Solapur,Upper Primary (VI-VIII),SC,1.16,0.0,2.96
2014,Solapur,Upper Primary (VI-VIII),ST,4.55,1.95,7.89
2014,Solapur,Secondary (IX-X),Overall,18.0,17.28,18.92
2014,Solapur,Secondary (IX-X),General,17.05,16.43,17.81
2014,Solapur,Secondary (IX-X),OBC,16.79,15.77,18.12
2014,Solapur,Secondary (IX-X),SC,21.99,21.72,22.35
2014,Solapur,Secondary (IX-X),ST,35.6,32.92,39.46
2014,Thane,Primary (I-V),Overall,32.05,31.79,32.35
2014,Thane,Primary (I-V),General,22.3,22.19,22.42
2014,Thane,Primary (I-V),OBC,22.34,22.68,21.98
2014,Thane,Primary (I-V),SC,12.91,12.51,13.33
2014,Thane,Primary (I-V),ST,76.02,75.79,76.27
2014,Thane,Upper Primary (VI-VIII),Overall,31.24,31.24,31.23
2014,Thane,Upper Primary (VI-VIII),General,21.98,21.86,22.13
2014,Thane,Upper Primary (VI-VIII),OBC,25.4,26.05,24.71
2014,Thane,Upper Primary (VI-VIII),SC,13.32,12.32,14.42
2014,Thane,Upper Primary (VI-VIII),ST,75.17,75.08,75.28
2014,Thane,Secondary (IX-X),Overall,43.86,45.48,41.99
2014,Thane,Secondary (IX-X),General,37.59,38.9,36.05
2014,Thane,Secondary (IX-X),OBC,42.79,45.07,40.33
2014,Thane,Secondary (IX-X),SC,35.13,36.65,33.47
2014,Thane,Secondary (IX-X),ST,78.51,79.03,77.88
2014,Wardha,Primary (I-V),Overall,0.81,0.89,0.73
2014,Wardha,Primary (I-V),General,6.07,5.06,7.2
2014,Wardha,Primary (I-V),OBC,0.47,0.9,0.0
2014,Wardha,Primary (I-V),SC,0.0,0.0,0.0
2014,Wardha,Primary (I-V),ST,0.34,0.0,0.77
2014,Wardha,Upper Primary (VI-VIII),Overall,0.0,0.0,0.1
2014,Wardha,Upper Primary (VI-VIII),General,1.99,1.57,2.47
2014,Wardha,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2014,Wardha,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2014,Wardha,Upper Primary (VI-VIII),ST,0.23,0.0,1.25
2014,Wardha,Secondary (IX-X),Overall,11.31,13.88,8.51
2014,Wardha,Secondary (IX-X),General,12.44,16.91,7.07
2014,Wardha,Secondary (IX-X),OBC,10.85,13.74,7.77
2014,Wardha,Secondary (IX-X),SC,8.19,9.16,7.1
2014,Wardha,Secondary (IX-X),ST,17.06,19.0,15.03
2014,Washim,Primary (I-V),Overall,0.31,0.25,0.38
2014,Washim,Primary (I-V),General,0.0,0.0,0.0
2014,Washim,Primary (I-V),OBC,0.69,0.37,1.04
2014,Washim,Primary (I-V),SC,1.02,1.56,0.42
2014,Washim,Primary (I-V),ST,3.96,3.67,4.29
2014,Washim,Upper Primary (VI-VIII),Overall,1.1,0.28,2.01
2014,Washim,Upper Primary (VI-VIII),General,0.19,1.15,0.0
2014,Washim,Upper Primary (VI-VIII),OBC,0.32,0.0,1.72
2014,Washim,Upper Primary (VI-VIII),SC,1.62,0.86,2.44
2014,Washim,Upper Primary (VI-VIII),ST,7.05,5.95,8.38
2014,Washim,Secondary (IX-X),Overall,11.82,10.03,13.98
2014,Washim,Secondary (IX-X),General,18.94,18.44,19.51
2014,Washim,Secondary (IX-X),OBC,8.94,6.7,11.66
2014,Washim,Secondary (IX-X),SC,12.3,10.17,14.88
2014,Washim,Secondary (IX-X),ST,21.46,22.35,20.23
2014,Yavatmal,Primary (I-V),Overall,0.9,0.94,0.84
2014,Yavatmal,Primary (I-V),General,0.19,0.0,0.55
2014,Yavatmal,Primary (I-V),OBC,0.57,0.65,0.48
2014,Yavatmal,Primary (I-V),SC,2.42,2.69,2.14
2014,Yavatmal,Primary (I-V),ST,1.32,1.41,1.21
2014,Yavatmal,Upper Primary (VI-VIII),Overall,3.06,2.36,3.86
2014,Yavatmal,Upper Primary (VI-VIII),General,4.69,4.35,5.05
2014,Yavatmal,Upper Primary (VI-VIII),OBC,1.86,1.06,2.78
2014,Yavatmal,Upper Primary (VI-VIII),SC,3.39,3.19,3.6
2014,Yavatmal,Upper Primary (VI-VIII),ST,5.08,4.1,6.14
2014,Yavatmal,Secondary (IX-X),Overall,16.21,16.74,15.61
2014,Yavatmal,Secondary (IX-X),General,17.94,17.69,18.2
2014,Yavatmal,Secondary (IX-X),OBC,14.9,15.61,14.08
2014,Yavatmal,Secondary (IX-X),SC,16.21,16.41,16.0
2014,Yavatmal,Secondary (IX-X),ST,18.97,19.87,17.94
2015,Ahilyanagar,Primary (I-V),Overall,0.76,0.66,0.89
2015,Ahilyanagar,Primary (I-V),General,1.22,1.11,1.37
2015,Ahilyanagar,Primary (I-V),OBC,0.31,0.32,0.3
2015,Ahilyanagar,Primary (I-V),SC,0.75,0.89,0.61
2015,Ahilyanagar,Primary (I-V),ST,0.18,0.0,0.94
2015,Ahilyanagar,Upper Primary (VI-VIII),Overall,0.92,0.0,2.42
2015,Ahilyanagar,Upper Primary (VI-VIII),General,0.0,0.0,1.22
2015,Ahilyanagar,Upper Primary (VI-VIII),OBC,0.75,0.0,1.9
2015,Ahilyanagar,Upper Primary (VI-VIII),SC,0.33,0.0,2.52
2015,Ahilyanagar,Upper Primary (VI-VIII),ST,6.66,5.07,8.47
2015,Ahilyanagar,Secondary (IX-X),Overall,12.68,12.59,12.79
2015,Ahilyanagar,Secondary (IX-X),General,11.46,11.43,11.5
2015,Ahilyanagar,Secondary (IX-X),OBC,8.94,8.64,9.37
2015,Ahilyanagar,Secondary (IX-X),SC,19.67,20.04,19.19
2015,Ahilyanagar,Secondary (IX-X),ST,22.58,22.64,22.53
2015,Akola,Primary (I-V),Overall,1.15,1.18,1.11
2015,Akola,Primary (I-V),General,0.0,0.0,0.0
2015,Akola,Primary (I-V),OBC,1.67,1.72,1.62
2015,Akola,Primary (I-V),SC,1.57,1.62,1.52
2015,Akola,Primary (I-V),ST,4.88,4.08,5.76
2015,Akola,Upper Primary (VI-VIII),Overall,0.63,0.0,1.38
2015,Akola,Upper Primary (VI-VIII),General,1.77,0.78,2.82
2015,Akola,Upper Primary (VI-VIII),OBC,0.16,0.0,0.64
2015,Akola,Upper Primary (VI-VIII),SC,0.22,0.0,0.7
2015,Akola,Upper Primary (VI-VIII),ST,1.25,0.0,4.1
2015,Akola,Secondary (IX-X),Overall,9.89,9.86,9.92
2015,Akola,Secondary (IX-X),General,11.78,12.71,10.83
2015,Akola,Secondary (IX-X),OBC,7.47,7.91,6.98
2015,Akola,Secondary (IX-X),SC,11.66,10.35,13.12
2015,Akola,Secondary (IX-X),ST,16.52,13.98,19.87
2015,Amravati,Primary (I-V),Overall,1.78,1.93,1.61
2015,Amravati,Primary (I-V),General,3.19,3.32,3.05
2015,Amravati,Primary (I-V),OBC,0.56,0.77,0.33
2015,Amravati,Primary (I-V),SC,2.09,2.14,2.04
2015,Amravati,Primary (I-V),ST,2.83,2.99,2.65
2015,Amravati,Upper Primary (VI-VIII),Overall,1.7,1.07,2.38
2015,Amravati,Upper Primary (VI-VIII),General,3.99,4.01,3.97
2015,Amravati,Upper Primary (VI-VIII),OBC,0.0,0.0,0.28
2015,Amravati,Upper Primary (VI-VIII),SC,0.0,0.0,0.86
2015,Amravati,Upper Primary (VI-VIII),ST,5.58,4.21,7.05
2015,Amravati,Secondary (IX-X),Overall,14.43,16.54,12.11
2015,Amravati,Secondary (IX-X),General,19.56,21.04,18.05
2015,Amravati,Secondary (IX-X),OBC,11.87,15.05,8.36
2015,Amravati,Secondary (IX-X),SC,10.83,11.92,9.64
2015,Amravati,Secondary (IX-X),ST,21.61,22.42,20.68
2015,Beed,Primary (I-V),Overall,3.29,3.2,3.4
2015,Beed,Primary (I-V),General,3.14,2.89,3.44
2015,Beed,Primary (I-V),OBC,3.5,3.76,3.19
2015,Beed,Primary (I-V),SC,3.68,3.4,3.98
2015,Beed,Primary (I-V),ST,0.0,0.0,1.94
2015,Beed,Upper Primary (VI-VIII),Overall,2.64,1.47,3.98
2015,Beed,Upper Primary (VI-VIII),General,2.5,1.58,3.55
2015,Beed,Upper Primary (VI-VIII),OBC,2.8,1.42,4.39
2015,Beed,Upper Primary (VI-VIII),SC,2.71,1.38,4.23
2015,Beed,Upper Primary (VI-VIII),ST,1.72,0.43,3.41
2015,Beed,Secondary (IX-X),Overall,10.01,5.75,15.45
2015,Beed,Secondary (IX-X),General,8.74,4.55,13.94
2015,Beed,Secondary (IX-X),OBC,10.71,6.36,16.36
2015,Beed,Secondary (IX-X),SC,11.73,7.68,17.01
2015,Beed,Secondary (IX-X),ST,13.97,7.16,23.47
2015,Bhandara,Primary (I-V),Overall,1.02,1.03,1.01
2015,Bhandara,Primary (I-V),General,4.68,5.08,4.26
2015,Bhandara,Primary (I-V),OBC,0.69,0.71,0.67
2015,Bhandara,Primary (I-V),SC,1.01,1.0,1.02
2015,Bhandara,Primary (I-V),ST,2.45,2.19,2.74
2015,Bhandara,Upper Primary (VI-VIII),Overall,0.22,0.06,0.39
2015,Bhandara,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2015,Bhandara,Upper Primary (VI-VIII),OBC,0.11,0.0,0.33
2015,Bhandara,Upper Primary (VI-VIII),SC,0.75,0.42,1.1
2015,Bhandara,Upper Primary (VI-VIII),ST,2.53,3.15,1.83
2015,Bhandara,Secondary (IX-X),Overall,5.3,7.67,2.81
2015,Bhandara,Secondary (IX-X),General,6.18,11.89,0.0
2015,Bhandara,Secondary (IX-X),OBC,4.87,6.98,2.69
2015,Bhandara,Secondary (IX-X),SC,3.63,6.03,0.98
2015,Bhandara,Secondary (IX-X),ST,13.14,16.36,9.64
2015,Buldhana,Primary (I-V),Overall,1.34,1.37,1.3
2015,Buldhana,Primary (I-V),General,0.0,0.0,0.0
2015,Buldhana,Primary (I-V),OBC,1.34,1.42,1.26
2015,Buldhana,Primary (I-V),SC,1.68,1.54,1.84
2015,Buldhana,Primary (I-V),ST,5.53,5.61,5.45
2015,Buldhana,Upper Primary (VI-VIII),Overall,1.89,0.75,3.21
2015,Buldhana,Upper Primary (VI-VIII),General,0.0,0.0,1.12
2015,Buldhana,Upper Primary (VI-VIII),OBC,1.88,0.85,3.12
2015,Buldhana,Upper Primary (VI-VIII),SC,1.6,0.18,3.17
2015,Buldhana,Upper Primary (VI-VIII),ST,9.82,8.18,11.76
2015,Buldhana,Secondary (IX-X),Overall,15.52,15.03,16.11
2015,Buldhana,Secondary (IX-X),General,17.47,16.96,18.05
2015,Buldhana,Secondary (IX-X),OBC,14.77,14.54,15.03
2015,Buldhana,Secondary (IX-X),SC,16.04,14.95,17.33
2015,Buldhana,Secondary (IX-X),ST,15.58,14.4,17.16
2015,Chandrapur,Primary (I-V),Overall,1.33,1.18,1.49
2015,Chandrapur,Primary (I-V),General,4.43,3.59,5.36
2015,Chandrapur,Primary (I-V),OBC,0.86,0.72,0.99
2015,Chandrapur,Primary (I-V),SC,1.37,1.22,1.53
2015,Chandrapur,Primary (I-V),ST,1.19,1.31,1.05
2015,Chandrapur,Upper Primary (VI-VIII),Overall,0.11,0.0,0.99
2015,Chandrapur,Upper Primary (VI-VIII),General,3.34,1.75,5.21
2015,Chandrapur,Upper Primary (VI-VIII),OBC,0.0,0.0,0.16
2015,Chandrapur,Upper Primary (VI-VIII),SC,0.0,0.0,1.19
2015,Chandrapur,Upper Primary (VI-VIII),ST,1.35,1.3,1.38
2015,Chandrapur,Secondary (IX-X),Overall,11.53,13.44,9.4
2015,Chandrapur,Secondary (IX-X),General,10.55,11.36,9.58
2015,Chandrapur,Secondary (IX-X),OBC,11.24,13.72,8.46
2015,Chandrapur,Secondary (IX-X),SC,9.87,10.6,9.06
2015,Chandrapur,Secondary (IX-X),ST,14.46,16.29,12.48
2015,Chh. Sambhaji Nagar,Primary (I-V),Overall,1.64,1.69,1.58
2015,Chh. Sambhaji Nagar,Primary (I-V),General,2.21,2.16,2.28
2015,Chh. Sambhaji Nagar,Primary (I-V),OBC,0.32,0.48,0.13
2015,Chh. Sambhaji Nagar,Primary (I-V),SC,2.04,2.48,1.54
2015,Chh. Sambhaji Nagar,Primary (I-V),ST,1.63,1.06,2.26
2015,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),Overall,3.78,2.81,4.91
2015,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),General,4.58,3.54,5.77
2015,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),OBC,1.8,1.02,2.75
2015,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),SC,3.86,3.5,4.29
2015,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),ST,6.62,3.74,9.99
2015,Chh. Sambhaji Nagar,Secondary (IX-X),Overall,6.56,3.56,10.45
2015,Chh. Sambhaji Nagar,Secondary (IX-X),General,7.85,4.91,11.53
2015,Chh. Sambhaji Nagar,Secondary (IX-X),OBC,4.26,1.04,8.71
2015,Chh. Sambhaji Nagar,Secondary (IX-X),SC,6.23,4.13,8.9
2015,Chh. Sambhaji Nagar,Secondary (IX-X),ST,9.21,4.23,16.29
2015,Dharashiv,Primary (I-V),Overall,3.96,4.52,3.31
2015,Dharashiv,Primary (I-V),General,4.32,5.03,3.48
2015,Dharashiv,Primary (I-V),OBC,2.98,3.89,1.94
2015,Dharashiv,Primary (I-V),SC,3.6,3.27,3.96
2015,Dharashiv,Primary (I-V),ST,8.99,8.08,10.08
2015,Dharashiv,Upper Primary (VI-VIII),Overall,2.57,1.81,3.43
2015,Dharashiv,Upper Primary (VI-VIII),General,1.76,1.4,2.16
2015,Dharashiv,Upper Primary (VI-VIII),OBC,3.24,1.96,4.66
2015,Dharashiv,Upper Primary (VI-VIII),SC,2.96,2.31,3.69
2015,Dharashiv,Upper Primary (VI-VIII),ST,7.4,4.23,11.43
2015,Dharashiv,Secondary (IX-X),Overall,16.49,14.73,18.54
2015,Dharashiv,Secondary (IX-X),General,14.61,12.84,16.62
2015,Dharashiv,Secondary (IX-X),OBC,18.2,15.24,21.69
2015,Dharashiv,Secondary (IX-X),SC,18.12,17.95,18.32
2015,Dharashiv,Secondary (IX-X),ST,25.42,25.07,25.97
2015,Dhule,Primary (I-V),Overall,0.96,0.89,1.03
2015,Dhule,Primary (I-V),General,1.28,0.8,1.82
2015,Dhule,Primary (I-V),OBC,0.2,0.09,0.31
2015,Dhule,Primary (I-V),SC,1.86,1.88,1.84
2015,Dhule,Primary (I-V),ST,1.45,1.55,1.36
2015,Dhule,Upper Primary (VI-VIII),Overall,1.7,0.64,2.99
2015,Dhule,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2015,Dhule,Upper Primary (VI-VIII),OBC,2.19,0.92,3.74
2015,Dhule,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2015,Dhule,Upper Primary (VI-VIII),ST,3.52,2.71,4.54
2015,Dhule,Secondary (IX-X),Overall,14.69,13.49,16.21
2015,Dhule,Secondary (IX-X),General,6.81,4.52,9.39
2015,Dhule,Secondary (IX-X),OBC,10.18,8.89,11.83
2015,Dhule,Secondary (IX-X),SC,11.64,9.77,13.8
2015,Dhule,Secondary (IX-X),ST,28.26,27.15,29.83
2015,Gadchiroli,Primary (I-V),Overall,4.91,5.1,4.7
2015,Gadchiroli,Primary (I-V),General,1.02,2.03,0.0
2015,Gadchiroli,Primary (I-V),OBC,1.93,1.7,2.18
2015,Gadchiroli,Primary (I-V),SC,3.41,3.03,3.8
2015,Gadchiroli,Primary (I-V),ST,8.32,8.86,7.74
2015,Gadchiroli,Upper Primary (VI-VIII),Overall,2.64,2.72,2.54
2015,Gadchiroli,Upper Primary (VI-VIII),General,0.53,1.32,0.0
2015,Gadchiroli,Upper Primary (VI-VIII),OBC,1.58,1.93,1.2
2015,Gadchiroli,Upper Primary (VI-VIII),SC,1.81,1.29,2.37
2015,Gadchiroli,Upper Primary (VI-VIII),ST,4.34,4.17,4.54
2015,Gadchiroli,Secondary (IX-X),Overall,10.58,11.16,9.96
2015,Gadchiroli,Secondary (IX-X),General,9.83,12.18,7.28
2015,Gadchiroli,Secondary (IX-X),OBC,9.17,9.1,9.25
2015,Gadchiroli,Secondary (IX-X),SC,5.4,5.0,5.85
2015,Gadchiroli,Secondary (IX-X),ST,14.1,15.12,12.94
2015,Gondia,Primary (I-V),Overall,1.56,1.71,1.41
2015,Gondia,Primary (I-V),General,2.42,3.15,1.64
2015,Gondia,Primary (I-V),OBC,0.82,0.96,0.66
2015,Gondia,Primary (I-V),SC,2.64,2.65,2.63
2015,Gondia,Primary (I-V),ST,3.15,3.18,3.12
2015,Gondia,Upper Primary (VI-VIII),Overall,0.76,0.79,0.73
2015,Gondia,Upper Primary (VI-VIII),General,3.19,5.86,0.2
2015,Gondia,Upper Primary (VI-VIII),OBC,0.4,0.1,0.71
2015,Gondia,Upper Primary (VI-VIII),SC,3.19,3.45,2.91
2015,Gondia,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2015,Gondia,Secondary (IX-X),Overall,5.66,6.92,4.35
2015,Gondia,Secondary (IX-X),General,9.64,10.97,8.14
2015,Gondia,Secondary (IX-X),OBC,4.96,6.24,3.64
2015,Gondia,Secondary (IX-X),SC,5.34,5.53,5.11
2015,Gondia,Secondary (IX-X),ST,7.06,9.09,5.08
2015,Hingoli,Primary (I-V),Overall,3.58,3.85,3.28
2015,Hingoli,Primary (I-V),General,3.07,3.32,2.79
2015,Hingoli,Primary (I-V),OBC,3.13,3.44,2.8
2015,Hingoli,Primary (I-V),SC,2.93,2.84,3.02
2015,Hingoli,Primary (I-V),ST,7.57,8.45,6.62
2015,Hingoli,Upper Primary (VI-VIII),Overall,6.34,2.45,10.19
2015,Hingoli,Upper Primary (VI-VIII),General,6.66,3.49,9.82
2015,Hingoli,Upper Primary (VI-VIII),OBC,5.89,0.42,11.3
2015,Hingoli,Upper Primary (VI-VIII),SC,4.39,1.56,7.17
2015,Hingoli,Upper Primary (VI-VIII),ST,10.29,6.53,14.07
2015,Hingoli,Secondary (IX-X),Overall,13.22,5.83,21.46
2015,Hingoli,Secondary (IX-X),General,10.11,1.35,19.18
2015,Hingoli,Secondary (IX-X),OBC,15.44,8.75,23.13
2015,Hingoli,Secondary (IX-X),SC,12.66,5.78,20.33
2015,Hingoli,Secondary (IX-X),ST,19.76,13.01,28.82
2015,Jalgaon,Primary (I-V),Overall,1.55,1.7,1.36
2015,Jalgaon,Primary (I-V),General,1.41,1.15,1.7
2015,Jalgaon,Primary (I-V),OBC,0.48,0.43,0.55
2015,Jalgaon,Primary (I-V),SC,1.72,2.67,0.67
2015,Jalgaon,Primary (I-V),ST,3.83,4.5,3.04
2015,Jalgaon,Upper Primary (VI-VIII),Overall,2.67,1.72,3.85
2015,Jalgaon,Upper Primary (VI-VIII),General,0.91,0.0,4.59
2015,Jalgaon,Upper Primary (VI-VIII),OBC,1.56,1.21,2.0
2015,Jalgaon,Upper Primary (VI-VIII),SC,2.11,2.26,1.94
2015,Jalgaon,Upper Primary (VI-VIII),ST,7.78,6.74,9.09
2015,Jalgaon,Secondary (IX-X),Overall,18.66,19.18,18.0
2015,Jalgaon,Secondary (IX-X),General,9.12,5.42,13.45
2015,Jalgaon,Secondary (IX-X),OBC,18.71,20.97,15.6
2015,Jalgaon,Secondary (IX-X),SC,21.5,22.71,19.93
2015,Jalgaon,Secondary (IX-X),ST,31.25,28.67,35.14
2015,Jalna,Primary (I-V),Overall,3.57,4.11,2.96
2015,Jalna,Primary (I-V),General,4.1,5.01,3.07
2015,Jalna,Primary (I-V),OBC,2.64,2.74,2.52
2015,Jalna,Primary (I-V),SC,3.49,3.92,3.04
2015,Jalna,Primary (I-V),ST,7.43,8.43,6.32
2015,Jalna,Upper Primary (VI-VIII),Overall,5.16,3.63,6.85
2015,Jalna,Upper Primary (VI-VIII),General,5.94,4.55,7.45
2015,Jalna,Upper Primary (VI-VIII),OBC,3.24,1.92,4.71
2015,Jalna,Upper Primary (VI-VIII),SC,6.46,4.67,8.41
2015,Jalna,Upper Primary (VI-VIII),ST,10.96,6.03,16.47
2015,Jalna,Secondary (IX-X),Overall,10.22,6.09,15.46
2015,Jalna,Secondary (IX-X),General,12.65,8.5,17.62
2015,Jalna,Secondary (IX-X),OBC,7.11,2.75,12.84
2015,Jalna,Secondary (IX-X),SC,10.58,6.98,15.44
2015,Jalna,Secondary (IX-X),ST,8.57,6.67,11.78
2015,Kolhapur,Primary (I-V),Overall,1.05,1.08,1.02
2015,Kolhapur,Primary (I-V),General,0.27,0.22,0.33
2015,Kolhapur,Primary (I-V),OBC,2.3,2.25,2.37
2015,Kolhapur,Primary (I-V),SC,2.18,2.51,1.82
2015,Kolhapur,Primary (I-V),ST,4.94,10.24,0.0
2015,Kolhapur,Upper Primary (VI-VIII),Overall,0.25,0.0,1.04
2015,Kolhapur,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2015,Kolhapur,Upper Primary (VI-VIII),OBC,2.25,1.71,2.91
2015,Kolhapur,Upper Primary (VI-VIII),SC,3.26,3.06,3.49
2015,Kolhapur,Upper Primary (VI-VIII),ST,5.47,9.7,0.0
2015,Kolhapur,Secondary (IX-X),Overall,9.43,9.94,8.76
2015,Kolhapur,Secondary (IX-X),General,6.34,6.79,5.77
2015,Kolhapur,Secondary (IX-X),OBC,13.81,15.16,12.09
2015,Kolhapur,Secondary (IX-X),SC,17.11,17.04,17.18
2015,Kolhapur,Secondary (IX-X),ST,0.0,0.0,0.0
2015,Latur,Primary (I-V),Overall,4.98,4.44,5.61
2015,Latur,Primary (I-V),General,5.19,4.28,6.25
2015,Latur,Primary (I-V),OBC,4.98,4.68,5.34
2015,Latur,Primary (I-V),SC,5.26,5.23,5.29
2015,Latur,Primary (I-V),ST,0.0,0.0,0.67
2015,Latur,Upper Primary (VI-VIII),Overall,4.38,3.72,5.18
2015,Latur,Upper Primary (VI-VIII),General,4.86,4.49,5.3
2015,Latur,Upper Primary (VI-VIII),OBC,3.32,2.4,4.53
2015,Latur,Upper Primary (VI-VIII),SC,4.53,3.95,5.17
2015,Latur,Upper Primary (VI-VIII),ST,7.54,5.1,10.81
2015,Latur,Secondary (IX-X),Overall,11.43,11.16,11.8
2015,Latur,Secondary (IX-X),General,8.78,8.92,8.61
2015,Latur,Secondary (IX-X),OBC,12.32,12.24,12.44
2015,Latur,Secondary (IX-X),SC,15.29,13.81,17.13
2015,Latur,Secondary (IX-X),ST,17.33,15.64,19.83
2015,Mumbai,Primary (I-V),Overall,0.0,0.0,0.0
2015,Mumbai,Primary (I-V),General,0.0,0.0,0.0
2015,Mumbai,Primary (I-V),OBC,0.0,0.0,0.0
2015,Mumbai,Primary (I-V),SC,0.0,0.0,0.0
2015,Mumbai,Primary (I-V),ST,0.0,0.0,0.0
2015,Mumbai,Upper Primary (VI-VIII),Overall,0.0,0.0,0.0
