Year,District,Type of School,Central Govt,Government Aided,Local body,Others,Private Unaided
2015,Mumbai Suburban,Primary School (I-V),7.0,3843.0,1091.0,,6982.0
2015,Mumbai Suburban,Upper Primary School (I-VIII),,8.0,9333.0,,75.0
2015,Mumbai Suburban,Secondary School (VI-X),,,694.0,,
2015,Mumbai Suburban,Secondary School (I-X),,,745.0,,14.0
2015,Mumbai Suburban,Primary School (I-V),,,,494.0,
2015,Mumbai Suburban,Upper Primary School (I-VIII),,,,5.0,
2015,Mumbai Suburban,Secondary School (VI-X),,,,3.0,
2015,Nagpur,Primary School (I-V),33.0,1656.0,2941.0,228.0,2199.0
2015,Nagpur,Upper Primary School (I-VIII),,2367.0,3493.0,59.0,2642.0
2015,Nagpur,Secondary School (VI-X),,615.0,70.0,,716.0
2015,Nagpur,Secondary School (I-X),,4041.0,485.0,41.0,1571.0
2015,Nagpur,Higher Secondary School (I-XII),242.0,6086.0,264.0,29.0,1970.0
2015,Nagpur,Higher Secondary School (XI-XII),,724.0,,17.0,258.0
2015,Nanded,Primary School (I-V),51.0,884.0,3670.0,30.0,707.0
2015,Nanded,Upper Primary School (I-VIII),33.0,2524.0,4819.0,43.0,537.0
2015,Nanded,Secondary School (VI-X),,481.0,57.0,6.0,306.0
2015,Nanded,Secondary School (I-X),44.0,2778.0,1127.0,93.0,594.0
2015,Nanded,Higher Secondary School (I-XII),4.0,3381.0,,113.0,121.0
2015,Nanded,Higher Secondary School (XI-XII),,496.0,,,258.0
2015,Nandurbar,Primary School (I-V),,262.0,3426.0,21.0,255.0
2015,Nandurbar,Upper Primary School (I-VIII),,343.0,769.0,115.0,174.0
2015,Nandurbar,Secondary School (VI-X),,204.0,,,66.0
2015,Nandurbar,Secondary School (I-X),,1641.0,73.0,383.0,830.0
2015,Nandurbar,Higher Secondary School (I-XII),,2001.0,,125.0,
2015,Nandurbar,Higher Secondary School (XI-XII),,96.0,,,43.0
2015,Nashik,Primary School (I-V),,1172.0,6981.0,30.0,1495.0
2015,Nashik,Upper Primary School (I-VIII),8.0,1879.0,6057.0,77.0,1699.0
2015,Nashik,Secondary School (VI-X),,987.0,58.0,10.0,864.0
2015,Nashik,Secondary School (I-X),9.0,4976.0,122.0,577.0,985.0
2015,Nashik,Higher Secondary School (I-XII),111.0,5422.0,,226.0,643.0
2015,Nashik,Higher Secondary School (XI-XII),,717.0,,,349.0
2015,Palghar,Primary School (I-V),,261.0,3186.0,66.0,622.0
2015,Palghar,Upper Primary School (I-VIII),,734.0,3399.0,212.0,2884.0
2015,Palghar,Secondary School (VI-X),,322.0,54.0,21.0,1104.0
2015,Palghar,Secondary School (I-X),63.0,1227.0,14.0,414.0,1193.0
2015,Palghar,Higher Secondary School (I-XII),166.0,1300.0,,234.0,391.0
2015,Palghar,Higher Secondary School (XI-XII),,75.0,,9.0,320.0
2015,Parbhani,Primary School (I-V),,717.0,1581.0,,604.0
2015,Parbhani,Upper Primary School (I-VIII),,1298.0,3180.0,22.0,483.0
2015,Parbhani,Secondary School (VI-X),,332.0,10.0,4.0,328.0
2015,Parbhani,Secondary School (I-X),10.0,1462.0,472.0,,231.0
2015,Parbhani,Higher Secondary School (I-XII),,1412.0,31.0,,45.0
2015,Parbhani,Higher Secondary School (XI-XII),,231.0,,,568.0
2015,Pune,Primary School (I-V),,1547.0,7248.0,183.0,3481.0
2015,Pune,Upper Primary School (I-VIII),2.0,2165.0,8321.0,187.0,7414.0
2015,Pune,Secondary School (VI-X),,1281.0,288.0,32.0,1846.0
2015,Pune,Secondary School (I-X),,5759.0,328.0,149.0,4422.0
2015,Pune,Higher Secondary School (I-XII),633.0,9165.0,153.0,42.0,2382.0
2015,Pune,Higher Secondary School (XI-XII),,1113.0,,,866.0
2015,Raigad,Primary School (I-V),,,,127.0,
2015,Raigad,Upper Primary School (I-VIII),,,,147.0,
2015,Raigad,Secondary School (VI-X),,,,38.0,
2015,Raigad,Secondary School (I-X),,,,62.0,
2015,Raigad,Higher Secondary School (I-XII),,,,56.0,
2015,Raigad,Higher Secondary School (XI-XII),,,,4.0,
2015,Raigad,Primary School (I-V),,355.0,4281.0,,866.0
2015,Raigad,Upper Primary School (I-VIII),,266.0,3502.0,,1194.0
2015,Raigad,Secondary School (VI-X),,392.0,30.0,,620.0
2015,Raigad,Secondary School (I-X),2.0,1920.0,34.0,,1187.0
2015,Raigad,Higher Secondary School (I-XII),88.0,2962.0,,,1172.0
2015,Raigad,Higher Secondary School (XI-XII),,103.0,,,139.0
2015,Ratnagiri,Primary School (I-V),33.0,128.0,3374.0,29.0,334.0
2015,Ratnagiri,Upper Primary School (I-VIII),18.0,20.0,4719.0,,452.0
2015,Ratnagiri,Secondary School (VI-X),,706.0,,20.0,241.0
2015,Ratnagiri,Secondary School (I-X),12.0,1131.0,11.0,16.0,137.0
2015,Ratnagiri,Higher Secondary School (I-XII),4.0,1740.0,,,66.0
2015,Ratnagiri,Higher Secondary School (XI-XII),,106.0,,6.0,124.0
2015,Sangli,Primary School (I-V),,483.0,2915.0,16.0,663.0
2015,Sangli,Upper Primary School (I-VIII),,942.0,3511.0,20.0,749.0
2015,Sangli,Secondary School (VI-X),,491.0,,16.0,427.0
2015,Sangli,Secondary School (I-X),,3079.0,40.0,,190.0
2015,Sangli,Higher Secondary School (I-XII),,3728.0,,,55.0
2015,Sangli,Higher Secondary School (XI-XII),,498.0,,,199.0
2015,Satara,Primary School (I-V),19.0,384.0,4589.0,54.0,634.0
2015,Satara,Upper Primary School (I-VIII),24.0,372.0,4298.0,1.0,922.0
2015,Satara,Secondary School (VI-X),,803.0,,,298.0
2015,Satara,Secondary School (I-X),2.0,3412.0,10.0,26.0,450.0
2015,Satara,Higher Secondary School (I-XII),,3407.0,14.0,,307.0
2015,Satara,Higher Secondary School (XI-XII),,596.0,,5.0,134.0
2015,Sindhudurg,Primary School (I-V),9.0,65.0,1911.0,9.0,129.0
2015,Sindhudurg,Upper Primary School (I-VIII),2.0,28.0,2214.0,,106.0
2015,Sindhudurg,Secondary School (VI-X),,323.0,,17.0,32.0
2015,Sindhudurg,Secondary School (I-X),,905.0,,,223.0
2015,Sindhudurg,Higher Secondary School (I-XII),,1086.0,,,20.0
2015,Sindhudurg,Higher Secondary School (XI-XII),,104.0,,7.0,48.0
2015,Solapur,Primary School (I-V),3.0,1337.0,5408.0,38.0,1057.0
2015,Solapur,Upper Primary School (I-VIII),1.0,2231.0,5231.0,31.0,637.0
2015,Solapur,Secondary School (VI-X),,649.0,26.0,5.0,585.0
2015,Solapur,Secondary School (I-X),7.0,4475.0,58.0,22.0,1008.0
2015,Solapur,Higher Secondary School (I-XII),24.0,5837.0,35.0,,334.0
2015,Solapur,Higher Secondary School (XI-XII),,565.0,,,238.0
2015,Thane,Primary School (I-V),,1243.0,2165.0,273.0,2213.0
2015,Thane,Upper Primary School (I-VIII),,3743.0,4890.0,571.0,8783.0
2015,Thane,Secondary School (VI-X),,1503.0,271.0,37.0,2919.0
2015,Thane,Secondary School (I-X),19.0,2641.0,15.0,134.0,2006.0
2015,Thane,Higher Secondary School (I-XII),138.0,3542.0,,109.0,1622.0
2015,Thane,Higher Secondary School (XI-XII),,474.0,,11.0,890.0
2015,Wardha,Primary School (I-V),9.0,215.0,1503.0,22.0,411.0
2015,Wardha,Upper Primary School (I-VIII),4.0,218.0,1538.0,7.0,540.0
2015,Wardha,Secondary School (VI-X),,213.0,,5.0,91.0
2015,Wardha,Secondary School (I-X),,1271.0,7.0,39.0,422.0
2015,Wardha,Higher Secondary School (I-XII),18.0,1857.0,193.0,,182.0
2015,Wardha,Higher Secondary School (XI-XII),,144.0,,,160.0
2015,Washim,Primary School (I-V),18.0,147.0,1367.0,12.0,461.0
2015,Washim,Upper Primary School (I-VIII),,441.0,1887.0,24.0,264.0
2015,Washim,Secondary School (VI-X),,175.0,,,120.0
2015,Washim,Secondary School (I-X),,768.0,10.0,11.0,258.0
2015,Washim,Higher Secondary School (I-XII),,1847.0,151.0,19.0,78.0
2015,Washim,Higher Secondary School (XI-XII),,114.0,,,69.0
2015,Yavatmal,Primary School (I-V),3.0,320.0,3206.0,35.0,800.0
2015,Yavatmal,Upper Primary School (I-VIII),,913.0,5214.0,67.0,502.0
2015,Yavatmal,Secondary School (VI-X),,590.0,27.0,,194.0
2015,Yavatmal,Secondary School (I-X),17.0,1480.0,213.0,178.0,462.0
2015,Yavatmal,Higher Secondary School (I-XII),,2838.0,170.0,120.0,301.0
2015,Yavatmal,Higher Secondary School (XI-XII),,245.0,,7.0,249.0
2016,Ahilyanagar,Primary School (I-V),,599.0,8246.0,,1314.0
2016,Ahilyanagar,Upper Primary School (I-VIII),,898.0,3485.0,101.0,1292.0
2016,Ahilyanagar,Secondary School (VI-X),,689.0,12.0,4.0,649.0
2016,Ahilyanagar,Secondary School (I-X),,4965.0,11.0,134.0,703.0
2016,Ahilyanagar,Higher Secondary School (I-XII),68.0,5836.0,,65.0,395.0
2016,Ahilyanagar,Higher Secondary School (XI-XII),,718.0,,14.0,486.0
2016,Akola,Primary School (I-V),,207.0,1701.0,27.0,837.0
2016,Akola,Upper Primary School (I-VIII),,719.0,2535.0,26.0,882.0
2016,Akola,Secondary School (VI-X),,368.0,,,291.0
2016,Akola,Secondary School (I-X),,1288.0,109.0,22.0,540.0
2016,Akola,Higher Secondary School (I-XII),,2513.0,97.0,,115.0
2016,Akola,Higher Secondary School (XI-XII),,145.0,,,224.0
2016,Amravati,Primary School (I-V),,548.0,2578.0,61.0,1129.0
2016,Amravati,Upper Primary School (I-VIII),,709.0,4380.0,56.0,525.0
2016,Amravati,Secondary School (VI-X),,482.0,33.0,7.0,264.0
2016,Amravati,Secondary School (I-X),,2282.0,207.0,101.0,864.0
2016,Amravati,Higher Secondary School (I-XII),,3807.0,321.0,127.0,136.0
2016,Amravati,Higher Secondary School (XI-XII),,419.0,,19.0,68.0
2016,Beed,Primary School (I-V),,687.0,4826.0,8.0,824.0
2016,Beed,Upper Primary School (I-VIII),,1756.0,4421.0,36.0,523.0
2016,Beed,Secondary School (VI-X),,420.0,42.0,7.0,238.0
2016,Beed,Secondary School (I-X),,2889.0,789.0,17.0,688.0
2016,Beed,Higher Secondary School (I-XII),,3626.0,22.0,,106.0
2016,Beed,Higher Secondary School (XI-XII),,426.0,,,313.0
2016,Bhandara,Primary School (I-V),,235.0,1244.0,30.0,272.0
2016,Bhandara,Upper Primary School (I-VIII),,332.0,1536.0,15.0,311.0
2016,Bhandara,Secondary School (VI-X),,200.0,3.0,,58.0
2016,Bhandara,Secondary School (I-X),11.0,1041.0,113.0,8.0,353.0
2016,Bhandara,Higher Secondary School (I-XII),33.0,1601.0,455.0,,196.0
2016,Bhandara,Higher Secondary School (XI-XII),,92.0,,4.0,101.0
2016,Buldhana,Primary School (I-V),,269.0,2728.0,7.0,863.0
2016,Buldhana,Upper Primary School (I-VIII),,499.0,4424.0,33.0,768.0
2016,Buldhana,Secondary School (VI-X),,233.0,29.0,,194.0
2016,Buldhana,Secondary School (I-X),,1652.0,357.0,33.0,392.0
2016,Buldhana,Higher Secondary School (I-XII),,3392.0,337.0,,338.0
2016,Buldhana,Higher Secondary School (XI-XII),,88.0,,6.0,322.0
2016,Chandrapur,Primary School (I-V),,254.0,2365.0,110.0,576.0
2016,Chandrapur,Upper Primary School (I-VIII),,524.0,3548.0,12.0,792.0
2016,Chandrapur,Secondary School (VI-X),,478.0,37.0,,201.0
2016,Chandrapur,Secondary School (I-X),,1440.0,107.0,99.0,864.0
2016,Chandrapur,Higher Secondary School (I-XII),58.0,2750.0,73.0,44.0,564.0
2016,Chandrapur,Higher Secondary School (XI-XII),,248.0,,7.0,284.0
2016,Chh. Sambhaji Nagar,Primary School (I-V),,982.0,3345.0,20.0,2130.0
2016,Chh. Sambhaji Nagar,Upper Primary School (I-VIII),,3328.0,5730.0,25.0,2228.0
2016,Chh. Sambhaji Nagar,Secondary School (VI-X),,742.0,56.0,,796.0
2016,Chh. Sambhaji Nagar,Secondary School (I-X),,2315.0,658.0,52.0,1155.0
2016,Chh. Sambhaji Nagar,Higher Secondary School (I-XII),42.0,3444.0,215.0,,441.0
2016,Chh. Sambhaji Nagar,Higher Secondary School (XI-XII),,589.0,,13.0,574.0
2016,Dharashiv,Primary School (I-V),,357.0,1625.0,11.0,460.0
2016,Dharashiv,Upper Primary School (I-VIII),,718.0,3134.0,33.0,154.0
2016,Dharashiv,Secondary School (VI-X),,566.0,3.0,,165.0
2016,Dharashiv,Secondary School (I-X),,1326.0,488.0,10.0,133.0
2016,Dharashiv,Higher Secondary School (I-XII),,1597.0,52.0,,13.0
2016,Dharashiv,Higher Secondary School (XI-XII),,273.0,,,129.0
2016,Dhule,Primary School (I-V),,611.0,3510.0,5.0,506.0
2016,Dhule,Upper Primary School (I-VIII),,972.0,364.0,42.0,391.0
2016,Dhule,Secondary School (VI-X),12.0,251.0,,,119.0
2016,Dhule,Secondary School (I-X),12.0,2504.0,7.0,93.0,361.0
2016,Dhule,Higher Secondary School (I-XII),,3332.0,72.0,89.0,94.0
2016,Dhule,Higher Secondary School (XI-XII),,169.0,,,24.0
2016,Gadchiroli,Primary School (I-V),,60.0,2362.0,19.0,260.0
2016,Gadchiroli,Upper Primary School (I-VIII),,262.0,2003.0,36.0,299.0
2016,Gadchiroli,Secondary School (VI-X),,153.0,5.0,3.0,207.0
2016,Gadchiroli,Secondary School (I-X),,727.0,66.0,178.0,309.0
2016,Gadchiroli,Higher Secondary School (I-XII),,1568.0,79.0,260.0,32.0
2016,Gadchiroli,Higher Secondary School (XI-XII),,50.0,,5.0,146.0
2016,Gondia,Primary School (I-V),,159.0,1376.0,23.0,334.0
2016,Gondia,Upper Primary School (I-VIII),5.0,458.0,2709.0,9.0,606.0
2016,Gondia,Secondary School (VI-X),,355.0,,18.0,77.0
2016,Gondia,Secondary School (I-X),,598.0,147.0,39.0,193.0
2016,Gondia,Higher Secondary School (I-XII),,1838.0,246.0,110.0,111.0
2016,Gondia,Higher Secondary School (XI-XII),,136.0,,3.0,248.0
2016,Hingoli,Primary School (I-V),,217.0,1426.0,29.0,272.0
2016,Hingoli,Upper Primary School (I-VIII),,505.0,2359.0,24.0,205.0
2016,Hingoli,Secondary School (VI-X),,149.0,10.0,,148.0
2016,Hingoli,Secondary School (I-X),,666.0,361.0,40.0,54.0
2016,Hingoli,Higher Secondary School (I-XII),,1072.0,6.0,29.0,33.0
2016,Hingoli,Higher Secondary School (XI-XII),,100.0,,,232.0
2016,Jalgaon,Primary School (I-V),20.0,975.0,4636.0,20.0,1167.0
2016,Jalgaon,Upper Primary School (I-VIII),6.0,1347.0,3199.0,40.0,911.0
2016,Jalgaon,Secondary School (VI-X),,383.0,36.0,5.0,275.0
2016,Jalgaon,Secondary School (I-X),,5328.0,97.0,133.0,654.0
2016,Jalgaon,Higher Secondary School (I-XII),70.0,4524.0,144.0,34.0,137.0
2016,Jalgaon,Higher Secondary School (XI-XII),,424.0,,,136.0
2016,Jalna,Primary School (I-V),,251.0,2489.0,19.0,744.0
2016,Jalna,Upper Primary School (I-VIII),,690.0,3551.0,27.0,401.0
2016,Jalna,Secondary School (VI-X),,98.0,,,218.0
2016,Jalna,Secondary School (I-X),,1232.0,462.0,,450.0
2016,Jalna,Higher Secondary School (I-XII),,1870.0,16.0,,120.0
2016,Jalna,Higher Secondary School (XI-XII),,224.0,,,268.0
2016,Kolhapur,Primary School (I-V),,765.0,2998.0,19.0,1169.0
2016,Kolhapur,Upper Primary School (I-VIII),,721.0,6569.0,5.0,1207.0
2016,Kolhapur,Secondary School (VI-X),,1487.0,1.0,5.0,532.0
2016,Kolhapur,Secondary School (I-X),,3594.0,46.0,19.0,825.0
2016,Kolhapur,Higher Secondary School (I-XII),,3718.0,57.0,,132.0
2016,Kolhapur,Higher Secondary School (XI-XII),,625.0,7.0,18.0,209.0
2016,Latur,Primary School (I-V),,1025.0,1792.0,21.0,790.0
2016,Latur,Upper Primary School (I-VIII),10.0,2749.0,3518.0,22.0,864.0
2016,Latur,Secondary School (VI-X),,599.0,4.0,6.0,252.0
2016,Latur,Secondary School (I-X),,2582.0,624.0,10.0,300.0
2016,Latur,Higher Secondary School (I-XII),,3575.0,,,16.0
2016,Latur,Higher Secondary School (XI-XII),,569.0,,,225.0
2016,Mumbai,Primary School (I-V),,,,,83.0
2016,Mumbai,Upper Primary School (I-VIII),,27.0,,,875.0
2016,Mumbai,Secondary School (VI-X),,594.0,,,543.0
2016,Mumbai,Secondary School (I-X),162.0,10170.0,,,8918.0
2016,Mumbai,Higher Secondary School (I-XII),437.0,6315.0,,,3834.0
2016,Mumbai,Higher Secondary School (XI-XII),,2386.0,,44.0,1166.0
2016,Mumbai Suburban,Primary School (I-V),6.0,3716.0,1015.0,,7256.0
2016,Mumbai Suburban,Upper Primary School (I-VIII),,68.0,8918.0,,61.0
2016,Mumbai Suburban,Secondary School (VI-X),,,691.0,,
2016,Mumbai Suburban,Secondary School (I-X),,,726.0,,15.0
2016,Mumbai Suburban,Primary School (I-V),,,,574.0,
2016,Mumbai Suburban,Upper Primary School (I-VIII),,,,15.0,
2016,Mumbai Suburban,Secondary School (VI-X),,,,3.0,
2016,Nagpur,Primary School (I-V),,1621.0,2931.0,230.0,2252.0
2016,Nagpur,Upper Primary School (I-VIII),,2391.0,3312.0,47.0,2737.0
2016,Nagpur,Secondary School (VI-X),,617.0,64.0,,699.0
2016,Nagpur,Secondary School (I-X),,3961.0,468.0,38.0,1894.0
2016,Nagpur,Higher Secondary School (I-XII),219.0,5960.0,255.0,29.0,2031.0
2016,Nagpur,Higher Secondary School (XI-XII),,673.0,,17.0,294.0
2016,Nanded,Primary School (I-V),,922.0,3746.0,59.0,915.0
2016,Nanded,Upper Primary School (I-VIII),,2532.0,4915.0,72.0,611.0
2016,Nanded,Secondary School (VI-X),,500.0,56.0,8.0,294.0
2016,Nanded,Secondary School (I-X),41.0,2729.0,1085.0,87.0,674.0
2016,Nanded,Higher Secondary School (I-XII),,3396.0,,122.0,176.0
2016,Nanded,Higher Secondary School (XI-XII),,486.0,,13.0,295.0
2016,Nandurbar,Primary School (I-V),,254.0,3346.0,12.0,272.0
2016,Nandurbar,Upper Primary School (I-VIII),,348.0,758.0,137.0,165.0
2016,Nandurbar,Secondary School (VI-X),,207.0,,4.0,59.0
2016,Nandurbar,Secondary School (I-X),,1709.0,65.0,360.0,761.0
2016,Nandurbar,Higher Secondary School (I-XII),,1973.0,,122.0,
2016,Nandurbar,Higher Secondary School (XI-XII),,89.0,,,45.0
2016,Nashik,Primary School (I-V),,1193.0,7075.0,27.0,1817.0
2016,Nashik,Upper Primary School (I-VIII),,1878.0,6008.0,64.0,2022.0
2016,Nashik,Secondary School (VI-X),,999.0,50.0,15.0,862.0
2016,Nashik,Secondary School (I-X),9.0,4913.0,103.0,586.0,1174.0
2016,Nashik,Higher Secondary School (I-XII),96.0,5406.0,,219.0,727.0
2016,Nashik,Higher Secondary School (XI-XII),,685.0,,,426.0
2016,Palghar,Primary School (I-V),,285.0,3395.0,60.0,635.0
2016,Palghar,Upper Primary School (I-VIII),,741.0,3458.0,221.0,3209.0
2016,Palghar,Secondary School (VI-X),,335.0,51.0,31.0,1092.0
2016,Palghar,Secondary School (I-X),38.0,1267.0,16.0,349.0,1210.0
2016,Palghar,Higher Secondary School (I-XII),54.0,1228.0,,308.0,555.0
2016,Palghar,Higher Secondary School (XI-XII),,79.0,,5.0,351.0
2016,Parbhani,Primary School (I-V),,727.0,1620.0,,685.0
2016,Parbhani,Upper Primary School (I-VIII),,1270.0,3183.0,22.0,543.0
2016,Parbhani,Secondary School (VI-X),,329.0,8.0,4.0,332.0
2016,Parbhani,Secondary School (I-X),8.0,1460.0,454.0,,267.0
2016,Parbhani,Higher Secondary School (I-XII),,1425.0,28.0,,45.0
2016,Parbhani,Higher Secondary School (XI-XII),,239.0,,,548.0
2016,Pune,Primary School (I-V),,1504.0,7024.0,206.0,3777.0
2016,Pune,Upper Primary School (I-VIII),50.0,2107.0,8205.0,189.0,7984.0
2016,Pune,Secondary School (VI-X),,1275.0,275.0,27.0,1879.0
2016,Pune,Secondary School (I-X),19.0,5649.0,295.0,160.0,4973.0
2016,Pune,Higher Secondary School (I-XII),656.0,8864.0,138.0,43.0,3021.0
2016,Pune,Higher Secondary School (XI-XII),,1014.0,,,1031.0
2016,Raigad,Primary School (I-V),,,,88.0,
2016,Raigad,Upper Primary School (I-VIII),,,,106.0,
2016,Raigad,Secondary School (VI-X),,,,22.0,
2016,Raigad,Secondary School (I-X),,,,52.0,
2016,Raigad,Higher Secondary School (I-XII),,,,46.0,
2016,Raigad,Higher Secondary School (XI-XII),,,,3.0,
2016,Raigad,Primary School (I-V),,341.0,4402.0,,985.0
2016,Raigad,Upper Primary School (I-VIII),,269.0,3097.0,,1396.0
2016,Raigad,Secondary School (VI-X),,375.0,28.0,,632.0
2016,Raigad,Secondary School (I-X),,1842.0,34.0,,1215.0
2016,Raigad,Higher Secondary School (I-XII),82.0,2871.0,,,1215.0
2016,Raigad,Higher Secondary School (XI-XII),,96.0,,,183.0
2016,Ratnagiri,Primary School (I-V),,122.0,3299.0,68.0,401.0
2016,Ratnagiri,Upper Primary School (I-VIII),31.0,20.0,4565.0,2.0,503.0
2016,Ratnagiri,Secondary School (VI-X),,677.0,,19.0,227.0
2016,Ratnagiri,Secondary School (I-X),,1077.0,10.0,28.0,145.0
2016,Ratnagiri,Higher Secondary School (I-XII),,1724.0,,2.0,67.0
2016,Ratnagiri,Higher Secondary School (XI-XII),,107.0,,11.0,159.0
2016,Sangli,Primary School (I-V),,495.0,2933.0,6.0,771.0
2016,Sangli,Upper Primary School (I-VIII),,948.0,3483.0,4.0,849.0
2016,Sangli,Secondary School (VI-X),,511.0,,18.0,404.0
2016,Sangli,Secondary School (I-X),,2996.0,37.0,,182.0
2016,Sangli,Higher Secondary School (I-XII),,3665.0,,,65.0
2016,Sangli,Higher Secondary School (XI-XII),,476.0,,,244.0
2016,Satara,Primary School (I-V),,380.0,4582.0,38.0,748.0
2016,Satara,Upper Primary School (I-VIII),,374.0,4156.0,27.0,926.0
2016,Satara,Secondary School (VI-X),,754.0,,,306.0
2016,Satara,Secondary School (I-X),,3256.0,10.0,22.0,495.0
2016,Satara,Higher Secondary School (I-XII),,3218.0,14.0,,313.0
2016,Satara,Higher Secondary School (XI-XII),,562.0,,5.0,146.0
2016,Sindhudurg,Primary School (I-V),,58.0,1881.0,7.0,179.0
2016,Sindhudurg,Upper Primary School (I-VIII),,28.0,2170.0,,106.0
2016,Sindhudurg,Secondary School (VI-X),,324.0,,12.0,40.0
2016,Sindhudurg,Secondary School (I-X),,870.0,,,230.0
2016,Sindhudurg,Higher Secondary School (I-XII),,1069.0,,,20.0
2016,Sindhudurg,Higher Secondary School (XI-XII),,103.0,,4.0,63.0
2016,Solapur,Primary School (I-V),3.0,1352.0,5364.0,19.0,1248.0
2016,Solapur,Upper Primary School (I-VIII),,2277.0,5293.0,33.0,725.0
2016,Solapur,Secondary School (VI-X),,668.0,22.0,,570.0
2016,Solapur,Secondary School (I-X),9.0,4416.0,62.0,21.0,1049.0
2016,Solapur,Higher Secondary School (I-XII),23.0,5812.0,33.0,,410.0
2016,Solapur,Higher Secondary School (XI-XII),,557.0,,,309.0
2016,Thane,Primary School (I-V),,1254.0,2148.0,251.0,2381.0
2016,Thane,Upper Primary School (I-VIII),,3783.0,5050.0,676.0,9541.0
2016,Thane,Secondary School (VI-X),,1529.0,254.0,42.0,3149.0
2016,Thane,Secondary School (I-X),19.0,2662.0,14.0,165.0,2213.0
2016,Thane,Higher Secondary School (I-XII),139.0,3497.0,,97.0,1807.0
2016,Thane,Higher Secondary School (XI-XII),,473.0,,22.0,963.0
2016,Wardha,Primary School (I-V),,206.0,1506.0,17.0,459.0
2016,Wardha,Upper Primary School (I-VIII),9.0,208.0,1487.0,10.0,574.0
2016,Wardha,Secondary School (VI-X),,206.0,,5.0,93.0
2016,Wardha,Secondary School (I-X),,1201.0,7.0,31.0,445.0
2016,Wardha,Higher Secondary School (I-XII),22.0,1796.0,188.0,,196.0
2016,Wardha,Higher Secondary School (XI-XII),,137.0,,,156.0
2016,Washim,Primary School (I-V),,154.0,1376.0,43.0,488.0
2016,Washim,Upper Primary School (I-VIII),,466.0,1862.0,34.0,254.0
2016,Washim,Secondary School (VI-X),,207.0,,3.0,89.0
2016,Washim,Secondary School (I-X),,796.0,10.0,8.0,244.0
2016,Washim,Higher Secondary School (I-XII),,1913.0,146.0,19.0,29.0
2016,Washim,Higher Secondary School (XI-XII),,120.0,,,89.0
2016,Yavatmal,Primary School (I-V),,329.0,3197.0,29.0,847.0
2016,Yavatmal,Upper Primary School (I-VIII),,963.0,5115.0,61.0,535.0
2016,Yavatmal,Secondary School (VI-X),,575.0,25.0,,185.0
2016,Yavatmal,Secondary School (I-X),23.0,1448.0,213.0,166.0,525.0
2016,Yavatmal,Higher Secondary School (I-XII),,2745.0,151.0,110.0,310.0
2016,Yavatmal,Higher Secondary School (XI-XII),,250.0,,7.0,259.0
2017,Ahilyanagar,Primary School (I-V),,566.0,8219.0,8.0,855.0
2017,Ahilyanagar,Upper Primary School (I-VIII),,907.0,3766.0,54.0,1430.0
2017,Ahilyanagar,Secondary School (VI-X),,568.0,12.0,18.0,366.0
2017,Ahilyanagar,Secondary School (I-X),,4417.0,10.0,150.0,1231.0
2017,Ahilyanagar,Higher Secondary School (I-XII),,6642.0,,143.0,678.0
2017,Ahilyanagar,Higher Secondary School (XI-XII),,687.0,,15.0,605.0
2017,Akola,Primary School (I-V),,153.0,1511.0,43.0,623.0
2017,Akola,Upper Primary School (I-VIII),,711.0,2676.0,20.0,863.0
2017,Akola,Secondary School (VI-X),,482.0,16.0,24.0,163.0
2017,Akola,Secondary School (I-X),,1158.0,87.0,22.0,501.0
2017,Akola,Higher Secondary School (I-XII),,2588.0,88.0,,405.0
2017,Akola,Higher Secondary School (XI-XII),,134.0,,8.0,254.0
2017,Amravati,Primary School (I-V),,489.0,2545.0,6.0,734.0
2017,Amravati,Upper Primary School (I-VIII),,682.0,4359.0,67.0,735.0
2017,Amravati,Secondary School (VI-X),,567.0,45.0,31.0,165.0
2017,Amravati,Secondary School (I-X),,2224.0,177.0,101.0,912.0
2017,Amravati,Higher Secondary School (I-XII),,3625.0,220.0,119.0,417.0
2017,Amravati,Higher Secondary School (XI-XII),,382.0,,20.0,75.0
2017,Beed,Primary School (I-V),,545.0,4568.0,9.0,566.0
2017,Beed,Upper Primary School (I-VIII),,1909.0,4632.0,28.0,791.0
2017,Beed,Secondary School (VI-X),,353.0,47.0,22.0,103.0
2017,Beed,Secondary School (I-X),,3070.0,751.0,20.0,810.0
2017,Beed,Higher Secondary School (I-XII),,3619.0,24.0,,166.0
2017,Beed,Higher Secondary School (XI-XII),,419.0,,,320.0
2017,Bhandara,Primary School (I-V),,226.0,1250.0,26.0,170.0
2017,Bhandara,Upper Primary School (I-VIII),,320.0,1578.0,20.0,319.0
2017,Bhandara,Secondary School (VI-X),,190.0,7.0,7.0,49.0
2017,Bhandara,Secondary School (I-X),,941.0,108.0,25.0,361.0
2017,Bhandara,Higher Secondary School (I-XII),,1595.0,439.0,33.0,345.0
2017,Bhandara,Higher Secondary School (XI-XII),,73.0,,4.0,110.0
2017,Buldhana,Primary School (I-V),,230.0,2589.0,8.0,685.0
2017,Buldhana,Upper Primary School (I-VIII),,530.0,4506.0,,683.0
2017,Buldhana,Secondary School (VI-X),,341.0,85.0,31.0,93.0
2017,Buldhana,Secondary School (I-X),,1525.0,288.0,31.0,833.0
2017,Buldhana,Higher Secondary School (I-XII),,3485.0,278.0,,485.0
2017,Buldhana,Higher Secondary School (XI-XII),,84.0,,10.0,348.0
