Year,District,Select Class,Social Category,Boys,Girls
2017,Sindhudurg,Class 6,Overall,5472,5075
2017,Sindhudurg,Class 6,General,2980,2692
2017,Sindhudurg,Class 6,OBC,2024,1982
2017,Sindhudurg,Class 6,SC,396,346
2017,Sindhudurg,Class 6,ST,72,55
2017,Sindhudurg,Class 7,Overall,5523,5029
2017,Sindhudurg,Class 7,General,3012,2720
2017,Sindhudurg,Class 7,OBC,2089,1912
2017,Sindhudurg,Class 7,SC,362,346
2017,Sindhudurg,Class 7,ST,60,51
2017,Sindhudurg,Class 8,Overall,6162,5663
2017,Sindhudurg,Class 8,General,3297,3092
2017,Sindhudurg,Class 8,OBC,2398,2101
2017,Sindhudurg,Class 8,SC,416,415
2017,Sindhudurg,Class 8,ST,51,55
2017,Sindhudurg,Class 9,Overall,6225,5711
2017,Sindhudurg,Class 9,General,3370,3071
2017,Sindhudurg,Class 9,OBC,2368,2190
2017,Sindhudurg,Class 9,SC,449,408
2017,Sindhudurg,Class 9,ST,38,42
2017,Sindhudurg,Class 10,Overall,6497,5789
2017,Sindhudurg,Class 10,General,3551,3262
2017,Sindhudurg,Class 10,OBC,2424,2132
2017,Sindhudurg,Class 10,SC,476,350
2017,Sindhudurg,Class 10,ST,46,45
2017,Sindhudurg,Class 11,Overall,5759,5526
2017,Sindhudurg,Class 11,General,3074,2890
2017,Sindhudurg,Class 11,OBC,2285,2187
2017,Sindhudurg,Class 11,SC,358,402
2017,Sindhudurg,Class 11,ST,42,47
2017,Sindhudurg,Class 12,Overall,5726,5710
2017,Sindhudurg,Class 12,General,3077,2982
2017,Sindhudurg,Class 12,OBC,2202,2218
2017,Sindhudurg,Class 12,SC,408,477
2017,Sindhudurg,Class 12,ST,39,33
2017,Solapur,Pre-Primary,Overall,20872,17698
2017,Solapur,Pre-Primary,General,10554,8791
2017,Solapur,Pre-Primary,OBC,7339,6322
2017,Solapur,Pre-Primary,SC,2593,2269
2017,Solapur,Pre-Primary,ST,386,316
2017,Solapur,Class 1,Overall,41850,35717
2017,Solapur,Class 1,General,17901,14870
2017,Solapur,Class 1,OBC,16551,14292
2017,Solapur,Class 1,SC,6464,5750
2017,Solapur,Class 1,ST,934,805
2017,Solapur,Class 2,Overall,41915,36150
2017,Solapur,Class 2,General,17971,14984
2017,Solapur,Class 2,OBC,16477,14480
2017,Solapur,Class 2,SC,6515,5808
2017,Solapur,Class 2,ST,952,878
2017,Solapur,Class 3,Overall,41119,36392
2017,Solapur,Class 3,General,17557,14959
2017,Solapur,Class 3,OBC,16024,14577
2017,Solapur,Class 3,SC,6407,5979
2017,Solapur,Class 3,ST,1131,877
2017,Solapur,Class 4,Overall,40710,36157
2017,Solapur,Class 4,General,17755,15097
2017,Solapur,Class 4,OBC,15831,14415
2017,Solapur,Class 4,SC,6223,5851
2017,Solapur,Class 4,ST,901,794
2017,Solapur,Class 5,Overall,40350,36208
2017,Solapur,Class 5,General,17292,15141
2017,Solapur,Class 5,OBC,15955,14294
2017,Solapur,Class 5,SC,6250,6036
2017,Solapur,Class 5,ST,853,737
2017,Solapur,Class 6,Overall,40399,35926
2017,Solapur,Class 6,General,17075,14646
2017,Solapur,Class 6,OBC,16119,14632
2017,Solapur,Class 6,SC,6378,5905
2017,Solapur,Class 6,ST,827,743
2017,Solapur,Class 7,Overall,41155,36288
2017,Solapur,Class 7,General,17347,14994
2017,Solapur,Class 7,OBC,16203,14462
2017,Solapur,Class 7,SC,6759,6138
2017,Solapur,Class 7,ST,846,694
2017,Solapur,Class 8,Overall,40547,35209
2017,Solapur,Class 8,General,17373,14489
2017,Solapur,Class 8,OBC,15961,14086
2017,Solapur,Class 8,SC,6448,6058
2017,Solapur,Class 8,ST,765,576
2017,Solapur,Class 9,Overall,41974,35715
2017,Solapur,Class 9,General,17603,14835
2017,Solapur,Class 9,OBC,16645,14152
2017,Solapur,Class 9,SC,6941,6121
2017,Solapur,Class 9,ST,785,607
2017,Solapur,Class 10,Overall,40427,31916
2017,Solapur,Class 10,General,17453,13814
2017,Solapur,Class 10,OBC,15813,12420
2017,Solapur,Class 10,SC,6441,5230
2017,Solapur,Class 10,ST,720,452
2017,Solapur,Class 11,Overall,31824,23222
2017,Solapur,Class 11,General,13951,10609
2017,Solapur,Class 11,OBC,12840,8955
2017,Solapur,Class 11,SC,4776,3468
2017,Solapur,Class 11,ST,257,190
2017,Solapur,Class 12,Overall,29933,22382
2017,Solapur,Class 12,General,13392,10330
2017,Solapur,Class 12,OBC,11926,8576
2017,Solapur,Class 12,SC,4371,3307
2017,Solapur,Class 12,ST,244,169
2017,Thane,Pre-Primary,Overall,64562,58160
2017,Thane,Pre-Primary,General,48081,42495
2017,Thane,Pre-Primary,OBC,10025,9796
2017,Thane,Pre-Primary,SC,5027,4584
2017,Thane,Pre-Primary,ST,1429,1285
2017,Thane,Class 1,Overall,80703,72344
2017,Thane,Class 1,General,50963,44551
2017,Thane,Class 1,OBC,17595,16468
2017,Thane,Class 1,SC,7472,6757
2017,Thane,Class 1,ST,4673,4568
2017,Thane,Class 2,Overall,82209,73522
2017,Thane,Class 2,General,51979,44908
2017,Thane,Class 2,OBC,17967,17058
2017,Thane,Class 2,SC,7540,7088
2017,Thane,Class 2,ST,4723,4468
2017,Thane,Class 3,Overall,83501,74570
2017,Thane,Class 3,General,52207,45239
2017,Thane,Class 3,OBC,18565,17429
2017,Thane,Class 3,SC,7572,7110
2017,Thane,Class 3,ST,5157,4792
2017,Thane,Class 4,Overall,82382,73673
2017,Thane,Class 4,General,51538,44382
2017,Thane,Class 4,OBC,18119,17301
2017,Thane,Class 4,SC,7887,7258
2017,Thane,Class 4,ST,4838,4732
2017,Thane,Class 5,Overall,79919,71289
2017,Thane,Class 5,General,50254,43204
2017,Thane,Class 5,OBC,17463,16619
2017,Thane,Class 5,SC,7396,7089
2017,Thane,Class 5,ST,4806,4377
2017,Thane,Class 6,Overall,79031,70543
2017,Thane,Class 6,General,49404,42279
2017,Thane,Class 6,OBC,16929,16325
2017,Thane,Class 6,SC,7568,7194
2017,Thane,Class 6,ST,5130,4745
2017,Thane,Class 7,Overall,77647,68412
2017,Thane,Class 7,General,47796,40307
2017,Thane,Class 7,OBC,17209,16294
2017,Thane,Class 7,SC,7623,7223
2017,Thane,Class 7,ST,5019,4588
2017,Thane,Class 8,Overall,75472,66253
2017,Thane,Class 8,General,46586,39412
2017,Thane,Class 8,OBC,16643,15768
2017,Thane,Class 8,SC,7514,6924
2017,Thane,Class 8,ST,4729,4149
2017,Thane,Class 9,Overall,74559,63885
2017,Thane,Class 9,General,45092,37891
2017,Thane,Class 9,OBC,17148,15264
2017,Thane,Class 9,SC,7660,6945
2017,Thane,Class 9,ST,4659,3785
2017,Thane,Class 10,Overall,62016,56306
2017,Thane,Class 10,General,37622,33098
2017,Thane,Class 10,OBC,14863,14201
2017,Thane,Class 10,SC,6310,6089
2017,Thane,Class 10,ST,3221,2918
2017,Thane,Class 11,Overall,49158,43910
2017,Thane,Class 11,General,30175,26716
2017,Thane,Class 11,OBC,11788,10770
2017,Thane,Class 11,SC,4934,4584
2017,Thane,Class 11,ST,2261,1840
2017,Thane,Class 12,Overall,43710,40686
2017,Thane,Class 12,General,27292,24648
2017,Thane,Class 12,OBC,10396,10497
2017,Thane,Class 12,SC,4118,4015
2017,Thane,Class 12,ST,1904,1526
2017,Wardha,Pre-Primary,Overall,4862,4347
2017,Wardha,Pre-Primary,General,925,836
2017,Wardha,Pre-Primary,OBC,2921,2651
2017,Wardha,Pre-Primary,SC,764,664
2017,Wardha,Pre-Primary,ST,252,196
2017,Wardha,Class 1,Overall,9416,8553
2017,Wardha,Class 1,General,949,847
2017,Wardha,Class 1,OBC,5854,5290
2017,Wardha,Class 1,SC,1405,1272
2017,Wardha,Class 1,ST,1208,1144
2017,Wardha,Class 2,Overall,9530,8793
2017,Wardha,Class 2,General,937,822
2017,Wardha,Class 2,OBC,5981,5465
2017,Wardha,Class 2,SC,1351,1373
2017,Wardha,Class 2,ST,1261,1133
2017,Wardha,Class 3,Overall,9826,9069
2017,Wardha,Class 3,General,916,841
2017,Wardha,Class 3,OBC,5981,5581
2017,Wardha,Class 3,SC,1499,1330
2017,Wardha,Class 3,ST,1430,1317
2017,Wardha,Class 4,Overall,9765,9005
2017,Wardha,Class 4,General,939,871
2017,Wardha,Class 4,OBC,6094,5522
2017,Wardha,Class 4,SC,1469,1393
2017,Wardha,Class 4,ST,1263,1219
2017,Wardha,Class 5,Overall,9669,8786
2017,Wardha,Class 5,General,953,807
2017,Wardha,Class 5,OBC,6039,5547
2017,Wardha,Class 5,SC,1385,1289
2017,Wardha,Class 5,ST,1292,1143
2017,Wardha,Class 6,Overall,9755,8822
2017,Wardha,Class 6,General,921,826
2017,Wardha,Class 6,OBC,5998,5450
2017,Wardha,Class 6,SC,1478,1342
2017,Wardha,Class 6,ST,1358,1204
2017,Wardha,Class 7,Overall,9852,9089
2017,Wardha,Class 7,General,922,823
2017,Wardha,Class 7,OBC,6067,5598
2017,Wardha,Class 7,SC,1529,1407
2017,Wardha,Class 7,ST,1334,1261
2017,Wardha,Class 8,Overall,10053,9284
2017,Wardha,Class 8,General,981,818
2017,Wardha,Class 8,OBC,6243,5840
2017,Wardha,Class 8,SC,1508,1437
2017,Wardha,Class 8,ST,1321,1189
2017,Wardha,Class 9,Overall,10598,9466
2017,Wardha,Class 9,General,937,876
2017,Wardha,Class 9,OBC,6543,5897
2017,Wardha,Class 9,SC,1718,1506
2017,Wardha,Class 9,ST,1400,1187
2017,Wardha,Class 10,Overall,10935,9512
2017,Wardha,Class 10,General,937,829
2017,Wardha,Class 10,OBC,6792,5922
2017,Wardha,Class 10,SC,1797,1507
2017,Wardha,Class 10,ST,1409,1254
2017,Wardha,Class 11,Overall,8348,8593
2017,Wardha,Class 11,General,695,754
2017,Wardha,Class 11,OBC,5284,5435
2017,Wardha,Class 11,SC,1473,1417
2017,Wardha,Class 11,ST,896,987
2017,Wardha,Class 12,Overall,8265,8820
2017,Wardha,Class 12,General,674,731
2017,Wardha,Class 12,OBC,5227,5710
2017,Wardha,Class 12,SC,1519,1505
2017,Wardha,Class 12,ST,845,874
2017,Washim,Pre-Primary,Overall,2373,1613
2017,Washim,Pre-Primary,General,517,354
2017,Washim,Pre-Primary,OBC,1554,1011
2017,Washim,Pre-Primary,SC,253,212
2017,Washim,Pre-Primary,ST,49,36
2017,Washim,Class 1,Overall,11546,9743
2017,Washim,Class 1,General,1894,1565
2017,Washim,Class 1,OBC,6742,5487
2017,Washim,Class 1,SC,2062,1879
2017,Washim,Class 1,ST,848,812
2017,Washim,Class 2,Overall,11716,9883
2017,Washim,Class 2,General,1766,1520
2017,Washim,Class 2,OBC,6827,5649
2017,Washim,Class 2,SC,2144,1870
2017,Washim,Class 2,ST,979,844
2017,Washim,Class 3,Overall,11531,9901
2017,Washim,Class 3,General,1730,1435
2017,Washim,Class 3,OBC,6635,5666
2017,Washim,Class 3,SC,2212,1954
2017,Washim,Class 3,ST,954,846
2017,Washim,Class 4,Overall,11500,9904
2017,Washim,Class 4,General,1736,1433
2017,Washim,Class 4,OBC,6777,5670
2017,Washim,Class 4,SC,2127,1994
2017,Washim,Class 4,ST,860,807
2017,Washim,Class 5,Overall,11345,9925
2017,Washim,Class 5,General,1678,1394
2017,Washim,Class 5,OBC,6653,5857
2017,Washim,Class 5,SC,2192,1904
2017,Washim,Class 5,ST,822,770
2017,Washim,Class 6,Overall,11523,10034
2017,Washim,Class 6,General,1585,1403
2017,Washim,Class 6,OBC,6751,5762
2017,Washim,Class 6,SC,2259,2062
2017,Washim,Class 6,ST,928,807
2017,Washim,Class 7,Overall,11420,10368
2017,Washim,Class 7,General,1716,1518
2017,Washim,Class 7,OBC,6526,5949
2017,Washim,Class 7,SC,2301,2126
2017,Washim,Class 7,ST,877,775
2017,Washim,Class 8,Overall,11896,10852
2017,Washim,Class 8,General,1720,1617
2017,Washim,Class 8,OBC,6825,6220
2017,Washim,Class 8,SC,2459,2231
2017,Washim,Class 8,ST,892,784
2017,Washim,Class 9,Overall,12604,10964
2017,Washim,Class 9,General,1769,1434
2017,Washim,Class 9,OBC,7138,6390
2017,Washim,Class 9,SC,2730,2350
2017,Washim,Class 9,ST,967,790
2017,Washim,Class 10,Overall,13372,10333
2017,Washim,Class 10,General,1844,1401
2017,Washim,Class 10,OBC,7516,5935
2017,Washim,Class 10,SC,3101,2343
2017,Washim,Class 10,ST,911,654
2017,Washim,Class 11,Overall,10270,7751
2017,Washim,Class 11,General,1264,969
2017,Washim,Class 11,OBC,6279,4662
2017,Washim,Class 11,SC,2182,1752
2017,Washim,Class 11,ST,545,368
2017,Washim,Class 12,Overall,10419,7827
2017,Washim,Class 12,General,1231,872
2017,Washim,Class 12,OBC,6425,4748
2017,Washim,Class 12,SC,2212,1827
2017,Washim,Class 12,ST,551,380
2017,Yavatmal,Pre-Primary,Overall,11502,9257
2017,Yavatmal,Pre-Primary,General,2802,2243
2017,Yavatmal,Pre-Primary,OBC,6515,5194
2017,Yavatmal,Pre-Primary,SC,1241,1019
2017,Yavatmal,Pre-Primary,ST,944,801
2017,Yavatmal,Class 1,Overall,25257,23064
2017,Yavatmal,Class 1,General,3609,3288
2017,Yavatmal,Class 1,OBC,13764,12465
2017,Yavatmal,Class 1,SC,2813,2632
2017,Yavatmal,Class 1,ST,5071,4679
2017,Yavatmal,Class 2,Overall,25030,22824
2017,Yavatmal,Class 2,General,3602,3172
2017,Yavatmal,Class 2,OBC,13665,12595
2017,Yavatmal,Class 2,SC,2920,2564
2017,Yavatmal,Class 2,ST,4843,4493
2017,Yavatmal,Class 3,Overall,24888,22658
2017,Yavatmal,Class 3,General,3524,3208
2017,Yavatmal,Class 3,OBC,13703,12294
2017,Yavatmal,Class 3,SC,2889,2574
2017,Yavatmal,Class 3,ST,4772,4582
2017,Yavatmal,Class 4,Overall,24245,22482
2017,Yavatmal,Class 4,General,3513,3199
2017,Yavatmal,Class 4,OBC,13459,12445
2017,Yavatmal,Class 4,SC,2755,2615
2017,Yavatmal,Class 4,ST,4518,4223
2017,Yavatmal,Class 5,Overall,23731,22049
2017,Yavatmal,Class 5,General,3208,3021
2017,Yavatmal,Class 5,OBC,13260,12137
2017,Yavatmal,Class 5,SC,2755,2551
2017,Yavatmal,Class 5,ST,4508,4340
2017,Yavatmal,Class 6,Overall,23093,21689
2017,Yavatmal,Class 6,General,3282,2974
2017,Yavatmal,Class 6,OBC,12746,12119
2017,Yavatmal,Class 6,SC,2774,2550
2017,Yavatmal,Class 6,ST,4291,4046
2017,Yavatmal,Class 7,Overall,24067,22132
2017,Yavatmal,Class 7,General,3564,3073
2017,Yavatmal,Class 7,OBC,13134,12148
2017,Yavatmal,Class 7,SC,2933,2690
2017,Yavatmal,Class 7,ST,4436,4221
2017,Yavatmal,Class 8,Overall,25047,23103
2017,Yavatmal,Class 8,General,3421,3221
2017,Yavatmal,Class 8,OBC,13788,12616
2017,Yavatmal,Class 8,SC,3017,2795
2017,Yavatmal,Class 8,ST,4821,4471
2017,Yavatmal,Class 9,Overall,25300,22322
2017,Yavatmal,Class 9,General,3336,2952
2017,Yavatmal,Class 9,OBC,13984,12202
2017,Yavatmal,Class 9,SC,3156,2778
2017,Yavatmal,Class 9,ST,4824,4390
2017,Yavatmal,Class 10,Overall,25257,21212
2017,Yavatmal,Class 10,General,3188,2791
2017,Yavatmal,Class 10,OBC,13870,11683
2017,Yavatmal,Class 10,SC,3330,2678
2017,Yavatmal,Class 10,ST,4869,4060
2017,Yavatmal,Class 11,Overall,16635,15200
2017,Yavatmal,Class 11,General,2119,2105
2017,Yavatmal,Class 11,OBC,9482,8381
2017,Yavatmal,Class 11,SC,2186,2028
2017,Yavatmal,Class 11,ST,2848,2686
2017,Yavatmal,Class 12,Overall,17176,15153
2017,Yavatmal,Class 12,General,2008,2082
2017,Yavatmal,Class 12,OBC,9925,8386
2017,Yavatmal,Class 12,SC,2328,2123
2017,Yavatmal,Class 12,ST,2915,2562
2018,Ahilyanagar,Pre-Primary,Overall,8160,6570
2018,Ahilyanagar,Pre-Primary,General,4776,3823
2018,Ahilyanagar,Pre-Primary,OBC,2318,1887
2018,Ahilyanagar,Pre-Primary,SC,796,598
2018,Ahilyanagar,Pre-Primary,ST,270,262
2018,Ahilyanagar,Class 1,Overall,39535,35224
2018,Ahilyanagar,Class 1,General,18036,15446
2018,Ahilyanagar,Class 1,OBC,11741,10312
2018,Ahilyanagar,Class 1,SC,5176,4855
2018,Ahilyanagar,Class 1,ST,4582,4611
2018,Ahilyanagar,Class 2,Overall,42281,35944
2018,Ahilyanagar,Class 2,General,18600,15298
2018,Ahilyanagar,Class 2,OBC,12521,10306
2018,Ahilyanagar,Class 2,SC,5622,5138
2018,Ahilyanagar,Class 2,ST,5538,5202
2018,Ahilyanagar,Class 3,Overall,43637,36551
2018,Ahilyanagar,Class 3,General,19557,15652
2018,Ahilyanagar,Class 3,OBC,13069,10638
2018,Ahilyanagar,Class 3,SC,5600,5291
2018,Ahilyanagar,Class 3,ST,5411,4970
2018,Ahilyanagar,Class 4,Overall,43029,36027
2018,Ahilyanagar,Class 4,General,19272,15623
2018,Ahilyanagar,Class 4,OBC,12654,10455
2018,Ahilyanagar,Class 4,SC,5494,5033
2018,Ahilyanagar,Class 4,ST,5609,4916
2018,Ahilyanagar,Class 5,Overall,43205,36339
2018,Ahilyanagar,Class 5,General,19902,16302
2018,Ahilyanagar,Class 5,OBC,13137,10790
2018,Ahilyanagar,Class 5,SC,5668,5121
2018,Ahilyanagar,Class 5,ST,4498,4126
2018,Ahilyanagar,Class 6,Overall,43624,36134
2018,Ahilyanagar,Class 6,General,20186,16117
2018,Ahilyanagar,Class 6,OBC,13364,10844
2018,Ahilyanagar,Class 6,SC,5577,5079
2018,Ahilyanagar,Class 6,ST,4497,4094
2018,Ahilyanagar,Class 7,Overall,43975,35816
2018,Ahilyanagar,Class 7,General,20174,15711
2018,Ahilyanagar,Class 7,OBC,13394,10434
2018,Ahilyanagar,Class 7,SC,5516,5100
2018,Ahilyanagar,Class 7,ST,4891,4571
2018,Ahilyanagar,Class 8,Overall,45064,36217
2018,Ahilyanagar,Class 8,General,20407,15724
2018,Ahilyanagar,Class 8,OBC,13517,10580
2018,Ahilyanagar,Class 8,SC,5896,5260
2018,Ahilyanagar,Class 8,ST,5244,4653
2018,Ahilyanagar,Class 9,Overall,45214,35814
2018,Ahilyanagar,Class 9,General,20664,16094
2018,Ahilyanagar,Class 9,OBC,13638,10535
2018,Ahilyanagar,Class 9,SC,6140,5202
2018,Ahilyanagar,Class 9,ST,4772,3983
2018,Ahilyanagar,Class 10,Overall,44374,35031
2018,Ahilyanagar,Class 10,General,20710,16625
2018,Ahilyanagar,Class 10,OBC,13776,10370
2018,Ahilyanagar,Class 10,SC,6008,4918
2018,Ahilyanagar,Class 10,ST,3880,3118
2018,Ahilyanagar,Class 11,Overall,37464,28433
2018,Ahilyanagar,Class 11,General,17011,13350
2018,Ahilyanagar,Class 11,OBC,13152,9474
2018,Ahilyanagar,Class 11,SC,4718,3704
2018,Ahilyanagar,Class 11,ST,2583,1905
2018,Ahilyanagar,Class 12,Overall,37052,26679
2018,Ahilyanagar,Class 12,General,16760,12423
2018,Ahilyanagar,Class 12,OBC,13116,8976
2018,Ahilyanagar,Class 12,SC,4751,3572
2018,Ahilyanagar,Class 12,ST,2425,1708
2018,Akola,Pre-Primary,Overall,8398,7212
2018,Akola,Pre-Primary,General,2862,2451
2018,Akola,Pre-Primary,OBC,3820,3296
2018,Akola,Pre-Primary,SC,1455,1291
2018,Akola,Pre-Primary,ST,261,174
2018,Akola,Class 1,Overall,15408,14158
2018,Akola,Class 1,General,4423,3999
2018,Akola,Class 1,OBC,6662,6064
2018,Akola,Class 1,SC,3276,3161
2018,Akola,Class 1,ST,1047,934
2018,Akola,Class 2,Overall,15608,14088
2018,Akola,Class 2,General,4267,3767
2018,Akola,Class 2,OBC,7015,6197
2018,Akola,Class 2,SC,3345,3198
2018,Akola,Class 2,ST,981,926
2018,Akola,Class 3,Overall,15797,14184
2018,Akola,Class 3,General,4227,3961
2018,Akola,Class 3,OBC,7053,6056
2018,Akola,Class 3,SC,3511,3197
2018,Akola,Class 3,ST,1006,970
2018,Akola,Class 4,Overall,15422,14027
2018,Akola,Class 4,General,4085,3767
2018,Akola,Class 4,OBC,6942,6058
2018,Akola,Class 4,SC,3450,3235
2018,Akola,Class 4,ST,945,967
2018,Akola,Class 5,Overall,15263,14050
2018,Akola,Class 5,General,4188,3883
2018,Akola,Class 5,OBC,6830,6166
2018,Akola,Class 5,SC,3326,3197
2018,Akola,Class 5,ST,919,804
2018,Akola,Class 6,Overall,14983,13608
2018,Akola,Class 6,General,3915,3597
2018,Akola,Class 6,OBC,6937,6081
2018,Akola,Class 6,SC,3288,3103
2018,Akola,Class 6,ST,843,827
2018,Akola,Class 7,Overall,15036,13820
2018,Akola,Class 7,General,3966,3770
2018,Akola,Class 7,OBC,6876,6113
2018,Akola,Class 7,SC,3288,3176
2018,Akola,Class 7,ST,906,761
2018,Akola,Class 8,Overall,15318,14101
2018,Akola,Class 8,General,4146,3863
2018,Akola,Class 8,OBC,6895,6189
2018,Akola,Class 8,SC,3461,3291
2018,Akola,Class 8,ST,816,758
2018,Akola,Class 9,Overall,16384,14651
2018,Akola,Class 9,General,4291,3925
2018,Akola,Class 9,OBC,7369,6546
2018,Akola,Class 9,SC,3805,3478
2018,Akola,Class 9,ST,919,702
2018,Akola,Class 10,Overall,16614,14678
2018,Akola,Class 10,General,4040,3817
2018,Akola,Class 10,OBC,7613,6476
2018,Akola,Class 10,SC,4122,3649
2018,Akola,Class 10,ST,839,736
2018,Akola,Class 11,Overall,13513,12434
2018,Akola,Class 11,General,3155,3026
2018,Akola,Class 11,OBC,6612,5955
2018,Akola,Class 11,SC,3179,2952
2018,Akola,Class 11,ST,567,501
2018,Akola,Class 12,Overall,13369,12249
2018,Akola,Class 12,General,2896,3000
2018,Akola,Class 12,OBC,6575,5863
2018,Akola,Class 12,SC,3323,2981
2018,Akola,Class 12,ST,575,405
2018,Amravati,Pre-Primary,Overall,7023,6755
2018,Amravati,Pre-Primary,General,1843,1862
2018,Amravati,Pre-Primary,OBC,3838,3647
2018,Amravati,Pre-Primary,SC,1058,980
2018,Amravati,Pre-Primary,ST,284,266
2018,Amravati,Class 1,Overall,20985,19650
2018,Amravati,Class 1,General,4591,4358
2018,Amravati,Class 1,OBC,9332,8619
2018,Amravati,Class 1,SC,3274,2996
2018,Amravati,Class 1,ST,3788,3677
2018,Amravati,Class 2,Overall,22790,20955
2018,Amravati,Class 2,General,4844,4297
2018,Amravati,Class 2,OBC,10179,9207
2018,Amravati,Class 2,SC,3651,3395
2018,Amravati,Class 2,ST,4116,4056
2018,Amravati,Class 3,Overall,23293,21808
2018,Amravati,Class 3,General,4905,4338
2018,Amravati,Class 3,OBC,10141,9460
2018,Amravati,Class 3,SC,3702,3623
2018,Amravati,Class 3,ST,4545,4387
2018,Amravati,Class 4,Overall,22835,21012
2018,Amravati,Class 4,General,4676,4315
2018,Amravati,Class 4,OBC,10088,9254
2018,Amravati,Class 4,SC,3671,3277
2018,Amravati,Class 4,ST,4400,4166
2018,Amravati,Class 5,Overall,23139,21582
2018,Amravati,Class 5,General,4616,4400
2018,Amravati,Class 5,OBC,10507,9612
2018,Amravati,Class 5,SC,3856,3570
2018,Amravati,Class 5,ST,4160,4000
2018,Amravati,Class 6,Overall,22700,21354
2018,Amravati,Class 6,General,4447,4124
2018,Amravati,Class 6,OBC,10356,9633
2018,Amravati,Class 6,SC,3812,3565
2018,Amravati,Class 6,ST,4085,4032
2018,Amravati,Class 7,Overall,22925,21495
2018,Amravati,Class 7,General,4425,4249
2018,Amravati,Class 7,OBC,10472,9566
2018,Amravati,Class 7,SC,3733,3624
2018,Amravati,Class 7,ST,4295,4056
2018,Amravati,Class 8,Overall,23307,21209
2018,Amravati,Class 8,General,4503,4232
2018,Amravati,Class 8,OBC,10562,9477
2018,Amravati,Class 8,SC,3776,3614
2018,Amravati,Class 8,ST,4466,3886
2018,Amravati,Class 9,Overall,23830,22014
2018,Amravati,Class 9,General,4528,4274
2018,Amravati,Class 9,OBC,11094,10078
2018,Amravati,Class 9,SC,4112,3783
2018,Amravati,Class 9,ST,4096,3879
2018,Amravati,Class 10,Overall,24148,21320
2018,Amravati,Class 10,General,4345,3965
2018,Amravati,Class 10,OBC,11394,10090
2018,Amravati,Class 10,SC,4322,3742
2018,Amravati,Class 10,ST,4087,3523
2018,Amravati,Class 11,Overall,17235,17345
2018,Amravati,Class 11,General,2876,3087
2018,Amravati,Class 11,OBC,8294,8540
2018,Amravati,Class 11,SC,3448,3376
2018,Amravati,Class 11,ST,2617,2342
2018,Amravati,Class 12,Overall,17210,16985
2018,Amravati,Class 12,General,2701,2749
2018,Amravati,Class 12,OBC,8365,8390
2018,Amravati,Class 12,SC,3548,3480
2018,Amravati,Class 12,ST,2596,2366
2018,Beed,Pre-Primary,Overall,4422,3075
2018,Beed,Pre-Primary,General,2594,1689
2018,Beed,Pre-Primary,OBC,1296,979
2018,Beed,Pre-Primary,SC,490,347
2018,Beed,Pre-Primary,ST,42,60
2018,Beed,Class 1,Overall,29189,25525
2018,Beed,Class 1,General,13321,11561
2018,Beed,Class 1,OBC,11117,9655
2018,Beed,Class 1,SC,4127,3692
2018,Beed,Class 1,ST,624,617
2018,Beed,Class 2,Overall,27933,22674
2018,Beed,Class 2,General,12779,10338
2018,Beed,Class 2,OBC,10707,8357
2018,Beed,Class 2,SC,3795,3434
2018,Beed,Class 2,ST,652,545
2018,Beed,Class 3,Overall,29334,22887
2018,Beed,Class 3,General,13642,10331
2018,Beed,Class 3,OBC,11003,8472
2018,Beed,Class 3,SC,3993,3522
2018,Beed,Class 3,ST,696,562
2018,Beed,Class 4,Overall,29763,23273
2018,Beed,Class 4,General,13486,10276
2018,Beed,Class 4,OBC,11342,8565
2018,Beed,Class 4,SC,4220,3802
2018,Beed,Class 4,ST,715,630
2018,Beed,Class 5,Overall,28903,23866
2018,Beed,Class 5,General,12949,10685
2018,Beed,Class 5,OBC,11088,8813
2018,Beed,Class 5,SC,4112,3711
2018,Beed,Class 5,ST,754,657
2018,Beed,Class 6,Overall,27976,23614
2018,Beed,Class 6,General,12713,10317
2018,Beed,Class 6,OBC,10658,8973
2018,Beed,Class 6,SC,3917,3713
2018,Beed,Class 6,ST,688,611
2018,Beed,Class 7,Overall,27581,23226
2018,Beed,Class 7,General,12231,10112
2018,Beed,Class 7,OBC,10560,8882
2018,Beed,Class 7,SC,4038,3654
2018,Beed,Class 7,ST,752,578
2018,Beed,Class 8,Overall,26762,22988
2018,Beed,Class 8,General,11736,10081
2018,Beed,Class 8,OBC,10377,8783
2018,Beed,Class 8,SC,3988,3609
2018,Beed,Class 8,ST,661,515
2018,Beed,Class 9,Overall,26727,22638
2018,Beed,Class 9,General,11816,10006
2018,Beed,Class 9,OBC,10221,8600
2018,Beed,Class 9,SC,4041,3543
2018,Beed,Class 9,ST,649,489
2018,Beed,Class 10,Overall,28349,22113
2018,Beed,Class 10,General,12519,9909
2018,Beed,Class 10,OBC,10644,8423
2018,Beed,Class 10,SC,4470,3379
2018,Beed,Class 10,ST,716,402
2018,Beed,Class 11,Overall,22794,16062
2018,Beed,Class 11,General,10262,7453
2018,Beed,Class 11,OBC,8711,6091
2018,Beed,Class 11,SC,3388,2293
2018,Beed,Class 11,ST,433,225
2018,Beed,Class 12,Overall,24840,16054
2018,Beed,Class 12,General,11201,7595
2018,Beed,Class 12,OBC,9432,5830
2018,Beed,Class 12,SC,3690,2373
2018,Beed,Class 12,ST,517,256
