Year,District,Select Class,Social Category,Boys,Girls
2015,Chhatrapati Sambhaji Nagar,Class 1,SC,7445,6515
2015,Chhatrapati Sambhaji Nagar,Class 1,ST,2689,2404
2015,Chhatrapati Sambhaji Nagar,Class 2,Overall,46832,39195
2015,Chhatrapati Sambhaji Nagar,Class 2,General,24249,20049
2015,Chhatrapati Sambhaji Nagar,Class 2,OBC,12847,10586
2015,Chhatrapati Sambhaji Nagar,Class 2,SC,7314,6401
2015,Chhatrapati Sambhaji Nagar,Class 2,ST,2422,2159
2015,Chhatrapati Sambhaji Nagar,Class 3,Overall,44779,39211
2015,Chhatrapati Sambhaji Nagar,Class 3,General,23234,20127
2015,Chhatrapati Sambhaji Nagar,Class 3,OBC,12455,10611
2015,Chhatrapati Sambhaji Nagar,Class 3,SC,6774,6312
2015,Chhatrapati Sambhaji Nagar,Class 3,ST,2316,2161
2015,Chhatrapati Sambhaji Nagar,Class 4,Overall,44482,38459
2015,Chhatrapati Sambhaji Nagar,Class 4,General,22622,19428
2015,Chhatrapati Sambhaji Nagar,Class 4,OBC,12541,10596
2015,Chhatrapati Sambhaji Nagar,Class 4,SC,6925,6202
2015,Chhatrapati Sambhaji Nagar,Class 4,ST,2394,2233
2015,Chhatrapati Sambhaji Nagar,Class 5,Overall,44420,37925
2015,Chhatrapati Sambhaji Nagar,Class 5,General,22376,19470
2015,Chhatrapati Sambhaji Nagar,Class 5,OBC,12506,10067
2015,Chhatrapati Sambhaji Nagar,Class 5,SC,6997,6163
2015,Chhatrapati Sambhaji Nagar,Class 5,ST,2541,2225
2015,Chhatrapati Sambhaji Nagar,Class 6,Overall,44783,39019
2015,Chhatrapati Sambhaji Nagar,Class 6,General,22504,19893
2015,Chhatrapati Sambhaji Nagar,Class 6,OBC,12756,10676
2015,Chhatrapati Sambhaji Nagar,Class 6,SC,7040,6286
2015,Chhatrapati Sambhaji Nagar,Class 6,ST,2483,2164
2015,Chhatrapati Sambhaji Nagar,Class 7,Overall,44730,39344
2015,Chhatrapati Sambhaji Nagar,Class 7,General,22218,19724
2015,Chhatrapati Sambhaji Nagar,Class 7,OBC,12959,11024
2015,Chhatrapati Sambhaji Nagar,Class 7,SC,7049,6477
2015,Chhatrapati Sambhaji Nagar,Class 7,ST,2504,2119
2015,Chhatrapati Sambhaji Nagar,Class 8,Overall,42102,35840
2015,Chhatrapati Sambhaji Nagar,Class 8,General,20703,18084
2015,Chhatrapati Sambhaji Nagar,Class 8,OBC,12393,10132
2015,Chhatrapati Sambhaji Nagar,Class 8,SC,6820,5818
2015,Chhatrapati Sambhaji Nagar,Class 8,ST,2186,1806
2015,Chhatrapati Sambhaji Nagar,Class 9,Overall,40825,31633
2015,Chhatrapati Sambhaji Nagar,Class 9,General,19941,15763
2015,Chhatrapati Sambhaji Nagar,Class 9,OBC,12203,9111
2015,Chhatrapati Sambhaji Nagar,Class 9,SC,6825,5446
2015,Chhatrapati Sambhaji Nagar,Class 9,ST,1856,1313
2015,Chhatrapati Sambhaji Nagar,Class 10,Overall,37733,28489
2015,Chhatrapati Sambhaji Nagar,Class 10,General,18200,14217
2015,Chhatrapati Sambhaji Nagar,Class 10,OBC,11765,8427
2015,Chhatrapati Sambhaji Nagar,Class 10,SC,6298,4844
2015,Chhatrapati Sambhaji Nagar,Class 10,ST,1470,1001
2015,Chhatrapati Sambhaji Nagar,Class 11,Overall,34492,23246
2015,Chhatrapati Sambhaji Nagar,Class 11,General,16488,11691
2015,Chhatrapati Sambhaji Nagar,Class 11,OBC,11071,6838
2015,Chhatrapati Sambhaji Nagar,Class 11,SC,5625,4015
2015,Chhatrapati Sambhaji Nagar,Class 11,ST,1308,702
2015,Chhatrapati Sambhaji Nagar,Class 12,Overall,32700,20955
2015,Chhatrapati Sambhaji Nagar,Class 12,General,15506,10788
2015,Chhatrapati Sambhaji Nagar,Class 12,OBC,10992,6243
2015,Chhatrapati Sambhaji Nagar,Class 12,SC,4982,3269
2015,Chhatrapati Sambhaji Nagar,Class 12,ST,1220,655
2015,Dharashiv,Pre-Primary,Overall,25508,22471
2015,Dharashiv,Pre-Primary,General,13844,11680
2015,Dharashiv,Pre-Primary,OBC,7384,6812
2015,Dharashiv,Pre-Primary,SC,3634,3373
2015,Dharashiv,Pre-Primary,ST,646,606
2015,Dharashiv,Class 1,Overall,14883,12757
2015,Dharashiv,Class 1,General,7558,6310
2015,Dharashiv,Class 1,OBC,4563,3980
2015,Dharashiv,Class 1,SC,2282,2043
2015,Dharashiv,Class 1,ST,480,424
2015,Dharashiv,Class 2,Overall,14841,12826
2015,Dharashiv,Class 2,General,7572,6263
2015,Dharashiv,Class 2,OBC,4546,4069
2015,Dharashiv,Class 2,SC,2255,2096
2015,Dharashiv,Class 2,ST,468,398
2015,Dharashiv,Class 3,Overall,14324,12793
2015,Dharashiv,Class 3,General,7237,6295
2015,Dharashiv,Class 3,OBC,4406,3966
2015,Dharashiv,Class 3,SC,2184,2095
2015,Dharashiv,Class 3,ST,497,437
2015,Dharashiv,Class 4,Overall,14459,12798
2015,Dharashiv,Class 4,General,7301,6241
2015,Dharashiv,Class 4,OBC,4504,4032
2015,Dharashiv,Class 4,SC,2204,2132
2015,Dharashiv,Class 4,ST,450,393
2015,Dharashiv,Class 5,Overall,14691,12682
2015,Dharashiv,Class 5,General,7275,6238
2015,Dharashiv,Class 5,OBC,4513,3871
2015,Dharashiv,Class 5,SC,2384,2166
2015,Dharashiv,Class 5,ST,519,407
2015,Dharashiv,Class 6,Overall,14713,13352
2015,Dharashiv,Class 6,General,7472,6622
2015,Dharashiv,Class 6,OBC,4301,4034
2015,Dharashiv,Class 6,SC,2438,2314
2015,Dharashiv,Class 6,ST,502,382
2015,Dharashiv,Class 7,Overall,15202,13763
2015,Dharashiv,Class 7,General,7639,6701
2015,Dharashiv,Class 7,OBC,4455,4168
2015,Dharashiv,Class 7,SC,2585,2452
2015,Dharashiv,Class 7,ST,523,442
2015,Dharashiv,Class 8,Overall,14988,13235
2015,Dharashiv,Class 8,General,7525,6743
2015,Dharashiv,Class 8,OBC,4430,3865
2015,Dharashiv,Class 8,SC,2561,2318
2015,Dharashiv,Class 8,ST,472,309
2015,Dharashiv,Class 9,Overall,15126,12484
2015,Dharashiv,Class 9,General,7686,6489
2015,Dharashiv,Class 9,OBC,4356,3577
2015,Dharashiv,Class 9,SC,2695,2160
2015,Dharashiv,Class 9,ST,389,258
2015,Dharashiv,Class 10,Overall,13523,11528
2015,Dharashiv,Class 10,General,7124,6186
2015,Dharashiv,Class 10,OBC,3872,3230
2015,Dharashiv,Class 10,SC,2199,1901
2015,Dharashiv,Class 10,ST,328,211
2015,Dharashiv,Class 11,Overall,10397,8117
2015,Dharashiv,Class 11,General,5386,4436
2015,Dharashiv,Class 11,OBC,3020,2163
2015,Dharashiv,Class 11,SC,1762,1369
2015,Dharashiv,Class 11,ST,229,149
2015,Dharashiv,Class 12,Overall,9214,6964
2015,Dharashiv,Class 12,General,5008,3899
2015,Dharashiv,Class 12,OBC,2587,1813
2015,Dharashiv,Class 12,SC,1437,1117
2015,Dharashiv,Class 12,ST,182,135
2015,Dhule,Pre-Primary,Overall,7471,5889
2015,Dhule,Pre-Primary,General,1773,1425
2015,Dhule,Pre-Primary,OBC,4429,3454
2015,Dhule,Pre-Primary,SC,639,472
2015,Dhule,Pre-Primary,ST,630,538
2015,Dhule,Class 1,Overall,23732,20540
2015,Dhule,Class 1,General,2525,2222
2015,Dhule,Class 1,OBC,9407,7509
2015,Dhule,Class 1,SC,1279,1121
2015,Dhule,Class 1,ST,10521,9688
2015,Dhule,Class 2,Overall,22139,19610
2015,Dhule,Class 2,General,2470,2167
2015,Dhule,Class 2,OBC,8994,7550
2015,Dhule,Class 2,SC,1246,1095
2015,Dhule,Class 2,ST,9429,8798
2015,Dhule,Class 3,Overall,22014,19467
2015,Dhule,Class 3,General,2411,2138
2015,Dhule,Class 3,OBC,9042,7461
2015,Dhule,Class 3,SC,1382,1138
2015,Dhule,Class 3,ST,9179,8730
2015,Dhule,Class 4,Overall,22110,19387
2015,Dhule,Class 4,General,2507,2173
2015,Dhule,Class 4,OBC,8911,7265
2015,Dhule,Class 4,SC,1254,1155
2015,Dhule,Class 4,ST,9438,8794
2015,Dhule,Class 5,Overall,22281,19281
2015,Dhule,Class 5,General,2462,2263
2015,Dhule,Class 5,OBC,9440,7827
2015,Dhule,Class 5,SC,1330,1198
2015,Dhule,Class 5,ST,9049,7993
2015,Dhule,Class 6,Overall,22827,19296
2015,Dhule,Class 6,General,2505,2223
2015,Dhule,Class 6,OBC,9721,7980
2015,Dhule,Class 6,SC,1356,1163
2015,Dhule,Class 6,ST,9245,7930
2015,Dhule,Class 7,Overall,21968,18460
2015,Dhule,Class 7,General,2484,2346
2015,Dhule,Class 7,OBC,9457,7856
2015,Dhule,Class 7,SC,1389,1348
2015,Dhule,Class 7,ST,8638,6910
2015,Dhule,Class 8,Overall,20936,17093
2015,Dhule,Class 8,General,2523,2234
2015,Dhule,Class 8,OBC,9433,7562
2015,Dhule,Class 8,SC,1502,1261
2015,Dhule,Class 8,ST,7478,6036
2015,Dhule,Class 9,Overall,20149,15744
2015,Dhule,Class 9,General,2643,2333
2015,Dhule,Class 9,OBC,9566,7376
2015,Dhule,Class 9,SC,1512,1241
2015,Dhule,Class 9,ST,6428,4794
2015,Dhule,Class 10,Overall,18304,13959
2015,Dhule,Class 10,General,2612,2092
2015,Dhule,Class 10,OBC,9597,7479
2015,Dhule,Class 10,SC,1327,1119
2015,Dhule,Class 10,ST,4768,3269
2015,Dhule,Class 11,Overall,14210,10622
2015,Dhule,Class 11,General,1956,1760
2015,Dhule,Class 11,OBC,8278,6017
2015,Dhule,Class 11,SC,1117,887
2015,Dhule,Class 11,ST,2859,1958
2015,Dhule,Class 12,Overall,12898,9762
2015,Dhule,Class 12,General,1753,1639
2015,Dhule,Class 12,OBC,7488,5749
2015,Dhule,Class 12,SC,1004,713
2015,Dhule,Class 12,ST,2653,1661
2015,Gadchiroli,Pre-Primary,Overall,2654,2130
2015,Gadchiroli,Pre-Primary,General,513,412
2015,Gadchiroli,Pre-Primary,OBC,1248,939
2015,Gadchiroli,Pre-Primary,SC,438,411
2015,Gadchiroli,Pre-Primary,ST,455,368
2015,Gadchiroli,Class 1,Overall,9184,8678
2015,Gadchiroli,Class 1,General,682,666
2015,Gadchiroli,Class 1,OBC,3497,3209
2015,Gadchiroli,Class 1,SC,940,868
2015,Gadchiroli,Class 1,ST,4065,3935
2015,Gadchiroli,Class 2,Overall,9072,8671
2015,Gadchiroli,Class 2,General,748,700
2015,Gadchiroli,Class 2,OBC,3465,3132
2015,Gadchiroli,Class 2,SC,937,933
2015,Gadchiroli,Class 2,ST,3922,3906
2015,Gadchiroli,Class 3,Overall,9348,8932
2015,Gadchiroli,Class 3,General,769,689
2015,Gadchiroli,Class 3,OBC,3524,3360
2015,Gadchiroli,Class 3,SC,919,899
2015,Gadchiroli,Class 3,ST,4136,3984
2015,Gadchiroli,Class 4,Overall,9017,8621
2015,Gadchiroli,Class 4,General,768,705
2015,Gadchiroli,Class 4,OBC,3305,3169
2015,Gadchiroli,Class 4,SC,939,828
2015,Gadchiroli,Class 4,ST,4005,3919
2015,Gadchiroli,Class 5,Overall,8720,8301
2015,Gadchiroli,Class 5,General,745,702
2015,Gadchiroli,Class 5,OBC,3414,3153
2015,Gadchiroli,Class 5,SC,928,895
2015,Gadchiroli,Class 5,ST,3633,3551
2015,Gadchiroli,Class 6,Overall,9291,8663
2015,Gadchiroli,Class 6,General,831,781
2015,Gadchiroli,Class 6,OBC,3411,3272
2015,Gadchiroli,Class 6,SC,1017,921
2015,Gadchiroli,Class 6,ST,4032,3689
2015,Gadchiroli,Class 7,Overall,9406,8748
2015,Gadchiroli,Class 7,General,834,835
2015,Gadchiroli,Class 7,OBC,3513,3291
2015,Gadchiroli,Class 7,SC,1062,1013
2015,Gadchiroli,Class 7,ST,3997,3609
2015,Gadchiroli,Class 8,Overall,9415,8842
2015,Gadchiroli,Class 8,General,907,814
2015,Gadchiroli,Class 8,OBC,3639,3479
2015,Gadchiroli,Class 8,SC,1052,1001
2015,Gadchiroli,Class 8,ST,3817,3548
2015,Gadchiroli,Class 9,Overall,9444,8369
2015,Gadchiroli,Class 9,General,871,808
2015,Gadchiroli,Class 9,OBC,3822,3451
2015,Gadchiroli,Class 9,SC,1106,1000
2015,Gadchiroli,Class 9,ST,3645,3110
2015,Gadchiroli,Class 10,Overall,9352,8529
2015,Gadchiroli,Class 10,General,864,844
2015,Gadchiroli,Class 10,OBC,3657,3532
2015,Gadchiroli,Class 10,SC,1199,1069
2015,Gadchiroli,Class 10,ST,3632,3084
2015,Gadchiroli,Class 11,Overall,7444,7099
2015,Gadchiroli,Class 11,General,715,682
2015,Gadchiroli,Class 11,OBC,3294,3168
2015,Gadchiroli,Class 11,SC,1008,955
2015,Gadchiroli,Class 11,ST,2427,2294
2015,Gadchiroli,Class 12,Overall,6525,6125
2015,Gadchiroli,Class 12,General,632,573
2015,Gadchiroli,Class 12,OBC,2745,2735
2015,Gadchiroli,Class 12,SC,959,889
2015,Gadchiroli,Class 12,ST,2189,1928
2015,Gondia,Pre-Primary,Overall,2191,1685
2015,Gondia,Pre-Primary,General,396,282
2015,Gondia,Pre-Primary,OBC,1329,1063
2015,Gondia,Pre-Primary,SC,356,263
2015,Gondia,Pre-Primary,ST,110,77
2015,Gondia,Class 1,Overall,10242,9650
2015,Gondia,Class 1,General,655,587
2015,Gondia,Class 1,OBC,6484,6053
2015,Gondia,Class 1,SC,1226,1214
2015,Gondia,Class 1,ST,1877,1796
2015,Gondia,Class 2,Overall,10087,9447
2015,Gondia,Class 2,General,605,608
2015,Gondia,Class 2,OBC,6451,6015
2015,Gondia,Class 2,SC,1283,1224
2015,Gondia,Class 2,ST,1748,1600
2015,Gondia,Class 3,Overall,10107,9662
2015,Gondia,Class 3,General,671,589
2015,Gondia,Class 3,OBC,6385,6154
2015,Gondia,Class 3,SC,1269,1249
2015,Gondia,Class 3,ST,1782,1670
2015,Gondia,Class 4,Overall,10562,10142
2015,Gondia,Class 4,General,658,595
2015,Gondia,Class 4,OBC,6766,6514
2015,Gondia,Class 4,SC,1387,1301
2015,Gondia,Class 4,ST,1751,1732
2015,Gondia,Class 5,Overall,10709,10178
2015,Gondia,Class 5,General,624,635
2015,Gondia,Class 5,OBC,6864,6436
2015,Gondia,Class 5,SC,1393,1345
2015,Gondia,Class 5,ST,1828,1762
2015,Gondia,Class 6,Overall,11021,10685
2015,Gondia,Class 6,General,729,698
2015,Gondia,Class 6,OBC,6952,6693
2015,Gondia,Class 6,SC,1428,1389
2015,Gondia,Class 6,ST,1912,1905
2015,Gondia,Class 7,Overall,11565,11234
2015,Gondia,Class 7,General,738,670
2015,Gondia,Class 7,OBC,7355,7138
2015,Gondia,Class 7,SC,1450,1411
2015,Gondia,Class 7,ST,2022,2015
2015,Gondia,Class 8,Overall,12201,11426
2015,Gondia,Class 8,General,708,677
2015,Gondia,Class 8,OBC,7858,7298
2015,Gondia,Class 8,SC,1509,1346
2015,Gondia,Class 8,ST,2126,2105
2015,Gondia,Class 9,Overall,11905,11418
2015,Gondia,Class 9,General,663,640
2015,Gondia,Class 9,OBC,7584,7192
2015,Gondia,Class 9,SC,1602,1487
2015,Gondia,Class 9,ST,2056,2099
2015,Gondia,Class 10,Overall,12893,11925
2015,Gondia,Class 10,General,695,681
2015,Gondia,Class 10,OBC,8187,7589
2015,Gondia,Class 10,SC,1756,1415
2015,Gondia,Class 10,ST,2255,2240
2015,Gondia,Class 11,Overall,10919,11340
2015,Gondia,Class 11,General,711,620
2015,Gondia,Class 11,OBC,6847,7160
2015,Gondia,Class 11,SC,1637,1560
2015,Gondia,Class 11,ST,1724,2000
2015,Gondia,Class 12,Overall,10145,10656
2015,Gondia,Class 12,General,609,613
2015,Gondia,Class 12,OBC,6406,6756
2015,Gondia,Class 12,SC,1557,1448
2015,Gondia,Class 12,ST,1573,1839
2015,Hingoli,Pre-Primary,Overall,1347,793
2015,Hingoli,Pre-Primary,General,748,429
2015,Hingoli,Pre-Primary,OBC,413,225
2015,Hingoli,Pre-Primary,SC,123,103
2015,Hingoli,Pre-Primary,ST,63,36
2015,Hingoli,Class 1,Overall,12685,11095
2015,Hingoli,Class 1,General,5244,4376
2015,Hingoli,Class 1,OBC,3864,3471
2015,Hingoli,Class 1,SC,2199,2027
2015,Hingoli,Class 1,ST,1378,1221
2015,Hingoli,Class 2,Overall,12453,11204
2015,Hingoli,Class 2,General,5016,4349
2015,Hingoli,Class 2,OBC,3885,3550
2015,Hingoli,Class 2,SC,2256,2035
2015,Hingoli,Class 2,ST,1296,1270
2015,Hingoli,Class 3,Overall,12119,11088
2015,Hingoli,Class 3,General,4738,4264
2015,Hingoli,Class 3,OBC,3909,3593
2015,Hingoli,Class 3,SC,2123,2010
2015,Hingoli,Class 3,ST,1349,1221
2015,Hingoli,Class 4,Overall,12286,11140
2015,Hingoli,Class 4,General,4730,4114
2015,Hingoli,Class 4,OBC,3980,3619
2015,Hingoli,Class 4,SC,2221,2104
2015,Hingoli,Class 4,ST,1355,1303
2015,Hingoli,Class 5,Overall,11877,10936
2015,Hingoli,Class 5,General,4563,4071
2015,Hingoli,Class 5,OBC,3708,3542
2015,Hingoli,Class 5,SC,2349,2162
2015,Hingoli,Class 5,ST,1257,1161
2015,Hingoli,Class 6,Overall,12077,11586
2015,Hingoli,Class 6,General,4561,4276
2015,Hingoli,Class 6,OBC,3827,3739
2015,Hingoli,Class 6,SC,2358,2302
2015,Hingoli,Class 6,ST,1331,1269
2015,Hingoli,Class 7,Overall,12591,11990
2015,Hingoli,Class 7,General,4608,4340
2015,Hingoli,Class 7,OBC,4095,3893
2015,Hingoli,Class 7,SC,2515,2420
2015,Hingoli,Class 7,ST,1373,1337
2015,Hingoli,Class 8,Overall,11558,10975
2015,Hingoli,Class 8,General,4282,4115
2015,Hingoli,Class 8,OBC,3701,3405
2015,Hingoli,Class 8,SC,2357,2352
2015,Hingoli,Class 8,ST,1218,1103
2015,Hingoli,Class 9,Overall,10964,9600
2015,Hingoli,Class 9,General,4086,3741
2015,Hingoli,Class 9,OBC,3538,2872
2015,Hingoli,Class 9,SC,2330,2126
2015,Hingoli,Class 9,ST,1010,861
2015,Hingoli,Class 10,Overall,9590,7405
2015,Hingoli,Class 10,General,3532,2912
2015,Hingoli,Class 10,OBC,3086,2335
2015,Hingoli,Class 10,SC,2042,1571
2015,Hingoli,Class 10,ST,930,587
2015,Hingoli,Class 11,Overall,7844,5689
2015,Hingoli,Class 11,General,3132,2376
2015,Hingoli,Class 11,OBC,2344,1683
2015,Hingoli,Class 11,SC,1671,1233
2015,Hingoli,Class 11,ST,697,397
2015,Hingoli,Class 12,Overall,6919,4896
2015,Hingoli,Class 12,General,2752,2081
2015,Hingoli,Class 12,OBC,2054,1455
2015,Hingoli,Class 12,SC,1512,1048
2015,Hingoli,Class 12,ST,601,312
2015,Jalgaon,Pre-Primary,Overall,9797,6651
2015,Jalgaon,Pre-Primary,General,2945,2120
2015,Jalgaon,Pre-Primary,OBC,5424,3420
2015,Jalgaon,Pre-Primary,SC,797,573
2015,Jalgaon,Pre-Primary,ST,631,538
2015,Jalgaon,Class 1,Overall,44775,36092
2015,Jalgaon,Class 1,General,7721,6125
2015,Jalgaon,Class 1,OBC,22382,17174
2015,Jalgaon,Class 1,SC,3854,3551
2015,Jalgaon,Class 1,ST,10818,9242
2015,Jalgaon,Class 2,Overall,43396,35355
2015,Jalgaon,Class 2,General,7391,6005
2015,Jalgaon,Class 2,OBC,22067,17367
2015,Jalgaon,Class 2,SC,3913,3496
2015,Jalgaon,Class 2,ST,10025,8487
2015,Jalgaon,Class 3,Overall,43248,36067
2015,Jalgaon,Class 3,General,7120,5970
2015,Jalgaon,Class 3,OBC,22139,18003
2015,Jalgaon,Class 3,SC,4046,3514
2015,Jalgaon,Class 3,ST,9943,8580
2015,Jalgaon,Class 4,Overall,43336,35974
2015,Jalgaon,Class 4,General,7214,6150
2015,Jalgaon,Class 4,OBC,22112,17548
2015,Jalgaon,Class 4,SC,3946,3732
2015,Jalgaon,Class 4,ST,10064,8544
2015,Jalgaon,Class 5,Overall,44364,36842
2015,Jalgaon,Class 5,General,7951,6858
2015,Jalgaon,Class 5,OBC,22435,17555
2015,Jalgaon,Class 5,SC,4144,3862
2015,Jalgaon,Class 5,ST,9834,8567
2015,Jalgaon,Class 6,Overall,43909,36670
2015,Jalgaon,Class 6,General,8328,7021
2015,Jalgaon,Class 6,OBC,22523,18133
2015,Jalgaon,Class 6,SC,4014,3788
2015,Jalgaon,Class 6,ST,9044,7728
2015,Jalgaon,Class 7,Overall,45883,37596
2015,Jalgaon,Class 7,General,8568,7161
2015,Jalgaon,Class 7,OBC,23877,18981
2015,Jalgaon,Class 7,SC,4446,4098
2015,Jalgaon,Class 7,ST,8992,7356
2015,Jalgaon,Class 8,Overall,42935,34439
2015,Jalgaon,Class 8,General,8552,7177
2015,Jalgaon,Class 8,OBC,22078,17156
2015,Jalgaon,Class 8,SC,4311,3880
2015,Jalgaon,Class 8,ST,7994,6226
2015,Jalgaon,Class 9,Overall,43325,32666
2015,Jalgaon,Class 9,General,8347,6674
2015,Jalgaon,Class 9,OBC,23383,17079
2015,Jalgaon,Class 9,SC,4571,3874
2015,Jalgaon,Class 9,ST,7024,5039
2015,Jalgaon,Class 10,Overall,38134,28417
2015,Jalgaon,Class 10,General,7420,5896
2015,Jalgaon,Class 10,OBC,21565,16099
2015,Jalgaon,Class 10,SC,4045,3195
2015,Jalgaon,Class 10,ST,5104,3227
2015,Jalgaon,Class 11,Overall,27523,21356
2015,Jalgaon,Class 11,General,7697,5968
2015,Jalgaon,Class 11,OBC,14274,11699
2015,Jalgaon,Class 11,SC,2644,2092
2015,Jalgaon,Class 11,ST,2908,1597
2015,Jalgaon,Class 12,Overall,24515,18791
2015,Jalgaon,Class 12,General,6612,4986
2015,Jalgaon,Class 12,OBC,13173,10691
2015,Jalgaon,Class 12,SC,2298,1777
2015,Jalgaon,Class 12,ST,2432,1337
2015,Jalna,Pre-Primary,Overall,2368,1471
2015,Jalna,Pre-Primary,General,1353,752
2015,Jalna,Pre-Primary,OBC,726,507
2015,Jalna,Pre-Primary,SC,253,186
2015,Jalna,Pre-Primary,ST,36,26
2015,Jalna,Class 1,Overall,22946,18845
2015,Jalna,Class 1,General,10663,8521
2015,Jalna,Class 1,OBC,8156,6610
2015,Jalna,Class 1,SC,3385,3064
2015,Jalna,Class 1,ST,742,650
2015,Jalna,Class 2,Overall,22204,19439
2015,Jalna,Class 2,General,10337,8731
2015,Jalna,Class 2,OBC,7835,6938
2015,Jalna,Class 2,SC,3408,3191
2015,Jalna,Class 2,ST,624,579
2015,Jalna,Class 3,Overall,21172,18830
2015,Jalna,Class 3,General,9568,8448
2015,Jalna,Class 3,OBC,7781,6795
2015,Jalna,Class 3,SC,3251,3015
2015,Jalna,Class 3,ST,572,572
2015,Jalna,Class 4,Overall,20380,18266
2015,Jalna,Class 4,General,9080,8087
2015,Jalna,Class 4,OBC,7579,6671
2015,Jalna,Class 4,SC,3133,2988
2015,Jalna,Class 4,ST,588,520
2015,Jalna,Class 5,Overall,20375,18761
2015,Jalna,Class 5,General,8931,8221
2015,Jalna,Class 5,OBC,7639,6978
2015,Jalna,Class 5,SC,3219,3038
2015,Jalna,Class 5,ST,586,524
2015,Jalna,Class 6,Overall,20783,19795
2015,Jalna,Class 6,General,8810,8479
2015,Jalna,Class 6,OBC,8044,7497
2015,Jalna,Class 6,SC,3366,3300
2015,Jalna,Class 6,ST,563,519
2015,Jalna,Class 7,Overall,20938,19479
2015,Jalna,Class 7,General,8892,8319
2015,Jalna,Class 7,OBC,7931,7353
2015,Jalna,Class 7,SC,3549,3304
2015,Jalna,Class 7,ST,566,503
2015,Jalna,Class 8,Overall,20075,18209
2015,Jalna,Class 8,General,8514,7778
2015,Jalna,Class 8,OBC,7675,6827
2015,Jalna,Class 8,SC,3379,3209
2015,Jalna,Class 8,ST,507,395
2015,Jalna,Class 9,Overall,19428,15278
2015,Jalna,Class 9,General,8372,6847
2015,Jalna,Class 9,OBC,7198,5599
2015,Jalna,Class 9,SC,3383,2501
2015,Jalna,Class 9,ST,475,331
2015,Jalna,Class 10,Overall,17024,12921
2015,Jalna,Class 10,General,7294,5875
2015,Jalna,Class 10,OBC,6506,4852
2015,Jalna,Class 10,SC,2792,1936
2015,Jalna,Class 10,ST,432,258
2015,Jalna,Class 11,Overall,15154,9977
2015,Jalna,Class 11,General,6500,4579
2015,Jalna,Class 11,OBC,5789,3573
2015,Jalna,Class 11,SC,2435,1598
2015,Jalna,Class 11,ST,430,227
2015,Jalna,Class 12,Overall,14371,8630
2015,Jalna,Class 12,General,6239,3904
2015,Jalna,Class 12,OBC,5476,3183
2015,Jalna,Class 12,SC,2292,1345
2015,Jalna,Class 12,ST,364,198
2015,Kolhapur,Pre-Primary,Overall,10842,8691
2015,Kolhapur,Pre-Primary,General,7274,5801
2015,Kolhapur,Pre-Primary,OBC,2435,1930
2015,Kolhapur,Pre-Primary,SC,1048,892
2015,Kolhapur,Pre-Primary,ST,85,68
2015,Kolhapur,Class 1,Overall,32247,26926
2015,Kolhapur,Class 1,General,19818,16182
2015,Kolhapur,Class 1,OBC,7698,6418
2015,Kolhapur,Class 1,SC,4496,4146
2015,Kolhapur,Class 1,ST,235,180
2015,Kolhapur,Class 2,Overall,31432,26305
2015,Kolhapur,Class 2,General,19414,16213
2015,Kolhapur,Class 2,OBC,7390,6130
2015,Kolhapur,Class 2,SC,4355,3770
2015,Kolhapur,Class 2,ST,273,192
2015,Kolhapur,Class 3,Overall,31794,26481
2015,Kolhapur,Class 3,General,20106,16156
2015,Kolhapur,Class 3,OBC,7158,6156
2015,Kolhapur,Class 3,SC,4298,3965
2015,Kolhapur,Class 3,ST,232,204
2015,Kolhapur,Class 4,Overall,31823,26969
2015,Kolhapur,Class 4,General,19797,16405
2015,Kolhapur,Class 4,OBC,7432,6384
2015,Kolhapur,Class 4,SC,4379,3984
2015,Kolhapur,Class 4,ST,215,196
2015,Kolhapur,Class 5,Overall,32428,27245
2015,Kolhapur,Class 5,General,20412,16903
2015,Kolhapur,Class 5,OBC,7467,6191
2015,Kolhapur,Class 5,SC,4385,3998
2015,Kolhapur,Class 5,ST,164,153
2015,Kolhapur,Class 6,Overall,33291,28233
2015,Kolhapur,Class 6,General,21074,17487
2015,Kolhapur,Class 6,OBC,7551,6454
2015,Kolhapur,Class 6,SC,4498,4109
2015,Kolhapur,Class 6,ST,168,183
2015,Kolhapur,Class 7,Overall,34157,28182
2015,Kolhapur,Class 7,General,21765,17333
2015,Kolhapur,Class 7,OBC,7723,6539
2015,Kolhapur,Class 7,SC,4508,4161
2015,Kolhapur,Class 7,ST,161,149
2015,Kolhapur,Class 8,Overall,35738,28611
2015,Kolhapur,Class 8,General,22746,17938
2015,Kolhapur,Class 8,OBC,8085,6427
2015,Kolhapur,Class 8,SC,4752,4145
2015,Kolhapur,Class 8,ST,155,101
2015,Kolhapur,Class 9,Overall,36625,27523
2015,Kolhapur,Class 9,General,23384,17146
2015,Kolhapur,Class 9,OBC,8151,6229
2015,Kolhapur,Class 9,SC,4950,4059
2015,Kolhapur,Class 9,ST,140,89
2015,Kolhapur,Class 10,Overall,33940,26908
2015,Kolhapur,Class 10,General,22466,17266
2015,Kolhapur,Class 10,OBC,7262,5858
2015,Kolhapur,Class 10,SC,4085,3689
2015,Kolhapur,Class 10,ST,127,95
2015,Kolhapur,Class 11,Overall,30118,23744
2015,Kolhapur,Class 11,General,20241,15576
2015,Kolhapur,Class 11,OBC,6267,5053
