Year,District,Social Category,Gender,Pre-Primary,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9,Class 10,Class 11,Class 12
2021,Sangli,Overall,Boys,8223,23935,21028,20888,22726,23819,23564,23800,23452,23438,23788,18809,18359
2021,Sangli,Overall,Girls,7315,21484,19389,18915,20060,20347,20427,20652,20235,20181,19941,16655,16384
2021,Sangli,General,Total,9053,21646,19831,19304,20772,21481,21274,21592,21659,22036,21759,18313,17699
2021,Sangli,General,Boys,4757,11394,10326,10220,11155,11608,11481,11692,11825,11965,11834,9624,9206
2021,Sangli,General,Girls,4296,10252,9505,9084,9617,9873,9793,9900,9834,10071,9925,8689,8493
2021,Sangli,OBC,Total,4142,16857,14507,14590,15703,16125,16235,16188,15677,15294,15348,11914,11845
2021,Sangli,OBC,Boys,2236,8962,7509,7626,8230,8793,8614,8574,8352,8183,8369,6525,6548
2021,Sangli,OBC,Girls,1906,7895,6998,6964,7473,7332,7621,7614,7325,7111,6979,5389,5297
2021,Sangli,SC,Total,2115,6594,5797,5586,5967,6230,6152,6384,6106,6001,6356,5073,5029
2021,Sangli,SC,Boys,1103,3404,3027,2868,3148,3228,3281,3369,3145,3126,3431,2565,2519
2021,Sangli,SC,Girls,1012,3190,2770,2718,2819,3002,2871,3015,2961,2875,2925,2508,2510
2021,Sangli,ST,Total,228,322,282,323,344,330,330,288,245,288,266,164,170
2021,Sangli,ST,Boys,127,175,166,174,193,190,188,165,130,164,154,95,86
2021,Sangli,ST,Girls,101,147,116,149,151,140,142,123,115,124,112,69,84
2021,Satara,Overall,Total,10139,40541,38588,38410,41371,41460,42011,42885,42331,42181,42980,37062,37646
2021,Satara,Overall,Boys,5593,21130,19846,19972,21655,21792,22361,22720,22382,22373,22915,19703,20098
2021,Satara,Overall,Girls,4546,19411,18742,18438,19716,19668,19650,20165,19949,19808,20065,17359,17548
2021,Satara,General,Total,6518,20743,20073,19881,21262,21514,21796,22463,22370,22299,22649,20581,21336
2021,Satara,General,Boys,3572,10805,10341,10299,11106,11336,11732,11941,11973,11862,12116,10832,11371
2021,Satara,General,Girls,2946,9938,9732,9582,10156,10178,10064,10522,10397,10437,10533,9749,9965
2021,Satara,OBC,Total,2601,13944,12988,13002,14164,13960,13989,13971,13895,13824,14045,11472,11454
2021,Satara,OBC,Boys,1486,7285,6722,6760,7451,7318,7337,7408,7246,7354,7456,6215,6224
2021,Satara,OBC,Girls,1115,6659,6266,6242,6713,6642,6652,6563,6649,6470,6589,5257,5230
2021,Satara,SC,Total,889,5191,4927,4818,5281,5334,5371,5569,5326,5324,5399,4648,4575
2021,Satara,SC,Boys,468,2702,2489,2526,2737,2811,2815,2890,2758,2745,2824,2446,2349
2021,Satara,SC,Girls,421,2489,2438,2292,2544,2523,2556,2679,2568,2579,2575,2202,2226
2021,Satara,ST,Total,131,663,600,709,664,652,855,882,740,734,887,361,281
2021,Satara,ST,Boys,67,338,294,387,361,327,477,481,405,412,519,210,154
2021,Satara,ST,Girls,64,325,306,322,303,325,378,401,335,322,368,151,127
2021,Sindhudurg,Overall,Total,1592,9239,8337,7567,8840,8853,8972,9467,9345,9739,10429,9106,10267
2021,Sindhudurg,Overall,Boys,868,4714,4267,3885,4465,4649,4643,4937,4916,5061,5399,4599,5157
2021,Sindhudurg,Overall,Girls,724,4525,4070,3682,4375,4204,4329,4530,4429,4678,5030,4507,5110
2021,Sindhudurg,General,Total,1040,4975,4458,4016,4726,4771,4812,5095,5251,5411,5724,4989,5587
2021,Sindhudurg,General,Boys,572,2561,2285,2082,2325,2497,2496,2662,2755,2882,2979,2511,2783
2021,Sindhudurg,General,Girls,468,2414,2173,1934,2401,2274,2316,2433,2496,2529,2745,2478,2804
2021,Sindhudurg,OBC,Total,455,3377,3135,2817,3267,3287,3369,3602,3359,3543,3836,3440,3895
2021,Sindhudurg,OBC,Boys,246,1712,1603,1424,1709,1715,1728,1877,1770,1782,1953,1747,1991
2021,Sindhudurg,OBC,Girls,209,1665,1532,1393,1558,1572,1641,1725,1589,1761,1883,1693,1904
2021,Sindhudurg,SC,Total,74,696,598,554,644,648,653,648,631,678,750,591,702
2021,Sindhudurg,SC,Boys,42,343,302,278,327,348,347,334,336,347,397,296,337
2021,Sindhudurg,SC,Girls,32,353,296,276,317,300,306,314,295,331,353,295,365
2021,Sindhudurg,ST,Total,23,191,146,180,203,147,138,122,104,107,119,86,83
2021,Sindhudurg,ST,Boys,8,98,77,101,104,89,72,64,55,50,70,45,46
2021,Sindhudurg,ST,Girls,15,93,69,79,99,58,66,58,49,57,49,41,37
2021,Solapur,Overall,Total,19850,80006,70722,69582,75188,76579,77120,76656,75229,74383,75467,52294,53437
2021,Solapur,Overall,Boys,10514,42227,36971,36579,39629,41210,41512,40757,39939,39579,41039,29183,29868
2021,Solapur,Overall,Girls,9336,37779,33751,33003,35559,35369,35608,35899,35290,34804,34428,23111,23569
2021,Solapur,General,Total,9228,34092,30755,29412,32207,33150,33482,32738,32953,32519,32563,23904,24478
2021,Solapur,General,Boys,4919,18102,16188,15664,17269,18038,18224,17664,17641,17308,17752,13034,13513
2021,Solapur,General,Girls,4309,15990,14567,13748,14938,15112,15258,15074,15312,15211,14811,10870,10965
2021,Solapur,OBC,Total,7293,31464,27465,27368,29241,29693,29955,29885,28976,28648,29377,19850,20469
2021,Solapur,OBC,Boys,3845,16626,14279,14259,15312,15877,16027,15723,15371,15385,15989,11408,11754
2021,Solapur,OBC,Girls,3448,14838,13186,13109,13929,13816,13928,14162,13605,13263,13388,8442,8715
2021,Solapur,SC,Total,2954,12607,10983,11027,11972,12101,12213,12339,11901,11913,12266,8039,7882
2021,Solapur,SC,Boys,1566,6546,5699,5708,6141,6399,6470,6437,6160,6163,6581,4455,4253
2021,Solapur,SC,Girls,1388,6061,5284,5319,5831,5702,5743,5902,5741,5750,5685,3584,3629
2021,Solapur,ST,Total,375,1843,1519,1775,1768,1635,1470,1694,1399,1303,1261,501,608
2021,Solapur,ST,Boys,184,953,805,948,907,896,791,933,767,723,717,286,348
2021,Solapur,ST,Girls,191,890,714,827,861,739,679,761,632,580,544,215,260
2021,Thane,Overall,Total,76693,139728,141505,147112,149116,149420,148623,150645,147573,136607,137005,98117,92818
2021,Thane,Overall,Boys,39435,73119,74013,77367,78404,78473,78269,79540,77370,72249,72453,51374,48489
2021,Thane,Overall,Girls,37258,66609,67492,69745,70712,70947,70354,71105,70203,64358,64552,46743,44329
2021,Thane,General,Total,56385,86415,89924,92733,93121,94180,93340,94242,92241,86720,85664,64048,59487
2021,Thane,General,Boys,29117,45731,47614,49341,49527,50111,49776,50358,48879,46465,45741,33779,31422
2021,Thane,General,Girls,27268,40684,42310,43392,43594,44069,43564,43884,43362,40255,39923,30269,28065
2021,Thane,OBC,Total,12333,30763,29702,31206,32181,31870,32060,32388,32014,28786,29261,20176,20556
2021,Thane,OBC,Boys,6210,15771,15241,16172,16507,16267,16407,16677,16487,14826,15075,10364,10489
2021,Thane,OBC,Girls,6123,14992,14461,15034,15674,15603,15653,15711,15527,13960,14186,9812,10067
2021,Thane,SC,Total,6104,13066,13241,13797,14166,13991,14101,14122,14290,13051,13914,9548,8772
2021,Thane,SC,Boys,3132,6659,6705,7020,7351,7318,7333,7307,7430,6660,7249,4887,4420
2021,Thane,SC,Girls,2972,6407,6536,6777,6815,6673,6768,6815,6860,6391,6665,4661,4352
2021,Thane,ST,Total,1871,9484,8638,9376,9648,9379,9122,9893,9028,8050,8166,4345,4003
2021,Thane,ST,Boys,976,4958,4453,4834,5019,4777,4753,5198,4574,4298,4388,2344,2158
2021,Thane,ST,Girls,895,4526,4185,4542,4629,4602,4369,4695,4454,3752,3778,2001,1845
2021,Wardha,Overall,Total,3842,19512,17807,15987,17729,17749,18157,18506,18439,18058,18756,16403,16886
2021,Wardha,Overall,Boys,2032,10022,9054,8251,9054,9332,9470,9584,9535,9399,10066,8297,8653
2021,Wardha,Overall,Girls,1810,9490,8753,7736,8675,8417,8687,8922,8904,8659,8690,8106,8233
2021,Wardha,General,Total,777,2113,1920,1847,1909,1959,1930,1956,1971,1977,2035,1786,1864
2021,Wardha,General,Boys,409,1092,940,963,987,1044,1019,1025,1028,1053,1100,882,965
2021,Wardha,General,Girls,368,1021,980,884,922,915,911,931,943,924,935,904,899
2021,Wardha,OBC,Total,2130,11702,10581,9486,10538,10643,10867,10987,11068,10878,11056,9802,10016
2021,Wardha,OBC,Boys,1115,6024,5434,4900,5390,5596,5714,5643,5748,5646,5916,5005,5120
2021,Wardha,OBC,Girls,1015,5678,5147,4586,5148,5047,5153,5344,5320,5232,5140,4797,4896
2021,Wardha,SC,Total,650,2832,2643,2343,2588,2622,2752,2776,2861,2696,2990,2744,2918
2021,Wardha,SC,Boys,368,1445,1330,1200,1313,1373,1383,1467,1468,1382,1603,1369,1521
2021,Wardha,SC,Girls,282,1387,1313,1143,1275,1249,1369,1309,1393,1314,1387,1375,1397
2021,Wardha,ST,Total,285,2865,2663,2311,2694,2525,2608,2787,2539,2507,2675,2071,2088
2021,Wardha,ST,Boys,140,1461,1350,1188,1364,1319,1354,1449,1291,1318,1447,1041,1047
2021,Wardha,ST,Girls,145,1404,1313,1123,1330,1206,1254,1338,1248,1189,1228,1030,1041
2021,Washim,Overall,Total,1411,21683,18783,19571,20078,20512,21168,21228,21316,21226,22708,18526,20582
2021,Washim,Overall,Boys,828,11233,9663,10157,10569,11054,11377,11432,11477,11436,12559,10388,11623
2021,Washim,Overall,Girls,583,10450,9120,9414,9509,9458,9791,9796,9839,9790,10149,8138,8959
2021,Washim,General,Total,706,3935,3322,3457,3378,3545,3556,3476,3659,3437,3665,3397,4210
2021,Washim,General,Boys,413,2043,1744,1823,1802,1900,1888,1841,1990,1879,2061,1966,2380
2021,Washim,General,Girls,293,1892,1578,1634,1576,1645,1668,1635,1669,1558,1604,1431,1830
2021,Washim,OBC,Total,573,11904,10153,10699,11237,11509,11969,11957,12020,12191,12711,10264,11199
2021,Washim,OBC,Boys,341,6176,5198,5587,5954,6331,6489,6500,6550,6539,6955,5723,6288
2021,Washim,OBC,Girls,232,5728,4955,5112,5283,5178,5480,5457,5470,5652,5756,4541,4911
2021,Washim,SC,Total,106,3831,3529,3709,3683,3847,3967,4122,4064,4128,4643,3795,4175
2021,Washim,SC,Boys,62,1960,1817,1893,1897,2012,2113,2184,2103,2258,2612,2082,2350
2021,Washim,SC,Girls,44,1871,1712,1816,1786,1835,1854,1938,1961,1870,2031,1713,1825
2021,Washim,ST,Total,26,2013,1779,1706,1780,1611,1676,1673,1573,1470,1689,1070,998
2021,Washim,ST,Boys,12,1054,904,854,916,811,887,907,834,760,931,617,605
2021,Washim,ST,Girls,14,959,875,852,864,800,789,766,739,710,758,453,393
2021,Yavatmal,Overall,Total,6378,46832,42485,42730,44828,46713,45828,46058,45375,42997,42907,31723,34253
2021,Yavatmal,Overall,Boys,3350,24074,21911,22128,23211,24314,23815,24215,23627,22538,22468,16365,17828
2021,Yavatmal,Overall,Girls,3028,22758,20574,20602,21617,22399,22013,21843,21748,20459,20439,15358,16425
2021,Yavatmal,General,Total,2157,8154,7583,7703,7599,7656,7778,7526,7396,6607,6551,4842,5275
2021,Yavatmal,General,Boys,1154,4153,3954,3938,3960,4002,4082,3964,3833,3373,3306,2451,2597
2021,Yavatmal,General,Girls,1003,4001,3629,3765,3639,3654,3696,3562,3563,3234,3245,2391,2678
2021,Yavatmal,OBC,Total,3043,23844,21527,21634,23381,24408,24224,24189,24116,23222,23175,17237,18514
2021,Yavatmal,OBC,Boys,1592,12343,11121,11287,12139,12723,12581,12801,12584,12292,12177,8865,9845
2021,Yavatmal,OBC,Girls,1451,11501,10406,10347,11242,11685,11643,11388,11532,10930,10998,8372,8669
2021,Yavatmal,SC,Total,664,5309,4721,4675,5040,5347,5268,5352,5295,4949,5184,3868,4274
2021,Yavatmal,SC,Boys,347,2732,2451,2455,2628,2782,2733,2836,2727,2610,2754,2034,2246
2021,Yavatmal,SC,Girls,317,2577,2270,2220,2412,2565,2535,2516,2568,2339,2430,1834,2028
2021,Yavatmal,ST,Total,514,9525,8654,8718,8808,9302,8558,8991,8568,8219,7997,5776,6190
2021,Yavatmal,ST,Boys,257,4846,4385,4448,4484,4807,4419,4614,4483,4263,4231,3015,3140
2021,Yavatmal,ST,Girls,257,4679,4269,4270,4324,4495,4139,4377,4085,3956,3766,2761,3050
2024,Ahilyanagar,Overall,Total,2416,63638,66568,70932,77713,68924,68428,73903,77567,78980,73890,59578,59452
2024,Ahilyanagar,Overall,Boys,1371,33458,34726,36941,40710,36290,36110,39405,42395,43589,40808,31687,32176
2024,Ahilyanagar,Overall,Girls,1045,30180,31842,33991,37003,32634,32318,34498,35172,35391,33082,27891,27276
2024,Ahilyanagar,General,Total,1426,26442,27873,29985,34056,30361,29947,32672,33552,34978,33556,28423,28316
2024,Ahilyanagar,General,Boys,796,14105,14704,15808,17819,16095,16067,17799,18621,19654,18774,15197,15431
2024,Ahilyanagar,General,Girls,630,12337,13169,14177,16237,14266,13880,14873,14931,15324,14782,13226,12885
2024,Ahilyanagar,OBC,Total,684,20351,20676,21759,23629,21160,20597,22622,23589,23924,22567,19150,19522
2024,Ahilyanagar,OBC,Boys,410,10766,10790,11251,12444,11187,10855,12179,13123,13356,12496,10396,10676
2024,Ahilyanagar,OBC,Girls,274,9585,9886,10508,11185,9973,9742,10443,10466,10568,10071,8754,8846
2024,Ahilyanagar,SC,Total,246,8462,9218,9706,10706,9596,9063,9689,10479,10652,9731,7695,7592
2024,Ahilyanagar,SC,Boys,134,4336,4653,5004,5648,4940,4674,4986,5505,5583,5138,3829,3913
2024,Ahilyanagar,SC,Girls,112,4126,4565,4702,5058,4656,4389,4703,4974,5069,4593,3866,3679
2024,Ahilyanagar,ST,Total,60,8383,8801,9482,9322,7807,8821,8920,9947,9426,8036,4310,4022
2024,Ahilyanagar,ST,Boys,31,4251,4579,4878,4799,4068,4514,4441,5146,4996,4400,2265,2156
2024,Ahilyanagar,ST,Girls,29,4132,4222,4604,4523,3739,4307,4479,4801,4430,3636,2045,1866
2024,Akola,Overall,Total,3852,25206,26333,27657,29865,27939,27312,27750,28384,28472,28580,23768,23080
2024,Akola,Overall,Boys,2059,12902,13483,14214,15243,14223,14019,14390,14910,15040,15160,12049,11736
2024,Akola,Overall,Girls,1793,12304,12850,13443,14622,13716,13293,13360,13474,13432,13420,11719,11344
2024,Akola,General,Total,1700,8502,8472,8502,8561,8456,8128,7837,7807,7723,7778,6212,5925
2024,Akola,General,Boys,915,4375,4395,4449,4445,4321,4189,4111,4115,4007,4116,3080,2962
2024,Akola,General,Girls,785,4127,4077,4053,4116,4135,3939,3726,3692,3716,3662,3132,2963
2024,Akola,OBC,Total,1528,10163,10617,11542,12827,11776,11744,12253,12798,12683,12852,11153,11120
2024,Akola,OBC,Boys,825,5215,5349,5901,6546,6024,6003,6373,6792,6815,6901,5752,5717
2024,Akola,OBC,Girls,703,4948,5268,5641,6281,5752,5741,5880,6006,5868,5951,5401,5403
2024,Akola,SC,Total,559,4960,5524,5825,6531,5998,5823,6100,6310,6464,6514,5393,5118
2024,Akola,SC,Boys,283,2515,2849,2916,3275,3016,2982,3069,3246,3399,3389,2675,2596
2024,Akola,SC,Girls,276,2445,2675,2909,3256,2982,2841,3031,3064,3065,3125,2718,2522
2024,Akola,ST,Total,65,1581,1720,1788,1946,1709,1617,1560,1469,1602,1436,1010,917
2024,Akola,ST,Boys,36,797,890,948,977,862,845,837,757,819,754,542,461
2024,Akola,ST,Girls,29,784,830,840,969,847,772,723,712,783,682,468,456
2024,Amravati,Overall,Total,1202,40049,40335,42862,46395,40326,36372,38499,41897,42691,41933,32603,31911
2024,Amravati,Overall,Boys,633,20540,20552,21781,23822,20460,18754,19921,21807,22007,21962,15978,15765
2024,Amravati,Overall,Girls,569,19509,19783,21081,22573,19866,17618,18578,20090,20684,19971,16625,16146
2024,Amravati,General,Total,274,9517,9458,9985,10348,8620,7749,8162,8602,8543,8397,6166,5907
2024,Amravati,General,Boys,140,4857,4800,5045,5366,4357,3970,4199,4498,4474,4379,2918,2853
2024,Amravati,General,Girls,134,4660,4658,4940,4982,4263,3779,3963,4104,4069,4018,3248,3054
2024,Amravati,OBC,Total,681,16658,16895,18209,20290,18202,16442,17650,18968,19179,19124,15605,15504
2024,Amravati,OBC,Boys,366,8637,8712,9381,10430,9277,8496,9231,10008,9933,9989,7680,7671
2024,Amravati,OBC,Girls,315,8021,8183,8828,9860,8925,7946,8419,8960,9246,9135,7925,7833
2024,Amravati,SC,Total,198,5608,5889,6398,7145,6484,5603,5941,6917,7101,6869,5951,5849
2024,Amravati,SC,Boys,106,2861,3008,3292,3614,3323,2884,3067,3549,3597,3661,2909,2871
2024,Amravati,SC,Girls,92,2747,2881,3106,3531,3161,2719,2874,3368,3504,3208,3042,2978
2024,Amravati,ST,Total,49,8266,8093,8270,8612,7020,6578,6746,7410,7868,7543,4881,4651
2024,Amravati,ST,Boys,21,4185,4032,4063,4412,3503,3404,3424,3752,4003,3933,2471,2370
2024,Amravati,ST,Girls,28,4081,4061,4207,4200,3517,3174,3322,3658,3865,3610,2410,2281
2024,Beed,Overall,Total,1191,41673,44255,44461,47088,41374,45811,47833,44877,45547,46914,38683,39341
2024,Beed,Overall,Boys,650,21823,23286,22949,24680,21640,23648,25283,24467,25477,26790,22017,22594
2024,Beed,Overall,Girls,541,19850,20969,21512,22408,19734,22163,22550,20410,20070,20124,16666,16747
2024,Beed,General,Total,763,19372,21090,20908,22163,19710,21480,22178,20973,21013,21629,18366,18419
2024,Beed,General,Boys,409,10095,11253,10867,11746,10375,11184,11865,11561,11915,12510,10467,10601
2024,Beed,General,Girls,354,9277,9837,10041,10417,9335,10296,10313,9412,9098,9119,7899,7818
2024,Beed,OBC,Total,321,15844,15960,16092,17316,15207,16972,17919,16696,17195,17638,14758,15107
2024,Beed,OBC,Boys,176,8401,8380,8313,8967,7933,8643,9356,9154,9639,10109,8496,8762
2024,Beed,OBC,Girls,145,7443,7580,7779,8349,7274,8329,8563,7542,7556,7529,6262,6345
2024,Beed,SC,Total,87,5468,6071,6323,6523,5560,6223,6631,6176,6362,6726,4999,5305
2024,Beed,SC,Boys,55,2809,3054,3220,3415,2874,3230,3465,3175,3390,3657,2707,2911
2024,Beed,SC,Girls,32,2659,3017,3103,3108,2686,2993,3166,3001,2972,3069,2292,2394
2024,Beed,ST,Total,20,989,1134,1138,1086,897,1136,1105,1032,977,921,560,510
2024,Beed,ST,Boys,10,518,599,549,552,458,591,597,577,533,514,347,320
2024,Beed,ST,Girls,10,471,535,589,534,439,545,508,455,444,407,213,190
2024,Bhandara,Overall,Total,736,14824,15029,16035,19103,16066,13663,16184,17258,16849,17002,16581,16416
2024,Bhandara,Overall,Boys,410,7665,7691,8117,9825,8173,7137,8375,8995,8604,8834,8386,8441
2024,Bhandara,Overall,Girls,326,7159,7338,7918,9278,7893,6526,7809,8263,8245,8168,8195,7975
2024,Bhandara,General,Total,105,533,585,636,690,618,544,599,593,632,653,589,634
2024,Bhandara,General,Boys,59,274,301,305,344,302,274,290,320,324,330,306,309
2024,Bhandara,General,Girls,46,259,284,331,346,316,270,309,273,308,323,283,325
2024,Bhandara,OBC,Total,459,11342,11364,12174,14534,12167,10208,12183,13010,12635,12647,12387,12274
2024,Bhandara,OBC,Boys,260,5905,5852,6228,7470,6233,5333,6328,6820,6407,6565,6269,6337
2024,Bhandara,OBC,Girls,199,5437,5512,5946,7064,5934,4875,5855,6190,6228,6082,6118,5937
2024,Bhandara,SC,Total,138,1819,2014,2012,2496,2100,1863,2196,2385,2353,2432,2503,2385
2024,Bhandara,SC,Boys,72,916,1008,1006,1306,1031,977,1127,1180,1195,1252,1234,1202
2024,Bhandara,SC,Girls,66,903,1006,1006,1190,1069,886,1069,1205,1158,1180,1269,1183
2024,Bhandara,ST,Total,34,1130,1066,1213,1383,1181,1048,1206,1270,1229,1270,1102,1123
2024,Bhandara,ST,Boys,19,570,530,578,705,607,553,630,675,678,687,577,593
2024,Bhandara,ST,Girls,15,560,536,635,678,574,495,576,595,551,583,525,530
2024,Buldhana,Overall,Total,6295,38867,40235,42688,47065,41095,41239,44732,45513,45368,44017,33421,33194
2024,Buldhana,Overall,Boys,3579,20672,20850,22255,24530,21291,21518,23720,25066,24978,24161,17759,17787
2024,Buldhana,Overall,Girls,2716,18195,19385,20433,22535,19804,19721,21012,20447,20390,19856,15662,15407
2024,Buldhana,General,Total,1394,8621,8562,8779,9314,8108,8281,8238,8500,8291,8220,5794,5547
2024,Buldhana,General,Boys,796,4570,4384,4655,4958,4300,4441,4538,4750,4497,4476,3073,2927
2024,Buldhana,General,Girls,598,4051,4178,4124,4356,3808,3840,3700,3750,3794,3744,2721,2620
2024,Buldhana,OBC,Total,4050,20930,21878,23310,26317,22859,22962,25624,26041,26018,25161,19685,19804
2024,Buldhana,OBC,Boys,2313,11255,11456,12193,13729,11907,12042,13594,14545,14551,14027,10541,10738
2024,Buldhana,OBC,Girls,1737,9675,10422,11117,12588,10952,10920,12030,11496,11467,11134,9144,9066
2024,Buldhana,SC,Total,726,6626,6991,7663,8558,7642,7305,8149,8404,8662,8497,6695,6571
2024,Buldhana,SC,Boys,398,3444,3546,3892,4399,3854,3687,4196,4414,4653,4556,3491,3428
2024,Buldhana,SC,Girls,328,3182,3445,3771,4159,3788,3618,3953,3990,4009,3941,3204,3143
2024,Buldhana,ST,Total,125,2690,2804,2936,2876,2486,2691,2721,2568,2397,2139,1247,1272
2024,Buldhana,ST,Boys,72,1403,1464,1515,1444,1230,1348,1392,1357,1277,1102,654,694
2024,Buldhana,ST,Girls,53,1287,1340,1421,1432,1256,1343,1329,1211,1120,1037,593,578
2024,Chandrapur,Overall,Total,12552,27471,27339,29557,33100,29146,27725,30348,30729,32609,32028,26952,26671
2024,Chandrapur,Overall,Boys,6638,14120,13993,15189,16904,14721,14275,15652,15871,16830,16870,13199,13243
2024,Chandrapur,Overall,Girls,5914,13351,13346,14368,16196,14425,13450,14696,14858,15779,15158,13753,13428
2024,Chandrapur,General,Total,2707,2720,2693,2859,2913,2822,2806,2814,2853,2944,2849,2321,2245
2024,Chandrapur,General,Boys,1460,1378,1388,1475,1482,1443,1514,1482,1455,1535,1491,1143,1128
2024,Chandrapur,General,Girls,1247,1342,1305,1384,1431,1379,1292,1332,1398,1409,1358,1178,1117
2024,Chandrapur,OBC,Total,6279,15133,15129,16231,18722,16219,15446,16938,17162,18317,17870,15395,15085
2024,Chandrapur,OBC,Boys,3274,7752,7687,8326,9605,8173,7866,8667,8848,9499,9505,7583,7474
2024,Chandrapur,OBC,Girls,3005,7381,7442,7905,9117,8046,7580,8271,8314,8818,8365,7812,7611
2024,Chandrapur,SC,Total,2705,4122,4061,4473,4935,4496,4157,4576,4724,4965,4867,4185,4341
2024,Chandrapur,SC,Boys,1461,2123,2100,2309,2533,2260,2149,2400,2504,2557,2475,2026,2164
2024,Chandrapur,SC,Girls,1244,1999,1961,2164,2402,2236,2008,2176,2220,2408,2392,2159,2177
2024,Chandrapur,ST,Total,861,5496,5456,5994,6530,5609,5316,6020,5990,6383,6442,5051,5000
2024,Chandrapur,ST,Boys,443,2867,2818,3079,3284,2845,2746,3103,3064,3239,3399,2447,2477
2024,Chandrapur,ST,Girls,418,2629,2638,2915,3246,2764,2570,2917,2926,3144,3043,2604,2523
2024,Chh. Sambhaji Nagar,Overall,Total,4416,71414,75940,79247,81783,72340,77613,78227,77159,75865,73135,55317,53535
2024,Chh. Sambhaji Nagar,Overall,Boys,2299,37225,39193,41200,42409,37759,40937,41251,41563,41459,40481,30273,29088
2024,Chh. Sambhaji Nagar,Overall,Girls,2117,34189,36747,38047,39374,34581,36676,36976,35596,34406,32654,25044,24447
2024,Chh. Sambhaji Nagar,General,Total,2989,39995,42207,43158,44565,39552,41766,41739,40794,39881,38318,27845,26961
2024,Chh. Sambhaji Nagar,General,Boys,1567,20853,21724,22495,23134,20701,22087,21940,21910,21743,21056,15195,14584
2024,Chh. Sambhaji Nagar,General,Girls,1422,19142,20483,20663,21431,18851,19679,19799,18884,18138,17262,12650,12377
2024,Chh. Sambhaji Nagar,OBC,Total,844,17404,18588,19826,20917,18309,20007,20765,20735,20778,20226,16835,16552
2024,Chh. Sambhaji Nagar,OBC,Boys,457,9173,9720,10276,10978,9570,10528,11101,11453,11651,11526,9458,9211
2024,Chh. Sambhaji Nagar,OBC,Girls,387,8231,8868,9550,9939,8739,9479,9664,9282,9127,8700,7377,7341
2024,Chh. Sambhaji Nagar,SC,Total,540,10056,10971,11858,11919,10788,11739,11665,11850,11661,11488,8631,8091
2024,Chh. Sambhaji Nagar,SC,Boys,251,5154,5565,6158,6076,5587,6166,6077,6198,6183,6176,4462,4157
2024,Chh. Sambhaji Nagar,SC,Girls,289,4902,5406,5700,5843,5201,5573,5588,5652,5478,5312,4169,3934
2024,Chh. Sambhaji Nagar,ST,Total,43,3959,4174,4405,4382,3691,4101,4058,3780,3545,3103,2006,1931
2024,Chh. Sambhaji Nagar,ST,Boys,24,2045,2184,2271,2221,1901,2156,2133,2002,1882,1723,1158,1136
2024,Chh. Sambhaji Nagar,ST,Girls,19,1914,1990,2134,2161,1790,1945,1925,1778,1663,1380,848,795
2024,Dharashiv,Overall,Total,153,22789,23341,24228,26031,22696,23048,24342,23531,24107,23808,14992,14793
2024,Dharashiv,Overall,Boys,91,11883,12224,12622,13484,11477,11838,12557,12284,12898,12696,7722,7550
2024,Dharashiv,Overall,Girls,62,10906,11117,11606,12547,11219,11210,11785,11247,11209,11112,7270,7243
2024,Dharashiv,General,Total,98,11700,11950,12475,13556,11751,11978,12691,12210,12612,12375,7921,7814
2024,Dharashiv,General,Boys,56,6168,6285,6604,7078,5973,6165,6542,6461,6870,6569,4160,3988
2024,Dharashiv,General,Girls,42,5532,5665,5871,6478,5778,5813,6149,5749,5742,5806,3761,3826
2024,Dharashiv,OBC,Total,32,6922,7097,7356,7857,6796,6871,7205,6943,7067,7082,4381,4367
2024,Dharashiv,OBC,Boys,19,3580,3654,3835,4057,3474,3529,3703,3572,3722,3788,2214,2260
2024,Dharashiv,OBC,Girls,13,3342,3443,3521,3800,3322,3342,3502,3371,3345,3294,2167,2107
2024,Dharashiv,SC,Total,15,3402,3461,3615,3849,3454,3465,3681,3640,3770,3708,2350,2307
2024,Dharashiv,SC,Boys,10,1742,1847,1774,1946,1695,1773,1911,1859,1952,1965,1166,1131
2024,Dharashiv,SC,Girls,5,1660,1614,1841,1903,1759,1692,1770,1781,1818,1743,1184,1176
2024,Dharashiv,ST,Total,8,765,833,782,769,695,734,765,738,658,643,340,305
2024,Dharashiv,ST,Boys,6,393,438,409,403,335,371,401,392,354,374,182,171
2024,Dharashiv,ST,Girls,2,372,395,373,366,360,363,364,346,304,269,158,134
2024,Dhule,Overall,Total,4630,37519,38737,40243,40038,37291,39465,39383,38513,38750,35547,24059,23558
2024,Dhule,Overall,Boys,2324,19704,20248,21056,20739,19261,20831,21008,20712,20862,19621,12854,12893
2024,Dhule,Overall,Girls,2306,17815,18489,19187,19299,18030,18634,18375,17801,17888,15926,11205,10665
2024,Dhule,General,Total,1083,4150,4106,4388,4461,4095,4130,4226,4161,4253,4163,3152,2950
2024,Dhule,General,Boys,509,2259,2192,2374,2296,2177,2152,2263,2275,2250,2250,1683,1650
2024,Dhule,General,Girls,574,1891,1914,2014,2165,1918,1978,1963,1886,2003,1913,1469,1300
2024,Dhule,OBC,Total,2920,13375,14029,14776,15179,14367,14722,15461,15619,16286,15753,12697,12707
2024,Dhule,OBC,Boys,1489,7107,7416,7780,7971,7514,7991,8312,8645,8889,8760,6835,6931
