Year,District,Social Category,Gender,Pre-Primary,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9,Class 10,Class 11,Class 12
2014,Pune,OBC,Girls,16107,21139,20622,20049,19780,19698,20261,18587,17700,17582,14609,12217,11250
2014,Pune,SC,Total,22418,28845,27991,27746,27398,27662,28251,27787,26533,27635,19875,16424,12878
2014,Pune,SC,Boys,11920,14915,14766,14390,14303,14528,14674,14744,14121,15272,10282,8696,6605
2014,Pune,SC,Girls,10498,13930,13225,13356,13095,13134,13577,13043,12412,12363,9593,7728,6273
2014,Pune,ST,Total,3575,7957,7803,7662,7504,7513,7524,7270,6552,6548,4941,3959,3309
2014,Pune,ST,Boys,1997,4211,4015,4003,3944,4037,3959,3902,3599,3680,2672,2202,1837
2014,Pune,ST,Girls,1578,3746,3788,3659,3560,3476,3565,3368,2953,2868,2269,1757,1472
2014,Raigad,Overall,Total,35734,48439,46169,45095,45414,47340,48125,45067,44322,48229,41172,30257,27412
2014,Raigad,Overall,Boys,19524,24874,24017,23398,23699,24885,25571,23844,23713,26596,21246,15529,13886
2014,Raigad,Overall,Girls,16210,23565,22152,21697,21715,22455,22554,21223,20609,21633,19926,14728,13526
2014,Raigad,General,Total,21338,18084,17374,16541,16278,16717,16735,15774,15984,17222,14602,10941,10150
2014,Raigad,General,Boys,11439,9481,9111,8722,8606,8965,8956,8490,8722,9573,7511,5646,5021
2014,Raigad,General,Girls,9899,8603,8263,7819,7672,7752,7779,7284,7262,7649,7091,5295,5129
2014,Raigad,OBC,Total,11417,18958,18068,18026,18205,19152,20093,19294,20070,22430,20367,15507,14071
2014,Raigad,OBC,Boys,6440,9678,9358,9307,9438,9944,10608,10033,10481,12122,10405,7895,7190
2014,Raigad,OBC,Girls,4977,9280,8710,8719,8767,9208,9485,9261,9589,10308,9962,7612,6881
2014,Raigad,SC,Total,1811,3441,3307,3130,3320,3215,3297,3386,3328,3831,3284,2258,2034
2014,Raigad,SC,Boys,1023,1752,1705,1578,1721,1712,1773,1785,1759,2079,1647,1105,990
2014,Raigad,SC,Girls,788,1689,1602,1552,1599,1503,1524,1601,1569,1752,1637,1153,1044
2014,Raigad,ST,Total,1168,7956,7420,7398,7611,8256,8000,6613,4940,4746,2919,1551,1157
2014,Raigad,ST,Boys,622,3963,3843,3791,3934,4264,4234,3536,2751,2822,1683,883,685
2014,Raigad,ST,Girls,546,3993,3577,3607,3677,3992,3766,3077,2189,1924,1236,668,472
2014,Ratnagiri,Overall,Total,6296,21215,21792,23304,23700,25933,26479,28567,28953,31392,27430,20764,19461
2014,Ratnagiri,Overall,Boys,3315,10761,11274,11803,12040,13285,13558,14674,15057,16540,14209,10946,10197
2014,Ratnagiri,Overall,Girls,2981,10454,10518,11501,11660,12648,12921,13893,13896,14852,13221,9818,9264
2014,Ratnagiri,General,Total,3347,6618,6473,6799,6969,7426,7651,7900,8073,8416,7576,6009,5983
2014,Ratnagiri,General,Boys,1737,3285,3296,3400,3520,3835,3932,3996,4156,4422,3873,3090,3040
2014,Ratnagiri,General,Girls,1610,3333,3177,3399,3449,3591,3719,3904,3917,3994,3703,2919,2943
2014,Ratnagiri,OBC,Total,2402,12629,13330,14198,14468,15981,16270,17907,18167,19932,17231,12797,11717
2014,Ratnagiri,OBC,Boys,1309,6464,6932,7210,7396,8186,8321,9281,9440,10469,8980,6843,6265
2014,Ratnagiri,OBC,Girls,1093,6165,6398,6988,7072,7795,7949,8626,8727,9463,8251,5954,5452
2014,Ratnagiri,SC,Total,445,1568,1620,1870,1840,2039,2157,2331,2439,2811,2419,1837,1680
2014,Ratnagiri,SC,Boys,216,807,871,967,902,1002,1122,1186,1298,1517,1243,945,845
2014,Ratnagiri,SC,Girls,229,761,749,903,938,1037,1035,1145,1141,1294,1176,892,835
2014,Ratnagiri,ST,Total,102,400,369,437,423,487,401,429,274,233,204,121,81
2014,Ratnagiri,ST,Boys,53,205,175,226,222,262,183,211,163,132,113,68,47
2014,Ratnagiri,ST,Girls,49,195,194,211,201,225,218,218,111,101,91,53,34
2014,Sangli,Overall,Total,20975,45006,44179,43974,45438,44746,47697,47946,48291,49975,43891,34855,32676
2014,Sangli,Overall,Boys,11602,24125,23730,23617,24291,23803,25838,25955,26607,27725,24257,19309,17821
2014,Sangli,Overall,Girls,9373,20881,20449,20357,21147,20943,21859,21991,21684,22250,19634,15546,14855
2014,Sangli,General,Total,11926,21512,21453,21279,22192,21604,23074,23287,23525,25150,22931,18818,18159
2014,Sangli,General,Boys,6544,11676,11627,11529,12032,11580,12557,12787,13181,13973,12662,10229,9691
2014,Sangli,General,Girls,5382,9836,9826,9750,10160,10024,10517,10500,10344,11177,10269,8589,8468
2014,Sangli,OBC,Total,6176,16866,16321,16117,16381,16324,17542,17364,17432,17518,14941,11467,10351
2014,Sangli,OBC,Boys,3484,9007,8725,8572,8651,8709,9546,9316,9502,9756,8348,6628,5937
2014,Sangli,OBC,Girls,2692,7859,7596,7545,7730,7615,7996,8048,7930,7762,6593,4839,4414
2014,Sangli,SC,Total,2693,6296,6111,6300,6564,6541,6839,7071,7092,7106,5870,4456,4058
2014,Sangli,SC,Boys,1480,3266,3213,3358,3420,3355,3606,3733,3791,3892,3171,2407,2128
2014,Sangli,SC,Girls,1213,3030,2898,2942,3144,3186,3233,3338,3301,3214,2699,2049,1930
2014,Sangli,ST,Total,180,332,294,278,301,277,242,224,242,201,149,114,108
2014,Sangli,ST,Boys,94,176,165,158,188,159,129,119,133,104,76,45,65
2014,Sangli,ST,Girls,86,156,129,120,113,118,113,105,109,97,73,69,43
2014,Satara,Overall,Total,18612,44093,43540,42931,45210,45451,48295,47894,48030,51058,45396,38541,35828
2014,Satara,Overall,Boys,10941,23328,23068,22787,24027,24128,25570,25915,26187,28516,24788,21063,19399
2014,Satara,Overall,Girls,7671,20765,20472,20144,21183,21323,22725,21979,21843,22542,20608,17478,16429
2014,Satara,General,Total,11541,23016,23143,22948,24252,24402,25932,25912,26062,27987,26012,22395,21301
2014,Satara,General,Boys,6795,12270,12327,12234,12828,12946,13772,14110,14351,15571,14193,12362,11497
2014,Satara,General,Girls,4746,10746,10816,10714,11424,11456,12160,11802,11711,12416,11819,10033,9804
2014,Satara,OBC,Total,5109,14829,14312,14076,14597,14831,15576,15237,15340,16082,13654,11473,10577
2014,Satara,OBC,Boys,3076,7833,7581,7534,7850,7922,8256,8174,8298,9065,7487,6310,5817
2014,Satara,OBC,Girls,2033,6996,6731,6542,6747,6909,7320,7063,7042,7017,6167,5163,4760
2014,Satara,SC,Total,1776,5521,5381,5219,5694,5557,6132,6145,6070,6522,5356,4422,3719
2014,Satara,SC,Boys,962,2857,2779,2689,2982,2922,3171,3309,3219,3611,2895,2268,1950
2014,Satara,SC,Girls,814,2664,2602,2530,2712,2635,2961,2836,2851,2911,2461,2154,1769
2014,Satara,ST,Total,186,727,704,688,667,661,655,600,558,467,374,251,231
2014,Satara,ST,Boys,108,368,381,330,367,338,371,322,319,269,213,123,135
2014,Satara,ST,Girls,78,359,323,358,300,323,284,278,239,198,161,128,96
2014,Sindhudurg,Overall,Total,2921,9499,9825,10619,10588,11858,12149,12664,13189,14469,13139,11397,11061
2014,Sindhudurg,Overall,Boys,1660,5003,5111,5467,5513,6155,6311,6665,6852,7607,6823,5930,5636
2014,Sindhudurg,Overall,Girls,1261,4496,4714,5152,5075,5703,5838,5999,6337,6862,6316,5467,5425
2014,Sindhudurg,General,Total,2068,5182,5313,5689,5744,6377,6517,7007,7187,8040,7424,6404,6355
2014,Sindhudurg,General,Boys,1164,2743,2814,2946,2980,3277,3399,3657,3756,4275,3849,3357,3188
2014,Sindhudurg,General,Girls,904,2439,2499,2743,2764,3100,3118,3350,3431,3765,3575,3047,3167
2014,Sindhudurg,OBC,Total,734,3571,3723,4051,4001,4533,4624,4681,4928,5226,4695,4073,3844
2014,Sindhudurg,OBC,Boys,426,1852,1884,2044,2097,2405,2400,2451,2553,2709,2450,2077,2005
2014,Sindhudurg,OBC,Girls,308,1719,1839,2007,1904,2128,2224,2230,2375,2517,2245,1996,1839
2014,Sindhudurg,SC,Total,83,635,668,757,717,858,875,875,964,1107,915,833,782
2014,Sindhudurg,SC,Boys,45,350,350,401,368,434,443,506,488,571,470,443,404
2014,Sindhudurg,SC,Girls,38,285,318,356,349,424,432,369,476,536,445,390,378
2014,Sindhudurg,ST,Total,36,111,121,122,126,90,133,101,110,96,105,87,80
2014,Sindhudurg,ST,Boys,25,58,63,76,68,39,69,51,55,52,54,53,39
2014,Sindhudurg,ST,Girls,11,53,58,46,58,51,64,50,55,44,51,34,41
2014,Solapur,Overall,Total,35153,81437,79391,77969,79176,79517,81671,81493,79574,79345,66005,46367,41942
2014,Solapur,Overall,Boys,19721,43146,41799,41150,41992,42132,43279,43775,43074,44236,36796,26429,23868
2014,Solapur,Overall,Girls,15432,38291,37592,36819,37184,37385,38392,37718,36500,35109,29209,19938,18074
2014,Solapur,General,Total,16673,34783,33676,32715,33172,33240,34060,34399,33686,34300,29526,21156,19795
2014,Solapur,General,Boys,9273,18688,17918,17444,17645,17855,18202,18699,18319,19036,16222,11868,10936
2014,Solapur,General,Girls,7400,16095,15758,15271,15527,15385,15858,15700,15367,15264,13304,9288,8859
2014,Solapur,OBC,Total,12852,31650,31111,30715,30868,31387,32015,31883,31388,30831,25447,18229,16258
2014,Solapur,OBC,Boys,7177,16596,16417,16162,16387,16588,16948,17064,17004,17224,14336,10508,9459
2014,Solapur,OBC,Girls,5675,15054,14694,14553,14481,14799,15067,14819,14384,13607,11111,7721,6799
2014,Solapur,SC,Total,4943,13128,12773,12651,13281,13187,13909,13544,13094,12998,10111,6592,5622
2014,Solapur,SC,Boys,2887,6845,6479,6533,6954,6768,7199,7082,6912,7274,5687,3797,3316
2014,Solapur,SC,Girls,2056,6283,6294,6118,6327,6419,6710,6462,6182,5724,4424,2795,2306
2014,Solapur,ST,Total,685,1876,1831,1888,1855,1703,1687,1667,1406,1216,921,390,267
2014,Solapur,ST,Boys,384,1017,985,1011,1006,921,930,930,839,702,551,256,157
2014,Solapur,ST,Girls,301,859,846,877,849,782,757,737,567,514,370,134,110
2014,Thane,Overall,Total,118479,150162,147005,147521,146424,144504,143883,136543,131600,133789,108896,73245,64276
2014,Thane,Overall,Boys,63199,79027,77435,77375,77554,77006,76428,72693,70388,72858,56197,38205,32339
2014,Thane,Overall,Girls,55280,71135,69570,70146,68870,67498,67455,63850,61212,60931,52699,35040,31937
2014,Thane,General,Total,88605,90104,87946,87169,86017,84132,81911,77078,75860,76589,62922,43230,38603
2014,Thane,General,Boys,47408,48181,47060,46499,46305,45859,44220,42110,41481,42340,33277,22768,19617
2014,Thane,General,Girls,41197,41923,40886,40670,39712,38273,37691,34968,34379,34249,29645,20462,18986
2014,Thane,OBC,Total,18374,35398,35055,35267,35458,35415,35912,34833,33393,34313,29156,18771,16481
2014,Thane,OBC,Boys,9735,18111,17987,18070,18333,18169,18479,17743,17000,18003,14383,9425,7970
2014,Thane,OBC,Girls,8639,17287,17068,17197,17125,17246,17433,17090,16393,16310,14773,9346,8511
2014,Thane,SC,Total,9060,14845,14521,14895,14892,14882,15570,15111,14290,15289,11499,7855,6563
2014,Thane,SC,Boys,4818,7778,7466,7604,7716,7650,8182,7856,7583,8198,5775,4075,3324
2014,Thane,SC,Girls,4242,7067,7055,7291,7176,7232,7388,7255,6707,7091,5724,3780,3239
2014,Thane,ST,Total,2440,9815,9483,10190,10057,10075,10490,9521,8057,7598,5319,3389,2629
2014,Thane,ST,Boys,1238,4957,4922,5202,5200,5328,5547,4984,4324,4317,2762,1937,1428
2014,Thane,ST,Girls,1202,4858,4561,4988,4857,4747,4943,4537,3733,3281,2557,1452,1201
2014,Wardha,Overall,Total,9375,19278,18575,18594,18936,19351,20089,20706,21281,22294,21109,16704,15991
2014,Wardha,Overall,Boys,5165,10099,9740,9800,9818,9966,10549,10878,11238,11708,10903,8240,7672
2014,Wardha,Overall,Girls,4210,9179,8835,8794,9118,9385,9540,9828,10043,10586,10206,8464,8319
2014,Wardha,General,Total,1376,1919,1805,1800,1742,1739,1807,1862,1921,1935,1811,1387,1329
2014,Wardha,General,Boys,744,996,978,959,912,920,945,991,1030,1053,979,670,647
2014,Wardha,General,Girls,632,923,827,841,830,819,862,871,891,882,832,717,682
2014,Wardha,OBC,Total,5814,11859,11598,11516,11792,12101,12567,12863,13229,13856,13243,10530,10330
2014,Wardha,OBC,Boys,3230,6252,6057,6068,6145,6214,6566,6788,7001,7232,6769,5138,4893
2014,Wardha,OBC,Girls,2584,5607,5541,5448,5647,5887,6001,6075,6228,6624,6474,5392,5437
2014,Wardha,SC,Total,1533,2943,2759,2891,2951,2985,3184,3273,3375,3725,3514,2999,2807
2014,Wardha,SC,Boys,846,1528,1432,1535,1532,1523,1688,1747,1771,1921,1859,1570,1393
2014,Wardha,SC,Girls,687,1415,1327,1356,1419,1462,1496,1526,1604,1804,1655,1429,1414
2014,Wardha,ST,Total,652,2557,2413,2387,2451,2526,2531,2708,2756,2778,2541,1788,1525
2014,Wardha,ST,Boys,345,1323,1273,1238,1229,1309,1350,1352,1436,1502,1296,862,739
2014,Wardha,ST,Girls,307,1234,1140,1149,1222,1217,1181,1356,1320,1276,1245,926,786
2014,Washim,Overall,Total,3966,22430,21941,21966,22030,23045,24041,23986,24266,24107,22023,15647,13861
2014,Washim,Overall,Boys,2488,12118,11757,11728,11497,12002,12611,12639,12966,13045,12335,8675,7821
2014,Washim,Overall,Girls,1478,10312,10184,10238,10533,11043,11430,11347,11300,11062,9688,6972,6040
2014,Washim,General,Total,998,3333,3179,3014,3305,3426,3462,3466,3387,3118,2953,1794,1806
2014,Washim,General,Boys,633,1785,1699,1579,1719,1740,1807,1798,1788,1681,1593,927,945
2014,Washim,General,Girls,365,1548,1480,1435,1586,1686,1655,1668,1599,1437,1360,867,861
2014,Washim,OBC,Total,2320,12941,12723,12794,12398,13109,13552,13573,13819,14176,12950,9679,8482
2014,Washim,OBC,Boys,1465,7130,6857,6895,6510,6901,7117,7184,7480,7677,7229,5469,4814
2014,Washim,OBC,Girls,855,5811,5866,5899,5888,6208,6435,6389,6339,6499,5721,4210,3668
2014,Washim,SC,Total,504,4236,4218,4358,4458,4715,5079,5102,5322,5290,4850,3454,3001
2014,Washim,SC,Boys,294,2195,2257,2321,2280,2419,2664,2671,2733,2811,2773,1881,1712
2014,Washim,SC,Girls,210,2041,1961,2037,2178,2296,2415,2431,2589,2479,2077,1573,1289
2014,Washim,ST,Total,144,1920,1821,1800,1869,1795,1948,1845,1738,1523,1270,720,572
2014,Washim,ST,Boys,96,1008,944,933,988,942,1023,986,965,876,740,398,350
2014,Washim,ST,Girls,48,912,877,867,881,853,925,859,773,647,530,322,222
2014,Yavatmal,Overall,Total,17194,49882,48353,47160,48227,50499,52275,52619,50490,48022,43078,29916,25029
2014,Yavatmal,Overall,Boys,9804,26043,25211,24388,25058,26226,27427,27696,26908,25977,22934,15690,12934
2014,Yavatmal,Overall,Girls,7390,23839,23142,22772,23169,24273,24848,24923,23582,22045,20144,14226,12095
2014,Yavatmal,General,Total,4749,7138,6429,6327,6793,6847,6819,6811,6507,6123,5652,3971,3510
2014,Yavatmal,General,Boys,2759,3782,3363,3309,3598,3501,3563,3549,3401,3226,2969,2003,1712
2014,Yavatmal,General,Girls,1990,3356,3066,3018,3195,3346,3256,3262,3106,2897,2683,1968,1798
2014,Yavatmal,OBC,Total,9145,27000,26348,25910,26266,27768,28672,28700,27688,26716,24058,17060,14301
2014,Yavatmal,OBC,Boys,5229,14157,13827,13365,13677,14489,15178,15184,14865,14687,12859,9160,7386
2014,Yavatmal,OBC,Girls,3916,12843,12521,12545,12589,13279,13494,13516,12823,12029,11199,7900,6915
2014,Yavatmal,SC,Total,1860,5672,5608,5543,5690,5887,6325,6457,6270,6409,5702,4021,3493
2014,Yavatmal,SC,Boys,1042,2886,2889,2879,2953,3038,3327,3359,3285,3387,3024,2062,1812
2014,Yavatmal,SC,Girls,818,2786,2719,2664,2737,2849,2998,3098,2985,3022,2678,1959,1681
2014,Yavatmal,ST,Total,1440,10072,9968,9380,9478,9997,10459,10651,10025,8774,7666,4864,3725
2014,Yavatmal,ST,Boys,774,5218,5132,4835,4830,5198,5359,5604,5357,4677,4082,2465,2024
2014,Yavatmal,ST,Girls,666,4854,4836,4545,4648,4799,5100,5047,4668,4097,3584,2399,1701
2015,Ahilyanagar,Overall,Total,15493,79620,79552,79896,79103,81609,82268,88534,84525,83596,73356,63503,58306
2015,Ahilyanagar,Overall,Boys,8918,43365,42896,43397,43163,44918,44872,48309,47062,48446,41334,36187,33405
2015,Ahilyanagar,Overall,Girls,6575,36255,36656,36499,35940,36691,37396,40225,37463,35150,32022,27316,24901
2015,Ahilyanagar,General,Total,9156,34652,35526,35623,35401,35724,35786,38721,38074,38623,35716,31239,28521
2015,Ahilyanagar,General,Boys,5356,19222,19371,19792,19739,20069,19833,21328,21367,22316,20044,17610,16123
2015,Ahilyanagar,General,Girls,3800,15430,16155,15831,15662,15655,15953,17393,16707,16307,15672,13629,12398
2015,Ahilyanagar,OBC,Total,4232,23697,24312,24585,24088,24737,25227,27336,25917,25373,22719,20692,19516
2015,Ahilyanagar,OBC,Boys,2416,12937,13276,13431,13407,13837,13962,15148,14626,14874,13096,12031,11480
2015,Ahilyanagar,OBC,Girls,1816,10760,11036,11154,10681,10900,11265,12188,11291,10499,9623,8661,8036
2015,Ahilyanagar,SC,Total,1500,10668,10920,10858,10747,11106,11558,12793,11980,12271,9713,7444,6648
2015,Ahilyanagar,SC,Boys,818,5573,5677,5655,5559,5829,5997,6767,6509,6984,5303,4157,3781
2015,Ahilyanagar,SC,Girls,682,5095,5243,5203,5188,5277,5561,6026,5471,5287,4410,3287,2867
2015,Ahilyanagar,ST,Total,605,10603,8794,8830,8867,10042,9697,9684,8554,7329,5208,4128,3621
2015,Ahilyanagar,ST,Boys,328,5633,4572,4519,4458,5183,5080,5066,4560,4272,2891,2389,2021
2015,Ahilyanagar,ST,Girls,277,4970,4222,4311,4409,4859,4617,4618,3994,3057,2317,1739,1600
2015,Akola,Overall,Total,16797,30270,29789,29023,28821,29773,31642,32558,32889,33488,31535,26923,22622
2015,Akola,Overall,Boys,9356,15920,15560,15208,15033,15496,16523,17043,17229,17797,16373,14216,11800
2015,Akola,Overall,Girls,7441,14350,14229,13815,13788,14277,15119,15515,15660,15691,15162,12707,10822
2015,Akola,General,Total,4471,8306,8070,7699,7681,7953,8222,8138,8143,7713,6994,5943,5497
2015,Akola,General,Boys,2497,4386,4207,4015,4012,4143,4273,4200,4260,3932,3449,3032,2815
2015,Akola,General,Girls,1974,3920,3863,3684,3669,3810,3949,3938,3883,3781,3545,2911,2682
2015,Akola,OBC,Total,8410,13086,13002,12887,12817,13277,14270,14658,14912,15303,15270,13587,11408
2015,Akola,OBC,Boys,4668,6967,6854,6874,6728,6958,7506,7716,7813,8242,7911,7171,5906
2015,Akola,OBC,Girls,3742,6119,6148,6013,6089,6319,6764,6942,7099,7061,7359,6416,5502
2015,Akola,SC,Total,3357,6942,6843,6612,6481,6893,7300,7898,8001,8657,7940,6406,4984
2015,Akola,SC,Boys,1872,3592,3499,3397,3334,3524,3743,4127,4135,4552,4244,3429,2672
2015,Akola,SC,Girls,1485,3350,3344,3215,3147,3369,3557,3771,3866,4105,3696,2977,2312
2015,Akola,ST,Total,559,1936,1874,1825,1842,1650,1850,1864,1833,1815,1331,987,733
2015,Akola,ST,Boys,319,975,1000,922,959,871,1001,1000,1021,1071,769,584,407
2015,Akola,ST,Girls,240,961,874,903,883,779,849,864,812,744,562,403,326
2015,Amravati,Overall,Total,13470,45154,45431,45021,45050,44948,47552,48377,49017,49803,46714,37750,32358
2015,Amravati,Overall,Boys,7098,23605,23483,23199,23281,23515,24600,25211,25570,26873,24227,18606,15636
2015,Amravati,Overall,Girls,6372,21549,21948,21822,21769,21433,22952,23166,23447,22930,22487,19144,16722
2015,Amravati,General,Total,2929,9305,9231,9026,8959,8993,9155,9312,9182,8880,7698,5559,5067
2015,Amravati,General,Boys,1585,4869,4777,4687,4591,4725,4784,4879,4722,4721,3892,2655,2331
2015,Amravati,General,Girls,1344,4436,4454,4339,4368,4268,4371,4433,4460,4159,3806,2904,2736
2015,Amravati,OBC,Total,7543,19451,20046,20080,20113,19966,21500,21706,22124,23130,22847,19585,16982
2015,Amravati,OBC,Boys,3931,10180,10437,10372,10560,10418,11214,11346,11622,12473,11835,9522,8150
2015,Amravati,OBC,Girls,3612,9271,9609,9708,9553,9548,10286,10360,10502,10657,11012,10063,8832
2015,Amravati,SC,Total,2131,7162,7552,7478,7354,7496,7925,8103,8652,9268,9275,7878,6615
2015,Amravati,SC,Boys,1124,3786,3938,3902,3725,3868,4083,4239,4512,5023,4911,3925,3246
2015,Amravati,SC,Girls,1007,3376,3614,3576,3629,3628,3842,3864,4140,4245,4364,3953,3369
2015,Amravati,ST,Total,867,9236,8602,8437,8624,8493,8972,9256,9059,8525,6894,4728,3694
2015,Amravati,ST,Boys,458,4770,4331,4238,4405,4504,4519,4747,4714,4656,3589,2504,1909
2015,Amravati,ST,Girls,409,4466,4271,4199,4219,3989,4453,4509,4345,3869,3305,2224,1785
2015,Beed,Overall,Total,6491,58806,57040,54917,52889,53396,54474,56091,52056,49235,45252,36841,36588
2015,Beed,Overall,Boys,3811,33219,31383,30044,28904,28966,29224,29976,27878,27343,26221,21935,22613
2015,Beed,Overall,Girls,2680,25587,25657,24873,23985,24430,25250,26115,24178,21892,19031,14906,13975
2015,Beed,General,Total,3554,25895,25306,24473,23377,23831,23995,24560,22815,21973,20615,17354,17106
2015,Beed,General,Boys,2045,14843,14038,13589,12942,13030,12931,13179,12226,12108,11867,10110,10465
2015,Beed,General,Girls,1509,11052,11268,10884,10435,10801,11064,11381,10589,9865,8748,7244,6641
2015,Beed,OBC,Total,2104,22456,21878,21124,20403,20100,20899,21360,20058,18663,17254,13740,13784
2015,Beed,OBC,Boys,1330,12842,12192,11661,11205,10914,11288,11301,10744,10455,10040,8324,8561
2015,Beed,OBC,Girls,774,9614,9686,9463,9198,9186,9611,10059,9314,8208,7214,5416,5223
2015,Beed,SC,Total,750,8958,8537,8118,7973,8234,8315,8893,8159,7643,6628,5221,5140
2015,Beed,SC,Boys,392,4728,4465,4192,4149,4314,4287,4751,4338,4224,3869,3143,3216
2015,Beed,SC,Girls,358,4230,4072,3926,3824,3920,4028,4142,3821,3419,2759,2078,1924
2015,Beed,ST,Total,83,1497,1319,1202,1136,1231,1265,1278,1024,956,755,526,558
2015,Beed,ST,Boys,44,806,688,602,608,708,718,745,570,556,445,358,371
2015,Beed,ST,Girls,39,691,631,600,528,523,547,533,454,400,310,168,187
2015,Bhandara,Overall,Total,6542,17253,17962,17960,18544,18168,18784,19346,20349,20989,21902,20018,16244
2015,Bhandara,Overall,Boys,3604,8898,9238,9321,9423,9424,9623,10005,10640,10800,11205,9705,7785
2015,Bhandara,Overall,Girls,2938,8355,8724,8639,9121,8744,9161,9341,9709,10189,10697,10313,8459
2015,Bhandara,General,Total,605,583,555,665,612,639,725,720,734,804,694,579,511
2015,Bhandara,General,Boys,330,281,289,333,323,336,363,388,375,417,363,264,251
2015,Bhandara,General,Girls,275,302,266,332,289,303,362,332,359,387,331,315,260
2015,Bhandara,OBC,Total,4538,12888,13293,13258,13650,13261,13687,14127,14882,15296,15830,14622,11818
2015,Bhandara,OBC,Boys,2494,6670,6862,6920,6984,6808,6982,7286,7803,7819,8069,7036,5589
2015,Bhandara,OBC,Girls,2044,6218,6431,6338,6666,6453,6705,6841,7079,7477,7761,7586,6229
2015,Bhandara,SC,Total,1145,2462,2728,2679,2855,2887,2922,3034,3226,3381,3822,3584,2972
2015,Bhandara,SC,Boys,634,1247,1387,1371,1423,1502,1480,1563,1662,1750,1985,1798,1461
2015,Bhandara,SC,Girls,511,1215,1341,1308,1432,1385,1442,1471,1564,1631,1837,1786,1511
2015,Bhandara,ST,Total,254,1320,1386,1358,1427,1381,1450,1465,1507,1508,1556,1233,943
2015,Bhandara,ST,Boys,146,700,700,697,693,778,798,768,800,814,788,607,484
2015,Bhandara,ST,Girls,108,620,686,661,734,603,652,697,707,694,768,626,459
2015,Buldhana,Overall,Total,17851,48441,47650,47338,45407,46772,48615,49764,48113,47716,43782,33617,28939
2015,Buldhana,Overall,Boys,10882,26383,25785,25619,24469,25155,26073,26676,26175,26495,24015,18467,16017
2015,Buldhana,Overall,Girls,6969,22058,21865,21719,20938,21617,22542,23088,21938,21221,19767,15150,12922
2015,Buldhana,General,Total,4536,8394,8239,7818,7763,8283,8836,8972,8633,8471,7386,5478,4872
2015,Buldhana,General,Boys,2679,4510,4478,4174,4076,4385,4709,4795,4674,4553,3993,2998,2703
2015,Buldhana,General,Girls,1857,3884,3761,3644,3687,3898,4127,4177,3959,3918,3393,2480,2169
2015,Buldhana,OBC,Total,10922,27090,26884,27292,25890,26072,27354,27887,26565,26949,25699,19983,17298
2015,Buldhana,OBC,Boys,6774,15066,14798,15047,14236,14352,14766,15162,14631,15150,14155,10909,9514
2015,Buldhana,OBC,Girls,4148,12024,12086,12245,11654,11720,12588,12725,11934,11799,11544,9074,7784
2015,Buldhana,SC,Total,1956,9485,9466,9229,8970,9475,9685,10261,10579,10461,9145,7001,5827
2015,Buldhana,SC,Boys,1161,5027,4978,4840,4688,4873,5117,5299,5586,5728,4959,3895,3206
2015,Buldhana,SC,Girls,795,4458,4488,4389,4282,4602,4568,4962,4993,4733,4186,3106,2621
2015,Buldhana,ST,Total,437,3472,3061,2999,2784,2942,2740,2644,2336,1835,1552,1155,942
2015,Buldhana,ST,Boys,268,1780,1531,1558,1469,1545,1481,1420,1284,1064,908,665,594
2015,Buldhana,ST,Girls,169,1692,1530,1441,1315,1397,1259,1224,1052,771,644,490,348
2015,Chandrapur,Overall,Total,18153,33385,32748,33468,34149,33599,34470,35602,36401,37737,36659,29866,27242
2015,Chandrapur,Overall,Boys,9838,17478,16749,17323,17691,17344,17896,18480,19120,20365,19352,15016,13926
2015,Chandrapur,Overall,Girls,8315,15907,15999,16145,16458,16255,16574,17122,17281,17372,17307,14850,13316
2015,Chandrapur,General,Total,3671,3092,2966,2827,2931,3035,2990,3117,3015,3060,2893,2538,2424
2015,Chandrapur,General,Boys,1992,1612,1538,1521,1570,1617,1617,1674,1672,1721,1559,1354,1351
2015,Chandrapur,General,Girls,1679,1480,1428,1306,1361,1418,1373,1443,1343,1339,1334,1184,1073
2015,Chandrapur,OBC,Total,9205,18319,18119,18481,18886,18526,19147,19827,20378,21315,20731,16529,15258
2015,Chandrapur,OBC,Boys,5036,9603,9284,9582,9730,9533,9866,10326,10704,11473,10892,8252,7658
2015,Chandrapur,OBC,Girls,4169,8716,8835,8899,9156,8993,9281,9501,9674,9842,9839,8277,7600
2015,Chandrapur,SC,Total,3863,5041,5229,5496,5549,5510,5751,5809,6047,6386,6359,5618,5082
2015,Chandrapur,SC,Boys,2074,2586,2641,2846,2904,2830,2992,3014,3131,3421,3429,2841,2629
2015,Chandrapur,SC,Girls,1789,2455,2588,2650,2645,2680,2759,2795,2916,2965,2930,2777,2453
2015,Chandrapur,ST,Total,1414,6933,6434,6664,6783,6528,6582,6849,6961,6976,6676,5181,4478
2015,Chandrapur,ST,Boys,736,3677,3286,3374,3487,3364,3421,3466,3613,3750,3472,2569,2288
2015,Chandrapur,ST,Girls,678,3256,3148,3290,3296,3164,3161,3383,3348,3226,3204,2612,2190
2015,Chh. Sambhaji Nagar,Overall,Total,23924,88566,86027,83990,82941,82345,83802,84074,77942,72458,66222,57738,53655
