Year,District,Select School Management Type,Primary School (I-V),Upper Primary School (I-VIII),Higher Secondary School (I-XII),Secondary School (I-X),Secondary School (VI-X),Higher Secondary School (XI-XII),Total
2016,Jalna,Private Unaided,744.0,401.0,120.0,450.0,218.0,268.0,2360
2016,Kolhapur,Government Aided,765.0,721.0,3718.0,3594.0,1487.0,625.0,11114
2016,Kolhapur,Central Govt,,,,,,,24
2016,Kolhapur,Others,19.0,5.0,,19.0,5.0,18.0,66
2016,Kolhapur,Local body,2998.0,6569.0,57.0,46.0,1.0,7.0,9678
2016,Kolhapur,Private Unaided,1169.0,1207.0,132.0,825.0,532.0,209.0,4306
2016,Latur,Government Aided,1025.0,2749.0,3575.0,2582.0,599.0,569.0,11327
2016,Latur,Central Govt,,10.0,,,,,27
2016,Latur,Others,21.0,22.0,,10.0,6.0,,59
2016,Latur,Local body,1792.0,3518.0,,624.0,4.0,,5938
2016,Latur,Private Unaided,790.0,864.0,16.0,300.0,252.0,225.0,2546
2016,Mumbai City,Government Aided,,27.0,6315.0,10170.0,594.0,2386.0,19987
2016,Mumbai City,Central Govt,,,437.0,162.0,,,599
2016,Mumbai City,Others,,,,,,44.0,44
2016,Mumbai City,Private Unaided,83.0,875.0,3834.0,8918.0,543.0,1166.0,15517
2016,Mumbai Suburban,Government Aided,3716.0,68.0,,,,,3784
2016,Mumbai Suburban,Central Govt,6.0,,,,,,6
2016,Mumbai Suburban,Local body,1015.0,8918.0,,726.0,691.0,,11369
2016,Mumbai Suburban,Private Unaided,7256.0,61.0,,15.0,,,7332
2016,Mumbai Suburban,Others,574.0,15.0,,,3.0,,592
2016,Nagpur,Government Aided,1621.0,2391.0,5960.0,3961.0,617.0,673.0,15511
2016,Nagpur,Central Govt,,,219.0,,,,235
2016,Nagpur,Others,230.0,47.0,29.0,38.0,,17.0,361
2016,Nagpur,Local body,2931.0,3312.0,255.0,468.0,64.0,,7052
2016,Nagpur,Private Unaided,2252.0,2737.0,2031.0,1894.0,699.0,294.0,10356
2016,Nanded,Government Aided,922.0,2532.0,3396.0,2729.0,500.0,486.0,10687
2016,Nanded,Central Govt,,,,41.0,,,51
2016,Nanded,Others,59.0,72.0,122.0,87.0,8.0,13.0,361
2016,Nanded,Local body,3746.0,4915.0,,1085.0,56.0,,9805
2016,Nanded,Private Unaided,915.0,611.0,176.0,674.0,294.0,295.0,3036
2016,Nandurbar,Government Aided,254.0,348.0,1973.0,1709.0,207.0,89.0,4715
2016,Nandurbar,Central Govt,,,,,,,21
2016,Nandurbar,Others,12.0,137.0,122.0,360.0,4.0,,635
2016,Nandurbar,Local body,3346.0,758.0,,65.0,,,4169
2016,Nandurbar,Private Unaided,272.0,165.0,,761.0,59.0,45.0,1326
2016,Nashik,Government Aided,1193.0,1878.0,5406.0,4913.0,999.0,685.0,15417
2016,Nashik,Central Govt,,,96.0,9.0,,,130
2016,Nashik,Others,27.0,64.0,219.0,586.0,15.0,,911
2016,Nashik,Local body,7075.0,6008.0,,103.0,50.0,,13238
2016,Nashik,Private Unaided,1817.0,2022.0,727.0,1174.0,862.0,426.0,7306
2016,Palghar,Government Aided,285.0,741.0,1228.0,1267.0,335.0,79.0,4132
2016,Palghar,Central Govt,,,54.0,38.0,,,110
2016,Palghar,Others,60.0,221.0,308.0,349.0,31.0,5.0,974
2016,Palghar,Local body,3395.0,3458.0,,16.0,51.0,,6921
2016,Palghar,Private Unaided,635.0,3209.0,555.0,1210.0,1092.0,351.0,7470
2016,Parbhani,Government Aided,727.0,1270.0,1425.0,1460.0,329.0,239.0,5610
2016,Parbhani,Central Govt,,,,8.0,,,14
2016,Parbhani,Others,,22.0,,,4.0,,26
2016,Parbhani,Local body,1620.0,3183.0,28.0,454.0,8.0,,5293
2016,Parbhani,Private Unaided,685.0,543.0,45.0,267.0,332.0,548.0,2604
2016,Pune,Government Aided,1504.0,2107.0,8864.0,5649.0,1275.0,1014.0,20726
2016,Pune,Central Govt,,50.0,656.0,19.0,,,746
2016,Pune,Others,206.0,189.0,43.0,160.0,27.0,,625
2016,Pune,Local body,7024.0,8205.0,138.0,295.0,275.0,,15961
2016,Pune,Private Unaided,3777.0,7984.0,3021.0,4973.0,1879.0,1031.0,23277
2016,Raigad,Others,88.0,106.0,46.0,52.0,22.0,3.0,317
2016,Raigad,Government Aided,341.0,269.0,2871.0,1842.0,375.0,96.0,5831
2016,Raigad,Central Govt,,,82.0,,,,97
2016,Raigad,Local body,4402.0,3097.0,,34.0,28.0,,7565
2016,Raigad,Private Unaided,985.0,1396.0,1215.0,1215.0,632.0,183.0,5882
2016,Ratnagiri,Government Aided,122.0,20.0,1724.0,1077.0,677.0,107.0,3883
2016,Ratnagiri,Central Govt,,31.0,,,,,44
2016,Ratnagiri,Others,68.0,2.0,2.0,28.0,19.0,11.0,130
2016,Ratnagiri,Local body,3299.0,4565.0,,10.0,,,7874
2016,Ratnagiri,Private Unaided,401.0,503.0,67.0,145.0,227.0,159.0,1647
2016,Sangli,Government Aided,495.0,948.0,3665.0,2996.0,511.0,476.0,9154
2016,Sangli,Central Govt,,,,,,,24
2016,Sangli,Others,6.0,4.0,,,18.0,,28
2016,Sangli,Local body,2933.0,3483.0,,37.0,,,6453
2016,Sangli,Private Unaided,771.0,849.0,65.0,182.0,404.0,244.0,2597
2016,Satara,Government Aided,380.0,374.0,3218.0,3256.0,754.0,562.0,8615
2016,Satara,Central Govt,,,,,,,56
2016,Satara,Others,38.0,27.0,,22.0,,5.0,92
2016,Satara,Local body,4582.0,4156.0,14.0,10.0,,,8762
2016,Satara,Private Unaided,748.0,926.0,313.0,495.0,306.0,146.0,3018
2016,Sindhudurg,Government Aided,58.0,28.0,1069.0,870.0,324.0,103.0,2491
2016,Sindhudurg,Central Govt,,,,,,,22
2016,Sindhudurg,Others,7.0,,,,12.0,4.0,23
2016,Sindhudurg,Local body,1881.0,2170.0,,,,,4051
2016,Sindhudurg,Private Unaided,179.0,106.0,20.0,230.0,40.0,63.0,649
2016,Solapur,Government Aided,1352.0,2277.0,5812.0,4416.0,668.0,557.0,15447
2016,Solapur,Central Govt,3.0,,23.0,9.0,,,59
2016,Solapur,Others,19.0,33.0,,21.0,,,73
2016,Solapur,Local body,5364.0,5293.0,33.0,62.0,22.0,,10774
2016,Solapur,Private Unaided,1248.0,725.0,410.0,1049.0,570.0,309.0,4570
2016,Thane,Government Aided,1254.0,3783.0,3497.0,2662.0,1529.0,473.0,13889
2016,Thane,Central Govt,,,139.0,19.0,,,158
2016,Thane,Others,251.0,676.0,97.0,165.0,42.0,22.0,1253
2016,Thane,Local body,2148.0,5050.0,,14.0,254.0,,7477
2016,Thane,Private Unaided,2381.0,9541.0,1807.0,2213.0,3149.0,963.0,21153
2016,Wardha,Government Aided,206.0,208.0,1796.0,1201.0,206.0,137.0,3790
2016,Wardha,Central Govt,,9.0,22.0,,,,55
2016,Wardha,Others,17.0,10.0,,31.0,5.0,,63
2016,Wardha,Local body,1506.0,1487.0,188.0,7.0,,,3188
2016,Wardha,Private Unaided,459.0,574.0,196.0,445.0,93.0,156.0,1947
2016,Washim,Government Aided,154.0,466.0,1913.0,796.0,207.0,120.0,3733
2016,Washim,Central Govt,,,,,,,23
2016,Washim,Others,43.0,34.0,19.0,8.0,3.0,,107
2016,Washim,Local body,1376.0,1862.0,146.0,10.0,,,3394
2016,Washim,Private Unaided,488.0,254.0,29.0,244.0,89.0,89.0,1231
2016,Yavatmal,Government Aided,329.0,963.0,2745.0,1448.0,575.0,250.0,6727
2016,Yavatmal,Central Govt,,,,23.0,,,41
2016,Yavatmal,Others,29.0,61.0,110.0,166.0,,7.0,373
2016,Yavatmal,Local body,3197.0,5115.0,151.0,213.0,25.0,,8705
2016,Yavatmal,Private Unaided,847.0,535.0,310.0,525.0,185.0,259.0,2753
2017,Ahilyanagar,Government Aided,566.0,907.0,6642.0,4417.0,568.0,687.0,14021
2017,Ahilyanagar,Others,8.0,54.0,143.0,150.0,18.0,15.0,388
2017,Ahilyanagar,Local body,8219.0,3766.0,,10.0,12.0,,12007
2017,Ahilyanagar,Private Unaided,855.0,1430.0,678.0,1231.0,366.0,605.0,5377
2017,Akola,Government Aided,153.0,711.0,2588.0,1158.0,482.0,134.0,5463
2017,Akola,Others,43.0,20.0,,22.0,24.0,8.0,117
2017,Akola,Local body,1511.0,2676.0,88.0,87.0,16.0,,4393
2017,Akola,Private Unaided,623.0,863.0,405.0,501.0,163.0,254.0,2969
2017,Amravati,Government Aided,489.0,682.0,3625.0,2224.0,567.0,382.0,8241
2017,Amravati,Others,6.0,67.0,119.0,101.0,31.0,20.0,344
2017,Amravati,Local body,2545.0,4359.0,220.0,177.0,45.0,,7437
2017,Amravati,Private Unaided,734.0,735.0,417.0,912.0,165.0,75.0,3121
2017,Beed,Government Aided,545.0,1909.0,3619.0,3070.0,353.0,419.0,10104
2017,Beed,Others,9.0,28.0,,20.0,22.0,,79
2017,Beed,Local body,4568.0,4632.0,24.0,751.0,47.0,,10035
2017,Beed,Private Unaided,566.0,791.0,166.0,810.0,103.0,320.0,2843
2017,Bhandara,Government Aided,226.0,320.0,1595.0,941.0,190.0,73.0,3521
2017,Bhandara,Others,26.0,20.0,33.0,25.0,7.0,4.0,115
2017,Bhandara,Local body,1250.0,1578.0,439.0,108.0,7.0,,3387
2017,Bhandara,Private Unaided,170.0,319.0,345.0,361.0,49.0,110.0,1369
2017,Buldhana,Government Aided,230.0,530.0,3485.0,1525.0,341.0,84.0,6401
2017,Buldhana,Others,8.0,,,31.0,31.0,10.0,80
2017,Buldhana,Local body,2589.0,4506.0,278.0,288.0,85.0,,7785
2017,Buldhana,Private Unaided,685.0,683.0,485.0,833.0,93.0,348.0,3337
2017,Chandrapur,Government Aided,239.0,528.0,2641.0,1406.0,439.0,239.0,5827
2017,Chandrapur,Others,48.0,24.0,115.0,73.0,31.0,10.0,301
2017,Chandrapur,Local body,2341.0,3491.0,72.0,96.0,42.0,,6042
2017,Chandrapur,Private Unaided,418.0,605.0,631.0,1205.0,184.0,280.0,3475
2017,Chhatrapati Sambhaji Nagar,Government Aided,623.0,3819.0,3565.0,2229.0,798.0,579.0,11993
2017,Chhatrapati Sambhaji Nagar,Others,32.0,26.0,42.0,42.0,16.0,13.0,171
2017,Chhatrapati Sambhaji Nagar,Local body,3136.0,5796.0,183.0,655.0,19.0,,9836
2017,Chhatrapati Sambhaji Nagar,Private Unaided,1149.0,3879.0,724.0,1316.0,623.0,710.0,8900
2017,Dharashiv,Government Aided,340.0,730.0,1584.0,1287.0,566.0,268.0,4881
2017,Dharashiv,Others,13.0,22.0,,12.0,14.0,,61
2017,Dharashiv,Local body,1655.0,3190.0,54.0,521.0,17.0,,5442
2017,Dharashiv,Private Unaided,423.0,273.0,5.0,139.0,160.0,135.0,1227
2017,Dhule,Government Aided,618.0,1111.0,3377.0,2353.0,157.0,98.0,7888
2017,Dhule,Others,5.0,44.0,118.0,89.0,26.0,4.0,286
2017,Dhule,Local body,3544.0,460.0,68.0,6.0,,,4078
2017,Dhule,Private Unaided,388.0,477.0,131.0,576.0,62.0,131.0,1803
2017,Gadchiroli,Government Aided,61.0,247.0,1569.0,773.0,302.0,54.0,3254
2017,Gadchiroli,Others,2.0,29.0,246.0,200.0,20.0,4.0,501
2017,Gadchiroli,Local body,2270.0,1987.0,75.0,37.0,44.0,,4419
2017,Gadchiroli,Private Unaided,171.0,330.0,33.0,351.0,54.0,157.0,1111
2017,Gondia,Government Aided,119.0,468.0,1764.0,585.0,325.0,120.0,3823
2017,Gondia,Others,12.0,6.0,112.0,44.0,25.0,3.0,202
2017,Gondia,Local body,1364.0,2680.0,269.0,117.0,,,4430
2017,Gondia,Private Unaided,219.0,518.0,201.0,337.0,67.0,248.0,1661
2017,Hingoli,Government Aided,207.0,531.0,1067.0,712.0,125.0,102.0,2814
2017,Hingoli,Others,24.0,20.0,29.0,34.0,4.0,3.0,114
2017,Hingoli,Local body,1354.0,2380.0,,346.0,16.0,,4096
2017,Hingoli,Private Unaided,224.0,318.0,79.0,147.0,86.0,250.0,1204
2017,Jalgaon,Government Aided,905.0,1425.0,4720.0,5203.0,346.0,482.0,13241
2017,Jalgaon,Others,43.0,53.0,106.0,112.0,,17.0,331
2017,Jalgaon,Local body,4534.0,3272.0,160.0,79.0,35.0,,8080
2017,Jalgaon,Private Unaided,839.0,1030.0,519.0,847.0,165.0,146.0,3681
2017,Jalna,Government Aided,251.0,691.0,1797.0,1358.0,213.0,222.0,4712
2017,Jalna,Others,26.0,24.0,,,24.0,,74
2017,Jalna,Local body,2346.0,3602.0,16.0,429.0,35.0,,6428
2017,Jalna,Private Unaided,655.0,561.0,148.0,533.0,159.0,294.0,2533
2017,Kolhapur,Government Aided,735.0,716.0,3797.0,3404.0,1568.0,611.0,11052
2017,Kolhapur,Others,11.0,16.0,,18.0,5.0,16.0,66
2017,Kolhapur,Local body,2799.0,6432.0,46.0,42.0,11.0,7.0,9337
2017,Kolhapur,Private Unaided,772.0,1424.0,308.0,1061.0,348.0,282.0,4523
2017,Latur,Government Aided,952.0,2785.0,3542.0,2536.0,681.0,,10704
2017,Latur,Others,12.0,9.0,28.0,10.0,30.0,,89
2017,Latur,Local body,1825.0,3507.0,,621.0,9.0,,5962
2017,Latur,Private Unaided,633.0,970.0,228.0,367.0,254.0,804.0,3360
2017,Mumbai City,Government Aided,,18.0,6548.0,9425.0,449.0,2274.0,19184
2017,Mumbai City,Others,13.0,118.0,447.0,176.0,22.0,62.0,838
2017,Mumbai City,Private Unaided,37.0,279.0,5192.0,8908.0,373.0,1173.0,16226
2017,Mumbai Suburban,Government Aided,3549.0,179.0,,,,,3728
2017,Mumbai Suburban,Local body,717.0,8419.0,411.0,692.0,116.0,,10876
2017,Mumbai Suburban,Private Unaided,6851.0,618.0,10.0,73.0,,,7552
2017,Mumbai Suburban,Others,860.0,375.0,,31.0,,,1266
2017,Nagpur,Government Aided,1478.0,2485.0,6031.0,3553.0,641.0,701.0,15248
2017,Nagpur,Others,115.0,137.0,254.0,38.0,8.0,15.0,567
2017,Nagpur,Local body,2704.0,3278.0,278.0,394.0,103.0,,6821
2017,Nagpur,Private Unaided,1695.0,2851.0,2593.0,2895.0,533.0,397.0,11520
2017,Nanded,Government Aided,844.0,2590.0,3378.0,2696.0,503.0,276.0,10449
2017,Nanded,Others,39.0,55.0,162.0,116.0,19.0,,391
2017,Nanded,Local body,3629.0,4918.0,,1018.0,64.0,,9629
2017,Nanded,Private Unaided,693.0,768.0,444.0,756.0,275.0,508.0,3511
2017,Nandurbar,Government Aided,243.0,617.0,2017.0,1653.0,156.0,88.0,4924
2017,Nandurbar,Others,,101.0,157.0,373.0,16.0,,647
2017,Nandurbar,Local body,3076.0,859.0,27.0,9.0,51.0,,4022
2017,Nandurbar,Private Unaided,240.0,217.0,80.0,536.0,34.0,48.0,1178
2017,Nashik,Government Aided,1122.0,2055.0,5779.0,4671.0,1199.0,664.0,15840
2017,Nashik,Others,46.0,103.0,476.0,515.0,18.0,11.0,1169
2017,Nashik,Local body,7094.0,6235.0,,57.0,103.0,,13497
2017,Nashik,Private Unaided,1527.0,2285.0,912.0,1684.0,587.0,504.0,7846
2017,Palghar,Government Aided,262.0,745.0,1255.0,1290.0,339.0,78.0,4202
2017,Palghar,Others,186.0,804.0,446.0,760.0,46.0,4.0,2246
2017,Palghar,Local body,3316.0,3217.0,,252.0,67.0,,6852
2017,Palghar,Private Unaided,759.0,3434.0,765.0,1270.0,1057.0,440.0,8278
2017,Parbhani,Government Aided,480.0,1561.0,1648.0,1456.0,300.0,243.0,5871
2017,Parbhani,Others,2.0,,,8.0,26.0,,36
2017,Parbhani,Local body,1682.0,3278.0,31.0,383.0,92.0,,5466
2017,Parbhani,Private Unaided,451.0,800.0,128.0,313.0,291.0,589.0,2824
2017,Pune,Government Aided,1507.0,2227.0,9216.0,5052.0,1195.0,1087.0,20762
2017,Pune,Others,165.0,227.0,815.0,190.0,24.0,,1421
2017,Pune,Local body,6824.0,8623.0,122.0,229.0,340.0,,16246
2017,Pune,Private Unaided,2517.0,8101.0,5629.0,6862.0,1639.0,1302.0,27227
2017,Raigad,Others,113.0,121.0,137.0,59.0,14.0,3.0,447
2017,Raigad,Government Aided,354.0,296.0,3040.0,1642.0,475.0,89.0,6020
2017,Raigad,Local body,4064.0,3252.0,,33.0,30.0,,7383
2017,Raigad,Private Unaided,797.0,1472.0,1612.0,1345.0,462.0,190.0,6171
2017,Ratnagiri,Government Aided,118.0,27.0,1889.0,872.0,686.0,111.0,3882
2017,Ratnagiri,Others,21.0,21.0,8.0,60.0,13.0,5.0,128
2017,Ratnagiri,Local body,3210.0,4400.0,10.0,,,,7622
2017,Ratnagiri,Private Unaided,224.0,620.0,110.0,339.0,181.0,172.0,1809
2017,Sangli,Government Aided,512.0,919.0,3638.0,2822.0,569.0,463.0,8986
2017,Sangli,Others,11.0,,,,19.0,,30
2017,Sangli,Local body,2791.0,3412.0,,34.0,,,6237
2017,Sangli,Private Unaided,519.0,902.0,223.0,349.0,330.0,285.0,2731
2017,Satara,Government Aided,370.0,391.0,3339.0,2911.0,776.0,527.0,8390
2017,Satara,Others,41.0,41.0,,21.0,3.0,28.0,134
2017,Satara,Local body,4254.0,4192.0,13.0,7.0,,,8466
2017,Satara,Private Unaided,366.0,711.0,616.0,1051.0,207.0,207.0,3270
2017,Sindhudurg,Government Aided,55.0,27.0,1179.0,694.0,305.0,97.0,2406
2017,Sindhudurg,Others,8.0,6.0,,,10.0,3.0,27
2017,Sindhudurg,Local body,1802.0,2064.0,,,,,3866
2017,Sindhudurg,Private Unaided,101.0,136.0,47.0,317.0,42.0,88.0,742
2017,Solapur,Government Aided,1256.0,2233.0,6225.0,4015.0,604.0,499.0,15232
2017,Solapur,Others,21.0,24.0,24.0,42.0,3.0,,114
2017,Solapur,Local body,5301.0,5128.0,36.0,58.0,20.0,,10543
2017,Solapur,Private Unaided,921.0,930.0,718.0,1211.0,408.0,346.0,4756
2017,Thane,Government Aided,1199.0,3783.0,3596.0,2603.0,1394.0,470.0,13901
2017,Thane,Others,245.0,915.0,303.0,209.0,40.0,14.0,1726
2017,Thane,Local body,2081.0,4978.0,,33.0,75.0,,7345
2017,Thane,Private Unaided,1996.0,8969.0,3582.0,2948.0,2669.0,1117.0,22944
2017,Wardha,Government Aided,212.0,221.0,1734.0,1090.0,281.0,128.0,3716
2017,Wardha,Others,17.0,23.0,19.0,25.0,6.0,,90
2017,Wardha,Local body,1513.0,1442.0,152.0,18.0,,,3144
2017,Wardha,Private Unaided,324.0,434.0,320.0,738.0,85.0,167.0,2105
2017,Washim,Government Aided,103.0,499.0,2011.0,751.0,171.0,113.0,3732
2017,Washim,Others,39.0,18.0,18.0,17.0,12.0,,104
2017,Washim,Local body,1381.0,1944.0,126.0,12.0,,,3472
2017,Washim,Private Unaided,406.0,267.0,153.0,333.0,97.0,105.0,1405
2017,Yavatmal,Government Aided,303.0,957.0,2787.0,1454.0,630.0,247.0,6925
2017,Yavatmal,Others,23.0,23.0,92.0,78.0,98.0,6.0,320
2017,Yavatmal,Local body,3010.0,5132.0,121.0,104.0,97.0,,8511
2017,Yavatmal,Private Unaided,556.0,704.0,306.0,794.0,134.0,265.0,2845
2018,Ahilyanagar,Government Aided,555.0,885.0,6520.0,4170.0,715.0,702.0,13794
2018,Ahilyanagar,Others,5.0,31.0,162.0,157.0,18.0,14.0,387
2018,Ahilyanagar,Local body,8169.0,3790.0,,9.0,12.0,,11980
2018,Ahilyanagar,Private Unaided,1039.0,1680.0,893.0,1404.0,407.0,659.0,6358
2018,Akola,Government Aided,156.0,770.0,2461.0,1124.0,464.0,112.0,5326
2018,Akola,Others,24.0,15.0,,21.0,24.0,5.0,89
2018,Akola,Local body,1455.0,2575.0,80.0,94.0,13.0,,4219
2018,Akola,Private Unaided,715.0,934.0,509.0,541.0,171.0,257.0,3272
2018,Amravati,Government Aided,486.0,665.0,3550.0,2108.0,598.0,333.0,8045
2018,Amravati,Others,6.0,44.0,137.0,81.0,39.0,29.0,336
2018,Amravati,Local body,2516.0,4144.0,208.0,197.0,39.0,,7192
2018,Amravati,Private Unaided,775.0,752.0,510.0,1179.0,101.0,78.0,3456
2018,Beed,Government Aided,548.0,1896.0,3634.0,3020.0,353.0,446.0,10082
2018,Beed,Others,43.0,30.0,39.0,30.0,18.0,,160
2018,Beed,Local body,4548.0,4533.0,23.0,753.0,37.0,,9914
2018,Beed,Private Unaided,619.0,826.0,329.0,899.0,99.0,327.0,3182
2018,Bhandara,Government Aided,218.0,313.0,1545.0,894.0,168.0,80.0,3393
2018,Bhandara,Others,14.0,28.0,31.0,19.0,7.0,4.0,103
2018,Bhandara,Local body,1241.0,1474.0,436.0,105.0,10.0,,3273
2018,Bhandara,Private Unaided,164.0,372.0,364.0,411.0,41.0,100.0,1474
2018,Buldhana,Government Aided,246.0,576.0,3548.0,1507.0,343.0,92.0,6526
2018,Buldhana,Others,3.0,,,33.0,28.0,6.0,70
2018,Buldhana,Local body,2631.0,4442.0,268.0,293.0,75.0,,7757
2018,Buldhana,Private Unaided,718.0,588.0,500.0,1106.0,88.0,353.0,3502
2018,Chandrapur,Government Aided,229.0,510.0,2538.0,1349.0,455.0,228.0,5628
2018,Chandrapur,Others,28.0,29.0,128.0,60.0,28.0,,273
2018,Chandrapur,Local body,2267.0,3380.0,67.0,95.0,48.0,,5857
2018,Chandrapur,Private Unaided,470.0,684.0,668.0,1409.0,170.0,312.0,3864
2018,Chhatrapati Sambhaji Nagar,Government Aided,625.0,3874.0,3588.0,2186.0,843.0,569.0,12068
2018,Chhatrapati Sambhaji Nagar,Others,38.0,46.0,56.0,50.0,15.0,16.0,221
2018,Chhatrapati Sambhaji Nagar,Local body,3042.0,5826.0,172.0,633.0,17.0,,9739
2018,Chhatrapati Sambhaji Nagar,Private Unaided,1327.0,3963.0,1200.0,1501.0,563.0,826.0,9993
2018,Dharashiv,Government Aided,335.0,710.0,1590.0,1288.0,598.0,259.0,4883
2018,Dharashiv,Others,11.0,22.0,,14.0,16.0,,63
2018,Dharashiv,Local body,1626.0,3135.0,59.0,563.0,15.0,,5403
2018,Dharashiv,Private Unaided,436.0,341.0,56.0,161.0,130.0,165.0,1379
2018,Dhule,Government Aided,614.0,1084.0,3332.0,2300.0,203.0,143.0,7835
2018,Dhule,Others,6.0,47.0,116.0,87.0,37.0,4.0,297
2018,Dhule,Local body,3585.0,438.0,66.0,8.0,,,4097
2018,Dhule,Private Unaided,429.0,574.0,123.0,604.0,61.0,106.0,1936
2018,Gadchiroli,Government Aided,61.0,239.0,1525.0,774.0,293.0,56.0,3179
2018,Gadchiroli,Others,,18.0,260.0,226.0,22.0,2.0,528
2018,Gadchiroli,Local body,2176.0,1921.0,79.0,39.0,39.0,,4260
2018,Gadchiroli,Private Unaided,169.0,306.0,54.0,414.0,56.0,149.0,1163
2018,Gondia,Government Aided,113.0,464.0,1670.0,548.0,336.0,105.0,3675
2018,Gondia,Others,28.0,7.0,112.0,49.0,18.0,4.0,218
2018,Gondia,Local body,1287.0,2549.0,249.0,105.0,,,4190
2018,Gondia,Private Unaided,279.0,586.0,288.0,395.0,45.0,245.0,1915
2018,Hingoli,Government Aided,192.0,559.0,1075.0,721.0,132.0,105.0,2860
2018,Hingoli,Others,7.0,12.0,19.0,35.0,3.0,1.0,77
2018,Hingoli,Local body,1381.0,2376.0,,349.0,20.0,,4126
2018,Hingoli,Private Unaided,213.0,390.0,188.0,178.0,83.0,253.0,1429
2018,Jalgaon,Government Aided,984.0,1525.0,4908.0,5255.0,341.0,534.0,13727
2018,Jalgaon,Others,43.0,45.0,114.0,121.0,,18.0,341
2018,Jalgaon,Local body,4538.0,3208.0,153.0,75.0,30.0,,8004
2018,Jalgaon,Private Unaided,877.0,1222.0,472.0,1160.0,173.0,169.0,4169
2018,Jalna,Government Aided,243.0,724.0,1843.0,1349.0,230.0,217.0,4798
2018,Jalna,Others,21.0,28.0,4.0,,20.0,,73
2018,Jalna,Local body,2235.0,3532.0,14.0,411.0,36.0,,6228
2018,Jalna,Private Unaided,813.0,642.0,244.0,673.0,150.0,331.0,3031
2018,Kolhapur,Government Aided,695.0,737.0,3793.0,3402.0,1598.0,673.0,11118
2018,Kolhapur,Others,4.0,3.0,,16.0,15.0,16.0,54
2018,Kolhapur,Local body,2719.0,6213.0,46.0,36.0,,8.0,9025
2018,Kolhapur,Private Unaided,838.0,1531.0,480.0,1142.0,321.0,285.0,4961
2018,Latur,Government Aided,926.0,2747.0,3568.0,2541.0,699.0,163.0,10869
2018,Latur,Others,9.0,,19.0,10.0,29.0,,67
2018,Latur,Local body,1789.0,3576.0,,649.0,4.0,,6018
2018,Latur,Private Unaided,672.0,1083.0,447.0,469.0,215.0,673.0,3664
2018,Mumbai City,Government Aided,,19.0,6308.0,9232.0,391.0,2293.0,18663
2018,Mumbai City,Others,3.0,10.0,450.0,199.0,15.0,76.0,753
2018,Mumbai City,Private Unaided,110.0,564.0,6117.0,10788.0,399.0,1251.0,19498
2018,Mumbai Suburban,Government Aided,3423.0,176.0,,,,,3599
2018,Mumbai Suburban,Local body,654.0,7809.0,,1130.0,171.0,,10305
2018,Mumbai Suburban,Private Unaided,6618.0,748.0,,81.0,,,7447
2018,Mumbai Suburban,Others,906.0,441.0,,8.0,,,1355
2018,Nagpur,Government Aided,1412.0,2478.0,5789.0,3335.0,626.0,649.0,14636
2018,Nagpur,Others,140.0,227.0,269.0,30.0,8.0,11.0,685
2018,Nagpur,Local body,2618.0,3152.0,263.0,385.0,108.0,,6583
2018,Nagpur,Private Unaided,1808.0,3198.0,2987.0,3654.0,490.0,409.0,13120
2018,Nanded,Government Aided,832.0,2563.0,3307.0,2657.0,516.0,327.0,10384
2018,Nanded,Others,40.0,44.0,137.0,129.0,19.0,3.0,372
2018,Nanded,Local body,3527.0,4868.0,,979.0,75.0,,9449
2018,Nanded,Private Unaided,799.0,850.0,622.0,873.0,254.0,454.0,3919
2018,Nandurbar,Government Aided,246.0,630.0,1955.0,1731.0,196.0,97.0,5004
2018,Nandurbar,Others,3.0,116.0,194.0,462.0,21.0,5.0,801
2018,Nandurbar,Local body,3328.0,855.0,30.0,17.0,53.0,,4283
2018,Nandurbar,Private Unaided,278.0,198.0,68.0,550.0,35.0,58.0,1204
2018,Nashik,Government Aided,1168.0,2302.0,6020.0,4655.0,1313.0,791.0,16610
2018,Nashik,Others,51.0,75.0,435.0,518.0,12.0,10.0,1101
2018,Nashik,Local body,6936.0,6173.0,26.0,22.0,94.0,,13259
2018,Nashik,Private Unaided,1645.0,2440.0,1097.0,2074.0,497.0,564.0,8714
2018,Palghar,Government Aided,257.0,736.0,1297.0,1261.0,375.0,85.0,4252
2018,Palghar,Others,224.0,804.0,444.0,863.0,29.0,5.0,2369
2018,Palghar,Local body,3212.0,2949.0,,360.0,62.0,,6583
2018,Palghar,Private Unaided,760.0,3629.0,879.0,1422.0,1009.0,557.0,8963
2018,Parbhani,Government Aided,452.0,1578.0,1578.0,1387.0,352.0,242.0,5770
2018,Parbhani,Others,2.0,12.0,,9.0,25.0,,48
2018,Parbhani,Local body,1599.0,3141.0,27.0,344.0,82.0,,5193
2018,Parbhani,Private Unaided,432.0,790.0,201.0,259.0,247.0,579.0,2749
2018,Pune,Government Aided,1465.0,2225.0,9061.0,4841.0,1210.0,1029.0,20348
2018,Pune,Others,158.0,188.0,690.0,156.0,29.0,,1221
2018,Pune,Local body,6749.0,8560.0,163.0,246.0,316.0,,16179
2018,Pune,Private Unaided,2577.0,8303.0,6653.0,8364.0,1455.0,1395.0,29963
2018,Raigad,Others,54.0,74.0,137.0,49.0,12.0,5.0,331
2018,Raigad,Government Aided,347.0,286.0,2980.0,1551.0,467.0,110.0,5892
