Year,District,Select School Management Type,Primary School (I-V),Upper Primary School (I-VIII),Higher Secondary School (I-XII),Secondary School (I-X),Secondary School (VI-X),Higher Secondary School (XI-XII),Total
2014,Gondia,Local body,1364.0,2817.0,249.0,147.0,,,4580
2014,Gondia,Private Unaided,290.0,570.0,136.0,190.0,104.0,226.0,1567
2014,Hingoli,Government Aided,191.0,396.0,982.0,632.0,124.0,91.0,2445
2014,Hingoli,Central Govt,,,,,,,24
2014,Hingoli,Others,6.0,34.0,29.0,37.0,,,106
2014,Hingoli,Local body,1387.0,2327.0,20.0,370.0,6.0,,4110
2014,Hingoli,Private Unaided,198.0,143.0,64.0,90.0,126.0,215.0,930
2014,Jalgaon,Government Aided,1007.0,1372.0,4310.0,5260.0,343.0,537.0,12989
2014,Jalgaon,Central Govt,23.0,8.0,66.0,,,,140
2014,Jalgaon,Others,26.0,65.0,30.0,139.0,8.0,,268
2014,Jalgaon,Local body,4742.0,3355.0,154.0,107.0,35.0,1.0,8394
2014,Jalgaon,Private Unaided,899.0,641.0,107.0,605.0,321.0,108.0,2700
2014,Jalna,Government Aided,236.0,654.0,1698.0,1121.0,89.0,228.0,4138
2014,Jalna,Central Govt,,,,,,,23
2014,Jalna,Others,20.0,20.0,5.0,3.0,3.0,,51
2014,Jalna,Local body,2493.0,3514.0,21.0,459.0,,,6487
2014,Jalna,Private Unaided,531.0,330.0,169.0,413.0,227.0,229.0,1997
2014,Kolhapur,Government Aided,766.0,723.0,3843.0,3824.0,1526.0,503.0,11377
2014,Kolhapur,Central Govt,,,,,,,25
2014,Kolhapur,Others,31.0,26.0,,15.0,16.0,17.0,105
2014,Kolhapur,Local body,2982.0,6813.0,57.0,46.0,1.0,9.0,9908
2014,Kolhapur,Private Unaided,947.0,1019.0,95.0,622.0,533.0,117.0,3478
2014,Latur,Government Aided,1034.0,2684.0,3502.0,2617.0,583.0,525.0,11161
2014,Latur,Central Govt,,9.0,,,,,26
2014,Latur,Others,26.0,27.0,,3.0,,,56
2014,Latur,Local body,1801.0,3629.0,,635.0,4.0,,6069
2014,Latur,Private Unaided,536.0,834.0,9.0,231.0,273.0,173.0,2115
2014,Mumbai City,Government Aided,,41.0,6573.0,10791.0,740.0,2532.0,21220
2014,Mumbai City,Central Govt,,,473.0,169.0,,,642
2014,Mumbai City,Others,,,,,,35.0,35
2014,Mumbai City,Private Unaided,88.0,506.0,3794.0,8022.0,471.0,1168.0,14157
2014,Mumbai Suburban,Government Aided,3600.0,,,,,,3600
2014,Mumbai Suburban,Central Govt,8.0,,,,,,8
2014,Mumbai Suburban,Local body,1212.0,9799.0,,759.0,722.0,,12496
2014,Mumbai Suburban,Private Unaided,6833.0,31.0,,12.0,,,6876
2014,Mumbai Suburban,Others,406.0,,,,3.0,,409
2014,Nagpur,Government Aided,1602.0,2276.0,6168.0,4140.0,575.0,701.0,15679
2014,Nagpur,Central Govt,,,251.0,,,,277
2014,Nagpur,Others,204.0,42.0,33.0,48.0,,18.0,345
2014,Nagpur,Local body,2994.0,3590.0,265.0,506.0,72.0,,7447
2014,Nagpur,Private Unaided,1969.0,2476.0,1956.0,1522.0,725.0,225.0,9286
2014,Nanded,Government Aided,893.0,2490.0,3402.0,2834.0,472.0,511.0,10714
2014,Nanded,Central Govt,,5.0,,41.0,,,53
2014,Nanded,Others,61.0,68.0,128.0,97.0,,,354
2014,Nanded,Local body,3671.0,4889.0,,1135.0,58.0,,9755
2014,Nanded,Private Unaided,668.0,486.0,122.0,528.0,288.0,242.0,2372
2014,Nandurbar,Government Aided,264.0,318.0,1941.0,1576.0,142.0,84.0,4433
2014,Nandurbar,Central Govt,,,,,,,21
2014,Nandurbar,Others,19.0,130.0,138.0,419.0,,,706
2014,Nandurbar,Local body,3409.0,784.0,34.0,69.0,,,4296
2014,Nandurbar,Private Unaided,241.0,160.0,33.0,893.0,64.0,34.0,1430
2014,Nashik,Government Aided,1160.0,1826.0,5336.0,5014.0,974.0,679.0,15327
2014,Nashik,Central Govt,,,107.0,9.0,,,141
2014,Nashik,Others,33.0,107.0,230.0,589.0,13.0,,972
2014,Nashik,Local body,6926.0,6179.0,,111.0,54.0,,13270
2014,Nashik,Private Unaided,1325.0,1517.0,516.0,887.0,864.0,219.0,5485
2014,Palghar,Government Aided,257.0,667.0,1268.0,1232.0,313.0,85.0,4000
2014,Palghar,Central Govt,,,191.0,71.0,,,280
2014,Palghar,Others,40.0,126.0,223.0,400.0,8.0,,797
2014,Palghar,Local body,3308.0,3364.0,,14.0,56.0,,6742
2014,Palghar,Private Unaided,550.0,2578.0,347.0,1249.0,1056.0,263.0,6309
2014,Parbhani,Government Aided,601.0,1259.0,1344.0,1396.0,292.0,243.0,5264
2014,Parbhani,Central Govt,,,,10.0,,,16
2014,Parbhani,Others,,23.0,,,4.0,,27
2014,Parbhani,Local body,1590.0,3196.0,40.0,481.0,4.0,,5344
2014,Parbhani,Private Unaided,609.0,397.0,67.0,225.0,349.0,587.0,2350
2014,Pune,Government Aided,1473.0,2125.0,9049.0,5716.0,1194.0,1043.0,20902
2014,Pune,Central Govt,,,633.0,,,,654
2014,Pune,Others,237.0,194.0,43.0,172.0,51.0,,697
2014,Pune,Local body,7201.0,8510.0,162.0,335.0,293.0,,16518
2014,Pune,Private Unaided,3195.0,6545.0,2513.0,3990.0,1896.0,807.0,19521
2014,Raigad,Others,150.0,124.0,58.0,72.0,45.0,,449
2014,Raigad,Government Aided,354.0,269.0,2955.0,1935.0,387.0,106.0,6043
2014,Raigad,Central Govt,,,98.0,,,,116
2014,Raigad,Local body,4305.0,3579.0,,40.0,31.0,,7955
2014,Raigad,Private Unaided,761.0,1054.0,1130.0,1088.0,651.0,90.0,4965
2014,Ratnagiri,Government Aided,132.0,20.0,1784.0,1143.0,705.0,108.0,4044
2014,Ratnagiri,Central Govt,,17.0,,,,,30
2014,Ratnagiri,Others,69.0,,4.0,26.0,21.0,11.0,131
2014,Ratnagiri,Local body,3321.0,4785.0,,12.0,,,8118
2014,Ratnagiri,Private Unaided,281.0,439.0,59.0,134.0,255.0,100.0,1384
2014,Sangli,Government Aided,508.0,937.0,3795.0,3142.0,464.0,514.0,9415
2014,Sangli,Central Govt,,,,,,,21
2014,Sangli,Others,17.0,45.0,,,9.0,,71
2014,Sangli,Local body,2974.0,3575.0,,41.0,,,6590
2014,Sangli,Private Unaided,623.0,642.0,67.0,197.0,437.0,170.0,2181
2014,Satara,Government Aided,378.0,373.0,3529.0,3539.0,788.0,637.0,9316
2014,Satara,Central Govt,,,,,,,57
2014,Satara,Others,87.0,71.0,,54.0,4.0,6.0,222
2014,Satara,Local body,4629.0,4358.0,18.0,10.0,,,9015
2014,Satara,Private Unaided,578.0,790.0,301.0,449.0,358.0,88.0,2607
2014,Sindhudurg,Government Aided,67.0,28.0,1144.0,941.0,320.0,87.0,2617
2014,Sindhudurg,Central Govt,,,,,,,22
2014,Sindhudurg,Others,17.0,3.0,,,17.0,13.0,50
2014,Sindhudurg,Local body,1882.0,2270.0,,,,,4152
2014,Sindhudurg,Private Unaided,108.0,103.0,21.0,231.0,36.0,44.0,548
2014,Solapur,Government Aided,1353.0,2216.0,5746.0,4547.0,619.0,515.0,15335
2014,Solapur,Central Govt,4.0,,23.0,8.0,6.0,,65
2014,Solapur,Others,41.0,4.0,,24.0,5.0,6.0,80
2014,Solapur,Local body,5477.0,5331.0,34.0,62.0,34.0,,10938
2014,Solapur,Private Unaided,937.0,551.0,371.0,944.0,598.0,223.0,3757
2014,Thane,Government Aided,1283.0,3740.0,3392.0,2627.0,1192.0,327.0,13166
2014,Thane,Central Govt,,,138.0,16.0,,,154
2014,Thane,Others,153.0,272.0,114.0,105.0,32.0,3.0,679
2014,Thane,Local body,2149.0,5059.0,,16.0,276.0,,7511
2014,Thane,Private Unaided,2194.0,8301.0,1629.0,1978.0,2923.0,855.0,18802
2014,Wardha,Government Aided,205.0,226.0,1863.0,1342.0,218.0,153.0,4036
2014,Wardha,Central Govt,,,18.0,,,,43
2014,Wardha,Others,18.0,20.0,,47.0,,14.0,99
2014,Wardha,Local body,1476.0,1619.0,176.0,8.0,,,3279
2014,Wardha,Private Unaided,367.0,559.0,167.0,381.0,101.0,116.0,1723
2014,Washim,Government Aided,151.0,439.0,1916.0,786.0,165.0,117.0,3643
2014,Washim,Central Govt,,8.0,,,,,32
2014,Washim,Others,20.0,23.0,19.0,12.0,,,74
2014,Washim,Local body,1378.0,1985.0,171.0,11.0,,,3545
2014,Washim,Private Unaided,385.0,205.0,29.0,251.0,140.0,32.0,1069
2014,Yavatmal,Government Aided,308.0,912.0,2788.0,1477.0,587.0,246.0,6709
2014,Yavatmal,Central Govt,,,,12.0,,,32
2014,Yavatmal,Others,32.0,65.0,128.0,189.0,,9.0,423
2014,Yavatmal,Local body,3233.0,5355.0,173.0,211.0,28.0,,9005
2014,Yavatmal,Private Unaided,670.0,495.0,370.0,508.0,205.0,263.0,2603
2015,Ahilyanagar,Government Aided,622.0,927.0,5866.0,5172.0,697.0,737.0,14155
2015,Ahilyanagar,Central Govt,,,81.0,,,,97
2015,Ahilyanagar,Others,,102.0,64.0,146.0,4.0,,316
2015,Ahilyanagar,Local body,8248.0,3571.0,,11.0,12.0,,11842
2015,Ahilyanagar,Private Unaided,1191.0,993.0,353.0,730.0,670.0,385.0,4430
2015,Akola,Government Aided,217.0,661.0,2526.0,1348.0,382.0,166.0,5486
2015,Akola,Central Govt,,,,,,,26
2015,Akola,Others,7.0,39.0,,22.0,,,68
2015,Akola,Local body,1656.0,2625.0,99.0,118.0,,,4498
2015,Akola,Private Unaided,787.0,834.0,121.0,473.0,278.0,181.0,2755
2015,Amravati,Government Aided,548.0,722.0,3912.0,2379.0,530.0,438.0,8750
2015,Amravati,Central Govt,24.0,,,,,,48
2015,Amravati,Others,31.0,58.0,138.0,108.0,5.0,19.0,359
2015,Amravati,Local body,2568.0,4485.0,328.0,222.0,38.0,,7646
2015,Amravati,Private Unaided,976.0,410.0,132.0,808.0,237.0,64.0,2683
2015,Beed,Government Aided,664.0,1709.0,3560.0,2906.0,339.0,350.0,9677
2015,Beed,Central Govt,33.0,5.0,,,,,63
2015,Beed,Others,,33.0,,19.0,7.0,,59
2015,Beed,Local body,4747.0,4048.0,32.0,850.0,30.0,,9710
2015,Beed,Private Unaided,752.0,423.0,131.0,703.0,317.0,380.0,2835
2015,Bhandara,Government Aided,254.0,346.0,1647.0,1076.0,199.0,92.0,3765
2015,Bhandara,Central Govt,17.0,3.0,29.0,11.0,,,60
2015,Bhandara,Others,43.0,13.0,,12.0,,3.0,71
2015,Bhandara,Local body,1261.0,1577.0,418.0,103.0,4.0,,3367
2015,Bhandara,Private Unaided,239.0,360.0,195.0,307.0,55.0,109.0,1276
2015,Buldhana,Government Aided,270.0,487.0,3429.0,1654.0,232.0,93.0,6255
2015,Buldhana,Central Govt,,,,,,,27
2015,Buldhana,Others,5.0,45.0,,32.0,,5.0,87
2015,Buldhana,Local body,2643.0,4367.0,320.0,339.0,25.0,,7694
2015,Buldhana,Private Unaided,703.0,672.0,273.0,413.0,212.0,276.0,2726
2015,Chandrapur,Government Aided,269.0,549.0,2842.0,1544.0,479.0,266.0,6233
2015,Chandrapur,Central Govt,56.0,,77.0,,,,149
2015,Chandrapur,Others,74.0,7.0,47.0,104.0,,16.0,248
2015,Chandrapur,Local body,2370.0,3719.0,77.0,113.0,44.0,,6323
2015,Chandrapur,Private Unaided,543.0,734.0,571.0,864.0,199.0,277.0,3258
2015,Chhatrapati Sambhaji Nagar,Government Aided,859.0,3006.0,3434.0,2328.0,673.0,593.0,11170
2015,Chhatrapati Sambhaji Nagar,Central Govt,2.0,,44.0,,,,71
2015,Chhatrapati Sambhaji Nagar,Others,29.0,12.0,,53.0,,16.0,110
2015,Chhatrapati Sambhaji Nagar,Local body,3392.0,5671.0,245.0,722.0,60.0,,10094
2015,Chhatrapati Sambhaji Nagar,Private Unaided,1906.0,2046.0,360.0,1216.0,851.0,497.0,7200
2015,Dharashiv,Government Aided,370.0,726.0,1625.0,1362.0,567.0,290.0,5040
2015,Dharashiv,Central Govt,,10.0,,,,,25
2015,Dharashiv,Others,4.0,24.0,,11.0,,,39
2015,Dharashiv,Local body,1686.0,3083.0,67.0,551.0,3.0,,5394
2015,Dharashiv,Private Unaided,382.0,158.0,8.0,131.0,181.0,127.0,1046
2015,Dhule,Government Aided,618.0,940.0,3300.0,2524.0,225.0,167.0,7920
2015,Dhule,Central Govt,5.0,,,11.0,12.0,,28
2015,Dhule,Others,8.0,50.0,89.0,89.0,,,236
2015,Dhule,Local body,3371.0,346.0,77.0,7.0,,,3801
2015,Dhule,Private Unaided,410.0,362.0,93.0,315.0,133.0,18.0,1352
2015,Gadchiroli,Government Aided,60.0,263.0,1612.0,782.0,173.0,50.0,3100
2015,Gadchiroli,Central Govt,14.0,,,,,,34
2015,Gadchiroli,Others,9.0,31.0,256.0,187.0,1.0,5.0,489
2015,Gadchiroli,Local body,2401.0,2056.0,85.0,72.0,5.0,,4626
2015,Gadchiroli,Private Unaided,216.0,266.0,23.0,258.0,190.0,127.0,1118
2015,Gondia,Government Aided,150.0,450.0,1881.0,585.0,347.0,129.0,3854
2015,Gondia,Central Govt,20.0,5.0,,,,,52
2015,Gondia,Others,19.0,11.0,110.0,43.0,9.0,3.0,195
2015,Gondia,Local body,1385.0,2736.0,237.0,142.0,,,4503
2015,Gondia,Private Unaided,309.0,602.0,97.0,171.0,92.0,249.0,1586
2015,Hingoli,Government Aided,225.0,504.0,1072.0,708.0,163.0,110.0,2853
2015,Hingoli,Central Govt,31.0,19.0,,5.0,,,79
2015,Hingoli,Others,3.0,12.0,29.0,37.0,,,81
2015,Hingoli,Local body,1410.0,2391.0,20.0,395.0,5.0,,4221
2015,Hingoli,Private Unaided,263.0,163.0,55.0,65.0,114.0,251.0,1002
2015,Jalgaon,Government Aided,969.0,1392.0,4428.0,5278.0,394.0,462.0,13087
2015,Jalgaon,Central Govt,21.0,7.0,70.0,,,,149
2015,Jalgaon,Others,19.0,46.0,31.0,123.0,5.0,,224
2015,Jalgaon,Local body,4727.0,3170.0,154.0,106.0,36.0,,8193
2015,Jalgaon,Private Unaided,1018.0,769.0,142.0,635.0,239.0,112.0,2961
2015,Jalna,Government Aided,241.0,695.0,1794.0,1228.0,104.0,234.0,4418
2015,Jalna,Central Govt,13.0,5.0,,3.0,,,44
2015,Jalna,Others,15.0,21.0,,,,,36
2015,Jalna,Local body,2463.0,3431.0,21.0,464.0,,,6379
2015,Jalna,Private Unaided,636.0,356.0,142.0,426.0,217.0,226.0,2119
2015,Kolhapur,Government Aided,775.0,737.0,3783.0,3695.0,1514.0,624.0,11326
2015,Kolhapur,Central Govt,,,,,,,25
2015,Kolhapur,Others,25.0,15.0,,12.0,,17.0,69
2015,Kolhapur,Local body,3005.0,6605.0,56.0,45.0,1.0,9.0,9721
2015,Kolhapur,Private Unaided,1057.0,1071.0,66.0,732.0,524.0,155.0,3777
2015,Latur,Government Aided,1043.0,2746.0,3559.0,2649.0,569.0,517.0,11310
2015,Latur,Central Govt,5.0,10.0,,2.0,,,34
2015,Latur,Others,20.0,25.0,,,11.0,,56
2015,Latur,Local body,1785.0,3572.0,,630.0,4.0,,5991
2015,Latur,Private Unaided,659.0,827.0,7.0,254.0,287.0,242.0,2353
2015,Mumbai City,Government Aided,,38.0,6566.0,10584.0,711.0,2533.0,20964
2015,Mumbai City,Central Govt,,,473.0,169.0,,,642
2015,Mumbai City,Others,,,,,,32.0,32
2015,Mumbai City,Private Unaided,94.0,750.0,3932.0,8578.0,540.0,1198.0,15169
2015,Mumbai Suburban,Government Aided,3843.0,8.0,,,,,3851
2015,Mumbai Suburban,Central Govt,7.0,,,,,,7
2015,Mumbai Suburban,Local body,1091.0,9333.0,,745.0,694.0,,11878
2015,Mumbai Suburban,Private Unaided,6982.0,75.0,,14.0,,,7071
2015,Mumbai Suburban,Others,494.0,5.0,,,3.0,,502
2015,Nagpur,Government Aided,1656.0,2367.0,6086.0,4041.0,615.0,724.0,15743
2015,Nagpur,Central Govt,33.0,,242.0,,,,301
2015,Nagpur,Others,228.0,59.0,29.0,41.0,,17.0,374
2015,Nagpur,Local body,2941.0,3493.0,264.0,485.0,70.0,,7274
2015,Nagpur,Private Unaided,2199.0,2642.0,1970.0,1571.0,716.0,258.0,9794
2015,Nanded,Government Aided,884.0,2524.0,3381.0,2778.0,481.0,496.0,10664
2015,Nanded,Central Govt,51.0,33.0,4.0,44.0,,,139
2015,Nanded,Others,30.0,43.0,113.0,93.0,6.0,,285
2015,Nanded,Local body,3670.0,4819.0,,1127.0,57.0,,9675
2015,Nanded,Private Unaided,707.0,537.0,121.0,594.0,306.0,258.0,2561
2015,Nandurbar,Government Aided,262.0,343.0,2001.0,1641.0,204.0,96.0,4680
2015,Nandurbar,Central Govt,,,,,,,21
2015,Nandurbar,Others,21.0,115.0,125.0,383.0,,,644
2015,Nandurbar,Local body,3426.0,769.0,,73.0,,,4268
2015,Nandurbar,Private Unaided,255.0,174.0,,830.0,66.0,43.0,1383
2015,Nashik,Government Aided,1172.0,1879.0,5422.0,4976.0,987.0,717.0,15493
2015,Nashik,Central Govt,,8.0,111.0,9.0,,,153
2015,Nashik,Others,30.0,77.0,226.0,577.0,10.0,,920
2015,Nashik,Local body,6981.0,6057.0,,122.0,58.0,,13218
2015,Nashik,Private Unaided,1495.0,1699.0,643.0,985.0,864.0,349.0,6243
2015,Palghar,Government Aided,261.0,734.0,1300.0,1227.0,322.0,75.0,4111
2015,Palghar,Central Govt,,,166.0,63.0,,,247
2015,Palghar,Others,66.0,212.0,234.0,414.0,21.0,9.0,956
2015,Palghar,Local body,3186.0,3399.0,,14.0,54.0,,6654
2015,Palghar,Private Unaided,622.0,2884.0,391.0,1193.0,1104.0,320.0,6833
2015,Parbhani,Government Aided,717.0,1298.0,1412.0,1462.0,332.0,231.0,5590
2015,Parbhani,Central Govt,,,,10.0,,,16
2015,Parbhani,Others,,22.0,,,4.0,,26
2015,Parbhani,Local body,1581.0,3180.0,31.0,472.0,10.0,,5274
2015,Parbhani,Private Unaided,604.0,483.0,45.0,231.0,328.0,568.0,2426
2015,Pune,Government Aided,1547.0,2165.0,9165.0,5759.0,1281.0,1113.0,21346
2015,Pune,Central Govt,,2.0,633.0,,,,656
2015,Pune,Others,183.0,187.0,42.0,149.0,32.0,,593
2015,Pune,Local body,7248.0,8321.0,153.0,328.0,288.0,,16353
2015,Pune,Private Unaided,3481.0,7414.0,2382.0,4422.0,1846.0,866.0,20979
2015,Raigad,Others,127.0,147.0,56.0,62.0,38.0,4.0,434
2015,Raigad,Government Aided,355.0,266.0,2962.0,1920.0,392.0,103.0,6035
2015,Raigad,Central Govt,,,88.0,2.0,,,105
2015,Raigad,Local body,4281.0,3502.0,,34.0,30.0,,7851
2015,Raigad,Private Unaided,866.0,1194.0,1172.0,1187.0,620.0,139.0,5412
2015,Ratnagiri,Government Aided,128.0,20.0,1740.0,1131.0,706.0,106.0,3986
2015,Ratnagiri,Central Govt,33.0,18.0,4.0,12.0,,,80
2015,Ratnagiri,Others,29.0,,,16.0,20.0,6.0,71
2015,Ratnagiri,Local body,3374.0,4719.0,,11.0,,,8104
2015,Ratnagiri,Private Unaided,334.0,452.0,66.0,137.0,241.0,124.0,1484
2015,Sangli,Government Aided,483.0,942.0,3728.0,3079.0,491.0,498.0,9283
2015,Sangli,Central Govt,,,,,,,23
2015,Sangli,Others,16.0,20.0,,,16.0,,52
2015,Sangli,Local body,2915.0,3511.0,,40.0,,,6466
2015,Sangli,Private Unaided,663.0,749.0,55.0,190.0,427.0,199.0,2351
2015,Satara,Government Aided,384.0,372.0,3407.0,3412.0,803.0,596.0,9046
2015,Satara,Central Govt,19.0,24.0,,2.0,,,105
2015,Satara,Others,54.0,1.0,,26.0,,5.0,86
2015,Satara,Local body,4589.0,4298.0,14.0,10.0,,,8911
2015,Satara,Private Unaided,634.0,922.0,307.0,450.0,298.0,134.0,2796
2015,Sindhudurg,Government Aided,65.0,28.0,1086.0,905.0,323.0,104.0,2544
2015,Sindhudurg,Central Govt,9.0,2.0,,,,,33
2015,Sindhudurg,Others,9.0,,,,17.0,7.0,33
2015,Sindhudurg,Local body,1911.0,2214.0,,,,,4125
2015,Sindhudurg,Private Unaided,129.0,106.0,20.0,223.0,32.0,48.0,563
2015,Solapur,Government Aided,1337.0,2231.0,5837.0,4475.0,649.0,565.0,15447
2015,Solapur,Central Govt,3.0,1.0,24.0,7.0,,,59
2015,Solapur,Others,38.0,31.0,,22.0,5.0,,96
2015,Solapur,Local body,5408.0,5231.0,35.0,58.0,26.0,,10758
2015,Solapur,Private Unaided,1057.0,637.0,334.0,1008.0,585.0,238.0,4036
2015,Thane,Government Aided,1243.0,3743.0,3542.0,2641.0,1503.0,474.0,13778
2015,Thane,Central Govt,,,138.0,19.0,,,157
2015,Thane,Others,273.0,571.0,109.0,134.0,37.0,11.0,1135
2015,Thane,Local body,2165.0,4890.0,,15.0,271.0,,7356
2015,Thane,Private Unaided,2213.0,8783.0,1622.0,2006.0,2919.0,890.0,19447
2015,Wardha,Government Aided,215.0,218.0,1857.0,1271.0,213.0,144.0,3953
2015,Wardha,Central Govt,9.0,4.0,18.0,,,,55
2015,Wardha,Others,22.0,7.0,,39.0,5.0,,73
2015,Wardha,Local body,1503.0,1538.0,193.0,7.0,,,3241
2015,Wardha,Private Unaided,411.0,540.0,182.0,422.0,91.0,160.0,1835
2015,Washim,Government Aided,147.0,441.0,1847.0,768.0,175.0,114.0,3562
2015,Washim,Central Govt,18.0,,,,,,40
2015,Washim,Others,12.0,24.0,19.0,11.0,,,66
2015,Washim,Local body,1367.0,1887.0,151.0,10.0,,,3415
2015,Washim,Private Unaided,461.0,264.0,78.0,258.0,120.0,69.0,1285
2015,Yavatmal,Government Aided,320.0,913.0,2838.0,1480.0,590.0,245.0,6799
2015,Yavatmal,Central Govt,3.0,,,17.0,,,39
2015,Yavatmal,Others,35.0,67.0,120.0,178.0,,7.0,407
2015,Yavatmal,Local body,3206.0,5214.0,170.0,213.0,27.0,,8835
2015,Yavatmal,Private Unaided,800.0,502.0,301.0,462.0,194.0,249.0,2594
2016,Ahilyanagar,Government Aided,599.0,898.0,5836.0,4965.0,689.0,718.0,13849
2016,Ahilyanagar,Central Govt,,,68.0,,,,91
2016,Ahilyanagar,Others,,101.0,65.0,134.0,4.0,14.0,318
2016,Ahilyanagar,Local body,8246.0,3485.0,,11.0,12.0,,11754
2016,Ahilyanagar,Private Unaided,1314.0,1292.0,395.0,703.0,649.0,486.0,4979
2016,Akola,Government Aided,207.0,719.0,2513.0,1288.0,368.0,145.0,5433
2016,Akola,Central Govt,,,,,,,27
2016,Akola,Others,27.0,26.0,,22.0,,,75
2016,Akola,Local body,1701.0,2535.0,97.0,109.0,,,4442
2016,Akola,Private Unaided,837.0,882.0,115.0,540.0,291.0,224.0,2980
2016,Amravati,Government Aided,548.0,709.0,3807.0,2282.0,482.0,419.0,8479
2016,Amravati,Central Govt,,,,,,,24
2016,Amravati,Others,61.0,56.0,127.0,101.0,7.0,19.0,371
2016,Amravati,Local body,2578.0,4380.0,321.0,207.0,33.0,,7524
2016,Amravati,Private Unaided,1129.0,525.0,136.0,864.0,264.0,68.0,3057
2016,Beed,Government Aided,687.0,1756.0,3626.0,2889.0,420.0,426.0,10007
2016,Beed,Central Govt,,,,,,,25
2016,Beed,Others,8.0,36.0,,17.0,7.0,,68
2016,Beed,Local body,4826.0,4421.0,22.0,789.0,42.0,,10106
2016,Beed,Private Unaided,824.0,523.0,106.0,688.0,238.0,313.0,2781
2016,Bhandara,Government Aided,235.0,332.0,1601.0,1041.0,200.0,92.0,3654
2016,Bhandara,Central Govt,,,33.0,11.0,,,44
2016,Bhandara,Others,30.0,15.0,,8.0,,4.0,57
2016,Bhandara,Local body,1244.0,1536.0,455.0,113.0,3.0,,3355
2016,Bhandara,Private Unaided,272.0,311.0,196.0,353.0,58.0,101.0,1302
2016,Buldhana,Government Aided,269.0,499.0,3392.0,1652.0,233.0,88.0,6232
2016,Buldhana,Central Govt,,,,,,,27
2016,Buldhana,Others,7.0,33.0,,33.0,,6.0,79
2016,Buldhana,Local body,2728.0,4424.0,337.0,357.0,29.0,,7875
2016,Buldhana,Private Unaided,863.0,768.0,338.0,392.0,194.0,322.0,3091
2016,Chandrapur,Government Aided,254.0,524.0,2750.0,1440.0,478.0,248.0,5977
2016,Chandrapur,Central Govt,,,58.0,,,,74
2016,Chandrapur,Others,110.0,12.0,44.0,99.0,,7.0,272
2016,Chandrapur,Local body,2365.0,3548.0,73.0,107.0,37.0,,6130
2016,Chandrapur,Private Unaided,576.0,792.0,564.0,864.0,201.0,284.0,3352
2016,Chhatrapati Sambhaji Nagar,Government Aided,982.0,3328.0,3444.0,2315.0,742.0,589.0,11697
2016,Chhatrapati Sambhaji Nagar,Central Govt,,,42.0,,,,67
2016,Chhatrapati Sambhaji Nagar,Others,20.0,25.0,,52.0,,13.0,110
2016,Chhatrapati Sambhaji Nagar,Local body,3345.0,5730.0,215.0,658.0,56.0,,10011
2016,Chhatrapati Sambhaji Nagar,Private Unaided,2130.0,2228.0,441.0,1155.0,796.0,574.0,7700
2016,Dharashiv,Government Aided,357.0,718.0,1597.0,1326.0,566.0,273.0,4934
2016,Dharashiv,Central Govt,,,,,,,19
2016,Dharashiv,Others,11.0,33.0,,10.0,,,54
2016,Dharashiv,Local body,1625.0,3134.0,52.0,488.0,3.0,,5306
2016,Dharashiv,Private Unaided,460.0,154.0,13.0,133.0,165.0,129.0,1141
2016,Dhule,Government Aided,611.0,972.0,3332.0,2504.0,251.0,169.0,7980
2016,Dhule,Central Govt,,,,12.0,12.0,,24
2016,Dhule,Others,5.0,42.0,89.0,93.0,,,229
2016,Dhule,Local body,3510.0,364.0,72.0,7.0,,,3953
2016,Dhule,Private Unaided,506.0,391.0,94.0,361.0,119.0,24.0,1516
2016,Gadchiroli,Government Aided,60.0,262.0,1568.0,727.0,153.0,50.0,2973
2016,Gadchiroli,Central Govt,,,,,,,20
2016,Gadchiroli,Others,19.0,36.0,260.0,178.0,3.0,5.0,501
2016,Gadchiroli,Local body,2362.0,2003.0,79.0,66.0,5.0,,4521
2016,Gadchiroli,Private Unaided,260.0,299.0,32.0,309.0,207.0,146.0,1306
2016,Gondia,Government Aided,159.0,458.0,1838.0,598.0,355.0,136.0,3854
2016,Gondia,Central Govt,,5.0,,,,,32
2016,Gondia,Others,23.0,9.0,110.0,39.0,18.0,3.0,202
2016,Gondia,Local body,1376.0,2709.0,246.0,147.0,,,4478
2016,Gondia,Private Unaided,334.0,606.0,111.0,193.0,77.0,248.0,1647
2016,Hingoli,Government Aided,217.0,505.0,1072.0,666.0,149.0,100.0,2788
2016,Hingoli,Central Govt,,,,,,,24
2016,Hingoli,Others,29.0,24.0,29.0,40.0,,,122
2016,Hingoli,Local body,1426.0,2359.0,6.0,361.0,10.0,,4162
2016,Hingoli,Private Unaided,272.0,205.0,33.0,54.0,148.0,232.0,1030
2016,Jalgaon,Government Aided,975.0,1347.0,4524.0,5328.0,383.0,424.0,13136
2016,Jalgaon,Central Govt,20.0,6.0,70.0,,,,147
2016,Jalgaon,Others,20.0,40.0,34.0,133.0,5.0,,232
2016,Jalgaon,Local body,4636.0,3199.0,144.0,97.0,36.0,,8112
2016,Jalgaon,Private Unaided,1167.0,911.0,137.0,654.0,275.0,136.0,3349
2016,Jalna,Government Aided,251.0,690.0,1870.0,1232.0,98.0,224.0,4492
2016,Jalna,Central Govt,,,,,,,20
2016,Jalna,Others,19.0,27.0,,,,,46
2016,Jalna,Local body,2489.0,3551.0,16.0,462.0,,,6518
