Year,District,Social Category,Gender,Primary (I-V),Upper Primary (VI-VIII),Secondary (IX-X)
2017,Yavatmal,OBC,Girls,1.26,3.15,15.37
2017,Yavatmal,SC,Overall,1.43,1.91,15.55
2017,Yavatmal,SC,Boys,1.14,1.28,15.56
2017,Yavatmal,SC,Girls,1.76,2.6,15.54
2017,Yavatmal,ST,Overall,2.77,3.17,19.87
2017,Yavatmal,ST,Boys,2.6,2.69,21.06
2017,Yavatmal,ST,Girls,2.96,3.67,18.46
2018,Ahilyanagar,Overall,Overall,0.0,0.69,11.49
2018,Ahilyanagar,Overall,Boys,0.0,0.0,11.3
2018,Ahilyanagar,Overall,Girls,0.0,1.84,11.73
2018,Ahilyanagar,General,Overall,0.0,0.0,9.44
2018,Ahilyanagar,General,Boys,0.0,0.0,10.18
2018,Ahilyanagar,General,Girls,0.0,0.0,8.48
2018,Ahilyanagar,OBC,Overall,1.88,2.9,8.73
2018,Ahilyanagar,OBC,Boys,1.69,2.04,7.73
2018,Ahilyanagar,OBC,Girls,2.1,3.98,10.05
2018,Ahilyanagar,SC,Overall,0.0,0.14,15.62
2018,Ahilyanagar,SC,Boys,0.0,0.0,15.4
2018,Ahilyanagar,SC,Girls,0.0,1.71,15.88
2018,Ahilyanagar,ST,Overall,0.0,3.89,24.59
2018,Ahilyanagar,ST,Boys,0.0,2.96,23.02
2018,Ahilyanagar,ST,Girls,0.0,4.91,26.54
2018,Akola,Overall,Overall,1.31,1.32,10.87
2018,Akola,Overall,Boys,1.48,1.28,11.39
2018,Akola,Overall,Girls,1.12,1.37,10.28
2018,Akola,General,Overall,2.93,0.68,10.39
2018,Akola,General,Boys,3.01,1.01,10.85
2018,Akola,General,Girls,2.84,0.32,9.9
2018,Akola,OBC,Overall,0.01,2.0,8.88
2018,Akola,OBC,Boys,0.05,2.03,8.82
2018,Akola,OBC,Girls,0.0,1.97,8.95
2018,Akola,SC,Overall,1.7,0.52,13.9
2018,Akola,SC,Boys,2.16,0.15,15.16
2018,Akola,SC,Girls,1.2,0.92,12.45
2018,Akola,ST,Overall,1.96,2.19,16.17
2018,Akola,ST,Boys,2.63,0.9,18.37
2018,Akola,ST,Girls,1.25,3.69,13.5
2018,Amravati,Overall,Overall,1.12,1.28,15.26
2018,Amravati,Overall,Boys,1.17,0.97,16.95
2018,Amravati,Overall,Girls,1.05,1.6,13.37
2018,Amravati,General,Overall,1.57,3.37,18.77
2018,Amravati,General,Boys,1.43,3.68,20.5
2018,Amravati,General,Girls,1.73,3.02,16.9
2018,Amravati,OBC,Overall,1.22,0.11,12.75
2018,Amravati,OBC,Boys,1.23,0.0,14.84
2018,Amravati,OBC,Girls,1.22,0.58,10.41
2018,Amravati,SC,Overall,0.45,0.32,12.13
2018,Amravati,SC,Boys,0.51,0.0,13.65
2018,Amravati,SC,Girls,0.4,0.78,10.38
2018,Amravati,ST,Overall,0.94,2.73,21.57
2018,Amravati,ST,Boys,1.33,2.25,22.31
2018,Amravati,ST,Girls,0.53,3.25,20.73
2018,Beed,Overall,Overall,1.94,3.55,12.61
2018,Beed,Overall,Boys,2.18,3.65,10.11
2018,Beed,Overall,Girls,1.65,3.43,15.75
2018,Beed,General,Overall,2.05,3.72,10.21
2018,Beed,General,Boys,2.6,3.86,8.14
2018,Beed,General,Girls,1.34,3.56,12.76
2018,Beed,OBC,Overall,2.35,3.69,14.33
2018,Beed,OBC,Boys,2.39,3.95,11.38
2018,Beed,OBC,Girls,2.31,3.39,17.99
2018,Beed,SC,Overall,1.47,2.52,14.36
2018,Beed,SC,Boys,1.16,1.84,11.71
2018,Beed,SC,Girls,1.8,3.26,17.79
2018,Beed,ST,Overall,0.0,4.48,18.07
2018,Beed,ST,Boys,0.0,5.77,15.13
2018,Beed,ST,Girls,0.0,2.73,22.91
2018,Bhandara,Overall,Overall,0.0,0.29,5.6
2018,Bhandara,Overall,Boys,0.1,0.31,7.0
2018,Bhandara,Overall,Girls,0.0,0.26,4.05
2018,Bhandara,General,Overall,0.0,0.0,0.0
2018,Bhandara,General,Boys,0.0,0.0,0.0
2018,Bhandara,General,Girls,0.0,0.0,0.0
2018,Bhandara,OBC,Overall,0.5,1.11,6.4
2018,Bhandara,OBC,Boys,0.76,1.22,7.92
2018,Bhandara,OBC,Girls,0.23,0.99,4.71
2018,Bhandara,SC,Overall,0.0,0.27,4.28
2018,Bhandara,SC,Boys,0.09,0.0,5.22
2018,Bhandara,SC,Girls,0.0,0.54,3.23
2018,Bhandara,ST,Overall,0.0,0.0,7.49
2018,Bhandara,ST,Boys,0.0,0.0,10.48
2018,Bhandara,ST,Girls,0.99,0.0,4.06
2018,Buldhana,Overall,Overall,0.8,1.62,16.79
2018,Buldhana,Overall,Boys,0.69,1.19,16.46
2018,Buldhana,Overall,Girls,0.93,2.12,17.17
2018,Buldhana,General,Overall,0.0,0.0,13.24
2018,Buldhana,General,Boys,0.0,0.0,13.44
2018,Buldhana,General,Girls,0.0,0.0,13.0
2018,Buldhana,OBC,Overall,2.15,3.45,17.28
2018,Buldhana,OBC,Boys,1.99,2.78,17.22
2018,Buldhana,OBC,Girls,2.34,4.26,17.36
2018,Buldhana,SC,Overall,0.0,1.24,17.64
2018,Buldhana,SC,Boys,0.0,0.69,16.64
2018,Buldhana,SC,Girls,0.0,1.84,18.75
2018,Buldhana,ST,Overall,0.28,4.96,20.82
2018,Buldhana,ST,Boys,0.0,4.87,17.93
2018,Buldhana,ST,Girls,0.75,5.05,24.56
2018,Chandrapur,Overall,Overall,0.83,0.68,10.66
2018,Chandrapur,Overall,Boys,0.92,0.85,13.14
2018,Chandrapur,Overall,Girls,0.73,0.49,7.87
2018,Chandrapur,General,Overall,0.0,0.64,15.1
2018,Chandrapur,General,Boys,0.0,0.16,20.22
2018,Chandrapur,General,Girls,0.0,1.18,8.94
2018,Chandrapur,OBC,Overall,1.81,1.36,10.08
2018,Chandrapur,OBC,Boys,1.98,1.93,12.48
2018,Chandrapur,OBC,Girls,1.62,0.74,7.35
2018,Chandrapur,SC,Overall,1.24,0.19,9.29
2018,Chandrapur,SC,Boys,1.33,0.0,11.0
2018,Chandrapur,SC,Girls,1.14,0.48,7.37
2018,Chandrapur,ST,Overall,0.0,0.0,11.68
2018,Chandrapur,ST,Boys,0.0,0.0,13.71
2018,Chandrapur,ST,Girls,0.0,0.0,9.43
2018,Chh. Sambhaji Nagar,Overall,Overall,1.19,3.87,9.53
2018,Chh. Sambhaji Nagar,Overall,Boys,1.16,3.82,7.8
2018,Chh. Sambhaji Nagar,Overall,Girls,1.23,3.94,11.67
2018,Chh. Sambhaji Nagar,General,Overall,0.41,3.29,8.4
2018,Chh. Sambhaji Nagar,General,Boys,0.36,3.89,6.5
2018,Chh. Sambhaji Nagar,General,Girls,0.47,2.6,10.68
2018,Chh. Sambhaji Nagar,OBC,Overall,2.16,4.29,8.65
2018,Chh. Sambhaji Nagar,OBC,Boys,2.13,3.36,6.24
2018,Chh. Sambhaji Nagar,OBC,Girls,2.2,5.42,11.72
2018,Chh. Sambhaji Nagar,SC,Overall,3.0,4.45,12.52
2018,Chh. Sambhaji Nagar,SC,Boys,3.01,4.21,12.24
2018,Chh. Sambhaji Nagar,SC,Girls,2.98,4.72,12.85
2018,Chh. Sambhaji Nagar,ST,Overall,0.0,5.52,16.28
2018,Chh. Sambhaji Nagar,ST,Boys,0.0,4.3,15.08
2018,Chh. Sambhaji Nagar,ST,Girls,0.0,6.92,17.9
2018,Dharashiv,Overall,Overall,1.52,2.02,19.21
2018,Dharashiv,Overall,Boys,1.65,2.14,19.52
2018,Dharashiv,Overall,Girls,1.37,1.89,18.85
2018,Dharashiv,General,Overall,2.32,2.26,17.91
2018,Dharashiv,General,Boys,2.42,2.59,19.31
2018,Dharashiv,General,Girls,2.2,1.87,16.29
2018,Dharashiv,OBC,Overall,1.04,1.5,19.68
2018,Dharashiv,OBC,Boys,1.27,1.7,18.68
2018,Dharashiv,OBC,Girls,0.78,1.29,20.84
2018,Dharashiv,SC,Overall,0.75,2.38,20.78
2018,Dharashiv,SC,Boys,0.56,1.89,20.29
2018,Dharashiv,SC,Girls,0.95,2.89,21.31
2018,Dharashiv,ST,Overall,0.0,1.41,29.02
2018,Dharashiv,ST,Boys,0.0,0.38,27.33
2018,Dharashiv,ST,Girls,0.0,2.67,31.41
2018,Dhule,Overall,Overall,0.48,2.74,18.55
2018,Dhule,Overall,Boys,0.26,2.1,17.79
2018,Dhule,Overall,Girls,0.73,3.5,19.53
2018,Dhule,General,Overall,0.0,0.0,0.0
2018,Dhule,General,Boys,0.0,0.0,0.0
2018,Dhule,General,Girls,0.0,0.0,0.28
2018,Dhule,OBC,Overall,2.7,4.85,14.79
2018,Dhule,OBC,Boys,2.8,4.22,14.83
2018,Dhule,OBC,Girls,2.58,5.62,14.73
2018,Dhule,SC,Overall,0.0,0.47,15.93
2018,Dhule,SC,Boys,0.0,0.03,13.93
2018,Dhule,SC,Girls,0.0,0.97,18.21
2018,Dhule,ST,Overall,1.49,4.9,31.63
2018,Dhule,ST,Boys,1.11,3.82,29.74
2018,Dhule,ST,Girls,1.89,6.14,34.19
2018,Gadchiroli,Overall,Overall,2.37,1.76,13.24
2018,Gadchiroli,Overall,Boys,2.37,1.21,14.15
2018,Gadchiroli,Overall,Girls,2.37,2.35,12.24
2018,Gadchiroli,General,Overall,4.09,2.26,13.34
2018,Gadchiroli,General,Boys,3.52,0.0,14.51
2018,Gadchiroli,General,Girls,4.68,5.07,12.1
2018,Gadchiroli,OBC,Overall,0.26,0.33,11.23
2018,Gadchiroli,OBC,Boys,0.31,0.02,12.64
2018,Gadchiroli,OBC,Girls,0.2,0.65,9.7
2018,Gadchiroli,SC,Overall,0.0,0.0,5.21
2018,Gadchiroli,SC,Boys,0.0,0.0,4.59
2018,Gadchiroli,SC,Girls,0.0,0.0,5.91
2018,Gadchiroli,ST,Overall,4.66,3.71,17.53
2018,Gadchiroli,ST,Boys,4.62,3.39,18.32
2018,Gadchiroli,ST,Girls,4.71,4.05,16.66
2018,Gondia,Overall,Overall,0.61,0.39,6.88
2018,Gondia,Overall,Boys,0.82,0.22,8.31
2018,Gondia,Overall,Girls,0.38,0.57,5.36
2018,Gondia,General,Overall,0.0,0.0,7.21
2018,Gondia,General,Boys,0.0,0.0,7.39
2018,Gondia,General,Girls,0.0,0.0,7.0
2018,Gondia,OBC,Overall,1.01,0.95,6.83
2018,Gondia,OBC,Boys,1.01,0.71,8.48
2018,Gondia,OBC,Girls,1.02,1.2,5.06
2018,Gondia,SC,Overall,0.18,0.07,5.45
2018,Gondia,SC,Boys,0.7,0.0,6.1
2018,Gondia,SC,Girls,0.0,0.2,4.73
2018,Gondia,ST,Overall,1.67,0.0,7.96
2018,Gondia,ST,Boys,2.39,0.0,9.58
2018,Gondia,ST,Girls,0.91,0.13,6.31
2018,Hingoli,Overall,Overall,3.76,6.89,16.68
2018,Hingoli,Overall,Boys,4.33,6.73,15.89
2018,Hingoli,Overall,Girls,3.12,7.06,17.6
2018,Hingoli,General,Overall,4.49,7.62,13.57
2018,Hingoli,General,Boys,5.28,7.45,12.9
2018,Hingoli,General,Girls,3.56,7.8,14.36
2018,Hingoli,OBC,Overall,3.83,6.86,18.08
2018,Hingoli,OBC,Boys,4.24,7.05,17.13
2018,Hingoli,OBC,Girls,3.37,6.67,19.18
2018,Hingoli,SC,Overall,2.53,5.5,18.84
2018,Hingoli,SC,Boys,2.61,5.05,18.54
2018,Hingoli,SC,Girls,2.44,5.97,19.16
2018,Hingoli,ST,Overall,2.81,6.89,19.62
2018,Hingoli,ST,Boys,3.7,6.16,17.83
2018,Hingoli,ST,Girls,1.86,7.65,21.62
2018,Jalgaon,Overall,Overall,0.24,2.53,19.26
2018,Jalgaon,Overall,Boys,0.07,2.19,19.74
2018,Jalgaon,Overall,Girls,0.44,2.94,18.63
2018,Jalgaon,General,Overall,0.0,0.0,13.66
2018,Jalgaon,General,Boys,0.0,0.0,13.09
2018,Jalgaon,General,Girls,0.0,0.0,14.36
2018,Jalgaon,OBC,Overall,2.6,4.5,17.35
2018,Jalgaon,OBC,Boys,2.32,3.9,18.63
2018,Jalgaon,OBC,Girls,2.96,5.26,15.64
2018,Jalgaon,SC,Overall,0.0,0.0,18.35
2018,Jalgaon,SC,Boys,0.0,0.0,18.22
2018,Jalgaon,SC,Girls,0.0,0.25,18.5
2018,Jalgaon,ST,Overall,0.0,4.5,32.09
2018,Jalgaon,ST,Boys,0.0,3.56,31.02
2018,Jalgaon,ST,Girls,0.22,5.6,33.56
2018,Jalna,Overall,Overall,2.2,2.88,11.98
2018,Jalna,Overall,Boys,2.82,2.06,9.82
2018,Jalna,Overall,Girls,1.47,3.76,14.61
2018,Jalna,General,Overall,0.7,0.66,9.92
2018,Jalna,General,Boys,1.23,0.0,7.67
2018,Jalna,General,Girls,0.07,1.71,12.63
2018,Jalna,OBC,Overall,4.76,5.0,13.32
2018,Jalna,OBC,Boys,5.57,4.53,11.3
2018,Jalna,OBC,Girls,3.81,5.51,15.82
2018,Jalna,SC,Overall,1.14,4.3,14.18
2018,Jalna,SC,Boys,1.65,3.52,11.83
2018,Jalna,SC,Girls,0.59,5.11,17.08
2018,Jalna,ST,Overall,0.0,0.94,13.29
2018,Jalna,ST,Boys,0.09,0.0,11.77
2018,Jalna,ST,Girls,0.0,4.39,15.55
2018,Kolhapur,Overall,Overall,0.82,2.02,7.3
2018,Kolhapur,Overall,Boys,0.81,1.67,7.57
2018,Kolhapur,Overall,Girls,0.83,2.44,6.95
2018,Kolhapur,General,Overall,0.0,2.21,5.31
2018,Kolhapur,General,Boys,0.03,2.16,5.65
2018,Kolhapur,General,Girls,0.0,2.26,4.89
2018,Kolhapur,OBC,Overall,3.45,3.77,12.77
2018,Kolhapur,OBC,Boys,3.23,2.68,13.35
2018,Kolhapur,OBC,Girls,3.71,5.08,12.05
2018,Kolhapur,SC,Overall,0.16,0.0,8.63
2018,Kolhapur,SC,Boys,0.31,0.0,8.33
2018,Kolhapur,SC,Girls,0.0,0.0,8.98
2018,Kolhapur,ST,Overall,0.0,0.0,0.0
2018,Kolhapur,ST,Boys,0.0,0.0,0.0
2018,Kolhapur,ST,Girls,0.44,0.0,0.0
2018,Latur,Overall,Overall,0.67,1.54,12.64
2018,Latur,Overall,Boys,0.48,1.01,13.07
2018,Latur,Overall,Girls,0.9,2.17,12.08
2018,Latur,General,Overall,1.06,2.08,10.15
2018,Latur,General,Boys,1.17,1.66,11.08
2018,Latur,General,Girls,0.94,2.57,8.99
2018,Latur,OBC,Overall,0.83,1.28,13.62
2018,Latur,OBC,Boys,0.33,0.74,13.69
2018,Latur,OBC,Girls,1.44,1.96,13.53
2018,Latur,SC,Overall,0.0,0.55,16.51
2018,Latur,SC,Boys,0.0,0.0,16.28
2018,Latur,SC,Girls,0.2,1.64,16.78
2018,Latur,ST,Overall,0.0,2.61,12.41
2018,Latur,ST,Boys,0.0,3.11,14.27
2018,Latur,ST,Girls,0.0,1.93,9.59
2018,Mumbai,Overall,Overall,0.0,0.0,4.85
2018,Mumbai,Overall,Boys,0.0,0.0,6.62
2018,Mumbai,Overall,Girls,0.0,0.0,2.83
2018,Mumbai,General,Overall,0.0,0.0,6.03
2018,Mumbai,General,Boys,0.0,0.0,8.1
2018,Mumbai,General,Girls,0.0,0.0,3.65
2018,Mumbai,OBC,Overall,0.0,0.0,0.0
2018,Mumbai,OBC,Boys,0.0,0.0,0.0
2018,Mumbai,OBC,Girls,0.0,0.0,0.0
2018,Mumbai,SC,Overall,0.0,0.0,9.66
2018,Mumbai,SC,Boys,0.0,0.0,11.75
2018,Mumbai,SC,Girls,0.0,0.0,7.35
2018,Mumbai,ST,Overall,0.0,0.0,0.0
2018,Mumbai,ST,Boys,0.0,0.0,0.0
2018,Mumbai,ST,Girls,0.0,0.0,0.0
2018,Mumbai Suburban,Overall,Overall,21.72,24.56,54.56
2018,Mumbai Suburban,Overall,Boys,22.02,24.15,56.54
2018,Mumbai Suburban,Overall,Girls,21.39,24.98,52.41
2018,Mumbai Suburban,General,Overall,21.77,22.88,53.38
2018,Mumbai Suburban,General,Boys,22.09,22.57,55.67
2018,Mumbai Suburban,General,Girls,21.43,23.21,50.84
2018,Mumbai Suburban,OBC,Overall,22.88,28.68,59.42
2018,Mumbai Suburban,OBC,Boys,23.25,27.7,61.16
2018,Mumbai Suburban,OBC,Girls,22.5,29.63,57.69
2018,Mumbai Suburban,SC,Overall,19.94,31.63,58.73
2018,Mumbai Suburban,SC,Boys,20.18,31.52,58.9
2018,Mumbai Suburban,SC,Girls,19.68,31.73,58.57
2018,Mumbai Suburban,ST,Overall,21.82,36.31,54.04
2018,Mumbai Suburban,ST,Boys,20.37,36.89,59.43
2018,Mumbai Suburban,ST,Girls,23.19,35.74,47.62
2018,Nagpur,Overall,Overall,0.65,0.8,9.39
2018,Nagpur,Overall,Boys,0.32,0.48,11.89
2018,Nagpur,Overall,Girls,1.01,1.15,6.62
2018,Nagpur,General,Overall,0.0,0.0,2.34
2018,Nagpur,General,Boys,0.0,0.0,4.47
2018,Nagpur,General,Girls,0.0,0.0,0.0
2018,Nagpur,OBC,Overall,2.82,2.59,10.33
2018,Nagpur,OBC,Boys,2.96,2.55,13.03
2018,Nagpur,OBC,Girls,2.67,2.64,7.33
2018,Nagpur,SC,Overall,0.8,0.57,9.82
2018,Nagpur,SC,Boys,0.88,0.28,12.41
2018,Nagpur,SC,Girls,0.71,0.88,6.99
2018,Nagpur,ST,Overall,1.97,0.83,17.02
2018,Nagpur,ST,Boys,2.34,1.14,18.89
2018,Nagpur,ST,Girls,1.59,0.5,14.95
2018,Nanded,Overall,Overall,2.09,4.26,16.07
2018,Nanded,Overall,Boys,2.37,4.01,15.17
2018,Nanded,Overall,Girls,1.79,4.52,17.06
2018,Nanded,General,Overall,0.0,0.0,8.7
2018,Nanded,General,Boys,0.0,0.0,7.99
2018,Nanded,General,Girls,0.0,0.0,9.43
2018,Nanded,OBC,Overall,5.93,8.35,20.98
2018,Nanded,OBC,Boys,6.42,7.58,19.27
2018,Nanded,OBC,Girls,5.4,9.15,22.92
2018,Nanded,SC,Overall,2.96,4.52,18.88
2018,Nanded,SC,Boys,3.31,4.46,17.77
2018,Nanded,SC,Girls,2.58,4.58,20.1
2018,Nanded,ST,Overall,0.0,6.46,16.47
2018,Nanded,ST,Boys,0.32,7.37,17.94
2018,Nanded,ST,Girls,0.0,5.53,14.82
2018,Nandurbar,Overall,Overall,2.59,5.17,21.32
2018,Nandurbar,Overall,Boys,2.81,5.01,20.53
2018,Nandurbar,Overall,Girls,2.36,5.34,22.23
2018,Nandurbar,General,Overall,0.65,1.03,12.41
2018,Nandurbar,General,Boys,1.79,0.16,12.68
2018,Nandurbar,General,Girls,0.0,2.12,12.08
2018,Nandurbar,OBC,Overall,3.77,6.07,13.8
2018,Nandurbar,OBC,Boys,3.87,6.59,14.16
2018,Nandurbar,OBC,Girls,3.65,5.45,13.35
2018,Nandurbar,SC,Overall,0.0,0.0,10.98
2018,Nandurbar,SC,Boys,0.0,0.0,12.53
2018,Nandurbar,SC,Girls,0.0,0.0,9.13
2018,Nandurbar,ST,Overall,2.98,5.87,25.11
2018,Nandurbar,ST,Boys,3.1,5.79,23.9
2018,Nandurbar,ST,Girls,2.86,5.95,26.46
2018,Nashik,Overall,Overall,0.83,2.9,17.87
2018,Nashik,Overall,Boys,1.03,2.76,17.87
2018,Nashik,Overall,Girls,0.6,3.06,17.88
2018,Nashik,General,Overall,0.0,0.0,14.72
2018,Nashik,General,Boys,0.0,0.0,14.95
2018,Nashik,General,Girls,0.0,0.0,14.46
2018,Nashik,OBC,Overall,4.79,6.54,15.72
2018,Nashik,OBC,Boys,5.74,6.3,16.26
2018,Nashik,OBC,Girls,3.66,6.83,15.07
2018,Nashik,SC,Overall,0.0,0.0,17.23
2018,Nashik,SC,Boys,0.0,0.0,17.47
2018,Nashik,SC,Girls,0.0,0.0,16.94
2018,Nashik,ST,Overall,0.0,4.48,24.19
2018,Nashik,ST,Boys,0.0,3.72,23.15
2018,Nashik,ST,Girls,0.0,5.3,25.4
2018,Palghar,Overall,Overall,1.48,6.17,16.08
2018,Palghar,Overall,Boys,1.17,5.63,16.17
2018,Palghar,Overall,Girls,1.81,6.78,15.97
2018,Palghar,General,Overall,0.3,2.74,7.65
2018,Palghar,General,Boys,0.0,2.11,6.51
2018,Palghar,General,Girls,0.9,3.5,9.05
2018,Palghar,OBC,Overall,6.18,6.13,18.15
2018,Palghar,OBC,Boys,6.03,6.2,19.93
2018,Palghar,OBC,Girls,6.34,6.05,16.18
2018,Palghar,SC,Overall,0.0,0.0,7.48
2018,Palghar,SC,Boys,0.0,0.0,8.47
2018,Palghar,SC,Girls,0.0,0.0,6.41
2018,Palghar,ST,Overall,1.73,10.92,26.04
2018,Palghar,ST,Boys,1.71,10.37,27.01
2018,Palghar,ST,Girls,1.74,11.5,24.9
2018,Parbhani,Overall,Overall,1.65,2.67,13.64
2018,Parbhani,Overall,Boys,1.57,2.03,10.89
2018,Parbhani,Overall,Girls,1.74,3.37,16.99
2018,Parbhani,General,Overall,1.2,2.82,13.72
2018,Parbhani,General,Boys,1.21,2.55,11.56
2018,Parbhani,General,Girls,1.18,3.13,16.33
2018,Parbhani,OBC,Overall,1.81,2.45,12.92
2018,Parbhani,OBC,Boys,1.92,1.51,9.58
2018,Parbhani,OBC,Girls,1.67,3.52,17.0
2018,Parbhani,SC,Overall,1.81,2.53,15.29
2018,Parbhani,SC,Boys,1.03,1.85,12.12
2018,Parbhani,SC,Girls,2.64,3.29,19.09
2018,Parbhani,ST,Overall,5.43,3.47,11.89
2018,Parbhani,ST,Boys,4.99,1.69,10.28
2018,Parbhani,ST,Girls,5.93,5.37,14.16
2018,Pune,Overall,Overall,0.09,1.06,12.07
2018,Pune,Overall,Boys,0.14,0.67,13.74
2018,Pune,Overall,Girls,0.03,1.52,10.08
2018,Pune,General,Overall,0.0,0.0,7.31
2018,Pune,General,Boys,0.0,0.0,8.89
2018,Pune,General,Girls,0.0,0.08,5.43
2018,Pune,OBC,Overall,2.85,4.95,16.7
2018,Pune,OBC,Boys,3.02,4.6,18.16
2018,Pune,OBC,Girls,2.66,5.36,14.93
2018,Pune,SC,Overall,0.0,0.0,19.71
2018,Pune,SC,Boys,0.0,0.0,22.46
2018,Pune,SC,Girls,0.13,0.6,16.59
2018,Pune,ST,Overall,0.0,0.0,14.01
2018,Pune,ST,Boys,0.0,0.0,14.18
2018,Pune,ST,Girls,0.0,0.0,13.81
2018,Raigad,Overall,Overall,0.06,1.74,16.53
2018,Raigad,Overall,Boys,0.0,0.9,17.82
2018,Raigad,Overall,Girls,0.13,2.66,15.03
2018,Raigad,General,Overall,0.0,0.0,8.89
2018,Raigad,General,Boys,0.0,0.0,9.46
2018,Raigad,General,Girls,0.0,0.0,8.22
2018,Raigad,OBC,Overall,5.89,4.92,17.26
2018,Raigad,OBC,Boys,6.41,5.01,19.81
2018,Raigad,OBC,Girls,5.33,4.83,14.4
2018,Raigad,SC,Overall,0.0,0.0,10.3
2018,Raigad,SC,Boys,0.0,0.0,12.18
2018,Raigad,SC,Girls,0.0,0.0,8.19
2018,Raigad,ST,Overall,2.11,8.5,41.19
2018,Raigad,ST,Boys,1.64,6.75,39.25
2018,Raigad,ST,Girls,2.6,10.39,43.57
2018,Ratnagiri,Overall,Overall,0.68,1.68,14.26
2018,Ratnagiri,Overall,Boys,0.48,1.42,14.63
2018,Ratnagiri,Overall,Girls,0.9,1.95,13.85
2018,Ratnagiri,General,Overall,0.0,0.0,10.39
2018,Ratnagiri,General,Boys,0.0,0.0,11.51
2018,Ratnagiri,General,Girls,0.0,0.0,9.19
2018,Ratnagiri,OBC,Overall,3.36,3.43,16.05
2018,Ratnagiri,OBC,Boys,3.07,3.26,15.97
2018,Ratnagiri,OBC,Girls,3.66,3.61,16.15
2018,Ratnagiri,SC,Overall,0.27,0.36,11.72
2018,Ratnagiri,SC,Boys,0.46,0.11,12.67
2018,Ratnagiri,SC,Girls,0.08,0.62,10.69
2018,Ratnagiri,ST,Overall,0.0,2.68,32.08
2018,Ratnagiri,ST,Boys,0.0,0.76,35.74
2018,Ratnagiri,ST,Girls,0.0,4.79,27.63
2018,Sangli,Overall,Overall,0.58,0.37,12.55
2018,Sangli,Overall,Boys,0.85,0.0,13.13
2018,Sangli,Overall,Girls,0.26,1.02,11.84
2018,Sangli,General,Overall,2.26,1.0,9.56
2018,Sangli,General,Boys,2.47,0.4,10.84
2018,Sangli,General,Girls,2.03,1.69,7.98
2018,Sangli,OBC,Overall,0.0,0.0,15.13
2018,Sangli,OBC,Boys,0.0,0.0,14.44
2018,Sangli,OBC,Girls,0.0,0.0,16.0
2018,Sangli,SC,Overall,0.88,0.57,16.11
2018,Sangli,SC,Boys,1.66,0.0,17.15
2018,Sangli,SC,Girls,0.02,1.75,14.9
2018,Sangli,ST,Overall,23.18,19.81,17.55
2018,Sangli,ST,Boys,22.52,23.05,27.82
2018,Sangli,ST,Girls,24.09,14.37,0.0
2018,Satara,Overall,Overall,0.61,1.06,10.46
2018,Satara,Overall,Boys,0.66,0.94,10.35
2018,Satara,Overall,Girls,0.55,1.2,10.59
2018,Satara,General,Overall,0.0,0.06,8.0
2018,Satara,General,Boys,0.0,0.37,8.28
2018,Satara,General,Girls,0.0,0.0,7.69
2018,Satara,OBC,Overall,2.55,2.73,13.46
2018,Satara,OBC,Boys,2.71,2.03,12.53
2018,Satara,OBC,Girls,2.36,3.52,14.55
2018,Satara,SC,Overall,0.0,0.0,12.51
2018,Satara,SC,Boys,0.0,0.0,12.46
2018,Satara,SC,Girls,0.14,0.0,12.58
2018,Satara,ST,Overall,2.67,14.06,20.48
2018,Satara,ST,Boys,3.85,14.75,24.24
2018,Satara,ST,Girls,1.26,13.12,14.89
2018,Sindhudurg,Overall,Overall,0.52,0.7,8.55
2018,Sindhudurg,Overall,Boys,0.54,0.46,9.76
2018,Sindhudurg,Overall,Girls,0.51,0.97,7.21
2018,Sindhudurg,General,Overall,0.55,0.0,8.65
2018,Sindhudurg,General,Boys,0.42,0.0,9.48
2018,Sindhudurg,General,Girls,0.69,0.52,7.74
2018,Sindhudurg,OBC,Overall,1.8,3.48,9.38
2018,Sindhudurg,OBC,Boys,1.76,4.29,10.83
2018,Sindhudurg,OBC,Girls,1.84,2.6,7.77
2018,Sindhudurg,SC,Overall,0.0,0.0,6.06
2018,Sindhudurg,SC,Boys,0.0,0.0,8.75
2018,Sindhudurg,SC,Girls,0.0,0.0,2.77
2018,Sindhudurg,ST,Overall,0.0,0.0,0.0
2018,Sindhudurg,ST,Boys,0.0,0.0,0.0
2018,Sindhudurg,ST,Girls,0.0,0.0,0.0
2018,Solapur,Overall,Overall,0.85,1.42,16.46
2018,Solapur,Overall,Boys,0.98,1.24,15.38
2018,Solapur,Overall,Girls,0.69,1.62,17.78
2018,Solapur,General,Overall,0.42,0.45,12.81
2018,Solapur,General,Boys,0.68,0.56,12.29
2018,Solapur,General,Girls,0.13,0.33,13.45
2018,Solapur,OBC,Overall,1.04,1.84,17.26
2018,Solapur,OBC,Boys,1.23,1.57,15.59
2018,Solapur,OBC,Girls,0.83,2.14,19.32
2018,Solapur,SC,Overall,0.96,2.52,21.4
2018,Solapur,SC,Boys,0.86,1.9,20.1
2018,Solapur,SC,Girls,1.06,3.19,22.92
2018,Solapur,ST,Overall,4.52,4.16,40.91
2018,Solapur,ST,Boys,3.35,3.65,41.06
2018,Solapur,ST,Girls,5.89,4.77,40.7
2018,Thane,Overall,Overall,0.36,2.3,14.66
2018,Thane,Overall,Boys,0.25,2.02,15.82
2018,Thane,Overall,Girls,0.49,2.61,13.32
2018,Thane,General,Overall,0.0,0.35,11.49
