Year,District,Social Category,Gender,Primary (I-V),Upper Primary (VI-VIII),Secondary (IX-X)
2015,Kolhapur,OBC,Girls,2.37,2.91,12.09
2015,Kolhapur,SC,Overall,2.18,3.26,17.11
2015,Kolhapur,SC,Boys,2.51,3.06,17.04
2015,Kolhapur,SC,Girls,1.82,3.49,17.18
2015,Kolhapur,ST,Overall,4.94,5.47,0.0
2015,Kolhapur,ST,Boys,10.24,9.7,0.0
2015,Kolhapur,ST,Girls,0.0,0.0,0.0
2015,Latur,Overall,Overall,4.98,4.38,11.43
2015,Latur,Overall,Boys,4.44,3.72,11.16
2015,Latur,Overall,Girls,5.61,5.18,11.8
2015,Latur,General,Overall,5.19,4.86,8.78
2015,Latur,General,Boys,4.28,4.49,8.92
2015,Latur,General,Girls,6.25,5.3,8.61
2015,Latur,OBC,Overall,4.98,3.32,12.32
2015,Latur,OBC,Boys,4.68,2.4,12.24
2015,Latur,OBC,Girls,5.34,4.53,12.44
2015,Latur,SC,Overall,5.26,4.53,15.29
2015,Latur,SC,Boys,5.23,3.95,13.81
2015,Latur,SC,Girls,5.29,5.17,17.13
2015,Latur,ST,Overall,0.0,7.54,17.33
2015,Latur,ST,Boys,0.0,5.1,15.64
2015,Latur,ST,Girls,0.67,10.81,19.83
2015,Mumbai,Overall,Overall,0.0,0.0,3.83
2015,Mumbai,Overall,Boys,0.0,0.0,6.06
2015,Mumbai,Overall,Girls,0.0,0.0,1.24
2015,Mumbai,General,Overall,0.0,0.0,3.91
2015,Mumbai,General,Boys,0.0,0.0,5.87
2015,Mumbai,General,Girls,0.0,0.0,1.64
2015,Mumbai,OBC,Overall,0.0,0.0,0.0
2015,Mumbai,OBC,Boys,0.0,0.0,1.19
2015,Mumbai,OBC,Girls,0.0,0.0,0.0
2015,Mumbai,SC,Overall,0.0,0.0,10.23
2015,Mumbai,SC,Boys,0.0,0.0,13.61
2015,Mumbai,SC,Girls,0.0,0.0,6.3
2015,Mumbai,ST,Overall,0.0,0.0,0.0
2015,Mumbai,ST,Boys,0.0,0.0,0.0
2015,Mumbai,ST,Girls,0.0,0.0,0.0
2015,Mumbai Suburban,Overall,Overall,16.34,24.6,57.4
2015,Mumbai Suburban,Overall,Boys,16.47,23.41,59.82
2015,Mumbai Suburban,Overall,Girls,16.19,25.8,54.84
2015,Mumbai Suburban,General,Overall,16.97,24.13,56.55
2015,Mumbai Suburban,General,Boys,16.99,22.84,58.9
2015,Mumbai Suburban,General,Girls,16.96,25.46,54.09
2015,Mumbai Suburban,OBC,Overall,13.12,25.54,61.07
2015,Mumbai Suburban,OBC,Boys,13.84,26.18,62.61
2015,Mumbai Suburban,OBC,Girls,12.39,24.92,59.51
2015,Mumbai Suburban,SC,Overall,13.57,25.86,58.71
2015,Mumbai Suburban,SC,Boys,14.06,24.03,61.92
2015,Mumbai Suburban,SC,Girls,13.05,27.62,55.22
2015,Mumbai Suburban,ST,Overall,11.32,27.06,52.66
2015,Mumbai Suburban,ST,Boys,12.2,25.17,59.58
2015,Mumbai Suburban,ST,Girls,10.36,29.01,44.97
2015,Nagpur,Overall,Overall,1.85,1.16,9.41
2015,Nagpur,Overall,Boys,1.8,0.67,12.04
2015,Nagpur,Overall,Girls,1.9,1.7,6.54
2015,Nagpur,General,Overall,1.34,4.5,5.3
2015,Nagpur,General,Boys,1.7,5.39,7.31
2015,Nagpur,General,Girls,0.93,3.49,3.1
2015,Nagpur,OBC,Overall,1.04,0.0,9.07
2015,Nagpur,OBC,Boys,1.05,0.0,11.77
2015,Nagpur,OBC,Girls,1.02,0.18,6.12
2015,Nagpur,SC,Overall,2.59,0.67,9.6
2015,Nagpur,SC,Boys,2.5,0.0,12.1
2015,Nagpur,SC,Girls,2.68,1.84,6.91
2015,Nagpur,ST,Overall,5.53,5.92,19.27
2015,Nagpur,ST,Boys,4.51,5.46,23.1
2015,Nagpur,ST,Girls,6.64,6.43,15.09
2015,Nanded,Overall,Overall,5.43,5.51,15.29
2015,Nanded,Overall,Boys,6.05,5.01,12.83
2015,Nanded,Overall,Girls,4.75,6.03,18.13
2015,Nanded,General,Overall,4.8,4.43,11.23
2015,Nanded,General,Boys,5.1,3.48,8.48
2015,Nanded,General,Girls,4.47,5.43,14.22
2015,Nanded,OBC,Overall,5.74,5.48,18.3
2015,Nanded,OBC,Boys,6.53,5.0,15.76
2015,Nanded,OBC,Girls,4.88,5.99,21.46
2015,Nanded,SC,Overall,5.1,5.43,16.45
2015,Nanded,SC,Boys,5.56,5.27,13.63
2015,Nanded,SC,Girls,4.6,5.59,19.59
2015,Nanded,ST,Overall,7.19,9.6,15.39
2015,Nanded,ST,Boys,8.65,9.74,14.46
2015,Nanded,ST,Girls,5.63,9.46,16.51
2015,Nandurbar,Overall,Overall,2.72,2.77,14.07
2015,Nandurbar,Overall,Boys,3.12,2.11,13.16
2015,Nandurbar,Overall,Girls,2.27,3.52,15.17
2015,Nandurbar,General,Overall,0.0,0.0,10.51
2015,Nandurbar,General,Boys,0.0,0.0,11.03
2015,Nandurbar,General,Girls,0.0,1.27,9.83
2015,Nandurbar,OBC,Overall,1.8,3.18,8.1
2015,Nandurbar,OBC,Boys,2.56,3.16,7.34
2015,Nandurbar,OBC,Girls,0.93,3.18,9.03
2015,Nandurbar,SC,Overall,4.63,1.73,7.93
2015,Nandurbar,SC,Boys,2.9,1.28,7.54
2015,Nandurbar,SC,Girls,6.49,2.25,8.41
2015,Nandurbar,ST,Overall,3.27,3.23,17.07
2015,Nandurbar,ST,Boys,3.73,2.62,15.88
2015,Nandurbar,ST,Girls,2.78,3.91,18.48
2015,Nashik,Overall,Overall,0.75,2.22,17.26
2015,Nashik,Overall,Boys,0.7,1.19,18.08
2015,Nashik,Overall,Girls,0.8,3.4,16.28
2015,Nashik,General,Overall,0.0,0.0,15.39
2015,Nashik,General,Boys,0.0,0.0,16.12
2015,Nashik,General,Girls,0.0,0.44,14.58
2015,Nashik,OBC,Overall,2.26,2.9,15.48
2015,Nashik,OBC,Boys,2.12,2.22,16.81
2015,Nashik,OBC,Girls,2.42,3.7,13.82
2015,Nashik,SC,Overall,0.07,0.0,15.55
2015,Nashik,SC,Boys,0.11,0.0,16.97
2015,Nashik,SC,Girls,0.03,0.48,13.92
2015,Nashik,ST,Overall,2.04,5.47,23.13
2015,Nashik,ST,Boys,2.06,4.12,22.97
2015,Nashik,ST,Girls,2.03,6.97,23.32
2015,Palghar,Overall,Overall,0.0,1.74,16.25
2015,Palghar,Overall,Boys,0.0,0.98,16.8
2015,Palghar,Overall,Girls,0.0,2.62,15.6
2015,Palghar,General,Overall,0.0,0.0,10.28
2015,Palghar,General,Boys,0.0,0.0,10.27
2015,Palghar,General,Girls,0.0,0.0,10.31
2015,Palghar,OBC,Overall,0.51,2.53,14.86
2015,Palghar,OBC,Boys,0.46,1.65,16.81
2015,Palghar,OBC,Girls,0.56,3.5,12.69
2015,Palghar,SC,Overall,0.0,0.0,18.98
2015,Palghar,SC,Boys,0.0,0.0,22.32
2015,Palghar,SC,Girls,0.0,0.0,15.34
2015,Palghar,ST,Overall,0.72,7.19,24.3
2015,Palghar,ST,Boys,1.19,6.13,24.4
2015,Palghar,ST,Girls,0.22,8.41,24.18
2015,Parbhani,Overall,Overall,3.64,4.8,16.33
2015,Parbhani,Overall,Boys,3.98,3.58,14.54
2015,Parbhani,Overall,Girls,3.26,6.19,18.63
2015,Parbhani,General,Overall,2.45,3.6,14.95
2015,Parbhani,General,Boys,3.15,3.01,14.13
2015,Parbhani,General,Girls,1.65,4.27,15.95
2015,Parbhani,OBC,Overall,4.57,4.96,16.96
2015,Parbhani,OBC,Boys,4.66,3.22,13.98
2015,Parbhani,OBC,Girls,4.47,6.9,20.91
2015,Parbhani,SC,Overall,5.69,7.56,18.32
2015,Parbhani,SC,Boys,5.69,5.85,16.94
2015,Parbhani,SC,Girls,5.7,9.48,20.1
2015,Parbhani,ST,Overall,0.0,3.76,17.66
2015,Parbhani,ST,Boys,0.0,2.88,14.12
2015,Parbhani,ST,Girls,0.0,4.86,22.59
2015,Pune,Overall,Overall,0.0,0.61,13.91
2015,Pune,Overall,Boys,0.0,0.0,15.15
2015,Pune,Overall,Girls,0.17,1.74,12.42
2015,Pune,General,Overall,0.0,0.4,11.16
2015,Pune,General,Boys,0.0,0.08,12.49
2015,Pune,General,Girls,0.0,0.79,9.57
2015,Pune,OBC,Overall,0.18,0.85,13.89
2015,Pune,OBC,Boys,0.0,0.0,14.65
2015,Pune,OBC,Girls,0.67,2.57,12.92
2015,Pune,SC,Overall,0.91,0.38,21.89
2015,Pune,SC,Boys,0.84,0.0,23.7
2015,Pune,SC,Girls,0.98,2.84,19.78
2015,Pune,ST,Overall,1.51,2.56,20.2
2015,Pune,ST,Boys,1.69,1.31,20.92
2015,Pune,ST,Girls,1.31,4.01,19.32
2015,Raigad,Overall,Overall,0.02,0.0,16.54
2015,Raigad,Overall,Boys,0.0,0.0,18.55
2015,Raigad,Overall,Girls,0.34,1.14,14.23
2015,Raigad,General,Overall,0.0,0.0,14.26
2015,Raigad,General,Boys,0.0,0.0,16.27
2015,Raigad,General,Girls,0.0,0.0,11.93
2015,Raigad,OBC,Overall,0.32,0.0,14.0
2015,Raigad,OBC,Boys,0.12,0.0,15.99
2015,Raigad,OBC,Girls,0.54,0.41,11.8
2015,Raigad,SC,Overall,1.2,0.0,20.38
2015,Raigad,SC,Boys,0.77,0.0,22.92
2015,Raigad,SC,Girls,1.66,0.64,17.59
2015,Raigad,ST,Overall,2.12,4.75,36.69
2015,Raigad,ST,Boys,1.73,3.11,36.45
2015,Raigad,ST,Girls,2.52,6.65,37.03
2015,Ratnagiri,Overall,Overall,1.49,1.13,15.48
2015,Ratnagiri,Overall,Boys,1.46,0.31,16.05
2015,Ratnagiri,Overall,Girls,1.52,2.0,14.86
2015,Ratnagiri,General,Overall,7.34,3.96,14.73
2015,Ratnagiri,General,Boys,6.84,2.27,15.04
2015,Ratnagiri,General,Girls,7.86,5.74,14.41
2015,Ratnagiri,OBC,Overall,0.0,0.08,15.85
2015,Ratnagiri,OBC,Boys,0.0,0.0,16.48
2015,Ratnagiri,OBC,Girls,0.0,0.52,15.15
2015,Ratnagiri,SC,Overall,1.11,0.0,14.36
2015,Ratnagiri,SC,Boys,1.34,0.0,15.69
2015,Ratnagiri,SC,Girls,0.87,0.0,12.88
2015,Ratnagiri,ST,Overall,0.0,4.98,24.94
2015,Ratnagiri,ST,Boys,0.0,3.77,20.41
2015,Ratnagiri,ST,Girls,0.0,6.22,30.73
2015,Sangli,Overall,Overall,1.57,0.66,10.98
2015,Sangli,Overall,Boys,1.64,0.0,10.92
2015,Sangli,Overall,Girls,1.49,1.98,11.06
2015,Sangli,General,Overall,1.86,0.5,9.71
2015,Sangli,General,Boys,2.11,0.0,10.34
2015,Sangli,General,Girls,1.54,1.17,8.92
2015,Sangli,OBC,Overall,1.1,1.14,11.53
2015,Sangli,OBC,Boys,0.87,0.0,10.22
2015,Sangli,OBC,Girls,1.36,3.34,13.18
2015,Sangli,SC,Overall,2.03,0.0,14.13
2015,Sangli,SC,Boys,2.13,0.0,14.78
2015,Sangli,SC,Girls,1.93,1.21,13.36
2015,Sangli,ST,Overall,0.0,0.28,18.28
2015,Sangli,ST,Boys,0.0,0.0,16.11
2015,Sangli,ST,Girls,0.0,4.28,20.59
2015,Satara,Overall,Overall,1.14,0.0,10.76
2015,Satara,Overall,Boys,1.26,0.0,10.43
2015,Satara,Overall,Girls,1.0,0.69,11.18
2015,Satara,General,Overall,1.39,0.17,10.18
2015,Satara,General,Boys,1.65,0.0,9.85
2015,Satara,General,Girls,1.09,0.86,10.58
2015,Satara,OBC,Overall,1.2,0.0,9.79
2015,Satara,OBC,Boys,1.4,0.0,9.06
2015,Satara,OBC,Girls,0.97,0.24,10.7
2015,Satara,SC,Overall,1.48,0.0,15.32
2015,Satara,SC,Boys,1.49,0.0,16.06
2015,Satara,SC,Girls,1.47,0.0,14.42
2015,Satara,ST,Overall,0.0,6.34,18.43
2015,Satara,ST,Boys,0.0,1.28,17.02
2015,Satara,ST,Girls,0.0,12.73,20.34
2015,Sindhudurg,Overall,Overall,0.0,0.31,9.36
2015,Sindhudurg,Overall,Boys,0.0,0.0,10.56
2015,Sindhudurg,Overall,Girls,0.2,0.7,8.05
2015,Sindhudurg,General,Overall,0.0,0.0,9.38
2015,Sindhudurg,General,Boys,0.0,0.0,10.62
2015,Sindhudurg,General,Girls,0.0,0.0,8.01
2015,Sindhudurg,OBC,Overall,0.62,2.21,8.89
2015,Sindhudurg,OBC,Boys,0.59,1.85,9.98
2015,Sindhudurg,OBC,Girls,0.66,2.59,7.71
2015,Sindhudurg,SC,Overall,0.0,0.11,11.72
2015,Sindhudurg,SC,Boys,0.0,0.0,13.26
2015,Sindhudurg,SC,Girls,0.0,2.11,10.09
2015,Sindhudurg,ST,Overall,2.28,4.65,7.46
2015,Sindhudurg,ST,Boys,3.29,10.29,7.54
2015,Sindhudurg,ST,Girls,1.13,0.0,7.37
2015,Solapur,Overall,Overall,1.6,1.95,18.09
2015,Solapur,Overall,Boys,1.35,0.52,16.99
2015,Solapur,Overall,Girls,1.89,3.61,19.47
2015,Solapur,General,Overall,1.68,1.41,16.88
2015,Solapur,General,Boys,0.84,0.35,16.38
2015,Solapur,General,Girls,2.63,2.65,17.51
2015,Solapur,OBC,Overall,0.61,1.89,17.37
2015,Solapur,OBC,Boys,0.82,0.12,15.61
2015,Solapur,OBC,Girls,0.38,3.94,19.63
2015,Solapur,SC,Overall,2.87,2.4,21.68
2015,Solapur,SC,Boys,3.11,0.81,20.71
2015,Solapur,SC,Girls,2.62,4.14,22.94
2015,Solapur,ST,Overall,7.93,10.78,33.7
2015,Solapur,ST,Boys,7.19,8.93,30.65
2015,Solapur,ST,Girls,8.81,13.2,38.01
2015,Thane,Overall,Overall,0.0,0.58,16.68
2015,Thane,Overall,Boys,0.0,0.0,18.1
2015,Thane,Overall,Girls,0.0,1.29,15.08
2015,Thane,General,Overall,0.0,0.0,12.84
2015,Thane,General,Boys,0.0,0.0,14.64
2015,Thane,General,Girls,0.0,0.0,10.72
2015,Thane,OBC,Overall,0.0,1.75,20.7
2015,Thane,OBC,Boys,0.0,0.0,20.92
2015,Thane,OBC,Girls,0.32,3.7,20.47
2015,Thane,SC,Overall,0.31,1.47,21.6
2015,Thane,SC,Boys,0.68,1.22,24.51
2015,Thane,SC,Girls,0.0,1.74,18.41
2015,Thane,ST,Overall,1.35,5.43,28.31
2015,Thane,ST,Boys,1.43,4.19,29.58
2015,Thane,ST,Girls,1.27,6.81,26.78
2015,Wardha,Overall,Overall,0.39,0.0,9.24
2015,Wardha,Overall,Boys,0.44,0.0,12.04
2015,Wardha,Overall,Girls,0.34,0.6,6.2
2015,Wardha,General,Overall,0.0,0.0,12.36
2015,Wardha,General,Boys,0.0,0.74,15.51
2015,Wardha,General,Girls,0.0,0.0,8.64
2015,Wardha,OBC,Overall,1.04,0.08,8.25
2015,Wardha,OBC,Boys,1.1,0.0,11.21
2015,Wardha,OBC,Girls,0.98,0.95,5.08
2015,Wardha,SC,Overall,0.38,0.0,6.37
2015,Wardha,SC,Boys,0.29,0.0,7.67
2015,Wardha,SC,Girls,0.47,0.0,4.95
2015,Wardha,ST,Overall,0.0,0.0,16.02
2015,Wardha,ST,Boys,0.0,0.0,19.58
2015,Wardha,ST,Girls,0.0,2.1,12.06
2015,Washim,Overall,Overall,1.87,1.77,12.71
2015,Washim,Overall,Boys,1.98,0.62,10.81
2015,Washim,Overall,Girls,1.74,3.05,15.03
2015,Washim,General,Overall,2.56,3.14,17.42
2015,Washim,General,Boys,1.83,0.04,15.12
2015,Washim,General,Girls,3.34,6.54,20.13
2015,Washim,OBC,Overall,1.49,1.66,11.54
2015,Washim,OBC,Boys,1.96,0.96,9.44
2015,Washim,OBC,Girls,0.94,2.45,14.1
2015,Washim,SC,Overall,1.62,0.27,10.82
2015,Washim,SC,Boys,1.38,0.0,9.44
2015,Washim,SC,Girls,1.87,1.56,12.51
2015,Washim,ST,Overall,3.92,4.21,20.73
2015,Washim,ST,Boys,3.86,3.46,19.55
2015,Washim,ST,Girls,3.99,5.08,22.34
2015,Yavatmal,Overall,Overall,2.66,4.05,14.21
2015,Yavatmal,Overall,Boys,2.86,3.48,14.58
2015,Yavatmal,Overall,Girls,2.44,4.69,13.78
2015,Yavatmal,General,Overall,1.23,2.18,15.68
2015,Yavatmal,General,Boys,1.55,1.17,17.95
2015,Yavatmal,General,Girls,0.87,3.28,13.15
2015,Yavatmal,OBC,Overall,2.59,4.6,13.82
2015,Yavatmal,OBC,Boys,2.93,4.25,14.01
2015,Yavatmal,OBC,Girls,2.22,4.99,13.61
2015,Yavatmal,SC,Overall,1.61,1.97,13.08
2015,Yavatmal,SC,Boys,1.43,0.95,13.18
2015,Yavatmal,SC,Girls,1.81,3.09,12.97
2015,Yavatmal,ST,Overall,4.43,5.03,15.18
2015,Yavatmal,ST,Boys,4.41,4.36,15.02
2015,Yavatmal,ST,Girls,4.45,5.76,15.37
2016,Ahilyanagar,Overall,Overall,0.0,0.74,9.27
2016,Ahilyanagar,Overall,Boys,0.0,0.0,8.77
2016,Ahilyanagar,Overall,Girls,0.03,1.77,9.92
2016,Ahilyanagar,General,Overall,0.35,0.68,10.82
2016,Ahilyanagar,General,Boys,0.22,0.27,11.06
2016,Ahilyanagar,General,Girls,0.52,1.19,10.48
2016,Ahilyanagar,OBC,Overall,0.0,0.0,3.37
2016,Ahilyanagar,OBC,Boys,0.0,0.0,2.18
2016,Ahilyanagar,OBC,Girls,0.0,0.62,5.02
2016,Ahilyanagar,SC,Overall,0.55,1.16,12.53
2016,Ahilyanagar,SC,Boys,0.53,0.0,12.08
2016,Ahilyanagar,SC,Girls,0.58,2.94,13.09
2016,Ahilyanagar,ST,Overall,0.0,3.0,17.01
2016,Ahilyanagar,ST,Boys,0.0,0.77,15.32
2016,Ahilyanagar,ST,Girls,0.0,5.48,19.26
2016,Akola,Overall,Overall,0.04,0.0,10.85
2016,Akola,Overall,Boys,0.0,0.0,11.03
2016,Akola,Overall,Girls,0.13,0.4,10.65
2016,Akola,General,Overall,0.19,0.0,9.47
2016,Akola,General,Boys,0.29,0.07,8.81
2016,Akola,General,Girls,0.07,0.0,10.13
2016,Akola,OBC,Overall,0.0,0.18,9.37
2016,Akola,OBC,Boys,0.0,0.0,10.0
2016,Akola,OBC,Girls,0.0,1.27,8.66
2016,Akola,SC,Overall,1.19,0.0,12.77
2016,Akola,SC,Boys,1.06,0.0,12.87
2016,Akola,SC,Girls,1.33,0.22,12.64
2016,Akola,ST,Overall,1.43,2.29,21.59
2016,Akola,ST,Boys,1.84,2.62,20.11
2016,Akola,ST,Girls,0.98,1.9,23.66
2016,Amravati,Overall,Overall,0.43,0.84,13.22
2016,Amravati,Overall,Boys,0.51,0.48,14.5
2016,Amravati,Overall,Girls,0.34,1.23,11.77
2016,Amravati,General,Overall,1.18,0.37,17.32
2016,Amravati,General,Boys,1.32,1.06,18.89
2016,Amravati,General,Girls,1.04,0.0,15.63
2016,Amravati,OBC,Overall,0.0,0.0,11.11
2016,Amravati,OBC,Boys,0.0,0.0,13.03
2016,Amravati,OBC,Girls,0.0,0.3,8.95
2016,Amravati,SC,Overall,0.78,0.0,11.54
2016,Amravati,SC,Boys,1.02,0.0,13.19
2016,Amravati,SC,Girls,0.53,0.39,9.64
2016,Amravati,ST,Overall,1.39,4.27,17.08
2016,Amravati,ST,Boys,1.46,2.85,15.81
2016,Amravati,ST,Girls,1.31,5.76,18.53
2016,Beed,Overall,Overall,2.82,2.61,7.44
2016,Beed,Overall,Boys,3.09,2.31,4.79
2016,Beed,Overall,Girls,2.5,2.96,10.89
2016,Beed,General,Overall,1.89,2.37,5.84
2016,Beed,General,Boys,2.29,2.25,3.79
2016,Beed,General,Girls,1.38,2.5,8.48
2016,Beed,OBC,Overall,3.81,2.73,8.05
2016,Beed,OBC,Boys,4.16,2.58,5.31
2016,Beed,OBC,Girls,3.35,2.9,11.68
2016,Beed,SC,Overall,3.91,3.19,10.4
2016,Beed,SC,Boys,3.81,2.34,6.68
2016,Beed,SC,Girls,4.01,4.14,15.28
2016,Beed,ST,Overall,0.0,1.43,9.76
2016,Beed,ST,Boys,0.0,0.0,3.3
2016,Beed,ST,Girls,0.0,4.76,18.88
2016,Bhandara,Overall,Overall,0.8,0.12,5.81
2016,Bhandara,Overall,Boys,0.92,0.0,6.77
2016,Bhandara,Overall,Girls,0.67,0.34,4.79
2016,Bhandara,General,Overall,0.0,7.62,12.96
2016,Bhandara,General,Boys,0.0,7.1,13.2
2016,Bhandara,General,Girls,0.27,8.17,12.67
2016,Bhandara,OBC,Overall,0.58,0.0,5.5
2016,Bhandara,OBC,Boys,0.94,0.0,6.81
2016,Bhandara,OBC,Girls,0.19,0.0,4.12
2016,Bhandara,SC,Overall,1.17,0.0,4.39
2016,Bhandara,SC,Boys,1.56,0.0,4.77
2016,Bhandara,SC,Girls,0.76,0.29,3.98
2016,Bhandara,ST,Overall,3.48,1.67,8.85
2016,Bhandara,ST,Boys,1.79,1.99,7.86
2016,Bhandara,ST,Girls,5.3,1.31,9.92
2016,Buldhana,Overall,Overall,0.54,0.91,14.66
2016,Buldhana,Overall,Boys,0.6,0.62,14.8
2016,Buldhana,Overall,Girls,0.46,1.25,14.49
2016,Buldhana,General,Overall,1.18,2.2,17.62
2016,Buldhana,General,Boys,1.0,1.59,16.72
2016,Buldhana,General,Girls,1.39,2.9,18.67
2016,Buldhana,OBC,Overall,0.12,0.0,13.37
2016,Buldhana,OBC,Boys,0.3,0.0,13.86
2016,Buldhana,OBC,Girls,0.0,0.0,12.74
2016,Buldhana,SC,Overall,0.79,1.02,14.7
2016,Buldhana,SC,Boys,0.91,0.48,14.3
2016,Buldhana,SC,Girls,0.67,1.6,15.17
2016,Buldhana,ST,Overall,1.68,7.97,20.66
2016,Buldhana,ST,Boys,1.46,7.89,23.02
2016,Buldhana,ST,Girls,1.93,8.06,17.39
2016,Chandrapur,Overall,Overall,0.33,0.03,9.1
2016,Chandrapur,Overall,Boys,0.45,0.0,10.35
2016,Chandrapur,Overall,Girls,0.19,0.51,7.68
2016,Chandrapur,General,Overall,4.11,0.93,9.54
2016,Chandrapur,General,Boys,3.84,1.01,9.57
2016,Chandrapur,General,Girls,4.42,0.84,9.5
2016,Chandrapur,OBC,Overall,0.0,0.05,8.92
2016,Chandrapur,OBC,Boys,0.0,0.0,10.47
2016,Chandrapur,OBC,Girls,0.0,0.4,7.16
2016,Chandrapur,SC,Overall,0.0,0.0,6.46
2016,Chandrapur,SC,Boys,0.2,0.0,7.91
2016,Chandrapur,SC,Girls,0.0,0.0,4.77
2016,Chandrapur,ST,Overall,0.88,1.28,11.95
2016,Chandrapur,ST,Boys,0.77,0.12,12.63
2016,Chandrapur,ST,Girls,0.99,2.52,11.18
2016,Chh. Sambhaji Nagar,Overall,Overall,0.0,2.2,5.61
2016,Chh. Sambhaji Nagar,Overall,Boys,0.0,1.43,3.83
2016,Chh. Sambhaji Nagar,Overall,Girls,0.0,3.09,7.91
2016,Chh. Sambhaji Nagar,General,Overall,0.0,2.57,5.19
2016,Chh. Sambhaji Nagar,General,Boys,0.0,1.76,3.47
2016,Chh. Sambhaji Nagar,General,Girls,0.0,3.49,7.37
2016,Chh. Sambhaji Nagar,OBC,Overall,1.55,2.28,5.0
2016,Chh. Sambhaji Nagar,OBC,Boys,1.19,1.78,3.4
2016,Chh. Sambhaji Nagar,OBC,Girls,1.99,2.89,7.17
2016,Chh. Sambhaji Nagar,SC,Overall,0.0,0.0,7.21
2016,Chh. Sambhaji Nagar,SC,Boys,0.0,0.0,6.1
2016,Chh. Sambhaji Nagar,SC,Girls,0.0,1.0,8.65
2016,Chh. Sambhaji Nagar,ST,Overall,0.19,5.54,8.39
2016,Chh. Sambhaji Nagar,ST,Boys,0.0,4.5,2.23
2016,Chh. Sambhaji Nagar,ST,Girls,0.81,6.77,17.24
2016,Dharashiv,Overall,Overall,2.44,1.78,16.15
2016,Dharashiv,Overall,Boys,2.84,1.65,14.96
2016,Dharashiv,Overall,Girls,1.99,1.91,17.59
2016,Dharashiv,General,Overall,1.46,1.21,16.71
2016,Dharashiv,General,Boys,1.73,1.5,16.13
2016,Dharashiv,General,Girls,1.14,0.88,17.38
2016,Dharashiv,OBC,Overall,3.69,1.57,14.85
2016,Dharashiv,OBC,Boys,4.25,1.35,13.36
2016,Dharashiv,OBC,Girls,3.05,1.81,16.65
2016,Dharashiv,SC,Overall,2.73,2.76,16.13
2016,Dharashiv,SC,Boys,3.14,1.78,13.28
2016,Dharashiv,SC,Girls,2.3,3.8,19.55
2016,Dharashiv,ST,Overall,4.47,7.38,20.15
2016,Dharashiv,ST,Boys,5.39,5.95,20.22
2016,Dharashiv,ST,Girls,3.4,9.27,20.04
2016,Dhule,Overall,Overall,0.51,1.32,13.42
2016,Dhule,Overall,Boys,0.43,0.78,12.74
2016,Dhule,Overall,Girls,0.6,1.96,14.32
2016,Dhule,General,Overall,5.38,3.14,15.36
2016,Dhule,General,Boys,6.47,2.87,16.5
2016,Dhule,General,Girls,4.15,3.42,14.01
2016,Dhule,OBC,Overall,0.0,0.0,6.85
2016,Dhule,OBC,Boys,0.0,0.0,6.05
2016,Dhule,OBC,Girls,0.0,0.31,7.89
2016,Dhule,SC,Overall,0.0,0.0,14.46
2016,Dhule,SC,Boys,0.0,0.0,13.95
2016,Dhule,SC,Girls,0.0,0.0,15.08
2016,Dhule,ST,Overall,1.81,2.7,23.78
2016,Dhule,ST,Boys,1.8,1.76,22.11
2016,Dhule,ST,Girls,1.83,3.85,26.12
2016,Gadchiroli,Overall,Overall,2.65,1.52,8.41
2016,Gadchiroli,Overall,Boys,2.68,1.18,8.99
2016,Gadchiroli,Overall,Girls,2.62,1.89,7.75
2016,Gadchiroli,General,Overall,1.21,0.0,6.76
2016,Gadchiroli,General,Boys,1.08,0.0,5.07
2016,Gadchiroli,General,Girls,1.36,0.33,8.54
2016,Gadchiroli,OBC,Overall,0.09,1.33,6.02
2016,Gadchiroli,OBC,Boys,0.53,0.88,6.87
2016,Gadchiroli,OBC,Girls,0.0,1.8,5.1
2016,Gadchiroli,SC,Overall,2.07,1.04,4.19
2016,Gadchiroli,SC,Boys,2.59,0.22,3.47
2016,Gadchiroli,SC,Girls,1.51,1.91,4.98
2016,Gadchiroli,ST,Overall,5.23,2.19,12.75
2016,Gadchiroli,ST,Boys,4.88,2.08,13.84
2016,Gadchiroli,ST,Girls,5.59,2.32,11.46
2016,Gondia,Overall,Overall,0.56,0.18,5.39
2016,Gondia,Overall,Boys,0.66,0.06,6.38
2016,Gondia,Overall,Girls,0.45,0.31,4.36
2016,Gondia,General,Overall,1.17,2.54,2.38
2016,Gondia,General,Boys,0.0,0.32,2.13
2016,Gondia,General,Girls,2.62,4.89,2.65
2016,Gondia,OBC,Overall,0.48,0.0,5.21
2016,Gondia,OBC,Boys,0.54,0.0,6.69
2016,Gondia,OBC,Girls,0.42,0.0,3.62
2016,Gondia,SC,Overall,1.05,1.36,3.88
2016,Gondia,SC,Boys,1.05,2.03,4.11
2016,Gondia,SC,Girls,1.04,0.65,3.61
2016,Gondia,ST,Overall,0.25,0.11,8.07
2016,Gondia,ST,Boys,1.1,0.02,8.3
2016,Gondia,ST,Girls,0.0,0.2,7.84
2016,Hingoli,Overall,Overall,3.78,4.12,13.05
2016,Hingoli,Overall,Boys,4.15,3.76,12.01
2016,Hingoli,Overall,Girls,3.37,4.51,14.31
2016,Hingoli,General,Overall,3.58,3.13,10.93
2016,Hingoli,General,Boys,3.97,2.65,9.6
2016,Hingoli,General,Girls,3.13,3.63,12.47
