Year,District,Rural/Urban,Type of School,Central Govt,Government Aided,Local Body,Others,Private Unaided (Recognized)
2019,Satara,Rural,Secondary School (VI-X),,169.0,0.0,1.0,31.0
2019,Satara,Rural,Secondary School (I-X),,228.0,0.0,3.0,56.0
2019,Satara,Rural,Higher Secondary School (I-XII),,99.0,0.0,0.0,24.0
2019,Satara,Urban,Primary School (I-V),,46.0,82.0,2.0,15.0
2019,Satara,Urban,Upper Primary School (I-VIII),,18.0,45.0,3.0,25.0
2019,Satara,Urban,Secondary School (VI-X),,9.0,0.0,0.0,6.0
2019,Satara,Urban,Secondary School (I-X),,26.0,1.0,0.0,39.0
2019,Satara,Urban,Higher Secondary School (I-XII),,33.0,1.0,0.0,18.0
2020,Satara,Rural,Primary School (I-V),,26.0,1815.0,4.0,57.0
2020,Satara,Rural,Upper Primary School (I-VIII),,31.0,800.0,3.0,65.0
2020,Satara,Rural,Secondary School (VI-X),,169.0,0.0,1.0,31.0
2020,Satara,Rural,Secondary School (I-X),,229.0,0.0,3.0,57.0
2020,Satara,Rural,Higher Secondary School (I-XII),,99.0,0.0,0.0,27.0
2020,Satara,Urban,Primary School (I-V),,46.0,81.0,2.0,14.0
2020,Satara,Urban,Upper Primary School (I-VIII),,18.0,45.0,3.0,25.0
2020,Satara,Urban,Secondary School (VI-X),,8.0,0.0,1.0,6.0
2020,Satara,Urban,Secondary School (I-X),,26.0,1.0,0.0,40.0
2020,Satara,Urban,Higher Secondary School (I-XII),,33.0,1.0,0.0,18.0
2021,Satara,Rural,Primary School (I-V),,25.0,1812.0,4.0,49.0
2021,Satara,Rural,Upper Primary School (I-VIII),,31.0,800.0,3.0,58.0
2021,Satara,Rural,Secondary School (VI-X),,169.0,0.0,1.0,31.0
2021,Satara,Rural,Secondary School (I-X),,230.0,0.0,3.0,53.0
2021,Satara,Rural,Higher Secondary School (I-XII),,99.0,0.0,0.0,28.0
2021,Satara,Urban,Primary School (I-V),,47.0,84.0,2.0,16.0
2021,Satara,Urban,Upper Primary School (I-VIII),,18.0,45.0,3.0,27.0
2021,Satara,Urban,Secondary School (VI-X),,9.0,0.0,1.0,6.0
2021,Satara,Urban,Secondary School (I-X),,26.0,1.0,0.0,39.0
2021,Satara,Urban,Higher Secondary School (I-XII),,33.0,1.0,0.0,20.0
2012,Sindhudurg,Rural,Primary School (I-V),,12.0,948.0,14.0,12.0
2012,Sindhudurg,Rural,Upper Primary School (I-VIII),,2.0,493.0,3.0,4.0
2012,Sindhudurg,Rural,Secondary School (VI-X),,64.0,0.0,4.0,8.0
2012,Sindhudurg,Rural,Secondary School (I-X),,75.0,0.0,0.0,11.0
2012,Sindhudurg,Rural,Higher Secondary School (I-XII),,39.0,0.0,0.0,1.0
2012,Sindhudurg,Urban,Primary School (I-V),,7.0,18.0,2.0,3.0
2012,Sindhudurg,Urban,Upper Primary School (I-VIII),,2.0,14.0,0.0,3.0
2012,Sindhudurg,Urban,Secondary School (VI-X),,1.0,0.0,0.0,0.0
2012,Sindhudurg,Urban,Secondary School (I-X),,6.0,0.0,1.0,3.0
2012,Sindhudurg,Urban,Higher Secondary School (I-XII),,5.0,0.0,0.0,0.0
2013,Sindhudurg,Rural,Primary School (I-V),0.0,15.0,945.0,8.0,17.0
2013,Sindhudurg,Rural,Upper Primary School (I-VIII),0.0,3.0,493.0,2.0,5.0
2013,Sindhudurg,Rural,Secondary School (VI-X),0.0,0.0,0.0,77.0,0.0
2013,Sindhudurg,Rural,Secondary School (I-X),0.0,75.0,0.0,0.0,11.0
2013,Sindhudurg,Rural,Higher Secondary School (I-XII),0.0,39.0,0.0,0.0,1.0
2013,Sindhudurg,Urban,Primary School (I-V),,7.0,18.0,1.0,3.0
2013,Sindhudurg,Urban,Upper Primary School (I-VIII),,2.0,14.0,0.0,4.0
2013,Sindhudurg,Urban,Secondary School (VI-X),,0.0,0.0,1.0,0.0
2013,Sindhudurg,Urban,Secondary School (I-X),,6.0,0.0,0.0,4.0
2013,Sindhudurg,Urban,Higher Secondary School (I-XII),,5.0,0.0,0.0,0.0
2014,Sindhudurg,Rural,Primary School (I-V),0.0,14.0,945.0,2.0,19.0
2014,Sindhudurg,Rural,Upper Primary School (I-VIII),0.0,2.0,493.0,1.0,7.0
2014,Sindhudurg,Rural,Secondary School (VI-X),0.0,64.0,0.0,4.0,8.0
2014,Sindhudurg,Rural,Secondary School (I-X),0.0,75.0,0.0,0.0,11.0
2014,Sindhudurg,Rural,Higher Secondary School (I-XII),0.0,39.0,0.0,0.0,1.0
2014,Sindhudurg,Urban,Primary School (I-V),,7.0,16.0,1.0,3.0
2014,Sindhudurg,Urban,Upper Primary School (I-VIII),,2.0,14.0,0.0,3.0
2014,Sindhudurg,Urban,Secondary School (VI-X),,1.0,0.0,0.0,0.0
2014,Sindhudurg,Urban,Secondary School (I-X),,6.0,0.0,0.0,4.0
2014,Sindhudurg,Urban,Higher Secondary School (I-XII),,5.0,0.0,0.0,0.0
2015,Sindhudurg,Rural,Primary School (I-V),1.0,14.0,940.0,1.0,19.0
2015,Sindhudurg,Rural,Upper Primary School (I-VIII),1.0,2.0,493.0,0.0,7.0
2015,Sindhudurg,Rural,Secondary School (VI-X),0.0,65.0,0.0,4.0,7.0
2015,Sindhudurg,Rural,Secondary School (I-X),0.0,75.0,0.0,0.0,11.0
2015,Sindhudurg,Rural,Higher Secondary School (I-XII),0.0,39.0,0.0,0.0,1.0
2015,Sindhudurg,Urban,Primary School (I-V),1.0,7.0,15.0,0.0,3.0
2015,Sindhudurg,Urban,Upper Primary School (I-VIII),0.0,2.0,14.0,0.0,3.0
2015,Sindhudurg,Urban,Secondary School (VI-X),0.0,1.0,0.0,0.0,0.0
2015,Sindhudurg,Urban,Secondary School (I-X),0.0,6.0,0.0,0.0,4.0
2015,Sindhudurg,Urban,Higher Secondary School (I-XII),0.0,5.0,0.0,0.0,0.0
2016,Sindhudurg,Rural,Primary School (I-V),0.0,13.0,934.0,1.0,26.0
2016,Sindhudurg,Rural,Upper Primary School (I-VIII),0.0,2.0,492.0,0.0,7.0
2016,Sindhudurg,Rural,Secondary School (VI-X),0.0,66.0,0.0,3.0,8.0
2016,Sindhudurg,Rural,Secondary School (I-X),0.0,75.0,0.0,0.0,11.0
2016,Sindhudurg,Rural,Higher Secondary School (I-XII),0.0,39.0,0.0,0.0,1.0
2016,Sindhudurg,Urban,Primary School (I-V),,7.0,15.0,1.0,4.0
2016,Sindhudurg,Urban,Upper Primary School (I-VIII),,2.0,14.0,0.0,3.0
2016,Sindhudurg,Urban,Secondary School (VI-X),,1.0,0.0,0.0,0.0
2016,Sindhudurg,Urban,Secondary School (I-X),,6.0,0.0,0.0,4.0
2016,Sindhudurg,Urban,Higher Secondary School (I-XII),,5.0,0.0,0.0,0.0
2017,Sindhudurg,Rural,Primary School (I-V),,12.0,924.0,1.0,20.0
2017,Sindhudurg,Rural,Upper Primary School (I-VIII),,2.0,483.0,2.0,15.0
2017,Sindhudurg,Rural,Secondary School (VI-X),,66.0,0.0,2.0,8.0
2017,Sindhudurg,Rural,Secondary School (I-X),,63.0,0.0,0.0,16.0
2017,Sindhudurg,Rural,Higher Secondary School (I-XII),,50.0,0.0,0.0,2.0
2017,Sindhudurg,Urban,Primary School (I-V),,7.0,18.0,1.0,3.0
2017,Sindhudurg,Urban,Upper Primary School (I-VIII),,2.0,17.0,0.0,0.0
2017,Sindhudurg,Urban,Secondary School (VI-X),,1.0,0.0,0.0,0.0
2017,Sindhudurg,Urban,Secondary School (I-X),,6.0,0.0,0.0,7.0
2017,Sindhudurg,Urban,Higher Secondary School (I-XII),,5.0,0.0,0.0,0.0
2018,Sindhudurg,Rural,Primary School (I-V),,12.0,892.0,2.0,22.0
2018,Sindhudurg,Rural,Upper Primary School (I-VIII),,2.0,485.0,2.0,11.0
2018,Sindhudurg,Rural,Secondary School (VI-X),,65.0,0.0,1.0,9.0
2018,Sindhudurg,Rural,Secondary School (I-X),,63.0,0.0,0.0,19.0
2018,Sindhudurg,Rural,Higher Secondary School (I-XII),,50.0,0.0,0.0,2.0
2018,Sindhudurg,Urban,Primary School (I-V),,7.0,17.0,,3.0
2018,Sindhudurg,Urban,Upper Primary School (I-VIII),,2.0,20.0,,1.0
2018,Sindhudurg,Urban,Secondary School (VI-X),,1.0,0.0,,0.0
2018,Sindhudurg,Urban,Secondary School (I-X),,6.0,0.0,,7.0
2018,Sindhudurg,Urban,Higher Secondary School (I-XII),,5.0,0.0,,0.0
2019,Sindhudurg,Rural,Primary School (I-V),,11.0,855.0,2.0,18.0
2019,Sindhudurg,Rural,Upper Primary School (I-VIII),,2.0,477.0,3.0,11.0
2019,Sindhudurg,Rural,Secondary School (VI-X),,66.0,0.0,1.0,7.0
2019,Sindhudurg,Rural,Secondary School (I-X),,61.0,0.0,0.0,18.0
2019,Sindhudurg,Rural,Higher Secondary School (I-XII),,45.0,0.0,0.0,2.0
2019,Sindhudurg,Urban,Primary School (I-V),,7.0,28.0,,5.0
2019,Sindhudurg,Urban,Upper Primary School (I-VIII),,2.0,29.0,,3.0
2019,Sindhudurg,Urban,Secondary School (VI-X),,1.0,0.0,,1.0
2019,Sindhudurg,Urban,Secondary School (I-X),,9.0,0.0,,9.0
2019,Sindhudurg,Urban,Higher Secondary School (I-XII),,9.0,0.0,,0.0
2020,Sindhudurg,Rural,Primary School (I-V),,12.0,856.0,2.0,17.0
2020,Sindhudurg,Rural,Upper Primary School (I-VIII),,2.0,477.0,2.0,11.0
2020,Sindhudurg,Rural,Secondary School (VI-X),,66.0,0.0,1.0,7.0
2020,Sindhudurg,Rural,Secondary School (I-X),,61.0,0.0,0.0,18.0
2020,Sindhudurg,Rural,Higher Secondary School (I-XII),,44.0,0.0,0.0,2.0
2020,Sindhudurg,Urban,Primary School (I-V),,7.0,28.0,1.0,5.0
2020,Sindhudurg,Urban,Upper Primary School (I-VIII),,2.0,29.0,0.0,4.0
2020,Sindhudurg,Urban,Secondary School (VI-X),,1.0,0.0,0.0,1.0
2020,Sindhudurg,Urban,Secondary School (I-X),,9.0,0.0,0.0,8.0
2020,Sindhudurg,Urban,Higher Secondary School (I-XII),,9.0,0.0,0.0,0.0
2021,Sindhudurg,Rural,Primary School (I-V),,12.0,853.0,2.0,16.0
2021,Sindhudurg,Rural,Upper Primary School (I-VIII),,2.0,478.0,3.0,9.0
2021,Sindhudurg,Rural,Secondary School (VI-X),,66.0,0.0,0.0,7.0
2021,Sindhudurg,Rural,Secondary School (I-X),,62.0,0.0,0.0,21.0
2021,Sindhudurg,Rural,Higher Secondary School (I-XII),,43.0,0.0,0.0,2.0
2021,Sindhudurg,Urban,Primary School (I-V),,8.0,28.0,,4.0
2021,Sindhudurg,Urban,Upper Primary School (I-VIII),,2.0,28.0,,4.0
2021,Sindhudurg,Urban,Secondary School (VI-X),,1.0,0.0,,1.0
2021,Sindhudurg,Urban,Secondary School (I-X),,9.0,0.0,,7.0
2021,Sindhudurg,Urban,Higher Secondary School (I-XII),,9.0,0.0,,0.0
2012,Solapur,Rural,Primary School (I-V),,34.0,2086.0,59.0,57.0
2012,Solapur,Rural,Upper Primary School (I-VIII),,13.0,721.0,48.0,15.0
2012,Solapur,Rural,Secondary School (VI-X),,77.0,0.0,12.0,73.0
2012,Solapur,Rural,Secondary School (I-X),,253.0,1.0,12.0,36.0
2012,Solapur,Rural,Higher Secondary School (I-XII),,151.0,0.0,8.0,17.0
2012,Solapur,Urban,Primary School (I-V),,123.0,86.0,33.0,42.0
2012,Solapur,Urban,Upper Primary School (I-VIII),,141.0,55.0,68.0,31.0
2012,Solapur,Urban,Secondary School (VI-X),,27.0,0.0,5.0,30.0
2012,Solapur,Urban,Secondary School (I-X),,69.0,1.0,5.0,25.0
2012,Solapur,Urban,Higher Secondary School (I-XII),,51.0,1.0,1.0,7.0
2013,Solapur,Rural,Primary School (I-V),0.0,56.0,2090.0,8.0,113.0
2013,Solapur,Rural,Upper Primary School (I-VIII),0.0,49.0,718.0,2.0,27.0
2013,Solapur,Rural,Secondary School (VI-X),0.0,24.0,0.0,126.0,15.0
2013,Solapur,Rural,Secondary School (I-X),0.0,256.0,1.0,2.0,41.0
2013,Solapur,Rural,Higher Secondary School (I-XII),0.0,159.0,0.0,1.0,17.0
2013,Solapur,Urban,Primary School (I-V),1.0,135.0,95.0,3.0,60.0
2013,Solapur,Urban,Upper Primary School (I-VIII),0.0,158.0,111.0,1.0,33.0
2013,Solapur,Urban,Secondary School (VI-X),1.0,18.0,4.0,34.0,5.0
2013,Solapur,Urban,Secondary School (I-X),1.0,71.0,2.0,1.0,25.0
2013,Solapur,Urban,Higher Secondary School (I-XII),1.0,50.0,1.0,0.0,8.0
2014,Solapur,Rural,Primary School (I-V),0.0,59.0,2083.0,7.0,152.0
2014,Solapur,Rural,Upper Primary School (I-VIII),0.0,52.0,712.0,0.0,30.0
2014,Solapur,Rural,Secondary School (VI-X),0.0,85.0,0.0,1.0,87.0
2014,Solapur,Rural,Secondary School (I-X),0.0,258.0,1.0,2.0,41.0
2014,Solapur,Rural,Higher Secondary School (I-XII),0.0,165.0,0.0,0.0,14.0
2014,Solapur,Urban,Primary School (I-V),1.0,136.0,96.0,0.0,56.0
2014,Solapur,Urban,Upper Primary School (I-VIII),0.0,161.0,110.0,1.0,33.0
2014,Solapur,Urban,Secondary School (VI-X),1.0,26.0,5.0,0.0,30.0
2014,Solapur,Urban,Secondary School (I-X),1.0,73.0,2.0,0.0,28.0
2014,Solapur,Urban,Higher Secondary School (I-XII),1.0,49.0,1.0,0.0,8.0
2015,Solapur,Rural,Primary School (I-V),0.0,58.0,2056.0,8.0,180.0
2015,Solapur,Rural,Upper Primary School (I-VIII),1.0,54.0,713.0,2.0,41.0
2015,Solapur,Rural,Secondary School (VI-X),0.0,89.0,0.0,1.0,81.0
2015,Solapur,Rural,Secondary School (I-X),0.0,259.0,1.0,2.0,42.0
2015,Solapur,Rural,Higher Secondary School (I-XII),1.0,169.0,0.0,0.0,10.0
2015,Solapur,Urban,Primary School (I-V),1.0,137.0,95.0,3.0,53.0
2015,Solapur,Urban,Upper Primary School (I-VIII),0.0,166.0,107.0,2.0,35.0
2015,Solapur,Urban,Secondary School (VI-X),0.0,27.0,5.0,0.0,31.0
2015,Solapur,Urban,Secondary School (I-X),1.0,73.0,2.0,0.0,29.0
2015,Solapur,Urban,Higher Secondary School (I-XII),1.0,49.0,1.0,0.0,9.0
2016,Solapur,Rural,Primary School (I-V),0.0,59.0,2043.0,5.0,218.0
2016,Solapur,Rural,Upper Primary School (I-VIII),0.0,56.0,713.0,4.0,50.0
2016,Solapur,Rural,Secondary School (VI-X),0.0,89.0,0.0,0.0,80.0
2016,Solapur,Rural,Secondary School (I-X),0.0,263.0,1.0,2.0,39.0
2016,Solapur,Rural,Higher Secondary School (I-XII),0.0,169.0,0.0,0.0,15.0
2016,Solapur,Urban,Primary School (I-V),1.0,142.0,95.0,2.0,59.0
2016,Solapur,Urban,Upper Primary School (I-VIII),0.0,169.0,107.0,1.0,36.0
2016,Solapur,Urban,Secondary School (VI-X),0.0,32.0,5.0,0.0,28.0
2016,Solapur,Urban,Secondary School (I-X),1.0,73.0,2.0,0.0,31.0
2016,Solapur,Urban,Higher Secondary School (I-XII),1.0,49.0,1.0,0.0,9.0
2017,Solapur,Rural,Primary School (I-V),,56.0,2038.0,3.0,189.0
2017,Solapur,Rural,Upper Primary School (I-VIII),,55.0,700.0,3.0,69.0
2017,Solapur,Rural,Secondary School (VI-X),,81.0,0.0,0.0,62.0
2017,Solapur,Rural,Secondary School (I-X),,261.0,1.0,3.0,60.0
2017,Solapur,Rural,Higher Secondary School (I-XII),,187.0,0.0,1.0,37.0
2017,Solapur,Urban,Primary School (I-V),,132.0,102.0,3.0,44.0
2017,Solapur,Urban,Upper Primary School (I-VIII),,171.0,97.0,1.0,50.0
2017,Solapur,Urban,Secondary School (VI-X),,31.0,5.0,1.0,22.0
2017,Solapur,Urban,Secondary School (I-X),,74.0,2.0,1.0,39.0
2017,Solapur,Urban,Higher Secondary School (I-XII),,52.0,1.0,1.0,12.0
2018,Solapur,Rural,Primary School (I-V),,56.0,2028.0,0.0,184.0
2018,Solapur,Rural,Upper Primary School (I-VIII),,57.0,704.0,1.0,68.0
2018,Solapur,Rural,Secondary School (VI-X),,107.0,0.0,0.0,49.0
2018,Solapur,Rural,Secondary School (I-X),,265.0,1.0,2.0,48.0
2018,Solapur,Rural,Higher Secondary School (I-XII),,187.0,0.0,1.0,29.0
2018,Solapur,Urban,Primary School (I-V),,128.0,103.0,2.0,43.0
2018,Solapur,Urban,Upper Primary School (I-VIII),,170.0,95.0,1.0,48.0
2018,Solapur,Urban,Secondary School (VI-X),,33.0,5.0,1.0,25.0
2018,Solapur,Urban,Secondary School (I-X),,76.0,2.0,1.0,36.0
2018,Solapur,Urban,Higher Secondary School (I-XII),,53.0,1.0,1.0,9.0
2019,Solapur,Rural,Primary School (I-V),,57.0,2023.0,0.0,183.0
2019,Solapur,Rural,Upper Primary School (I-VIII),,59.0,708.0,1.0,72.0
2019,Solapur,Rural,Secondary School (VI-X),,110.0,0.0,1.0,46.0
2019,Solapur,Rural,Secondary School (I-X),,264.0,1.0,2.0,55.0
2019,Solapur,Rural,Higher Secondary School (I-XII),,189.0,0.0,1.0,30.0
2019,Solapur,Urban,Primary School (I-V),,125.0,102.0,2.0,39.0
2019,Solapur,Urban,Upper Primary School (I-VIII),,169.0,95.0,1.0,47.0
2019,Solapur,Urban,Secondary School (VI-X),,33.0,5.0,1.0,27.0
2019,Solapur,Urban,Secondary School (I-X),,77.0,2.0,0.0,37.0
2019,Solapur,Urban,Higher Secondary School (I-XII),,53.0,1.0,1.0,11.0
2020,Solapur,Rural,Primary School (I-V),,57.0,2021.0,0.0,175.0
2020,Solapur,Rural,Upper Primary School (I-VIII),,61.0,709.0,1.0,72.0
2020,Solapur,Rural,Secondary School (VI-X),,110.0,0.0,1.0,44.0
2020,Solapur,Rural,Secondary School (I-X),,265.0,1.0,2.0,57.0
2020,Solapur,Rural,Higher Secondary School (I-XII),,190.0,0.0,1.0,28.0
2020,Solapur,Urban,Primary School (I-V),,125.0,102.0,0.0,38.0
2020,Solapur,Urban,Upper Primary School (I-VIII),,169.0,95.0,0.0,46.0
2020,Solapur,Urban,Secondary School (VI-X),,35.0,5.0,1.0,23.0
2020,Solapur,Urban,Secondary School (I-X),,77.0,2.0,0.0,37.0
2020,Solapur,Urban,Higher Secondary School (I-XII),,53.0,1.0,1.0,12.0
2021,Solapur,Rural,Primary School (I-V),,52.0,1993.0,0.0,145.0
2021,Solapur,Rural,Upper Primary School (I-VIII),,62.0,702.0,1.0,63.0
2021,Solapur,Rural,Secondary School (VI-X),,107.0,0.0,1.0,41.0
2021,Solapur,Rural,Secondary School (I-X),,266.0,0.0,2.0,54.0
2021,Solapur,Rural,Higher Secondary School (I-XII),,180.0,0.0,1.0,28.0
2021,Solapur,Urban,Primary School (I-V),,130.0,126.0,0.0,46.0
2021,Solapur,Urban,Upper Primary School (I-VIII),,167.0,104.0,0.0,46.0
2021,Solapur,Urban,Secondary School (VI-X),,37.0,5.0,1.0,25.0
2021,Solapur,Urban,Secondary School (I-X),,77.0,3.0,0.0,44.0
2021,Solapur,Urban,Higher Secondary School (I-XII),,62.0,1.0,1.0,13.0
2014,Thane,Rural,Primary School (I-V),,13.0,1032.0,9.0,36.0
2014,Thane,Rural,Upper Primary School (I-VIII),,35.0,336.0,12.0,67.0
2014,Thane,Rural,Secondary School (VI-X),,43.0,0.0,1.0,69.0
2014,Thane,Rural,Secondary School (I-X),,45.0,0.0,8.0,21.0
2014,Thane,Rural,Higher Secondary School (I-XII),,33.0,0.0,8.0,4.0
2014,Thane,Urban,Primary School (I-V),0.0,133.0,83.0,14.0,149.0
2014,Thane,Urban,Upper Primary School (I-VIII),0.0,302.0,387.0,18.0,576.0
2014,Thane,Urban,Secondary School (VI-X),0.0,130.0,38.0,6.0,422.0
2014,Thane,Urban,Secondary School (I-X),1.0,95.0,2.0,1.0,71.0
2014,Thane,Urban,Higher Secondary School (I-XII),3.0,65.0,0.0,0.0,31.0
2015,Thane,Rural,Primary School (I-V),,11.0,1031.0,12.0,45.0
2015,Thane,Rural,Upper Primary School (I-VIII),,39.0,328.0,17.0,74.0
2015,Thane,Rural,Secondary School (VI-X),,56.0,0.0,1.0,57.0
2015,Thane,Rural,Secondary School (I-X),,46.0,0.0,11.0,19.0
2015,Thane,Rural,Higher Secondary School (I-XII),,32.0,0.0,8.0,3.0
2015,Thane,Urban,Primary School (I-V),0.0,135.0,83.0,35.0,153.0
2015,Thane,Urban,Upper Primary School (I-VIII),0.0,304.0,392.0,44.0,614.0
2015,Thane,Urban,Secondary School (VI-X),0.0,156.0,39.0,8.0,422.0
2015,Thane,Urban,Secondary School (I-X),1.0,94.0,2.0,1.0,71.0
2015,Thane,Urban,Higher Secondary School (I-XII),3.0,66.0,0.0,0.0,32.0
2016,Thane,Rural,Primary School (I-V),,8.0,1013.0,11.0,52.0
2016,Thane,Rural,Upper Primary School (I-VIII),,29.0,315.0,15.0,41.0
2016,Thane,Rural,Secondary School (VI-X),,51.0,0.0,2.0,28.0
2016,Thane,Rural,Secondary School (I-X),,45.0,0.0,8.0,19.0
2016,Thane,Rural,Higher Secondary School (I-XII),,30.0,0.0,8.0,3.0
2016,Thane,Urban,Primary School (I-V),0.0,139.0,90.0,27.0,158.0
2016,Thane,Urban,Upper Primary School (I-VIII),0.0,322.0,386.0,59.0,680.0
2016,Thane,Urban,Secondary School (VI-X),0.0,167.0,39.0,7.0,451.0
2016,Thane,Urban,Secondary School (I-X),1.0,96.0,2.0,6.0,78.0
2016,Thane,Urban,Higher Secondary School (I-XII),3.0,68.0,0.0,0.0,35.0
2017,Thane,Rural,Primary School (I-V),,8.0,972.0,21.0,44.0
2017,Thane,Rural,Upper Primary School (I-VIII),,26.0,325.0,22.0,58.0
2017,Thane,Rural,Secondary School (VI-X),,48.0,0.0,1.0,25.0
2017,Thane,Rural,Secondary School (I-X),,49.0,0.0,11.0,29.0
2017,Thane,Rural,Higher Secondary School (I-XII),,30.0,0.0,10.0,10.0
2017,Thane,Urban,Primary School (I-V),,133.0,77.0,30.0,133.0
2017,Thane,Urban,Upper Primary School (I-VIII),,328.0,384.0,78.0,678.0
2017,Thane,Urban,Secondary School (VI-X),,173.0,14.0,8.0,404.0
2017,Thane,Urban,Secondary School (I-X),,94.0,3.0,10.0,94.0
2017,Thane,Urban,Higher Secondary School (I-XII),,70.0,0.0,5.0,65.0
2018,Thane,Rural,Primary School (I-V),,8.0,973.0,19.0,53.0
2018,Thane,Rural,Upper Primary School (I-VIII),,26.0,324.0,13.0,61.0
2018,Thane,Rural,Secondary School (VI-X),,48.0,0.0,1.0,26.0
2018,Thane,Rural,Secondary School (I-X),,50.0,0.0,12.0,33.0
2018,Thane,Rural,Higher Secondary School (I-XII),,30.0,0.0,10.0,14.0
2018,Thane,Urban,Primary School (I-V),,131.0,77.0,34.0,161.0
2018,Thane,Urban,Upper Primary School (I-VIII),,325.0,382.0,58.0,693.0
2018,Thane,Urban,Secondary School (VI-X),,174.0,13.0,10.0,403.0
2018,Thane,Urban,Secondary School (I-X),,93.0,3.0,8.0,94.0
2018,Thane,Urban,Higher Secondary School (I-XII),,69.0,0.0,3.0,74.0
2019,Thane,Rural,Primary School (I-V),,8.0,969.0,23.0,49.0
2019,Thane,Rural,Upper Primary School (I-VIII),,27.0,325.0,14.0,58.0
2019,Thane,Rural,Secondary School (VI-X),,50.0,0.0,1.0,25.0
2019,Thane,Rural,Secondary School (I-X),,49.0,0.0,14.0,39.0
2019,Thane,Rural,Higher Secondary School (I-XII),,30.0,0.0,9.0,24.0
2019,Thane,Urban,Primary School (I-V),,130.0,74.0,46.0,156.0
2019,Thane,Urban,Upper Primary School (I-VIII),,326.0,381.0,54.0,690.0
2019,Thane,Urban,Secondary School (VI-X),,171.0,15.0,6.0,396.0
2019,Thane,Urban,Secondary School (I-X),,93.0,3.0,7.0,102.0
2019,Thane,Urban,Higher Secondary School (I-XII),,69.0,0.0,3.0,89.0
2020,Thane,Rural,Primary School (I-V),,7.0,965.0,18.0,45.0
2020,Thane,Rural,Upper Primary School (I-VIII),,25.0,315.0,15.0,51.0
2020,Thane,Rural,Secondary School (VI-X),,49.0,0.0,0.0,21.0
2020,Thane,Rural,Secondary School (I-X),,49.0,0.0,14.0,33.0
2020,Thane,Rural,Higher Secondary School (I-XII),,27.0,0.0,8.0,22.0
2020,Thane,Urban,Primary School (I-V),,133.0,76.0,46.0,153.0
2020,Thane,Urban,Upper Primary School (I-VIII),,330.0,390.0,51.0,705.0
2020,Thane,Urban,Secondary School (VI-X),,174.0,15.0,6.0,400.0
2020,Thane,Urban,Secondary School (I-X),,93.0,5.0,8.0,110.0
2020,Thane,Urban,Higher Secondary School (I-XII),,71.0,0.0,3.0,101.0
2021,Thane,Rural,Primary School (I-V),,10.0,976.0,16.0,45.0
2021,Thane,Rural,Upper Primary School (I-VIII),,40.0,333.0,14.0,98.0
2021,Thane,Rural,Secondary School (VI-X),,57.0,0.0,0.0,44.0
2021,Thane,Rural,Secondary School (I-X),,51.0,0.0,14.0,46.0
2021,Thane,Rural,Higher Secondary School (I-XII),,29.0,0.0,8.0,37.0
2021,Thane,Urban,Primary School (I-V),,129.0,64.0,37.0,142.0
2021,Thane,Urban,Upper Primary School (I-VIII),,315.0,374.0,42.0,655.0
2021,Thane,Urban,Secondary School (VI-X),,167.0,15.0,2.0,374.0
2021,Thane,Urban,Secondary School (I-X),,91.0,5.0,5.0,100.0
2021,Thane,Urban,Higher Secondary School (I-XII),,69.0,0.0,3.0,96.0
2012,Wardha,Rural,Primary School (I-V),,9.0,630.0,14.0,19.0
2012,Wardha,Rural,Upper Primary School (I-VIII),,4.0,296.0,10.0,18.0
2012,Wardha,Rural,Secondary School (VI-X),,37.0,0.0,3.0,10.0
2012,Wardha,Rural,Secondary School (I-X),,80.0,0.0,8.0,11.0
2012,Wardha,Rural,Higher Secondary School (I-XII),,53.0,0.0,2.0,2.0
2012,Wardha,Urban,Primary School (I-V),,24.0,53.0,16.0,25.0
2012,Wardha,Urban,Upper Primary School (I-VIII),,16.0,3.0,4.0,23.0
2012,Wardha,Urban,Secondary School (VI-X),,3.0,0.0,0.0,7.0
2012,Wardha,Urban,Secondary School (I-X),,21.0,1.0,1.0,5.0
2012,Wardha,Urban,Higher Secondary School (I-XII),,15.0,8.0,2.0,3.0
2013,Wardha,Rural,Primary School (I-V),0.0,16.0,627.0,4.0,26.0
2013,Wardha,Rural,Upper Primary School (I-VIII),0.0,11.0,296.0,4.0,19.0
2013,Wardha,Rural,Secondary School (VI-X),0.0,0.0,0.0,53.0,0.0
2013,Wardha,Rural,Secondary School (I-X),0.0,84.0,0.0,5.0,11.0
2013,Wardha,Rural,Higher Secondary School (I-XII),0.0,55.0,0.0,0.0,3.0
2013,Wardha,Urban,Primary School (I-V),0.0,25.0,53.0,3.0,36.0
2013,Wardha,Urban,Upper Primary School (I-VIII),0.0,17.0,3.0,1.0,24.0
2013,Wardha,Urban,Secondary School (VI-X),0.0,0.0,0.0,10.0,0.0
2013,Wardha,Urban,Secondary School (I-X),0.0,21.0,1.0,0.0,5.0
2013,Wardha,Urban,Higher Secondary School (I-XII),1.0,15.0,8.0,1.0,3.0
2014,Wardha,Rural,Primary School (I-V),0.0,16.0,628.0,2.0,40.0
2014,Wardha,Rural,Upper Primary School (I-VIII),0.0,11.0,296.0,4.0,21.0
2014,Wardha,Rural,Secondary School (VI-X),0.0,43.0,0.0,0.0,11.0
2014,Wardha,Rural,Secondary School (I-X),0.0,84.0,0.0,5.0,11.0
