Year,District,Age Group,Gender,Primary,Middle,Matriculation/Secondary,Higher Secondary/ Intermediate/ Pre University/ Senior Secondary,Non technical diploma or certificate not equal to degree,Technical diploma or certificate not equal to degree,Graduate and above
1991,Dharashiv,75-79,Male,680,270,60,10,10,10,0
1991,Gadchiroli,75-79,Male,210,10,40,0,0,0,0
1991,Jalgaon,75-79,Male,2220,1490,720,50,10,80,80
1991,Jalna,75-79,Male,620,120,50,0,0,0,10
1991,Kolhapur,75-79,Male,1370,1101,430,70,0,40,120
1991,Latur,75-79,Male,960,230,60,10,0,0,20
1991,Nagpur,75-79,Male,1880,780,640,130,10,30,480
1991,Nashik,75-79,Male,1520,960,370,20,10,20,100
1991,Parbhani,75-79,Male,810,310,100,0,0,0,20
1991,Pune,75-79,Male,2370,1590,1610,210,0,190,1000
1991,Raigad,75-79,Male,790,410,210,10,0,0,70
1991,Ratnagiri,75-79,Male,940,500,90,10,0,20,60
1991,Sangli,75-79,Male,1190,1250,370,40,0,10,120
1991,Satara,75-79,Male,1450,1350,410,40,20,60,110
1991,Sindhudurg,75-79,Male,920,360,140,10,0,10,60
1991,Solapur,75-79,Male,1690,1040,340,30,0,30,120
1991,Thane,75-79,Male,1420,850,1222,150,0,100,310
1991,Wardha,75-79,Male,770,380,160,20,0,0,60
1991,Yavatmal,75-79,Male,960,480,100,10,0,0,60
2001,Ahilyanagar,75-79,Male,2649,205,682,129,1,59,230
2001,Akola,75-79,Male,859,245,371,62,1,10,102
2001,Amravati,75-79,Male,1658,459,620,109,0,26,261
2001,Beed,75-79,Male,830,115,224,47,1,6,60
2001,Bhandara,75-79,Male,270,67,101,23,0,12,31
2001,Buldhana,75-79,Male,1188,232,293,53,0,9,78
2001,Chandrapur,75-79,Male,488,147,231,44,1,8,84
2001,Chhatrapati Sambhaji Nagar,75-79,Male,1052,228,482,106,0,25,259
2001,Dharashiv,75-79,Male,952,144,258,46,2,8,62
2001,Dhule,75-79,Male,1585,105,327,61,3,45,128
2001,Gadchiroli,75-79,Male,133,42,24,5,0,0,7
2001,Gondia,75-79,Male,272,68,103,20,0,6,32
2001,Hingoli,75-79,Male,277,61,76,16,0,0,18
2001,Jalgaon,75-79,Male,3708,385,1082,229,2,134,358
2001,Jalna,75-79,Male,594,106,147,36,0,2,32
2001,Kolhapur,75-79,Male,2786,224,765,168,0,58,360
2001,Latur,75-79,Male,977,169,243,74,0,5,103
2001,Mumbai City,75-79,Male,2252,809,2756,902,13,116,2105
2001,Mumbai Suburban,75-79,Male,4129,1381,5611,1722,18,277,3388
2001,Nagpur,75-79,Male,1345,636,1432,291,5,62,988
2001,Nanded,75-79,Male,775,151,274,73,2,6,95
2001,Nandurbar,75-79,Male,640,60,129,29,0,12,34
2001,Nashik,75-79,Male,2811,300,1046,217,4,79,355
2001,Parbhani,75-79,Male,543,100,174,27,2,4,42
2001,Pune,75-79,Male,4486,621,3085,793,16,267,2188
2001,Raigad,75-79,Male,1191,135,407,106,1,24,121
2001,Ratnagiri,75-79,Male,1337,130,349,46,0,8,94
2001,Sangli,75-79,Male,2925,167,589,136,3,73,239
2001,Satara,75-79,Male,3471,229,633,130,1,47,198
2001,Sindhudurg,75-79,Male,1104,142,373,84,1,9,63
2001,Solapur,75-79,Male,2846,337,794,237,1,39,259
2001,Thane,75-79,Male,3119,679,2902,722,9,148,1101
2001,Wardha,75-79,Male,531,165,262,53,1,9,88
2001,Washim,75-79,Male,381,87,121,26,0,8,43
2001,Yavatmal,75-79,Male,802,219,269,76,0,10,96
2011,Ahilyanagar,75-79,Male,3967,578,1331,377,4,125,631
2011,Akola,75-79,Male,1185,391,825,226,0,55,430
2011,Amravati,75-79,Male,2318,842,1357,382,5,131,822
2011,Beed,75-79,Male,1119,274,504,161,3,15,207
2011,Bhandara,75-79,Male,372,148,288,80,0,44,163
2011,Buldhana,75-79,Male,1558,452,805,209,2,57,305
2011,Chandrapur,75-79,Male,776,296,471,119,1,47,211
2011,Chhatrapati Sambhaji Nagar,75-79,Male,1529,394,989,379,6,78,812
2011,Dharashiv,75-79,Male,1241,274,515,161,0,31,231
2011,Dhule,75-79,Male,1794,265,596,162,8,137,311
2011,Gadchiroli,75-79,Male,253,82,89,46,0,5,28
2011,Gondia,75-79,Male,453,122,204,75,0,40,167
2011,Hingoli,75-79,Male,407,100,179,57,2,6,75
2011,Jalgaon,75-79,Male,4649,855,2017,523,16,272,766
2011,Jalna,75-79,Male,761,203,333,81,0,5,123
2011,Kolhapur,75-79,Male,3751,599,1727,503,9,144,1073
2011,Latur,75-79,Male,1170,352,672,219,3,29,363
2011,Mumbai City,75-79,Male,2047,1012,2813,1883,29,245,3431
2011,Mumbai Suburban,75-79,Male,5029,2292,7390,4907,92,798,8019
2011,Nagpur,75-79,Male,1711,1087,2331,742,17,289,2519
2011,Nanded,75-79,Male,937,333,535,225,3,17,335
2011,Nandurbar,75-79,Male,860,149,293,91,0,49,97
2011,Nashik,75-79,Male,3895,749,2101,543,15,212,1006
2011,Parbhani,75-79,Male,643,164,355,94,0,8,169
2011,Pune,75-79,Male,6442,1354,4625,2055,125,611,5182
2011,Raigad,75-79,Male,1780,402,926,378,4,61,437
2011,Ratnagiri,75-79,Male,2023,401,798,168,3,39,216
2011,Sangli,75-79,Male,4216,574,1521,418,5,187,736
2011,Satara,75-79,Male,4863,727,1576,430,6,101,658
2011,Sindhudurg,75-79,Male,1584,359,716,197,1,37,188
2011,Solapur,75-79,Male,3748,609,1508,424,10,113,778
2011,Thane,75-79,Male,4529,1827,5333,2661,51,442,3259
2011,Wardha,75-79,Male,839,352,543,160,2,60,299
2011,Washim,75-79,Male,646,176,321,99,0,24,91
2011,Yavatmal,75-79,Male,1309,470,732,188,4,57,324
1991,Ahilyanagar,75-79,Female,240,90,60,0,0,0,0
1991,Amravati,75-79,Female,410,100,0,0,0,0,0
1991,Beed,75-79,Female,60,0,10,0,0,0,10
1991,Buldhana,75-79,Female,240,10,0,10,0,0,0
1991,Chandrapur,75-79,Female,110,0,20,0,0,0,0
1991,Chhatrapati Sambhaji Nagar,75-79,Female,190,20,0,0,0,0,20
1991,Dharashiv,75-79,Female,70,30,0,0,0,0,10
1991,Gadchiroli,75-79,Female,10,0,0,0,0,0,0
1991,Jalgaon,75-79,Female,280,50,40,10,0,10,0
1991,Jalna,75-79,Female,40,0,10,0,0,0,0
1991,Kolhapur,75-79,Female,290,150,80,10,0,0,0
1991,Latur,75-79,Female,50,0,0,0,0,0,0
1991,Nagpur,75-79,Female,860,180,70,20,10,0,30
1991,Nashik,75-79,Female,320,140,40,0,0,0,0
1991,Parbhani,75-79,Female,100,20,10,10,0,0,0
1991,Pune,75-79,Female,1140,650,300,90,20,20,220
1991,Raigad,75-79,Female,310,70,60,20,0,0,0
1991,Ratnagiri,75-79,Female,220,70,0,0,0,0,0
1991,Sangli,75-79,Female,240,70,60,10,0,10,0
1991,Satara,75-79,Female,240,110,50,0,10,0,0
1991,Sindhudurg,75-79,Female,140,30,40,0,0,0,0
1991,Solapur,75-79,Female,260,140,70,30,0,10,10
1991,Thane,75-79,Female,1110,290,100,40,0,10,0
1991,Wardha,75-79,Female,100,20,10,0,0,0,0
1991,Yavatmal,75-79,Female,160,20,10,0,0,0,0
2001,Ahilyanagar,75-79,Female,673,86,117,40,0,15,53
2001,Akola,75-79,Female,264,97,66,14,0,0,24
2001,Amravati,75-79,Female,378,152,136,35,0,3,42
2001,Beed,75-79,Female,108,16,17,15,0,1,6
2001,Bhandara,75-79,Female,35,29,18,2,0,1,2
2001,Buldhana,75-79,Female,210,50,32,12,0,2,7
2001,Chandrapur,75-79,Female,100,54,36,9,1,0,14
2001,Chhatrapati Sambhaji Nagar,75-79,Female,299,65,97,23,0,3,41
2001,Dharashiv,75-79,Female,133,30,24,10,0,0,9
2001,Dhule,75-79,Female,315,30,52,17,0,7,11
2001,Gadchiroli,75-79,Female,19,9,3,1,0,0,0
2001,Gondia,75-79,Female,60,18,16,3,0,0,4
2001,Hingoli,75-79,Female,42,8,4,0,0,0,1
2001,Jalgaon,75-79,Female,858,117,112,28,0,13,41
2001,Jalna,75-79,Female,98,19,20,6,0,0,4
2001,Kolhapur,75-79,Female,679,84,176,55,0,7,48
2001,Latur,75-79,Female,138,30,37,9,0,2,13
2001,Mumbai City,75-79,Female,2604,678,1698,554,4,40,957
2001,Mumbai Suburban,75-79,Female,4480,1095,2278,692,3,117,946
2001,Nagpur,75-79,Female,577,368,522,108,0,14,229
2001,Nanded,75-79,Female,159,29,49,15,0,2,18
2001,Nandurbar,75-79,Female,122,7,13,2,0,1,3
2001,Nashik,75-79,Female,843,114,207,60,1,16,78
2001,Parbhani,75-79,Female,94,12,17,6,0,0,3
2001,Pune,75-79,Female,2608,490,1464,454,4,94,762
2001,Raigad,75-79,Female,474,65,88,34,0,3,33
2001,Ratnagiri,75-79,Female,394,31,44,12,0,1,15
2001,Sangli,75-79,Female,593,56,101,28,0,13,39
2001,Satara,75-79,Female,601,60,103,19,1,8,33
2001,Sindhudurg,75-79,Female,313,19,38,10,0,2,13
2001,Solapur,75-79,Female,703,108,116,49,0,8,33
2001,Thane,75-79,Female,2415,492,814,259,5,36,246
2001,Wardha,75-79,Female,122,49,62,18,0,1,14
2001,Washim,75-79,Female,61,12,13,4,0,2,2
2001,Yavatmal,75-79,Female,173,59,38,17,0,0,16
2011,Ahilyanagar,75-79,Female,1254,209,322,100,2,31,147
2011,Akola,75-79,Female,542,155,198,58,0,7,71
2011,Amravati,75-79,Female,1009,373,324,109,0,14,149
2011,Beed,75-79,Female,255,45,68,29,0,2,30
2011,Bhandara,75-79,Female,85,70,83,27,1,1,23
2011,Buldhana,75-79,Female,466,113,131,53,0,2,49
2011,Chandrapur,75-79,Female,208,129,124,48,0,10,35
2011,Chhatrapati Sambhaji Nagar,75-79,Female,690,167,329,136,4,11,206
2011,Dharashiv,75-79,Female,284,55,65,20,0,3,19
2011,Dhule,75-79,Female,710,99,131,57,0,21,83
2011,Gadchiroli,75-79,Female,53,25,31,12,0,1,8
2011,Gondia,75-79,Female,125,60,62,25,0,3,17
2011,Hingoli,75-79,Female,120,35,22,15,0,0,8
2011,Jalgaon,75-79,Female,2046,309,381,130,2,45,157
2011,Jalna,75-79,Female,248,70,78,24,0,1,16
2011,Kolhapur,75-79,Female,1454,196,424,130,0,15,206
2011,Latur,75-79,Female,311,80,140,50,0,2,45
2011,Mumbai City,75-79,Female,2986,871,2035,1558,19,94,2090
2011,Mumbai Suburban,75-79,Female,7025,2214,4627,2962,17,375,3291
2011,Nagpur,75-79,Female,1136,712,1252,305,6,65,791
2011,Nanded,75-79,Female,345,92,97,57,0,2,46
2011,Nandurbar,75-79,Female,301,41,64,32,1,9,16
2011,Nashik,75-79,Female,1750,309,583,148,1,50,281
2011,Parbhani,75-79,Female,201,55,69,25,0,4,18
2011,Pune,75-79,Female,4216,926,2709,1328,27,159,2342
2011,Raigad,75-79,Female,979,202,302,141,1,17,180
2011,Ratnagiri,75-79,Female,1004,112,153,43,0,7,69
2011,Sangli,75-79,Female,1278,170,314,121,3,37,181
2011,Satara,75-79,Female,1502,191,284,98,2,24,132
2011,Sindhudurg,75-79,Female,758,71,103,54,1,3,63
2011,Solapur,75-79,Female,1296,229,330,109,2,24,182
2011,Thane,75-79,Female,4626,1265,2503,1266,12,139,1282
2011,Wardha,75-79,Female,287,118,118,30,0,13,54
2011,Washim,75-79,Female,184,64,49,22,0,1,14
2011,Yavatmal,75-79,Female,385,152,164,55,0,6,58
1991,Ahilyanagar,80+,Male,1660,960,230,30,10,20,80
1991,Amravati,80+,Male,1740,960,350,40,0,20,170
1991,Beed,80+,Male,1120,410,150,0,0,0,30
1991,Buldhana,80+,Male,1120,700,110,10,0,20,20
1991,Chandrapur,80+,Male,620,400,120,50,0,10,110
1991,Chhatrapati Sambhaji Nagar,80+,Male,1340,420,200,20,0,20,80
1991,Dharashiv,80+,Male,900,270,90,30,0,0,10
1991,Gadchiroli,80+,Male,240,110,10,10,0,0,10
1991,Jalgaon,80+,Male,2220,1320,360,70,30,90,20
1991,Jalna,80+,Male,780,180,100,0,0,0,50
1991,Kolhapur,80+,Male,1190,1230,390,50,0,0,130
1991,Latur,80+,Male,1150,300,70,10,0,10,0
1991,Nagpur,80+,Male,2280,1000,770,140,0,50,640
1991,Nashik,80+,Male,1580,940,420,50,0,70,60
1991,Parbhani,80+,Male,1030,300,150,0,10,0,20
1991,Pune,80+,Male,2810,1950,1630,300,0,150,1060
1991,Raigad,80+,Male,1090,520,200,20,10,10,60
1991,Ratnagiri,80+,Male,1050,490,290,30,0,0,70
1991,Sangli,80+,Male,1420,1050,490,110,0,10,140
1991,Satara,80+,Male,1870,1390,420,40,20,50,160
1991,Sindhudurg,80+,Male,850,350,110,10,0,10,40
1991,Solapur,80+,Male,1810,1030,450,30,0,30,110
1991,Thane,80+,Male,2040,1270,1310,130,0,60,410
1991,Wardha,80+,Male,850,340,130,30,0,10,50
1991,Yavatmal,80+,Male,1130,340,130,30,0,10,20
2001,Ahilyanagar,80+,Male,2694,391,767,221,1,54,343
2001,Akola,80+,Male,849,265,372,63,1,9,108
2001,Amravati,80+,Male,1570,487,659,171,2,23,244
2001,Beed,80+,Male,870,132,260,68,0,4,111
2001,Bhandara,80+,Male,213,56,79,23,0,7,40
2001,Buldhana,80+,Male,1107,240,306,57,1,9,74
2001,Chandrapur,80+,Male,435,153,202,67,0,8,84
2001,Chhatrapati Sambhaji Nagar,80+,Male,1185,235,608,171,2,28,288
2001,Dharashiv,80+,Male,1174,225,349,99,0,13,132
2001,Dhule,80+,Male,1231,92,272,60,0,24,114
2001,Gadchiroli,80+,Male,135,44,37,14,0,1,11
2001,Gondia,80+,Male,234,70,80,18,0,3,35
2001,Hingoli,80+,Male,337,59,83,26,0,1,29
2001,Jalgaon,80+,Male,3225,371,807,218,2,86,293
2001,Jalna,80+,Male,635,165,186,55,0,3,61
2001,Kolhapur,80+,Male,2804,316,832,239,3,46,397
2001,Latur,80+,Male,1095,228,375,112,0,12,186
2001,Mumbai City,80+,Male,2072,717,2628,854,10,142,1832
2001,Mumbai Suburban,80+,Male,3572,1226,4268,1395,13,224,2556
2001,Nagpur,80+,Male,1323,629,1259,258,3,69,834
2001,Nanded,80+,Male,1000,209,386,155,2,11,174
2001,Nandurbar,80+,Male,558,66,98,30,0,11,47
2001,Nashik,80+,Male,2506,372,924,236,2,75,410
2001,Parbhani,80+,Male,507,108,172,32,1,3,61
2001,Pune,80+,Male,4316,717,2726,758,10,277,2041
2001,Raigad,80+,Male,1114,198,381,107,1,26,143
2001,Ratnagiri,80+,Male,1101,130,300,48,1,8,70
2001,Sangli,80+,Male,3187,258,596,173,3,44,272
2001,Satara,80+,Male,3202,313,655,155,1,35,235
2001,Sindhudurg,80+,Male,940,124,267,61,0,13,75
2001,Solapur,80+,Male,3181,466,859,261,0,49,272
2001,Thane,80+,Male,2795,660,2324,656,1,124,959
2001,Wardha,80+,Male,507,158,218,82,0,9,72
2001,Washim,80+,Male,371,82,126,46,0,3,38
2001,Yavatmal,80+,Male,838,272,329,118,0,15,117
2011,Ahilyanagar,80+,Male,3574,860,1389,634,2,131,698
2011,Akola,80+,Male,959,406,572,231,1,30,262
2011,Amravati,80+,Male,2094,859,981,367,4,75,591
2011,Beed,80+,Male,1156,271,425,177,3,17,241
2011,Bhandara,80+,Male,372,274,270,125,1,24,108
2011,Buldhana,80+,Male,1320,412,510,197,2,26,189
2011,Chandrapur,80+,Male,750,425,434,218,2,24,201
2011,Chhatrapati Sambhaji Nagar,80+,Male,1702,683,1128,543,3,72,769
2011,Dharashiv,80+,Male,1407,293,475,174,1,14,190
2011,Dhule,80+,Male,1565,371,678,361,4,92,379
2011,Gadchiroli,80+,Male,266,169,123,72,0,8,26
2011,Gondia,80+,Male,338,209,207,121,0,17,90
2011,Hingoli,80+,Male,467,128,152,69,0,2,55
2011,Jalgaon,80+,Male,4135,962,1907,776,20,275,874
2011,Jalna,80+,Male,999,408,496,218,3,10,163
2011,Kolhapur,80+,Male,3574,712,1553,666,7,129,898
2011,Latur,80+,Male,1483,474,743,334,2,37,362
2011,Mumbai City,80+,Male,2430,1276,2928,1963,31,239,3478
2011,Mumbai Suburban,80+,Male,5499,2928,6805,4544,75,564,6714
2011,Nagpur,80+,Male,1768,1246,2034,806,21,155,1866
2011,Nanded,80+,Male,1261,457,582,326,3,19,294
2011,Nandurbar,80+,Male,721,153,280,144,1,31,140
2011,Nashik,80+,Male,3323,804,1686,636,13,141,891
2011,Parbhani,80+,Male,851,309,396,172,1,10,139
2011,Pune,80+,Male,6302,1656,4506,2162,136,543,4848
2011,Raigad,80+,Male,1752,597,1009,446,17,72,464
2011,Ratnagiri,80+,Male,1510,253,591,146,1,26,151
2011,Sangli,80+,Male,4093,623,1290,516,12,156,604
2011,Satara,80+,Male,4561,720,1356,508,5,109,643
2011,Sindhudurg,80+,Male,1222,292,527,161,0,23,150
2011,Solapur,80+,Male,4055,965,1558,597,14,118,753
2011,Thane,80+,Male,5122,2504,5343,3006,53,389,3601
2011,Wardha,80+,Male,556,274,344,107,2,28,161
2011,Washim,80+,Male,597,201,273,147,1,8,95
2011,Yavatmal,80+,Male,1212,478,555,225,2,19,238
1991,Ahilyanagar,80+,Female,200,110,80,0,0,0,10
1991,Amravati,80+,Female,360,80,20,10,0,0,10
1991,Beed,80+,Female,90,10,0,0,0,0,10
1991,Buldhana,80+,Female,350,90,30,0,0,0,0
1991,Chandrapur,80+,Female,200,70,0,0,0,0,30
1991,Chhatrapati Sambhaji Nagar,80+,Female,120,90,10,10,0,0,0
1991,Dharashiv,80+,Female,150,20,0,0,0,0,0
1991,Gadchiroli,80+,Female,30,10,0,0,0,0,0
1991,Jalgaon,80+,Female,360,110,30,0,0,0,10
1991,Jalna,80+,Female,100,20,20,0,0,0,10
1991,Kolhapur,80+,Female,300,120,40,0,0,0,10
1991,Latur,80+,Female,70,40,0,0,0,0,20
1991,Nagpur,80+,Female,640,210,100,30,0,0,40
1991,Nashik,80+,Female,310,150,60,20,0,0,0
1991,Parbhani,80+,Female,110,50,20,0,0,0,0
1991,Pune,80+,Female,1490,670,440,90,0,10,270
1991,Raigad,80+,Female,340,280,40,10,0,0,10
1991,Ratnagiri,80+,Female,370,150,0,10,0,10,0
1991,Sangli,80+,Female,300,170,30,10,0,0,0
1991,Satara,80+,Female,380,330,40,0,0,0,0
1991,Sindhudurg,80+,Female,170,40,0,0,0,0,10
1991,Solapur,80+,Female,360,150,80,0,0,10,0
1991,Thane,80+,Female,890,460,350,130,10,10,140
1991,Wardha,80+,Female,130,50,10,0,0,0,0
1991,Yavatmal,80+,Female,100,40,0,0,0,0,0
2001,Ahilyanagar,80+,Female,799,164,183,57,0,8,72
2001,Akola,80+,Female,258,57,54,18,0,0,23
2001,Amravati,80+,Female,409,176,163,50,0,3,49
2001,Beed,80+,Female,176,26,35,19,0,0,14
2001,Bhandara,80+,Female,34,16,16,7,0,1,5
2001,Buldhana,80+,Female,184,33,43,7,0,4,7
2001,Chandrapur,80+,Female,101,60,52,16,0,0,14
2001,Chhatrapati Sambhaji Nagar,80+,Female,364,78,103,37,0,1,56
2001,Dharashiv,80+,Female,322,78,57,18,0,0,10
2001,Dhule,80+,Female,228,42,44,20,0,4,10
2001,Gadchiroli,80+,Female,27,13,9,3,0,1,0
2001,Gondia,80+,Female,64,22,15,1,0,0,4
2001,Hingoli,80+,Female,61,10,7,1,0,0,3
2001,Jalgaon,80+,Female,603,104,111,48,0,6,40
2001,Jalna,80+,Female,165,37,33,9,0,0,5
2001,Kolhapur,80+,Female,835,134,163,54,0,9,66
2001,Latur,80+,Female,259,79,69,31,0,0,23
2001,Mumbai City,80+,Female,2369,591,1443,444,5,36,723
2001,Mumbai Suburban,80+,Female,3691,819,1547,485,3,68,723
2001,Nagpur,80+,Female,572,343,328,97,0,9,201
2001,Nanded,80+,Female,288,66,81,34,0,2,24
2001,Nandurbar,80+,Female,107,19,23,9,0,2,3
2001,Nashik,80+,Female,794,149,198,76,1,16,95
2001,Parbhani,80+,Female,94,21,20,5,0,0,5
2001,Pune,80+,Female,2357,434,1026,304,4,50,579
2001,Raigad,80+,Female,402,68,66,21,0,4,28
2001,Ratnagiri,80+,Female,323,33,17,16,0,1,16
2001,Sangli,80+,Female,642,86,136,37,2,10,51
2001,Satara,80+,Female,672,99,126,42,0,2,41
2001,Sindhudurg,80+,Female,271,47,38,13,0,0,13
2001,Solapur,80+,Female,858,166,167,58,0,4,50
2001,Thane,80+,Female,1855,397,545,202,0,15,235
2001,Wardha,80+,Female,118,45,46,26,0,2,13
2001,Washim,80+,Female,87,27,21,5,0,0,2
2001,Yavatmal,80+,Female,197,67,63,22,0,2,26
2011,Ahilyanagar,80+,Female,1570,516,572,262,5,42,209
2011,Akola,80+,Female,491,226,238,104,1,5,81
2011,Amravati,80+,Female,932,483,418,217,1,14,182
2011,Beed,80+,Female,351,115,125,75,0,4,53
2011,Bhandara,80+,Female,161,195,153,87,0,4,58
2011,Buldhana,80+,Female,492,194,152,87,0,5,69
2011,Chandrapur,80+,Female,356,270,251,119,0,3,93
2011,Chhatrapati Sambhaji Nagar,80+,Female,1027,384,480,287,5,12,247
2011,Dharashiv,80+,Female,383,135,150,88,0,4,48
2011,Dhule,80+,Female,764,258,302,183,0,22,127
2011,Gadchiroli,80+,Female,119,87,60,43,0,1,11
2011,Gondia,80+,Female,192,157,102,68,0,4,37
2011,Hingoli,80+,Female,172,81,51,28,0,1,17
2011,Jalgaon,80+,Female,2014,632,728,374,5,49,320
2011,Jalna,80+,Female,548,198,203,87,1,3,61
2011,Kolhapur,80+,Female,1587,470,737,295,5,34,260
2011,Latur,80+,Female,548,275,310,151,0,5,111
2011,Mumbai City,80+,Female,3304,1114,2249,1592,19,106,2221
2011,Mumbai Suburban,80+,Female,7320,2402,3977,2648,29,234,3183
2011,Nagpur,80+,Female,1191,918,1143,512,1,45,762
2011,Nanded,80+,Female,530,219,188,132,2,3,87
2011,Nandurbar,80+,Female,325,100,104,63,0,5,26
2011,Nashik,80+,Female,1791,496,663,293,5,46,331
2011,Parbhani,80+,Female,395,151,144,65,0,4,52
2011,Pune,80+,Female,4678,1402,2839,1453,48,151,2538
2011,Raigad,80+,Female,1122,402,410,235,0,22,282
2011,Ratnagiri,80+,Female,754,106,118,44,2,4,43
2011,Sangli,80+,Female,1382,348,490,196,0,30,224
2011,Satara,80+,Female,1556,425,538,241,1,22,220
2011,Sindhudurg,80+,Female,587,91,135,59,1,3,49
2011,Solapur,80+,Female,1717,560,601,237,3,24,232
2011,Thane,80+,Female,5013,1994,2731,1676,10,130,2102
2011,Wardha,80+,Female,218,143,115,55,1,4,47
2011,Washim,80+,Female,268,126,120,48,0,0,25
2011,Yavatmal,80+,Female,561,274,213,106,0,2,57
1991,Ahilyanagar,Age not stated,Male,490,410,150,80,0,0,120
1991,Amravati,Age not stated,Male,270,180,170,30,0,30,30
1991,Beed,Age not stated,Male,290,100,80,30,10,10,40
1991,Buldhana,Age not stated,Male,40,20,30,10,10,0,20
1991,Chandrapur,Age not stated,Male,640,410,190,180,0,40,90
1991,Chhatrapati Sambhaji Nagar,Age not stated,Male,410,250,180,100,0,0,110
1991,Dharashiv,Age not stated,Male,260,220,40,30,0,0,60
1991,Gadchiroli,Age not stated,Male,200,100,50,0,0,40,30
1991,Jalgaon,Age not stated,Male,330,300,70,80,30,30,110
1991,Jalna,Age not stated,Male,250,130,60,30,0,10,10
1991,Kolhapur,Age not stated,Male,370,230,140,30,10,0,30
1991,Latur,Age not stated,Male,70,50,20,10,0,0,40
1991,Nagpur,Age not stated,Male,950,550,370,140,0,50,250
1991,Nashik,Age not stated,Male,370,430,240,40,0,70,180
1991,Parbhani,Age not stated,Male,200,150,60,40,0,20,30
1991,Pune,Age not stated,Male,1250,1110,560,250,10,50,510
1991,Raigad,Age not stated,Male,120,100,20,20,10,0,30
1991,Ratnagiri,Age not stated,Male,60,40,90,0,0,10,70
1991,Sangli,Age not stated,Male,270,230,140,30,0,10,140
1991,Satara,Age not stated,Male,60,160,110,40,0,0,20
1991,Sindhudurg,Age not stated,Male,70,10,80,30,0,0,0
1991,Solapur,Age not stated,Male,510,210,160,20,10,20,10
1991,Thane,Age not stated,Male,1300,1210,1220,330,20,70,600
1991,Wardha,Age not stated,Male,240,90,60,40,0,10,20
1991,Yavatmal,Age not stated,Male,210,160,90,20,0,20,20
2001,Ahilyanagar,Age not stated,Male,417,187,372,133,0,18,156
2001,Akola,Age not stated,Male,41,29,43,17,0,1,41
2001,Amravati,Age not stated,Male,340,243,276,129,1,15,143
2001,Beed,Age not stated,Male,88,37,50,22,0,1,33
2001,Bhandara,Age not stated,Male,14,15,8,4,0,1,5
2001,Buldhana,Age not stated,Male,89,49,57,30,0,7,23
2001,Chandrapur,Age not stated,Male,62,45,52,24,0,1,28
2001,Chhatrapati Sambhaji Nagar,Age not stated,Male,250,107,173,91,0,12,96
2001,Dharashiv,Age not stated,Male,139,78,98,32,0,2,47
2001,Dhule,Age not stated,Male,85,35,52,40,0,3,43
2001,Gadchiroli,Age not stated,Male,57,13,17,13,0,2,6
2001,Gondia,Age not stated,Male,17,11,23,15,0,0,11
2001,Hingoli,Age not stated,Male,35,18,6,7,0,1,6
2001,Jalgaon,Age not stated,Male,210,130,93,38,0,7,51
2001,Jalna,Age not stated,Male,209,111,133,44,0,1,54
2001,Kolhapur,Age not stated,Male,332,138,271,117,0,19,114
2001,Latur,Age not stated,Male,179,120,129,76,0,8,98
2001,Mumbai City,Age not stated,Male,238,182,299,162,0,4,204
2001,Mumbai Suburban,Age not stated,Male,386,245,359,134,1,19,196
2001,Nagpur,Age not stated,Male,222,198,223,154,0,10,121
2001,Nanded,Age not stated,Male,411,206,216,166,0,2,158
2001,Nandurbar,Age not stated,Male,89,37,23,14,0,1,15
2001,Nashik,Age not stated,Male,288,144,180,86,0,32,134
2001,Parbhani,Age not stated,Male,33,14,24,7,0,2,6
2001,Pune,Age not stated,Male,244,149,221,100,1,16,108
2001,Raigad,Age not stated,Male,126,86,69,30,0,3,31
2001,Ratnagiri,Age not stated,Male,29,23,25,18,0,2,11
2001,Sangli,Age not stated,Male,70,49,59,50,1,5,60
2001,Satara,Age not stated,Male,95,36,70,30,0,2,32
2001,Sindhudurg,Age not stated,Male,34,11,28,9,0,2,8
2001,Solapur,Age not stated,Male,319,153,185,69,0,9,102
2001,Thane,Age not stated,Male,343,197,240,102,0,21,100
2001,Wardha,Age not stated,Male,46,32,34,19,0,1,18
2001,Washim,Age not stated,Male,25,8,13,9,0,0,11
2001,Yavatmal,Age not stated,Male,135,107,85,47,0,5,41
2011,Ahilyanagar,Age not stated,Male,1020,680,920,560,6,71,565
2011,Akola,Age not stated,Male,234,205,193,140,0,10,61
2011,Amravati,Age not stated,Male,739,702,624,486,1,34,384
2011,Beed,Age not stated,Male,112,76,73,76,0,2,63
2011,Bhandara,Age not stated,Male,422,528,420,418,0,19,262
2011,Buldhana,Age not stated,Male,225,223,188,141,0,9,82
2011,Chandrapur,Age not stated,Male,406,454,339,302,1,27,186
2011,Chhatrapati Sambhaji Nagar,Age not stated,Male,351,253,364,226,2,14,201
2011,Dharashiv,Age not stated,Male,201,149,138,135,0,10,111
2011,Dhule,Age not stated,Male,1085,715,981,810,11,148,766
2011,Gadchiroli,Age not stated,Male,169,102,100,95,1,0,42
2011,Gondia,Age not stated,Male,110,136,127,91,0,6,56
2011,Hingoli,Age not stated,Male,88,69,38,37,1,1,34
2011,Jalgaon,Age not stated,Male,2111,1536,1899,1389,21,232,1232
2011,Jalna,Age not stated,Male,814,498,506,360,1,25,304
2011,Kolhapur,Age not stated,Male,1092,844,1216,778,10,110,680
