Year,District,Select School Management Type,Social Category,Female,Male
2012,Parbhani,Private Unaided,Others,19.0,35.0
2012,Parbhani,Local body,General,572.0,1453.0
2012,Parbhani,Local body,OBC,620.0,1785.0
2012,Parbhani,Local body,SC,174.0,531.0
2012,Parbhani,Local body,ST,77.0,320.0
2012,Parbhani,Local body,ORC,9.0,25.0
2012,Parbhani,Local body,Others,23.0,72.0
2012,Parbhani,Others,General,70.0,235.0
2012,Parbhani,Others,OBC,48.0,263.0
2012,Parbhani,Others,SC,18.0,98.0
2012,Parbhani,Others,ST,9.0,24.0
2012,Parbhani,Others,ORC,1.0,14.0
2012,Parbhani,Others,Others,5.0,21.0
2012,Pune,Government Aided,General,4537.0,4750.0
2012,Pune,Government Aided,OBC,2518.0,3507.0
2012,Pune,Government Aided,SC,1112.0,1430.0
2012,Pune,Government Aided,ST,520.0,584.0
2012,Pune,Government Aided,ORC,26.0,23.0
2012,Pune,Government Aided,Others,288.0,120.0
2012,Pune,Private Unaided,General,9301.0,1304.0
2012,Pune,Private Unaided,OBC,1611.0,602.0
2012,Pune,Private Unaided,SC,626.0,239.0
2012,Pune,Private Unaided,ST,187.0,60.0
2012,Pune,Private Unaided,ORC,3.0,1.0
2012,Pune,Private Unaided,Others,498.0,65.0
2012,Pune,Local body,General,3187.0,2799.0
2012,Pune,Local body,OBC,2120.0,2046.0
2012,Pune,Local body,SC,727.0,840.0
2012,Pune,Local body,ST,228.0,674.0
2012,Pune,Local body,ORC,2.0,5.0
2012,Pune,Local body,Others,62.0,36.0
2012,Pune,Others,General,2715.0,770.0
2012,Pune,Others,OBC,1299.0,589.0
2012,Pune,Others,SC,530.0,306.0
2012,Pune,Others,ST,209.0,195.0
2012,Pune,Others,ORC,5.0,2.0
2012,Pune,Others,Others,116.0,23.0
2012,Raigad,Government Aided,General,704.0,1220.0
2012,Raigad,Government Aided,OBC,931.0,1552.0
2012,Raigad,Government Aided,SC,223.0,404.0
2012,Raigad,Government Aided,ST,79.0,242.0
2012,Raigad,Government Aided,ORC,,
2012,Raigad,Government Aided,Others,1.0,
2012,Raigad,Private Unaided,General,2000.0,374.0
2012,Raigad,Private Unaided,OBC,943.0,410.0
2012,Raigad,Private Unaided,SC,164.0,67.0
2012,Raigad,Private Unaided,ST,59.0,19.0
2012,Raigad,Private Unaided,ORC,,1.0
2012,Raigad,Private Unaided,Others,4.0,1.0
2012,Raigad,Local body,General,1053.0,1174.0
2012,Raigad,Local body,OBC,2060.0,2633.0
2012,Raigad,Local body,SC,428.0,545.0
2012,Raigad,Local body,ST,191.0,572.0
2012,Raigad,Local body,ORC,,
2012,Raigad,Local body,Others,4.0,2.0
2012,Raigad,Others,General,221.0,66.0
2012,Raigad,Others,OBC,209.0,120.0
2012,Raigad,Others,SC,59.0,52.0
2012,Raigad,Others,ST,15.0,36.0
2012,Raigad,Others,ORC,,
2012,Raigad,Others,Others,,
2012,Ratnagiri,Government Aided,General,537.0,1229.0
2012,Ratnagiri,Government Aided,OBC,357.0,939.0
2012,Ratnagiri,Government Aided,SC,113.0,389.0
2012,Ratnagiri,Government Aided,ST,31.0,128.0
2012,Ratnagiri,Government Aided,ORC,4.0,8.0
2012,Ratnagiri,Government Aided,Others,47.0,169.0
2012,Ratnagiri,Private Unaided,General,371.0,132.0
2012,Ratnagiri,Private Unaided,OBC,183.0,133.0
2012,Ratnagiri,Private Unaided,SC,51.0,44.0
2012,Ratnagiri,Private Unaided,ST,6.0,6.0
2012,Ratnagiri,Private Unaided,ORC,,
2012,Ratnagiri,Private Unaided,Others,51.0,22.0
2012,Ratnagiri,Local body,General,1610.0,1737.0
2012,Ratnagiri,Local body,OBC,1309.0,2277.0
2012,Ratnagiri,Local body,SC,425.0,779.0
2012,Ratnagiri,Local body,ST,131.0,406.0
2012,Ratnagiri,Local body,ORC,2.0,1.0
2012,Ratnagiri,Local body,Others,48.0,46.0
2012,Ratnagiri,Others,General,64.0,59.0
2012,Ratnagiri,Others,OBC,40.0,61.0
2012,Ratnagiri,Others,SC,16.0,21.0
2012,Ratnagiri,Others,ST,3.0,4.0
2012,Ratnagiri,Others,ORC,,
2012,Ratnagiri,Others,Others,14.0,8.0
2012,Sangli,Government Aided,General,1747.0,3168.0
2012,Sangli,Government Aided,OBC,810.0,1944.0
2012,Sangli,Government Aided,SC,364.0,834.0
2012,Sangli,Government Aided,ST,89.0,263.0
2012,Sangli,Government Aided,ORC,,
2012,Sangli,Government Aided,Others,,
2012,Sangli,Private Unaided,General,742.0,377.0
2012,Sangli,Private Unaided,OBC,199.0,218.0
2012,Sangli,Private Unaided,SC,104.0,81.0
2012,Sangli,Private Unaided,ST,22.0,26.0
2012,Sangli,Private Unaided,ORC,,
2012,Sangli,Private Unaided,Others,,
2012,Sangli,Local body,General,1577.0,1426.0
2012,Sangli,Local body,OBC,1009.0,1526.0
2012,Sangli,Local body,SC,378.0,637.0
2012,Sangli,Local body,ST,129.0,286.0
2012,Sangli,Local body,ORC,,
2012,Sangli,Local body,Others,,
2012,Sangli,Others,General,231.0,155.0
2012,Sangli,Others,OBC,102.0,77.0
2012,Sangli,Others,SC,28.0,36.0
2012,Sangli,Others,ST,5.0,5.0
2012,Sangli,Others,ORC,,
2012,Sangli,Others,Others,,
2012,Satara,Government Aided,General,1456.0,2797.0
2012,Satara,Government Aided,OBC,766.0,1851.0
2012,Satara,Government Aided,SC,347.0,722.0
2012,Satara,Government Aided,ST,128.0,375.0
2012,Satara,Government Aided,ORC,15.0,46.0
2012,Satara,Government Aided,Others,63.0,94.0
2012,Satara,Private Unaided,General,1026.0,424.0
2012,Satara,Private Unaided,OBC,311.0,180.0
2012,Satara,Private Unaided,SC,132.0,90.0
2012,Satara,Private Unaided,ST,32.0,16.0
2012,Satara,Private Unaided,ORC,,4.0
2012,Satara,Private Unaided,Others,56.0,21.0
2012,Satara,Local body,General,2052.0,2194.0
2012,Satara,Local body,OBC,1478.0,1659.0
2012,Satara,Local body,SC,559.0,718.0
2012,Satara,Local body,ST,190.0,458.0
2012,Satara,Local body,ORC,12.0,26.0
2012,Satara,Local body,Others,67.0,56.0
2012,Satara,Others,General,160.0,185.0
2012,Satara,Others,OBC,63.0,122.0
2012,Satara,Others,SC,24.0,61.0
2012,Satara,Others,ST,8.0,14.0
2012,Satara,Others,ORC,,3.0
2012,Satara,Others,Others,20.0,3.0
2012,Sindhudurg,Government Aided,General,403.0,879.0
2012,Sindhudurg,Government Aided,OBC,223.0,561.0
2012,Sindhudurg,Government Aided,SC,102.0,246.0
2012,Sindhudurg,Government Aided,ST,21.0,80.0
2012,Sindhudurg,Government Aided,ORC,,
2012,Sindhudurg,Government Aided,Others,11.0,39.0
2012,Sindhudurg,Private Unaided,General,182.0,70.0
2012,Sindhudurg,Private Unaided,OBC,53.0,32.0
2012,Sindhudurg,Private Unaided,SC,9.0,13.0
2012,Sindhudurg,Private Unaided,ST,4.0,10.0
2012,Sindhudurg,Private Unaided,ORC,,
2012,Sindhudurg,Private Unaided,Others,33.0,8.0
2012,Sindhudurg,Local body,General,1135.0,890.0
2012,Sindhudurg,Local body,OBC,758.0,808.0
2012,Sindhudurg,Local body,SC,215.0,311.0
2012,Sindhudurg,Local body,ST,82.0,184.0
2012,Sindhudurg,Local body,ORC,1.0,
2012,Sindhudurg,Local body,Others,16.0,8.0
2012,Sindhudurg,Others,General,47.0,36.0
2012,Sindhudurg,Others,OBC,21.0,15.0
2012,Sindhudurg,Others,SC,8.0,12.0
2012,Sindhudurg,Others,ST,4.0,3.0
2012,Sindhudurg,Others,ORC,,
2012,Sindhudurg,Others,Others,2.0,6.0
2012,Solapur,Government Aided,General,2173.0,5030.0
2012,Solapur,Government Aided,OBC,1190.0,2936.0
2012,Solapur,Government Aided,SC,420.0,1171.0
2012,Solapur,Government Aided,ST,149.0,297.0
2012,Solapur,Government Aided,ORC,2.0,5.0
2012,Solapur,Government Aided,Others,153.0,230.0
2012,Solapur,Private Unaided,General,672.0,690.0
2012,Solapur,Private Unaided,OBC,345.0,420.0
2012,Solapur,Private Unaided,SC,114.0,167.0
2012,Solapur,Private Unaided,ST,25.0,45.0
2012,Solapur,Private Unaided,ORC,,
2012,Solapur,Private Unaided,Others,97.0,42.0
2012,Solapur,Local body,General,1817.0,3136.0
2012,Solapur,Local body,OBC,1391.0,2715.0
2012,Solapur,Local body,SC,448.0,1031.0
2012,Solapur,Local body,ST,147.0,499.0
2012,Solapur,Local body,ORC,2.0,
2012,Solapur,Local body,Others,34.0,55.0
2012,Solapur,Others,General,264.0,656.0
2012,Solapur,Others,OBC,175.0,485.0
2012,Solapur,Others,SC,67.0,168.0
2012,Solapur,Others,ST,20.0,28.0
2012,Solapur,Others,ORC,,1.0
2012,Solapur,Others,Others,22.0,39.0
2012,Wardha,Government Aided,General,168.0,259.0
2012,Wardha,Government Aided,OBC,845.0,1868.0
2012,Wardha,Government Aided,SC,182.0,356.0
2012,Wardha,Government Aided,ST,99.0,145.0
2012,Wardha,Government Aided,ORC,,
2012,Wardha,Government Aided,Others,,
2012,Wardha,Private Unaided,General,219.0,52.0
2012,Wardha,Private Unaided,OBC,611.0,224.0
2012,Wardha,Private Unaided,SC,117.0,47.0
2012,Wardha,Private Unaided,ST,28.0,18.0
2012,Wardha,Private Unaided,ORC,,
2012,Wardha,Private Unaided,Others,,
2012,Wardha,Local body,General,96.0,77.0
2012,Wardha,Local body,OBC,1048.0,1454.0
2012,Wardha,Local body,SC,219.0,340.0
2012,Wardha,Local body,ST,89.0,156.0
2012,Wardha,Local body,ORC,,
2012,Wardha,Local body,Others,,
2012,Wardha,Others,General,23.0,26.0
2012,Wardha,Others,OBC,85.0,168.0
2012,Wardha,Others,SC,36.0,58.0
2012,Wardha,Others,ST,17.0,11.0
2012,Wardha,Others,ORC,,
2012,Wardha,Others,Others,,
2012,Washim,Government Aided,General,175.0,750.0
2012,Washim,Government Aided,OBC,175.0,1113.0
2012,Washim,Government Aided,SC,54.0,351.0
2012,Washim,Government Aided,ST,34.0,158.0
2012,Washim,Government Aided,ORC,,
2012,Washim,Government Aided,Others,,4.0
2012,Washim,Private Unaided,General,138.0,240.0
2012,Washim,Private Unaided,OBC,191.0,233.0
2012,Washim,Private Unaided,SC,52.0,83.0
2012,Washim,Private Unaided,ST,10.0,29.0
2012,Washim,Private Unaided,ORC,,
2012,Washim,Private Unaided,Others,7.0,
2012,Washim,Local body,General,291.0,869.0
2012,Washim,Local body,OBC,508.0,1280.0
2012,Washim,Local body,SC,160.0,347.0
2012,Washim,Local body,ST,63.0,187.0
2012,Washim,Local body,ORC,,
2012,Washim,Local body,Others,1.0,16.0
2012,Washim,Others,General,11.0,87.0
2012,Washim,Others,OBC,42.0,246.0
2012,Washim,Others,SC,17.0,82.0
2012,Washim,Others,ST,5.0,38.0
2012,Washim,Others,ORC,,
2012,Washim,Others,Others,2.0,9.0
2012,Yavatmal,Government Aided,General,310.0,943.0
2012,Yavatmal,Government Aided,OBC,560.0,1905.0
2012,Yavatmal,Government Aided,SC,174.0,524.0
2012,Yavatmal,Government Aided,ST,170.0,390.0
2012,Yavatmal,Government Aided,ORC,,
2012,Yavatmal,Government Aided,Others,38.0,73.0
2012,Yavatmal,Private Unaided,General,362.0,259.0
2012,Yavatmal,Private Unaided,OBC,515.0,499.0
2012,Yavatmal,Private Unaided,SC,125.0,179.0
2012,Yavatmal,Private Unaided,ST,49.0,60.0
2012,Yavatmal,Private Unaided,ORC,,
2012,Yavatmal,Private Unaided,Others,28.0,41.0
2012,Yavatmal,Local body,General,602.0,1005.0
2012,Yavatmal,Local body,OBC,1691.0,3418.0
2012,Yavatmal,Local body,SC,522.0,938.0
2012,Yavatmal,Local body,ST,370.0,838.0
2012,Yavatmal,Local body,ORC,,
2012,Yavatmal,Local body,Others,96.0,118.0
2012,Yavatmal,Others,General,65.0,216.0
2012,Yavatmal,Others,OBC,142.0,703.0
2012,Yavatmal,Others,SC,60.0,208.0
2012,Yavatmal,Others,ST,50.0,128.0
2012,Yavatmal,Others,ORC,,
2012,Yavatmal,Others,Others,7.0,22.0
2013,Ahilyanagar,Government Aided,General,1858.0,4346.0
2013,Ahilyanagar,Government Aided,OBC,1069.0,2774.0
2013,Ahilyanagar,Government Aided,SC,469.0,1110.0
2013,Ahilyanagar,Government Aided,ST,194.0,579.0
2013,Ahilyanagar,Government Aided,ORC,4.0,11.0
2013,Ahilyanagar,Government Aided,Others,53.0,108.0
2013,Ahilyanagar,Private Unaided,General,1003.0,509.0
2013,Ahilyanagar,Private Unaided,OBC,383.0,302.0
2013,Ahilyanagar,Private Unaided,SC,142.0,101.0
2013,Ahilyanagar,Private Unaided,ST,39.0,30.0
2013,Ahilyanagar,Private Unaided,ORC,,
2013,Ahilyanagar,Private Unaided,Others,116.0,26.0
2013,Ahilyanagar,Central Govt,General,34.0,35.0
2013,Ahilyanagar,Central Govt,OBC,2.0,13.0
2013,Ahilyanagar,Central Govt,SC,6.0,10.0
2013,Ahilyanagar,Central Govt,ST,1.0,3.0
2013,Ahilyanagar,Central Govt,ORC,,
2013,Ahilyanagar,Central Govt,Others,,
2013,Ahilyanagar,Local body,General,2328.0,3005.0
2013,Ahilyanagar,Local body,OBC,1766.0,2326.0
2013,Ahilyanagar,Local body,SC,602.0,903.0
2013,Ahilyanagar,Local body,ST,203.0,723.0
2013,Ahilyanagar,Local body,ORC,4.0,3.0
2013,Ahilyanagar,Local body,Others,52.0,57.0
2013,Ahilyanagar,Others,General,392.0,1089.0
2013,Ahilyanagar,Others,OBC,196.0,622.0
2013,Ahilyanagar,Others,SC,71.0,177.0
2013,Ahilyanagar,Others,ST,28.0,88.0
2013,Ahilyanagar,Others,ORC,1.0,1.0
2013,Ahilyanagar,Others,Others,8.0,17.0
2013,Akola,Government Aided,General,480.0,1084.0
2013,Akola,Government Aided,OBC,504.0,1454.0
2013,Akola,Government Aided,SC,154.0,392.0
2013,Akola,Government Aided,ST,78.0,211.0
2013,Akola,Government Aided,ORC,3.0,1.0
2013,Akola,Government Aided,Others,25.0,76.0
2013,Akola,Private Unaided,General,483.0,278.0
2013,Akola,Private Unaided,OBC,609.0,232.0
2013,Akola,Private Unaided,SC,137.0,76.0
2013,Akola,Private Unaided,ST,35.0,14.0
2013,Akola,Private Unaided,ORC,,
2013,Akola,Private Unaided,Others,44.0,16.0
2013,Akola,Central Govt,General,,7.0
2013,Akola,Central Govt,OBC,1.0,5.0
2013,Akola,Central Govt,SC,1.0,5.0
2013,Akola,Central Govt,ST,1.0,
2013,Akola,Central Govt,ORC,,
2013,Akola,Central Govt,Others,,
2013,Akola,Local body,General,520.0,818.0
2013,Akola,Local body,OBC,960.0,1387.0
2013,Akola,Local body,SC,207.0,317.0
2013,Akola,Local body,ST,104.0,196.0
2013,Akola,Local body,ORC,,
2013,Akola,Local body,Others,38.0,49.0
2013,Akola,Others,General,120.0,253.0
2013,Akola,Others,OBC,168.0,352.0
2013,Akola,Others,SC,38.0,135.0
2013,Akola,Others,ST,8.0,22.0
2013,Akola,Others,ORC,,1.0
2013,Akola,Others,Others,18.0,25.0
2013,Amravati,Government Aided,General,765.0,1008.0
2013,Amravati,Government Aided,OBC,1343.0,2723.0
2013,Amravati,Government Aided,SC,360.0,632.0
2013,Amravati,Government Aided,ST,172.0,298.0
2013,Amravati,Government Aided,ORC,,
2013,Amravati,Government Aided,Others,,
2013,Amravati,Private Unaided,General,376.0,126.0
2013,Amravati,Private Unaided,OBC,907.0,261.0
2013,Amravati,Private Unaided,SC,153.0,74.0
2013,Amravati,Private Unaided,ST,38.0,18.0
2013,Amravati,Private Unaided,ORC,,
2013,Amravati,Private Unaided,Others,,
2013,Amravati,Central Govt,General,2.0,12.0
2013,Amravati,Central Govt,OBC,2.0,8.0
2013,Amravati,Central Govt,SC,3.0,10.0
2013,Amravati,Central Govt,ST,,1.0
2013,Amravati,Central Govt,ORC,,
2013,Amravati,Central Govt,Others,,
2013,Amravati,Local body,General,572.0,823.0
2013,Amravati,Local body,OBC,2067.0,2555.0
2013,Amravati,Local body,SC,441.0,559.0
2013,Amravati,Local body,ST,197.0,367.0
2013,Amravati,Local body,ORC,,
2013,Amravati,Local body,Others,,
2013,Amravati,Others,General,119.0,281.0
2013,Amravati,Others,OBC,337.0,788.0
2013,Amravati,Others,SC,78.0,200.0
2013,Amravati,Others,ST,37.0,61.0
2013,Amravati,Others,ORC,,
2013,Amravati,Others,Others,,
2013,Beed,Government Aided,General,983.0,3143.0
2013,Beed,Government Aided,OBC,411.0,2333.0
2013,Beed,Government Aided,SC,152.0,678.0
2013,Beed,Government Aided,ST,51.0,193.0
2013,Beed,Government Aided,ORC,5.0,13.0
2013,Beed,Government Aided,Others,2.0,20.0
2013,Beed,Private Unaided,General,409.0,502.0
2013,Beed,Private Unaided,OBC,258.0,399.0
2013,Beed,Private Unaided,SC,76.0,111.0
2013,Beed,Private Unaided,ST,17.0,24.0
2013,Beed,Private Unaided,ORC,,
2013,Beed,Private Unaided,Others,13.0,11.0
2013,Beed,Central Govt,General,1.0,7.0
2013,Beed,Central Govt,OBC,3.0,4.0
2013,Beed,Central Govt,SC,3.0,8.0
2013,Beed,Central Govt,ST,,
2013,Beed,Central Govt,ORC,,
2013,Beed,Central Govt,Others,,
2013,Beed,Local body,General,1230.0,2162.0
2013,Beed,Local body,OBC,1027.0,2497.0
2013,Beed,Local body,SC,338.0,763.0
2013,Beed,Local body,ST,144.0,457.0
2013,Beed,Local body,ORC,3.0,4.0
2013,Beed,Local body,Others,21.0,35.0
2013,Beed,Others,General,136.0,676.0
2013,Beed,Others,OBC,67.0,432.0
2013,Beed,Others,SC,31.0,169.0
2013,Beed,Others,ST,8.0,26.0
2013,Beed,Others,ORC,,9.0
2013,Beed,Others,Others,3.0,6.0
2013,Bhandara,Government Aided,General,63.0,91.0
2013,Bhandara,Government Aided,OBC,653.0,1737.0
2013,Bhandara,Government Aided,SC,179.0,447.0
2013,Bhandara,Government Aided,ST,56.0,138.0
2013,Bhandara,Government Aided,ORC,,
2013,Bhandara,Government Aided,Others,34.0,33.0
2013,Bhandara,Private Unaided,General,141.0,35.0
2013,Bhandara,Private Unaided,OBC,378.0,162.0
2013,Bhandara,Private Unaided,SC,116.0,64.0
2013,Bhandara,Private Unaided,ST,24.0,6.0
2013,Bhandara,Private Unaided,ORC,,
2013,Bhandara,Private Unaided,Others,17.0,1.0
2013,Bhandara,Central Govt,General,1.0,6.0
2013,Bhandara,Central Govt,OBC,6.0,5.0
2013,Bhandara,Central Govt,SC,2.0,8.0
2013,Bhandara,Central Govt,ST,,1.0
2013,Bhandara,Central Govt,ORC,,
2013,Bhandara,Central Govt,Others,5.0,3.0
2013,Bhandara,Local body,General,49.0,51.0
2013,Bhandara,Local body,OBC,835.0,1642.0
2013,Bhandara,Local body,SC,241.0,410.0
2013,Bhandara,Local body,ST,77.0,154.0
2013,Bhandara,Local body,ORC,,
2013,Bhandara,Local body,Others,17.0,18.0
2013,Bhandara,Others,General,24.0,21.0
2013,Bhandara,Others,OBC,105.0,294.0
2013,Bhandara,Others,SC,57.0,169.0
2013,Bhandara,Others,ST,23.0,30.0
2013,Bhandara,Others,ORC,,
2013,Bhandara,Others,Others,6.0,7.0
2013,Buldhana,Government Aided,General,379.0,1591.0
2013,Buldhana,Government Aided,OBC,384.0,2231.0
2013,Buldhana,Government Aided,SC,126.0,598.0
2013,Buldhana,Government Aided,ST,50.0,296.0
2013,Buldhana,Government Aided,ORC,1.0,2.0
2013,Buldhana,Government Aided,Others,3.0,14.0
2013,Buldhana,Private Unaided,General,374.0,326.0
2013,Buldhana,Private Unaided,OBC,430.0,508.0
2013,Buldhana,Private Unaided,SC,86.0,130.0
2013,Buldhana,Private Unaided,ST,24.0,51.0
2013,Buldhana,Private Unaided,ORC,,
2013,Buldhana,Private Unaided,Others,6.0,6.0
2013,Buldhana,Central Govt,General,1.0,9.0
2013,Buldhana,Central Govt,OBC,2.0,9.0
2013,Buldhana,Central Govt,SC,2.0,2.0
2013,Buldhana,Central Govt,ST,,1.0
2013,Buldhana,Central Govt,ORC,,
2013,Buldhana,Central Govt,Others,,
2013,Buldhana,Local body,General,524.0,1664.0
2013,Buldhana,Local body,OBC,1005.0,3248.0
2013,Buldhana,Local body,SC,271.0,720.0
2013,Buldhana,Local body,ST,80.0,332.0
2013,Buldhana,Local body,ORC,2.0,5.0
2013,Buldhana,Local body,Others,6.0,11.0
2013,Buldhana,Others,General,113.0,334.0
2013,Buldhana,Others,OBC,92.0,371.0
2013,Buldhana,Others,SC,17.0,128.0
2013,Buldhana,Others,ST,8.0,39.0
2013,Buldhana,Others,ORC,,
2013,Buldhana,Others,Others,1.0,2.0
2013,Chandrapur,Government Aided,General,257.0,348.0
2013,Chandrapur,Government Aided,OBC,749.0,2328.0
2013,Chandrapur,Government Aided,SC,244.0,627.0
2013,Chandrapur,Government Aided,ST,174.0,434.0
2013,Chandrapur,Government Aided,ORC,,
2013,Chandrapur,Government Aided,Others,,
2013,Chandrapur,Private Unaided,General,587.0,124.0
2013,Chandrapur,Private Unaided,OBC,705.0,279.0
2013,Chandrapur,Private Unaided,SC,361.0,140.0
2013,Chandrapur,Private Unaided,ST,81.0,46.0
2013,Chandrapur,Private Unaided,ORC,,
2013,Chandrapur,Private Unaided,Others,,
2013,Chandrapur,Central Govt,General,5.0,7.0
2013,Chandrapur,Central Govt,OBC,14.0,15.0
2013,Chandrapur,Central Govt,SC,11.0,33.0
2013,Chandrapur,Central Govt,ST,3.0,4.0
2013,Chandrapur,Central Govt,ORC,,
2013,Chandrapur,Central Govt,Others,,
2013,Chandrapur,Local body,General,267.0,235.0
2013,Chandrapur,Local body,OBC,1145.0,2339.0
2013,Chandrapur,Local body,SC,430.0,895.0
2013,Chandrapur,Local body,ST,213.0,832.0
2013,Chandrapur,Local body,ORC,,
2013,Chandrapur,Local body,Others,,
2013,Chandrapur,Others,General,113.0,173.0
2013,Chandrapur,Others,OBC,221.0,804.0
2013,Chandrapur,Others,SC,109.0,283.0
2013,Chandrapur,Others,ST,34.0,134.0
2013,Chandrapur,Others,ORC,,
2013,Chandrapur,Others,Others,,
2013,Chhatrapati Sambhaji Nagar,Government Aided,General,2019.0,2457.0
2013,Chhatrapati Sambhaji Nagar,Government Aided,OBC,698.0,1519.0
2013,Chhatrapati Sambhaji Nagar,Government Aided,SC,339.0,537.0
2013,Chhatrapati Sambhaji Nagar,Government Aided,ST,119.0,237.0
2013,Chhatrapati Sambhaji Nagar,Government Aided,ORC,15.0,22.0
2013,Chhatrapati Sambhaji Nagar,Government Aided,Others,52.0,54.0
2013,Chhatrapati Sambhaji Nagar,Private Unaided,General,2183.0,1028.0
2013,Chhatrapati Sambhaji Nagar,Private Unaided,OBC,534.0,390.0
2013,Chhatrapati Sambhaji Nagar,Private Unaided,SC,301.0,192.0
2013,Chhatrapati Sambhaji Nagar,Private Unaided,ST,93.0,79.0
2013,Chhatrapati Sambhaji Nagar,Private Unaided,ORC,1.0,1.0
2013,Chhatrapati Sambhaji Nagar,Private Unaided,Others,89.0,23.0
2013,Chhatrapati Sambhaji Nagar,Central Govt,General,19.0,24.0
2013,Chhatrapati Sambhaji Nagar,Central Govt,OBC,2.0,15.0
2013,Chhatrapati Sambhaji Nagar,Central Govt,SC,6.0,23.0
2013,Chhatrapati Sambhaji Nagar,Central Govt,ST,2.0,2.0
2013,Chhatrapati Sambhaji Nagar,Central Govt,ORC,,
2013,Chhatrapati Sambhaji Nagar,Central Govt,Others,,
2013,Chhatrapati Sambhaji Nagar,Local body,General,1790.0,2402.0
2013,Chhatrapati Sambhaji Nagar,Local body,OBC,1426.0,2396.0
2013,Chhatrapati Sambhaji Nagar,Local body,SC,492.0,765.0
2013,Chhatrapati Sambhaji Nagar,Local body,ST,184.0,528.0
2013,Chhatrapati Sambhaji Nagar,Local body,ORC,3.0,9.0
2013,Chhatrapati Sambhaji Nagar,Local body,Others,126.0,102.0
2013,Chhatrapati Sambhaji Nagar,Others,General,767.0,1085.0
2013,Chhatrapati Sambhaji Nagar,Others,OBC,197.0,519.0
2013,Chhatrapati Sambhaji Nagar,Others,SC,120.0,294.0
2013,Chhatrapati Sambhaji Nagar,Others,ST,30.0,71.0
2013,Chhatrapati Sambhaji Nagar,Others,ORC,2.0,2.0
2013,Chhatrapati Sambhaji Nagar,Others,Others,37.0,34.0
2013,Dharashiv,Government Aided,General,483.0,1775.0
2013,Dharashiv,Government Aided,OBC,173.0,837.0
2013,Dharashiv,Government Aided,SC,87.0,446.0
2013,Dharashiv,Government Aided,ST,30.0,156.0
2013,Dharashiv,Government Aided,ORC,,
2013,Dharashiv,Government Aided,Others,,
2013,Dharashiv,Private Unaided,General,178.0,188.0
2013,Dharashiv,Private Unaided,OBC,30.0,60.0
2013,Dharashiv,Private Unaided,SC,22.0,29.0
2013,Dharashiv,Private Unaided,ST,7.0,3.0
2013,Dharashiv,Private Unaided,ORC,,
2013,Dharashiv,Private Unaided,Others,,
2013,Dharashiv,Central Govt,General,2.0,5.0
2013,Dharashiv,Central Govt,OBC,1.0,2.0
2013,Dharashiv,Central Govt,SC,,5.0
2013,Dharashiv,Central Govt,ST,,
2013,Dharashiv,Central Govt,ORC,,
2013,Dharashiv,Central Govt,Others,,
2013,Dharashiv,Local body,General,848.0,1976.0
2013,Dharashiv,Local body,OBC,518.0,1142.0
2013,Dharashiv,Local body,SC,204.0,513.0
2013,Dharashiv,Local body,ST,74.0,266.0
2013,Dharashiv,Local body,ORC,,
2013,Dharashiv,Local body,Others,,
2013,Dharashiv,Others,General,130.0,612.0
2013,Dharashiv,Others,OBC,37.0,294.0
2013,Dharashiv,Others,SC,15.0,152.0
2013,Dharashiv,Others,ST,3.0,30.0
2013,Dharashiv,Others,ORC,,
2013,Dharashiv,Others,Others,,
2013,Dhule,Government Aided,General,627.0,1954.0
2013,Dhule,Government Aided,OBC,938.0,3014.0
2013,Dhule,Government Aided,SC,215.0,434.0
2013,Dhule,Government Aided,ST,172.0,491.0
2013,Dhule,Government Aided,ORC,,
2013,Dhule,Government Aided,Others,,
2013,Dhule,Private Unaided,General,200.0,117.0
2013,Dhule,Private Unaided,OBC,267.0,362.0
