Year,District,Gender,Central Govt,Government Aided,Local Body,Others,Private Unaided (Recognized)
2024,Dharashiv,Girls,,63402,49987.0,406,14676
2024,Dhule,Boys,,144536,44160.0,5084,36009
2024,Dhule,Girls,,130966,43475.0,5879,22994
2024,Gadchiroli,Boys,,37010,33253.0,10276,12843
2024,Gadchiroli,Girls,,35353,34092.0,10439,11508
2024,Gondia,Boys,,49673,40843.0,2836,22829
2024,Gondia,Girls,,45731,40729.0,3333,19945
2024,Hingoli,Boys,,49664,39922.0,1039,19957
2024,Hingoli,Girls,,45897,42596.0,1470,13969
2024,Jalgaon,Boys,,262880,85340.0,4792,82518
2024,Jalgaon,Girls,,228058,90487.0,4505,54133
2024,Jalna,Boys,,105019,60309.0,636,44701
2024,Jalna,Girls,,93573,67042.0,350,29675
2024,Kolhapur,Boys,,187918,83273.0,1202,73007
2024,Kolhapur,Girls,,162093,84087.0,665,51908
2024,Latur,Boys,,163805,45201.0,1356,46637
2024,Latur,Girls,,139906,49028.0,845,33322
2024,Mumbai,Boys,,273360,,11250,289605
2024,Mumbai,Girls,,283211,,9747,236854
2024,Mumbai Suburban,Boys,,51655,143185.0,13113,138445
2024,Mumbai Suburban,Girls,,52141,137968.0,11641,122304
2024,Nagpur,Boys,,181826,46875.0,6904,191966
2024,Nagpur,Girls,,183080,46060.0,6529,167232
2024,Nanded,Boys,,169157,84640.0,4283,66962
2024,Nanded,Girls,,159617,93518.0,5025,48882
2024,Nandurbar,Boys,,95382,45538.0,16315,18252
2024,Nandurbar,Girls,,86089,46197.0,17989,13905
2024,Nashik,Boys,,339437,146579.0,24726,167208
2024,Nashik,Girls,,314659,146786.0,28119,128537
2024,Palghar,Boys,,88651,81499.0,22752,189105
2024,Palghar,Girls,,90383,81637.0,22983,160948
2024,Parbhani,Boys,,109381,49573.0,970,33414
2024,Parbhani,Girls,,96960,55611.0,521,23995
2024,Pune,Boys,,366062,192874.0,14866,555354
2024,Pune,Girls,,353673,188617.0,13745,460689
2024,Raigad,Boys,,86527,47007.0,4555,136872
2024,Raigad,Girls,,85496,48020.0,4519,116716
2024,Ratnagiri,Boys,,49043,30963.0,461,25714
2024,Ratnagiri,Girls,,48014,31473.0,425,21203
2024,Sangli,Boys,,148115,57696.0,579,46199
2024,Sangli,Girls,,135143,58887.0,418,31850
2024,Satara,Boys,,123778,58080.0,1374,48639
2024,Satara,Girls,,118451,58516.0,408,36262
2024,Sindhudurg,Boys,,25968,15674.0,174,7993
2024,Sindhudurg,Girls,,24371,15496.0,225,6940
2024,Solapur,Boys,,246575,96565.0,1436,74163
2024,Solapur,Girls,,222640,98033.0,963,54203
2024,Thane,Boys,,226799,90642.0,9840,514450
2024,Thane,Girls,,238372,93901.0,8882,434823
2024,Wardha,Boys,,44417,23349.0,1424,33855
2024,Wardha,Girls,,43172,22829.0,1025,30799
2024,Washim,Boys,,63272,30809.0,1660,24847
2024,Washim,Girls,,55183,33621.0,1355,16759
2024,Yavatmal,Boys,,113897,77956.0,4376,51495
2024,Yavatmal,Girls,,103835,82053.0,4710,41384
