Year,District,Taluka,Marginal (Below 1 ha),Small (1 to 2 ha),Semimedium (2 to 4 ha),Medium (4 to 10 ha),Large (>10 ha)
2010,Ratnagiri,Velha,15839.0,,,,
2010,Sangli,Aatpadi,21487.0,9004.0,6681.0,3325.0,465.0
2010,Sangli,Jat,26867.0,22527.0,20381.0,10930.0,1711.0
2010,Sangli,Kadegoan,29856.0,10670.0,4521.0,751.0,82.0
2010,Sangli,Kavthemahankal,22767.0,10541.0,6186.0,1904.0,248.0
2010,Sangli,Khanapur(Vita),29691.0,11246.0,6383.0,1595.0,101.0
2010,Sangli,Miraj,45530.0,16837.0,7776.0,1438.0,148.0
2010,Sangli,Palus,18930.0,5322.0,1937.0,263.0,50.0
2010,Sangli,Shirala,31033.0,5722.0,2686.0,819.0,142.0
2010,Sangli,Tasgoan,43778.0,12832.0,6007.0,1469.0,146.0
2010,Sangli,Walwa(Islampur),60051.0,11424.0,3466.0,743.0,165.0
2010,Satara,Jawali(Medha),34793.0,4826.0,1844.0,577.0,103.0
2010,Satara,Karad,111385.0,15181.0,3754.0,696.0,58.0
2010,Satara,Khandala,22574.0,6921.0,2537.0,529.0,70.0
2010,Satara,Khatav(Vaduj),88853.0,23128.0,9185.0,2019.0,145.0
2010,Satara,Koregoan,71375.0,15002.0,4275.0,741.0,80.0
2010,Satara,Maan(Dahiwadi),78925.0,20473.0,9194.0,2688.0,240.0
2010,Satara,Mahabaleshwar,17763.0,3032.0,1697.0,623.0,142.0
2010,Satara,Patan,75927.0,12013.0,5265.0,1985.0,388.0
2010,Satara,Phaltan,51861.0,9432.0,3056.0,854.0,95.0
2010,Satara,Satara,80517.0,9774.0,2801.0,1629.0,421.0
2010,Satara,Wai,40371.0,7792.0,2107.0,529.0,60.0
2010,Sindhudurg,Devgard,35930.0,4641.0,3123.0,1784.0,459.0
2010,Sindhudurg,Dodamarg,8076.0,1857.0,1540.0,1027.0,395.0
2010,Sindhudurg,Kankavali,27871.0,5921.0,3748.0,1954.0,370.0
2010,Sindhudurg,Kudal,34440.0,5386.0,3303.0,1843.0,391.0
2010,Sindhudurg,Malvan,45831.0,4535.0,2811.0,1679.0,454.0
2010,Sindhudurg,Sawantwadi,28032.0,3668.0,2376.0,1405.0,453.0
2010,Sindhudurg,Vaibhavwadi,9493.0,1902.0,1473.0,822.0,201.0
2010,Sindhudurg,Vengurla,23782.0,2676.0,1661.0,1008.0,231.0
2010,Thane,Ambernath,10530.0,2226.0,1038.0,417.0,67.0
2010,Thane,Bhiwandi,23776.0,5708.0,3064.0,1232.0,144.0
2010,Thane,Dahanu,18433.0,6510.0,3678.0,1409.0,275.0
2010,Thane,Javhar,2091.0,1920.0,2204.0,2144.0,463.0
2010,Thane,Kalyan,10322.0,2122.0,1175.0,467.0,52.0
2010,Thane,Mokhada,1443.0,1051.0,1525.0,1813.0,607.0
2010,Thane,Murbad,18396.0,7511.0,4464.0,1994.0,248.0
2010,Thane,Palghar,23566.0,6438.0,2985.0,1054.0,136.0
2010,Thane,Shahapur,16057.0,7447.0,5379.0,3383.0,689.0
2010,Thane,Talsari,4749.0,2181.0,1281.0,628.0,154.0
2010,Thane,Thane,4335.0,382.0,134.0,37.0,6.0
2010,Thane,Vada,9343.0,4728.0,3038.0,1847.0,274.0
2010,Thane,Vasai,24466.0,2318.0,958.0,360.0,44.0
2010,Thane,Vikarmgad,3663.0,3405.0,2335.0,1213.0,122.0
2010,Wardha,Aarvi,5533.0,11089.0,6494.0,2460.0,251.0
2010,Wardha,Aashti,4657.0,6722.0,2864.0,726.0,41.0
2010,Wardha,Deoli,4013.0,11581.0,6585.0,2502.0,257.0
2010,Wardha,Hinganghat,3578.0,11724.0,9147.0,4522.0,373.0
2010,Wardha,Karanja,4458.0,8829.0,5043.0,1900.0,121.0
2010,Wardha,Samudrapur,3737.0,11636.0,9795.0,4602.0,326.0
2010,Wardha,Selu,4263.0,9979.0,5948.0,2091.0,160.0
2010,Wardha,Wardha,4492.0,12561.0,7935.0,2969.0,246.0
2010,Washim,Karanja,9255.0,15770.0,7658.0,3037.0,300.0
2010,Washim,Malegaon,10056.0,12262.0,6478.0,2557.0,243.0
2010,Washim,Manglurpeer,10430.0,14101.0,6522.0,2388.0,197.0
2010,Washim,Manora,4917.0,10833.0,6014.0,2087.0,216.0
2010,Washim,Risod,11073.0,12968.0,7432.0,3081.0,203.0
2010,Washim,Washim,12336.0,12645.0,7713.0,3345.0,307.0
2010,Yavatmal,Aarni,2548.0,15262.0,7882.0,1839.0,153.0
2010,Yavatmal,Babhulgaon,1690.0,8765.0,5071.0,1745.0,161.0
2010,Yavatmal,Darvha,1997.0,17551.0,8612.0,2280.0,142.0
2010,Yavatmal,Digras,1291.0,9567.0,5432.0,1384.0,112.0
2010,Yavatmal,Ghatanji,447.0,10489.0,7862.0,3112.0,395.0
2010,Yavatmal,Kalam,760.0,9284.0,6225.0,2218.0,294.0
2010,Yavatmal,Kelapur,354.0,8500.0,6563.0,2816.0,357.0
2010,Yavatmal,Maregaon,682.0,6820.0,5990.0,2580.0,287.0
2010,Yavatmal,Mohgaon,5651.0,13964.0,6658.0,1780.0,155.0
2010,Yavatmal,Ner,1802.0,13627.0,6446.0,2073.0,191.0
2010,Yavatmal,Pusad,9081.0,17337.0,8760.0,2616.0,155.0
2010,Yavatmal,Ralegaon,831.0,13486.0,8415.0,2099.0,194.0
2010,Yavatmal,Umarkhed,9976.0,18009.0,8008.0,2110.0,132.0
2010,Yavatmal,Vani,2014.0,12892.0,8678.0,3390.0,212.0
2010,Yavatmal,Yeotmal,509.0,7153.0,5435.0,2320.0,332.0
2010,Yavatmal,Zarijamani,549.0,5892.0,3938.0,2055.0,240.0
2015,Ahilyanagar,Akola,36587.0,16361.0,10751.0,8466.0,451.0
2015,Ahilyanagar,Jamkhed,30470.0,14114.0,8338.0,4976.0,146.0
2015,Ahilyanagar,Karjat,37484.0,22422.0,14328.0,10062.0,617.0
2015,Ahilyanagar,Kopargaon,26522.0,15122.0,6729.0,3916.0,167.0
2015,Ahilyanagar,Nagar,45126.0,20415.0,12890.0,10106.0,457.0
2015,Ahilyanagar,Nevasa,51150.0,31643.0,11541.0,3528.0,137.0
2015,Ahilyanagar,Parner,57872.0,24913.0,15515.0,9368.0,295.0
2015,Ahilyanagar,Pathardi,52253.0,20057.0,10130.0,5906.0,140.0
2015,Ahilyanagar,Rahata,37150.0,13717.0,5537.0,2680.0,134.0
2015,Ahilyanagar,Rahuri,40509.0,18865.0,7712.0,2668.0,108.0
2015,Ahilyanagar,Sangamner,63989.0,24950.0,12365.0,6822.0,348.0
2015,Ahilyanagar,Shevgaon,43200.0,20810.0,9262.0,3776.0,105.0
2015,Ahilyanagar,Shrigonda,55916.0,28001.0,15265.0,5322.0,178.0
2015,Ahilyanagar,Shrirampur,27911.0,12297.0,5278.0,2536.0,167.0
2015,Akola,Akola,21142.0,19460.0,11772.0,3421.0,184.0
2015,Akola,Akot,18790.0,15950.0,7563.0,1979.0,147.0
2015,Akola,Balapur,13733.0,14645.0,7639.0,1458.0,109.0
2015,Akola,Barshitakli,11562.0,14333.0,6868.0,1449.0,78.0
2015,Akola,Murtijapur,9784.0,14366.0,7643.0,2435.0,147.0
2015,Akola,Patur,10917.0,11118.0,5261.0,1236.0,64.0
2015,Akola,Telhara,15612.0,14314.0,6839.0,1749.0,131.0
2015,Amravati,Achalpur,16347.0,16259.0,5774.0,1216.0,66.0
2015,Amravati,Amravati,12587.0,13851.0,7601.0,2411.0,249.0
2015,Amravati,Anjangaon,13907.0,11836.0,5211.0,1384.0,79.0
2015,Amravati,Bhatkuli,14327.0,13379.0,5554.0,1563.0,98.0
2015,Amravati,Chandur Railway,5819.0,12123.0,5370.0,2102.0,152.0
2015,Amravati,Chandurbazar,15372.0,14970.0,6651.0,1930.0,107.0
2015,Amravati,Chikhaldara,3167.0,4467.0,3843.0,2162.0,127.0
2015,Amravati,Daryapur,16461.0,16742.0,8633.0,3391.0,214.0
2015,Amravati,Dhamangaon Railway,7889.0,15023.0,7013.0,2497.0,186.0
2015,Amravati,Dharni,3727.0,6678.0,5918.0,3309.0,194.0
2015,Amravati,Morshi,14477.0,17572.0,6573.0,1901.0,117.0
2015,Amravati,Nandgaon-Khandeshwar,10173.0,17022.0,8877.0,2491.0,272.0
2015,Amravati,Tivasa,8486.0,13225.0,5841.0,1761.0,130.0
2015,Amravati,Warud,18369.0,15609.0,5748.0,1486.0,139.0
2015,Beed,Ambejogai,31522.0,16656.0,8284.0,2358.0,109.0
2015,Beed,Ashti,48622.0,25006.0,15920.0,4634.0,256.0
2015,Beed,Beed,75330.0,25311.0,13424.0,4830.0,311.0
2015,Beed,Dharur,22949.0,10584.0,4451.0,1323.0,103.0
2015,Beed,Gevrai,67967.0,30501.0,13343.0,2446.0,80.0
2015,Beed,Kej,45296.0,22270.0,12059.0,2679.0,130.0
2015,Beed,Manjlegaon,32488.0,17326.0,8291.0,1962.0,103.0
2015,Beed,Parli,34285.0,14550.0,6401.0,2054.0,157.0
2015,Beed,Patoda,28167.0,14744.0,7507.0,2605.0,175.0
2015,Beed,Shirur (Kasar),30968.0,11862.0,5921.0,1503.0,64.0
2015,Beed,Wadwani,16049.0,7341.0,4223.0,901.0,67.0
2015,Bhandara,Bhandara,27397.0,8031.0,2491.0,520.0,52.0
2015,Bhandara,Lakhandur,20416.0,5956.0,1618.0,395.0,24.0
2015,Bhandara,Lakhani,25760.0,7182.0,2001.0,468.0,44.0
2015,Bhandara,Mohadi,23304.0,9576.0,2860.0,537.0,51.0
2015,Bhandara,Pauni,26071.0,8956.0,2873.0,549.0,50.0
2015,Bhandara,Sakoli,15742.0,4079.0,1136.0,219.0,68.0
2015,Bhandara,Tumsar,27904.0,8338.0,3201.0,841.0,84.0
2015,Buldhana,Buldhana,20984.0,14445.0,6169.0,1261.0,49.0
2015,Buldhana,Chikhli,22234.0,19628.0,10612.0,2496.0,144.0
2015,Buldhana,Deulgaon Raja,20714.0,10382.0,2698.0,462.0,74.0
2015,Buldhana,Jalgaon (Jamod),12233.0,11788.0,4046.0,657.0,33.0
2015,Buldhana,Khamgaon,13991.0,17361.0,9433.0,2514.0,192.0
2015,Buldhana,Lonar,18135.0,12909.0,5557.0,1019.0,60.0
2015,Buldhana,Malkapur,11730.0,12512.0,4394.0,871.0,78.0
2015,Buldhana,Mehkar,19024.0,16299.0,9009.0,2794.0,131.0
2015,Buldhana,Motala,12333.0,14632.0,6623.0,1328.0,48.0
2015,Buldhana,Nandura,13434.0,13062.0,6103.0,990.0,43.0
2015,Buldhana,Sangrampur,14987.0,12798.0,3473.0,589.0,88.0
2015,Buldhana,Shegaon,10775.0,10453.0,5148.0,1041.0,72.0
2015,Buldhana,Sindkhed Raja,21685.0,14354.0,6673.0,1273.0,31.0
2015,Chandrapur,Ballarpur,2660.0,2181.0,1610.0,618.0,46.0
2015,Chandrapur,Bhadravati,8048.0,9662.0,6268.0,2481.0,162.0
2015,Chandrapur,Brahmapuri,14601.0,8449.0,6684.0,911.0,40.0
2015,Chandrapur,Chandrapur,4889.0,6422.0,2804.0,894.0,84.0
2015,Chandrapur,Chimur,14818.0,14009.0,10665.0,4459.0,268.0
2015,Chandrapur,Gondpipri,6886.0,4610.0,6620.0,4442.0,224.0
2015,Chandrapur,Korpana,2268.0,8686.0,6610.0,2684.0,168.0
2015,Chandrapur,Mul,12614.0,6555.0,4669.0,1081.0,60.0
2015,Chandrapur,Nagbhid,16211.0,8819.0,4614.0,814.0,26.0
2015,Chandrapur,Pombhurna,4844.0,4089.0,2621.0,1086.0,94.0
2015,Chandrapur,Rajura,6488.0,10886.0,8648.0,4229.0,181.0
2015,Chandrapur,Sawali,16615.0,9420.0,4086.0,1044.0,88.0
2015,Chandrapur,Sindewahi,14006.0,6496.0,2024.0,446.0,14.0
2015,Chandrapur,Warora,6464.0,12648.0,11106.0,4626.0,156.0
2015,Dhule,Dhule,25396.0,26083.0,15516.0,5253.0,441.0
2015,Dhule,Sakri,27091.0,29191.0,17456.0,7459.0,463.0
2015,Dhule,Shirpur,13696.0,16257.0,8235.0,2587.0,176.0
2015,Dhule,Sindkheda,25913.0,22405.0,12278.0,4599.0,281.0
2015,Gadchiroli,Aheri,3814.0,3212.0,2875.0,984.0,106.0
2015,Gadchiroli,Armori,9274.0,6774.0,3043.0,608.0,27.0
2015,Gadchiroli,Bhamragad,1102.0,1444.0,1058.0,643.0,42.0
2015,Gadchiroli,Chamorshi,11245.0,7361.0,5405.0,1521.0,121.0
2015,Gadchiroli,Dhanora,2982.0,3533.0,2768.0,1343.0,164.0
2015,Gadchiroli,Etapalli,2267.0,2166.0,2540.0,1071.0,119.0
2015,Gadchiroli,Gadchiroli,8952.0,5386.0,3304.0,877.0,56.0
2015,Gadchiroli,Korchi,2289.0,1923.0,1690.0,1022.0,185.0
2015,Gadchiroli,Kurkheda,5707.0,5180.0,2136.0,475.0,34.0
2015,Gadchiroli,Mulchera,1297.0,1718.0,1692.0,215.0,15.0
2015,Gadchiroli,Sironcha,8769.0,4814.0,2800.0,803.0,63.0
2015,Gadchiroli,Vadasa,6225.0,3360.0,944.0,173.0,17.0
2015,Gondia,Amgaon,11095.0,7332.0,9755.0,27091.0,11730.0
2015,Gondia,Arjuni Morgaon,14040.0,12309.0,29191.0,8723.0,2902.0
2015,Gondia,Deori,2587.0,17456.0,3943.0,1096.0,6584.0
2015,Gondia,Gondiya,8309.0,430.0,45.0,48.0,281.0
2015,Gondia,Goregaon,6066.0,1708.0,22974.0,13696.0,12430.0
2015,Gondia,Sadak-Arjuni,4688.0,24890.0,16257.0,7425.0,12812.0
2015,Gondia,Salekasa,17133.0,8235.0,2634.0,5070.0,4170.0
2015,Gondia,Tiroda,4599.0,181.0,400.0,294.0,7300.0
2015,Hingoli,Aundha (Nagnath),22466.0,14005.0,8035.0,2903.0,611.0
2015,Hingoli,Basmath,23053.0,9063.0,8031.0,1842.0,75.0
2015,Hingoli,Hingoli,10434.0,7785.0,5956.0,1566.0,259.0
2015,Hingoli,Kalamnuri,26694.0,13034.0,7182.0,3132.0,138.0
2015,Hingoli,Sengaon,27397.0,11005.0,9576.0,3031.0,139.0
2015,Jalna,All Tehsils,,,248022.0,,
2015,Jalna,Ambad,35252.0,23052.0,20262.0,2748.0,14.0
2015,Jalna,Badnapur,24361.0,24877.0,7011.0,2827.0,12.0
2015,Jalna,Bhokardan,50425.0,24337.0,20607.0,2215.0,260.0
2015,Jalna,Ghansawangi,24621.0,22823.0,22051.0,3785.0,212.0
2015,Jalna,Jaffrabad,26628.0,24820.0,1008.0,2162.0,82.0
2015,Jalna,Jalna,32110.0,21770.0,22220.0,3685.0,222.0
2015,Jalna,Mantha,20140.0,25427.0,7833.0,2256.0,228.0
2015,Jalna,Partur,26420.0,23126.0,,1573.0,2453.0
2015,Kolhapur,Ajra,27131.0,8139.0,2459.0,716.0,100.0
2015,Kolhapur,Bhudargad,35575.0,7612.0,3279.0,843.0,83.0
2015,Kolhapur,Chandgad,38948.0,10336.0,5602.0,1796.0,348.0
2015,Kolhapur,Gadhinglaj,51280.0,11445.0,3839.0,516.0,51.0
2015,Kolhapur,Gaganbavda,5976.0,2236.0,1329.0,497.0,76.0
2015,Kolhapur,Hatkanangle,58404.0,12155.0,3320.0,727.0,117.0
2015,Kolhapur,Kagal,47503.0,9207.0,2724.0,605.0,97.0
2015,Kolhapur,Karvir,58258.0,10375.0,4604.0,798.0,182.0
2015,Kolhapur,Panhala,47512.0,8570.0,2615.0,715.0,120.0
2015,Kolhapur,Radhanagari,45341.0,7138.0,2822.0,1005.0,175.0
2015,Kolhapur,Shahuwadi,37671.0,8197.0,4292.0,1407.0,227.0
2015,Kolhapur,Shirol,50518.0,10082.0,2531.0,392.0,58.0
2015,Latur,Ahmadpur,23399.0,16192.0,9066.0,2401.0,119.0
2015,Latur,Ausa,28257.0,25630.0,11491.0,3690.0,225.0
2015,Latur,Chakur,17568.0,13372.0,7060.0,2187.0,131.0
2015,Latur,Deoni,11305.0,9557.0,4149.0,1152.0,45.0
2015,Latur,Jalkot,10138.0,5669.0,4407.0,1232.0,55.0
2015,Latur,Latur,25563.0,20199.0,10223.0,3269.0,175.0
2015,Latur,Nilanga,30442.0,22952.0,10643.0,2537.0,75.0
2015,Latur,Renapur,15105.0,13056.0,5258.0,1446.0,62.0
2015,Latur,Shirur-Anantpal,9397.0,8155.0,2953.0,640.0,16.0
2015,Latur,Udgir,19273.0,13947.0,7705.0,3012.0,139.0
2015,Nagpur,Bhiwapur,7059.0,32.0,2399.0,8282.0,1612.0
2015,Nagpur,Hingna,17601.0,4733.0,7769.0,16341.0,7359.0
2015,Nagpur,Kalameshwar,12889.0,1302.0,16527.0,15336.0,9525.0
2015,Nagpur,Kamptee,1190.0,7135.0,8386.0,92.0,2098.0
2015,Nagpur,Katol,4628.0,10031.0,640.0,13560.0,3431.0
2015,Nagpur,Kuhi,2744.0,1877.0,2082.0,14079.0,14500.0
2015,Nagpur,Mauda,8311.0,2225.0,52.0,6387.0,15837.0
2015,Nagpur,Nagpur (Rural),2399.0,5082.0,14446.0,2882.0,0.0
2015,Nagpur,Nagpur (Urban),3800.0,13549.0,8171.0,4414.0,6474.0
2015,Nagpur,Narkhed,11739.0,11653.0,1692.0,11392.0,7559.0
2015,Nagpur,Parseoni,14698.0,1042.0,4932.0,15013.0,11133.0
2015,Nagpur,Ramtek,9264.0,5231.0,17398.0,3215.0,2713.0
2015,Nagpur,Savner,0.0,6635.0,12181.0,1238.0,2050.0
2015,Nagpur,Umred,7573.0,10154.0,2116.0,9122.0,52.0
2015,Nanded,Ardhapur,14994.0,11394.0,14109.0,1051.0,15454.0
2015,Nanded,Bhokar,15143.0,11910.0,14093.0,1915.0,1093.0
2015,Nanded,Biloli,14945.0,11514.0,14451.0,4391.0,1050.0
2015,Nanded,Deglur,31141.0,14054.0,15595.0,4549.0,1119.0
2015,Nanded,Dharmabad,409.0,14113.0,451.0,5514.0,4331.0
2015,Nanded,Hadgaon,945.0,14411.0,511.0,9090.0,9955.0
2015,Nanded,Himayatnagar,1140.0,15554.0,1545.0,9549.0,11199.0
2015,Nanded,Kandhar,3999.0,514.0,4119.0,5319.0,11404.0
2015,Nanded,Kinwat,5094.0,1090.0,4599.0,11319.0,11415.0
2015,Nanded,Loha,9150.0,3194.0,4995.0,10343.0,11334.0
2015,Nanded,Mahur,9519.0,4145.0,4551.0,19059.0,11999.0
2015,Nanded,Mudkhed,9540.0,4593.0,9595.0,15044.0,11951.0
2015,Nanded,Mukhed,11104.0,9109.0,10539.0,31193.0,11915.0
2015,Nanded,Naigaon (Khairgaon),11549.0,9353.0,11453.0,193.0,14514.0
2015,Nanded,Nanded,11945.0,9431.0,13449.0,1155.0,19443.0
2015,Nanded,Umri,14495.0,10944.0,14310.0,1440.0,34944.0
2015,Nandurbar,Akkalkuwa,5438.0,6577.0,4733.0,1808.0,135.0
2015,Nandurbar,Akrani,2989.0,2997.0,2520.0,1412.0,84.0
2015,Nandurbar,Nandurbar,12616.0,17006.0,9360.0,3557.0,254.0
2015,Nandurbar,Nawapur,9946.0,13793.0,7316.0,2634.0,188.0
2015,Nandurbar,Shahada,12603.0,19576.0,10328.0,3171.0,308.0
2015,Nandurbar,Taloda,3247.0,6910.0,3717.0,815.0,29.0
2015,Nashik,Baglan,29122.0,24539.0,12080.0,2560.0,170.0
2015,Nashik,Chandvad,23435.0,14666.0,9249.0,3049.0,300.0
2015,Nashik,Deola,14793.0,9715.0,5139.0,1119.0,88.0
2015,Nashik,Dindori,25022.0,18121.0,9873.0,3399.0,275.0
2015,Nashik,Igatpuri,24357.0,9265.0,5520.0,2249.0,311.0
2015,Nashik,Kalwan,13776.0,10299.0,5663.0,1778.0,137.0
2015,Nashik,Malegaon,39112.0,31338.0,14890.0,3685.0,287.0
2015,Nashik,Nandgaon,12997.0,12765.0,9013.0,4150.0,279.0
2015,Nashik,Nashik,25719.0,9545.0,5507.0,1869.0,386.0
2015,Nashik,Niphad,40497.0,21764.0,10094.0,2183.0,190.0
2015,Nashik,Peth,5310.0,3912.0,2914.0,1482.0,115.0
2015,Nashik,Sinnar,34066.0,20630.0,12375.0,3789.0,410.0
2015,Nashik,Surgana,9711.0,7070.0,4664.0,1812.0,105.0
2015,Nashik,Trimbakeshwar,10244.0,5809.0,5145.0,2784.0,425.0
2015,Nashik,Yevla,20169.0,17134.0,10144.0,2953.0,240.0
2015,Dharashiv,Bhum,17932.0,13267.0,8177.0,3720.0,243.0
2015,Dharashiv,Kalamb,25713.0,20394.0,9646.0,3051.0,150.0
2015,Dharashiv,Lohara,8704.0,10263.0,6549.0,2365.0,111.0
2015,Dharashiv,Dharashiv,22752.0,26580.0,13096.0,4876.0,298.0
2015,Dharashiv,Paranda,23988.0,16115.0,11666.0,2426.0,104.0
2015,Dharashiv,Tuljapur,23193.0,24490.0,14507.0,5736.0,467.0
2015,Dharashiv,Umarga,22042.0,21176.0,10278.0,3591.0,230.0
2015,Dharashiv,Washi,13937.0,9108.0,5962.0,2728.0,364.0
2015,Palghar,Dahanu,19212.0,5955.0,3338.0,1168.0,244.0
2015,Palghar,Jawhar,2261.0,2062.0,2389.0,2255.0,591.0
2015,Palghar,Mokhada,1556.0,1164.0,1592.0,1857.0,660.0
2015,Palghar,Palghar,24103.0,7759.0,3078.0,1118.0,192.0
2015,Palghar,Talasari,5328.0,2199.0,1320.0,513.0,169.0
2015,Palghar,Vada,10647.0,4484.0,2936.0,1768.0,259.0
2015,Palghar,Vasai,19494.0,2057.0,1058.0,327.0,63.0
2015,Palghar,Vikramgad,4214.0,3503.0,2658.0,1422.0,176.0
2015,Parbhani,Gangakhed,27346.0,13205.0,6371.0,1727.0,127.0
2015,Parbhani,Jintur,24332.0,23099.0,13537.0,3281.0,252.0
2015,Parbhani,Manwat,11529.0,10406.0,5711.0,1691.0,106.0
2015,Parbhani,Palam,15360.0,10907.0,5263.0,1456.0,146.0
2015,Parbhani,Parbhani,27580.0,22103.0,13322.0,3758.0,309.0
2015,Parbhani,Pathri,14249.0,11949.0,7185.0,1457.0,65.0
2015,Parbhani,Purna,23554.0,14744.0,6720.0,1644.0,83.0
2015,Parbhani,Selu,19129.0,14676.0,8205.0,1925.0,201.0
2015,Parbhani,Sonpeth,11536.0,8917.0,4303.0,950.0,47.0
2015,Pune,Ambegaon,37462.0,11514.0,7061.0,2901.0,431.0
2015,Pune,Baramati,61992.0,23119.0,10862.0,2780.0,265.0
2015,Pune,Bhor,37977.0,7465.0,4725.0,2176.0,462.0
2015,Pune,Daund,44753.0,22754.0,10829.0,2553.0,380.0
2015,Pune,Haveli,32204.0,12097.0,5391.0,2242.0,246.0
2015,Pune,Indapur,46112.0,23645.0,13588.0,3712.0,383.0
2015,Pune,Junnar,39015.0,17143.0,9052.0,3538.0,459.0
2015,Pune,Khed,37020.0,13357.0,9528.0,4777.0,537.0
2015,Pune,Mawal,27114.0,8134.0,5493.0,3209.0,688.0
2015,Pune,Mulshi,29811.0,7007.0,4964.0,1984.0,487.0
2015,Pune,Pune City,0.0,0.0,0.0,0.0,0.0
2015,Pune,Purandhar,32304.0,13762.0,8885.0,3579.0,579.0
2015,Pune,Shirur,40359.0,24491.0,15475.0,5109.0,581.0
2015,Pune,Velhe,19081.0,5090.0,2678.0,1627.0,330.0
2015,Raigad,Alibag,31039.0,3638.0,969.0,297.0,64.0
2015,Raigad,Karjat,18368.0,4814.0,2886.0,1612.0,368.0
2015,Raigad,Khalapur,12306.0,2340.0,1146.0,486.0,81.0
2015,Raigad,Mahad,33101.0,7258.0,4991.0,2670.0,341.0
2015,Raigad,Mangaon,33367.0,5566.0,3370.0,1650.0,384.0
2015,Raigad,Mhasla,13083.0,3090.0,2101.0,757.0,171.0
2015,Raigad,Murud,9757.0,1465.0,657.0,313.0,82.0
2015,Raigad,Panvel,17356.0,2988.0,1522.0,588.0,149.0
2015,Raigad,Pen,18076.0,3151.0,1080.0,430.0,122.0
2015,Raigad,Poladpur,11090.0,3126.0,2253.0,1582.0,282.0
2015,Raigad,Roha,19513.0,3999.0,1953.0,1030.0,274.0
2015,Raigad,Shrivardhan,14511.0,2183.0,1109.0,490.0,118.0
2015,Raigad,Sudhagad,9864.0,2798.0,1739.0,854.0,218.0
2015,Raigad,Tala,7606.0,1861.0,1434.0,814.0,138.0
2015,Raigad,Uran,9178.0,798.0,268.0,119.0,27.0
2015,Ratnagiri,Chiplun,57773.0,10434.0,6775.0,3530.0,820.0
2015,Ratnagiri,Dapoli,41169.0,8746.0,5730.0,3188.0,504.0
2015,Ratnagiri,Guhagar,30271.0,6378.0,4507.0,2524.0,337.0
2015,Ratnagiri,Khed,43244.0,9903.0,7214.0,3878.0,413.0
2015,Ratnagiri,Lanja,22892.0,6502.0,4858.0,2740.0,587.0
2015,Ratnagiri,Mandangad,18298.0,4184.0,2698.0,1581.0,296.0
2015,Ratnagiri,Rajapur,38368.0,10009.0,8451.0,4797.0,1080.0
2015,Ratnagiri,Ratnagiri,50663.0,8196.0,5956.0,2518.0,256.0
2015,Ratnagiri,Sangameshwar,48553.0,11830.0,8937.0,4757.0,644.0
2015,Sangli,Atpadi,22041.0,9761.0,7466.0,3642.0,369.0
2015,Sangli,Jat,29482.0,23345.0,20401.0,10707.0,1143.0
2015,Sangli,Kadegaon,27068.0,9994.0,4463.0,869.0,96.0
2015,Sangli,Kavathe Mahankal,23673.0,11174.0,6216.0,2024.0,295.0
2015,Sangli,Khanapur,30943.0,12824.0,6601.0,1956.0,160.0
2015,Sangli,Miraj,49013.0,16731.0,6800.0,1040.0,123.0
2015,Sangli,Palus,23484.0,5500.0,1666.0,246.0,41.0
2015,Sangli,Shirala,31502.0,6633.0,2975.0,896.0,202.0
2015,Sangli,Tasgaon,41138.0,12867.0,6365.0,2248.0,464.0
2015,Sangli,Walwa,56693.0,12565.0,4917.0,1285.0,221.0
2015,Satara,Jaoli,33617.0,6714.0,3702.0,895.0,157.0
2015,Satara,Karad,107372.0,19712.0,6991.0,1106.0,155.0
2015,Satara,Khandala,23910.0,7455.0,3062.0,771.0,127.0
2015,Satara,Khatav,89827.0,24447.0,8080.0,2413.0,402.0
2015,Satara,Koregaon,75029.0,14552.0,8009.0,1830.0,164.0
2015,Satara,Mahabaleshwar,14767.0,4797.0,2586.0,1099.0,229.0
2015,Satara,Man,79729.0,21240.0,10326.0,2967.0,672.0
2015,Satara,Patan,73358.0,12475.0,7381.0,2720.0,381.0
2015,Satara,Phaltan,57876.0,10403.0,3968.0,1481.0,207.0
2015,Satara,Satara,85729.0,11661.0,4756.0,2178.0,460.0
2015,Satara,Wai,39456.0,8018.0,1789.0,532.0,160.0
2015,Sindhudurg,Devgad,42452.0,6322.0,3563.0,2089.0,414.0
2015,Sindhudurg,Dodamarg,9477.0,2068.0,1754.0,1324.0,482.0
2015,Sindhudurg,Kankavli,31731.0,7373.0,4705.0,2185.0,343.0
2015,Sindhudurg,Kudal,36047.0,5941.0,3449.0,1858.0,422.0
2015,Sindhudurg,Malwan,48010.0,6388.0,4340.0,2102.0,482.0
2015,Sindhudurg,Sawantwadi,34065.0,4808.0,3137.0,1547.0,506.0
2015,Sindhudurg,Vaibhavvadi,12418.0,3047.0,2181.0,838.0,181.0
2015,Sindhudurg,Vengurla,30565.0,3745.0,2097.0,1265.0,270.0
2015,Thane,Ambarnath,14613.0,2201.0,965.0,448.0,91.0
2015,Thane,Bhiwandi,24935.0,6012.0,3490.0,1220.0,153.0
2015,Thane,Kalyan,11565.0,2086.0,1238.0,509.0,48.0
2015,Thane,Murbad,19147.0,8614.0,5021.0,2149.0,291.0
2015,Thane,Shahapur,17700.0,7629.0,5367.0,3399.0,673.0
